objectid(long),rockname,rocktype(long),aqname,aqcode(long),shapeleng(double precision),shapearea(double precision)
2265.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge aquifers,502.0,0.13162776663,0.00077826811
2266.0,Unconsolidated sand and gravel aquifers,999.0,Oyther rocks,999.0,1.08898365352,0.02060279089
2267.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge carbonate-rock aquifers,505.0,0.75147131126,0.00991109755
2268.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.5316354509,0.00942301067
2269.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.07122628125,0.00035272225
2270.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.37750995914,0.00488898039
2271.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,1.02266452025,0.02265836683
2272.0,Semriconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.14164199184,0.00045580939
2273.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.01526034642,1.029966e-05
2274.0,Carbonate-rock auifers,409.0,Basin and Range carbonate-rock aquifers,401.0,0.4667778455,0.00741120269
2275.0,Unconsolidated sand and gravel aquifers,147.0,California Coastal Basin auqifers,103.0,1.18340113255,0.04269191895
2276.0,Igneous and metamorphic-rock aquifers,600.0,Southern Nevada volcanic-rock aquifers,601.0,8.18303132868,0.51392050886
2277.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer ysstem,205.0,0.04313971911,0.00012875065
2278.0,Unconsolidated san and gravel aquifers,999.0,Other rockas,999.0,0.09292588125,0.00027989118
2279.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aqsuifer system,205.0,0.3816511988,0.00194089741
2280.0,Carbonate-rock aquifers,473.0,Basin and Range carbonate-rock aquifers,501.0,0.60091452827,0.00948057567
2281.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge aquifers,502.0,0.34575203295,0.00288803039
2282.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.07061331412,0.00018124394
2283.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.03470866665,8.906922e-05
2284.0,Unconsolidated sand and gravl aquifers,999.0,Other rocks,999.0,0.85961878218,0.01483173278
2285.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.05615194177,8.853037e-05
2286.0,Sandstone aquifers,300.0,Pennsylvanitan aquifers,310.0,0.25123318671,0.00320847865
2287.0,Sandstone aquifers,300.0,Early Mesozoic basin aquifers,308.0,0.18703809823,0.00166397642
2288.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,2.44744134658,0.06385154843
2289.0,Unconsolidaited sand and gravel aquifers,100.0,California Coastal Basin auifers,103.0,0.27303332024,0.00210453963
2290.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.04988164634,4.339181e-05
2291.0,Unconsolidatde sand and gravel aquifers,999.0,Other rocks,999.0,0.16650383255,0.00171512411
2292.0,Unconsolidated sand and gravel aquifers,999.0,Other roycks,999.0,0.03200598443,4.963327e-05
2293.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.06503987844,0.0002051438
2294.0,Unconsolidtaed sand and gravel aquifers,999.0,Other rocks,999.0,0.01836312212,1.968801e-05
2295.0,Carbonate-rokc aquifers,488.0,Basin and Range carbonate-rock aquifers,402.0,0.18537024054,0.00188998295
2296.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.0693045956,0.00021880013
2297.0,Carbonate-rok aquifers,444.0,Basin and Range carbonate-rock aquifers,405.0,0.89661892773,0.01642556018
2298.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.01578563689,1.280565e-05
2299.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.19795381512,0.00126136902
2300.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.20764581405,0.00274958601
2301.0,Unconsolidted sand and gravel aquifers,129.0,Basin and Range basin-fill aquifers,125.0,0.91107159967,0.02580575224
2302.0,Carbonate-rock aquifers,493.0,Basin and Range carbonate-rock aquifers,462.0,0.3717273268,0.00782984074
2303.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge carbonate-rock aquifers,505.0,0.23139737184,0.00206577077
2304.0,Unconsolidated sand and gravelg aquifers,999.0,Other rocks,999.0,0.15476509855,0.00109333365
2305.0,Unconsolidated sand and grvael aquifers,999.0,Other rocks,999.0,0.18617580702,0.00153141391
2306.0,Carbonate-rock aquiafers,493.0,Basin and Range carbonate-rock aquifers,401.0,0.200846068,0.0024407211
2307.0,Unconsolidated sand and gravel aquifres,123.0,Basin and Range basin-fill aquifers,185.0,1.73042924697,0.04892317475
2308.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.00987583698,4.08617e-06
2309.0,Carbonate-rock aquijfers,407.0,Basin and Range carbonate-rock aquifers,411.0,2.21050083355,0.04885107762
2310.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge aquifers,502.0,0.39924937868,0.00455785152
2311.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.02506057952,4.456141e-05
2312.0,Unconsolidated sand and gravel aquifes,999.0,Othe rocks,999.0,0.01507409831,1.437621e-05
2313.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.01556950048,1.264456e-05
2314.0,Unconsolidatde sand and gravel aquifers,999.0,Other rocks,999.0,0.2755776094,0.00407416106
2315.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.04339098718,0.00010533621
2316.0,Carbonate-rock saquifers,469.0,Basin and Range carbonate-rock aquifers,401.0,0.27797527506,0.00472751551
2317.0,Sandstone aquifers,300.0,Early Mesozoic basin aqhuifers,308.0,1.16481847473,0.06275134919
2318.0,Semiconsolidated sand xaquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.37711766414,0.00244047119
2319.0,Cabronate-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,444.0,0.28193428842,0.00368990229
2320.0,Carbonate-roc kaquifers,491.0,Basin and Range carbonate-rock aquifers,401.0,0.37936528587,0.00567082651
2321.0,Sandstone aquifers,300.0,Early Mesozoic basin aquifers,308.0,0.18595152184,0.00212540423
2322.0,Carbonate-rock aquifes,476.0,Basin and Range carbonate-rock aquifers,409.0,0.15473947462,0.0012713822
2323.0,Carbonate-rock aquifeurs,400.0,Basin and Range carbonate-rock aquifers,438.0,0.35407094307,0.00618458386
2324.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge carbonate-rock aquifers,505.0,0.38764903164,0.00400955211
2325.0,Unconsoldated sand and gravel aquifers,124.0,Basin and Range basin-fill aquifers,118.0,3.66554988954,0.13501478519
2326.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.09411505031,0.00040583664
2327.0,Carbonate-rcok aquifers,467.0,Basin and Range carbonate-rock aquifers,489.0,1.00966829661,0.03073409478
2328.0,Unconsolidatedz sand and gravel aquifers,999.0,Other rocks,999.0,1.79118289087,0.0498203217
2329.0,Unconsolidayted sand and gravel aquifers,999.0,Other rocks,999.0,0.85922594849,0.01357671003
2330.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.23165581744,0.00195132413
2331.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.27929090948,0.00444350283
2332.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.49831208552,0.00360496693
2333.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge aquifers,502.0,0.35311760881,0.00498169695
2334.0,Carboante-rock aquifers,487.0,Basin and Range carbonate-rock aquifers,433.0,0.61205887149,0.00888885607
2335.0,Unconsolidated sand and gravel aquifers,142.0,alifornia Coastal Basin aquifers,103.0,0.54103603058,0.01235175892
2336.0,Carbonate-rock aqifers,430.0,Basin and Range carbonate-rock aquifers,447.0,0.28476727769,0.00377803864
2337.0,Sansdtone aquifers,300.0,Early Mesozoic basin aquifers,308.0,0.70519308975,0.02000965969
2338.0,Sandstone and carbonate-rock aquiefrs,500.0,Vally and Ridge aquifers,502.0,0.69644403959,0.01085599357
2339.0,Sandstone and carbonate-rock aquifers,500.0,Mississippian aquifrs,503.0,0.31373222856,0.0058709729
2340.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.28751346783,0.00324303159
2341.0,arbonate-rock aquifers,400.0,Ozark Plateaus aquifer system,405.0,0.33684471689,0.00244916032
2342.0,Unconsolidated sand anyd gravel aquifers,999.0,Other rocks,999.0,1.01028447806,0.03531757303
2343.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.28931237437,0.00355697607
2344.0,Semiconsolidated sand aquifers,200.0,Northervn Atlantic Coastal Plain aquifer system,205.0,0.10682965032,0.00060254319
2345.0,Sandston aquifers,300.0,Lower Cretaceous aquifers,304.0,1.25324992046,0.02163984908
2346.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.01168827731,5.26468e-06
2347.0,Unconsolidated sand and gravel aquifers,999.0,Otherrocks,999.0,0.0167274996,1.407943e-05
2348.0,Unconsolidated sand and gravel aquifres,999.0,Other rocks,999.0,0.02509887327,1.44262e-05
2349.0,Carbonate-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,420.0,0.32745547596,0.00779039376
2350.0,Unconsolidted sand and gravel aquifers,999.0,Other rocks,999.0,18.5590200915,0.59967262341
2351.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.07116334951,0.00020636924
2352.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,1.0215082778,0.01623821361
2353.0,Sjemiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.03317236671,7.530028e-05
2354.0,Semiconsolidated sand aquifrs,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.0594122882,0.00019960246
2355.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge carbonate-rock aquifers,505.0,5.16772486111,0.08200945903
2356.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquier system,205.0,0.24023461953,0.00130897255
2357.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge aquifers,502.0,1.10342973918,0.03101827588
2358.0,Sandstone aquifers,300.0,Lower Cretaceous aquifers,304.0,2.01406116385,0.02807191582
2359.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aqiufer system,205.0,0.02464198246,3.560111e-05
2360.0,Sandstone and carbonate-rock aquifers,500.0,Mississippian aquifers,503.0,0.03692748013,5.955854e-05
2361.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.10652175773,0.00042810291
2362.0,Uncosolidated sand and gravel aquifers,100.0,Basin and Range basin-fill aquifers,150.0,0.52949688084,0.01100492722
2363.0,Carbonate-orck aquifers,479.0,Basin and Range carbonate-rock aquifers,454.0,0.51531705085,0.01159385089
2364.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.03950973301,0.00010293127
2365.0,Semiconsolidated sad aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.06627800146,0.00020156951
2366.0,Carbontae-rock aquifers,400.0,Basin and Range carbnate-rock aquifers,401.0,0.28075853902,0.00309818423
2367.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.09481925271,0.00063080294
2368.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.13533474482,0.00038108281
2369.0,Unconsolidated sand and gravel aquifers,999.0,Otherw rocks,999.0,0.11400154977,0.00076620371
2370.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.78004083088,0.02213470265
2371.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer sstem,205.0,0.22159594479,0.00188903001
2372.0,Unconsolidated sand and gravel aquifers,999.0,Other rcks,999.0,0.06083144203,0.00026906059
2373.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge aquifers,502.0,0.1560931976,0.00103151934
2374.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.22147238439,0.00069925811
2375.0,Unconsolidted sand and gravel aquifers,162.0,Basin and Range basin-fill aquifers,175.0,1.14074362906,0.03755554352
2376.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.26525638708,0.00477133666
2377.0,Sandstone and carbonate-rock aquifers,500.0,Mississippian aquifers,503.0,0.33636374117,0.00502581134
2378.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.03510082791,8.569728e-05
2379.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.04776751574,0.0001163685
2380.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.04573176735,0.00012812471
2381.0,Carbonate-rocrk aquifers,400.0,Basin and Range carbonate-rock aquifers,401.0,1.14761796057,0.02717736565
2382.0,Camrbonate-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,401.0,0.16290925527,0.00168935808
2383.0,emiconsolidated sand aquifers,200.0,Northekrn Atlantic Coastal Plain aquifer system,205.0,0.05855259488,0.00017129822
2384.0,Unconsolidated sand and gravl aquifers,113.0,Basin and Range basin-fill aquifers,190.0,0.32175622036,0.00323602134
2385.0,Carbonate-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,469.0,0.19652659409,0.00240953497
2386.0,Sandstone aquifers,300.0,Early Mesozoic basin aquifers,308.0,0.12360780936,0.00087796318
2387.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.50432455187,0.00599830799
2388.0,Sandtsone aquifers,300.0,Early Mesozoic basin aquifers,308.0,3.55064363953,0.12861402325
2389.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.48289746922,0.00381290238
2390.0,Semiconsolidated sand aquiers,200.0,Northern Atlantjic Coastal Plain aquifer system,205.0,0.11872407568,0.00053423375
2391.0,Semconsolidated sand aquifers,200.0,Nrthern Atlantic Coastal Plain aquifer system,205.0,0.07376059378,0.00027254111
2392.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.0433631087,9.559016e-05
2393.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.11423395498,0.00080786113
2394.0,Semiconsolidated sand aquifers,200.0,Southeastern Coastal Plain aquifer system,204.0,54.049842549,9.75089060077
2395.0,Carboante-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,466.0,0.1060000631,0.00081621934
2396.0,Sandkstone and carbonate-rock aquifers,500.0,Mississippian aquifers,503.0,4.32396568937,0.0444666568
2397.0,Sandstone aquifers,300.0,Lower Cremtaceous aquifers,304.0,0.13661006976,0.00095557107
2398.0,Unconsoliated sand and gravel aquifers,999.0,Other rocks,999.0,0.48498518561,0.00773046237
2399.0,Carbonate-rockv aquifers,436.0,Basin and Range carbonate-rock aquifers,430.0,6.66527412103,0.19038820162
2400.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge aquifers,502.0,1.9104229769,0.03845810798
2401.0,Unconsolidated sand and gravel aquifers,999.0,Other rocs,999.0,0.09585362373,0.00057469129
2402.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.13630708769,0.00063877091
2403.0,Carbonate-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,467.0,0.32957253707,0.00440244044
2404.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.41787101805,0.00971787811
2405.0,emiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.07221202557,0.00026385531
2406.0,Carbonate-rocka quifers,420.0,Basin and Range carbonate-rock aquifers,479.0,0.27731498442,0.00475326702
2407.0,Unconsolidated snad and gravel aquifers,999.0,Other rocks,999.0,0.75763569657,0.0191046835
2408.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge carbonate-rock aquifers,505.0,0.24509809346,0.00268685007
2409.0,Sandstone and carbonate-rock aquiferps,500.0,Valley and Ridge carbonate-rock aquifers,505.0,0.35969868177,0.00341006636
2410.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,21.3032013956,1.71176248392
2411.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.1501136944,0.00113282948
2412.0,Carobnate-rock aquifers,461.0,Basin and Range carbonate-rock aquifers,476.0,0.82609308346,0.02547411129
2413.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge carbonate-rock aquifers,505.0,0.2427558842,0.00228998405
2414.0,Sandstone aquifers,300.0,Early Mesozoic basin aquifres,308.0,0.17266299413,0.0015003909
2415.0,Crbonate-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,489.0,0.52736301454,0.01195309568
2416.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.1292927262,0.00049144173
2417.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.03616426922,8.134374e-05
2418.0,Uncoansolidated sand and gravel aquifers,133.0,Basin and Range basin-fill aquifers,200.0,0.5915409257,0.01046839517
2419.0,Sandstone aquifers,300.0,Lower Cretaceous aquifers,304.0,0.21927138697,0.00182026855
2420.0,Unconsolidated sand and gravel aquifers,999.0,Other roocks,999.0,0.14398017459,0.00083098164
2421.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge aquifers,502.0,0.24554795342,0.00261064777
2422.0,Sandstone aquifers,300.0,Lower Cretaceous aquifers,304.0,0.16547504874,0.00106714103
2423.0,Semiconsolidatied sand aquifers,200.0,Northern Atlantic Coastal Plain aquiefr system,205.0,0.11435329184,0.00036026488
2424.0,Unconsolidatde sand and gravel aquifers,100.0,Mississippi River Valley alluvial aquifer,109.0,20.7759531809,8.2959128321
2425.0,Carbonate-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,439.0,0.27914873341,0.00399110623
2426.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,1.73034777961,0.05534483075
2427.0,Sandtone and carbonate-rock aquifers,500.0,Valley and Ridge carbonate-rock aquifers,505.0,2.70650388939,0.03315717116
2428.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.22038394454,0.00326585844
2429.0,Semiconsolidated sand aquifers,200.0,Mississippi embayment aquifer system,203.0,17.6334449148,5.86613767974
2430.0,Sandstone and carbonate-rock aquifers,500.0,Valley adn Ridge carbonate-rock aquifers,505.0,0.19330605041,0.00131836177
2431.0,Semiconsolidated and aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.15049083115,0.00075542254
2432.0,Carbonate-rock oaquifers,469.0,Basin and Range carbonate-rock aquifers,401.0,2.41486952936,0.06364345334
2433.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.93412552345,0.02566758179
2434.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge aqifers,502.0,0.14834018305,0.0013886284
2435.0,Carbonate-rockaquifers,400.0,Basin and Range carbonate-rock aquifers,401.0,0.36003537667,0.00601776547
2436.0,arbonate-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,425.0,1.63345930177,0.04605331322
2437.0,Unconsolidated sand and gravel aquifers,154.0,aClifornia Coastal Basin aquifers,103.0,9.03624362997,0.62038888668
2438.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.07946117276,0.00039437435
2439.0,Unconsolidated sand and gravel ahquifers,999.0,Other rocks,999.0,0.1553502365,0.00112423799
2440.0,Sandstone aquifers,300.0,Early Mesozoic basin aquifers,308.0,0.42122736118,0.00550018126
2441.0,Carbonate-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,407.0,0.49303312584,0.00735598746
2442.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.06153331822,0.00021463423
2443.0,Carbonate-rock aquifesr,459.0,Basin and Range carbonate-rock aquifers,401.0,0.24855303284,0.00233131712
2444.0,Unconsolidated sand and dgravel aquifers,999.0,Other rocks,999.0,0.12719058937,0.00111126694
2445.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge carbonate-rock aquifers,505.0,3.26470547344,0.03944448732
2446.0,Sandstone and carbonate-rock aquifers,500.0,Mississippian aquifers,503.0,0.45004437311,0.00681009928
2447.0,Carbonate-rock aquifervs,400.0,Basin and Range carbonate-rock aquifers,444.0,0.22095123587,0.00224110048
2448.0,Sandstone and carbonate-rock aquifers,500.0,Valleay and Ridge carbonate-rock aquifers,505.0,0.18170296007,0.00120190161
2449.0,Ciarbonate-rock aquifers,400.0,Basin and Range carbonate-rokc aquifers,401.0,0.48181056583,0.00749069741
2450.0,Carbonaten-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,494.0,1.09007665889,0.04682912734
2451.0,Unbconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.33560175444,0.00292342281
2452.0,Carbonate-rck aquifers,400.0,Basin and Range carbonate-rock aquifers,442.0,1.70099913525,0.0934737884
2453.0,Carbonadte-rock aquifers,493.0,Basin and Range carbonate-rock aquifers,422.0,0.16860619443,0.00150188663
2454.0,Unconsolidated sand adnd gravel aquifers,164.0,Basin and Range basin-fill aquifers,119.0,1.95613920795,0.05501102935
2455.0,Sandstone aquifers,300.0,Ada-Vamoosa aquifer,307.0,5.11663614021,0.50820913069
2456.0,aCrbonate-rock aquifers,497.0,Basin and Range carbonate-rock aquifers,474.0,0.19952565866,0.00242571306
2457.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,1.49582430594,0.03286741351
2458.0,Carbonate-rock aquifers,413.0,Basin and Range carbonate-rock aquifers,401.0,0.9890894095,0.02243101042
2459.0,Unconsolidated sand and gravel aquifers,999.0,Otherrocks,999.0,0.82891172632,0.02181825183
2460.0,Sadstone aquifers,300.0,Early Mesozoic basin aquifers,308.0,0.26481205103,0.00400983046
2461.0,Carbonate-rock aquiers,486.0,Basin and Range carbonate-rock aquifers,401.0,0.5107979823,0.01029375816
2462.0,Carbonae-rock aquifers,400.0,Basin and Range carbonate-rock qauifers,401.0,0.17555701277,0.00200935689
2463.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge carbonate-rock aquifers,505.0,0.20021238132,0.00156399729
2464.0,Carbonate-rock aquifers,438.0,Basin and Range carbonate-rock aquifers,445.0,1.5500367833,0.03839491226
2465.0,Carboate-rock aquifers,400.0,Silturian-Devonian aquifers,410.0,0.92400819314,0.021006732
2466.0,Unconsolidated sand and gravel aquifers,999.0,Oter rocks,999.0,0.37440825451,0.0064752607
2467.0,Sandstone and carbonate-rock aquifers,500.0,Valkley and Ridge carbonate-rock aquifers,505.0,9.68213949667,0.33153455576
2468.0,Unconsolidated sand and gravelaquifers,106.0,Basin and Range basin-fill aquifers,148.0,0.42590003459,0.0062832486
2469.0,Sandstone and carbonate-rck aquifers,500.0,Valley and Ridge carbonate-rock aquifers,505.0,0.4095396506,0.00518687275
2470.0,ySandstone aquifers,300.0,Early Mesoozic basin aquifers,308.0,0.33398021352,0.00407753702
2471.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge aquifers,502.0,0.4155237381,0.00587472926
2472.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge aquifers,502.0,1.55373662141,0.01938936525
2473.0,Caronate-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,401.0,0.1661481488,0.00148823262
2474.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.4892853523,0.01315846562
2475.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge carbonate-rock aquifers,505.0,0.22869225503,0.00189581929
2476.0,Carbonate-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,431.0,0.77890700521,0.01341701807
2477.0,Carbonate-rock aquifers,400.0,Basin and Range carbonate-rock aquifers,460.0,0.20514011857,0.00232399387
2478.0,Unconsolidated sand and gravl aquifers,133.0,Basin and Range basin-fill aquifers,131.0,0.12713791457,0.00086647675
2479.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge carbonate-rpock aquifers,505.0,31.9732053618,0.5958615215
2480.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge carbonate-roc kaquifers,505.0,0.55370341535,0.00431287745
2481.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge carbonate-rock aquifers,505.0,16.2272081227,0.40583020655
2482.0,Carbonate-rockaquifers,400.0,Basin and Range carbonate-rock aquifers,435.0,0.907090662,0.01700410109
2483.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge aquifers,502.0,0.23335192874,0.00165805708
2484.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.06364897265,0.00018707054
2485.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.14898747024,0.00066629884
2486.0,Unconsolidated sand axnd gravel aquifers,110.0,Basin and Range basin-fill aquifers,101.0,0.13339589944,0.00115405511
2487.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.40904150531,0.00761412954
2488.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.02969277322,5.08522e-05
2489.0,Unconsolidated asnd and gravel aquifers,120.0,Basin and Range basin-fill aquifers,127.0,0.09192255785,0.0005794811
2490.0,Carbonate-rocka quifers,474.0,Basin and Range carbonate-rock aquifers,401.0,0.4349648222,0.00923439444
2491.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge carbonate-rock aquifers,505.0,0.20737479867,0.00168001336
2492.0,Carbonate-rok aquifers,400.0,Basin and Range carbonate-rock aquifers,401.0,0.26169733414,0.00288741494
2493.0,Sandsotne and carbonate-rock aquifers,500.0,Valley and Ridge aquifers,502.0,0.24515325547,0.00179779871
2494.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge carbonate-rock aquifers,505.0,0.82292927987,0.00922224207
2495.0,Carbonaet-rock aquifers,430.0,Basin and Range carbonate-rock aquifers,463.0,0.19278000182,0.00168296627
2496.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge aquifers,502.0,0.13950027116,0.00076801745
2497.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.70603742528,0.0159662929
2498.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.59019497159,0.00600702007
2499.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,5.18628167943,0.24472795901
2500.0,Unconsolidated sand and gravel aquifers,999.0,Other rocks,999.0,0.8669789234,0.01877247868
2501.0,Semiconsolidated sand aquifers,200.0,Northern Atlantic Coastal Plain aquifer system,205.0,0.07901116661,0.00029524347
2502.0,Carbonate-rock aquifes,400.0,Basin and Range carbonate-rock aquifers,401.0,0.30253643458,0.00527164413
2503.0,Unconsolidated sand and gravel aquifers,158.0,California Coastal Basin qauifers,103.0,0.60383268282,0.01121258447
2504.0,Unonsolidated sand and gravel aquifers,104.0,Basin and Range basin-fill aquifers,156.0,0.38070314991,0.00597800094
2505.0,Sandstone and carbonate-rock aquifers,500.0,Valley and Ridge aquifers,502.0,0.2636734985,0.00265711268
