131.objectid,190.0,131
168.aqname,Pacific Northwest basin-fill aquifers,Paleozoic aquifers
134.aqcode,610.0,116
3920.rockname,arbonate-rock aquifers,Carbonate-rock aquifers
62.shapearea,1.61985191315,0.00147742528
2548.aqname,Valley and Ridge carbonate-rpock aquifers,Valley and Ridge carbonate-rock aquifers
491.objectid,84.0,422
293.aqname,Lower Tertiary aquifers,Cambrian-Ordovician aquifer system
1010.aqname,Pacific orthwest basin-fill aquifers,Pacific Northwest basin-fill aquifers
3839.aqname,Coastal lowlandsaquifer system,Coastal lowlands aquifer system
151.aqname,Other rocks,Paleozoic aquifers
75.shapearea,1.61985191315,0.0027084153
337.shapearea,0.01473462665,9.97367E-5
4521.rockname,Carbonate-rock aquifesr,Carbonate-rock aquifers
493.shapeleng,1.31336979544,0.02925832006
179.rocktype,500.0,999
253.shapeleng,0.77807671368,5.33287776333
2883.rockname,Unconsolidated sand and grvael aquifers,Unconsolidated sand and gravel aquifers
3990.rockname,Unconsolidated sand and gravel aquiferls,Unconsolidated sand and gravel aquifers
344.shapeleng,12.2975702626,0.03684847697
1576.aqname,Pacific Northwest basinv-fill aquifers,Pacific Northwest basin-fill aquifers
3923.rockname,Carboenate-rock aquifers,Carbonate-rock aquifers
367.shapeleng,1.29540404009,0.68862554957
366.rocktype,300.0,600
2452.rockname,emiconsolidated sand aquifers,Semiconsolidated sand aquifers
2158.aqcode,496,401
54.shapeleng,7.60187630707,0.14115371593
277.rocktype,999.0,300
3886.rockname,Caarbonate-rock aquifers,Carbonate-rock aquifers
52.shapearea,0.01141123046,0.02805218293
412.shapearea,5.03036146227,3.477657E-5
1108.aqname,Otoher rocks,Other rocks
428.objectid,101.0,359
586.shapearea,0.00380233993,7.54837E-5
3208.aqname,California CoastalB asin aquifers,California Coastal Basin aquifers
150.rocktype,300.0,600
447.shapeleng,61.2794868582,0.02181339564
1133.rockname,Unconsolidated sand adnd gravel aquifers,Unconsolidated sand and gravel aquifers
4044.rockname,Unconsolidated sand and gravel quifers,Unconsolidated sand and gravel aquifers
543.shapearea,3.4355475E-4,5.56964E-5
2444.rockname,Unconsolidted sand and gravel aquifers,Unconsolidated sand and gravel aquifers
107.aqname,Pacific Northwest basin-fill aquifers,Other rocks
3616.aqname,Coastal lwolands aquifer system,Coastal lowlands aquifer system
3976.aqname,Other rocsk,Other rocks
3556.rockname,Unconsolidated sand and gravela quifers,Unconsolidated sand and gravel aquifers
126.objectid,4.0,126
4506.rockname,Igneous and metoamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
2344.aqname,California Coastal Basin auqifers,California Coastal Basin aquifers
4524.rockname,Carbonate-rock awquifers,Carbonate-rock aquifers
442.shapearea,1.276516E-5,0.00758719223
1424.rocktype,177,100
244.shapeleng,0.23195370575,5.02527097887
354.objectid,10.0,4241
346.aqname,Lower Tertiary aquifers,Coastal lowlands aquifer system
500.objectid,9.0,431
624.rockname,Uncosnolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
202.shapeleng,0.98458395081,0.25501339521
2539.aqname,Early Mesoozic basin aquifers,Early Mesozoic basin aquifers
1476.rockname,Carbnoate-rock aquifers,Carbonate-rock aquifers
355.objectid,1.0,4242
1954.rockname,Unconsolidated sand and graevl aquifers,Unconsolidated sand and gravel aquifers
1457.rocktype,102,100
900.rocktype,114,100
348.shapearea,0.00381309877,8.476775E-5
3774.rockname,Semiconsolidateds and aquifers,Semiconsolidated sand aquifers
486.rocktype,174,100
455.shapeleng,12.2975702626,0.02757177366
288.shapearea,46.2714378139,0.00279450782
3861.aqname,Coastal lwolands aquifer system,Coastal lowlands aquifer system
2525.rockname,aCrbonate-rock aquifers,Carbonate-rock aquifers
448.objectid,3.0,379
745.rockname,Unconsolidaetd sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3491.rockname,nUconsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
2971.aqname,astle Hayne aquifer,Castle Hayne aquifer
296.shapearea,9.587113E-5,0.02582709008
1018.rockname,Unconsolidated sand and grave aquifers,Unconsolidated sand and gravel aquifers
150.aqname,Pacific Northwest basin-fill aquifers,Columbia Plateau basaltic-rock aquifers
3216.rockname,Unonsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
4102.rockname,Unconsolidated sand and gravel aquifrs,Unconsolidated sand and gravel aquifers
2822.rockname,Unconsolidated sand and gavel aquifers,Unconsolidated sand and gravel aquifers
188.shapeleng,2.62787756083,0.39442308983
291.rocktype,999.0,300
685.rockname,Carbonate-rock aquifelrs,Carbonate-rock aquifers
2589.rockname,Carbonate-rock auqifers,Carbonate-rock aquifers
16.aqname,Other rocks,Upper Cretaceous aquifers
474.shapeleng,61.2794868582,1.2979979383
1000.rocktype,178,100
3128.aqname,California Coastal Baisn aquifers,California Coastal Basin aquifers
2627.rockname,Unconsoidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1435.rocktype,104,100
482.shapeleng,111.200919008,0.01141839896
80.shapeleng,0.23195370575,0.04535103475
932.rockname,Igneous and metamorphic-roc aquifers,Igneous and metamorphic-rock aquifers
2222.rockname,Semiconsolidated sand auifers,Semiconsolidated sand aquifers
115.shapearea,0.01778996879,0.00233104899
3526.rockname,dSemiconsolidated sand aquifers,Semiconsolidated sand aquifers
318.shapearea,0.0037268627,0.00120878673
2602.rockname,Sandstone and carbonate-rock aquxifers,Sandstone and carbonate-rock aquifers
572.shapearea,0.39830744027,4.992562E-5
2146.rocktype,106,100
2292.rockname,Unconsolidated sand and gravel aquifesr,Unconsolidated sand and gravel aquifers
2522.aqcode,422,401
172.objectid,107.0,172
2561.rockname,Carbonate-rok aquifers,Carbonate-rock aquifers
264.shapearea,9.587113E-5,0.00314777131
3181.rockname,Unconsholidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
436.rocktype,300.0,600
37.aqname,Pacific Northwest basin-fill aquifers,Other rocks
2075.rockname,Carobnate-rock aquifers,Carbonate-rock aquifers
286.aqname,Other rocks,Cambrian-Ordovician aquifer system
450.rocktype,300.0,999
121.shapeleng,1.31336979544,0.01406296287
2431.aqcode,150,101
170.aqname,Other rocks,Puget Sound aquifer system
2005.aqcode,474,401
414.aqname,Other rocks,Pacific Northwest basaltic-rock aquifers
455.aqname,Silurian-Devonian aquifers,Other rocks
122.shapearea,0.01167720722,0.0318958519
4629.aqname,iKngshill aquifer,Kingshill aquifer
304.shapearea,0.01473462665,0.01456526607
589.shapearea,0.00607872726,0.00318164239
277.aqname,Other rocks,Cambrian-Ordovician aquifer system
3274.rockname,Unconsolidated sand cand gravel aquifers,Unconsolidated sand and gravel aquifers
324.shapeleng,1.29540404009,20.3852511339
268.rocktype,300.0,100
905.rockname,nconsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
68.aqname,Silurian-Devonian aquifers,Other rocks
480.shapeleng,0.64274561535,0.49469092551
2493.rockname,Unconsolidatde sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3285.aqname,California Coastal yBasin aquifers,California Coastal Basin aquifers
2766.rocktype,183,100
2648.rockname,Unconsolidated sand and gravel aquifes,Unconsolidated sand and gravel aquifers
2344.rocktype,147,100
150.shapearea,0.00381309877,8.64852375002
1031.rocktype,185,100
155.shapeleng,12.2975702626,0.42915348796
1664.aqname,New York and New England carbonate-rock aquifesr,New York and New England carbonate-rock aquifers
3132.rocktype,105,100
578.shapeleng,1.29540404009,0.5858369467
224.aqname,Pacific Northwest basaltic-rock aquifers,Other rocks
497.shapeleng,12.2975702626,0.02302851974
374.shapeleng,111.200919008,0.20948231245
3514.aqname,Coastal lowlands aqufier system,Coastal lowlands aquifer system
443.shapearea,0.031690302,9.417939E-5
2607.rockname,Cabonate-rock aquifers,Carbonate-rock aquifers
1772.aqcode,501,401
314.aqname,Lower Tertiary aquifers,Other rocks
372.aqname,Other rocks,Northern Rocky Mountains Intermontane Basins aquifer system
3417.rocktype,448,400
198.rocktype,999.0,600
1882.aqcode,476,401
3909.rockname,Carbonate-rocek aquifers,Carbonate-rock aquifers
3554.aqname,Coastal lowlands aquifer systm,Coastal lowlands aquifer system
1685.rockname,Sandstone aqiuifers,Sandstone aquifers
784.aqname,oClumbia Plateau basin-fill aquifers,Columbia Plateau basin-fill aquifers
165.objectid,151.0,165
1521.rockname,Snadstone and carbonate-rock aquifers,Sandstone and carbonate-rock aquifers
274.aqname,Pacific Northwest basin-fill aquifers,Cambrian-Ordovician aquifer system
208.shapeleng,1.29540404009,1.3861244385
452.objectid,6.0,383
1270.rockname,Sandstone aquifjers,Sandstone aquifers
913.rockname,Ucnonsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
755.rockname,Carbonate-rrock aquifers,Carbonate-rock aquifers
1767.rockname,Sandstone and carbonat-erock aquifers,Sandstone and carbonate-rock aquifers
200.shapearea,0.39830744027,0.00928894132
477.shapearea,1.276516E-5,2.553405E-5
439.shapeleng,111.200919008,0.07175736523
154.shapearea,0.00380233993,3.305802E-5
406.shapeleng,0.98458395081,10.2349745668
1515.aqcode,484,401
2630.aqcode,166,101
96.shapearea,0.00380233993,0.00334355928
3506.rockname,Unconsolidated sand and ravel aquifers,Unconsolidated sand and gravel aquifers
929.rocktype,181,100
385.shapeleng,35.2860867019,0.25142812999
2254.rocktype,428,400
2676.rocktype,449,400
3884.rockname,arbonate-rock aquifers,Carbonate-rock aquifers
3235.rocktype,109,100
3901.rockname,Carbonate-rockk aquifers,Carbonate-rock aquifers
1310.rockname,arbonate-rock aquifers,Carbonate-rock aquifers
148.shapeleng,2.62787756083,0.47318883385
1962.rockname,Unconsolidated sand and rgavel aquifers,Unconsolidated sand and gravel aquifers
343.shapearea,22.5365375988,5.990823E-5
174.objectid,117.0,174
3278.rockname,Unconsolidated sand and grzavel aquifers,Unconsolidated sand and gravel aquifers
591.aqname,Lower Cretaceous aquifers,Other rocks
4078.rockname,Unconsolidated sand and gravel aquitfers,Unconsolidated sand and gravel aquifers
4408.aqname,Hawiaian Sedimentary deposit aquifers,Hawaiian Sedimentary deposit aquifers
236.shapearea,0.031690302,0.55997246581
526.shapearea,0.07438600542,4.64715E-5
124.aqname,Other rocks,Pacific Northwest basin-fill aquifers
864.rockname,Unconsolidated sand anbd gravel aquifers,Unconsolidated sand and gravel aquifers
459.shapearea,1.276516E-5,3.367628E-5
1155.rocktype,162,100
518.shapeleng,0.1789423274,0.0453188877
326.shapearea,0.00172834649,3.6220276E-4
4034.rockname,Unconsolidated sand and gravel waquifers,Unconsolidated sand and gravel aquifers
131.shapeleng,2.62787756083,2.45120307656
3615.aqname,Coastal lsowlands aquifer system,Coastal lowlands aquifer system
3330.rockname,Unconsolidated sand and gravel aquifejrs,Unconsolidated sand and gravel aquifers
3764.aqname,Floridan aquifer systme,Floridan aquifer system
1116.rockname,Unconsolidated sand and gravel aqifers,Unconsolidated sand and gravel aquifers
3963.aqname,Coastal lowlands qauifer system,Coastal lowlands aquifer system
432.aqname,Pacific Northwest basaltic-rock aquifers,Pacific Northwest basin-fill aquifers
2769.aqcode,467,401
647.rockname,Carbnate-rock aquifers,Carbonate-rock aquifers
1005.rocktype,127,100
3489.rockname,Sandstone and carbonaate-rock aquifers,Sandstone and carbonate-rock aquifers
2907.aqname,Southeastercn Coastal Plain aquifer system,Southeastern Coastal Plain aquifer system
55.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Puget Sound aquifer system
699.aqname,Pacific Nornthwest basin-fill aquifers,Pacific Northwest basin-fill aquifers
488.aqname,Pacific Northwest basaltic-rock aquifers,Other rocks
504.shapeleng,1.31336979544,0.0248761287
254.aqname,Lower Tertiary aquifers,Northern Rocky Mountains Intermontane Basins aquifer system
2349.aqcode,501,401
3025.rockname,Carobnate-rock aquifers,Carbonate-rock aquifers
512.rocktype,188,100
211.shapeleng,51.7024711845,0.28066365963
1956.aqname,Ohter rocks,Other rocks
2370.rocktype,129,100
207.aqname,Pacific Northwest basaltic-rock aquifers,Northern Rocky Mountains Intermontane Basins aquifer system
254.rocktype,300.0,100
4014.rockname,Unconsolidated stand and gravel aquifers,Unconsolidated sand and gravel aquifers
2913.rockname,Unconsolidated sand and graveel aquifers,Unconsolidated sand and gravel aquifers
517.shapearea,0.031690302,0.00892885521
525.aqcode,999.0,410
4371.rockname,Igneous and metmorphic-rock aquifers,Igneous and metamorphic-rock aquifers
1865.rockname,Uconsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
189.aqcode,999.0,607
235.aqname,Other rocks,Puget Sound aquifer system
3971.aqname,Other orcks,Other rocks
1249.rockname,Unconsolidated sand and gravel auqifers,Unconsolidated sand and gravel aquifers
2207.rockname,Sandstone and carbonate-rocmk aquifers,Sandstone and carbonate-rock aquifers
4547.rockname,Unconsolidated sand and graevl aquifers,Unconsolidated sand and gravel aquifers
2465.rockname,Sandkstone and carbonate-rock aquifers,Sandstone and carbonate-rock aquifers
492.aqname,Silurian-Devonian aquifers,Other rocks
446.rocktype,129,100
144.aqname,Pacific Northwest basaltic-rock aquifers,Other rocks
392.shapeleng,0.64274561535,3.38733445675
690.rockname,Sandstonea quifers,Sandstone aquifers
2941.aqname,Northern Atlanitc Coastal Plain aquifer system,Northern Atlantic Coastal Plain aquifer system
357.shapearea,46.2714378139,8.166542E-5
2888.rockname,Unconsolidacted sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3535.aqname,Coastal lowlands aquier system,Coastal lowlands aquifer system
522.shapeleng,0.24516423051,0.37311367438
395.rockname,Unconsoliadted sand and gravel aquifers,Unconsolidated sand and gravel aquifers
534.rocktype,999.0,400
3846.aqname,Coastal lowlands aquiefer system,Coastal lowlands aquifer system
580.shapearea,22.5365375988,2.972459E-5
1894.rockname,lIgneous and metamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
344.shapearea,9.9032086E-4,6.997091E-5
262.shapeleng,0.04008418224,0.09175343964
129.rockname,Unconsolidated sand and gravel aqukifers,Unconsolidated sand and gravel aquifers
669.rockname,Igneous and metamorphic-rock aquicfers,Igneous and metamorphic-rock aquifers
2963.aqcode,102,101
335.aqname,Silurian-Devonian aquifers,Surficial aquifer system
1512.rocktype,133,100
533.shapeleng,2.62787756083,0.46735744762
3425.aqname,Other rocs,Other rocks
1212.aqname,Otherrocks,Other rocks
3491.aqname,Surficial aquifer sytem,Surficial aquifer system
786.rocktype,127,100
4127.rockname,Unconsolidated sand adn gravel aquifers,Unconsolidated sand and gravel aquifers
420.aqname,Other rocks,Cambrian-Ordovician aquifer system
4064.rockname,Unconsolidated sand and gravel auifers,Unconsolidated sand and gravel aquifers
3463.aqcode,197,101
340.objectid,45.0,4020
398.aqname,Pacific Northwest basin-fill aquifers,Cambrian-Ordovician aquifer system
2311.aqname,Nyorthern Atlantic Coastal Plain aquifer system,Northern Atlantic Coastal Plain aquifer system
525.shapearea,0.01473462665,5.0172404E-4
2893.aqname,Othekr rocks,Other rocks
1828.rocktype,194,100
554.rocktype,999.0,600
579.rockname,Carbonate-rock aquifres,Carbonate-rock aquifers
2708.aqcode,154,101
194.aqname,Silurian-Devonian aquifers,Other rocks
1849.rockname,Carbonatae-rock aquifers,Carbonate-rock aquifers
50.rocktype,300.0,100
550.shapearea,1.276516E-5,0.01401040491
2174.rockname,Unconsloidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1770.aqcode,411,401
3817.rockname,Unconsolidated sand and grave laquifers,Unconsolidated sand and gravel aquifers
1723.rocktype,164,100
3475.rockname,Unconsolidated sand and grave laquifers,Unconsolidated sand and gravel aquifers
832.aqname,Other rocrks,Other rocks
408.aqcode,104.0,999
315.shapearea,0.00298897368,0.01065416801
3029.aqname,ther rocks,Other rocks
4345.rockname,Igneous nd metamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
1307.aqname,New York and New England carbonate-rock aquiferos,New York and New England carbonate-rock aquifers
3501.aqname,Coastal lowlands auqifer system,Coastal lowlands aquifer system
3918.aqname,Flordian aquifer system,Floridan aquifer system
4392.rockname,Igneous and metamorphic-rock aquiferas,Igneous and metamorphic-rock aquifers
1294.aqname,wOther rocks,Other rocks
37.shapeleng,51.7024711845,0.21939856174
268.shapearea,0.00421440549,2.34622875767
456.shapearea,0.00607872726,3.685307E-5
2315.aqcode,136,101
2648.aqcode,168,101
2270.aqcode,481,401
2394.rockname,Unconsoldated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1023.aqname,Other rocsk,Other rocks
792.rockname,Uncomnsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
27.aqname,Lower Tertiary aquifers,Pacific Northwest basin-fill aquifers
241.aqname,Lower Tertiary aquifers,Columbia Plateau basin-fill aquifers
122.shapeleng,12.2975702626,0.94091207403
3234.aqname,rOther rocks,Other rocks
913.rocktype,195,100
280.shapearea,0.01141123046,0.49882675301
3167.rockname,Sandsotne and carbonate-rock aquifers,Sandstone and carbonate-rock aquifers
3070.aqcode,185,101
1801.aqcode,425,401
579.shapearea,9.756474E-5,0.00106120508
4327.aqname,HawaiianS edimentary deposit aquifers,Hawaiian Sedimentary deposit aquifers
444.shapearea,1.61985191315,7.9708192E-4
4457.rockname,Igneous and metamorphic-ock aquifers,Igneous and metamorphic-rock aquifers
2038.aqcode,403,401
4383.rockname,Igneous and metmorphic-rock aquifers,Igneous and metamorphic-rock aquifers
241.shapeleng,271.57011945,0.62643480941
2328.aqname,Northexrn Atlantic Coastal Plain aquifer system,Northern Atlantic Coastal Plain aquifer system
70.objectid,6.0,70
3675.aqname,Coasal lowlands aquifer system,Coastal lowlands aquifer system
283.rocktype,999.0,300
3911.rockname,Carbonte-rock aquifers,Carbonate-rock aquifers
1926.rockname,Carbonate-rock maquifers,Carbonate-rock aquifers
1910.rocktype,401,400
2899.aqcode,184,101
3135.rockname,Unconsolidated sand and gravel aquiers,Unconsolidated sand and gravel aquifers
467.rocktype,181,100
251.shapeleng,1.31336979544,0.5522616371
3154.rockname,Unconsolidated sand ancd gravel aquifers,Unconsolidated sand and gravel aquifers
3906.rockname,Carbnate-rock aquifers,Carbonate-rock aquifers
44.shapearea,1.61985191315,0.06589101424
2501.rockname,Carbonate-rock oaquifers,Carbonate-rock aquifers
587.rockname,Cabonate-rock aquifers,Carbonate-rock aquifers
2407.rockname,Sandstone and carbonate-rock aquiefrs,Sandstone and carbonate-rock aquifers
3755.aqname,Coasvtal lowlands aquifer system,Coastal lowlands aquifer system
3393.rockname,Unconsolidated sand anod gravel aquifers,Unconsolidated sand and gravel aquifers
1815.aqname,Ohter rocks,Other rocks
656.rockname,Unconsolidated sand anzd gravel aquifers,Unconsolidated sand and gravel aquifers
369.shapeleng,1.29540404009,3.0143589295
3805.aqname,Coastal lwlands aquifer system,Coastal lowlands aquifer system
3281.aqname,California Coastal Basina quifers,California Coastal Basin aquifers
3444.rockname,Carbonate-roclk aquifers,Carbonate-rock aquifers
2178.aqcode,449,401
12.shapeleng,2.62787756083,0.2880595217
3159.rockname,Unconsolidated sand and grave laquifers,Unconsolidated sand and gravel aquifers
3153.rockname,Unconsolidated sand and gravel aqiufers,Unconsolidated sand and gravel aquifers
770.rocktype,195,100
3807.aqname,Coastal lowlands aqiufer system,Coastal lowlands aquifer system
423.objectid,123.0,354
2790.aqname,California Coastal asin aquifers,California Coastal Basin aquifers
1240.rocktype,115,100
2684.rocktype,130,100
91.shapeleng,0.27279304225,0.28470051197
1237.rocktype,173,100
352.shapeleng,35.2860867019,0.30933353331
468.shapeleng,0.27279304225,0.02446467337
783.rockname,Unconsolidated sand an dgravel aquifers,Unconsolidated sand and gravel aquifers
3136.aqname,Seymour auifer,Seymour aquifer
2308.rockname,Carbonate-roc kaquifers,Carbonate-rock aquifers
868.aqname,New oYrk and New England carbonate-rock aquifers,New York and New England carbonate-rock aquifers
285.shapearea,9.587113E-5,6.096619E-5
921.rockname,Unconsolidated sand and ygravel aquifers,Unconsolidated sand and gravel aquifers
2450.rockname,Carbonate-rocrk aquifers,Carbonate-rock aquifers
4292.rockname,Ignoeus and metamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
3915.rockname,Carbonate-rock yaquifers,Carbonate-rock aquifers
539.rocktype,300.0,400
2441.aqname,Other rcks,Other rocks
2464.aqcode,466,401
1408.rockname,Carbonate-rock auqifers,Carbonate-rock aquifers
520.shapeleng,1.31336979544,0.01634747631
1510.aqcode,102,101
333.aqname,Lower Tertiary aquifers,Surficial aquifer system
1196.rockname,Unconsolidated sand and rgavel aquifers,Unconsolidated sand and gravel aquifers
437.shapearea,3.0307168E-4,3.122646E-5
124.shapearea,0.07438600542,6.840702E-4
1411.aqname,Otherrocks,Other rocks
490.aqname,Lower Tertiary aquifers,Other rocks
112.objectid,6.0,112
3618.aqname,Coastal lowlands aquier system,Coastal lowlands aquifer system
3751.rockname,Carbnate-rock aquifers,Carbonate-rock aquifers
1872.aqcode,120,101
189.aqname,Pacific Northwest basin-fill aquifers,Columbia Plateau basaltic-rock aquifers
2177.rockname,Carbonate-rcok aquifers,Carbonate-rock aquifers
195.shapeleng,45.3865380162,0.34909541238
292.aqname,Lower Tertiary aquifers,Lower Cretaceous aquifers
2385.rockname,Carbonate-rock saquifers,Carbonate-rock aquifers
181.shapearea,9.587113E-5,0.00356432885
1579.rockname,Unconsolidated sand and gravel aqufers,Unconsolidated sand and gravel aquifers
2124.rockname,Unconsolidated sand and gravel aquifesr,Unconsolidated sand and gravel aquifers
227.shapeleng,45.3865380162,0.24372447547
3609.aqname,Costal lowlands aquifer system,Coastal lowlands aquifer system
13.objectid,45.0,13
448.shapearea,22.5365375988,4.559433E-5
3079.rockname,Unconsoldidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
336.shapeleng,1.29540404009,0.03984305256
4131.rockname,Unconsolidated snd and gravel aquifers,Unconsolidated sand and gravel aquifers
1278.aqname,Pacific Northawest basin-fill aquifers,Pacific Northwest basin-fill aquifers
284.rocktype,100.0,300
467.shapeleng,0.98458395081,0.01604048085
2503.aqname,Valley and Ridge aqifers,Valley and Ridge aquifers
2775.aqname,Otoher rocks,Other rocks
84.shapearea,3.753978E-5,0.00258370165
127.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Other rocks
3106.rockname,Unconsolidated sand and gravel aquifesr,Unconsolidated sand and gravel aquifers
2537.aqcode,148,101
997.rocktype,172,100
1501.rockname,Unconsolidated saand and gravel aquifers,Unconsolidated sand and gravel aquifers
810.rocktype,176,100
1922.aqname,Mississwippian aquifers,Mississippian aquifers
3679.aqname,Coasal lowlands aquifer system,Coastal lowlands aquifer system
3419.aqname,Other roocks,Other rocks
123.aqname,Lower Tertiary aquifers,Lower Cretaceous aquifers
1197.rocktype,193,100
1973.rocktype,479,400
565.aqcode,314.0,115
357.rocktype,100.0,600
493.shapearea,0.01778996879,5.35585E-5
161.aqname,Lower Tertiary aquifers,Puget Sound aquifer system
89.shapearea,0.01778996879,0.02856987629
135.shapearea,1.61985191315,4.570754E-5
29.shapearea,5.03036146227,0.02751375217
1451.rocktype,179,100
2094.aqcode,478,401
800.rockname,Unconsolidated sand and gravels aquifers,Unconsolidated sand and gravel aquifers
574.shapeleng,51.7024711845,0.83831658052
163.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Columbia Plateau basin-fill aquifers
655.rockname,Unconsolidated and and gravel aquifers,Unconsolidated sand and gravel aquifers
38.shapearea,0.39830744027,0.0479024019
266.shapearea,0.01499092116,9.1968691E-4
2080.rockname,Unconsolidated sand and gravel quifers,Unconsolidated sand and gravel aquifers
3690.aqname,Coastla lowlands aquifer system,Coastal lowlands aquifer system
83.shapearea,0.031690302,0.01608976612
3467.aqcode,465,401
195.rocktype,300.0,600
2506.rocktype,154,100
1635.rockname,Sandstone kaquifers,Sandstone aquifers
3454.rockname,Carbonate-rock oaquifers,Carbonate-rock aquifers
336.shapearea,5.03036146227,8.823043E-5
553.shapearea,9.587113E-5,0.00167504483
1141.rockname,Unconsolidated sandi and gravel aquifers,Unconsolidated sand and gravel aquifers
2635.rocktype,134,100
345.shapeleng,2.62787756083,0.04295063976
1337.aqname,Upper Tertiar yaquifers,Upper Tertiary aquifers
3007.aqname,Castle Hayneaquifer,Castle Hayne aquifer
2811.aqcode,447,401
4006.rockname,Unconsolidated sand and gravel aqufers,Unconsolidated sand and gravel aquifers
3982.aqname,Other rcks,Other rocks
3464.aqcode,142,101
2546.aqcode,460,401
466.shapeleng,35.2860867019,3.2332870773
1276.rockname,Carbolnate-rock aquifers,Carbonate-rock aquifers
1096.rocktype,109,100
2891.aqname,Othe rocks,Other rocks
2614.rocktype,181,100
2484.rockname,Crbonate-rock aquifers,Carbonate-rock aquifers
4325.aqname,Hvawaiian Sedimentary deposit aquifers,Hawaiian Sedimentary deposit aquifers
4277.rockname,Igneous ad metamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
650.aqname,Silurianr-Devonian aquifers,Silurian-Devonian aquifers
2197.aqname,nOther rocks,Other rocks
1715.rockname,Unconsolidated snad and gravel aquifers,Unconsolidated sand and gravel aquifers
3446.rockname,Unconsolidated sand and gravel aquifrs,Unconsolidated sand and gravel aquifers
1583.rockname,Unconpsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1511.aqcode,180,101
2699.aqcode,120,101
2642.rocktype,101,100
2092.rocktype,473,400
270.shapeleng,1.44439297495,0.10752352064
435.objectid,7.0,366
2460.rockname,Semconsolidated sand aquifers,Semiconsolidated sand aquifers
334.aqname,Silurian-Devonian aquifers,Surficial aquifer system
2990.aqname,Other rokcs,Other rocks
683.rockname,Unconsoliadted sand and gravel aquifers,Unconsolidated sand and gravel aquifers
243.objectid,6.0,243
238.rocktype,500.0,100
1486.rockname,Unconsolidated sand and gravel aquiers,Unconsolidated sand and gravel aquifers
2948.rockname,Carbnate-rock aquifers,Carbonate-rock aquifers
471.shapearea,2.5446207E-4,8.16751E-6
2286.rockname,Carbonate-rock aquiefrs,Carbonate-rock aquifers
176.shapeleng,0.26394875869,0.25028591315
2863.rockname,Semiconsolidted sand aquifers,Semiconsolidated sand aquifers
19.shapeleng,271.57011945,12.6621016702
341.shapearea,3.753978E-5,1.0233919E-4
440.shapearea,0.00506378092,8.078345E-5
817.aqname,Pacific Northwest baslatic-rock aquifers,Pacific Northwest basaltic-rock aquifers
731.rockname,Carbonate-rock aquiefrs,Carbonate-rock aquifers
484.aqname,Lower Tertiary aquifers,Other rocks
491.aqname,Silurian-Devonian aquifers,Other rocks
3456.rockname,Unconsolidated sand andgravel aquifers,Unconsolidated sand and gravel aquifers
96.objectid,3.0,96
3925.aqname,Floridan aquifer sytsem,Floridan aquifer system
2790.rocktype,120,100
456.objectid,20.0,387
850.rocktype,186,100
544.shapeleng,7.60187630707,0.02349771922
424.shapearea,0.00298897368,0.00164985458
44.rocktype,300.0,100
285.shapeleng,35.2860867019,0.03220772365
570.shapearea,9.9032086E-4,5.498662E-5
403.shapeleng,1.80308861985,0.57152556702
279.aqname,Other rocks,Jacobsville aquifer
3036.aqcode,113,101
4457.aqname,Hawiian Sedimentary deposit aquifers,Hawaiian Sedimentary deposit aquifers
336.rocktype,300.0,100
548.aqcode,999.0,105
473.rocktype,100.0,600
1922.rockname,Sandstone and acrbonate-rock aquifers,Sandstone and carbonate-rock aquifers
3450.aqcode,406,401
3110.aqname,Oter rocks,Other rocks
3808.aqname,Coasatl lowlands aquifer system,Coastal lowlands aquifer system
279.shapeleng,0.1915776097,0.04472320827
217.shapeleng,35.2860867019,352.582128536
3595.aqname,Coastal lowlnads aquifer system,Coastal lowlands aquifer system
1330.rockname,Igneousa nd metamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
2063.rockname,Uncxonsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3466.rockname,Cabonate-rock aquifers,Carbonate-rock aquifers
