facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,permitnumber(long),premisename,premiseaddress,premisecity,premisestate,premisezip(long),inspection_area(long),openingdate,object_id(long)
695,SWIMMING AREA,191.0,SWIMMING POOL,29275.0,POPLAR TERRACE APTS,1106 POPLAR LEVEL PLAZA,LOUISVILLE,KY,40217,28,1991/08/27 00:00:00,291.0
695,SWIMMING AREA,191.0,SWIMMING POOL,61022.0,VILLAGE OF OLDE ST ANDREWS,3500 ST ANDREWS VILLAGE CIRCLE,LOUISVILLE,KY,40241,21,1998/08/31 00:00:00,292.0
695,SWIMMING AREA,191.0,SWIMMING POOL,87137.0,MANSARD HOUSE CONDOS,201 FLANDERS CT,LOUISVILLE,KY,40218,27,2010/11/02 00:00:00,293.0
695,SWIMMING AREA,191.0,SWIMING POOL,29524.0,LA FONTENAY APARTMENTS,175 LA FONTENAY DR,LOUISVILLE,KY,40223,25,1988/06/07 00:00:00,294.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29277.0,CHATEAU BOHNE CONDOS,2845 HIKES LANE,LOUISVILLE,KY,40218,27,1988/06/06 00:00:00,295.0
695,SWIMMING AREA,191.0,SWIMMING POOL,61441.0,YMCA NORTHEAST-LAP POOL,9400 MILL BROOK RD,LOUISVILLE,KY,40223,25,2005/12/08 00:00:00,296.0
695,SWIMMING AREA,207.0,SWIMMING POOL,88465.0,CARDINAL TOWNE HOUSING,1810 S THIRD ST,LOUISVILLE,KY,40208,23,2011/08/15 00:00:00,297.0
695,SWIMMING AREA,238.0,SWIMMING POOL,29687.0,FOREST PARK CONDOMINIUMS,1600 FOREST PARK RD,LOUISVILLE,KY,40223,25,1988/06/22 00:00:00,298.0
695,SWIMMING AREA,217.0,SWIMMING POOL,29289.0,CHEROKEE GARDEN CONDOS,1040 CHEROKEE RD.,LOUISVILLE,KY,40204,28,1988/06/07 00:00:00,299.0
695,SWIMMING AREA,212.0,SWIMMING POOL,29293.0,RIVER VALLEY CLUB,4701 RIVER RD,LOUISVILLE,KY,40222,26,1988/08/03 00:00:00,300.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29300.0,CHURCHILL PARK SCHOOL,435 BOXLEY AVE.,LOUISVILLE,KY,40209,23,1988/06/07 00:00:00,301.0
695,SWIMMING AREA,191.0,SWIMMIGN POOL,29302.0,COACH HOUSE CONDOMINIUMS,5800 COACH GATE WYNDE,LOUISVILLE,KY,40207,26,1988/06/07 00:00:00,302.0
695,SWIMMING AREA,191.0,SWIMMING POL,29303.0,COACH GATE CONDOMINIUMS,1111 WELLINGTON PL,LOUISVILLE,KY,40207,26,1988/06/07 00:00:00,303.0
695,SWIMMING AREA,191.0,SWIMMINGPOOL,29307.0,COUNTRY ACRES APARTMENTS,102 COUNTRY ACRES,LOUISVILLE,KY,40218,27,1988/06/07 00:00:00,304.0
695,SWIMMING AREA,215.0,SWIMMING POOL,29311.0,ROYAL AMBASSADOR,1602 GARDINER LN,LOUISVILLE,KY,40205,27,1988/06/07 00:00:00,305.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29314.0,ROYAL ARMS APTS,1900 BASHFORD MANOR LN,LOUISVILLE,KY,40218,28,1988/06/07 00:00:00,306.0
695,SWIMMING AREA,259.0,SWIMMING POOL,29315.0,MARY T. MEAGHER AQUATIC CENTER,201 RESERVOIR AVE,LOUISVILLE,KY,40206,26,1988/08/03 00:00:00,307.0
695,SWIMMING AREA,221.0,SWIMMING POOL,29317.0,ROYAL COACH CONDOMINIUMS,5701 COACH GATE WYNDE,LOUISVILLE,KY,40207,26,1988/06/07 00:00:00,308.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29320.0,ROYAL OAKS CONDOS,1901 MANOR HOUSE DR,LOUISVILLE,KY,40220,28,1988/06/07 00:00:00,309.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29321.0,SALEM SQUARE CONDOMINIUMS,521 ZORN AVE,LOUISVILLE,KY,40206,26,1988/06/07 00:00:00,310.0
695,SWIMMING AREA,244.0,SWIMMING POOL,29326.0,DEVONSHIRE APARTMENTS,8301 DONCASTER WAY,LOUISVILLE,KY,40222,26,1988/06/07 00:00:00,311.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29328.0,SHAWNEE HIGH SCHOOL,4010 W. MARKET STREET,LOUISVILLE,KY,40212,24,2002/03/04 00:00:00,312.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29334.0,SHENANDOAH CONDOS,1 DUPONT WAY,LOUISVILLE,KY,40207,26,1988/06/07 00:00:00,313.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29336.0,DOUGLASS HILLS CONDO,800 LOGSDON CT,LOUISVILLE,KY,40243,25,1988/06/07 00:00:00,314.0
695,SWIMMING AREA,219.0,SWIMMING POOL,62199.0,CHAMPION FARMS APARTMENTS,3700 SPRINGHURST BLVD,LOUISVILLE,KY,40241,21,2005/05/16 00:00:00,315.0
695,SWIMMING AREA,273.0,SWIMMING POOL,88531.0,ROLLING HILLS - LEFT,9100 RAINBOW SPRINGS DR,LOUISVILLE,KY,40241,21,2011/08/09 00:00:00,316.0
695,SWIMMING AREA,242.0,SWIMMING / DIVING POOL,29688.0,OWL CREEK SUBDIVISION,10607 HOBBS STATION ROAD,LOUISVILLE,KY,40223,25,1988/06/22 00:00:00,317.0
695,SWIMMING AREA,252.0,SWIMMING / DIVING POOL,62340.0,LOUISVILLE COUNTRY CLUB,25 MOCKINGBIRD VALLEY TRAIL,LOUISVILLE,KY,40207,26,2005/05/25 00:00:00,318.0
695,SWIMMING AREA,191.0,SWIMMING POOL,88532.0,ROLLING HILLS - RIGHT,9100 RAINBOW SPRINGS DR,LOUISVILLE,KY,40241,21,2011/08/09 00:00:00,319.0
695,SWIMMING AREA,199.0,WADING POOL,29689.0,OWL CREEK SUBDIVISION,10607 HOBBS STATION ROAD,LOUISVILLE,KY,40223,25,1988/06/22 00:00:00,320.0
695,SWIMMING AREA,199.0,WADING POOL,62341.0,LOUISVILLE COUNTRY CLUB - WADING POOL,25 MOCKINGBIRD VALLEY TRAIL,LOUISVILLE,KY,40207,26,2005/05/25 00:00:00,321.0
695,SWIMMING AREA,191.0,SWIMMING POOL,88736.0,AUTUMN TRACE,7308 AUTUMN TRACE DR,LOUISVILLE,KY,40214,23,2011/07/11 00:00:00,322.0
695,SWIMMING AREA,191.0,SWIMMING POLO,29693.0,THE FORUM AT BROOKSIDE,200 BROOKSIDE DR,DOUGLASS HILLS,KY,40243,25,1988/06/22 00:00:00,323.0
695,SWIMMING AREA,204.0,SWIMMING POOL,62372.0,SHADOW RIDGE,10400 SHADOW RIDGE LN,LOUISVILLE,KY,40241,21,2005/06/15 00:00:00,324.0
695,SWIMMING AREA,197.0,PA,89549.0,MIRALEA,320 JOE CONWAY CIR,MASONIC HOME,KY,40041,26,2012/11/02 00:00:00,325.0
695,SWIMMING AREA,191.0,WIMMING POOL,29699.0,STONEMILL VILLAGE / INDOOR POOL,850 WASHBURN AVE,LOUISVILLE,KY,40222,29,1988/06/22 00:00:00,326.0
695,SWIMMING AREA,191.0,SiWIMMING POOL,62499.0,SWAN POINTE POOL,1112 SWAN POINTE BLVD,LOUISVILLE,KY,40243,22,2005/07/20 00:00:00,327.0
695,SWIMMING AREA,191.0,SWIMMING POuOL,89550.0,MIRALEA,320 JOE CONWAY CIR,MASONIC HOME,KY,40041,26,2012/11/02 00:00:00,328.0
695,SWIMMING AREA,191.0,SWIMMgING POOL,29715.0,STONEMILL VILLAGE / OUTDOOR POOL,850 WASHBURN AVE,LOUISVILLE,KY,40222,26,1988/06/23 00:00:00,329.0
695,SWIMMING AREA,191.0,WIMMING POOL,29716.0,SPINDLEWICK CONDO,810 WASHBURN AVE,LOUISVILLE,KY,40206,26,1988/06/23 00:00:00,330.0
695,SWIMMING AREA,191.0,SWIMMING POOL,29724.0,STATION HOUSE SQUARE APTS,1509 S 6TH STREET,LOUISVILLE,KY,40208,23,1988/06/23 00:00:00,331.0
695,SWIMMING AREA,195.0,WATERSLIDE,89964.0,YMCA NORTON COMMONS,11000 BROWNSBORO RD,PROSPECT,KY,40059,21,2013/01/17 00:00:00,332.0
695,SWIMMING AREA,241.0,SWIMMING POOL,62700.0,CEDAR RIDGE CAMP & RETREAT CNT,4010 ROUTT RD,LOUISVILLE,KY,40299,22,2005/06/22 00:00:00,333.0
695,SWIMMING AREA,259.0,SPA,89965.0,YMCA NORTON COMMONS,11000 BROWNSBORO RD,PROSPECT,KY,40059,21,2013/01/17 00:00:00,334.0
695,SWIMMING AREA,291.0,SWIMMING POOL,64085.0,"CAMBRIDGE COMMONS SWIM POOL C/O CMA, LLC",11101 CAMBRIDGE COMMONS DR.,LOUISVILLE,KY,40291,22,2005/08/19 00:00:00,335.0
695,SWIMMING AREA,191.0,SWIMMING POOL,89966.0,YMCA NORTON COMMONS,11000 BROWNSBORO RD,PROSPECT,KY,40059,21,2013/01/17 00:00:00,336.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64148.0,DEER CREEK PATIO HOMES,4101 LANDHERR DR,LOUISVILLE,KY,40299,22,2000/06/05 00:00:00,337.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64173.0,COOPER FARMS,10500 LEVEN BLVD.,LOUISVILLE,KY,40229,27,2005/07/22 00:00:00,338.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64195.0,HAMPTON INN,4100 HAMPTON LAKE WAY,LOUISVILLE,KY,40241,21,2005/08/08 00:00:00,339.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64209.0,COPPERSHIRE CONDOMINIUMS,646 BIRCHWOOD AVE,LOUISVILLE,KY,40206,26,2005/05/27 00:00:00,340.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64213.0,BROOKRIDGE VILLAGE,9510 RIDGESIDE DR,LOUISVILLE,KY,40291,22,2005/07/18 00:00:00,341.0
695,SWIMMING AREA,203.0,SWIMMING / DIVING POOL,64231.0,WOODMONT,4120 WOODMONT PARK LN,LOUISVILLE,KY,40245,25,2003/09/23 00:00:00,342.0
695,SWIMMING AREA,199.0,WADING POOL,64232.0,WOODMONT,4120 WOODMONT PARK LN,LOUISVILLE,KY,40245,25,2003/09/29 00:00:00,343.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64284.0,RESIDENCE INN - LOUISVILLE AIRPORT,700 PHILLIPS LN,LOUISVILLE,KY,40209,28,2005/07/19 00:00:00,344.0
695,SWIMMING AREA,199.0,SWIMMING POOL,64288.0,JEFFERSON TRACE HOA INC,11330 JEFFERSON TRACE BLVD,LOUISVILLE,KY,40291,22,2005/07/18 00:00:00,345.0
695,SWIMMING AREA,191.0,SWIMMING POL,64340.0,RESERVE AT GLENMARY ATTN: JIM BRYAN,10719 PROVIDENCE DR,LOUISVILLE,KY,40291,22,2005/08/18 00:00:00,346.0
695,SWIMMING AREA,204.0,SPA,64504.0,HOLIDAY INN EXPRESS,1520 ALLIANT AVE,LOUISVILLE,KY,40299,22,2000/07/25 00:00:00,347.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64505.0,HOLIDAY INN EXPRESS,1520 ALLIANT AVE,LOUISVILLE,KY,40299,22,2000/07/25 00:00:00,348.0
695,SWIMMING AREA,199.0,WADING POOL,64575.0,HURSTBOURNE COUNTRY CLUB,9000 HURSTBOURNE CLUB LN,LOUISVILLE,KY,40222,29,2005/05/27 00:00:00,349.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64696.0,VILLAGES OF PARK DUVALLE II,1804 RUSSELL LEE DRIVE,LOUISVILLE,KY,40211,24,2000/09/07 00:00:00,350.0
695,SWIMMING AREA,191.0,SWIMMIN GPOOL,64893.0,BAPTIST MILESTONE THERAPY,750 CYPRESS STATION DR,LOUISVILLE,KY,40207,26,2000/10/18 00:00:00,351.0
695,SWIMMING AREA,252.0,SPA,64902.0,BAPTIST MILESTONE SPA,750 CYPRESS STATION DR,LOUISVILLE,KY,40207,26,2000/10/18 00:00:00,352.0
695,SWIMMING AREA,191.0,SWIMMING POOL,64951.0,BAPTIST MILESTONE LAP,750 CYPRESS STATION DR,LOUISVILLE,KY,40207,26,2000/10/29 00:00:00,353.0
695,SWIMMING AREA,191.0,SWIMMING POOL,65165.0,INDIAN FALLS,9420 RIVER TRAIL DR,LOUISVILLE,KY,40229,27,2000/12/07 00:00:00,354.0
695,SWIMMING AREA,199.0,WADING POOL,65166.0,INDIAN FALLS,9420 RIVER TRAIL DR,LOUISVILLE,KY,40229,27,2000/12/07 00:00:00,355.0
695,SWIMMING AREA,191.0,SWIMMING POOL,65220.0,RESIDENCE INN,3500 SPRINGHURST COMMONS DR,LOUISVILLE,KY,40241,21,2007/09/20 00:00:00,356.0
695,SWIMMING AREA,191.0,SWIMMING POOL,66007.0,COBBLESTONE CONDOMINIUMS,10001 GLASGOW BLVD,LOUISVILLE,KY,40241,21,2001/05/23 00:00:00,357.0
695,SWIMMING AREA,191.0,SWIMMING OPOL,66008.0,TERRACES AT FOREST SPRINGS,3501 TERRACE SPRING DR,LOUISVILLE,KY,40245,25,2001/05/23 00:00:00,358.0
695,SWIMMING AREA,191.0,SWIMMING POOL,66022.0,HUNTER'S RUN APARTMENTS,5629 FOX HORN CIRCLE,LOUISVILLE,KY,40216,23,2001/05/30 00:00:00,359.0
695,SWIMMING AREA,191.0,SWIMMING POOL,66059.0,COUNTRY INN & SUITES,1241 KENTUCKY MILLS DR,LOUISVILLE,KY,40299,22,2001/04/17 00:00:00,360.0
695,SWIMMING AREA,191.0,SWIMMING POOL,66118.0,DRURY INN & SUITES,9501 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,2001/06/27 00:00:00,361.0
695,SWIMMING AREA,242.0,SPA,66119.0,DRURY INN & SUITES,9501 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,2005/12/08 00:00:00,362.0
695,SWIMMING AREA,191.0,SWIMMING POOL,66132.0,RENAISSANCE AT ST. ANDREWS,3311 RENWOOD BLVD,LOUISVILLE,KY,40214,23,2005/08/05 00:00:00,363.0
695,SWIMMING AREA,191.0,SWIMMING POOL,66478.0,COURTYARD BY MARRIOTT,819 PHILLIPS LN,LOUISVILLE,KY,40209,27,2001/08/24 00:00:00,364.0
695,SWIMMING AREA,191.0,SWIMMING POOL,66533.0,SPRINGHILL SUITES,10101 FOREST GREEN BLVD,LOUISVILLE,KY,40223,25,2001/08/31 00:00:00,365.0
695,SWIMMING AREA,263.0,SWIMMING / DIVING POOL,66874.0,COPPERFIELD NEIGHBORHOOD ASSOC,406 WICKFIELD DR,LOUISVILLE,KY,40245,25,2001/11/07 00:00:00,366.0
695,SWIMMING AREA,199.0,WADING POOL,66875.0,COPPERFIELD NEIGHBORHOOD ASSOC,406 WICKFIELD DR,LOUISVILLE,KY,40245,25,2001/11/07 00:00:00,367.0
695,SWIMMING AREA,191.0,SWIMMING POOL,66973.0,ALL ABOUT KIDS,2531 BLANKENBAKER PKWY,LOUISVILLE,KY,40299,22,2001/11/28 00:00:00,368.0
695,SWIMMING AREA,192.0,SWIMMING / DIVING POOL,67054.0,LANDIS LAKES,14600 LANDIS LAKES DR,LOUISVILLE,KY,40245,25,2002/01/31 00:00:00,369.0
695,SWIMMING AREA,191.0,SWIMMING POOL,67213.0,EAST LOUISVILLE EMBASSY SUITES,9940 CORPORATE CAMPUS DR,LOUISVILLE,KY,40245,25,2002/01/31 00:00:00,370.0
695,SWIMMING AREA,191.0,SWIMMING POOL,67919.0,CROWNE AT SUMMIT APARTMENTS,4301 CROWNE SPRINGS DR,LOUISVILLE,KY,40241,21,2002/06/12 00:00:00,371.0
695,SWIMMING AREA,191.0,SWIMMING POOL,67920.0,HURSTBOURNE SPRINGS CONDOS,3310 HURSTBOURNE SPRINGS DR,LOUISVILLE,KY,40220,29,2002/06/11 00:00:00,372.0
695,SWIMMING AREA,191.0,SWIMMING POOL,68338.0,RIVER POINTE POOL,6300 RIVER POINTE DR,LOUISVILLE,KY,40258,23,2002/08/23 00:00:00,373.0
695,SWIMMING AREA,191.0,SWIMMING POOL,69692.0,TROON AT LANDIS LAKES,14433 TROON DR,LOUISVILLE,KY,40245,25,2003/06/27 00:00:00,374.0
695,SWIMMING AREA,191.0,SWIMMIhNG POOL,69695.0,ASBURY PARK,4600 HARBOLD CT,LOUISVILLE,KY,40241,21,2003/11/20 00:00:00,375.0
695,SWIMMING AREA,191.0,SWIMMING POOL,69696.0,FOUR POINTS BY SHERATON,2850 CRITTENDEN DR,LOUISVILLE,KY,40209,23,2003/09/15 00:00:00,376.0
695,SWIMMING AREA,191.0,SWIMMING POOL,69896.0,SUMMIT PLACE APARTMENTS,5201 EAGLES PEAK WAY,LOUISVILLE,KY,40241,21,2004/04/27 00:00:00,377.0
695,SWIMMING AREA,199.0,WADING POOL,70122.0,LAKE FOREST- PALMER POOL,2110 ARNOLD PALMER BLVD,LOUISVILLE,KY,40245,25,2003/07/23 00:00:00,378.0
695,SWIMMING AREA,191.0,SWIMMING POOL,70123.0,LAKE FOREST-PALMER POOL,2110 ARNOLD PALMER BLVD,LOUISVILLE,KY,40245,25,2003/07/23 00:00:00,379.0
695,SWIMMING AREA,191.0,SWIMMING POOL,70161.0,HILTON GARDEN INN,2735 CRITTENDEN DRIVE,LOUISVILLE,KY,40209,23,2003/07/30 00:00:00,380.0
695,SWIMMING AREA,191.0,SWIMMING POOL,71467.0,COURTYARD BY MARRIOTT,10200 CHAMPION FARMS DR,LOUISVILLE,KY,40241,21,2004/04/12 00:00:00,381.0
695,SWIMMING AREA,199.0,WADING POOL,71908.0,LOCUST CREEK,18500 LONGVIEW PARK LN,LOUISVILLE,KY,40245,25,2004/06/07 00:00:00,382.0
695,SWIMMING AREA,235.0,SWIMMING / DIVING POOL,71909.0,LOCUST CREEK,18500 LONGVIEW PARK LN,LOUISVILLE,KY,40245,25,2004/06/07 00:00:00,383.0
695,SWIMMING AREA,191.0,SWIMMING POOL,71914.0,MARRIOTT LOUISVILLE DOWNTOWN,280 W JEFFERSON ST,LOUISVILLE,KY,40202,24,2007/09/25 00:00:00,384.0
695,SWIMMING AREA,191.0,SWIMMING POOL,71915.0,CROSSINGS AT COOPER CHAPEL,6518 BROOK BEND WAY,LOUISVILLE,KY,40229,27,2004/08/26 00:00:00,385.0
695,SWIMMING AREA,191.0,SWIMMING POOL,71923.0,MAGNOLIA RIDGE CONDOMINIUMS,9510 MAGNOLIA RIDGE DR,LOUISVILLE,KY,40291,22,2004/06/08 00:00:00,386.0
695,SWIMMING AREA,191.0,SWIMMING POOL,72358.0,GARDEN GATE APTS,11803 DUANE POINTE CIR,LOUISVILLE,KY,40243,22,2004/08/06 00:00:00,387.0
695,SWIMMING AREA,197.0,SAP,72868.0,RESIDENCE INN,333 E. MARKET ST,LOUISVILLE,KY,40202,28,2004/11/29 00:00:00,388.0
695,SWIMMING AREA,191.0,SWIMMING POOL,72869.0,RESIDENCE INN,333 E. MARKET ST,LOUISVILLE,KY,40202,28,2004/11/29 00:00:00,389.0
695,SWIMMING AREA,191.0,SWIMMINGh POOL,72916.0,FALCON CREST,3800 FALCON CREST DR,LOUISVILLE,KY,40219,27,2004/12/03 00:00:00,390.0
695,SWIMMING AREA,191.0,SWIMMING POOL,73219.0,HAMPTON INN & SUITES LOUISVILLE EAST,1451 ALLIANT AVE,LOUISVILLE,KY,40299,22,2005/01/20 00:00:00,391.0
695,SWIMMING AREA,191.0,SWIMMING POOL,73376.0,BLANKENBAKER CROSSINGS APTS,2515 SHINING WATER DR,LOUISVILLE,KY,40299,22,2005/02/10 00:00:00,392.0
695,SWIMMING AREA,191.0,SWIMMING POOL,73377.0,SLEEP INN,3330 PRESTON HWY,LOUISVILLE,KY,40213,28,2005/02/16 00:00:00,393.0
695,SWIMMING AREA,213.0,SWIMMING / DIVING POOL,74542.0,U OF L NATATORIUM,2216 S. FLOYD ST,LOUISVILLE,KY,40208,23,2005/08/19 00:00:00,394.0
695,SWIMMING AREA,191.0,SWIMMING POOL,75605.0,NORTON COMMONS - JIMSON POOL,9400 FEATHERBELL,LOUISVILLE,KY,40059,21,2006/03/01 00:00:00,395.0
695,SWIMMING AREA,191.0,SWIMMING POOL,75609.0,HOMEWOOD SUITES,9401 HURSTBOURNE TRACE,LOUISVILLE,KY,40222,29,2006/03/01 00:00:00,396.0
695,SWIMMING AREA,191.0,SWIvMMING POOL,75896.0,THE SPRINGS OF GLENMARY VILLAGE,10420 CLYDE MOORE BLVD.,LOUISVILLE,KY,40291,22,2006/04/11 00:00:00,397.0
695,SWIMMING AREA,191.0,SWIMMING POOL,77038.0,BRADFORD COMMONS,2700 BRADFORD COMMONS DR,LOUISVILLE,KY,40299,22,2006/10/16 00:00:00,398.0
695,SWIMMING AREA,223.0,SPLASH PAD,77662.0,LOUISVILLE ZOO GLACIER RUN SPLASH PARK,1100 TREVILIAN WAY,LOUISVILLE,KY,40213,28,2007/02/19 00:00:00,399.0
695,SWIMMING AREA,280.0,SPLASH PAD,77664.0,METRO PARKS IROQUOIS PARK - SUNNY HILL REST,1000 AMPHITHEATER RD,LOUISVILLE,KY,40214,23,2007/02/20 00:00:00,400.0
695,SWIMMING AREA,199.0,WADING POOL,103787.0,WILLOW GREEN,7121 FERN RIDGE RD,LOUISVILLE,KY,40228,27,1988/06/07 00:00:00,401.0
695,SWIMMING AREA,191.0,SWIMMING POOL,103788.0,WILLOW GREEN,7121 FERN RIDGE RD,LOUISVILLE,KY,40228,27,2018/09/28 00:00:00,402.0
695,SWIMMING AREA,191.0,SWIMMING POOL,103805.0,RIVERPORT FAMILY RESIDENCES,3400 CATHE DYKSTRA WAY,LOUISVILLE,KY,40216,23,1988/06/07 00:00:00,403.0
695,SWIMMING AREA,191.0,SWIMMING POOaL,103895.0,SHAKES RUN,16901 SHAKES CREEK DR,LOUISVILLE,KY,40223,22,1988/06/07 00:00:00,404.0
695,SWIMMING AREA,191.0,SWIMMING POOL,104020.0,AQUA-TOTS SWIM CLUB,117 BLANKENBAKER PKWY,LOUISVILLE,KY,40223,25,2018/04/05 00:00:00,405.0
695,SWIMMING AREA,191.0,SWIMMING POOL,104039.0,RESIDENCE INN,401 BULLITT LANE,LOUISVILLE,KY,40222,26,2018/06/08 00:00:00,406.0
695,SWIMMING AREA,195.0,WATERSLIDE,112598.0,KY KINGDOM - MEGA WEDGIE,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:00:00,407.0
695,SWIMMING AREA,296.0,SPLASH PAD,104103.0,METRO PARKS SHEPPARD PARK,1601 MAGAZINE ST,LOUISVILLE,KY,40203,24,2018/06/04 00:00:00,408.0
695,SWIMMING AREA,191.0,SWIMMING POOL,104159.0,SWIM LABS #1 LEFT,3572 SPRINGHURST BLVD,LOUISVILLE,KY,40241,21,2018/11/06 00:00:00,409.0
695,SWIMMING AREA,191.0,SWIMMING POOL,104160.0,SWIM LABS #2 MIDDLE,3572 SPRINGHURST BLVD,LOUISVILLE,KY,40241,21,2018/11/06 00:00:00,410.0
695,SWIMMING AREA,191.0,SWIMMING POOL,104161.0,SWIM LABS #3 RIGHT,3572 SPRINGHURST BLVD,LOUISVILLE,KY,40241,21,2018/11/06 00:00:00,411.0
695,SWIMMING AREA,191.0,SWIMMING POOL,104162.0,SAFE SPLASH SWIM SCHOOL / LAP POOL,3572 SPRINGHURST BLVD,LOUISVILLE,KY,40241,21,2019/03/07 00:00:00,412.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112599.0,KY KINGDOM - BIG SURF WAVE POOL,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:00:00,413.0
695,SWIMMING AREA,191.0,SWIMMaING POOL,104185.0,YMCA - REPUBLIC BANK FOUNDATION,1720 WEST BROADWAY,LOUISVILLE,KY,40203,28,1988/06/07 00:00:00,414.0
695,SWIMMING AREA,195.0,WATERSLIDE,112600.0,KY KINGDOM - PLUMMET SUMMIT SLIDE,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:00:00,415.0
695,SWIMMING AREA,221.0,SPA,104231.0,THE EDGE,555 S 4TH ST,LOUISVILLE,KY,40202,24,2019/05/24 00:00:00,416.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112601.0,KY KINGDOM - CASTAWAY CREEK,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:00:00,417.0
695,SWIMMING AREA,191.0,SWIMMING POOL,104232.0,THE EDGE,555 S 4TH ST,LOUISVILLE,KY,40202,24,2019/05/22 00:00:00,418.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112602.0,KY KINGDOM - ADVENTURE RIVER,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:00:00,419.0
695,SWIMMING AREA,191.0,SWIwMMING POOL,104674.0,THE GRAND OF PROSPECT,9300 CIVIC WAY,PROSPECT,KY,40059,21,2019/08/09 00:00:00,420.0
695,SWIMMING AREA,195.0,WATERSLIDE,112604.0,KY KINGDOM - DEEPWATER DIVE/WAVE RUNNER,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:00:00,421.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112605.0,KY KINGDOM - FAMILY WAVE,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/27 00:00:00,422.0
695,SWIMMING AREA,195.0,WATERSLIDE,112636.0,KY KINGDOM - WIKI WIKI WAI,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,1988/06/07 00:00:00,423.0
695,SWIMMING AREA,199.0,WADING POOL,112637.0,KY KINGDOM - BUCCANEER BEACH,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/28 00:00:00,424.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112638.0,KY KINGDOM - SPLASH ZONE,937 PHILLIPS LANE,LOUISVILLE,KY,40209,24,2021/05/28 00:00:00,425.0
695,SWIMMING AREA,191.0,SWIMMING yPOOL,112786.0,FAIRFIELD INN & SUITES,653 PHILLIPS LN,LOUISVILLE,KY,40209,23,2021/06/03 00:00:00,426.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112904.0,TANGLEWOOD APARTMENTS,500 BERMUDA LANE,LOUISVILLE,KY,40213,27,2021/06/21 00:00:00,427.0
695,SWIMMING AREA,191.0,SWIMMING POOL,112908.0,UNION AT J-TOWN APARTMENTS,10101 GRAND AVE,LOUISVILLE,KY,40299,22,1988/06/07 00:00:00,428.0
695,SWIMMING AREA,191.0,SIMMING POOL,112930.0,BEECHER TERRACE,980 W LIBERTY STREET,LOUISVILLE,KY,40203,24,1988/06/07 00:00:00,429.0
695,SWIMMING AREA,199.0,WADING POOL,112931.0,BEECHER TERRACE,980 W LIBERTY ST,LOUISVILLE,KY,40203,24,1988/06/07 00:00:00,430.0
695,SWIMMING AREA,191.0,SWIMMING POOL,113027.0,THE HEMINGWAY,2102 BASS CREEK,LOUISVILLE,KY,40218,28,2021/07/09 00:00:00,431.0
695,SWIMMING AREA,191.0,SWIMMING POOL,113042.0,HOMEWOOD SUITES,130 CENTRAL AVE,LOUISVILLE,KY,40209,28,1988/06/07 00:00:00,432.0
695,SWIMMING AREA,191.0,SWIMMING POOL,114078.0,DONERAIL RUN,11404 TAYLORSVILLE RD,LOUISVILLE,KY,40299,22,1988/06/07 00:00:00,433.0
695,SWIMMING AREA,191.0,SWIMMING POOL,114079.0,THE STATION AT MIDDLETOWN,13325 STATION RAIL WAY,LOUISVILLE,KY,40243,22,2022/08/22 00:00:00,434.0
695,SWIMMING AREA,191.0,SWIMMING POOL,114276.0,HAMPTON INN DOWNTOWN LOUISVILLE,101 E JEFFERSON ST,LOUISVILLE,KY,40202,28,2022/01/13 00:00:00,435.0
