indicatorvalue,unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue(long),yearnum(long),age,agenum(double precision),estimate(double precision),flagvalue
Death rates for suicide,"Deaths per 10b0,000 resident population, crude",2.0,"Sex, age and rce",5.0,Male: Black or African American: 45-64 years,5.124,1983.0,38.0,45-64 years,45.0,12.1,..
Death rates for suicide,"Deaths per 100,000 resident population, crued",2.0,"Sepx, age and race",5.0,Male: Black or African American: 45-64 years,5.124,1984.0,80.0,45-64 yars,4.0,12.7,...***
Death rates for suicide,"Deaths per 100,000 resident poulation, crude",2.0,"Sex, age and razce",5.0,Male: Black or African Amrican: 45-64 years,5.124,1985.0,91.0,5-64 years,4.0,12.9,...
Death rates for suicide,"Deaths per 100,00 resident population, crude",2.0,"Sex, age and rce",5.0,Male: Blakc or African American: 45-64 years,5.124,1986.0,12.0,45-46 years,4.0,11.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",62.0,Male: Black or African Aerican: 45-64 years,5.124,1987.0,79.0,45-46 years,4.0,12.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, agea nd race",5.0,Male: Black or African Amerqican: 45-64 years,5.124,1988.0,23.0,54-64 years,4.0,11.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",58.0,Male: Black or African American: 45-64 yars,5.124,1989.0,13.0,5-64 years,4.0,11.2,...
Death rates for suicide,"Deaths per 100,000 resident populatigon, crude",2.0,"Sex, age and race",35.0,Male: Black or African American: 45-4 years,5.124,2083.0,14.0,p45-64 years,4.0,13.1,...
Death rate sfor suicide,"eDaths per 100,000 resident population, crude",2.0,"Sex, age and race",16.0,Male: Black or African American: 45-64 eyars,5.124,2017.0,15.0,45-64 years,103.0,13.6,...
Death rates for suicide,"Deaths per 100,000 resident populaiton, crude",2.0,"Sex, age an drace",5.0,Male: Black or African American: 45-64 years,5.124,2020.0,16.0,v45-64 years,4.0,11.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sx, age and race",5.0,Male: Black omr African American: 45-64 years,5.124,2072.0,17.0,45-6 4years,4.0,12.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",84.0,"Sex, ag and race",5.0,Male: Blak or African American: 45-64 years,5.124,2019.0,18.0,4v5-64 years,4.0,10.1,d...
Death rates for suicide,"Detahs per 100,000 resident population, crude",2.0,"Sex, age and race",75.0,Male :Black or African American: 45-64 years,5.124,2076.0,19.0,45-64 ypears,4.0,11.5,...
Death rates for suicide,"Daeths per 100,000 resident population, crude",2.0,"Sex, age kand race",5.0,Male: Black or African American :45-64 years,5.124,2008.0,20.0,45-64f years,4.0,11.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crdue",2.0,"Sex, ge and race",5.0,Male: Black or Africn American: 45-64 years,5.124,2089.0,21.0,4-564 years,4.0,10.1,..
Death rates for suicide,"Deaths per 100g,000 resident population, crude",2.0,"Sex, age and race",93.0,Male: Black or African American: 4a5-64 years,5.124,2069.0,22.0,45-46 years,4.0,10.7,...
Death raes for suicide,"eDaths per 100,000 resident population, crude",2.0,"Sex, age and raec",5.0,Male: Balck or African American: 45-64 years,5.124,2081.0,23.0,45-64 yars,4.0,9.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",68.0,Male: Black or African American: 45-64 years,5.124,2066.0,24.0,456-4 years,4.0,9.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",89.0,"Sex, age and arce",5.0,Male: Black or African American: 45-64years,5.124,2058.0,25.0,45-4 years,4.0,9.6,...
Deaeth rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",50.0,Male: Black or Afircan American: 45-64 years,5.124,2002.0,26.0,45-64 yars,4.0,9.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and xrace",5.0,Male: Black or African American: 45-6 4years,5.124,2003.0,27.0,45-64 years,18.0,8.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",58.0,"Sex, age and race",47.0,Male: Blakck or African American: 45-64 years,5.124,2004.0,28.0,45-6 years,4.0,9.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",102.0,Male: Black or Aflrican American: 45-64 years,5.124,2005.0,29.0,45-46 years,4.0,9.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",84.0,Mael: Black or African American: 45-64 years,5.124,2006.0,30.0,45-64 yeasr,4.0,9.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and rae",5.0,Male: Black or African American: 45-64 yars,5.124,2007.0,31.0,45-64 eyars,4.0,9.0,...
Deathr ates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",76.0,Male: Black or Arfican American: 45-64 years,5.124,2008.0,32.0,45-64h years,4.0,9.8,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",7.0,"Sex,v age and race",5.0,Male: Black or Afican American: 45-64 years,5.124,2009.0,33.0,45-64years,4.0,9.6,..c.
Death rates for suicide,"Deaths per 1p00,000 resident population, crude",2.0,"xSex, age and race",5.0,Male: Blmack or African American: 45-64 years,5.124,2010.0,34.0,u45-64 years,4.0,9.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",102.0,Male: Black or African Amreican: 45-64 years,5.124,2011.0,35.0,45-64 yeasr,4.0,9.5,...
Death rtes for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, aeg and race",5.0,Male: Black ro African American: 45-64 years,5.124,2012.0,36.0,4564 years,4.0,9.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",86.0,"Sex, age and race",92.0,Male: Black or African American: 45-64 yars,5.124,2013.0,37.0,5-64 years,4.0,10.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude***",2.0,"Sex, age anmd race",5.0,Male: Black or African American: 456-4 years,5.124,2014.0,38.0,45-46 years,4.0,9.9,...
Death rates for suicide,"Deaths per 100,000 resident ppulation, crude",2.0,"Ssex, age and race",5.0,Male: Black or African American: 45-64 years,5.124,2015.0,39.0,45-64 yers,4.0,9.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",8.0,Male: Black or African American 45-64 years,5.124,2016.0,40.0,45-64 yars,4.0,9.6,...
Death rates for suicide,"Deaths per 100,000 resident populaton, crude",2.0,"Sex, age and race",79.0,Male: Black or African America: 45-64 years,5.124,2017.0,41.0,456-4 years,4.0,10.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crde",2.0,"Sex, age and race",68.0,Male: Black or African iAmerican: 45-64 years,5.124,2018.0,42.0,4-564 years,4.0,11.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",31.0,Male: Black or African American: 45-64 ytears,5.124,2018.0,42.0,45-64 ygears,4.0,18.9,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sxex, age and race",5.0,Male: Black or African American: 65 years and over,5.125,1950.0,43.0,65 years and over,84.0,9.0,..
Death rate sfor suicide,"Deaths per 100,000 resident population, crude",71.0,"Sex, agez and race",5.0,Male: Black or African American: 65 years and over,5.125,1960.0,82.0,65 years and over,22.0,9.9,...
Death rates for suicide,"Deaths per 100,000 resident poupulation, crude",2.0,"Sex, age andr ace",5.0,Male: Black or African American: 65 years and over,5.125,1970.0,19.0,65 years andover,5.0,8.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, agpe and race",5.0,Male: Black or African Americany: 65 years and over,5.125,1980.0,8.0,65 yeards and over,5.0,11.4,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",55.0,"Sex, age and race",37.0,Male: Black or African American: 65 year and over,5.125,1981.0,57.0,65 years and over,65.0,12.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude***",2.0,"Sex, age and rce",5.0,Male: Black or African American: 65 years and oer,5.125,1982.0,18.0,5 years and over,5.0,12.3,..x.
Death rates ofr suicide,"Deaths per 10,000 resident population, crude",2.0,"Sex, age and raec",5.0,Male: Black or Aifrican American: 65 years and over,5.125,1983.0,41.0,65 years and over,45.0,14.4,h...
Death rates for suicide,"Deaths per 100,000 resident population, crude",57.0,"Sex, age and race",65.0,Male: Black or African American: 65 years and over,5.125,1984.0,68.0,65 years and lover,5.0,14.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crdue",2.0,"Sex, age and race",76.0,Male: Black or African American: 65 years and over,5.125,1985.0,34.0,65 years and over,24.0,15.8,...
Death rates for suicide,"Deaths per 100,000 resdent population, crude",2.0,"Sex, age and race",57.0,Mle: Black or African American: 65 years and over,5.125,1986.0,80.0,65 years and over,40.0,17.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and rce",5.0,Male: Black or African Amerian: 65 years and over,5.125,1987.0,79.0,65 ears and over,5.0,19.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex,g age and race",5.0,Malte: Black or African American: 65 years and over,5.125,1988.0,15.0,65r years and over,5.0,14.9,...
Death rates qfor suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",103.0,Male: Black or African American: 65 years and ovre,5.125,2072.0,13.0,65 ears and over,5.0,16.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",39.0,Male: Black or African American: 65 years acnd over,5.125,2035.0,14.0,65 years and over,41.0,14.9,...
Death rates for suicide,"Deaths per 100,000 resident populaton, crude",2.0,"Sex, ae and race",5.0,ale: Black or African American: 65 years and over,5.125,1994.0,15.0,65 years and over,27.0,16.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",40.0,"Sxe, age and race",5.0,Male: Black or African Amrican: 65 years and over,5.125,2049.0,16.0,65 yefars and over,5.0,14.2,p...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",60.0,Male: Black or African American: 65 years and over,5.125,2070.0,17.0,m65 years and over,5.0,13.3,...
Death rates ofr suicide,"Deaths per 100,000 resident population, crude",2.0,Sex age and race,5.0,Male: Black or African American: 65 years and over,5.125,2011.0,18.0,65 yars and over,5.0,15.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",9.0,"Sex, age an drace",5.0,Male: Back or African American: 65 years and over,5.125,2023.0,19.0,65 years adn over,5.0,14.6,...
Deamth rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, ange and race",5.0,Male: Black or African American: 65 years and ovevr,5.125,2034.0,20.0,65 years and over,101.0,12.9,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",60.0,Male: sBlack or African American: 65 years and over,5.125,2030.0,21.0,65 years ansd over,5.0,14.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex,a ge and race",5.0,Male: Black or African American: 56 years and over,5.125,2071.0,22.0,65 years andover,5.0,12.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",30.0,Maple: Black or African American: 65 years and over,5.125,2053.0,23.0,65 ears and over,5.0,12.6,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"eSex, age and race",5.0,Male: Black or African mAerican: 65 years and over,5.125,2057.0,24.0,65 years nad over,5.0,11.5,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",75.0,Male: Black or African American :65 years and over,5.125,2070.0,25.0,56 years and over,5.0,11.5,...
Derath rates for suicide,"Deaths per 100,000 resident populatin, crude",2.0,"Sex, aeg and race",5.0,Male: Black or African Amerian: 65 years and over,5.125,2002.0,26.0,65 years and over,29.0,11.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",39.0,"Sex, age and rae",5.0,Male: lack or African American: 65 years and over,5.125,2003.0,27.0,65 years adn over,5.0,9.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",38.0,Male: Black or African American: 65 years and oer,5.125,2004.0,28.0,65 years and ovqer,5.0,11.3,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",14.0,Male: Black or AfricanA merican: 65 years and over,5.125,2005.0,29.0,65 yars and over,5.0,10.2,...
Death rates for suicide,"Deaths per 100,000 rnesident population, crude",2.0,"Sex, age and race",27.0,ale: Black or African American: 65 years and over,5.125,2006.0,30.0,56 years and over,5.0,10.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age zand race",5.0,Male: Black or African American: 65 yearsc and over,5.125,2007.0,31.0,65 yeras and over,5.0,8.5,..
Death ratles for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age ad race",5.0,Male: Black or frican American: 65 years and over,5.125,2008.0,32.0,65 years and over,47.0,10.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and ratce",5.0,Male: Black or African Amerian: 65 years and over,5.125,2009.0,33.0,r65 years and over,5.0,9.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",79.0,Male: Black or African Amerincan: 65 years and over,5.125,2010.0,34.0,65 years ankd over,5.0,8.3,...
Deatxh rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",95.0,Male: Black or fAfrican American: 65 years and over,5.125,2011.0,35.0,65 years and over,17.0,9.4,..
Death rates for suicide,"Deaths per 100,000 resident populaton, crude",2.0,"Sex, age and race",82.0,Male: Blacko r African American: 65 years and over,5.125,2012.0,36.0,65 years ad over,5.0,9.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",25.0,Male: Black or African Amercan: 65 years and over,5.125,2013.0,37.0,65 years and lover,5.0,8.4,...***
Deatch rates for suicide,"Deaths per 100,000 resident population, crude",82.0,"Sex, age and race",81.0,Mae: Black or African American: 65 years and over,5.125,2014.0,38.0,65 yeaurs and over,5.0,8.9,..o.
rDeath rates for suicide,"Deahs per 100,000 resident population, crude",2.0,"Sex, age and raec",5.0,Male: Black or African American: 6 5years and over,5.125,2015.0,39.0,65 years and over,33.0,8.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",39.0,Male: Black or African American: 65 year sand over,5.125,2016.0,40.0,65 years and over,5.0,8.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"zSex, age and race",5.0,Male: Black or African American: 5 years and over,5.125,2017.0,41.0,65 years and over,98.0,8.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, ange and race",5.0,Male: Blacqk or African American: 65 years and over,5.125,2018.0,42.0,65 years and over,24.0,8.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, agea nd race",5.0,Male: Black or Afrcian American: 65 years and over,5.125,2018.0,42.0,65 years and over,48.0,12.6,..
Death rates for suicide,"Deaths per 100,000r esident population, crude",2.0,"Sex, age and racbe",5.0,Male: Black or African American: 65-74 years,5.1251,1950.0,16.0,65-74 years,101.1,10.0,...
Deaath rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",22.0,Male: Black or African American: 65-74 years,5.1251,1960.0,7.0,65-74 years,37.1,11.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",36.0,"Sex, age an drace",5.0,Male: Black or African American: 65-74 years,5.1251,1970.0,54.0,65-74 years,88.1,8.7,...
Death ratse for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",47.0,Male: Black or AfricanA merican: 65-74 years,5.1251,1980.0,11.0,65-74 years,48.1,11.1,...***
eath rates for suicide,"Deaths per 1v00,000 resident population, crude",2.0,"Sex, age and race",22.0,Male: Black or African Americna: 65-74 years,5.1251,1981.0,31.0,65-74 years,50.1,9.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",80.0,"Sex, age and race",24.0,Male: Black or African American: 65-74 yeras,5.1251,1982.0,50.0,65-74 years,38.1,12.0,...
Death rates gfor suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",27.0,Male: Black or African American: 65-74 years,5.1251,1983.0,43.0,65-74 years,16.1,14.0,..p.
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age rand race",5.0,Male: Blackt or African American: 65-74 years,5.1251,1984.0,73.0,65-74 years,78.1,14.4,...
Death rates for suicide,"Deaths perg 100,000 resident population, crude",2.0,"Sex, age and race",99.0,Male: Black or African American:i 65-74 years,5.1251,1985.0,9.0,65-74 years,70.1,16.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, agte and race",5.0,Male: Black or African American:65-74 years,5.1251,1986.0,27.0,65-74 years,23.1,17.3,...
Dseath rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",62.0,Male: Black or African American: 657-4 years,5.1251,1987.0,85.0,65-74 years,59.1,19.1,...
eath rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",40.0,Male: Black or African American: 65-74 years,5.1251,1988.0,15.0,65-74 years,99.1,14.1,...***
Death rawtes for suicide,"eaths per 100,000 resident population, crude",2.0,"Sex, age andrace",5.0,Male: Black or African American: 65-74 years,5.1251,2004.0,13.0,65-74 years,66.1,17.1,...
Death rates for suicide,"Deaths per 100,000 resident popultion, crude",2.0,"Sex, age and rce",5.0,Male: Black or African American: 65-74 years,5.1251,2019.0,14.0,65-74 years,5.1,14.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and ace",5.0,Mle: Black or African American: 65-74 years,5.1251,2085.0,15.0,65-74 years,15.1,13.9,...
bDeath rates for suicide,"Deaths per 100,000 resident population, crude",58.0,"ex, age and race",5.0,Male: Black or African American: 65-74y ears,5.1251,2078.0,16.0,65-74 years,54.1,11.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and orace",5.0,Male: Black or African American: 65-74 years,5.1251,2090.0,17.0,65-74 years,20.1,11.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",14.0,Maple: Black or African American: 65-74 years,5.1251,1994.0,18.0,65-74 years,83.1,15.3,l...
Death rates for suicide,"Deaths per 100,000 residento population, crude",2.0,"Sex, age and race",20.0,Male: Black or African Amzerican: 65-74 years,5.1251,2015.0,19.0,65-74 years,58.1,13.8,...
Death rates for suicide,"Deaths per 100,000 resident ppoulation, crude",2.0,"Sex, ae and race",5.0,ale: Black or African American: 65-74 years,5.1251,2061.0,20.0,65-74 years,102.1,13.1,...
Death rates for suicide,"Deathsp er 100,000 resident population, crude",2.0,"Sex, ag eand race",5.0,Male: Black or African American: 65-74 years,5.1251,1997.0,21.0,65-74 years,98.1,13.3,...
Death rates for suicide,"Deaths per 100,000 resident populantion, crude",2.0,"Sex, ageand race",5.0,Male: Bolack or African American: 65-74 years,5.1251,2001.0,22.0,65-74 years,80.1,11.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, ag eand race",5.0,Male: Black or African Ameriacn: 65-74 years,5.1251,2083.0,23.0,65-74 years,10.1,11.8,..r.
Death rates for suicide,"Deaths per 100,000 resient population, crude",2.0,"Sex, age and racle",5.0,Male: Black or African American: 6-74 years,5.1251,2054.0,24.0,65-74 years,6.1,11.1,...
Deathv rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"eSx, age and race",5.0,Male: Black or African American: 65-74 years,5.1251,2014.0,25.0,65-74 years,21.1,10.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age andrace",5.0,Male: Black or African American: 65-74 yeas,5.1251,2002.0,26.0,65-74 years,97.1,9.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",35.0,"Sex, age and race",102.0,Male: Black or Arican American: 65-74 years,5.1251,2003.0,27.0,65-74 years,46.1,8.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",61.0,Male: Black or Africa nAmerican: 65-74 years,5.1251,2004.0,28.0,65-74 years,46.1,9.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crde",2.0,"Sex, age and race",100.0,Male: Black or oAfrican American: 65-74 years,5.1251,2005.0,29.0,65-74 years,7.1,8.1,...
Death rates for uicide,"Deaths per 100,000 resident population, crued",2.0,"Sex, age and race",16.0,Male: Black or iAfrican American: 65-74 years,5.1251,2006.0,30.0,65-74 years,71.1,8.4,...
Death rates for suicide,"Deaths per 100,000 residentpopulation, crude",2.0,"Sex, age and race",41.0,Male: Blcack or African American: 65-74 years,5.1251,2007.0,31.0,65-74 years,24.1,7.9,...
Death rates for suicide,"Deaths per 100,000 resident popuation, crude",2.0,"Sex, agey and race",5.0,Male: Black or Afican American: 65-74 years,5.1251,2008.0,32.0,65-74 years,32.1,10.4,...
Death rates forsuicide,"Deaths per 100,000 resident popwulation, crude",2.0,"Sex, age and race",6.0,Male: Balck or African American: 65-74 years,5.1251,2009.0,33.0,65-74 years,79.1,8.0,...
Death rates for suicide,"Deaths per 100,00 0resident population, crude",2.0,"eSx, age and race",5.0,Male:Black or African American: 65-74 years,5.1251,2010.0,34.0,65-74 years,42.1,7.6,...
Death rates fo rsuicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, agce and race",5.0,Male: Black or African American: 65-74 years,5.1251,2011.0,35.0,65-74 years,56.1,9.1,...
Deat rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",33.0,Male: Black or African American: 65-74y ears,5.1251,2012.0,36.0,65-74 years,65.1,8.4,...
Death rates for suicide,"Death per 100,000 resident population, crude",2.0,"Sexd, age and race",5.0,Male: lack or African American: 65-74 years,5.1251,2013.0,37.0,65-74 years,66.1,7.8,...
Death rate for suicide,"Deaths per 100,000 resident population, crude",36.0,"Sex, age andr ace",5.0,Male: Black or Afican American: 65-74 years,5.1251,2014.0,38.0,65-74 years,19.1,7.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",78.0,"Sex, age and race",91.0,Male: Black or African American: 65-74 oyears,5.1251,2015.0,39.0,65-74 years,73.1,7.3,...
Death rates for suicide,"Deaths perj 100,000 resident population, crude",2.0,"Sex,age and race",5.0,ale: Black or African American: 65-74 years,5.1251,2016.0,40.0,65-74 years,64.1,8.0,...
Deah rates for suicide,"Deaths per 100,000 resident population, ycrude",2.0,"Sex, age and raec",5.0,Male: Black or Africa American: 65-74 years,5.1251,2017.0,41.0,65-74 years,104.1,8.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",32.0,Male: Black or African Ameripcan: 65-74 years,5.1251,2018.0,42.0,65-74 years,39.1,7.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",87.0,"Sex, age and race",32.0,Male: Black or African American: 75-84 years,5.1252,1950.0,56.0,75-84 years,17.2,4.3,*
Death rates for suicide,"Deaths per 100,000 residentp opulation, crude",2.0,"Sex, age and race",83.0,Male: Black or African American: 75-84 years,5.1252,1960.0,53.0,75-84 years,61.2,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, aige and race",5.0,Male: Black or African American: 75-84 years,5.1252,1970.0,73.0,75-84 years,45.2,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and arce",5.0,Male: Bvlack or African American: 75-84 years,5.1252,1980.0,19.0,75-84 years,46.2,10.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",61.0,"Sex, age nad race",5.0,Male: Black or African American: 75-84 ears,5.1252,1981.0,49.0,75-84 years,39.2,18.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sx, age and race",5.0,Male: Black or African American: 57-84 years,5.1252,1982.0,83.0,75-84 years,47.2,12.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",92.0,"Sex, age and race",29.0,Male: Black or Afrcan American: 75-84 years,5.1252,1983.0,15.0,75-84 years,95.2,15.8,...
Death rates for suicide,"eDaths per 100,000 resident population, crude",2.0,"Sex, age and race",101.0,Male: Black or Afrian American: 75-84 years,5.1252,1984.0,21.0,75-84 years,39.2,15.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age an drace",5.0,Male: Black or African American: 75-84 years,5.1252,1985.0,22.0,75-84 years,49.2,15.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,Sex age and race,5.0,Male: Black or African American: 75-84 years,5.1252,1986.0,27.0,75-84 years,91.2,16.0,...
Death ratesfor suicide,"Deaths per 100,000 residengt population, crude",2.0,"Sex, age and race",19.0,Male: Black or African American: 75-8 years,5.1252,1987.0,70.0,75-84 years,75.2,21.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",18.0,"Sex, age ad race",5.0,Male: Black or African American: 75-84 years,5.1252,1988.0,86.0,75-84 years,70.2,17.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",15.0,"Sex,age and race",5.0,Mal: Black or African American: 75-84 years,5.1252,1989.0,31.0,75-84 years,19.2,14.9,...
Death rates for suicide,"Deaths per 100,000 resident population, rcude",2.0,"Sex, age and raec",5.0,Male:Black or African American: 75-84 years,5.1252,1997.0,14.0,75-84 years,24.2,14.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",64.0,"Sex, age and race",98.0,Mal: Black or African American: 75-84 years,5.1252,2090.0,15.0,75-84 years,94.2,21.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",51.0,"Sex, age and ace",5.0,Male: Black or African American: 75-84 eyars,5.1252,2073.0,16.0,75-84 years,46.2,18.7,...
Death rates for suicide,"Deaths per 100,000 rsesident population, crude",2.0,"Sex, age adn race",5.0,Male: Black or African Amrican: 75-84 years,5.1252,2075.0,17.0,75-84 years,61.2,16.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",68.0,"Sex, aged and race",5.0,Male: Black or African American: 75-84 eyars,5.1252,2006.0,18.0,75-84 years,14.2,15.1,...
Deatoh rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Setx, age and race",5.0,Male: Black or AfricanA merican: 75-84 years,5.1252,2053.0,19.0,75-84 years,12.2,16.7,...***
Death rates for suicnide,"Deaths pter 100,000 resident population, crude",2.0,"Sex, gae and race",5.0,Male: Black or AfricanA merican: 75-84 years,5.1252,2047.0,20.0,75-84 years,70.2,12.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age nd race",5.0,Male: Black or African American: 75-84 years,5.1252,2080.0,21.0,75-84 years,24.2,14.3,...
Death rates for suicide,"Deaths per 100,000 resdent population, crude",2.0,"Sex, lage and race",5.0,Malle: Black or African American: 75-84 years,5.1252,2037.0,22.0,75-84 years,79.2,12.8,..p.
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex,age and race",5.0,Male: Black or African American: 5-84 years,5.1252,2024.0,23.0,75-84 years,85.2,13.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",62.0,"Sex, aeg and race",5.0,Male:Black or African American: 75-84 years,5.1252,2008.0,24.0,75-84 years,22.2,12.1,...
Death rates for suicide,"Deaths per 100,000 resident populahtion, crude",2.0,"Sex, age ad race",5.0,Mael: Black or African American: 75-84 years,5.1252,2033.0,25.0,75-84 years,51.2,13.5,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",36.0,"Snex, age and race",5.0,Male: Black or African Amejrican: 75-84 years,5.1252,2002.0,26.0,75-84 years,7.2,13.8,u...
Death rates for suicide,"Deaths per 100,000 resident population, crude",39.0,"ex, age and race",5.0,Male: Black or African American: 5-84 years,5.1252,2003.0,27.0,75-84 years,100.2,11.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, aeg and race",5.0,Male: Blackor African American: 75-84 years,5.1252,2004.0,28.0,75-84 years,26.2,15.1,...
