objectid,cyclevalue,id_three_zero_five_b,namevalue,locationvalue,milessquare,marineaquaticlife,recreation,fishconsumption,shellfish,shape_length,shape_area
152,2008,CT-E2_002,"LIS EB Shore - Stonington Point, Stonington","See Map for Boundaries. Eastern portion of LIS from Stonington Point to RR crossing on west side of Wequetequock Cove, out approximately 1000 ft offshore.",0.6681745,Not Assessed,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,43631.7253247157,18627636.1365471
153,2008,CT-E3_009-SB,"LIS EB Midshore - Old Saybrook, CT River","See Map for Boundaries. Eastern portion of LIS from SB/SA water quality boundary, Lynde Point in CT river mouth Old Saybrook, to approximately 1000 ft offshore East of White Sands Beach, Old Lyme (Mouth of Connecticut River).",2.88990467,Fully Supporting,Not Assessed,Fully Supporting,Fully Supporting Commercial Harvesting where Authorized,40344.9720344878,80565918.5522197
154,2008,CT-C2_001,"LIS CB Shore - Westbrook Harbor (East), Westbrook","See Map for Boundaries. Central portion of LIS from Fiske Lane to Old Saltworks Road (includes Middle Beach), out approximately 1000 ft offshore, Westbrook.",0.24352621,Not Assessed,Fully Supporting,Fully Supporting,Not Supporting Harvesting for Direct Consumption,17052.081222719,6789121.2939572
155,2008,CT-C3_002,"LIS CB Midshore - Duck Island area, Clinton","See Map for Boundaries. Central portion of LIS from approximately 1000 ft offshore (Clinton Beach, includes Duck Island and Menunketesuck Island areas), out to 50 ft contour, Clinton.",3.61909564,Fully Supporting,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,62265.2461081424,100894596.084832
156,2008,CT-C2_007,"LIS CB Shore - Madison Beaches (West), Madison","See Map for Boundaries. Central portion of LIS from Hogshead Point to West Warf area (includes Surf Club Beach, Chipman Point), out approximately 1000 ft offshore, Madison.",0.48182474,Not Assessed,Fully Supporting,Fully Supporting,Not Supporting Harvesting for Direct Consumption,29157.8031399161,13432502.855896
157,2008,CT-C3_004,"LIS CB Midshore - Hammonasset Beach area, Madison","See Map for Boundaries. Central portion of LIS from approximately 1000 ft offshore (Madison Beaches, inlcuding area nearshore Hammonasset Beach State Park), out to 50 ft contour, Madison.",5.5537515,Fully Supporting,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,51678.9367296096,154829705.902273
158,2008,CT-C2_015-SB,"LIS CB Shore - Pages Cove, Branford","See Map for Boundaries. Central portion of LIS from Mansfield Point to Johnson Point area (includes Clark Avenue Beach, Farm River Gut, Kelsey Island, Gull Rocks), out approximately 1000 ft offshore, Branford.",0.7311619,Not Assessed,Fully Supporting,Fully Supporting,Fully Supporting Commercial Harvesting where Authorized,53869.8827086084,20383623.9586602
159,2008,CT-C3_012-SB,"LIS CB Midshore - Outer Branford Harbor, Branford","See Map for Boundaries. Central portion of LIS from approximately 1000 ft offshore (East Haven Town Beach to Clam Island), out to extent of SB water at SA/SB water quality line for outer Branford Harbor, Branford.",3.82955548,Fully Supporting,Not Assessed,Fully Supporting,Fully Supporting Commercial Harvesting where Authorized,51369.0710330299,106761879.51375
160,2008,CT-E1_032,"LIS EB Inner - Oyster River Area, Old Saybrook","See Map for Boundaries. Eastern portion of LIS, Inner Estuary, Oyster River, Plum Bank Creek, and Back River from mouths on Indian Harbor, US to saltwater limits (Oyster River is to RR crossing above Route 1), Old Saybrook.",0.09815465,Not Assessed,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,60412.0746499596,2736394.59462016
161,2008,CT-C1_001,LIS CB Inner - Patchogue And Menunketesuck Rivers,"See Map for Boundaries. Central portion of LIS, Inner Estuary, Patchogue and Menunketesuck Rivers from mouths at Grove Beach Point, US to saltwater limits just above I95 crossing, and at I95 crossing respectively, Westbrook.",0.18152651,Not Assessed,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,88922.0596383363,5060668.84379386
162,2008,CT-W3_012,"LIS WB Midshore - Outer Stamford Harbor, Greenwich","See Map for Boundaries. Western portion of LIS from approximately 1000 ft offshore (Greenwich Point to Shippan Point area), out to 50 ft contour, Greenwich/Stamford.",2.1013365,Not Supporting,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,32734.2928845522,58581899.7000808
163,2008,CT-W3_011,"LIS WB Midshore - Outer Westcott Cove, Stamford","See Map for Boundaries. Western portion of LIS from approximately 1000 ft offshore (Shippan Point to Greenway Island, outer Westcott Cove, Cove Harbor, Darien Cove, Scott Cove areas), out to 50 ft contour, Stamford.",2.40385262,Not Supporting,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,43044.6330024422,67015564.9382567
164,2008,CT-W2_019,"LIS WB Shore - Stamford Harbor, Stamford","See Map for Boundaries. Western portion of LIS from Peck Point to near intersection of Hobson Street and Sea Beach Drive (includes Flathead Rocks, Davenport Point, Shippan Point, outer Stamford Harbor) out approximately 1000 ft offshore, Stamford.",0.52406973,Not Assessed,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,31564.1899311003,14610225.5738029
165,2008,CT-W1_012-SB,"LIS WB Inner - Norwalk Harbor, Norwalk","See Map for Boundaries. Western portion of LIS, Inner Estuary, from SA/SB water quality line at mouth of Norwalk Harbor (Calf Pasture Point), US to saltwater limit at Wall Street Crossing (EXCLUDES eastern cove of Marvin Beach), Norwalk.",0.94185811,Not Supporting,Not Supporting,Fully Supporting,Not Supporting Commercial Harvesting where Authorized,70932.9240956982,26257497.2739537
166,2008,CT-W1_013-SB,"LIS WB Inner - Norwalk Hrbr (MarvinBeach), Norwalk","See Map for Boundaries. Western portion of LIS, Inner Estuary, eastern embayment of Norwalk Harbor, from Gregory Point to Fitch Point into shore (includes Marvin Beach), Norwalk.",0.04391876,Not Supporting,Not Supporting,Fully Supporting,Fully Supporting Commercial Harvesting where Authorized,6714.80010757164,1224385.0279087
167,2008,CT-W1_015-SB,"LIS WB Inner - Cove Harbor, Stamford","See Map for Boundaries. Western portion of LIS, Inner Estuary, from SA/SB water quality line at mouth (Greenway Island to Pratt Island Two), to Holly Pond outlet at Brush Island (includes Quigley, East (Cove Island), and Weed Beaches), Stamford/Darien.",0.46550852,Not Assessed,Fully Supporting,Fully Supporting,Not Supporting Commercial Harvesting where Authorized,23122.7058252917,12977632.9430766
168,2008,CT-E2_004,"LIS EB Shore - Wilcox Cove (Mason Is.), Stonington","See Map for Boundaries. Eastern portion of LIS from tip of Mason Island to Mouth of inner Quiambaug Cove, out approximately 1000 ft offshore.",0.69422351,Not Assessed,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,54533.486725476,19353840.7740419
169,2008,CT-E3_003,"LIS EB Midshore - Groton, Mystic River","See Map for Boundaries. Eastern portion of LIS from approximately 1000 ft offshore, Groton Long Point to Enders Island, out to CT/NY State line.",2.85345865,Not Assessed,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,51645.453069475,79549861.8470054
170,2008,CT-W3_001,"LIS WB Midshore - Lordship, Stratford","See Map for Boundaries. Western portion of LIS from approximately 1000 ft offshore (Point No Point, Lordship), out to 50 ft contour, Stratford. Odd shape due to 50 ft contour.",7.91626831,Not Supporting,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,65137.7927317268,220692894.477064
171,2008,CT-C3_011,LIS CB Midshore - East Haven,"See Map for Boundaries. Central portion of LIS, SA water from SA/SB water boundary along outer New Haven and Branford Harbors out to 50 ft contour, East Haven.",8.15236955,Not Supporting,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,102225.020796068,227275019.495257
172,2008,CT-C3_006,"LIS CB Midshore - Outer Guilford Harbor, Guilford","See Map for Boundaries. Central portion of LIS from approximately 1000 ft offshore (Guilford Harbor), out to 50 ft contour, Guilford.",8.36436235,Fully Supporting,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,71762.5629232049,233185039.502516
173,2008,CT-C3_018,"LIS CB Midshore - Fort Trumbull, Milford","See Map for Boundaries. Central portion of LIS from approximately 1000 ft offshore (Silver Sands State Park area, water beyond Island), out to 50 ft contour, Milford.",11.31111947,Not Supporting,Not Assessed,Fully Supporting,Fully Supporting Harvesting for Direct Consumption,79956.74412669,315335913.110471
174,2008,CT-E3_005-SB,"LIS EB Midshore - Waterford, Thames River","See Map for Boundaries. Eastern portion of LIS from SB/SA water quality boundary, approximately 1000 ft offshore of Magonk Point, Waterford to BushyPoint, Groton, out to SB/SA water quality boundary (Thames River mouth).",5.25617347,Not Supporting,Not Assessed,Fully Supporting,Fully Supporting Commercial Harvesting where Authorized,76086.9683476362,146533706.576228
175,2008,CT-C3_015-SB,"LIS CB Midshore - New Haven Harbor, New Haven","See Map for Boundaries. Central portion of LIS from approximately 1000 ft offshore (West Shore to Morgan Point), from Sandy Point out to segments CT-C3_013/014, outer New Haven Harbor, West Haven/New Haven.",4.56066698,Not Supporting,Not Assessed,Fully Supporting,Fully Supporting Commercial Harvesting where Authorized,58465.9078673902,127144098.594887
176,2008,CT-W3_014,"LIS WB Midshore - Outer Captain Harbor, Greenwich","See Map for Boundaries. Western portion of LIS from Connecticut New York state line just beyond Great Captain Island to east of Wee Captain Island, out to 50 ft contour, Greenwich.",2.00650769,Not Supporting,Not Assessed,Fully Supporting,Fully Supporting Harvesting for Direct Consumption,31574.7271153362,55938224.128471
177,2008,CT-C3_013-SB,"LIS CB Midshore - New Haven Harbor, East Haven","See Map for Boundaries. Central portion of LIS from approximately 1000 ft offshore (South End, Morgan Point), out to extent of SB water at SA/SB water quality line for outer New Haven Harbor, East Haven.",6.05142806,Not Supporting,Not Assessed,Fully Supporting,Fully Supporting Commercial Harvesting where Authorized,54179.7350316777,168704132.153548
178,2008,CT-C3_014-SB,"LIS CB Midshore - New Haven Harbor, West Haven","See Map for Boundaries. Central portion of LIS from approximately 1000 ft offshore (Morningside to West Shore), out to extent of SB water at SA/SB water quality line for outer New Haven Harbor, Milford/West Haven.",7.96138937,Not Supporting,Not Assessed,Fully Supporting,Fully Supporting Commercial Harvesting where Authorized,69000.5834547377,221950797.418209
179,2008,CT-E3_004,"LIS EB Midshore - Groton, Thames River","See Map for Boundaries. Eastern portion of LIS from SB/SA water quality boundary out to 50 ft contour offshore of Goshen Point, Waterford, to approximately 1000 ft offshore, Groton Long Point, out to CT/NY State line.",6.73835391,Not Assessed,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,81868.1818406597,187854525.838048
180,2008,CT-E3_002,LIS EB Midshore - Stonington Harbor,"See Map for Boundaries. Eastern portion of LIS from approximately 1000 ft offshore, Enders Island to Stonington Point, out to CT/NY State line.",4.41407588,Not Assessed,Not Assessed,Fully Supporting,Fully Supporting Harvesting for Direct Consumption,54984.1387003132,123057373.223753
181,2008,CT-E1_014-SB,"LIS EB Inner - Thames River (Mouth), New London","See Map for Boundaries. Eastern portion of LIS, Inner Estuary, mouth of Thames River from Eastern Point (North of Avery Point), US to I95 crossing (Includes Inner New London Harbor), Groton.",1.99402211,Not Supporting,Fully Supporting,Fully Supporting,Not Supporting Commercial Harvesting where Authorized,77299.9908392665,55590146.2484415
182,2008,CT-E1_031-SB,"LIS EB Inner - Connecticut River (upper), Chester","See Map for Boundaries. Eastern portion of LIS, Inner Estuary, Connecticut River from area just above Brockway Island, US to saltwater limit just above Chapman Pond inlet (adjacent to Gillette Castle State Park), East Haddam.",2.12967157,Not Assessed,Not Assessed,Not Supporting,"Not Evaluated, Natural Conditions Not Viable For Shellfish",199013.731953061,59371835.9432631
183,2008,CT-W3_007,"LIS WB Midshore - Offshore Norwalk Islands,Norwalk","See Map for Boundaries. Western portion of LIS from line just beyond cluster of Norwalk Islands (Sheffield Island to Cockenoe Island area), out to 50 ft contour, Norwalk.",5.6634308,Not Supporting,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,72857.8609507924,157887389.461176
184,2008,CT-C2_008,"LIS CB Shore - Guilford Harbor, Guilford","See Map for Boundaries. Central portion of LIS from Mulberry Point to Hogshead Point area (includes Jacobs Beach, Guilford Point), out approximately 1000 ft offshore, Guilford.",0.48054118,Not Assessed,Fully Supporting,Fully Supporting,Not Supporting Harvesting for Direct Consumption,30583.7935870412,13396719.3609791
185,2008,CT-C2_009,"LIS CB Shore - Indian Cove, Guilford","See Map for Boundaries. Central portion of LIS from Sachem Head to Mulberry Point area (includes Vineyard Point), out approximately 1000 ft offshore, Guilford.",0.43141409,Not Assessed,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,27051.9571774708,12027134.5781372
186,2008,CT-W3_013,"LIS WB Midshore - Outer Cos Cob Harbor, Greenwich","See Map for Boundaries. Western portion of LIS from approximately 1000 ft offshore (Bush Island to Greenwich Point area), out to 50 ft contour, Greenwich.",2.37802183,Not Supporting,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,51319.5460962566,66295443.8295408
187,2008,CT-C2_010,"LIS CB Shore - Joshua Cove & Island Bay, Guilford","See Map for Boundaries. Central portion of LIS from Clark Point to Sachem Head area (includes Horse and Foskett Islands), out approximately 1000 ft offshore, Guilford.",0.73751323,Not Assessed,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,46255.5490125715,20560688.9057505
188,2008,CT-W2_012,"LIS WB Shore - Outer Norwalk Harbor(East), Norwalk","See Map for Boundaries. Western portion of LIS from midpoint of outer Norwalk Harbor to just west of Canfield Island area (includes Calf Pasture Beach, Shady Beach, Calf Pasture Point) out approximately 1000 ft offshore, Norwalk.",0.25774644,Not Supporting,Fully Supporting,Fully Supporting,Not Supporting Harvesting for Direct Consumption,16017.9391514844,7185558.58465889
189,2008,CT-W2_006,"LIS WB Shore - Southport Harbor (East), Fairfield","See Map for Boundaries. Western portion of LIS from inner Southport Harbor outlet to Pine Creek Point area (includes Sasco Beach, Kense Point) out approximately 1000 ft offshore, Fairfield.",0.18297959,Not Assessed,Fully Supporting,Fully Supporting,Not Supporting Harvesting for Direct Consumption,12244.980140814,5101178.27439835
190,2008,CT-W2_009,"LIS WB Shore - Compo Cove, SISP, Westport","See Map for Boundaries. Western portion of LIS from Compo Cove to Burying Hill Road area (includes Sherwood Island State Park Beach, Sherwood Point, Sherwood Millpond outlet, Greens Farms Brook outlet) out approximately 1000 ft offshore, Westport.",0.32394672,Not Assessed,Fully Supporting,Fully Supporting,Not Supporting Harvesting for Direct Consumption,19624.6261910146,9031116.49476509
191,2008,CT-W2_018,"LIS WB Shore - Westcott Cove, Stamford","See Map for Boundaries. Western portion of LIS from near intersection of Hobson St and Sea Beach Drive to Greenway Island area of outer Cove Harbor (includes West Beach, Cummings Beach, Vincent Island) out approximately 1000 ft offshore, Stamford.",0.36631344,Not Assessed,Fully Supporting,Fully Supporting,Not Supporting Harvesting for Direct Consumption,30453.3335210629,10212232.6800324
192,2008,CT-E2_017,"LIS EB Shore - Rocky Neck (Fourmile Rvr), Old Lyme","See Map for Boundaries. Eastern portion of LIS from Hatchett Point to Seal Rock (Great Neck) Includes Rocky Neck State Park Beach, out approximately 1000 ft offshore.",0.53066426,Not Assessed,Fully Supporting,Fully Supporting,Not Supporting Harvesting for Direct Consumption,31440.7690128098,14794070.7502903
193,2008,CT-E2_016,"LIS EB Shore - Pattagansett River Mouth, East Lyme","See Map for Boundaries. Eastern portion of LIS from Seal Rock (Great Neck) to Point East of Griswald Island (entire mouth of Pattagansett River, including area around Watts Island), out approximately 1000 ft offshore.",0.32228638,Not Assessed,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,45121.3071412189,8984828.84291954
194,2008,CT-W4_004,LIS WB Offshore - Darien,See Map for Boundaries. Western portion of LIS from 50ft contour to CT/NY State line.,16.76666636,Not Supporting,Not Assessed,Fully Supporting,"Not Evaluated, Natural Conditions Not Viable For Shellfish",90155.7593096468,467427831.506097
195,2008,CT-W4_003,LIS WB Offshore - Norwalk,See Map for Boundaries. Western portion of LIS from 50ft contour to CT/NY State line.,15.05978456,Not Supporting,Not Assessed,Fully Supporting,"Not Evaluated, Natural Conditions Not Viable For Shellfish",101854.417648844,419842698.091694
196,2008,CT-W4_002,LIS WB Offshore - Fairfield,See Map for Boundaries. Western portion of LIS from 50ft contour to CT/NY State line.,26.40297741,Not Supporting,Not Assessed,Fully Supporting,"Not Evaluated, Natural Conditions Not Viable For Shellfish",114464.039438385,736072765.605199
197,2008,CT-W2_008,"LIS WB Shore - Green Farms, Westport","See Map for Boundaries. Western portion of LIS from Burying Hill Road to Beachside Lane area (includes Burying Hill Beach, Frost Point) out approximately 1000 ft offshore, Westport.",0.23650811,Not Assessed,Fully Supporting,Fully Supporting,Not Supporting Harvesting for Direct Consumption,15197.4134739193,6593467.73596213
198,2008,CT-W3_015-I,"LIS WB Midshore - Captain Harbor, Greenwich","See Map for Boundaries. Western portion of LIS from approximately 1000 ft offshore (Byrant Point at Connecticut/New York state line, to Brush Island, Captain Harbor area), out to just beyond Great Captain Island to Wee Captain Island, Greenwich.",3.4218329,Not Supporting,Fully Supporting,Fully Supporting,Not Supporting Harvesting for Direct Consumption,69674.4477115553,95395226.590069
199,2008,CT-W2_021,"LIS WB Shore - Greenwich Cove, Greenwich","See Map for Boundaries. Western portion of LIS from Todd Point to Greenwich Point (includes Elias Point, Greenwich Island, Pelican Island, Flat Neck Point, Greenwich Cove) out approximately 1000 ft offshore, Greenwich.",1.24361268,Not Assessed,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,90586.798712189,34669931.7429547
200,2008,CT-C1_022,"LIS CB Inner - West River (Upper), West Haven","See Map for Boundaries. Central portion of LIS, Inner Estuary, from SA/SB water quality line at Route 1 crossing, US past Route 34 crossing to southside of Edgewood Avenue (near Edgewood Park Pond), West Haven.",0.06260362,Not Supporting,Not Supporting,Fully Supporting,Not Supporting Harvesting for Direct Consumption,29827.1772992521,1745288.91024107
201,2008,CT-C4_002,LIS CB Offshore - Guilford,See Map for Boundaries. Central portion of LIS from 50ft contour to CT/NY State line.,27.16585542,Fully Supporting,Not Assessed,Fully Supporting,"Not Evaluated, Natural Conditions Not Viable For Shellfish",113305.820724787,757340583.823764
202,2008,CT-C4_003,LIS CB Offshore - East Haven,See Map for Boundaries. Central portion of LIS from 50ft contour to CT/NY State line.,35.33272039,Fully Supporting,Not Assessed,Fully Supporting,"Not Evaluated, Natural Conditions Not Viable For Shellfish",136040.688437132,985019712.339838
203,2008,CT-C4_005,LIS CB Offshore - Milford,See Map for Boundaries. Central portion of LIS from 50ft contour to CT/NY State line.,24.24753559,Not Supporting,Not Assessed,Fully Supporting,"Not Evaluated, Natural Conditions Not Viable For Shellfish",119197.018145473,675982496.327386
204,2008,CT-C4_004,LIS CB Offshore - West Haven,See Map for Boundaries. Central portion of LIS from 50ft contour to CT/NY State line.,34.33230229,Not Supporting,Not Assessed,Fully Supporting,"Not Evaluated, Natural Conditions Not Viable For Shellfish",140024.546744534,957129656.186359
205,2008,CT-W4_001,LIS WB Offshore - Bridgeport,See Map for Boundaries. Western portion of LIS from 50ft contour to CT/NY State line.,19.76713828,Not Supporting,Not Assessed,Fully Supporting,"Not Evaluated, Natural Conditions Not Viable For Shellfish",102427.967850485,551076187.852598
206,2008,CT-E4_002,LIS EB Offshore - East Lyme,See Map for Boundaries. Eastern portion of LIS from 50ft contour to CT/NY State line.,15.98435215,Fully Supporting,Not Assessed,Fully Supporting,"Not Evaluated, Natural Conditions Not Viable For Shellfish",92940.5870904589,445618163.202576
207,2008,CT-E4_001,LIS EB Offshore - Waterford,See Map for Boundaries. Eastern portion of LIS from 50ft contour to CT/NY State line.,5.93493614,Fully Supporting,Not Assessed,Fully Supporting,"Not Evaluated, Natural Conditions Not Viable For Shellfish",62268.5197071846,165456523.698928
208,2008,CT-C1_006,"LIS CB Inner - East and Neck Rivers, Guilford","See Map for Boundaries. Central portion of LIS, Inner Estuary, from mouth of East River at outlet into Guilford Harbor, US to saltwater limit at Planter Pond outlet (includes Neck River from mouth to above River Edge Farms Road, Guilford.",0.15057521,Not Assessed,Not Assessed,Fully Supporting,Not Supporting Harvesting for Direct Consumption,89946.8589312529,4197796.13060644
209,2008,CT-C1_023-SB,"LIS CB Inner - Mill River (mouth), New Haven/Hamden","See Map for Boundaries. Central portion of LIS, Inner Estuary, from mouth at confluence with Quinnipiac River (Chapel Street crossing), New Haven, US to Footbridge crossing (just US of East Rock Road crossing), Hamden.",0.06827618,Not Supporting,Not Supporting,Fully Supporting,Not Supporting Commercial Harvesting where Authorized,31263.3745932084,1903430.77629018
210,2008,CT-W2_014,"LIS WB Shore - Wilson Cove, Farm Creek, Norwalk","See Map for Boundaries. Western portion of LIS from Norton Point to just west of Hoyt Island (includes Rowayton Beach, Bell Island, Wilson Point) out approximately 1000 ft offshore, Norwalk.",0.42416185,Not Assessed,Fully Supporting,Fully Supporting,Not Supporting Harvesting for Direct Consumption,35894.6173204535,11824953.7619306
