OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MCDName,TotalStructures_072014,LikelyOccupied_072014,PotentiallyVacant_072014,LikelyVacant_072014,VeryLikelyVacant_072014,TotalStructures_112014,LikelyOccupied_112014,PotentiallyVacant_112014,LikelyVacant_112014,VeryLikelyVacant_112014,TotalStructures_052015,LikelyOccupied_052015,PotentiallyVacant_052015,LikelyVacant_052015,VeryLikelyVacant_052015,GlobalID,Shape_STArea__,Shape_STLength__
8865,26,163,539400,3025,261635394003025,Block 3025,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4a89c563-2747-4ae1-8a5e-a7d17fa5686e,48816.3200271879,1463.4347353761
8866,26,163,540600,3005,261635406003005,Block 3005,Detroit,28,21,3,1,3,28,21,3,2,2,28,25,1,2,0,bdcdc095-6dce-4888-907c-a0169d62bae1,200481.824539161,1971.31855602149
8867,26,163,540600,3014,261635406003014,Block 3014,Detroit,23,19,3,1,0,23,18,4,1,0,23,21,2,0,0,92eb7796-70f6-4a5e-9c17-f2ca3789422d,210958.670079149,2154.63324844017
8868,26,163,540600,3015,261635406003015,Block 3015,Detroit,30,23,4,0,3,30,23,4,0,3,30,25,3,1,1,acb14e04-9491-477f-bc4a-98a66d58096b,251094.517116306,2301.68430094512
8869,26,163,540500,4011,261635405004011,Block 4011,Detroit,47,30,9,4,4,47,29,9,5,4,47,32,6,5,4,f93a47f4-5fe3-4a28-8086-b2179300874b,350292.798364799,2914.56321059224
8870,26,163,540500,3005,261635405003005,Block 3005,Detroit,26,15,3,5,3,26,15,3,3,5,26,14,5,3,4,fa3383f3-5d14-42a9-a184-beb2db5fbbcf,234605.747613049,2079.63899991757
8871,26,163,540600,3000,261635406003000,Block 3000,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ec27ea7f-e34e-448c-92fe-a28303fa817c,7104.26687487367,423.695542610203
8872,26,163,504200,2001,261635042002001,Block 2001,Detroit,31,17,4,3,7,31,17,5,2,7,32,17,3,3,9,feea35ec-f5ed-43ef-97a7-02a281ae6447,329855.42347902,2434.89309469735
8873,26,163,504200,2004,261635042002004,Block 2004,Detroit,28,9,5,2,12,28,9,5,2,12,28,9,4,1,14,80f8b64c-f3a2-4231-a7ac-d41789e74709,285653.019575171,2337.47214217315
8874,26,163,504200,3003,261635042003003,Block 3003,Detroit,29,16,2,3,8,29,16,2,3,8,29,16,3,1,9,b24c5101-3617-40a4-aeae-3309e275baa0,224864.753368141,2192.96660649565
8875,26,163,507400,3003,261635074003003,Block 3003,Detroit,30,23,4,2,1,30,23,4,2,1,31,24,2,2,3,ac447937-c1cf-43f3-bc55-e0d11a887c84,273123.149598022,2373.56137796703
8876,26,163,507400,3000,261635074003000,Block 3000,Detroit,22,15,4,0,3,22,14,5,0,3,22,14,3,1,4,68ca3a6b-31d5-4125-8285-266976cb43ff,266068.402865585,2289.5501781208
8877,26,163,507100,2004,261635071002004,Block 2004,Detroit,29,29,0,0,0,29,29,0,0,0,29,28,1,0,0,b32eea4f-578b-4723-9871-de22171dad8a,295658.245708998,2435.76063515135
8878,26,163,507400,1009,261635074001009,Block 1009,Detroit,4,3,0,0,1,4,3,0,0,1,4,3,0,0,1,897b1b65-9749-49ab-a052-36371d1c6942,224498.331027889,2074.90412698491
8879,26,163,507100,1005,261635071001005,Block 1005,Detroit,31,20,7,1,3,31,21,3,4,3,31,22,2,4,3,a6fec9b7-a837-4f26-830e-bd97523aff2e,220661.351040193,2151.89759815663
8880,26,163,510700,1007,261635107001007,Block 1007,Detroit,6,6,0,0,0,6,6,0,0,0,6,4,2,0,0,559f7be5-6c60-40af-b068-918d1b71bccc,162019.308298771,1726.58234265205
8881,26,163,510700,1003,261635107001003,Block 1003,Detroit,20,8,3,4,5,20,8,3,4,5,20,6,4,2,8,994ea54f-8296-493f-aa93-0b0b5be48266,215787.770588011,2186.0981831904
8882,26,163,510700,1012,261635107001012,Block 1012,Detroit,17,15,0,1,1,17,15,0,1,1,17,15,0,0,2,e311c788-531e-4468-8744-99acd16dfbab,658607.82778766,3651.71841679051
8883,26,163,511000,2011,261635110002011,Block 2011,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49ac06ec-0002-432c-b958-1471465f067d,92385.3093494411,1547.70309090509
8884,26,163,512100,1008,261635121001008,Block 1008,Detroit,22,17,3,2,0,22,17,3,1,1,22,18,3,0,1,6d6bb208-8e96-4b7e-b884-db8df9daa80c,192629.81695971,1906.51613916049
8885,26,163,512100,1006,261635121001006,Block 1006,Detroit,15,10,1,1,3,15,9,1,2,3,15,8,2,1,4,8321a35f-763b-4fae-ac66-6f8379dc3aca,223368.255872216,2026.2754777877
8886,26,163,512400,3005,261635124003005,Block 3005,Detroit,16,11,1,0,4,16,11,1,0,4,16,12,1,1,2,9b4d6e28-2215-45a6-8c5a-5916436a59f8,203000.001145361,1982.13212457091
8887,26,163,512400,3004,261635124003004,Block 3004,Detroit,20,7,4,2,7,20,7,4,2,7,20,6,4,4,6,fe20f85c-8b50-4f3d-a0f3-eb0c3862443d,206264.097359883,1991.57135219674
8888,26,163,512100,4007,261635121004007,Block 4007,Detroit,19,14,3,1,1,19,12,5,1,1,19,13,4,1,1,1b78e616-56a6-4ae9-a1e5-9b262b34d116,140173.790896454,1568.49199224189
8889,26,163,512100,5008,261635121005008,Block 5008,Detroit,13,7,1,1,4,13,7,1,1,4,13,6,2,0,5,49a6863c-fee9-4dfc-b097-bd0ccd662cd9,181014.790685991,1890.68987801314
8890,26,163,512400,2002,261635124002002,Block 2002,Detroit,22,10,5,3,4,22,10,2,5,5,21,10,1,5,5,5fbbd353-5d9e-4bb1-9567-59829d83d191,244509.076492178,2048.50963906141
8891,26,163,501200,2005,261635012002005,Block 2005,Detroit,35,21,2,2,10,35,21,2,2,10,35,23,1,2,9,62cb9d02-c566-4292-bbdb-ef618dcb4e5a,265350.198891162,2443.41468351521
8892,26,163,533300,1005,261635333001005,Block 1005,Detroit,15,5,1,3,6,15,5,1,3,6,15,4,2,1,8,8d97d692-4ed1-41c2-89d3-f396de53b01a,260503.352964117,2323.60860163903
8893,26,163,533000,2014,261635330002014,Block 2014,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a76d93b8-c666-4bc5-897c-6038dece6258,48283.8168625216,1795.83272470096
8894,26,163,522300,2034,261635223002034,Block 2034,Detroit,15,10,0,1,4,15,9,1,1,4,15,10,0,2,3,097d5bc0-c0cf-4773-b9ce-d18c6e0e8c0e,216913.495593616,2124.42267044635
8895,26,163,522300,2032,261635223002032,Block 2032,Detroit,19,10,4,1,4,19,9,4,2,4,19,10,1,4,4,ea33a647-ea8b-4606-90bf-bccb990d411f,261566.322843815,2314.38976577127
8896,26,163,522300,2022,261635223002022,Block 2022,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6f2efbf2-f3e1-4f67-87c4-d1379ff06f6a,17098.9634489045,874.293607968698
8897,26,163,522300,1009,261635223001009,Block 1009,Detroit,11,3,2,3,3,11,3,2,1,5,11,4,1,2,4,cebd9410-293d-4ff9-aa2c-a24c3a353465,179097.588793364,1833.51361845498
8898,26,163,522300,1008,261635223001008,Block 1008,Detroit,30,7,9,7,7,31,7,9,6,9,31,8,9,6,8,d6b74de4-ff99-42c2-b81a-a76eb5437bb6,214893.041582857,2023.31140799561
8899,26,163,522300,1026,261635223001026,Block 1026,Detroit,6,3,1,0,2,6,3,0,2,1,6,2,1,2,1,e85d17ca-acb1-4ba0-a788-daa8e10c3bce,152275.22937793,1609.27051741034
8900,26,163,522200,1017,261635222001017,Block 1017,Detroit,4,2,0,2,0,4,2,0,2,0,4,2,1,1,0,7bb585c8-6cbd-4702-a0f6-e8c99f410547,134167.021321777,1540.46004565527
8901,26,163,522100,1011,261635221001011,Block 1011,Detroit,7,6,1,0,0,7,6,1,0,0,7,5,2,0,0,8aeb9518-b3e3-4db6-bd69-cea0d6b6a4a8,248561.008977866,2182.26975062581
8902,26,163,522100,1023,261635221001023,Block 1023,Detroit,12,7,0,1,4,12,7,0,1,4,12,7,0,1,4,320c4e02-c540-4f65-9bd4-820d4cd2c9d3,243662.533727814,2104.06199949559
8903,26,163,522200,1014,261635222001014,Block 1014,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1ea70673-88f4-4018-ab20-000dcf2237bb,87772.7607330915,1436.08654345249
8904,26,163,522100,2011,261635221002011,Block 2011,Detroit,19,13,4,1,1,19,13,4,1,1,19,13,4,1,1,1e888448-0547-494a-b4fa-f2cd20e3aa5b,251265.159105079,2126.56777799523
8905,26,163,522100,2020,261635221002020,Block 2020,Detroit,9,4,1,2,2,9,4,1,2,2,9,3,2,3,1,949532eb-64ca-45de-93b5-936bd8a73397,302753.813286508,2246.10017909779
8906,26,163,522300,1045,261635223001045,Block 1045,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,091406ab-95c3-4ed0-908f-bf8209fc591b,22758.887989479,677.284511392081
8907,26,163,522100,2001,261635221002001,Block 2001,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65059274-2ecc-48cc-978c-c654f51da685,4097.098392859,264.864013739154
8908,26,163,511400,1010,261635114001010,Block 1010,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0e5f2576-e42c-4dd4-86f8-6ef069da6691,161982.809488742,1682.66466286639
8909,26,163,506900,5000,261635069005000,Block 5000,Detroit,34,26,3,3,2,34,26,3,3,2,34,27,1,4,2,c1d707e0-fdf5-413a-8985-06d95a07be69,222699.592079351,2191.78850013731
8910,26,163,507000,3018,261635070003018,Block 3018,Detroit,14,12,0,1,1,14,12,0,0,2,14,12,0,1,1,d35a5d70-2378-4422-b348-10c90e0f9e15,117723.945367664,1414.85498254207
8911,26,163,507000,3008,261635070003008,Block 3008,Detroit,16,13,3,0,0,16,12,4,0,0,16,12,2,2,0,0d4ac34e-a662-4da9-a936-ad9ecc5a33ae,115849.700934964,1400.46909242041
8912,26,163,507000,2004,261635070002004,Block 2004,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,98e696d9-88a6-40fb-a2dd-7973e2ed439e,1001154.81012262,4140.99240596414
8913,26,163,506900,2004,261635069002004,Block 2004,Detroit,38,32,4,2,0,38,31,5,2,0,38,30,2,5,1,c49479e6-b0db-4852-b76f-5b2436b9b15d,241303.115795329,2281.05631122612
8914,26,163,507100,4012,261635071004012,Block 4012,Detroit,12,9,1,2,0,12,9,1,2,0,12,9,1,1,1,e1690cca-baa6-4bce-b8e5-9ba4ee9fffa7,136240.033146325,1561.42723083126
8915,26,163,507100,4014,261635071004014,Block 4014,Detroit,30,12,5,1,12,30,12,5,1,12,31,12,3,3,13,e38c4a46-0caa-424c-b61c-f7f0a8483de0,230269.42459071,2267.08614234716
8916,26,163,507000,3025,261635070003025,Block 3025,Detroit,18,7,3,2,6,18,7,4,2,5,19,8,2,3,6,8d4a715e-42d7-4681-b121-3c473dac0368,145952.253781598,1541.97110574652
8917,26,163,522100,2036,261635221002036,Block 2036,Detroit,7,1,2,2,2,7,1,2,2,2,7,2,3,0,2,6ad1bc6f-7d7b-4179-82f2-163b0f7a22ca,329170.403808526,2938.1476820976
8918,26,163,522100,2041,261635221002041,Block 2041,Detroit,4,0,2,1,1,4,0,2,1,1,4,0,2,2,0,095c308f-7b07-4fbf-b1ea-a90dd22dd5b9,188031.439169267,1990.734836282
8919,26,163,522100,2034,261635221002034,Block 2034,Detroit,4,2,1,1,0,4,2,1,1,0,4,3,1,0,0,8b8fd4c4-bbfd-447c-bff5-52e3ac39c90f,223211.638350432,1898.15809893599
8920,26,163,507200,2024,261635072002024,Block 2024,Detroit,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,9938ac7a-da8a-4b1b-b23c-bcd226a666eb,32102.6303953477,739.21465546369
8921,26,163,507200,2025,261635072002025,Block 2025,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08b7b8e4-0bfe-412b-919c-f826df9ec5ca,85516.8492041064,1201.91216730405
8922,26,163,506400,2008,261635064002008,Block 2008,Detroit,12,5,3,1,3,12,5,3,1,3,12,4,2,3,3,2b6a4468-ce4a-4f48-bc10-dd679f6b9b09,399888.548704648,2603.7978017376
8923,26,163,507000,2020,261635070002020,Block 2020,Detroit,15,4,2,1,8,15,4,2,2,7,15,5,2,5,3,49b052d4-781b-46fd-9428-720c528a7b88,169874.70106423,1710.50975085263
8924,26,163,507000,2011,261635070002011,Block 2011,Detroit,22,13,3,4,2,23,14,2,4,3,23,15,1,6,1,0c564f71-32b4-4063-bbe7-dfb059814812,192136.462300344,1899.87261102704
8925,26,163,506400,2016,261635064002016,Block 2016,Detroit,24,8,2,5,9,24,8,2,5,9,24,8,4,6,6,fbd71e50-3315-4134-bd05-d1a8f305158a,225741.725539851,2130.82248145247
8926,26,163,506600,1006,261635066001006,Block 1006,Detroit,35,22,2,4,7,35,21,3,4,7,35,22,2,1,10,aeb470af-94f2-4717-89cb-aa11347f703d,229186.648684276,2252.03184771114
8927,26,163,506600,1007,261635066001007,Block 1007,Detroit,31,21,5,2,3,31,21,5,2,3,31,20,5,3,3,cdcfd2f6-fd7b-4712-8fe2-ec2a6fe85a0d,228445.620716341,2250.54765359699
8928,26,163,506900,1006,261635069001006,Block 1006,Detroit,26,18,0,1,7,26,17,1,0,8,26,15,2,2,7,8bec28f3-982a-48a8-a413-ba0f419de637,258422.131795989,2429.34410371513
8929,26,163,506600,1011,261635066001011,Block 1011,Detroit,32,19,5,4,4,32,19,5,3,5,32,19,5,3,5,483e375e-bfd6-43dc-af63-b1ba08371361,246668.16121223,2397.57560438219
8930,26,163,507000,1006,261635070001006,Block 1006,Detroit,25,18,4,3,0,25,18,3,4,0,25,20,3,2,0,1731b40d-2bac-4ca7-9888-17225a631e2d,191619.994868465,1870.30944504867
8931,26,163,506700,1029,261635067001029,Block 1029,Detroit,24,20,2,1,1,24,20,2,1,1,24,22,0,2,0,10c05b98-c7c6-4326-a40c-294963ae785c,173210.81226174,1793.76589362603
8932,26,163,506600,3003,261635066003003,Block 3003,Detroit,37,30,1,2,4,37,30,1,1,5,37,28,4,0,5,0cfb9764-f39a-40a8-9fe0-a47972863321,234649.292887984,2220.21608876278
8933,26,163,503200,3022,261635032003022,Block 3022,Detroit,28,14,5,6,3,28,14,5,6,3,28,18,4,5,1,b6adc1a3-5d92-4768-81b3-df6261bd8d57,220320.061706145,1987.72354646332
8934,26,163,503200,1013,261635032001013,Block 1013,Detroit,24,9,9,1,5,24,8,9,2,5,24,15,3,2,4,dfc428e0-129b-49ba-83a5-c23ff988dcd6,210949.745138905,1962.73060941238
8935,26,163,503200,1001,261635032001001,Block 1001,Detroit,23,17,1,1,4,23,15,2,2,4,23,18,0,1,4,7c24ca53-2b5e-4aab-b2a2-87d129f7b232,198512.06328389,1865.74530370905
8936,26,163,503100,3008,261635031003008,Block 3008,Detroit,31,23,5,2,1,31,23,4,3,1,31,25,3,1,2,3fae7319-1aef-44e2-a3b4-42171d878d47,218669.449057358,1983.88728411764
8937,26,163,503100,1020,261635031001020,Block 1020,Detroit,29,24,4,1,0,29,23,5,1,0,28,26,1,1,0,da2a5131-05c1-45f4-b9c8-4969198170c3,220688.455120015,1991.73856387633
8938,26,163,500200,4010,261635002004010,Block 4010,Detroit,5,3,0,2,0,5,3,0,2,0,5,3,1,1,0,9b03dc69-7601-4887-9013-d4101c04d949,150808.220315991,1612.06653686752
8939,26,163,500200,4006,261635002004006,Block 4006,Detroit,43,37,1,4,1,43,36,2,3,2,41,32,4,5,0,9d6f83b2-9d32-46fe-804f-ee5991371890,366629.734579387,2924.63780706783
8940,26,163,500200,1007,261635002001007,Block 1007,Detroit,32,27,2,2,1,32,27,2,2,1,32,27,2,3,0,67d15215-5a61-419b-a62b-23e4b0260c7e,216304.128932849,1976.34128723478
8941,26,163,500200,2000,261635002002000,Block 2000,Detroit,28,20,4,2,2,28,20,4,2,2,25,19,3,2,1,12c59250-f345-47a3-9779-f44cf982742c,204140.677603393,1943.19950801598
8942,26,163,500200,2006,261635002002006,Block 2006,Detroit,31,18,1,2,10,31,18,1,2,10,31,17,1,2,11,74a8ad49-435a-4250-a0d5-cf434683fe40,214167.026287232,1970.64498873863
8943,26,163,500100,1006,261635001001006,Block 1006,Detroit,30,25,2,2,1,30,25,2,2,1,30,26,2,2,0,f7b4d37e-0b60-4285-958e-48f3fa495f72,217154.322787309,1979.21498904734
8944,26,163,500100,1007,261635001001007,Block 1007,Detroit,27,23,0,2,2,27,21,1,4,1,27,23,2,2,0,5b5087c1-09a0-497c-b431-a3e2aa756bac,219411.073811774,1993.25978849357
8945,26,163,502000,1023,261635020001023,Block 1023,Detroit,8,6,0,2,0,8,6,0,2,0,8,6,0,1,1,e3dad38c-713e-498c-948e-07d9e29bc2a8,155652.641080015,2279.02484470891
8946,26,163,512400,1006,261635124001006,Block 1006,Detroit,17,6,0,3,8,17,5,1,3,8,17,6,1,3,7,44d38691-a3b5-4f24-bdfe-1c5ed3826d07,203743.844417225,2022.16349551701
8947,26,163,501300,3006,261635013003006,Block 3006,Detroit,27,13,8,3,3,27,13,7,4,3,27,12,7,6,2,ebf5e457-15e8-444b-bb39-4d081c05cb67,213783.398858378,1991.5528802547
8948,26,163,501300,3002,261635013003002,Block 3002,Detroit,28,9,7,5,7,28,8,7,6,7,28,9,4,9,6,e19be712-5651-44df-89f2-13b5e4403436,190136.52312129,1896.49597204627
8949,26,163,502000,2000,261635020002000,Block 2000,Detroit,19,10,1,2,6,19,10,1,2,6,19,9,1,3,6,dbb79816-21e9-4a38-b185-e6f3f37b9b51,224843.00478582,2023.86933627579
8950,26,163,502000,2007,261635020002007,Block 2007,Detroit,23,9,4,2,8,23,8,5,3,7,23,8,5,3,7,658bb297-e3b0-4526-b4b2-a8ce9d087690,199474.298685011,1924.88097430272
8951,26,163,502000,2006,261635020002006,Block 2006,Detroit,27,19,2,3,3,27,19,2,3,3,27,19,3,2,3,a2f6f7af-ee70-4f4d-bae2-d21b7f4a6e99,214917.18247871,1971.69912673258
8952,26,163,536500,4020,261635365004020,Block 4020,Detroit,36,32,3,0,1,36,30,5,0,1,36,31,4,0,1,620fccbb-42aa-436f-aa0f-e2afe0d6b681,266908.986842705,2374.35444938387
8953,26,163,534100,2001,261635341002001,Block 2001,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76a37175-762b-4ad8-a501-69865eaed163,55482.0411349332,1534.72785812748
8954,26,163,530500,3008,261635305003008,Block 3008,Detroit,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,c0237539-5c6c-4b52-b278-ceecd3a39884,92332.9022990638,1248.45835409177
8955,26,163,530500,3009,261635305003009,Block 3009,Detroit,10,8,2,0,0,10,8,2,0,0,10,7,2,1,0,1a87b290-4781-40df-aadc-29650a6e7ccc,141983.938445069,1572.1151337627
8956,26,163,530500,2008,261635305002008,Block 2008,Detroit,50,29,10,5,6,50,28,11,5,6,50,31,6,8,5,1d91c3c2-37e8-4918-a376-1dbf78900513,388621.91186537,3131.42560487587
8957,26,163,530500,2001,261635305002001,Block 2001,Detroit,47,36,5,2,4,47,36,5,2,4,49,35,7,3,4,7f1db1e2-6c07-4e24-ba05-e1b19a7b4a48,378510.826110867,2921.93896855462
8958,26,163,534100,2015,261635341002015,Block 2015,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23df24db-25cc-4091-aac5-59907e31b21a,40384.9609382836,1083.03381785705
8959,26,163,526400,1009,261635264001009,Block 1009,Detroit,23,16,4,1,2,23,16,4,1,2,23,16,3,2,2,d17eb6a8-695a-404f-abed-c7b7be3ba00c,194366.731373947,1866.54921474662
8960,26,163,526400,1011,261635264001011,Block 1011,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3919bb26-1291-430e-9d80-23c4d821e92d,62059.3830169777,2266.40900935567
8961,26,163,526300,1014,261635263001014,Block 1014,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bdf5f862-4cb1-4b42-bb94-5f2460b6e433,62343.3072175696,2311.21992309524
8962,26,163,525800,1005,261635258001005,Block 1005,Detroit,24,15,3,3,3,24,15,3,3,3,24,15,3,5,1,3e0775a2-5c51-41e9-8911-8e44c1b8ace3,218690.323959798,1988.82605680462
8963,26,163,525700,3006,261635257003006,Block 3006,Detroit,27,20,1,3,3,27,20,1,2,4,27,19,1,3,4,e49cd98a-136e-4b01-9c24-09ffa3c8d7eb,230139.724706785,2356.83640777556
8964,26,163,525800,1004,261635258001004,Block 1004,Detroit,31,24,3,1,3,31,23,4,1,3,31,21,3,3,4,022abe0e-9006-4273-b193-64002efca302,278304.618407801,2329.13617883467
8965,26,163,525700,3004,261635257003004,Block 3004,Detroit,17,12,4,1,0,17,12,4,1,0,17,14,2,0,1,60109b3b-1599-4a14-9824-91209042061a,236213.787225709,2043.41753325118
8966,26,163,526400,1006,261635264001006,Block 1006,Detroit,16,8,2,2,4,16,8,2,2,4,16,7,3,1,5,a7fea444-9508-41c7-8cf1-e0344a1fc36f,131992.58009034,1466.08381323321
8967,26,163,525800,2001,261635258002001,Block 2001,Detroit,5,1,2,1,1,5,1,2,1,1,5,2,1,1,1,b8c1c68c-0f5e-48bc-9491-83a108aaf2f0,69209.3617531222,1161.53033631999
8968,26,163,525800,2008,261635258002008,Block 2008,Detroit,11,8,1,0,2,11,8,1,0,2,11,9,0,0,2,b4d47817-5f8e-4c9b-9517-ccc8da75995a,129534.116793564,1439.08385832526
8969,26,163,525700,3008,261635257003008,Block 3008,Detroit,44,30,7,5,2,44,30,7,4,3,44,28,8,4,4,c36ba4ab-5877-4bc2-b7dc-8ba5bbd5958c,281128.408342884,2569.09776147276
8970,26,163,525700,1009,261635257001009,Block 1009,Detroit,26,22,1,2,1,26,21,1,3,1,26,19,3,3,1,d66d9639-dd64-4947-912f-847ff52c2fc3,145619.282748269,1620.61628717265
8971,26,163,525800,2013,261635258002013,Block 2013,Detroit,17,15,1,1,0,17,15,1,1,0,17,15,1,0,1,c439f8ba-e01c-47b6-bc88-914593c43283,125108.928313002,1433.47517758468
8972,26,163,524000,1000,261635240001000,Block 1000,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70b05bb4-df8c-4fc7-8d5a-350b7dc008a7,2503602.75210703,9354.52394833432
8973,26,163,524100,1011,261635241001011,Block 1011,Detroit,19,12,4,2,1,19,13,3,3,0,19,15,2,2,0,4b36b37b-525f-48b1-af9c-ef9269cbebab,202128.021037282,1973.52934066278
8974,26,163,524100,1010,261635241001010,Block 1010,Detroit,44,34,6,3,1,44,33,7,2,2,45,35,3,4,3,d3a4b9c6-b1ba-4b51-9990-cff170c81743,248695.518095313,2271.33703467119
8975,26,163,524100,1007,261635241001007,Block 1007,Detroit,20,17,2,0,1,20,16,3,0,1,20,14,5,0,1,e2c8ea95-1f0e-4312-ba72-324372b4202f,175019.304694921,1780.23235187497
8976,26,163,524000,1012,261635240001012,Block 1012,Detroit,38,29,6,0,3,38,29,6,0,3,38,28,6,1,3,b257e672-1721-4db5-bb77-5b1ecd15d16d,238179.033212192,2156.60412248647
8977,26,163,524200,6003,261635242006003,Block 6003,Detroit,27,20,3,2,2,27,22,1,2,2,28,22,2,1,3,f957b324-de15-4896-a096-bebf9b5047fc,221336.090611149,2015.79875358677
8978,26,163,524200,5006,261635242005006,Block 5006,Detroit,36,31,2,3,0,36,31,1,4,0,36,31,2,3,0,682f4279-8aa0-4c68-9a58-ac5c35be4237,253211.712375834,2434.64623428121
8979,26,163,524200,6002,261635242006002,Block 6002,Detroit,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,83140bd8-2883-429a-b9cb-2a6b255f49a0,107727.13645225,1568.90654474895
8980,26,163,512900,2006,261635129002006,Block 2006,Detroit,10,5,4,1,0,10,5,4,0,1,13,7,3,2,1,929d319b-8ac4-4818-9474-45ad58a4d431,240345.252235144,2134.12418108601
8981,26,163,512900,2019,261635129002019,Block 2019,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645d879d-41ab-459f-9c8c-5179fe95a55a,621424.284994788,3318.94398334076
8982,26,163,513300,1016,261635133001016,Block 1016,Detroit,50,35,5,2,8,50,33,5,4,8,50,36,7,1,6,5b0ab38c-b4b1-40df-947c-122315abb6b9,973844.662760497,5915.8740386731
8983,26,163,513700,3007,261635137003007,Block 3007,Detroit,38,18,6,5,9,38,15,9,5,9,38,17,3,9,9,7799b801-d615-440e-abae-ea2b45df57aa,319305.307241166,2835.06070347658
8984,26,163,512600,2000,261635126002000,Block 2000,Detroit,30,13,10,6,1,30,13,10,6,1,29,13,10,5,1,42ea3370-9807-4529-b710-33ede65874c8,525769.405575244,3693.46107165917
8985,26,163,512600,1005,261635126001005,Block 1005,Detroit,28,18,2,2,6,29,19,2,1,7,29,19,2,3,5,1b93a470-9cad-4785-948e-b1f12b1224bf,393446.000049737,3397.91479094636
8986,26,163,512400,1012,261635124001012,Block 1012,Detroit,12,3,1,2,6,12,3,1,2,6,12,3,1,4,4,fcd39048-e64b-4a3e-a362-031ebd2dab62,305769.261881409,2774.47386843835
8987,26,163,512600,1004,261635126001004,Block 1004,Detroit,38,26,5,3,4,38,26,5,1,6,37,26,4,1,6,0b1524f0-037a-4c97-bb7c-aea757328a2f,405863.348657982,3298.62232991354
8988,26,163,512900,3000,261635129003000,Block 3000,Detroit,14,7,4,2,1,14,7,3,3,1,14,7,3,3,1,a9fcbe44-11bc-4e6b-88e6-f7ea79c00c77,260570.868578386,2166.44024367693
8989,26,163,502000,1021,261635020001021,Block 1021,Detroit,23,16,3,3,1,23,18,1,3,1,23,18,3,1,1,4a77ead6-d667-48ef-b4c7-dcc9f8e1c69c,291801.992417764,2660.73325665701
8990,26,163,512900,1003,261635129001003,Block 1003,Detroit,7,4,1,0,2,7,4,1,0,2,7,4,0,1,2,6befc1f4-1e07-4b32-9f4d-62f3089e739e,202599.675446501,2017.96482785915
8991,26,163,512900,2016,261635129002016,Block 2016,Detroit,17,6,5,1,5,17,6,4,2,5,17,6,4,2,5,ed953730-01bc-40e0-8591-2a7e1311d916,698806.666203809,5336.47595836233
8992,26,163,512900,2017,261635129002017,Block 2017,Detroit,21,9,1,2,9,21,9,1,2,9,21,9,2,1,9,4615857b-da43-435c-adc6-03a63510afc9,702351.075327059,5344.40500081106
8993,26,163,513200,2002,261635132002002,Block 2002,Detroit,39,23,6,5,5,39,24,5,5,5,39,24,5,5,5,8589e838-02a2-4ef8-961c-6891fc2b4af3,448560.567229912,3173.98761202375
8994,26,163,513200,1001,261635132001001,Block 1001,Detroit,42,28,7,4,3,42,27,8,3,4,40,30,3,3,4,63670cd5-cbb9-4f26-bf38-99f0ba295551,521064.389494795,5305.43399172726
8995,26,163,513300,1000,261635133001000,Block 1000,Detroit,54,49,3,2,0,54,49,3,2,0,53,51,1,1,0,4cf853e0-144a-418b-9f5e-cd7e501a03c3,358704.822482161,3651.77497515074
8996,26,163,539700,1019,261635397001019,Block 1019,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9fdc3453-987e-4419-a666-abd7e32ff2e6,70881.741137227,3294.19994341001
8997,26,163,524500,1020,261635245001020,Block 1020,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27ea2c9e-0525-437a-a792-044f50402618,45755.6162524761,1772.89272069725
8998,26,163,512600,2004,261635126002004,Block 2004,Detroit,15,6,1,3,5,16,7,1,3,5,16,7,0,4,5,ad7b1b4d-7831-40cb-bebf-8c9c7920cf45,514569.205529125,4084.53148179806
