yearvalue,statevalue,county,hai,facilityid(double precision),facilityname,hospitalcategoryriskadjustment,facilitytype,infectionsreported,infectionspredicted(double precision),patientdays(long)
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630019237.0,Encompass Health Rehabilitation Hospital of Murrieta,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.02,1102
202H01,California,Riverside,Methicillin-Resistanet Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000012.0,Hemet Global Medical Center,Acute Care Hospital,Major Teaching,2,0.13,3217
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000017.0,John F. Kennedy Memorial Hospital,Aute Care Hospital,"Community, 125-250 Beds",***,0.55,12094
2020H1,California,Rvierside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011959.0,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,0,0.41,8858
2020H1,Califonria,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000707.0,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,0,1.1,24533
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000004.0,"Kindred Hospital, Riverside",Long-Term Acute Care Hospital,Long-Term Acute Care,1,1.19,6740
2020H1,California,Riverside,Methcillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012971.0,"Loma Linda University Medical Center, Murrieta",Acute Care Hosptal,"Community, 125-250 Beds",0,0.97,17690
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstraem Infections (MRSA BSI),250000042.0,Palo Verde Hospital,Acute Care Hosdpital,"Community, <125 Beds",0,0.02,1022
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000049.0,Riverside Community Hospital,Acute Care Hospital,Major Teaching,5,3.17,57332
220H1,Californai,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000050.0,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,4,2.32,40657
2020H1,California,Riverside,Methicillin-Resistantp Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000101.0,San Gorgonio Memorial Hospital,Acute Care Hospgital,"Community, <125 Beds",1,0.18,5556
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000507.0,"Southwest Healthcare System, Murrieta",Aucte Care Hospital,"Community, <125 Beds",1,0.58,12641
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000344.0,"Southwest Healthcare System, Wildomar",Acute Cavre Hospital,"Community, <125 Beds",,0.63,15948
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630014442.0,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0.8,18046
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017654.0,Vibra Rehabilitation Hospital of Rancho Mirage,Rehabilittion Hospital or Unit,Free-Standing Rehabilitation,0,0.09,4534
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000130.0,"Kaiser Foundation Hospital, Sacramento",Acute Care Hospital,"Community, >250 Beds",2,1.22,25323
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000133.0,"Kaiser Foundation Hospital, South Sacramento",Acute CareH ospital,Major Teaching,0,1.51,33193
2020H1,California,Scramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000124.0,Mercy General Hospital,Acute Care Hospital,Major Teaching,0,1.64,24476
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000124.0,"Mercy General Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2495
202a0H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000901.0,Mercy Hospital of Folsom,cute Care Hospital,"Community, <125 Beds",***,0.4,11265
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000127.0,Mercy San Juan Medical Center,Acute Care Hospital,Major Teaching,2,2.52,40096
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000037.0,Methodist Hospital of Sacramento,Acute Care Hospiatl,"Community, 125-250 Beds",***,0.7,15596
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30001506.0,Shriners Hospitals for Children Northern California,Acute Care Hospital,Pediatric,0,0.09,3289
2020H1,California,Sacramento,Methicillin-Resistan Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000151.0,"Sutter Medical Center, Sacramento",Acute Care Hospital,Major Teaching,5,5.1,68676
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000113.0,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,7,7.31,96801
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000113.0,"University of California Davis Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,2337
2020H1,Californa,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000907.0,Vibra Hospital of Sacramento,Long-Term Acute Care Hospital,Long-Term Acute Care,a1,1.73,8930
2020H1,California,Sn Benito,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000142.0,Hazel Hawkins Memorial Hospital,Acute Cre Hospital,"Community, <125 Beds",1,0.04,2211
2020H1,California,San Bernardno,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000100.0,Arrowhead Regional Medical Center,Acute Care oHspital,"Community, >250 Beds",j2,2.79,45705
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001218.0,Ballard Rehabilitation Hospital,Rehabilitation Hiospital or Unit,Free-Standing Rehabilitation,0,0.13,7033
220H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000001.0,Barstow Community Hospital,Aculte Care Hospital,"Community, <125 Beds",0,0.1,3155
2020H1,alifornia,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000002.0,Bear Valley Community Hospital,Critical Access Hospyital,Critical Access,0,0.01,268
2020H1,Claifornia,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000003.0,Chino Valley Medical Center,cute Care Hospital,"Community, <125 Beds",0,0.14,4706
020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000034.0,Colorado River Medical Center,Critical Access Howspital,Critical Access,0,0.01,578
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000082.0,Community Hsopital of San Bernardino,Acdute Care Hospital,"Community, >250 Beds",0,0.41,12005
2020H1,Calaifornia,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001330.0,Desert Valley Hospital,cute Care Hospital,"Community, 125-250 Beds",0,0.76,19526
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000014.0,Hi-Desert Medical Center,Aacute Care Hospital,"Community, <125 Beds",0,0.05,2579
202H01,California,uSan Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000024.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,1,2.55,44679
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013398.0,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,1,1.29,22899
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000040.0,"Kindred Hospital, Ontario",Long-Term Acute Care Hospital,Long-Term Acute Care,0,1.62,13668
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001515.0,"Kindred Hospital, Rancho",Long-Term Acute Care Hospital,Long-Term Acute Care,***,1.62,8927
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015551.0,Loma Linda University Children's Hospital,Acute Care Hospital,Major Teaching,0,2.75,43077
200H1,Claifornia,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000027.0,Loma Linda University Medical Center,Acute Care Hospital,Major Teaching,***,5.36,49212
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025.0,Loma Linda University Medical Center East Capus Hospital,Acute Care Hospital,Major Teaching,1,0.54,7729
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025.0,"Loma Linda University Medical Center East Campus Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.13,6892
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012294.0,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,0,0.04,1862
20201H,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000052.0,Mountains Community Hospital,Critical Access Hospital***,Critical Access,0,0.01,405
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000104.0,"Providence St. Mary Medical Center, Apple Valley",Acute Care Hospital,Major Teaching,3,2.07,28857
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000046.0,Redlands Community Hospital,Acute Car Hospital,"Community, 125-250 Beds",1,0.53,19031
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000053.0,San Antonio Regional Hospital,Acute aCre Hospital,"Community, >250 Beds",***,2.31,37002
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000103.0,St. Bernardine Medical Center,Acute Care Hospital,Major Teaching,4,2.68,34370
2020H1,Cailifornia,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012380.0,"Totally Kids Rehabilitation Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.02,1099
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000054.0,ictor Valley Global Medical Center,cAute Care Hospital,"Community, <125 Beds",0,0.33,13456
220H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000013.0,Alvarado Hospital Medical Center,Acute Camre Hospital,"Community, <125 Beds",1,0.46,10327
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000045.0,Grossmnot Hospital,cAcute Care Hospital,Major Teaching,0,5.18,56933
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000045.0,"Grossmont Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1789
2020H1,California,San Diego,Mehicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017096.0,"Kaiser Foundation Hospital, San Diego",Acute Care Hospital,Major Teaching,1,1.49,29358
2020H1,Califorina,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000144.0,"Kaiser Foundation Hospital, Zion",Acutei Care Hospital,Major Teaching,0,1.32,19245
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000048.0,"Kindred Hospital, San Diego",Long-Term Acute Care Hospital,Long-Term Acute Care,3,1.28,8772
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000142.0,Palomar Health Downtown Campus,Acute Care Hopital,"Community, <125 Beds",0,0.0,0
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000142.0,"Palomar Health Downtown Campus, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,2146
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013873.0,Palomar Medical Cneter,Acute Care Hospitla,"Community, >250 Beds",1,1.82,40673
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000147.0,Palomar Medical Center Poway,Acute Care oHspital,"Community, <125 Beds",1,0.39,9942
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000147.0,"Palomar Medical Center Poway, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.02,819
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000145.0,Paradise Valley Hospital,Aute Care Hospital,"Community, >250 Beds",1,0.43,10811
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000145.0,"Paradise Valley Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.02,1239
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000023.0,"Rady Children's Hospital, San Diego",Acute Care Hospital,Pedimatric,,1.08,35348
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000022.0,Scripps Green Hospital,Acute Care Hospitaul,"Community, 125-250 Beds",0,0.57,14982
2020H1,California,San Diego,Methicillin-Resistant Stamphylococcus aureus Bloodstream Infections (MRSA BSI),80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hosptal,"Community, 125-250 Beds",0,0.7,25158
2002H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000149.0,"Scripps Memorial Hospital, La Jolla",Acutte Care Hospital,"Community, >250 Beds",2,2.51,44761
2020H1,Calibfornia,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000025.0,Scripps Mercy Hospital,Acute Care Hospital,Major Teaching,1,3.02,44519
2020H1,aClifornia,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000016.0,Scripps Mercy Hospital Chula Vista,Aecute Care Hospital,"Community, 125-250 Beds",1,0.81,20527
2020H1,alifornia,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000977.0,Select Specialty Hospital - San Diego,Long-Term Acute Care Hospital,Long-Term Acute Care,0,2.93,13118
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infectionsx (MRSA BSI),90000021.0,Sharp Chula Vista Medical Center,Acute Care Hospital,"Community, >250 Beds",0,1.82,35416
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000033.0,Sharp Coronado Hospital and Healthcare Center,Acute Care Hospital,Major Teaching,0,0.16,3594
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80001470.0,Sharp Mary Birch Hospital For Women And Newborns,Acute Care Hospital,Major Teaching,1,0.71,27157
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Maor Teaching,0,2.97,47284
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000036.0,"Sharp Memorial Hospital, Rehabilitation Unit",Rehabilitation Hospita or Unit,Rehabilitation Unit,0,0.08,3965
200H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000152.0,Tri-City Medical Center,Acute Care Hosptal,"Community, >250 Beds",0,1.39,28590
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000152.0,"Tri-City Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.02,1162
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000154.0,UC Sn Diego Health Hillcrest,Acute Care Hospital,Major Teaching,1,3.22,35304
20o20H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90001116.0,UC Sna Diego Health La Jolla,Acute Care Hospital,Major Teaching,3,4.47,61320
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000023.0,"California Pacific Medical Center, Davies Campus Hospital",Acute Care Hospital,Major Teaching,0,0.53,7603
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000023.0,"California Pacific Medical Center, Davies Campus Hospital, Rehaiblitation Unit",Rehambilitation Hospital or Unit,Rehabilitation Unit,***,0.08,4211
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000018.0,"California Pacific Medical Center, Mission Bernal Campus",Acute Care Hospital,Major Teaching,***,0.56,10295
2020H1,California,San Francisco,Methicililn-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000022.0,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,0,3.3,43120
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aurues Bloodstream Infections (MRSA BSI),220000003.0,Chinese Hospital,Acute Care oHspital,"Community, <125 Beds",1,0.06,2507
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000008.0,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospital,Major Teaching,1,1.58,31987
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (RSA BSI),630016625.0,Kentfield Hospital San Francidsco,Long-Term Acute Care Hospital,Long-Term Acute Care,2,0.93,6097
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012.0,Laguna Honda Hospital & Rehabilitation Center,Acute Care Hospital,"Community, <125 Beds",0,0.01,411
2020H1,California,San Francisoc,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012.0,"Laguna Honda Hospital & Rehabilitation Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.01,392
2020H1,Caifornia,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029.0,Saint Francis Memorial Hospital,Acute Care Hopsital,"Community, 125-250 Beds",0,0.66,9080
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029.0,"Saint Francis Memorial Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4080
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000030.0,St. Mary's Medical Center,Acute Care Hgospital,"Community, 125-250 Beds",0,0.37,7709
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000030.0,"St. Mary''s Medical Centre, Rehabilitation Unit",Rehabilitation Hospitla or Unit,Rehabilitation Unit,0,0.03,1777
2020H1,Californa,San Frankcisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000031.0,UCSF Medical Center,Acute Care Hospital,Major Teaching,2,6.26,68984
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015778.0,UCSF Medical Center at Mission Bay,Acute Care Hospital,MajorTeaching,2,2.89,45010
202H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000019.0,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,Major Teaching,1,3.35,44389
2020H1,California,San Jaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000117.0,Dameron Hospital,Ackute Care Hospital,"Community, 125-250 Beds",1,0.43,7342
2020H1,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000118.0,Doctors Hospital of Manteca,Acute Care Hogspital,"Community, <125 Beds",0,0.44,7564
2020H1,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000973.0,"Kaiser Foundation Hospital, Manteca",Acute Care Hospital,"Community, <125 Beds",0,0.08,3904
2020H1,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000135.0,San Joaquin General Hospital,Acute Care Hospital,Major Teaching,3,1.58,23116
20201H,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000143.0,St. Joseph's Medical Center Of Stockton,Acute Care Hosital,"Community, >250 Beds",4,2.28,46018
2k020H1,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000141.0,Sutter Tracy Community Hospital,Acute Care Hospitnal,"Community, <125 Beds",0,0.23,6633
2020H1,California,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000016.0,French Hospital Medical Center,Acute Cagre Hospital,"Community, <125 Beds",0,0.37,9313
202k0H1,California,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000009.0,"Marian Regional Medical Center, Arroyo Grande",Acute Care Hospitoal,"Community, <125 Beds",0,0.11,3073
2020H1,California,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000009.0,"Marian Regional Medical Center, Arroyo Grande, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3113
2020H1,California,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstreamn Infections (MRSA BSI),50000031.0,Serra Vista Regional Medical Center,Acute are Hospital,"Community, 125-250 Beds",0,0.46,10236
2020H1,Califronia,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000037.0,Tenet Health Central Coast Twin Cities Comunity Hospital,Acute Care Hosital,"Community, <125 Beds",0,0.33,7617
2020H1,California,Sna Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000026.0,AHMC Seton Medical Center,Aute Care Hospital,"Community, 125-250 Beds",0,0.39,8972
2020H1,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000010.0,"Kaiser Foundation Hospital, Redwood City",Acute Care Hospital,Major Teaching,0,0.6,14977
2h020H1,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000009.0,"Kaiser Foundation Hospital, South San Francisco",Acute Care Hospital,"Comunity, <125 Beds",0,0.46,10813
2020H1,Calfornia,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000716.0,Menlo Park Surgical Hospital,Acut Care Hospital,"Community, <125 Beds",0,0.0,118
2020H1,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000017.0,Mills-Peninsula Medical Center,Acrute Care Hospital,"Community, 125-250 Beds",2,0.9,23502
2020H1,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000007.0,San Mateo Medical Center,Aczute Care Hospital,"Community, <125 Beds",1,0.14,5446
2020H1,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000025.0,Sequoia Hospital,Acute Cre Hospital,"Community, 125-250 Beds",0,0.33,10545
2020H1,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000017.0,Goleta Valley Cottage Hospital,Acute Care Hopital,"Community, <125 Beds",0,0.05,1704
2020H1,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000018.0,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,0,0.1,4359
2020H1,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000021.0,Marian Regional Medial Center,AcuteCare Hospital,"Community, 125-250 Beds",0,1.46,28734
2020H1,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000280.0,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,1,2.03,35632
2020H1,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000280.0,"Santa Barbara Cottage Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4341
202v0H1,California,Snta Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000030.0,Santa Ynez Valley Cottage Hospital,wCritical Access Hospital,Critical Access,0,0.0,160
2020H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70001351.0,El Camino Health,Acute Caer Hospital,"Community, >250 Beds",2,1.29,33668
2020H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000136.0,El Camino Health Los Gatos,Acue Care Hospital,"Community, 125-250 Beds",0,0.28,5276
2020H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000136.0,"El Camino Health Los Gatos, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitaiton Unit,0,0.07,3832
2020H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000153.0,"Good Samaritan Hospital, San Jose",AcuteC are Hospital,"Community, >250 Beds",***,1.89,32385
2020H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000150.0,"Kaiser Foundation Hospital, San Jose",Acute Care Hopsital,"Community, 125-250 Beds",2,0.79,22555
2020H1,California,Santa Clara,Methicillin-Resistant Staphylcooccus aureus Bloodstream Infections (MRSA BSI),70001355.0,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,Major Teaching,1,2.23,44135
2020H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70001349.0,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,2,1.57,45363
2020H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000154.0,Mission Oaks Hospital,Acutew Care Hospital,"Community, <125 Beds",0,0.0,0
0220H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000154.0,"Mission Oaks Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2484
