objectid(long),routeid,beginpoint(double precision),endpoint(double precision),xsp,stlnstlocname,townnumber(long),townname,yearvalue(long),global_id,shape_length(double precision)
6485,80-E,11.81,13.97,CONT,OLD TOLL RD,75,MADISON,2022,1e1e3b02-11b0-4a6c-868b-aafa352a992a,11465.8617003394
6486,80-W,13.97,14.11,REV,OLD TOLL RD,75,MADISON,2022,7b72efeb-b5a3-45be-9d87-279620d36f6b,704.06129648512
6487,14-E,20.0,20.77,CONT,STERLING ST,108,PLAINFIELD,2022,8a9fce34-7e89-4130-b22d-7884d0711ad2,4088.99614165143
6488,140-E,2.58,2.74,CONT,BRIDGE ST,165,WINDSOR LOCKS,2022,da70824f-5ded-4763-b48c-7e31fe1da07e,859.587773768006
6489,140-E,9.33,12.38,CONT,SADDS MILL RD,47,ELLINGTON,2022,2f335e91-b0e0-4201-9718-d0f82ca89d9d,16125.8261042814
6490,142-E,3.2,4.27,CONT,SHORT BEACH RD,14,BRANFORD,2022,196c4f98-8d0b-4ab0-8e82-0ee17428e6b0,5613.87171659918
6491,154-N,10.98,11.09,LOG,MIDDLESEX TPKE,49,ESSEX,2022,709334c8-7631-40da-a5e5-692f29cc0e28,575.70398529828
6492,154-S,27.87,28.04,REV,SAYBROOK RD,82,MIDDLETOWN,2022,5dbbbec4-42b8-4776-937b-2628e5b408f9,950.202441792585
6493,157-N,1.96,5.22,CONT,MAIN ST,81,MIDDLEFIELD,2022,4c942724-52a7-4434-8964-4730d467cd72,17279.6767575772
6494,157-N,6.72,6.86,CONT,WEST ST,82,MIDDLETOWN,2022,75bd1429-3ef6-41d8-bf57-c4c421b9dbba,749.230618017574
6495,159-N,0.0,0.04,CONT,WINDSOR AVE,164,WINDSOR,2022,778adc7c-9eb0-4b79-9087-d285c8faa887,166.142239696825
6496,159-N,1.3,1.41,LOG,WINDSOR AVE,164,WINDSOR,2022,2b6b0e39-ebc6-49e8-88a1-7079f3aca561,672.947319021773
6497,159-N,3.06,3.58,LOG,BROAD ST,164,WINDSOR,2022,c00d82d0-1716-4768-9d02-a17e006dbcbd,2772.84563336778
6498,159-S,0.39,1.14,REV,WINDSOR AVE,164,WINDSOR,2022,a86bc316-b32c-4e78-8332-236aa4e9a5ef,3987.94803730518
6499,502-E,4.98,6.31,CONT,WEST CENTER ST,76,MANCHESTER,2022,0f64e875-7dc2-4cff-8f62-f7f5fc7957b7,6938.59499491713
6500,53-N,6.47,7.29,CONT,WESTON RD,157,WESTON,2022,8f1dfad6-cbaf-4b6b-bc2e-335c239a9dbe,4341.19315624656
6501,53-N,11.72,13.01,CONT,NEWTOWN TPKE,116,REDDING,2022,2b777d23-84c8-4432-b7b8-5d27477ed9ef,6844.07404449961
6502,53-N,13.74,17.46,CONT,REDDING RD,116,REDDING,2022,26188cf3-f8d4-49e4-92fd-babca9ecfa5f,19661.8644947094
6503,801-E,0.0,2.22,CONT,EAST MAIN ST,151,WATERBURY,2022,2a41959a-2d7b-41ec-9868-b0aad94d176c,11719.9171399502
6504,142-W,0.04,0.26,REV,HEMINGWAY AVE,43,EAST HAVEN,2022,db2baac7-6d63-4223-b855-be46af559775,1152.54496685816
6505,145-N,1.84,4.58,CONT,HORSE HILL RD,154,WESTBROOK,2022,94a726c4-46b8-4fe9-8b8d-eb330cd12a77,14367.8199650999
6506,146-E,4.2,4.79,CONT,BLACKSTONE AVE,14,BRANFORD,1270,1b9b23f1-52c3-42c5-b693-6d6c8d746e8c,3166.38430320184
6507,146-E,4.79,5.43,CONT,TOTOKET RD,14,BRANFORD,2022,a7e33f20-9f98-45cd-9a18-27dec783afc2,3342.70729548073
6508,147-N,0.92,2.07,CONT,DURHAM RD,81,MIDDLEFIELD,2022,29cd433d-4f41-4640-8b3b-fe93706f9976,6020.91391360843
6509,163-N,8.26,12.56,CONT,BOZRAH ST,13,BOZRAH,2022,bfeca46d-34cb-4ee0-8e74-978a59c69d4b,22629.2841536689
6510,168-E,0.0,7.93,CONT,MOUNTAIN RD,139,SUFFIELD,2022,d0f68d08-e258-4cf8-8b34-ad6f60678edd,41860.2482731012
6511,169-N,23.35,25.5,CONT,ORCHARD HILL RD,111,POMFRET,2022,b94a41bc-87b2-4be7-bdbe-1fccbaf121c0,11353.84963574
6512,169-N,30.96,31.32,CONT,SOMERS TPKE,169,WOODSTOCK,2022,bde8b0c2-92d4-4dd1-b7f8-834888b4844b,1937.58213325981
6513,17-N,0.03,0.26,LOG,MIDDLETOWN AVE,92,NEW HAVEN,2022,c7df6562-f38f-4992-9f52-7bba5c0a05cd,1164.54756085826
6514,17-N,21.52,22.14,LOG,SOUTH MAIN ST,82,MIDDLETOWN,2022,065eafe7-b459-4e55-9a08-e8144b20cfc4,3234.60648553679
6515,17-N,23.14,23.26,LOG,MAIN ST,82,MIDDLETOWN,2022,af45396a-a056-4d46-b14c-29abb10a02ee,648.630831979275
6516,17-S,34.92,36.41,REV,GLASTONBURY EXPWY,53,GLASTONBURY,2022,f9e28440-8ba1-47ad-a2f1-f1fccdeeb1be,8727.44064485788
6517,171-E,19.0,19.87,CONT,WOODSTOCK AVE,115,PUTNAM,2022,3410ce88-aea4-43e4-8a7d-d4fb895659c7,4556.27599152261
6518,173-N,5.84,5.98,CONT,SOUTH MAIN ST,155,WEST HARTFORD,2022,20e6d224-f3d1-48d0-bfbe-b7510977aafc,715.63493820734
6519,174-E,0.26,0.69,CONT,EAST MAIN ST,88,NEW BRITAIN,2022,c1d44612-dc6a-4214-8b04-35efef6dd08b,2310.60459211189
6520,174-E,0.69,0.75,CONT,EAST ST,88,NEW BRITAIN,2022,f90b5f5e-5ef8-44c0-b86e-fb40dd3b514b,301.264082740877
6521,174-E,0.75,1.25,CONT,NEWINGTON AVE,88,NEW BRITAIN,2022,5559ec43-1dce-428b-9fac-75531037c018,2677.94424879084
6522,53-N,22.12,22.42,CONT,MAIN ST,34,DANBURY,2022,4959d2d2-5e91-4d7a-a015-6aca694ed610,1545.98166182835
6523,533-N,1.17,2.15,CONT,LAKE ST,146,VERNON,2022,47c33dc4-53f9-4f4c-af9e-4fa515bc7d49,5220.22322266159
6524,536-E,0.0,0.15,CONT,PINE ST,109,PLAINVILLE,2022,0d6120ae-3605-4af5-a9c3-49e7e1f9e480,787.82708620082
6525,536-W,1.27,1.42,REV,CROOKED ST,109,PLAINVILLE,2022,a33de0a6-f50a-407f-b5eb-6f7adf6775fb,752.590878503696
6526,552-E,0.0,0.23,CONT,SCOTT SWAMP RD,51,FARMINGTON,2118,84ef49b3-eb21-4be1-8472-15565b46cf54,1229.89405837395
6527,565-E,0.0,0.84,CONT,MAPLE AVE,23,CANTON,2022,3141c1d5-8f37-476f-8072-7f7936e23114,4440.09312454352
6528,58-N,0.0,0.48,CONT,TUNXIS HILL RD,50,FAIRFIELD,2022,f5b7d750-ecce-4cca-bd78-cce2bc3984cf,2566.14143930122
6529,58-N,5.21,11.11,CONT,BLACK ROCK RD,45,EASTON,2711,5f2ac208-4804-4c48-93c7-f29e80ff26cb,31145.7497499854
6530,59-N,2.77,3.81,CONT,EASTON TPKE,50,FAIRFIELD,1400,dead2cc3-f086-4343-8727-99670d2dd52d,5459.0954668057
6531,81-N,0.67,3.68,CONT,KILLINGWORTH TPKE,27,CLINTON,2022,d9ce03d3-1176-4604-99d3-42673fddaa8d,15953.2896017276
6532,82-E,17.61,20.54,CONT,NORWICH RD,120,SALEM,2022,26b1aa57-725b-49da-a6e3-e9f2474cbbdd,15495.2636276201
6533,82-E,17.52,17.55,LOG,EAST HADDAM RD,120,SALEM,2022,7eac01f2-8de2-4b7c-9a2e-8c3dceac8655,128.321865311985
6534,147-N,2.07,2.76,CONT,MAIN ST,81,MIDDLEFIELD,1678,37c5bdef-2f93-4f83-8230-04ac06fc2938,3661.84443618565
6535,149-N,5.61,6.82,CONT,SIPPLES HILL RD,40,EAST HADDAM,2022,6e1252cc-16d1-478f-9b41-49b065e23afe,6379.4268205997
6536,15-N,66.77,67.96,LOG,NORTH BROAD ST,79,MERIDEN,2022,7b0e4fab-5f47-467b-9f4f-e21a4b3bda2d,6332.77257154523
6537,150-N,6.94,8.56,CONT,MAIN ST,148,WALLINGFORD,2022,de824491-f320-4ed9-8f18-85b32f602baf,8522.10862215052
6538,151-N,4.81,6.09,CONT,MOODUS RD,60,HADDAM,2022,448b53f9-1af8-48b5-a4b8-9eeed11a36ea,6797.05916864437
6539,151-N,6.09,7.36,CONT,MOODUS RD,41,EAST HAMPTON,2022,a691cfeb-998c-4335-ac18-b2c7ed46d316,6667.95185448234
6540,179-N,14.59,16.53,CONT,SOUTH RD,64,HARTLAND,2022,2a149742-c5e1-4b1a-825b-c62486cefd23,10263.1321108852
6541,179-N,16.53,16.55,CONT,WALNUT HILL RD,64,HARTLAND,2022,d8550d00-3ddf-48df-ac69-74bb4d22e3c9,99.3348847936675
6542,184-E,0.0,0.55,LOG,GOLD STAR HWY,58,GROTON,2022,b2b1bc2f-c1b5-4617-8743-8eb669c9d9bf,3004.74091759892
6543,184-W,12.18,12.29,REV,PROVIDENCE-NEW LONDON TPKE,101,NORTH STONINGTON,2022,eba62a9c-5220-4b35-9107-fb290a5b3026,772.253925961779
6544,188-N,7.89,8.03,CONT,SOUTHFORD RD,130,SOUTHBURY,2022,ab66c901-4d3a-41fe-9349-1cc88da1a558,773.904248473458
6545,189-N,16.62,20.32,CONT,GRANVILLE RD,55,GRANBY,2022,517e70b7-01f0-484b-8332-6bd36b93de8a,19508.6588544047
6546,6-E,22.52,24.59,CONT,MAIN ST NORTH,130,SOUTHBURY,2022,a349dd63-82e6-49e9-bb1a-fc87dbd632c4,11006.6808478964
6547,6-E,32.36,34.24,CONT,WOODBURY RD,153,WATERTOWN,2022,20e36473-e042-4028-860f-abdad5d14eac,9958.70113065632
6548,6-E,103.67,107.44,CONT,HARTFORD RD,19,BROOKLYN,2022,3a23160e-1d88-4e83-9300-50ac226185c5,19928.129046583
6549,82-E,28.2,28.47,LOG,WEST MAIN ST,103,NORWICH,2022,45411525-f6d3-4d5b-a399-26db5119c599,1458.4873383241
6550,82-W,17.52,17.55,REV,EAST HADDAM RD,120,SALEM,2022,6d48cb0f-37c8-4703-bc6b-ee5c0262dfc7,142.516503342709
6551,82-W,26.24,26.43,REV,NORWICH - SALEM TPKE,103,NORWICH,2022,05d35b67-b406-424d-a8c6-b8b9b6018ff8,950.036011059669
6552,822-E,3.26,3.33,CONT,HIGH RIDGE AVE,117,RIDGEFIELD,2022,bce8a24c-1b0c-4ac7-af39-f9ed025976bf,434.857055788732
6553,824-N,0.0,0.29,CONT,NEW STATE RD,34,DANBURY,2022,97722334-0cd1-4c4e-88b6-8273eab90fec,1588.5049010401
6554,83-N,14.58,15.28,CONT,WINDSOR AVE,146,VERNON,2022,e088ec2f-8d55-4c50-9433-2b101038fd77,3706.26430107705
6555,83-N,15.28,15.39,CONT,UNION ST,146,VERNON,2022,2f5adc24-e367-4078-a5f3-29b916bd474c,585.550888627471
6556,83-N,15.5,17.63,CONT,WEST RD,47,ELLINGTON,2022,c3948a91-f80a-440f-88b4-90943ad03afd,11292.948401786
6557,83-S,11.76,12.04,REV,TALCOTTVILLE RD,146,VERNON,2022,57d70e6e-e076-4351-92c1-1ab63426a3fd,1422.22416162574
6558,840-S,0.75,0.8,REV,WHITE TURKEY RD EXT,34,DANBURY,1361,355b747e-2a09-4f07-8a7e-e018a26aa816,348.679172531163
6559,154-N,1.15,1.7,CONT,PLUM BANK RD,105,OLD SAYBROOK,2022,ef80fa76-2b98-43af-bf38-3f45679f5d56,2899.32815746496
6560,154-N,7.1,9.43,CONT,MIDDLESEX TPKE,105,OLD SAYBROOK,2022,bd988e97-4c50-4966-aba4-351355278575,12310.3061134373
6561,154-N,15.21,18.0,CONT,MIDDLESEX TPKE,26,CHESTER,1045,ced16549-a31e-4d69-a8f5-27242c233afe,14701.0897467395
6562,154-N,11.78,11.94,LOG,MIDDLESEX TPKE,49,ESSEX,2022,9952ea7d-e205-46a4-a45f-8bc3465a29df,828.038628699564
6563,19-N,4.15,6.99,CONT,WALES RD,134,STAFFORD,2022,ee227b0b-42bf-4f3a-8721-eed97fcfa3d9,14979.5455850495
6564,190-E,2.83,3.19,CONT,HAZARD AVE,48,ENFIELD,2022,b65a9547-de3b-4a7b-9e55-d220bed9eef3,1893.79039310038
6565,191-N,1.51,2.73,CONT,SCANTIC RD,46,EAST WINDSOR,2022,441fd661-4a2b-4ab6-a273-fe1c42c13257,6405.51355651298
6566,191-N,3.8,4.59,CONT,MAIN ST,46,EAST WINDSOR,2022,bb4279c4-484b-4046-820d-704b4ced5a43,4131.24747639911
6567,193-N,0.0,6.63,CONT,THOMPSON RD,141,THOMPSON,2022,9bcfff66-2ba2-4ebb-8340-89fc65c132cb,35011.3141794005
6568,6-E,107.44,110.36,CONT,PROVIDENCE RD,19,BROOKLYN,2022,4b10c456-e81e-4fe1-9214-7de08779cee7,15365.077271858
6569,6-E,112.187,115.84,CONT,PROVIDENCE TPKE,68,KILLINGLY,2022,97eb2104-1b8c-4709-ace5-98aefe647f72,19166.0353111232
6570,6-W,110.85,112.17,REV,PROVIDENCE TPKE,68,KILLINGLY,2022,dbe61c5f-4b31-47dc-90f0-955121f7d70b,7040.0165879405
6571,843-S,0.0,0.16,CONT,PARK PLACE WEST,162,WINCHESTER,2978,1c772a0b-2be1-4736-b573-7105120e577c,871.244158496794
6572,847-N,3.05,3.16,LOG,GRAND ST,151,WATERBURY,2022,7d1139ce-03ff-4740-b000-ff3831fb911a,592.402041826005
6573,848-N,0.0,3.31,CONT,WATERBURY RD,140,THOMASTON,2022,66d1c440-69a2-4b83-a3c9-32e73e27a2dd,17350.7057215541
6574,85-N,14.91,18.24,CONT,NEW LONDON RD,28,COLCHESTER,2022,3788b0a3-7654-4de5-9952-0ceb346405d1,17562.8363194233
6575,85-S,1.08,2.2,REV,HARTFORD TPKE,152,WATERFORD,2022,58c44029-4395-4148-8fef-2c721ae9204c,5835.43543082455
6576,85-S,25.52,25.61,REV,GILEAD ST,66,HEBRON,2022,8dc35653-3ec7-48fe-a788-82fe2c648d7b,450.095900372471
6577,87-N,10.6,16.08,CONT,JONATHAN TRUMBULL HWY,30,COLUMBIA,2022,cfdb7f84-aec7-41aa-879f-b80b4c7e70c0,28915.3901754977
6578,87-N,16.08,16.62,CONT,JONATHAN TRUMBULL HWY,1,ANDOVER,2890,1b9dd6c5-2f33-435a-9077-e19704f444b1,2895.82930934245
6579,154-S,10.98,11.09,REV,MIDDLESEX TPKE,49,ESSEX,2022,222a0bba-5c04-4704-beec-b1c8d66d29cf,582.825755400025
6580,156-E,8.96,15.38,CONT,SHORE RD,104,OLD LYME,2022,30342dc3-e240-44a3-be2d-99a1eee67108,33819.7239926842
6581,157-N,0.0,1.02,CONT,SKEET CLUB RD,37,DURHAM,2022,c4fe39bb-1e5e-40c6-8ccc-6fe8c7f64f62,5345.05156282363
6582,159-N,1.14,1.3,CONT,WINDSOR AVE,164,WINDSOR,2022,9d0485f4-a168-4d93-9372-c9fabe902afd,868.095517886901
6583,159-N,1.9,2.06,CONT,WINDSOR AVE,164,WINDSOR,2022,fd727d78-827e-45c5-bf94-654ede65f599,907.234146305141
6584,159-N,8.64,9.12,CONT,SOUTH MAIN ST,165,WINDSOR LOCKS,2022,a078033a-3b15-473d-931c-db5dffa18d5e,2545.74492099078
6585,159-N,0.39,1.14,LOG,WINDSOR AVE,164,WINDSOR,2022,6ad1423a-1d99-4ddb-aa70-154e0d07ada6,3979.74148518871
6586,159-S,1.46,1.9,REV,WINDSOR AVE,164,WINDSOR,2022,8dc554f3-8c46-4f80-863a-cdee2c5374a8,2441.09227767959
6587,159-S,2.06,3.06,REV,WINDSOR AVE,164,WINDSOR,2501,8ea77a63-5719-4ad3-8ac3-d534c3656ec3,5150.79717831498
6588,16-E,11.38,12.02,CONT,LINWOOD AVE,28,COLCHESTER,2754,d2393a46-88ca-4c05-b0e2-f6b444985b94,3311.57256389615
6589,195-N,12.09,15.9,CONT,MERROW RD,142,TOLLAND,2022,cec160ea-58e0-44fc-9be7-3e748d6a8000,20001.1334606425
6590,195-S,7.04,7.21,REV,STORRS RD,77,MANSFIELD,2638,66f7c91b-ce58-41ae-93d5-d6d72442997b,891.09174797089
6591,2-W,54.29,54.31,REV,PROVIDENCE-NEW LONDON TPKE,101,NORTH STONINGTON,3013,73064696-a78e-44db-8fb7-8ff723e3c177,104.751621729821
6592,20-E,5.8,8.06,CONT,CENTER ST,64,HARTLAND,2022,a3541a0f-cc8f-4cdb-998b-c6151395d0d8,11878.9723602885
6593,603-E,1.07,3.54,CONT,BOSTON HILL RD,1,ANDOVER,2022,5ccb7095-07b5-4684-94ba-e34f7f2be643,13057.5761431239
6594,614-N,0.0,1.36,CONT,ALLYN ST,58,GROTON,2022,d2587107-8032-4462-9113-ba1c4ec2696c,7187.3122370639
6595,625-N,0.0,0.99,CONT,GROVE BEACH RD NORTH,154,WESTBROOK,2022,57f2077d-616b-4218-a7a3-47454d1a227e,5272.30052337434
6596,628-E,0.3,0.33,CONT,SPRING BROOK RD,105,OLD SAYBROOK,2022,3d573c84-955f-49d4-a642-112f23551957,188.070609899798
6597,89-N,5.48,7.62,CONT,MANSFIELD RD,3,ASHFORD,2022,e6c92f94-a63d-4649-ac68-4f377679a388,11328.1433270056
6598,89-N,11.71,12.69,CONT,TURNPIKE RD,3,ASHFORD,1454,5bafcb13-aedc-43f5-9ac5-3703d10ea509,5178.05640700062
6599,94-E,0.2,0.47,CONT,HEBRON AVE,53,GLASTONBURY,2022,84378df2-c4ba-4018-8562-066ad605523a,1414.73469775774
6600,97-N,11.26,11.3,CONT,HUNTINGTON RD,123,SCOTLAND,2221,054098fe-770b-4d62-a5da-ad548d91a172,179.304792009854
6601,97-N,14.36,16.8,CONT,PUDDING HILL RD,62,HAMPTON,2022,53b9eedb-7642-4aa1-b376-5758f8b1958d,12891.8060921579
6602,160-E,0.0,1.05,CONT,DEMING RD,7,BERLIN,2022,31ffd78e-054a-420a-a982-27885133109c,5561.57456971921
6603,160-E,3.21,3.4,CONT,CROMWELL AVE,118,ROCKY HILL,2022,0de45b44-af2a-47ba-8e8d-cb1bef27982f,1001.60978155531
6604,160-E,6.63,7.13,CONT,TRYON ST,53,GLASTONBURY,2022,4e8bf237-c934-491a-b47f-02310b30df08,2662.62207859383
6605,161-N,0.0,1.11,CONT,PENNSYLVANIA AVE,44,EAST LYME,2022,68ed20e3-9ca4-4a76-8efb-8b9f536bf864,5926.41261330169
6606,161-N,1.11,3.37,CONT,FLANDERS RD,44,EAST LYME,2022,53b5b56d-22f8-4c25-aabe-88eb79e5aa0c,11976.5726423931
6607,20-E,14.45,16.43,CONT,HARTLAND BLVD,64,HARTLAND,2022,d8e2950a-c840-4c67-875b-3de25395f149,10443.8820124049
6608,20-W,28.16,31.04,REV,BRADLEY FIELD CONNECTOR,164,WINDSOR,2022,936d6fe6-e2d3-4f77-9bb9-a9a296a523a4,15244.4235036818
6609,201-N,19.44,20.1,CONT,EAST MAIN ST,57,GRISWOLD,2022,d13e5ac3-00b8-4aee-b1eb-f65503d07eff,3519.16124993893
6610,202-N,9.14,13.81,CONT,FEDERAL RD,18,BROOKFIELD,2022,4999abbf-f039-4751-a36b-263e89b69bd8,24562.5741242377
6611,202-N,20.52,21.64,CONT,PARK LA,95,NEW MILFORD,2022,3dae96de-29b2-44c7-939f-fd6a0e1b7895,5917.81418528209
6612,63-N,1.62,5.54,CONT,AMITY RD,167,WOODBRIDGE,2022,56d2e792-e61c-470c-b77d-cdd906632df2,20715.6638397055
6613,63-N,15.63,15.8,CONT,CHURCH ST,87,NAUGATUCK,2022,acdd81ba-b308-4cbc-9c0a-aaaf6026012c,933.956776785775
6614,63-N,19.39,21.36,CONT,STRAITS TPKE,80,MIDDLEBURY,2557,3929ab9c-66e2-457b-b9b0-45c9a27cd770,10412.8786892751
6615,63-N,29.31,30.81,CONT,WATERTOWN RD,86,MORRIS,2022,e2b1990d-0f21-4c5d-a5f7-f549ad09397f,7966.03852463175
6616,63-N,33.77,34.95,CONT,SOUTH ST,73,LITCHFIELD,2022,f6d7981c-c88e-4053-b570-f9b5e1db3bda,6282.18114007549
6617,97-N,27.01,29.14,CONT,DEERFIELD RD,111,POMFRET,2022,252f654e-d07a-4cd6-9cc6-7d4e5ad7f7b6,11277.7257297145
6618,1-N,15.86,16.17,CONT,CROSS ST,102,NORWALK,2022,f53e4f79-e52d-49be-a83e-2e35c361a022,1704.04142107217
6619,1-N,17.99,19.22,CONT,POST RD WEST,158,WESTPORT,2022,4d89730b-4dde-40e2-a873-d70cf94ff48e,6536.06506663994
6620,1-N,88.64,92.62,CONT,BOSTON POST RD,44,EAST LYME,2497,6b65ba65-eebb-4f1c-ab5d-a4f1f88b7db0,20981.4786221874
6621,1-N,110.02,112.99,CONT,STONINGTON-WESTERLY RD,137,STONINGTON,1514,a8b05da7-9ba8-46e5-bc84-96e9432a3afb,15694.005842513
6622,1-N,20.45,20.8,LOG,POST RD EAST,158,WESTPORT,2022,6e9e94a5-7c00-4ded-88cb-1ed1072374da,1833.20667987166
6623,1-N,25.66,25.81,LOG,POST RD,50,FAIRFIELD,2022,822aa73e-7f9a-4d3d-bf96-9419861c6409,787.969047097349
6624,1-N,30.85,30.88,LOG,NORTH AVE,15,BRIDGEPORT,2022,4ef439ef-b0fe-4987-96f6-715739cec58b,163.834519956621
6625,162-E,9.5,10.06,CONT,BULL HILL LA,156,WEST HAVEN,2022,2d9e8001-9807-4d8a-87bc-75b051d5f8cd,2989.36979792798
6626,163-N,0.0,7.34,CONT,OAKDALE RD,85,MONTVILLE,2022,fb0b1c00-fc82-430b-86cf-1051944bbaea,38669.172063614
6627,164-N,3.11,5.64,CONT,JEWETT CITY RD,113,PRESTON,2022,ee4fcf49-3839-41da-b448-04664ae2436d,13400.8977434391
6628,165-E,1.29,7.87,CONT,SHETUCKET TPKE,113,PRESTON,2022,e467f715-1175-4847-9031-091a116a1da1,34706.3630030784
6629,7-N,46.46,50.92,CONT,KENT RD,67,KENT,2022,3efa87a8-24d4-4425-98de-53cc7f03f785,23473.7120468746
6630,7-N,74.57,75.84,CONT,SOUTH CANAAN RD,99,NORTH CANAAN,2022,66f277e8-f94a-461f-81e7-c541c66c7c23,6657.07752922688
6631,7-S,19.94,20.18,REV,SUGAR HOLLOW RD,34,DANBURY,2022,0fd7a0d6-3b39-4234-96be-578821ef47b5,1231.5603140243
6632,703-N,0.0,0.2,CONT,LITCHFIELD TPKE,8,BETHANY,2022,b28baa15-fb36-4f57-ab67-3ed65c64175a,1051.50612531036
6633,71-N,2.36,3.3,CONT,COOK AVE,79,MERIDEN,2022,2720effa-2061-4a4f-a1c8-78ca5a593858,5065.73992795856
6634,71-N,12.28,13.27,CONT,SOUTH MAIN ST,88,NEW BRITAIN,2022,7ee814fa-9e7b-4eda-8257-4bc272f46c72,5276.55748906819
6635,847-N,0.27,3.05,CONT,SOUTH MAIN ST,151,WATERBURY,2022,48673728-5d2b-4d09-8cea-44e802f91411,14691.1922055699
6636,847-N,3.45,3.6,CONT,MEADOW ST,151,WATERBURY,2022,3b55110b-33cb-4c7e-9d96-80f3fe044906,803.437127366759
6637,849-S,0.0,0.21,CONT,WATERTOWN AVE,151,WATERBURY,2022,97cd10e8-4704-4ef3-a366-c05306242703,1164.96576076491
6638,85-N,3.42,5.43,CONT,HARTFORD TPKE,152,WATERFORD,2022,1b056f45-416d-4f66-ae81-5f9d47f03a7e,10663.4972882801
6639,85-N,19.11,19.4,CONT,BROADWAY,28,COLCHESTER,2022,c2fa0e1f-5519-4351-bcb0-95484f40278a,1459.77384711082
6640,85-N,11.27,11.34,LOG,HARTFORD RD,120,SALEM,1035,fa73c11f-7dc0-454a-a6f6-94e80ab14dbf,385.227747512305
6641,243-E,6.22,6.45,LOG,FOUNTAIN ST,92,NEW HAVEN,2022,d1ec2c2b-32b1-40de-8b05-a9308f4e2dbc,1271.7949253812
6642,254-N,0.0,0.45,CONT,WATERBURY RD,140,THOMASTON,2022,b5771269-15ba-4d84-9fac-1d51a90bb84e,2382.42697497698
6643,27-N,2.71,2.93,CONT,MAIN ST,137,STONINGTON,2022,f7d1bf2b-9ded-4eef-b7a7-d108f9128c6c,1164.82242566816
6644,272-N,7.18,13.41,CONT,LITCHFIELD RD,97,NORFOLK,2022,99d6a215-a079-45f8-889d-f0b20e89a09a,32866.9294742937
6645,275-E,1.72,4.15,CONT,SOUTH EAGLEVILLE RD,77,MANSFIELD,2022,18799bb3-d119-4b6d-9d13-686d8647e6b6,12831.7372266859
6646,287-E,0.0,0.76,CONT,EAST ROBBINS AVE,93,NEWINGTON,2022,91ef1fcb-97b2-4627-989f-b9929123be58,4042.04255176271
6647,3-S,10.88,11.86,REV,MAPLE ST,159,WETHERSFIELD,2022,e7f5d25c-3538-42a1-b2e9-87c760dd457b,5037.7428251556
6648,30-N,13.54,17.05,CONT,CRYSTAL LAKE RD,142,TOLLAND,2022,8ec07265-8742-42d5-b672-732e37a7b0e2,18538.138586927
6649,305-E,2.24,2.62,LOG,BLOOMFIELD AVE,164,WINDSOR,2022,20bb5580-6d10-420f-9ff5-975a11d1e735,2029.75433311855
6650,42-E,10.69,11.82,CONT,BETHANY MOUNTAIN RD,25,CHESHIRE,2022,73ad1e05-f415-42a6-a33a-76f383f43934,5958.66020779928
6651,422-E,0.0,0.31,CONT,NOTT ST,159,WETHERSFIELD,2022,44d0114f-6fe8-412f-9cc7-7522af730b4c,1673.91522031539
6652,426-N,0.19,0.2,CONT,TROUT HATCHERY RD,108,PLAINFIELD,2022,54d5dffe-6ab4-4e5b-9aa0-eab7b5748d1d,41.4871764266465
6653,432-N,0.0,0.54,CONT,STONE RANCH RD,44,EAST LYME,2022,4bf2867e-8e38-48d7-a57c-562eacce118f,2864.16613442149
6654,437-E,0.0,0.09,CONT,CRYSTAL AVE,94,NEW LONDON,2022,a8c49f21-b217-45ff-8cf2-f069033d9389,494.7701550975
6655,44-E,0.0,3.06,CONT,MILLERTON RD,121,SALISBURY,2022,39ec6aee-7c4f-4f76-b34f-75e42d82b87b,16225.8458087541
6656,85-S,3.21,3.42,REV,HARTFORD TPKE,152,WATERFORD,2022,b3be4969-9867-4c40-a3f7-1e614993f351,1013.58278407818
6657,918-E,0.03,0.16,CONT,FARMINGTON AVE,7,BERLIN,2022,9201b571-7da7-4f44-88ca-ab6350821436,688.041853694392
6658,94-W,0.47,0.72,REV,HEBRON AVE,53,GLASTONBURY,2022,59550e88-ef6a-4996-b5cf-c858e2015d43,1279.69362440883
6659,1-N,0.18,2.0,CONT,WEST PUTNAM AVE,56,GREENWICH,2022,2731ce73-43cb-458a-b530-5efff2502101,9630.23445164007
6660,1-N,7.77,8.97,CONT,EAST MAIN ST,135,STAMFORD,2022,b9d48e82-473c-4b19-8e75-3a6e3112ed59,6325.12024501351
6661,1-N,16.54,17.99,CONT,WESTPORT AVE,102,NORWALK,2022,3c6c5814-925f-4263-a745-239e7c80a799,7626.4355953877
6662,1-N,39.28,39.77,CONT,BOSTON POST RD,83,MILFORD,2022,47e9a37d-e7e9-432c-837e-c029249318d9,2670.36306581256
6663,1-N,46.64,47.05,CONT,COLUMBUS AVE,92,NEW HAVEN,1754,75e4d10d-e8a0-4dbd-a868-03cd15414eec,2203.97565624232
6664,1-N,83.53,84.22,CONT,HALLS RD,104,OLD LYME,2689,5abcd9a5-2a27-4142-8332-389f3fc5758e,3708.94139535505
6665,133-N,0.0,1.26,CONT,JUNCTION RD,18,BROOKFIELD,2022,1905fc4a-f7cb-4c31-aba1-09f637cdbf6a,6679.47839572202
