OBJECTID,DFIRM_ID,FIRM_ID,ST_FIPS,PCOMM,PANEL,SUFFIX,FIRM_PAN,PANEL_TYP,EFF_DATE,SCALE,PNP_REASON,NW_LAT,NW_LONG,SE_LAT,SE_LONG,SOURCE_CIT
5158,50021C,50021C_1066,50,021C,0559,D,50021C0559D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5159,50021C,50021C_209,50,021C,0310,D,50021C0310D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5160,50021C,50021C_210,50,021C,0195,D,50021C0195D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5161,50021C,50021C_211,50,021C,0635,D,50021C0635D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5162,50021C,50021C_212,50,021C,0237,D,50021C0237D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5163,50021C,50021C_213,50,021C,0416,D,50021C0416D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5164,50027C,50027C_1216,50,027C,0126,E,50027C0126E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5165,50027C,50027C_1217,50,027C,0684,E,50027C0684E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5166,50027C,50027C_1218,50,027C,0454,E,50027C0454E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5167,50027C,50027C_1219,50,027C,0215,E,50027C0215E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
5168,50027C,50027C_1220,50,027C,0367,E,50027C0367E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5169,50027C,50027C_1221,50,027C,0719,E,50027C0719E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
5170,50027C,50027C_1273,50,027C,0176,E,50027C0176E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
5171,50027C,50027C_177,50,027C,0658,E,50027C0658E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5172,50027C,50027C_1113,50,027C,0614,E,50027C0614E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5173,50027C,50027C_1114,50,027C,0593,E,50027C0593E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5174,50027C,50027C_1256,50,027C,0020,E,50027C0020E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
5175,50025C,50025C_194,50,025C,0192,E,50025C0192E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5176,50025C,50025C_195,50,025C,0092,E,50025C0092E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5177,50025C,50025C_196,50,025C,0337,E,50025C0337E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5178,50025C,50025C_197,50,025C,0088,E,50025C0088E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5179,50025C,50025C_302,50,025C,0445,E,50025C0445E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5180,500066,500066_995,50,0066,0082,E,5000660082E,"Community Based, Panel Printed",2005/08/04 00:00:00+00,6000,,,,,,500066_STUDY1
5181,500066,500066_996,50,0066,0087,E,5000660087E,"Community Based, Panel Printed",2005/08/04 00:00:00+00,6000,,,,,,500066_STUDY1
5182,50025C,50025C_281,50,025C,0560,E,50025C0560E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5183,50025C,50025C_282,50,025C,0460,E,50025C0460E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5184,50025C,50025C_283,50,025C,0041,E,50025C0041E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5185,50025C,50025C_284,50,025C,0033,E,50025C0033E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5186,50025C,50025C_285,50,025C,0490,E,50025C0490E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50025C_STUDY1
5187,50025C,50025C_286,50,025C,0480,E,50025C0480E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5188,50025C,50025C_288,50,025C,0317,E,50025C0317E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5189,50025C,50025C_289,50,025C,0082,E,50025C0082E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50025C_STUDY1
5190,500066,500066_1000,50,0066,0057,E,5000660057E,"Community Based, Panel Printed",2005/08/04 00:00:00+00,6000,,,,,,500066_STUDY1
5191,500068,500068_1009,50,0068,0011,C,5000680011C,"Community Based, Panel Printed",2000/06/06 00:00:00+00,6000,,,,,,500068_STUDY1
5192,500056,500056_971,50,0056,0008,C,5000560008C,"Community Based, Not Printed",2001/07/05 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500056_STUDY1
5193,500066,500066_982,50,0066,0015,E,5000660015E,"Community Based, Not Printed",2005/08/04 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
5194,500066,500066_983,50,0066,0105,E,5000660105E,"Community Based, Not Printed",2005/08/04 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
5195,500066,500066_1001,50,0066,0019,E,5000660019E,"Community Based, Panel Printed",2005/08/04 00:00:00+00,6000,,,,,,500066_STUDY1
5196,500066,500066_984,50,0066,0044,E,5000660044E,"Community Based, Not Printed",2005/08/04 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
5197,500066,500066_985,50,0066,0009,E,5000660009E,"Community Based, Not Printed",2005/08/04 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500066_STUDY1
5198,500056,500056_978,50,0056,0009,C,5000560009C,"Community Based, Not Printed",2001/07/05 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500056_STUDY1
5199,500056,500056_979,50,0056,0013,C,5000560013C,"Community Based, Not Printed",2001/07/05 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500056_STUDY1
5200,500056,500056_980,50,0056,0006,C,5000560006C,"Community Based, Not Printed",2001/07/05 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500056_STUDY1
5201,500056,500056_981,50,0056,0007,C,5000560007C,"Community Based, Not Printed",2001/07/05 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500056_STUDY1
5202,500056,500056_969,50,0056,0001,C,5000560001C,"Community Based, Panel Printed",2001/07/05 00:00:00+00,6000,,,,,,500056_STUDY1
5203,500056,500056_970,50,0056,0012,C,5000560012C,"Community Based, Not Printed",2001/07/05 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,500056_STUDY1
5204,50021C,50021C_1029,50,021C,0502,D,50021C0502D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5205,50021C,50021C_1030,50,021C,0370,D,50021C0370D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5206,50021C,50021C_1031,50,021C,0095,D,50021C0095D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5207,50021C,50021C_1032,50,021C,0353,D,50021C0353D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5208,50021C,50021C_1033,50,021C,0160,D,50021C0160D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5209,50021C,50021C_1034,50,021C,0219,D,50021C0219D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5210,50025C,50025C_276,50,025C,0187,E,50025C0187E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5211,50025C,50025C_277,50,025C,0305,E,50025C0305E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5212,50025C,50025C_278,50,025C,0160,E,50025C0160E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5213,50025C,50025C_279,50,025C,0295,E,50025C0295E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50025C_STUDY1
5214,50025C,50025C_156,50,025C,0155,E,50025C0155E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50025C_STUDY1
5215,50025C,50025C_157,50,025C,0065,E,50025C0065E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5216,50025C,50025C_185,50,025C,0180,E,50025C0180E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5217,50025C,50025C_186,50,025C,0501,E,50025C0501E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5218,50025C,50025C_187,50,025C,0135,E,50025C0135E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50025C_STUDY1
5219,50025C,50025C_188,50,025C,0043,E,50025C0043E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5220,50025C,50025C_189,50,025C,0630,E,50025C0630E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5221,50025C,50025C_213,50,025C,0316,E,50025C0316E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50025C_STUDY1
5222,50025C,50025C_214,50,025C,0610,E,50025C0610E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5223,50025C,50025C_215,50,025C,0045,E,50025C0045E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5224,50025C,50025C_216,50,025C,0465,E,50025C0465E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5225,50025C,50025C_217,50,025C,0036,E,50025C0036E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5226,50025C,50025C_218,50,025C,0189,E,50025C0189E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5227,50025C,50025C_219,50,025C,0482,E,50025C0482E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5228,50021C,50021C_1048,50,021C,0331,D,50021C0331D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5229,50021C,50021C_1049,50,021C,0360,D,50021C0360D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5230,50021C,50021C_1050,50,021C,0351,D,50021C0351D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5231,50021C,50021C_1051,50,021C,0655,D,50021C0655D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5232,50021C,50021C_1052,50,021C,0501,D,50021C0501D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5233,50021C,50021C_1053,50,021C,0410,D,50021C0410D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5234,50021C,50021C_1071,50,021C,0585,D,50021C0585D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5235,50025C,50025C_220,50,025C,0335,E,50025C0335E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5236,50025C,50025C_221,50,025C,0028,E,50025C0028E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5237,50025C,50025C_268,50,025C,0230,E,50025C0230E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50025C_STUDY1
5238,50025C,50025C_269,50,025C,0070,E,50025C0070E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5239,50025C,50025C_270,50,025C,0435,E,50025C0435E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5240,50025C,50025C_271,50,025C,0376,E,50025C0376E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50025C_STUDY1
5241,50025C,50025C_272,50,025C,0336,E,50025C0336E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5242,50025C,50025C_274,50,025C,0178,E,50025C0178E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5243,50025C,50025C_275,50,025C,0093,E,50025C0093E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5244,50027C,50027C_1118,50,027C,0355,E,50027C0355E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
5245,50027C,50027C_1119,50,027C,0713,E,50027C0713E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5246,50027C,50027C_1120,50,027C,0685,E,50027C0685E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
5247,50027C,50027C_1121,50,027C,0518,E,50027C0518E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
5248,50021C,50021C_1053,50,021C,0410,D,50021C0410D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5249,50021C,50021C_1054,50,021C,0113,D,50021C0113D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5250,50021C,50021C_1055,50,021C,0516,D,50021C0516D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5251,50021C,50021C_1056,50,021C,0578,D,50021C0578D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5252,50021C,50021C_1057,50,021C,0430,D,50021C0430D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5253,50021C,50021C_1058,50,021C,0111,D,50021C0111D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5254,50021C,50021C_1054,50,021C,0113,D,50021C0113D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5255,50021C,50021C_1055,50,021C,0516,D,50021C0516D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5256,50021C,50021C_1056,50,021C,0578,D,50021C0578D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5257,50021C,50021C_1057,50,021C,0430,D,50021C0430D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5258,50021C,50021C_1058,50,021C,0111,D,50021C0111D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5259,50021C,50021C_1059,50,021C,0401,D,50021C0401D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5260,50021C,50021C_1060,50,021C,0085,D,50021C0085D,"Countywide, Not Printed",2008/08/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50021C_STUDY1
5261,50021C,50021C_1061,50,021C,0544,D,50021C0544D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5262,50021C,50021C_1062,50,021C,0206,D,50021C0206D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5263,50021C,50021C_1063,50,021C,0068,D,50021C0068D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5264,50021C,50021C_1064,50,021C,0090,D,50021C0090D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5265,50025C,50025C_203,50,025C,0179,E,50025C0179E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5266,50025C,50025C_204,50,025C,0339,E,50025C0339E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5267,50025C,50025C_206,50,025C,0087,E,50025C0087E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5268,500027,500027_965,50,0027,0021,D,5000270021D,"Community Based, Panel Printed",2002/07/17 00:00:00+00,6000,,,,,,500027_STUDY1
5269,50027C,50027C_1312,50,027C,0633,E,50027C0633E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5270,50027C,50027C_1313,50,027C,0632,E,50027C0632E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5271,50027C,50027C_1314,50,027C,0737,E,50027C0737E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5272,50027C,50027C_1315,50,027C,0389,E,50027C0389E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5273,50027C,50027C_1316,50,027C,0802,E,50027C0802E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5274,50021C,50021C_1059,50,021C,0401,D,50021C0401D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5275,50021C,50021C_1060,50,021C,0085,D,50021C0085D,"Countywide, Not Printed",2008/08/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50021C_STUDY1
5276,50021C,50021C_1061,50,021C,0544,D,50021C0544D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5277,50021C,50021C_1062,50,021C,0206,D,50021C0206D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5278,50021C,50021C_1063,50,021C,0068,D,50021C0068D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5279,50021C,50021C_1082,50,021C,0330,D,50021C0330D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5280,50021C,50021C_1083,50,021C,0670,D,50021C0670D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5281,50021C,50021C_1084,50,021C,0403,D,50021C0403D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5282,50021C,50021C_1085,50,021C,0334,D,50021C0334D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5283,50021C,50021C_1027,50,021C,0555,D,50021C0555D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5284,50021C,50021C_1028,50,021C,0715,D,50021C0715D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5285,500066,500066_999,50,0066,0083,E,5000660083E,"Community Based, Panel Printed",2005/08/04 00:00:00+00,6000,,,,,,500066_STUDY1
5286,500066,500066_1000,50,0066,0057,E,5000660057E,"Community Based, Panel Printed",2005/08/04 00:00:00+00,6000,,,,,,500066_STUDY1
5287,500068,500068_1009,50,0068,0011,C,5000680011C,"Community Based, Panel Printed",2000/06/06 00:00:00+00,6000,,,,,,500068_STUDY1
5288,50021C,50021C_1159,50,021C,0209,D,50021C0209D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5289,50021C,50021C_1160,50,021C,0517,D,50021C0517D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5290,50021C,50021C_1136,50,021C,0503,D,50021C0503D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5291,50021C,50021C_1137,50,021C,0170,D,50021C0170D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5292,50027C,50027C_1192,50,027C,0105,E,50027C0105E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
5293,50025C,50025C_306,50,025C,0027,E,50025C0027E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5294,50025C,50025C_263,50,025C,0389,E,50025C0389E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5295,50025C,50025C_264,50,025C,0111,E,50025C0111E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5296,50025C,50025C_265,50,025C,0515,E,50025C0515E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5297,50025C,50025C_266,50,025C,0631,E,50025C0631E,"Countywide, Not Printed",2007/09/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50025C_STUDY1
5298,50025C,50025C_267,50,025C,0255,E,50025C0255E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5299,50025C,50025C_179,50,025C,0078,E,50025C0078E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5300,50025C,50025C_180,50,025C,0470,E,50025C0470E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5301,50021C,50021C_1165,50,021C,0652,D,50021C0652D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5302,50027C,50027C_1317,50,027C,0806,E,50027C0806E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5303,50021C,50021C_1065,50,021C,0390,D,50021C0390D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5304,50021C,50021C_1066,50,021C,0559,D,50021C0559D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5305,50021C,50021C_1067,50,021C,0020,D,50021C0020D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5306,50021C,50021C_1068,50,021C,0519,D,50021C0519D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5307,50021C,50021C_1069,50,021C,0540,D,50021C0540D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5308,50021C,50021C_1070,50,021C,0265,D,50021C0265D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5309,50021C,50021C_1071,50,021C,0585,D,50021C0585D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5310,50021C,50021C_1072,50,021C,0435,D,50021C0435D,"Countywide, Not Printed",2008/08/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50021C_STUDY1
5311,50021C,50021C_1073,50,021C,0402,D,50021C0402D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5312,50021C,50021C_1074,50,021C,0180,D,50021C0180D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5313,50021C,50021C_1075,50,021C,0270,D,50021C0270D,"Countywide, Not Printed",2008/08/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50021C_STUDY1
5314,50021C,50021C_1076,50,021C,0658,D,50021C0658D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
5315,50021C,50021C_1077,50,021C,0245,D,50021C0245D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,12000,,,,,,50021C_STUDY1
5316,50027C,50027C_1193,50,027C,0343,E,50027C0343E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5317,50027C,50027C_1194,50,027C,0141,E,50027C0141E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5318,50027C,50027C_1195,50,027C,0693,E,50027C0693E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5319,50027C,50027C_1196,50,027C,0335,E,50027C0335E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
5320,50027C,50027C_1197,50,027C,0239,E,50027C0239E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5321,50027C,50027C_1198,50,027C,0140,E,50027C0140E,"Countywide, Not Printed",2007/09/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50027C_STUDY1
5322,50027C,50027C_1199,50,027C,0344,E,50027C0344E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5323,50027C,50027C_1200,50,027C,0177,E,50027C0177E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50027C_STUDY1
5324,50027C,50027C_1201,50,027C,0310,E,50027C0310E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50027C_STUDY1
5325,50021C,50021C_1093,50,021C,0564,D,50021C0564D,"Countywide, Not Printed",2008/08/28 00:00:00+00,6000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50021C_STUDY1
5326,50025C,50025C_190,50,025C,0315,E,50025C0315E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5327,50025C,50025C_191,50,025C,0432,E,50025C0432E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,6000,,,,,,50025C_STUDY1
5328,50025C,50025C_192,50,025C,0220,E,50025C0220E,"Countywide, Panel Printed",2007/09/28 00:00:00+00,12000,,,,,,50025C_STUDY1
5329,50021C,50021C_1161,50,021C,0730,D,50021C0730D,"Countywide, Not Printed",2008/08/28 00:00:00+00,12000,NO SPECIAL FLOOD HAZARD AREAS,,,,,50021C_STUDY1
5330,50021C,50021C_1162,50,021C,0239,D,50021C0239D,"Countywide, Panel Printed",2008/08/28 00:00:00+00,6000,,,,,,50021C_STUDY1
