license_no,license_type,issue_date,license_status,expiredate,legal_name,street_one,street_two,city,statevalue,zip,county_code
2239404.0,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,BRACKENRIDGE BEVERAGE INC,825 1ST AVE,,BRACKENRIDGE,PA,15014-1410,2
2264471.0,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,MANDZ ASSOCIATE INC,553 LINCOLN AVE,,BELLEVUE,PA,15202-3531,2
2243216.0,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,OM ENTERPRISES LLC,580 MCNEILLY RD,,PITTSBURGH,PA,15226-2504,2
2258797.0,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,OM ENTERPRISES LLC,601 MCNEILLY RD,,PITTSBURGH,PA,15226-2505,2
2227637.0,Cig/OTP Retail,8/8/2016,Issued,2/28/2017,ERMA DODD,1001 MONTOUR CHURCH RD,,OAKDALE,PA,15071,2
2054531.0,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,BALSON DISTRIBUTING INC,7921 SALTSBURG RD,,PITTSBURGH,PA,15239-1968,2
2180136.0,Cig/OTP Retail,1/12/2016,Issued,2/28/2017,RONALD YOSI,BAPTIST & WEYMAN RDS,,PITTSBURGH,PA,15236,2
2176401.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,WILSONS PHARMACY,4101 PENN AVE,,PITTSBURGH,PA,15224-1326,2
2266238.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,1515 WASHINGTON BLVD STE 1,,MCKEESPORT,PA,15133-3725,2
2266255.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,494 PITTSBURGH ST,,SPRINGDALE,PA,15144-1408,2
2266256.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,1811 MAIN ST,,SHARPSBURG,PA,15215-2712,2
2267903.0,Cig/OTP Retail,6/1/2016,Issued,2/28/2017,NIVA PITTSBUGH GIFT SHOP INC,600 COMMONWEALTH PL,,PITTSBURGH,PA,15222-1003,2
2268702.0,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,DARLENE BREWER CRAIG,709 CHARTIERS AVENUE,,MCKEES ROCKS,PA,15136,2
2100401.0,Cig/OTP Retail,1/12/2016,Issued,2/28/2017,ROBERT J & AMY E ADZEMA,8105 PERRY HWY,,PITTSBURGH,PA,15237-5203,2
2231614.0,Cig/OTP Retail,2/18/2016,Issued,2/28/2017,E L S DOURADO INC,1614 PENN AVE,,WILKINSBURG,PA,15221-2630,2
2265448.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,LAMPERTS FOOD MARKET INC,2010 EDEN PARK BLVD,,MCKEESPORT,PA,15132-7619,2
2254866.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,DELHI PETRO INC,9100 PERRY HWY,,PITTSBURGH,PA,15237-5454,2
2268086.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,DELHI PETRO INC,1675 DUNCAN AVE,,ALLISON PARK,PA,15101-2719,2
2267474.0,Cig/OTP Retail,8/1/2016,Issued,2/28/2017,GLASSWORX LLC,1321 E CARSON ST,,PITTSBURGH,PA,15203-1509,2
2167721.0,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,LIZIK SERVICE CENTER,326 MONONGAHELA AVE,,GLASSPORT,PA,15045-1440,2
2268180.0,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,SONNYS TAVERN INC,630 S MILLVALE AVE,,PITTSBURGH,PA,15224-2149,2
2260084.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,BLOOM CIGAR CO INC,54 S 12TH ST,,PITTSBURGH,PA,15203-1131,2
2259287.0,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,LAST MINIT MART INC,164 FREEPORT RD,,PITTSBURGH,PA,15238-3451,2
2264638.0,Cig/OTP Retail,2/26/2016,Issued,2/28/2017,GRANDVIEW DISTRIBUTING INC,1325 GRANDVIEW AVE,,PITTSBURGH,PA,15211-1205,2
2230249.0,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,WELMART INC,200 ALTER RD STE 1,,NATRONA HEIGHTS,PA,15065-2846,2
2267100.0,Cig/OTP Retail,2/4/2016,Issued,2/28/2017,"SIP & PUFF, LLC",1335 FREEPORT RD STE A,,PITTSBURGH,PA,15238-3126,2
2267103.0,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,YING MART CORP,1926 BROWNSVILLE RD,,PITTSBURGH,PA,15210-4202,2
2267104.0,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,YING MART CORP,1181 ROMINE AVE,,MCKEESPORT,PA,15133-3515,2
2266267.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,10730 FRANKSTOWN RD,,PENN HILLS,PA,15235-3039,2
2266272.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,120 PENN AVE,,TURTLE CREEK,PA,15145,2
2266278.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,315 COCHRAN RD,,MT LEBANON,PA,15228-1231,2
2266283.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,1695 MCFARLAND RD,,PITTSBURGH,PA,15216-1810,2
2265391.0,Cig/OTP Retail,3/14/2016,Issued,2/28/2017,RADHE SHYAM OIL CORP,625 ARDMORE BLVD,,WILKINSBURG,PA,15221-3022,2
2247523.0,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,SHANER PITTSBURGH HOTEL LP,112 WASHINGTON PL,,PITTSBURGH,PA,15219-3458,2
2264784.0,Cig/OTP Retail,1/28/2016,Issued,2/28/2017,E & S BEER INC SUDZ,6936 5TH AVE,,PITTSBURGH,PA,15208-1707,2
2202051.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,CORNERS BEER DISTRIBUTOR INC,NORMAN CENTRE II,1755 N HIGHLAND RD,PITTSBURGH,PA,15241-1205,2
2238412.0,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,WEISS ENTERPRISES INC,115 SMITHFIELD ST,,PITTSBURGH,PA,15222-2203,2
2268934.0,Cig/OTP Retail,1/15/2016,Issued,2/28/2017,MARUTI CONVENIENCE LLC,1100 FAWCETT AVE,,WHITE OAK,PA,15131-1502,2
2266288.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,995 GREENSBURG PIKE,,EAST PITTSBURGH,PA,15112-1544,2
2266299.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,5032 WILLIAM PENN HWY,,MONROEVILLE,PA,15146-3740,2
2260062.0,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,VKZ LLC,4731 BUTTERMILK HOLLOW RD,,WEST MIFFLIN,PA,15122-1103,2
2269047.0,Cig/OTP Retail,3/1/2016,Issued,2/28/2017,MOHSIN IQBAL,3111 WALNUT ST,,MCKEESPORT,PA,15132-7162,2
2239923.0,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,KAJAL OIL & GAS INC,127 MCMURRAY RD,,UPPR ST CLAIR,PA,15241-1611,2
2267999.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,TRIANGLE MART INC,101 AMANDA AVE,,PITTSBURGH,PA,15210-2145,2
2265919.0,Cig/OTP Retail,4/4/2016,Issued,2/28/2017,DEANS BEER LLC,87 JOSEPH ST,,PITTSBURGH,PA,15227-4101,2
2268220.0,Cig/OTP Retail,2/1/2016,Issued,2/28/2017,HEADY GALLERY LLC,601 E CARSON ST,,PITTSBURGH,PA,15203-1021,2
70178001.0,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,COGOS CO,2733 S PARK RD,,BETHEL PARK,PA,15102-3805,2
70178026.0,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,COGOS CO,3439 W RUN RD,,HOMESTEAD,PA,15120-2803,2
70178073.0,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,COGOS CO,BAILEY AVE AT RUTH ST,,PITTSBURGH,PA,15211,2
2244072.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,MUNHALL GASOLINE SERVICE LP,2907 HOMESTEAD DUQUESNE RD # R,,MUNHALL,PA,15120-3506,2
2243208.0,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,MONTOUR HOTEL INC,1500 4TH AVE,,CORAOPOLIS,PA,15108-1624,2
2222289.0,Cig/OTP Retail,8/19/2016,Issued,2/28/2017,MARSHALL WOOD WORKS LIMITED,1500 SPRING GARDEN AVE,,PITTSBURGH,PA,15212-3633,2
2172013.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,DELI ICIOUS CATERING INC,500 STATION ST,,WILMERDING,PA,15148-1186,2
2247085.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,CARNEGIE BEER OUTLET INC,429 W MAIN ST,,CARNEGIE,PA,15106-2559,2
2255968.0,Cig/OTP Retail,1/28/2016,Issued,2/28/2017,MANJIT MINIMART LLC,748 BROWNSVILLE RD,,PITTSBURGH,PA,15210-2360,2
2266319.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,700 WORTHINGTON AVE,,CLAIRTON,PA,15025-1231,2
2266329.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,131 BRADFORD AVE,,CRAFTON,PA,15205,2
2266355.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,425 PERRY HWY,,WEST VIEW,PA,15229-1818,2
2266356.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,716 CLAIRTON BLVD,,PITTSBURGH,PA,15236-4517,2
2263547.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,AMBE MA INC,1639 S BRADDOCK AVE,,PITTSBURGH,PA,15218-1663,2
70178103.0,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,COGOS CO,2401 E CARSON ST,,PITTSBURGH,PA,15203-2111,2
70178105.0,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,COGOS CO,1709 SAW MILL RUN BLVD,,PITTSBURGH,PA,15210-3435,2
2226019.0,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,F M PISTELLA INC,94 ALLEGHENY RIVER BLVD,,VERONA,PA,15147-1046,2
70052105.0,Cig/OTP Retail,2/4/2016,Issued,2/28/2017,RITA WALL,FIFTH & BORDER STREET,,WEST ELIZABETH,PA,15088,2
2265387.0,Cig/OTP Retail,2/19/2016,Issued,2/28/2017,NEW EAGLE MART INC,300 6TH AVE UPPR 101,,PITTSBURGH,PA,15222-2511,2
2267924.0,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,KESARI PETRO INC.,100 ROCHESTER RD,,WEST VIEW,PA,15229-1334,2
2267925.0,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,KESARI PETRO INC.,304 FREEPORT RD,,ASPINWALL,PA,15215-3110,2
2268669.0,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,MVM GROUPS INC,3407 DUQUESNE AVE,,WEST MIFFLIN,PA,15122-1666,2
2267627.0,Cig/OTP Retail,12/22/2015,Issued,2/28/2017,NEIGHBORHOOD MARKET LLC,202 BROWNSVILLE RD,,MOUNT OLIVER,PA,15210-2116,2
70178112.0,Cig/OTP Retail,1/13/2016,Issued,2/28/2017,COGOS CO,4071 BEECHWOOD BLVD,,PITTSBURGH,PA,15217-2669,2
70178120.0,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,COGOS CO,1501 N CANAL ST,,SHARPSBURG,PA,15215-2533,2
2239904.0,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,TONIDALE LEGACY LP,7021 STEUBENVILLE PIKE,,OAKDALE,PA,15071-3307,2
70178121.0,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,COGOS CO,CARL A COLTERYAHN,925 E CARSON ST,PITTSBURGH,PA,15203-1107,2
2177933.0,Cig/OTP Retail,12/21/2015,Issued,2/28/2017,NORTH ALLEGHENY FOODS INC,1620 BABCOCK BLVD,,PITTSBURGH,PA,15209-1604,2
2261651.0,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,LATHIA INVESTMENTS LLC,928 CHARTIERS AVE,,PITTSBURGH,PA,15220-5616,2
2261653.0,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,LATHIA INVESTMENTS LLC,400 UNION AVE,,BELLEVUE,PA,15202-2922,2
2262263.0,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,LATHIA INVESTMENTS LLC,649 HILLSBORO ST,,PITTSBURGH,PA,15204-1709,2
2267098.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,HOLY KOW LLC,2300 VERSAILLES AVE,,MCKEESPORT,PA,15132-2035,2
2268767.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,PRACHIS ENTERPRISE LLC,1132 BRACKENRIDGE AVE,,BRACKENRIDGE,PA,15014-1504,2
2288504.0,Cig/OTP Retail,5/16/2016,Issued,2/28/2017,PITTSBURGH BEER & POP LLC,SOUTHERN SHOPPING CENTER,1155 WASHINGTON PIKE,BRIDGEVILLE,PA,15017-2827,2
2220626.0,Cig/OTP Retail,1/12/2016,Issued,2/28/2017,NORTHERN BEER TRADERS INC,190 ROCHESTER RD,,WEST VIEW,PA,15229-1334,2
2189086.0,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,LINDENWOOD DISTRIBUTING CO,830 SLEEPY HOLLOW RD,,PITTSBURGH,PA,15234-2220,2
2268206.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,COUSINS CORNER MARKET INC,1694 LAKETON RD,,PITTSBURGH,PA,15221-1604,2
2241871.0,Cig/OTP Retail,8/19/2016,Issued,2/28/2017,BADURA INC,3115 WALNUT ST,,MCKEESPORT,PA,15132-7162,2
2205724.0,Cig/OTP Retail,5/26/2016,Issued,2/28/2017,GREEN VALLEY BEER DISTRIBUTING CO,501 E PGH MCK BLVD,,N VERSAILLES,PA,15137-2207,2
2268787.0,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,JACKS SOUTHSIDE BAR INC,1117 E CARSON ST,,PITTSBURGH,PA,15203-1133,2
2231319.0,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,TOBACCO BEER OUTLET INC,7809 MCKNIGHT RD,,PITTSBURGH,PA,15237-3523,2
2265007.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,BAVARIAN BEER INC,2550 BROWNSVILLE RD,,SOUTH PARK,PA,15129-7500,2
2264962.0,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,JP PETROLEUM COMPANY,921 BRODHEAD RD,,CORAOPOLIS,PA,15108-2351,2
2258375.0,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,SAFRANS SUPERMARKET LLC,429 WALNUT ST,,SEWICKLEY,PA,15143-1535,2
2245073.0,Cig/OTP Retail,12/28/2015,Issued,2/28/2017,NATRONA HEIGHTS FOODS INC,1710 PACIFIC AVE,,NATRONA HEIGHTS,PA,15065-2102,2
2263143.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,ANISIM LLC,705 PENN AVE,,TURTLE CREEK,PA,15145-1911,2
70052155.0,Cig/OTP Retail,2/4/2016,Issued,2/28/2017,GUVENAL INC,423 JAMES ST,,TURTLE CREEK,PA,15145-1665,2
2264465.0,Cig/OTP Retail,1/11/2016,Issued,2/28/2017,BROTHER UNITED INC,6113 BROAD ST,,PITTSBURGH,PA,15206-3011,2
2262320.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,SRIKRUPA LLC,4136 LIBRARY RD,,PITTSBURGH,PA,15234-1300,2
70178190.0,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,COGOS CO,1050 BRINTON RD,,PITTSBURGH,PA,15221-4534,2
70178192.0,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,COGOS CO,314 SCENERY DR,,ELIZABETH,PA,15037-2051,2
2262927.0,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,MACS CONVENIENCE STORES LLC,200 MARKET PLACE DRIVE,,IMPERIAL,PA,15126,2
2257593.0,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,SEA ENTERPRISES LLC,501 LINCOLN AVE,,BELLEVUE,PA,15202-3533,2
2262870.0,Cig/OTP Retail,2/11/2016,Issued,2/28/2017,SUPERIOR SMOKE SHOPPES LLC,2199B W RUN RD,,MUNHALL,PA,15120,2
2268602.0,Cig/OTP Retail,2/11/2016,Issued,2/28/2017,SUPERIOR SMOKE SHOPPES LLC,2609 FREEPORT RD,,NATRONA HEIGHTS,PA,15065-2512,2
2247653.0,Cig/OTP Retail,1/20/2016,Issued,2/28/2017,SANNINE INC,2414 BROWNSVILLE RD,,PITTSBURGH,PA,15210-4504,2
70178194.0,Cig/OTP Retail,1/13/2016,Issued,2/28/2017,COGOS CO,2880 BROWNSVILLE RD,,SOUTH PARK,PA,15129-8530,2
2217933.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,PIKE BEVERAGE INC,7165 STEUBENVILLE PIKE,,OAKDALE,PA,15071-9111,2
2253177.0,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,NOSS ENTERPRISES INC,2103 NOBLESTOWN RD,,PITTSBURGH,PA,15205-3936,2
2253178.0,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,NOSS ENTERPRISES INC,2381 MOUNTAIN VIEW DR,,WEST MIFFLIN,PA,15122-2445,2
70028001.0,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,MACS CONVENIENCE STORES LLC,2903 BRIGHTON RD,,PITTSBURGH,PA,15212-2609,2
70028002.0,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,MACS CONVENIENCE STORES LLC,501 N MAIN ST,,SHARPSBURG,PA,15215-2043,2
70028003.0,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,MACS CONVENIENCE STORES LLC,3817 BUTLER ST,,PITTSBURGH,PA,15201-1821,2
2211420.0,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,ATKINSON BEER DIST INC,315 NORTH AVE,,PITTSBURGH,PA,15209-2331,2
2248794.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,CHENEH A PLUS LLC,5013 BUTLER ST,,PITTSBURGH,PA,15201-2719,2
2198790.0,Cig/OTP Retail,12/21/2015,Issued,2/28/2017,VIRGILI BEER DIST INC,2834 S PARK RD,,BETHEL PARK,PA,15102-3808,2
2261624.0,Cig/OTP Retail,12/21/2015,Issued,2/28/2017,YON BEARD,529 4TH STREET,,BRADDOCK,PA,15104,2
2268371.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,"PRIYYASH, INC.",4811 BUTLER ST,,PITTSBURGH,PA,15201-2717,2
70178201.0,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,COGOS CO,1513 LINCOLN WAY,,WHITE OAK,PA,15131-1711,2
2183229.0,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,QUALITY FOODS CORPORATION,1130 HIGHWOOD ST,,PITTSBURGH,PA,15212-2771,2
2187101.0,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,QUALITY FOODS CORPORATION,661 LINCOLN AVE,,BELLEVUE,PA,15202-3405,2
2192936.0,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,QUALITY FOODS CORPORATION,3125 BANKSVILLE RD,,PITTSBURGH,PA,15216-2720,2
70420006.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,TRAVEL TRADERS HOTEL STORES INC,300 W STATION SQUARE DR,,PITTSBURGH,PA,15219-1162,2
70420007.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,TRAVEL TRADERS HOTEL STORES INC,1000 PENN AVE,,PITTSBURGH,PA,15222-3835,2
2265412.0,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,BROOKLINE TOBACCO OUTLET LLC,721 BROOKLINE BLVD,,PITTSBURGH,PA,15226-2101,2
2252897.0,Cig/OTP Retail,1/5/2016,Issued,2/28/2017,BEER IN PITTSBURGH INC,2121 NOBLESTOWN RD,,PITTSBURGH,PA,15205-3956,2
2266365.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,4500 BROADWAY BLVD,,MONROEVILLE,PA,15146-4745,2
2258521.0,Cig/OTP Retail,1/20/2016,Issued,2/28/2017,ALLEGHENY RIVER UNITED CORPORATION,4901 ALLEGHENY RIVER BLVD,,VERONA,PA,15147-1853,2
2259789.0,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,GATEWAY GRILL INC,4251 NORTHERN PIKE STE A,,MONROEVILLE,PA,15146-2753,2
2263101.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,CARL LEWIS,337 5TH AVENUE,,RANKIN,PA,15104-1005,2
2226178.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,PREMIER STATIONS INC,2873 W LIBERTY AVE,,PITTSBURGH,PA,15216-2618,2
2268805.0,Cig/OTP Retail,6/9/2016,Issued,2/28/2017,SHIV OIL INC,449 RAILROAD ST,,BRIDGEVILLE,PA,15017,2
2268806.0,Cig/OTP Retail,6/9/2016,Issued,2/28/2017,SHIV OIL INC,1600 S BRADDOCK AVE,,PITTSBURGH,PA,15218-1638,2
2268808.0,Cig/OTP Retail,6/9/2016,Issued,2/28/2017,SHIV OIL INC,710 W 5TH AVE,,MCKEESPORT,PA,15132-3505,2
2269099.0,Cig/OTP Retail,6/9/2016,Issued,2/28/2017,SHIV OIL INC,365 E MAIN ST,,CARNEGIE,PA,15106-2751,2
70178203.0,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,COGOS CO,3767 BROWNSVILLE RD,,PITTSBURGH,PA,15227-3554,2
70178207.0,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,COGOS CO,721 ISLAND AVE,,MC KEES ROCKS,PA,15136-3245,2
2191911.0,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,BROWNSVILLE FOODS INC,1119 BROWNSVILLE RD,,PITTSBURGH,PA,15210-3648,2
2248873.0,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,DISCOUNT BEER & POP WAREHOUSE INC,4326 STEUBENVILLE PIKE,,PITTSBURGH,PA,15205-9647,2
2187621.0,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,CAROL FISHER,5401 PENN AVENUE,,PITTSBURGH,PA,15206,2
2266790.0,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,SPEEDWAY LLC,4830 WILLIAM PENN HWY,,MONROEVILLE,PA,15146-3712,2
2266791.0,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,SPEEDWAY LLC,4380 OLD WILLIAM PENN HWY,,MONROEVILLE,PA,15146-1441,2
2259524.0,Cig/OTP Retail,12/21/2015,Issued,2/28/2017,MISPOL LLC,2677 MONROEVILLE BLVD,,MONROEVILLE,PA,15146-2301,2
2268212.0,Cig/OTP Retail,1/15/2016,Issued,2/28/2017,MERCY MARKET LLC,6 MERCY MARKET,,PITTSBURGH,PA,15214,2
2266380.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,3750 SAW MILL RUN BLVD,,PITTSBURGH,PA,15227-2712,2
2241241.0,Cig/OTP Retail,1/20/2016,Issued,2/28/2017,J A S WEB INC,6001 BUTTERMILK HOLLOW RD,,PITTSBURGH,PA,15207-2409,2
2232099.0,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,DONATELLIS ITALIAN FOOD MARKET INC,4711 LIBERTY AVE,,PITTSBURGH,PA,15224-2025,2
2262646.0,Cig/OTP Retail,7/25/2016,Issued,2/28/2017,HARTWOOD CORPORATION,3392 SAXONBURG BLVD,,GLENSHAW,PA,15116-3145,2
2241643.0,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,MINPRO INC,3400 S PARK RD STE 4,,BETHEL PARK,PA,15102-1199,2
2266792.0,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,SPEEDWAY LLC,4420 BROWNS HILL RD,,PITTSBURGH,PA,15217-2951,2
2266793.0,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,SPEEDWAY LLC,4311 STEUBENVILLE PIKE,,PITTSBURGH,PA,15205-9648,2
2267595.0,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,SPEEDWAY LLC,2325 5TH AVE,,MCKEESPORT,PA,15132-1126,2
2268605.0,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,SPEEDWAY LLC,303 HULTON RD,,OAKMONT,PA,15139-1916,2
2268910.0,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,SPEEDWAY LLC,5701 GRAND AVE,,PITTSBURGH,PA,15225,2
2268911.0,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,SPEEDWAY LLC,1200 LONG RUN RD,,WHITE OAK,PA,15131-2035,2
2261731.0,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,PARAS ENTERPRISE INC,903 LINCOLN HWY,,NORTH VERSAILLES,PA,15137-2031,2
2249717.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,USMA UNITED ENTERPRISE INC,2800 BROWNSVILLE RD,,PITTSBURGH,PA,15227-1905,2
2263437.0,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,USMA UNITED ENTERPRISE INC,1761 PINE HOLLOW RD,,MC KEES ROCKS,PA,15136-1558,2
2265991.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,352 N 2ND AVE,,ELIZABETH,PA,15037-1537,2
2265999.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,5000 LIBRARY RD,,BETHEL PARK,PA,15102-2826,2
2266391.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,1714 LAKETON RD,,WILKINSBURG,PA,15221,2
2268299.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,RED PAPRIKA FOODS LLC,1900 GRANDVIEW AVE,,MCKEESPORT,PA,15132-5848,2
2266419.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,1718 BROADVIEW BLVD,,NATRONA HEIGHTS,PA,15065-2187,2
2267855.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,120 THREE DEGREE RD,,PITTSBURGH,PA,15237-2304,2
2268422.0,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,740 LYSLE BLVD,,MCKEESPORT,PA,15132-2514,2
2268579.0,Cig/OTP Retail,1/13/2016,Issued,2/28/2017,S&S EXPRESS FOOD MART CORPORATION,922 MAIN ST,,PITTSBURGH,PA,15215-2352,2
2265751.0,Cig/OTP Retail,12/28/2015,Issued,2/28/2017,RAYS MT NEBO SERVICE CENTER LLC,1706 MOUNT NEBO RD,,SEWICKLEY,PA,15143-8542,2
2265806.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,JOSEPH MINYON,2918 WALNUT STREET,,MCKEESPORT,PA,15132,2
2248630.0,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,SOKNENG SIN,1018 W-NORTH AVENUE,,PITTSBURGH,PA,15233-1932,2
2249626.0,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,SOUTH PARK CONVENIENCE STORE INC,5660 BROWNSVILLE RD,,PITTSBURGH,PA,15236-2912,2
2260721.0,Cig/OTP Retail,2/18/2016,Issued,2/28/2017,SOUTH PARK CONVENIENCE STORE INC,340 CURRY HOLLOW RD,,PITTSBURGH,PA,15236-4621,2
2236308.0,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,DBM INC,207 BETTIS RD,,WEST MIFFLIN,PA,15122-2801,2
