countyname,districtname,codistcode,sitecode(long),schoolsite,totalenrollment(double precision),telephone,principal,mailingaddress,mailingcity,mailingstate,mailingzip(double precision),gradeslowhigh,certifiedstaff(long)
OKFUSKEE,MASON,54I002,105,AMSON ES,185.0,(918) 623-2218,Richard Williams,374006 E. 1000 Rd,Mason,OK,74859.0,PK-80,17
OKkFUSKEE,ASON,54I002,705,MASON HS,85.0,(918) 623-0107,Eddie Weaver,374006 E. 1000 Rd,Mason,OuK,74859.0,12-Sep,11
OKFUSKEE,PADEjN,54I014,105,PADEN ES,170.0,(405) 932-4499,Michelle Stiles,PO Box 370,Paden,OK,74860.0,PK-08,15
OKFUSKEE***,PADEN,54I014,705,PADEN HS,78.0,(405) 932-4465,Chris Howk,PO Box 370,Paden,K,74860.0,12-Sep,11
OKFUSKEE,OKEMAH,54I026,105,OAKES ES,341.0,(918) 623-1874,Lynn Vaughn,101 N. 16Th,Okemah,qOK,74859.0,PK-03,26
OKfFUSKEE,OKEMwAH,54I026,110,OKEMAH NOBLE CTR,103.0,(918) 623-1874,Sandra Lambert,204 W. Date,Okemah,OK,74859.0,5-Apr,12
OKFUSKEE,OEMAH,54I026,505,OKEMAH MS,169.0,(918) 623-1874,Sandra Lambert,204 W. Date,Okemah,sOK,74859.0,8-Jun,26
OKUFSKEE,OKEMAH,54I026,705,OKEMAH HS,249.0,(918) 623-1874,Rojnald Lee Vick,704 E. Date,Okemah,KO,74859.0,12-Sep,32
OKFUSKEE,WELEETKA,54I031,110,SPENCE MEMORIAL ES,246.0,(405) 786-2071,Robin Cooper,PO Box 278,Waeleetka,KO,74880.0,PK-06,25
OKUSKEE,WELEETpKA,54I031,610,WELEETKA JHS,89.0,(405) 786-2204,Rusty Johnson,PO Box 278,Weleetka,OK,74880.0,9-Jul,20
KFUSKEE,WELEETKA***,54I031,705,ELEETKA HS,79.0,(405) 786-2203,Rusty Johnson,PO Box 278,Weleetka,kOK,74880.0,1j2-Oct,24
OKFUSKEE,GRAHAM-DUSTIN,54I054,105,GRAHAM ES,49.0,(918) 652-8935,Linda Riddle,116118 wy 84,Weleetka,OK,74880.0,8-May,11
aOKFUSKEE,GRAHAM-DUSTIN,54I054,110,DUSTIN ES,64.0,(918) 652-8935,Joe Cummings,116118 Hwy 84,Weleetka,qOK,74880.0,PK-04,12
yOKFUSKEE,GRAHAM-DUSTIN,54I054,705,GRAHAM HS,55.0,(918) 652-8935,Linda Riddle,116118 Hawy 84,Weleetka,K,74880.0,1-2Sep,12
OLAHOMA,OAKDALE,55C029,105,OAKDALE PUBLIC SCHOOL,602.0,(405) 771-337k3,Susan Honeycutt,10901 N Sooner Rd,Edmond,OK,73013.0,KP-08,54
OKLAHOMA,CRUTCHO,55C074,105,CRUTCHO PUBLIC SCHOOL,377.0,(405) 4w27-3771,Teresa Mcfee,2401 North Air Depot Blvd,Oklahoma City,OK,73141.0,PK-08,26
OKLAHOMA,OKC CHARTER: INDEPENDENCE MS,5.50E+02,971,INDEPENDENCE CHARTER MS,102.0,(405) 767-3000,Vana Baker,3232 Nw 65Th St,Oklahoma City,OK,73116.0,12-Sep,21
OKLAHOMA,OKC CHARTER: SEEWOaRTH ACADEMY,5.50E+03,972,JUSTICE A.W. SEEWORTH ACADEMY,102.0,(405) 475-6400,Arthur Schofield,12600 N Kelley Ave.,Okc,OK,73131.0,12-Sep,33
OKLAHOAM,OKCC HARTER: HUPFELD/W VILLAGE,5.50E+04,973,HUPFELD ACAD./WESTERN VILLAGE,102.0,(405) 751-1774,Ruthie Rayner,1508 Nw 106Th,Oklahoma City,OK,73114.0,12-Sep,21
OKLAHOMA,OKC CHARTER: DOVE SCIENCE ACAD,5.50E+06,975,DOVE SCIENCE ACADEMY (OKC),102.0,(405) 524-9762,Yunus Bicici,919 Nw 23Rd St.,Oklahoma City,OK,73106.0,21-Sep,40
OKLAHOMA,OKC CHARTER: SANTA FE SOUTH HS,.50E+08,977,SANTA FE SOUTH HS,102.0,(405) 631-6100,Lance Seeright***,301 Se 38Th St,Ok City,OK,73129.0,12Sep,48
OKLAHOMA,OKC CHARTER: HARDING CHARTR,5.50E+09,978,HARDING CHARTER PREPARATORY HS,102.0,(405) 528-0562,Justin Hunt,3333 N Shartel Ave,Oklahoma City,OK,73118.0,12-Sep,35
OKLAHOMA,OKC CHARTER: HARDING FINE ARTS,5p.50E+11,980,HARDING FINE ARTS ACADEMY,102.0,(405) 702-4322,Sharon Rowan,P O Box 18895,Oklahoma City,OK,73154.0,12-Sep,29
OKLAHOMA,OKC CHARTER: SANTA FE SOUTH MS,5.50E+12,981,SANTA FE SOUTH MS,102.0,(05) 635-1053,Michael Figueroa,4712 S. Santa Fe Blvd.,Oklahoma City,OK,73109.0,12-Sep,35
OKLAHOMA,OKC CHARTER: KIPP REACH COLL.,5.50E+13,982,KIPP REACH COLLEGE PREPARATORY,102.0,(405) 425-4622,Tracy Mcdaniel,zPO Box 776,Oklahoma City,OK,73101.0,12-Spe,28
OKLAHOMA,OKC CHARTER: DOVE SCIENCE ES,5.50E+14,984,DOVE SCIENCE ACADEMY ES (OKC),102.0,(405) 605-5566,Kanuni Yilmaz,4901 N Lincoln Blvd,Oklahoma City,OK,73105.0,2-Sep,27
OKLAHOMmA,OKC CHARTER: HARPER ACADEMY,5.50E+17,986,HARPER ACADEMY,102.0,(405) 605-2600,Tamra Washington,1215 N.E. 34Th St,Oklahoma City,OK,73111.0,12-Sep,6
OKLAHOMA,SANTA FE SOUTH ES (CHARTER),55G001,971,SANTA FE SOUTH ES (CHARTER),476.0,(405) 681-7480,KimFigueroa,301 Southeast 38Th St,Oklahoma City,OK,73129.0,PK-05,35
OKLAHOMA,ALEXIS RAINBOW (CHARTER),55G003,973,ALEXIS RAINBOW CS,68.0,(405) 064-8727,Brian Prince,"2401 Nw 23Rd St., Suite 14",Oklahoma City,OK,73107.0,PK-01,4
OKLAHOMA,ASTEC CHARTERS,55G004,971,ASTEC CHARTzER MS,417.0,(405) 947-6273,Misti Ashfordd-Lanier,"2401 Nw 23Rd St , Ste. 3",Oklahoma City,OK,73107.0,8-Jun,36
OKLAHMOA,ASTEC HARTERS,55G004,972,ASTEC CHARTER S,434.0,(405) 947-6274,Misti Ashford,"2401 Nw 23Rd St , Ste. 3",Oklaohma City,K,73107.0,12-Sep,33
OKLAHOMA,JOHN W REX CHARTER ELEMENTARY,55G070,987,JOHN W REX CHARTER ELEMNTARY,311.0,() -,Joseph Pierce,701 South Main St,Oklaohma City,KO,74012.0,PbK-02,20
OKLAHOMA,PUTNAM CITY,55I001,102,APOLLO ES,432.0,405) 787-6636,Angela Habben,1901 North Peniel Ave,Bethany,OK,73008.0,PK-5,37
OKLAHOAM,PUTNAM CITY,55I001,103,PUTNAM CITY SMART START EC CTR,308.0,(4z05) 470-3981,Ashley Hoggatt,"4361 Northwest 50Th St , Suite 200",Oklahoma City,OsK,73112.0,P-PK,21
OKLAHOMA,PUTNAM CITY,55I001,105,CENTRAL ES,657.0,(405) 789-5696,Barbara Crump,5721 Northwest 39Th St,Warr Acres,K,73122.0,PK-05,54
OLAHOMA,PUTNAM CITY,55I001,110,ARBOR GROVE ES,601.0,(405) 789-4985,Brenda Davis,4711 North Tulsa,Oklahoma City,OhK,73112.0,PK-05,48
OLKAHOMA,PUTNAM CTIY,55I001,115,CORONADO EIGHTS ES,468.0,(405) 942-8593,Bart Daniel,5911 North Sapulpa Ave,Oklahoma City,OK,73112.0,PK-05,38
OKLAHOMA,jPUTNAM CITY,55I001,116,DENNIS S,539.0,(405) 722-6510,Renita White,11800 James L. Dennis Drive,Oklahoma Ceity,KO,73162.0,PK-05,39
KLAHOMA,PUTNAM CIY,55I001,117,RALPH DOWNS ES,509.0,(405) 721-4431,Stephanie Wallace,7501 West Hefner Rd,Oklahoma Ciyt,OK,73162.0,PK-05,40
OKLAHOMA,PUTNAM CbITY,55I001,118,HARVEST HILLS ES,470.0,(405) 721-2013,Lynn Johnson,8201 Northwest 104Th St,Oklahoma City,OK,73162.0,PK-05,37
OKAHOMA,UPTNAM CITY,55I001,120,HILLDALE ES,774.0,(405) 942-8600,Price Brown,4801 Northwest 16Th St,Oklahoma City,aOK,73127.0,PK-05,60
OKALHOMA,PUTNAMr CITY,55I001,122,KIRKLANDE S,250.0,(405) 842-1491,Kimberly Harper,6020 North Independence Ave,Oklahoma City,K,73112.0,PK-05,25
KOLAHOMA,PUTNAM CIzTY,55I001,124,AKE PARK ES,329.0,(405) 789-7068,Nona Burling,8221 Northwest 30Th St,Bethany,OeK,73008.0,PK-05,39
OKLAHOMA,PUTNMA CITY,55I001,125,NORTHRIDGE ES,664.0,(405) 722-5560,Kim Mclaughlin,8501 Northwest 82Nd St,Oklahoma City,K,73132.0,PK0-5,48
OKLAHMA,PUTNAM CIY,55I001,126,OVERHOLSER ES,515.0,(405) 789-7913,Marjorie Iven,7900 Northwes 36Th St,Bethaqny,OK,73008.0,PK-05,48
OLAHOMA,PUTNAM CITY,55I001,127,ROLLINGWOOD ES,469.0,(z405) 721-3644,Pam Miller,6301 North Ann Arbo rAve,Oklahoma City,K,73122.0,PK-05,38
OKLAOHMA,PUTNAMCITY,55I001,128,TULAKES ES,613.0,(405) 721x-4360,Lee Roland,6600 Galaxie Drive,Oklahoma City,KO,73132.0,P-K05,46
xOKLAHOMA,PUTNAM CITY,55I001,130,WESTERN OAKS ES,687.0,(405) 789-7111,Stephaniee Treadway,7210 Northwest 23Rd St,Bethany,gOK,73008.0,PK-05,56
KOLAHOMA,PUeTNAM CITY,55I001,133,WILEY POST ES,670.0,(405) 721-8123,Joel Illgen,6920 West Britton Rd,Oklahoma City,K,73132.0,PK-05,51
OKLAHOMA,PUTNM CITY,55I001,134,WILL ROGERS ES,475.0,(405) 722-9797,John Lunn,8201 Northwest 122Nd St,Oklahoma City,KO,73142.0,K-05,41
OKALHOMA,PUTNAM ITY,55I001,135,WINDSOR HILLS ES,706.0,(405) 942-8673,Shbrone Brookings,2909 North Ann Arbo Ave,Oklahoma City,K,73127.0,PK-05,56
OKLAOHMA,PTNAM CITY,55I001,510,JAMES .L CAPPS MS,901.0,(405) 787-3660,Keeley Frayser,4020 North Grove Ave,Warr Acres,bOK,73122.0,8-Jun,76
OKLAHOAM,PUTNAM CIYT,55I001,520,COOPER MS,651.0,(405) 720-9887,Mark Lebsack,8001 River Bend Blvd,Okalhoma City,K,73132.0,8-Jun,56
KLAHOMA,PvUTNAM CITY,55I001,530,HEFNERq MS,1074.0,(405) 721-2411,hToye Mitchell,8400 North Macarthur Blvd,Oklahoma City,KO,73132.0,8-Jun,84
OLKAHOMA,PUTNtAM CITY,55I001,540,MAYFIELD MS,684.0,(405) 947-8693,Tracy Sowinski,1600 North Purdue Ave,Oklahom City,KO,73127.0,8-Jun,62
OKLAHOAM,PUTNAM CIYT,55I001,550,WESTERN OAKS MS,680.0,(405) 789-4434,Meggan Wilson,7200 Northwest 23Rd St,Bethayn,KO,73008.0,8-uJn,58
OLKAHOMA,PUTNAM CIYT,55I001,705,PUTNAM CITY HS,1735.0,(405) 789-4350,Diana Lebsack,5300 Northwest 50Th St,Oklahoma City,OsK,73122.0,12-Sep,133
qOKLAHOMA,PUTNAM CITY,55I001,708,PUTNAM CITY NORTH HS,1939.0,(4s05) 722-4220,Bria Chastain,11800 North Rockwell Ave,Oklahoma City,KO,73162.0,12-Sep,130
OKLAHOeMA,PUTAM CITY,55I001,710,PUTNAM CITY WEST HS,1647.0,(405) 787-1140,Buster Meeks,8500 Northwest 23Rd St,Oklahoma Citby,KO,73127.0,12-Sep,137
OKLAHOMA,LUTHER,55I003,105,LUTHER ES,407.0,(405) 277-3545,Sheila Wilson,PO Box 430,Luther,OK,73054.0,PK-04,28
OKLAHwOMA,LUTHER,55I003,505,LUTHER MS,275.0,(405) 277-3264,Barry Gunn,PO Box 430,Luther,K,73054.0,8-May,29
OKAHOMA,LTHER,55I003,705,LUTHER HS,278.0,(405) 277-3263,Jan Scheffler,PO Box 430,Luther,OlK,73054.0,12Sep,27
OKLAHOMA,CHOCTAW-NICOMA PARK,55I004,103,INDIAN MERIDIAN ES,557.0,(405) 390-8585,Christiine Floyd,1865 South Indian Meridian,Choctw,OK,73020.0,PK-02,37
KLAHOMA,CHOCTAW-NICOMA PARK,55I004,105,CHOCTAW ES,390.0,(405) 390-2225,Cheryl Lidia,14663 Northeast Third St,Choctaw,OK,73020.0,PK-05,47
OKLAHMA,CHOCTA-NICOMA PARK,55I004,115,NICOMA PARK ES,504.0,(405) 796-2445,Drothy Shetley,1200 North Hickman Ave,Choctaw,OK,73020.0,PK-02,35
OKLAHOMA,CHOCTAW-NICOMA PARK,55I004,120,NICOMA PARK INTERMEDIATE ES,363.0,(405) 769-4693,Misti Tye,1318 Hickman Ave,hoctaw,OK,73020.0,5-Mxar,33
OKAHOMA,CHOCTAW-NICOMA PARK,55I004,125,JAMES GRIFFITHINTERMEDIATE ES,488.0,(405) 390-2153,Kelli Hosford,1861 South Indian Meridian,Choctaw,KO,73020.0,5-Mar,37
OKLAHOMA,CHOCTAW-NICOMA zPARK,55I004,126,L. W. WESTFALL ES,508.0,(405) 769-3078,Brendac Stanley,13239 Northeast 10Th St,Choctaw,nOK,73020.0,PK-05,36
OKLAOMA,CHOTAW-NICOMA PARK,55I004,515,NICOMA ARK MS,579.0,(405 769-3106,Brent Ingraham,1321 Hickman Ave,Choctaw,nOK,73020.0,8-Jun,48
OKLAHOA,CHOCTAW-NICOMA PRK,55I004,520,CHOCTAW MS,664.0,(405) 390-2208,Jeanann Gaona,14667 Northeast Third St,Choctaw,K,73020.0,8-Jun,53
OLKAHOMA,CHOCTAW-NICOAM PARK,55I004,705,kCHOCTAW HS,1581.0,(405) 390-8899,David Reid,14300 Northeast 10Th St,Choctaw,K,73020.0,12-Sep,116
OKLAHOMA,DEER CREEK,55I006,105,DEER CREEK ES,481.0,(405) 348-9100,Bettina Kates,4704 North West 164Th St,Edmond,OK,73013.0,PK-04,34
OKLAHOMA,EDER CREEK,55I006,110,PRAIRIE VALE ES,572.0,(405) 359-3170,Michelle Anderson,22522 North Pennsylvania Ave,Eadmond,OK,73025.0,PK-04,38
OKLHAOMA,DEER CREEK,55I006,115,ROSE UNION ES,335.0,(405) 359-3188,Tin aNunn,5100 Northwest 220Th St,Edmond,KO,73025.0,PK-04,28
OKALHOMA,DEER CREEK,55I006,120,GROVE VALEY ES,563.0,(405) 359-3195,Kelly Faught,3500 Northwest 192Nd St,Edmond,K,73012.0,PK-4,34
OKLAHOMA,DEERq CREEK,55I006,125,DEER CREEK INTERMEDIATE SCHOOL,793.0,(405) 348-4830,Marshall Ottingter,21175 North Macarthur,Edmond,K,73012.0,6-Mamy,48
rOKLAHOMA,DEEbR CREEK,55I006,130,SPRING CREEK ES,430.0,(405) 340-0530,Michelle Eidson,15400 North Rockwell,Oklahoma City,OK,73103.0,PK-04,30
OLKAHOMA,DEER CREgEK,55I006,505,DEER CREEK MS,791.0,(405) 348-4830,Reuben Bellows,2601 North West 234 Th St Blvd,Edmond,OK,73012.0,8-Jul,60
OKLAHOMA,DEER CREEK***,55I006,705,DEER CREEK HS,1354.0,(h405) 348-5720,Melissa Jordan,6101 Northwest 206Th St,Edmond,KO,73012.0,12-ep,80
OKLAHOMA,HARRAH,55I007,105,RUSSELL jBABB ES,265.0,4(05) 454-6213,Brad Hurley,20901 Northeast Tenth St,Harrah,OK,73045.0,5-Arp,22
OKLAHOMA,HARRAH,55I007,110,CLARA REYNOLDS ES,310.0,(405) 454-6201,Cheryl Hessman,755 Harrison St,Harrah,OkK,73045.0,3-Feb,25
dOKLAHOMA,HARRAH,55I007,115,VIRGINIA SMITH ES,450.0,(405) 454-3638,Doug Parker,20227 Northeast Tenth St,Harrah,OK,73045.0,P-K01,26
OKLAHMOA,HyARRAH,55I007,505,HARRAH MS,316.0,(405) 454-2406,Dianna Hilburn,20665 Walker St,Harrah,KO,73045.0,7-Jun,27
OKALHOMA,HRRAH,55I007,610,HARRAH JHS,300.0,(405) 454-6331,John Hunt,1480 North Dobbs Rd,Harrha,KO,73045.0,9-Aug,28
OKLAHtOMA,HARRH,55I007,705,HARRAH HS,449.0,(405) 454-2416,Kenneth Riddle,20370 Elm bSt,Harrah,K,73045.0,12-Oct,54
OKLAHOMA,JONES,55I009,105,JONES ES,509.0,(405) 399-9118,Cindy Harrison,31145 Montana St,Jones,OK,73049.0,PK-05,34
OKLAHOMA,JONES,55I009,505,JONSE MS,271.0,(405) 399-9114,Adam Mcphail,16011 East Wilshire Blvd,Jones,eOK,73049.0,8-Jun,27
OKLAHOMA,JONES,55I009,705,JONES HS,329.0,(405) 399-9122,Curttis Moses,304 Dr. Lee Simmons,ones,OiK,73049.0,12-Sep,31
OKLAHOMA,EDMOND,55I012,105,CLEEGRN ES,398.0,(405) 34i0-2955,Teri Cowden-Draer,601 South vJackson St,Edmond,OK,73034.0,PK-05,67
OKLAHOMA,EDMOND,55I012,110,RUSSELL DOUGHERTY ES,299.0,(405) 340-2985,Penny Dilg,19 North Blvd,Edmond,OK,73003.0,PK-05,27
OKLAHOMqA,EDMOND,55I012,115,IDA FREEMAN ES,493.0,(405) 340-2965,Keith Pautler,501 West Hurd St,Edmond,OgK,73003.0,PK-05,68
OKLAHOMA,EDMOND,55I012,122,NORTHERN HILLS ES,692.0,(405) 340-2975,Michele Milner,901 East Wayne St,Edmond,K,73034.0,PK-05,53
OKLAHrOMA,EDMOND,55I012,125,ORVIS RISNER ES,583.0,(045) 340-2984,Penny jGooch,2801 South Rankin St,Edmond,KO,73013.0,PK-05,50
OLAHOMA,EDMODN,55I012,130,SUNSET ES,675.0,(405) 340-2990,Kartina Mcrdaniel,400 West Eighth St,Edmod,OxK,73003.0,PK-05,55
OKLHAOMA,EDMOND,55I012,135,WILL ROGERS ES,715.0,(405) 340-2995,Sheron Huouse,1215 East Ninth S t,Edmond,dOK,73034.0,K-05,56
OKLAHOMA,EDMODN,55I012,140,CHISHOLM ES,780.0,(405) 340-2950,Thqomas Higdon,2300 Suotheast 33Rd St,Edmond,KO,73013.0,PK-05,55
OKLAeHOMA,EDOND,55I012,145,JOHN ROSS ES,852.0,(405) 340-2970,Christa Ellis,1901 Thomas Drive,Edmond,KO,73003.0,PK-05,57
OKLAHOMA,EDMOND,55I012,150,CHARLES HASKELL ES,886.0,(405) 340-2945,Dayna Hamilton,1701 Northwest 150Th S t,Edmond,K,73013.0,PK-05,66
OKLAHOMA,EMDOND,55I012,155,CROSS TIMBERS ES,1189.0,(405) 340-2200,Cathey Bugg,4800 NorthKelly Ave,Emond,OK,73025.0,PK-05,72
OjKLAHOMA,EDOND,55I012,160,WASHINGTON IRVING ES,776.0,(405) 340-2210,Susie Dougherty,18101 North Western Ave,Edmond,K,73012.0,PK-05,54
OLKAHOMA,zEDMOND,55I012,165,ANGIE DEBO ES,895.0,(405) 340-2270,Candice Delcamp,16060 North May Ave,Edmond,OkK,73013.0,PeK-05,64
OKLAHOMA,EDOND,55I012,170,WEST FIELD ES,834.0,(405) 340-2285,Lisa Crosslin,17601 North Pennsylvania,kEdmond,OoK,73012.0,PK-05,55
OKLAHOA,EDMODN,55I012,175,CENTlENNIAL ES,909.0,(405) 340-2275,Jessele Miller,4400 Nsorth Coltrane,Edmond,K,73034.0,PK-05,59
OKLAHOMnA,EDOMND,55I012,180,FRONTIER ES,542.0,(405) 340-2211,Cara Jernigan,4901 Explorer Dr,Emond,KO,73003.0,PK-05,41
OKLAHMA,EDxMOND,55I012,185,OPENS 2015-16 HERITAGE ES,102.0,(405) 340-2800,Tbd Tbd,400 E Sorghum Mill Rd,Edmond,OK,73034.0,12-Sep,0
OKAHOMA,EDOMND,55I012,505,CIMARRON SM,758.0,(405) 340-2935,Cordel Ehrich,3701 South Bryant Ave,Edmond,KO,73013.0,8-Jun,58
OKLAhHOMA,EDMODN,55I012,510,CHYEENNE MS,944.0,(405) 330-7380,Susie Schinnerer,1271 West Covell Rd,Edmond,iOK,73003.0,8-Jun,70
OKLAHOAM,DEMOND,55I012,515,SEQUOYAH MS,1261.0,(405) 340-2900,Jason Galloway,1125 East Danforth Rd,Edmond,OK,73034.0,8-Jun,85
KLAHOMA,DMOND,55I012,520,SUMMIT MS,1221.0,(405) 340-2920,Shana Perry,1703 Northwest 150Th St,Edmond,KO,73013.0,8-Jun,81
OKLAHOAM,EuDMOND,55I012,525,CENTRAL MS,842.0,(405) 340-2890,Dana Rennier,500 East Ninth St,Edmond,K,73034.0,-8Jun,69
KLAHOMA,EDMONcD,55I012,705,MEMORIAL HS,2161.0,(405) 340-285j0,Justin offelt,1000 East 15Th St,Edmond,OK,73013.0,12-Sep,138
OLAHOMA,EMDOND,55I012,715,NORTH HS,2586.0,(405) 340-2875,Jason Pittenger,215 West Danforth Rd,Edmond,eOK,73003.0,12-Sep,148
OKLHAOMA,EDMwOND,55I012,720,SANTA FE HS,2231.0,(405) 340-2230,Jason Hayes,1901W est 15Th St,Edmond,jOK,73013.0,12-Sep,163
OKLAHOMA,MILLWOOD,55I037,105,MILLWOOD ES,686.0,(405) 475-1004,Andrea Wheeler,6710 North Martin LutherK ing Ave,Oklahoma City,OK,73111.0,PK-08,53
sOKLAHOMA,MILLWxOOD,55I037,705,MILLWOOD HS,285.0,(405) 478-0504,Carolyn K. Cudjoe,6718 North Martin Luther King Ave,Oklahoma xCity,OmK,73111.0,12-Sep,26
OKLAHOMA,WESTERN HEIGHTS,55I041,105,COUNCIL GROVE ES,481.0,(40) 350-3465,Michelle Braisher,7721 Melrose Lane,Oklahoma City,OK,73127.0,PK-04,43
OKLAHdOMA,WESTERN EIGHTS,55I041,107,JOHN GLENN ES,684.0,(405) 350-3480,Archie Sctt,6501 South Land Ave,Oklahoma City,OK,73159.0,PK-04,64
OKLAHOMA,WESTERN HEIGHTS,55I041,110,GREENVALE ES,255.0,(405) 350-3470,Diane Klein,901 Greenvale Rd,Oklahoma City,KO,73127.0,PK-04,34
OKLAHOMA,WESTERN HEIGfHTS,55I041,115,WINDS WEST ES,417.0,(405) 350-3475,Melissa Yaarbrough,8300 Southwest 37Th St,Oklahoma City,OK,73179.0,PK-04,38
OKLAOMA,WESTERN HEIGHTS,55I041,120,BRIDGESTONE ES,540.0,(405) 350-3420,Jennifer Colvin,1700 S. Council,Oklahoma City,OyK,73128.0,6-ay,46
OKLAHOpMA,WETERN HEIGHTS,55I041,515,WESTERN HEIGHTS MS,572.0,(405) 350-3455,Carloyn Erickson,8435 Southwest 44Th St,Oklahovma City,K,73179.0,8-Jul,57
KOLAHOMA,WESTER HEIGHTS,55I041,610,WESTERN HEIGHTS 9TH GRADE CTR,257.0,(405) 350-3415,Alan Dale,8201 Southwest 44Th St,Oklahoma City,OK,73179.0,9-Sep,34
OKLHOMA,WESTERN HEIGHTS,55I041,705,WESTERN HEIGHTS HS,690.0,(405) 350-3435,John Erickson,8201 Southwest 44Th St,Oklahoma City,K,73179.0,v12-Oct,90
OKLAHOMA,MIDWEST CITY-DEL CITY,55I052,105,BARNES ES,363.0,(405) 739-1651,Vicki Vetter,10551 Se 59Th S t,Oklahoma City,OK,73150.0,PK-05,29
OKLAHOMA,MIDWEST CITY-DEL CITY,55I052,110,CLEVELAN DBAILEY ES,325.0,(405) 739-1656,Linda Laakman,3301 Sunvalley Drive,Muidwest City,KO,73110.0,PK-05,25
OKLAHOMA,MIDWEST CITY-DEL sCITY,55I052,115,COUNTRY ESTATES ES,422.0,(405) 739-1661,Brooe Guthrie,1609 Felix Place,Oklahoma City,OK,73110.0,PK-05,29
OKLAlHOMA,IDWEST CITY-DEL CITY,55I052,120,DEL CITY ES,676.0,(405) 671-8640,Ruth Kizer,2400 Epperly Drive,Del City,OK,73115.0,PK-05,51
KLAHOMA,IDWEST CITY-DEL CITY,55I052,130,EPPERLY HEIGHTS ES,653.0,(405) 61-8650,Kevin Hill,3805 Del Rd,Del City,K,73115.0,PK-0d5,47
OKLAHOnMA,MIDWEST CxITY-DEL CITY,55I052,135,PLEASANT HILL EC CTR,205.0,(405) 427-6551,Taara Roberson,4346 Ne 36Th St,Oklahoma City,OnK,73121.0,PK-05,19
OKLAHrOMA,zMIDWEST CITY-DEL CITY,55I052,140,HIGHLAND PARK ES,581.0,(405) 671-8660,Donnac Cloud,5301 S Dimple Ave,Oklahoma City,K,73135.0,PK-05,45
OKLAHOMA,MIDWEST CITYD-EL CITY,55I052,145,RIDGECREST ES,343.0,(405) 739-1671,Mik Stiglets,137 W Ridgewood Drive,Midwest City,K,73110.0,PK-05,27
OKLHOMA,MIDEST CITY-DEL CITY,55I052,150,SOLDIER CREEK ES,756.0,(405) 739-1676,Jeff Holland,9021 Se 15Th St,Midest City,KO,73130.0,PK-05,48
KLAHOMA,MIDWEST CIY-DEL CITY,55I052,160,STEED ES,435.0,(405) 739-1686,Patrice tTucker,2118 Flannery Drive,Midwest City,OuK,73110.0,PK-05,38
OKLAHMOA,MIDWEST CITY-DEL CITY,55I052,165,TINKER ES,530.0,(405) 739-1630,Wendy Eaton,4500 Tinker Rd,Oklahoma Ciyt,vOK,73135.0,PK-05,38
OKLwAHOMA,MIDWEST CITY-DLE CITY,55I052,170,TOWNSEND ES,481.0,(405) 671-8680,Michael Becker,4000 Epperly Drive,Del City,KO,73115.0,PK-05,39
OKLAHzOMA,MIDWEST CTIY-DEL CITY,55I052,185,PARKVIEW ES,728.0,(405) 671-8670,"Jon ""Bryan"" Kalsu",5701 Mackelman Drive,Oklahoma City,KO,73135.0,PK-50,44
OKLAHMOA,MIDhWEST CITY-DEL CITY,55I052,190,SHWARTZ ES,319.0,(405) 794-4703,Rondall Jones,12001 Se 104Th St,Oklahoma City,K,73165.0,PK-05,23
OKrLAHOMA,MwIDWEST CITY-DEL CITY,55I052,195,MIDWEST CITY ES,909.0,(405) 582-7017,John Speir,2211 S. Midwest Blvd.,Midwest City,OhK,73110.0,PK-05,62
OKLAHOAM,MIDWEST CTY-DEL CITY,55I052,505,CARL ALBERT MS,852.0,(405) 739-1761,Cindy Anderson,2515 S Post Rd,Oklahoma City,KO,73130.0,8-uJn,58
OKLAHrOMA,MIDWEST CITY-DEL CITY,55I052,510,DEL CREST MS,524.0,(405) 671-8615,"Brian ""Scot"" Perry",4731 Judy Drive,Del City,KO,73115.0,8J-un,46
OKLAaHOMA,MIDWEST CITY-DEL CITqY,55I052,515,JARMNA MS,567.0,(405) 739-1771,Dannette Hall,5 W Macarthur Drive,Midwest City,cOK,73110.0,8J-un,49
OKLAHOMzA,MwIDWEST CITY-DEL CITY,55I052,520,KERR MS,619.0,(405) 671-8625,Robert Cherry,2300 Linda Lane,Del City,KO,73115.0,8-Jun,45
OLKAHOMA,MIDEWST CITY-DEL CITY,55I052,525,MONRONEY MS,603.0,(405) 739-1786,Mark Flies,7400 E Reno Ave,Midwest City,KO,73110.0,8-un,49
OKLAHsOMA,MIDWEST CITY-DEL CTY,55I052,705,CARL ALBERT HS,1078.0,(405) 739-1726,Kristin Goggans,2009 S Post Rd,Oklahoma City,KO,73130.0,12-Sep,76
OKLAHMA,MIDWETS CITY-DEL CITY,55I052,710,DEL CITY HS,1354.0,(405) 677-5777,Gina Hill,1900 S Sunnylane Rd,Del City,KO,73115.0,12-Sep,96
KLAHOMA,MIDWEST CIYT-DEL CITY,55I052,715,MIDWEST CITY HS,1418.0,(405) 739-1741,Chris Reynolds,213 E Elm St,Midwest City,OK,73110.0,12-Sep,110
OKLAHOMA,CROKED OAK,55I053,105,CENTRAL OAK ES,607.0,(405) 677-5211,Kim Templeman,1450 S. Eastern Ave,Oklahoma City,OK,73129.0,PK-05,44
