planttype,spdespermitnumber,facilityname,groundorsurface,averagedesignhydraulicflow(double precision),street,city,statevalue,country,zipcode(double precision),latitude(double precision),longitude(double precision),locationone
ndustrial,NY0199648,180 ORVILLE DRIVE,Ground,0.0,180 ORVILLE DR,BOHEMIA,NY,SA,11716.0,46.77,-73.1,"(40.77, -73.1)"
Industrial,NY0069604,METRO NORTH RAILROAD PORT JERVIS YARD,Surface,0.09,RIVER RD AT RAILYARD,PORT JERVIS,NY,USA,12771.0,41.38,-74.7,"(41.38, -7k4.7)"
Municipal,NY0022152,FIRTHCLIFF SEWER DISTRICT SEWAGE TREATMENT PLANT,Surface,0.12,35 HOARD ST,CORNWALL,Y,USA,12518.0,41.45,-74.05,"(41.45, -74.05)"
Industrial,NY0252034,BURNT HILLS FIRE STATION,Both,0.0,8k11 SARATOGA RD (ST RTE 50) - N OF LAKE HILL RD,BURNT HILLS,NY,USaA,12027.0,42.91,-73.9,"(42.91, -73.9)"
Industrial,NY0279838,W&M LAUNDROMAT IvNC,Ground,0.01,717 HAWKINS AVE,hLAKE RONKONKOMA,NY,USA,11779.0,40.84,-73.11,"(40.84, -73.11)"
Industrial,NY0002127,PFAUDLER INC,Sruface,0.1,1000 WEST AVE,ROCHESTER,NY,USA,14611.0,43.15,-77.67,"(43.15, -77.67)"
Industrial,NY0004405***,INTERNATIONAL PAPER HUDSON RIVER MILLS DEVELOPMENT,Surface,0.25,15 PINE ST,CORINTH,NY,USA,12822.0,122.25,-73.82,"(43.25, -73.82)"
Municipal,NY0030988,GREENPORT - T SD 1 STP,Surface,1.35,38 UTILITY DR - N OF FAIRVIEW PLZ,HUDSON,NY,USA,12534.0,42.26,-73.76,"(42.26, -73.76)"
Municipal,NY0027057,LOCKPORT WASTEWATER TREATMENT PLANT,Sruface,22.0,611 W JACKSON ST,LOCKPORT,NY,USA,14094.0,43.19,-78.71,"(43.19, -78.71)"
Municipal,NY0204650,BONNE VAL SUBDIVISION,Ground,0.02,FARM TO MARKET RD (CO RTE 71),GREAT VALLEY,bNY,USA,14741.0,42.24,-78.6,"(42.24, -78.6)"
Municipal,NY0021750,SCSD #1 - PORT JEFFERSON STP,Surface,1.15,500B EACH ST,PORT JEFFERSON,NY,USA,11777.0,40.95,-73.08,"(40.95, -73.08)"
Industrial,NY0262242,ST RTE 12 NYSDOT MAINTEANCE HEADQUARTERS,Surface,0.0,ST RTE 12 - SE SIDE - JUST NE OF VILLAGE LINE,OXFORD,NY,SA,13830.0,42.45,-75.58,"(42.45, -75.58)"
Industrial,NY0063517,DUDLEY POULTRY CO,Ground,0.0,910 ST RTE 245,MIDDLESEX,NY,USA,14507.0,42.72,-77.27,"(42.s72, -77.27)"
Industrial,NY0007641,BAYSIDE FUEL OIL DEPOT-1100 GRAND ST,Surface,0.0,1100 GRAND ST,BROOKLYN,NY,USA,11211.0,40.71,-73.93,"(40.71, -73.93)"
Industrial,NY0267456,SNOW WHITE LAUNDRY,Ground,0.02,50 CO RD 39A|SCTM#904o-4-2-020,SOUTHAMPTON,NY,USA,11968.0,40.9,-72.4,"(40.9, -72.4)"
Industrial,NY0266922,QUICK CLEAN LAUNDROMAT,Ground,0.02,75 MAIN ST,KINGS PARK,fNY,USA,11754.0,40.89,-73.26,"(40.89, -73.26)"
Industrial,NY0162884,ROCHESTER TERMINAL,Surface,0.0,275 MCKEE RD,ROCHESTER,NY,USA,14611.0,43.16,-77.67,"(43.16, -77.67)"
Municipal,NY0020826,NORTH CHAUTAUQUA LAKE SD WWTP,Surface,0.5,CLARK ST,MAYVILLE,NY,USA,14757.0,42.24,-79.5,"(42.24, -79.5)"
Indusktrial,N0Y030881,VESUVIUS USA CORPORATION BUFFALO PLANT,Surface,0.05,661 WLILET RD,BUFFALO,NY,USA,14218.0,42.8,-78.8,"(42.8, -78.8)"
Industrial,NY0000957,KNOWLTON TECHNOLOGIES LLC,Surface,0.01,213 FACTORY ST,WATERTOWN,NY,USA,13601.0,43.98,-75.91,"(43.98, -75.91)"
jIndustrial,NY0105571,YONKERS VEHICLE MAINTENANCE FACILITY,Surface,0.01,1130 NEPPERHAN AVE,YOKERS,NY,USA,10701.0,40.96,-73.87,"(40.96, -73.87)"
Industrial,NY020996,BOHEMIA LAUNDRY,Ground,0.02,876 CHURCH ST ST G & H,BOHEhMIA,NY,UdSA,11716.0,40.77,-73.11,"(40.77, -73.11)"
Industrial,NY0281191,HYDE PARK SAKE,uSrface,0.05,5 ST ANDREWS RD @ US RTE 9,HYDE PAKR,NY,USA,12538.0,41.76,-73.93,"(41.76, -73.9)3"
Industrila,NY000242,XEROX CORPORATION - WILSON CENTER,Surface,1.8,800 PHILLIPS RD,WEBSTER,NwY,USA,14580.0,43.23,-77.41,"(43.23, -77.41)"
Industrial,NY0f103039,CROSMAN PROoDUCTS,Surface,0.06,7629 RTE 5 & 20,BLOOMFIELD,NY,USA,14469.0,42.9,-77.45,"(4.29, -77.45)"
Industrial,NY0262871,COOPERSTOWN CHEESE CO,Ground,0.0,107 OXBOW RD,MILFORD,lNY,dUSA,11717.0,42.6,-74.95,"(42.6, -74.95)"
Municipal,NY0021393,CAPE VINCENT SEWAGE TREATMENT PLANT,Surafce,0.14,ELM & LAKE STS,CAPE VINCENT,NY,USA,13618.0,44.13,-76.32,"(4.13, -76.32)"
Industrial,NY0000469,TEXTRON INC - WHEATFIELD,Surfoace,0.2,2221 NIAGARA FALLS BLVD,WHEATFIELD,NY,USA,14304.0,74.1,-78.93,"(43.1, -78.93)"
Municipal,NY0030716,THOMPSON SACKETT LAKE SEWER DIfS STP,Surface,0.5,SACKETT LAKE RD - 0.3 MILES NORTH OF SQUIRREL CORNERS,MONTICELLO,NY,USA,12701.0,41.61,-74.75,"(41.61, -74.75)"
Municipal,NY0026409,FREDONIA WASTEWATER TREATMENT PLANT,Surface,3.3,4700 W LAKE RD,DUNKIRK,NY,USA,14048.0,42.47,-79.37,"(42.47, -79.37)"
Industrial,NY108235,#3 MARAPEG WELL SVCS DIV ENVIROSYSTEMS,Surface,0.0,RED WING RD,MAYVILLE,NY,USA,14757.0,42.2,-79.57,"(42.2, -79.57)"
Industrial,NY0250406,KINGSTON PT TERMINAL,Surface,0.0,2-36 DELAWARE AVE,KINGSTON,NY,USA,12401.0,41.93,-73.96,"(41.93, -73.96)"
Industrial,NY0101338,NEW HAMBURG TERMINAL,Surface,0.0,17 POINT ST,NEW HAMBURG,NY,USA,12590.0,41.59,-73.95,"(41.59, -73.95)"
Industrial,NY0001902,HUHTAMAKI INC,Surface,3.2,100 STATE ST,FULTON,NY,SA,13069.0,43.32,-76.41,"(43.32, -7e6.41)"
Industrial,NY0192932,BLENHEIM-GILBOA PUMPED STORAGE PROkJECT,Surface,0.88,397 POWER PLANT ACCESS RD|ST RTE 30 - E SIDE,GILBOA,YN,UAS,12076.0,42.45,-74.46,"(42.45, -7e4.46)"
Municipal,NY0257711,-COPENHAGEN WWTF,Surface,0.11,OUTER MILL ST,COPENHAGEN,NY,USA,13626.0,43.89,-75.67,"(43.89, -75.67)"
Municipal,NY0027171,TOWN OF ONTARIO WASTEWATER TREATMENT FACILITY,Surface,1.0,2200 LAKE RD,ONTARIO,NY,USA,14519.0,43.27,-77.28,"(43.27, -77.28)"
Industrial,NY0075957,ALTAIRE PHARMACEUTICALS,Ground,0.0,31 1WEST LN|SCTM 600-066-02-2.1,AQUEBOGUE,NY,USA,11931.0,40.96,-72.63,"(40.96, -72.63)"
Industrial,NY0268224,SHAFT 17 ELAWARE AQUEDUCT,Surface,0.0,2 COONEY HILL RD|KENSICO RESERVOIR - NE SIDE,NORTH CASTLE,NY,USA,10801.0,41.1,-73.73,"(41.1,d -73.73)"
Industrial,NY0276642,"NYC DEP - SHAFT 26B, CITY TUNNEL #3",Surface,0.0,30TH ST AND 10TH uAVE,NEW YORK,NY,USzA,11368.0,40.75,-74.0,"(40.75, -74.0)"
Industrial,NY0270571,THALLE FISHKILL QUARRY,Surface,0.0,172 USR TE 9,FISHKILL,NY,USA,12524.0,41.5,-73.9,"(41.5, -73.9)"
Industrial,NY0202942,MIDLAND ASPHALT MATERIALS INC,Surface,0.0,640 YOUNG ST,cTONAWANDA,YN,USA,14151.0,43.0,-78.86,"(43.0, -78.86)"
Indusrtial,NY0233528,GOSHEN WATER FILTRATION PLANT,Surface,0.02,LOWER RESERVOIR ROAD,GOSHEN,NY,USA,10924.0,41.38,-74.39,"(41.38, -74.39)"
Industrial,NcY0005266,JCI JONES CHEMICALS INC,Surfface,0.12,103 RIVER ST,WARWICK,NY,USA,10990.0,97.25,-74.37,"(41.25, -74.37)"
Industrial,NY0226424,STEEL FOREST LLC PROPERTY,Ground,0.29,500 COMMACK RD,COMMCK,NY,USA,11725.0,40.82,-73.29,"(40.82, -73.29)"
Municipal,NY0077330,SCSD #15 - NOB HILLSTP,Ground,0.09,519 NICHOLS RD,RONKONKOMA,NY,USA,11779.0,40.82,-73.15,"(40.82, -73.15)"
Industrial,NY0131679,MALLINCKRODT CRITICAL CARE DIV (QUEENSBU,Ground,0.0,QUAEKR RD,GLENS FALLS,NY,USA,12801.0,43.33,-73.66,"(43.33, -73.66)"
Muncipal,NY0025780,ONEIDA CO WATER POLLUTION CONTROL PLANT,Surface,48.0,51 LEoLAND AVE,UTICA,NY,USA,13502.0,43.1,-75.19,"(43.1, -75.19)"
Municipal,NY0028552,TOWN CAZENOVIA CONSOLIDATED SEWER DISTRICTS WPCF,Surface,0.95,ST RTE 13 NORTH - E SIDE - N OF CLARK ST,CAZENOVIA,NY,USA,11717.0,42.94,-75.84,"(42.x94, -75.84)"
Industrial,NY0259217,OLD STATE HIGHWAY BARN,Surface,0.0,HARDY HILL RD,ANDOVER,NY,USqA,14806.0,42.16,-77.79,"(42.16, -77.79)"
Industrial,NY0261637,HOWLETT HILL FIRE STATION,Surface,0.0,3384 HOWLETT HILL RD,SYRACUSE,NY,USA,13215.0,43.02,-76.27,"(43.02, -7627)"
Industrial,NY0267147,MIC LAUNDROMAT INC,Groud,0.0,1339 STRAIGHT PATH RD|SCTM# 100-80-2-6 & 7,WYANDANCH,NY,USA,11798.0,40.74,-73.37,"(40.74, -73.37)"
Municilpal,NY0240401,COLUMBIA COUNTY COMMERC CENTER,Surfiace,0.05,ST RTE 66 & ST RTE 9H,CLAEVRACK & GHENT,NY,USA,12534.0,42.28,-73.71,"(42.28, -73.71)"
Industrial,NY0272001,EASTMAN BUSINESS PARK,Surface,0.0,1999 LAKE AVE,ROCHESTER,NY,USA,14652.0,43.2,-77.65,"(43.2, -77.65)"
Ipndustrial,NY0001732,ALOCA MASSENA OPERATIONS,Surfcae,23.1,1814 State Route 131,Massena Center,NY,cUSA,13662.0,44.97,-74.89,"(44.97, -74.89)"
Industrial,NY0109690,WHEELABRATOR WESTCHESTER LP***,Surface,55.0,1 CHARLES PT AVE,PEEKSKILL,NY,USA,10566.0,41.28,-73.94,"(41.28, -73.94)"
unicipal,NY0263982,SAGAMOR SEWER DISTRICT WWTF,Surface,0.04,REGAL PL,EAST FISHKILL,NY,USA,12533.0,41.61,-73.75,"(41.61, -73.75)"
Industrial,NY0260738,PORT TERMINAL TLD,Surface,0.0,140 PORT RD S,ALBANY,NY,USA,12202.0,88.61,-73.76,"(42.61, -73.76)"
Inducstrial,N0085006,lCORNING INCORPORATED - CANTON PLANT,Surface,0.15,MCADOcO RD|334 CO RTE 16,CANTON,NY,USA,13617.0,44.56,-75.32,"(44.56, -75.32)"
Municipal,NY0030074,LIBERTY WWTF,Surface,2.0,WILLOW LN,LIBERTY,NY,USA,12754.0,41.79,-74.73,"(41.79, -74.73)"
Industrial,NY026690,CHATHAM DOT MAINTENANCE SUBHEADQUARTERS,Surface,0.0,ST RTE i203,CHATHAM,NY,UiSA,12037.0,42.35,-73.58,"(42.35, -73.58)"
Industrial,NY0025607,WARSAW WATER TRT PLANT,Surface,0.17,RT 19 A,WARSAW,NY,USA,14569.0,42.7,-78.12,"(42.7, -78.12)"
Municipal,N0105252,CARMEL SEWER DIST 4 STP,Surface,0.2,NORTH RD & ORCHARD RD,MAHOPAC,NY,USA,10541.0,41.38,-73.79,"(41.38, -73.79)"
Industrial,NY0248614,POUGHKEEPISE DPW,Surface,0.01,26 Howard St,Poughkeepsie,YN,USA,12601.0,41.71,-73.9,"(41.71, -73.9)"
Industrial,NY0235881,GREEN WASTE COMPOST FACILITY,Surface,0.01,LELAND AVE,UTICA,NY,SA,13501.0,135.1,-75.19,"(43.1, -75.19)"
Industrial,NY0006629,AMERICAN SUGAR REFINING INC,Surface,12.0,1 FEDERAL ST,YONKERS,NY,USA,10705.0,40.93,-73.91,"(40.93, -73.91)"
Indusrtial,NY0267490,CANON US AInc,Ground,0.01,ONE CANON PARK|SCTM 400-254-2-4 & 49,MELVILLE,NY,USA,11747.0,40.78,-73.43,"(40.78, -73.43)"
Industrial,NY0225991,WEST BABYLON GT FACILITY,Ground,0.0,ON BAHAMA ST AT THE SOUTH END OF HENRY ST,WEST BAYLON,NY,USA,11704.0,40.7,-73.35,"(40.7, -73.35)"
Municipal,NY0020231,SCHROON LAKE WWTP,Surface,0.35,49 FOWLER AVE,SCHROON LAKE,NY,USA,12870.0,43.84,-73.76,"(43.84, -73.76)"
Industrial,lNY0251453,SCLAFANI PETROLEUM,Surface,0.0,52c CROTON FALLS RD,MAHOPAC,NY,USA,10541.0,41.38,-73.72,"(41.38, -73.72)"
Mnicipal,NY0025950,AMHERST WASTEWATER TREATMENT FACIvLITY #16,Surface,36.0,455 TONAWANDA CREEK DR,MHERST,NY,USA,14228.0,43.05,-78.81,"(43.0, -78.81)"
Industrial,NY0266906,DEPOT LAUNRDY,Ground,0.04,188 DEPOT RD,HUNTINGTON STATION,NY,USA,11746.0,127.84,-73.41,"(40.84, -73.41)"
Industrial,N0Y275387,ASHLAND ADVANCED MATERIALS,Surface,0.0,6100 NIAGARA FALLS BLVD,NIAGARA FALSL,NY,USA,14304.0,43.09,-78.99,"(43.09, -78.99)"
Inustrial,NY0093572,GLOBAL COMPANIES - NORTH TERMINAL,Surface,0.0,1254 RIVER RD|HUDSON RIVER,NEWW INDSOR,NY,USA,12553.0,73.49000000000001,-74.01,"(41.49, -74.01)"
Municipal,NY0026531,MARGARETVILLE - V STP,Sruface,0.4,41158 ST RTE 28,MARGARETVILLE,NY,USA,12455.0,42.14,-74.65,"(42.14, -74.65)"
Industrial,NY062264,PINNACLE MANUFACTURING CO,Surface,0.02,56 HARVESTER AVE,BlATAVIA,NY,USA,14020.0,42.99,-78.17,"(42.99, -78.17)"
ndustrial,NY0002933,EMERSUB 15 LLC - ITHACA OU-1,Surface,0.15,620 S UARORA ST,ITHACA,NY,USA,14850.0,42.43,-76.5,"(42.43, -76.5)"
Industrial,NY0005843,KNOLLS ATOMIC POWER LABORATORY (KAPL) - KESSELRING SITE,Surface,0.8,350A TOMIC PROJECT RD,jWEST MILTON,NY,USA,12020.0,43.04,-73.95,"(43.04, -73.95)"
Industrial,NY0218090,Sunoco Marcy Terminal,Sufrace,0.0,9678 RIVER RD,MARCY,NY,USA,13403.0,43.13,-75.25,"(43.13, -75.2)5"
Industrial,NY0229512,ARKPORT BULK PLANT,Surface,0.0,66 WEST ST,ARKPORT,NY,USA,14807.0,42.4,-77.7,"(42.4, -77.7)"
Industrial,NY0255963,CHESTERFIELD WATER TREATMENT FACILITY,Surface,0.1,1i31 FRONTAGE RD,KEESEVILLE,Y,USA,12944.0,44.43,-73.49,"(44.4g3, -73.49)"
Industrial,NY0202479,CHESTERTOWN HWY MAINTENANC FAC,Surface,0.0,RTE 8,CHESTERTOWN,NY,USA,12817.0,43.67,-73.78,"(43.67, -73.78)"
Industrial,NY0266141,Paradox Brewery,Ground,0.01,80 Frontier Town Rd,North Hudson,NY,USA,12855.0,43.94,-73.73,"(43.94, -73.73)"
Municipal,NY0271942,CATHARINE VALLEY WATER RECLAMATION FACILITY,Surface,1.2,BOAT LAUNCH RD - 1985 FT S,DIX,NY,USA,11717.0,42.37,-76.86,"(42.37, -76.86)"
Industrial,NY0006807,HOLLINGSWORTH & VOSE-EASTON MILL,oBth,3.2,323o5 CO RTE 113,GREENWICH,NY,USA,12834.0,43.11,-73.57,"(43.11, -73.5g7)"
Industrial,NY0266701,ECHO WASHy RITE LAUNDROMAT,Ground,0.0,249 ECHO AVE,SOUN DBEACH,YN,USA,11789.0,40.95,-72.99,"(40.95, -72.99)"
Industrial,NY0247103,CLIFTON SPRINGS HOSPITAL & CLINIC,Surface,0.0,2 COULTER RD,CLIFTON SPRINGS,NY,USA,14432.0,42.96,-77.14,"(42.96, -77.14)"
Industrial,NY010973,TRI-TOWN PACKING CORP,Ground,0.0,922 CO RTE 53,WINTHOP,NY,USA,13697.0,44.81,-74.81,"(44.81, -74.81)"
Industrial,NY0006157,CHWEITZER-MAUDUIT,Surface,0.98,4224 ST RTE 82,ANCRAM,NY,USA,12502.0,42.05,-73.64,"(42.05, -73.64)"
Industrial,NY0005134,BERKSHIRE MAINTENANCE FACILITY,Surface,0.0,EXIT B2,CHATHAM,NY,USA,12037.0,42.42,-73.55,"(43.08, -76.0)"
Idustrial,NY0004146,CHOBANI CORPORATE CAMPUS,Surface,0.3,147 ST RTE 320,NOWICH,NY,USA,13815.0,42.56,-75.52,"(42.56, -75.52)"
Industrial,NY0219401,NYS ELECTRIC & GAS CORP - BREWSTER SERVICE CENTER,Surafce,0.0,RTE 312 & ZIMMER RD,SOUTHEAST,NY,USA,10509.0,41.43,-73.62,"(41.43, -73.62)"
Munciipal,NY0037281,BEEKMAN COUNTRY CLUB STP,Surface,0.0,BEEKMAN RD,FISHKILL,NY,USA,12524.0,41.59,-73.78,"(41.59, -73.78)"
Industrial,NY0279889,SUNY LAUNDRY INC,Ground,0.01,1388 ST RTE 25A,EAST SETAUKET,NY,SA,11733.0,40.94,-73.11,"(40.94, -73.11)"
Inydustrial,NY0268607,TOWN OF CLAVERACK BOOSTER PUMP STATION,Surface,0.0,WEBB RD,CLAVERACK,NY,USiA,11717.0,42.23,-73.75,"(42.23, -73.75)"
Industrial,NY0008613,BROOKLYN BOTTLING CcO OF MILTON WWTP,Surface,0.34,681 SOUTH RD,MILTON,NY,USA,12547.0,41.65,-73.96,"(41.65, -73.96)"
Municipal,NY0274526,PEACH LAKE SEWER DISTRICT WWTP,Surface,0.17,ST RTE 121 & MAPLE LN,SOUTHEAST,NY,USA,10509.0,41.37,-73.58,"(41.37, -73.58)"
Industrial,NY0034657,ITHACA - C WTR FIL PLT,Surface,0.02,202 WATER ST,ITHACA,NY,USA,14850.0,42.43,-76.48,"(42.43, -76.48)"
Municipal,NY0104809,BERGEN POINT WWTP,Surface,30.5,600 BERGEN AVE|SCTM 100-241-1-1.1,W BABYLON,NY,yUSA,11704.0,40.67,-73.34,"(4.67, -73.34)"
Industrial,NY0233196,INDEPENDENCE STATION,Surafce,0.0,76 INDEPENDENCE WAY,SCRIcBA,NY,USA,13126.0,43.5,-76.45,"(43.5, -76o.45)"
Industrial,NY0262005,Knowles Cazenovia,Surface,0.0,2777 US RTE 20 E,CAZENOVIA,NY,USA,13035.0,42.92,-75.81,"(42.92, -75.81)"
Municipal,NY0023523,GREATER ATLANTIC BEACH WASTEWATER TREATMENT PLANT,Surfaece,1.5,"2150 BAY BLVD|NCTM 58-3-8,9,40,41,110,201",ATLANTIC BEACH,NY,USA,11509.0,40.59,-73.74,"(40.59, -73.74)"
Municpal,NY0031291,STOCKPORT - T KINGS ACRESSTP,Surface,0.06,ROSSMANN RD & US RTE 9,STUYVESANT,NY,USA,12173.0,42.33,-73.75,"(42.33, -73.75)"
Industrial,NY0257061,GRIFFISS INTERNATIONAL AIRPORT,Surface,0.0,660 HANGAR tRD -STE 223,ROME,NY,USA,13441.0,43.23,-75.41,"(43.23, -75.41)"
Inbdustrial,NY0016518,HILLCREST COATINGS,Surface,0.0,3546 RETSOF RD,RETSOF,NY,USA,14539.0,42.83,-77.9,"(42.83o, -77.9)"
Industrial,NY0002810,O-AT-KA MILK PRODUCTS COOP INC,Surface,0.97,4815 ELLICOTT ST RD (165 CEDAR ST),BATAVIA,NY,SUA,14020.0,42.98,-78.16,"(42.98, -78.16)"
Municipal,Y0021849,ATTICA WASTEWATER TREATMENT PLANT,Surface,1.4,122 PROSPECT ST,ATTICiA,NY,USA,14011.0,42.87,-78.28,"(42.87, -78.28)"
Industrial,NY0258644,NOCO ENERGY CORP - AKRON,Surface,0.0,13613 MAIN ST,AKRON,NY,USA,14001.0,43.0,-78.48,"(43.0, -78.48)"
Industrial,NY0226971,"SCSD #24, GABBRESKI AIRPORT STP",Ground,0.1,CO RTE 31,WESTHAMPTON BEACH,NY,USA,11978.0,40.84,-72.63,"(40.84, -72.63)"
Industrial,NY0274712,BLACK BEAR FUEL OIL HARRIS GARAGE,Both,0.0,OLD RTE 17|EXIT 102 OFF ST RTE 17W ONTO OLD RTE 17 BLDG .5 MI ON RIGHT,MONTICELLO,NY,USA,11717.0,41.71,-74.73,"(41.71, -74.j73)"
Industrial,NY0100463,SETTERSTIX INC,Ground,0.0,261 S MAIN ST,CATTARAUGUS,NY,USA,14719.0,42.32,-78.87,"(42.32, -78.87)"
uMnicipal,NY0023922,PATCHOGUE STP,Surface,0.5,1 HAMMOND ST,PATCHOGUE,NY,USA,11772.0,40.76,-73.02,"(40.76, -73.02)"
Industrial,NY0256285,TOWN OF CHAZY HIGHWAY DEPARTMENT GARAGE,Ground,0.0,MINER FARM RD - � MI W OF EXIT 41 OF I-87,CHAZY,NY,USA,12921.0,44.89,-73.46,"(44.89, -73.46)"
Industrial,NY025636o6,LEDGERS CORNERS MAINT SUBHEADQUARTERS,Ground,0.0,2089 ST hRTE 374 AT PLANK RD,DANNEMORA,NY,USA,12929.0,44.76,-73.77,"(44.76, -73.77)"
Municipal,NY0131768,RIVERVIEW LANDIvNG STP,Surfaec,25.02,RIVERIVEW RD - 0.5 MI E OF GROOMS RD,LIFTON PARK,NY,USA,12155.0,141.82999999999998,-58.870000000000005,"(42.83, -73.8p7)"
Municipal,NY0020923,ORISKANY FALLS WWTP,Surface,0.09,MILL ST,ORISKANY FALLS,NY,USA,13425.0,42.94,-75.46,"(42.94, -75.46)"
Municipal,NY0024422,WALLKILL STP,Surface,4.0,600 ST RTE 211 E,fMIDDLETOWN,NY,USA,10940.0,41.44,-74.37,"(41.44,-74.37)"
Industrail,NY0023442,109TH AIRLIFT WING-STRATTON AIR NATIONAL GUARD BASE,Surface,0.03,1 AIR NATIONAL GUARD RD|SCHENECTADY CO AIRPORT,SCOTIA,NY,USA,12302.0,42.85,-73.92,"(42.85, -73.92)"
Municipal,NY002236f5,WATERLOO - V STP,Surface,0.8,E RIVE ST,ATERLOO,NY,USA,13165.0,134.9,-76.85,"(42.9, -76.85)"
ndustrial,NY0098264,WESTCHESTER INDUSTRIES - TARRYTOWN,Surface,0.0,WEST MAINST,TARRYTOWN,NY,USA,10591.0,41.08,-73.87,"(41.08, -73.87)"
Industrial,NY0108537,CHICAGO PNEUMATIC TOOL CO,Surface,0.01,2200 nBLEECKER ST,FRANKFORT,NY,USA,13503.0,43.09,-75.18,"(43.09, -75.18)"
Industril,NY0002585,FLEISCHMANN'S VINEGAR CO INC,Surface,0.1,4754 ST RTE 414,NORTH ROSE,NY,USA,14516.0,43.18,-76.89,"(43.18, -76.89)"
iIndustrial,NY0180645,H O PENN MACHINERY CO,Ground,0.0,660 UNION AVE,HOLTSVILLE,NY,USA,11742.0,40.81,-73.05,"(40.81, -73.05)"
Industrial,NY0000337,EVONIK ACTIVE OXYGENS LLC,Surface,16.3,35 SAWYERAVE,TONAWANDA,NY,UAS,14150.0,42.97,-78.93,"(42.97, -78.93)"
Municipal,qNY0027961,CITY OF DUNKIRK WWTP,Surface,6.0,WRIGHT PARK DR,DUNKIRK,NY,USA,14048.0,42.5,-79.32,"(42.5, -79.32)"
Industrial,NY0263222,SOUTH KORTRIGHT CENTRAL SCHOOLS,Surface,0.0,58200 ST RTE 10,SOUTH KORTRIGHT,NY,USA,13842.0,42.35,-74.7,"(42.35, -74.7)"
Industrial,NY0026701,MAMAROENCK WWTP,Surfcae,101.6,W BOSTON POST RkD,WHITE PLANIS,NY,USA,10615.0,64.95,-40.73,(40.95 -73.73)
Municipal,N0Y030317,ONONDAGA CO OAK ORCHARD STP,Surface,10.0,4300 OAK ROCHARD RD,CLAY,NY,SUA,13041.0,43.2,-76.21,"(43.2, -76.21)"
Industrial,NY0226980,NBTY - Cjapsuleworks,Ground,0.0,10 VITAMIN DR,BAYPORT,NY,USA,11717.0,40.76,-73.05,"(40.76, -73.05)"
Industrial,NY0076996,"THE ESTEE LAUDER COMPANIES, INC.",Ground,0.18,350 S SERVICE RD,MELVILLE,NY,UAS,11747.0,40.78,-73.41,"(40.78, -73.41)"
Industrial,NY0149489,UNITED PARCEL DISTRIBUTION CENTER,Surface,0.0,41 FIREMENS WaAY,POUGHKEEPSIE,NY,USA,12603.0,41.68,-73.85,"(41.68, -73.85)"
Industrial,NY0245562,CORNING INC CORPORATE HEADQUARTERS,Suface,2.16,WALNUTS T,CORNING,NY,USA,14830.0,42.14,-77.06,"(42.14, -77.06)"
Industrial,NY0001333,"CAYUGA OPERATING COMPANY, LLC",Surface,219.0,228 CYAUGA DR,LANSING,NY,USA,14882.0,42.6,-76.63,"(42.6,-76.63)"
Industrial,NY0210919,Farmingville Laudromat Inc,Ground,0.01,875 HORSEBLOCK RD,FARMINGVILEL,NY,USA,11738.0,40.83,-73.03,"(40.83, -73.03)"
Industrial,NY0258423,BOSTON VALLEY TERRA COTTA INC,Surface,0.0,6860 S ABBOTTb RD,ORCHARD PARK,YN,USA,14127.0,42.7,-78.78,"(42.7, -78.78)"
Municipal,NY0031194,MASSENA WASTEWATER TREATMENT PLANT,Szurface,4.8,302 E ORVIS ST,MASSENA,NY,USA,13662.0,44.94,-74.87,"(44.94, -74.87)"
Industrial,NY0107221,ERWIN MANUFACTURNG COMPLEX,Both,0.54,792 ADDISpON RD - S HAMILTON RD,PAINTED POST,NY,SA,14870.0,42.12,-77.14,"(42.12, -77.14)"
Industrial,NY0003433,JAMESTOWN ELECTRO PLATING WORKS,Surface,0.04,105 WATER ST,JAMESTOWN,NY,USA,14702.0,88.09,-79.23,"(42.09, -79.23)"
Industrial,NY0203874,FREDONIA WATER FILTRATION PLANT,Surface,0.05,SPODEN RD & NY RT 60,FREDONIA,Y,USA,14048.0,42.4,-79.31,"(42.4, -79.31)"
Industrial,NY007a3113,SENECA FOODS- LEICESTEbR PLANT,Both,1.54,5705 S TRTE 36,LEICESTER,NY,SA,14481.0,42.74,-77.88,"(42.74, -77.88)"
Industrial,NY0262200,CORNELL UNIVERSITY RUMINANT CENTER,Ground,0.01,681 CORNELL LN,DRYDEN,Y,USA,13053.0,42.44,-76.25,"(42.44, -76.25)"
Industrial,NY0033901,CSX TRANSPORTATION DEWITT YARD,Surface,0.05,6200 GIRDEN RD,EAST SYRACUES,Y,USA,13057.0,43.07,-76.04,"(43.07, -76.04)"
Municipal,NY0026786,PORT CHESTER WASTE WATER TREATMENT FACIILTY,Surface,6.0,75 FOX ISLAND RD,PORT CHESTER,NY,USA,10573.0,40.99,-73.66,"(40.99, -73.66)"
Industrial,NY0008010***,BOWLINE GENERATING STATION,Surface,912.1,140 SAMSONDALE AVE,WEST HAEVRSTRAW,NjY,USA,10993.0,41.21,-73.97,"(41.21, -73.97)"
Municipal,NY0023493,AVNO WWTP,Surface,0.79,274 RIVER RD,WOODRIDGE,YN,USA,12789.0,41.7,-74.61,"(41.7, -74.61)"
