uniqueid,indicatorid,namevalue,measure,measureinfo,geotypename,geojoinid,geoplacename,timeperiod,startdate,datavalue
178583.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2013,12/01/2012,8.11
178584.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,211,Williamsburg - Bushwick,Annual Average 2013,12/01/2012,9.36
178585.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,301,Washington Heights,Annual Average 2013,12/01/2012,9.48
178586.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2013,12/01/2012,9.7
178587.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,303,East Harlem,Annual Average 2013,12/01/2012,9.73
178588.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,304,Upper West Side,Annual Average 2013,12/01/2012,10.35
178589.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,305,Upper East Side,Annual Average 2013,12/01/2012,11.1
178590.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,306,Chelsea - Clinton,Annual Average 2013,12/01/2012,12.41
178591.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2013,12/01/2012,13.2
178592.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,308,Greenwich Village - SoHo,Annual Average 2013,12/01/2012,10.81
178593.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,309,Union Square - Lower East Side,Annual Average 2013,12/01/2012,10.15
178594.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,310,Lower Manhattan,Annual Average 2013,12/01/2012,11.06
178595.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Annual Average 2013,12/01/2012,9.6
178596.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Annual Average 2013,12/01/2012,9.13
178597.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Annual Average 2013,12/01/2012,8.39
178598.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,404,Bayside - Little Neck,Annual Average 2013,12/01/2012,8.08
178599.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,405,Ridgewood - Forest Hills,Annual Average 2013,12/01/2012,8.51
178600.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,406,Fresh Meadows,Annual Average 2013,12/01/2012,8.21
178601.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,407,Southwest Queens,Annual Average 2013,12/01/2012,8.14
178602.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,408,Jamaica,Annual Average 2013,12/01/2012,8.27
178603.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,409,Southeast Queens,Annual Average 2013,12/01/2012,7.85
178604.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,410,Rockaways,Annual Average 2013,12/01/2012,7.61
178605.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,501,Port Richmond,Annual Average 2013,12/01/2012,8.27
178606.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,502,Stapleton - St. George,Annual Average 2013,12/01/2012,7.9
178607.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Annual Average 2013,12/01/2012,8.22
178608.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Annual Average 2013,12/01/2012,7.82
179088.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Citywide,1,New York City,Winter 2008-09,12/01/2008,4.32
179089.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Citywide,1,New York City,Winter 2009-10,12/01/2009,2.88
179090.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Citywide,1,New York City,Winter 2010-11,12/01/2010,3.63
179091.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Citywide,1,New York City,Winter 2011-12,12/01/2011,1.95
179092.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Citywide,1,New York City,Winter 2012-13,12/01/2012,1.17
179103.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Citywide,1,New York City,Winter 2008-09,12/01/2008,27.92
179104.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Citywide,1,New York City,Winter 2009-10,12/01/2009,24.77
179105.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Citywide,1,New York City,Winter 2010-11,12/01/2010,28.07
179106.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Citywide,1,New York City,Winter 2011-12,12/01/2011,22.54
179107.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Citywide,1,New York City,Winter 2012-13,12/01/2012,23.47
179118.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Citywide,1,New York City,Summer 2009,06/01/2009,18.9
179119.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Citywide,1,New York City,Summer 2010,06/01/2010,17.59
179120.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Citywide,1,New York City,Summer 2011,06/01/2011,17.14
179121.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Citywide,1,New York City,Summer 2012,06/01/2012,15.77
179122.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Citywide,1,New York City,Summer 2013,06/01/2013,15.2
179133.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Citywide,1,New York City,Annual Average 2009,12/01/2008,22.72
179134.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Citywide,1,New York City,Annual Average 2010,12/01/2009,21.11
179135.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Citywide,1,New York City,Annual Average 2011,12/01/2010,21.58
179136.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Citywide,1,New York City,Annual Average 2012,12/01/2011,19.58
179137.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Citywide,1,New York City,Annual Average 2013,12/01/2012,18.83
179148.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Winter 2008-09,12/01/2008,12.89
179149.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Winter 2009-10,12/01/2009,9.86
179150.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Winter 2010-11,12/01/2010,12.56
179151.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Winter 2011-12,12/01/2011,9.15
179152.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Winter 2012-13,12/01/2012,10.35
179164.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Summer 2010,06/01/2010,11.83
179165.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Summer 2011,06/01/2011,11.46
179166.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Summer 2012,06/01/2012,10.31
179167.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Summer 2013,06/01/2013,10.15
179178.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Annual Average 2009,12/01/2008,10.43
179179.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Annual Average 2010,12/01/2009,9.54
179180.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Annual Average 2011,12/01/2010,10.1
179181.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Annual Average 2012,12/01/2011,8.95
179182.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Annual Average 2013,12/01/2012,8.63
179193.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,1,Bronx,Winter 2008-09,12/01/2008,6.62
179194.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,2,Brooklyn,Winter 2008-09,12/01/2008,3.92
179195.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,3,Manhattan,Winter 2008-09,12/01/2008,9.17
179196.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,4,Queens,Winter 2008-09,12/01/2008,3.99
179197.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,5,Staten Island,Winter 2008-09,12/01/2008,2.13
179198.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,1,Bronx,Winter 2009-10,12/01/2009,4.28
179199.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,2,Brooklyn,Winter 2009-10,12/01/2009,2.66
179200.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,3,Manhattan,Winter 2009-10,12/01/2009,6.19
179201.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,4,Queens,Winter 2009-10,12/01/2009,2.82
179202.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,5,Staten Island,Winter 2009-10,12/01/2009,1.17
179203.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,1,Bronx,Winter 2010-11,12/01/2010,5.44
179204.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,2,Brooklyn,Winter 2010-11,12/01/2010,3.26
179205.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,3,Manhattan,Winter 2010-11,12/01/2010,7.79
179206.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,4,Queens,Winter 2010-11,12/01/2010,3.42
179207.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,5,Staten Island,Winter 2010-11,12/01/2010,1.78
179208.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,1,Bronx,Winter 2011-12,12/01/2011,3.43
179209.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,2,Brooklyn,Winter 2011-12,12/01/2011,1.55
179210.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,3,Manhattan,Winter 2011-12,12/01/2011,4.81
179211.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,4,Queens,Winter 2011-12,12/01/2011,1.72
179212.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,5,Staten Island,Winter 2011-12,12/01/2011,0.81
179213.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,1,Bronx,Winter 2012-13,12/01/2012,2.16
179214.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,2,Brooklyn,Winter 2012-13,12/01/2012,0.9
179215.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,3,Manhattan,Winter 2012-13,12/01/2012,3.08
179216.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,4,Queens,Winter 2012-13,12/01/2012,1.01
179217.0,383.0,Sulfur Dioxide (SO2),Mean,ppb,Borough,5,Staten Island,Winter 2012-13,12/01/2012,0.43
179268.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2008-09,12/01/2008,29.29
179269.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Winter 2008-09,12/01/2008,29.43
179270.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Winter 2008-09,12/01/2008,38.35
179271.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,4,Queens,Winter 2008-09,12/01/2008,27.86
179272.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Winter 2008-09,12/01/2008,21.63
179273.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2009-10,12/01/2009,24.39
179274.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Winter 2009-10,12/01/2009,27.17
179275.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Winter 2009-10,12/01/2009,32.17
179276.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,4,Queens,Winter 2009-10,12/01/2009,25.02
179277.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Winter 2009-10,12/01/2009,19.14
179278.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2010-11,12/01/2010,28.19
179279.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Winter 2010-11,12/01/2010,29.66
179280.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Winter 2010-11,12/01/2010,35.38
179281.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,4,Queens,Winter 2010-11,12/01/2010,28.32
179282.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Winter 2010-11,12/01/2010,23.08
179283.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2011-12,12/01/2011,23.48
179284.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Winter 2011-12,12/01/2011,23.5
179285.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Winter 2011-12,12/01/2011,30.21
179286.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,4,Queens,Winter 2011-12,12/01/2011,22.62
179287.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Winter 2011-12,12/01/2011,17.93
179288.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2012-13,12/01/2012,24.03
179289.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Winter 2012-13,12/01/2012,25.3
179290.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Winter 2012-13,12/01/2012,31.61
179291.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,4,Queens,Winter 2012-13,12/01/2012,22.84
179292.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Winter 2012-13,12/01/2012,19.13
179343.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2009,06/01/2009,20.83
179344.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Summer 2009,06/01/2009,20.14
179345.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Summer 2009,06/01/2009,30.87
179346.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,4,Queens,Summer 2009,06/01/2009,18.15
179347.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Summer 2009,06/01/2009,13.19
179348.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2010,06/01/2010,19.42
179349.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Summer 2010,06/01/2010,18.23
179350.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Summer 2010,06/01/2010,28.52
179351.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,4,Queens,Summer 2010,06/01/2010,17.42
179352.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Summer 2010,06/01/2010,12.03
179353.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2011,06/01/2011,18.31
179354.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Summer 2011,06/01/2011,18.14
179355.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Summer 2011,06/01/2011,27.72
179356.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,4,Queens,Summer 2011,06/01/2011,17.04
179357.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Summer 2011,06/01/2011,11.57
179358.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2012,06/01/2012,17.02
179359.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Summer 2012,06/01/2012,16.27
179360.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Summer 2012,06/01/2012,25.83
179361.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,4,Queens,Summer 2012,06/01/2012,15.84
179362.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Summer 2012,06/01/2012,10.64
179363.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2013,06/01/2013,15.91
179364.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Summer 2013,06/01/2013,15.75
179365.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Summer 2013,06/01/2013,24.71
179366.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,4,Queens,Summer 2013,06/01/2013,15.6
179367.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Summer 2013,06/01/2013,10.01
179418.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2009,12/01/2008,24.52
179419.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Annual Average 2009,12/01/2008,24.11
179420.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Annual Average 2009,12/01/2008,33.89
179421.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,4,Queens,Annual Average 2009,12/01/2008,22.19
179422.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Annual Average 2009,12/01/2008,16.84
179423.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2010,12/01/2009,22.16
179424.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Annual Average 2010,12/01/2009,22.7
179425.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Annual Average 2010,12/01/2009,30.58
179426.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,4,Queens,Annual Average 2010,12/01/2009,21.01
179427.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Annual Average 2010,12/01/2009,15.35
179428.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2011,12/01/2010,22.73
179429.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Annual Average 2011,12/01/2010,22.84
179430.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Annual Average 2011,12/01/2010,30.96
179431.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,4,Queens,Annual Average 2011,12/01/2010,21.47
179432.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Annual Average 2011,12/01/2010,16.17
179433.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2012,12/01/2011,20.99
179434.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Annual Average 2012,12/01/2011,20.56
179435.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Annual Average 2012,12/01/2011,28.74
179436.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,4,Queens,Annual Average 2012,12/01/2011,19.41
179437.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Annual Average 2012,12/01/2011,14.54
179438.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2013,12/01/2012,19.86
179439.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Annual Average 2013,12/01/2012,19.92
179440.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Annual Average 2013,12/01/2012,28.02
179441.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,4,Queens,Annual Average 2013,12/01/2012,18.71
179442.0,375.0,Nitrogen Dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Annual Average 2013,12/01/2012,13.8
179493.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Winter 2008-09,12/01/2008,14.08
179494.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Winter 2008-09,12/01/2008,12.88
179495.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Winter 2008-09,12/01/2008,15.34
179496.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Winter 2008-09,12/01/2008,12.56
179497.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Winter 2008-09,12/01/2008,11.82
179498.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Winter 2009-10,12/01/2009,10.95
179499.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Winter 2009-10,12/01/2009,9.97
179500.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Winter 2009-10,12/01/2009,11.98
179501.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Winter 2009-10,12/01/2009,9.38
179502.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Winter 2009-10,12/01/2009,9.07
179503.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Winter 2010-11,12/01/2010,13.85
179504.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Winter 2010-11,12/01/2010,12.62
179505.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Winter 2010-11,12/01/2010,14.76
179506.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Winter 2010-11,12/01/2010,12.1
179507.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Winter 2010-11,12/01/2010,11.68
179508.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Winter 2011-12,12/01/2011,9.93
179509.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Winter 2011-12,12/01/2011,9.17
179510.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Winter 2011-12,12/01/2011,11.32
179511.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Winter 2011-12,12/01/2011,8.8
179512.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Winter 2011-12,12/01/2011,8.42
179513.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Winter 2012-13,12/01/2012,11.16
179514.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Winter 2012-13,12/01/2012,10.33
179515.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Winter 2012-13,12/01/2012,12.83
179516.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Winter 2012-13,12/01/2012,9.9
179517.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Winter 2012-13,12/01/2012,9.72
179568.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2009,06/01/2009,10.73
179569.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Summer 2009,06/01/2009,10.92
179570.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Summer 2009,06/01/2009,12.55
179571.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Summer 2009,06/01/2009,10.27
179572.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Summer 2009,06/01/2009,10.5
179573.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2010,06/01/2010,12.12
179574.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Summer 2010,06/01/2010,11.96
179575.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Summer 2010,06/01/2010,13.41
179576.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Summer 2010,06/01/2010,11.53
179577.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Summer 2010,06/01/2010,11.43
179578.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2011,06/01/2011,11.66
179579.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Summer 2011,06/01/2011,11.57
179580.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Summer 2011,06/01/2011,12.86
179581.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Summer 2011,06/01/2011,11.23
179582.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Summer 2011,06/01/2011,11.09
179583.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2012,06/01/2012,10.51
179584.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Summer 2012,06/01/2012,10.42
179585.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Summer 2012,06/01/2012,11.85
179586.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Summer 2012,06/01/2012,10.06
179587.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Summer 2012,06/01/2012,9.9
179588.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2013,06/01/2013,10.44
