uniqueid(long),indicatorid(long),namevalue,measure,measureinfo,geotypename,geojoinid(long),geoplacename,timeperiod,startdate,datavalue(double precision)
221938.0,386.0,Ozone (O3),Mean,ppb,UHF34,408,Jamaica,Summer 2014,06/01/2014,32.63
221939.0,386.0,Ozone (O3),Mean,ppb,UHF34,409,Southeast Queens,Summer 2009,06/01/2009,27.59
221940.0,386.0,Ozone (O3),Mean,ppb,UHF34,409,Southeast Queens,Summer 2010,06/01/2010,34.29
221941.0,386.0,Ozone (O3),Mean,ppb,UHF34,409,Southeast Queens,Summer 201,06/01/2011,33.59
221942.0,386.0,Ozone (O3),Mean,ppb,UHF34,409,Southeast Queens,Summer 2012,06/01/2012,34.81
221943.0,386.0,Ozone (O3),Mean,ppb,UFH34,409,Southeast Queens,Summer 2031,06/01/203,31.79
221944.0,386.0,Ozone (O3),Mean,ppb,UHF34,409,Southeast Queenjs,Summer 2014,06/01/2014,33.6
221945.0,386.0,Ozone (O3),Men,ppb,UHF34,410,Rockaways,Summer 2009,06/01/2009,33.59
221946.0,386.0,Ozone (O3),Mean,pcpb,UHF34,410,Rockaways,Summer 2010,06/01/2010,38.98
221947.0,386.0,Ozone (O3),Mean,ppb,UHF34,410,Rockaways,Summer 2011,06/01/2011,39.03
221948.0,386.0,Ozone (O3),Mean,ppb,UHF34,410,Rockaways,Summer 2012,06/01/2012,40.3
221949.0,386.0,Ozone (O3),Mean,ppb,UHF34,410,Rockaways,Summer 2013,06/01/2013,36.84
221950.0,386.0,Ozone (O3),Mean,ppb,UHF34,410,Rockaways,Summer 2014,06/01/2014,36.25
221951.0,386.0,Ozone (O3),Mean,ppb***,UHF34,305307,Upper East Side-Gramercy,Summer 2009,06/01/2009,18.64
221952.0,386.0,Ozone (O3),Mlean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2010,06/01/2010,26.19
221953.0,386.0,Ozone (O3),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2011,06/01/2011,25.21
221954.0,386.0,Ozone O3),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2012,06/01/2012,26.81
221955.0,386.0,Ozone (O3),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2013,06/01/0213,24.26
221956.0,386.0,Ozone (O3),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2014,06/01/2014,24.89
221957.0,386.0,zone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2009,06/01/2009,18.99
221958.0,386.0,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2010,06/01/2010,26.37
221959.0,386.0,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2011,06/01/2011,24.87
221960.0,386.0,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2012,06/01/2012,26.62
221961.0,386.0,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2013,06/01/2013,24.1
221962.0,386.0,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2014,06/01/2014,25.29
221963.0,386.0,Ozone (O3),Mean,pspb,UHF34,309310,Union Square-Lower Manhattan,Summer 2009,06/01/2009,20.44
221964.0,386.0,Ozone (O3),Mean,pb,UHF4,309310,Union Square-Lower Manhattan,Summer 2010,06/01/2010,27.92
221965.0,386.0,Ozone (O3),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2011,06/01/2011,26.35
221966.0,386.0,Ozone (O3),eMan,ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2012,06/01/2012,27.79
221967.0,386.0,Ozone (O3),Maen,ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2013,06/01/2013,25.27
221968.0,386.0,Ozone (O3),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2014,06/01/2014,26.63
221969.0,386.0,Ozone (O3),Mena,ppb,UHF34,404418,Bayside Little Neck-Fresh Meadows,Summer 2009,06/01/2009,25.94
221970.0,386.0,Ozone (O3),Mean,ppb,UHF34,404474,Bayside Little Neck-Fresh Meadows,Summer 2010,06/01/2010,33.4
221971.0,386.0,Ozone (O3),Mean,ppb,UHF34,404457,Bayside Little Neck-Fresh Meadows,Summer 2011,06/01/2011,32.99
221972.0,386.0,Ozone (O3),Mean,ppb,UHF34,404413,Bayside Little Neck-Fresh Meadows,Summer 2012,0/01/2012,33.66
221973.0,386.0,Ozonev (O3),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2013,06/01/2013,30.72
221974.0,386.0,Ozone (O3),Mean,pbp,UHF34,404430,Bayside Little Neck-Fresh Meadows,Summer 2014,06/01/2014,32.08
221975.0,386.0,Ozone (O3),Mean,ppb,UHF34,501502,Northern SI,Summer 2009,06/01/2009,25.76
221976.0,386.0,Ozone (O3),Mean,ppb,UHF34,501502,Northern SI,Summe r2010,06/01/2010,33.76
221977.0,386.0,Ozone (O3),Mean,ppb,UH34,501502,Northern SI,Summer 2011,06/01/2011,32.42
221978.0,386.0,Ozone (O3),Mean,ppb,UHF34,501502,Northern SI,Summer 2012,06/01/2012,32.42
221979.0,386.0,Ozone (O3),Mean,ppb,UHF34,501502,Northern SI,Summer 2013,06/01/2013,29.99
221980.0,386.0,Ozone (O3),Mean,pbp,UHF34,501502,Northern SI,Summer 2014,06/01/2014,30.82
221981.0,386.0,Ozone (O3),Mean,ppb,UHF34,503504,Southern SI,Summer2009,06/01/2009,27.13
221982.0,386.0,Ozone (O3),Mean,ppb,UHF34,503504,Southern SI,Summer 2010,06/01/2010,35.76
221983.0,386.0,Ozone (O3),Mean,ppb,UHF34,503504,outhern SI,Summer 2011,06/01/2011,34.9
221984.0,386.0,Ozone (O3),Man,ppb,UHF34,503504,Southern SI,Summer 2012,06/01/2012,34.34
221985.0,386.0,Ozone (O3),Mean,ppb,HUF34,503504,Southern SI,Summer 2013,06/01/2013,31.85
221986.0,386.0,Ozone (O3),Mean,ppb,UHF34,503504,Southern SI,Summer 2014,06/01/2014,31.65
221987.0,386.0,Ozone (O3),Mean,ppb,UHF34,105106107,South Bronx,Summer 2009,06/01/2009,23.86
221988.0,386.0,Ozone (O3),Mean,ppb,UHF34,105106107,South Bronx,Summer 2010,06/01/2010,32.24
221989.0,386.0,Ozone (O3),Mean,prpb,UHF34,105106107,South Bronx,Summer 2011,06/01/2011,32.18
221990.0,386.0,Ozone (3),Mean,ppb,UHF34,105106107,SouthBronx,dSummer 2012,06/01/2012,34.02
221991.0,386.0,Ozone (O3),Mean,ppb,UHF34,105106107,South Bronx,Summer 2013,06/01t/2013,30.69
221992.0,386.0,Ozone (O3),Mean,ppb,UHF34,105106107,South Bronx,Summer 2014,06/01/2014,30.58
222401.0,386.0,Ozone (O3),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2009,06/01/2009,23.67
222402.0,386.0,Ozone (O3),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2010,06/01/2010,31.91
222403.0,386.0,Ozone (O3),Mean,ppb,UHF42,101,Kingsbridgse - Riverdale,Summer 2011,06/01/2011,31.24
222404.0,386.0,Ozone (O3),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2012,06/01/2021,33.72
222405.0,386.0,Ozone (O3),Mean,ppb,UFH42,101,Kingsbridge - Riverdale,Summer 2013,06/01/2013,30.37
222406.0,386.0,Ozone (O3),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2014,06/01/2014,30.45
222407.0,386.0,Ozone (O3),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2009,06/01/2009,26.82
222408.0,386.0,zone (O3),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2010,06/01/2010,33.96
222409.0,386.0,Ozone (O3),Mean,ppb,UHF42,102,Northeast ronx,Summer 2011,06/01/2011,33.44
222410.0,386.0,Ozone (O3),Mean,ppb,UHFh42,102,Northeast Bronx,Summer 2012,06/01/2012,35.09
222411.0,386.0,Ozone (O3),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2013,06/0/2013,31.68
222412.0,386.0,Ozone (O3),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2014,06/01/2014,31.49
222413.0,386.0,Ozone (O3),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Summer 2009,06/01/2009,24.47
222414.0,386.0,Ozone (O3),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Summer 2010,06/01/2010,32.53
222415.0,386.0,Ozone (O3),Mean,ppb,UF42,103,Fordham - Bronx Pk,Summer 2011,06/01/2011,32.08
222416.0,386.0,Ozone (O3),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Summer 2012,06/01/212,34.08
222417.0,386.0,Oone (O3),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Summer 2013,06/01/2013,30.79
222418.0,386.0,Ozone (O3),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Summer 2014,06/01/2014,30.7
222419.0,386.0,Ozone (O3),Man,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2009,06/01/2009,26.72
222420.0,386.0,Ozone (O3),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2010,06/01/2010,34.31
222421.0,386.0,Ozone (O3),eMan,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2011,06/01/2011,34.24
222422.0,386.0,Ozone (O3),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2012,06/01/2012,35.44
222423.0,386.0,Ozone (O3),Mean,ppb,HF42,104,Pelham - Throgs Neck,Summer 2013,06/01/2013,32.06
222424.0,386.0,Ozone (O3),Mean,ppb***,UHF42,104,Pelham - Throgs Nleck,Summer 2014,06/01/2014,31.93
222425.0,386.0,Ozone (O3),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2009,06/01/2009,23.08
222426.0,386.0,Ozone (O3),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2010,06/01/2010,31.63
222427.0,386.0,Ozone (O3),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2011,06/01/2011,31.46
222428.0,386.0,Onzone (O3),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2012,06/01/2012,33.42
222429.0,386.0,Ozone (O3),Mean,pb,UHF42,105,Crotona -Tremont,Summer 2013,06/01/2013,30.15
222430.0,386.0,Ozone (O3),Mean,ppeb,UHF42,105,Crotona -Tremont,Summer 2014,06/01/2014,30.07
222431.0,386.0,Ozone (O3),Mean,pspb,UHF42,106,High Bridge - Morrisania,Summer 2009,06/01/2009,22.64
222432.0,386.0,Ozone (O3),Mean,ppb,UHF42,106,High Bridge - Morrisania,Summer 2010,06/01/2010,31.25
222433.0,386.0,Ozone (O3),Mean,ppb,UHF42,106,High Bridge - Morrisania,Summer 2011,06/01/2011,31.12
222434.0,386.0,zone (O3),Mean,ppb,UHF42,106,High Bridge - Morrisania,Summer 2012,06/01/2012,33.23
222435.0,386.0,Ozone (O3),Mean,ppb,UHF42,106,High Bridge - Morrisania,Summer 2013,0/01/2013,29.92
222436.0,386.0,Ozone (O3),Mxean,pb,UHF42,106,High Bridge - Morrisania,Summer 2014,06/01/2014,29.91
222437.0,386.0,Ozone (O3),Mean,pkpb,UHF42,107,Hunts Point - Mott Haven,Summer 2009,06/01/2009,25.23
222438.0,386.0,Ozone (O3),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2010,06/01/2010,33.34
222439.0,386.0,Ozone (O3),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2011,06/01/2011,33.42
222440.0,386.0,Ozone (O3),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2012,06/01/2012,34.98
222441.0,386.0,Ozone (O3),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2013,06/01/2013,31.59
222442.0,386.0,Ozone (O3),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2014,06/01/2014,31.41
222443.0,386.0,Ozone (O3),Mean,ppb,UHF2,201,Greenpoint,Summer 2009,06/01/2009,25.56
222444.0,386.0,Ozone (O3),Mean,ppb,UHFc42,201,Greenpoint,Summer 2010,06/01/2010,32.54
222445.0,386.0,Ozone (O3),Mean,ppb,UHF42,201,Greenpoint,Summer 2011,06/01/2011,31.61
222446.0,386.0,Ozone (O3),Mean,ppb,UHF42,201,Greenpoint,Summer 2012,06/01/2012,32.73
222447.0,386.0,Ozone (O3),Mean,ppb,UHF42,201,Greenpoint,Summer 2013,06/01/2013,29.77
222448.0,386.0,Ozone (O3),Mean,ppb,UHF42,201,Greenpoint,Summer 2014,06/01/2014,30.47
222449.0,386.0,Oznoe (O3),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summerc 2009,06/01/2009,23.08
222450.0,386.0,zone (O3),Mean,ppb,UHF42,202,Dowtown - Heights - Slope,Summer 2010,06/01/2010,30.94
222451.0,386.0,Ozone (O)3,cMean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2011,06/01/2011,29.54
222452.0,386.0,Ozone (O3),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2012,06/01/2012,30.66
222453.0,386.0,Ozone (O3),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2013,06/01/2013,28.04
222454.0,386.0,Ozone (O3),bMean,ppb,UHF42,202,Downtown - Heights - Slope,ummer 2014,06/01/2014,29.32
222455.0,386.0,Ozone (O3),Mean,ppb,UHF42,228,Bedford Stuyvesant - Crown Heights,Summer 2009,06/01/2009,24.33
222456.0,386.0,Ozone (O3),Mean,ppb,UHF42,219,Bedford Stuyvesant - Crown Heights,Summer 2010,06/01/2010,32.27
222457.0,386.0,Ozone( O3),Mean,ppb,UHF42,269,Bedford Stuyvesant - Crown Heights,Summer 2011,06/01/2011,31.43
222458.0,386.0,Ozone (O3),Mean,ppb,UHF42,225,Bedford Stuyvesant - Crown Heights,Summer 2012,06/01/2012,32.12
222459.0,386.0,Ozone (O3),Mean,ppb,UHF42,300,Bedford Stuyvesant - Crown Heights,Summer 2013,06/01/2013,29.66
222460.0,386.0,Ozone (O3),Mean,ppb,UsHF42,217,Bedford Stuyvesant - Crown Heights,Summer 2014,06/01/2014,30.33
222461.0,386.0,Ozone (O3),Mean,ppb,UHF42,204,East New York,Summer 2009,06/01/2009,26.28
222462.0,386.0,Ozone (O3),Mean,ppb,UHF42,204,East New York,Summer 2010,06/01/2010,33.97
222463.0,386.0,Ozone (O3),Mean,ppb,UHF42,204,East New York,Summer 2011,06/01/2011,33.5
222464.0,386.0,Ozone (O3),Mean,ppb,UHF42,204,East New York,Summer 2012,06/01/2012,33.97
222465.0,386.0,Ozone (O3),Mean,ppb,UHF42,204,East Ncew York,Summer 2013,06/01/2013,31.51
222466.0,386.0,Ozone (O3),Mean,ppb,UHF42,204,East ew York,Summer 2014,06/01/2014,31.97
222467.0,386.0,Ozone (O3),Mean,ppb,UHF42,205,Sunset Park,Summer 2009,06/01/2009,24.63
222468.0,386.0,Ozone (O3),Mean,ppb,UHF42,205,Sunset Park,Summer 2010,06/01/2010,32.71
222469.0,386.0,Ozone (O3),Mean,ppb,UHF42,205,Sunset Park,Summer 2011,06/01/2011,31.5
222470.0,386.0,Ozone (O3),Mean,ppb,UHF42,205,Sunset Park,Summer 2012,06/01/2012,32.29
222471.0,386.0,Ozone (O3),Mean,ppb,UHF42,205,Sunset Park,Summer 2013,06/01/2013,29.67
222472.0,386.0,Ozone (O3),Mean,ppb,UHF42,205,Sunset Park,Summer 2014,060/1/2014,30.6
222473.0,386.0,Ozoen (O3),Mean,ppb,UHF42,280,Borough Park,Summer 2009,06/01/2009,25.54
222474.0,386.0,Ozone (O3),Mean,ppb,UHF42,241,Borough Park,Summer 2010,06/01/2010,33.38
222475.0,386.0,Ozone (O3),Mean,ppb,UHF42,206,Borough Park,Summer 2011,06/01/2011,32.7
222476.0,386.0,Ozone (O3),Maen,ppb,UHF42,206,Borough Park,Summer 2012,06/01/2012,33.35
222477.0,386.0,Ozone (O3),Mean,ppb,UHF42,206,Borough Park,Summer 2013,06/01/2013,30.61
222478.0,386.0,Ozone (O3),Mean,ppb,UHF42,206,Borough Park,Summer 2014,06/01/2014,30.68
222479.0,386.0,Ozone (3O),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2009,06/01/2009,25.47
222480.0,386.0,Ozone (O3),Mean,ppb,UHF42,207,East Flatbusoh - Flatbush,Summer 2010,06/01/2010,33.33
222481.0,386.0,Ozone (O3),ean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2011,06/01/2011,32.67
222482.0,386.0,Ozone (O3),Mean,ppb,UHF42,207,Eat Flatbush - Flatbush,Summer 2012,06/01/2012,33.38
222483.0,386.0,Ozone (O3),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2013,06/01/2013,30.73
222484.0,386.0,Ozone (O3),Mean,ppb,UHF42,207,East Flatbush - Flatbbush,Summer 2014,06/01/2014,30.94
222485.0,386.0,Ozone (O3),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2009,06/01/2009,28.97
222486.0,386.0,Ozone (O3),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2010,06/01/2010,36.12
222487.0,386.0,Ozone (O3),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2011,06/01/2011,35.91
222488.0,386.0,Ozone (O3),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2012,06/01/2012,36.6
222489.0,386.0,Ozone (O3),Mean,ppb,UH4F2,208,Canarsie - Flatlands,Summer 2013,06/01/2013,33.7
222490.0,386.0,Ozone (O3),Mean,ppb,UHF42,208,Canarsie - Flatlands,Sqummer 2014,06/01/2014,33.25
222491.0,386.0,Ozone (O3),Mean,ppb,UHF42,301,Bensonhurst - Bay Ridge,Summer 2009,06/01/2009,26.86
222492.0,386.0,Ozone (O3),Mean,pphb,UHF42,282,Bensonhurst - Bay Ridge,Summer 2010,06/01/2010,34.5
222493.0,386.0,Ozone (O3),Mean,ppb,UHF42,275,Bensonhurst - Bay Ridge,Summer 2011,06/01/2011,33.85
222494.0,386.0,Ozone (O3),Mean,ppb,UHF42,228,Bensonhurst - Bay Ridge,Summer 2012,06/01/2012,34.28
222495.0,386.0,Ozone (O3),Mean,ppb,UHF42,278,Bensonhurst - Bay Ridge,Summer 2013,06/01/2013,31.44
222496.0,386.0,Ozone (O3),Mean,ppb,UHF42,238,Bensonhurst - Bay Ridge,Summer 2014,0p6/01/2014,31.32
222497.0,386.0,Ozone (O3),Mean,pb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2009,06/01/2009,29.64
222498.0,386.0,Ozone (O3),Mean,ppb,UHF2,210,Coney Isbland - Sheepshead Bay,Summer 2010,06/01/2001,36.52
222499.0,386.0,Ozone (O3),Mean,pb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2011,06l/01/2011,36.56
222500.0,386.0,Ozone (O3),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2012,06k/01/2012,37.08
222501.0,386.0,Ozone (O3),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2013,06/01/013,33.88
222502.0,386.0,Ozone (O3),Mena,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2014,06/01/2014,32.61
222503.0,386.0,Ozone (O3),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2009,06/01/2009,24.76
222504.0,386.0,Ozone (O3),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2010,06/01/2010,32.38
222505.0,386.0,Ozone (O3),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2011,06/01/2011,31.54
222506.0,386.0,Ozone (O3),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2012,06/01/2012,32.28
222507.0,386.0,Ozone (O3),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2013,06/01/2013,29.7
222508.0,386.0,Ozone (O3),Mean,nppb,UHF42,211,Williamsburg - Bushwick,Summer 2014,06/01/2014,30.41
222509.0,386.0,Ozone (O3),Mean,ppb,UHF42,301,Washington Heights,Summer 2009,06/01/2009,21.82
222510.0,386.0,Ozone (O3),Mean,ppb,UHF42,301,Washington Heights,Summer 2010,06/01/2010,30.54
222511.0,386.0,Oznoe (O3),Mean,ppb,UHF42,301,Washington Heights,Summer 2011,06/01/2011,30.13
222512.0,386.0,Ozone (O3),Mean,ppb,UHF42,301,Washington Heights,Summer 2012,06/01/2012,32.66
222513.0,386.0,Ozone (O3),Mean,ppb,UHF42,301,Washington Heights,Summer 2013,06/01/2013,29.34
222514.0,386.0,Ozone (oO3),Mean,ppb,UHF42,301,Washington Heights,Summer 2014,06/01/2014,29.52
222515.0,386.0,Ozone (O3),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2009,60/01/2009,21.52
222516.0,386.0,Ozone (zO3),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2010,06/01/2010,29.75
222517.0,386.0,Ozone (O3),Mean,ppb,UHkF42,302,Central Harlem - Morningside Heights,Summer 2011,06/01/2011,29.4
222518.0,386.0,Ozone (O3),Mean,ppb,UH42,302,Central Harlem - Morningside Heights,Summer 2012,06/01/2012,31.71
222519.0,386.0,Ozone (O3),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,ummer 2013,60/01/2013,28.4
222520.0,386.0,Ozone (O3),Mean,pb,UHF42,302,Cenktral Harlem - Morningside Heights,Summer 2014,06/012014,28.58
222521.0,386.0,Ozone (O3),Mean,ppb,UHF42,303,East Harlem,Summer 2009,06/01/2009,22.84
222522.0,386.0,Ozone (O3),Mean,ppb,UHF42,303,East Harlem,Summer 2010,06/01/2010,30.52
222523.0,386.0,Ozone (O3),Mean,ppb,UHF42,303,East Harlem,qSummer 2011,06/01/2011,30.25
222524.0,386.0,Ozone (O3),Mean,ppb,UHF42,303,East Harlem,Summer 2012,06/01/2012,32.25
222525.0,386.0,Ozone (O3),Mean,ppb,UHF42,303,East Harlem,Summer 2013,06/01/2013,28.87
222526.0,386.0,Ozone (O3),Mean,ppb,UHF42,303,East Harlem,Summer 2014,06/01/2014,28.92
222527.0,386.0,Ozone (O3),Mean,ppb,UHF42,304,Upper Wests Side,Summer 2009,06/01/2009,21.31
222528.0,386.0,Ozone (O3),Mean,ppb,UHF42,304,Upper West Side,Summer 2010,06/01/2010,28.68
222529.0,386.0,Ozone (O3),Mean,ppb,UHF42,304,Upper West Side,Summer 2011,06/01/201,27.89
222530.0,386.0,Ozone (O3),Mean,ppb,UFH42,304,Upper West Side,Summer 2012,06/01/2012,30.17
222531.0,386.0,Ozone (O3),Mean,pgpb,UHF42,304,Upper West Side,Summer 2013,06/01/2013,26.93
222532.0,386.0,Ozone (O)3,Mean,ppb,UHF42,304,Upper West Side,Summer 2014,06/01/2014,27.4
222533.0,386.0,Ozone (O3),Mean,ppb,UHF42,305,Upper East Side,Summer 2009,06/01/2009,20.87
222534.0,386.0,Ozone (O3),Mean,ppb,UHF42,305,Upper East Side,Summer 2010,06/01/210,28.21
222535.0,386.0,Ozone (O3),Mean,ppb,UHF42,305,Upper East Side,Summer 2011,06/01/2011,27.52
222536.0,386.0,Ozone (O3),Men,ppb,UHF4s2,305,Upper East Side,Summer 2012,06/01/2012,29.24
222537.0,386.0,Ozone (O3),Mean,ppb,UHF42,305,Upper East Side,Summer 2013,06/01/2013,26.32
222538.0,386.0,Ozone (O3),Mean,ppb,UHF42,305,Upper East Side,Summer 2014,06/01/2014,26.66
222539.0,386.0,Ozone (O3),ean,ppb,UHF42,306,Chelsea - Clinton,Summer 2009,06/01/2009,18.19
222540.0,386.0,Ozone (O3),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2010,06/01/2010,25.62
222541.0,386.0,Ozone (O3),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2011,06/01/2011,24.2
222542.0,386.0,Ozone (O3),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2012,06/01/2012,26.0
222543.0,386.0,Ozone (O3),Mean,ppb,UHF42,306,Chelsea - Clinton,lSummer 2013,06/01/2013,23.53
222544.0,386.0,Ozone (O3),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2014,06/01/2014,24.61
222545.0,386.0,Ozone (O3),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2009,06/01/2009,16.13
222546.0,386.0,Ozone (O3),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2010,06/01/2010,23.9
222547.0,386.0,Ozone (O3),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2011,06/01/2011,22.59
222548.0,386.0,Ozone (O3),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2012,06/01/2012,24.05
222549.0,386.0,Ozone (O3),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2013,06/01q/2013,21.93
222550.0,386.0,Ozone (O3),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2014,06/01/2014,22.89
222551.0,386.0,Ozone (O3),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2009,06/01/2009,20.56
222552.0,386.0,Ozone (O3),Mean,pb,UHF42,308,Greenwich Village - SoHo,Summer 2010,06/01/2010,27.87
222553.0,386.0,Ozone (O3),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2011,06/01/2011,26.21
222554.0,386.0,Ozone (O3),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2012,06/01/2012,27.85
222555.0,386.0,Ozone (O3),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2013,06/01/2013,25.22
222556.0,386.0,Ozone (O)3,Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2014,06/01/2014,26.66
222557.0,386.0,Ozone (O3),Mean,pbp,UHF42,309,Union Square - Lower East Side,Summer 2009,06/01/2009,21.16
222558.0,386.0,Ozone (O3),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2010,06/01/2010,28.38
222559.0,386.0,Ozone (O3),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 201o1,06/01/2011,26.94
222560.0,386.0,Ozone (O3),ean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2012,06/01/2012,28.41
222561.0,386.0,Oyzone (O3),Meain,ppb,UHF42,309,Union Square - Lower East Side,Summer 2013,06/01/2013,25.73
222562.0,386.0,Ozone (O3),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2014,06/01/2014,26.93
222563.0,386.0,Ozone (O3),Mean,ppb,UHF42,310,Lower Manhattan,Swummer 2009,06/01/2009,18.88
222564.0,386.0,Ozone (O3),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2010,06/01/2010,26.89
222565.0,386.0,Ozone (O3),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2011,06/01/2011,25.07
222566.0,386.0,Ozone (O3),Mean,tppb,UHF42,310,Lower Manhattan,Summer 2012,06/01/2012,26.44
222567.0,386.0,Ozone t(O3),Mean,ppb,UHF42,310,Lower Mnhattan,Summer 2013,06/01/2013,24.26
222568.0,386.0,Ozone (O3),Mean,ppb,HF42,310,Lower Manhattan,Summer 2014,06/01/2014,25.98
222569.0,386.0,Ozone (O3),Mean,pepb,UHF42,401,Long Island City - Astoria,Summer 2009,06/01/200i9,26.08
222570.0,386.0,Ozone (O3),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2010,06/01/2010,33.01
222571.0,386.0,Ozone (O3),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2011,06/01/2011,32.66
222572.0,386.0,Ozone (O3),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2012,06/01/2012,33.91
