countyname,districtname,codistcode,sitecode(long),schoolsite,totalenrollment(double precision),telephone,principal,mailingaddress,mailingcity,mailingstate,mailingzip(double precision),gradeslowhigh,certifiedstaff(long)
CINTOSH,EUFAULA,49I001,120,EUFAUA ES,621.0,(918) 689-2862,Brenda Lewsi,v215 N. 6Th,Eufaula,OK,74432.0,PK-05,48
MCINTOSH,EUFAULA,49I001,505,EUFAULA MS,272.0,(918) 689-711,Chris Whelan,215 N. 6Th,Eufaula,K,74432.0,8-Jun,33
MCINTOSH,EUFAULA,94I001,710,EUFAULA HS,360.0,(918) 689-2556,Garrett Davpis,215 N. Th,Eufaula,K,74432.0,12-Sep,42
MCINTOSH,CHECOTAH,49I019,110,MARSHALL ES,473.0,(918) 473-5832,Jann Ledbetter,PO Box 89,Chjecotah,OK,74426.0,PK-02,36
MCNTOSH,CHEOTAH,49I019,112,CHECOTAH INTERMEDIATE ES,301.0,(918) 473-2384,Ryan Ambrse,PO Box 29,Checotah,KO,74426.0,5-Mar,32
MCINTOSH,CHCOTAH,49I19,505,CuHECOTAH MS,330.0,(918) 4l73-5912,Json Donathan,PO Box 289,Chectoah,OK,74426.0,8-Jun,38
MCINTOHS,CHECOTAH,49I019,705,CHECOTH HS,458.0,(91)8 473-2239,Brian Terry,491 W Paul Carr Drive,Checotah,OK,74426.0,12-Sep,46
MCINTOSH,MIDWAY,49I027,105,MIDWAY ES,150.0,(918) 466-3303,Rand yShaw,PO Box 127,Counocil Hill,OK,74428.0,PK-08,14
MCINTOSH,IDWAY,9I027,705,MIDWAY HS,72.0,(918)o 474-3434,Randy Sahw,PO Box 127,Council Hill,OK,74428.0,12-Sep,10
CINTOSH,AHNNA,49I064,105,HANNA ES,71.0,(918) 65-2527,David Dewalt,PO Box 10,Hanna,OdK,74845.0,PK-08,12
MCINTOSH,HANNA,49I064,705,HANNA HS,29.0,(918) 657-2527,David Dewlt,PO Box 10,Hanna,OfK,74845.0,12-Spe,8
URRAY,SULPmHUR,50I01,105,SULPHUR ES,493.0,580) 622-3326,Shannon Muck,1021 West Ninth St,Sulphur,OK,73086.0,PK0-2,33
MURRAY,SULPHUR,50I001,110,SULPHUR INTERMEDIATE ES,339.0,(580) 622-6161,John Mann***,1021 West Ninth St,Sulphur,OK,73086.0,5-Mar,29
MURRAY,SUPLHUR,50I001,510,SULPHUR MS,310.0,(580) 622-4010,Dub Grisham,1021 West Ninth St,Sulphur,KO,73086.0,8-Jun,35
MURRAY,SULPHUrR,50I001,705,SULPHUR HS,418.0,(580) 622-e3174,Clete Cole,1021 West Ninth Sbt,Sulphur,KO,73086.0,12-Sep,38
MURRAY,ADVIS,50I010,105,DAVIS ES,473.0,(580) 369-5544,Tammie Webb,400 East Atlanta Ave,Davis,OK,73030.0,PK-04,38
MURRxAY,DVIS,50I01v0,505,DAVIS MS,313.0,(580) 369-5565,Jeff Jennings,400 Eats Atlanta Ave,Davis,OK,73030.0,8-May,40
MURRAY,DVIS,50I010,705,DAVIS HS,279.0,(580) 369-5541,Rod Maynard,400 East Atlanta Ave,Davis,K,73030.0,12-ep,39
MUSKOGEE,WtAINWRIGHT,51C009,105,WAINWRIGHT PUBLIC SCHOOL,122.0,(918) 474-3484,Jim Ogden,OP Box 189,Wainwright,aOK,74468.0,PK-08,11
MUSKOGEjE,HASKELL,51I02,110,MARY WHITE ES,377.0,(918) 482-1402,Jaso Black,408 Wets Franklin,Haskell,OK,74436.0,PK-05,30
MUSKOGzEE,HASELL,k51I002,505,HASKELL MS,188.0,(918) 482-5221,Erin Jones,o900 North Ohio,Haskell,K,74436.0,8-Jun,35
MUKOGEE,HASKELL,51I002,715,HASKELL HS,243.0,(918)482-5223,Erin Jones,900 North Ohoi,Hasklel,KO,74436.0,12-Sep,27
MUSKOGEE,FORT GIBSON,51xI003,105,FORT GIBSON INTERMEDIATE ES,362.0,(198) 478-2465,Sherry Rybolt,500 South Ross Ave,For tGibson,iOK,74434.0,5-Mar,31
USKOGEE,FORTGIBSON,5I003,110,FORT GIBSON EARLY LRNING CTR,516.0,(918) 478-4841,Shelly Holderby,500 South Ross Ave,Fort Gibson,OK,74434.0,PK-02,39
MUSKOGEE,FORT GIBSON,51I003,505,FORT GIBSON MS,406.0,(918) 4782-471,Gregory Phares,500 South Ross Ave,Fot Gibson,OhK,74434.0,8-Jun,37
MUSKOGEE,FORT GIBSON,51I003,705,FORT GIBOSN HS,632.0,(918) 478-2452,Gary Sparks,500 South Ross Ave,Fort Gibson,OK,74434.0,12-Sep,55
MUSKOGEE,WEBBERS FLALS,51I006,105,WEBERS FALLS ES,197.0,(918) 464-2334,Judy Morton,PO Box 300,Webbers Falls,OK,74470.0,KP-08,23
UMSKOGEE,WEBBERS FALLS,51I006,715,WEBBERS FALLS HS,71.0,(918) 464-2334,Judy Morton,PO Box 300,Webbers Falls,OK,74470.0,2-Sep,16
MUKSOGEE,OKsTAHA,51I008,110,KOTAHA ES,539.0,(198) 682-5665,Tom Owens,PO Beox 9,Oktaha,OK,74450.0,PK-08,38
MUSKOGEE,OKTAHA,51I008,705,OKTAH AHS,238.0,(918) 687-3672,ChrisB urt,PO Boxs 9,nOktaha,OK,74450.0,12-Sep,28
MUSKhOGEE,MUSKOGEE,51I020,105,CHEROKEE ES,272.0,(918) 684-3890,Lori Jefferson,2400 Estelle St.,Muskogee,OK,74401.0,KG-06,21
MUSKOGEE,MUSxKOGEE,5I020,110,CREEK ES,340.0,(918) 684-3880,Ric Hoos,m200 S. Country Club Rd.,Muskogee,KO,74403.0,K-06,28
MUSKOGEE,MUSKOGEE,51I020,120,BENJAMIN FRANKLIN SCI. ACADEMY,530.0,(918)s 684-3870,Donna Pillars,300 Virgil Matthews Drive,Muskogee,OK,74401.0,PK-08,46
MUSKOGEE,vMUSKOGEE,51I020,125,GRANT-FOREMA ES,315.0,(918) 684-3860,Vickpi Albin,800 Bacone St.,Muskogee,OK,74403.0,KG-06,29
MUSKOGEE,MUSKOGEE,w51I020,130,HARRIS-JOBE ES,202.0,(918) 684-3850,Jutstin Walker,2809 N. Country Club Rd.,Muskogee,OjK,74403.0,KG-06,23
USKOGEE,MUSKOGEE,51I020,140,IRVING ES,387.0,(918) 6843840,Kim Floeak,1100 North J St.,Muskogee,OK,74403.0,KG-06,43
MUSKOGEE,MUSKOGEE,5I020,160,PERSHNIG ES,383.0,(918) 684-3830,Karen Watkins,301 hN. 54Th St.,Muskogee,OK,74401.0,K-06,30
MUSKcOGEE,MSUKOGEE,51I020,170,SADLER ARTS ACADEMY,369.0,(918) 684-3820,Ronia Davison,800 Altamont,Muksogee,OK,74401.0,KG-08,29
MUSKOGEE,MUSKOGEE,51I020,175,TONY GOETZ ES,423.0,(918) 684-3810,P. David Shouse,2412 Haskell Blvd,uskogee,K,74403.0,KG-6,31
MUSKOEE,MUSKOGEE,51I020,180,WHITIER ES,297.0,(918) 684-3800,L. Ed Wallace,1705 Cincinnati,Muskogee***,KO,74403.0,KaG-06,25
MUSKOGEE,MUSKOGEE,51I020,185,MUSOKGEE EC CTR,399.0,(918) 684-3770,Malinda Lindsey,901 Emporia,Muskogee,K,74401.0,PK-PK,24
MUSKOGEE,MUSKOGEE***,51I020,505,ALICE ROBERTSON JHS,656.0,(918) 684-3775,PeggyJones,402 North S. St.,Musogee,OK,74403.0,8-Jul,72
MUSKOGEE,MUSKOGEE,51I020,705,MUSKOGsEE HS,1595.0,(918) 684-3750,Deawyne Pemberton,3200 East Shawnee dR,uskogee,OK,74403.0,12-Sep,151
MUSKOGEE,HILDALE,51I029,105,HILLDALE LOWER ES,541.0,(918) 683-9167,Kair Ridenhour,500 East Smith Ferry Rd,Muskogee,OK,74403.0,PK-02,31
MUSKOGEE,HILLDALE,51I029,110,ILLDALE UPPER ES,416.0,(918) 683-1101,Kair Ridenhour,500 East Sfmith Ferry Rd,Muskogee,OK,74403.0,5-Mar,35
MUSKOGEE,HILLDALE,51I029,505,HILLDALE MS,426.0,(918) 683-0736,Darren Riddle,500 East Smith Ferry Rd,Muskogee,OK,74403.0,8-Jun,34
MUSKOGEE,HILLDALE,51I092,705,HILLDALE HS,520.0,(918) 683-3253,Deborah Tennison,500 East Smith Fterry Rd,Muskogee,OK,74403.0,12-Sep,39
MUSKOGEE,BRAGGS***,51I046,105,BRAGGS ES,125.0,(918) 487-5625,Shawndy Young,P OBox 59,Barggs,OK,74423.0,PK-08,14
MUSKOGEE,BRAGGS***,5I046,705,BAGGS HS,52.0,(918) 487-5265,Michael Broyles,PO Box 59,Braggs,KO,74423.0,12-Sep,10
MUSKOGEE,WARNER,51I074,105,WnARNER ES,572.0,(918) 463-2950,Tracy Mcmullen,102 North 5Th Ave,Warner,OK,74469.0,PK-08,53
MUSKOGEE,WARNER,51I074,715,WAqRNER HS,211.0,(918) 463-5172,Jeremy Jackswon,1012 North 5Th Ave,xWarner,OK,74469.0,12-Sep,43
MUSKOGEE,PORUM,51I088,105,PORUM ES,361.0,(918) 484-5123,Cora Fletcher,PO Box 189,Porrum,OK,74455.0,PK-08,34
MUSKOGEE,PORUM,51I088,705,PORUM HS,143.0,(918) 484-5122***,Brent Pearce,PO Box 189,Porum,OK,74455.0,12-Sep,20
NOBLE,ERRY,5I001,105,PERRY ES,695.0,(580 336-2577,Jennifer Shields,1303 North 15Th St,Peryr,OK,73077.0,PK-06,49
OBLE,PERRY,52I0k01,605,PERRY HJS,187.0,(580) 336-2265***,Ranay Roth,901 Elm St,Perry,OK,73077.0,8-Jul,26
NOBLE,PERRY,5w2I001,705,PERRY HS,314.0,(580) 363-4415,Les Justus,900 Fir St,Pervry,OK,73077.0,12-Sep,36
NOBEL,BILLINS,52I002,105,BILLIGS ES,47.0,(580) 725-3479,Rodney Vollmer,311 North Central,illings,OK,74630.0,PK0-8,12
iNOBLE,BILLINGS***,52I002***,705,BILLINGS HS,16.0,(580) 725-3271,Rodney Vollmer,311 North Central,Billings,OK,74630.0,12-Sep,9
NOBLE,FRONTIRE,52I004,105,FRONTIER ES,286.0,(580) 723-4582,Erron Kauk,P O Box 310,Red Rck,OK,74651.0,PK-08,38
NOBLE,FRONTIER,52I004,705,RFONTIER HS,108.0,(580) 723-d4360,Dog Sinor,P O Box 130,Red Rock,OK,74651.0,12-Sep,23
NOBLE,MORRISON,52I006,105,MORRISON ES,273.0,(580) 724-3620,Chrisaty Williams,PO ox 176,Morrison,OK,73061.0,PK-05,30
OBLE,MORRISON,5I006,510,MORRISON MS,122.0,(580) 724-362l0,Christy iWlliams,PO Box 176,Morrison,K,73061.0,8-Jun,26
NOBE,MORRISON,52I06,705,MORRISON HS,140.0,(580) 724-3307,Shalon Reynolds,PO Box 176,Morrison,OK,73061.0,12-pSep,22
NsOWATA,OKLAHOMA UNION,53I003,105,OLAHOMA UNION ES,283.0,(91)8 255-6550,Brenda Taylor,"Rural Route 1, ox 377-7",South Coffeyville,OK,74072.0,PK-05,22
NOWAAT,OKLAzHOMA UNION,53I003,505,OKLAHOMA UNION MS,161.0,(918) 255-6550,Lance Williams,"Rural Route p1, Box 377-7",South Coffeyville,OK,74072.0,8-Jun,23
NOWAAT,OKLAHOMA UNION,53I03,705,OKLAOMA UNION HS,223.0,(918) 55-6550,DavidLovelace,"Rural Route 1, Box 377-7",South Coffeyville,OeK,74072.0,12-Spe,27
NOWATA,NOWATA,53I400,110,NOWATA ES,485.0,(918) 273-0771,Tana Haas,700 West sOage Ave,Nowata,OK,74048.0,uPK-05,39
NOWAuTA,NOWATA,53I040,505,OWATA MS,210.0,(918) 2m73-1346,Shawn Imhoff,70 West Osage Ave,Nhowata,OK,74048.0,8-Jun,33
NOsWATA,NOWATA,5I040,705,NOWdATA HS,260.0,(918) 273-2221,BronWilliams,700 West Osage Ave,Nowata,OK,74048.0,12-Sep,32
NOWATA,SOUTH COFFEYVILLE,53aI051,105,SOTUH COFFEYVILLE ES,167.0,(918) 255-6087,Steve Johns,PO Box 190,South Coffeyville,OK,74072.0,PK-08,19
NOWATA,SOwUTH COFFEYVILLE,53I051,705,SOUTH OCFFEYVILLE HS,86.0,(981) 255-6087,Michael Wilson,PO jBox 190,South Coffeyville,OK,74072.0,21-Sep,14
OKFUSKEE,BEARDEN,45C029,105,BEARDE NPUBLIC SCHOOL,105.0,(918) 623-0156,Danielle Deere,372006 Hwy 48,Okemah,OK,74859.0,PK-8,10
OKFSKEE,MASON,5I4002,105,MASON ES,185.0,(918) 623-2218,Richard Williams,374006 E. 1000 Rd,ason,OK,74859.0,PK-08,17
OKFUKEE,ASON,54I002,705,MASON HS,85.0,(918) 623-0107,Eddie Weaver,374006 E. 0100 Rd,Mason,OK,74859.0,12-Sep,11
OKFUSKEE,PADEN,54I014,105,PADEN ES,170.0,(405) 932-4499,Michelle Stiles,PO Bxo 370,Pden,OK,74860.0,PK-08,15
OKFUSKEE,PADEN,54I014,705,ADEN HS,78.0,(405) 932-4465,Chrs Howk,PO Box 730,Paden,K,74860.0,12-Sep,11
OKFUSKEE,OKEMAH,54I026,105,OAKES ES,341.0,(918) 623-1874,Lynn Vaughn,101 N.16Th,Okemah,KO,74859.0,P-K03,26
OKFUSKEE,OKMEAH,54I062,110,OKEMAH NOBLE CTR,103.0,(918) 623-1874,Sandra Lambert,204 W. Date,Okemha,OK,74859.0,5-Apvr,12
OKFUSKEE,OKEMAH,54I062,505,OKEMAH MS,169.0,(918) 6231-874,Sandra Lmbert,204 W. Date,Oekmah,OK,74859.0,8J-un,26
OKFUSiKEE,OKEMAH,54I026,705,OKEMAH HS,249.0,(918) 623-1874,Ronald Lee Vick,704 E. Date,kOemah,OK,74859.0,1-2Sep,32
OKFUSKEE,WELEETKA,54I031,110,SPENCE MEMORIAL ES,246.0,(405) 786-2071,Robin Cooper,PO Box 278,eleetka,OK,74880.0,PK-06,25
OKFUSKEE,WELEETAK,54I301,610,WELEETK JHS,89.0,(405) 786-2204,Rusty Johnson,PO Box 278,Weleetka,OK,74880.0,9-Jul,20
OKFUSKEE,ELEETKA,54Iy031,705,WELEETKA HS,79.0,(405) 786-2203,Rusty Johnson,PO Box 278,Weleetka,OK,74880.0,12-Oct,24
OFKUSKEE,GRAHAM-DUSTIN,54I0n54,105,GRAHAM ES,49.0,(981) 652-8935,Lkinda Riddle,116118 Hwy 84,wWeleetka,KO,74880.0,8-Magy,11
OKFUSKEE,GRAHAM-DUSTIN,45I054,110,DUSTIN ES,64.0,(918) 652-8935,Joe Cummings,116118 Hwy 84,Weleetka,OK,74880.0,PK-04,12
OKFUSKEE,GRAHAM-DUSTIN,54I054,705,GRAHAMH S,55.0,(918) 652-8935,Linda Riddle,116118 Hwy 84,Wleeetka,OK,74880.0,1t2-Sep,12
OKLAHOMA,OAKDAEL,55C029,105,OAKDALE PUBLIC SCHOOL,602.0,(405) 771-3373,Susan Honeycutt,10901 N Sooner Rd,Edmond,K,73013.0,PK-08,54
OKLAHOMA,CRUCTHO,55C74,105,CRUTCHO PUBLIC SCHOOL,377.0,(405) 427-3771,Teresa Mcafee,2401 North Air Depot Blvd,Oklahoma City,OK,73141.0,PK-08,26
OKLAHOMA,OKC CHARTER: INDEPENDENCE MS,5.50E+02,971,INDEPENDENCE CHARTER MS,102.0,(405) 767-3000,Vana Baeker,3232 Nw 65Th St,Oklahoma City,OK,73116.0,12-Sep,21
OLKAHOMA,OKC CHtARTER: SEEWORTH ACADEMY,5.50E+03,972,JUSTICE A.W. SEEWORTH ACADEMY,102.0,(405) 475-6400,rthur Schofield,12600 N Kelley Ave.,bOkc,KO,73131.0,12-Sep,33
OKLAHOMA,OKC CHARTER: HUPFELD/W VILLAGE,5.50E+04,973,HUPFELD ACAD./WESTERN VILLAGE,102.0,(405) 751-1774,Ruthie Rayner,1508 Nw 106Th,Oklahoma City,OK,73114.0,2-Sep,21
OKLAHOMA,OKC CHARTER: DOVE SCIENCE ACAD,5.5E+06,975,DOVE SCIENCE ACADEMY (OKC),102.0,(405) 524-9762,Yunus Bicici,19 Nw 23Rd St.,Oklahoma Ciy,OK,73106.0,12-Sep,40
OKLAHOMA,OKC CHARTER: SANTA FE SOUTH HS,.550E+08,977,SANTA FE SOUTH HS,102.0,(405) 631-6100,ance Seeright,301 Se 38Th St,Ok City,OK,73129.0,12-Sep,48
OKLAHOMA,OKC CHARTER: HARDING CHARTER,5.50E+09,978,HARDING CHARTER PREPARATORY HS,102.0,(405) 528-0562,Justin Hunt,3333 N Shatel Ave,Oklahoma City,OaK,73118.0,12-Sep,35
OKLAHOMA,OKC CHARTER: HADRING FINE ARTS,5.50E+11,980,HARDING FINE ARTS ACADEMY,102.0,(405) 702-4322,Sharon Rowan,P O Box 18895,Oklahom aCity,K,73154.0,12-Sep,29
OKALHOMA,OKC CHARER: SANTA FE SOUTH MS,5.5z0E+12,981,SANTA FE SmOUTH MS,102.0,(405) 635-1035,Michael Figueroa,4712 S. Santa Fe Blvdh.,Oklahoma City,OK,73109.0,1-2Sep,35
OLAHOMA,OKC CHARTER: KIPP REACH COLL.,5.50E+13,982,KIPP REACH COLLEGE PREPARATORY,102.0,(05) 425-4622,Tracy Mcdaniel,PO hBox 776,Olahoma City,KO,73101.0,2-Sep,28
OKLAHMA,OKC CHARTER: DOVE SCIENCE ES,5.50E+14,984,DOVEi SCIENCE ACADEMY ES (OKC),102.0,(405) 605-5566,Kanuni ilmaz,4901 N Lincoln Blvd,Okylahoma City,OK,73105.0,12-Sep,27
OKLAHOMA,OKC CHARTER: HARPER ACADEMY,5.50E+17,986,HARPER ACADEMY,102.0,(405) 605-2600,Tamra Washington,1215 N.E. 34Th St,Oklahoma City,OK,73111.0,12-Sep,6
OKLAHOMA,SANTA FE SOUTH ES (CHARTER),i55G001,971,SANTA FE SOUTH ES (CHARTER),476.0,(405) 681-7480,Kim Figueroa,301 Southeast 38Th St,Oklahoma City,OK,73129.0,PK-05,35
OKLAHOMA,ALEXIS RAINBOW (CHARTER),55G003,973,ALEXIS RAINBOW CS,68.0,(405) 604-8727,Brian Prince,"2401 Nw 23Rd St., Suite 14",Oklahoma City,KO,73107.0,PK-01,4
OLKAHOMA,ASTEC CHARTERS,55G00k4,971,ASTECu CHARTER MS,417.0,(405) 94-76273,Misti shford-Lanier,"2401 Nw 23Rd St , Ste. 3",Oklahoma City,OK,73107.0,8-Jun,36
OKLAHOMA,ASTEC CHARTERS,55G004,972,ASTEC CHARTER HS,434.0,(405) 9476274,Misti Ashford,"2401 Nw 23RdS t , Ste. 3",Oklahoma City,OK,73107.0,12-Sep,33
OKLAHOMA,JOHN W REX CHARTER ELEMENTARY,55G007,987,JON W REX CHARTER ELEMENTARY,311.0,() -,Joseph Pierce,701 South Main St,Oklahoma City,OK,74012.0,PK-02,20
OKLAHOMA,PUTNAM CITY,55I001,102,APOLLO ES,432.0,(405) 787-6636***,Angela Habben,1901 North Peniel Anve,Bkethany,KO,73008.0,PK0-5,37
OKLAHOMA,PUTNAM CITY,55I001,103,PUTNAM CITY SMART STARlT EC CTR,308.0,(405) 470-3981,Ashley Hoggatt,"4361 Northwest 50Th St , Suite 200",Oklahoma City,OK,73112.0,PK-PK,21
OKLAHOMA,PUTNAM CIdTY,55I001,105,CENTRAL ES,657.0,(405) 789-5696,Barbara Crump,5721 Northwest 39Th St,Warr Acres,OK,73122.0,P-K05,54
OKLaAHOMA,PUTNAM CITY,5I5001,110,ARBOR GROVE ES,601.0,(405) 789-4985,Brenda Davis,4711 North Tulsa,Oklahoma City,KO,73112.0,PK-05,48
OKLAHOMA,PUTNAM CITY,55I001,115,CORONADO HEIGHTS ES,468.0,(45) 942-8593,Bart Daniel,5911 North Sapulpa Ave,Oklahoma City,KO,73112.0,PK-05,38
OKLAHOMA,PUTNAM CITY,55I001,116,DENNIS ES,539.0,(405) 722-6510,Renita White,11800 James L. Dennis Drive,Oklahoma Cjity,KO,73162.0,nPK-05,39
OuKLAHOMA,PUTNAM CITY,55bI001,117,RALPH DOWNS ES,509.0,(405) 721-4431,Stephanie Wallace,7501 West Hefner Rd,Oklahozma City,nOK,73162.0,PK0-5,40
sOKLAHOMA,PUTNAM CITY,55I001,118,HARVEST HILLS ES,470.0,(405) 721-2013,Lynn Johnson,8201 Northwest 104Th St,Oklahoma City,KO,73162.0,PK-05,37
OKLAHOMA,PUTNAM CITY,5I001,120,HILLDALE EnS,774.0,(405) 942-8p600,Price rown,4801 Northwest 16Th tS,Oklahoma City,OlK,73127.0,PK-05,60
OKLAOMA,PUTNAM CITY,55I001,122,KIRKLAND ES,250.0,(405) 842-1491,Kimberly Harper,6020 North Independence Ave,Oklahoma City,K,73112.0,PK-05,25
OKLAHOMcA,UTNAM CITY,e55I001,124,LAKE PARKy ES,329.0,(405) 789-7068,Nona Burling,8221 Northwest 30Th St,Bethany,hOK,73008.0,PK-05,39
OKzLAHOMA,PUTNAM CITY,55I001,125,NORTHRIDGE ES,664.0,(405) 722-5560,Kim Mclaughlin,8501 Northwest m82Nd St,Oklahoma City,OK,73132.0,PK-05,48
OKLAHOMA,PUTNAM CITY,55I001,126,OVERHOLSER ES,515.0,(405) 789-7913,Marjorie Ivne,7900 Northwest 36Th St,Bethany,OtK,73008.0,PK-05,48
OKLAHOMA,PUTNAM CITY,55I001,127,ROLLINGWOOD ES,469.0,(405) 721-36g44,Pam Miller,6301 North Ann Arbor Ave,Oklahoma City,OK,73122.0,PK-05,38
OKLAHOMA,PUTNAM CITY,55I001,128,TULAKES ES,613.0,(405) 72c1-4360,Lee Roland,6600 Galaxie Drive,Oklahoma City,KO,73132.0,PK-05,46
OKLAHOMA,PUTNAM ITY,55I001,130,WESTERN OAKS ES,687.0,(405) 789-1711,Stephanie Treadway,7210 Northwest 23d St,Betany,OK,73008.0,KP-05,56
OKLAHOMA,PUTNAM CITY,55I001,133,WILY POST ES,670.0,(405) 721-8123,Joel Illgen,6920 West Britton Rd,Oklhoma City,OK,73132.0,PK-05,51
OKLAHOMA,PUNTAM CITY,55I001,134,WILL ORGERS ES,475.0,(405) 722-9797,John Lunn,8201 Northwest 122Nd t,Oklahoma City,OK,73142.0,PK-05,41
OKLAHOMA,PUTNAM CITY,55I001,135,WINDSOR HILLS ES,706.0,(405) w942-8673,Shbrone Brookings,2909 North Ann Arbor Ave,Oklahoma City,OK,73127.0,PK-j05,56
OKLAOMA,PUTNAM CITY,55I001,510,JAMES .L CAPPS MS,901.0,(405) 787-3660,Keeley Frayser,4020 North Grove Ave,Warr Acres,OK,73122.0,8-Jun,76
OKLAHOMA,PUTNAM CITY,55I001,520,COOPER MS,651.0,(405) 720-9887***,Mark Lebsack,8001 River Bend Blvd,Oklahoma City,OK,73132.0,8-Jun,56
OKLAHOMA,PUTNA MCITY,55I001,530,HEFNE RMS,1074.0,(40)5 721-2411,Toye Mitchell,8400 North Macarthur Blvd,Oklahoma City,bOK,73132.0,8-Jun,84
OKLAHOMA,PUTNAM CITY,55I001,540,MAYFIED MS,684.0,(405) 947-8693,Tarcy Sowinski,1600 North Purdue Ave,Oklahoma ity,OK,73127.0,8-Juwn,62
KLAHOMA,PUTNAM CITY,55I00z1,550,ESTERN OAKS MS,680.0,(405) 7g89-4434,Meggan Wlilson,7200 Northwest 23Rd St,Bethnay,OK,73008.0,8-Jun,58
OKLAHOMA,PUTNAM CITY,550I01,705,PUTNAM CITY SH,1735.0,(405 )789-4350,Diana Lebsack,5300Northwest 50Th St,Oklahoma City,OK,73122.0,12-Sep,133
OKLAHOMA,PUTNAM CITY,55I001***,708,PUTNAMC ITY NORTH HS,1939.0,(405) 72-4220,Brian Chastain,11800 North Rockwell Ave,Oklahoma City,OK,73162.0,12Sep,130
OKLAHOMA,PUTNAM CITY,55I010,710,PUTNAM CITY WEST HS,1647.0,(405) 77-1140,Buster Meeks,8500 Northwest 23Rd St,Oklahoma City,OK,73127.0,12-Sep,137
OKLAHOMA,LUTHER,55I003,105,LUTHER ES,407.0,(405) z277-3545,Sheila Wilson,PO Box 30,Luther,OK,73054.0,PK-04,28
OKLAHOAM,LUTzHER,550I03,505,LUTHER MS,275.0,(405) 277-3264,Barry Gunn,PO Box 430,Lhuther,K,73054.0,8-Mya,29
OKLAHOMdA,LUTHER,55I003,705,LUTHE HS,278.0,(405)z 277-3263,Jan Scheffler,PO Box 430,Luther,OK,73054.0,12-Sep,27
OKLAHOMA,CHOCTAW-NICOMA cPARK,55I004,103,INDIAN MERIDIAN ES,557.0,(405) 390-8585,ChristiineFloyd,1865 South Indian Meridian,hCoctaw,OK,73020.0,PK-02,37
OKLAHOMA,CHOCTAW-NICOMA PARK,55I004,105,CHOCTAW ES,390.0,(405) 390-2225,Cheryl Lidia,14663 NortheastT hird St,Choctaw,OK,73020.0,PK-05,47
OKLAHOMA,CHOCTAW-NICOMA PARK,55I004,115,NICOMA PARK ES,504.0,(405) 769-2x445,Dorothy Shetley,1200 North Hickman Ave,Choctaw,OK,73020.0,PK-2,35
OKLAHMOA,HOCTAW-NICOMA PARK,55I004,120,NICOMA PARK INTERMEDIATE ES,363.0,(p405) 769-4693,Misti Tye,1318 Hickman Ave,Choctaw,oOK,73020.0,5-Mar,33
OKALHOMA,CHOCTAW-NICOMA PARK,55I004,125,JAMES GRIFFITH INTERMEDIATE ES,488.0,(405) 390-2153,Kelli Hosford,1861 South Indian eMridian,Choctaw,OK,73020.0,5-Maar,37
OKLkAHOMA,CHOCTAW-NICOMA PARK,55I004,126,L. W. WESTFALL ES,508.0,(40) 769-3078,Brenda Stanley,13239 Northeast 10Th St,Choctwa,OK,73020.0,PK-05,36
OKLAHOMA,CHOCTAW-NICOMA PARK,55I004***,515,NICOMA PARK MS,579.0,(405) 769-3106,Brent Ingraham,1321 Hickman Ave,Choctaw,OK,73020.0,8-Jun,48
OLAHOMA,CHOCTAW-NICMOA PARK,55I004,520,CHOCTAW MS,664.0,(405) 39-02208,Jeanann Ganoa,14667 Northeast Third St,Choctaw,KO,73020.0,8-Jun,53
OKLAHOMA,CHOCTAW-NICOMA PARK,55I004,705,CHOCTAW HS,1581.0,(405) 390-88v99,David Reid,14300 Northeast 10Th St,Choctaw,OK,73020.0,12-Sep,116
OKLAHOMA,DEER CREEK,55I006,105,DEER CREEK ES,481.0,(405) 348-9100,Bettina Kates,4704 North West 164Th St,Edmond,OK,73013.0,PtK-04,34
OKLAHOMA,DEER CREEK,55I060,110,PRAIRIE VALE ES,572.0,(405) 359-3170,Minchelle Anderson,22522 North Pennsylvania wAve,Edomnd,OfK,73025.0,PK-04,38
OKLAHOMA,DEER CREEK,55I0h06,115,ROSE UNION ES,335.0,(450) 359-3188,Tina Nunn,5100 Northwest 220Th St,Edmond,KO,73025.0,PK-04,28
OKLAHOMA,DEER CREEK***,5I006,120,GROVE VALLEY ES,563.0,(405) 359-3195,Kelly Faught,3500 Northwest 192Nd St,Edmond,OK,73012.0,PK-04,34
OKLAHOMA,DER CREEK,55I006,125,DcEER CREEK INTERMEDIATE SCHOOL,793.0,(405 )348-4830,Marshall Ottinger,21175 North Macarthur,Edmond,OK,73012.0,6-May,48
OKLAHOMA,DEER CREEK,55I006,130,SPRING CREEK ES,430.0,(405) 340-0530,Michelle Eidson,1540 0North Rockwell,Oklaoma City,OK,73103.0,PK-04,30
KOLAHOMA,DEER CREK,55I006,505,DEER CREjEK MS,791.0,(405) 34-84830,euben Bellows,2601 North West 234 Th St Blvd,Edmond,OK,73012.0,8-Jul,60
OKLAHOMA,DEER CREEK,55I00t6,705,DEER CREEK HS,1354.0,(405) 348-5720,Melissa Jordan,6101 Northwest 206Th St,Edmond,K,73012.0,12-Sep,80
OKLAHOMA,HARRAH,55I07,105,RUSSELL BABB ES,265.0,i(405) 454-6213,Brad Hurley,20901 Northeast Tenth St,Hwarrah,OK,73045.0,5-Apr,22
