OBJECTID,ACRES,USE_,MODIFICATIONS,LANDUSE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,SHAPESTArea,SHAPESTLength
7964,0.09389377,,,Medium Density Residential,,,,,4090.01194560633,360.425200609026
7965,32.53467658,,,Medium Density Residential,,,,,1417210.42338691,10281.7461047783
7966,0.10670624,,,Low Density Residential,,,,,4648.12389394346,347.763860868403
7967,4.40644874,,,Medium Density Residential,,,,,191944.884952957,2162.16542196893
7968,0.28323082,,,Industrial/Logistics,,,,,12337.5977242033,2215.27688566202
7969,2.29528943,,,Medium Density Residential,,,,,99982.8947276023,3712.11406484183
7970,14.8712307,,,Business/Commercial,,,,,647790.743904997,3936.55676550634
7971,22.5123969,,,Medium Density Residential,,,,,980639.97160457,7428.09838333152
7972,4.87118106,,,Medium Density Residential,,,,,212188.630406805,2396.87386176051
7973,4.98196831,,,Medium Density Residential,,,,,217014.496183758,2474.52260061008
7974,3.32210234,,,Medium Density Residential,,,,,144710.782421175,1658.59824202507
7975,2.54676448,,,Medium Density Residential,,,,,110936.959966482,1428.26538857815
7976,0.33766403,,,Medium Density Residential,,,,,14708.6674950716,493.207006439646
7977,1.89870804,,,Medium Density Residential,,,,,82707.7541602956,1191.25824720898
7978,6.91746177,,,Industrial/Logistics,,,,,301324.666583263,2443.92088656028
7979,3.05533685,,,Medium Density Residential,,,,,133090.408143952,1664.67984376108
7980,31.05718621,,,Business/Commercial,,,,,1352851.12281866,7504.99554123638
7981,30.49604077,,,Business/Commercial,,,,,1328407.47262149,6910.04516333103
7982,11.84676582,,,Business/Commercial,,,,,516045.132083073,3638.74549670909
7983,22.23056787,,,Medium Density Residential,,,,,968363.416574932,11855.3009706767
7984,2.34403729,,,Medium Density Residential,,,,,102106.232364974,1365.8929863075
7985,3.95582309,,,Medium Density Residential,,,,,172315.653780069,1699.00394126662
7986,3.09476911,,,High Density Residential,,,,,134808.261983934,1852.04125964071
7987,0.67553585,,,Medium Density Residential,,,,,29426.3315575877,929.980633832648
7988,38.40507913,,,Medium Density Residential,,,,,1672925.12626738,7623.69174556919
7989,0.97177509,,,High Density Residential,,,,,42330.5283942909,1021.84060036879
7990,0.66537074,,,High Density Residential,,,,,28983.5521846663,779.378158894393
7991,4.60187013,,,Low Density Residential,,,,,200457.473118745,2043.70679731025
7992,0.5296782,,,High Density Residential,,,,,23072.7618872696,668.446968467724
7993,60.88335928,,,Industrial/Logistics,,,,,2652079.06975746,7282.9874476628
7994,20.55760128,,,Industrial/Logistics,,,,,895488.86648951,7171.29618318024
7995,72.59485627,,,Low Density Residential,,,,,3162231.82191289,32946.7047914419
7996,5.60454398,,,Medium Density Residential,,,,,244133.982280884,2123.67110762551
7997,1.30643527,,,Medium Density Residential,,,,,56908.40356559,1383.43990111896
7998,0.63752768,,,Medium Density Residential,,,,,27770.6726789879,681.142007511923
7999,2.54346236,,,Medium Density Residential,,,,,110793.167554094,1420.98687237397
8000,2.68117348,,,Medium Density Residential,,,,,116791.945447208,1495.08534566996
8001,5.58139467,,,Medium Density Residential,,,,,243125.550886085,2126.97973154182
8002,1.37185575,,,Medium Density Residential,,,,,59758.0220764108,1314.13476162467
8003,4.53961726,,,Low Density Residential,,,,,197745.660344771,1910.02974171926
8004,5.53687287,,,Medium Density Residential,,,,,241186.189068796,2125.5648261388
8005,2.31858952,,,Medium Density Residential,,,,,100997.773861157,1353.86215225801
8006,2.9170657,,,Medium Density Residential,,,,,127067.457747107,1465.11427746406
8007,3.82246035,,,Medium Density Residential,,,,,166506.417317969,2022.19412005371
8008,4.47382408,,,Medium Density Residential,,,,,194879.757333855,1975.06230302715
8009,1.85398508,,,Business/Commercial,,,,,80759.5972747467,1255.85026669855
8010,18.33482793,,,Low Density Residential,,,,,798665.045043823,6269.91120551702
8011,18.5578914,,9/23/10,Urban Mixed Use,,,,,808381.735928011,3830.95444274661
8012,6.76316808,,,Medium Density Residential,,,,,294603.514680442,2538.40309736852
8013,4.49427326,,,Low Density Residential,,,,,195770.637392526,2224.36764624302
8014,7.39381931,,,Business/Commercial,,,,,322074.766759863,2959.6869283367
8015,2.97206981,,,Low Density Residential,,,,,129463.381350501,1514.70422156571
8016,8.07782141,,,Low Density Residential,,,,,351869.970944712,2877.4160165993
8017,1.30916713,,,Low Density Residential,,,,,57027.3925853911,997.264469416339
8018,6.20470564,,,Low Density Residential,,,,,270276.983037797,2558.99476302582
8019,4.59074578,,,Medium Density Residential,,,,,199972.857440154,2447.50787751384
8020,2.07606365,,,Low Density Residential,,,,,90433.326410542,1634.46076992742
8021,20.1298036,,,Low Density Residential,,,,,876854.131690129,6090.03871902371
8022,15.85259327,,,Low Density Residential,,,,,690538.931002859,4557.75597406599
8023,16.61576696,,,Low Density Residential,,,,,723782.86898872,6549.71374962423
8024,53.77445552,,,Conservation,,,,,2342415.28255636,13256.8248504946
8025,0.23839277,TNC Property,,Conservation,,,,,10384.3260581356,961.268412081413
8026,14.74845737,,,Light Industry/Logistics,,,,,642442.762915101,3209.28312005374
8027,16.30828184,,,Low Density Residential,,,,,710388.785956766,6323.63238887737
8028,10.30128298,,,Light Industry/Logistics,,,,,448723.82091962,3741.05727178323
8029,10.39674893,,,Conservation,,,,,452882.366696346,6301.37909845078
8030,1.5547442,,,Conservation,,,,,67724.6060990687,1559.76253713116
8031,48.7191345,,,Low Density Residential,,,,,2122205.80516319,9915.84424108876
8032,0.8425114,,,Conservation,,,,,36699.7657907789,1144.957943923
8033,45.11193307,,,Low Density Residential,,,,,1965075.9521421,9882.93494056966
8034,21.19388924,,,Low Density Residential,,,,,923205.95255273,9039.08429267362
8035,5.48070767,,,Business/Commercial,,,,,238739.712391376,2061.18407095037
8036,42.31348075,,,Low Density Residential,,,,,1843175.05722509,14635.8866082259
8037,22.05660781,,,Conservation,,,,,960785.761407909,12633.1868152116
8038,1.07953938,,,Low Density Residential,,,,,47024.7041771201,875.541521469927
8039,12.25156932,,,Low Density Residential,,,,,533678.385196336,4404.20790885469
8040,1.25174015,,,Medium Density Residential,,,,,54525.7656523187,936.747827322097
8041,5.56525191,,,Low Density Residential,,,,,242422.356318432,2367.46051136236
8042,0.08551442,,,Medium Density Residential,,,,,3724.99748061848,324.307123104319
8043,1.04315231,,,Medium Density Residential,,,,,45439.6801109632,996.614700214522
8044,3.0893376,,,Medium Density Residential,,,,,134571.52725694,1626.07650835772
8045,1.85807659,,,Medium Density Residential,,,,,80937.7764914612,1376.99446962459
8046,7.40011227,,,Low Density Residential,,,,,322348.829473119,2670.34791036787
8047,9.5384233,,,Low Density Residential,,,,,415493.693520548,3668.85823713412
8048,1.45300088,,,Business/Commercial,,,,,63292.7078261744,999.925000117648
8049,1.2342244,,,Business/Commercial,,,,,53762.8149139532,938.797649733509
8050,89.55595503,Golf Course,10/14/10,Recreation,,,,,3901057.51967842,20784.3399660883
8051,4.42772666,,,Business/Commercial,,,,,192871.826173417,2269.17769102834
8052,12.22354782,,,Medium Density Residential,,,,,532457.720074251,3935.81749355209
8053,12.66016646,,,Conservation,,,,,551476.869457135,3746.90544071575
8054,43.33901775,,,Low Density Residential,,,,,1887847.521234,7820.44384822053
8055,9.52946527,,,Low Density Residential,,,,,415103.478274667,3441.28399440121
8056,3.13733154,,,Medium Density Residential,,,,,136662.139810523,1683.99069901124
8057,11.5041498,,,Medium Density Residential,,,,,501120.887134273,6588.61071211444
8058,8.97242009,,,Low Density Residential,,,,,390838.5092661,2969.12460095543
8059,13.73289985,,,Medium Density Residential,,,,,598205.224557747,4813.00755672078
8060,23.3956249,,,Low Density Residential,,,,,1019113.43235294,5522.49428889163
8061,19.71156718,,,Business/Commercial,,,,,858635.944852435,3958.70892645827
8062,15.89371849,,,Low Density Residential,,,,,692330.168830365,4216.92641304121
8063,3.05868809,,,Medium Density Residential,,,,,133236.513880129,1674.63246585119
8064,2.78098254,,,Medium Density Residential,,,,,121139.566123156,1514.8861195301
8065,1.50342089,,,Medium Density Residential,,,,,65488.9482207613,1026.01425839301
8066,2.3787334,,,Medium Density Residential,,,,,103617.613336877,1350.28267875748
8067,4.06237464,,,Medium Density Residential,,,,,176957.09477599,1725.2846860565
8068,22.72677728,School,,Institution/Government,,,,,989978.351713506,4248.65621428362
8069,26.61615076,,,Conservation,,,,,1159399.50488246,12349.841932258
8070,3.99852065,,,Low Density Residential,,,,,174175.61728379,1638.34523088989
8071,107.2756901,,,Low Density Residential,,,,,4672929.00347655,30325.1488574379
8072,8.57819159,Hunter's Cove Park,10/14/10,Recreation,,,,,373665.987366649,2783.24251682707
8073,209.26911064,City/State Owned,,Institution/Government,,,,,9115762.93956425,16707.9014411959
8074,51.5064504,,,Low Density Residential,,,,,2243620.88696184,19238.4683660881
8075,20.59422974,,,Conservation,,,,,897084.618778348,8769.44135390187
8076,193.33785192,,,Low Density Residential,,,,,8421796.90158917,31796.6799544666
8077,75.80403162,,,Conservation,,,,,3302023.6307572,21098.3421599131
8078,19.37188745,Golf Course,10/14/10,Recreation,,,,,843839.52569187,7219.16896615604
8079,29.18278216,,,Low Density Residential,,,,,1271202.02044142,11526.8893366414
8080,8.82436053,,10/14/10,Agriculture/Open Space,,,,,384389.18216725,3000.18133949357
8081,268.68317046,,10/14/10,Agriculture/Open Space,,,,,19503602.0084246,17979.4315210298
8082,10.06686799,,,Conservation,,,,,438512.808363265,4543.10433519649
8083,0.93223553,,,Conservation,,,,,40608.1670562877,1901.55715793102
8084,0.95636416,,,Business/Commercial,,,,,41659.2268016695,820.166295613506
8085,73.31204678,Indian River Park,10/14/10,Recreation,,,,,3193472.75539454,10402.7270783651
8086,8.94664037,,,Business/Commercial,,,,,389715.507241441,3049.71444083424
8087,3.75663564,,,Medium Density Residential,,,,,163639.03525587,1950.47916671598
8088,0.07618019,,,Medium Density Residential,,,,,3318.39400218252,287.061981160354
8089,3.94856775,,,Medium Density Residential,,,,,171999.687269397,1911.40016068322
8090,3.3974189,,,Medium Density Residential,,,,,147991.634241558,2903.21639889038
8091,8.03816805,,,Medium Density Residential,,,,,350142.73264848,5115.11143746769
8092,1.32844993,,,Business/Commercial,,,,,57867.2944449542,969.527189992954
8093,107.19212637,,,Low Density Residential,,,,,4669288.89060443,33571.0513486804
8094,3.14060422,,,Medium Density Residential,,,,,136804.722164602,1686.78547231139
8095,1.43472991,,,Business/Commercial,,,,,62496.8266078546,1044.12632206713
8096,5.38754468,,,Business/Commercial,,,,,234681.442170171,2233.33043119834
8097,4.56474063,,,Medium Density Residential,,,,,198840.08151245,1918.03817409539
8098,5.42428272,,,Medium Density Residential,,,,,236281.753944473,2433.63253426948
8099,3.19887213,,,Medium Density Residential,,,,,139342.899406705,1641.70250514101
8100,1.58446622,,,Medium Density Residential,,,,,69019.3904248955,1175.82938520843
8101,4.92566866,,,Medium Density Residential,,,,,214562.031543614,1911.05412107253
8102,5.03304175,,,Medium Density Residential,,,,,219239.229069664,2395.83540028832
8103,0.17283016,,,Business/Commercial,,,,,7528.48293237635,449.104045865291
8104,3.24860836,,,Medium Density Residential,,,,,141509.30645631,1660.61457536662
8105,2.23595266,,,Medium Density Residential,,,,,97398.1891456458,1427.25484986567
8106,0.17962017,,,Business/Commercial,,,,,7824.23097519354,409.442548070826
8107,2.78221717,,,Business/Commercial,,,,,121193.470117037,1455.0550372216
8108,11.82165227,,,Medium Density Residential,,,,,514951.182224331,6374.45461676217
8109,116.96713006,School,,Institution/Government,,,,,5095088.33370829,10690.9408152322
8110,2.95081576,,,Medium Density Residential,,,,,128537.594476857,1608.94952395901
8111,4.0240527,,,Medium Density Residential,,,,,175287.707284436,1718.51427981444
8112,9.2265538,,,Low Density Residential,,,,,401908.722875916,3432.14696354282
8113,1.60163076,Fire Station,10/14/10,Institution/Government,,,,,69766.9855487939,1058.8054027398
8114,34.92574567,,,Low Density Residential,,,,,1521365.57093553,8409.64108921283
8115,13.39083877,,,Low Density Residential,,,,,583305.057674741,5290.71460184499
8116,4.61676265,,,Low Density Residential,,,,,201106.19182563,2260.02023214039
8117,1.95093922,,,Medium Density Residential,,,,,84982.8547953619,1646.90595188734
8118,17.82392435,,,Business/Commercial,,,,,776410.015726704,4415.7223941817
8119,27.11066734,,,Low Density Residential,,,,,1180940.80660529,5223.65183356661
8120,13.05331791,,,Low Density Residential,,,,,568602.544810989,3165.3590307394
8121,14.50069514,,,Low Density Residential,,,,,631650.22615851,4677.15005591097
8122,407.77610837,US Government,,Institution/Government,,,,,17762727.1500406,53831.4418685055
8123,3.30282702,,,Business/Commercial,,,,,143871.17326228,1647.06795279219
8124,23.04949112,,10/12/10,Regional Mixed Use,,,,,1004035.7396906,4538.2628206164
8125,10.20821243,,,Business/Commercial,,,,,444669.684610735,2853.92678004149
8126,127.09884318,,9/23/10,Medium Density Residential,,,,,5536425.73502154,14237.5334831551
8127,17.84449657,,,High Density Residential,,,,,777306.053383042,4930.08798673539
8128,2.28883874,,10/14/10,Agriculture/Open Space,,,,,99701.8177517462,1852.63310221473
8129,28.38887193,,10/14/10,Agriculture/Open Space,,,,,1236619.33106683,4694.63478697844
8130,2.96130079,,,Conservation,,,,,128994.23409624,2327.7401274278
8131,11.68473601,,,Conservation,,,,,508987.145912157,4242.96712375854
8132,0.25989285,,,Conservation,,,,,11320.9110977509,413.858887720278
8133,0.63408572,,,Conservation,,,,,27620.7942584447,624.209701639434
8134,32.9746646,,,Low Density Residential,,,,,1436376.49543063,19321.1900657764
8135,13.87824505,,10/14/10,Recreation,,,,,604536.347800881,4270.10808371635
8136,26.76970042,,,Business/Commercial,,,,,1166088.06916681,4803.1532635552
8137,47.55892699,School,,Institution/Government,,,,,2071666.93425645,9478.1292460131
8138,363.73189172,,10/6/10 to O/R then to LI 5/14/13 per KS/JS,Light Industry/Logistics,,,,,15844161.1541022,25671.1066168681
8139,3.23063509,Creeksouth Park,10/14/10,Recreation,,,,,140726.481133484,2011.00039862322
8140,2.88294887,Future Library Site,,Institution/Government,,,,,125581.242939115,1625.83098815487
8141,1.82402452,,,Business/Commercial,,,,,79454.5094316323,1133.14225551715
8142,1.85474727,,,Medium Density Residential,,,,,80792.8579869345,1153.04945836586
8143,1.54128565,,,Business/Commercial,,,,,67138.4065846616,1039.18622077162
8144,1.82915576,,,Medium Density Residential,,,,,79678.0551380921,1183.29529472923
8145,3.1983709,,,Medium Density Residential,,,,,139320.974065356,1641.51885560361
8146,66.91306748,,,Medium Density Residential,,,,,2914733.16483579,19196.0748190827
8147,9.66480044,,,Medium Density Residential,,,,,420998.767289711,2739.25317370239
8148,1.92162072,,,Medium Density Residential,,,,,83705.7961402691,1180.9286240456
8149,10.63030352,,,Low Density Residential,,,,,463056.001473396,3704.38317010273
8150,3.1464501,,,Low Density Residential,,,,,137059.375565818,1494.5896824716
8151,3.19661593,,,Medium Density Residential,,,,,139244.588015139,1643.24703223405
8152,8.86872184,,,Low Density Residential,,,,,386321.607132812,3256.72076871028
8153,1.37368225,,,Business/Commercial,,,,,59837.5882286579,989.492528287849
8154,1.96519848,,,Medium Density Residential,,,,,85604.0920695884,1204.22804518376
8155,2.76202846,,,Medium Density Residential,,,,,120313.941524493,1993.11231302074
8156,4.55936978,,,Medium Density Residential,,,,,198606.210315073,2260.25642747163
8157,4.85955732,,,Business/Commercial,,,,,211682.381894715,3407.99529107967
8158,1.16055349,,,Medium Density Residential,,,,,50553.7527335582,1113.20258095619
8159,14.64622334,,,Business/Commercial,,,,,637989.569369728,3775.27733388456
8160,0.76255721,,,Medium Density Residential,,,,,33217.0350288441,1945.59005637822
8161,22.13161519,,,High Density Residential,,,,,964053.290949565,11203.076688003
8162,19.33185405,,,Medium Density Residential,,,,,842095.540760541,6234.16696602941
8163,3.6152203,,,Medium Density Residential,,,,,157479.008907,1817.32388147893
8164,5.81782795,,,Low Density Residential,,,,,253424.604893879,2162.56806149841
8165,136.99701373,,10/6/10,Industrial/Logistics,,,,,5967590.28155652,14142.4460944926
8166,3.63062897,,,Low Density Residential,,,,,158150.255674846,1840.85365259356
8167,26.0180769,,,Medium Density Residential,,,,,1133347.71410507,8752.01244424211
8168,18.10189659,,,High Density Residential,,,,,788518.636940705,6762.44312953052
8169,78.56641176,,10/14/10,Agriculture/Open Space,,,,,3422353.18479369,9267.93768975563
8170,2.22870863,,10/14/10,Agriculture/Open Space,,,,,97082.5299126901,1846.29824407894
8171,343.9776463,,10/14/10,Agriculture/Open Space,,,,,14983666.3025585,16044.5802283977
8172,5.69601108,,,Low Density Residential,,,,,248118.203091872,2354.67301382647
8173,10.73440795,US Government,,Institution/Government,,,,,467590.781042426,3835.8115163554
8174,11.30812743,,,Low Density Residential,,,,,492582.037100514,4173.15711750842
8175,12.78231366,,,Medium Density Residential,,,,,556797.482533489,5260.50068065738
8176,0.58062825,,,Conservation,,,,,25292.1045243071,1819.62180601179
8177,7.41480009,,,Business/Commercial,,,,,322988.809704521,3322.26451192717
8178,17.64488253,,,Business/Commercial,,,,,768611.164069592,4730.27998871309
8179,13.16313415,,,Business/Commercial,,,,,573386.278923594,3551.73775797808
8180,2.26441423,,,Business/Commercial,,,,,98637.9293804287,1535.26445429001
8181,7.10331398,,,Business/Commercial,,,,,309420.383360776,2603.06852417342
8182,5.44741171,,,Business/Commercial,,,,,237289.31136954,1949.39873257056
8183,3.53230763,,,Low Density Residential,,,,,153867.359649502,1711.05309257073
8184,2.63369317,,,Medium Density Residential,,,,,114723.550772772,1377.51770859098
8185,4.15619196,,,Medium Density Residential,,,,,181043.656838065,1939.92064438113
8186,11.54045657,,,Medium Density Residential,,,,,502702.331974977,4291.01464827597
8187,1.82579847,,,High Density Residential,,,,,79531.7598744445,1221.44353231971
8188,0.59682378,,,Medium Density Residential,,,,,25997.6654058528,702.656869635568
8189,0.44098524,,,Medium Density Residential,,,,,19209.3211676428,573.260785768789
8190,5.76771098,,,Low Density Residential,,,,,251241.512876377,2129.65773133522
8191,0.42742451,,,Medium Density Residential,,,,,18618.6138512166,732.592033905298
8192,33.13460451,,Per KS 5/13/13,Suburban Mixed Use,,,,,1443343.43428726,6472.7170114931
8193,7.02551104,,,Business/Commercial,,,,,306031.368978296,2232.79141992703
8194,176.83546027,,,Low Density Residential,,,,,7702952.4988464,13080.9447530966
8195,2.90320774,,,Low Density Residential,,,,,126463.776201219,1881.19148386819
8196,3.37593026,,,Low Density Residential,,,,,147055.588212335,2343.61677344747
8197,5.67667814,,,Low Density Residential,,,,,247276.046736989,3251.8667076052
8198,13.981158,,,Conservation,,,,,609019.330069817,7874.60036676428
8199,2.86100031,,,Medium Density Residential,,,,,124625.187980946,1569.14810919393
8200,2.52055723,,,Medium Density Residential,,,,,109795.502214671,1461.32181942399
8201,1.39261129,,,Business/Commercial,,,,,60662.1487451585,983.021236679617
8202,1.78375934,,,Medium Density Residential,,,,,77700.545723278,1142.58940860234
8203,3.1261783,,,Medium Density Residential,,,,,136176.25613772,1678.35399557784
8204,1.10101481,,,Medium Density Residential,,,,,47960.2009386364,887.310534345691
8205,1.38842879,,,Business/Commercial,,,,,60479.9249689667,996.57804199595
8206,1.5231746,,,Industrial/Logistics,,,,,66349.4524528866,1075.22162847516
8207,0.74671748,,,Business/Commercial,,,,,32526.9706961297,723.833926274346
8208,7.39862022,,,Medium Density Residential,,,,,322284.016953648,3968.43587858178
8209,5.39495244,,,Medium Density Residential,,,,,235003.958681925,2459.00612823993
8210,9.11090143,,,Medium Density Residential,,,,,396871.048966596,2739.68000046494
8211,3.19457339,,,Medium Density Residential,,,,,139155.613445497,1689.32865848233
8212,4.92432311,,,Medium Density Residential,,,,,214503.364962796,2878.27730363413
8213,6.46355061,,,Low Density Residential,,,,,281552.233668508,2493.42097626549
8214,14.82418318,,,Low Density Residential,,,,,645741.422764916,4803.11526465538
8215,3.49213923,,,Medium Density Residential,,,,,152117.684550224,1814.10620277166
8216,30.89790096,,,Business/Commercial,,,,,1345912.6795274,5919.11566401552
8217,2.2543115,,,Low Density Residential,,,,,98197.8080193768,1295.29873610537
8218,9.36278031,,,Business/Commercial,,,,,407842.710830591,3136.96859451571
8219,6.09285002,,,Business/Commercial,,,,,265404.54603101,1996.02139107903
8220,0.99456904,,,Business/Commercial,,,,,43323.4166914485,863.936791447302
8221,10.81027077,,,Low Density Residential,,,,,470895.382922077,3541.18954903704
8222,119.64124671,,,Regional Mixed Use,,,,,5211572.66241374,9480.83399093381
8223,2.20555243,,,Medium Density Residential,,,,,96073.8704060547,1277.66891727225
8224,5.39476933,,,Business/Commercial,,,,,234996.125368716,2433.08339929812
8225,0.06068662,,,Medium Density Residential,,,,,2643.51677383937,368.984971474477
8226,1.12878126,,10/14/10,Institution/Government,,,,,49169.6826875761,911.094191789612
8227,175.68044123,Rte 17 Recreation Park,10/12/10,Recreation,,,,,7652640.06393894,14856.9699431581
8228,33.85664163,,,Office,,,,,1474795.40510687,5004.43454761048
8229,2.33583488,,11/02/10  changed per staff mtg 03/13,Office/Research,,,,,101749.025702166,2413.12660773747
8230,1.8641083,,,Low Density Residential,,,,,81200.5562585816,1440.82101886598
8231,0.0375708,,,Low Density Residential,,,,,1636.59914978185,311.921599173966
8232,45.56011237,,,Business/Commercial,,,,,1984598.48037368,5713.79873030676
8233,10.5448069,,,Business/Commercial,,,,,459331.811673319,3131.1164104247
8234,10.3275816,,,Business/Commercial,,,,,449869.387315642,5527.93984833317
8235,1.82947455,,,Conservation,,,,,79691.9087714373,1359.60610460453
8236,1.94838607,Mosquito Control Office,,Institution/Government,,,,,84871.6530966538,1296.61436543662
8237,2.29286641,Mosquito Control Office,,Institution/Government,,,,,99877.3318651607,1463.607880773
8238,2.14999683,Mosquito Control Office,,Institution/Government,,,,,93653.8610376457,1236.99412615723
8239,5.24353473,,,Medium Density Residential,,,,,228408.384579548,2497.99900632945
8240,7.73656433,,,Low Density Residential,,,,,337004.757300335,2732.09496062261
8241,119.10656149,,10/14/10,Agriculture/Open Space,,,,,5188282.01890364,17804.0675221593
8242,106.57575329,,,Business/Commercial,,,,,4642440.08211119,17580.2990779499
8243,759.54338775,,10/14/10,Agriculture/Open Space,,,,,33085710.0303577,28356.346595235
8244,2.16184531,,,Business/Commercial,,,,,94170.0173779699,1269.91952688599
8245,255.51482648,St Brides Correctional Facility,,Institution/Government,,,,,11130225.6819679,13110.6303022851
8246,1.77593353,,10/14/10,Agriculture/Open Space,,,,,77359.78494241,5199.78810936606
8247,265.67867675,Park,10/14/10,Recreation,,,,,10087012.1615134,15290.0629768399
8248,487.64311615,,,Light Industry/Logistics,,,,,21241734.1670945,19895.7431934942
8249,777.08045909,Rte 17 Recreation Park,10/14/10,Recreation,,,,,33849624.5055108,51570.8958679686
8250,295.25865039,,10/14/10,Agriculture/Open Space,,,,,12861466.549686,15119.9850693182
8251,11.94823055,,,Medium Density Residential,,,,,520464.869710608,3688.1382824092
8252,1.70170122,,,Medium Density Residential,,,,,74126.1242827521,1135.86353138489
8253,1.64907005,,,Business/Commercial,,,,,71833.5189642666,1094.59499466665
8254,3.03573493,,,Medium Density Residential,,,,,132236.46227992,1602.26046177345
8255,21.48335007,Indian River Park,10/14/10,Recreation,,,,,935814.883701819,4646.06556656166
8256,6.31670193,,,Low Density Residential,,,,,275155.55634778,2680.85646599658
8257,3.58306519,,,Medium Density Residential,,,,,156078.349796885,1832.30936975312
8258,4.22185896,,,Low Density Residential,,,,,183904.146071792,1789.11304574941
8259,7.09414286,,,Low Density Residential,,,,,309020.886108572,2460.11029488277
8260,2.44832595,,,Business/Commercial,,,,,106649.075630268,1309.71445581882
8261,0.48066433,,,Medium Density Residential,,,,,20937.7349689641,715.568790039989
8262,5.11661586,,,Low Density Residential,,,,,222879.745078107,2454.0252904394
8263,10.67969693,,,Business/Commercial,,,,,465207.616069449,3213.69308802083
8264,5.07178863,,10/14/10,Suburban Mixed Use,,,,,220927.076101322,2252.66206708534
8265,42.22673933,,,Medium Density Residential,,,,,1839396.90257129,23330.9542351041
8266,2.79891576,,,Business/Commercial,,,,,121920.806818904,1419.97303504816
8267,6.7874619,,,Low Density Residential,,,,,295661.819169811,2877.22054222394
8268,7.87835356,,,Medium Density Residential,,,,,343181.109804378,4488.64137704145
8269,13.10807651,School,,Institution/Government,,,,,570987.86930386,3231.08150237723
8270,3.86809271,,,Low Density Residential,,,,,168494.097665668,1765.28896134382
8271,8.55645184,,,Medium Density Residential,,,,,372719.006696402,3699.38855292597
8272,0.21753252,,,Low Density Residential,,,,,9475.69637807423,436.185286373316
8273,8.43688281,,,Low Density Residential,,,,,367510.576664981,3077.34004168834
8274,1.45994619,,,Business/Commercial,,,,,63595.2499832898,1050.43688673665
8275,4.30014963,,,Low Density Residential,,,,,187314.542763611,1923.17959594104
8276,4.2398206,,,Business/Commercial,,,,,184686.585268333,1993.93841728192
8277,14.0080844,,,Medium Density Residential,,,,,610192.212351195,10065.336329607
8278,5.22595349,,,Low Density Residential,,,,,227642.443682642,2314.55970087766
8279,3.73363866,,,Low Density Residential,,,,,162637.324135291,1795.35970576657
8280,11.01101867,,,Office,,,,,479639.917354586,3127.26228036909
8281,37.66574693,,,Low Density Residential,,,,,1640720.11352975,12751.889386047
8282,62.18432863,,9/23/10,High Density Residential,,,,,2708749.28128595,7744.55029271916
8283,0.6269438,,,Business/Commercial,,,,,27309.7071586542,729.554683707095
8284,2.16938596,,,Medium Density Residential,,,,,94498.4299208967,1287.1127552353
8285,2.30894094,,,Medium Density Residential,,,,,100577.457940844,1312.25040136707
8286,6.87933548,,,Low Density Residential,,,,,299663.843745849,2498.78199345278
8287,2.20903426,,,Business/Commercial,,,,,96225.5285716289,2030.19500847006
8288,380.17069624,,10/14/10,Agriculture/Open Space,,,,,16560234.84223,16368.5581642307
8289,4.53568307,,,Low Density Residential,,,,,197574.345316178,1882.40088579264
8290,2.79593332,,,Business/Commercial,,,,,121790.836985453,1528.22058719426
8291,2.13171646,Fire Station ,,Institution/Government,,,,,92857.6154437748,1236.77078168039
8292,54.22493715,,9/23/10,Industrial/Logistics,,,,,2362038.21144042,9431.73135827273
8293,6.73288923,,,Business/Commercial,,,,,293284.730948842,2426.90521903112
8294,0.35844962,,,Low Density Residential,,,,,15614.0320794102,586.935262858637
8295,10.37910418,,10/14/10,Agriculture/Open Space,,,,,452113.651207475,4348.829762512
8296,3.01586469,,10/14/10,Agriculture/Open Space,,,,,131371.09035521,2118.3550235389
8297,7.71795153,,,Low Density Residential,,,,,336193.97700411,2588.34426221715
8298,12.59408674,School,,Institution/Government,,,,,548598.333147161,3465.09404569177
8299,4.25878016,,,Business/Commercial,,,,,185512.452074296,2320.27171421895
8300,2.94543654,,,Business/Commercial,,,,,128303.182367923,2279.36800721197
8301,0.3571841,,,Conservation,,,,,15558.9490295546,522.7438708431
8302,25.60096849,,,Conservation,,,,,1115178.20673381,6481.32403520924
8303,290.89932418,,10/6/10,Industrial/Logistics,,,,,12671574.5138693,24671.4703851916
8304,15.25322258,,,Conservation,,,,,664430.452882335,3534.30175027887
8305,8.23836653,,,Low Density Residential,,,,,358863.422600214,5974.16328829039
8306,16.12322961,,,Low Density Residential,,,,,702327.913429326,6742.24318756622
8307,10.58676507,,,Low Density Residential,,,,,461159.602555556,6962.77112557665
8308,5.43389527,,,Low Density Residential,,,,,236700.492472758,2366.40522947687
8309,279.06300598,Greenbrier Industrial Park,,Industrial/Logistics,,,,,12155985.1838172,37733.7310338399
8310,4.99141694,,,Low Density Residential,,,,,217426.154762311,2044.72934363188
8311,2.86261066,,,Low Density Residential,,,,,124695.35947441,1689.03771140117
8312,0.50018598,,,Business/Commercial,,,,,21788.0856973447,595.697329905816
8313,5.74620445,,,Low Density Residential,,,,,250304.749199151,2582.11146430567
8314,1.89075025,,,Business/Commercial,,,,,82361.1007057458,1153.97642475577
