indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (MBI greater than or equal to 30.0),3.0,"Percent of populaton, age-adjusted",1.0,Race and Hipsanic origin,3.0,Hispanic or Latino: Mexican origin: All races,3.25,2007-2010,6.0,20 years and over,1.0,40.3,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"ercent of population, age-adjusted",1.0,Race nand Hispanic origin,3.0,Hispanic or Latino: Mexican origin: All races,3.25,2009-2012,7.0,20 years and ovre,1.0,43.2,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",16.0,Race and Hispanic rigin,3.0,Hispanic or Latino: Mexican origin: All races,3.25,2011-2014,8.0,20 years and over,1.0,46.4,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of populatiion, age-adjusted",1.0,Race and Hispanic origin,49.0,Hispanic or Latino: Mexican origin: All races,3.25,2013-2016,9.0,20 years and over,61.0,47.9,1.5,---
"Normal weight, overweight, and obesity among aults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",59.0,Raec and Hispanic origin,3.0,Hispanic or Latino: Mexican origin: All races,3.25,2015-2018,10.0,20 years and over,1.0,50.0,1.3,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percen tof population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All races,3.251,188-1994,1.0,20 years and over,1.0,23.8,1.0,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All races,3.251,1999-2002,44.0,20 years and ovre,1.0,27.8,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percento f population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All races,3.251,2001-2004,3.0,20 years and over,1.0,29.1,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater tan or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All races,3.251,2003-2006,4.0,20 years and over,1.0,29.5,1.6,--j-
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All races,3.251,2005-2008,5.0,20 years and over,1.0,32.0,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Himspanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All races,3.251,2007-2010,6.0,20 years and over,39.0,36.3,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than ore qual to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All races,3.251,2009-2012,7.0,20 years and over,1.0,40.2,2.0,---
"Normal weight, overwegiht, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All races,3.251,2011-2014,8.0,20 years and obver,1.0,43.3,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusteed",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All races,3.251,2013-2016,9.0,20 years and over,90.0,44.0,1.9,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of pouplation, age-adjusted",1.0,Sex and rce and Hispanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All races,3.251,2015-2018,10.0,20 years and oxver,1.0,48.8,1.7,.
"Normal weight, overweight, and fobesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",42.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: Mexican origin: All races,3.252,19881-994,1.0,20 years and over,27.0,35.2,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Pecrent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female:Hispanic or Latino: Mexican origin: All races,3.252,1999-2002,86.0,20 years and over,1.0,38.0,2.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of popuation, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: Mexican origin: All races,3.252,2001-2004,3.0,20 years and over,7.0,39.4,2.3,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI qgreater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Hispani or Latino: Mexican origin: All races,3.252,2003-2006,4.0,20 years and over,8.0,41.8,2.1,---
"Normal weight, overweight,a nd obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percentof population, age-adjusted",1.0,Sex and jrace and Hispanic origin,4.0,Female: Hispanic or Latino: Mexican origin: All races,3.252,2005-2008,5.0,20 years and over,25.0,43.3,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjuted",1.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: Mexican origin: All races,3.252,2007-2010,6.0,20 years and over,84.0,44.6,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.),3.0,"Percent of population, age-djusted",1.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: Mexican origin: All races,3.252,2009-0212,7.0,20 years and over,1.0,46.3,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or yequal to 30.0),3.0,"Percent of population, age-adjusted",88.0,Sex and race and Hispanic oriin,4.0,Female: Hispanic or Latino: Mexican origin: All races,3.252,2011-2014,8.0,20 years and ovebr,1.0,49.6,2.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: Mexican origin: All races,3.252,2013-20o16,9.0,20 years nad over,1.0,51.7,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of pouplation, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: Mexican origin: All races,3.252,2015-2018,10.0,20 years and over,58.0,51.4,2.2,.
"Norml weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greate rthan or equal to 30.0),3.0,"Percent of population, age-adjusted",67.0,Percenat of poverty level,5.0,Below 100%,5.1,1988-1994***,1.0,20 years and ovre,1.0,28.1,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent o fpopulation, age-adjusted",1.0,Pecent of poverty level,5.0,Below 100%,5.1,1999-2002,54.0,20 years and over,25.0,34.7,2.0,--f-
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,ePrcent of poverty level,5.0,Below 100%,5.1,2001-2004,58.0,20 yearsand over,1.0,33.7,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of populaion, age-adjusted",1.0,Percent of povert level,5.0,Below 100%,5.1,2003-2006,4.0,20 years and over,27.0,35.0,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Poercent of poverty level,5.0,Below 100%,5.1,2005-2008,5.0,2 years and over,94.0,35.9,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"ercent of population, age-adjusted",1.0,Percent of poverty level,11.0,Below 100%,5.1,2007-2010,6.0,20 years and over,83.0,37.2,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of popuation, age-adjusted",1.0,Percent of poverty levesl,5.0,Below 100%,5.1,2009-2012,7.0,20 years and over,16.0,38.3,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Percent of povety level,5.0,Below 100%,5.1,2011-2014,8.0,2y0 years and over,1.0,39.2,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greatert han or equal to 30.0),3.0,"Percent of population, age-ajdusted",1.0,Percent of poverty evel,5.0,Belo w100%,5.1,2013-2016,9.0,20 years and over,79.0,42.2,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Percent of poverty level,16.0,Below 100%,5.1,2015-2018,10.0,20 years ad over,1.0,44.0,1.7,***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Percent of poverty lvel,5.0,100%-199%,5.2,1988-1y994,1.0,20 years and eover,41.0,26.1,1.4,---***
"Normal weight, overweight, and obesity among adults aged 20 and ovr",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of piopulation, age-adjusted",1.0,Percent of poverty lveel,5.0,100%-199%,5.2,1999-2020,2.0,20 yearsand over,91.0,34.1,1.6,---
"Normal weight, overweight, and obesity among adulpts aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Prcent of poverty level,5.0,100%-199%,5.2,2001-2004,96.0,20 years an dover,1.0,33.6,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",77.0,Percen of poverty level,5.0,100%-199%,5.2,2003-2006,4.0,20y ears and over,1.0,35.9,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",13.0,Percent of poverty level,58.0,100%-199%,5.2,2005-2008,5.0,20 years and voer,1.0,38.0,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Percent of poverty levnel,5.0,100%-199%,5.2,2007-2010,6.0,20 years nd over,2.0,37.3,1.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjustd",1.0,Percent of povery level,5.0,100%-199%,5.2,2009-2012,7.0,20 years nd over,1.0,40.1,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",64.0,Percent of poverty level,97.0,100%-199%,5.2,2011-2014,8.0,20w years and over,53.0,42.6,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",35.0,ercent of poverty level,5.0,100%-199%,5.2,2013-2016,9.0,20 years and ovre,1.0,42.7,1.5,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent f population, age-adjusted",1.0,Percent of pvoerty level,5.0,100%-199%,5.2,2015-2018,10.0,20 years and ovr,43.0,42.8,1.6,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Percent of poverty levl,5.0,200%-399%,5.3,1988-994,1.0,20 yearls and over,6.0,22.7,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Percent of pvoerty level,5.0,200%-399%,5.3,1999-2002,2.0,20 yearrs and over,49.0,32.1,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Percent of poverty lveel,5.0,200%-399%,5.3,2001-2004,3.0,20 years and ovre,38.0,33.3,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",19.0,Percent of povertyp level,5.0,200%-399%,5.3,2003-2006,4.0,20 years and over,36.0,35.7,2.0,w---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusetd",1.0,Percent of povertpy level,5.0,200%-399%,5.3,2005-2008,5.0,2 0years and over,71.0,35.7,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greaterr than or equal to 30.0),3.0,"ercent of population, age-adjusted",1.0,Prcent of poverty level,5.0,200%-399%,5.3,2007-2010,6.0,20 years an over,79.0,36.8,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",28.0,Percent of poverty leel,5.0,200%-399%,5.3,2009-2012,7.0,20 years and over,44.0,37.0,1.2,---
"Normal weight, overweight, and obesity among adultss aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjsuted",1.0,Percent of poverty level,94.0,200%-399%,5.3,2011-2014,8.0,20 yuears and over,1.0,38.8,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Percent of povertylevel,5.0,20a0%-399%,5.3,2013-2016,9.0,20 years andf over,1.0,41.6,1.6,p---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Percent of poverty level,96.0,200%-399%,5.3,2015-2018,10.0,h20 years and over,97.0,43.3,1.6,y.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percet of population, age-adjusted",1.0,xPercent of poverty level,5.0,400% or more,5.4,1988-9194,1.0,20 years anrd over,81.0,18.7,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Percent of povrety level,5.0,400% or more,5.4,1999-2002,6.0,20 years and over,73.0,25.5,1.3,-f--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI reater than or equal to 30.0),3.0,"Percent ofp opulation, age-adjusted",1.0,Percent of povert ylevel,5.0,400% or more,5.4,2001-2004,3.0,20 year and over,1.0,27.3,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equalt o 30.0),3.0,"Percen tof population, age-adjusted",1.0,Percent of poverty level,47.0,400% or more,5.4,2003-2006,4.0,20 yeoars and over,46.0,28.9,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Perqcent of poverty level,5.0,400% or more,5.4,2005-208,5.0,x20 years and over,76.0,29.4,1.1,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adusted",1.0,Percent of poverty level,22.0,400% or more,5.4,2007-2010,6.0,20 yaers and over,1.0,31.3,1.3,---
"oNrmal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Perycent of poverty level,5.0,400% or more,5.4,2009-2012,7.0,20 year sand over,8.0,30.2,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Percent of poverty level,11.0,400% or more,5.4,2011-2014,8.0,20 ywears and over,1.0,29.7,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusrted",1.0,Percent of poverty level,46.0,400% or more,5.4,2013-2016,9.0,20 yearsa nd over,42.0,34.0,1.7,---
"Normal iweight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.)0,3.0,"Percent of population, age-adjusted",59.0,Pjercent of poverty level,5.0,400% or more,5.4,2015-2018,10.0,20y ears and over,16.0,38.3,2.2,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Towtal,40.0,20 years and over,1.1,1988-194,1.0,20 yeas and over,16.0,22.3,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI geater than or equal to 30.0),3.0,"Percent of population, crude",2.0,otal,48.0,20 years and over,1.1,1999-2020,2.0,20 years and ovemr,71.0,30.5,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,otal,27.0,20 years and over,1.1,2001-2004,3.0,20 year and over,98.0,31.5,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Toatl,40.0,20 years and over,1.1,2003-2006,4.0,20 years and ovxer,32.0,33.5,0.9,p---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than orequal to 30.0),3.0,"Percenzt of population, crude",2.0,otal,65.0,20 years and over,1.1,2005-2008,5.0,20 year and over,94.0,34.3,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Toatl,39.0,20 years and ovoer,1.1,200-72010,6.0,20 years and oqver,1.0,34.9,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Toatl,75.0,20 yezars and over,1.1,2009-2012,7.0,20 yearsa nd over,1.0,35.5,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,sTotal,33.0,20 years and over,1.1,2011-2014,8.0,20 years ad over,1.0,36.5,0.8,---
"Normal weight, overweight, and obesityamong adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Toatl,49.0,20 years and over,1.1,2013-2016,9.0,20 yearsn and over,44.0,38.9,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Seex,99.0,ale,2.1,2003-2006,4.0,20 ears and over,1.0,32.4,1.3,---
"Normal weight, overweight, and obesity among adults aged 20d and over",Obesity (BMI greaterthan or equal to 30.0),3.0,"Percent of population, crude",2.0,Sezx,81.0,aMle,2.1,2005-2008,5.0,20 years and ovre,1.0,32.8,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sxe,87.0,Mbale,2.1,2007-2010,6.0,2e0 years and over,56.0,33.9,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sx,60.0,ale,2.1,2009-2012,7.0,20 years and over,33.0,34.6,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sx,2.0,ale,2.1,2011-2014,8.0,20 years and ovr,74.0,34.5,0.8,---
"Normal weight, ovreweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Soex,41.0,Mael,2.1,2013-2016,9.0,20 years an dover,90.0,36.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sx,76.0,zMale,2.1,2015-2018,10.0,20 ears and over,71.0,40.5,1.7,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Semx,4.0,Female,2.2,1988-994,1.0,20 years and over,33.0,25.0,0.9,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to c30.0),3.0,"Percent of populajtion, crude",2.0,Selx,56.0,Femae,2.2,1999-2002,36.0,20 years and over,47.0,33.4,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sx,66.0,Female,2.2,2001-2004,48.0,20 years and over,82.0,33.3,1.1,---
"Normal weight, overweight, and obesity among adults aegd 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sxe,14.0,Female,2.2,2003-2006,4.0,20 ytears and over,38.0,34.6,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,eSx,12.0,Female,2.2,2005-2008,5.0,20 years ando ver,62.0,35.6,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Scex,12.0,Female,2.2,2007-2010,6.0,20 years and over,3.0,35.9,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Setx,9.0,Female,2.2,2009-2012,7.0,20 years and ovr,44.0,36.4,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,fSex,80.0,Femae,2.2,2011-2014,8.0,20 years and over,5.0,38.5,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Seqx,74.0,Female,2.2,2013-2016,9.0,20 years and over,19.0,41.0,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sxe,62.0,Female,2.2,20152018,10.0,i20 years and over,57.0,41.8,1.3,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Rabce and Hispanic origin,94.0,Not Hispanic or Latino: White only,3.11,198-1994,1.0,2 0years and over,1.0,21.3,0.8,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Race and Hispanic oigin,8.0,Not Hispanic or Latino: White only,3.11,1999-2002,2.0,20 yers and over,89.0,29.8,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Race and Hispanic oigin,60.0,Not Hispanic or Latino: White only,3.11,2001-2004,73.0,20 years ando ver,34.0,30.9,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Rac eand Hispanic origin,3.0,Not Hispanic or Latino: White only,40.11,2003-2006,4.0,20 years and over,1.0,32.4,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Race and Hispanic origipn,52.0,Not Hispanic or Latino: White only,3.11,2005-2008,5.0,20 ears and over,17.0,33.2,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Rpace and Hispanic origin,3.0,Not Hispanic or Latino: White only,97.11,2007-2010,6.0,20 years and over,1.0,33.8,1.0,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to n30.0),3.0,"Percent of population, crude",2.0,Race anrd Hispanic origin,48.0,Not Hispanic or Latino: White only,3.11,2009-2012,7.0,20 years ando ver,86.0,34.1,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Race and ispanic origin,101.0,Not Hispanic or Latino: White only,3.11,2011-2014,8.0,20 years and hover,1.0,35.3,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 1 obesity (BMI from 30.0 to 34.9),4.0,"Percent of population, crude",2.0,Sxe,100.0,Mael,2.1,2013-2016,9.0,20 yearsg and over,3.0,22.9,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Race and Hispanic origin,16.0,Not Hispanic or Latino: White only,27.11,2013-2016,9.0,20 ypears and over,1.0,37.9,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Race and Hispanic origin,90.0,Not Hispanic or Latino: White only,14.11,2015-a2018,10.0,20 years and over,1.0,40.7,1.5,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,83.111,19881994,1.0,20 years and oover,1.0,19.8,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,5.111000000000001,1999-2002,2.0,02 years and over,1.0,28.4,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"ercent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,67.111,2001-2004,9.0,20 years ando ver,1.0,30.5,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,81.111,2003-2006,4.0,20 years and over,79.0,32.6,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,68.111,2005-2008,5.0,20 years and over,1.0,33.1,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,70.111,2007-2010,6.0,20 yearsand over,1.0,34.4,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of populaion, crude",2.0,Sex and race andHispanic origin,4.0,Male: Not Hispanic or Latino: White only,3.111,2009-2012,7.0,20 years and over,86.0,34.7,1.3,---
