ObjectId,ID,Council_District,Amount,Household_Size,Race,Ethnicity,Gender,DATE,Zip_Code,GlobalID
421,421,5,9750,4,African American,Non-Hispanic,Female,8/11/2021,40211,{6DF6BE47-7A1E-4141-AADC-0C5CE8642C90}
422,422,5,5400,2,African American,Non-Hispanic,Female,10/22/2021,40212,{F6D10837-E110-49EA-83D5-FBB5A104D95F}
423,423,5,2964,2,African American,Non-Hispanic,Female,10/25/2021,40212,{92B3D972-894D-41F4-8713-794D13733F7C}
424,424,5,2339,4,White,Non-Hispanic,Female,9/9/2021,40212,{B83FC432-F942-42DE-8F18-0FFB5994283C}
425,425,5,2955,4,African American,Non-Hispanic,Female,10/25/2021,40212,{AC98489D-12EF-440D-8AD8-4E23D8AB05A3}
426,426,5,3930,2,White,Non-Hispanic,Female,9/20/2021,40212,{D44C548D-AA02-4CE0-914A-49396FCEC2C0}
427,427,5,3000,1,White,Non-Hispanic,Male,8/13/2021,40203,{266D9D73-6B30-41A3-9266-32B380D04F43}
428,428,5,10600,1,Mixed Race,Hispanic,Male,10/22/2021,40203,{1EA451D4-D765-42B7-8949-A884362AB640}
429,501,5,6255,4,White,Non-Hispanic,Male,10/22/2021,40212,{BE17370E-B600-4C76-92B1-2D79EE0EED5B}
430,600,6,14766,1,White,Non-Hispanic,Male,10/7/2021,40208,{5C97E488-6255-423D-9A83-E9DA9865F635}
431,698,10,7123.28,1,Mixed Race,Non-Hispanic,Female,9/27/2021,40218,{5DCD0984-76AC-446A-977A-C29E6D7BEF8F}
432,429,5,2397,4,White,Non-Hispanic,Female,7/1/2021,40211,{41014DCF-FACF-4AF7-836C-A3F92698B664}
433,430,5,6265,4,White,Non-Hispanic,Female,7/1/2021,40211,{7FAF879D-DE1A-4DEA-B135-BF8257C49FBD}
434,431,5,8008,4,African American,Non-Hispanic,Female,10/18/2021,40212,{67249FE0-4995-49F9-8023-258108B6AC7F}
435,432,5,2730,1,African American,Non-Hispanic,Male,7/12/2021,40211,{AB50FFAB-F07E-44FF-B26A-470AA74C3154}
436,433,5,6405,2,African American,Non-Hispanic,Male,9/27/2021,40212,{158D0E09-CC45-4B80-BB0F-10116ABABA64}
437,434,5,7350,4,African American,Non-Hispanic,Female,8/27/2021,40212,{BE47CDA4-8D7A-4E71-BC2B-EFD90BED031D}
438,435,5,3550,1,African American,Non-Hispanic,Female,10/8/2021,40212,{54B7FCE7-4042-4602-B4FD-4E5A5DB8E2E0}
439,436,5,8272,3,African American,Non-Hispanic,Male,9/8/2021,40211,{DB7DA236-4C68-4FAA-BD4F-92E8F333C30D}
440,437,5,13825,5,African American,Non-Hispanic,Female,10/25/2021,40212,{1C87B112-537A-4DA1-9E07-ECCDCF5A993C}
441,438,5,8500,4,Mixed Race,Non-Hispanic,Female,8/31/2021,40211,{814D7AA5-A060-45D9-8257-420FD94EE839}
442,439,5,5647.93,3,Others,Non-Hispanic,UNKNOWN,10/25/2021,40212,{8D3E7D66-F0FA-460E-9263-3CC02C689633}
443,440,5,6381,1,African American,Non-Hispanic,Female,10/22/2021,40203,{B353D1DF-A55C-4118-B9D3-5C2553A83940}
444,441,5,5250,1,African American,Non-Hispanic,Male,10/22/2021,40211,{9A975EC0-6161-494A-B78B-819BE0E59BCD}
445,442,5,7000,2,African American,Non-Hispanic,Female,8/26/2021,40212,{6F8DD2F1-55DB-49A5-9E88-F2C7A7A29288}
446,443,5,6475,1,African American,Non-Hispanic,Female,11/17/2021,40212,{2B550CF8-21A5-4F08-8969-59260A188E20}
447,444,5,7200,10,African American,Non-Hispanic,Female,10/26/2021,40212,{775F6DE9-FBF7-4477-AD27-61F24A530147}
448,445,5,10852,2,White,Non-Hispanic,Male,10/7/2021,40212,{CE7B87E4-9520-46B5-83F2-F44F71822F74}
449,446,5,6300,2,African American,Non-Hispanic,Female,8/4/2021,40212,{259A424E-9AF6-4E1D-8D9F-8D3A58ADA92E}
450,447,5,5000,2,African American,Non-Hispanic,OTHERS,11/10/2021,40203,{8F7ECE41-6471-44A0-AF12-558F79EDB518}
451,448,5,4500,1,African American,Non-Hispanic,Female,6/8/2022,40212,{CBEAD96F-0067-4371-83D1-CE36C2B48B73}
452,449,5,5940,1,African American,Non-Hispanic,Male,11/9/2021,40212,{A39F0E3D-0347-4615-9697-79A5697C8793}
453,450,5,6180,1,African American,Non-Hispanic,Female,11/18/2021,40211,{ED89DF67-DC80-4C53-AEBD-0DB57A7004CE}
454,502,5,8377.69,3,Others,Non-Hispanic,UNKNOWN,10/19/2021,40203,{9090AC27-6E8A-4299-AD24-E503FE4CB4D3}
455,699,10,2985,2,African American,Non-Hispanic,Female,7/8/2021,40213,{B2208C9C-D0D0-4FF5-A0DB-FD3BC69F2B66}
456,601,6,11000,1,African American,Hispanic,Female,11/15/2021,40203,{746601F4-8925-411D-8CF7-05E4733D560D}
457,503,5,7285,3,African American,Non-Hispanic,Female,10/25/2021,40211,{DE0BCDE2-9497-4CD9-B0AB-2C9D0AA4816E}
458,700,10,11940,2,African American,Non-Hispanic,Female,7/8/2021,40213,{711B9B01-4426-4ABA-897D-00146F1B9A43}
459,602,6,5850,4,African American,Non-Hispanic,Female,9/22/2021,40210,{1D87A763-CFA6-4C15-94D5-0296C16E79B9}
460,504,5,4550,8,White,Hispanic,Male,10/28/2021,40212,{17334288-E4A0-4716-B933-15AA0761F6A5}
461,505,6,7518,1,White,Non-Hispanic,Male,9/22/2021,40208,{B91B44E9-4C94-46B4-8DD8-1CB39C4AAA29}
462,506,6,6250,1,Mixed Race,Hispanic,OTHERS,11/9/2021,40208,{ACC12032-8233-4C17-BB30-467E2AE6BD81}
463,507,6,1848,1,African American,Non-Hispanic,Female,7/2/2021,40208,{33E18364-79F1-46C3-86A7-B78E253F0E09}
464,508,6,4688,1,African American,Non-Hispanic,Female,7/2/2021,40208,{249D1336-F786-4A1C-93DD-B1651C6FCB5B}
465,509,6,4940,1,African American,Non-Hispanic,Male,10/1/2021,40203,{83D4D7AB-17B2-4F14-994D-844DE7E04DCC}
466,510,6,7727,2,African American,Non-Hispanic,Female,10/22/2021,40210,{12C7B51E-A70C-4F2E-BD57-4612758EEC0C}
467,511,6,8112,3,African American,Non-Hispanic,Female,10/22/2021,40210,{B64C92ED-2709-4A24-8736-387652BBD402}
468,512,6,2268,1,White,Non-Hispanic,Female,10/11/2021,40210,{5D429462-6A41-40A2-9189-F6670E4767E5}
469,513,6,4985,3,African American,Non-Hispanic,Female,9/22/2021,40208,{90AF524D-12CE-452A-B8DD-A381277F5BBE}
470,514,6,6950,2,African American,Non-Hispanic,Female,10/26/2021,40208,{C5E63461-985D-4747-909C-520DD4DD71A0}
471,515,6,8000,1,Others,Hispanic,Male,8/10/2021,40208,{A682AF70-DBEA-4232-9507-7BE4ED189AE5}
472,516,6,3939,1,African American,Non-Hispanic,Male,9/22/2021,40208,{5BC5F00F-CC88-44D6-AAA4-DEDD8A9D1D07}
473,517,6,4849,2,African American,Non-Hispanic,Female,11/15/2021,40203,{DEF225E5-D163-4C49-A971-38C85B119D81}
474,518,6,1400.17,1,African American,Non-Hispanic,Female,10/22/2021,40210,{1A96F0B2-54D0-4951-B9F6-1B7DF89F4030}
475,519,6,2100,5,African American,Non-Hispanic,Female,7/8/2021,40208,{32E5C595-C00E-49EF-A902-6C2AA05B8039}
476,520,6,4900,5,African American,Non-Hispanic,Female,7/8/2021,40208,{F7BD155B-AFC4-4F5B-AD05-77576703A514}
477,521,6,5250,2,White,Non-Hispanic,Male,10/25/2021,40203,{D9459460-DF9A-4689-822B-6853473F6942}
478,522,6,3150,1,African American,Non-Hispanic,Female,11/15/2021,40210,{515F0752-BA2F-4B6A-934F-E3C3963063ED}
479,523,6,6575,1,African American,Non-Hispanic,Female,9/5/2021,40203,{7C39FA87-584E-48A8-ACAF-07CD21FC3C3D}
480,524,6,5193,1,African American,Non-Hispanic,Male,7/30/2021,40203,{784938A8-6710-42C0-93F5-6ABD4BDDB34D}
481,525,6,1437,1,African American,Non-Hispanic,Female,7/14/2021,40203,{DF1DD4E8-3016-46B3-B4E4-AE00A624B513}
482,526,6,8606,1,African American,Non-Hispanic,Male,10/22/2021,40208,{D4D242A4-46F1-450D-87B6-5AB1420B0F97}
483,527,6,7670,1,White,Non-Hispanic,Male,11/1/2021,40208,{E1123B14-E0D0-46BB-9911-C2F370CCB185}
484,528,6,6840,1,African American,Non-Hispanic,Male,8/29/2021,40210,{2769A93D-B92C-4246-A702-2E2CB09E3A95}
485,529,6,9240,2,African American,Non-Hispanic,Male,10/6/2021,40203,{9B4A5C3E-6118-4C60-B2D1-6F3BAD79BCFE}
486,530,6,2136.51,2,African American,Non-Hispanic,Female,10/11/2021,40210,{684B277C-95AD-4DD2-B1DC-B71C07EF1771}
487,531,6,10642,3,African American,Non-Hispanic,Female,9/10/2021,40210,{CCDE1E0C-D6DE-48D0-A0E3-1DF7CE6B01B1}
488,531,6,10642,3,African American,Non-Hispanic,Female,9/10/2021,40210,{14F11DE3-BAD3-4733-B3A9-D9137DE7ECA0}
489,532,6,4725,1,African American,Non-Hispanic,Male,9/5/2021,40203,{4597201E-1A84-4BB8-8D95-0D1CB154C3B6}
490,533,6,4921.52,1,African American,Non-Hispanic,Male,10/11/2021,40210,{EAC561AE-C209-4D97-A710-356E11EF2BFB}
491,534,6,4900,2,African American,Non-Hispanic,Male,11/17/2021,40208,{9C2159DF-8442-42F9-939D-9B3271B1851D}
492,535,6,7625,1,African American,Non-Hispanic,Female,9/16/2021,40203,{E58A1BD5-55B7-4866-A672-0D3AC83BB312}
493,536,6,6533,2,African American,Non-Hispanic,Female,9/16/2021,40203,{EC761BFD-B12D-4A1C-91D5-A853C64861E0}
494,537,6,3714,1,African American,Non-Hispanic,Female,10/4/2021,40210,{727FF390-A4C1-4743-963F-5E97AA71D4DF}
495,538,6,11500,2,White,Non-Hispanic,OTHERS,8/6/2021,40208,{90A2C4AE-D400-454F-AF72-34912D1597DF}
496,539,6,1651,6,African American,Non-Hispanic,Female,11/1/2021,40210,{84156D8B-878F-456A-96FD-C1AF581F8E7E}
497,540,6,7310,3,White,Non-Hispanic,Male,9/16/2021,40204,{7FF66C01-EDCA-470F-B95A-661A5357D42F}
498,541,6,5725,4,Others,Hispanic,Female,9/2/2021,40208,{0770973B-393A-4DAC-A2FD-46D93D64530F}
499,542,6,5135,1,White,Hispanic,Female,11/4/2021,40208,{43D5E502-1698-453E-9F07-4A9A7BEACE0B}
500,543,6,5987,1,African American,Non-Hispanic,Male,9/10/2021,40203,{DC840B94-7ACE-4058-A274-D2E37EB7ABEA}
501,544,6,4905,4,African American,Non-Hispanic,Female,11/12/2021,40210,{EC052CD8-B9A5-4DE9-B9CC-118E0109E634}
502,545,6,8175,1,African American,Non-Hispanic,Male,7/30/2021,40208,{BBC2A73A-4F48-4881-9C6F-43A35FA83107}
503,546,6,5600,1,White,Non-Hispanic,Male,11/12/2021,40203,{F7314ABA-995A-4B38-9C75-0CAC1EA0FA52}
504,547,6,3218,1,African American,Non-Hispanic,Male,10/24/2021,40203,{56F36675-BEE9-4396-BAE9-B0A4C4F59692}
505,548,6,7175,1,African American,Non-Hispanic,Female,8/26/2021,40203,{D1BFC08C-F990-436E-AB1A-01BD3971A8E8}
506,549,6,216,1,African American,Non-Hispanic,Male,12/22/2021,40210,{D85B73F6-1339-4629-AC51-3022CA4F955F}
507,603,6,2400,1,African American,Non-Hispanic,Female,7/15/2021,40203,{A950D76F-E68C-4108-9E3C-CD0A5C6E0B2B}
508,604,6,10500,2,African American,Non-Hispanic,Male,7/29/2021,40210,{BBED3B91-5C35-4ED6-A57C-857B3566046F}
509,605,6,6500,1,African American,Non-Hispanic,Female,9/15/2021,40203,{0BEBD5E8-E63E-419C-97CC-33799AA20C85}
510,701,10,7252.31,1,African American,Non-Hispanic,Male,10/25/2021,40218,{DCB168B6-0EC5-40A5-A272-BFD8D03BA3CF}
511,606,6,876,2,African American,Non-Hispanic,Female,12/10/2021,40210,{0E18C4A4-12A9-4D00-994F-BE013580DD46}
512,607,6,8040,4,African American,Non-Hispanic,Male,9/23/2021,40210,{ACCB9DF8-FC4C-46AC-88F4-EB2FD552F152}
513,702,10,6941.22,1,African American,Non-Hispanic,Female,8/19/2021,40218,{28314212-7F3E-4998-A9F7-02404FD45E37}
514,608,6,7955,2,African American,Non-Hispanic,Female,8/27/2021,40208,{9AEE2195-0DC6-48BF-95C3-12F7A918D1CE}
515,703,10,1490,1,African American,Non-Hispanic,Female,11/1/2021,40218,{A07DA106-CE30-4588-B6AF-34DE68274D4B}
516,609,6,7300,4,African American,Non-Hispanic,Female,9/2/2021,40203,{25AD2E4F-6BEA-4F6D-AFDB-2BCE7A11F9CE}
517,704,10,7160,1,Mixed Race,Non-Hispanic,Male,9/10/2021,40218,{7B215B69-2BB2-4F40-B98D-0B79EBCB5F13}
518,610,6,8850,1,African American,Non-Hispanic,Male,11/9/2021,40203,{506D6A4C-9265-40C6-ACD7-9B39831FDD58}
519,550,6,9350,1,African American,Non-Hispanic,Male,11/8/2021,40210,{443DC6E7-0870-4087-8B64-C1787C05900A}
520,705,10,4895,1,White,Hispanic,Male,8/3/2021,40218,{5C2E46F8-8688-4E4E-A843-DFB1937E8861}
521,706,10,6152.7,1,White,Non-Hispanic,Female,11/16/2021,40218,{0580C764-51B9-41C7-BDCA-FF37730460C2}
522,707,10,3551.44,1,African American,Non-Hispanic,Male,11/15/2021,40218,{5737F2B9-AE72-4C20-B10F-D8CB59FDE992}
523,708,10,9184.74,2,White,Non-Hispanic,Female,10/25/2021,40217,{40B45836-1349-4DFA-911E-D859A5691D62}
524,709,10,5023.31,5,Others,Non-Hispanic,Female,11/3/2021,40218,{A66058A7-2773-41FF-BA84-537E0722E095}
525,710,10,6506.33,2,White,Non-Hispanic,Male,11/17/2021,40218,{B361D6F1-27AF-40F7-A579-6B43777FC7DF}
526,711,10,5624,1,White,Non-Hispanic,Male,9/8/2021,40218,{FBF2724C-AEC3-4D45-8759-36BE4B94239E}
527,712,10,6342,1,African American,Non-Hispanic,Male,10/22/2021,40218,{B207AA3A-6E66-4071-957C-9D2B0F98E10D}
528,713,10,4435.8,1,African American,Non-Hispanic,Female,9/27/2021,40218,{B1624988-FCC5-4016-AC26-4B7218E502B6}
529,714,10,8373,1,African American,Non-Hispanic,Female,10/14/2021,40218,{DBB3BAA6-077A-483E-B75B-5214F798A804}
530,715,10,1579,1,African American,Non-Hispanic,Female,10/29/2021,40218,{DF3F835A-D28D-4E4E-8826-F7C7E0EACE85}
531,716,10,5307.4,2,White,Non-Hispanic,Female,11/3/2021,40218,{9E8ECFEA-93CF-431A-9F14-82454B841709}
532,717,10,5644,1,African American,Non-Hispanic,Male,8/18/2021,40218,{203C6460-885D-4247-B747-00EB9295374E}
533,718,10,4245,1,African American,Non-Hispanic,Male,7/7/2021,40218,{CE87CCA8-2C7B-48ED-8B43-A2349DCBA457}
534,719,10,1953,1,African American,Non-Hispanic,Male,9/23/2021,40218,{DBA38ACB-FC29-4CFF-80A5-723408AD979B}
535,720,10,8720,1,Others,Non-Hispanic,Male,10/22/2021,40213,{86E89AB7-B4A9-46B2-8606-196D7FB319DA}
536,721,10,1159,3,African American,Hispanic,Female,8/4/2021,40218,{BC05E564-32E4-4DC1-AF15-1744CCF052CD}
537,722,10,7875,4,African American,Non-Hispanic,Male,9/4/2021,40213,{EC6D077E-C5D4-4891-9E96-E73B07CFF5AB}
538,723,10,7717,1,African American,Non-Hispanic,Female,8/31/2021,40218,{65C5E7CA-CD95-40D3-87B5-776CCB9326F5}
539,724,10,2332,3,African American,Non-Hispanic,Male,7/15/2021,40218,{AF88584D-81D4-498A-BF05-24A80A6387EA}
540,725,10,6303,1,White,Hispanic,Male,9/2/2021,40218,{149278C3-5797-47BB-862D-3DE9A81CBD08}
541,726,10,5951,1,Mixed Race,Non-Hispanic,Male,8/2/2021,40218,{63E2DA7A-79C5-48A9-9E93-0EE2FA24AD89}
542,727,10,5186,1,African American,Non-Hispanic,Female,11/9/2021,40218,{B1F7F1AE-C2AA-4090-9658-80A4C0975598}
543,728,10,5244,1,Others,Non-Hispanic,Male,7/12/2021,40218,{743F4960-AAF6-411C-8316-63D3CE1CEA42}
544,729,10,13585,1,Others,Non-Hispanic,Male,7/12/2021,40218,{CF9FE9D7-5F22-41C0-8935-4D110E7EA4F1}
545,730,10,6033,4,White,Non-Hispanic,Male,9/1/2021,40218,{E98D96B9-8500-4148-B57A-8105B9DFAE68}
546,731,10,7400,1,African American,Non-Hispanic,Female,11/3/2021,40218,{1197B611-5D48-4693-B00B-9F7B1E5EC1B5}
547,732,10,8403.14,1,White,Non-Hispanic,Male,8/27/2021,40218,{0051E8D1-3458-4603-8A09-607AA11EB329}
548,733,10,6336,1,African American,Non-Hispanic,Female,9/3/2021,40218,{0E3B867C-8E58-4B43-980D-5B6873959383}
549,734,10,2568,1,African American,Non-Hispanic,Female,11/18/2021,40218,{9439A3F8-25A7-46EE-9B2F-E273D3FB5E7B}
550,735,10,7045.38,1,African American,Non-Hispanic,Female,11/15/2021,40218,{BEB2FF56-326B-45F6-85C5-D780D7A3180A}
551,736,10,5225,1,African American,Non-Hispanic,Female,9/10/2021,40218,{3FEE848B-59AE-4FF3-BB1E-37F8DF24937E}
552,737,10,2127,1,African American,Non-Hispanic,Female,10/29/2021,40218,{2C935270-C235-4741-AB2C-CABA67308FCD}
553,738,10,5393,2,Mixed Race,Non-Hispanic,Male,9/10/2021,40213,{FFF59191-DCDD-4790-9549-C16F3CD81447}
554,739,10,3750,1,African American,Non-Hispanic,Female,10/20/2021,40218,{8B352778-A745-4ABC-96CA-C6192CBE99FE}
555,740,10,4743,1,African American,Non-Hispanic,Female,10/25/2021,40218,{01A4EC24-A200-40C1-8778-B8B2C1E77B4B}
556,741,10,3698.17,1,Mixed Race,Non-Hispanic,Female,9/22/2021,40218,{B1498DCA-F0C4-4CA8-98F3-FCEDBA7F92AA}
557,742,10,5376.83,2,African American,Non-Hispanic,Female,11/2/2021,40218,{99F34039-8973-4F36-B7C9-6D8C4A68FB7C}
558,743,10,5174,1,Others,Non-Hispanic,Female,8/13/2021,40217,{6F791ACC-6AE5-4A13-AA95-3D71BB8DC6BB}
559,744,10,6286,1,White,Non-Hispanic,Female,8/28/2021,40220,{6F4E58ED-DED9-4AD8-8717-0F73FBD3E274}
560,745,10,2250,2,African American,Non-Hispanic,Female,7/28/2021,40218,{4729E2F2-64D5-4209-81C5-7324854CE22B}
561,746,10,3386.37,5,White,Non-Hispanic,Female,10/25/2021,40218,{9060F4CE-2782-4DBA-9FF9-36B25BE67A9E}
562,747,10,5079.14,1,African American,Non-Hispanic,Female,9/1/2021,40218,{E5E1EB2B-1591-49AE-8A58-912AF42D12C3}
563,611,6,7250,1,African American,Non-Hispanic,Male,11/15/2021,40203,{9F249F3F-7004-48FD-B4B6-41D906EB8DD5}
564,551,6,7153,1,African American,Non-Hispanic,Female,9/9/2021,40208,{E266AB87-9734-4B6A-B057-1117DD460FF0}
565,612,6,12385,3,White,Non-Hispanic,UNKNOWN,10/22/2021,40208,{DB033B76-02D0-4BFE-B560-34FCCF0DDF07}
566,613,6,6900,2,African American,Non-Hispanic,Female,11/18/2021,40210,{8B34AB20-17D0-411F-931A-B572B1AF5820}
567,552,6,4614.58,2,White,Non-Hispanic,Male,11/17/2021,40210,{7BFA2417-EDA9-456A-AB38-7DE3EC51EBF0}
568,748,10,2922,2,Others,Hispanic,Male,7/9/2021,40218,{A0D55DF9-D68D-49ED-886B-4C9CA46E615C}
569,614,7,7811.52,2,White,Non-Hispanic,Female,11/3/2021,40222,{C882CF8C-7428-4CA0-9A7D-6AE3132D22CC}
570,553,6,3378,8,African American,Non-Hispanic,Female,12/22/2021,40210,{D5C521DE-7373-414E-BA8E-9A9DC12E1E79}
571,615,7,7287,2,White,Hispanic,Male,9/1/2021,40207,{B38FE2CE-B613-4BE8-9322-71F8CEB122C0}
572,554,6,2176,1,African American,Non-Hispanic,Male,8/2/2021,40208,{DC46823E-F3F1-4BD7-9FD2-4328681ABCA2}
573,749,10,6798,2,Others,Non-Hispanic,Male,7/9/2021,40218,{3DCF7C46-4F03-4FBB-B99D-F67DA4BACBB8}
574,616,7,8276,1,White,Non-Hispanic,Female,11/1/2021,40222,{9D9B0F1A-2C52-4EEA-B611-3C0F229A18DC}
575,555,6,3323.75,3,African American,Non-Hispanic,Female,12/3/2021,40210,{20EE4564-3ECB-4C66-AC8B-5AD605D01BD3}
576,750,10,2862,1,African American,Non-Hispanic,Male,7/1/2021,40218,{CA40426B-9A31-46BA-8C59-65F7CA830267}
577,617,7,11660,1,African American,Non-Hispanic,Male,11/8/2021,40242,{651A374C-D04F-4D3D-8BF6-0FE8A9A50C85}
578,556,6,1500,1,White,Non-Hispanic,Female,7/7/2021,40210,{4396B64A-A299-443C-B493-2E60665745EB}
579,751,10,5724,1,African American,Non-Hispanic,Male,7/1/2021,40218,{E4C0CB24-D05B-4D54-8643-CE883DCB2967}
580,618,7,17407.5,1,African American,Non-Hispanic,Male,9/9/2021,40222,{6F182A33-ACCD-4B22-A7D6-1F86E8B0C45C}
581,619,7,7310.92,2,Others,Non-Hispanic,UNKNOWN,10/18/2021,40222,{A64165FD-0ADB-40E7-BB9C-96DDB8CA03ED}
582,620,7,4520,2,White,Non-Hispanic,Female,10/14/2021,40242,{4C350832-C9E6-41B0-BA9F-ABDA5B60FF50}
583,621,7,2929,2,African American,Non-Hispanic,Female,7/9/2021,40222,{06941289-95E2-4226-873C-2FDACCA48796}
584,622,7,5658,2,African American,Non-Hispanic,Female,7/9/2021,40222,{9C9DD6B2-4B7A-4EBC-AFA9-E8054B93D59E}
585,623,7,7862,1,White,Non-Hispanic,Male,7/30/2021,40222,{8A7D4172-88FC-4117-AE40-8727FA3C1D19}
586,624,7,9829.62,1,Others,Non-Hispanic,Female,11/4/2021,40222,{1258E385-3C7E-4ABC-8270-2B483DF0ADF3}
587,625,7,10640,1,White,Non-Hispanic,Male,10/5/2021,40207,{3321585F-9A8A-4CA3-899F-E5C80DB60477}
588,626,7,9557,2,White,Non-Hispanic,Female,10/8/2021,40242,{3EA9B27E-80DF-4E56-AE32-DD0B7F60751B}
589,627,7,5108.1,1,Mixed Race,Non-Hispanic,Female,10/20/2021,40222,{140EA991-2699-4749-91F6-B08A10AF8356}
590,628,7,700,2,African American,Non-Hispanic,Female,12/10/2021,40222,{BF92F054-98E9-4F75-916A-D51B9FE7AC0A}
591,629,7,7170,1,White,Non-Hispanic,Female,10/19/2021,40242,{C83023FF-69BD-49C0-8383-2C8838E64D32}
592,630,7,10710,1,White,Non-Hispanic,Male,7/29/2021,40222,{AB777EF1-E87A-4C27-86A3-8CF10CB95882}
593,631,7,10356,1,African American,Non-Hispanic,Female,11/18/2021,40207,{16CA706A-9EE5-48BC-921A-7BBD1E9B816C}
594,632,7,8061.1,1,African American,Non-Hispanic,Female,10/25/2021,40222,{B451CD52-F8F2-4E97-922F-87A8A629A520}
595,633,7,10572,2,White,Non-Hispanic,Female,8/28/2021,40222,{EC730CD0-0C7B-4FC3-829F-95FB2F75BEBB}
596,634,7,2556,1,African American,Non-Hispanic,Male,7/12/2021,40222,{FEE79F6A-F79D-4A07-B426-8145F0577BE1}
597,635,7,5164,1,African American,Non-Hispanic,Male,7/12/2021,40222,{4E44D0B4-A558-47DA-A9F7-D13A9BE83D58}
598,636,7,8193,3,White,Non-Hispanic,Male,9/3/2021,40222,{A835687E-4E0E-4D03-B63B-F0455F34F156}
599,637,7,10622.57,3,African American,Non-Hispanic,Female,11/1/2021,40222,{B51E5A93-7891-4B88-A645-70E78E3B516C}
600,638,7,2319,1,African American,Non-Hispanic,Male,7/12/2021,40222,{506B45C6-CE47-4D86-88C7-B0A71474621B}
601,639,7,2790.12,3,African American,Non-Hispanic,Female,9/23/2021,40242,{94331BFF-BA51-4E8F-8699-9608A0C15D9C}
602,640,7,7306,1,African American,Non-Hispanic,Female,9/4/2021,40222,{BC4FFFAA-0E7D-45E2-9082-ABD292F6FB90}
603,641,7,14400,3,Others,Non-Hispanic,UNKNOWN,11/10/2021,40242,{289492B3-EDED-438D-AA69-739BDD09142A}
604,642,7,1201.56,2,African American,Non-Hispanic,Female,11/18/2021,40242,{49E94420-D438-44AF-AD71-060537BBA161}
605,643,7,5875.02,4,African American,Non-Hispanic,Female,10/19/2021,40222,{E8A6577E-173E-42D6-875C-B40CF762BCE3}
606,644,7,699,3,African American,Non-Hispanic,Female,12/3/2021,40242,{5330A5BB-628C-4901-94DF-8F5AD63F2875}
607,645,7,8899,1,White,Non-Hispanic,Male,9/7/2021,40207,{9274859F-B5CE-4F37-8187-CE1A1E1C222E}
608,646,7,9211,1,African American,Non-Hispanic,Male,7/29/2021,40222,{D41FC80E-18AC-431E-9A53-F64F2759221D}
609,647,8,10085,2,African American,Non-Hispanic,Male,9/3/2021,40204,{9B287798-4190-4161-9A78-E34B278C6F4C}
610,648,8,6700,1,White,Non-Hispanic,Male,9/5/2021,40204,{997C9A0E-D8E8-4ED3-86B3-FD4E5AE56F4E}
611,649,8,7822,1,White,Non-Hispanic,Male,11/1/2021,40204,{E1134E5E-D326-4372-A513-262ED4592A86}
612,557,6,6646,1,African American,Non-Hispanic,Male,7/30/2021,40208,{601BBE84-B84D-4013-BD48-10F28AAF0DE6}
613,752,10,6364,4,African American,Non-Hispanic,Female,8/24/2021,40218,{561B3A68-1B6B-4955-92B3-36A4AC8C42D1}
614,558,6,1364.66,2,African American,Non-Hispanic,Female,10/11/2021,40210,{DAA13CE4-F2C4-415F-9594-FA1E99F30EE9}
615,559,6,15200,6,African American,Non-Hispanic,Male,7/29/2021,40203,{7AFD2F9E-ADE1-4D5F-9499-586D7942FCAB}
616,753,10,5565,1,African American,Non-Hispanic,Male,9/27/2021,40218,{DBFE93A6-000E-48AF-9413-AE0D7E3E7017}
617,560,6,10200,2,Others,Non-Hispanic,Female,10/22/2021,40210,{7DB4CB4E-3FDD-41E3-A19D-8B5B37265DBC}
618,754,11,10878.88,1,White,Non-Hispanic,UNKNOWN,10/19/2021,40220,{86F9ED48-8F20-49AF-B652-ACC95F6DE4AD}
619,561,6,6847.78,4,Others,Non-Hispanic,Female,11/1/2021,40208,{CE6BA443-46C1-4864-9971-AA7A6FB743C3}
620,755,11,6875,1,White,Non-Hispanic,Male,9/22/2021,40220,{A569473F-0172-460E-AB17-C3EAC80FDD1E}
621,562,6,790,1,African American,Non-Hispanic,Male,7/29/2021,40210,{F8286289-3F0A-41B2-B9DD-E8BFD3B3A795}
622,756,11,6144,1,African American,Non-Hispanic,Female,11/17/2021,40299,{0EEEC20F-BE7B-47F4-BCD9-154E580B0A9D}
623,563,6,8400,1,African American,Non-Hispanic,Male,10/25/2021,40208,{58E0E0CE-6617-4D3D-8752-C921DF0286AD}
624,757,11,1616,1,Mixed Race,Non-Hispanic,Female,10/27/2021,40220,{4711C33E-21D9-4E15-BF6C-ED969003BF68}
625,564,6,5850,1,White,Non-Hispanic,Male,8/12/2021,40208,{3E3F0CBA-D492-45A9-B026-66C4BDC1201A}
626,758,11,9209,2,White,Non-Hispanic,Female,7/29/2021,40299,{E832F2C3-B813-4BDC-9FAE-2261EC9DA83C}
627,565,6,2085,2,African American,Non-Hispanic,Female,8/12/2021,40210,{870D472E-5543-48A5-9396-8E81E55021AD}
628,759,11,6937.7,1,Mixed Race,Non-Hispanic,Female,8/13/2021,40220,{585155DC-B266-4DB8-999B-0F56A2A37A16}
629,566,6,7155,2,African American,Non-Hispanic,Female,8/11/2021,40203,{31F442F3-C373-4225-8679-6BDE8C18ED52}
630,760,11,8050,2,African American,Non-Hispanic,Male,11/4/2021,40299,{E6C923CF-54B5-4E48-BC0E-B2CC84093D9F}
