coname,distname,co_dist_code,site,schname,enrollment,phone_one,principal,principal_email,address,city,state,zip,board_president,certifiedstaff
OKLAHOMA    ,DEER CREEK                    ,55-I006,120,GROVE VALLEY ES               ,537.0,(405) 359-3195,Kelly Faught,kellyfaught@dcsok.org,3500 Northwest 192Nd Street,Edmond,OK,73012.0,PK-04,34
OKLAHOMA    ,DEER CREEK                    ,55-I006,125,DEER CREEK INTERMEDIATE SCHOOL,831.0,(405) 348-4830,Sherri Verble,sherriverble@dcsok.org,21175 North Macarthur,Edmond,OK,73012.0,6-May,52
OKLAHOMA    ,DEER CREEK                    ,55-I006,130,SPRING CREEK ES               ,437.0,(405) 340-0530,Michelle Eidson,michelleeidson@dcsok.org,15400 North Rockwell,Oklahoma City ,OK,73103.0,KG-04,33
OKLAHOMA    ,DEER CREEK                    ,55-I006,505,DEER CREEK MS                 ,855.0,(405) 348-4830,Kristy Vandorn,kristyvandorn@dcsok.org,2601 North West 234 Th Street Boulevard,Edmond,OK,73012.0,8-Jul,60
OKLAHOMA    ,DEER CREEK                    ,55-I006,705,DEER CREEK HS                 ,1457.0,(405) 348-5720,Melissa Jordan,melissajordan@dcsok.org,6101 Northwest 206Th Street,Edmond,OK,73012.0,12-Sep,90
OKLAHOMA    ,HARRAH                        ,55-I007,105,RUSSELL BABB ES               ,288.0,(405) 454-6213,Brad Hurley,bhurley@harrahschools.com,20901 Northeast Tenth Street,Harrah,OK,73045.0,5-Apr,22
OKLAHOMA    ,HARRAH                        ,55-I007,110,CLARA REYNOLDS ES             ,344.0,(405) 454-6201,Cheryl Hessman,chessman@harrahschools.com,755 Harrison Street,Harrah,OK,73045.0,3-Feb,24
OKLAHOMA    ,HARRAH                        ,55-I007,115,VIRGINIA SMITH ES             ,451.0,(405) 454-3638,Doug Parker,dparker@harrahschools.com,20227 Northeast Tenth Street,Harrah,OK,73045.0,PK-01,27
OKLAHOMA    ,HARRAH                        ,55-I007,505,HARRAH MS                     ,453.0,(405) 454-2406,Dianna Hilburn,dhilburn@harrahschools.com,20665 Walker Street,Harrah,OK,73045.0,8-Jun,39
OKLAHOMA    ,HARRAH                        ,55-I007,505,HARRAH MS                     ,453.0,(405) 454-2406,Donald Casey,zcasey@harrahschools.com,20665 Walker Street,Harrah,OK,73045.0,8-Jun,39
OKLAHOMA    ,HARRAH                        ,55-I007,705,HARRAH HS                     ,598.0,(405) 454-2416,Kenneth Riddle,kriddle@harrahschools.com,20370 Elm Street,Harrah,OK,73045.0,12-Sep,49
OKLAHOMA    ,JONES                         ,55-I009,105,JONES ES                      ,532.0,(405) 399-9118,Cindy Harrison,charrison@jonesel.k12.ok.us,13145 Montana Street,Jones,OK,73049.0,PK-05,30
OKLAHOMA    ,JONES                         ,55-I009,505,JONES MS                      ,275.0,(405) 399-9114,Adam Mcphail,amcphail@jonesms.k12.ok.us,16011 East Wilshire Boulevard,Jones,OK,73049.0,8-Jun,25
OKLAHOMA    ,JONES                         ,55-I009,705,JONES HS                      ,329.0,(405) 399-9122,Curtis Moses,cmoses@joneshs.k12.ok.us,304 Dr. Lee Simmons,Jones,OK,73049.0,12-Sep,30
OKLAHOMA    ,EDMOND                        ,55-I012,105,CLEGERN ES                    ,397.0,(405) 340-2955,Teri Cowden-Draper,Teri.Draper@edmondschools.net,601 South Jackson Street,Edmond,OK,73034.0,PK-05,38
OKLAHOMA    ,EDMOND                        ,55-I012,110,RUSSELL DOUGHERTY ES          ,311.0,(405) 340-2985,Penny Dilg,penny.dilg@edmondschools.net,19 North Boulevard,Edmond,OK,73003.0,PK-05,24
OKLAHOMA    ,EDMOND                        ,55-I012,115,IDA FREEMAN ES                ,498.0,(405) 340-2965,Keith Pautler,Keith.Pautler@edmondschools.net,501 West Hurd Street,Edmond,OK,73003.0,PK-05,42
OKLAHOMA    ,EDMOND                        ,55-I012,122,NORTHERN HILLS ES             ,711.0,(405) 340-2975,Michele Milner,Michele.Milner@edmondschools.net,901 East Wayne Street,Edmond,OK,73034.0,PK-05,53
OKLAHOMA    ,EDMOND                        ,55-I012,125,ORVIS RISNER ES               ,587.0,(405) 340-2984,Penny Gooch,penny.gooch@edmondschools.net,2801 South Rankin Street,Edmond,OK,73013.0,PK-05,46
OKLAHOMA    ,EDMOND                        ,55-I012,130,SUNSET ES                     ,697.0,(405) 340-2990,Kartina Mcdaniel,Kartina.McDaniel@edmondschools.net,400 West Eighth Street,Edmond,OK,73003.0,PK-05,55
OKLAHOMA    ,EDMOND                        ,55-I012,135,WILL ROGERS ES                ,690.0,(405) 340-2995,Sheron House,sheron.house@edmondschools.net,1215 East Ninth Street,Edmond,OK,73034.0,PK-05,56
OKLAHOMA    ,EDMOND                        ,55-I012,140,CHISHOLM ES                   ,823.0,(405) 340-2950,Thomas Higdon,Thomas.Higdon@edmondschools.net,2300 Southeast 33Rd Street,Edmond,OK,73013.0,PK-05,56
OKLAHOMA    ,EDMOND                        ,55-I012,145,JOHN ROSS ES                  ,858.0,(405) 340-2970,Christa Ellis,Christa.Ellis@edmondschools.net,1901 Thomas Drive,Edmond,OK,73003.0,PK-05,54
OKLAHOMA    ,EDMOND                        ,55-I012,150,CHARLES HASKELL ES            ,828.0,(405) 340-2945,Dayna Hamilton,dayna.hamilton@edmondschools.net,1701 Northwest 150Th Street,Edmond,OK,73013.0,PK-05,60
OKLAHOMA    ,EDMOND                        ,55-I012,155,CROSS TIMBERS ES              ,869.0,(405) 340-2200,Jamila Crawford,jamila.crawford@edmondschools.net,4800 North Kelly Avenue,Edmond,OK,73025.0,PK-05,60
OKLAHOMA    ,EDMOND                        ,55-I012,160,WASHINGTON IRVING ES          ,762.0,(405) 340-2210,Kinberly Frank,kimberly.frank@edmondschools.net,18101 North Western Avenue,Edmond,OK,73012.0,PK-05,52
OKLAHOMA    ,EDMOND                        ,55-I012,165,ANGIE DEBO ES                 ,918.0,(405) 340-2270,Candice Delcamp,candice.delcamp@edmondschools.net,16060 North May Avenue,Edmond,OK,73013.0,PK-05,67
OKLAHOMA    ,EDMOND                        ,55-I012,170,WEST FIELD ES                 ,850.0,(405) 340-2285,Lisa Crosslin,Lisa.Crosslin@edmondschools.net,17601 North Pennsylvania,Edmond,OK,73012.0,PK-05,57
OKLAHOMA    ,EDMOND                        ,55-I012,175,CENTENNIAL ES                 ,811.0,(405) 340-2275,Jessele Miller,jessele.miller@edmondschools.net,4400 North Coltrane,Edmond,OK,73034.0,PK-05,54
OKLAHOMA    ,EDMOND                        ,55-I012,180,FRONTIER ES                   ,647.0,(405) 340-2211,Cara Jernigan,cara.jernigan@edmondschools.net,4901 Explorer Dr,Edmond,OK,73003.0,PK-05,52
OKLAHOMA    ,EDMOND                        ,55-I012,185,HERITAGE ES                   ,518.0,(405) 340-2800,Cathey Bugg,cathey.bugg@edmondschools.net,400 E Sorghum Mill Rd,Edmond,OK,73034.0,PK-05,39
OKLAHOMA    ,EDMOND                        ,55-I012,505,CIMARRON MS                   ,803.0,(405) 340-2935,Cordell Ehrich,cordell.ehrich@edmondschools.net,3701 South Bryant Avenue,Edmond,OK,73013.0,8-Jun,61
OKLAHOMA    ,EDMOND                        ,55-I012,510,CHEYENNE MS                   ,986.0,(405) 330-7380,Michelle Grinsteiner,michelle.grinsteiner@edmondschools.net,1271 West Covell Road,Edmond,OK,73003.0,8-Jun,59
OKLAHOMA    ,EDMOND                        ,55-I012,515,SEQUOYAH MS                   ,1344.0,(405) 340-2900,Jason Galloway,Jason.Galloway@edmondschools.net,1125 East Danforth Road,Edmond,OK,73034.0,8-Jun,80
OKLAHOMA    ,EDMOND                        ,55-I012,520,SUMMIT MS                     ,1231.0,(405) 340-2920,Shana Perry,shana.perry@edmondschools.net,1703 Northwest 150Th Street,Edmond,OK,73013.0,8-Jun,67
OKLAHOMA    ,EDMOND                        ,55-I012,525,CENTRAL MS                    ,836.0,(405) 340-2890,Laura Mcgee,laura.mcgee@edmondschools.net,500 East Ninth Street,Edmond,OK,73034.0,8-Jun,59
OKLAHOMA    ,EDMOND                        ,55-I012,530,HEARTLAND MS                  ,NULL,(405) 340-2972,Jason Galloway,jason.galloway@edmondschools.net,4900 Explorer Dr,Edmond,OK,73003.0,-,66
OKLAHOMA    ,EDMOND                        ,55-I012,705,MEMORIAL HS                   ,2155.0,(405) 340-2850,Anthony Rose,Anthony.Rose@edmondschools.net,1000 East 15Th Street,Edmond,OK,73013.0,12-Sep,152
OKLAHOMA    ,EDMOND                        ,55-I012,715,NORTH HS                      ,2644.0,(405) 340-2875,Jason Pittenger,jason.pittenger@edmondschools.net,215 West Danforth Road,Edmond,OK,73003.0,12-Sep,143
OKLAHOMA    ,EDMOND                        ,55-I012,720,SANTA FE HS                   ,2220.0,(405) 340-2230,Jason Hayes,jason.hayes@edmondschools.net,1901 West 15Th Street,Edmond,OK,73013.0,12-Sep,141
OKLAHOMA    ,MILLWOOD                      ,55-I037,105,MILLWOOD ES                   ,658.0,(405) 475-1004,Susan Baldwin,sbaldwin@millwoodps.org,6710 North Martin Luther King Avenue,Oklahoma City,OK,73111.0,PK-08,52
OKLAHOMA    ,MILLWOOD                      ,55-I037,705,MILLWOOD HS                   ,268.0,(405) 478-0504,Michaell Brown,mbrown@millwoodps.org,6718 North Martin Luther King Avenue,Oklahoma City,OK,73111.0,12-Sep,21
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,105,COUNCIL GROVE ES              ,479.0,(405) 350-3465,Michelle Braisher,michelle.d.braisher@westernheights.k12.ok.us,7721 Melrose Lane,Oklahoma City,OK,73127.0,PK-04,40
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,107,JOHN GLENN ES                 ,707.0,(405) 350-3480,Archie Scott,archie.d.scott@westernheights.k12.ok.us,6501 South Land Avenue,Oklahoma City,OK,73159.0,PK-04,53
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,110,GREENVALE ES                  ,283.0,(405) 350-3470,Diane Klein,diane.b.klein@westernheights.k12.ok.us,901 Greenvale Road,Oklahoma City,OK,73127.0,PK-04,33
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,115,WINDS WEST ES                 ,386.0,(405) 350-3475,Nancy Ingle,melissa.k.yarbrough@westernheights.k12.ok.us,8300 Southwest 37Th Street,Oklahoma City,OK,73179.0,PK-04,32
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,120,BRIDGESTONE ES                ,497.0,(405) 350-3420,Jennifer Colvin,jennifer.colvin@westernheights.k12.ok.us,1700 S. Council,Oklahoma City,OK,73128.0,6-May,38
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,515,WESTERN HEIGHTS MS            ,579.0,(405) 350-3455,Patricia Stanley,patricia.d.stanley@westernheights.k12.ok.us,8435 Southwest 44Th Street,Oklahoma City,OK,73179.0,8-Jul,53
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,610,WESTERN HEIGHTS 9TH GRADE CTR ,249.0,(405) 350-3415,James Smith,james.w.smith@westernheights.k12.ok.us,8201 Southwest 44Th Street,Oklahoma City,OK,73179.0,9-Sep,33
OKLAHOMA    ,WESTERN HEIGHTS               ,55-I041,705,WESTERN HEIGHTS HS            ,672.0,(405) 350-3435,Paul Mcqueen,paul.l.mcqueen@westernheights.k12.ok.us,8201 Southwest 44Th Street,Oklahoma City,OK,73179.0,12-Oct,85
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,105,BARNES ES                     ,389.0,(405) 739-1651,Jon Kalsu,jkalsu@mid-del.net,10551 Se 59Th Street,Oklahoma City,OK,73150.0,PK-05,29
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,110,CLEVELAND BAILEY ES           ,338.0,(405) 739-1656,Danielle Peterson,dpeterson@mid-del.net,3301 Sunvalley Drive,Midwest City,OK,73110.0,PK-05,24
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,115,COUNTRY ESTATES ES            ,413.0,(405) 739-1661,Brooke Guthery,bguthery@mid-del.net,1609 Felix Place,Oklahoma City,OK,73110.0,PK-05,36
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,120,DEL CITY ES                   ,652.0,(405) 671-8640,Rodney Boyer,rboyer@mid-del.net,2400 Epperly Drive,Del City,OK,73115.0,PK-05,42
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,130,EPPERLY HEIGHTS ES            ,693.0,(405) 671-8650,Kevin Hill,kchill@mid-del.net,3805 Del Road,Del City,OK,73115.0,PK-05,46
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,135,PLEASANT HILL EC CTR          ,186.0,(405) 427-6551,Tamara Roberson,troberson@mid-del.net,4346 Ne 36Th Street,Oklahoma City,OK,73121.0,PK-05,17
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,140,HIGHLAND PARK ES              ,527.0,(405) 671-8660,Donna Cloud,dcloud@mid-del.net,5301 S Dimple Avenue,Oklahoma City,OK,73135.0,PK-05,38
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,145,RIDGECREST ES                 ,368.0,(405) 739-1671,Mike Stiglets,mstiglets@mid-del.net,137 W Ridgewood Drive,Midwest City,OK,73110.0,PK-05,24
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,150,SOLDIER CREEK ES              ,761.0,(405) 739-1676,Jeff Holland,jholland@mid-del.net,9021 Se 15Th Street,Midwest City,OK,73130.0,PK-05,49
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,160,STEED ES                      ,425.0,(405) 739-1686,Patrice Tucker,ptucker@mid-del.net,2118 Flannery Drive,Midwest City,OK,73110.0,PK-05,31
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,165,TINKER ES                     ,492.0,(405) 739-1630,Wendy Eaton,weaton@mid-del.net,4500 Tinker Road,Oklahoma City,OK,73135.0,PK-05,33
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,170,TOWNSEND ES                   ,448.0,(405) 671-8680,Michael Becker,mbecker@mid-del.net,4000 Epperly Drive,Del City,OK,73115.0,PK-05,34
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,185,PARKVIEW ES                   ,708.0,(405) 671-8670,Donna Collier,dcollier@mid-del.net,5701 Mackelman Drive,Oklahoma City,OK,73135.0,PK-05,45
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,190,SCHWARTZ ES                   ,348.0,(405) 794-4703,Rondall Jones,rjones@mid-del.net,12001 Se 104Th Street,Oklahoma City,OK,73165.0,PK-05,24
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,195,MIDWEST CITY ES               ,899.0,(405) 582-7017,Brandi Skokowski,bskokowski@mid-del.net,2211 S. Midwest Blvd.,Midwest City,OK,73110.0,PK-05,60
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,505,CARL ALBERT MS                ,851.0,(405) 739-1761,Cindy Anderson,canderson@mid-del.net,2515 S Post Road,Oklahoma City,OK,73130.0,8-Jun,62
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,510,DEL CREST MS                  ,548.0,(405) 671-8615,Michelle Parr,mparr@mid-del.net,4731 Judy Drive,Del City,OK,73115.0,8-Jun,44
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,515,JARMAN MS                     ,571.0,(405) 739-1771,Lynette Brown,lbrown@mid-del.net,5 W Macarthur Drive,Midwest City,OK,73110.0,8-Jun,49
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,520,KERR MS                       ,585.0,(405) 671-8625,Chad Collier,cacollier@mid-del.net,2300 Linda Lane,Del City,OK,73115.0,8-Jun,46
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,525,MONRONEY MS                   ,568.0,(405) 739-1786,Brittany Manley,bmanley@mid-del.net,7400 E Reno Avenue,Midwest City,OK,73110.0,8-Jun,46
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,705,CARL ALBERT HS                ,1074.0,(405) 739-1726,Kristin Goggans,kgoggans@mid-del.net,2009 S Post Road,Oklahoma City,OK,73130.0,12-Sep,73
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,710,DEL CITY HS                   ,1324.0,(405) 677-5777,Gina Hill,ghill@mid-del.net,1900 S Sunnylane Road,Del City,OK,73115.0,12-Sep,95
OKLAHOMA    ,MIDWEST CITY-DEL CITY         ,55-I052,715,MIDWEST CITY HS               ,1406.0,(405) 739-1741,Lashonda Broiles,lbroiles@mid-del.net,213 E Elm Street,Midwest City,OK,73110.0,12-Sep,102
OKLAHOMA    ,CROOKED OAK                   ,55-I053,105,CENTRAL OAK ES                ,595.0,(405) 677-5211,Kim Templeman,Ktempleman@crookedoak.org,1450 S. Eastern Avenue,Oklahoma City,OK,73129.0,PK-05,41
OKLAHOMA    ,CROOKED OAK                   ,55-I053,505,CROOKED OAK MS                ,307.0,(405) 677-5133,Dennis Mccray,Dmccray@crookedoak.org,1450 S. Eastern Avenue,Oklahoma City,OK,73129.0,8-Jun,23
OKLAHOMA    ,CROOKED OAK                   ,55-I053,705,CROOKED OAK HS                ,326.0,(405) 677-3452,Barbara Jaramillo,Bjaramillo@crookedoak.org,1450 S. Eastern Avenue,Oklahoma City,OK,73129.0,12-Sep,29
OKLAHOMA    ,BETHANY                       ,55-I088,105,EARL HARRIS ES                ,756.0,(405) 789-6673,Reuben Bellows,rbellows@bps.k12.ok.us,6721 Nw 42Nd St,Bethany,KO,73008.0,PK-05,57
OKLAHOMA    ,BETHANY                       ,55-I088,110,CHILDREN'S CTR                ,62.0,(405) 499-4611,Tim Haws,thaws@bps.k12.ok.us,6721 Northwest 42Nd Street,Bethany,OK,73008.0,PK-08,6
OKLAHOMA    ,BETHANY                       ,55-I088,505,BETHANY MS                    ,385.0,(405) 787-3240,Trey Keoppel,tkeoppel@bps.k12.ok.us,6721 Nw 42Nd St,Bethany,KO,73008.0,8-Jun,42
OKLAHOMA    ,BETHANY                       ,55-I088,705,BETHANY HS                    ,515.0,(405) 789-6370,Matthew Flinton,mflinton@bps.k12.ok.us,6721 Nw 42Nd St,Bethany,OK,73008.0,12-Sep,53
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,105,ADAMS ES                      ,664.0,(405) 587-1600,Heather Zacarias,hszacarias@okcps.org,3416 Southwest 37Th Street,Oklahoma City,OK,73119.0,PK-06,45
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,110,ARTHUR ES                     ,708.0,(405) 587-7600,Rhonda Schroeder,rjschroeder@okcps.org,5100 South Independence Avenue,Oklahoma City,OK,73119.0,PK-06,50
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,123,BODINE ES                     ,652.0,(405) 587-2500,Nikki Coshow,nacoshow@okcps.org,5301 South Bryant Avenue,Oklahoma City,OK,73129.0,PK-06,43
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,125,BRITTON ES                    ,633.0,(405) 587-6100,Ronda Hamilton,rjhamilton@okcps.org,1215 Northwest 95Th Street,Oklahoma City,OK,73114.0,PK-06,44
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,135,BUCHANAN ES                   ,599.0,(405) 587-4700,Tonya Brackeen,tabrackeen@okcps.org,4126 Northwest 18Th Street,Oklahoma City,OK,73107.0,PK-06,49
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,150,CESAR CHAVEZ ES               ,863.0,(405) 587-9800,Laura Morris,lemorris@okcps.org,600 Southeast Grand Boulevard,Oklahoma City,OK,73129.0,PK-06,57
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,154,CLEVELAND ES                  ,413.0,(405) 587-8200,Marsha Stafford,mkstafford@okcps.org,2725 Northwest 23Rd Street,Oklahoma City,OK,73107.0,PK-06,34
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,165,COOLIDGE ES                   ,839.0,(405) 587-2800,Brett Melissa,mgbrett@okcps.org,5212 South Villa Avenue,Oklahoma City,OK,73119.0,PK-06,55
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,166,CAPITOL HILL ES               ,627.0,(405) 587-1800,Angela Houston,adhouston@okcps.org,2717 South Robinson Avenue,Oklahoma City,OK,73109.0,PK-06,49
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,170,F.D. MOON ES                  ,470.0,(405) 427-8391,Warren Pete,wgpete@okcps.org,1901 Northeast 13Th Street,Oklahoma City,OK,73117.0,PK-06,32
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,195,EDGEMERE ES                   ,186.0,(405) 587-5100,Alisa Stieg,abstieg@okcps.org,3200 North Walker Avenue,Oklahoma City,OK,73118.0,PK-06,21
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,205,EDWARDS ES                    ,298.0,(405) 587-3200,Patrice Allen,pallen@okcps.org,1123 Northeast Grand Boulevard,Oklahoma City,OK,73117.0,PK-06,25
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,210,EMERSON ALTERNATIVE ED. (ES)  ,136.0,(405) 587-7900,Sheryl Kishore,slkishore@okcps.org,715 North Walker Avenue,Oklahoma City,OK,73102.0,KG-05,16
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,215,EUGENE FIELD ES               ,475.0,(405) 587-5700,Paige Bressman,plbressman@okcps.org,1515 North Klein Avenue,Oklahoma City,OK,73106.0,PK-06,34
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,220,FILLMORE ES                   ,912.0,(405) 587-4800,Susan Martin Rachels,smmartinrachels@okcps.org,5200 South Blackwelder Avenue,Oklahoma City,OK,73119.0,PK-06,67
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,240,GATEWOOD ES                   ,199.0,(405) 587-2400,Gayla Goff,gagoff@okcps.org,1821 Northwest 21St Street,Oklahoma City,OK,73106.0,PK-06,22
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,244,GREEN PASTURES ES             ,272.0,(405) 587-4500,Harry Bryant,hjbryant@okcps.org,4300 North Post Road,Spencer,OK,73084.0,PK-05,24
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,252,GREYSTONE ES                  ,548.0,(405) 587-3100,Dr. Debra Thomas,dlthomas@okcps.org,2401 Northwest 115Th Terrace,Oklahoma City,OK,73120.0,6-Jan,52
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,255,HAWTHORNE ES                  ,559.0,(405) 587-5900,Randy Brewer,jrbrewer@okcps.org,2300 Northwest 15Th Street,Oklahoma City,OK,73107.0,PK-06,36
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,260,HAYES ES                      ,538.0,(405) 587-5800,Shaun Ross,smross@okcps.org,6900 South Byers Avenue,Oklahoma City,OK,73149.0,PK-06,43
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,265,HERONVILLE ES                 ,889.0,(405) 587-6000,Leon Hill,llhill@okcps.org,1240 Southwest 29Th Street,Oklahoma City,OK,73109.0,PK-06,66
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,268,HILLCREST ES                  ,555.0,(405) 587-3800,Barbara Walling,bbwalling@okcps.org,6421 South Miller Boulevard,Oklahoma City,OK,73159.0,PK-06,42
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,270,HORACE MANN ES                ,415.0,(405) 587-3500,Mitch Ruzzoli,mwruzzoli@okcps.org,1105 Northwest 45Th Street,Oklahoma City,OK,73118.0,PK-06,36
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,273,JACKSON ES                    ,581.0,(405) 587-8700,Patrick Duffy,psduffy@okcps.org,2601  S. Villa,Oklahoma City,OK,73108.0,PK-06,42
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,275,JOHNSON ES                    ,227.0,(405) 587-6700,Margaret Saunders,masaunders@okcps.org,1810 Sheffield Road,Oklahoma City,OK,73120.0,PK-06,27
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,280,KAISER ES                     ,724.0,(405) 587-3600,Lana Lewis,lylewis@okcps.org,3101 Lyon Boulevard,Oklahoma City,OK,73112.0,PK-06,56
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,283,M.L. KING JR. ES              ,417.0,(405) 587-4000,Cherron Ukpaka,clukpaka@okcps.org,1201 Northeast 48Th Street,Oklahoma City,OK,73111.0,PK-06,36
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,295,LEE ES                        ,567.0,(405) 587-3400,Shelly Deas,sadeas@okcps.org,424 Southwest 29Th Street,Oklahoma City,OK,73109.0,PK-06,43
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,305,LINWOOD ES                    ,503.0,(405) 587-1700,Susan Combs,sbcombs@okcps.org,3416 Northwest 17Th Street,Oklahoma City,OK,73107.0,PK-06,43
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,320,MARK TWAIN ES                 ,320.0,(405) 587-3700,Sandy Phillips,slphillips@okcps.org,2451 West Main Street,Oklahoma City,OK,73107.0,PK-06,31
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,335,MONROE ES                     ,436.0,(405) 587-5600,Eric Meador,edmeador@okcps.org,4810 North Linn Avenue,Oklahoma City,OK,73112.0,PK-06,43
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,340,NICHOLS HILLS ES              ,469.0,(405) 587-2583,Kim Iraggi,kgiraggi@okcps.org,1301 West Wilshire Boulevard,Nichols Hills,OK,73116.0,PK-06,32
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,343,NORTH HIGHLAND ES             ,423.0,(405) 587-6250,Anita Jones,aljones@okcps.org,8400 North Robinson Avenue,Oklahoma City,OK,73114.0,PK-06,30
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,344,OAKRIDGE ES                   ,310.0,(405) 587-5500,Ycedra Daughty,yldaughty@okcps.org,4200 Leonhardt Drive,Oklahoma City,OK,73115.0,PK-06,27
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,350,THELMA R. PARKS ES            ,314.0,(405) 587-4400,Rejeana Payne,rcpayne@okcps.org,1501 Northeast 30Th Street,Oklahoma City,OK,73111.0,PK-06,27
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,352,PARMELEE ES                   ,931.0,(405) 587-6750,Jan Parks,jdparks@okcps.org,6700 South Hudson Avenue,Oklahoma City,OK,73139.0,PK-06,62
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,353,PIERCE ES                     ,277.0,(405) 587-7400,Paula Pluess,pmpluess@okcps.org,2701 South Tulsa Avenue,Oklahoma City,OK,73108.0,PK-06,25
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,360,PRAIRIE QUEEN ES              ,902.0,(405) 587-7750,Jacqueline Horton,jdhorton@okcps.org,6609 South Blackwelder Avenue,Oklahoma City,OK,73159.0,PK-06,65
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,365,PUTNAM HEIGHTS ES             ,415.0,(405) 587-2700,Susan Carlsen,sccarlsen@okcps.org,1601 Northwest 36Th Street,Oklahoma City,OK,73118.0,PK-06,28
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,368,QUAIL CREEK ES                ,431.0,(405) 587-6500,Jan Matthews,jlmatthews@okcps.org,11700 Thornridge Road,Oklahoma City,OK,73120.0,PK-06,31
OKLAHOMA    ,OKLAHOMA CITY                 ,55-I089,370,RANCHO VILLAGE ES             ,435.0,(405) 587-9700,Carol Perry,caperry@okcps.org,1401 Johnston Drive,Oklahoma City,OK,73119.0,PK-06,36
