OBJECTID,ADMIN_ST,COORD_SRC_TYPE,COORD_SRC2,DEF_FET_TYPE,DEF_FET2,ACCURACY_FT,OFFSET_FT,LEGAL_DESCR,GlobalID,Shape__Length
1319,UT,UNK,,UNK,,-1,0,,{5AC1A5CA-1275-45EF-B258-29BEC2C6C322},536.881809405705
1320,UT,UNK,,UNK,,-1,0,,{4B7E2C47-2EDB-4A80-BF2A-044CCE9F830E},93.8759844050154
1321,UT,UNK,,UNK,,-1,0,,{F5AE0B8C-0370-4ADE-99F8-8C1365427F12},325.598751822099
1322,UT,UNK,,UNK,,-1,0,,{ACDF5101-7294-4548-B181-1F227AFA54F9},2294.99434192602
1323,UT,UNK,,UNK,,-1,0,,{7676208F-09B6-4C0D-B8A4-7F7CBE09E8FF},106.085636093661
1324,UT,UNK,,UNK,,-1,0,,{3EFE276D-519D-4EE6-ABB7-E394AA5BD1B7},106.085322634849
1325,UT,UNK,,UNK,,-1,0,,{4024392F-68F8-43FD-9682-3A8CC99AD773},932.401160269413
1326,UT,UNK,,UNK,,-1,0,,{73F82104-A3BA-4509-B38C-674452FA850D},1966.29851662741
1327,UT,UNK,,UNK,,-1,0,,{69F60428-3DA4-4EE1-8DE9-D9E41C0BF7C0},13780.9542627175
1328,UT,UNK,,UNK,,-1,0,,{0D795F10-296D-48D1-8B4A-6D95C91FEA3F},4452.51227798714
1329,UT,UNK,,UNK,,-1,0,,{6A227AE8-5BE7-4810-A978-BB9A4674B841},1171.22807268654
1330,UT,UNK,,UNK,,-1,0,,{07AD104F-07F7-4064-AE8A-4C45286DA866},1171.22807268654
1331,UT,UNK,,UNK,,-1,0,,{21F1B421-948C-4C1B-A5DB-14796E944D2B},563.767830770779
1332,UT,UNK,,UNK,,-1,0,,{729892C5-CD1E-4451-A2A5-8CCD2BB5F35E},563.767830770779
1333,UT,UNK,,UNK,,-1,0,,{07EC573F-8714-413B-BD0D-B0D05A075429},5333.10301741146
1334,UT,UNK,,UNK,,-1,0,,{EF583DAA-4FE1-4560-9851-7C57ADCC029D},619.358890264275
1335,UT,UNK,,UNK,,-1,0,,{A6346D43-095A-442F-AA67-9A7CD1A17E73},14769.3866907495
1336,UT,UNK,,UNK,,-1,0,,{60B6D000-98E9-4948-B259-76129E4713E4},16851.3005309045
1337,UT,UNK,,UNK,,-1,0,,{C83617E9-EA75-47A1-BCB9-01DD8F8F6E64},124.348124564836
1338,UT,UNK,,UNK,,-1,0,,{DF6CE4E0-7696-400E-A410-5029B151BB40},124.348124564836
1339,UT,UNK,,UNK,,-1,0,,{26B30088-275E-4F89-8AFA-3F3AF147344C},114.038001642417
1340,UT,UNK,,UNK,,-1,0,,{A67EBFF5-A61D-4CB7-8D00-49D8432287A6},114.038001642417
1341,UT,UNK,,UNK,,-1,0,,{2CB87D3A-C63B-462C-A717-25FFF2E1D9D0},171.934353101584
1342,UT,UNK,,UNK,,-1,0,,{2B336170-ED9C-4F40-A76D-D5F5E1FD6459},7197.56518207493
1343,UT,UNK,,UNK,,-1,0,,{343E4622-9AD5-4185-8D4D-E83961033D26},3845.41650679219
1344,UT,UNK,,UNK,,-1,0,,{3FF3ADE1-40DB-40D7-A709-BA12FF61EDB5},13794.0349563425
1345,UT,UNK,,UNK,,-1,0,,{8760ADB0-D453-4424-94D2-FEB977A37136},1825.63296012498
1346,UT,UNK,,UNK,,-1,0,,{C5684382-082C-4CB0-87A3-D4187E099AFA},1931.77884916829
1347,UT,UNK,,UNK,,-1,0,,{8710AE1D-9497-4C59-8F39-60FD2C052665},12810.806077221
1348,UT,UNK,,UNK,,-1,0,,{C679185E-748B-46FD-8790-AC72BA5D0038},11566.3870577876
1349,UT,UNK,,UNK,,-1,0,,{5F033037-5116-437F-B3E0-60410881B1AB},10327.6056081944
1350,UT,UNK,,UNK,,-1,0,,{72358412-8075-49C0-B746-D7664CC41809},1429.43801355087
1351,UT,UNK,,UNK,,-1,0,,{2A8319B9-5B3F-4460-A270-67F882A0A220},1312.82490483858
1352,UT,UNK,,UNK,,-1,0,,{642144F0-E645-4BD4-A769-F4CF9673DBF3},1312.82490483858
1353,UT,UNK,,UNK,,-1,0,,{5F7ABD9D-8066-4C09-A493-B3F40701647D},760.317010731493
1354,UT,UNK,,UNK,,-1,0,,{5D866E38-78B7-4FE7-9A62-AACA2862275A},760.317010731493
1355,UT,UNK,,UNK,,-1,0,,{83156D67-C338-4444-AE8D-EF88E7D24D22},10361.5905335708
1356,UT,UNK,,UNK,,-1,0,,{D037C6E0-A8ED-4237-A454-57B229AFD5F2},726.619690029518
1357,UT,UNK,,UNK,,-1,0,,{35F2D089-8405-4D85-A2E0-65CA8DFB81D1},518.025675768996
1358,UT,UNK,,UNK,,-1,0,,{4C97D424-87DA-4593-8CB4-37FE2405E913},944.649594144683
1359,UT,UNK,,UNK,,-1,0,,{2BBFFA5D-AD1E-4E8F-A4FD-09067F305413},944.649594144683
1360,UT,UNK,,UNK,,-1,0,,{BEC5CEBD-EF19-49A0-8DD4-A3B28E39EF76},1515.36693874103
1361,UT,UNK,,UNK,,-1,0,,{30BF8010-D7C6-4F8E-9A7B-6110AE8EF1A5},1515.36693874103
1362,UT,UNK,,UNK,,-1,0,,{104F9772-4A68-4D92-890C-BA17E097AC55},3839.01990523851
1363,UT,UNK,,UNK,,-1,0,,{D3FF5C61-28CF-40C6-9B48-EB2BFD4A014E},2731.29114319347
1364,UT,UNK,,UNK,,-1,0,,{76056C83-48D8-4002-9F22-9C0CF5138BC4},3089.94919385213
1365,UT,UNK,,UNK,,-1,0,,{41D97A38-CE11-4F43-9B24-3375B5B03EF1},33951.4679271011
1366,UT,UNK,,UNK,,-1,0,,{05BFC539-0EB1-4DF7-83A4-322BEF3D3F68},11275.0961828259
