county,category,taxonomic_group,taxonomic_subgroup,scientific_name,common_name,year_last_documented,ny_listing_status,federal_listing_status,state_conservation_rank,global_conservation_rank,distribution_status
Orange,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Highbush blueberry bog thicket,Highbush Blueberry Bog Thicket,2011,not applicable,not applicable,S3,G4,Recently Confirmed
Orange,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Rich graminoid fen,Rich Graminoid Fen,2007,not applicable,not applicable,S1,G3,Recently Confirmed
Orange,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Rich shrub fen,Rich Shrub Fen,1999,not applicable,not applicable,S1S2,G3G4,Recently Confirmed
Orange,Natural Community,Rivers and Streams,Natural Rivers and Streams,Confined river,Confined River,2001,not applicable,not applicable,S3S4,G4,Recently Confirmed
Orange,Natural Community,Tidal Wetlands,Intertidal Wetlands,Brackish intertidal mudflats,Brackish Intertidal Mudflats,2020,not applicable,not applicable,S1,G3G4,Recently Confirmed
Orange,Natural Community,Tidal Wetlands,Intertidal Wetlands,Brackish tidal marsh,Brackish Tidal Marsh,2020,not applicable,not applicable,S1,G4,Recently Confirmed
Orange,Natural Community,Tidal Wetlands,Subtidal Wetlands,Tidal river,Tidal River,2000,not applicable,not applicable,S3,G4,Recently Confirmed
Orange,kNatural Community,Upljands,Barrens and Woodlands,Acidic talus slope woodland,Acidic Talus Slope Woodland,2003,not applicable,not applicable,Sm3,G?4,Recently Confirmed
Orange,Natural Community,Uplands,Barrens and Woodlands,Pitch pine-oak-heath rocky summit,Pitch Pine-Oak-Heath Rocky Summit,2011,not applicable,not applicable,S3S4,G4,Recently Confirmed
Orange,Natural Community,Uplands,Barrens and Woodlands,Pitch pine-oak-heath woodland,Pitch Pine-Oak-Heath Woodland,1992,not applicable,not applicable,S2S3,G3G4,Recently Confirmed
Orange,Natural Community,Uplands,Barrens and Woodlands,Red cedar rocky summit,Red Cedar Rocky Summit,2004,not applicable,not applicable,S3,G3G4,Recently Confirmed
Orange,Natural Community,Uplands,Barrens and Woodlands,Shale talus slope woodland,Shale Talus Slope Woodland,2004,not applicable,not applicable,S3,G3G4,Recently Confirmed
Orange,Natural Community,Uplands,Forested Uplands,Appalachian oak-hickory forest,Appalachian Oak-Hickory Forest,2015,not applicable,not applicable,S4,G4G5,Recently Confirmed
Orange,Natural Community,Uplands,Forested Uplands,Chestnut oak forest,Chestnut Oak Forest,2011,not applicable,not applicable,S4,G5,Recently Confirmed
Orange,Natural Community,Uplands,Forested Uplands,Hemlock-northern hardwood forest,Hemlock-Northern Hardwood Forest,2011,not applicable,not applicable,S3,G4G5,Recently Confirmed
Orange,Natural Community,Uplands,Forested Uplands,Oak-tulip tree forest,Oak-Tulip Tree Forest,2002,not applicable,not applicable,S2S3,G4,Recently Confirmed
Orange,Natural Community,Uplands,Open Uplands,Floodplain grassland,Floodplain Grassland,2005,not applicable,not applicable,S3,G3G4,Recently Confirmed
Orange,Natural Community,Uplands,Open Uplands,Rocky summit grassland,Rocky Summit Grassland,2017,not applicable,not applicable,S2,G3G4,Recently Confirmed
Orange,Natural Community,Uplands,Open Uplands,Shoreline outcrop,Shoreline Outcrop,2005,not applicable,not applicable,S3S4,G5,Recently Confirmed
Orange,Plant,Conifers,Conifers,Chamaecyparis thyoides,Atlantic White Cedar,2020,Threatened,not listed,S2,G4,Recently Confirmed
Orange,Plant,Conifers,Conifers,Pinus banksiana,Jack Pine,not available,Rare,not listed,S3,G5,Recently Confirmed
Orange,Plant,Conifers,Conifers,Pinus virginiana,Virginia Pine,1994,Endangered,not listed,S1,G5,Possible but not Confirmed
Orange,Plant,Ferns and Fern Allies,Ferns,Asplenium bradleyi,Bradley's Spleenwort,1864,Endangered,not listed,SH,G4,Historically Confirmed
Orange,Plant,Ferns and Fern Allies,Ferns,Thelypteris simulata,Massachusetts Fern,not available,Rare,not listed,S3,G4G5,Recently Confirmed
Orange,Plant,Ferns and Fern Allies,Quillworts,Isoetes septentrionalis,Northern Shore Quillwort,1936,Endangered,not listed,S1,GNR,Historically Confirmed
Orange,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens beckii,Beck's Water Marigold,not available,Rare,not listed,S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens bidentoides,Estuary Beggar Ticks,not available,Rare,not listed,S3,G3G4,Possible but not Confirmed
Orange,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens laevis,Smooth Beggar Ticks,1994,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Tall Hairy Lettuce,not available,Endangered,not listed,S1,G5?,Historically Confirmed
Orange,Plant,Flowering Plants,Grasses,Bouteloua curtipendula var. curtipendula,Side Oats Grama,1947,Endangered,not listed,S2,G5T5,Historically Confirmed
Orange,Plant,Flowering Plants,Grasses,Panicum flexile,Wiry Witch Grass,not available,Rare,not listed,S3,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Grasses,Piptochaetium avenaceum,Black-seeded Spear Grass,not available,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Grasses,Sphenopholis obtusata,Prairie Wedge Grass,1936,Endangered,not listed,S1,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Grasses,Tripsacum dactyloides var. dactyloides,Eastern Gamma Grass,not available,Threatened,not listed,S2,G5TNR,Historically Confirmed
Orange,Plant,Flowering Plants,Orchids,Aplectrum hyemale,Puttyroot,1884,Endangered,not listed,S1,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Orchids,Arethusa bulbosa,Dragon's Mouth Orchid,1904,Threatened,not listed,S2,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Orchids,Coeloglossum viride,Long-bracted Orchid,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper,not available,not listed,not listed,S4,G5T5,Historically Confirmed
Orange,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper,not available,Rare,not listed,S3,G4G5,Recently Confirmed
Orange,Plant,Flowering Plants,Orchids,Isotria medeoloides,Small Whorled Pogonia,2020,Endangered,Threatened,S1,G2G3,Recently Confirmed
Orange,Plant,Flowering Plants,Orchids,Liparis liliifolia,Lily-leaved Twayblade,1924,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Orchids,Malaxis bayardii,Bayard's Adder's Mouth Orchid,1936,Endangered,not listed,S1,G1G2,Historically Confirmed
Orange,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,1925,Endangered,not listed,S1,G4,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Agrimonia rostellata,Woodland Agrimony,2020,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Amelanchier nantucketensis,Nantucket Juneberry,2020,Endangered,not listed,S1,G3Q,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,1925,Endangered,not listed,S1S2,G5T4T5,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Angelica venenosa,Hairy Angelica,not available,Endangered,not listed,S1,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Asclepias purpurascens,Purple Milkweed,2018,Threatened,not listed,S2S3,G5?,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed,not available,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Atriplex dioica,Thick-leaved Orach,not available,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Bartonia paniculata ssp. paniculata,Green Screwstem,2000,Endangered,not listed,S1,G5T5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Boechera stricta,Drummond's Rock Cress,2002,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Borodinia missouriensis,Green Rock Cress,2015,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Callitriche terrestris,Terrestrial Water Starwort,2011,Threatened,not listed,S2S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Campanula americana,Tall Bellflower,not available,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Castilleja coccinea,Indian Paintbrush,1924,Endangered,not listed,S1,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet,not available,not listed,not listed,S4,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand,1846,Endangered,not listed,S1S2,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Chenopodium foggii,Fogg's Goosefoot,not available,Endangered,not listed,S1,G2G3,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Corydalis flavula,Yellow Corydalis,not available,Rare,not listed,S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Crocanthemum propinquum,Low Rock Rose,2011,Threatened,not listed,S2,G4,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Crotalaria sagittalis,Common Rattlebox,2003,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Cuscuta compacta,Compact Dodder,not available,Rare,not listed,S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Cuscuta pentagona,Five-angled Dodder,not available,Rare,not listed,S3,G4G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Hairy Small-leaved Tick Trefoil,1898,Threatened,not listed,S2S3,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Desmodium obtusum,Rigid Tick Trefoil,1998,Endangered,not listed,S1,G4G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Elatine americana,American Waterwort,2011,Endangered,not listed,S1,G4,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Endodeca serpentaria,Virginia Snakeroot,2020,Threatened,not listed,S2,G4,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Eriocaulon parkeri,Estuary Hatpins,1936,not listed,not listed,SX,G3,Extirpated
Orange,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Cream-colored Avens,1993,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Gillenia trifoliata,Bowman�s Root,not available,Endangered,not listed,S1,G4G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Heteranthera reniformis,Mud Plantain,not available,Rare,not listed,S3,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Heuchera americana var. americana,American Alumroot,not available,Rare,not listed,S3,G5T5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Hottonia inflata,American Featherfoil,2008,Threatened,not listed,S2,G4,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Hydrangea arborescens,Wild Hydrangea,1896,Threatened,not listed,S2,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Hydrastis canadensis,Goldenseal,not available,Threatened,not listed,S2,G3G4,Possible but not Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,not available,Rare,not listed,S3,G4T4,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,not available,not listed,not listed,S4,G3,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling,not available,Rare,not listed,S3,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Lechea minor,Thyme-leaved Pinweed,not available,Rare,not listed,S3?,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Lechea racemulosa,Oblong-fruited Pinweed,not available,Rare,not listed,S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Lechea tenuifolia,Narrow-leaved Pinweed,2002,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Bushy Bush Clover,not available,Rare,not listed,S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Lilaeopsis chinensis,Eastern Grasswort,1985,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Limosella australis,Atlantic Mudwort,not available,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Linum medium var. texanum,Texas Wild Flax,1994,Threatened,not listed,S2,G5T5,Possible but not Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Linum striatum,Rigid Yellow Flax,not available,Rare,not listed,S3,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,not available,Rare,not listed,S3,G5T4?,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Lycopus rubellus,Stalked Bugleweed,2011,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Lysimachia hybrida,Lowland Loosestrife,not available,Endangered,not listed,S1,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Melanthium hybridum,Crisped Bunchflower,not available,not listed,not listed,SX,G5,Extirpated
Orange,Plant,Flowering Plants,Other Flowering Plants,Melanthium virginicum,Virginia Bunchflower,not available,Endangered,not listed,SH,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Mimulus alatus,Winged Monkey Flower,not available,Rare,not listed,S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Mononeuria glabra,Appalachian Sandwort,not available,Rare,not listed,S3,G4,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum pinnatum,Cut-leaved Water Milfoil,1998,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Najas muenscheri,Hudson River Water Nymph,not available,Endangered,not listed,S2,G5T2,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Opuntia cespitosa,Prickly Pear,not available,Endangered,not listed,S1,GNR,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Orontium aquaticum,Golden Club,1917,Threatened,not listed,S2,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel,2019,Threatened,not listed,S2S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng,not available,not listed,not listed,S4,G3G4,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Marsh Lousewort,2008,Threatened,not listed,S2S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,not available,Endangered,not listed,S1S2,G4,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Physalis virginiana var. virginiana,Virginia Ground Cherry,1925,Endangered,not listed,SH,G5T5,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Podostemum ceratophyllum,Riverweed,2011,Threatened,not listed,S2S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Polygala nuttallii,Nuttall's Milkwort,2011,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Pleated-leaved Knotweed,not available,Rare,not listed,S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Potamogeton diversifolius,Southern Snailseed Pondweed,1998,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Potamogeton pulcher,Spotted Pondweed,1998,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Proserpinaca pectinata,Comb-leaved Mermaid Weed,1924,Threatened,not listed,S2,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Prunus pumila var. depressa,Dwarf Cherry,1997,Threatened,not listed,S2,G5T5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum muticum,Blunt Mountain Mint,2002,Threatened,not listed,S2S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Ranunculus ambigens,American Spearwort,not available,Endangered,not listed,S1S2,G4,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Ranunculus micranthus,Small-flowered Buttercup,2011,Rare,not listed,S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Ranunculus septentrionalis,Southern Swamp Buttercup,not available,Endangered,not listed,S1,GNR,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Rhodiola rosea,Common Roseroot,1894,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Rhododendron canadense,Rhodora,1988,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Rotala ramosior,Toothcup,1996,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Sagittaria montevidensis ssp. spongiosa,Spongy-leaved Arrowhead,2008,Threatened,not listed,S2,G5T4,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Sagittaria subulata,Awl-leaved Arrowhead,not available,Rare,not listed,S3,G4,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Scutellaria integrifolia,Hyssop Skullcap,1999,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Sisyrinchium mucronatum,Sharp-tipped Blue-eyed Grass,1999,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Triglochin palustris,Marsh Arrow Grass,1884,Threatened,not listed,S2,G5,Possible but not Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Trillium cernuum,Nodding Trillium,not available,Rare,not listed,S3,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Trollius laxus,Spreading Globeflower,1925,Rare,not listed,S3,G5T3,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Utricularia radiata,Small Swollen Bladderwort,2011,Threatened,not listed,S2,G4,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Utricularia subulata,Zigzag Bladderwort,not available,Rare,not listed,S2,G5,Possible but not Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,not available,Threatened,not listed,S2,G4,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Viburnum dentatum var. venosum,Southern Arrowwood,1936,Threatened,not listed,S2,G5T4T5,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Viola bicolor,Field Pansy,2018,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Vitis vulpina,Winter Grape,not available,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Xyris smalliana,Large Yellow-eyed Grass,not available,Threatened,not listed,S2,G5,Historically Confirmed
Orange,Plant,Flowering Plants,Rushes,Juncus debilis,Weak Rush,1998,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Rushes,Juncus dichotomus,Forked Rush,not available,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Rushes,Juncus subcaudatus,Spreading Rush,1993,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Rushes,Luzula bulbosa,Bulbous Wood Rush,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Orange,Plant,Flowering Plants,Rushes,Luzula echinata,Spreading Wood Rush,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Orange,Plant,Flowering Plants,Sedges,Bolboschoenus novae-angliae,New England Bulrush,2012,Endangered,not listed,S1,G3,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex abscondita,Thicket Sedge,not available,Endangered,not listed,S1,G4G5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex aggregata,Glomerate Sedge,not available,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Pant,Flowerng Plants,Sbedges,Carex amphibola,Ambiguous Sedge,not available,not listed,not listed,S4,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex bicknellii,Bicknell's Sedge,not available,Rare,not listed,S3,G5T5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge,not available,Rare,not listed,S3,G4,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex cumulata,Clustered Sedge,2011,Threatened,not listed,S2S3,G4G5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex davisii,Davis' Sedge,2018,Threatened,not listed,S2,G4,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex emmonsii,Emmons' Sedge,not available,Rare,not listed,S3,G5T5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex frankii,Frank's Sedge,2011,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex glaucodea,Glaucous Sedge,2020,Threatened,not listed,S2,G5T5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex haydenii,Cloud Sedge,not available,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex hormathodes,Marsh Straw Sedge,1990,Threatened,not listed,S2S3,G4G5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,2015,Threatened,not listed,S2,G4,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex meadii,Mead's Sedge,not available,Endangered,not listed,SH,G4G5,Possible but not Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex merritt-fernaldii,Fernald's Sedge,2011,Threatened,not listed,S2S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex mesochorea,Midland Sedge,not available,Threatened,not listed,S2,G4G5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge,not available,Rare,not listed,S3,G5T5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex nigromarginata,Black-edged Sedge,2013,Rare,not listed,S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,2012,not listed,not listed,S4,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex reznicekii,Reznicek's Sedge,2019,Endangered,not listed,S1S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex shortiana,Short's Sedge,2008,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex straminea,Straw Sedge,1998,Endangered,not listed,S1,G5,Possible but not Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex striatula,Lined Sedge,1994,Endangered,not listed,SH,G5,Possible but not Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex styloflexa,Bent Sedge,not available,Endangered,not listed,S1,G4G5,Historically Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge,1992,Endangered,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Cyperus echinatus,Globe Flat Sedge,2011,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge,not available,Rare,not listed,S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Cyperus lupulinus ssp. lupulinus,Great Plains Flat Sedge,2011,Threatened,not listed,S1S2,G5T5?,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Cyperus subsquarrosus,Small-flowered Dwarf Bulrush,2020,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,not available,Threatened,not listed,S2S3,G5,Possible but not Confirmed
Orange,Plant,Flowering Plants,Sedges,Eleocharis robbinsii,Robbins Spike Rush,not available,Rare,not listed,S3,G4G5,Possible but not Confirmed
Orange,Plant,Flowering Plants,Sedges,Fuirena pumila,Dwarf Umbrella Sedge,not available,Threatened,not listed,S2,G4,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Rhynchospora recognita,Globe Beak Sedge,not available,not listed,not listed,SX,G5?,Extirpated
Orange,Plant,Flowering Plants,Sedges,Schoenoplectiella purshiana var. purshiana,Weak-stalked Bulrush,not available,Rare,not listed,S3?,G4G5T4T5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Schoenoplectiella smithii var. smithii,Smith's Bulrush,not available,Rare,not listed,S3,G5?TNR,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush,2011,Endangered,not listed,S1S2,G5,Recently Confirmed
Orleans,Anmal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Orleans,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Orleans,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Orleans,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Orleans,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Orleans,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Orleans,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Orleans,Animal,Amphibians,Frogs and Toads,Pseudacris triseriata,Western Chorus Frog,1990-1999,Game with open season,not listed,S2S3,G5,Recently Confirmed
Orleans,Ainmal,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex,1990-1999,Game with no open season,not listed,SNA,GU,Recently Confirmed
Orleans,Animal,Amphibians,Salamanders,Ambystoma laterale,Blue-spotted Salamander,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Orleans,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Orleans,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Orleans,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Orleans,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
