fullcomplaintid(long),complaintyearnumber(long),monthnumber(long),recordcreatedate,complaintprecinctcode(long),patrolboroughname,county,lawcodecategorydescription,offensedescription,pdcodedescription,biasmotivedescription,offensecategory,arrestdate,arrestid
202103312425517,2021,7,07/25/2021,33,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202103412277017,2021,4,04/29/2021,34,PATRpOL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,06/3/2021,M33688566
202104012431817,2021,4,04/21/2021,40,PATROL BORO BRONX,vBRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINA MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,RaceC/olor,05/01/2021,B31682860
202104012602917,2021,6,06/12/2021,40,PATROL BORO BRONX,BRONX,MISDEMEAONR,ASSAULT 3 & RELATED OFFENSES,ASSAULvT 3,ANTI-WHITE,Race/Color,05/01/2021,31682806
202104012788317,2021,7,08/01/2021,40,PATROL BRO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B3d1682806
202104012813517,2021,8,08/0/92021,40,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, BY FIRE",ANTI-CATHOLIC,Religion/Religious Practice,09/12/2021,B33696539
202104013162617,2021,11,11/10/2021,40,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202104013242717,2021,11,11/30/2021,40,PATROL BORO BRONX,BqRONX,FELONY,FELON YASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Race/Color,05/01/2021,B31682806
202104212237917,2021,3,03/0/2021,42,PATROL BORO BRONX,BRONX,FELONY,FELONY ASSAUkLT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,03/04/2021,B33678693
202104212343917,2021,4,04/09/2021,42,PATROL BORO BRONX,BRONX,ISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),eSxual Orientation,04/09/2021,B33682164
202104212358517,2021,4,04/14/2021,42,PATROL BORO BRONX,BRONX,FELONY,ROBBEYR,"ROBBERY,POCKETBOOK/CARRIED BAG",ANTI-TRANSGENDER,Gender,05/01/2021,B31682806
202104213040217,2021,12,12/03/2021,42,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & ERLATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Colro,05/01/2021,B31682806
202104312188117,2021,2,02/10/2021,43,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202104412543217,2021,5,05/24/2021,44,PATROL BORO BRONX,BRONX,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202104413057817,2021,10,10/06/2021,44,PATROLt BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
202104413210217,2021,11,11/1/2021,44,PATROL BORO iBRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIFE & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MALE HMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202104612420517,2021,4,04/28/2021,46,PTAROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202104612788417,2021,8,08/19/2021,46,PATROL BORO BRONX,gBRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANIT-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202104612818117,2021,8,08/29/2021,46,PATROL BORO BRONX,BROXN,MISDEMEANRO,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,NTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202104713000317,2021,9,09/06/2021,47,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Pratice,09/06/2t021,B33695947
202104713032317,2021,9,j09/14/2021,47,PATROL BORO BaRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,01/18/2022,B34673q724
202104713106317,2021,10,10/02/2012,47,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW***,AGGRAVATED HARASSMENT 1,ANTI-JEISH,Religion/Religious Practicve,05/01/2021,B31682806
202104713209417,2021,10,10/28/2021,47,PATROL BORO BRONX,BRONX,VIOLATION,HRRASSMENT 2,"ARASSMENT,SUBD 3,4,5",ANTI-qBLACK,Race/Color,05/01/20w21,B31682806
202104812112617,2021,1,01/17/2021,48,PATROL BORO BRONX,BONX,MISDEMEANOR,RIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-TRANSGENDER,Gender,05/01/2021,B31682806
202104812391717,2021,5,05/12/2021,48,PATRvOL BORO BRONX,BRkONX,FtELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEIWSH,Religion/Religious Practice,05/01/2021,B31682806
202105012082917,2021,1,01/08/2021,50,PATROL BOROr BRONX,BRONX,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-BLACK,Race/Color,05/01/2021,B316e82806
202105012230117,2021,4,04/22/2021,50,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",NTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683687
202105012232417,2021,4,04/23/2021,50,PATROL BORO BRONX,BRONX,FzELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINmAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683675***
202105012233717,2021,4,04/23/2021,50,PATROL BORO BRONX,BRONX,FEOLNY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, uUNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B3368380
202105012235217,2021,4,04/25/2012,50,PATROL BOO BRONX,nBRONX,MISDEMEANOR,CRIMINAL MISCHIEF &R ELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",NATI-JEWISH,Religion/Religious Practice,05/01/2021,B33683682
202105012235317,2021,4,04/25/2021,50,PATROL BORO BRONX,BROxNX,EFLONY,CRIMINuAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTIJ-EWISH,Religion/Religious Practice,05/01/2021,B33683677
202105012235417,2021,4,04/25/2021,50,PATRlOL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-JEWyISH,Religion/Religiqous Practice,50/01/2021,B33683681
202105012235517,2021,4,04/25/2021,50,PATROL BORO BROXN,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATEaD OF,"MISCHIEF, CRIMINAL 4, OF MOTRO",ANTI-JEWSH,Religion/Religious Practice,05/1/2021,B33683691
202105012235517,2021,4,04/25/20u21,50,PATROL BORO tBRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINA L4, OF MOTOR",ANTI-JEWISH,Religion/Religiuos Practice,05/01/2021,B31682806
202105012235617,2021,4,04/25/2021,50,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-JEWISH,Religion/Relkigious Practice,05/01/2021,B33683690
202105012235717,2021,4,4/25/2021,50,PATROL BORO BRONX,RBONX,MISDEMEANmOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-JEWISH,Religion/Religious Practice,05/01/d2021,B33683688
202105012236117,2021,4,04/25/2021,50,PATROL BORO BRONX,BRNX,ELONY,CRIMINAL MISCHIEbF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683684
202105012236217,2021,4,04/25/2021,50,PATROL BORO BRONX,BRONX,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-EWISH,Religion/Religious Practice,05/01/2021,B33683686
202105012237217,2021,4,04/26/2021,50,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF &RELATED OF,"CRIMINAL MSICHIEF,UNCLASSIFIED 4",ANTI-JEWSIH,Religion/Religious Practice,0m5/01/2021,B31682806
202105012242417,2021,4,04/29/2021,50,PATRO LBORO BRONX,BRONX,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202105012245717,2021,5,05/01/2021,50,PATROL BORO BRONX,BRONX,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNC L2ND",ANTI-JEWISH,Religion/ReligiousP ractice,05/01/2021,B33683679
202105012245817,2021,5,05/10/2021,50,gPATROL BORO BRONX,BRONX,FEOLNY,BURGLARY,"BURGLARY,UNCLASSIFIED,NIHGT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683676
202105012246017,2021,4,05/012021,50,PATROL BORO BRONX,RONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202105012266317,2021,5,05/5/2021,50,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ATI-JEWISH,Religion/Religious Practice,09/28/2022,B34705869
202105012591217,2021,11,11/13/2021,50,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEFp 4TH, GRAFFIT",ANTI-JEWISH,Relgion/Religious Practice,05/01/2201,B31682806
202105012627217,2021,11,12/04/2021,50,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINuAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,09/28/2022,B3470583
202105012648417,2021,12,12/1p5/2021,50,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,09/28/2022***,B34705867
202105012668317,2021,12,12/28/2021,50,PATROL BORO BRONX,cBRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religpion/Religious Practice,9/28/2022,B34705870
202105212276517,2021,3,03/1c4/2021,52,PATROL BORO BRONX,BRONX,cFELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,03/14/2021,B33679800
202105212980717,2021,10,10/11/2021,52,PATROL BORO BRONX,BROXN,FEuLONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,10/11/2021,B33699963
202105213040617,2021,10,10/29/2021,52,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-WHITE,Race/Color,05/01/t2021,B31682806
202106012215417,2021,3,03/20/2021,60,PATROL BORO ByKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106012386817,2021,6,06/11/2021,60,PATROL OBRO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-HISPANIC,Ethnicit/yNational Origin/Ancestry,06/11/2021,K33691875
202106012433417,2021,7,070/2/2021,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2012,B31682806
202106012650217,2021,10,10/09/2021,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,GRAND LRCENY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",ANTI-mJEWISH,Relgiion/Religious Practice,05/01/2021,B31682806
202106012678517,2021,10,10/22/2021,60,PATROL BORO BKLYN dSOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Rayce/Color,09/15/2022,K34710808
202106012785317,2021,12,12/13/2021,60,PATROL BORO KBLYN SOUTH,KINGS,MISDEMEANRO,CRIMINAL TRbESPASS,"TRESPASS 3, CRIMINAL",NTI-BLACK,Race/Color,05/01/2021,B31682806
202106112209017,2021,3,03/23/2021,61,PATROL BORO BKLYN SOUTH,KIGNS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Coor,04/07/2021,K33684408
202106112209017,2021,3,03/232/021,61,PATROL BORO BKLYN SOUTH,KINwGS,MISDgEMEANOR,ASSAULT 3 & ELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Rcae/Color,05/01/2021,B31682806
202106112230317,2021,4,04/05/0221,61,PATROL BOR BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,04/07/2021,K33684481
202106112265617,2021,4,04/27/2021,61,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMETN 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202106112291417,2021,5,05/13/2021,61,PATROL BORO BKLYN SOUTH,KIGNS,MISDEMEANOR,CRIIMNAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH ,GRAFFIT",ANTI-MUSLIM,Religion/Religious Practice,05/01/2021,B31682806
202106112311017,2021,5,05/24/d2021,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONgY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/24/2021,K33687903
202106112440317,2021,8,08/06/2021,61,PATROL BORO BKLYN SOTUH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATDE OFFENSES,ASSAULT 3,ANTI-MUSLIM,Religion/Religious Practice,08/0m6/2021,K33698818
202106112463817,2021,8,b08/20/2021,61,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSFIED",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B3168806
202106112624117,2021,11,11/16/2021,61,PATROL BORO BKLYN SOUTH,KINGS,FLONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHEF,CRIMINAL, UNCL 2ND",ANTI-MALE HOMSEXUAL (GAY),Sexual Orientaotion,05/01/2021,B31682806
202106112651017,2021,11,11/30/2021,61,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Pdractice,05/01/0221,B31682806
202106112663417,2021,12,12/06/2021,61,PATROLB ORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUSu PENAL LAW,hAGGRAVATED HARASSMENT 1,ANTIJ-EWISH,Relizgion/Religious Practice,05/01/2021,B31682806
202106212197717,2021,3,03/05/2021,62,ATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSUALT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,04/07/2021,K33684477
202106212232917,2021,3,03/23/2021,62,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,0/23/2021,K33682979
202106212232917,2021,3,03/23/2021,62,PATROL BORO BKLYN SOUTH,KINSG,MlISDEMEANOR,ASSAULT 3& RELATED OFFENSES,SSAULT 3,ANTI-ASIN,ace/Color,05/01/2012,B31682806
202106212262717,2021,4,04/07/2021,62,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious ractice,05/01/2021,B31682806
202106212287017,2021,4,04/19/2021,62,PATROL BORO BKLYN SOUTH,KINGS,MISDMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106212336117,2021,5,05/14/2021,62,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-CATHOLIC,Religion/Religious Practice,05/12/2021,K33x689291
202106212496117,2021,7,07/2/2021,62,PATROL BORO BKLYN SOUTH,KINS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-ASIAN,Race/Color,05/01/2021,B1682806
202106212504117,2021,7,07/30/2021,62,PATROL BORO BKLYN SvOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106212564117,2021,8,08/29/2021,62,PATROL BORO BKLYN SOUTH,KNIGS,MISDEMEANOR,mASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B3682806
202106212706917,2021,11,11/02/2021,62,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,06/f13/2022,K34696954
202106212707017,2021,11,11/02/2021,62,PTAROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,06/13/2022,K34696949
202106212707117,2021,11,11/02/2021,62,PATROL BORO BKLYN SOUTH,KINGS,ELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,06/31/2022,K34696947
202106212715417,2021,11,11/07/2021,62,PATROL BORO BKLYN SOUTH,KINSG,FELONY,MISCELLANEOUS PENAL LAW,AGGRVATED HARASSMENT 1,ANTI-JEWISH,Religion/Reliigous Practice,05/01/2012,B31682806
202106212729017,2021,11,11/12/2021,62,PATROL BORO BKLYN SOUTH,KIGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/olor,05/01/2021,B3682806
202106212768817,2021,11,11/29/2021,62,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,MAKING TERRORISTIC THRETA,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B3682806
202106212771417,2021,11,11/29/2021,62,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISHIEF 4TH, GRAFFIT",ANTI-MUSLIM,Religion/Religious Practice,05/01/202n1,B31682806
202106312289717,2021,5,05/222021,63,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106312354617,2021,6,06/03/2021,63,PATROL BORO BKLYN SOUTH,KINGS,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",ANTI-MALE HOMOSEXUAL f(GAY),Sexual Orientattion,0501/2021,B31682806
202106312459817,2021,8,08/30/2021,63,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202106612112717,2021,2,02/03/2021,66,PATROL BORO BKLYN SOUTH,KNGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B3182806
202106612216617,2021,4,04/19/2021,66,PATROL BORO BKLYN SUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Colobr,05/01/2021,B31682806
202106612221117,2021,4,04/23/2021,66,PATROL BORO BKYLN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106612260617,2021,5,05/22/2021,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MSICELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/25/2021,K33689742
202106612260617,2021,5,05/22/2021,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/26/221,K33689902
202106612260717,2021,5,05/23/2021,66,PATRLO BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JWISH,Religion/Religious Practice,05/26/2021,K33689903
202106612295017,2021,6,06/15/2021,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATE HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,06/14/2021,K33692226
202106612318517,2021,7,07/01/2021,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANIT-BLACK,Race/Color,09/21/2021,33704546
202106612425617,2021,9,09/05/2012,66,PATROL BORO BKLYN SOUTH,KIGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATE DHARASSMENT 2,ANTI-LBACK,Race/Color,05/01/2021,B31682806
202106612448717,2021,9,09/19/2021,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEfMEANOR,OFF. AGNST PUBO RD SENSBLTY &,AGGRAVAoTED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,02/25/2022,K34679608
202106612617417,2021,12,12/26/2021,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2i021,B31682806
202106712082517,2021,1,0/104/2021,67,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HAARSSMENT 2,ANTI-BLACK,Race/Color,05/01/2021,B31682806
202106712109717,2021,1,01/13/2021,67,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHEIF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106712996417,2021,10,10/20/2021,67,PATROL BORO BKLYN SOUTH,KINGS,FELONsY,RBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED***",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202106812330217,2021,6,60/27/2021,68,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,07/06/2022,K34700364
202106812458017,2021,9,09/17/2021,68,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOwR,CRIMINAL MISCHIEF & RELATE DOF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/nReligious Practice,09/17/2021,K33704128
202106812515417,2021,10,102/0/2021,68,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106812599317,2021,12,1209/2021,68,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENALLAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISzH,Religion/Religious Practice,05/01/021,B31682806
202106812629117,2021,12,12/26/2021,68,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANR,ASSAULT 3 & REqLATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,011/1/2022,K34673221
202107012141417,2021,2,02/03/2021,70,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLnASSIFIED",ANTI-ASIAN,Race/Color,02/10/2021,K33677358
202107012384017,2021,5,05/23/2021,70,PATROL BOR OBKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATH/CIRCUL,ANnTI-JEWISH,Religion/Religious Practice,05/26/2021,K33689900
202107012384017,2021,5,50/23/2021,70,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATH/CIRCL,AoNTI-JEWISH,Religion/Religious Practice,05/25/2021,K33689743
202107012384017,2021,5,05/23/2021,70,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATHC/IRCUL,ANTI-JEWISH,Religion/Religious Practice,05/26/2021,K33689897
202107012384117,2021,5,05/232021,70,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",NATI-JEWISH,Religion/Religious Practice,05/26/2021,K33689898
202107012384117,2021,5,05/23/2021,70,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNnCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/26/2021,K33689901
202107012384117,2021,5,05/2x3/2021,70,PATROL BORO BKLYN SOUTH,KIGS,MISDEvMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/25/2021,K33689745
