retailer,name,street,city,state,zip,quick_draw,latitude,longitude,georeference
89419,KRISHNA GROCERY INC,431 DEKALB AVE,BROOKLYN,NY,11205,Y,40.690361,-73.960162,POINT (-73.960162 40.690361)
36476,PRICE CHOPPER #246,2614 STATE ROUTE 66,CHATHAM,NY,12037,Y,42.349548,-73.606076,POINT (-73.606076 42.349548)
65082,NASSAU OTB #314,1063 HEMPSTEAD TURNPIKE,FRANKLIN SQUARE,NY,11010,Y,40.707778,-73.679489,POINT (-73.679489 40.707778)
76345,SPEEDWAY #07795,11100 MAIN RD,MATTITUCK,NY,11952,,40.98671,-72.536039,POINT (-72.536039 40.98671)
100453,VAPOR & SMOKE SHOP,325 GRAHAM AVE,BROOKLYN,NY,11211,,40.713998,-73.944602,POINT (-73.944602 40.713998)
101045,MAPLEFIELDS KEESEVILLE,271 ROUTE 9N,KEESEVILLE,NY,12944,,44.496281,-73.497183,POINT (-73.497183 44.496281)
36502,PRICE CHOPPER #180,1930 SARANAC AVENUE,LAKE PLACID,NY,12946,Y,44.294567,-74.011556,POINT (-74.011556 44.294567)
110927,7-ELEVEN 11173G,475 MERRICK RD,OCEANSIDE,NY,11572,,40.653418,-73.623197,POINT (-73.623197 40.653418)
111845,NEW DORP CENTRAL DELI CORP,360A NEW DORP LN,STATEN ISLAND,NY,10306,,40.570729,-74.110765,POINT (-74.110765 40.570729)
49957,TOPS MARKETS #366,40 FENNELL ST,SKANEATELES,NY,13152,Y,42.948274,-76.433268,POINT (-76.433268 42.948274)
89608,PAY-O-MATIC CORP #424,188-34 LINDEN BLVD,SAINT ALBANS,NY,11412,,40.691776,-73.763353,POINT (-73.763353 40.691776)
105817,BACK ROADS TAVERN,4299 CANAL RD,CANASTOTA,NY,13032,Y,43.090438,-75.710768,POINT (-75.710768 43.090438)
103757,T M CANDY STORE INC,3262 RAILROAD AVE-LIRR STATION,WANTAGH,NY,11793,,40.672892,-73.508873,POINT (-73.508873 40.672892)
104983,BYRNE DAIRY #122,201 WEST AVE,CANANDAIGUA,NY,14424,Y,42.884668,-77.289626,POINT (-77.289626 42.884668)
77806,7-ELEVEN #34030A,1000 WELLWOOD AVE,WEST BABYLON,NY,11704,Y,40.716051,-73.392361,POINT (-73.392361 40.716051)
47044,FINGER BULLET,1692 BENNETT STREET,UTICA,NY,13502,Y,43.091177,-75.259537,POINT (-75.259537 43.091177)
78081,FLUSHING FAMILY PHARMACY LLC,43-67 147TH ST,FLUSHING,NY,11355,Y,40.755736,-73.815073,POINT (-73.815073 40.755736)
107514,SION GROCERY CORP,22-58 31ST ST,ASTORIA,NY,11105,Y,40.774899,-73.912215,POINT (-73.912215 40.774899)
38602,BARK'S,1 ARCHIE BORDEAU RD,PLATTSBURGH,NY,12901,Y,44.651703,-73.483865,POINT (-73.483865 44.651703)
111349,THE CHECK CASHING PLACE #72,1316 5TH AVENUE,NEW YORK,NY,10026,,40.79748,-73.9492,POINT (-73.9492 40.79748)
48388,MASTRIANNI'S,1892 SENECA ST,BUFFALO,NY,14210,Y,42.85945,-78.814444,POINT (-78.814444 42.85945)
108495,EL ENCUENTRO DELI GROCERY CORP,40-42 NATIONAL STREET,CORONA,NY,11368,,40.748693,-73.863342,POINT (-73.863342 40.748693)
92761,AMIGOS GROCERY CORP,551 E 172ND ST,BRONX,NY,10457,,40.839685,-73.899693,POINT (-73.899693 40.839685)
101997,STOP & SHOP # 2592,2136 BARTOW AVE,BRONX,NY,10475,Y,40.868193,-73.826565,POINT (-73.826565 40.868193)
14904,MAZZY'S SPORTS BAR,559 GRAMATAN AVE,MOUNT VERNON,NY,10552,Y,40.925816,-73.835775,POINT (-73.835775 40.925816)
104620,JAYS ONE STOP,77 MAIN ST,BINGHAMTON,NY,13905,,42.099512,-75.923211,POINT (-75.923211 42.099512)
113199,FOODTOWN,8405 PARSONS BLVD,JAMAICA,NY,11432,Y,40.708111,-73.803005,POINT (-73.803005 40.708111)
78197,AMERICAN'S FAVORITE DELI CORP,195-04 47TH AVE,FLUSHING,NY,11358,,40.752532,-73.786037,POINT (-73.786037 40.752532)
85464,SPEEDWAY #07873,833 4TH AVE,BROOKLYN,NY,11232,Y,40.657605,-74.000898,POINT (-74.000898 40.657605)
73898,JAI PAVAN PUTRA INC/SUNOCO,1197 ROUTE 208,MONROE,NY,10950,Y,41.38021,-74.173604,POINT (-74.173604 41.38021)
75215,UNION FOODMART,2 SOUTH STREET,BALLSTON SPA,NY,12020,Y,43.010797,-73.850071,POINT (-73.850071 43.010797)
65726,S D SMOKE SHOP,593 ROUTE 25A,ROCKY POINT,NY,11778,,40.947119,-72.926246,POINT (-72.926246 40.947119)
112031,BYRNE DAIRY #132,1305 MAIDEN LANE,ROCHESTER,NY,14626,Y,43.223498,-77.677394,POINT (-77.677394 43.223498)
96854,BROOKDALE PHARMACY,2568 LINDEN BLVD,BROOKLYN,NY,11208,Y,40.668077,-73.869614,POINT (-73.869614 40.668077)
107641,PORT CONVENIENCE,710 PORT WASHINGTON BLVD,PORT WASHINGTON,NY,11050,,40.826468,-73.683403,POINT (-73.683403 40.826468)
106728,BROTHER'S MINI MARKET INC,23 AVE D,NEW YORK,NY,10009,,40.720809,-73.978305,POINT (-73.978305 40.720809)
52371,KWIK FILL #057,85 STONEWOOD AVE,ROCHESTER,NY,14612,,43.23085,-77.628767,POINT (-77.628767 43.23085)
111225,SPRING BREAK DELI,220-02 HORACE HARDING EXPRESSW,OAKLAND GARDENS,NY,11364,,40.74863,-73.75777,POINT (-73.75777 40.74863)
101022,GATEWAY NEWS #168,ONE NEW YORK PLAZA,NEW YORK,NY,10004,,40.702407,-74.011309,POINT (-74.011309 40.702407)
64121,L & M BEVERAGE BARN/SUPERSTAR,724 MONTAUK HWY,BAYPORT,NY,11705,Y,40.746786,-73.055757,POINT (-73.055757 40.746786)
96397,RITE AID #1881,185 KINGS HWY,BROOKLYN,NY,11223,Y,40.605797,-73.98451,POINT (-73.98451 40.605797)
46503,KWIK FILL #015,316 W FALL ST,SENECA FALLS,NY,13148,,42.909622,-76.818984,POINT (-76.818984 42.909622)
65925,FOOD & FUN DELI & PIZZA,1228 NO. WELLWOOD AVE,WEST BABYLON,NY,11704,Y,40.729419,-73.397304,POINT (-73.397304 40.729419)
107181,HARI MAHANT CORP,216A LAUREL RD,EAST NORTHPORT,NY,11731,,40.887279,-73.330806,POINT (-73.330806 40.887279)
48143,WESTEN TRUCK STOP,4925 W HENRIETTA RD,HENRIETTA,NY,14467,Y,43.054433,-77.654373,POINT (-77.654373 43.054433)
11540,PAY-O-MATIC CORP #219,1202 MORRISON AVE,BRONX,NY,10472,,40.829595,-73.874628,POINT (-73.874628 40.829595)
93628,KINGS FLATLANDS SUNOCO,5808 FLATLANDS AVE,BROOKLYN,NY,11234,,40.630894,-73.920176,POINT (-73.920176 40.630894)
113134,CROSBY'S #40099,16672 RT 31,HOLLEY,NY,14470,Y,43.225902,-78.040351,POINT (-78.040351 43.225902)
87437,CHIVO MEAT CORP,720 WASHINGTON AVE,BROOKLYN,NY,11238,Y,40.676395,-73.963493,POINT (-73.963493 40.676395)
107045,ADK RIVERSIDE LLC,1580 SOUTH MAIN ST,SAINT REGIS FALLS,NY,12980,Y,44.671691,-74.544902,POINT (-74.544902 44.671691)
111429,KHUSHI MART INC,3953 ROUTE 22,WILLSBORO,NY,12996,Y,44.37156,-73.40028,POINT (-73.40028 44.37156)
112088,B & P AUTO SERVICES II,209 TERRY RD,SMITHTOWN,NY,11787,,40.841891,-73.168316,POINT (-73.168316 40.841891)
107599,PIZZA MAN,50 OSWEGO ST,BALDWINSVILLE,NY,13027,Y,43.159033,-76.3325,POINT (-76.3325 43.159033)
59750,TOPS MARKETS #202,3865 UNION RD,BUFFALO,NY,14225,Y,42.919635,-78.754135,POINT (-78.754135 42.919635)
72554,O'DELLS MARKET INC,1015 ROUTE 209,CUDDEBACKVILLE,NY,12729,Y,41.46223,-74.593728,POINT (-74.593728 41.46223)
109796,GREAT CHESTNUT GROCERIES & DEL,6A RED SCHOOLHOUSE RD,SPRING VALLEY,NY,10977,Y,41.083455,-74.055199,POINT (-74.055199 41.083455)
107048,GOLDEN PRODUCE LLC,364 EAST 204TH ST,BRONX,NY,10467,Y,40.871616,-73.877487,POINT (-73.877487 40.871616)
108349,TURTLE COVE RESORT & MARINA,356 KING ROAD,STERLING,NY,13156,Y,43.31657,-76.71771,POINT (-76.71771 43.31657)
99647,WET WINE & LIQUOR,3445 BAYCHESTER AVE,BRONX,NY,10469,Y,40.880239,-73.838183,POINT (-73.838183 40.880239)
63863,KING KULLEN #59,29 MONTAUK HWY,BLUE POINT,NY,11715,Y,40.752201,-73.040149,POINT (-73.040149 40.752201)
35838,STEWART'S SHOPS #105,624 DELAWARE AVENUE,DELMAR,NY,12054,,42.614957,-73.852908,POINT (-73.852908 42.614957)
41348,KINNEY DRUGS #013,1729 STATE ST,WATERTOWN,NY,13601,Y,43.967046,-75.880375,POINT (-75.880375 43.967046)
108704,WHITNEY POINT XPRESS MART INC,2811 US RT 11,WHITNEY POINT,NY,13862,,42.329104,-75.965822,POINT (-75.965822 42.329104)
109624,GUILFOIL'S IRISH PUB,501 BURNET AVE,SYRACUSE,NY,13203,Y,43.052194,-76.139108,POINT (-76.139108 43.052194)
111748,BEBE MINI MARKET INC,12214 18TH AVE,COLLEGE POINT,NY,11356,,40.783074,-73.845245,POINT (-73.845245 40.783074)
112498,CHESTNUT MARTS INC,680 MAIN ST,MOUNT KISCO,NY,10549,,41.188838,-73.733099,POINT (-73.733099 41.188838)
79218,LA RUCHE PHARMACY INC,494 ROCKAWAY PARKWAY,BROOKLYN,NY,11212,,40.6563,-73.91489,POINT (-73.91489 40.6563)
105533,SANDBAR GRILL INC,1067 STATE ROUTE 49,BERNHARDS BAY,NY,13028,Y,43.24641,-75.968298,POINT (-75.968298 43.24641)
112086,FAMCO 7 LLC,510 STATE FAIR BLVD,SYRACUSE,NY,13204,,43.059562,-76.18215,POINT (-76.18215 43.059562)
110450,CONVENIENCE STORE,139 WOODBURY ROAD,WOODBURY,NY,11797,,40.82807,-73.45937,POINT (-73.45937 40.82807)
19779,FOOD DIMENSIONS,35-60 JUNCTION BLVD,CORONA,NY,11368,Y,40.752759,-73.871559,POINT (-73.871559 40.752759)
112782,SWEET DELI GROCERY CORP,3001 ALBANY CRESCENT,BRONX,NY,10463,,40.876962,-73.903118,POINT (-73.903118 40.876962)
91675,ASSOCIATED SUPERMARKET,1757 RANDALL AVE,BRONX,NY,10473,Y,40.816861,-73.864978,POINT (-73.864978 40.816861)
58986,C STORE INC,5341 BROADWAY,LANCASTER,NY,14086,Y,42.899745,-78.674397,POINT (-78.674397 42.899745)
76309,CI WINES & LIQUORS,164 WHEELER RD,CENTRAL ISLIP,NY,11722,,40.801701,-73.211675,POINT (-73.211675 40.801701)
107555,7-ELEVEN #20093E,74730 MAIN ROAD,GREENPORT,NY,11944,,41.0997,-72.3729,POINT (-72.3729 41.0997)
66661,GURWIN JEWISH NURSING & REHAB,68 HAUPPAUGE RD,COMMACK,NY,11725,,40.827961,-73.301723,POINT (-73.301723 40.827961)
74025,RITE AID #652,400 CHESTNUT ST,ONEONTA,NY,13820,Y,42.454703,-75.092378,POINT (-75.092378 42.454703)
74480,ONE JEFFERSON PLACE CORP,1 JEFFERSON PLACE,BALDWIN,NY,11510,Y,40.636714,-73.600258,POINT (-73.600258 40.636714)
89562,PAY-O-MATIC CORP #423,109-29 FARMERS BLVD,SAINT ALBANS,NY,11412,,40.703102,-73.766563,POINT (-73.766563 40.703102)
75062,TOBACCO CORNER,117 WALT WHITMAN ROAD,HUNTINGTON STATION,NY,11746,,40.826333,-73.412096,POINT (-73.412096 40.826333)
100952,WOLFFY'S GRILL & MARINA,2943 LOWER LAKE RD,SENECA FALLS,NY,13148,Y,42.883077,-76.746103,POINT (-76.746103 42.883077)
48331,SMOKER'S CHOICE #29,5631 ST RT 12 UNIT 1B,NORWICH,NY,13815,,42.515674,-75.524897,POINT (-75.524897 42.515674)
27103,WINCHESTERS,233-12 HILLSIDE AVE,QUEENS VILLAGE,NY,11427,Y,40.7334,-73.737,POINT (-73.737 40.7334)
71300,LAKE ST EXXON,115 LAKE ST,NEWBURGH,NY,12550,Y,41.49724,-74.028678,POINT (-74.028678 41.49724)
108674,NEVADA SUBS NEWSSTAND CORP,338 KNICKERBOCKER AVE,BROOKLYN,NY,11237,,40.70086,-73.92241,POINT (-73.92241 40.70086)
71770,HESS MART #32631,1569 ROUTE 22,BREWSTER,NY,10509,Y,41.424761,-73.577648,POINT (-73.577648 41.424761)
75004,LA NANA GROCERY CORP,77 MIDLAND AVE,PORT CHESTER,NY,10573,,40.993917,-73.6677,POINT (-73.6677 40.993917)
95930,KINGS ARTHUR KILL C-STORE MOBI,868 ARTHUR KILL ROAD,STATEN ISLAND,NY,10312,,40.561003,-74.169723,POINT (-74.169723 40.561003)
18396,J & J ISLAND GROCERY INC,1650 RICHMOND AVE,STATEN ISLAND,NY,10314,Y,40.608351,-74.162127,POINT (-74.162127 40.608351)
79770,GREEN STAR FOODS,95 DELANCEY ST,NEW YORK,NY,10002,Y,40.718581,-73.98936,POINT (-73.98936 40.718581)
91835,HARLEM DISCOUNT LIQUOR & WINE,2302 ADAM CLAYTON POWELL BLVD,NEW YORK,NY,10030,,40.815447,-73.943706,POINT (-73.943706 40.815447)
112248,GOLDEN PRODUCE II LLC,2108 - 2110 GRAND CONCOURSE,BRONX,NY,10457,,40.854385,-73.901624,POINT (-73.901624 40.854385)
109375,BHAKTI 514 INC,514 4TH AVENUE,BROOKLYN,NY,11215,Y,40.667943,-73.990818,POINT (-73.990818 40.667943)
100158,CENTRAL SERVICE,1113 CENTRAL AVE,ALBANY,NY,12205,,42.689558,-73.800902,POINT (-73.800902 42.689558)
97924,24 DELI GROCERY INC,1801 WILLIAMSBRIDGE ROAD,BRONX,NY,10461,,40.85032,-73.851379,POINT (-73.851379 40.85032)
111976,MERRICK SERVICE STATION INC.,185 MERRICK ROAD,MERRICK,NY,11566,,40.654017,-73.563794,POINT (-73.563794 40.654017)
102430,MIJOS,9 W MAIN ST,MARATHON,NY,13803,Y,42.439846,-76.036768,POINT (-76.036768 42.439846)
58082,DALTON EXPRESS,9924 ROUTE 408,DALTON,NY,14836,Y,42.5482,-77.9485,POINT (-77.9485 42.5482)
112476,BUENO DELI NY CORP,132-134 HEYWARD ST,BRENTWOOD,NY,11717,,40.798158,-73.249731,POINT (-73.249731 40.798158)
75029,NEW VILLAGE MART,19 CLARA BARTON ST,DANSVILLE,NY,14437,,42.559192,-77.695509,POINT (-77.695509 42.559192)
112491,VIBRANT STAR INC,750 YONKERS AVE,YONKERS,NY,10704,,40.923032,-73.865069,POINT (-73.865069 40.923032)
104310,MAPLEVIEW MARKET CORP,3202 US ROUTE 11,MEXICO,NY,13114,Y,43.456934,-76.144651,POINT (-76.144651 43.456934)
18440,DBG SECURITY DRUGS,3419 BOSTON RD,BRONX,NY,10469,Y,40.875906,-73.849948,POINT (-73.849948 40.875906)
37692,K&S DELI GROCERY,190 SECOND AVE,ALBANY,NY,12202,,42.639212,-73.769597,POINT (-73.769597 42.639212)
104786,ONE STOP CONVENIENCE,73 MAIN ST,HEMPSTEAD,NY,11550,,40.708651,-73.624523,POINT (-73.624523 40.708651)
103840,ROSCOE SUPERMARKET,41 STEWART AVE,ROSCOE,NY,12776,,41.932257,-74.913441,POINT (-74.913441 41.932257)
64167,EAST ROCK ENTERPRISES INC,136 MAIN STREET,EAST ROCKAWAY,NY,11518,,40.641703,-73.666158,POINT (-73.666158 40.641703)
111752,CAMP RD. CROSBY'S #40097,5073 CAMP RD.,HAMBURG,NY,14075,,42.749507,-78.85441,POINT (-78.85441 42.749507)
102583,SHAKERS PUB,4608 SUNRISE HIGHWAY,OAKDALE,NY,11769,Y,40.75362,-73.114807,POINT (-73.114807 40.75362)
36554,WHITE HOUSE REST,93-95 MILTON AVE,BALLSTON SPA,NY,12020,Y,43.003977,-73.848967,POINT (-73.848967 43.003977)
111250,JAZLYN GROCERY CORP,1711 BLEECKER ST STORE #2,RIDGEWOOD,NY,11385,,40.704106,-73.912673,POINT (-73.912673 40.704106)
108284,NIGS II TAVERN,803 STATE STREET,OGDENSBURG,NY,13669,Y,44.692139,-75.488225,POINT (-75.488225 44.692139)
64382,MAULIK & CHANDNI (STATIONERY),496 W MONTAUK HWY,LINDENHURST,NY,11757,,40.673517,-73.375162,POINT (-73.375162 40.673517)
58739,DUFF'S FAMOUS WINGS OF ORCH PK,3090 ORCHARD PARK RD,WEST SENECA,NY,14224,Y,42.800998,-78.75251,POINT (-78.75251 42.800998)
30257,STEWART'S SHOPS #144,2457 US ROUTE 9W,RAVENA,NY,12143,,42.4687,-73.8162,POINT (-73.8162 42.4687)
67250,7-ELEVEN #11233D,311 POND PATH,EAST SETAUKET,NY,11733,,40.887751,-73.100466,POINT (-73.100466 40.887751)
96246,RITE AID #4205,81 1ST AVE,NEW YORK,NY,10003,Y,40.725752,-73.98677,POINT (-73.98677 40.725752)
101476,M&M MART,124 FAIRVIEW AVE,HUDSON,NY,12534,,42.25273,-73.76836,POINT (-73.76836 42.25273)
110663,7-ELEVEN #32608B,329 WASHINGTON AVE,BRENTWOOD,NY,11717,Y,40.798539,-73.247824,POINT (-73.247824 40.798539)
97856,COMPARE FOODS,492 ST MARKS AVE,BROOKLYN,NY,11238,Y,40.676308,-73.958295,POINT (-73.958295 40.676308)
74438,THE MALL AT GREECE RIDGE,271 GREECE RIDGE CENTER DR,ROCHESTER,NY,14626,Y,43.205712,-77.695137,POINT (-77.695137 43.205712)
108980,ABHI & FATHER INC,50 LEXINGTON AVENUE,NEW YORK,NY,10010,,40.740656,-73.984215,POINT (-73.984215 40.740656)
37046,OLIVE'S COUNTRY STORE AND CAFE,3110 ROUTE 28,SHOKAN,NY,12481,Y,41.974018,-74.204122,POINT (-74.204122 41.974018)
83887,1540 WATSON AVENUE LIQUOR,1585 WATSON AVE,BRONX,NY,10472,,40.826149,-73.8776,POINT (-73.8776 40.826149)
33559,MY PLACE,911 LITTLE BRITAIN RD,NEW WINDSOR,NY,12553,Y,41.486052,-74.081333,POINT (-74.081333 41.486052)
90479,BRAVO SUPERMARKET,127 W BURNSIDE AVE,BRONX,NY,10453,Y,40.853811,-73.913862,POINT (-73.913862 40.853811)
75431,THOMSONS ENTERPRISES INC,1301 JERICHO TURNPIKE,NEW HYDE PARK,NY,11040,,40.733032,-73.683226,POINT (-73.683226 40.733032)
56757,A-PLUS #08354,2075 E RIDGE RD,ROCHESTER,NY,14622,Y,43.203336,-77.562115,POINT (-77.562115 43.203336)
97683,GMRS CORPORATION,518 AMSTERDAM AVE,NEW YORK,NY,10024,,40.786969,-73.975526,POINT (-73.975526 40.786969)
13686,TULSI NEWS,52 BROADWAY,NEW YORK,NY,10004,,40.706664,-74.012609,POINT (-74.012609 40.706664)
111780,KERNY'S PUB INC,2001 E MAIN ST,ROCHESTER,NY,14609,Y,43.159802,-77.557369,POINT (-77.557369 43.159802)
102617,FAMILY DELI & GROCERY II,1485 FLATBUSH AVE,BROOKLYN,NY,11210,,40.634339,-73.948991,POINT (-73.948991 40.634339)
93275,GALLERY DRUG,131 E 60TH ST,NEW YORK,NY,10022,Y,40.763037,-73.968113,POINT (-73.968113 40.763037)
104608,FUN CITY SERVICE LLC,8 W TIOGA ST,SPENCER,NY,14883,Y,42.210057,-76.493425,POINT (-76.493425 42.210057)
56458,FLETCHERS BAR & GRILL,3291 DELAWARE AVE,KENMORE,NY,14217,Y,42.973828,-78.871353,POINT (-78.871353 42.973828)
77628,DANNY'S RESTAURANT & LOUNGE,14 GARDINER PL,WALTON,NY,13856,Y,42.168227,-75.128809,POINT (-75.128809 42.168227)
111567,WALMART SUPERCENTER #2146,101 SANFORD FARMS SHOPPING CT,AMSTERDAM,NY,12010,Y,42.965043,-74.184063,POINT (-74.184063 42.965043)
112685,CORNER SIDE NEWS,93 W CAMPBELL RD,SCHENECTADY,NY,12306,,42.808854,-73.987859,POINT (-73.987859 42.808854)
112415,SHARIFF CONVENIENCE CORP,233 E 172ND ST,BRONX,NY,10457,,40.840565,-73.911039,POINT (-73.911039 40.840565)
109887,SUTPHIN SERVICE STATION INC,116-60 SUTPHIN BLVD,JAMAICA,NY,11434,,40.681003,-73.792319,POINT (-73.792319 40.681003)
106447,STUDENT FINEST CONVENIENT,22 MAIN ST,CORTLAND,NY,13045,,42.600573,-76.180447,POINT (-76.180447 42.600573)
102766,M & K TRUS7Y CORPORATION,31A FRANKLIN AVE,HEWLETT,NY,11557,,40.636588,-73.70282,POINT (-73.70282 40.636588)
63917,KAM & RICK,32400 MIDDLE RD ROUTE 48,PECONIC,NY,11958,,41.046112,-72.465652,POINT (-72.465652 41.046112)
110875,BOLLA 251 JERICHO C-STORE,251 JERICHO TPKE,SYOSSET,NY,11791,,40.81067,-73.50721,POINT (-73.50721 40.81067)
78089,MUKTI E 163RD PETROLEUM INC,481 E 163RD ST,BRONX,NY,10451,Y,40.824621,-73.910555,POINT (-73.910555 40.824621)
49958,TOPS MARKETS #365,119 W SENECA ST,MANLIUS,NY,13104,Y,43.000101,-75.980767,POINT (-75.980767 43.000101)
81159,BHOJAN INC,270 W 36TH STREET,NEW YORK,NY,10018,,40.753123,-73.991695,POINT (-73.991695 40.753123)
105428,HAPPY HOUSE WAY INC,970 KENSINGTON AVE,BUFFALO,NY,14215,,42.9361,-78.818235,POINT (-78.818235 42.9361)
77870,BEVERAGE BARON,269 OSBORNE RD,ALBANY,NY,12211,Y,42.707125,-73.774395,POINT (-73.774395 42.707125)
111241,SUNRISE SMOKE SHOP,33 SUNRISE HWY,MASSAPEQUA,NY,11758,,40.682225,-73.431254,POINT (-73.431254 40.682225)
110143,QUICKLEES #21,1617 PENFIELD RD,ROCHESTER,NY,14625,,43.13406,-77.49465,POINT (-77.49465 43.13406)
31827,STEWART'S SHOPS #106,52 WEST MAIN STREET,SAINT JOHNSVILLE,NY,13452,,42.999113,-74.681468,POINT (-74.681468 42.999113)
111680,DRUG MART,5203A BROADWAY,BRONX,NY,10463,Y,40.874723,-73.909884,POINT (-73.909884 40.874723)
98576,200 CANDY CORP,200 DYCKMAN ST,NEW YORK,NY,10040,,40.864965,-73.926906,POINT (-73.926906 40.864965)
36420,STAR LIQUORS,1142 STATE ST,SCHENECTADY,NY,12304,,42.799853,-73.925992,POINT (-73.925992 42.799853)
109867,ROCK CUT MART INC,5735 ALBANY POST RD,CORTLANDT MANOR,NY,10567,,41.30764,-73.9275,POINT (-73.9275 41.30764)
35963,MAPLEFIELDS,593 EAST MAIN ST,MALONE,NY,12953,,44.850137,-74.279501,POINT (-74.279501 44.850137)
110917,STEWART'S SHOPS #473,1736 RT. 9,CLIFTON PARK,NY,12065,,42.86828,-73.77297,POINT (-73.77297 42.86828)
107689,EDWARD C SEYMOUR VFW 1231,34 GOUVERNEUR ST,CANTON,NY,13617,Y,44.591186,-75.176268,POINT (-75.176268 44.591186)
32980,HANNAFORD #8377,235 5TH AVE EXTENSION,GLOVERSVILLE,NY,12078,Y,43.059617,-74.323177,POINT (-74.323177 43.059617)
95437,FOOD BAZAAR,1630 BRUCKNER BLVD,BRONX,NY,10473,Y,40.823891,-73.874076,POINT (-73.874076 40.823891)
82151,SIDDHI VINAYAK NEWSSTAND,800 3RD AVE,NEW YORK,NY,10022,,40.755216,-73.971196,POINT (-73.971196 40.755216)
56139,COTTAGE INN,13662 STATE ROUTE 370,RED CREEK,NY,13143,Y,43.223726,-76.738192,POINT (-76.738192 43.223726)
110375,VALLEY MARKET,4448 ROUTE 30,MIDDLEBURGH,NY,12122,Y,42.60916,-74.3375,POINT (-74.3375 42.60916)
28800,PMP CONVENIENCE CORP,118-20 LIBERTY AVE,S RICHMOND HL,NY,11419,Y,40.686055,-73.824854,POINT (-73.824854 40.686055)
108895,7-ELEVEN #11223A,166 E SUFFOLK AVE,CENTRAL ISLIP,NY,11722,,40.7936,-73.188353,POINT (-73.188353 40.7936)
97382,NEW YORK FOOD MARKET,95-30 ROOSEVELT AVE,JACKSON HEIGHTS,NY,11372,,40.749042,-73.870576,POINT (-73.870576 40.749042)
77647,NEW GOLDYS INC,1 VETERANS MEMORIAL PLZ,EAST ROCKAWAY,NY,11518,,40.641393,-73.663158,POINT (-73.663158 40.641393)
111474,MARKET PLACE SUPERMARKET,103-09 LIBERTY AVE,OZONE PARK,NY,11417,,40.681775,-73.83705,POINT (-73.83705 40.681775)
95230,HEALTH GUARD PHARMACY,3313 JUNCTION BLVD,JACKSON HEIGHTS,NY,11372,,40.756476,-73.873271,POINT (-73.873271 40.756476)
72671,JET MART,236-240 EAST MAIN STREET,MIDDLETOWN,NY,10940,,41.446106,-74.409368,POINT (-74.409368 41.446106)
107686,ROBBIE'S BAR & GRILL,610 N GREECE RD,HILTON,NY,14468,Y,43.255172,-77.732588,POINT (-77.732588 43.255172)
40965,KWIK FILL #357,23 FLORAL AVE,BINGHAMTON,NY,13905,,42.111399,-75.945006,POINT (-75.945006 42.111399)
57466,CITY FOOD,711 KENSINGTON AVE,BUFFALO,NY,14215,,42.932654,-78.826738,POINT (-78.826738 42.932654)
112050,A & S MORNINGSTAR CORP,127 MORNINGSTAR RD,STATEN ISLAND,NY,10303,,40.634965,-74.145513,POINT (-74.145513 40.634965)
73102,CHESTNUT MART INC,3660 ROUTE 9W,HIGHLAND,NY,12528,,41.702059,-73.967041,POINT (-73.967041 41.702059)
30990,STEWART'S SHOPS #263,406 ALBANY SHAKER RD,ALBANY,NY,12211,,42.697439,-73.768364,POINT (-73.768364 42.697439)
78436,VILLAGE GATE,2265 NIAGARA ST,NIAGARA FALLS,NY,14303,Y,43.088466,-79.033845,POINT (-79.033845 43.088466)
110297,BARRIL WINES & LIQUORS INC,5-7 CARYL AVE,YONKERS,NY,10705,,40.91171,-73.89622,POINT (-73.89622 40.91171)
107248,STEWART'S SHOPS #367,415 COUNTY ROAD 78,MIDDLETOWN,NY,10940,,41.445914,-74.443911,POINT (-74.443911 41.445914)
69288,MAIN STREET LIQUORS,114 W MAIN ST,WATERVILLE,NY,13480,,42.931151,-75.380595,POINT (-75.380595 42.931151)
84140,M & S SMOKE SHOP INC,179-40 HILLSIDE AVE,JAMAICA,NY,11432,,40.712708,-73.78336,POINT (-73.78336 40.712708)
11519,PAY-O-MATIC CORP #211,664 E TREMONT AVE,BRONX,NY,10457,,40.845788,-73.891891,POINT (-73.891891 40.845788)
26669,7-ELEVEN #29794D,1639-1 5TH AVENUE,BAY SHORE,NY,11706,Y,40.75924,-73.261997,POINT (-73.261997 40.75924)
112690,BUSY BEE STORES CORP #101,17 MERRICK RD,BALDWIN,NY,11510,,40.693128,-73.566449,POINT (-73.566449 40.693128)
72648,D & F SERVICE INC,110 NORTH PEARL ST,PORT CHESTER,NY,10573,,41.003184,-73.664501,POINT (-73.664501 41.003184)
65952,EXPRESS GAS,1034 ISLIP AVE,BRENTWOOD,NY,11717,,40.766322,-73.210705,POINT (-73.210705 40.766322)
109604,MR. ROBERTS QUICK MART,300 FRONT ST,GREENPORT,NY,11944,,41.101675,-72.362908,POINT (-72.362908 41.101675)
109756,7-ELEVEN #39226A,866 6TH AVE,NEW YORK,NY,10001,,40.748276,-73.989073,POINT (-73.989073 40.748276)
113275,B-RITE FOOD MARKET INC,905 CLINTON ST,BUFFALO,NY,14210,,42.879415,-78.840858,POINT (-78.840858 42.879415)
106339,WILLY DELI GROCERY CORP,506 COURT ST,BROOKLYN,NY,11231,Y,40.676519,-73.998723,POINT (-73.998723 40.676519)
58139,YANKEE SPIRITS,1009 PAYNE AVE,NORTH TONAWANDA,NY,14120,Y,43.050075,-78.877614,POINT (-78.877614 43.050075)
