2346.countytwo,Cualebra Municipio,Culebra Municipio
1510.statecounty,dMO_Ste. Genevieve,MO_Ste. Genevieve
1305.county,scoda ,Oscoda 
2237.countytwo,Lakxe ,Lake 
1679.statevalue,CN,NC
1536.fipstwo,f8019,f28019
1081.statecounty,KY_Meae,KY_Meade
1915.countytwo,Grafto ,Grafton 
283.statevalue,O,CO
721.county,Dougla s,Douglas 
1599.statecounty,MS_Uniomn,MS_Union
2658.county,Coamnche ,Comanche 
1251.statevalue,jMI,MI
3098.fipstwo,f55s025,f55025
174.statecounty,S_Rose Island,AS_Rose Island
633.county,vPocahontas ,Pocahontas 
575.countytwo,Cheroakee ,Cherokee 
2138.statecounty,OHw_Wayne,OH_Wayne
2319.statevalue,PkA,PA
320.county,Tolladn ,Tolland 
2174.statevalue,OlK,OK
3011.statevalue,A,VA
191.fipstwo,04027,f04027
2827.statecounty,TX_Suterling,TX_Sterling
2199.county,Ottaw a,Ottawa 
1028.county,uCmberland ,Cumberland 
1586.county,Quitma n,Quitman 
807.statevalue,xIN,IN
1957.countytwo,LosA lamos ,Los Alamos 
783.statecounty,IL_Sgangamon,IL_Sangamon
1237.countytwo,Yor k,York 
2417.countytwo,Cheterfield ,Chesterfield 
6.fipstwo,fh02068,f02068
3103.fipstwo,f55053,f55035
1196.statevalue,McA,MA
1721.countytwo,Maison ,Madison 
2784.county,otley ,Motley 
1665.statecounty,pNC_Alamance,NC_Alamance
2157.countytwo,eComanche ,Comanche 
427.statecounty,GA_Colqutt,GA_Colquitt
2442.statecounty,SCl_Orangeburg,SC_Orangeburg
2281.statevalue,A,PA
180.county,Glia ,Gila 
331.fipstwo,f1011,f12011
2615.countytwo,Arnsas ,Aransas 
801.statecounty,IL_Winnnebago,IL_Winnebago
3073.county,Perce ,Pierce 
2974.county,Martinvsille city,Martinsville city
1576.countytwo,Neshoab ,Neshoba 
3111.fipstwo,f50551,f55051
1446.statevalue,MaO,MO
714.county,Clinuton ,Clinton 
699.statecounty,ID_Vtalley,ID_Valley
1182.statecounty,LA_West Feliciaa,LA_West Feliciana
1897.countytwo,Sewardx ,Seward 
2845.statecounty,TX_Vanf Zandt,TX_Van Zandt
1781.fipstwo,fq38033,f38033
2652.county,Croke ,Coke 
2764.statevalue,XT,TX
26.county,Wade Hampotn Census Area,Wade Hampton Census Area
2192.statevalue,K,OK
873.statevalue,NI,IN
278.countytwo,Huerfan o,Huerfano 
850.statecounty,IN_aMdison,IN_Madison
2466.countytwo,Csuter ,Custer 
2916.county,rCaroline ,Caroline 
2738.countytwo,ones ,Jones 
1117.statecounty,K_YWhitley,KY_Whitley
154.fipstwo,05115,f05115
2311.fipstwo,wf42113,f42113
1292.statevalue,I,MI
1689.countytwo,Crbaven ,Craven 
2437.countytwo,Marioen ,Marion 
2524.county,Cnanon ,Cannon 
806.countytwo,enton ,Benton 
1929.statevalue,J,NJ
934.fipstwo,f200w79,f20079
2914.fipstwo,f515r30,f51530
1320.statevalue,I,MI
2166.statevalue,K,OK
235.statecounty,CA_Santra Cruz,CA_Santa Cruz
1505.statevalue,O,MO
1637.statevalue,T,MT
945.countytwo,Lan ,Lane 
2590.statecounty,T_Robertson,TN_Robertson
2728.county,Hutchisnon ,Hutchinson 
2323.fipstwo,f7003,f72003
498.statecounty,GA_Muscgee,GA_Muscogee
1960.countytwo,Moar ,Mora 
708.countytwo,Carrolnl ,Carroll 
1187.fipstwo,ff25007,f25007
2700.statevalue,rTX,TX
2347.fipstwo,f7201,f72051
746.county,Kankake e,Kankakee 
3038.fipstwo,50011,f50011
212.statecounty,CA_Mrin,CA_Marin
1016.statecounty,KY_Calidwell,KY_Caldwell
429.county,oCok ,Cook 
2032.countytwo,Quegens ,Queens 
3186.countytwo,Mineal ,Mineral 
1658.statevalue,T,MT
265.countytwo,Deylta ,Delta 
376.countytwo,Pasoc ,Pasco 
465.statecounty,GA_Hat,GA_Hart
3181.countytwo,Maqrion ,Marion 
1137.countytwo,East aCrroll ,East Carroll 
1063.statevalue,Y,KY
635.county,qPottawattamie ,Pottawattamie 
2752.statecounty,TXL_amb,TX_Lamb
712.statecounty,IL_Clarck,IL_Clark
1600.countytwo,Walthal l,Walthall 
3046.county,Wincdsor ,Windsor 
947.statecounty,KS_Lizncoln,KS_Lincoln
566.fipstwo,1f9017,f19017
2403.statecounty,RI_rPovidence,RI_Providence
982.countytwo,Sewaprd ,Seward 
1916.countytwo,Hiyllsborough ,Hillsborough 
277.county,iHinsdale ,Hinsdale 
2102.fipstwo,f93097,f39097
1199.statevalue,D,MD
3072.statevalue,AW,WA
1442.countytwo,Dunkin ,Dunklin 
2371.countytwo,Myaaguez Municipio,Mayaguez Municipio
1367.statevalue,hMN,MN
2194.fipstwo,f4010d5,f40105
911.fipstwo,f20033***,f20033
3158.fipstwo,wf54001,f54001
3157.countytwo,Wodod ,Wood 
2262.statecounty,PA_Bradord,PA_Bradford
2305.statevalue,A,PA
1069.countytwo,dLivingston ,Livingston 
2781.county,Montgomry ,Montgomery 
602.county,Howardp ,Howard 
2731.fipstwo,f482k39,f48239
399.county,Barrvow ,Barrow 
2083.statecounty,OHGuernsey,OH_Guernsey
1903.countytwo,Tomas ,Thomas 
349.statevalue,FnL,FL
1646.statecounty,MT_Powderb River,MT_Powder River
2352.county,Guayanilla Municipio***,Guayanilla Municipio
2924.county,Colonail Heights city,Colonial Heights city
427.fipstwo,f1371,f13071
1458.fipstwo,f29x101,f29101
3044.statecounty,VT_Wsahington,VT_Washington
2173.statecounty,K_Hughes,OK_Hughes
2256.county,Allegeny ,Allegheny 
2078.countytwo,Fraklin ,Franklin 
2130.fipstwo,39153,f39153
2935.statecounty,VA_Fairfaxm city,VA_Fairfax city
2369.statevalue,tPR,PR
571.statevalue,A,IA
2042.statevalue,YN,NY
397.county,Baldwni ,Baldwin 
146.countytwo,Nevad a,Nevada 
1805.county,Sargnent ,Sargent 
1182.county,West Fleiciana Parish,West Feliciana Parish
2861.county,Wodo ,Wood 
2348.county,Fajado Municipio,Fajardo Municipio
978.fipstwo,20167,f20167
2104.countytwo,Maron ,Marion 
680.statecounty,aID_Gooding,ID_Gooding
513.statecounty,wGA_Richmond,GA_Richmond
1349.statecounty,MNz_Hubbard,MN_Hubbard
1719.statecounty,NCL_incoln,NC_Lincoln
3182.statecounty,WV_Marshal,WV_Marshall
98.statevalue,jAR,AR
1020.statecounty,KY_Carorll,KY_Carroll
1514.statevalue,OM,MO
409.statecounty,GA_Bure,GA_Burke
590.statecounty,IA_Fayetthe,IA_Fayette
898.fipstwo,f0007,f20007
2469.statevalue,D,SD
395.statecounty,GA_Bacmon,GA_Bacon
132.county,Jochnson ,Johnson 
475.statecounty,GA_Jxohnson,GA_Johnson
40.statevalue,AlL,AL
1099.countytwo,Pulgaski ,Pulaski 
2136.countytwo,arren ,Warren 
2185.statecounty,OK_Majro,OK_Major
1885.countytwo,Pervkins ,Perkins 
664.fipstwo,f1015,f16015
72.county,Lowdes ,Lowndes 
2200.countytwo,Pawene ,Pawnee 
853.countytwo,Martn ,Martin 
1944.fipstwo,f35y005,f35005
1179.fipstwo,fj22119,f22119
2393.countytwo,Uuado Municipio,Utuado Municipio
289.countytwo,Mehsa ,Mesa 
2204.countytwo,Pottawatomije ,Pottawatomie 
1265.statevalue,IM,MI
1455.county,Jazckson ,Jackson 
427.countytwo,Colquit ,Colquitt 
3122.statecounty,WIg_Marathon,WI_Marathon
311.county,Wasington ,Washington 
2129.statevalue,H,OH
1360.statevalue,N,MN
1087.county,Mrgan ,Morgan 
279.fipstwo,f0807,f08057
85.fipstwo,01111,f01111
2595.fipstwo,47157,f47157
325.statevalue,DjE,DE
525.statevalue,bGA,GA
2260.statecounty,PAB_erks,PA_Berks
96.countytwo,inston ,Winston 
2061.fipstwo,f3905,f39015
1908.countytwo,Webstr ,Webster 
73.statecounty,AL_acon,AL_Macon
2753.county,Lamkpasas ,Lampasas 
586.fipstwo,fq19057,f19057
2554.statevalue,xTN,TN
481.countytwo,Libebrty ,Liberty 
450.statevalue,AG,GA
123.county,Grat ,Grant 
497.countytwo,Murramy ,Murray 
2344.countytwo,Comerio uMnicipio,Comerio Municipio
3099.county,Dodgte ,Dodge 
2147.fipstwo,f4011,f40011
1067.fipstwo,f21153,f21135
3168.countytwo,Gilmr ,Gilmer 
2292.statevalue,PnA,PA
708.county,Craroll ,Carroll 
224.countytwo,Rievrside ,Riverside 
1919.statecounty,NH_trafford,NH_Strafford
25.statecounty,AK_Valdez-ordova Census Area,AK_Valdez-Cordova Census Area
2241.county,aMlheur ,Malheur 
1807.county,Siou ,Sioux 
750.statecounty,IL_LaaSalle,IL_LaSalle
1407.statecounty,MN_Yellow Medicnie,MN_Yellow Medicine
92.countytwo,Tusaloosa ,Tuscaloosa 
1630.statecounty,MT_Jefferon,MT_Jefferson
2604.fipstwo,fg47175,f47175
2580.countytwo,More ,Moore 
987.countytwo,Stafford ***,Stafford 
1161.county,Richland Paridsh,Richland Parish
939.county,Jweell ,Jewell 
2443.statevalue,C,SC
181.statecounty,AZ_Grahm,AZ_Graham
1121.countytwo,Allne ,Allen 
2906.fipstwo,f51091,f51019
2762.statevalue,XT,TX
877.statevalue,NI,IN
2041.fipstwo,f3689,f36089
1043.statevalue,Y,KY
1867.fipstwo,f3109,f31099
2191.countytwo,Murra y,Murray 
874.county,Sheby ,Shelby 
1590.statecounty,MS_Simpsno,MS_Simpson
2064.statecounty,OH_Cshampaign,OH_Champaign
3057.statevalue,fWA,WA
316.countytwo,Litchfoield ,Litchfield 
2784.fipstwo,f8345,f48345
2389.fipstwo,f7213,f72133
829.statecounty,IN_Gralnt,IN_Grant
1206.county,Carles ,Charles 
2520.countytwo,Beldsoe ,Bledsoe 
348.county,Hamilto ,Hamilton 
2104.fipstwo,f3910r1,f39101
3228.county,Plattbe ,Platte 
1588.statecounty,MS_Sctot,MS_Scott
634.fipstwo,f9153,f19153
2677.statevalue,X,TX
286.statecounty,CO_La sAnimas,CO_Las Animas
836.fipstwo,18067,f18067
2185.fipstwo,f4003,f40093
2203.countytwo,Pontotco ,Pontotoc 
1140.county,FranklinP arish,Franklin Parish
1029.fipstwo,f2059,f21059
709.fipstwo,f170z17,f17017
3028.fipstwo,f5e1197,f51197
166.statecounty,AR_nUion,AR_Union
458.countytwo,reene ,Greene 
3014.statevalue,AV,VA
1378.countytwo,bPine ,Pine 
755.countytwo,Maconi ,Macon 
569.statevalue,A,IA
2962.statecounty,V_AKing George,VA_King George
383.fipstwo,f11209,f12109
279.countytwo,Jacskon ,Jackson 
1617.county,Custegr ,Custer 
1.statecounty,AK_Aleutians eEast Borough,AK_Aleutians East Borough
20.county,Petesburg Census Area,Petersburg Census Area
2544.statecounty,TNGiles,TN_Giles
3189.statecounty,WVMonroe,WV_Monroe
1038.fipstwo,2f1077,f21077
1630.county,Jfferson ,Jefferson 
2511.statevalue,sSD,SD
105.fipstwo,f05071,f05017
345.statecounty,L_Gilchrist,FL_Gilchrist
713.county,lCay ,Clay 
2149.statecounty,OK_Cyaddo,OK_Caddo
2123.statevalue,OeH,OH
3176.statevalue,vWV,WV
3002.countytwo,Richimond city,Richmond city
417.fipstwo,f31051,f13051
663.county,nBlaine ,Blaine 
167.statecounty,iAR_Van Buren,AR_Van Buren
788.county,xStark ,Stark 
1231.statevalue,MtE,ME
2332.countytwo,Baymon Municipio,Bayamon Municipio
1103.statecounty,KY_Russrell,KY_Russell
272.countytwo,Fremopnt ,Fremont 
280.countytwo,Jfeferson ,Jefferson 
198.statecounty,CA_oCntra Costa,CA_Contra Costa
2291.countytwo,Lawrencec ,Lawrence 
1670.statevalue,CN,NC
663.countytwo,Baline ,Blaine 
2500.statevalue,D,SD
2738.county,Joes ,Jones 
282.fipstwo,f080d63,f08063
834.fipstwo,f1863,f18063
129.fipstwo,cf05065,f05065
1123.county,AssumptionP arish,Assumption Parish
339.statevalue,cFL,FL
1370.countytwo,Mwoer ,Mower 
2963.countytwo,King Willyiam ,King William 
2065.statevalue,H,OH
819.countytwo,DeKcalb ,DeKalb 
1243.statecounty,MI_Arxenac,MI_Arenac
2521.statecounty,TN_Bloutn,TN_Blount
1331.fipstwo,f7021,f27021
2277.countytwo,Delawaire ,Delaware 
2968.countytwo,Louias ,Louisa 
799.statevalue,LI,IL
538.statecounty,G_Walker,GA_Walker
2794.fipstwo,f8365,f48365
863.countytwo,Parek ,Parke 
1746.statevalue,C,NC
1275.fipstwo,f2605,f26075
2760.countytwo,Live Oack ,Live Oak 
1079.statevalue,rKY,KY
1181.fipstwo,22123,f22123
1616.fipstwo,f30051,f30015
1953.county,Hadring ,Harding 
1867.statevalue,EN,NE
2761.statecounty,T_XLlano,TX_Llano
2001.statevalue,YN,NY
2814.fipstwo,f4405,f48405
2879.statecounty,UT_Knae,UT_Kane
2984.county,Northuberland ,Northumberland 
2420.county,Darlingotn ,Darlington 
1442.county,Dunkin ,Dunklin 
1329.fipstwo,fs27017,f27017
628.county,O'Bren ,O'Brien 
896.statevalue,S,KS
444.countytwo,Elbrt ,Elbert 
1285.statevalue,IM,MI
2899.countytwo,Allleghany ,Alleghany 
1662.countytwo,Whetland ,Wheatland 
842.countytwo,Jenings ,Jennings 
2315.countytwo,Vneango ,Venango 
394.statevalue,AG,GA
2474.county,Falk ,Faulk 
1032.statevalue,YK,KY
589.statevalue,AI,IA
2111.fipstwo,f39k115,f39115
2459.countytwo,Butt ,Butte 
788.statecounty,I_Stark,IL_Stark
3027.statevalue,AV,VA
2132.countytwo,Tuscarwas ,Tuscarawas 
207.county,King s,Kings 
68.statevalue,L,AL
2289.statevalue,AP,PA
1666.statevalue,NbC,NC
629.statecounty,IAOsceola,IA_Osceola
3224.countytwo,Linocln ,Lincoln 
2896.countytwo,Accoamck ,Accomack 
291.countytwo,offat ,Moffat 
2488.county,Kingsbur ,Kingsbury 
179.county,oconino ,Coconino 
3196.statevalue,VW,WV
1262.county,enesee ,Genesee 
1031.fipstwo,f21603,f21063
2189.county,MCurtain ,McCurtain 
1708.county,Hraywood ,Haywood 
795.county,Waushington ,Washington 
172.county,Estern District,Eastern District
2499.county,Minnehahha ,Minnehaha 
736.county,Henderon ,Henderson 
2897.countytwo,Aklbemarle ,Albemarle 
3142.county,Saywer ,Sawyer 
975.statecounty,KS_Rkiley,KS_Riley
1947.countytwo,Curr ,Curry 
983.county,Shawee ,Shawnee 
2454.statevalue,DS,SD
3094.county,Chipprewa ,Chippewa 
1473.statevalue,MiO,MO
1039.countytwo,Garrrad ,Garrard 
155.countytwo,Prairi e,Prairie 
1437.countytwo,Dalas ,Dallas 
64.statecounty,AL_Houstno,AL_Houston
1192.statecounty,MA_Middleesx,MA_Middlesex
2613.statecounty,T_XAndrews,TX_Andrews
2772.fipstwo,fb48309,f48309
2589.county,Roanme ,Roane 
2861.countytwo,Woo ,Wood 
1668.county,Ansont ,Anson 
3052.statecounty,WAClark,WA_Clark
1802.fipstwo,f38057,f38075
3144.statevalue,I,WI
601.countytwo,Henxry ,Henry 
1470.fipstwo,f2927,f29127
3185.statecounty,WjV_Mercer,WV_Mercer
662.statecounty,IDg_Bingham,ID_Bingham
1341.county,Douglasw ,Douglas 
1214.statecounty,MD_Prince Georeg's,MD_Prince George's
2297.countytwo,Mecer ,Mercer 
1180.countytwo,West Baton Rxouge ,West Baton Rouge 
2182.statevalue,KO,OK
113.countytwo,Crawofrd ,Crawford 
1957.county,LosAlamos ,Los Alamos 
923.statevalue,fKS,KS
1252.countytwo,hCarlevoix ,Charlevoix 
364.statevalue,LF,FL
1094.statevalue,eKY,KY
2049.county,Washingtn ,Washington 
2904.fipstwo,f5101g5,f51015
1130.statevalue,A,LA
1419.county,Bulter ,Butler 
775.county,Pke ,Pike 
431.statecounty,GA_Crawfodr,GA_Crawford
1716.countytwo,Jonese ,Jones 
2738.statecounty,TX_Jonbes,TX_Jones
371.statevalue,LF,FL
2875.fipstwo,f40917,f49017
906.fipstwo,f20023***,f20023
241.fipstwo,f6099,f06099
2705.fipstwo,f48817,f48187
2546.countytwo,Greeen ,Greene 
1136.county,East Baton Routge Parish,East Baton Rouge Parish
779.county,Randoluph ,Randolph 
834.statevalue,N,IN
2112.county,Morrdow ,Morrow 
2128.countytwo,helby ,Shelby 
2203.statevalue,KO,OK
1305.countytwo,Oxscoda ,Oscoda 
1793.county,Merce ,Mercer 
2619.statecounty,TXA_ustin,TX_Austin
1295.county,Monore ,Monroe 
2338.statevalue,R,PR
1934.fipstwo,f43027,f34027
1906.statecounty,NE_Wasjhington,NE_Washington
1038.countytwo,aGllatin ,Gallatin 
2836.statecounty,T_XTitus,TX_Titus
2576.countytwo,cNairy ,McNairy 
1131.statevalue,oLA,LA
1684.statecounty,NC_Cheroee,NC_Cherokee
1463.county,Lejwis ,Lewis 
319.statevalue,T,CT
1546.county,Geoge ,George 
856.statecounty,IyN_Montgomery,IN_Montgomery
1102.fipstwo,f2105,f21205
769.statecounty,LI_Morgan,IL_Morgan
2939.countytwo,Flvuanna ,Fluvanna 
2078.county,Frankln ,Franklin 
1650.fipstwo,f3083,f30083
763.fipstwo,17111,f17111
1912.fipstwo,f3f3003,f33003
3171.countytwo,Hampsihre ,Hampshire 
1058.countytwo,Kentno ,Kenton 
1272.statevalue,McI,MI
656.statevalue,AI,IA
2220.countytwo,Benuton ,Benton 
331.statevalue,LF,FL
37.statevalue,qAL,AL
1137.fipstwo,f2235,f22035
19.countytwo,Northwest Arctic Borouh,Northwest Arctic Borough
1428.statecounty,MO_Chaiton,MO_Chariton
2007.fipstwo,f36013,f36031
2192.county,Msukogee ,Muskogee 
3175.statevalue,V,WV
2399.statecounty,PR_Yauco Muincipio,PR_Yauco Municipio
2529.fipstwo,47025,f47025
2203.statecounty,OKP_ontotoc,OK_Pontotoc
851.fipstwo,f8097,f18097
341.county,Escamybia ,Escambia 
697.statevalue,uID,ID
205.statecounty,CA_Ino,CA_Inyo
702.statevalue,LI,IL
1550.statecounty,MS_Harwrison,MS_Harrison
2134.fipstwo,f3161,f39161
923.countytwo,Fodr ,Ford 
850.fipstwo,f18059,f18095
2011.statecounty,NY_rGeene,NY_Greene
1991.fipstwo,f3203n3,f32033
1420.statevalue,OM,MO
26.countytwo,Wade Hampton Censusp Area,Wade Hampton Census Area
1055.fipstwo,f2111x1,f21111
193.statevalue,AC,CA
2891.statecounty,UT_mUtah,UT_Utah
2418.county,larendon ,Clarendon 
1370.fipstwo,f27099***,f27099
1114.fipstwo,f2129,f21229
2279.statecounty,PA_Erei,PA_Erie
2599.statevalue,NT,TN
2177.statecounty,KO_Kay,OK_Kay
1021.county,Crater ,Carter 
293.countytwo,Montrse ,Montrose 
2148.statevalue,K,OK
223.county,lumas ,Plumas 
244.statevalue,AC,CA
382.statecounty,FL_Seminoel,FL_Seminole
408.county,Bullch ,Bulloch 
1302.countytwo,Ogmaw ,Ogemaw 
1463.statevalue,O,MO
2868.county,Bx Elder ,Box Elder 
1404.county,Wilikn ,Wilkin 
2111.statevalue,gOH,OH
1756.countytwo,Wsake ,Wake 
2462.county,Clarkp ,Clark 
1999.statecounty,N_YChemung,NY_Chemung
250.fipstwo,f0801,f08001
691.countytwo,Nez erce ,Nez Perce 
625.fipstwo,19135,f19135
2147.statecounty,OK_Bliane,OK_Blaine
3136.county,Pric e,Price 
2103.fipstwo,qf39099,f39099
2013.county,Herkime r,Herkimer 
2704.countytwo,iGrimes ,Grimes 
128.county,Indeepndence ,Independence 
459.statecounty,GA_Gwininett,GA_Gwinnett
2312.fipstwo,f42151,f42115
3004.statecounty,V_ARoanoke city,VA_Roanoke city
2954.county,Harrisonburg icty,Harrisonburg city
344.statecounty,F_Gadsden,FL_Gadsden
1106.statevalue,Y,KY
1994.fipstwo,36005,f36005
549.statevalue,jGA,GA
1858.statecounty,NE_Hamjilton,NE_Hamilton
2876.countytwo,Gtrand ,Grand 
609.statecounty,IA_Johsnon,IA_Johnson
2164.county,Ells ,Ellis 
1028.countytwo,Cumberlahnd ,Cumberland 
741.countytwo,Jeffaerson ,Jefferson 
2463.fipstwo,f46c027,f46027
898.county,Barbe ,Barber 
2059.statevalue,HO,OH
1602.statecounty,SM_Washington,MS_Washington
1733.statecounty,NC_Pamlioc,NC_Pamlico
2069.fipstwo,39031,f39031
1539.statevalue,aMS,MS
2368.countytwo,Manati Municpio,Manati Municipio
396.statecounty,GA_Bker,GA_Baker
389.county,Volqusia ,Volusia 
384.statevalue,wFL,FL
1428.countytwo,hariton ,Chariton 
3086.county,Adam s,Adams 
1149.statevalue,A,LA
3085.countytwo,Yakma ,Yakima 
1147.countytwo,L Salle ,La Salle 
1951.countytwo,Gran t,Grant 
1405.statevalue,vMN,MN
659.statecounty,ID_annock,ID_Bannock
2496.fipstwo,f46039,f46093
1036.statecounty,KY_Fraknlin,KY_Franklin
3032.countytwo,St. Thomas Isand,St. Thomas Island
1780.county,Fosterz ,Foster 
1850.statevalue,E,NE
2626.county,eBxar ,Bexar 
2865.statevalue,zTX,TX
1989.statevalue,VN,NV
672.county,Cadssia ,Cassia 
310.fipstwo,f01819,f08119
2719.statecounty,TX_Hdialgo,TX_Hidalgo
867.countytwo,Psey ,Posey 
2258.county,Baever ,Beaver 
622.fipstwo,1f9129,f19129
39.county,Cherokede ,Cherokee 
2169.statecounty,OK_Grer,OK_Greer
1982.countytwo,Hubmoldt ,Humboldt 
2380.countytwo,Qebradillas Municipio,Quebradillas Municipio
2252.statevalue,RO,OR
2971.countytwo,Mdison ,Madison 
1560.statevalue,MlS,MS
2412.fipstwo,f45051,f45015
204.fipstwo,f06052,f06025
1940.statecounty,J_Union,NJ_Union
1313.statecounty,MI_Shiwassee,MI_Shiawassee
56.fipstwo,f1053,f01053
1236.fipstwo,f23092,f23029
1743.statecounty,NC_Rocikngham,NC_Rockingham
1135.countytwo,De Sto ,De Soto 
1281.countytwo,Laeper ,Lapeer 
97.statecounty,AR_Arkanysas,AR_Arkansas
2174.countytwo,Jacksogn ,Jackson 
1444.county,Gascnade ,Gasconade 
2118.county,Pickawapy ,Pickaway 
2877.fipstwo,49021,f49021
1539.countytwo,Cla ,Clay 
807.fipstwo,f18090,f18009
1703.statecounty,NC_Granvillle,NC_Granville
673.statecounty,ID_Clarqk,ID_Clark
1408.county,Admair ,Adair 
1105.statecounty,K_Shelby,KY_Shelby
156.countytwo,Pulajski ,Pulaski 
653.statecounty,IA_Winnesihek,IA_Winneshiek
3081.countytwo,Whkiakum ,Wahkiakum 
1352.countytwo,Jackso ,Jackson 
2626.fipstwo,f48092,f48029
1542.county,Covingto ,Covington 
1811.county,Stutsamn ,Stutsman 
1954.fipstwo,ff35023,f35023
2495.statevalue,DS,SD
1072.statecounty,KY_Madisqon,KY_Madison
1992.statevalue,Y,NY
589.fipstwo,f91063,f19063
2657.countytwo,Csomal ,Comal 
2415.fipstwo,45021,f45021
1796.county,Nelhson ,Nelson 
1771.fipstwo,f30813,f38013
1244.countytwo,Barraga ,Baraga 
357.countytwo,Jefferon ,Jefferson 
315.county,Hatford ,Hartford 
1894.fipstwo,31153,f31153
1410.fipstwo,f20905,f29005
355.county,Indian iver ,Indian River 
3101.statevalue,I,WI
431.statevalue,AG,GA
1641.statecounty,MT_Musslshell,MT_Musselshell
2251.county,Wafsco ,Wasco 
328.statecounty,FL_dBay,FL_Bay
1003.statevalue,Y,KY
553.fipstwo,f15001***,f15001
745.statecounty,IL_Knae,IL_Kane
579.statecounty,IA_Claytno,IA_Clayton
2618.fipstwo,f4813,f48013
149.statevalue,R,AR
85.statecounty,AL_Randcolph,AL_Randolph
1665.statevalue,CN,NC
281.statecounty,CO_Kisowa,CO_Kiowa
975.fipstwo,f2161,f20161
2393.statecounty,PR_Utuado Municiipo,PR_Utuado Municipio
96.county,Winsto ,Winston 
2936.countytwo,Falls hurch city,Falls Church city
2553.statevalue,NT,TN
91.countytwo,allapoosa ,Tallapoosa 
412.statecounty,GA_aCmden,GA_Camden
1690.statecounty,N_Cumberland,NC_Cumberland
342.countytwo,Flgler ,Flagler 
3060.fipstwo,f5307,f53027
1472.fipstwo,29129,f29129
1852.statecounty,NE_arden,NE_Garden
667.fipstwo,of16021,f16021
565.countytwo,oone ,Boone 
1105.countytwo,Shelb y,Shelby 
2702.statecounty,TX_Graysobn,TX_Grayson
3061.countytwo,Islad ,Island 
721.statecounty,IL_Douglads,IL_Douglas
3049.countytwo,enton ,Benton 
1565.county,Lawrgence ,Lawrence 
1625.countytwo,Garffield ,Garfield 
900.statecounty,KS_Bouron,KS_Bourbon
2167.fipstwo,f40501,f40051
1841.fipstwo,f310f47,f31047
3073.fipstwo,53053,f53053
2675.statevalue,XT,TX
2188.statecounty,OK_McClian,OK_McClain
1198.statecounty,MD_Alluegany,MD_Allegany
2424.county,Fairfiel d,Fairfield 
2813.statevalue,TcX,TX
3031.fipstwo,f78200,f78020
2818.countytwo,Schleicehr ,Schleicher 
1775.county,nDickey ,Dickey 
503.fipstwo,f1325,f13225
2750.countytwo,L aSalle ,La Salle 
2582.fipstwo,4f7131,f47131
870.statevalue,N,IN
2366.countytwo,Loiza Mnicipio,Loiza Municipio
697.statecounty,IDg_Teton,ID_Teton
2079.statecounty,OH_Futon,OH_Fulton
675.county,Custe r,Custer 
514.countytwo,Rckdale ,Rockdale 
1581.countytwo,earl River ,Pearl River 
1822.countytwo,Blayine ,Blaine 
3107.statevalue,I,WI
870.countytwo,Randolp h,Randolph 
1.statevalue,xAK,AK
131.fipstwo,f0069,f05069
2897.statevalue,hVA,VA
1797.fipstwo,f38056,f38065
13.statevalue,AkK,AK
2512.statevalue,SuD,SD
657.statevalue,IlD,ID
986.countytwo,Smit h,Smith 
1885.county,Perkns ,Perkins 
1993.county,Alleganyo ,Allegany 
2174.fipstwo,f40u065,f40065
2557.statecounty,TNH_ickman,TN_Hickman
2610.countytwo,Wiliamson ,Williamson 
166.statevalue,RA,AR
2513.countytwo,Unoin ,Union 
963.county,Notron ,Norton 
1938.countytwo,Soemrset ,Somerset 
684.statecounty,IrD_Kootenai,ID_Kootenai
1903.statevalue,EN,NE
2536.fipstwo,f4w7039,f47039
1817.statecounty,ND_Wlliams,ND_Williams
983.statecounty,KS_Shwanee,KS_Shawnee
1132.statecounty,LA_Catahouzla,LA_Catahoula
730.countytwo,Gazllatin ,Gallatin 
2018.countytwo,Madiosn ,Madison 
798.fipstwo,f1s7195,f17195
2678.statevalue,X,TX
1952.fipstwo,f35109,f35019
774.fipstwo,fe17147,f17147
2120.county,Pordtage ,Portage 
1308.statecounty,MI_Preusque Isle,MI_Presque Isle
1351.statecounty,MN_Itasoca,MN_Itasca
2668.countytwo,Dalls ,Dallas 
2481.statecounty,SDH_arding,SD_Harding
1869.fipstwo,f3113,f31103
549.county,Wilke s,Wilkes 
2919.countytwo,Chtarlotte ,Charlotte 
1279.countytwo,Kewenaw ,Keweenaw 
1339.countytwo,Ddakota ,Dakota 
2982.fipstwo,f51s710,f51710
41.statecounty,AL_Choctwa,AL_Choctaw
2312.statevalue,AP,PA
250.countytwo,Adajms ,Adams 
648.statecounty,AI_Warren,IA_Warren
3171.statecounty,W_Hampshire,WV_Hampshire
1392.county,St. Louizs ,St. Louis 
475.fipstwo,13167,f13167
1573.statevalue,S,MS
1151.county,Livingston Pabrish,Livingston Parish
975.county,Rley ,Riley 
3137.fipstwo,55101,f55101
391.countytwo,Waltn ,Walton 
368.statevalue,L,FL
3007.statecounty,VA_Russel,VA_Russell
1288.countytwo,Mandistee ,Manistee 
35.countytwo,Bulock ,Bullock 
1345.fipstwo,f27y049,f27049
810.countytwo,Carrozll ,Carroll 
2275.fipstwo,f420m41,f42041
1203.fipstwo,f2411,f24011
1564.countytwo,auderdale ,Lauderdale 
1570.county,Lownds ,Lowndes 
