yearvalue,statevalue,county,hai,operativeprocedure,facilityid(double precision),facilityname,hospitalcategoryriskadjustment,facilitytype,procedurecount(long),infectionsreported(long),infectionspredicted(double precision)
020H1,California,hasta,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",230000010.0,Mercy MedicalC enter Redding,Acute Care Hospital,"Communtiy, >250 Beds",4,0,0.02
2002H1,California,Shasta,Surggical Site Infections (SSI),Caridac surgery,230000010.0,Mercy Medical Cdenter Redding,Acute Care Hospital,"Community, >250 Beds",20,0,0.08
20201H,California,Shasta,Surgical Siet Infections (SSI),Cesarean section,230000010.0,Mercy Medical Center Rdding,Acute Cae Hospital,"Community, >250 Beds",274,0,0.19
2020H1,California,Shasta,Surgical Site Infections (SSI),Coloin surgery,230000010.0,Mercy Medical Center Redding,Acute Care Hospital,"Cmmunity, >250 Beds",75,1,1.56
2020H1,California,Sasta,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",230000010.0,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",27,2,0.19
20201H,Californifa,Shasta,Surgiacl Site Infections (SSI),"Coronary bypass,chest incision only",230000010.0,Mercy Medical Center Reddign,Acute Care Hospital,"Community, >250 Bdes",2,0,0.02
2020H1,California,Sxhasta,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),230000010.0,Mercy Medical Center Redding,Acute Care Hosiptal,"Community, >250 Beds",111,0,0.86
2020H1,California,Shasta,Surgical Site Infections (SSI),Gallbladder surgery,230000010.0,Mercy Medical Center edding,Acute Care Hospitla,"Community, >250 Beds",73,0,0.38
2020H1,Califrnia,Sasta,Sugical Site Infections (SSI),Gastric suwrgery,230000010.0,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",20,0,0.31
202H01,California,Shasta,Surgical Site Infections (SSI),Hip prothesis,230000010.0,Mercy Medicala Center Redding,Acute Care Hospital,"Community, >250 Beds",206,0,1.32
2200H1,California,Shasta,Surgical Site Infectins (SSI),"Hysterectomy, abdominal",230000010.0,Mercy Medical Center Rdding,Acute Care Hospital,"Community, >250 Beds",60,0,0.35
20n20H1,Cxalifornia,hSasta,Surgical Site Infections (SSI),"Hysterectomy, vaginal",230000010.0,Mercy Medical Center Reddign,Acute Care Hospital,"Community, >250 Beds",13,1,0.06
2020H1,California,Shasta,Surgical Site Infections (SSI),Kidney surgeyr,230000010.0,Mecry Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",7,0,0.02
2020H1,alifornia,Shasat,Surgical Site Infections (SSI),Knee posthesis,230000010.0,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",248,0,1.13
2020H1,alifornia,Shasta,Surgical Site Infections (SSI),Laminectomy,230000010.0,Mercy Medical Center Redding,Acute Care Hospital,"Community, x>250 Beds",98,0,0.33
020H1,alifornia,Sahsta,Surgical Site Inefctions (SSI),Open reduction of fracture,230000010.0,Mercy Medical Center Redding,Acute Cre Hospital,"Community, >250 Beds",143,1,1.18
200H1,aCalifornia,Shasta,Surgical Site Infections (SSI),Ovarian surgery,230000010.0,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",18,0,0.02
2020H1,California,Shasta,Surgical Sitre Infections (SSI),Pacemaker surgery,230000010.0,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",58,0,0.11
2020H1,Californvia,hasta,Surgical Site Infections (SSI),Recutal surgery,230000010.0,Mercy Medical Cecnter Redding,Acute CareH ospital,"Communiyt, >250 Beds",4,0,0.03
2020iH1,California,Shasta,Surgical Site Infections (SSI),Small bowel surgery,230000010.0,MercyMedical Center Redding,Acute Care Hospital,"Community, >250 Beds",38,2,0.67
2002H1,California,Shasta,Surgical Site Infections (SSI),Spinal fusion,230000010.0,Mercy Medical Center Redding,Ackute Care Hospital,"Community, >250 Beds",148,1,0.86
2020H1,California,Shasta,Surgical Site Infections (SSI),Spleen surgery,230000010.0,Mercy Mednical Center Redding,Acute Care Hospital,"Combmunity, >250 Beds",8,0,0.08
20201H,California,Shasta,Surgical Site Infections (SSI),Thoracic surgery,230000010.0,Mercy Medical Center Redding,Acute Care Hospital,"Community,>250 Beds",34,0,0.09
2020H1,California,Siskiyou,Surgical Site Infections (SSI),All rocedures,230000012.0,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical Access,122,0,0.5
200H1,California,Siskyiou,Surgical Site Infections (SSI),Appendix surgery,230000012.0,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical Access,7,0,0.02
2020H1,California,Siskiyou,SurgicalSite Infections (SSI),"Bile duct, liver or pancreatic surgery",230000012.0,Mercy Medical Center Mt. Shasta,Critical Access Hospital***,Critical Access,2,0,0.02
202H01,California,Siskiou,Surgicalc Site Infections (SSI),Cesarena section,230000012.0,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical Access,11,0,0.01
2020H1,Californa,iskiyou,Surgical Site Infections (SSI),Colon surgery,230000012.0,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical Access***,3,0,0.1
20201H,California,Siskioyu,Surgical Site Infetions (SSI),Exploratory abdominal surgery (laparotomy),230000012.0,Mrcy Medical Center Mt. Shasta,Critical Accss Hospital,Critical Acceess,3,0,0.03
2002H1,California,Siskiyou,Surgical Site nIfections (SSI),Gallbladder surgery,230000012.0,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical Access,15,0,0.03
202H01,California,Siskiyou,Surgical Site Infections (SSI),Hip prosthesis,230000012.0,Mercy MedicalC enter Mt. Shasta,Critical Access Hospital,Critical Access,21,0,0.08
2020H1,Caliornia,Siskiyou,Surgical Site Infectuions (SSI),"Hysteerctomy, abdominal",230000012.0,Mercy Medical Center Mt. hasta,Critical Access Hospital,Critical Access,3,0,0.01
2020rH1,California,iskiyou,Surgical Site Infections (SSI),"Hysterectomy, vaginal",230000012.0,Mercy Medical Center Mt. Sasta,Crtical Access Hospital,Critical Access,1,0,0.0
2002H1,California,Siskiyou,Surgitcal Site Infections (SSI),Knee prosthesis,230000012.0,Mercy Medical Center Mt. Shasta,Critical Access Hspital,Critical Access***,9,0,0.02
2020H1,Californai,Siskiyou,Surxgical Site Infections (SSI),Laminectomy,230000012.0,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical iAccess,11,0,0.04
n2020H1,Caliufornia,Siskiyou,Surgical Site Infectinos (SSI),Open reduction of fracutre,230000012.0,Mercy Medical Center Mt. Shasta,Critcal Access Hospital,Critical Access,6,0,0.04
2020H1,California,Siskiyou,Surgical Site Infections (SSI),Ovarian surgery,230000012.0,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical Access,3,0,0.0
2020H1,Califoria,Siskiyou,Surgical Site Infections (SSI),Rectal sugrery,230000012.0,Meryc Medical Center Mt. Shasta,Critical Access Hospital,rCitical Access,1,0,0.02
202H01,California,Siskiyou,Surgical Site Infections (SSI),Small boewl surgery,230000012.0,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical Access,2,0,0.04
20d20H1,Califonia,Siskioyu,Surgical Site Infections (SSI),Sipnal fusion,230000012.0,MercyMedical Center Mt. Shasta,Critical Access Hospital,Critical Access,24,0,0.05
2020H1,California,Bute,Surgical Site Infections (SSI),All procedures,230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Bedms",1896,6,9.06
2002H1,Californai,Butte,Surgical Site Infections SSI),Appenix surgery,230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospkital,"Community, >250 Beds",116,1,0.24
2020H1,Californa,Butte,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",14,1,0.22
2020H1,Califorania,Butte,Surgical Site fInfections (SSI),Cardiac surgery,230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community,v >250 Beds",27,0,0.06
2020H1,California,Buttue,Surgical Site Infectionsl (SSI),Cesarean section,230000013.0,"EnloeM edical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",282,1,0.27
2020H1,Caalifornia,Bute,Surgical Site Infections (SSI),Colon surgery,230000013.0,"Enloe Medica lCenter, Esplanade",Acute Care Hospital,"Community, >250 hBeds",72,1,1.47
2020H1,California,Butte,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",230000013.0,"Enloe Medical Center, splanade",Acute Care Hospital,"Community, >250 Besd",69,0,0.41
20201H,California,Bute,Surgial Site Infections (SSI),"Coronary bypass,chest incision onlwy",230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hoaspital,"Community, >250 Beds",2,0,0.01
0220H1,Calyifornia,Butte,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),230000013.0,"Enloe Medicaxl Center, Esplanade",Acute CareHospital,"Community, >250 Beds",127,1,0.46
2020H1,Californixa,Butte***,Surgical Site oInfections (SSI),Gallbladder surgery,230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospitcal,"Cxommunity, >250 Beds",144,0,0.51
20201H,California,Butte,Surgical Site Infections (SSI),Gastric surgery,230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",112,0,0.45
2020Hn1,California,Buttbe,Surgical Site Infecions (SSI),Hip prosthesis,230000013.0,"Enloe Medical Center, Esplanade",Acute Care gHospital,"Community, >250 Beds",187,0,0.79
2020bH1,California,Butte,Surgical Site Infctions (SSI),"Hysteectomy, abdominal",230000013.0,"Enloe Medical Cener, Esplanade",Acute Care Hospital,"Community, >250 Beds",26,0,0.21
2020H1,Caldifornia,Butte,Surgical Site Infections (SSI),"Hysterectomy, vaginal",230000013.0,"Enloe Medical Center, Esplanade",Acute Cuare Hospital,"Community, >250 Beds",3,0,0.01
2c020H1,California,utte,Surgical Site Infections (SSI),Kidney surgery,230000013.0,"Enloe Medical Center, Esplanade",AcuteC are Hospital,"Community, >250 Beds",11,0,0.04
2x020H1,California,Btute,Surgical Site Infections (SSI),Knee prostesis,230000013.0,"Enloe Medical Ceter, Esplanade",Acute Care Hospital,"Community, >520 Beds",202,0,0.66
2e020H1,California,Butte,Surgical Site Infections (SSI),Laminecetomy,230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hopital,"Commnity, >250 Beds",74,0,0.23
2020H1,California,Butte,Surgical Site Infections (SSI),Open reduction of fracture,230000013.0,"Enloe Medical Cnter, Esplanade",Acute Care Hospital,"Community, >250 Beds",141,1,1.17
2020H1,California,Butte,Surgical SiteInfections (SSI),Ovarian surgery,230000013.0,"Enloe Medical Center, Esplnade",Acute Care Hospital,"Communit, >250 Beds",25,0,0.02
2020H1,alifornia,Butgte,Surgical Site Ionfections (SSI),Pacemaker surgery,230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250B eds",38,0,0.07
202H1,California,Butte,Surgical Site Infections (SSI),Rectal surgery,230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",22,0,0.14
2020bH1,Caplifornia,Butte,Surgical Site Infections (SSI),Small bowe lsurgery,230000013.0,"Enlowe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",43,0,0.78
2020H1,Caliofrnia,Butte***,Surgical Site Infectiwons (SSI),Spinal fusion,230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >205 Beds",80,0,0.67
20201H,Califuornia,Bute,Surgical Site Infections (SSI),Spleen surgpery,230000013.0,"Enloe Medical Center, Esplanade",Acutle Care Hospital,"Community, >250 Beds",5,0,0.03
2020H1,California,utte,Surgical Site Infections (SSI),Thoracic srgery,230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",74,0,0.15
200H1,Calsifornia,Butet,Surgical Site Infections (SSI),All procedures,230000014.0,roville Hospital,Acute Care Hospital,"Community, 125-50 Beds",295,0,1.98
2020H1,California,Butte,Surgical Site Inefctions (SSI),Appendix surgery,230000014.0,Orovill eHospital,Acute Care Hospital,"Community, 125-250 Beds",17,0,0.05
20201H,Califorqnia,Butte,Surgical Site Infections (SSI),Cesaean section,230000014.0,Oroville Hospital,Acute Care Hospital,"Community, 125-250 Beds",73,0,0.12
2020H1,Californpia,Butte,SurgicalSite Infections (SSI),Colon surgery,230000014.0,Orville Hospital,Acue Care Hospital,"Commnuity, 125-250 Beds",21,0,0.67
2020H1,Califorqnia,Buqtte,Surgical Site Infetcions (SSI),Exploratory abdominal surgery (laparotomy),230000014.0,Oroville Hospital,Actue Care Hospital,"Community, 125-250 Beds",24,0,0.18
2020H1,California,Butte,Surgical Site Infections (SSI),Gallbladder surgery,230000014.0,Oroville oHspital,Acute Care Hospital,"Community, 125-25u0 Beds",51,0,0.16
20u20H1,California,Butte,Sgurgical Site Infections (SSI),Hip prosthesis,230000014.0,Oroville Hospital,Acute Care Hospital,"Community, 125-250B eds",17,0,0.19
2020H1,California,Butte,Surgical Site Infections (SSI),"Hysterectomy, abdominal",230000014.0,Oroville Hospital,Acute Care Hopsital,"Communit, 125-250 Beds",8,0,0.05
202H1,alifornia,Buttce,Surgical Site Infections (SSI),"Hysterectomy ,vaginal",230000014.0,Oroville Hospital,Acute Care Hospiatl,"Community, 125-250 Beds",1,0,0.0
2020H1,aClifornia,Butte,Surgical Site Infections (SSI),Kidney seurgery,230000014.0,Oroville Hospital,Acute Care Hospital,"Cmomunity, 125-250 Beds",5,0,0.02
2020H1,California,Butte,Surgical Site Infections (SSI),Knee prostvhesis,230000014.0,Oroville Hospital,Acute Care Hospital,"Community, 25-250 Beds",10,0,0.06
202H1,alifornia,Butte,Surgical Site Infections (SSI),Open reduction of fracture,230000014.0,Oroivlle Hospital,Acute Care Hospital,"Community, 125-250 Beds",60,0,0.45
2200H1,California,Butte,Surgical Site Infections (SSI),Ovarain surgery,230000014.0,Oroville Hospital,Acute Care Hospital,"Community, 125-250 Besd",3,0,0.0
0220H1,California,uBtte,Surgical Site Infections (SS),Smanll bowel surgery,230000014.0,Oroville Hospital,Acute Care Hospital,"Community, 125-250 Bds",2,0,0.04
20201H,Califrnia,Butte***,Surgical Site Infections (SSI),Thoracic surgery,230000014.0,Oroville Hospital,Acute are Hospital,"Community, 125-250 Beds",3,0,0.01
2020H1,Calilfornia,Plumas,Sugical Site Infections (SSI),All procedrues,230000015.0,Plumas District Hospital,Critical Access Hospital,Criitcal Access,15,0,0.09
2020H1,Califoria,Plumas,Surigcal Site Infections (SSI),Appendix srugery,230000015.0,Plumas District Hospital,Critical Aqccess Hospital,Critical Access,4,0,0.02
2020H1,California,Plumas,Surgical Site Infections (SSI),Cesarean section,230000015.0,Plumas District Hospital,Critical Access Hospital,Critical Access,5,0,0.01
20201H,Califoria,Plumas,Surgical Site Infections (SSI),Colon surgery,230000015.0,Plumas District Hospital,Critical Access Hopital,Critical hAccess,2,0,0.03
200H1,Caliofrnia,Plumas,Suargical Site Infections (SSI),Gallbladder surgery,230000015.0,lPumas District Hospital,Critical Access Hosptial,Critical Access,2,0,0.01
2020H1,California,Plmas,Surgical Site Infections (SSI),"Hysterectomy, abdominal",230000015.0,Plumas District Hospital,Critical Access Hospiatl,Criticawl Access,1,0,0.0
2020H1,California,Plumas,Surgical Site Infections (SSI),Small bowel surgery,230000015.0,Plumas Disrtict Hospital,Critical Access Hospital,Critical Access,1,0,0.02
2020H1,California,Shasta,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,230000016.0,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
202H1,California,Shpasta,Surgical Site Infections (SSI),All procedures,230000016.0,Shasta Regional edical Center,Acute Care Hospital,"Community, 125-250 Beds",634,6,3.93
2020H1,California,hasta,Surgical Site Infections (SS),Appmendix surgery,230000016.0,Shasta Rebgional Medical Center,Aute Care Hospital,"Community, 125-250 Beds",24,1,0.06
2020H1,California,Shastya,Surgical Site Infections (SSI),"Bile duct, liver orp ancreatic surgery",230000016.0,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.05
20201H,California,Shasta,Surgical Site Infections (SSI),Cardiac surgery,230000016.0,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",18,0,0.05
2020wH1,alifornia,Shasta,Surgical Site Infections (SSI),Colon surgerxy,230000016.0,Shasta Regional Medical Cnter,Acute Care Hospital,"Community, 125-250 Beds",54,2,1.19
2020H1,California,Shasta,Surgical Site Infections (hSSI),"Coronary bypass,chest and dnor incisions",230000016.0,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",41,0,0.18
2020H1,California,Shasta,Surgical Site Infections (SSI),"Coroniary bypass,chest incision only",230000016.0,Shasta Regional Medicmal Center,Acute Care Hopsital,"Community, 125-250 Beds",5,0,0.01
020H1,Californai,Sthasta,Surgical Site Infectiosn (SSI),Exploratory abdominal surgery (lapaortomy),230000016.0,Shsata Regional Medical Center,Acuten Care Hospital,"Community, 125-250 Beds",86,0,0.44
2020H1,Caifornia,Shasta,Surgical Site Infections (SSI),Gallbladdre surgery,230000016.0,Shasta Regional Medical enter,Acute Care Hospital,"Community, 125-250Beds",60,0,0.12
2020H1,Californa,hSasta,Surgical Site Infections (SSI),Gastric surgery,230000016.0,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-25 Beds",15,1,0.26
2020H1,Califronia,Shascta,Surgical Site Infections (SSI),Hip proshesis,230000016.0,Shasta Regional Medcial Center,Acute Care Hospital,"Community, 125-250 Bteds",65,2,0.36
2020H1,California,Shasta,Surgical Site Infcetions (SSI),"Hysterectomy, abdmoinal",230000016.0,Shasta Regional Medical Center,Acute Careq Hospital,"Community, 125-250 Bes",17,0,0.1
2020H1,California,Shasta,Suzrgical Site Infections (SSI),"Hysterectomy, vagnal",230000016.0,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-v250 Beds",1,0,0.0
202f0H1,California,Shasta,Surgical Site Infections (SSI),Kidney surgery,230000016.0,Shasta Regional hMedical Center,Acute Care Hospital,"Community, 15-250 Beds",7,0,0.02
2020H1,California,Shasat,Surgical Site Infections (SSI),Knee prosthesis,230000016.0,Shata Regional Medical Center,Acute Care xHospital,"Communitdy, 125-250 Beds",76,0,0.29
202H1,Califrnia,Shasta,Surgical Site Infehctions (SSI),Laminectomy,230000016.0,Shasta Regional MedicalC enter,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.02
2020H1,Califonia,Shasta,Surgical Site Infections (SSI),Open reduction of fracture,230000016.0,Shasta Regional Medical Center,Acute Care Hosital,"Community, 125-250 Bdes",37,0,0.16
2020H1,California,Shasta,Surgical Site Infections (SSI),Ovaria nsurgery,230000016.0,Shastva Regional Medical Center,cAute Care Hospital,"Community, 15-250 Beds",10,0,0.01
020H1,alifornia,Shasta,Surgical Site Infections (SSI),Pacemaker surgery,230000016.0,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",36,0,0.07
202s0H1,California,Shaskta,Surgical Site Infections (SSI),Rectal surgery,230000016.0,Shastta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.02
2020H1,California,Shasta,Susrgical Site Infections (SSI),Small bowel surgery,230000016.0,Shasta Regional Medical Center,Acute Caire Hospital,"Community, 125-250 Beds",22,0,0.38
200H1,California,hasta,Surgical Site Infectionjs (SSI),Spinal fusion,230000016.0,Shasta Regional Medical Center,Acute gCare Hospital,"Community, 125-205 Beds",4,0,0.02
2020H1,aClifornia,Shasta,Surgial Site Infections (SSI),Spleen surgery,230000016.0,Shasta Regional Medical Center,Acute Cazre Hospital,"Community, 125-250 Beds",3,0,0.01
2j020H1,California,Shasta,Surgical Site Infections (SSI),Thoracic surgery,230000016.0,Shasta kRegional Medical Center,Acute Care Hospital,"Communit,y 125-250 Beds",44,0,0.11
2020H1,Califronia,Siskiyou,Surgical Site Infections (SSI),All porcedures,230000019.0,Fairchild Medical Center,Critical Access Hospital,Critical Access,155,2,0.76
020H1,alifornia,kSiskiyou,Surgical Site Infections (SSI),Appendix surgery,230000019.0,Fairchlid Medical Center,Critical Access Hospital,Critical Access,15,2,0.05
2020H1,Califorina,Sizskiyou,Surgical Site Iwnfections (SSI),Cesarean section,230000019.0,Fairchild Medical Center,Critical Access Hospital,Critica Access,26,0,0.03
2020H1,California,Siskiyou,Surgical Sit eInfections (SSI),Colon surgnery,230000019.0,Fairchild Medical Center,ritical Access Hospital,Critical Access,6,0,0.11
2020H1,California,Siskiyou,Surgical Site Infections (SSI),Exploratory akbdominal surgery (laparotomy),230000019.0,Fairchild Medical Center,Critical Accses Hospital,Critical ccess,2,0,0.01
2020H1,Caxlifornia,Siskiyou,Surgical Site Infections (SSI),Gallbladder surgery,230000019.0,Fairchild Medical Center,Critical Acces Hospital,Critical Acess,17,0,0.03
2020H1,California,Siskiyou,Surgical Site Infhections (SSI),Gastric surgery,230000019.0,Fairchild Medical Center,Criticaml Access Hospital,Critical Access,1,0,0.02
2020H1,aClifornia,Siskiyou,Surgical Site Infections (SSI),Hip proshtesis,230000019.0,Fairchild Medical Center,Critical Access Hospitl,Critical Access,18,0,0.13
2020H1,alifornia,Siskiyou,Surgical Site Infections (SI),"Hysterctomy, abdominal",230000019.0,Fairchild Medical Center,fCritical Access Hospital,Critical eAccess,7,0,0.04
2020H1,California,Sisikyou,Surgical Site Infecitons (SSI),"Hsterectomy, vaginal",230000019.0,Fairchild Medical Center,Critical Access Hospital,CriticalA ccess,19,0,0.08
2020H1,California,Siskiyou,Surgical Sit eInfections (SSI),Knee prothesis,230000019.0,Fairchild Medical Center,rCitical Access Hospital,Critical Acces,21,0,0.06
2200H1,California,Siskiyou,Surgical Site Infections (SSI),Open reudction of fracture,230000019.0,Fiarchild Medical Center,Crihtical Access Hospital,Cirtical Access,14,0,0.11
2b020H1,Caliornia,Siskiyou,Surgical Site Infections (SSI),Ovarian surgery,230000019.0,FairchildMedical Center,Critical Access Hopital,Critical Acess,4,0,0.01
2020H1,Caliifornia,Siskiyou,Surgical Site Infections (SSI),Small bowel surgery,230000019.0,Fairchild Medical Center,Critical Access Hospital,Critical Accss,5,0,0.1
2020H1,California,Tehaam,Surgical Site Infections (SSI),All procedures,230000020.0,St. Elizabeth Community Hospital,Acute Care Hospital,Major Tecahing,325,1,1.93
2020H1,California,qTehama,Surgica Site Infections (SSI),Appendix surgery,230000020.0,St. Elizabeth wCommunity Hospital,Acute Care Hospital,Major Teaching,29,0,0.09
20201H,California,Tehama,Surgical Site Infectidons (SSI),"Bile duct, liver or pancreatic surgery",230000020.0,St. Elizabeth Community Hospitla,Acute Care Hospital,Major Teaching,5,0,0.05
2020H1,California,Tehama,Surgical Site Infections (SSI),Cesarean section,230000020.0,St. Elizabeth Community Hospital,Acute Care Hospital,Mbajor Teaching,61,0,0.23
20201H,Califronia,Tehama,Surgical Site Infections (SSI),Colon surgery,230000020.0,St. Elizabetha Community Hospital,Aute Care Hospital,Majo rTeaching,14,0,0.33
2020Hz1,Caliyfornia,Tehama,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),230000020.0,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teaching,21,0,0.08
2c020H1,Californa,Teahma,Surgical Site Infections (SSI),Gallbladder surgery,230000020.0,St. Elizabeth Community Hspital,Aute Care Hospital,Major Teaching,54,1,0.17
2020H1,Califrnia,Tehama,Surgical Site Infections (SSI),Gastric surgeyr,230000020.0,St. Elizabeth Community Hospital,Acute Care Hospital,Majorg Teaching,1,0,0.02
202e0H1,Califoria,Tehama,Surgical Site Infections (SSI),Hip prosthesis,230000020.0,St. Ezlizabeth Community Hospital,Acute Care Hospital,Major eTaching,26,0,0.28
200H1,Califorcnia,Tehamka,Surgical Site Infections (SSI),"Hysterectomy, abdominal",230000020.0,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teackhing,28,0,0.17
2002H1,California,Tehama,urgical Site Infections (SSI),"Hysterectomy, vaginal",230000020.0,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teaching,6,0,0.04
202H01,Califorina,Teahma,Surgical Site Infections (SSI),Knee prosthesis,230000020.0,St. Elizabeth Community Hospital,Acute Care Hospial,Major Teaching,17,0,0.08
2020H1,California,Tehama,Surgical Site Infections (SSI),Open reduction of fracture,230000020.0,St. Elizabeth Cmmunity Hospital,Acute Care Hospital,Major Teaching,27,0,0.16
2020H1,California,Tehama,Surgical Site Infections (SSkI),Ovarian surgery,230000020.0,St. Elizabeth Community Hospital,Actue Care Hospital,Major Teaching,25,0,0.02
2020H1,California,Tehaa,Surgical Site Infections (SSI),Rectal surgery,230000020.0,St. Elizabeth Community kHospital,Acute CareH ospital,Major Teaching,2,0,0.04
2020H1,Californioa,Tehhama,Surgical Site Infections (SSI),Small bowel surgery,230000020.0,St. Elizabeth Community Hospital,Acute Care Hosiptal,Major Teaching,9,0,0.17
202H01,California,Yuba,Surgical Site Infections (SSI),Abdominal aoric aneurysm repair,230000261.0,Adventits Health and Rideout,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,Yuba,Surgical Site Infections (SSI),All procedures,230000261.0,Adventist Health and Rideout,Acute aCre Hospital,"Community, 125-250 Beds",1051,6,5.68
2020H1,alifornia,Yuba,Surgical Site Infecitons (SSI),Appendix surgery,230000261.0,Adventist Health and Rideout,AcuteC are Hospital,"Community, 125-250Beds",60,0,0.21
2020H1,Califcornia,Yuba,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",230000261.0,Adventist Healt hand Rideout,Acute Care Hospital,"Community, 125-250 Beds",50,0,0.34
v2020H1,California,Yuba,Surgical Site Infections (SSI),Cardiac surgery,230000261.0,Adventist Health and Rideout,Acute Care Hospital,"Community, 125-20 Beds",28,0,0.08
2020H1,aClifornia,Yuba,Surgical Site Infections (SSI),Cesarean section,230000261.0,dAventist Health and Rideout,Acute Care Hospital,"Communit, 125-250 Beds",244,0,0.16
2020H1,California,Yuba,Surgical Sit Infections (SSI),Colon surgery,230000261.0,AdventistH ealth and Rideout,Acute Care Hospital,"Community, 12o5-250 Beds",39,2,0.88
20201H,alifornia,Ybua,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",230000261.0,Adventist Health and Rideout,Acute Care Hospital,"Community, 125-250 Beds",33,0,0.21
2020H1,Califoria,Yuba,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",230000261.0,Adventist Health and Rideout,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01
2020H1,California,Yuab,Surgical Site Infections (SSI),Exploratory abdominal surgery (lapaotomy),230000261.0,Adventist Health and Rideout,Acute Care Hospital,"Community ,125-250 Beds",69,0,0.56
2020H1,California,Yua,Surgical Site Infections (SSI),Gallbladderp surgery,230000261.0,Adventist Heath and Rideout,Acuet Care Hospital,"Communiyt, 125-250 Beds",111,0,0.43
d2020H1,California,Yuba,Surgical Site Infections (SSI),Gastric surgery,230000261.0,Adventit Health and Rideout,Acute Care Hospital,"Community, 125-250 Beds",55,0,0.41
2020H1,Californai,Yfuba,Surgical Site Infections (SSI),Hip prosthesis,230000261.0,Adventist Health and Riedout,Acute Care Hospital,"Community, 125-250 Beds",37,1,0.27
2020H1,California,Yuboa,Surgical Site Infections (ScSI),"Hysterectomy, abdominval",230000261.0,Adventist Halth and Rideout,Acute Care Hospital,"Community, 125-2y50 Beds",22,0,0.12
2020H1,California,iYuba,Surgical Site Infections (SSI)***,"Hysterectomy, vaignal",230000261.0,Adventist Health and Rideout,Acute Care Hosptital,"Community, 125-250 Beds",2,0,0.01
2t020H1,California,Yuba,Surgical Site Infections (SSI),Kidney surgeyr,230000261.0,Adventist Health and Rideout,Acute Cae Hospital,"Community ,125-250 Beds",8,0,0.03
