year,state,county,hai,operative_procedure,facility_id,facility_name,hospital_category_risk_adjustment,facility_type,procedure_count,infections_reported,infections_predicted
2020H1,California,Contra Costa,Surgical Site Infections (SSI),All procedures,140000187.0,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,57,0,0.45
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Appendix surgery,140000187.0,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,24,0,0.16
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Cardiac surgery,140000187.0,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Colon surgery,140000187.0,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,2,0,0.02
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000187.0,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,7,0,0.05
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Gallbladder surgery,140000187.0,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Laminectomy,140000187.0,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Open reduction of fracture,140000187.0,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,8,0,0.02
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Small bowel surgery,140000187.0,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,3,0,0.08
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Spinal fusion,140000187.0,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,7,0,0.08
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Thoracic surgery,140000187.0,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,2,0,0.03
2020H1,California,Alameda,Surgical Site Infections (SSI),All procedures,140000188.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,128,0,0.69
2020H1,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,140000188.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,35,0,0.19
2020H1,California,Alameda,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",140000188.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,6,0,0.05
2020H1,California,Alameda,Surgical Site Infections (SSI),Cardiac surgery,140000188.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,3,0,0.02
2020H1,California,Alameda,Surgical Site Infections (SSI),Colon surgery,140000188.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,6,0,0.08
2020H1,California,Alameda,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000188.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,9,0,0.03
2020H1,California,Alameda,Surgical Site Infections (SSI),Gallbladder surgery,140000188.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,6,0,0.0
2020H1,California,Alameda,Surgical Site Infections (SSI),Hip prosthesis,140000188.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),Laminectomy,140000188.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,7,0,0.05
2020H1,California,Alameda,Surgical Site Infections (SSI),Open reduction of fracture,140000188.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,7,0,0.03
2020H1,California,Alameda,Surgical Site Infections (SSI),Rectal surgery,140000188.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,3,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),Small bowel surgery,140000188.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,7,0,0.04
2020H1,California,Alameda,Surgical Site Infections (SSI),Spinal fusion,140000188.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,23,0,0.17
2020H1,California,Alameda,Surgical Site Infections (SSI),Thoracic surgery,140000188.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,14,0,0.01
2020H1,California,Contra Costa,Surgical Site Infections (SSI),All procedures,140000190.0,"Kaiser Foundation Hospital, Walnut Creek",Acute Care Hospital,"Community, 125-250 Beds",19,0,0.07
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Appendix surgery,140000190.0,"Kaiser Foundation Hospital, Walnut Creek",Acute Care Hospital,"Community, 125-250 Beds",15,0,0.07
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000190.0,"Kaiser Foundation Hospital, Walnut Creek",Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Gallbladder surgery,140000190.0,"Kaiser Foundation Hospital, Walnut Creek",Acute Care Hospital,"Community, 125-250 Beds",2,0,0.0
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Open reduction of fracture,140000190.0,"Kaiser Foundation Hospital, Walnut Creek",Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Contra Costa,Surgical Site Infections (SSI),All procedures,140000195.0,Contra Costa Regional Medical Center,Acute Care Hospital,Major Teaching,9,0,0.02
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Appendix surgery,140000195.0,Contra Costa Regional Medical Center,Acute Care Hospital,Major Teaching,4,0,0.01
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Cesarean section,140000195.0,Contra Costa Regional Medical Center,Acute Care Hospital,Major Teaching,4,0,0.01
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000195.0,Contra Costa Regional Medical Center,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Contra Costa,Surgical Site Infections (SSI),All procedures,140000196.0,"John Muir Medical Center, Concord Campus",Acute Care Hospital,Major Teaching,2,0,0.0
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Appendix surgery,140000196.0,"John Muir Medical Center, Concord Campus",Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Thoracic surgery,140000196.0,"John Muir Medical Center, Concord Campus",Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Contra Costa,Surgical Site Infections (SSI),All procedures,140000704.0,San Ramon Regional Medical Center,Acute Care Hospital,"Community, <125 Beds",6,0,0.01
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Appendix surgery,140000704.0,San Ramon Regional Medical Center,Acute Care Hospital,"Community, <125 Beds",5,0,0.0
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Laminectomy,140000704.0,San Ramon Regional Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),All procedures,140000797.0,Stanford Health Care - ValleyCare,Acute Care Hospital,"Community, 125-250 Beds",10,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,140000797.0,Stanford Health Care - ValleyCare,Acute Care Hospital,"Community, 125-250 Beds",9,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),Cesarean section,140000797.0,Stanford Health Care - ValleyCare,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Alameda,Surgical Site Infections (SSI),All procedures,140001086.0,"Kaiser Foundation Hospital, Fremont",Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,140001086.0,"Kaiser Foundation Hospital, Fremont",Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Sonoma,Surgical Site Infections (SSI),All procedures,140001268.0,Providence Santa Rosa Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",26,0,0.13
2020H1,California,Sonoma,Surgical Site Infections (SSI),Appendix surgery,140001268.0,Providence Santa Rosa Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",16,0,0.08
2020H1,California,Sonoma,Surgical Site Infections (SSI),Laminectomy,140001268.0,Providence Santa Rosa Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0.01
2020H1,California,Sonoma,Surgical Site Infections (SSI),Open reduction of fracture,140001268.0,Providence Santa Rosa Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",8,0,0.01
2020H1,California,Sonoma,Surgical Site Infections (SSI),Thoracic surgery,140001268.0,Providence Santa Rosa Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0.03
2020H1,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000008.0,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospital,Major Teaching,16,0,0.12
2020H1,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000008.0,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospital,Major Teaching,10,0,0.07
2020H1,California,San Francisco,Surgical Site Infections (SSI),Colon surgery,220000008.0,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospital,Major Teaching,2,0,0.04
2020H1,California,San Francisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000008.0,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,San Francisco,Surgical Site Infections (SSI),Open reduction of fracture,220000008.0,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,San Francisco,Surgical Site Infections (SSI),Small bowel surgery,220000008.0,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,San Mateo,Surgical Site Infections (SSI),All procedures,220000009.0,"Kaiser Foundation Hospital, South San Francisco",Acute Care Hospital,"Community, <125 Beds",3,0,0.0
2020H1,California,San Mateo,Surgical Site Infections (SSI),Appendix surgery,220000009.0,"Kaiser Foundation Hospital, South San Francisco",Acute Care Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,San Mateo,Surgical Site Infections (SSI),Open reduction of fracture,220000009.0,"Kaiser Foundation Hospital, South San Francisco",Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,San Mateo,Surgical Site Infections (SSI),All procedures,220000010.0,"Kaiser Foundation Hospital, Redwood City",Acute Care Hospital,Major Teaching,5,0,0.01
2020H1,California,San Mateo,Surgical Site Infections (SSI),Appendix surgery,220000010.0,"Kaiser Foundation Hospital, Redwood City",Acute Care Hospital,Major Teaching,4,0,0.01
2020H1,California,San Mateo,Surgical Site Infections (SSI),Gallbladder surgery,220000010.0,"Kaiser Foundation Hospital, Redwood City",Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,San Mateo,Surgical Site Infections (SSI),All procedures,220000017.0,Mills-Peninsula Medical Center,Acute Care Hospital,"Community, 125-250 Beds",11,0,0.05
2020H1,California,San Mateo,Surgical Site Infections (SSI),Appendix surgery,220000017.0,Mills-Peninsula Medical Center,Acute Care Hospital,"Community, 125-250 Beds",10,0,0.04
2020H1,California,San Mateo,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000017.0,Mills-Peninsula Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000019.0,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,Major Teaching,14,0,0.07
2020H1,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000019.0,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,Major Teaching,6,0,0.05
2020H1,California,San Francisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000019.0,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,San Francisco,Surgical Site Infections (SSI),Gallbladder surgery,220000019.0,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,Major Teaching,2,0,0.0
2020H1,California,San Francisco,Surgical Site Infections (SSI),Open reduction of fracture,220000019.0,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,Major Teaching,5,0,0.02
2020H1,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000022.0,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,49,0,0.33
2020H1,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000022.0,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,32,0,0.2
2020H1,California,San Francisco,Surgical Site Infections (SSI),Cesarean section,220000022.0,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,1,0,0.02
2020H1,California,San Francisco,Surgical Site Infections (SSI),Colon surgery,220000022.0,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,2,0,0.03
2020H1,California,San Francisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000022.0,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,6,0,0.02
2020H1,California,San Francisco,Surgical Site Infections (SSI),Gallbladder surgery,220000022.0,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,2,0,0.0
2020H1,California,San Francisco,Surgical Site Infections (SSI),Open reduction of fracture,220000022.0,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,San Francisco,Surgical Site Infections (SSI),Small bowel surgery,220000022.0,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,5,0,0.06
2020H1,California,San Mateo,Surgical Site Infections (SSI),All procedures,220000025.0,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,San Mateo,Surgical Site Infections (SSI),Appendix surgery,220000025.0,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,San Mateo,Surgical Site Infections (SSI),All procedures,220000026.0,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,San Mateo,Surgical Site Infections (SSI),Appendix surgery,220000026.0,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,Lassen,Surgical Site Infections (SSI),All procedures,230000008.0,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,3,0,0.0
2020H1,California,Lassen,Surgical Site Infections (SSI),Appendix surgery,230000008.0,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,3,0,0.0
2020H1,California,Shasta,Surgical Site Infections (SSI),All procedures,230000010.0,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",19,0,0.05
2020H1,California,Shasta,Surgical Site Infections (SSI),Appendix surgery,230000010.0,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",14,0,0.04
2020H1,California,Shasta,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),230000010.0,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Shasta,Surgical Site Infections (SSI),Open reduction of fracture,230000010.0,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",4,0,0.01
2020H1,California,Siskiyou,Surgical Site Infections (SSI),All procedures,230000012.0,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical Access,2,0,0.0
2020H1,California,Siskiyou,Surgical Site Infections (SSI),Appendix surgery,230000012.0,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical Access,1,0,0.0
2020H1,California,Siskiyou,Surgical Site Infections (SSI),Open reduction of fracture,230000012.0,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical Access,1,0,0.0
2020H1,California,Butte,Surgical Site Infections (SSI),All procedures,230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",35,0,0.13
2020H1,California,Butte,Surgical Site Infections (SSI),Appendix surgery,230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",28,0,0.09
2020H1,California,Butte,Surgical Site Infections (SSI),Colon surgery,230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",1,0,0.02
2020H1,California,Butte,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2020H1,California,Butte,Surgical Site Infections (SSI),Gallbladder surgery,230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Butte,Surgical Site Infections (SSI),Small bowel surgery,230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",1,0,0.01
2020H1,California,Butte,Surgical Site Infections (SSI),Spinal fusion,230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",1,0,0.01
2020H1,California,Butte,Surgical Site Infections (SSI),Thoracic surgery,230000013.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Butte,Surgical Site Infections (SSI),All procedures,230000014.0,Oroville Hospital,Acute Care Hospital,"Community, 125-250 Beds",18,0,0.04
2020H1,California,Butte,Surgical Site Infections (SSI),Appendix surgery,230000014.0,Oroville Hospital,Acute Care Hospital,"Community, 125-250 Beds",11,0,0.02
2020H1,California,Butte,Surgical Site Infections (SSI),Cesarean section,230000014.0,Oroville Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Butte,Surgical Site Infections (SSI),Gallbladder surgery,230000014.0,Oroville Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.0
2020H1,California,Butte,Surgical Site Infections (SSI),Open reduction of fracture,230000014.0,Oroville Hospital,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.02
2020H1,California,Plumas,Surgical Site Infections (SSI),All procedures,230000015.0,Plumas District Hospital,Critical Access Hospital,Critical Access,1,0,0.0
2020H1,California,Plumas,Surgical Site Infections (SSI),Appendix surgery,230000015.0,Plumas District Hospital,Critical Access Hospital,Critical Access,1,0,0.0
2020H1,California,Shasta,Surgical Site Infections (SSI),All procedures,230000016.0,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",7,0,0.04
2020H1,California,Shasta,Surgical Site Infections (SSI),Appendix surgery,230000016.0,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.01
2020H1,California,Shasta,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),230000016.0,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.03
2020H1,California,Shasta,Surgical Site Infections (SSI),Open reduction of fracture,230000016.0,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.0
2020H1,California,Siskiyou,Surgical Site Infections (SSI),All procedures,230000019.0,Fairchild Medical Center,Critical Access Hospital,Critical Access,5,0,0.01
2020H1,California,Siskiyou,Surgical Site Infections (SSI),Appendix surgery,230000019.0,Fairchild Medical Center,Critical Access Hospital,Critical Access,3,0,0.0
2020H1,California,Siskiyou,Surgical Site Infections (SSI),Cesarean section,230000019.0,Fairchild Medical Center,Critical Access Hospital,Critical Access,1,0,0.0
2020H1,California,Siskiyou,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),230000019.0,Fairchild Medical Center,Critical Access Hospital,Critical Access,1,0,0.0
2020H1,California,Tehama,Surgical Site Infections (SSI),All procedures,230000020.0,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teaching,10,0,0.03
2020H1,California,Tehama,Surgical Site Infections (SSI),Appendix surgery,230000020.0,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teaching,8,0,0.01
2020H1,California,Tehama,Surgical Site Infections (SSI),Cesarean section,230000020.0,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teaching,1,0,0.02
2020H1,California,Tehama,Surgical Site Infections (SSI),Gallbladder surgery,230000020.0,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Yuba,Surgical Site Infections (SSI),All procedures,230000261.0,Adventist Health and Rideout,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Yuba,Surgical Site Infections (SSI),Open reduction of fracture,230000261.0,Adventist Health and Rideout,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Nevada,Surgical Site Infections (SSI),All procedures,230000262.0,Sierra Nevada Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,Nevada,Surgical Site Infections (SSI),Appendix surgery,230000262.0,Sierra Nevada Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Nevada,Surgical Site Infections (SSI),Rectal surgery,230000262.0,Sierra Nevada Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Nevada,Surgical Site Infections (SSI),All procedures,230000265.0,Tahoe Forest Hospital,Critical Access Hospital,Critical Access,16,0,0.02
2020H1,California,Nevada,Surgical Site Infections (SSI),Appendix surgery,230000265.0,Tahoe Forest Hospital,Critical Access Hospital,Critical Access,8,0,0.01
2020H1,California,Nevada,Surgical Site Infections (SSI),Cesarean section,230000265.0,Tahoe Forest Hospital,Critical Access Hospital,Critical Access,1,0,0.0
2020H1,California,Nevada,Surgical Site Infections (SSI),Open reduction of fracture,230000265.0,Tahoe Forest Hospital,Critical Access Hospital,Critical Access,7,0,0.01
2020H1,California,San Bernardino,Surgical Site Infections (SSI),All procedures,240000001.0,Barstow Community Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,240000001.0,Barstow Community Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,San Bernardino,Surgical Site Infections (SSI),All procedures,240000003.0,Chino Valley Medical Center,Acute Care Hospital,"Community, <125 Beds",9,0,0.01
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,240000003.0,Chino Valley Medical Center,Acute Care Hospital,"Community, <125 Beds",9,0,0.01
2020H1,California,Mono,Surgical Site Infections (SSI),All procedures,240000005.0,Mammoth Hospital,Critical Access Hospital,Critical Access,9,0,0.02
2020H1,California,Mono,Surgical Site Infections (SSI),Appendix surgery,240000005.0,Mammoth Hospital,Critical Access Hospital,Critical Access,3,0,0.0
2020H1,California,Mono,Surgical Site Infections (SSI),Open reduction of fracture,240000005.0,Mammoth Hospital,Critical Access Hospital,Critical Access,6,0,0.01
2020H1,California,San Bernardino,Surgical Site Infections (SSI),All procedures,240000009.0,Montclair Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,240000009.0,Montclair Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Gallbladder surgery,240000009.0,Montclair Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,San Bernardino,Surgical Site Infections (SSI),All procedures,240000014.0,Hi-Desert Medical Center,Acute Care Hospital,"Community, <125 Beds",5,0,0.01
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,240000014.0,Hi-Desert Medical Center,Acute Care Hospital,"Community, <125 Beds",3,0,0.0
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Cesarean section,240000014.0,Hi-Desert Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,San Bernardino,Surgical Site Infections (SSI),All procedures,240000024.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,138,1,0.66
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,240000024.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,60,1,0.32
2020H1,California,San Bernardino,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",240000024.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Cesarean section,240000024.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,1,0,0.02
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Colon surgery,240000024.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,10,0,0.11
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),240000024.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,9,0,0.03
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Gallbladder surgery,240000024.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,6,0,0.0
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Open reduction of fracture,240000024.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,17,0,0.04
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Rectal surgery,240000024.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,6,0,0.02
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Small bowel surgery,240000024.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,14,0,0.12
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Thoracic surgery,240000024.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,14,0,0.01
2020H1,California,San Bernardino,Surgical Site Infections (SSI),All procedures,240000027.0,Loma Linda University Medical Center,Acute Care Hospital,Major Teaching,1,0,0.03
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),240000027.0,Loma Linda University Medical Center,Acute Care Hospital,Major Teaching,1,0,0.03
2020H1,California,San Bernardino,Surgical Site Infections (SSI),All procedures,240000034.0,Colorado River Medical Center,Critical Access Hospital,Critical Access,1,0,0.0
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Gallbladder surgery,240000034.0,Colorado River Medical Center,Critical Access Hospital,Critical Access,1,0,0.0
2020H1,California,Inyo,Surgical Site Infections (SSI),All procedures,240000037.0,Northern Inyo Hospital,Critical Access Hospital,Critical Access,5,0,0.01
2020H1,California,Inyo,Surgical Site Infections (SSI),Appendix surgery,240000037.0,Northern Inyo Hospital,Critical Access Hospital,Critical Access,5,0,0.01
2020H1,California,San Bernardino,Surgical Site Infections (SSI),All procedures,240000053.0,San Antonio Regional Hospital,Acute Care Hospital,"Community, >250 Beds",24,0,0.16
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,240000053.0,San Antonio Regional Hospital,Acute Care Hospital,"Community, >250 Beds",20,0,0.11
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Colon surgery,240000053.0,San Antonio Regional Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0.04
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),240000053.0,San Antonio Regional Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Gallbladder surgery,240000053.0,San Antonio Regional Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
