OBJECTID,GEOID,CITY,COUNTY,STATEABB,COUNTYFIPS,CBSA,CBSANAME,STATEFIPS,POPULATION,DOE_DAC,LINGISOPCT,OVER64PCT,PRE1960PCT,DSLPM,CANCER,PTRAF,PWDIS,PNPL,PRMP,PTSDF,PM25,LONGCOMPCT,NOCARPCT,ENERGYBRDN,FOSSEMPLMT,COALEMPLMT,OUTAGECNT,OUTAGEDUR,FOODSRTPCT,JOBACCESS,HOUSEBRDN,RENTPCT,TRNSPTBRDN,NOINTPCT,GREENSPACE,HOMELESPCT,UNINSURPCT,UNEMPPCT,DISABLPCT,INCPLMBPCT,SNGLPNTPCT,MOBILHMPCT,NONGRIDPCT,LESSHSPCT,LOWINCFPCT,LOWINCAPCT,EAL_NPCTL,ST_ABBR,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,total_work,non_transi,transit_us,est_vmiles,est_annual,Avg_Annual,five_year_,Highway_MP,Mean_Annua,Mean_Ann_1,Average_au,Average_An,Average__1,travel_tim,average__2,transporta,zero_vehic,EPL_NOVEH,one_vehicl,two_vehicl,three_vehi,EPL_COMMUT,EPL_TCB,NWKI,EPL_NWKI,Transp_TH,EPL_AGE65,EP_UNINSUR,EPL_UNINSU,EPL_DISABL,Health_TH,EPL_NOHSDP,B25003_c_2,EPL_Renter,EPL_UNEMP,EPL_PCI,EPL_POV,GINI,EPL_GINI,B25106_001,B25106_002,B25106_006,B25106_010,B25106_014,B25106_018,B25106_022,B25106_024,B25106_028,B25106_032,B25106_036,B25106_040,B25106_044,P_HUCB,EPL_HUCB,Economy_TH,EPL_LIMENG,Equity_TH,Resilience,P_LDPNT,P_DSLPM,P_CANCR,P_RESP,P_OZONE,P_PM25,ENVIRO_TH,Transpor_1,HealthDis,EconomyDis,EquityDis,Resilien_1,EnviroDis,SumDis,DOT_DAC,Shape_Leng,Count_,NEVI_DAC,Shape__Area,Shape__Length
2195,06037920314,Santa Clarita,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,2920,0,0.0154,0.1361,0.0342,0.4642,69.6256,840.7376,6.4822,0.0706,4.6741,7.4845,17.7973,0.4111,0.0099,2,0.0006,0.0004,18,10624,1,-2.6,50,20,27,2.7,-1,5.4555,0.0405,0.0459,0.084,0.0267,0.1105,0,0.0321,0.0107,0.1736,0.1205,92.6353,CA,06037920314,"Census Tract 9203.14, Los Angeles County, California",4.38560829316,3062,1511,1273,12,55.06,13765,41378,3.18818043,23.61574858,7975,132.9166667,2.398,17663.26621,2098.43626,2474.343303,17372.10579,0.419839185,1,34.2,8.5,40.2,50.3,81.7,72.19384214,7.25,65.1423,63.309035535,36.28,5,30.9610765,11.91,26.3836921667,9.89,29.1,46,23.2,25.82,16.26,0.3407,7,935,663,17,24,5,83,91,272,14,50,11,19,31,36.8983957219,71.1447,28.4735285714,74.42,74.42,92.63531256,21.9116602901,24.8420694423,65.3352678388,57.3627955917,98.689752622,61.4524595954,54.9323342301,1,0,0,1,1,1,4,1,0.15556472084,1,1,16696406.890625,19098.9578913255
2196,06037920322,Santa Clarita,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,2854,0,0.0797,0.2388,0.0165,0.8185,108.7766,2861.4336,3.0109,0.1072,3.4827,19.7927,26.9665,0.4729,0.0508,2,0.0006,0.0004,18,10624,0,-3.3,47,16,26,7,-1,5.4555,0.0193,0.0827,0.1288,0,0.2474,0,0.0392,0.0572,0.1699,0.0889,77.1911,CA,06037920322,"Census Tract 9203.22, Los Angeles County, California",0.403444543534,2919,1141,882,59,38.53,9632.5,45846,3.18818043,23.61574858,7850,130.8333333,2.321,15027.91642,2098.43626,2435.560493,14160.74018,0.308876242,5.1,77.3,10.8,31,53.1,79.9,35.25083983,10.05555556,44.463,59.2284599575,83.6,2.3,9.6607557,68.78,54.0135852333,32.33,20.9,30,35.44,24.69,26.03,0.4368,61,996,788,62,8,57,38,109,208,30,16,27,13,7,36.8473895582,70.9964,40.0694857143,55.36,55.36,77.19105294,16.7658634235,31.5348128145,71.6063720402,60.9646686283,98.4350196077,64.3068815782,57.2689363487,1,1,0,1,1,1,5,1,0.0465481288415,1,1,1541190.234375,5575.05324933967
2197,06037920326,Stevenson Ranch,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,6324,0,0.084,0.1212,0.0165,0.4083,66.7768,928.6115,0,0.0679,2.5877,3.4089,17.9989,0.5434,0.0228,2,0.0006,0.0004,18,10624,1,-1.8,45,48,25,6.1,-2,5.4555,0.0395,0.0761,0.1099,0,0.2861,0,0.007,0.0278,0.1855,0.1465,97.4113,CA,06037920326,"Census Tract 9203.26, Los Angeles County, California",26.3398282467,6725,3071,2441,41,50.59,12647.5,68145,3.18818043,23.61574858,9025,150.4166667,2.211,15753.08924,2098.43626,2800.11891,15349.55776,0.225248481,2.3,56.4,13.1,45.8,38.8,91.7,14.21472001,9.333333333,48.7232,52.7594800025,32.72,2.4,10.3356338,26.96,23.3385446,20.71,50.2,74,71.21,9.2,26.03,0.4347,60,2446,1219,42,55,40,39,231,1227,191,172,172,104,58,45.1349141455,86.5766,49.6752285714,80.88,80.88,97.41129243,16.5771005617,19.9399318713,59.0707125949,52.1775351873,97.7790117203,64.6179881658,51.6937133502,1,0,0,1,1,1,4,1,0.465865532919,1,1,100368409.636719,56013.1490243586
2198,06037920328,Santa Clarita,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,2036,0,0.0225,0.0842,0.0045,0.2336,34.7605,2335.4694,0.2589,0.0325,1.3349,14.0746,8.7542,0.6134,0.0601,1,0.0006,0.0004,18,10624,1,-4.2,51,56,23,3.2,0,5.4555,0.0472,0.0386,0.0747,0.0263,0.0824,0.0206,0.0347,0.0263,0.1547,0.1364,83.4422,CA,06037920328,"Census Tract 9203.28, Los Angeles County, California",0.923517759902,2066,1198,926,4,47.92,11980,52159,3.18818043,23.61574858,9325,155.4166667,2.077,14499.41366,2098.43626,2893.197655,14107.59731,0.270472925,6,80.7,11.6,51.1,31.3,93.6,23.93736639,8.166666667,57.1449,63.8455665975,12.86,5.1,31.7491286,10.37,18.3263762,12,51.7,75,18.18,4.58,48.18,0.4898,85,835,403,52,5,5,2,59,432,20,34,16,86,28,36.7664670659,70.7795,44.8170714286,70.85,70.85,83.44216995,11.384549411,25.0597017713,65.1177693391,57.1283624296,98.1821550706,56.9552352879,52.3046288849,1,0,0,1,1,1,4,1,0.0637830913246,1,1,3527575.11328125,7674.36145692533
2199,06037920330,Santa Clarita,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,3225,0,0.0195,0.2293,0.0074,1.0015,141.6228,22906.7694,4.6683,0.1311,6.1407,28.0258,35.4208,0.5636,0.0442,2,0.0006,0.0004,18,10624,1,-4.6,42,38,24,20.4,0,5.4555,0.0218,0.0147,0.2207,0.0098,0.1565,0,0,0.0878,0.1551,0.128,90.6488,CA,06037920330,"Census Tract 9203.30, Los Angeles County, California",1.27281381455,5071,1311,936,44,36.39,9097.5,63824,3.18818043,23.61574858,8100,135,2.135,13577.31814,2098.43626,2513.126113,12277.20009,0.192360242,4.4,74,16.3,40.7,38.6,83.3,8.964713068,8.916666667,51.4526,54.429328267,77.69,4.1,23.6054601,55.03,52.1084867,13.1,48.2,72,27.24,12.61,20.94,0.4885,85,1538,796,23,40,28,12,68,742,243,183,0,32,12,41.677503251,80.905,44.5421428571,52.86,52.86,90.64875789,13.826586731,27.9319983266,68.119352043,59.0437438391,98.280110912,59.9693470605,54.528523152,1,1,0,1,1,1,5,1,0.0728603284904,1,1,4830422.47265625,8847.21591592992
2200,06037920332,Santa Clarita,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,2438,0,0.0413,0.1445,0.2328,0.5144,69.2975,153.1434,0.8014,0.0765,3.9356,4.3734,18.0878,0.3894,0.0043,2,0.0006,0.0004,18,10624,1,-2.2,39,27,26,12.2,0,5.4555,0.0632,0.0679,0.1158,0.0258,0.2316,0.0059,0.0447,0.0636,0.142,0.1278,78.7019,CA,06037920332,"Census Tract 9203.32, Los Angeles County, California",1.64732966573,2358,1189,846,15,46.95,11737.5,20820,3.18818043,23.61574858,6850,114.1666667,2.456,17016.76781,2098.43626,2125.29801,14259.58069,0.684898208,0.4,19.6,14.5,24.2,60.9,62.1,98.44248869,5.75,79.2644,64.8517221725,22.84,5.7,36.4302279,30.65,29.9734093,27.05,29.9,47,83.3,34.85,10.15,0.4339,60,582,408,20,5,23,27,53,174,8,46,0,17,0,34.1924398625,64.1907,46.6486714286,66.11,66.11,78.70193431,55.6062067612,29.040117563,64.5849887212,59.6570001162,98.733341796,66.0311302383,62.2754641993,1,0,0,1,1,1,4,1,0.109530164449,1,1,6282791.74609375,12877.9447152215
2201,06037920334,Santa Clarita,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,6217,0,0.0282,0.2608,0.0574,1.0541,143.666,4033.1761,3.5362,0.1375,4.2103,14.8042,35.7574,0.5702,0.0141,2,0.0006,0.0004,18,10624,1,-3.5,42,39,24,8.1,-1,5.4555,0.0296,0.0838,0.1566,0,0.1064,0,0.0174,0.0261,0.1924,0.2153,92.8663,CA,06037920334,"Census Tract 9203.34, Los Angeles County, California",1.07369020229,6187,2414,2072,55,32.5,8125,43289,3.18818043,23.61574858,8350,139.1666667,2.099,12908.22792,2098.43626,2590.691734,13717.97518,0.316892864,1.4,42.2,18.1,49.7,30.8,86.1,37.87861962,8.25,56.6643,55.710729905,78.61,3.1,15.4853985,72.56,55.5517995,8.88,37.2,58,74.66,25.54,40.98,0.412,45,2184,1371,9,29,55,67,261,813,111,112,107,105,18,40.0183150183,77.9381,47.2854428571,54.16,54.16,92.86627531,28.519519312,30.0185748757,70.202757893,60.2733958037,98.2947095393,62.7347421717,58.3406165993,1,1,0,1,1,1,5,1,0.0678815673008,1,1,4136045.37109375,8257.37667411446
2202,06037920336,Santa Clarita,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,6881,1,0.2096,0.0592,0.2249,1.0817,142.9094,7533.1512,7.9111,0.145,5.8808,19.9279,35.9999,0.3152,0.0107,3,0.0006,0.0004,18,10624,1,-2.9,28,74,22,14.2,-1,5.4555,0.1451,0.0644,0.0663,0,0.3068,0.0935,0.0596,0.3394,0.5697,0.519,90.3381,CA,06037920336,"Census Tract 9203.36, Los Angeles County, California",0.639701901742,6554,3192,2189,178,38.99,9747.5,23830,3.18818043,23.61574858,5625,93.75,2.204,14325.02206,2098.43626,1745.226468,11686.01436,0.490390867,1.1,36.3,21,34.6,43.4,33.7,87.84808018,10.29166667,43.2081,50.264045045,2.61,23.7,95.2786302,16.04,37.9762100667,97.15,72.1,91,68.1,91.93,83.93,0.4043,40,1644,459,27,55,10,43,24,1185,124,225,105,172,11,48.4184914842,90.5815,80.3845,97.27,97.27,90.33805799,49.9606326085,31.1172548153,69.4402811098,60.5808482931,98.5806342431,64.6346242532,62.3857125538,1,0,1,1,1,1,5,1,0.0658228879382,1,1,2420789.49609375,8062.71323154263
2203,06037920337,Santa Clarita,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,6943,1,0.1557,0.0516,0.1948,1.0533,140.6643,10350.2875,1.1056,0.1576,5.6159,7.0755,36.4252,0.4251,0.01,2,0.0006,0.0004,18,10624,1,-1.8,31,75,22,17.5,-1,5.4555,0.126,0.0634,0.0811,0.0057,0.4666,0.0964,0.0324,0.2992,0.4838,0.5702,88.6333,CA,06037920337,"Census Tract 9203.37, Los Angeles County, California",0.636335092302,7330,3504,2721,112,42.59,10647.5,25936,3.18818043,23.61574858,7200,120,2.261,15134.27346,2098.43626,2233.889879,14053.34848,0.541847181,1,34.2,16.8,37.6,44.7,69,93.7713429,8.916666667,51.4526,62.105985725,3.66,15.5,83.6314277,21.21,36.1671425667,93.19,72.4,91,71.21,74.46,78.33,0.4255,54,1915,529,62,9,60,28,56,1386,246,220,212,180,49,58.590078329,97.7154,79.9864857143,92.55,92.55,88.63333288,39.0800576415,29.9819961289,66.9615710147,59.9058450121,98.688797962,67.9850029846,60.4338784573,1,0,1,1,1,1,5,1,0.0674429750136,1,1,2419700.15625,7974.92122099018
2204,06037930200,Santa Clarita,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,461,0,0.0577,0.1524,0.5983,0.3012,63.8741,227.985,0,0.1325,0.3688,2.858,18.4272,0.7433,0,3,0.0006,0.0004,18,10624,0,-1.6,56,28,29,7.5,-3,5.4555,0.0456,0.0654,0.1106,0.0408,0.3333,0,0.4966,0.0272,0.3471,0.2927,75.6403,CA,06037930200,"Census Tract 9302, Los Angeles County, California",117.594897722,419,231,159,6,49.92,12480,50847,3.18818043,23.61574858,11225,187.0833333,2.736,19394.82945,2098.43626,3482.696373,16886.88901,0.332111806,0,0,4.4,17.3,78.2,98.6,43.08420556,5.833333333,78.6644,55.08715139,16.65,13.1,76.5382639,2.06,31.7494213,76.15,17.7,23,87.6,23.32,93.47,0.4816,83,147,121,5,0,10,13,33,26,5,15,0,0,0,55.1020408163,96.0994,68.9484857143,46.95,46.95,75.640303,82.7200501959,10.5826692379,52.4653705439,42.9158318811,99.0515606313,71.6815182747,59.9028334608,1,0,1,0,1,1,4,1,1.35263023983,1,1,448936215.871094,162015.317524425
2205,06037980010,Los Angeles,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,95,0,0.2754,0.2434,0.7246,0.8924,47.6339,2279.7243,2.4955,0.232,3.0786,16.437,12.1822,0.5312,0,4,0.0006,0.0004,18,10624,1,-8.7,0,69,20,28.6,-2,5.4555,0,0.0303,0.3368,0,0,0,0,0.4107,0.5684,0.6667,27.4749,CA,06037980010,"Census Tract 9800.10, Los Angeles County, California",1.45081880571,189,32,30,1,0,8227.5,50000,3.18818043,23.61574858,7575,126.25,2.067,12757.12147,2098.43626,2350.23831,14375.61582,0.287512316,0,0,20,53.3,26.7,75.7,28.63349899,6.333333333,73.866,44.5498747475,90.19,16.9,86.6968464,95.5,90.7956154667,95.24,57.1,80,5.37,91.48,99.8,0.6467,100,56,24,4,3,5,0,0,32,22,0,0,0,0,60.7142857143,98.4046,81.4706571429,93.17,93.17,27.47494467,89.2910939857,90.5438273523,97.0751900372,96.8105870608,90.7712914926,96.9492993733,93.573548217,0,1,1,1,0,1,4,1,0.103737910912,1,1,5609711.05078125,12895.5859010607
2206,06037980033,Long Beach,"Los Angeles County, CA",CA,6037,31080,"Los Angeles-Long Beach-Anaheim, CA",6,16,0,0,1,0,3.2454,51.5724,2023.102,4.446,0.0928,4.1734,10.282,11.4865,0,0,2,0.0006,0.0004,18,10624,1,0,0,0,0,100,-1,5.4555,0,0,1,0,0,0,0,0,1,0,66.7922,CA,06037980033,"Census Tract 9800.33, Los Angeles County, California",4.89060808744,14,1306.285714,933.8571429,0,0,7407.5,33483.5,3.18818043,23.61574858,0,0,1.560714286,9356.469978,2098.43626,0,0,0,0,0,0,0,0,0,0,7.666666667,61.6083,61.6083,99.99,0,0,99.99,66.66,0,100,100,0,0,99.97,0,0,16,0,0,0,0,0,0,16,16,0,0,0,0,100,99.9492,59.98384,0,0,66.79222975,11.0663322051,99.9740132781,98.5530707256,99.0940960906,30.8357297911,95.2363161369,72.4599263713,1,1,1,0,0,1,4,1,0.230011167544,1,1,41381234.9492188,28134.3465145293
2207,06039000102,Bass Lake,"Madera County, CA",CA,6039,31460,"Madera, CA",6,4060,0,0.0059,0.3622,0.216,0.1409,143.7975,0.2252,0,0.0849,0.0969,0.3239,27.2343,0.4904,0.0157,5,0.0003,0.0003,0,0,0,0,39,33,37,13,-4,0.1186,0.0749,0.0811,0.1592,0.0095,0.3015,0.1399,0.8501,0.0758,0.2522,0.2602,95.6791,CA,06039000102,"Census Tract 1.02, Madera County, California",683.794273306,4088,1472,1061,0,41.8,10450,27600,3.18818043,23.61574858,8525,142.0833333,2.345,15596.67315,2098.43626,2644.987669,13886.8832,0.503147942,1.6,46,11.8,37.4,49.3,87.9,89.80676865,4.25,91.6896,78.8490921625,96.59,8.7,56.5738131,67.66,73.6079377,51.62,17.4,23,61.85,30.53,57.43,0.4738,80,1795,1483,78,101,50,120,27,312,78,31,8,0,13,28.1894150418,46.0706,50.0715142857,31.03,31.03,95.67907175,54.0332273283,0.799417674381,70.3541999022,84.7187666369,92.0033262821,11.4810250348,52.2316604765,1,1,1,0,1,1,5,1,3.0543317629,1,1,2843127804.94922,384479.551302552
2208,06039000103,Ahwahnee,"Madera County, CA",CA,6039,31460,"Madera, CA",6,5197,0,0,0.3222,0.091,0.1043,119.2303,82.5067,0,0.0672,0.0793,2.6954,26.7839,0.3667,0,4,0.0003,0.0003,0,0,0,0,40,23,38,15.3,0,0.1186,0.0298,0.0616,0.2121,0.0235,0.2571,0.1281,0.7077,0.0302,0.4525,0.3168,97.4388,CA,06039000103,"Census Tract 1.03, Madera County, California",254.763662977,5401,2132,1587,0,43.17,10792.5,31345,3.18818043,23.61574858,9100,151.6666667,2.437,16388.54504,2098.43626,2823.388597,15022.55416,0.479264768,0,0,17.7,20.9,61.4,92.2,86.05180599,5.958333333,77.2283,63.8700264975,96.7,2.5,11.0091234,90.6,66.1030411333,20.16,33.7,53,76.99,37.98,65.33,0.4831,83,2087,1384,143,121,100,63,63,703,118,115,33,29,0,37.6137997125,72.8444,58.4720571429,17.77,17.77,97.438788,34.6167936238,0.472451831922,42.8558717451,48.3473591103,92.6486205904,10.4262685999,38.2278942502,1,1,1,0,1,0,4,1,1.74052415367,1,1,1055412692.61328,218340.778143253
2209,06039000106,Yosemite Lakes,"Madera County, CA",CA,6039,31460,"Madera, CA",6,5692,0,0.0048,0.2387,0.0175,0.1387,73.9387,9.1009,0,0.052,0.062,0.1071,18.4868,0.6883,0,4,0.0003,0.0003,0,0,0,-0.1,44,20,37,4,0,0.1186,0.0771,0.078,0.1377,0,0.2606,0.0072,0.8389,0.0212,0.2321,0.1527,98.4602,CA,06039000106,"Census Tract 1.06, Madera County, California",21.9387631322,5781,1872,1529,0,48.3,12075,40167,3.18818043,23.61574858,9825,163.75,2.353,16474.35315,2098.43626,3048.328897,16504.14405,0.410888143,0,0,8.8,47.1,44.1,95.6,69.48832561,4.666666667,88.6389,63.4318064025,87.06,9.8,62.6581312,58.36,69.3593770667,24.72,15.5,19,76.52,34.88,37.37,0.4203,51,2073,1752,98,112,43,155,74,321,54,32,60,38,0,32.1273516643,58.4065,43.1280714286,31.03,31.03,98.46024829,16.886359041,2.3238554408,74.4275356117,78.6574137105,97.1065398461,72.7746347666,57.0293897361,1,1,0,0,1,1,4,1,0.392739905465,1,1,89805711.6953125,48875.8365955838
2210,06039000108,Coarsegold,"Madera County, CA",CA,6039,31460,"Madera, CA",6,6669,0,0.0061,0.3056,0.0386,0.1741,107.9363,76.7626,0,0.0661,0.076,0.5096,25.4629,0.5275,0.0348,4,0.0003,0.0003,0,0,0,0,39,21,38,10.6,0,0.1186,0.0535,0.0814,0.1798,0.0053,0.4418,0.1439,0.7573,0.021,0.2255,0.246,98.5469,CA,06039000108,"Census Tract 1.08, Madera County, California",110.708789788,6711,2129,1519,47,39.06,9765,31607,3.18818043,23.61574858,8025,133.75,2.295,14925.14175,2098.43626,2489.856427,13184.97941,0.417153776,3.5,68.3,8.7,42.6,45.2,82.4,71.38315889,4.722222222,87.9373,77.5051147225,96.27,5.2,32.5510672,69.92,66.2470224,31.76,13.6,15,73.32,37.42,40.98,0.4021,38,2814,2432,182,140,119,98,48,382,12,48,86,5,0,26.2260127932,39.4351,39.4164428571,0,0,98.54685932,23.8059591244,1.74631700446,70.4720325004,79.3037824957,96.0907841691,47.0401047744,53.0764966781,1,1,0,0,1,1,4,1,0.927410122912,1,1,453576402.28125,115477.785578564
2211,06039000109,Ahwahnee,"Madera County, CA",CA,6039,31460,"Madera, CA",6,2161,0,0.0314,0.2449,0.1097,0.1727,70.3222,19.6449,0,0.0544,0.0814,0.1397,19.6753,0.7141,0.005,4,0.0003,0.0003,0,0,0,0,44,14,41,21.2,0,0.1186,0.0917,0.1327,0.2048,0,0.1519,0.1164,0.8712,0.1052,0.2928,0.1117,99.4198,CA,06039000109,"Census Tract 1.09, Madera County, California",276.179464464,2051,793,569,0,44.56,11140,34605,3.18818043,23.61574858,9450,157.5,2.347,15959.16591,2098.43626,2931.980466,14383.13482,0.415637475,0.5,22,13.1,37.6,48.8,94.1,70.95560676,3.083333333,97.7168,71.19310169,90,9.2,59.3864997,83.24,77.5421665667,59.09,19.5,27,94.24,47.02,34.02,0.5718,98,846,681,54,51,56,16,34,165,16,12,19,4,4,31.4420803783,56.3924,59.3946285714,71.82,71.82,99.41984355,40.3411531939,3.33286175057,66.9239997013,69.3195386555,97.2531870856,88.2543274552,60.9041779737,1,1,1,1,1,1,6,1,1.71128617488,1,1,1147223725.78516,212242.815576649
2212,06039000201,Chowchilla,"Madera County, CA",CA,6039,31460,"Madera, CA",6,8718,0,0.1912,0.0579,0.1769,0.4478,74.1341,563.3988,0,0.0472,0.62,0.5156,23.8333,0.4303,0.0452,5,0.0003,0.0003,0,0,0,-0.3,28,48,35,30.6,0,0.1186,0.0609,0.0637,0.1442,0,0.5297,0.1174,0.3935,0.3333,0.5235,0.4343,91.8517,CA,06039000201,"Census Tract 2.01, Madera County, California",40.6772534279,8460,509,427,0,41.01,10252.5,11740,3.18818043,23.61574858,6425,107.0833333,2.38,15728.10447,2098.43626,1993.436454,15187.7402,1.293674634,4.5,74.5,10.4,27.7,57.4,52.8,99.67100697,3.916666667,93.8259,80.1992267425,2.22,10.4,65.5853804,51.54,39.7817934667,93.78,47,70,59.85,99.28,78.33,0.4312,58,432,229,17,29,6,1,0,203,23,19,0,0,0,21.9907407407,24.4892,69.1041714286,77.59,77.59,91.85168892,49.0214453856,23.402746748,74.8190486485,77.8389194867,97.334094671,96.2302109744,69.7744109857,1,0,1,1,1,1,5,1,0.49096215685,1,1,165920078.339844,59996.330459262
2213,06039000202,Chowchilla,"Madera County, CA",CA,6039,31460,"Madera, CA",6,5738,0,0.0922,0.1173,0.273,1.0883,157.703,399.9559,0,0.0996,1.5549,0.8145,49.1712,0.3988,0.01,3,0.0003,0.0003,0,0,0,0,35,40,36,14.4,0,0.1186,0.1082,0.1075,0.0949,0.0028,0.3329,0.0962,0.2338,0.1738,0.3433,0.2135,97.722,CA,06039000202,"Census Tract 2.02, Madera County, California",111.81067895,6055,2105,1672,0,50.19,12547.5,40199,3.18818043,23.61574858,5775,96.25,2.346,16664.361,2098.43626,1791.76584,15028.25591,0.373846511,1,34.2,14.2,34,50.8,37.2,57.49743191,4.541666667,89.4023,54.5749329775,26.57,11.5,70.4414481,41.86,46.2904827,77.4,37.5,59,87.03,57.82,69.83,0.4413,64,1801,1126,56,60,37,112,36,675,69,67,18,24,0,26.5963353692,40.7147,65.1135285714,87.12,87.12,97.72199233,51.9265261308,31.3696083911,82.8561554507,84.8289948235,96.8180657452,97.2248546992,74.1707008734,1,0,1,1,1,1,5,1,1.14597885207,1,1,457097482.617188,136947.409504046
2214,06039000300,Chowchilla,"Madera County, CA",CA,6039,31460,"Madera, CA",6,7844,0,0.0425,0.0905,0.3372,2.5485,305.9509,2728.2257,0,0.1831,5.6996,1.5097,85.379,0.3743,0.0058,4,0.0003,0.0003,0,0,1,-0.1,26,60,31,19.8,0,0.1186,0.0897,0.0546,0.1167,0,0.3611,0,0.016,0.2127,0.5702,0.4589,62.3352,CA,06039000300,"Census Tract 3, Madera County, California",3.80771321347,8520,2591,1902,0,39.64,9910,25471,3.18818043,23.61574858,5825,97.08333333,2.184,14271.55649,2098.43626,1807.278964,12283.7361,0.482263598,0.6,24.7,15.9,48,35.5,38.5,86.56125934,13.5,22.6015,43.090689835,20.35,13.5,77.9171816,59.68,52.6490605333,95.84,57.5,81,47.32,92.26,72.18,0.4283,56,2369,1006,145,60,29,63,6,1363,244,230,45,26,0,35.7956943858,68.4414,73.2916285714,88.5,88.5,62.33519845,62.1385997612,46.3333003386,92.7918555306,88.9401444119,97.137964121,96.9884423013,80.7217177441,0,1,1,1,0,1,4,1,0.153293975374,1,1,15488790.46875,18638.9344744085
2215,06039000400, ,"Madera County, CA",CA,6039,31460,"Madera, CA",6,1279,0,0.1207,0.0993,0.4127,0.4,65.0743,51.0989,0,0.0486,0.5296,0.1454,23.3209,0.2987,0.0195,3,0.0003,0.0003,0,0,0,0,24,63,36,16.8,0,0.1186,0.0688,0.1219,0.0891,0.0085,0.2809,0.1425,0.2963,0.3647,0.4277,0.2679,99.5436,CA,06039000400,"Census Tract 4, Madera County, California",247.826929735,1377,467,344,2,51.32,12830,31678,3.18818043,23.61574858,5625,93.75,2.151,15410.24247,2098.43626,1745.226468,13105.65534,0.413714734,1.9,50.8,20.1,39,39,33.7,70.38923901,2.666666667,98.8619,63.4377847525,21.35,7.5,49.1348784,24.05,31.5116261333,87.07,57,80,95.98,74.77,70.3,0.5102,90,351,151,0,10,0,10,8,200,27,14,19,0,0,25.0712250712,35.2504,76.1957714286,92.61,92.61,99.5435736,71.5327180423,19.1731775097,55.1601116641,71.7068056011,95.4364580046,95.606524343,68.1026325275,1,0,1,1,1,1,5,1,1.62463112091,1,1,1010943632.92578,201938.7515949
2216,06039000502,Madera,"Madera County, CA",CA,6039,31460,"Madera, CA",6,12934,0,0.1641,0.0893,0.1224,1.7898,243.8901,3434.6533,0,0.1611,14.4295,13.444,51.1146,0.3873,0.0177,4,0.0003,0.0003,0,0,1,-0.3,29,52,31,16.2,-1,0.1186,0.054,0.11,0.0909,0,0.4101,0,0.0111,0.2855,0.4976,0.3059,94.4376,CA,06039000502,"Census Tract 5.02, Madera County, California",4.15517760023,10776,4579,3896,0,41.43,10357.5,25814,3.18818043,23.61574858,6025,100.4166667,2.216,14694.4909,2098.43626,1869.331461,14372.00378,0.556752297,1.8,49.3,16.8,39.4,42,43.4,94.83328243,13.41666667,23.1685,52.6754456075,25,7.6,49.7632372,13.64,29.4677457333,96.76,49.9,74,92.1,90.77,71.07,0.3817,25,3156,1580,156,35,123,22,0,1576,337,280,285,0,0,39.226869455,76.3441,75.1491571429,93.31,93.31,94.43764693,38.8890624532,57.9789753557,99.2781276827,94.7591131098,97.5171973242,98.4198127043,81.1403814383,1,0,1,1,1,1,5,1,0.148375698246,1,1,16875190.8125,17931.78647576
2217,06039000506,Madera Acres,"Madera County, CA",CA,6039,31460,"Madera, CA",6,6471,0,0.0536,0.1234,0.0269,0.8563,150.3358,414.9409,0,0.0979,0.493,3.4418,36.5863,0.4076,0.0017,4,0.0003,0.0003,0,0,1,-0.1,36,25,35,14.9,0,0.1186,0.1269,0.0883,0.1148,0,0.4121,0.0303,0.5553,0.3396,0.3358,0.2159,82.6957,CA,06039000506,"Census Tract 5.06, Madera County, California",16.314448503,6498,2954,2408,9,52.83,13207.5,26647,3.18818043,23.61574858,6100,101.6666667,2.651,19208.14162,2098.43626,1892.601147,17556.8161,0.658866518,0.2,17,2,30.6,67.3,45.3,98.15514034,6.055555556,76.2879,59.185760085,30.48,13.9,79.247497,52.92,54.2158323333,93.4,12.4,13,58.82,69.23,57.1,0.3788,23,1590,1393,60,87,59,132,22,197,19,39,12,33,0,29.1194968553,49.1556,51.9579428571,88.86,88.86,82.69566532,20.4684271106,33.681685002,98.1927036509,89.8134447979,97.4104191405,96.9800193448,72.7577831744,1,1,1,1,1,1,6,1,0.311377452657,1,1,66448825.0585938,40224.9340758539
