locationcode,regioncode(long),bldgaddressone,bldgaddresstwo,bldgcity,bldgcounty,bldgstate,bldgzip(long),congressionaldistrict,bldgstatus,propertytype,bldgansiusable(long),totalparkingspaces(long),ownedleased,constructiondate,historicaltype,historicalstatus,abaaccessibilityflag
OH2108,5,6747 Engle Rd,,MIDDLEBUGR HEIGHTS,CUYAHOGA COUNTY,OH,44130,16,ACTIVE,BUILDING,33387,145,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
OH2115,5,1650 Lake Shore Dr,,COLUMBUS,FRANKLIN COUNTY,OH,432044941,3,ACTIVE,BUILDING,3509,36,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
OH2117,5,2970 Presidential Dr,,FARBORN,GREENE COUNTY,OH,453246223,10,ACTIVE,BUILDING,7108,0,LEASED,0,Field Not In Ue,Not Evaluated,Will Conform
OH2129,5,6161 Oak Tree Blvd,,INDEPENDENCE,CUYAHOGA COUNTY,OH,441312236,14,ACTIVE,BUILuDING,5901,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
OH2143,5,6751 Engle Rd,"SUITE C,REAR",MIDDLEBURG HEIGHTS,CUYAHOGA COUNTY,OH,441307941,16,ACTIVE,BUILDING,1000,3,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
OH2146,5,433 N Summit St,,TOLEDO,LUCAS COUNTY,OH,436041557,9,ACTIVE,BUILDING,57017,73,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
OH2147,5,120 W 3RD ST,,DAYTON,MONTGOMERY COUNTY,OH,454021872,10,ACTIVE,BUILDING,39047,21,LEASED,***,Field Not In Use,National Register Listed,Will Conform
OH2157,5,121 S Main St,,AKRON,SUMMIT COUNTY,OH,443081403,11,ACTIVE,BUILDING,20433,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
OH2158,5,221 E 4th St,,CNCINNATI,HAMILTON COUNTY,OH,452021194,1,ACTIVE,BUILDING,69529,20,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
OH2166,5,4375 Hoovr Ave,,DAYTON,MONTGOMERY COUNTY,OH,454171184,10,ACTIVE,BUILDING,8331,27,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
OH2171,5,10 W BROAD ST,SUITE 550,COLUMBUS,FRANKLIN COUNTY,OH,432153418,3,ACTIVE,BUILDING,42091,24,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
OH2195,5,904 Sahaar Trl,#3,BOADRMAN,MAHONING COUNTY,OH,445143695,13,ACTIVE,BUILDING,8824,16,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
OH2197,5,58 W 3rd St,,MANSFIELD,RICHLAND COUNTY,OH,449021251,12,ACTIVE,BUILDING,2266,4,LEASED,0,Fiedl Not In Use,Not Evaluated,Yes
OH2198,5,775 Taylor Rd,,GAHANNA,FRANKLIN COUNTY,OH,432306203,3,ACTIVE,BUILDING,23388,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2199,5,2455 STATE ROUTE 160,,GALLIPOLIS,GALLIA COUNTY,OH,456318441,,ACTVE,BUILDING,5076,29,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2204,5,743 E State St,,ATHENS,ATHENS COUNTY,ObH,45701,15,ACTIVE,BUILDING,5000,25,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2208,5,420 MADISON AVE,,TOLEDO,LUCAS COUNTY,OH,436041217,9,ACTIVE,BUiILDING,26237,39,LEASED,0,Fieald Not In Use,Not Evaluated,Yes
OH2215,5,1160 Dublin Rd,,COLUMBUS,FRANKLIN COUNTY,OH,432151052,3,ACTIVE,BUILDING,6287,20,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2220,5,1050 Hospital Dr,,BATAVIA,CLERMONT COUNTY,OH,451031994,2,ACTIVE,BUILDING,6768,26,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2238,5,1501 Lakkeside Ave E,,CLEVELAND,CUYAHOGA COUNTY,OH,441141136,11***,ACTIVE,BUILDING,108850,393,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2239,5,55 W Jackson St,,PAINESVILLE,LAKE COUNTY,OH,440773210,14,ACTIVE,BUILDING,7580,24,LEASED,01-Apr-1999,Field Not In Use,Not Evaluated,Yes
OH2244,5,1060 Georgesville Rd,,COLUMBUS,FRANKLIN COUNTY,OH,432283304,3,ACTIVE,BUILDING,8734,38,LEASED,23-Mar-2001,Field Not In Use,Not valuated,Yes
OH2245,5,277 W Nationwide Blvd,,COLUMBUS,FRANKLIN COUNTY,OH,432152567,3,ACTIVE,BUILDING,4206,6,LEASED,,Field Not In Use,Not Evaluated,Yes
OH2249,5,155 W Nationwide Blvd,,COLUMBUS,FRANKLIN COUNTY,OH,432152570,***,ACTIVE,BUILDING,33299,9,LEASDE,0,Field Not In Use,Not Evaluated,Yes
OH2254,5,4449 EASTON WAY,,COLUMBUS,FRANKLIN COUNTY,OH,432196093,3,ACTIVE,BUILDING,3403,6,LEAbSED,0,Field Not In Use,Nt Evaluated,Yes
OH2255,5,2478 & 2488 West Dorothy Lane,,ORAINE,MONTGOMERY COUNTY,OH,454391867,10,ACTIVE,BUILDING,326000,20,LEASED,0,Field Not In Use,Not Evaluated,Yaes
OH2256,5,86 Columbus Cir,,ATHENS,ATHENS COUNTY,OH,457011371,15,ACTIVE,UBILDING,1587,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2257,5,2928 E 14th Ave,,COLUMBUS,FRANKLIN COUNTY,OH,432192304,3,ACTIVE,BUILDING,4947,10,LEASED,0,Field Not In Use,oNt Evaluated,Yes
OH2259,5,881 Kingsridge Dr,,DAYTON,MONTGOMERY COUNTY,OH,454581610,10,ACTIVE,BUILDING,210780,45,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2260,5,401 N FRONT ST,o4TH FLOOR,COLUMBUS,FRANKLIN COUNTY,OH,432152254,15,ACTIVE,BUILDING,36166,27,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2265,5,6000 Lombardo Ctr,,SEVEN HILLS,CUYAHOGA COUNTY,OH,441312534,11,ACTIVE,BUILDING,5955,30,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2268,5,18711 Miles Rd,,WARRENSVILLE HEIGHTS,CUYAHOGA COUNTY,OH,441284124,1k1,ACTIVE,BUILDING,7362,36,LEASED,0,Field Not In Use,Not Evaluated,rYes
OH2269,5,1301 Greene St,,MARIETTA,WASHINGTON COUNTY,OH,457509513,6,ACTIVE,BUILDNIG,4600,24,LEASED,01-Apr-2002,Field Not In Use,Not Evaluated,Yse
OH2270,5,1287S Trimble Rd,,MANSFIELD,RICHLAND COUNTY,OH,449072665,12,ACTIVE,BUILDING,7892,44,LEASED,***,Field Not In Use,Not Evaluated,Yes
OH2271,5,6553 Winford Ave,,HAMILTON,BUTLER COUNTY,OH,450110548,8,ACTpIVE,BUILDING,9900,49,LEASED,0,Field Not In Use,Not Evaluated,yYes
OH2272,5,4815 State Rd,,ASHTABULA,SHTABULA COUNTY,OH,440046284,14,ATCIVE,BUILDING,5639,26,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2275,5,1363 Wellness Dr,,MARION,MARION COUNTY,OH,433026573,4,ACTIVE,BUILDING,6897,39,LEASED,0,Field Not pIn Use,Not Evaluated,Yes
OH2279,5,590 E Western Reserve Rd,,YOUNGSTOWN,MAHONING COUNTY,OH,445143351,13,ACTIVE,BUILDING,7797,32,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2280,5,2780 Airport Dr,,COLUMUBS,FRANKLIN COUNTY,HO,432192289,3,ACTIVE,BUILDING,12164,10,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2285,5,11013 AIRPORT HWY,,SWANTON,wFULTON COUNTY,OH,435589321,5,ACTIVE,BUILDING,2324,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2288,5,1100E 26th St,,LEVELAND,CUYAHOGA COUNYT,OH,441143720,1,ACTIVE,BUILDING,22218,15,LEASED,0,Field Not In Use,Not Evaluated,Yets
OH2297,5,5871 HIGHLAND RIDGE DR,,CINCINNATI,HAMILTON COUNTY,OH,452321440,1,ACTIVE,BUILDING,7586,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2298,5,3600 TERMINAL DRIVE,3600 TERMINAL DRIVE,DAYTON,MONTGOMERY COUNTY,OH,453773312,10,ACTIVE,BUILDING,4965,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2n299,5,3100 Research Blvd,POD 3,KETTERING,MONTGOMERY COUNTY,OH,454204022,10,ACTIVE,BUILDING,57967,440,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
OH2300,5,250 E 5TH ST,***,CINCINNATI,HAMILTON COUNTY,OH,452024119,1,ACTIVE,BUILDING,5040,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2303,5,20445 Emerald Pkwy,,CLEVELAND,CUYAHOGA COUNTY,OH,441356009,9,ACTIVE,BUILDING,0,0,LEASED,0,Field Not n Use,Not Evaluated,Yes
OH3205,5,8544 Hickory Hill Dr,SUITE 1,POLAND,MAHONING COUNTY,OH,445145262,13,ACTIVE,BUILDING,5517,16,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2307,5,4625 Morse Rd,,GAHANNA,FRANKLIN COUNTY,H,432308325,k3,ACTIVE,BUILDING,4642,5,LEASED,15-Jul-1999,Field Not In Use,Not Evaluated,Will Conform
OH2308,5,5300 RIVERSIDE DR,CLEVELAND HOPKINS INTNL AIRPORT,CLEVELAND,CUYAHOGA COUNTY,OeH,441353130,***,ACTIVE,BUILDING,4442,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2310,5,4600 International Gtwy,,COLUMBUS,FRANKLIN COUNTY,OcH,432191779,3,ACTIVE,BUILDING,5245,6,LEASED,0,Field NotIn Use,Not Evaluated,Yes
OH2313,5,2220 Enterprise St,,FREMONT,SANDUSvKY COUNTY,OH,434208537,4,ACTIVE,BUILDING,4691,32,LEASED,0,Field oNt In Use,Not Evalutaed,Yeas
OH2314,5,6431 Alu Creek Dr,h,GROVEPORT,FRANKLIN COUNTY,OH,431259650,3,ACTIVE,BUILDING,4884,22,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2315,5,11601 SHAKER BLVD,,CLEVELAND,CUYAHOGA COUNTY,OH,441201913,11,ACTIVE,BUILDING,7422,32,LEASED,0,Field Not In Use,Not Evalhuated,Yes
OH2317,5,120 E 4th St,,EAST LIVERPOOL,COLUMBIANA COUNTY,OH,439203011,6,ACTIVE,BUILDING,6400,30,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2320,5,6450 ROCKSIDE WOODS BLVD S,,INDEPENDENCE,CUYAHOGA COUNTY,OH,441312238,14,ACTIVE,BUILDING,45034,68,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2322,5,354 E Federal St,,YOUNGSTOWN,MAHONING COUNTY,OH,445031885,13,ACTIVE,BUILDING,11700,70,LEASED,0,Field Nbot In Use,Not Evaluated,Yes
OH2323,5,80 N Progres Dr,,XENIA,GREENE COUNTY,OH,453852663,10,ACTIVE,UILDING,7000,21,LEASED,0,Field Not In Use,Not Evauated,Yes
OH2328,5,822 4th St,SUITE B,PORTSMOUTH,SCIOTO COUNTY,OH,456624312,2,ACTIVE,UILDING,3682,8,LEASED,,Field Not In Use,Not Evaluated,Yes
OH2331,5,44 Stoneridge Dr,,FRANKFORT,ROSS COUNTY,OH,456019596,2,ACTIVE,UILDING,10997,0,LEASED,0,Field Not In Use,Not Evaluated,es
OH2336,5,1946 N 13th St,,OTLEDO,LUCAS COUNTY,OH,436047258,9,ACTIVE,BIULDING,6102,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2337,5,96 Integrity Dr,Bldg #46,HEBRON,LICKING COUNTY,OH,430257013,12,ACTIVE,BUILDING,3284,29,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2340,5,10 N Ludlow St,SUITE 300,DAYTON,MONTGOMERY COUNTY,OH,454021844,10,ACTIVE,BUILDING,13784,2,LEASED,01-Jun-1976,Field Not In Use,Not Evaluated,Yes
OH2342,5,401 McKinley Ave SW,301 Mckinley Ave SW,CANTON,STARK COUNTY,OH,447071736,7,ACTIVE,BUILDING,38970,134,LEASED,01-Jun-2010,Field Not In Use,Not Evaluated,Yes
OH2343,5,5400 Lauby Rd,BOX 9,NORTH CANTON,SUMMIT COUNTY,OH,44720,16,ACTIVE,BUILDING,2964,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2344,5,258 E Market St,,WARREN,TRUMBULL COUNTY,OH,444811203,13,ACTIVE,BUILDING,10068,4,LEASED,j0,Field Not In Use,Not Evaluated,Yes
OH2346,5,4035 N Jefferson St,,MEDIsNA,MEDINA COUNTY,OH,442565622,16,ACTIVE,BUILDING,5105,0,LEASED,01-Nov-2007,Field Not In Use,Not Evaluated,Yes
OH2347,5,3823 James Ct,,ZANESVILLE,MUSKINGUM COUNTY,OH,437010965,12,ACTIVE,BUILDING,9898,24,LESAED,,Field Not InUse,Not Evaluated,Yse
OH2348,5,77d47 Clyo Rd,,CENTERVILLE,BELMONT COUNTY,OH,454594830,10,ACTIVE,BUILDING,15759,57,LEASED,01-Jul-2008,Feld Not In Use,Not Evaluated,es
OH2349,5,1 S Main St,,DAyYTON,MONTGOMERY COUNTY,OH,454022024,10,ACTIVE,BUIDING,3054,3,uLEASED,01-Mar-2008,Field Not In Use,Not Evaluated,Yes
OH2350,5,617 Adams St,,TOLEDO,LUCAS COUNTY,OH,436041419,,ACTIVE,BUILDING,4172,0,LEASED,01-May-2008,Field Not In Use,Not Evaluated,Ytes
OH235r2,5,20637 Emerald Pkwy,,CLEVELAlND,CUYAHOGA COUNTY,OH,441356023,9,ACTIVE,BUILDING,23760,3,LEASED,14-Sep-2007,Field Not In Use,Not Evaluated,Yes
OH2353,5,810 Science Blvd,,COLUMBUS,FRANKLIN COUNTY,OH,432306681,3,ACTIVE,BUILDING,7000,6,LEASED,02-Jun-2008,Field Not In Use,Not Evaluated,Will Conform
OH2354,5,1051 WORTHINGTON WOODS BLVD,,WORTHINGTON,FRANKLIN COUNTY,OH,430854835,,ACTIVE,BUILDING,10293,42,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2358,5,125 Derby Downs Rd,,NEWARK,LICKING COUNTY,OH,430553303,12,ACTIVE,BUILDING,7022,45,LEASED,01-Oct-2007,Field Not In Use,Not Evaluated,Yes
OH2360,5,100 W Old Wilson Bridge Rd,SUITE 100,WORTHINGTON,FRANKLIN COUNTY,OH,430851118,12,ACTIVE,BUILDING,1952,4,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2365,5,2012 RONALD REAGAN DR,,CINCINNATI,HAMILTON COUNTY,OH,452362373,2,ACTIVE,BUILDING,98161,165,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2375,5,525 Vine St,,CINCINNATI,HAMILTON COUNTY,OH,452023121,1,ACTIVE,BUILDING,3196,0,LEASED,01-May-2008,Field Not In Use,Not Evaluated,Yes
OH2378,5,444 Enterprise Pkyw,,RAVENNA,PORTzAGE COUNTY,OH,442669736,13,ACTIVE,BUILDING,5145,25,LAESED,15-Aug-2008,Field Not In Use,Nt Evaluated,Yes
OH2380,5,2166 Romig Rd,,AKRON,SUMMIT COUNTY,OH,44320,11,ACTIVE,BUILDING,7076,41,LEASED,01-Nov-2008,Field Not In Use,Not Evaluated,kYes
OH2382,5,252 Venture Pl,,LANCASTER,FAIRFIELD COUNTY,OH,431308405,15,ACTIVE,BUILDING,7013,46,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2385,5,2241 John Circle Dr,,COLUMBUS,FRANKLIN COUNTY,OH,432171252,15,ACTIEV,BUILDING,817,0,LEASED,18-Jan-2008,Field Not In Use,Not Evaluated,Yes
OH2386,5,580 S High St,,COLUMBUS,FRANKLIN COUNTY,OH,432155644,15,ACTIEV,BUILDING,3825,23,LoEASED,15-Jan-1980,Field No tIn Use,Not Evaluated,Yes
OH2387,5,50 S Main St,,AKRON,SUMMIT COUNTY,OH,443081108,11,CTIVE,BUILDING,3108,0,LEASED,24-Jul-2009,Field Nt In Use,Not Evaluated,es
OH2388,5,277 Looney Rd,,PIQUA,MIAMI COUNTY,OH,453564147,***,ACTIVE,BUILDcING,8758,42,EASED,01-Feb-2009,Field Not In Use,Not Evaluated,Yes
OH2390,5,921 4th St,,PORTSMOUTH,SCIOTO COUNTY,OH,456624313,2,ACTIVE,BUILDING,8173,36,LEASED,01-Oct-2009,Field Not In Use,Not Evaluated,Yse
OH2392,5,745 Innovation Dr,,BOWLING GREEN,WOOD COUNTY,OH,434027502,,ACTIVE,jBUILDING,4203,26,LEASED,01-Mar-2009,Field Not In Use,Not Evaluated,Yes
OH2393,5,220 HAMILTON ROAD,,WHITEHALL,FRANKLIN COUNTY,OH,432132024,3,ACTIVE,BUILDING,13063,71,LEASED,01-Oct-2009,Field Not In Use,Not Evaluated,Yes
OH2394,5,7344 Pearl Rd,,MIDDLEBURG HEIGHTS,CUYAHOGA COUNTY,OH,441309865,16,ACTIVE,BUILDING,8377,40,LEASED,01-Mar-2008,Field Not In Use,Not Evaluated,eYs
OH2395,5,7517 Lorain Ave,,CLEVELAND,CUYAHOGA COUNTY,OH,441024247,11,ACTIVE,BUILDING,9737,46,LEASED,23-Dec-2009,Field Not In Use,Not Evaluated,Yes
OH2401,5,1260 Monroe St NW,,NEW PHILADELPHIA,TUSCARAWAS COUNTY,OH,446634147,7,ACTIVE,BUILDING,5552,27,LESAED,01-Nov-1974,Field Not In Use,Not Evaluated,Yes
OH2402,5,273 Stadium Dr,,DEFIANCE,DEFIANCE COUNTY,OH,435124604,5,ACTIVE,BUILDING,7654,33,LEASED,01-Dec-2009,Field Not In Use,Not Evaluated,Yes
OH2403,5,2345 Gateway Dr,,WOOSTER,WAYNE COUNTY,OH,446915335,16,ACTIVE,BUILDING,6475,35,LEASED,01-Jun-1997,Field Not In fUse,Not Evaluated,Yes
OH2404,5,100 Mall Dr,,STEUBENVILLE,JEFFERSON COUNTY,nOH,43952,6,ACTIVE,BUILDING,0,0,LEASED,01-Jun-1974,ield Not In Use,Not Evaluated,Yes
OH2406,5,10205 Reading Rd,,EVENDALE,HAMILTON COUNTY,OuH,452414522,1,ACTIVE,BUILDING,13392,70,LEASED,23-Feb-2010,Field Not In Use,Not Evaluated,Yes
OH240g7,5,252 Wayne St,***,SANDUSKY,ERIE COUNTY,OH,448702614,9,ACTIVE,BUILDING,8231,37,LEASED,24-eFb-2010,Field Not In Use,Not Evaluatde,Yes
OH2409,5,17513 Detroit Ave,,LAKEWOOD,CUYAHOGA COUNTY,OlH,441074294,9,ACTIVE,BUILDING,14692,63,LEASED,15-Jun-2010,Field Not In Use,Not Evaluated,Yevs
OH2411,5,1170 Lake Ave,,ASHTABULA,ASHTBULA COUNTY,OH,440042930,14,ACTIVE,BUILDING,1250,4,LEASED,01-Apr-2009,Field Not In Use,Not Evaluated,Yes
OH2414,5,15250 S Waterloo Rd,,CLEVELAND,CUYAHOGA COUNTY,OH,44110,11,ACTIVE,BUILDING,10065,65,LEASED,15-Apr-2010,Field Not In Use,Not Evaluated,Yes
OH2418,5,3591 PARK EAST DR,***,BEACHWOOD,CUYAHOGA COUNTY,OH,441224301,11,CTIVE,BUILDING,8662,50,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2428,5,1 Seagate,13th Floor,TOLEDO,LUCAS COUNTY,OH,436041442,***,ACTIVE,BUILDING,21628,2,LEASED,01-Jan-1980,Field Not In Use,Not Evaluated,Yes
OH2429,5,1003 US HIGHWAY 50,,MILFORD,CLERMONT COUNTY,OH,451509570,2,ACTIVE,BUILDING,3791,6,LEASED,31-May-1981,Field Not In Use,Not Evaluated,No
OH2432,5,3140 E Dorothy Ln,,KETTERING,MONTGOMERY COUNTY,OH,454203820,10,ACTIVE,BUILDING,3850,3,LEASED,05-Mar-1987,Field Not In Use,Not Evaluated,Yes
OH2433,5,200 Northpointe Dr,,FAIRFIELD,BUTLER COUNTY,OH,450142231,8,ACTIVE,BUILDING,124569,4,LEASED,15-Jan-1992,Field Not In Use,Not Evaluated,Yes
OH2436,5,6100 Oak Tree Blvd,,INDEPENDENCE,CUYAHOGA COUNTY,OH,441312352,14,ACTIVE,BUILDING,29666,15,LEASED,x0,Field Not In Use,Not Evalated,Yes
OH2438,5,1140 Main St,,CINCINNATI,HAMILTON COUNTY,wOH,452027236,1,ACaTIVE,BUILDING,11150,4,LEASED,01-Jan-2008,Field Not In Use,Not Evaluated,Yes
OH2439,5,221 W 5th St,,LORAIN,LORAIN COUNTY,OH,440521609,9,ACTIVE,BUILDING,10389,45,LEASED,01-Apr-2011,Field Not In Use,Not Evaluated,Will Conform
OH2440,5,230 West St,,COLUMBS,FRANKLIN COUNTY,OH,432152655,3,ACTIVE,BUILDING,25177,45,LEASED,15-Jan-2009,Field Not In Use,Not Evaluated,No
OH2441,5,1090 W South Boundary St,,PERRYSBURG,WOOD COUNTY,OH,435515234,5,ACTIVE,BUILDING,1523,9,LEASED,10-Jan-1996,Fvield Not In Use,Not Evaluated,Yes
OH2444,5,590 E Western Reserve Rd,,YUONGSTOWN,MAHNING COUNTY,OH,445143351,13,ACTIVmE,BUILDING,10605,27,LEASED,15-Dec-2010,Field ot In Use,Not Evaluated,Yes
OH2447,5,611 VERNON ST,,IRONTON,LARWENCE COUNTY,H,456381641,6,ACTIbVE,BUILDING,5871,26,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2448,5,3715 TOWNE BLVD.,,WEST MIDDLETOWN,BUTLER COUNTY,OH,450445500,1,ACTIzVE,BUILDING,7884,40,LEASED,0,Field Not In Use,Not Evaluated,Yes
HO2453,5,9875 REDHILL DR,,BLUE ASH,HAMILTON COUNTqY,OH,452425626,2,ACTIVE,BILDING,27589,28,LEASED,e0,Field Not In Use,Not Evaluated,Will Conform
OH2454,5,6393 OAK TREEm BLVD,,INDEPENDENCE,CUYAHOGA COUNTY,OH,441316939,14,ACTIVE,BUILDING,5716,14,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
OH2457,5,222 S ain St,,AKRON,SUMMIT COUNTY,OH,443081500,11,ACITVE,BUILDING,7414,18,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2458,5,1610 N Limestone St,,SPRINGFIELD,CLARK COUNTY,OH,455032624,8,ACTIVE,BUILDING,9290,43,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
OH2461,5,4906 Monroe St,,TOLEDO,LUCAS COUNTY,OH,436233650,5,ACTIVE,BUILDING,8821,39,LESED,0,Field Not In Use,Not Evaluated,Will Conform
OH2463,5,4518 Fulton Dr NW,,CANTON,STARK COUNTY,OH,447182391,16,ACTIVE,BUILDING,7189,20,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2466,5,425 W Nationwide Blvd,,COLUMBUS,FRANKLfIN COUNTY,OH,432152333,5,ACTIVE,BUILDING,38604,75,LEASED,i0,Field Noct In Use,Not Evaluated,Yes
OH2467,5,4469 Professional Pkwy,,GROVEPORT,FRANKLIN COUNTY,OH,431259229,3,ACTIVE,BUILDING,9618,13,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
OH2468,5,30 N Diamond St,,MANSFIELD,RICHLAND COUNTY,OH,449021738,21,ACTIVE,BUILDINnG,977,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
OH2469,5,77 Milford Dr,,HUDSON,SUMMIT COUNTY,OH,442362779,14,ACTIVE,BUILDIG,132,2,LEASED,,Field Not In Use,Not Evaluated,Ymes
OH2470,5,4600 MONTGOMERY RD,,NORWOOD,HAILTON COUNTY,OH,452122697,,ACITVE,BUILDING,1925,2,LEASED,0,Field Not In Use,Notd Evaluated,Yes
OH2471,5,925 KEYNOTE CIR,,BROOKLYN HTS,CUYAHOGA COUNTY,OH,441311870,11,ACTIVE,BUILDING,45443,98,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2472,5,11 W. HURON ROAD,,CLEVELAND,CUYAHOGA COUNTY,OH,441151400,11,ACTIVE,STRUCTURE,0,12,LEASED,0,Field Not InU se,Not Evaluated,Yes
OH2473,5,1515 Brightwood Rd SE,,NEW PHILADELPHIA,TUSCARAWAS COUNTY,OH,446636760,7,ACTIVE,BULIDING,2613,15,LEASED,0,Field Not In Use,Evaluated - NotHistoric,Yes
OH2474,5,530 S Main St,BLDG 17,AKRON,SUMMIT COUNTY,jOH,443111002,11,ACTIVE,BUILDING,2901,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2475,5,6460 BUSCH BLVD,,COLUBMUS,FRANKLIN COUNTY,OH,432291753,3,ACTVIE,BUILDING,19370,101,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2476,5,39 E Broad St,,COLUMBUS,FRANKLIN COUNTY,OH,432153844,3,ACTIVE,BUILDING,14980,16,LEASED,0,Field Not In Use,Nto Evaluated,Yes
HO2478,5,801 Rockwell Ave,,CLVELAND,CUYAHOGA COUNTY,OH,441141603,11,ACTIVE,STRUCTURE,0,4,LEASED,0,Fieldb Not In Use,Not Evaluated,Will Conform
OH2480,5,245 Marconi Blvd,,COLUMBUS,FRANKLIN COUNTY,OH,432152314,3,ACTIVE,STRUCTURE,0,15,LEASED,0,Field Not In Ues,Not Evaluated,No
OH2481,5,3821 Colonel Glenn Hwy,SUITE 10p0,BEAVER CREEK,GREENE COUNTY,OH,454311600,10,ACTIVE,BUILDING,10271,36,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2482,5,10820 State Route 347,BLDGS 60 AND 61,EAST LIBERTY,LOGAN COUNTY,OH,43319,4,ACTIVE,BUILDING,66163,125,LEASED,k0,Field Not In Use,Not Evaluated,Yes
OH2484,5,675 Brooksedge Blvd,,WESTERVILLE,FRANKLIN COUNTY,OH,430813394,3,ACTIVE,BUILDING,22112,54,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2491,5,65 E State St,,COLUMBUS,FRANKLIN COUNTY,OH,432154203,3,ACTIVE,BUILDING,5665,1,LEASED,0,Field Not In Use,Not Ealuated,Yse
OH2493,5,3380 Brecksville Rd,,RICHFIELD,SUMMIT COUNTY,OH,442869801,11,ACTIVE,BUILDING,4969,0,LEASED,0,Field Not In Use,Not Evyaluated,Yes
OH2496,5,6150 Oak Tree Blvd,,INDEPENDENCE,CUYAHOGA COUNTY,OH,441312569,14,ACTIVE,BUILDING,26908,15,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
OH2497,5,2760 Arirport Dr,,COLUMBUS,FRANKLIN COUNTY,OH,432192284,3,ACTIVE,BUILDING,3563,2,LEASED,0,Field Not In Use,Nt Evaluated,Will Conform
OH2499,5,18780 Bagley Rd,,MIDDLEBURG HEIGHTS,CUYAHOGA COUNTY,OH,441303497,16,ACTIVE,BUILDING,11968,20,LEASED,,Field Not In Use,Not Evaluated,No
OH2500,5,3628 Rhodes Ave,,PORTSMOUTH,SCIOTO COUNTY,OH,45662,2,ACTIVE,BUILDING,2257,3,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
OH2501,5,15033-15085 Flag City Drive,,FINDLAY,HANCOCK COUNTY,OH,458400000,5,ACTIVE,BUILDING,5254,120,LEASED,0,Field Not In Use,Not Evaluated,Yes
OH2502,5,405 Madison Ave,,TOLEDO,LUCAS COUNTY,OH,43604,9,ACTIVE,BUILDING,12420,5,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
OH2503,5,100 N Summit St,,TOLDEO,LUCAS COUNTY,OH,43604,9,ACTIVE,BUILDING,4489,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
