county,district,co_dist_code,site_code,school_site,total_enrollment,telephone,principal,principles_email,mailing_address,mailing_city,mailing_state,mailing_zip,grades_low_high,certified_staff
MAYES       ,LOCUST GROVE                  ,46-I017,110.0,Locust Grove Upper ES         ,424.0,(918) 479-5234,Shannon Hall,shall@lg.k12.ok.us,PO Box 399,Locust Grove,OK,74352.0,02-05,35.0
MAYES       ,LOCUST GROVE                  ,46-I017,505.0,Locust Grove MS               ,296.0,(918) 479-5244,Coy Graves,cgraves@lg.k12.ok.us,PO Box 399,Locust Grove,OK,74352.0,06-08,39.0
MAYES       ,LOCUST GROVE                  ,46-I017,705.0,Locust Grove HS               ,455.0,(918) 479-5247,Clint Hall,chall@lg.k12.ok.us,PO Box 399,Locust Grove,OK,74352.0,09-12,46.0
MAYES       ,CHOUTEAU-MAZIE                ,46-I032,105.0,Chouteau ES                   ,190.0,(918) 476-5912,Donna Pillars,dpillars@chouteauwildcats.com,PO Box 969,Chouteau,OK,74337.0,03-05,18.0
MAYES       ,CHOUTEAU-MAZIE                ,46-I032,110.0,Mazie ES                      ,88.0,(918) 476-5389,Cheryl Mccartney,cmccartney@chouteauwildcats.com,PO Box 969,Chouteau,OK,74337.0,PK-08,10.0
MAYES       ,CHOUTEAU-MAZIE                ,46-I032,115.0,Chouteau-Mazie Ec Ctr         ,225.0,(918) 476-6551,Josh Gwartney,jgwartney@chouteauwildcats.com,PO Box 969,Chouteau,OK,74337.0,PK-02,22.0
MAYES       ,CHOUTEAU-MAZIE                ,46-I032,505.0,Chouteau-Mazie MS             ,150.0,(918) 476-5912,Michelle Middleton,mmiddleton@chouteauwildcats.com,PO Box 969,Chouteau,OK,74337.0,06-08,29.0
MAYES       ,CHOUTEAU-MAZIE                ,46-I032,705.0,Chouteau-Mazie HS             ,237.0,(918) 476-5912,Glen Bibelheimer,gbibelheimer@chouteauwildcats.com,PO Box 969,Chouteau,OK,74337.0,09-12,28.0
MCCLAIN     ,NEWCASTLE                     ,47-I001,105.0,Newcastle ES                  ,628.0,(405) 387-6474,Terri Scott,tscott@newcastle.k12.ok.us,101 North Main,Newcastle,OK,73065.0,02-05,43.0
MCCLAIN     ,NEWCASTLE                     ,47-I001,110.0,Newcastle Early Childhood Ctr ,502.0,(405) 387-6200,Kristi Ferguson,kferguson@newcastle.k12.ok.us,101 North Main,Newcastle,OK,73065.0,PK-01,34.0
MCCLAIN     ,NEWCASTLE                     ,47-I001,505.0,Newcastle MS                  ,449.0,(405) 387-3139,John Harris,jharris@newcastle.k12.ok.us,101 North Main,Newcastle,OK,73065.0,06-08,49.0
MCCLAIN     ,NEWCASTLE                     ,47-I001,705.0,Newcastle HS                  ,531.0,(405) 387-4304,Rob Gilstrap,rgilstrap@newcastle.k12.ok.us,101 North Main,Newcastle,OK,73065.0,09-12,49.0
MCCLAIN     ,DIBBLE                        ,47-I002,105.0,Dibble ES                     ,298.0,(405) 344-6868,Randall Barker,barker@dibble.k12.ok.us,PO Box 9,Dibble,OK,73031.0,PK-05,23.0
MCCLAIN     ,DIBBLE                        ,47-I002,515.0,Dibble MS                     ,142.0,(405) 344-6380,Darlene Hayhurst,hayhurst@dibble.k12.ok.us,PO Box 9,Dibble,OK,73031.0,06-08,27.0
MCCLAIN     ,DIBBLE                        ,47-I002,715.0,Dibble HS                     ,214.0,(405) 344-6380,Damon Garner,dgarner@dibble.k12.ok.us,PO Box 9,Dibble,OK,73031.0,09-12,25.0
MCCLAIN     ,WASHINGTON                    ,47-I005,105.0,Washington ES                 ,519.0,(405) 288-2353,Rocky Clarke,rclarke@washington.k12.ok.us,PO Box 98,Washington,OK,73093.0,PK-05,37.0
MCCLAIN     ,WASHINGTON                    ,47-I005,510.0,Washington MS                 ,214.0,(405) 288-2428,Stuart Mcpherson,smcpherson@washington.k12.ok.us,PO Box 98,Washington,OK,73093.0,06-08,26.0
MCCLAIN     ,WASHINGTON                    ,47-I005,705.0,Washington HS                 ,271.0,(405) 288-2354,David Crabbe,dcrabbe@washington.k12.ok.us,PO Box 98,Washington,OK,73093.0,09-12,30.0
MCCLAIN     ,WAYNE                         ,47-I010,105.0,Wayne ES                      ,254.0,(405) 449-3305,Donna Soutee,donsoutee@wayne.k12.ok.us,212 South Seifried Street,Wayne,OK,73095.0,PK-05,20.0
MCCLAIN     ,WAYNE                         ,47-I010,505.0,Wayne MS                      ,105.0,(405) 449-7047,Brandon Sharp,brasharp@wayne.ok.us,212 South Seifried Street,Wayne,OK,73095.0,06-08,17.0
MCCLAIN     ,WAYNE                         ,47-I010,705.0,Wayne HS                      ,176.0,(405) 449-3317,Toby Ringwald,tobringwald@wayne.k12.ok.us,212 South Seifried Street,Wayne,OK,73095.0,09-12,23.0
MCCLAIN     ,PURCELL                       ,47-I015,105.0,Purcell ES                    ,450.0,(405) 527-2146,Tammy Dillard,dillardt@purcellps.org,809 North Ninth Ave,Purcell,OK,73080.0,PK-02,32.0
MCCLAIN     ,PURCELL                       ,47-I015,115.0,Purcell Intermediate School   ,310.0,(405) 527-2146,Lu Ann Wood,woodl@purcellps.org,711 North Ninth Ave,Purcell,KO,73080.0,03-05,25.0
MCCLAIN     ,PURCELL                       ,47-I015,610.0,Purcell JHS                   ,319.0,(405) 527-6591,Byron Mooney,mooneyb@purcellps.org,201 Lester Lane,Purcell,OK,73080.0,06-08,33.0
MCCLAIN     ,PURCELL                       ,47-I015,705.0,Purcell HS                    ,368.0,(405) 527-4400,Bret Petty,pettyb@purcellps.org,2020 North Green Ave,Purcell,OK,73080.0,09-12,40.0
MCCLAIN     ,BLANCHARD                     ,47-I029,105.0,Blanchard ES                  ,536.0,(405) 485-3394,Donna Edge,dedge@blanchard.k12.ok.us,211 North Tyler Ave,Blanchard,OK,73010.0,PK-02,39.0
MCCLAIN     ,BLANCHARD                     ,47-I029,110.0,Blanchard Intermediate ES     ,436.0,(405) 485-3391,Paula Floyd,pfloyd@blanchard.k12.ok.us,211 North Tyler Ave,Blanchard,OK,73010.0,03-05,31.0
MCCLAIN     ,BLANCHARD                     ,47-I029,510.0,Blanchard MS                  ,420.0,(405) 485-3393,Larry Mcvay,lmcvay@blanchard.k12.ok.us,211 North Tyler Ave,Blanchard,OK,73010.0,06-08,34.0
MCCLAIN     ,BLANCHARD                     ,47-I029,705.0,Blanchard HS                  ,550.0,(405) 485-3392,Greg Jackson,gjackson@blanchard.k12.ok.us,211 North Tyler Ave,Blanchard,OK,73010.0,09-12,47.0
MCCURTAIN   ,FOREST GROVE                  ,48-C001,105.0,Forest Grove Public School    ,178.0,(580) 286-3961,Deena Smith,deena.smith@forestgrove.k12.ok.us,PO Box 60,Garvin,OK,74736.0,PK-08,14.0
MCCURTAIN   ,LUKFATA                       ,48-C009,105.0,Lukfata Public School         ,373.0,(580) 584-6834,Kurt Neal,kneal@lukfata.org,1685 Old Broken Bow Hwy,Broken Bow,OK,74728.0,PK-08,27.0
MCCURTAIN   ,GLOVER                        ,48-C023,105.0,Glover Public School          ,59.0,(580) 420-3232,Tanya Whisenhunt,twhisenhunt@freeriver.org,701 Lavender Rd.,Broken Bow,OK,74728.0,PK-08,8.0
MCCURTAIN   ,DENISON                       ,48-C037,105.0,Denison Public School         ,325.0,(580) 286-3319,Toni Butler,tbutler@denison.k12.ok.us,3001 East Washington,Idabel,OK,74745.0,PK-08,23.0
MCCURTAIN   ,HOLLY CREEK                   ,48-C072,105.0,Holly Creek Public School     ,225.0,(580) 420-6968,Harvey Brumley,hbrumley@hollycreek.org,401 Holly Creek Road,Broken Bow,OK,74728.0,PK-08,21.0
MCCURTAIN   ,IDABEL                        ,48-I005,110.0,Central ES                    ,322.0,(580) 286-5346,Nancy Copeland,ncopeland@idabelps.org,200 Ne Ave C,Idabel,OK,74745.0,02-05,31.0
MCCURTAIN   ,IDABEL                        ,48-I005,120.0,Idabel Primary South ES       ,290.0,(580) 286-4400,Terri Bastible,tbastible@idabelps.org,200 Ne Ave C,Idabel,OK,74745.0,PK-01,21.0
MCCURTAIN   ,IDABEL                        ,48-I005,505.0,Idabel MS                     ,231.0,(580) 286-6558,Laura Bullock,lbullock@idabelps.org,200 Ne Ave C,Idabel,OK,74745.0,06-08,37.0
MCCURTAIN   ,IDABEL                        ,48-I005,710.0,Idabel HS                     ,407.0,(580) 286-7693,Alan Bryant,abryant@idabelps.org,200 Ne Ave C,Idabel,OK,74745.0,09-12,44.0
MCCURTAIN   ,HAWORTH                       ,48-I006,105.0,Haworth ES                    ,278.0,(580) 245-1406,Jeannie Gail Sylvia,gsylvia@haworth.k12.ok.us,300 N. Maple Street,Haworth,OK,74740.0,PK-05,23.0
MCCURTAIN   ,HAWORTH                       ,48-I006,510.0,Haworth MS                    ,127.0,(580) 245-1406,NULL,NULL,300 N. Maple Street,Haworth,OK,74740.0,06-08,24.0
MCCURTAIN   ,HAWORTH                       ,48-I006,510.0,Haworth MS                    ,127.0,(580) 245-1406,Brandy Wall,bwall@haworth.k12.ok.us,300 N. Maple Street,Haworth,OK,74740.0,06-08,24.0
MCCURTAIN   ,HAWORTH                       ,48-I006,705.0,Haworth HS                    ,178.0,(580) 245-1406,Brandy Wall,bwall@haworth.k12.ok.us,300 N. Maple Street,Haworth,OK,74740.0,09-12,28.0
MCCURTAIN   ,VALLIANT                      ,48-I011,110.0,Valliant ES                   ,389.0,(580) 933-7248,Rickey Bowen,rbowen@vpsd.org,604 East Lucas Street,Valliant,OK,74764.0,PK-05,27.0
MCCURTAIN   ,VALLIANT                      ,48-I011,505.0,Valliant MS                   ,187.0,(580) 933-4253,Dennis Robberson,drobberson@vpsd.org,604 East Lucas Street,Valliant,OK,74764.0,06-08,25.0
MCCURTAIN   ,VALLIANT                      ,48-I011,705.0,Valliant HS                   ,320.0,(580) 933-7292,Cale Haley,chaley@vpsd.org,604 East Lucas Street,Valliant,OK,74764.0,09-12,34.0
MCCURTAIN   ,VALLIANT                      ,48-I011,705.0,Valliant HS                   ,320.0,(580) 933-7292,Glen Williamson,gwilliamson@vpsd.org,604 East Lucas Street,Valliant,OK,74764.0,09-12,34.0
MCCURTAIN   ,EAGLETOWN                     ,48-I013,105.0,Eagletown ES                  ,97.0,(580) 835-2241,Brian Armstrong,barmstrong@eagletownisd.org,PO Box 38,Eagletown,OK,74734.0,PK-08,21.0
MCCURTAIN   ,EAGLETOWN                     ,48-I013,705.0,Eagletown HS                  ,52.0,(580) 835-2242,Brian Armstrong,barmstrong@eagletownisd.org,PO Box 38,Eagletown,OK,74734.0,09-12,14.0
MCCURTAIN   ,SMITHVILLE                    ,48-I014,105.0,Smithville ES                 ,143.0,(580) 244-7212,Stacy Nichols,snichols@smithville.k12.ok.us,PO Box 8,Smithville,OK,74957.0,PK-05,18.0
MCCURTAIN   ,SMITHVILLE                    ,48-I014,505.0,Smithville MS                 ,42.0,(580) 244-7212,Stacy Nichols,snichols@smithville.k12.ok.us,PO Box 8,Smithville,OK,74957.0,06-08,12.0
MCCURTAIN   ,SMITHVILLE                    ,48-I014,705.0,Smithville HS                 ,94.0,(580) 244-3281,Delbert Mcbroom,dmcbroom@smithville.k12.ok.us,PO Box 8,Smithville,OK,74957.0,09-12,18.0
MCCURTAIN   ,WRIGHT CITY                   ,48-I039,105.0,Wright City ES                ,248.0,(580) 981-2248,Frank Partridge,fpartridge@wcisd.org,PO Box 329,Wright City,OK,74766.0,PK-06,26.0
MCCURTAIN   ,WRIGHT CITY                   ,48-I039,610.0,Wright City JHS               ,58.0,(580) 981-2558,Mike Converse,mconverse@wcisd.org,PO Box 329,Wright City,OK,74766.0,07-08,16.0
MCCURTAIN   ,WRIGHT CITY                   ,48-I039,705.0,Wright City HS                ,157.0,(580) 981-2558,Mike Converse,mconverse@wcisd.org,PO Box 329,Wright City,OK,74766.0,09-12,24.0
MCCURTAIN   ,BATTIEST                      ,48-I071,105.0,Battiest ES                   ,207.0,(580) 241-5499,Joanna Hall,hallj@battiest.k12.ok.us,PO Box 109,Battiest,OK,74722.0,PK-08,24.0
MCCURTAIN   ,BATTIEST                      ,48-I071,715.0,Battiest HS                   ,71.0,(580) 241-5550,Don Mullenix,mullenixd@battiest.k12.ok.us,PO Box 199,Battiest,OK,74722.0,09-12,15.0
MCCURTAIN   ,BROKEN BOW                    ,48-I074,110.0,Bennett ES                    ,323.0,(580) 584-6440,Jarod Bible,jbible@bbisd.org,108 West Fifth Street,Broken Bow,OK,74728.0,03-05,28.0
MCCURTAIN   ,BROKEN BOW                    ,48-I074,120.0,Dierks ES                     ,417.0,(580) 584-2765,Terry Stricker,tstricker@bbisd.org,108 West Fifth Street,Broken Bow,K,74728.0,PK-02,31.0
MCCURTAIN   ,BROKEN BOW                    ,48-I074,505.0,Rector Johnson MS             ,337.0,(580) 584-9603,Belinda Highful,bmhighful@bbisd.org,108 West Fifth Street,Broken Bow,OzK,74728.0,06-08,36.0
MCCURTAIN   ,BROKEN BOW                    ,48-I074,705.0,Broken Bow HS                 ,623.0,(580) 584-3365,Luke Hanks,lhanks@bbisd.org,108 West Fifth Street,Broken Bow,KO,74728.0,09-12,57.0
MCINTOSH    ,RYAL                          ,49-C003,105.0,Ryal Public School            ,61.0,(918) 652-7461,Lynn Maxwell,lmaxwell@ryal.k12.ok.us,Rt. 2 Box 427,Henryetta,OK,74437.0,PK-08,7.0
MCINTOSH    ,STIDHAM                       ,49-C016,105.0,Stidham Public School         ,104.0,(918) 689-5241,Danny Williams,sup@stidham.k12.ok.us,113074 S 4110,Eufaula,OK,74432.0,PK-08,9.0
MCINTOSH    ,EUFAULA                       ,49-I001,120.0,Eufaula ES                    ,588.0,(918) 689-2682,Brenda Lewis,bglewis@eufaula.k12.ok.us,1717 W. Jm Bailey Hwy,Eufaula,OK,74432.0,PK-05,43.0
MCINTOSH    ,EUFAULA                       ,49-I001,505.0,Eufaula MS                    ,270.0,(918) 689-2711,Chris Whelan,cjwhelan@eufaula.k12.ok.us,1717 W. Jm Bailey Hwy,Eufaula,OK,74432.0,06-08,32.0
MCINTOSH    ,EUFAULA                       ,49-I001,710.0,Eufaula HS                    ,326.0,(918) 689-2556,Michael Tamez,mtamez@eufaula.k12.ok.us,1717 W. Jm Bailey Hwy,Eufaula,OK,74432.0,09-12,40.0
MCINTOSH    ,CHECOTAH                      ,49-I019,110.0,Marshall ES                   ,461.0,(918) 473-5832,Jann Ledbetter,jledbetter@checotah.k12.ok.us,PO Box 289,Checotah,OK,74426.0,PK-02,33.0
MCINTOSH    ,CHECOTAH                      ,49-I019,112.0,Checotah Intermediate ES      ,303.0,(918) 473-2384,Ryan Ambrose,drambrose@checotah.k12.ok.us,PO Box 289,Checotah,OK,74426.0,03-05,30.0
MCINTOSH    ,CHECOTAH                      ,49-I019,505.0,Checotah MS                   ,339.0,(918) 473-5912,Jason Donathan,jdonathan@checotah.k12.ok.us,PO Box 289,Checotah,OK,74426.0,06-08,40.0
MCINTOSH    ,CHECOTAH                      ,49-I019,705.0,Checotah HS                   ,458.0,(918) 473-2239,Brian Terry,bterry@checotah.k12.ok.us,491 W Paul Carr Drive,Checotah,OK,74426.0,09-12,46.0
MCINTOSH    ,MIDWAY                        ,49-I027,105.0,Midway ES                     ,159.0,(918) 474-3434,Randy Shaw,rshaw@midway.k12.ok.us,PO Box 127,Council Hill,OK,74428.0,PK-08,15.0
MCINTOSH    ,MIDWAY                        ,49-I027,705.0,Midway HS                     ,76.0,(918) 474-3434,Bruce Douglas,bdouglas@midway.k12.ok.us,PO Box 127,Council Hill,OK,74428.0,09-12,9.0
MCINTOSH    ,HANNA                         ,49-I064,105.0,Hanna ES                      ,78.0,(918) 657-2527,David Dewalt,ddewalt@hanna.k12.ok.us,PO Box 10,Hanna,OK,74845.0,PK-08,14.0
MCINTOSH    ,HANNA                         ,49-I064,705.0,Hanna HS                      ,35.0,(918) 657-2527,David Dewalt,ddewalt@hanna.k12.ok.us,PO Box 10,Hanna,OK,74845.0,09-12,10.0
MURRAY      ,SULPHUR                       ,50-I001,105.0,Sulphur ES                    ,507.0,(580) 622-3326,Shannon Muck,shannon.muck@sulphurk12.org,1021 West Ninth Street,Sulphur,OK,73086.0,PK-02,36.0
MURRAY      ,SULPHUR                       ,50-I001,110.0,Sulphur Intermediate ES       ,319.0,(580) 622-6161,John Mann,john.mann@sulphurk12.org,1021 West Ninth Street,Sulphur,OK,73086.0,03-05,28.0
MURRAY      ,SULPHUR                       ,50-I001,510.0,Sulphur MS                    ,301.0,(580) 622-4010,Dub Grisham,dub.grisham@sulphurk12.org,1021 West Ninth Street,Sulphur,OK,73086.0,06-08,27.0
MURRAY      ,SULPHUR                       ,50-I001,705.0,Sulphur HS                    ,437.0,(580) 622-3174,Clete Cole,clete.cole@sulphurk12.org,1021 West Ninth Street,Sulphur,OK,73086.0,09-12,33.0
MURRAY      ,DAVIS                         ,50-I010,105.0,Davis ES                      ,469.0,(580) 369-5544,Tammie Webb,twebb@davis.k12.ok.us,400 East Atlanta Ave,Davis,OK,73030.0,PK-04,39.0
MURRAY      ,DAVIS                         ,50-I010,505.0,Davis MS                      ,319.0,(580) 369-5565,Jeff Jennings,j_jennings@davis.k12.ok.us,400 East Atlanta Ave,Davis,OK,73030.0,05-08,39.0
MURRAY      ,DAVIS                         ,50-I010,705.0,Davis HS                      ,288.0,(580) 369-5541,Rod Maynard,rodmaynard@davis.k12.ok.us,400 East Atlanta Ave,Davis,OK,73030.0,09-12,40.0
MUSKOGEE    ,WAINWRIGHT                    ,51-C009,105.0,Wainwright Public School      ,98.0,(918) 474-3484,Jim Ogden,wainwright.ps@lycos.com,PO Box 189,Wainwright,OK,74468.0,PK-08,10.0
MUSKOGEE    ,HASKELL                       ,51-I002,110.0,Mary White ES                 ,396.0,(918) 482-1402,Scott Mccullah,smccullah@haskellps.org,408 West Franklin,Haskell,OK,74436.0,PK-05,29.0
MUSKOGEE    ,HASKELL                       ,51-I002,505.0,Haskell MS                    ,196.0,(918) 482-5221,Kurt Scullawl,kscullawl@haskellps.org,900 North Ohio,Haskell,OK,74436.0,06-08,32.0
MUSKOGEE    ,HASKELL                       ,51-I002,715.0,Haskell HS                    ,244.0,(918) 482-5223,Kurt Scullawl,kscullawl@haskellps.org,900 North Ohio,Haskell,OK,74436.0,09-12,28.0
MUSKOGEE    ,FORT GIBSON                   ,51-I003,105.0,Fort Gibson Intermediate ES   ,353.0,(918) 478-2465,Sherry Rybolt,s_rybolt@ftgibson.k12.ok.us,500 South Ross Ave,Fort Gibson,OK,74434.0,03-05,28.0
MUSKOGEE    ,FORT GIBSON                   ,51-I003,110.0,Fort Gibson Early Lrning Ctr  ,487.0,(918) 478-4841,Shelly Holderby,s_holderby@ftgibson.k12.ok.us,500 South Ross Ave,Fort Gibson,OK,74434.0,PK-02,50.0
MUSKOGEE    ,FORT GIBSON                   ,51-I003,505.0,Fort Gibson MS                ,412.0,(918) 478-2471,Gregory Phares,g_phares@ftgibson.k12.ok.us,500 South Ross Ave,Fort Gibson,OK,74434.0,06-08,39.0
MUSKOGEE    ,FORT GIBSON                   ,51-I003,705.0,Fort Gibson HS                ,603.0,(918) 478-2452,Gary Sparks,g_sparks@ftgibson.k12.ok.us,500 South Ross Ave,Fort Gibson,OK,74434.0,09-12,54.0
MUSKOGEE    ,WEBBERS FALLS                 ,51-I006,105.0,Webbers Falls ES              ,212.0,(918) 464-2334,Judy Morton,jmorton@webbersfalls.k12.ok.us,PO Box 300,Webbers Falls,OK,74470.0,PK-08,21.0
MUSKOGEE    ,WEBBERS FALLS                 ,51-I006,715.0,Webbers Falls HS              ,77.0,(918) 464-2334,Judy Morton,jmorton@webbersfalls.k12.ok.us,PO Box 300,Webbers Falls,OK,74470.0,09-12,18.0
MUSKOGEE    ,OKTAHA                        ,51-I008,110.0,Oktaha ES                     ,524.0,(918) 682-5665,Tom Owens,towens@oktahaschool.com,PO Box 9,Oktaha,OK,74450.0,PK-08,40.0
MUSKOGEE    ,OKTAHA                        ,51-I008,705.0,Oktaha HS                     ,221.0,(918) 687-3672,Chris Burt,cburt@oktahaschool.com,PO Box 9,Oktaha,OK,74450.0,09-12,26.0
MUSKOGEE    ,MUSKOGEE                      ,51-I020,105.0,Cherokee ES                   ,265.0,(918) 684-3890,Lori Jefferson,lori.jefferson@mpsi20.org,2400 Estelle St.,Muskogee,OK,74401.0,KG-06,22.0
MUSKOGEE    ,MUSKOGEE                      ,51-I020,110.0,Creek ES                      ,402.0,(918) 684-3880,Rick Hoos,rick.hoos@mpsi20.org,200 S. Country Club Rd.,Muskogee,OK,74403.0,KG-06,28.0
MUSKOGEE    ,MUSKOGEE                      ,51-I020,120.0,Benjamin Franklin Sci. Academy,523.0,(918) 684-3870,Donna Pillars,donna.pillars@mpsi20.org,300 Virgil Matthews Drive,Muskogee,OK,74401.0,PK-08,53.0
MUSKOGEE    ,MUSKOGEE                      ,51-I020,125.0,Grant-Foreman ES              ,391.0,(918) 684-3860,Justin Walker,justin.walker@mpsi20.org,800 Bacone St.,Muskogee,OK,74403.0,KG-06,30.0
MUSKOGEE    ,MUSKOGEE                      ,51-I020,140.0,Irving ES                     ,393.0,(918) 684-3840,Kim Fleak,kim.fleak@mpsi20.org,1100 North J St.,Muskogee,OK,74403.0,KG-06,36.0
MUSKOGEE    ,MUSKOGEE                      ,51-I020,160.0,Pershing ES                   ,423.0,(918) 684-3830,Karen Watkins,karen.watkins@mpsi20.org,301 N. 54Th St.,Muskogee,OK,74401.0,KG-06,32.0
MUSKOGEE    ,MUSKOGEE                      ,51-I020,170.0,Sadler Arts Academy           ,365.0,(918) 684-3820,Ronia Davison,ronia.davison@mpsi20.org,800 Altamont,Muskogee,OK,74401.0,KG-08,29.0
MUSKOGEE    ,MUSKOGEE                      ,51-I020,175.0,Tony Goetz ES                 ,392.0,(918) 684-3810,P. David Shouse,david.shouse@mpsi20.org,2412 Haskell Blvd,Muskogee,OK,74403.0,KG-06,28.0
MUSKOGEE    ,MUSKOGEE                      ,51-I020,180.0,Whittier ES                   ,295.0,(918) 684-3800,Lisa Rogers,lisa.rogers@mpsi20.org,1705 Cincinnati,Muskogee,OK,74403.0,KG-06,25.0
MUSKOGEE    ,MUSKOGEE                      ,51-I020,185.0,Muskogee Ec Ctr               ,349.0,(918) 684-3770,Malinda Lindsey,malinda.lindsey@mpsi20.org,901 Emporia,Muskogee,OK,74401.0,PK-PK,22.0
MUSKOGEE    ,MUSKOGEE                      ,51-I020,505.0,Alice Robertson JHS           ,699.0,(918) 684-3775,Peggy Jones,peggy.jones@mpsi20.org,402 North S. St.,Muskogee,OK,74403.0,07-08,71.0
MUSKOGEE    ,MUSKOGEE                      ,51-I020,705.0,Muskogee HS                   ,1601.0,(918) 684-3750,Dawna Buck,dawna.buck@mpsi20.org,3200 East Shawnee Road,Muskogee,OK,74403.0,09-12,134.0
MUSKOGEE    ,HILLDALE                      ,51-I029,105.0,Hilldale Lower ES             ,535.0,(918) 683-9167,Kair Ridenhour,kridenhour@hilldaleps.org,500 East Smith Ferry Road,Muskogee,OK,74403.0,PK-02,37.0
MUSKOGEE    ,HILLDALE                      ,51-I029,110.0,Hilldale Upper ES             ,398.0,(918) 683-1101,Kair Ridenhour,kridenhour@hilldaleps.org,500 East Smith Ferry Road,Muskogee,OK,74403.0,03-05,33.0
MUSKOGEE    ,HILLDALE                      ,51-I029,505.0,Hilldale MS                   ,414.0,(918) 683-0763,Darren Riddle,driddle@hilldaleps.org,500 East Smith Ferry Road,Muskogee,OK,74403.0,06-08,37.0
MUSKOGEE    ,HILLDALE                      ,51-I029,705.0,Hilldale HS                   ,525.0,(918) 683-3253,Deborah Tennison,dtennison@hilldaleps.org,500 East Smith Ferry Road,Muskogee,OK,74403.0,09-12,48.0
MUSKOGEE    ,BRAGGS                        ,51-I046,105.0,Braggs ES                     ,132.0,(918) 487-5265,Shawndy Young,syoung@braggsschool.com,PO Box 59,Braggs,OK,74423.0,PK-08,16.0
MUSKOGEE    ,BRAGGS                        ,51-I046,705.0,Braggs HS                     ,62.0,(918) 487-5265,Michael Broyles,mbroyles@braggs.k12.ok.us,PO Box 59,Braggs,OK,74423.0,09-12,8.0
MUSKOGEE    ,WARNER                        ,51-I074,105.0,Warner ES                     ,578.0,(918) 463-2950,Tracy Mcmullen,tmcmullen@warner.k12.ok.us,1012 5Th Ave,Warner,OK,74469.0,PK-08,51.0
MUSKOGEE    ,WARNER                        ,51-I074,715.0,Warner HS                     ,214.0,(918) 463-5172,Jeremy Jackson,jeremyjackson@warner.k12.ok.us,1012 5Th Ave,Warner,OK,74469.0,09-12,38.0
MUSKOGEE    ,PORUM                         ,51-I088,105.0,Porum ES                      ,363.0,(918) 484-5123,Cora Fletcher,cfletcher@porum.k12.ok.us,PO Box 189,Porum,OK,74455.0,PK-08,32.0
MUSKOGEE    ,PORUM                         ,51-I088,705.0,Porum HS                      ,140.0,(918) 484-5122,Brent Pearce,bpearce@porum.k12.ok.us,PO Box 189,Porum,OK,74455.0,09-12,23.0
NOBLE       ,PERRY                         ,52-I001,105.0,Perry ES                      ,697.0,(580) 336-2577,Jennifer Shields,jshields@perry.k12.ok.us,1303 North 15Th Street,Perry,OK,73077.0,PK-06,50.0
NOBLE       ,PERRY                         ,52-I001,605.0,Perry JHS                     ,183.0,(580) 336-2265,Ranay Roth,rroth@perry.k12.ok.us,901 Elm Street,Perry,OK,73077.0,07-08,24.0
NOBLE       ,PERRY                         ,52-I001,705.0,Perry HS                      ,316.0,(580) 336-4415,Les Justus,ljustus@perry.k12.ok.us,900 Fir Street,Perry,OK,73077.0,09-12,38.0
NOBLE       ,BILLINGS                      ,52-I002,105.0,Billings ES                   ,55.0,(580) 725-3479,Rustin Clark,rclark@billings.k12.ok.us,311 North Central,Billings,OK,74630.0,PK-08,12.0
NOBLE       ,BILLINGS                      ,52-I002,705.0,Billings HS                   ,28.0,(580) 725-3271,Rustin Clark,rclark@billings.k12.ok.us,311 North Central,Billings,OK,74630.0,09-12,9.0
NOBLE       ,FRONTIER                      ,52-I004,105.0,Frontier ES                   ,277.0,(580) 723-4582,Erron Kauk,kauke@frontierok.com,P O Box 130,Red Rock,OK,74651.0,PK-08,37.0
NOBLE       ,FRONTIER                      ,52-I004,705.0,Frontier HS                   ,115.0,(580) 723-4360,Doug Sinor,sinord@frontierok.com,P O Box 130,Red Rock,OK,74651.0,09-12,25.0
NOBLE       ,MORRISON                      ,52-I006,105.0,Morrison ES                   ,335.0,(580) 724-3620,Christy Williams,christywilliams@morrisonps.com,PO Box 176,Morrison,OK,73061.0,PK-06,31.0
NOBLE       ,MORRISON                      ,52-I006,510.0,Morrison MS                   ,86.0,(580) 724-3307,Christy Williams,christywilliams@morrisonps.com,PO Box 176,Morrison,OK,73061.0,07-08,21.0
NOBLE       ,MORRISON                      ,52-I006,705.0,Morrison HS                   ,150.0,(580) 724-3307,Shalon Reynolds,shalonreynolds@morrisonps.com,PO Box 176,Morrison,OK,73061.0,09-12,21.0
NOWATA      ,OKLAHOMA UNION                ,53-I003,105.0,Oklahoma Union ES             ,304.0,(918) 255-6550,Brenda Taylor,btaylor@okunion.k12.ok.us,"Rural Route 1, Box 377-7",South Coffeyville,OK,74072.0,PK-05,22.0
NOWATA      ,OKLAHOMA UNION                ,53-I003,505.0,Oklahoma Union MS             ,148.0,(918) 255-6550,Lance Williams,lwilliams@okunion.k12.ok.us,"Rural Route 1, Box 377-7",South Coffeyville,OK,74072.0,06-08,25.0
NOWATA      ,OKLAHOMA UNION                ,53-I003,705.0,Oklahoma Union HS             ,209.0,(918) 255-6550,David Lovelace,dlovelace@okunion.k12.ok.us,"Rural Route 1, Box 377-7",South Coffeyville,OK,74072.0,09-12,28.0
