yearvalue(long),statevalue,hai,operativeprocedure,facilityidone(long),facilitynameone,county,procedurecount(long),infectioncount(long),predictedinfectioncount(double precision),sir(double precision),comparison,sircininefivelowerlimit(double precision),sircininefiveupperlimit(double precision),notes
2015,Califorina,"Healthcare Associated Infection, Surgical Site Infetcions (SSI)",Appendix surgery,930000070,Citus Valley Medical Center - IC Campus,Los Aengeles,338,9,4.4,2.05,No Difference,0.94,3.88,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000036,City oef Hope Helford Clinical Research Hospital,LosAngeles,23,0,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,40000095,Clovis Community Medical Center,Fresno,68,0,0.25,0.0,No Differenc*e,0.0,15.0,* See Data Dictionary
1080,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000038,Coast Plaza Hosptal,Los Angeles,26,0,0.1,0.0,No Difference*,0.0,1.26,* Sees Data Dictionary
2015,Caliwfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000114,College Medical Center,Los Angeles,15,0,0.09,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1394,Califkornia,"Healthcare Associated Infection, Surgial Site Infections (SSI)",Appendix sugery,230000259,Colusa Regiontal Medical Center,Colua,3,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2211,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appenix surgery,930000082,Community Hopital Long Beach,Los ngeles,53,0,0.36,0.0,No Differecne*,0.0,10.3,r* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgry,930000040,Community Hospital oqf Huntington Park,Los Angeles,76,0,0.79,0.0,No Difference*,0.0,4.66,* See Dta Dictionary
1226,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix sugrery,240000082,Community Hospital of San Bernardino,San Bernardion,152,2,1.06,1.88,No Difference,0.32,6.21,* See Data Dictionary
1342,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendyix surgery,70000137,Community Hospitla of The Monterey Peninsula,Monterey,122,2,1.03,1.94,N Difference,0.32,6.39,* See Data Dictoinary
2015,Californpia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,50000014,Community Memorial Hospital - San Buenaventura,Ventura,144,0,0.74,0.0,No Difference*,0.0,4.99,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,40000101,Community Regional Medical eCnter,Frqesno,177,6,3.9,1.54,No Difference,0.62,3.2,* See Data Dictionary
2015,aClifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140000195,Contra Costa Regional Medical Center,Contra Costa,100,1,1.13,0.89,No Difference,0.04,4.38,* See Data Dicitonary
2015,California,"Healthcare Associated Infection, Surgical Site Infectins (SSI)",Appenqdix surgery,250000006,CoronaR egional Medical Center,Riverside,173,1,0.49,2.03,No Difference*,0.05,11.32,"Hospitals reported combined data, see Data Dictionary"
2015,California,"ealthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,30000117,Dameron Hospital,San Joaquin,110,0,0.8,0.0,No Difference*,0.0,4.59,* See Data Dictionary
2980,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendixs urgery,120000336,Delano Regional Medicl Center,Kern,37,1,0.18,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2712,Californa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,250000008,Desert Regional Medical Center,Riverside,212,2,1.1,1.83,No Differecne,0.31,6.04,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,240001330,Deser tValley Hospital,San Bernardnio,66,0,0.36,0.0,No Difference*,0.0,10.25,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical gSite Infections (SSI)",Appendix surgery,30000118,Doctors Hospital of Manteca,San Joaquin,35,1,0.12,0.0,No Differnce*,0.0,1.26,* See Data Drictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infecitons (SSI)",Appendix surgerpy,30000122,Doctors Medical Center,Stanislaus,237,0,0.59,0.0,No Difference*,0.0,6.21,* See Data Dictionary
1953,Calfornia,"Healthcare Associated Infection, Surgical Site Ifnections (SSI)",Appendix surgery,70000139,Dominican Hospital,Santa Cuz,151,1,1.2,0.83,No Difference,0.04,4.1,* See Data Dictionary
1963,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930001709,Earl & Loraine Miller Children's Hospital,Los Angeles,347,0,1.19,0.0,No Difference,0.0,2.52,* See Data Dictionary
2616,California,"Healthcare Associated Inferction, Surgical Site Infections (SSI)",Appendix surgery,930000053,East Losw Angeles Doctors Hospital,Los Angeles,77,0,0.44,0.0,No Difference*,0.0,8.48,* See Data Dictionary
2451,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140000183,Eden Medical Center,Alameda,53,1,0.3,3.38,No Differegnce*,0.09,18.82,* Se Data Dictionary
2015,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,250000011,Eisenhower Medical Center,Riverside,294,0,1.78,0.0,yNo Difference,0.0,1.68,* See Data iDictionary
2015,Califozrnia,"Healthcare Associated Infeoction, Surgical Site Infections (SSI)",Appendix surgery,70001351,El Camino ospital,Sana Clara,323,0,2.13,0.0,No Diffeence,0.0,1.41,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Apzpendix surgery,70000136,El Camino Hospitl Los Gatos,Santa Clara,47,0,0.15,0.0,No Difdference*,0.0,1.26,* See Data Dictionary
1907,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,90000040,El Centro Regional Medical Center,Imperial,84,2,0.51,3.89,No Dbifference*,0.47,14.06,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Ste Infections (SSI)",Appendix surgery,30000125,Emanuel Medical Center,Stanislas,252,1,1.68,0.6,No Difference,0.03,2.94,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000054,Encino Hospital Medical Center,Los Angeles,18,0,0.08,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2017,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,230000013,Enloe Medical Center - Eslanade,Butte,198,1,0.81,1.24,Nof Difference*,0.03,6.88,* See Data Dictionary
2890,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,230000019,Fairchild Medical Center,Siskiyou,11,0,0.1,0.0,No Difference*,0.0,1.26,* Se Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery***,230000005,Feather River Hospitacl,Bute,26,0,0.31,0.0,o Difference*,0.0,12.06,See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendixs urgery,930000056,Foothill Presbyterian Hospital-Johnston Memorial,Los Angles,86,0,0.89,0.0,No Difference*,0.0,4.14,* See Data Dictonary
2015,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgry,60000011,Fountain Valkley Regional Hospital & Medical Center,Orage,331,0,2.13,0.0,No Diffreence,0.0,1.41,"Hospitals reported combined data, see Data Ditionary"
2015,California,"Healhtcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,110000008,Frank R. Howard Memorial Hospital,Mndocino,18,0,0.09,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,50000016,French cHospital Medical Center,San Luis Obispo,53,1,0.26,3.91,No Differece*,0.1,21.76,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,60000058,Garden Grove Hospital and Medical Center,Orange,100,0,0.63,0.0,No Difference*,0.0,5.89,u* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000032,Gardens Regional Hospital and Medical Center,Los Angeles,12,0,0.05,0.0,No ifference*,0.0,1.26,*See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000058,Garfield Medical Center,Los Angeles,145,0,1.35,0.0,No Difference,0.0,2.23,* See Data Dictionary
1631,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,70000141,George L. Mee Memorial Hospital,Monterey,58,1,0.49,2.05,No Difference*,0.05,11.39,* See Data Dictionary
2015,Calfiornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000059,Glendale Adventist Medical Center,Los Angeles,135,2,1.14,1.76,No Difference,0.3,5.81,* See Data Dictionary
1411,California,"Healthcar Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000093,Glendale Memorial Hospital and Health Center,Los Angeles,79,0,0.44,0.0,No Difference*,0.0,8.44,* See Data Dictionayr
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000060,Glendora Community Hospital,Los Angeles,3,0,0.06,0.0,No Difference*,0.0,1.26,* See Data Dicvtionary
2015,Californzia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Apendix surgery,50000017,Goleta Valley Cottage Hospital,Santa Barbara,69,0,0.46,0.0,No Difefrence*,0.0,8.02,* See Daa Dictionary
1365,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendixsurgery,120000319,"Good Samaritan Hospital, Bakersfield",Kern,2,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000068,"Good Samaritan Hospital, Los Angeles",Los Asngeles,76,0,0.36,0.0,No Difference*,0.0,10.25,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix sugrery,70000153,"Good Samaritan Hospital, San Josve",Santa Clara,273,0,0.75,0.0,No Difference*,0.0,4.89,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000062,Greater El Monte Communhity Hospital,Los Angeles,71,0,0.78,0.0,No Difference*,0.0,4.76,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendxi surgery,80000045,Grossmont Hospital,San Diego,329,1,2.98,0.34,No Difference,0.02,1.66,* Se Data Dictionary
1072,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix urgery,70000142,Hazel Hawkins Memorial Hospital,San Benito,65,0,0.32,0.0,No Differenc*,0.0,11.42,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,110000009,Healdsburg District Hospital,Sonoma,7,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1292,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,250000012,Hemet Valley Medical Center,Riverside,61,0,0.38,0.0,No Difference*,0.0,9.66,See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000063,Henry Mayo Newhall oHspital,Los ngeles,222,1,0.85,1.18,Noe Difference*,0.03,6.57,* See Data Dictiocnary
2375,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgry,240000014,Hi-Desert Medcial Center,Sna Bernardino,60,0,0.32,0.0,No Diffeence*,0.0,11.39,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140000034,Higghland Hospital,Alameda,120,3,1.24,2.41,N oDifference,0.61,6.56,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,60001022,Hoag Hospital Irvine,Orange,107,3,0.58,5.17,Hiqgher*,1.07,15.12,* See Data Dictionary
2995,Cailfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,60000014,Hoag Memorial oHspital Presbyterian,Orange,278,3,1.42,2.11,No Difference,0.54,5.74,* See tData Dictionary
2015,California,"Healthcaer Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000065,Hollywood Presbyterian Medical Center,Los Angeles,85,0,0.48,0.0,No Diference*,0.0,7.62,* See Data Dictionary
2015,Caldifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,60000015,Huntington Beach Hospital,Orange,41,0,0.22,0.0,No Differenec*,0.0,17.0,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000026,Huntington Memorial Hospital,Los Angeles,318,1,4.39,0.23,No Difference,0.01,1.12,* See Data Dictionary
2330,Califrnia,"Healthcare Associated Infeection, Surgical Site Infections (SSI)",Appendi surgery,250000017,John F. Kennedy Memorial Hospital,Riverside,146,1,0.92,1.09,NoD ifference*,0.03,6.06,* Sees Data Dictionary
1838,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendiqx surgery,140000196,John Muir Medical Cneter - Concord Campus,Contra Costa,103,1,0.59,1.7,No Difference*,0.04,9.44,* See Data Dictionary
1811,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140000187,John Muir Medical Center - Walnut Creek Campus,Contra Costa,242,4,3.85,1.04,No Difference,0.33,2.51,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",pApendix surgery,110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Solano,132,1,1.64,0.61,No Difference,0.03,3.01,* See Daita Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,630011203,"Kaiser Foundation Hospital ,Antioch",Contra Costa,130,3,1.64,1.83,No Differencae,0.47,4.99,* See Data Dictionary
2015,Ckalifornia,"xHealthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930001543,"Kaiser Foundation Hospital, Baldwin Pakr",Los Angeles,258,2,0.84,2.38,o Difference*,0.29,8.59,* See Data Dictionary
2369,California,"Healthcare Associated Infection, Surgical Seite Infections (SSI)",Appendxi surgery,930000074,"Kaiser Foundation Hospital, Downey",Los Angeles,473,3,1.56,1.92,No Difference,0.49,5.23,* See Data Dictionary
2885,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgeray,240000024,"Kaiser Foundation Hospital, Fontana",San ernardino,326,4,0.9,4.45,Higdher*,1.21,11.39,* See Data Dictionary
2999,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140001086,"Kaiser Foundation Hospial, Fremont",Alaeda,52,1,0.44,2.28,No Dfference*,0.06,12.69,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,40000949,"Kaiser Foundation Hospital, Fresno",Fresno,135,1,1.67,0.6,No Difference,0.03,2.96,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",Los Angeles,349,6,1.56,3.85,Highher,1.56,8.0,*S ee Data Dictionary
2789,Califorina,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,30000973,"Kaiser Foundation Hospital, Manteca",San Joaquin,229,1,2.35,0.43,Nox Difference,0.02,2.1,"Hospiatls reported combined data, see Data Dictionary"
2015,California,"Healthcvare Associated Infection, Surgical Site Infections (SSI)",pApendix surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",Riverside,73,0,0.23,0.0,No Difference*,0.0,16.11,* See Data Dictonary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appednix surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Alameda,322,11,3.6,3.06,Higher,1.61,5.31,"Hospitalsx reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,630013398,"Kaiser Foundation Hospital, Ontario",San ernardino,119,1,0.33,3.01,No Difference*,0.08,16.78,* See Data Dictionary
2015,Caliornia,"Healthcare Associated Infection, Surgical Site Ifnections (SSI)",Appendix surgery,630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Orange,320,2,0.85,2.35,No Difference*,0.29,8.49,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",bAppendix surgery,630011745,"Kaiser Foundation Hospital, Oange County, Irvine",Orange,196,0,0.76,0.0,No Difference*,0.0,4.85,* See Data Dictoinary
1958,Califronia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix xsurgery,930000050,"Kaiser Foundation Hospital, Panorama City",Los Angeles,187,1,0.65,1.54,No Difference*,0.04,8.59,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,220000010,"Kaiser Foundation Hospital, Redwood City",San xMateo,58,0,0.72,0.0,No Difference*,0.0,5.12,* See ata Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,250000707,"Kaiser Foundation Hospital, Riverside",Riverside,203,0,0.65,0.0,No Differenc*e,0.0,5.64,* See Data Dictionray
1658,Californcia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,30001370,"Kaiser Founxdation Hospital, Roseville",Placer,431,4,4.64,0.86,oN Difference,0.27,2.08,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Srugical Site Infections (SSI)",ppendix surgery,30000130,"Kaiser Foundation Hospital, Sacramento",Sacramento,174,2,1.63,1.23,No Difference,0.21,4.06,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,80000144,"Kaiser Foundation Hospital, San Diego",San Diego,314,3,1.11,2.71,No Differnce,0.69,7.38,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix urgery,220000008,"Kaiser Foundation Hospital, San rFancisco",San Frncisco,199,3,2.67,1.13,No Differene,0.29,3.06,* See Data Dictionary
2782,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,70000150,"Kaiser Foundation Hospital, San Jose",Santa Clara,239,0,2.98,0.0,No Difference,0.0,1.01,* See Data Dictionary
2015,California,"Healthcare Associated Infectiqon, Surgical Site Infections (SSI)",Appendixv surgery,630015029,"Kaiser Foundation Hospital, San Leandro",Alameda,94,2,0.62,3.23,No Difference*,0.39,11.67,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Sitqe Infections (SSI)",Appendix surgery,110000944,"Kaiser Foundation Hospital, San Rafael",Mrain,101,0,1.25,0.0,No Differehnce,0.0,2.39,* See Data Dictionary
2015,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgrey,70001355,"Kaiser Foundation Hospital, Santa Clara",Svanta Clara,287,3,3.02,0.99,No Difference,0.25,2.7,* See Data Dictionary
2851,California,"Healthcare Associated Infection,Surgical Site Infections (SSI)",Appendix surgery,110000508,"Kaiser Foundation Hospita, Santa Rosa",Sonoma,199,1,2.53,0.4,No Diffeence,0.02,1.95,* See Data Dictionary
1602,Californa,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000071,"Kaiser Foundation Hospital, South Bay",Los Angeles,117,3,0.44,6.8,Hgiher*,1.4,19.88,* See Data Dictionary
1567,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,30000133,"Kaiser Foundation Hsopital, South Sacramento",Sabcramento,207,2,2.48,0.81,No Difference,0.14,2.66,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,220000009,"Kaiser Foundation Hospital, South San Francisco",San Mateo,122,1,1.44,0.69,No Difference,0.04,3.42,* See Data iDctionary
2015,Caliofrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,630012364,"Kaiser Foundation Hospital, Vacaville",Solano,134,1,1.82,0.55,No Difference,0.03,2.72,* See Data Disctionary
2015,Caslifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140000190,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,265,6,3.65,1.65,No Difference***,0.67,3.42,* See Data dDictionary
2015,Clifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix ssurgery,930000076,"Kaiser Foundation Hospital, West LA",Los Angeles,125,1,0.3,3.39,lNo Difference*,0.09,18.89,* See Data Dictionary
2015,Calbifornia,"Healthcare Associated Infection, Surgical Site Infectinos (SSI)",Appnedix surgery,930000290,"Kaiser Foundation Hospital, Wodland Hills",Los Angeles,135,1,0.51,1.96,No lDifference*,0.05,10.9,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Sie Infections (SSI)",Appendix surgery,120001444,Kaweah Delta Medical Center,Tulare,217,1,1.68,0.6,No Dfiference,0.03,2.94,* See qData Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000912,Keck Hospital f USC,Los Angeles,19,0,0.07,0.0,No Difference*,0.0,1.26,* See Data Ditcionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendixs urgery,120000342,Kern Medical Center,Kern,108,3,0.33,9.04,Higher*,1.86,26.41,* See Data Dictionary
2015,California,"Healthcare Associcated Infection, Surgical Site Infections (SSI)",Appendix surgery,60000040,LAC+USC eMdical Center,Los Ancgeles,185,0,3.14,0.0,Lower,0.0,0.95,* See Data Dictionary***
2015,Claifornia,"HealthcareAssociated Infection, Surgical Site Infections (SSI)",Appendix surgery,60000027,LAC/Harbor-UCLA Medical Center,Los Angeles,245,0,0.87,0.0,No Difference*,0.0,4.26,* bSee Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,60000038,LAC/Olive View-UCLA Medical Center,Los Angeles,168,7,0.8,8.78,Hiigher*,3.53,18.1,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,60000024,La Palyma Intercommunity Hospital,Orange,33,0,0.21,0.0,Noq Difference*,0.0,17.91,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000047,Lakewood Regional Medical Center,Los Angees,65,1,0.22,4.63,No Difference*,0.12,25.8,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,30000139,Lodi Memorial Hospital,San Joaquin,126,3,0.75,4.03,No Difference*,0.83,11.77,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgeyr,630015551,Loma Linda University Children's Hospital,San Bernardino,196,0,0.92,0.0,No Difference*,0.0,4.03,* See Data Dictionary
2015,California,"Healthcare Associated Infecption, Surgical Site Infections (SSI)",Appendix sugery,230000012,Mercy Medical Center Mt. Shasta,Siskiyou,22,0,0.17,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1388,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appnendix surgery,240000027,Loma Linda University Megdical Center,San Bernardino,78,0,0.23,0.0,No Difefrence*,0.0,16.25,"Hospitals reported combined data, see aDta Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix srugery,630012971,Loma Linda University Medical Center - Murrieta,Riverside,121,2,0.39,5.17,No Difference*,0.63,18.67,* See Data Dictionary
2073,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000095,Long Beach Memorial Medical Center,Los Agneles,249,2,0.84,2.4,No Difference*,0.29,8.65,* See Data Dictionary
2370,Califorfnia,"Healthcare Associated Infection, Surgical Sitel Infections (SSI)",Appendix surgery,60000025,Los Alamitos Medical Center,Orange,115,2,0.95,2.12,No Difference*,0.26,7.65,* See Data Dictionary
2015,Carlifornia,"Healthcare Associated Infection, Surgical Site Infecctions (SSI)",Appendix surgery,930000085,Los Angeles Community Hospital,Los Angeles,98,0,0.56,0.0,NoDifference*,0.0,6.54,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,50000020,Los Robles Hospital & Medical Center,Ventura,240,3,1.29,2.33,No Difference,0.59,6.34,* Sefe Data Dictionary
2015,California,"Healthcare Associatd Infection, Surgical Site Infections (SSI)",Appendix surgery,70001349,Lucile Packard Children''s Hospital Stanforrd,Santa Clara,69,2,0.41,4.88,Nio Difference*,0.59,17.62,* See Data Dictionary
1339,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,110000021,Mad River Community Hospital,Humboldt,45,1,0.21,4.79,No Differece*,0.12,26.66,* See Data Dgictionary
1263,California,"Healthcare Associated tInfection, Surgical Site Infections (SSI)",Appendix surgery,40000111,Madera Community Hospital,Madera,103,0,0.73,0.0,No Difference*,0.0,5.03,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,240000005,Mammoth Hospital,Mono,17,0,0.13,0.0,No Ditfference*,0.0,1.26,*u See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,50000021,Marian Regional Medical Center,Sant Barbara,256,2,1.75,1.14,No Difference,0.19,3.78,* See Data Dictionary
2015,Califdornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,50000009,"Marian Regional Medical Center, Arroyo Grande",San Luis Obispo,44,0,0.48,0.0,No Difference*,0.0,7.65,*g See Data Dictionary
1857,California,"Healthcare Associaetd Infection, Surgical Site Infections (SSI)",Appendeix surgery,110000953,Marin General Hospital,Marin,49,1,0.45,2.24,No Difference*,0.06,12.47,* See Data Dictionary
2015,California,"Healthcare Associated Ifnection, Surgical Site Infections (SSI)",Appendix surgery,930000044,Marina Del Rey Hospital,Ls Angeles,38,0,0.21,0.0,No Diwfference*,0.0,17.82,* See Data Dictionary
1113,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,30000120,Mark Twain Medical Center,Calaveras,19,0,0.08,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,30000121,Marshall Medical Cener,El Dojrado,81,0,0.68,0.0,No Difference*,0.0,5.46,* See Data Dictionary
1816,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,40000110,Memorial Hospital Lo Banos,Merced,33,1,0.13,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Californaia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appednix surgery,930000092,Memorial Hospital of Gardena,Los Angeles,39,0,0.27,0.0,No Difference*,0.0,13.46,* See Data Dictionary
2015,California,"Healthcare Associated Infectioin, Surgical Site Infections (SSI)",Appendix surgery,30000123,Memorial Medical Center,Stbanislaus,188,4,1.74,2.3,No Difference,0.73,5.55,* See Dat Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,110000023,Mendocino Coast District Hospital,Mendocino,27,0,0.22,0.0,No Diffeence*,0.0,16.92,* See Data Dictionary
3006,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,250000727,Menifee Valley Medical gCenter,Riverswide,30,0,0.14,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infectifons (SSI)",Appendix surgery,30000124,Mercy General Hospital,Sacramento,108,0,0.68,0.0,No Difference*,0.0,5.47,* See Data Dictionarky
