year,state,hai,operative_procedure,facility_id_one,facility_name_one,county,procedure_count,infection_count,predicted_infection_count,sir,comparison,sirci_nine_five_lower_limit,sirci_nine_five_upper_limit,notes
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",40000111,Madera Community Hospital,Madera,5,0,0.177,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",50000021,Marian Regional Medical Center,Santa Barbara,13,0,0.43,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",50000009,"Marian Regional Medical Center, Arroyo Grande",San Luis Obispo,5,0,0.237,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",110000953,Marin General Hospital,Marin,11,0,1.608,0.0,No Difference,0.0,1.86,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000044,Marina Del Rey Hospital,Los Angeles,37,0,1.413,0.0,No Difference,0.0,2.12,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30000120,Mark Twain Medical Center,Calaveras,1,0,0.059,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30000121,Marshall Medical Center,El Dorado,3,0,0.115,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30000123,Memorial Medical Center,Stanislaus,97,2,9.832,0.203,Low,0.03,0.67,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30000124,Mercy General Hospital,Sacramento,19,0,2.248,0.0,No Difference,0.0,1.33,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",120000404,Mercy Hospital,Kern,6,0,0.165,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30000901,Mercy Hospital of Folsom,Sacramento,5,0,0.184,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",40000113,Mercy Medical Center,Merced,23,0,1.095,0.0,No Difference,0.0,2.74,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",230000010,Mercy Medical Center Redding,Shasta,25,1,2.701,0.37,No Difference,0.02,1.83,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30000127,Mercy San Juan Medical Center,Sacramento,73,1,8.14,0.123,Low,0.01,0.61,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",120000701,Mercy Southwest Hospital,Kern,8,0,0.244,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30000037,Methodist Hospital of Sacramento,Sacramento,8,0,0.327,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000096,Methodist Hospital of Southern California,Los Angeles,10,0,1.007,0.0,No Difference,0.0,2.97,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",220000017,Mills-Peninsula Medical Center,San Mateo,52,1,8.658,0.116,Low,0.01,0.57,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",60000066,Mission Hospital Laguna Beach,Orange,1,0,0.034,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",60000060,Mission Hospital Regional Medical Center,Orange,15,0,2.243,0.0,No Difference,0.0,1.34,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",240000009,Montclair Hospital Medical Center,San Bernardino,2,0,0.063,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",70000145,Natividad Medical Center,Monterey,5,0,0.173,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",110000010,Northbay Medical Center,Solano,3,0,0.11,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",110000378,Northbay Vacavalley Hospital,Solano,2,0,0.084,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000111,Northridge Hospital Medical Center,Los Angeles,9,1,2.423,0.413,No Difference,0.02,2.04,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",110000982,Novato Community Hospital,Marin,1,0,0.008,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",70000146,O'Connor Hospital,Santa Clara,38,1,5.503,0.182,Low,0.01,0.9,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000105,Olympia Medical Center,Los Angeles,1,0,0.109,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",60000208,Orange Coast Memorial Medical Center,Orange,100,1,12.559,0.08,Low,0.0,0.39,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",230000014,Oroville Hospital,Butte,5,0,0.193,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000052,PIH Hospital - Downey,Los Angeles,1,0,0.038,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000077,Palmdale Regional Medical Center,Los Angeles,36,0,1.269,0.0,No Difference,0.0,2.36,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",630013873,Palomar Medical Center,San Diego,16,0,2.128,0.0,No Difference,0.0,1.41,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",250000044,Parkview Community Hospital Medical Center,Riverside,4,0,0.125,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",110000040,Petaluma Valley Hospital,Sonoma,2,0,0.05,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",90000146,Pioneers Memorial Healthcare District,Imperial,5,0,0.167,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",80000147,Pomerado Hospital,San Diego,6,0,0.236,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000123,Pomona Valley Hospital Medical Center,Los Angeles,15,0,1.726,0.0,No Difference,0.0,1.74,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000099,Presbyterian Intercommunity Hospital,Los Angeles,62,1,6.267,0.16,Low,0.01,0.79,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000066,Providence Holy Cross Medical Center,Los Angeles,32,0,4.563,0.0,Low,0.0,0.66,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000157,Providence Little Company of Mary Medical Center San Pedro,Los Angeles,2,0,0.235,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000081,Providence Little Company of Mary Medical Center Torrance,Los Angeles,50,2,7.912,0.253,Low,0.04,0.84,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000100,Providence Saint John's Health Center,Los Angeles,44,1,8.509,0.118,Low,0.01,0.58,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000101,Providence Saint Joseph Medical Center,Los Angeles,19,0,2.328,0.0,No Difference,0.0,1.29,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000091,Providence Tarzana Medical Center,Los Angeles,19,0,2.327,0.0,No Difference,0.0,1.29,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",110000041,Queen of the Valley Medical Center,Napa,8,0,0.814,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",80000023,Rady Children's Hospital - San Diego,San Diego,21,0,3.033,0.0,Low,0.0,0.99,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",240000046,Redlands Community Hospital,San Bernardino,17,0,2.081,0.0,No Difference,0.0,1.44,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",110000045,Redwood Memorial Hospital,Humboldt,5,0,0.155,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",70000133,Regional Medical Center of San Jose,Santa Clara,2,0,0.327,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",230000261,Rideout Memorial Hospital,Sutter,3,0,0.14,,,,,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",250000049,Riverside Community Hospital,Riverside,47,7,7.375,0.949,No Difference,0.42,1.88,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",250000050,Riverside County Regional Medical Center,Riverside,21,0,3.235,0.0,Low,0.0,0.93,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000162,Ronald Reagan UCLA Medical Center,Los Angeles,372,14,21.879,0.64,No Difference,0.36,1.05,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",60000063,Saddleback Memorial Medical Center,Orange,10,0,1.267,0.0,No Difference,0.0,2.36,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",40000126,Saint Agnes Medical Center,Fresno,35,0,6.122,0.0,Low,0.0,0.49,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000128,Saint Francis Medical Center,Los Angeles,23,1,1.874,0.534,No Difference,0.03,2.63,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",220000029,Saint Francis Memorial Hospital,San Francisco,1,0,0.038,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000104,Saint Vincent Medical Center,Los Angeles,28,1,4.926,0.203,No Difference,0.01,1.0,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",70000147,Salinas Valley Memorial Hospital,Monterey,19,0,2.081,0.0,No Difference,0.0,1.44,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",240000053,San Antonio Community Hospital,San Bernardino,14,1,1.417,0.706,No Difference,0.04,3.48,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000125,San Dimas Community Hospital,Los Angeles,1,0,0.036,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",220000019,San Francisco General Hospital,San Francisco,44,0,6.528,0.0,Low,0.0,0.46,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000041,San Gabriel Valley Medical Center,Los Angeles,3,0,0.093,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",120000411,San Joaquin Community Hospital,Kern,45,1,4.93,0.203,No Difference,0.01,1.0,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30000135,San Joaquin General Hospital,San Joaquin,16,0,0.536,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",630013913,San Leandro Hospital,Alameda,1,1,0.096,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",220000007,San Mateo Medical Center,San Mateo,3,0,0.168,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",140000704,San Ramon Regional Medical Center,Contra Costa,7,0,0.298,,,,,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",50000280,Santa Barbara Cottage Hospital,Santa Barbara,24,0,4.825,0.0,Low,0.0,0.62,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",70000149,Santa Clara Valley Medical Center,Santa Clara,3,1,0.149,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Los Angeles,11,1,1.542,0.649,No Difference,0.03,3.2,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",140001268,Santa Rosa Memorial Hospital,Sonoma,18,0,1.756,0.0,No Difference,0.0,1.71,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",80000022,Scripps Green Hospital,San Diego,56,0,2.471,0.0,No Difference,0.0,1.21,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",80000150,Scripps Memorial Hospital - Encinitas,San Diego,11,0,0.422,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Cardiac surgery,140000118,Washington Hospital,Alameda,19,0,0.183,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",80000149,Scripps Memorial Hospital - La Jolla,San Diego,41,0,6.524,0.0,Low,0.0,0.46,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",90000025,Scripps Mercy Hospital,San Diego,38,1,1.712,0.584,No Difference,0.03,2.88,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",90000016,Scripps Mercy Hospital Chula Vista,San Diego,16,0,0.551,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",220000025,Sequoia Hospital,San Mateo,10,0,1.072,0.0,No Difference,0.0,2.8,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",220000026,Seton Medical Center,San Mateo,1,0,0.107,,,,,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",90000021,Sharp Chula Vista Medical Center,San Diego,18,0,2.28,0.0,No Difference,0.0,1.31,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",80001470,Sharp Mary Birch Hospital For Women And Newborns,San Diego,3,0,0.733,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",80000036,Sharp Memorial Hospital,San Diego,76,0,4.264,0.0,Low,0.0,0.7,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",230000016,Shasta Regional Medical Center,Shasta,2,0,0.096,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",230000262,Sierra Nevada Memorial Hospital,Nevada,2,0,0.144,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",50000031,Sierra Vista Regional Medical Center,San Luis Obispo,1,0,0.053,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",50000455,Simi Valley Hospital & Health Care Services,Ventura,19,0,0.59,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30001799,Sonora Regional Medical Center,Tuolumne,2,0,0.068,,,,,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",250000507,"Southwest Healthcare System, Murrieta",Riverside,4,0,0.069,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",250000344,"Southwest Healthcare System, Wildomar",Riverside,28,0,0.933,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",50000026,St Johns Pleasant Valley Hospital,Ventura,3,0,0.113,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",50000035,St Johns Regional Medical Center,Ventura,11,0,1.375,0.0,No Difference,0.0,2.18,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",60000067,St Joseph Hospital,Orange,99,2,14.634,0.137,Low,0.02,0.45,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",140000041,St Rose Hospital,Alameda,11,0,1.407,0.0,No Difference,0.0,2.13,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",240000103,St. Bernardine Medical Center,San Bernardino,7,0,0.903,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",230000020,St. Elizabeth Community Hospital,Tehama,9,0,0.375,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",110000058,St. Helena Hospital,Napa,4,0,0.27,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",110000044,St. Helena Hospital - Clearlake,Lake,1,0,0.033,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",110000067,St. Joseph Hospital,Humboldt,19,0,0.732,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30000143,St. Joseph's Medical Center Of Stockton,San Joaquin,27,1,5.437,0.184,Low,0.01,0.91,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Cardiac surgery,930000028,West Hills Hospital & Medical Center,Los Angeles,23,0,0.144,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",60000068,St. Jude Medical Center,Orange,15,1,1.904,0.525,No Difference,0.03,2.59,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",240000104,"St. Mary Medical Center, Apple Valley",San Bernardino,22,0,2.649,0.0,No Difference,0.0,1.13,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000103,"St. Mary Medical Center, Long Beach",Los Angeles,5,0,0.376,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",220000030,St. Mary's Medical Center,San Francisco,17,0,0.928,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",70001357,Stanford Hospital,Santa Clara,376,22,68.014,0.323,Low,0.21,0.48,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30000108,Sutter Amador Hospital,Amador,8,0,0.302,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30000109,Sutter Auburn Faith Hospital,Placer,3,0,0.08,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30000149,Sutter Davis Hospital,Yolo,9,0,0.301,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",140000016,Sutter Delta Medical Center,Contra Costa,4,0,0.106,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30000151,Sutter General Hospital,Sacramento,39,2,1.787,1.119,No Difference,0.19,3.7,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",70000959,Sutter Maternity & Surgery Center of Santa Cruz,Santa Cruz,4,0,0.205,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30000134,Sutter Roseville Medical Center,Placer,26,0,3.289,0.0,Low,0.0,0.91,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",110000007,Sutter Santa Rosa Regional Hospital,Sonoma,9,0,0.322,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",110000068,Sutter Solano Medical Center,Solano,2,0,0.02,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",630011844,Sutter Surgical Hospital - North Valley,Sutter,1,0,0.039,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30000141,Sutter Tracy Community Hospital,San Joaquin,9,0,0.304,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",630014442,Temecula Valley Hospital,Riverside,7,1,0.361,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000127,Torrance Memorial Medical Center,Los Angeles,5,0,0.955,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",80000152,Tri-City Medical Center,San Diego,25,0,3.123,0.0,Low,0.0,0.96,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",220000031,UCSF Medical Center,San Francisco,393,18,27.105,0.664,No Difference,0.41,1.03,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",110000070,Ukiah Valley Medical Center,Mendocino,6,0,0.219,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30000113,University of California Davis Medical Center,Sacramento,253,2,15.469,0.129,Low,0.02,0.43,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",60000071,University of California Irvine Medical Center,Orange,196,14,40.082,0.349,Low,0.2,0.57,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",90000154,"University of California, San Diego Medical Center",San Diego,172,13,10.393,1.251,No Difference,0.7,2.09,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000129,Valley Presbyterian Hospital,Los Angeles,38,0,6.03,0.0,Low,0.0,0.5,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",140000797,Valleycare Medical Center,Alameda,11,0,0.371,,,,,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",50000039,Ventura County Medical Center,Ventura,6,0,0.251,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",140000118,Washington Hospital,Alameda,4,0,0.46,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",70000155,Watsonville Community Hospital,Santa Cruz,1,0,0.042,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",60000016,West Anaheim Medical Center,Orange,5,0,0.184,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000028,West Hills Hospital & Medical Center,Los Angeles,1,0,0.147,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",60000074,Western Medical Center  Anaheim,Orange,2,0,0.068,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",60000073,Western Medical Center Santa Ana,Orange,6,0,0.629,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000191,White Memorial Medical Center,Los Angeles,7,0,0.897,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",930000151,Whittier Hospital Medical Center,Los Angeles,7,0,0.295,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)","Bile duct, liver or pancreatic surgery",30000146,Woodland Memorial Hospital,Yolo,13,0,0.536,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Cardiac surgery,60000002,AHMC Anaheim Regional Medical Center,Orange,77,0,0.48,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Cardiac surgery,140000425,Alta Bates Summit Medical Center,Alameda,133,0,0.922,0.0,No Difference*,0.0,4.0,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Cardiac surgery,140000012,Alta Bates Summit Medical Center-Alta Bates Campus,Alameda,8,0,0.07,,,,,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Cardiac surgery,90000013,Alvarado Hospital Medical Center,San Diego,25,0,0.202,,,,,"Hospitals reported combined data, see Data Dictionary"
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Cardiac surgery,930000008,Antelope Valley Hospital,Los Angeles,7,0,0.05,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Cardiac surgery,240000100,Arrowhead Regional Medical Center,San Bernardino,7,0,0.085,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Cardiac surgery,120001330,Bakersfield Heart Hospital,Kern,40,0,0.261,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Cardiac surgery,120000338,Bakersfield Memorial Hospital,Kern,77,0,0.505,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Cardiac surgery,930000012,Beverly Hospital,Los Angeles,2,0,0.011,,,,,
2014,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Cardiac surgery,930000002,California Hospital Medical Center - Los Angeles,Los Angeles,22,0,0.231,,,,,
