OBJECTID,PlanYear,DensityType,Shape__Area,Shape__Length
1293,0,0,54868.9896850586,1101.19326922154
1294,0,2,58506.2034301758,1312.36689933961
1295,0,2,48382.733581543,1144.67994356937
1296,0,2,37936.4166259766,1025.4456826752
1297,0,3,840439.469299316,3703.02045507967
1298,0,2,65637.997253418,1469.53670465322
1299,0,0,34535.2004394531,917.5141395735
1300,0,2,127028.651123047,2518.71802952222
1301,0,2,85144.5961914063,1753.16653932342
1302,0,2,112541.6171875,2264.73140208637
1303,0,0,42307.5190429688,1071.36182947554
1304,0,2,83484.3373413086,1717.45937196967
1305,0,2,498178.101501465,4718.31410115812
1306,0,1,136509.930541992,1554.44175244577
1307,0,2,79437.9613037109,1773.53745734505
1308,0,2,70909.1680908203,1404.3839504323
1309,0,5,291269.493774414,2643.36069551134
1310,0,6,143876.303894043,1530.19844361278
1311,0,0,119916.206115723,2099.10704253669
1312,0,4,135699.507568359,1919.0470221387
1313,0,2,126132.211303711,2369.03483032231
1314,0,0,19557.4077148438,555.257351931493
1315,0,2,377485.108825684,3945.00121520557
1316,0,0,129405.825744629,2292.2091082921
1317,0,2,57546.5139160156,1249.74866705265
1318,0,0,259202.385925293,2375.33973984831
1319,0,3,62922.745300293,1286.06685593466
1320,0,3,1962193.36315918,5639.85481748552
1321,0,2,170048.934082031,3287.86216768594
1322,0,3,224210.648681641,1880.63311547054
1323,0,2,155139.658569336,3290.66208876048
1324,0,4,148137.140625,2191.86700705411
1325,0,7,130907.265136719,1722.02952786035
1326,0,0,123536.780822754,2696.01363196026
1327,0,4,40672.5534667969,1011.49866940631
1328,0,2,84089.6263427734,1735.9043206596
1329,0,0,150354.510009766,1602.42351178857
1330,0,2,50027.6310424805,1074.51971946493
1331,0,2,94349.8455810547,1842.01457576677
1332,0,2,65791.4837646484,1575.5171079529
1333,0,2,56134.7271118164,1267.69306330015
1334,0,2,91549.4677124023,1240.90126756859
1335,0,0,68380.7602539063,1217.23540100167
1336,0,2,25190.9822387695,662.497352022487
1337,0,2,189382.614624023,1719.56032162008
1338,0,2,75530.1397705078,1701.74921323849
1339,0,2,271469.990783691,2354.0593392074
1340,0,2,155543.840270996,2762.54556092837
1341,0,2,116267.299804688,2301.02826824974
1342,0,7,530853.884094238,3624.66852524672
1343,0,2,138919.08795166,2603.19939147006
1344,0,0,54235.5885009766,1303.62010215581
1345,0,2,249591.567382813,3407.64607789488
1346,0,1,446889.614074707,3683.10442852493
1347,0,0,31452.4428100586,741.427690885472
1348,0,4,119894.141540527,1441.02485918839
1349,0,3,351074.952697754,2436.48143732373
1350,0,2,50877.0968017578,1187.53960989642
1351,0,3,415342.420715332,9056.9143847812
1352,0,4,56333.0869140625,1164.82770757018
1353,0,2,137879.461608887,2817.81724998556
1354,0,2,154861.195556641,3145.04418118706
1355,0,1,244499.255615234,2241.85954792585
1356,0,0,102918.468688965,1283.37176085051
1357,0,2,59616.1091308594,1230.23028501743
1358,0,2,72700.7169189453,1550.28264492414
1359,0,3,177069.979553223,1746.45624681242
1360,0,2,55981.9376831055,1079.83759249369
1361,0,3,120764.084106445,1588.33213194734
1362,0,2,84987.0972290039,1729.97981849086
1363,0,4,57891.8831176758,1084.13903151644
1364,0,2,120351.269714355,2592.0763648736
1365,0,2,74674.979309082,1518.84827889917
1366,0,2,1410039.58911133,14722.1651686568
1367,0,3,81367.5098266602,1751.54959795626
1368,0,2,278893.647094727,2799.88730188047
1369,0,0,172854.318359375,3102.20691838023
1370,0,2,138168.20690918,2700.03869005183
1371,0,3,608654.838989258,3541.18981159285
1372,0,3,71387.0291137695,1646.69959462622
1373,0,2,87520.8416748047,1894.89053344581
1374,0,2,92676.5139160156,1774.32676511435
1375,0,4,119090.245056152,1365.90279061614
1376,0,2,101504.121826172,1993.37452062777
1377,0,2,140314.369750977,1673.76044884298
1378,0,0,53871.2056274414,1243.32234997267
1379,0,2,113266.640319824,2358.16379128774
1380,0,2,34302.9072265625,835.796702981987
1381,0,2,70637.9012451172,1490.92955566125
1382,0,2,144384.471252441,2736.32339485706
1383,0,2,44623.1636352539,1152.2218285945
1384,0,4,79024.1864624023,1327.06400961979
1385,0,2,87104.7280273438,1718.31173703312
1386,0,2,70358.7897338867,1473.7658030697
1387,0,3,125487.508239746,3323.64891007227
1388,0,2,73126.7127075195,1477.34826944047
1389,0,2,94811.5353393555,1873.03438615597
1390,0,4,690897.783325195,3505.69688876804
1391,0,0,25535.2723388672,712.719484599549
1392,0,3,418787.081359863,3278.39568635582
1393,0,2,37434.4096069336,915.27789652832
1394,0,4,139099.788452148,1948.39097262853
1395,0,0,74977.7191772461,1299.80787340588
1396,0,2,637093.190002441,7817.69697874561
1397,0,2,67641.4858398438,1615.82505432022
1398,0,2,65536.3547973633,1447.48331283332
1399,0,2,698804.013916016,8423.32011326768
1400,0,2,125329.452270508,2584.27307098938
1401,0,1,191881.859924316,2751.41695224645
1402,0,0,67952.5350952148,1414.69523862765
1403,0,7,57585.3891601563,1068.68944144786
1404,0,2,29089.6020507813,793.513540277439
1405,0,2,60824.5170288086,1364.10375187486
1406,0,2,19373.7565917969,586.724141427134
1407,0,3,133510.477172852,1558.05490062454
1408,0,2,56123.3293457031,1152.62751697889
1409,0,2,65837.9091796875,1438.20678155581
1410,0,2,254031.917419434,5399.64278366242
1411,0,7,44956.4993896484,967.614282588689
1412,0,2,105659.297851563,1911.51810225518
1413,0,4,81916.4426879883,1161.82887929894
1414,0,3,323017.576965332,2555.8898521827
1415,0,2,94777.9974365234,2082.93077799186
1416,0,2,87312.5999755859,1879.46134571835
1417,0,2,329762.938171387,6145.84505068224
1418,0,1,317771.912780762,5264.89427971424
1419,0,2,85667.8954467773,1675.78675976116
1420,0,2,192306.036743164,3008.06284607366
1421,0,6,1133135.41949463,4655.23169631763
1422,0,2,53263.6431274414,1222.9827305447
1423,0,2,113532.298339844,2707.86503785899
1424,0,2,223576.297424316,2671.66178008434
1425,0,2,367248.63684082,5793.22255796718
1426,0,4,131102.816650391,1562.58967379675
1427,0,4,297328.68145752,3176.0315490208
1428,0,2,104475.591247559,2045.2179702914
1429,0,2,22015.9486083984,649.126737332279
1430,0,2,125621.520385742,2583.70756602113
1431,0,3,163929.224060059,2558.12603770872
1432,0,0,38385.3118896484,807.911610432697
1433,0,4,296913.081298828,2185.87679724007
1434,0,2,47490.867980957,1051.28910640326
1435,0,2,34333.3814086914,873.185376429448
1436,0,7,60200.9340820313,1021.87458855029
1437,0,2,184410.162963867,2226.16376470943
1438,0,2,84848.7172851563,1867.06409602256
1439,0,1,192769.893920898,1861.88288002804
1440,0,4,152875.289733887,3489.46146956979
1441,0,3,977785.972167969,14318.301277809
1442,0,2,776094.370483398,8869.86952091339
1443,0,0,55175.9514770508,1145.27031695898
1444,0,2,137846.511169434,2733.79999623107
1445,0,0,414869.745788574,3567.23700043751
1446,0,2,140129.133850098,2266.76094099455
1447,0,2,73354.045715332,1530.28062658112
1448,0,3,193988.05645752,1761.3081730356
1449,0,2,55246.1539306641,1265.59255939502
1450,0,4,271370.07409668,3027.35804704762
1451,0,2,72472.6306762695,1538.0790842677
1452,0,2,100161.544372559,2135.02203069863
1453,0,2,108013.947937012,2166.41637072299
1454,0,2,119256.568603516,2489.1862013518
1455,0,4,0.92376708984375,6.03831116876467
1456,0,2,34531.9276123047,861.522107997771
1457,0,2,93911.1013793945,1531.03916618762
1458,0,2,110961.563964844,2309.94114695496
1459,0,2,165156.259887695,3386.3555878234
1460,0,2,72229.2389526367,1415.1629261642
1461,0,4,361288.161376953,2505.77655704713
1462,0,6,229773.481445313,3210.86607016401
1463,0,2,461706.613037109,4463.24754547185
1464,0,2,198794.479064941,2581.14180169181
1465,0,2,73425.5001220703,1590.73806767039
1466,0,6,1224987.71777344,4707.82316587401
1467,0,2,48351.8627929688,1060.4077440904
1468,0,2,68870.8715209961,1400.6508145959
1469,0,4,98136.1150512695,1687.03169458529
1470,0,0,146734.694030762,3021.85608672172
1471,0,0,45158.1284179688,879.164684084472
1472,0,2,63580.626159668,1320.83794438842
1473,0,2,126041.15435791,2580.80252061336
1474,0,2,81923.2203369141,1763.18949695243
1475,0,2,81636.239440918,1624.69730229336
1476,0,2,194886.423950195,3714.86512319171
1477,0,4,2224903.00408936,6423.71015883893
1478,0,6,37724.6381835938,793.920030973854
1479,0,2,109552.05871582,2162.65435838527
1480,0,3,176748.798278809,1733.62884431027
1481,0,2,128888.814331055,2392.52956960637
1482,0,2,101333.113098145,2043.50430396092
1483,0,3,61627.4216918945,1543.47622455917
1484,0,4,120837.890625,2252.44980652935
1485,0,2,124323.311462402,2338.93297470441
1486,0,2,83093.2694702148,1880.84265858624
1487,0,7,178764.19909668,1808.82558861315
1488,0,1,775589.884460449,5852.88492601323
1489,0,2,118197.975830078,2462.04378020073
1490,0,2,119113.960632324,2644.78624750449
1491,0,4,275063.704772949,2217.98896570458
1492,0,0,22848.7740478516,594.355682674912
1493,0,2,74284.6313476563,1479.35904168854
1494,0,2,63301.8360595703,1551.76279797195
1495,0,3,37334.017578125,748.767108908574
1496,0,3,109349.812133789,1337.57237330301
1497,0,2,72577.9524536133,1604.09566806589
1498,0,2,253123.869873047,4609.91525363834
1499,0,3,22452.3528442383,606.198463072749
1500,0,2,88378.9214477539,1736.26169780994
1501,0,4,33163.6583862305,735.201525019619
1502,0,2,138626.692871094,1639.60709976134
1503,0,2,113785.412597656,2128.58975684402
1504,0,2,101967.040710449,2214.75162082643
1505,0,6,41572.1389160156,977.989322190029
1506,0,2,70789.9490356445,1042.5642437746
1507,0,2,27514.3280029297,786.426033098653
1508,0,0,350696.459106445,2864.43007546442
1509,0,4,1345114.10760498,5619.46366209512
1510,0,2,101443.127868652,2053.22407342327
1511,0,1,90787.6723632813,1730.26717200687
1512,0,0,28376.8984985352,780.963605346925
1513,0,2,77879.6126098633,1565.06881524591
1514,0,2,354912.905090332,3411.35282473451
1515,0,2,26016.7155151367,639.164889936844
1516,0,2,124996.426330566,2638.97453847071
1517,0,3,110785.442687988,1923.87419349611
1518,0,2,118705.239746094,1362.86962951024
1519,0,4,1204231.52966309,5879.1408131904
1520,0,0,153693.408508301,3361.56309551247
1521,0,1,775589.884460449,5852.88492601323
1522,0,3,62951.4300537109,1410.74654278322
1523,0,2,78856.938659668,1763.9136559593
1524,0,2,170963.591918945,3403.28302398202
1525,0,1,1647633.37188721,8933.20043264234
1526,0,6,549417.193603516,3035.40161235642
1527,0,0,41148.9597167969,961.14152199884
1528,0,2,75074.9925537109,1438.09304417974
1529,0,2,268581.348754883,2712.37189755074
1530,0,4,4777787.15759277,14401.262344685
1531,0,2,176385.618164063,2932.25177544802
1532,0,2,77353.7434692383,1097.99608701463
1533,0,2,47886.74609375,1101.49411259087
1534,0,1,237124.424682617,2246.80397712899
1535,0,0,54107.3918457031,1296.60810978402
1536,0,2,213342.596923828,3997.10832359534
1537,0,0,58729.4550170898,1093.82903839995
1538,0,4,18762.1665649414,582.471576899085
1539,0,2,67158.4663696289,1427.7486919452
1540,0,2,169358.5703125,1889.1600161865
1541,0,2,96313.8702392578,1835.99914970286
1542,0,2,1262.17993164063,245.321805359761
1543,0,2,170757.439575195,5089.90271940735
1544,0,2,54949.8580932617,1124.13197907048
1545,0,2,309348.995178223,3593.72853906318
1546,0,2,118182.781005859,2486.38934906128
1547,0,4,92419.5368652344,1252.89996757044
1548,0,0,76714.5299072266,1680.21340255181
1549,0,4,1821826.98504639,8389.90566246452
1550,0,4,1148805.75640869,4967.87215920211
1551,0,0,90721.1234741211,1509.77691053818
1552,0,2,29466.2758789063,742.315666722883
1553,0,4,52342.3359375,1229.57122239921
1554,0,2,165427.197937012,1856.6068685299
1555,0,2,47864.9563598633,963.855288819428
1556,0,0,66456.0869750977,1202.02235913116
1557,0,2,121740.098388672,2150.04399200762
1558,0,2,56496.2265625,1195.30907669194
1559,0,2,141202.434997559,2667.75510203031
1560,,4,238670.206726074,2416.83097469759
1561,0,2,48336.9346923828,1203.02578767636
1562,0,2,250159.763366699,3604.59501326274
1563,0,4,542509.724304199,3411.38104696189
1564,0,0,66583.1295776367,1202.60188067559
1565,0,2,199971.1171875,2103.83002749031
1566,0,6,47743.1272583008,1346.31755347297
1567,0,2,86392.6167602539,1274.37269088685
1568,0,2,271465.219482422,2242.67219823999
1569,0,2,28948.0879516602,771.29107772756
1570,0,2,521065.357788086,4100.50951058232
1571,0,4,1743633.90814209,6450.5707515845
1572,0,2,60855.7486572266,1377.31423056769
1573,0,3,42109.5625,940.188667017778
1574,0,2,80876.765625,1805.42816406047
1575,0,2,340914.439697266,6674.4196626935
1576,0,4,130247.583251953,1672.93531959147
1577,0,2,50948.7200927734,1203.77727928612
1578,0,2,89624.2749633789,1950.84131366854
1579,0,6,348304.409851074,2400.01897951955
1580,0,2,119406.901489258,2397.05431385483
1581,0,2,79409.3800048828,1634.28957397321
1582,0,4,68933.6761474609,1257.27215196268
1583,0,2,239307.123413086,4022.41280878526
1584,0,2,100752.26348877,2148.22244207083
1585,0,3,87449.7471923828,1295.51868879006
1586,0,2,66125.2927856445,1433.24423090947
1587,0,2,282904.250244141,2952.51892720368
1588,0,0,144217.663330078,2999.09106386566
1589,0,3,39634.3359375,982.582053615309
1590,0,2,68238.2360229492,1502.10508437033
1591,0,2,82072.765625,1598.26744097499
1592,0,3,25771.1750488281,767.932444246522
1593,0,2,86552.7122802734,1851.72828275178
1594,0,2,57632.0706787109,1256.85094078748
1595,0,2,40516.8143920898,941.011625240741
1596,0,2,189813.335144043,3664.78517588108
1597,0,2,17730.9353637695,533.449192173354
1598,0,2,62832.7066650391,1415.98847246666
1599,0,4,709499.926757813,5573.17009633144
1600,0,2,67198.6645507813,1512.1340510116
1601,0,2,22675.2439575195,636.943332605619
1602,0,2,137927.684570313,2807.89728940346
1603,0,2,229748.556762695,3024.97296325788
1604,0,2,76812.7070922852,1125.09977835205
1605,0,2,152373.303283691,2952.64880910042
1606,0,2,28792.5377807617,753.447247053627
1607,0,2,91232.0305175781,1936.9388252956
1608,0,2,152826.699401855,3047.6507765187
1609,0,2,83829.0979003906,1793.62603395941
1610,0,2,61371.153137207,1386.81012206545
1611,0,2,130636.988098145,2632.87347599736
1612,0,4,87117.5430908203,1501.57485109277
1613,0,2,118108.805236816,2277.35858050446
1614,0,0,34743.0621948242,876.713594943754
1615,0,3,1006080.81945801,4933.63960453317
1616,0,1,379403.676086426,2674.31864341231
1617,0,2,86551.3471679688,1781.37583923652
1618,0,2,58686.5258178711,1412.9674521376
1619,0,0,46811.7288208008,1122.64069396031
1620,0,2,87523.8559570313,1191.23510803159
1621,0,2,28512.7516479492,743.422095239626
1622,0,6,86693.8439331055,1447.06968735703
1623,0,2,81868.5135498047,1785.41355085354
1624,0,2,117204.115905762,2476.99730542478
1625,0,2,120346.664428711,2396.73866263751
1626,0,2,79790.4899902344,1733.39583688401
1627,0,2,9740.42315673828,386.057023053852
1628,0,2,132417.424316406,1606.65801673053
1629,0,2,25025.1469116211,710.538457525051
1630,0,2,197754.640563965,4017.67099670312
1631,0,4,86593.52734375,1242.91982445024
1632,0,6,361283.997070313,3067.76038274083
1633,0,4,539481.891113281,3076.75321610131
1634,0,2,118976.672912598,2684.23740194813
1635,0,2,67182.6441650391,1430.97404415991
1636,0,4,57878.3121337891,1083.94229091067
1637,0,2,75939.0817871094,1436.39740119642
1638,0,6,752983.257446289,4574.97605856781
1639,0,2,26918.1871948242,721.143915329696
1640,0,2,53394.873046875,1155.53611756988
1641,0,2,53087.3159179688,1181.21948416784
1642,0,2,104716.863830566,2194.49876706823
1643,0,0,103535.004089355,2238.67985180248
1644,0,2,68364.1254882813,1478.58423188191
1645,0,2,141793.27166748,2332.46594526759
1646,0,0,60845.9315185547,1362.41934195742
1647,0,2,36441.9140625,947.410873840682
1648,0,3,154006.857177734,2899.89973842042
1649,0,2,25819.2307128906,671.209697021397
1650,0,7,470649.981323242,3127.86731888391
1651,0,4,95011.2227783203,1717.51334176619
1652,0,4,53702.6866455078,1036.85412634024
1653,0,4,827791.944946289,4420.22776453127
1654,0,4,46523.211730957,879.338142611451
1655,0,4,49529.2612915039,1107.25592859329
1656,0,2,61042.1624755859,1274.88980366309
1657,0,2,52917.5508422852,1149.41427849611
1658,0,4,213556.187255859,3282.71502074502
1659,0,2,91468.7175292969,1972.04304635724
1660,0,4,2770545.1229248,11350.7398622757
1661,0,3,161.711242675781,289.974177661898
1662,0,0,67976.2584228516,1413.86020230167
1663,0,2,420644.41418457,8309.75795332907
1664,0,1,261400.878295898,2602.04378331062
1665,0,2,199131.205383301,3702.0398541426
1666,0,2,59485.6748657227,1413.74271569811
1667,0,2,114272.145019531,2215.68555000473
1668,0,4,158164.437011719,1633.52115769395
1669,0,4,85200.1018066406,1173.05775220891
1670,0,1,481249.978637695,3942.31520158161
1671,0,0,167477.76348877,2810.50940661082
1672,0,2,77837.3265380859,1618.84728882352
1673,0,1,2054028.78527832,22390.823834764
1674,0,4,212649.514648438,2928.64928335399
1675,0,2,185868.029968262,2083.55897903421
1676,0,3,21108.9453735352,632.256613598782
1677,0,2,137591.993713379,2234.42803146424
1678,0,2,68979.2825317383,1386.26524937815
1679,0,2,287731.032592773,4315.20204361783
1680,0,2,90627.3953857422,1854.49705071322
1681,0,2,50011.9633789063,1123.80074836127
1682,0,2,75830.7335205078,1628.80498752534
1683,0,3,72447.4865722656,1093.64458690034
1684,0,2,87509.2113647461,1838.55835309254
1685,0,3,161396.191894531,1970.77720409967
1686,0,2,79367.3306884766,3641.35999830224
1687,0,4,296358.156066895,3728.37303920007
1688,0,2,55646.0811157227,1311.81714712985
1689,0,2,219694.737854004,4198.35306476461
1690,0,2,109143.982910156,2361.07971526382
1691,0,2,93269.856262207,1890.49705428029
1692,0,2,101800.582519531,2301.40999947426
1693,0,2,34933.1374511719,811.084649585973
1694,0,2,155222.059020996,1838.21803263454
1695,0,3,471864.161010742,5024.4342278998
1696,0,2,171884.850952148,3499.6378615755
1697,0,0,58877.6086425781,999.845260301626
1698,0,3,126363.973876953,2191.92420109897
1699,0,7,1553643.40911865,7978.7438313872
1700,0,2,15882.5765380859,507.650074004163
1701,0,3,211147.819030762,1906.68916644385
1702,0,4,191021.085632324,1912.23630474144
1703,0,2,59698.450378418,1353.80923830154
1704,0,2,132185.441772461,2762.90471169268
1705,0,4,333239.175415039,4343.08457765882
1706,0,3,14526.8888549805,477.581446706801
1707,0,3,431807.694580078,2655.35637939291
1708,0,4,596281.385437012,4329.48007665695
1709,0,6,436118.861022949,3509.90027560654
1710,0,3,42196.6253051758,810.654415467439
1711,0,2,82977.8225097656,1542.28095824046
1712,0,4,332189.735717773,2711.37505445207
1713,0,0,28307.0990600586,696.896463008352
1714,0,2,120474.354614258,1536.62629416693
1715,0,2,80694.9520263672,1673.96398227796
1716,0,0,51426.8471679688,1234.99904846905
1717,0,0,90478.638671875,1493.88489353609
1718,0,2,228014.944335938,4580.77619358502
1719,0,3,135140.605529785,1656.2094853628
1720,0,2,230.856872558594,762.251199156235
1721,0,2,56143.7828369141,1228.10362811741
1722,0,3,526002.90838623,3100.47622336449
1723,0,1,106039.137451172,1297.69464882211
1724,0,4,29831.6555786133,821.50411344361
1725,0,2,81859.6074829102,1290.82886356404
1726,0,2,135132.938903809,2710.91851734493
1727,0,4,22329.8087158203,608.787007111897
1728,0,3,95936.8316040039,1573.97475295031
1729,0,4,359460.043029785,3738.37770019057
1730,0,2,137211.771362305,2928.82071248265
1731,0,1,203861.717773438,1914.24653182475
1732,0,2,37187.4309082031,920.180496983835
1733,0,4,731651.411499023,3914.26700228711
1734,0,2,43900.2720336914,1004.84944991477
1735,0,2,76698.2240600586,1601.65498562201
1736,0,2,72100.9765625,1528.0001447674
1737,0,2,98383.1240844727,1498.07224139589
1738,0,2,94356.0662841797,1793.61978070142
1739,0,2,381215.858459473,4677.79020314139
1740,0,4,2231922.75732422,6872.92103976989
1741,0,2,105550.153198242,2258.9628865145
1742,0,2,60956.3848876953,1357.44203321916
1743,0,3,14622.0724487305,472.66615916585
1744,0,0,103597.601257324,2239.96677021686
1745,0,2,22059.2943725586,1350.3585145464
1746,0,3,61503.0352172852,1338.39558587772
1747,0,2,105606.892578125,2173.59780628137
1748,0,2,92935.356628418,1898.82851120779
1749,0,2,80683.9146118164,1741.32966559242
1750,0,0,61474.8085327148,1337.88546204434
1751,0,3,12877.8810424805,449.595535952276
1752,0,2,121517.443603516,2409.27004772162
1753,0,2,66237.0395507813,1417.40434814108
1754,0,2,101656.692382813,2068.44529924136
1755,0,2,101694.700622559,2070.4176154241
1756,0,7,85744.8650512695,1210.46714783462
1757,0,4,80363.5377807617,1477.28599621562
1758,0,2,110446.824584961,2417.16347022001
1759,0,3,70186.4719238281,1227.54840179494
1760,0,2,99153.549987793,2038.29156920954
1761,0,2,32712.6312255859,809.972139795458
1762,0,2,22545.5014038086,633.846602921066
1763,0,2,109176.487426758,2195.5605346463
1764,0,0,83111.3439941406,1906.92856192298
1765,0,3,88983.8406982422,1255.28172416373
1766,0,2,72715.7229614258,1587.46763340575
1767,0,2,87751.0960083008,1808.96923086808
1768,0,7,18517.9040527344,541.626291669968
1769,0,4,582927.372253418,3730.41944919494
1770,0,2,22241.6413574219,616.342261645618
1771,0,2,94773.2769165039,1714.68116528938
1772,0,2,6493.65313720703,319.583453868419
1773,0,6,232194.152099609,1982.87775539812
1774,0,2,113970.710266113,2302.14844849489
1775,0,3,123221.471984863,1686.11704854491
1776,0,4,52398.6889648438,1230.59546150427
1777,0,3,1090938.09020996,4228.64111220437
1778,0,2,128543.565917969,1556.00226988243
1779,0,0,112698.289306641,1915.20498756924
1780,0,4,425080.675231934,3471.22907609804
1781,0,2,69220.9566040039,1464.06649222
1782,0,2,67484.2720336914,1506.1408365197
1783,0,7,1954041.79522705,7134.51971663473
1784,0,2,85287.553894043,1721.89467013867
1785,0,2,17600.9758911133,548.815571462096
1786,0,0,155792.813415527,2517.99486065395
1787,0,2,94034.5239257813,2106.81663489143
1788,0,4,38987.2719726563,859.865232308387
1789,0,2,246935.62689209,3395.06626694618
1790,0,2,158551.222106934,2751.20606058936
1791,0,0,222620.549316406,2184.81770473646
1792,0,2,78322.080078125,1455.5663492538
1793,0,2,131548.548706055,1598.20207729913
1794,0,4,136117.759277344,1664.84603087126
1795,0,0,40701.7474975586,995.25967776522
1796,0,4,3698136.17608643,7577.09472407222
1797,0,2,219461.665893555,3640.27935548287
1798,0,2,79735.3711547852,1771.74161546481
1799,0,0,56300.864074707,977.328516177974
1800,0,0,122019.91229248,2401.90523433533
1801,0,4,55830.7969360352,1203.90566664714
1802,0,2,83496.8963012695,1672.8985103008
1803,0,0,104966.303955078,1549.76787239926
1804,0,2,18559.2836914063,547.795875554101
1805,0,0,41389.1331176758,973.81591036316
1806,0,2,424924.376708984,6558.98829285513
1807,0,0,79842.418762207,1187.56161711587
1808,0,4,270188.03704834,3299.55810991163
1809,0,7,89570.0822143555,1488.8337102942
1810,0,2,48024.3787841797,1111.52108564469
1811,0,2,270258.621887207,4558.41561987857
1812,0,2,10678.5916137695,425.243662323573
1813,0,2,185535.110595703,3710.37649095863
1814,0,0,26876.1247558594,738.64162799731
1815,0,2,63357.4635620117,1364.78285735574
1816,0,2,275312.429077148,2804.44580018704
1817,0,3,80406.6024780273,1480.29756560469
1818,0,2,205383.561767578,2754.02074005486
1819,0,2,78693.3822021484,1411.37382892328
1820,0,2,370038.725891113,7043.6317992295
1821,0,2,132675.40423584,2840.02005793914
1822,0,2,138695.559387207,2719.63855687024
1823,0,2,148686.386413574,3010.64764262292
1824,0,2,121815.846740723,2516.25569302827
1825,0,2,198472.937011719,3942.65663016649
1826,0,2,9855.07489013672,390.226337660771
1827,0,2,123512.635253906,1698.25956421131
1828,0,2,255336.35748291,2500.26151645351
1829,0,4,91660.8467407227,1566.63539243108
1830,0,7,2059616.50415039,7641.95820456692
1831,0,6,141079.162536621,1511.19600237204
1832,0,6,144537.747619629,2083.73216758421
1833,0,3,184561.214050293,1762.36364512445
1834,0,2,141201.678833008,2886.86125121789
1835,0,2,67815.23828125,1422.7581292553
1836,0,2,188287.652526855,3564.05461209523
1837,0,2,186650.311401367,2019.82066708665
1838,0,4,65453.8681030273,1568.12411229764
1839,0,2,111819.594665527,1857.11294565899
1840,0,2,36737.9155273438,930.011690556322
1841,0,2,29586.9676513672,698.1338289194
1842,0,2,122056.683654785,2600.82360121234
1843,0,2,104132.64654541,2111.12447356472
1844,0,2,53029.2723999023,1136.67036371617
1845,0,3,93218.333984375,1321.21600306151
1846,0,2,56308.8167114258,1264.53075949586
1847,0,4,43454.160949707,908.822018952565
1848,0,1,5701839.43383789,29853.2685483465
1849,0,3,56713.332824707,1123.01504234359
1850,0,2,51049.372253418,1175.92612343905
1851,0,2,23129.3726806641,646.811893531507
1852,0,2,54472.1188964844,1161.7738666652
1853,0,3,68108.6342163086,1493.81674389401
1854,0,2,103816.151367188,2346.72872006062
1855,0,2,75831.2407226563,1664.75276506916
1856,0,4,47217.6928100586,1014.79923284727
1857,0,2,47629.9545898438,1388.96838511205
1858,0,0,395444.631530762,3132.48086455455
1859,0,0,35998.2485961914,953.783665937853
1860,0,2,178518.929992676,3490.17295258607
1861,0,2,312183.100769043,7023.22114193721
1862,0,2,126811.67565918,2775.16551380388
1863,0,7,1833957.23083496,9471.0147871492
1864,0,2,78236.3537597656,1607.12608737343
1865,0,2,116243.905090332,2327.01625685139
1866,0,2,155541.399230957,2814.42049579674
1867,0,2,57758.0487060547,1163.79591869875
1868,0,2,85883.4372558594,1904.7262446889
1869,0,2,63055.3726196289,1400.15468189401
1870,0,0,85661.8530883789,1864.75094029426
1871,0,2,26080.1745605469,669.940115448363
1872,0,7,143875.928527832,1530.19848214417
1873,0,2,97904.2310791016,1968.81352907322
1874,0,2,50026.5484619141,1090.88829621446
1875,0,2,120501.229858398,3173.95790898523
1876,0,2,51998.6380615234,1301.20139352006
1877,0,0,140525.598266602,2504.23631473059
1878,0,0,135593.614074707,2474.39074606079
1879,0,2,222198.596069336,4187.34012323289
1880,0,1,928862.593444824,4375.35146190426
1881,0,1,111939.196350098,2045.34491921577
1882,0,2,101937.738708496,2113.85982138995
1883,0,2,33585.2323608398,877.687235591463
1884,0,4,367590.493652344,2466.04112233152
1885,0,2,152943.286071777,2959.96708013788
1886,0,0,51884.8439331055,1097.13303130683
1887,0,4,1131203.83172607,4266.30253952148
1888,0,2,112705.533447266,2262.77421010183
1889,0,1,152561.023498535,2427.61240188572
1890,0,0,106879.762145996,2420.81677432738
1891,0,1,699560.059143066,4747.81349839447
1892,0,2,39265.5182495117,909.010437464437
1893,0,5,377186.918945313,2468.03143755246
1894,0,2,71986.1897583008,1493.70615118147
1895,0,5,230989.005371094,2643.31307380119
1896,0,7,687860.592895508,3569.59334399598
1897,0,0,91886.6607055664,2077.37836452667
1898,0,3,392104.574768066,3098.82602775311
1899,0,2,98136.5927124023,2152.35559952642
1900,0,2,261506.042907715,2646.0770559231
1901,0,2,96475.1807250977,1843.71830320145
1902,0,3,152722.820495605,1721.44108527287
1903,0,2,142961.767028809,2720.93768186509
1904,0,2,53695.2974243164,1125.67267477143
1905,0,2,180043.585083008,3156.49215034153
1906,0,2,80578.8258056641,1800.69725712202
1907,0,2,77380.7252197266,1645.85992924196
1908,0,2,59343.4185180664,1356.96020520451
1909,0,2,136255.413146973,2576.26887881457
1910,0,4,100900.923522949,1553.19077840434
1911,0,2,93086.4261474609,2052.43835033824
1912,0,0,27231.1917114258,690.664525545804
1913,0,3,48742.3541259766,868.168505374334
1914,0,3,103903.816833496,1734.96329421337
1915,0,2,128395.408447266,1577.53289181136
1916,0,2,139156.662658691,2248.18897029153
1917,0,2,50753.9420776367,1064.48467198609
