id,obsdate,asm(double precision),asmdoneone(double precision),asmd(double precision),asmddoneone(double precision),asmi(double precision),asmidoneone(double precision),rpm(double precision),rpmdoneone(double precision),rpmd(double precision),rpmddoneone(double precision),rpmi(double precision),rpmidoneone(double precision),loadfactor(double precision),loadfactordoneone(double precision),loadfactord(double precision),loadfactorddoneone(double precision),loadfactori(double precision),loadfactoridoneone(double precision),enplanei(double precision),enplaneidoneone(double precision),enplaned(double precision),enplaneddoneone(double precision),enplane(double precision),enplanedoneone(double precision),airrpmtsi(double precision),airrpmtsidoneone(double precision),airrtmfm(double precision),airrtmfmdoneone(double precision),railfrtcarloads(long),railfrtcarloadsdoneone(long),railfrtintermodal(long),railfrtintermodaldoneone(long),railpm(double precision),railpmdoneone(double precision),transit(double precision),transitdoneone(double precision),petroleum(double precision),petroleumdoneone(double precision),naturalgas(double precision),naturalgasdoneone(double precision),waterborne(double precision),waterbornedoneone(double precision),truckdoneone(double precision),vmt(double precision),vmtdoneone(double precision),tsifreight(double precision),tsifreightc(double precision),tsipassenger(double precision),tsipassengerc(double precision),tsitotal(double precision),tsitotalc(double precision),indpro(double precision),manuf(double precision),invtosales(double precision),idxairrpm(double precision),idxairrtmfm(double precision),idxrailfrtcarloads(double precision),idxrailfrtintermodal(double precision),idxrailpm(double precision),idxtransitdoneone(double precision),idxpetroleumdoneone(double precision),idxnaturalgasdoneone(double precision),idxwaterbornedoneone(double precision),idxtruckdoneone(double precision)
SATD200605,05/01/2006,85233860.0,83557740.0,61284297.0,60264334.0,23949563.0,23293407.0,68435521.0,66685182.0,49302219.0,47992957.0,19133302.0,18692225.0,80.3,79.8,80.4,79.6,79.9,80.2,7304.0,7293.0,57145.0,54793.0,64449.0,62087.0,69352606.0,67720215.0,3210319.0,3251297.0,1521036,1474945,1045039,1028803,459957974.0,445773362.0,870445.0,835189.0,223528.0,216030.0,1526.3,1850.8,48.9,45.8,87.2,263370.0,250030.0,113.8,2.1,111.6,-0.1,113.4,1.4,106.57166626,120.75214163,1.51,1.1476,1.2664,1.0542,1.3475,0.9564,1.0607,0.9657,0.988,0.9275,1.1645
SATD200606,06/012006,86336051.0,83689960.0,61692651.0,60290334.0,24643400.0,23399626.0,73147256.0,66085231.0,52200272.0,47360942.0,20946984.0,18724289.0,84.7,79.0,84.6,78.6,85.0,80.0,7932.0,7227.0,59297.0,53997.0,67229.0,61224.0,74099238.0,67192413.0,3367968.0,3342949.0,1464781,1469413,1033661,1030107,516527472.0,453975380.0,827752.0,824521.0,218297.0,218298.0,1550.9,1886.9,48.1,45.9,86.3,263782.0,250453.0,113.2,-0.5,110.6,-0.9,112.7,-0.6,106.91526,120.53026842,1.51,1.1386,1.3021,1.0502,1.3492,0.974,1.0471,0.9759,1.0073,0.9287,1.1515
SATD200607,07/01/2006,90151121.0,83714478.0,64111164.0,60305446.0,26039957.0,23409032.0,76711219.0,66340621.0,54506446.0,47615595.0,22204773.0,18725026.0,85.1,79.2,85.0,79.0,85.3,80.0,8669.0,7208.0,60839.0,54566.0,69508.0,61774.0,77798621.0,67397970.0,3201529.0,3269755.0,1428970,1440711,1041756,1029246,549393934.0,451850713.0,790273.0,833422.0,224843.0,220743.0,1758.7,1965.6,47.7,44.9,85.3,263421.0,249092.0,112.0,-1.1,111.2,0.5,112.0,-0.6,106.83845035,118.46573387,1.5,1.1421,1.2736,1.0297,1.3481,0.9694,1.0584,0.9868,1.0492,0.9091,1.1394
SATD200608,08/01/2006,90024823.0,84040946.0,64332983.0,60590482.0,25691840.0,23450464.0,73076758.0,64986594.0,52074386.0,46780530.0,21002372.0,18206064.0,81.2,77.3,80.9,77.2,81.7,77.6,8175.0,7073.0,58303.0,53998.0,66478.0,61071.0,74227051.0,66239582.0,3395702.0,3363501.0,1501964,1432634,1106273,1041629,530942270.0,455954389.0,840294.0,827702.0,228039.0,221163.0,1751.7,1923.4,45.8,44.0,82.7,265206.0,249501.0,109.8,-2.0,109.7,-1.3,110.0,-1.8,107.29434584,120.87864078,1.5,1.1225,1.3102,1.024,1.3643,0.9782,1.0512,0.9887,1.0268,0.8899,1.1044
SATD200609,09/01/2006***,81730332.0,84380209.0,58383462.0,60757393.0,23346870.0,23622816.0,61249897.0,66159422.0,43108587.0,47662204.0,18141310.0,18497219.0,74.9,78.4,73.8,78.4,77.7,78.3,6476.0,7160.0,49950.0,54452.0,56426.0,61612.0,62345744.0,67444847.0,3387556.0,3388888.0,1445002,1433293,1060237,1032610,427768908.0,460709218.0,850328.0,829976.0,217709.0,221348.0,1462.1,1841.5,46.6,50.8,85.4,245605.0,250388.0,113.0,2.9,111.2,1.4,112.7,2.5,107.07438112,118.09337521,1.5,1.1429,1.32,1.0244,1.3525,0.9884,1.054,0.9895,0.983,1.0273,1.1401
SATD20010,10/01/2006,84229901.0,84520236.0,60802722.0,60561265.0,23427179.0,23958971.0,65091487.0,66726699.0,47137132.0,47963615.0,17954355.0,18763083.0,77.3,78.9,77.5,79.2,76.6,78.3,6556.0,7247.0,55089.0,55101.0,61645.0,62348.0,66082164.0,67644687.0,3514733.0,3289372.0,1493349,1416228,1113993,1024603,451598087.0,462598701.0,907084.0,842033.0,211168.0,212541.0,1644.2,1948.5,46.0,43.9,84.7,257939.0,251413.0,111.0,-1.8,111.9,0.6,111.5,-1.1,106.96326604,117.48372359,1.5,1.1463,1.2813,1.0122,1.342,0.9925,1.0694,0.9501,1.0401,0.8883,1.1304
SATD200611,11/01/2006,80421711.0,84294278.0,58912308.0,60757572.0,21509403.0,23536706.0,62637778.0,67600047.0,45966808.0,48646404.0,16670970.0,18953643.0,77.9,80.2,78.0,80.1,77.5,80.5,6441.0,7330.0,53852.0,55921.0,60293.0,63252.0,63548732.0,68345312.0,3606059.0,3374835.0,1378183,1400602,1006847,1015745,451610146.0,461944709.0,851564.0,850687.0,210501.0,211337.0,1765.4,1852.1,44.9,43.8,82.2,245346.0,252836.0,108.7,-2.1,113.0,1.0,110.2,-1.2,106.90501152,118.88892062,1.5,1.1582,1.3146,1.0011,1.3304,0.9911,1.0804,0.9447,0.9887,0.8862,1.098
SATD200621,12/01/2006,84639954.0,85053979.0,61161328.0,61061297.0,23478626.0,23992682.0,65157505.0,67552753.0,46835639.0,48610706.0,18321866.0,18942047.0,77.0,79.4,76.6,79.6,78.0,78.9,7195.0,7396.0,53539.0,55774.0,60734.0,63170.0,65980782.0,68570000.0,3506047.0,3356317.0,1398361,1459019,984846,1025398,461370074.0,452928402.0,804029.0,864601.0,218230.0,210112.0,2122.8,1713.7,44.1,45.2,84.2,248187.0,253944.0,110.8,1.9,113.8,0.7,111.9,1.5,107.99922543,122.93803541,1.49,1.162,1.3074,1.0428,1.343,0.9717,1.098,0.9393,0.9148,0.9142,1.124
SATD20g0701,01/01/2007,84354435.0,86385476.0,60618488.0,62155333.0,23735947.0,24230143.0,61896193.0,68471364.0,43823680.0,49162774.0,18072513.0,19308590.0,73.4,79.3,72.3,79.1,76.1,79.7,7116.0,7418.0,50022.0,56184.0,57138.0,63602.0,63016014.0,69188723.0,3026361.0,3332845.0,1370575,1400399,981972,1018128,377529725.0,458180693.0,838203.0,856962.0,212341.0,209195.0,2475.6,1788.3,41.7,45.6,83.8,233621.0,254533.0,110.1,-0.6,114.2,0.4,111.6,-0.3,107.57946931,120.09366077,1.49,1.1725,1.2982,1.0009,1.3335,0.983,1.0883,0.9352,0.9546,0.9233,1.1192
SATD200702,02/01/2007,75799074.0,85551456.0,54490060.0,61267607.0,21309014.0,24283849.0,56914815.0,68201578.0,41270274.0,48676192.0,15644541.0,19525387.0,75.1,79.7,75.7,79.4,73.4,80.4,6327.0,7404.0,47766.0,55861.0,54093.0,63265.0,57793832.0,68703664.0,2908924.0,3374625.0,1255311,1389975,920164,1022298,360542790.0,468621516.0,796569.0,861853.0,199136.0,217940.0,2567.0,2090.8,36.2,43.1,84.2,219232.0,249391.0,110.8,0.6,113.9,-0.3,111.9,0.3,108.62513779,122.33552256,1.49,1.1643,1.3145,0.9935,1.339,1.0054,1.0945,0.9743,1.1161,0.8733,1.124
SAT2D00703,03/01/2007,87561518.0,85860175.0,63131522.0,61378163.0,24429996.0,24482012.0,71497177.0,68798974.0,51518429.0,48884081.0,19978748.0,19914893.0,81.7,80.1,81.6,79.6,81.8,81.3,7926.0,7466.0,59244.0,56112.0,67170.0,63578.0,72700241.0,69541632.0,3590561.0,3384214.0,1442822,1400306,1009963,1013872,459164806.0,476762086.0,934752.0,899450.0,221659.0,223950.0,2128.9,1839.2,47.9,46.5,85.4,259638.0,254292.0,112.0,1.1,116.4,2.2,113.5,1.4,108.83420676,124.29354654,1.47,1.1785,1.3182,1.0009,1.3279,1.0229,1.1423,1.0011,0.9818,0.9405,1.1406
SATDc200704,04/01/2007,85179094.0,85954360.0,61124424.0,61591301.0,24054670.0,24363059.0,68813909.0,68872731.0,49772604.0,49373817.0,19041305.0,19498913.0,80.8,80.1,81.4,80.2,79.2,80.0,7488.0,7470.0,57396.0,56819.0,64884.0,64290.0,69836157.0,69850167.0,3256970.0,3269208.0,1413587,1407360,974909,1005302,470429231.0,476014445.0,884098.0,879304.0,206879.0,211512.0,1810.1,1936.0,48.1,47.1,83.7,252595.0,251375.0,110.4,-1.4,115.9,-0.4,112.3,-1.1,109.58072754,124.92090234,1.49,1.1837,1.2734,1.0059,1.3167,1.0213,1.1167,0.9455,1.0335,0.953,1.1176
SATD200705,p05/01/2007,87873082.0,85989407.0,62774346.0,61589134.0,25098736.0,24400273.0,70947617.0,68685300.0,51031835.0,49325790.0,19915782.0,19359510.0,80.7,79.9,81.3,80.1,79.3,79.3,7491.0,7446.0,59284.0,56729.0,66775.0,64175.0,71933108.0,69721344.0,3283361.0,3319443.0,1446592,1402800,1018160,1006286,494257576.0,477638465.0,993437.0,955427.0,218575.0,211583.0,1559.1,1902.6,50.0,46.8,83.8,267574.0,254131.0,110.5,0.1,118.8,2.5,113.2,0.8,109.65667416,126.52941176,1.47,1.1815,1.293,1.0026,1.318,1.0247,1.2134,0.9458,1.0156,0.9478,1.1194
SATD20076,06/01/2007,88605372.0,85768957.0,62620840.0,61243814.0,25984532.0,24525143.0,75914661.0,68843338.0,54018698.0,49306794.0,21895963.0,19536544.0,85.7,80.3,86.3,80.5,84.3,79.7,8193.0,7495.0,61494.0,56657.0,69687.0,64152.0,76926452.0,70346788.0,3282603.0,3271320.0,1429982,1439757,1020267,1012972,545207971.0,485189693.0,876764.0,888564.0,214007.0,214645.0,1555.2,1889.5,48.4,46.1,82.8,265374.0,253200.0,109.8,-0.6,116.9,-1.6,112.2,-0.9,109.68472263,126.449743,1.5,1.1921,1.2742,1.029,1.3268,1.0409,1.1285,0.9595,1.0087,0.9334,1.1059
SATD200707,07/01/2007,92900558.0,85625913.0,65566711.0,61118972.0,27333847.0,24506941.0,79865223.0,68790508.0,56572991.0,49192436.0,23292232.0,19598072.0,86.0,80.3,86.3,80.5,85.2,80.0,8946.0,7490.0,63457.0,56292.0,72403.0,63783.0,80988340.0,70227072.0,3237816.0,3290835.0,1391260,1398760,1015526,1000975,585837053.0,482474814.0,860196.0,883543.0,218167.0,214090.0,1659.9,1854.3,46.1,43.3,82.8,267106.0,252333.0,108.9,-0.8,116.6,-0.3,111.4,-0.7,109.56454573,126.30496859,1.5,1.1901,1.2818,0.9997,1.3111,1.0351,1.1221,0.9571,0.9899,0.8761,1.1059
SATeD200708,08/01/2007,92794576.0,86486668.0,65556234.0,61733021.0,27238342.0,24753646.0,78314560.0,69237513.0,55682567.0,49780172.0,22631993.0,19457341.0,84.4,80.1,84.9,80.6,83.1,78.6,8685.0,7449.0,62658.0,57209.0,71343.0,64659.0,79439827.0,70794622.0,3373928.0,3352267.0,1485342,1413123,1058591,994960,570807078.0,490547025.0,908061.0,890011.0,218382.0,212445.0,1896.1,2082.7,42.1,39.9,83.6,271225.0,254221.0,109.7,0.7,117.5,0.8,112.2,0.7,109.79368014,126.7044546,1.5,1.1997,1.3058,1.01,1.3032,1.0524,1.1303,0.9497,1.1118,0.8081,1.116
SATD200709,0/901/2007,84375737.0,87245108.0,59796292.0,62281133.0,24579445.0,24963975.0,64781658.0,69840364.0,45240435.0,49900230.0,19541223.0,19940135.0,76.8,80.1,75.7,80.1,79.5,79.9,6901.0,7635.0,52308.0,57526.0,59209.0,65161.0,65913314.0,70887280.0,3321480.0,3343930.0,1431666,1419451,1032837,1010817,451772968.0,487949427.0,903028.0,902247.0,205325.0,208304.0,1590.5,2001.4,40.5,44.7,82.5,245965.0,253290.0,109.5,-0.2,118.1,0.5,112.3,0.1,110.06639756,127.56025128,1.49,1.2013,1.3025,1.0145,1.3239,1.0469,1.1458,0.9312,1.0684,0.9053,1.1013
SATD200710,01/01/2007,86936676.0,87438583.0,62497723.0,62296546.0,24438953.0,25142037.0,68397379.0,70093208.0,49069269.0,49858176.0,19328110.0,20235032.0,78.7,80.2,78.5,80.0,79.1,80.5,6971.0,7754.0,57206.0,56876.0,64177.0,64630.0,69445349.0,71138321.0,3560820.0,3317656.0,1487803,1413954,1071991,985202,483184463.0,492089137.0,946754.0,864761.0,214211.0,215240.0,1627.8,1920.4,47.1,44.9,84.7,261423.0,253767.0,111.0,1.4,116.9,-1.0,113.0,0.6,109.74384017,129.41433467,1.48,1.2055,1.2923,1.0106,1.2904,1.0557,1.0982,0.9622,1.0252,0.9085,1.1306
SATD200711,11/01/007,83926904.0,88176156.0,60801594.0,62699096.0,23125310.0,25477060.0,65333114.0,70359661.0,47256388.0,49807177.0,18076726.0,20552484.0,77.8,79.8,77.7,79.4,78.2,80.7,6862.0,7786.0,55044.0,56488.0,61906.0,64274.0,66250428.0,70930193.0,3560924.0,3324485.0,1412571,1432710,993055,999495,503151672.0,509372918.0,870712.0,868847.0,212512.0,212584.0,1834.5,1915.5,45.1,43.6,84.5,245787.0,252121.0,110.8,-0.2,116.9,0.0,112.9,-0.1,110.37989313,132.50285551,1.47,1.202,1.295,1.024,1.3091,1.0928,1.1034,0.9503,1.0225,0.882,1.1286
SATD200712,12/01/207,87368019.0,88113846.0,62270682.0,62410004.0,25097337.0,25703842.0,66764862.0,69861738.0,47070645.0,49359996.0,19694217.0,20501742.0,76.4,79.3,75.6,79.1,78.5,79.8,7548.0,7751.0,53289.0,56397.0,60837.0,64149.0,67782533.0,70763555.0,3458868.0,3305707.0,1357746,1418960,949057,989081,508739922.0,504497732.0,808452.0,872889.0,220590.0,212385.0,2399.2,1926.8,43.6,44.7,84.5,240281.0,247460.0,110.8,0.0,116.8,-0.1,112.9,0.0,110.36791859,132.0245574,1.49,1.1992,1.2876,1.0142,1.2955,1.0824,1.1085,0.9494,1.0285,0.9053,1.1287
SATD200801,01/01/208,85823989.0,88021549.0,60635551.0,62292186.0,25188438.0,25729363.0,63504217.0,70063387.0,44233383.0,49486797.0,19270834.0,20576590.0,74.0,79.6,72.9,79.4,76.5,80.0,7465.0,7788.0,50245.0,56592.0,57710.0,64380.0,64667106.0,70824446.0,3065185.0,3368699.0,1387897,1416465,957435,988342,416211470.0,498440189.0,852130.0,872748.0,217295.0,214099.0,2734.0,1966.1,41.4,45.5,87.5,232920.0,253376.0,113.6,2.5,116.9,0.1,114.9,1.8,110.21818292,133.78754997,1.49,1.2002,1.3122,1.0124,1.2945,1.0694,1.1084,0.9571,1.0495,0.9211,1.1688
SATD200802,02/01/2008,80678778.0,88203860.0,57170275.0,62244368.0,23508503.0,25959492.0,60578995.0,70083343.0,43429251.0,49339278.0,17149744.0,20744065.0,75.1,79.5,76.0,79.3,73.0,79.9,6933.0,7836.0,50118.0,56055.0,57051.0,63892.0,61504425.0,71084683.0,2937434.0,3289876.0,1335398,1417951,926466,992226,395912010.0,496694949.0,835901.0,863483.0,196679.0,204695.0,2503.4,1961.9,36.9,43.9,85.4,221336.0,250551.0,111.3,-2.0,116.8,-0.1,113.2,-1.5,109.7852656,133.34865791,1.5,1.2046,1.2815,1.0135,1.2996,1.0656,1.0966,0.915,1.0473,0.8883,1.1407
SATD200803,03/01/2008,89259053.0,87603471.0,63249344.0,61617850.0,26009709.0,25985621.0,73427185.0,70233372.0,52016986.0,49211243.0,21410199.0,21022128.0,82.3,80.2,82.2,79.9,82.3,80.9,8512.0,7857.0,59213.0,56421.0,67725.0,64277.0,74575531.0,71092364.0,3365775.0,3248931.0,1445693,1402765,950282,970917,504552405.0,502430427.0,889940.0,873530.0,204397.0,207421.0,2278.2,1991.0,38.0,36.9,85.8,252343.0,248981.0,109.9,-1.3,117.2,0.3,112.3,-0.8,109.38751674,132.05768132,1.49,1.2047,1.2655,1.0026,1.2717,1.0779,1.1094,0.9272,1.0628,0.7478,1.145
ASTD200804,04/01/2008,85702945.0,86556666.0,60127860.0,60643731.0,25575085.0,25912935.0,67956166.0,69255227.0,48189445.0,48466040.0,19766721.0,20789187.0,79.3,80.0,80.1,79.9,77.3,80.2,7586.0,7868.0,55611.0,55669.0,63197.0,63537.0,68906882.0,70314692.0,3414759.0,3352126.0,1423939,1417161,959169,973786,473811702.0,502900150.0,908295.0,886175.0,204651.0,209439.0,1823.9,1958.1,41.4,40.7,86.6,252088.0,249101.0,111.7,1.6,116.9,-0.3,113.5,1.1,108.65955111,135.78612222,1.49,1.1916,1.3057,1.0129,1.2754,1.0789,1.1254,0.9363,1.0452,0.8233,1.1555
SATD200805,05/01/2008,88697897.0,86828884.0,61778291.0,60724369.0,26919606.0,26104515.0,71791924.0,69251142.0,50259915.0,48491685.0,21532009.0,20759458.0,80.9,79.8,81.4,79.9,80.0,79.5,7980.0,7821.0,58047.0,55368.0,66027.0,63190.0,72725750.0,70205508.0,3243077.0,3288489.0,1451560,1413749,997834,980948,550928592.0,531662041.0,912568.0,887754.0,219870.0,213547.0,1576.4,1934.6,44.8,41.7,86.3,261466.0,248415.0,111.6,-0.1,117.0,0.1,113.4,-0.1,108.02964723,135.70702456,1.47,1.1897,1.2809,1.0105,1.2848,1.1406,1.1274,0.9546,1.0327,0.8447,1.1527
SATD020806,06r/01/2008,89783653.0,86286750.0,62328400.0,60477431.0,27455253.0,25809319.0,75301714.0,68434527.0,52521313.0,48045710.0,22780401.0,20388817.0,83.9,79.3,84.3,79.4,83.0,79.0,8397.0,7665.0,59559.0,55100.0,67956.0,62766.0,76162104.0,69344992.0,3103666.0,3091628.0,1372686,1388186,978498,980241,580290736.0,520842603.0,884081.0,897434.0,205520.0,205960.0,1604.3,1952.4,39.1,36.8,86.9,257484.0,246701.0,110.1,-1.3,116.4,-0.5,112.2,-1.1,107.78605707,137.59765848,1.47,1.1751,1.2043,0.9922,1.2839,1.1174,1.1397,0.9207,1.0422,0.7445,1.1595
SATD200807,07/01/2008,93730363.0,85773214.0,64884634.0,60055448.0,28845729.0,25717766.0,78772769.0,67499989.0,54621355.0,47301921.0,24151414.0,20198068.0,84.0,78.7,84.2,78.8,83.7,78.5,9072.0,7600.0,61402.0,54365.0,70474.0,61965.0,79707545.0,68532300.0,3101001.0,3126016.0,1422554,1428450,1004378,987617,645144911.0,539772837.0,910651.0,915787.0,206156.0,202117.0,1708.6,1910.2,45.1,42.2,86.3,261600.0,245645.0,111.2,1.0,116.5,0.1,113.0,0.7,107.33318218,137.27698458,1.48,1.1614,1.2176,1.021,1.2936,1.158,1.163,0.9035,1.0197,0.8543,1.1522
SATD200808,08/01/2008,91768764.0,85374407.0,63117945.0,59587442.0,28650819.0,25786964.0,76359814.0,67615082.0,52643147.0,47387490.0,23716667.0,20227592.0,83.2,79.2,83.4,79.5,82.8,78.4,8862.0,7593.0,58966.0,54613.0,67828.0,62206.0,77300568.0,68801337.0,3043654.0,3071544.0,1474209,1401079,1036147,971335,620188551.0,544695701.0,890570.0,902684.0,206669.0,201972.0,1682.9,1845.1,45.3,42.8,84.3,260609.0,244681.0,109.1,-1.9,116.2,-0.3,111.4,-1.4,105.65286316,133.26127927,1.49,1.1659,1.1964,1.0014,1.2722,1.1686,1.1464,0.9029,0.985,0.8668,1.1255
SATD200809,09/01/2008,78680600.0,81345069.0,53906436.0,55932151.0,24774164.0,25412918.0,60292068.0,64630190.0,41015590.0,44856801.0,19276478.0,19773390.0,76.6,79.5,76.1,80.2,77.8,77.8,6553.0,7281.0,47680.0,51314.0,54233.0,58594.0,61198749.0,65893273.0,2973954.0,2966657.0,1373620,1359230,994549,965129,500634771.0,533807870.0,929094.0,895828.0,171319.0,173066.0,1460.9,1828.3,36.6,40.7,84.4,239607.0,245948.0,107.5,-1.5,112.7,-3.0,109.3,-1.9,101.03759556,129.43974872,1.51,1.1166,1.1556,0.9715,1.2641,1.1453,1.1377,0.7737,0.976,0.8235,1.1271
SATD200810,10/01/2008,80860346.0,81349903.0,56299338.0,56051676.0,24561008.0,25298227.0,64011438.0,64819783.0,44913078.0,45039442.0,19098360.0,19780341.0,79.2,79.7,79.8,80.4,77.8,78.2,6717.0,7380.0,52956.0,51683.0,59673.0,59063.0,65018204.0,65819194.0,3142112.0,2928181.0,1445066,1373294,1037799,959039,517898247.0,521437054.0,971677.0,887583.0,209416.0,209717.0,1635.8,1925.4,44.2,41.8,82.9,255848.0,246795.0,107.5,0.0,112.2,-0.4,109.1,-0.2,102.03655255,123.80125642,1.57,1.1154,1.1406,0.9815,1.2561,1.1187,1.1272,0.9375,1.0278,0.847,1.1069
SATD200811,11/01/2008,76460085.0,80991182.0,53450486.0,55582322.0,23009599.0,25408860.0,57684017.0,63908418.0,40578576.0,44295514.0,17105441.0,19612904.0,75.4,78.9,75.9,79.7,74.3,77.2,6397.0,7352.0,47658.0,51476.0,54055.0,58828.0,58512623.0,65263366.0,2791288.0,2609662.0,1274531,1290998,915200,926622,484492078.0,499473265.0,839026.0,874729.0,207473.0,206734.0,1869.0,1938.1,42.8,40.9,81.6,236465.0,246244.0,104.4,-2.9,111.0,-1.1,106.6,-2.3,100.69993515,114.67304397,1.62,1.106,1.0165,0.9227,1.2137,1.0716,1.1109,0.9242,1.0346,0.8277,1.0889
SATD200812,12/01/2008,79880143.0,80831614.0,55361169.0,55478878.0,24518974.0,25352735.0,62697156.0,64423237.0,43824845.0,44698404.0,18872311.0,19724833.0,78.5,79.7,79.2,80.6,77.0,77.8,7129.0,7345.0,50254.0,51307.0,57383.0,58652.0,63503416.0,65196759.0,2629749.0,2513195.0,1153403,1213794,796421,833934,511270950.0,502625367.0,835899.0,866491.0,215683.0,207837.0,2399.7,1919.9,36.8,37.9,79.4,241742.0,246829.0,100.5,-3.7,110.5,-0.5,103.6,-2.8,97.865745287,108.9363221,1.62,1.1048,0.9789,0.8675,1.0923,1.0784,1.1004,0.9291,1.0249,0.7668,1.0598
SATD200901,01/01/w2009,78697077.0,81111428.0,53952839.0,55863768.0,24744238.0,25247661.0,57424037.0,63372620.0,39299677.0,44078393.0,18124360.0,19294227.0,73.0,78.1,72.8,78.9,73.2,76.4,6987.0,7286.0,44822.0,50599.0,51809.0,57885.0,58373786.0,64536087.0,2257630.0,2489356.0,1162973,1187718,846511,851186,419766348.0,503387335.0,827360.0,863917.0,208535.0,205329.0,2729.7,1952.7,33.5,37.8,77.5,225529.0,245974.0,98.8,-1.7,109.7,-0.7,102.2,-1.4,95.438473977,105.24871502,1.57,1.0936,0.9697,0.8489,1.1149,1.08,1.0972,0.9179,1.0424,0.7658,1.0347
SATD200902,02/01/2009,71903819.0,81905432.0,49969301.0,56748891.0,21934518.0,25156541.0,52712775.0,63855797.0,37640543.0,44754607.0,15072232.0,19101190.0,73.3,78.0,75.3,78.9,68.7,75.9,6166.0,7270.0,43677.0,51613.0,49843.0,58883.0,53506580.0,65287610.0,2190771.0,2547243.0,1105996,1234264,726343,809345,376710497.0,491852307.0,806287.0,876367.0,182686.0,201708.0,2332.5,1906.4,34.1,41.0,79.5,217643.0,248466.0,101.4,2.6,111.0,1.2,104.4,2.2,94.864235524,105.68960594,1.56,1.1064,0.9922,0.8822,1.0601,1.0552,1.113,0.9017,1.0177,0.8306,1.0617
SATD209003,03/01/2009,82111842.0,80391435.0,57331261.0,55594006.0,24780581.0,24797429.0,65147741.0,63300100.0,46517762.0,44437680.0,18629979.0,18862420.0,79.3,78.7,81.1,79.9,75.2,76.1,7446.0,7102.0,53531.0,51032.0,60977.0,58134.0,66027342.0,63914566.0,2493784.0,2349878.0,1193910,1152339,808252,814621,456227991.0,472360404.0,897860.0,862634.0,195665.0,198980.0,2170.7,1923.7,37.2,36.6,75.6,249741.0,244904.0,96.0,-5.3,108.9,-1.9,100.0,-4.2,93.369360033,102.57424329,1.57,1.0831,0.9153,0.8236,1.067,1.0134,1.0955,0.8895,1.0269,0.7417,1.0093
SATD200904,04/01/2009,79844963.0,80534930.0,55279990.0,55696903.0,24564973.0,24838027.0,64352894.0,64562946.0,45419277.0,45115304.0,18933617.0,19447642.0,80.6,80.2,82.2,81.0,77.1,78.3,7295.0,7314.0,52245.0,51831.0,59540.0,59145.0,65166301.0,65236484.0,2474719.0,2473073.0,1095354,1090328,785964,809268,469783200.0,473222775.0,874039.0,853183.0,197212.0,202256.0,1741.3,1882.7,37.1,36.6,74.8,251374.0,247873.0,94.9,-1.1,109.9,0.9,99.5,-0.5,92.624457438,101.02427184,1.54,1.1055,0.9633,0.7793,1.06,1.0153,1.0835,0.9041,1.005,0.7415,0.998
SAT200905,05/01/2009,81580179.0,79871488.0,56504791.0,55563098.0,25075388.0,24308390.0,65015083.0,62625487.0,45980485.0,44345299.0,19034598.0,18280187.0,79.7,78.4,81.4,79.8,75.9,75.2,6797.0,6674.0,52949.0,50585.0,59746.0,57260.0,65868255.0,63374642.0,2427371.0,2462137.0,1105635,1073378,810365,799407,494908098.0,474103312.0,856958.0,848242.0,204193.0,198405.0,1504.0,1846.6,37.4,34.6,76.4,258276.0,246794.0,95.3,0.4,107.7,-2.0,99.1,-0.4,91.695945253,101.22301542,1.5,1.074,0.9591,0.7672,1.047,1.0172,1.0772,0.8869,0.9857,0.6998,1.0198
SATD200906,06/01/2009,83761399.0,80015199.0,57716505.0,55569758.0,26044894.0,24445441.0,70562995.0,64167404.0,49290282.0,45097075.0,21272713.0,19070329.0,84.2,80.2,85.4,81.2,81.7,78.0,7678.0,7057.0,55898.0,51601.0,63576.0,58658.0,71350228.0,64710214.0,2613309.0,2587338.0,1105098,1125921,800581,793688,542873119.0,481953679.0,848878.0,844868.0,191876.0,191347.0,1527.8,1860.6,41.2,39.0,75.3,258395.0,246498.0,96.3,1.0,109.0,1.2,100.2,1.1,91.403162393,103.2949743,1.45,1.0966,1.0078,0.8047,1.0396,1.034,1.073,0.8554,0.9932,0.7891,1.0048
SATD200907,07/01/2009,88185197.0,80031961.0,60500022.0,55581032.0,27685175.0,24450929.0,76201891.0,64811177.0,52704805.0,45369951.0,23497086.0,19441226.0,86.4,81.0,87.1,81.6,84.9,79.5,8640.0,7139.0,59469.0,51930.0,68109.0,59070.0,77136799.0,65196939.0,2618063.0,2631958.0,1176457,1180187,822512,808533,596670353.0,487872406.0,843229.0,846107.0,200588.0,197044.0,1658.0,1848.6,42.2,39.1,76.9,264472.0,247534.0,98.4,2.2,109.6,0.6,101.9,1.7,92.461884199,103.49771559,1.43,1.1048,1.0252,0.8435,1.059,1.0467,1.0745,0.8808,0.9868,0.7911,1.0262
