groupnumbernoprecedingzeroes,grouptitle,groupnumberandtitle,seriesnumbernoprecedingzeroes,seriestitle,seriesnumberandtitle
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1015.0,MUSEUM CURATOR,1015-MUSEUM CURATOR
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1016.0,MUSEUM SPECIALIST AND TECHNICIAN,1016-MUSEUM SPECIALIST AND TECHNICIAN
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1020.0,ILLUSTRATING,1020-ILLUSTRATING
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1021.0,OFFICE DRAFTING,1021-OFFICE DRAFTING
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1035.0,PUBLIC AFFAIRS,1035-PUBLIC AFFAIRS
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1040.0,LANGUAGE SPECIALIST,1040-LANGUAGE SPECIALIST
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1046.0,LANGUAGE CLERICAL,1046-LANGUAGE CLERICAL
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1051.0,MUSIC SPECIALIST,1051-MUSIC SPECIALIST
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1054.0,THEATER SPECIALIST,1054-THEATER SPECIALIST
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1056.0,ART SPECIALIST,1056-ART SPECIALIST
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1060.0,PHOTOGRAPHY,1060-PHOTOGRAPHY
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1071.0,AUDIOVISUAL PRODUCTION,1071-AUDIOVISUAL PRODUCTION
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1082.0,WRITING AND EDITING,1082-WRITING AND EDITING
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1083.0,TECHNICAL WRITING AND EDITING,1083-TECHNICAL WRITING AND EDITING
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1084.0,VISUAL INFORMATION,1084-VISUAL INFORMATION
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1087.0,EDITORIAL ASSISTANCE,1087-EDITORIAL ASSISTANCE
1000.0,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1099.0,INFORMATION AND ARTS STUDENT TRAINEE,1099-INFORMATION AND ARTS STUDENT TRAINEE
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1101.0,GENERAL BUSINESS AND INDUSTRY,1101-GENERAL BUSINESS AND INDUSTRY
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1102.0,CONTRACTING,1102-CONTRACTING
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1103.0,INDUSTRIAL PROPERTY MANAGEMENT,1103-INDUSTRIAL PROPERTY MANAGEMENT
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1104.0,PROPERTY DISPOSAL,1104-PROPERTY DISPOSAL
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1105.0,PURCHASING,1105-PURCHASING
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1106.0,PROCUREMENT CLERICAL AND TECHNICIAN,1106-PROCUREMENT CLERICAL AND TECHNICIAN
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1107.0,PROPERTY DISPOSAL CLERICAL AND TECHNICIAN,1107-PROPERTY DISPOSAL CLERICAL AND TECHNICIAN
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1108.0,BUSINESS SUPPORT,1108-BUSINESS SUPPORT
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1109.0,GRANTS MANAGEMENT,1109-GRANTS MANAGEMENT
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1130.0,PUBLIC UTILITIES SPECIALIST,1130-PUBLIC UTILITIES SPECIALIST
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1140.0,TRADE SPECIALIST,1140-TRADE SPECIALIST
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1144.0,COMMISSARY MANAGEMENT,1144-COMMISSARY MANAGEMENT
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1145.0,AGRICULTURAL PROGRAM SPECIALIST,1145-AGRICULTURAL PROGRAM SPECIALIST
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1146.0,AGRICULTURAL MARKETING,1146-AGRICULTURAL MARKETING
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1147.0,AGRICULTURAL MARKET REPORTING,1147-AGRICULTURAL MARKET REPORTING
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1150.0,INDUSTRIAL SPECIALIST,1150-INDUSTRIAL SPECIALIST
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1152.0,PRODUCTION CONTROL,1152-PRODUCTION CONTROL
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1160.0,FINANCIAL ANALYSIS,1160-FINANCIAL ANALYSIS
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1163.0,INSURANCE EXAMINING,1163-INSURANCE EXAMINING
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1165.0,LOAN SPECIALIST,1165-LOAN SPECIALIST
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1169.0,INTERNAL REVENUE OFFICER,1169-INTERNAL REVENUE OFFICER
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1170.0,REALTY,1170-REALTY
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1171.0,APPRAISING,1171-APPRAISING
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1173.0,HOUSING MANAGEMENT,1173-HOUSING MANAGEMENT
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1176.0,BUILDING MANAGEMENT,1176-BUILDING MANAGEMENT
1100.0,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1199.0,BUSINESS AND INDUSTRY STUDENT TRAINEE,1199-BUSINESS AND INDUSTRY STUDENT TRAINEE
1200.0,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1202.0,PATENT TECHNICIAN,1202-PATENT TECHNICIAN
1200.0,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1210.0,COPYRIGHT,1210-COPYRIGHT
1200.0,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1220.0,PATENT ADMINISTRATION,1220-PATENT ADMINISTRATION
1200.0,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1221.0,PATENT ADVISER,1221-PATENT ADVISER
1200.0,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1222.0,PATENT ATTORNEY,1222-PATENT ATTORNEY
1200.0,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1223.0,PATENT CLASSIFYING,1223-PATENT CLASSIFYING
1200.0,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1224.0,PATENT EXAMINING,1224-PATENT EXAMINING
1200.0,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1226.0,DESIGN PATENT EXAMINING,1226-DESIGN PATENT EXAMINING
1200.0,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1299.0,COPYRIGHT AND PATENT STUDENT TRAINEE,1299-COPYRIGHT AND PATENT STUDENT TRAINEE
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1301.0,GENERAL PHYSICAL SCIENCE,1301-GENERAL PHYSICAL SCIENCE
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1306.0,HEALTH PHYSICS,1306-HEALTH PHYSICS
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1310.0,PHYSICS,1310-PHYSICS
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1311.0,PHYSICAL SCIENCE TECHNICIAN,1311-PHYSICAL SCIENCE TECHNICIAN
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1313.0,GEOPHYSICS,1313-GEOPHYSICS
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1315.0,HYDROLOGY,1315-HYDROLOGY
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1316.0,HYDROLOGIC TECHNICIAN,1316-HYDROLOGIC TECHNICIAN
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1320.0,CHEMISTRY,1320-CHEMISTRY
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1321.0,METALLURGY,1321-METALLURGY
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1330.0,ASTRONOMY AND SPACE SCIENCE,1330-ASTRONOMY AND SPACE SCIENCE
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1340.0,METEOROLOGY,1340-METEOROLOGY
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1341.0,METEOROLOGICAL TECHNICIAN,1341-METEOROLOGICAL TECHNICIAN
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1350.0,GEOLOGY,1350-GEOLOGY
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1360.0,OCEANOGRAPHY,1360-OCEANOGRAPHY
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1361.0,NAVIGATIONAL INFORMATION,1361-NAVIGATIONAL INFORMATION
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1370.0,CARTOGRAPHY,1370-CARTOGRAPHY
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1371.0,CARTOGRAPHIC TECHNICIAN,1371-CARTOGRAPHIC TECHNICIAN
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1372.0,GEODESY,1372-GEODESY
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1373.0,LAND SURVEYING,1373-LAND SURVEYING
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1374.0,GEODETIC TECHNICIAN,1374-GEODETIC TECHNICIAN
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1380.0,FOREST PRODUCTS TECHNOLOGY,1380-FOREST PRODUCTS TECHNOLOGY
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1382.0,FOOD TECHNOLOGY,1382-FOOD TECHNOLOGY
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1384.0,TEXTILE TECHNOLOGY,1384-TEXTILE TECHNOLOGY
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1386.0,PHOTOGRAPHIC TECHNOLOGY,1386-PHOTOGRAPHIC TECHNOLOGY
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1397.0,DOCUMENT ANALYSIS,1397-DOCUMENT ANALYSIS
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1398.0,PHYSICAL SCIENCE TRAINEE,1398-PHYSICAL SCIENCE TRAINEE
1300.0,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1399.0,PHYSICAL SCIENCE STUDENT TRAINEE,1399-PHYSICAL SCIENCE STUDENT TRAINEE
1400.0,LIBRARY AND ARCHIVES GROUP,1400-LIBRARY AND ARCHIVES GROUP,1410.0,LIBRARIAN,1410-LIBRARIAN
1400.0,LIBRARY AND ARCHIVES GROUP,1400-LIBRARY AND ARCHIVES GROUP,1411.0,LIBRARY TECHNICIAN,1411-LIBRARY TECHNICIAN
1400.0,LIBRARY AND ARCHIVES GROUP,1400-LIBRARY AND ARCHIVES GROUP,1412.0,TECHNICAL INFORMATION SERVICES,1412-TECHNICAL INFORMATION SERVICES
1400.0,LIBRARY AND ARCHIVES GROUP,1400-LIBRARY AND ARCHIVES GROUP,1420.0,ARCHIVIST,1420-ARCHIVIST
1400.0,LIBRARY AND ARCHIVES GROUP,1400-LIBRARY AND ARCHIVES GROUP,1421.0,ARCHIVES TECHNICIAN,1421-ARCHIVES TECHNICIAN
1400.0,LIBRARY AND ARCHIVES GROUP,1400-LIBRARY AND ARCHIVES GROUP,1499.0,LIBRARY AND ARCHIVES STUDENT TRAINEE,1499-LIBRARY AND ARCHIVES STUDENT TRAINEE
1500.0,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1501.0,GENERAL MATHEMATICS AND STATISTICS,1501-GENERAL MATHEMATICS AND STATISTICS
1500.0,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1510.0,ACTUARIAL SCIENCE,1510-ACTUARIAL SCIENCE
1500.0,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1515.0,OPERATIONS RESEARCH,1515-OPERATIONS RESEARCH
1500.0,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1520.0,MATHEMATICS,1520-MATHEMATICS
1500.0,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1521.0,MATHEMATICS TECHNICIAN,1521-MATHEMATICS TECHNICIAN
1500.0,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1529.0,MATHEMATICAL STATISTICS,1529-MATHEMATICAL STATISTICS
1500.0,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1530.0,STATISTICS,1530-STATISTICS
1500.0,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1531.0,STATISTICAL ASSISTANT,1531-STATISTICAL ASSISTANT
1500.0,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1541.0,CRYPTANALYSIS,1541-CRYPTANALYSIS
1500.0,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1550.0,COMPUTER SCIENCE,1550-COMPUTER SCIENCE
1500.0,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1598.0,MATHEMATICS OR COMPUTER SCIENCE TRAINEE,1598-MATHEMATICS OR COMPUTER SCIENCE TRAINEE
1500.0,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1599.0,MATHEMATICS AND STATISTICS STUDENT TRAINEE,1599-MATHEMATICS AND STATISTICS STUDENT TRAINEE
1600.0,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1601.0,"EQUIPMENT FACILITIES, AND SERVICES","1601-EQUIPMENT FACILITIES, AND SERVICES"
1600.0,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1603.0,"EQUIPMENT, FACILITIES, AND SERVICES ASSISTANCE","1603-EQUIPMENT, FACILITIES, AND SERVICES ASSISTANCE"
1600.0,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1630.0,CEMETERY ADMINISTRATION SERVICES,1630-CEMETERY ADMINISTRATION SERVICES
1600.0,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1640.0,FACILITY OPERATIONS SERVICES,1640-FACILITY OPERATIONS SERVICES
1600.0,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1654.0,PRINTING SERVICES,1654-PRINTING SERVICES
1600.0,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1658.0,LAUNDRY OPERATIONS SERVICES,1658-LAUNDRY OPERATIONS SERVICES
1600.0,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1667.0,FOOD SERVICES,1667-FOOD SERVICES
1600.0,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1670.0,EQUIPMENT SERVICES,1670-EQUIPMENT SERVICES
1600.0,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1699.0,EQUIPMENT AND FACILITIES MANAGEMENT STUDENT TRAINEE,1699-EQUIPMENT AND FACILITIES MANAGEMENT STUDENT TRAINEE
1700.0,EDUCATION GROUP,1700-EDUCATION GROUP,1701.0,GENERAL EDUCATION AND TRAINING,1701-GENERAL EDUCATION AND TRAINING
1700.0,EDUCATION GROUP,1700-EDUCATION GROUP,1702.0,EDUCATION AND TRAINING TECHNICIAN,1702-EDUCATION AND TRAINING TECHNICIAN
1700.0,EDUCATION GROUP,1700-EDUCATION GROUP,1710.0,EDUCATION AND VOCATIONAL TRAINING,1710-EDUCATION AND VOCATIONAL TRAINING
1700.0,EDUCATION GROUP,1700-EDUCATION GROUP,1712.0,TRAINING INSTRUCTION,1712-TRAINING INSTRUCTION
1700.0,EDUCATION GROUP,1700-EDUCATION GROUP,1715.0,VOCATIONAL REHABILITATION,1715-VOCATIONAL REHABILITATION
1700.0,EDUCATION GROUP,1700-EDUCATION GROUP,1720.0,EDUCATION PROGRAM,1720-EDUCATION PROGRAM
1700.0,EDUCATION GROUP,1700-EDUCATION GROUP,1725.0,PUBLIC HEALTH EDUCATOR,1725-PUBLIC HEALTH EDUCATOR
1700.0,EDUCATION GROUP,1700-EDUCATION GROUP,1730.0,EDUCATION RESEARCH,1730-EDUCATION RESEARCH
1700.0,EDUCATION GROUP,1700-EDUCATION GROUP,1740.0,EDUCATION SERVICES,1740-EDUCATION SERVICES
1700.0,EDUCATION GROUP,1700-EDUCATION GROUP,1750.0,INSTRUCTIONAL SYSTEMS,1750-INSTRUCTIONAL SYSTEMS
1700.0,EDUCATION GROUP,1700-EDUCATION GROUP,1799.0,EDUCATION STUDENT TRAINEE,1799-EDUCATION STUDENT TRAINEE
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1801.0,"GENERAL INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE SERIES","1801-GENERAL INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE SERIES"
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1802.0,COMPLIANCE INSPECTION AND SUPPORT,1802-COMPLIANCE INSPECTION AND SUPPORT
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1805.0,INVESTIGATIVE ANALYSIS,1805-INVESTIGATIVE ANALYSIS
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1810.0,GENERAL INVESTIGATION,1810-GENERAL INVESTIGATION
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1811.0,CRIMINAL INVESTIGATION,1811-CRIMINAL INVESTIGATION
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1815.0,AIR SAFETY INVESTIGATING,1815-AIR SAFETY INVESTIGATING
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1822.0,MINE SAFETY AND HEALTH INSPECTION SERIES,1822-MINE SAFETY AND HEALTH INSPECTION SERIES
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1825.0,AVIATION SAFETY,1825-AVIATION SAFETY
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1831.0,SECURITIES COMPLIANCE EXAMINING,1831-SECURITIES COMPLIANCE EXAMINING
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1849.0,WAGE AND HOUR INVESTIGATION SERIES,1849-WAGE AND HOUR INVESTIGATION SERIES
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1850.0,AGRICULTURAL WAREHOUSE INSPECTION SERIES,1850-AGRICULTURAL WAREHOUSE INSPECTION SERIES
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1860.0,EQUAL OPPORTUNITY INVESTIGATION,1860-EQUAL OPPORTUNITY INVESTIGATION
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1862.0,CONSUMER SAFETY INSPECTION,1862-CONSUMER SAFETY INSPECTION
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1863.0,FOOD INSPECTION,1863-FOOD INSPECTION
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1881.0,CUSTOMS AND BORDER PROTECTION INTERDICTION,1881-CUSTOMS AND BORDER PROTECTION INTERDICTION
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1889.0,IMPORT COMPLIANCE SERIES,1889-IMPORT COMPLIANCE SERIES
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1894.0,CUSTOMS ENTRY AND LIQUIDATING SERIES,1894-CUSTOMS ENTRY AND LIQUIDATING SERIES
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1895.0,CUSTOMS AND BORDER PROTECTION,1895-CUSTOMS AND BORDER PROTECTION
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1896.0,BORDER PATROL ENFORCEMENT SERIES,1896-BORDER PATROL ENFORCEMENT SERIES
1800.0,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1899.0,INVESTIGATION STUDENT TRAINEE,1899-INVESTIGATION STUDENT TRAINEE
1900.0,"QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP","1900-QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP",1910.0,QUALITY ASSURANCE,1910-QUALITY ASSURANCE
