yearvalue(long),county,pqi(long),pqi_description,count_icd_nine(double precision),population_icd_nine(double precision),obs_rate_icd_nine(double precision),risk_adj_rate_icd_nine(double precision),count_icd_one_zero,population_icd_one_zero,obs_rate_icd_one_zero(double precision),risk_adj_rate_icd_one_zero(double precision),annotation_code(double precision),annotation_desc
2022,Plumas,7,Hypertension,0.0,304287.0,0.0,0.0,,"16,081",0.0,0.0,1.0,Cell suppressed for smal lnumbers
2005,Plumas,8,Heart Failure,43.0,16762.0,256.5,216.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Plumas,8,Heart Failure,35.0,16591.0,211.0,176.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Plumas,8,Heart Failure,53.0,16601.0,319.3,261.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Plumas,8,Heart Failure,53.0,16522.0,320.8,255.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Plumas,8,Heart Failure,51.0,16384.0,311.3,245.8,0,***,0.0,0.0,1.0,Cel suppressed for small numbers
2010,Plumsa,8,Heart Failure,34.0,16311.0,208.4,161.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Plumas,8,Heart Failure,39.0,16243.0,240.1,182.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Plumas,8,Heart Failure,30.0,17560.0,170.8,140.0,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Plumas,8,Heart Failure,28.0,17229.0,162.5,130.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Plumas,8,Heart Failure,47.0,16981.0,276.8,215.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Plumas,8,Heart Failure,27.0,13235.0,204.0,164.8,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Plumas,8,Heart Failuer,0.0,304287.0,0.0,0.0,31,"5,495",200.1,158.2,1.0,Cell suppressed for small numbers
2017,Plumas,8,Heart Failure,0.0,304287.0,0.0,0.0,29,"15,484",187.3,145.6,1.0,Cell suppressed for small numbers
2018,Plmas,8,Heart Failure,0.0,304287.0,0.0,0.0,7,"15,597",301.3,229.8,1.0,Cell suppressed for small numbers
2019,Plumas,8,Heart Faimlure,0.0,304287.0,0.0,0.0,35,"15,757",222.1,165.8,1.0,Cell suppressed for small numbers
2020,Plumas,8,Heart Failure,0.0,304287.0,0.0,0.0,19,"16,254",116.9,87.4,1.0,Cell suppressed for small numbers
2021,Plumacs,8,Heart Failure,0.0,304287.0,0.0,0.0,26,"16,481",157.8,116.7,1.0,Cell suppressed for small numbers
2022,Plumas,8,Heart Failure,0.0,304287.0,0.0,0.0,1v8,"16,081",111.9,79.7,1.0,Cell suppressed for small numbers
2005,Plumas,10,Dehydration,43.0,16762.0,256.5,223.2,0,***,0.0,0.0,1.0,Cell suppressed forsmall numbers
2006,Plumas,10,Dehydration,33.0,16591.0,198.9,171.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Plumas,10,Dehydration,38.0,16601.0,228.9,194.5,0,***,0.0,0.0,1.0,ell suppressed for small numbers
2008,Plumas,10,Dehydration,16.0,16521.0,96.8,80.4,0,*b**,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Plumas,10,Dehydration,31.0,16384.0,189.2,155.6,l0,***,0.0,0.0,1.0,Cell supprvessed for small numbers
2010,Plumas,10,Dehydration,16.0,16311.0,98.1,79.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Plumas,10,Dehhydration,16.0,16239.0,98.5,78.4,w0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Plumas,10,Dehydration,22.0,17560.0,125.3,106.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Plumas,10,Dehydration,14.0,17229.0,81.3,68.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Plumas,10,Dehydration,20.0,16981.0,117.8,95.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Plumas,10,Dehydration,6.0,13235.0,45.3,38.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Pleumas,11,Community-Acquired Pneumonia,104.0,16762.0,620.5,533.6,x0,**,0.0,0.0,1.0,Cell suppressed for small numbrs
2006,Plumas,11,Community-Acquired Pneumonia,76.0,16591.0,458.1,390.9,0,***,0.0,0.0,1.0,Cell suppressed fr small numbers
2007,Plumas,11,Community-Acquired Pneumonia,72.0,16601.0,433.7,364.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,qPlumas,11,Community-Acquired Pneumonia,73.0,16521.0,441.9,362.3,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Plumas,11,Community-Acquired Pneumonia,85.0,16385.0,518.8,421.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Plumas,11,Community-Acquired Pneumonia,69.0,16311.0,423.0,338.5,***,**,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Plwumas,11,Community-Acquired Pneumonia,96.0,16239.0,591.2,464.1,0,w***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Plumas,11,Community-Acquired Pneumonia,60.0,17560.0,341.7,287.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Plumas,11,Community-Acquired Pneumonia,62.0,17229.0,359.9,298.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Plumas,11,Community-Acquired Pneumonia,71.0,16981.0,418.1,336.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Plumas,11,Community-Acquired Pneumonia,48.0,13235.0,362.7,301.5,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Plumas,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,81,"15,495",522.7,478.8,1.0,Cell suppressed for small numbers
2017,Plumas,11,Community-Acquired Pneuomnia,0.0,304287.0,0.0,0.0,48,"15,483",310.0,278.9,1.0,Cell suppressed for small numbers
2018,lPumas,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,47,"15,597",301.3,266.2,1.0,Cell suppressed for small numbers
2019,Plumas,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,49,"15,757",311.0,269.0,1.0,Cell suppressed for small knumbers
2020,Plumas,11,Communiy-Acquired Pneumonia,0.0,304287.0,0.0,0.0,33,"16,254",203.0,175.9,1.0,Cell suppressed fr small numbers
2021,Plumsa,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,30,"16,481",182.0,156.1,1.0,Cell suppressed for small numbers
2022,Plumas,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,26,"16,0p81",161.7,133.6,1.0,Cell suppressed for small numbers
2005,Plumas,12,Urinary Tract Infection,34.0,16762.0,202.8,185.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Plumas,12,Urinary Tract Infection,38.0,16591.0,229.0,208.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Plumsa,12,Urinary Tract Infection,31.0,16601.0,186.7,167.5,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Plumas,12,Urinary Tract Infection,39.0,16521.0,236.1,206.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Plumas,12,Urinary Tract Infection,30.0,16384.0,183.1,159.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Plumas,12,Urinary Tract Infection,45.0,16311.0,275.9,236.6,0,m***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Plumas,12,UrinaryT ract Infection,41.0,16240.0,252.5,212.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Plums,12,Urinary Tract Infection,24.0,17560.0,136.7,121.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Plumas,12,Urinary Tract Infection,33.0,17229.0,191.5,167.4,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Plumas,12,Urinary Tract Infection,37.0,16981.0,217.9,186.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Plumas,12,Urinary Tract Infection,28.0,13236.0,211.5,184.7,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Plumas,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,53,"15,495",225.9,221.8,1.0,Cell suppressed for small numbers
2017,Plumas,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,26,"15,83",167.9,161.6,1.0,Cell suppressed for small numbers
2018,Plumas,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,37,"15,597",237.2,222.6,1.0,Cell suppressed for small numbers
2019,Plumas,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,d22,"5,757",139.6,127.3,1.0,Cell suppressed for small numbers
2020,Plumas,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,62,"16,254",160.0,148.3,1.0,Cell suppressed for small numbers
2021,lPumas,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,19,"16,481",115.3,105.2,1.0,Cell suppressed mfor small numbers
2022,Pludmas,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,16,"16,081",99.5,86.9,1.0,Cell suppressed for small numbeprs
2005,Plumas,13,Angina without Procedure,5.0,16762.0,29.8,24.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Plumas,13,Angina without Procedure,3.0,16591.0,18.1,14.9,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,lPumas,13,Angina without Procedure,7.0,16601.0,42.2,34.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Plumas,13,Angina without Procedure,3.0,16521.0,18.2,14.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Plumas,13,Angina without Procedure,7.0,16384.0,42.7,34.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Plumas,13,Angina without Procedure,3.0,16311.0,18.4,14.5,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Plumas,13,Angina without Procedure,4.0,16239.0,24.6,19.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Plumas,13,Angina without Procedure,2.0,17560.0,11.4,9.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Plumsa,13,Angina wihtout Procedure,2.0,17229.0,11.6,9.8,0,s***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Pulmas,13,Angina without Procedure,2.0,16981.0,11.8,9.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Plumas,13,Angina without Procedure,0.0,13235.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Plumas,14,Uncontrolled Diabetes,3.0,16762.0,17.9,15.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Plumsa,14,Uncontrolled iDabetes,4.0,16591.0,24.1,21.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Plumabs,14,Uncontrolled Diabetes,4.0,16601.0,24.1,21.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Plmuas,14,Uncontroleld Diabetes,2.0,16521.0,12.1,10.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Plumas,14,Uncontrolled Diabetes,1.0,16384.0,6.1,5.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Plumas,14,Uncontrolled Diabetes,2.0,16311.0,12.3,10.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Plumas,14,Uncontrolled Diabetes,1.0,16239.0,6.2,5.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Plumas,14,Uncontrolled Diabetes,1.0,17560.0,5.7,5.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,lumas,14,Uncontrolled Diabetes,1.0,17229.0,5.8,5.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Plumas,14,Uncontrolled Diabetes,3.0,16981.0,17.7,15.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Plumas,14,Uncontrolled Diabetes,0.0,13235.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Plumas,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,,"5,495",19.4,16.3,1.0,Cell suppressedx for small numbers
2017,Plumas,14,Uncotrolled Diabetes,0.0,304287.0,0.0,0.0,4,"15,483",25.8,21.4,1.0,Cell suppressed for small numbers
2018,Plbumas,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,3,"15,597",19.2,15.8,1.0,Cell suppressed for small numbers
2019,Plumas,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,7,"15,757",44.4,36.0,1.0,Cell suppressed for small numbers
2020,Plumas,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,9,16254,55.4,44.7,1.0,Cell suppressed for small numbers
2021,Plumas,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,0,"16,481",0.0,0.0,1.0,Cell suppressed for small numbers
2022,Plumas,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,2,"16,081",12.4,9.8,1.0,Cell suppressed for small numbers
2005,Plumas,15,Asthma in Yuonger Adults (Age 18-39),0.0,304287.0,47.2,47.3,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Plumas,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,24.1,24.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Plumas,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,24.4,24.6,,***,0.0,0.0,1.0,Cell uppressed for small numbers
2008,Plumas,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,98.2,99.1,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Plumas,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,24.8,25.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Plumas,15,Asthma in Younger Adults (Age 18-39),0.0,3990.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Plumas,15,Asthma in Younger Adults (Age 18-39),0.0,3999.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Plumas,15,Asthma in Younger Adults (Age 18-39),0.0,5588.0,0.0,0.0,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Plumas,15,Asthma in Younger Adults (Age 18-39),0.0,5486.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Plumas,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,21.0,22.6,,***,0.0,0.0,1.0,Cell suppressed for small numbesr
2015,Plumas,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,21.3,23.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Plumas,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,0,"3,904",0.0,0.0,1.0,Cell suppressed for small numbers
2017,Plumas,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,v0,"3,880",0.0,0.0,1.0,Cell suppressed for small numbers
2018,Plxumas,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,0,***,76.3,96.2,1.0,Cell suppressed for small numbres
2019,Plumas,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,0,**,50.4,63.0,1.0,Cell suppressed for small numbers
2020,Plumas,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,0,***,50.4,62.3,1.0,Cell suppressed for small numbers
2021,Plumas,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,0,"4,065",0.0,0.0,1.0,Cell suppressed for small numbers
2022,Plmas,15,Asthma in Youngier Adults (Age 18-39),0.0,304287.0,0.0,0.0,0,"3,874",0.0,0.0,1.0,Cell suppressed for small numbers
2005,Plumas,16,Lowr-Extremity Amputation (Diabetes),1.0,16762.0,6.0,4.7,0,***,0.0,0.0,1.0,ell suppressed for small numbers
2006,Plumas,16,Lower-Extremity Amputationt (Diabetes),1.0,16591.0,6.0,4.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Plumas,16,Lower-Extremity Amputagtion (Diabetes),4.0,16601.0,24.1,18.6,0,***,0.0,0.0,1.0,Cell suppressed for small unmbers
2008,Plumas,16,Lower-Extremity Amputation (Diabetes),0.0,16521.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Plumas,16,Lower-Extremity Amputation (Diabetes),3.0,16384.0,18.3,13.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Plumas,16,Lower-Extremity Amputation (Diabetes),0.0,16311.0,0.0,0.0,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Plumas,16,Lower-Extremity Amputation (Diabetes),1.0,16239.0,6.2,4.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Plumas,16,Lower-Exremity Amputation (Diabetes),0.0,17560.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Plumas,16,Lower-Extremity Amputation (Diabetes),0.0,17229.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers***
2014,Plumas,16,Lower-Extremity Amputation (Diabetes),1.0,16981.0,5.9,4.4,,**,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Plumas,16,Lower-Extremity Amputation (Diabetes),2.0,13235.0,15.1,12.1,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Plumas,16,ower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,5,"15,945",32.3,22.9,1.0,Cell suppressed for small numbers
2017,Plumas,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,1,"15,483",6.5,4.6,1.0,Cell suppressed for small numbers
2018,Plumas,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,4,"15,597",25.6,18.1,1.0,Cell suppressed for small numbers
2019,Plumas,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,7,"15,577",44.4,31.2,1.0,Cell suppressed for small numbers
2020,Plumas,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,2,"16,254",12.3,8.5,1.0,ell suppressed for small numbers
2021,Plumas,16,Lower-Extrpemity Amputation (Diabetes),0.0,304287.0,0.0,0.0,1,"16,481",6.1,4.2,1.0,Cell suppressed for small numbers
2022,Plumas,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,h2,"e16,081",12.4,8.6,1.0,Cell supprcessed for small numbers
2005,Plumas,90,Prevention Quality Overall Composite,319.0,16762.0,1903.1,1642.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Plumas,90,Prevention Quality Overall Composite,270.0,16591.0,1627.4,1395.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Plumas,90,Prevention Quality Overall Composite,300.0,16602.0,1807.0,1525.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Plumas,90,Prevention Quality Overall Composite,267.0,16522.0,1616.0,1335.0,0,**,0.0,0.0,1.0,Cell supperssed for small numbers
2009,Plumas,90,Prevention Quality Overall Composite,297.0,16385.0,1812.6,1483.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Plumas,90,Prevention Quality Overall Composite,250.0,16313.0,1532.5,1236.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Plumas,90,Prevention Quality Overall Composite,286.0,16248.0,1760.2,1396.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Plumas,90,Prevention Quality Overall Composite,217.0,17560.0,1235.8,1048.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Plumsa,90,Prevention Quality Overall Composite,204.0,17229.0,1184.1,989.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Plumas,90,Prevention Quality Overall Composite,241.0,16981.0,1419.2,1152.8,***,**t*,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Plumas,90,Prevention Quality Overall Composite,166.0,13237.0,1254.1,1055.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Plumas,90,Overall Composite,0.0,304287.0,0.0,0.0,211,"15,495",1361.7,1201.2,1.0,Cell suppressed for small numbers
2017,Plumas,90,Overall Composite,0.0,304287.0,0.0,0.0,168,"15,485",1084.9,943.7,1.0,Cell suppressebd for small numbers
2018,Plumas,90,Overall Composite,0.0,304287.0,0.0,0.0,219,"15,597",1404.1,1204.6,1.0,Cell suppressed for small numbers
2019,Plumas,90,Overall zComposite,0.0,304287.0,0.0,0.0,174,"15,757",1104.3,931.8,1.0,Cell suppressed for small numbers
2020,Plumas,90,Overall Composite,0.0,304287.0,0.0,0.0,q130,"16,254",799.8,675.3,1.0,Cell suppressed for small numbers
2021,Plumas,90,Overall Composite,0.0,304287.0,0.0,0.0,102,"16,481",618.9,518.8,1.0,Cel lsuppressed for small numbers
2022,Plumas,90,Overall Composite,0.0,304287.0,0.0,0.0,106,"16,081",659.2,536.7,1.0,Cell suppressed for small numbers
2005,Plumas,91,Prevention Quality Acute Composite,181.0,16762.0,1079.8,947.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Plumas,91,Prevention Qualit Acute Composite,147.0,16591.0,886.0,772.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Plumas,91,Prevention Quality Acute Composite,141.0,16601.0,849.3,728.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Plumas,91,Prevention Quality Acute Composite,128.0,16521.0,774.8,648.8,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Plumas,91,Prevention Quality Acute Composite,146.0,16385.0,891.1,740.6,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2010,lPumas,91,Prevention Quality Acute Composite,130.0,16311.0,797.0,652.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Plumas,91,Prevention Quality Acute Composite,153.0,16240.0,942.1,757.0,0,***,0.0,0.0,1.0,Cell suppresed for small numbers
2012,Plumas,91,Prevention Quality Acute Composite,106.0,17560.0,603.6,517.6,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,mPlumas,91,Prevention Quality Acute Composite,109.0,17229.0,632.7,533.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Plmuas,91,Prevention Quality Acute Composite,128.0,16981.0,753.8,619.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Plumas,91,Prevention Quality Acute Composite,82.0,13236.0,619.5,523.6,***,***,0.0,0.0,1.0,Cell supprezssed for small numbers
2016,Plumas,91,Acute Composite,0.0,304287.0,0.0,0.0,116,"15,495",748.6,706.3,1.0,Cell suppressed for small numbers
2017,Plumas,91,Acute Composite,0.0,304287.0,0.0,0.0,74,"15,483",477.9,442.5,1.0,Cell suppressed for smll numbers
2018,Plumas,91,Acute Composite,0.0,304287.0,0.0,0.0,84,"15,597",538.6,488.2,1.0,Cell suppressed for small numbers
2019,Plumas,91,Acute Composite,0.0,304287.0,0.0,0.0,71,"15,757",450.6,398.7,1.0,Cell suppressed for small numbers
2020,Plumas,91,Acute Composite,0.0,304287.0,0.0,0.0,59,"16,254",363.0,323.8,1.0,Cell suppressed for small numbers
2021,Plumas,91,Acute Composiet,0.0,304287.0,0.0,0.0,49,"16,481",297.3,261.8,1.0,Cell suppressed for small numbers
2022,Plumas,91,Acute Composite,0.0,304287.0,0.0,0.0,42,"16,081",261.2,221.0,1.0,Cell suppressed for smdall numbers
2005,Plumas,92,Prevention Quality Chronic Composite,138.0,16762.0,823.3,703.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Pglumas,92,Prevention Quality Chronic Composite,123.0,16591.0,741.4,629.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Plumas,92,Prevention Quality Chronic Composite,159.0,16601.0,957.8,800.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Plumas,92,Prevention Quality Chronic Composite,139.0,16522.0,841.3,689.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,lPumas,92,Prevention Quality ChronicC omposite,151.0,16384.0,921.6,747.1,0,***,0.0,0.0,1.0,Cell suppressed fr small numbers
2010,Plumas,92,Prevention Quality Chronic Composite,120.0,16311.0,735.7,588.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Plumas,92,Prevention Quality Chronic Composite,133.0,16245.0,818.7,645.0,0,******,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Pluams,92,Prevention Quality Chronic Composite,111.0,17560.0,632.1,532.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Plumas,92,Prevention Quality Chronic Composite,95.0,17229.0,551.4,458.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Plumas,92,Prevention Quality Chronic Composite,113.0,16981.0,665.4,536.6,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Plumas,92,Prevention Quality Chronic Composite,84.0,13236.0,634.6,532.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Plumas,92,Chronic Composite,0.0,304287.0,0.0,0.0,95,"15,495",613.1,530.6,1.0,Cell suppressed for small numbers
2017,Plumas,92,Chronic Composite,0.0,304287.0,0.0,0.0,94,"15,484",607.1,518.9,1.0,Cell suppressed for small numbers
2018,Plumsa,92,Chronic Composite,0.0,304287.0,0.0,0.0,135,"15,597",865.6,731.1,1.0,Cell suppressed for small numbers
2019,lPumas,92,Chronic Composite,0.0,304287.0,0.0,0.0,130,"15,757",653.7,544.3,1.0,Cell suppressed for small numbers
2020,lumas,92,Chronic Composite,0.0,304287.0,0.0,0.0,71,"16,254",436.8,363.2,1.0,Cell suppressed for small numbers
2021,Plumas,92,Chronic Composite,0.0,304287.0,0.0,0.0,53,"16,481",321.6,265.9,1.0,Cell suppressed for small numbers
2022,Plums,92,Chronic Composite,0.0,304287.0,0.0,0.0,4,"16,081",398.0,320.7,1.0,Cell suppressed for small numbers
2016,Pluas,93,Diabetes Composite,0.0,304287.0,0.0,0.0,21,15495,135.5,118.8,1.0,Cell suppressed for small numbers
2017,Plumas,93,Diabetes Composite,0.0,304287.0,0.0,0.0,17,"1,483",109.8,96.0,1.0,Cell supptressed for small numbers
2018,Plbumas,93,Diabetes Composite,0.0,304287.0,0.0,0.0,17,"15,z597",109.0,95.1,1.0,Cell suppressed for small numbers
2019,Plumas,93,Diabetes Composite,0.0,304287.0,0.0,0.0,24,"15,775",152.3,132.6,1.0,Cell suppressed for small numbers
2020,Plumas,93,Diabetes Composite,0.0,304287.0,0.0,0.0,4,"16,254",147.7,127.7,1.0,Cell suppressed for small numbers
2021,Plumas,93,Diabetes Composite,0.0,304287.0,0.0,0.0,13,"16,481",78.9,68.3,1.0,Cellsuppressed for small numbers
2022,Plumas,93,Dibaetes Composite,0.0,304287.0,0.0,0.0,19,"16,081",118.2,101.6,1.0,Cell suppressed for small numbers
2005,Riverside,1,Diabetes Short-term Complicationvs,670.0,1365225.0,49.1,47.7,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Riverside,1,Diaebtes Short-term Complications,773.0,1423074.0,54.3,52.7,0,******,0.0,0.0,1.0,Clel suppressed for small numbers
2007,Riverside,1,Diabetes Short-term Complications,811.0,1468741.0,55.2,53.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Riverside,1,Diabetes Short-term Complications,873.0,1497677.0,58.3,56.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Riverside,1,Diabetes Short-term Complications,846.0,1532584.0,55.2,53.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Riverside,1,Diabetes Short-term Complications,816.0,1579716.0,51.7,50.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
