127.locationvalue,"(41.888062, -87.626842)","(41.735341, -87.693452)"
302.street,Commercial Akve,Commercial Ave
575.dateofcount,08/152/006,08/15/2006
141.id,397.0,1366
1101.trafficvolumecountlocationaddress,640 Nkorth,640 North
377.trafficvolumecountlocationaddress,6961 West,6916 West
580.locationvalue,"(41.923557,- 87.80624)","(41.923557, -87.80624)"
62.id,979.0,1068
1232.street,a Salle St,La Salle St
449.dateofcount,08/22/2006***,08/22/2006
385.trafficvolumecountlocationaddress,3636 est,3636 West
552.street,Cicer oAve,Cicero Ave
1118.locationvalue,"(41.923528, -87.6z67066)","(41.923528, -87.667066)"
207.trafficvolumecountlocationaddress,188 Wet,188 West
384.trafficvolumecountlocationaddress,2107 West,2017 West
343.dateofcount,08/51/2006,08/15/2006
42.dateofcount,03/21/006,03/21/2006
163.id,176.0,987
645.vehiclevolumebyeachdirectionoftraffic,North Bound: 10900 / Suth Bound: 14500,North Bound: 10900 / South Bound: 14500
1017.street,Ashland Ae,Ashland Ave
903.street,Califonria Ave,California Ave
269.id,1302.0,934
110.locationvalue,"(41.788454, -87.606097)","(41.876773, -87.671635)"
298.dateofcount,0/328/2006,03/28/2006
731.dateofcount,03/282006,03/28/2006
205.locationvalue,"(41.849302, -87.622658)","(41.944804, -87.834785)"
731.locationvalue,"(41.743319, -87.54m7879)","(41.743319, -87.547879)"
855.street,Monro eSt,Monroe St
111.vehiclevolumebyeachdirectionoftraffic,East Bound: 5800 / West Bound: 5200,East Bound: 3600 / West Bound: 4400
1174.street,Higgins Rd***,Higgins Rd
217.street,79ht St,79th St
1176.street,Western Aev,Western Ave
150.id,1286.0,779
97.id,674.0,1256
169.id,1328.0,1004
947.vehiclevolumebyeachdirectionoftraffic,North Bound: 630f0 / South Bound: 6700,North Bound: 6300 / South Bound: 6700
180.vehiclevolumebyeachdirectionoftraffic,East Bound: 3600 / West Bound: 3500,North Bound: 10100 / South Bound: 9100
75.locationvalue,"(41.659177, -87.552112)","(41.961009, -87.722889)"
709.totalpassingvehiclevolume,5912,5900
38.locationvalue,"(41.974889, -87.669587)","(41.994184, -87.748337)"
37.street,71stStreet,71st Street
461.locationvalue,"(41.742583,- 87.696869)","(41.742583, -87.696869)"
268.vehiclevolumebyeachdirectionoftraffic,East Bound: 27800 / West Bound: 25700,East Bound: 3300 / West Bound: 3200
273.id,1111.0,154
301.locationvalue,"(41.659177, -87.552112)","(41.990343, -87.71242)"
189.vehiclevolumebyeachdirectionoftraffic,North Bound: 3400 / South Bound: 1600,East Bound: 11600 / West Bound: 14000
850.vehiclevolumebyeachdirectionoftraffic,Nort hBound: 11100 / South Bound: 12700,North Bound: 11100 / South Bound: 12700
1048.street,Bugrley Ave,Burley Ave
1009.trafficvolumecountlocationaddress,8950 tWest,8950 West
820.trafficvolumecountlocationaddress,3723 Noth,3723 North
1053.vehiclevolumebyeachdirectionoftraffic,North Bomund: 10500 / South Bound: 10000,North Bound: 10500 / South Bound: 10000
305.id,397.0,74
99.locationvalue,"(41.788454, -87.606097)","(41.931002, -87.785687)"
865.trafficvolumecountlocationaddress,8220 Scouth,8220 South
115.vehiclevolumebyeachdirectionoftraffic,East Bound: 400 / West Bound: 300,North Bound: 9400 / South Bound: 8900
27.vehiclevolumebyeachdirectionoftraffic,East Bound: 3800 / West Bound: 4800,North Bound: 6700 / South Bound: 6300
238.locationvalue,"(41.992042, -87.714036)","(41.828474, -87.65091)"
531.locationvalue,"(41.78269, -87.60979)","(41.78269, -87.605979)"
888.dateofcount,10/17/2006***,10/17/2006
340.street,Boelmont Ave,Belmont Ave
215.locationvalue,"(41.992042, -87.714036)","(41.987636, -87.666618)"
143.vehiclevolumebyeachdirectionoftraffic,East Bound: 3400 / West Bound: 3500,North Bound: 5900 / South Bound: 5000
654.vehiclevolumebyeachdirectionoftraffic,Nort Bound: 1700 / South Bound: 1800,North Bound: 1700 / South Bound: 1800
686.trafficvolumecountlocationaddress,640 North,1640 North
159.locationvalue,"(41.890186, -87.632548)","(41.764923, -87.585887)"
202.locationvalue,"(41.887904, -87.771064)","(41.755721, -87.671249)"
37.id,379.0,2
256.id,1367.0,1261
85.trafficvolumecountlocationaddress,309 West,3809 West
1122.vehiclevolumebyeachdirectionoftraffic,Esat Bound: 9800 / West Bound: 11600,East Bound: 9800 / West Bound: 11600
922.locationvalue,"(4e1.873531, -87.643862)","(41.873531, -87.643862)"
275.id,1328.0,430
40.vehiclevolumebyeachdirectionoftraffic,East Bound: 3800 / West Bound: 4800,North Bound: 13100 / South Bound: 11100
352.locationvalue,"(41.88529,- 87.722446)","(41.88529, -87.722446)"
231.id,715.0,524
788.dateofcount,10/04/2060,10/04/2006
1103.vehiclevolumebyeachdirectionoftraffic,orth Bound: 22700 / South Bound: 23900,North Bound: 22700 / South Bound: 23900
529.vehiclevolumebyeachdirectionoftraffic,East Bound: 21100 / Wset Bound: 20100,East Bound: 21100 / West Bound: 20100
248.locationvalue,"(41.659177, -87.552112)","(41.892439, -87.630272)"
209.vehiclevolumebyeachdirectionoftraffic,North Bound: 7500 / South Bound: 8100,East Bound: 12200 / West Bound: 13200
1003.street,Chicago xAve,Chicago Ave
64.vehiclevolumebyeachdirectionoftraffic,East Bound: 2300 / West Bound: 1900,North Bound: 15900 / South Bound: 14900
708.locationvalue,"(41.820278,- 87.684745)","(41.820278, -87.684745)"
203.locationvalue,"(41.974889, -87.669587)","(41.830303, -87.682868)"
216.locationvalue,"(41.92195, -87.712021)","(41.979107, -87.797633)"
119.id,414.0,438
138.locationvalue,"(41.777072, -87.62526)","(41.82387, -87.675108)"
520.locationvalue,"(41.896s368, -87.620359)","(41.896368, -87.620359)"
678.vehiclevolumebyeachdirectionoftraffic,East Bound: k11400 / West Bound: 10100,East Bound: 11400 / West Bound: 10100
481.dateofcount,08/15/206,08/15/2006
96.vehiclevolumebyeachdirectionoftraffic,East Bound: 400 / West Bound: 300,South Bound: 11600/ Oneway South Bound
25.dateofcount,10/61/2006,10/16/2006
32.vehiclevolumebyeachdirectionoftraffic,East Bound: 3800 / West Bound: 4800,North Bound: 4400 / South Bound: 4700
1222.street,Cottage Grovez Ave,Cottage Grove Ave
655.trafficvolumecountlocationaddress,020 East,200 East
475.dateofcount,09/1/2006,09/21/2006
55.vehiclevolumebyeachdirectionoftraffic,East Bound: 5100 / West Bound: 8100,North Bound: 10500 / South Bound: 11000
52.id,193.0,1250
13.dateofcount,i09/27/2006,09/27/2006
154.trafficvolumecountlocationaddress,3531 Niorth,3531 North
1150.locationvalue,"(4o1.80897, -87.694224)","(41.80897, -87.694224)"
708.trafficvolumecountlocationaddress,4028 oSuth,4028 South
276.id,309.0,107
844.street,Pulasik Rd,Pulaski Rd
220.vehiclevolumebyeachdirectionoftraffic,East Bound: 9600/  West Bound: 9800,East Bound: 9600 / West Bound: 9800
228.locationvalue,"(41.974889, -87.669587)","(41.829325, -87.655686)"
756.dateofcount,08/2a2/2006,08/22/2006
59.locationvalue,"(41.792663, -87.582231)","(41.753377, -87.653813)"
774.vehiclevolumebyeachdirectionoftraffic,North oBund: 8100 / South Bound: 7900,North Bound: 8100 / South Bound: 7900
1234.dateofcount,08/15/006,08/15/2006
40.locationvalue,"(41.756542, -87.617335)","(41.780314, -87.703172)"
122.locationvalue,"(41.788454, -87.606097)","(41.721409, -87.647429)"
267.id,1199.0,322
56.id,397.0,136
321.locationvalue,"(41.823g185, -87.662505)","(41.823185, -87.662505)"
90.dateofcount,10/23/v2006,10/23/2006
295.locationvalue,"(s41.77126, -87.659138)","(41.77126, -87.659138)"
649.trafficvolumecountlocationaddress,570 South,750 South
101.locationvalue,"(41.888062, -87.626842)","(41.896397, -87.647745)"
24.dateofcount,08/14/206,08/14/2006
1170.locationvalue,"(41.778674, b-87.721655)","(41.778674, -87.721655)"
12.vehiclevolumebyeachdirectionoftraffic,East Bound: 8600 / West Bound: 8000,North Bound: 15700 / South Bound: 17700
301.dateofcount,082/2/2006,08/22/2006
1144.locationvalue,"(41.953576w, -87.734092)","(41.953576, -87.734092)"
737.trafficvolumecountlocationaddress,738 Wrest,738 West
308.id,1297.0,551
181.trafficvolumecountlocationaddress,5413 oSuth,5413 South
568.dateofcount,d10/19/2006,10/19/2006
947.trafficvolumecountlocationaddress,1666 pNorth,1666 North
1147.trafficvolumecountlocationaddress,1463West,1463 West
192.dateofcount,10/19/j2006,10/19/2006
67.id,1328.0,941
901.locationvalue,"(41.875684, -87.l626134)","(41.875684, -87.626134)"
1202.vehiclevolumebyeachdirectionoftraffic,East Bound: 3700 / West Bound: 570f0,East Bound: 3700 / West Bound: 5700
107.vehiclevolumebyeachdirectionoftraffic,North Bound: 13100 / South Bound: 13600,East Bound: 10300 / West Bound: 10400
256.locationvalue,"(41.792663, -87.582231)","(41.774091, -87.57604)"
789.vehiclevolumebyeachdirectionoftraffic,East Bougnd: 4300 / West Bound: 5000,East Bound: 4300 / West Bound: 5000
189.trafficvolumecountlocationaddress,1649 Wets,1649 West
110.id,1050.0,372
907.street,Homa Ave,Homan Ave
1145.street,Marqueztte Rd,Marquette Rd
1175.trafficvolumecountlocationaddress,4 North,34 North
294.id,442.0,90
823.trafficvolumecountlocationaddress,943 Wset,943 West
199.locationvalue,"(41.877446, -87.676545)","(41.893244, -87.630017)"
92.locationvalue,"(41.930851, -87.797915)","(41.758139, -87.630684)"
504.dateofcount,3/23/2006,03/23/2006
417.street,Jacksone Blvd,Jackson Blvd
827.locationvalue,"(41.87403, -87.676455)","(41.874043, -87.676455)"
479.trafficvolumecountlocationaddress,9537 West,5937 West
1210.vehiclevolumebyeachdirectionoftraffic,East Bound: 8800 / West Buond: 9700,East Bound: 8800 / West Bound: 9700
64.trafficvolumecountlocationaddress,3110 Soth,3110 South
781.vehiclevolumebyeachdirectionoftraffic,North rBound: 2300 / South Bound: 3700,North Bound: 2300 / South Bound: 3700
225.locationvalue,"(41.659177, -87.552112)","(41.875514, -87.639626)"
1027.street,Washinton St,Washington St
617.vehiclevolumebyeachdirectionoftraffic,North Bound: 11100 / Sout Bound: 11300,North Bound: 11100 / South Bound: 11300
409.vehiclevolumebyeachdirectionoftraffic,East Bound: 7000 / West Bound 7900,East Bound: 7000 / West Bound: 7900
149.locationvalue,"(41.974889, -87.669587)","(41.875691, -87.725497)"
417.dateofcount,10/18/206,10/18/2006
460.dateofcount,10/11m/2006,10/11/2006
961.trafficvolumecountlocationaddress,6v193 West,6193 West
419.locationvalue,"(1.867512, -87.620401)","(41.867512, -87.620401)"
264.vehiclevolumebyeachdirectionoftraffic,East Bound: 11300 / / Oneway East Bound ,South Bound: 8200/ Oneway South Bound 
186.id,277.0,25
258.locationvalue,"(41.792663, -87.582231)","(41.89337, -87.634114)"
1231.locationvalue,"(41.769644, -87.69382)","(41.769644, -87.649382)"
647.dateofcount,10/26/2060,10/26/2006
277.dateofcount,05/04/200l6,05/04/2006
383.vehiclevolumebyeachdirectionoftraffic,East Bound: 6500 / / Oneway EastB ound,East Bound: 6500 / / Oneway East Bound
273.dateofcount,05/04/2e006,05/04/2006
807.street,Kosstner Ave,Kostner Ave
1161.totalpassingvehiclevolume,20419,20400
65.locationvalue,"(41.88673, -87.623929)","(41.88133, -87.626189)"
717.street,Michigan ve,Michigan Ave
76.trafficvolumecountlocationaddress,3535 eWst,3535 West
209.id,819.0,1189
642.locationvalue,"(416.90212, -87.672221)","(41.690212, -87.672221)"
85.id,1328.0,929
80.locationvalue,"(41.892668, -87.71135)","(41.802322, -87.600681)"
405.vehiclevolumebyeachdirectionoftraffic,East Bund: 6000 / West Bound: 6400,East Bound: 6000 / West Bound: 6400
860.dateofcount,0/28/2006,03/28/2006
284.locationvalue,"(41.887904, -87.771064)","(41.885747, -87.628288)"
141.locationvalue,"(41.888062, -87.626842)","(41.778752, -87.585085)"
259.dateofcount,j04/25/2006,04/25/2006
468.dateofcount,08/24/2060,08/24/2006
1254.totalpassingvehiclevolume,12841,12800
895.street,ilwaukee Ave,Milwaukee Ave
242.vehiclevolumebyeachdirectionoftraffic,East Bound: 400 / West Bound: 300,North Bound: 11600 / South Bound: 10100
728.street,Aslhand Ave,Ashland Ave
298.street,0th St,60th St
1014.trafficvolumecountlocationaddress,6217 xSouth,6217 South
84.dateofcount,11g/16/2006,11/16/2006
243.vehiclevolumebyeachdirectionoftraffic,North Bound: 13100 / South Bound: 13600,North Bound: 21200 / South Bound: 22700
676.vehiclevolumebyeachdirectionoftraffic,North Bound: 3600 / South Bhound: 4100,North Bound: 3600 / South Bound: 4100
356.street,Damen Ae,Damen Ave
1245.street,Cumberiland Ave,Cumberland Ave
224.id,1111.0,1198
1142.street,La Sallve St,La Salle St
1230.locationvalue,"(k41.736399, -87.621325)","(41.736399, -87.621325)"
322.dateofcount,1116/2006,11/16/2006
290.locationvalue,"(41.885023, -87.675556)","(41.917017, -87.73874)"
785.vehiclevolumebyeachdirectionoftraffic,North Bound: 1v3500 / South Bound: 13600,North Bound: 13500 / South Bound: 13600
136.id,1367.0,330
135.id,379.0,317
156.locationvalue,"(41.729262, -87.541841)","(41.919517, -87.746187)"
602.trafficvolumecountlocationaddress,5450South,5450 South
153.locationvalue,"(41.890186, -87.632548)","(41.721324, -87.653942)"
663.street,Addisosn St,Addison St
33.vehiclevolumebyeachdirectionoftraffic,East Bound: 5800 / West Bound: 5200,North Bound: 9600 / South Bound: 11000
113.vehiclevolumebyeachdirectionoftraffic,East Bound: 2300 / West Bound: 1900,East Bound: 3700 / West Bound: 4300
290.vehiclevolumebyeachdirectionoftraffic,East Bound: 8400 / Wpest Bound: 8800,East Bound: 8400 / West Bound: 8800
1242.vehiclevolumebyeachdirectionoftraffic,East Bound: 6000g / West Bound: 8000,East Bound: 6000 / West Bound: 8000
397.dateofcount,03/21/206,03/21/2006
1061.trafficvolumecountlocationaddress,2851 Norht,2851 North
51.locationvalue,"(41.792663, -87.582231)","(41.924462, -87.728691)"
876.street,Ashland Ae,Ashland Ave
251.locationvalue,"(41.992042, -87.714036)","(41.896787, -87.620252)"
168.id,1050.0,376
153.trafficvolumecountlocationaddress,1222 Wets,1222 West
467.trafficvolumecountlocationaddress,10748 Sotuh,10748 South
6.id,176.0,507
60.id,979.0,305
224.vehiclevolumebyeachdirectionoftraffic,North Bound: 8800 / South Bound: 10500,East Bound: 21500 / West Bound: 20100
649.vehiclevolumebyeachdirectionoftraffic,Noth Bound: 8900 / South Bound: 8600,North Bound: 8900 / South Bound: 8600
1149.dateofcount,10/09/206,10/09/2006
872.totalpassingvehiclevolume,10765,10700
929.dateofcount,4/25/2006,04/25/2006
426.trafficvolumecountlocationaddress,890 Wst,890 West
66.locationvalue,"(41.659177, -87.552112)","(41.76626, -87.574226)"
564.locationvalue,"(41.9b54006, -87.689792)","(41.954006, -87.689792)"
137.locationvalue,"(41.792663, -87.582231)","(41.855226, -87.619095)"
247.locationvalue,"(41.885023, -87.675556)","(41.699831, -87.626661)"
944.street,q47th St,47th St
543.locationvalue,"(41.728d24, -87.552415)","(41.72824, -87.552415)"
361.vehiclevolumebyeachdirectionoftraffic,East Bound:e 8900 / West Bound: 10300,East Bound: 8900 / West Bound: 10300
69.vehiclevolumebyeachdirectionoftraffic,East Bound: 1150 / West Bound: 12300,East Bound: 11500 / West Bound: 12300
363.dateofcount,06/91/2007,06/19/2007
161.id,414.0,664
85.dateofcount,8/10/2006,08/10/2006
206.locationvalue,"(41.659177, -87.552112)","(41.834369, -87.623323)"
951.dateofcount,10/g25/2006,10/25/2006
606.dateofcount,05/09a/2006,05/09/2006
244.vehiclevolumebyeachdirectionoftraffic,East Bound: 27800 / West Bound: 25700,North Bound: 19800 / South Bound: 18500
433.locationvalue,"41.834721, -87.665668)","(41.834721, -87.665668)"
191.dateofcount,05/04/20x06,05/04/2006
1244.dateofcount,0815/2006,08/15/2006
214.id,414.0,514
121.locationvalue,"(41.849302, -87.622658)","(41.974157, -87.659809)"
420.street,36rd St,63rd St
155.vehiclevolumebyeachdirectionoftraffic,East Bound: 3600 / West Bound: 3500,East Bound: 5300 / West Bound: 7100
299.id,674.0,1303
79.id,674.0,659
480.street,Atrcher Ave,Archer Ave
173.locationvalue,"(41.792663, -87.582231)","(41.884466, -87.634637)"
181.locationvalue,"(41.756542, -87.617335)","(41.794916, -87.703597)"
321.vehiclevolumebyeachdirectionoftraffic,East Bound 11200 / West Bound: 12100,East Bound: 11200 / West Bound: 12100
706.trafficvolumecountlocationaddress,045 East,3045 East
102.id,1081.0,1333
982.vehiclevolumebyeachdirectionoftraffic,North Bound: 7000 / South Bound: 720f0,North Bound: 7000 / South Bound: 7200
24.trafficvolumecountlocationaddress,4550 Wet,4550 West
267.trafficvolumecountlocationaddress,1171 Wets,1171 West
396.street,79th fSt,79th St
782.trafficvolumecountlocationaddress,6440 West,4640 West
31.id,414.0,557
41.dateofcount,09/2/2006,09/20/2006
89.id,506.0,418
51.id,1367.0,562
1137.dateofcount,03/22/200t6,03/22/2006
963.street,ulaski Rd,Pulaski Rd
1110.street,Cenral Ave,Central Ave
388.vehiclevolumebyeachdirectionoftraffic,yWest Bound: 8600/ Oneway West Bound ,West Bound: 8600/ Oneway West Bound 
412.street,Radolph St,Randolph St
360.locationvalue,"(1.750722, -87.638461)","(41.750722, -87.638461)"
72.locationvalue,"(41.788454, -87.606097)","(41.813049, -87.665083)"
99.vehiclevolumebyeachdirectionoftraffic,East Bound: 2300 / West Bound: 1900,North Bound: 11100 / South Bound: 12600
33.id,1367.0,1034
1111.street,Cicer oAve,Cicero Ave
790.locationvalue,"(41.793942, -87.67187)5","(41.793942, -87.671875)"
967.totalpassingvehiclevolume,19637,19600
7.dateofcount,08/15/2u006,08/15/2006
1246.trafficvolumecountlocationaddress,1130South,1130 South
599.dateofcount,0/906/2006,09/06/2006
471.trafficvolumecountlocationaddress,391i5 West,3915 West
152.id,85.0,613
671.vehiclevolumebyeachdirectionoftraffic,North Bound: 22400 / South Bound: 2200,North Bound: 22400 / South Bound: 22300
277.locationvalue,"(41.792663, -87.582231)","(41.713772, -87.54362)"
98.id,1050.0,859
1156.trafficvolumecountlocationaddress,1084 East,1048 East
196.id,1367.0,313
131.id,1367.0,29
211.locationvalue,"(41.756542, -87.617335)","(41.886928, -87.632484)"
641.dateofcount,0x5/04/2006,05/04/2006
23.vehiclevolumebyeachdirectionoftraffic,East Bound: 3600 / West Bound: 3500,East Bound: 17000 / / Oneway East Bound 
328.locationvalue,"(4.1760683, -87.644298)","(41.760683, -87.644298)"
448.street,Covmmercial Ave,Commercial Ave
12.locationvalue,"(41.849302, -87.622658)","(41.955361, -87.669076)"
50.vehiclevolumebyeachdirectionoftraffic,East Bound: 400 / West Bound: 300,East Bound: 3500 / West Bound: 4700
181.id,397.0,602
102.dateofcount,09/192/006,09/19/2006
590.dateofcount,09/20/2n006,09/20/2006
255.locationvalue,"(41.756542, -87.617335)","(41.773376, -87.582603)"
126.vehiclevolumebyeachdirectionoftraffic,East Bound: 3600 / West Bound: 3500,North Bound: 4400 / / Oneway North Bound
111.id,414.0,578
268.id,85.0,1027
150.vehiclevolumebyeachdirectionoftraffic,East Bound: 2300 / West Bound: 1900,North Bound: 12000 / South Bound: 12400
533.locationvalue,"(41.875611, -87.63067z3)","(41.875611, -87.630673)"
1041.dateofcount,11/142/006,11/14/2006
98.locationvalue,"(41.992042, -87.714036)","(41.944085, -87.766693)"
609.dateofcount,03z/28/2006,03/28/2006
60.trafficvolumecountlocationaddress,3610South,3610 South
191.vehiclevolumebyeachdirectionoftraffic,East Bound: 3400 / West Bound: 3500,North Bound: 11200 / South Bound: 13100
483.vehiclevolumebyeachdirectionoftraffic,North Bound: 1m1900 / South Bound: 12600,North Bound: 11900 / South Bound: 12600
194.vehiclevolumebyeachdirectionoftraffic,East Bound: 2300 / West Bound: 1900,North Bound: 9600 / South Bound: 9200
839.locationvalue,"(41.875108,-87.735281)","(41.875108, -87.735281)"
139.id,397.0,472
90.locationvalue,"(41.764348, -87.70478)","(41.919484, -87.769758)"
1132.street,Dr Martin Luther King Jr rD,Dr Martin Luther King Jr Dr
548.locationvalue,"(41.66434, -87.54009)","(41.696434, -87.54009)"
723.vehiclevolumebyeachdirectionoftraffic,North Buond: 1800 / South Bound: 2600,North Bound: 1800 / South Bound: 2600
863.dateofcount,0/919/2006,09/19/2006
1195.trafficvolumecountlocationaddress,253k1 West,2531 West
615.street,j26th St,26th St
1103.dateofcount,08/15/2060,08/15/2006
990.locationvalue,"(41.88978t4, -87.629599)","(41.889784, -87.629599)"
895.vehiclevolumebyeachdirectionoftraffic,North Bound: 6700 / Soudth Bound: 7100,North Bound: 6700 / South Bound: 7100
241.locationvalue,"(41.815505, -87.701939)","(41.860562, -87.617934)"
580.trafficvolumecountlocationaddress,2393 Nzorth,2393 North
587.vehiclevolumebyeachdirectionoftraffic,East Bound: 2600 / West Bound 3000,East Bound: 2600 / West Bound: 3000
6.trafficvolumecountlocationaddress,1931West,1931 West
364.vehiclevolumebyeachdirectionoftraffic,East Bound: 4500 / Weste Bound: 7900,East Bound: 4500 / West Bound: 7900
10.vehiclevolumebyeachdirectionoftraffic,East Bound: 400 / West Bound: 300,North Bound: 17700 / South Bound: 14600
771.street,Clak St,Clark St
1243.totalpassingvehiclevolume,7318,7300
369.street,Dearborn t,Dearborn St
265.dateofcount,10/0/22006,10/02/2006
265.id,1328.0,791
44.locationvalue,"(41.788454, -87.606097)","(41.876846, -87.633902)"
919.dateofcount,1/24/2006,10/24/2006
64.id,414.0,799
214.locationvalue,"(41.885023, -87.675556)","(41.90103, -87.713491)"
1001.trafficvolumecountlocationaddress,1751 Noth,1751 North
255.id,819.0,169
852.street,dLake St,Lake St
137.id,960.0,350
230.locationvalue,"(41.930851, -87.797915)","(41.78671, -87.66752)"
129.vehiclevolumebyeachdirectionoftraffic,North Bound: 8800 / South Bound: 10500,East Bound: 21200 / West Bound: 21600
168.vehiclevolumebyeachdirectionoftraffic,East Bound: 11300 / / Oneway East Bound ,East Bound: 1400 / West Bound: 1800
219.locationvalue,"(41.836075, -87.646231)","(41.929097, -87.775895)"
217.id,960.0,187
39.dateofcount,0n9/21/2006,09/21/2006
1039.dateofcount,10/11z/2006,10/11/2006
186.vehiclevolumebyeachdirectionoftraffic,East Bound: 3400 / West Bound: 3500,North Bound: 7700 / South Bound: 7600
751.street,Damen Awve,Damen Ave
91.vehiclevolumebyeachdirectionoftraffic,East Bound: 11800 / West Bound: 11800,North Bound: 5100 / South Bound: 8100
765.trafficvolumecountlocationaddress,72u06 South,7206 South
924.vehiclevolumebyeachdirectionoftraffic,North Bound: 4900 / South Bound: 9300,North Bound: 14900 / South Bound: 9300
875.locationvalue,"(41.97c3131, -87.846512)","(41.973131, -87.846512)"
1150.vehiclevolumebyeachdirectionoftraffic,Nort Bound: 10600 / South Bound: 10200,North Bound: 10600 / South Bound: 10200
155.street,Maqdison St,Madison St
18.locationvalue,"(41.930851, -87.797915)","(41.822852, -87.691118)"
1002.vehiclevolumebyeachdirectionoftraffic,West Bound: 14300/ Ouneway West Bound,West Bound: 14300/ Oneway West Bound
105.id,819.0,749
874.dateofcount,03/22w/2006,03/22/2006
1271.dateofcount,08/30/2060,08/30/2006
1146.locationvalue,"(41.924266, -87.7b4431)","(41.924266, -87.74431)"
1228.vehiclevolumebyeachdirectionoftraffic,North Bound: 17900 / SouthBound: 17200,North Bound: 17900 / South Bound: 17200
165.id,819.0,810
779.street,Jacksocn Blvd,Jackson Blvd
655.totalpassingvehiclevolume,7982,7900
158.street,rWestern Ave,Western Ave
168.locationvalue,"(41.892668, -87.71135)","(41.818962, -87.645802)"
54.locationvalue,"(41.930851, -87.797915)","(41.851522, -87.726497)"
1181.vehiclevolumebyeachdirectionoftraffic,North Bound: 4900 / South cBound: 5000,North Bound: 4900 / South Bound: 5000
341.street,Diivsion St,Division St
147.locationvalue,"(41.792663, -87.582231)","(41.651861, -87.54501)"
45.trafficvolumecountlocationaddress,10535 Syouth,10535 South
535.vehiclevolumebyeachdirectionoftraffic,South Boudn: 9900/ Oneway South Bound ,South Bound: 9900/ Oneway South Bound 
1078.vehiclevolumebyeachdirectionoftraffic,East Bound: 11900 / p/ Oneway East Bound ,East Bound: 11900 / / Oneway East Bound 
460.locationvalue,"(41.947548, -87.74712)8","(41.947548, -87.747128)"
935.dateofcount,05/20/2006,05/02/2006
133.trafficvolumecountlocationaddress,125j6 West,1256 West
1059.locationvalue,"(4.882384, -87.720836)","(41.882384, -87.720836)"
80.dateofcount,04/7/2006,04/27/2006
38.id,960.0,1275
662.vehiclevolumebyeachdirectionoftraffic,North Bound: 7500 / / Onewyay North Bound,North Bound: 7500 / / Oneway North Bound
1058.locationvalue,"(41.70449, -87.657022)","(41.750449, -87.657022)"
279.id,1367.0,1072
500.vehiclevolumebyeachdirectionoftraffic,East Bound: 7400 / Wets Bound: 8400,East Bound: 7400 / West Bound: 8400
1126.vehiclevolumebyeachdirectionoftraffic,East Bound: 12500 / West Bound :13800,East Bound: 12500 / West Bound: 13800
151.locationvalue,"(41.890186, -87.632548)","(41.775779, -87.605826)"
759.dateofcount,10/04/2006***,10/04/2006
881.vehiclevolumebyeachdirectionoftraffic,East Boudn: 11900 / West Bound: 12000,East Bound: 11900 / West Bound: 12000
47.vehiclevolumebyeachdirectionoftraffic,North Bound: 1500 / South Bound: 1500,East Bound: 12400 / West Bound: 15200
139.locationvalue,"(41.887904, -87.771064)","(41.771406, -87.720493)"
496.street,Grand Aev,Grand Ave
627.locationvalue,"(41.970242, -87.679234)","(41.970422, -87.679234)"
1267.vehiclevolumebyeachdirectionoftraffic,North Bound: 5400 / South Bound: 3500,North Bound: 4500 / South Bound: 3500
971.locationvalue,"(41.873661, -8762598)","(41.873661, -87.62598)"
193.locationvalue,"(41.764348, -87.70478)","(41.861478, -87.630255)"
223.locationvalue,"(41.930851, -87.797915)","(41.881836, -87.642708)"
542.trafficvolumecountlocationaddress,e9940 South,9940 South
21.id,85.0,1194
876.vehiclevolumebyeachdirectionoftraffic,Nroth Bound: 20300 / South Bound: 18400,North Bound: 20300 / South Bound: 18400
235.id,442.0,264
803.dateofcount,08/31/2s006,08/31/2006
891.locationvalue,"(41.91g366, -87.805925)","(41.91366, -87.805925)"
768.trafficvolumecountlocationaddress,1669 Emast,1669 East
1118.dateofcount,10/24/006,10/24/2006
24.id,674.0,914
78.dateofcount,09/62/2006,09/26/2006
159.trafficvolumecountlocationaddress,1739 South,7139 South
446.locationvalue,"(41.852403, 87.635761)","(41.852403, -87.635761)"
264.id,1367.0,743
368.street,vWrightwood Ave,Wrightwood Ave
294.vehiclevolumebyeachdirectionoftraffic,Nort hBound: 2300 / South Bound: 2200,North Bound: 2300 / South Bound: 2200
207.locationvalue,"(41.792663, -87.582231)","(41.872155, -87.633321)"
444.street,MichiganL ower Ave,Michigan Lower Ave
1087.locationvalue,"(41.691285, -87.70316)","(41.691285, -87.720316)"
295.dateofcount,0/09/2006,03/09/2006
180.locationvalue,"(41.773922, -87.673756)","(41.938823, -87.678334)"
191.id,715.0,60
997.vehiclevolumebyeachdirectionoftraffic,Eastb Bound: 3900 / West Bound: 4100,East Bound: 3900 / West Bound: 4100
1265.dateofcount,09/1t4/2006,09/14/2006
208.dateofcount,0308/2006,03/08/2006
212.vehiclevolumebyeachdirectionoftraffic,North Bound: 8800 / South Bound: 10500,North Bound: 10000 / South Bound: 9900
345.trafficvolumecountlocationaddress,40 Wst,40 West
758.trafficvolumecountlocationaddress,6750 Suth,6750 South
1081.locationvalue,"(4.699963, -87.681415)","(41.699963, -87.681415)"
1131.locationvalue,"(4.887471, -87.628001)","(41.887471, -87.628001)"
304.id,979.0,274
246.vehiclevolumebyeachdirectionoftraffic,East Bound: 400 / West Bound: 300,East Bound: 10800 / West Bound: 10900
