plant_type,spdes_permit_number,facility_name,groundor_surface,average_design_hydraulic_flow,street,city,state,country,zip_code,latitude,longitude,location_one
Industrial,NY0063517,DUDLEY POULTRY CO,Ground,0.0,910 ST RTE 245,MIDDLESEX,NY,USA,14507.0,42.72,-77.27,"(42.72, -77.27)"
Industrial,NY0007641,BAYSIDE FUEL OIL DEPOT-1100 GRAND ST,Surface,0.0,1100 GRAND ST,BROOKLYN,NY,USA,11211.0,40.71,-73.93,"(40.71, -73.93)"
Industrial,NY0267465,SNOW WHITE LAUNDRY,Ground,0.02,50 CO RD 39A|SCTM#904-4-2-020,SOUTHAMPTON,NY,USA,11968.0,40.9,-72.4,"(40.9, -72.4)"
Industrial,NY0266922,QUICK CLEAN LAUNDROMAT,Ground,0.02,75 MAIN ST,KINGS PARK,NY,USA,11754.0,40.89,-73.26,"(40.89, -73.26)"
Industrial,NY0162884,ROCHESTER TERMINAL,Surface,NULL,275 MCKEE RD,ROCHESTER,NY,USA,14611.0,43.16,-77.67,"(43.16, -77.67)"
Municipal,NY0020826,NORTH CHAUTAUQUA LAKE SD WWTP,Surface,0.5,CLARK ST,MAYVILLE,NY,USA,14757.0,42.24,-79.5,"(42.24, -79.5)"
Industrial,NY0030881,VESUVIUS USA CORPORATION BUFFALO PLANT,Surface,0.05,661 WILLET RD,BUFFALO,NY,USA,14218.0,42.8,-78.8,"(42.8, -78.8)"
Industrial,NY0000957,KNOWLTON TECHNOLOGIES LLC,Surface,0.01,213 FACTORY ST,WATERTOWN,NY,USA,13601.0,43.98,-75.91,"(43.98, -75.91)"
Industrial,NY0105571,YONKERS VEHICLE MAINTENANCE FACILITY,Surface,0.01,1130 NEPPERHAN AVE,YONKERS,NY,USA,10701.0,40.96,-73.87,"(40.96, -73.87)"
Industrial,NY0209996,BOHEMIA LAUNDRY,Ground,0.02,876 CHURCH ST STE G & H,BOHEMIA,NY,USA,11716.0,40.77,-73.11,"(40.77, -73.11)"
Industrial,NY0281191,HYDE PARK SAKE,Surface,0.05,5 ST ANDREWS RD @ US RTE 9,HYDE PARK,NY,USA,12538.0,41.76,-73.93,"(41.76, -73.93)"
Industrial,NY0002402,XEROX CORPORATION - WILSON CENTER,Surface,1.8,800 PHILLIPS RD,WEBSTER,NY,USA,14580.0,43.23,-77.41,"(43.23, -77.41)"
Industrial,NY0103039,CROSMAN PRODUCTS,Surface,0.06,7629 RTE 5 & 20,BLOOMFIELD,NY,USA,14469.0,42.9,-77.45,"(42.9, -77.45)"
Industrial,NY0262871,COOPERSTOWN CHEESE CO,Ground,0.0,107 OXBOW RD,MILFORD,NY,USA,NULL,42.6,-74.95,"(42.6, -74.95)"
Municipal,NY0021393,CAPE VINCENT SEWAGE TREATMENT PLANT,Surface,0.14,ELM & LAKE STS,CAPE VINCENT,NY,USA,13618.0,44.13,-76.32,"(44.13, -76.32)"
Industrial,NY0000469,TEXTRON INC - WHEATFIELD,Surface,0.2,2221 NIAGARA FALLS BLVD,WHEATFIELD,NY,USA,14304.0,43.1,-78.93,"(43.1, -78.93)"
Municipal,NY0030716,THOMPSON SACKETT LAKE SEWER DIS STP,Surface,0.5,SACKETT LAKE RD - 0.3 MILES NORTH OF SQUIRREL CORNERS,MONTICELLO,NY,USA,12701.0,41.61,-74.75,"(41.61, -74.75)"
Municipal,NY0026409,FREDONIA WASTEWATER TREATMENT PLANT,Surface,3.3,4700 W LAKE RD,DUNKIRK,NY,USA,14048.0,42.47,-79.37,"(42.47, -79.37)"
Industrial,NY0108235,#3 MARAPEG WELL SVCS DIV ENVIROSYSTEMS,NULL,NULL,RED WING RD,MAYVILLE,NY,USA,14757.0,42.2,-79.57,"(42.2, -79.57)"
Industrial,NY0250406,KINGSTON PT TERMINAL,Surface,NULL,2-36 DELAWARE AVE,KINGSTON,NY,USA,12401.0,41.93,-73.96,"(41.93, -73.96)"
Industrial,NY0101338,NEW HAMBURG TERMINAL,Surface,0.0,17 POINT ST,NEW HAMBURG,NY,USA,12590.0,41.59,-73.95,"(41.59, -73.95)"
Industrial,NY0001902,HUHTAMAKI INC,Surface,3.2,100 STATE ST,FULTON,NY,USA,13069.0,43.32,-76.41,"(43.32, -76.41)"
Industrial,NY0192392,BLENHEIM-GILBOA PUMPED STORAGE PROJECT,Surface,0.88,397 POWER PLANT ACCESS RD|ST RTE 30 - E SIDE,GILBOA,NY,USA,12076.0,42.45,-74.46,"(42.45, -74.46)"
Municipal,NY0257711,V-COPENHAGEN WWTF,Surface,0.11,OUTER MILL ST,COPENHAGEN,NY,USA,13626.0,43.89,-75.67,"(43.89, -75.67)"
Municipal,NY0027171,TOWN OF ONTARIO WASTEWATER TREATMENT FACILITY,Surface,1.0,2200 LAKE RD,ONTARIO,NY,USA,14519.0,43.27,-77.28,"(43.27, -77.28)"
Industrial,NY0075957,ALTAIRE PHARMACEUTICALS,Ground,0.0,311 WEST LN|SCTM 600-066-02-2.1,AQUEBOGUE,NY,USA,11931.0,40.96,-72.36,"(40.96, -72.63)"
Industrial,NY0268224,SHAFT 17 DELAWARE AQUEDUCT,Surface,NULL,2 COONEY HILL RD|KENSICO RESERVOIR - NE SIDE,NORTH CASTLE,NY,USA,10801.0,41.1,-73.73,"(41.1, -73.73)"
Industrial,NY0276642,"NYC DEP - SHAFT 26B, CITY TUNNEL #3",Surface,NULL,30TH ST AND 10TH AVE,NEW YORK,NY,USA,11368.0,40.75,-74.0,"(40.75, -74.0)"
Industrial,NY0270571,THALLE FISHKILL QUARRY,Surface,NULL,172 US RTE 9,FISHKILL,NY,USA,12524.0,41.5,-73.9,"(41.5, -73.9)"
Industrial,NY0202924,MIDLAND ASPHALT MATERIALS INC,Surface,0.0,640 YOUNG ST,TONAWANDA,NY,USA,14151.0,43.0,-78.86,"(43.0, -78.86)"
Industrial,NY0233528,GOSHEN WATER FILTRATION PLANT,Surface,0.02,LOWER RESERVOIR ROAD,GOSHEN,NY,USA,10924.0,41.38,-74.39,"(41.38, -74.39)"
Industrial,NY0005266,JCI JONES CHEMICALS INC,Surface,0.12,103 RIVER ST,WARWICK,NY,USA,10990.0,41.25,-74.37,"(41.25, -74.37)"
Industrial,NY0226424,STEEL FOREST LLC PROPERTY,Ground,0.29,500 COMMACK RD,COMMACK,NY,USA,11725.0,40.82,-73.29,"(40.82, -73.29)"
Municipal,NY0077330,SCSD #15 -  NOB HILL STP,Ground,0.09,519 NICHOLS RD,RONKONKOMA,NY,USA,11779.0,40.82,-73.15,"(40.82, -73.15)"
Industrial,NY0131679,MALLINCKRODT CRITICAL CARE DIV (QUEENSBU,Ground,NULL,QUAKER RD,GLENS FALLS,NY,USA,12801.0,43.33,-73.66,"(43.33, -73.66)"
Municipal,NY0025780,ONEIDA CO WATER POLLUTION CONTROL PLANT,Surface,48.0,51 LELAND AVE,UTICA,NY,USA,13502.0,43.1,-75.19,"(43.1, -75.19)"
Municipal,NY0028525,TOWN CAZENOVIA CONSOLIDATED SEWER DISTRICTS WPCF,Surface,0.95,ST RTE 13 NORTH - E SIDE - N OF CLARK ST,CAZENOVIA,NY,USA,NULL,42.94,-75.84,"(42.94, -75.84)"
Industrial,NY0259217,OLD STATE HIGHWAY BARN,Surface,0.0,HARDY HILL RD,ANDOVER,NY,USA,14806.0,42.16,-77.79,"(42.16, -77.79)"
Industrial,NY0261637,HOWLETT HILL FIRE STATION,Surface,0.0,3384 HOWLETT HILL RD,SYRACUSE,NY,USA,13215.0,43.02,-76.27,"(43.02, -76.27)"
Industrial,NY0267147,MIC LAUNDROMAT INC,Ground,NULL,1339 STRAIGHT PATH RD|SCTM# 100-80-2-6 & 7,WYANDANCH,NY,USA,11798.0,40.74,-73.37,"(40.74, -73.37)"
Municipal,NY0240401,COLUMBIA COUNTY COMMERCE CENTER,Surface,0.05,ST RTE 66 & ST RTE 9H,CLAVERACK & GHENT,NY,USA,12534.0,42.28,-73.71,"(42.28, -73.71)"
Industrial,NY0272001,EASTMAN BUSINESS PARK,NULL,NULL,1999 LAKE AVE,ROCHESTER,NY,USA,14652.0,43.2,-77.65,"(43.2, -77.65)"
Industrial,NY0001732,ALOCA MASSENA OPERATIONS,Surface,23.1,1814 State Route 131,Massena Center,NY,USA,13662.0,44.97,-74.89,"(44.97, -74.89)"
Industrial,NY0109690,WHEELABRATOR WESTCHESTER LP,Surface,55.0,1 CHARLES PT AVE,PEEKSKILL,NY,USA,10566.0,41.28,-73.94,"(41.28, -73.94)"
Municipal,NY0263982,SAGAMOR SEWER DISTRICT WWTF,Surface,0.04,REGAL PL,EAST FISHKILL,NY,USA,12533.0,41.61,-73.75,"(41.61, -73.75)"
Industrial,NY0260738,PORT TERMINAL LTD,Surface,NULL,140 PORT RD S,ALBANY,NY,USA,12202.0,42.61,-73.76,"(42.61, -73.76)"
Industrial,NY0085006,CORNING INCORPORATED - CANTON PLANT,Surface,0.15,MCADOO RD|334 CO RTE 16,CANTON,NY,USA,13617.0,44.56,-75.32,"(44.56, -75.32)"
Municipal,NY0030074,LIBERTY WWTF,Surface,2.0,WILLOW LN,LIBERTY,NY,USA,12754.0,41.79,-74.73,"(41.79, -74.73)"
Industrial,NY0260690,CHATHAM DOT MAINTENANCE SUBHEADQUARTERS,Surface,0.0,ST RTE 203,CHATHAM,NY,USA,12037.0,42.35,-73.58,"(42.35, -73.58)"
Industrial,NY0025607,WARSAW WATER TRT PLANT,Surface,0.17,RT 19 A,WARSAW,NY,USA,14569.0,42.7,-78.12,"(42.7, -78.12)"
Municipal,NY0105252,CARMEL SEWER DIST 4 STP,Surface,0.2,NORTH RD & ORCHARD RD,MAHOPAC,NY,USA,10541.0,41.38,-73.79,"(41.38, -73.79)"
Industrial,NY0248614,POUGHKEEPSIE DPW,Surface,0.01,26 Howard St,Poughkeepsie,NY,USA,12601.0,41.71,-73.9,"(41.71, -73.9)"
Industrial,NY0235881,GREEN WASTE COMPOST FACILITY,Surface,0.01,LELAND AVE,UTICA,NY,USA,13501.0,43.1,-75.19,"(43.1, -75.19)"
Industrial,NY0006629,AMERICAN SUGAR REFINING INC,Surface,12.0,1 FEDERAL ST,YONKERS,NY,USA,10705.0,40.93,-73.91,"(40.93, -73.91)"
Industrial,NY0267490,CANON USA Inc,Ground,0.01,ONE CANON PARK|SCTM  400-254-2-4 & 49,MELVILLE,NY,USA,11747.0,40.78,-73.43,"(40.78, -73.43)"
Industrial,NY0225991,WEST BABYLON GT FACILITY,Ground,NULL,ON BAHAMA ST AT THE SOUTH END OF HENRY ST,WEST BABYLON,NY,USA,11704.0,40.7,-73.35,"(40.7, -73.35)"
Municipal,NY0020231,SCHROON LAKE WWTP,Surface,0.35,49 FOWLER AVE,SCHROON LAKE,NY,USA,12870.0,43.84,-73.76,"(43.84, -73.76)"
Industrial,NY0251453,SCLAFANI PETROLEUM,Surface,NULL,52 CROTON FALLS RD,MAHOPAC,NY,USA,10541.0,41.38,-73.72,"(41.38, -73.72)"
Municipal,NY0025950,AMHERST WASTEWATER TREATMENT FACILITY #16,Surface,36.0,455 TONAWANDA CREEK RD,AMHERST,NY,USA,14228.0,43.05,-78.81,"(43.05, -78.81)"
Industrial,NY0266906,DEPOT LAUNDRY,Ground,0.04,188 DEPOT RD,HUNTINGTON STATION,NY,USA,11746.0,40.84,-73.41,"(40.84, -73.41)"
Industrial,NY0275387,ASHLAND ADVANCED MATERIALS,Surface,NULL,6100 NIAGARA FALLS BLVD,NIAGARA FALLS,NY,USA,14304.0,43.09,-78.99,"(43.09, -78.99)"
Industrial,NY0093572,GLOBAL COMPANIES - NORTH TERMINAL,Surface,NULL,1254 RIVER RD|HUDSON RIVER,NEW WINDSOR,NY,USA,12553.0,41.49,-74.01,"(41.49, -74.01)"
Municipal,NY0026531,MARGARETVILLE - V STP,Surface,0.4,41158 ST RTE 28,MARGARETVILLE,NY,USA,12455.0,42.14,-74.65,"(42.14, -74.65)"
Industrial,NY0162264,PINNACLE MANUFACTURING CO,Surface,0.02,56 HARVESTER AVE,BATAVIA,NY,USA,14020.0,42.99,-78.17,"(42.99, -78.17)"
Industrial,NY0002933,EMERSUB 15 LLC - ITHACA OU-1,Surface,0.15,620 S AURORA ST,ITHACA,NY,USA,14850.0,42.43,-76.5,"(42.43, -76.5)"
Industrial,NY0005843,KNOLLS ATOMIC POWER LABORATORY (KAPL) - KESSELRING SITE,Surface,0.8,350 ATOMIC PROJECT RD,WEST MILTON,NY,USA,12020.0,43.04,-73.95,"(43.04, -73.95)"
Industrial,NY0218090,Sunoco Marcy Terminal,Surface,NULL,9678 RIVER RD,MARCY,NY,USA,13403.0,43.13,-75.25,"(43.13, -75.25)"
Industrial,NY0229512,ARKPORT BULK PLANT,Surface,NULL,66 WEST ST,ARKPORT,NY,USA,14807.0,42.4,-77.7,"(42.4, -77.7)"
Industrial,NY0255963,CHESTERFIELD WATER TREATMENT FACILITY,Surface,0.1,131 FRONTAGE RD,KEESEVILLE,NY,USA,12944.0,44.43,-73.49,"(44.43, -73.49)"
Industrial,NY0202479,CHESTERTOWN HWY MAINTENANCE FAC,Surface,0.0,RTE 8,CHESTERTOWN,NY,USA,12817.0,43.67,-73.78,"(43.67, -73.78)"
Industrial,NY0266141,Paradox Brewery,Ground,0.01,80 Frontier Town Rd,North Hudson,NY,USA,12855.0,43.94,-73.73,"(43.94, -73.73)"
Municipal,NY0271942,CATHARINE VALLEY WATER RECLAMATION FACILITY,Surface,1.2,BOAT LAUNCH RD  - 1985 FT S,DIX,NY,USA,NULL,42.37,-76.86,"(42.37, -76.86)"
Industrial,NY0006807,HOLLINGSWORTH & VOSE-EASTON MILL,Both,3.2,3235 CO RTE 113,GREENWICH,NY,USA,12834.0,43.11,-73.57,"(43.11, -73.57)"
Industrial,NY0266701,ECHO WASH RITE LAUNDROMAT,Ground,NULL,249 ECHO AVE,SOUND BEACH,NY,USA,11789.0,40.95,-72.99,"(40.95, -72.99)"
Industrial,NY0247103,CLIFTON SPRINGS HOSPITAL & CLINIC,Surface,NULL,2 COULTER RD,CLIFTON SPRINGS,NY,USA,14432.0,42.96,-77.14,"(42.96, -77.14)"
Industrial,NY0104973,TRI-TOWN PACKING CORP,Ground,0.0,922 CO RTE 53,WINTHOP,NY,USA,13697.0,44.81,-74.81,"(44.81, -74.81)"
Industrial,NY0006157,SCHWEITZER-MAUDUIT,Surface,0.98,2424 ST RTE 82,ANCRAM,NY,USA,12502.0,42.05,-73.64,"(42.05, -73.64)"
Industrial,NY0241555,BERKSHIRE MAINTENANCE FACILITY,Surface,0.0,EXIT B2,CHATHAM,NY,USA,12037.0,42.42,-73.55,"(42.42, -73.55)"
Industrial,NY0004146,CHOBANI CORPORATE CAMPUS,Surface,0.3,147 ST RTE 320,NORWICH,NY,USA,13815.0,42.56,-75.52,"(42.56, -75.52)"
Industrial,NY0219401,NYS ELECTRIC & GAS CORP - BREWSTER SERVICE CENTER,Surface,NULL,RTE 312 & ZIMMER RD,SOUTHEAST,NY,USA,10509.0,41.43,-73.62,"(41.43, -73.62)"
Municipal,NY0037281,BEEKMAN COUNTRY CLUB STP,Surface,NULL,BEEKMAN RD,FISHKILL,NY,USA,12524.0,41.59,-73.78,"(41.59, -73.78)"
Industrial,NY0279889,SUNY LAUNDRY INC,Ground,0.01,1388 ST RTE 25A,EAST SETAUKET,NY,USA,11733.0,40.94,-73.11,"(40.94, -73.11)"
Industrial,NY0268607,TOWN OF CLAVERACK BOOSTER PUMP STATION,Surface,NULL,WEBB RD,CLAVERACK,NY,USA,NULL,42.23,-73.75,"(42.23, -73.75)"
Industrial,NY0008613,BROOKLYN BOTTLING CO OF MILTON WWTP,Surface,0.34,681 SOUTH RD,MILTON,NY,USA,12547.0,41.65,-73.96,"(41.65, -73.96)"
Municipal,NY0274526,PEACH LAKE SEWER DISTRICT WWTP,Surface,0.17,ST RTE 121 & MAPLE LN,SOUTHEAST,NY,USA,10509.0,41.37,-73.58,"(41.37, -73.58)"
Industrial,NY0034657,ITHACA - C WTR FILT PLT,Surface,0.02,202 WATER ST,ITHACA,NY,USA,14850.0,42.43,-76.48,"(42.43, -76.48)"
Municipal,NY0104809,BERGEN POINT WWTP,Surface,30.5,600 BERGEN AVE|SCTM  100-241-1-1.1,W BABYLON,NY,USA,11704.0,40.67,-73.34,"(40.67, -73.34)"
Industrial,NY0233196,INDEPENDENCE STATION,Surface,NULL,76 INDEPENDENCE WAY,SCRIBA,NY,USA,13126.0,43.5,-76.45,"(43.5, -76.45)"
Industrial,NY0262005,Knowles Cazenovia,Surface,NULL,2777 US RTE 20 E,CAZENOVIA,NY,USA,13035.0,42.92,-75.81,"(42.92, -75.81)"
Municipal,NY0023523,GREATER ATLANTIC BEACH WASTEWATER TREATMENT PLANT,Surface,1.5,"2150 BAY BLVD|NCTM  58-3-8,9,40,41,110,201",ATLANTIC BEACH,NY,USA,11509.0,40.59,-73.74,"(40.59, -73.74)"
Municipal,NY0031291,STOCKPORT - T KINGS ACRES STP,Surface,0.06,ROSSMANN RD & US RTE 9,STUYVESANT,NY,USA,12173.0,42.33,-73.75,"(42.33, -73.75)"
Industrial,NY0257061,GRIFFISS INTERNATIONAL AIRPORT,Surface,NULL,660 HANGAR RD -STE 223,ROME,NY,USA,13441.0,43.23,-75.41,"(43.23, -75.41)"
Industrial,NY0106518,HILLCREST COATINGS,Surface,NULL,3546 RETSOF RD,RETSOF,NY,USA,14539.0,42.83,-77.9,"(42.83, -77.9)"
Industrial,NY0002810,O-AT-KA MILK PRODUCTS COOP INC,Surface,0.97,4815 ELLICOTT ST RD (165 CEDAR ST),BATAVIA,NY,USA,14020.0,42.98,-78.16,"(42.98, -78.16)"
Municipal,NY0021849,ATTICA WASTEWATER TREATMENT PLANT,Surface,1.4,122 PROSPECT ST,ATTICA,NY,USA,14011.0,42.87,-78.28,"(42.87, -78.28)"
Industrial,NY0258644,NOCO ENERGY CORP - AKRON,Surface,NULL,13613 MAIN ST,AKRON,NY,USA,14001.0,43.0,-78.48,"(43.0, -78.48)"
Industrial,NY0226971,"SCSD #24, GABBRESKI AIRPORT STP",Ground,0.1,CO RTE 31,WESTHAMPTON BEACH,NY,USA,11978.0,40.84,-72.63,"(40.84, -72.63)"
Industrial,NY0274712,BLACK BEAR FUEL OIL HARRIS GARAGE,Both,0.0,OLD RTE 17|EXIT 102 OFF ST RTE 17W ONTO OLD RTE 17 BLDG .5 MI ON RIGHT,MONTICELLO,NY,USA,NULL,41.71,-74.73,"(41.71, -74.73)"
Industrial,NY0100463,SETTERSTIX INC,Ground,0.0,261 S MAIN ST,CATTARAUGUS,NY,USA,14719.0,42.32,-78.87,"(42.32, -78.87)"
Municipal,NY0023922,PATCHOGUE STP,Surface,0.5,1 HAMMOND ST,PATCHOGUE,NY,USA,11772.0,40.76,-73.02,"(40.76, -73.02)"
Industrial,NY0256285,TOWN OF CHAZY HIGHWAY DEPARTMENT GARAGE,Ground,NULL,MINER FARM RD - � MI W OF EXIT 41 OF I-87,CHAZY,NY,USA,12921.0,44.89,-73.46,"(44.89, -73.46)"
Industrial,NY0256366,LEDGERS CORNERS MAINT SUBHEADQUARTERS,Ground,NULL,2089 ST RTE 374 AT PLANK RD,DANNEMORA,NY,USA,12929.0,44.76,-73.77,"(44.76, -73.77)"
Municipal,NY0131768,RIVERVIEW LANDING SP,Surfce,.02,RIVERVIEW RD - 0.5 MI E OF ROOMS RD,CLpIFTON PARK,NY,USA,12065.x0,42.83,-73h.87,"(42.83, -73.t87)"
Municipal,NY0020923,ORISKANY FALLS WWTP,Surface,0.09,MILL ST,ORISKANY FALLS,NY,USA,13425.0,42.94,-75.46,"(42.94, -75.46)"
Municipal,NY0024422,WALLKILL STP,Surface,4.0,600 ST RTE 211 E,MIDDLETOWN,NY,USA,10940.0,41.44,-74.37,"(41.44, -74.37)"
Industrial,NY0023442,109TH AIRLIFT WING-STRATTON AIR NATIONAL GUARD BASE,Surface,0.03,1 AIR NATIONAL GUARD RD|SCHENECTADY CO AIRPORT,SCOTIA,NY,USA,12302.0,42.85,-73.92,"(42.85, -73.92)"
Municipal,NY0022365,WATERLOO - V STP,Surface,0.8,E RIVER ST,WATERLOO,NY,USA,13165.0,42.9,-76.85,"(42.9, -76.85)"
Industrial,NY0098264,WESTCHESTER INDUSTRIES  - TARRYTOWN,Surface,0.0,WEST MAIN ST,TARRYTOWN,NY,USA,10591.0,41.08,-73.87,"(41.08, -73.87)"
Industrial,NY0108537,CHICAGO PNEUMATIC TOOL CO,Surface,0.01,2200 BLEECKER ST,FRANKFORT,NY,USA,13503.0,43.09,-75.18,"(43.09, -75.18)"
Industrial,NY0002585,FLEISCHMANN'S VINEGAR CO INC,Surface,0.1,4754 ST RTE 414,NORTH ROSE,NY,USA,14516.0,43.18,-76.89,"(43.18, -76.89)"
Industrial,NY0180645,H O PENN MACHINERY CO,Ground,NULL,660 UNION AVE,HOLTSVILLE,NY,USA,11742.0,40.81,-73.05,"(40.81, -73.05)"
Industrial,NY0000337,EVONIK ACTIVE OXYGENS LLC,Surface,16.3,35 SAWYER AVE,TONAWANDA,NY,USA,14150.0,42.97,-78.93,"(42.97, -78.93)"
Municipal,NY0027961,CITY OF DUNKIRK WWTP,Surface,6.0,WRIGHT PARK DR,DUNKIRK,NY,USA,14048.0,42.5,-79.32,"(42.5, -79.32)"
Industrial,NY0263222,SOUTH KORTRIGHT CENTRAL SCHOOLS,Surface,NULL,58200 ST RTE 10,SOUTH KORTRIGHT,NY,USA,13842.0,42.35,-74.7,"(42.35, -74.7)"
Industrial,NY0026701,AMMARONECK WWTP,Surface,206,W BOSTONh POST RD,WHITE PLANIS,NY,USA,10601q.0,4.095,-7.73,"(40.95, -73.37)"
Municipal,NY0030317,ONONDAGA CO OAK ORCHARD STP,Surface,10.0,4300 OAK ORCHARD RD,CLAY,NY,USA,13041.0,43.2,-76.21,"(43.2, -76.21)"
Industrial,NY0226980,NBTY - Capsuleworks,Ground,NULL,10 VITAMIN DR,BAYPORT,NY,USA,NULL,40.76,-73.05,"(40.76, -73.05)"
Industrial,NY0076996,"THE ESTEE LAUDER COMPANIES, INC.",Ground,0.18,350 S SERVICE RD,MELVILLE,NY,USA,11747.0,40.78,-73.41,"(40.78, -73.41)"
Industrial,NY0149489,UNITED PARCEL DISTRIBUTION CENTER,Surface,0.0,41 FIREMENS WAY,POUGHKEEPSIE,NY,USA,12603.0,41.68,-73.85,"(41.68, -73.85)"
Industrial,NY0245526,CORNING INC CORPORATE HEADQUARTERS,Surface,2.16,WALNUT ST,CORNING,NY,USA,14830.0,42.14,-77.06,"(42.14, -77.06)"
Industrial,NY0001333,"CAYUGA OPERATING COMPANY, LLC",Surface,219.0,228 CAYUGA DR,LANSING,NY,USA,14882.0,42.6,-76.63,"(42.6, -76.63)"
Industrial,NY0210919,Farmingville Laundromat Inc,Ground,0.01,875 HORSEBLOCK RD,FARMINGVILLE,NY,USA,11738.0,40.83,-73.03,"(40.83, -73.03)"
Industrial,NY0258423,BOSTON VALLEY TERRA COTTA INC,Surface,0.0,6860 S ABBOTT RD,ORCHARD PARK,NY,USA,14127.0,42.7,-78.78,"(42.7, -78.78)"
Municipal,NY0031194,MASSENA WASTEWATER TREATMENT PLANT,Surface,4.8,302 E ORVIS ST,MASSENA,NY,USA,13662.0,44.94,-74.87,"(44.94, -74.87)"
Industrial,NY0107221,ERWIN MANUFACTURING COMPLEX,Both,0.54,792 ADDISON RD - S HAMILTON RD,PAINTED POST,NY,USA,14870.0,42.12,-77.14,"(42.12, -77.14)"
Industrial,NY0003433,JAMESTOWN ELECTRO PLATING WORKS,Surface,0.04,105 WATER ST,JAMESTOWN,NY,USA,14702.0,42.09,-79.23,"(42.09, -79.23)"
Industrial,NY0203874,FREDONIA WATER FILTRATION PLANT,Surface,0.05,SPODEN RD & NY RT 60,FREDONIA,NY,USA,14048.0,42.4,-79.31,"(42.4, -79.31)"
Industrial,NY0073113,SENECA FOODS- LEICESTER PLANT,Both,1.54,5705 ST RTE 36,LEICESTER,NY,USA,14481.0,42.74,-77.88,"(42.74, -77.88)"
Industrial,NY0262200,CORNELL UNIVERSITY RUMINANT CENTER,Ground,0.01,681 CORNELL LN,DRYDEN,NY,USA,13053.0,42.44,-76.25,"(42.44, -76.25)"
Industrial,NY0033901,CSX TRANSPORTATION DEWITT YARD,Surface,0.05,6200 GIRDEN RD,EAST SYRACUSE,NY,USA,13057.0,43.07,-76.04,"(43.07, -76.04)"
Municipal,NY0026786,PORT CHESTER WASTE WATER TREATMENT FACILITY,Surface,6.0,75 FOX ISLAND RD,PORT CHESTER,NY,USA,10573.0,40.99,-73.66,"(40.99, -73.66)"
Industrial,NY0008010,BOWLINE GENERATING STATION,Surface,912.1,140 SAMSONDALE AVE,WEST HAVERSTRAW,NY,USA,10993.0,41.21,-73.97,"(41.21, -73.97)"
Municipal,NY0023493,AVON WWTP,Surface,0.79,274 RIVER RD,WOODRIDGE,NY,USA,12789.0,41.7,-74.61,"(41.7, -74.61)"
Industrial,NY0201375,NYC DEP-JAMAICA WATER SUPPLY WELLS,Surface,0.0,"BOUNDED BY I-678, ST RTE 878, GRAND CENTRAL PKWY & CITY LINE",QUEENS,NY,USA,NULL,40.65,-73.75,"(40.65, -73.75)"
Industrial,NY0276855,Rockaway Beach Hotel,Surface,1.8,108-20 Rockaway Beach Blvd,Rockaway Park,NY,USA,11694.0,40.58,-73.83,"(40.58, -73.83)"
Industrial,NY0282499,CAMP PONTIAC,Ground,0.04,2026 CO RTE 7,Copake,NY,USA,12502.0,42.08,-73.59,"(42.08, -73.59)"
Municipal,NY0206768,CROGHAN STP,Surface,0.07,MAIN ST,CROGHAN,NY,USA,13327.0,43.9,-75.4,"(43.9, -75.4)"
Industrial,NY0270288,FORT DRUM,Surface,0.12,HQ  10TH MTN DIV (LI)|RANGE 50,LEWIS & JEFFERSON CO,NY,USA,13601.0,44.23,-75.55,"(44.23, -75.55)"
Industrial,NY0244252,AMERICOLD LOGISTICS - SYRACUSE WAREHOUSE,Surface,0.01,264 FARRELL RD,SYRACUSE,NY,USA,13209.0,43.12,-76.27,"(43.12, -76.27)"
Municipal,NY0268607,TOWN F CLAVERACK BOOSTER PUMP STATION,Surface,NULL,WBB RD,CAVERACK,NY,USA,NULL,42g.23,-7.375,"(42.23, -73.75)"
Industrial,NY0265039,WHITE PLAINS SUBSTATION,Surface,NULL,9 NEW ST,WHITE PLAINS,NY,USA,10601.0,41.03,-73.77,"(41.03, -73.77)"
Industrial,NY0246441,RESIDENT ENGINEERS SUBHEADQUARTERS,Surface,0.0,ST RTE 417 & ST RTE 36,JASPER,NY,USA,14855.0,42.12,-77.53,"(42.12, -77.53)"
Municipal,NY0026336,NIAGARA FALLS STP,Surface,48.0,1200 BUFFALO AVE,NIAGARA FALLS,NY,USA,14304.0,43.08,-79.04,"(43.08, -79.04)"
Industrial,NY0110591,SLOMINS INC PROPERTY,Ground,0.29,125 LAUMAN LN,HICKSVILLE,NY,USA,11801.0,40.74,-73.5,"(40.74, -73.5)"
Industrial,NY0236772,THE FOUNTAINHEAD GROUP,Surface,0.0,3512 BLEACHERY PL,CHADWICKS,NY,USA,13319.0,43.03,-75.27,"(43.03, -75.27)"
Industrial,NY0102148,MOHAWK VIEW WATER TREATMENT PLANT,Surface,0.38,100 ONDERDONK RD|(COORDINATES FOR STP CENTROID),LATHAM,NY,USA,12110.0,42.79,-73.78,"(42.79, -73.78)"
Municipal,NY0091081,SCSD #28 - FAIRFIELrD STP,Grund,014,21 MORICHES RD,SAINT JoAMES,NY,USA,y11784.0,40.8n7,-73.14,(40.87 -73.14)
Municipal,NY0020311,CLIFTON SPRINGS - V WWTP,Surface,0.5,LADUE AVE,CLIFTON SPRINGS,NY,USA,14432.0,42.97,-77.13,"(42.97, -77.13)"
