year,state,hai,operative_procedure,facid_one,facility_name_one,facid_two,facility_name_two,facid_three,facility_name_three,county,procedure_count,infection_count,notes
2013,California,SSI, Pacemaker Surgery,930000044,Marina Del Rey Hospital,.,.,.,.,Los Angeles,27.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30000121,"Marshall Medical Center (1-Rh), Placerville",.,.,.,.,El Dorado,65.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,40000110,Memorial Hospital Los Banos,.,.,.,.,Merced,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000092,Memorial Hospital of Gardena,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,30000123,"Memorial Medical Center, Modesto",.,.,.,.,Stanislaus,121.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,250000727,"Menifee Valley Medical Center, Sun City",.,.,.,.,Riverside,20.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30000124,"Mercy General Hospital, Sacramento",.,.,.,.,Sacramento,452.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30000901,Mercy Hospital of Folsom,.,.,.,.,Sacramento,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,40000113,Mercy Medical Center Merced,.,.,.,.,Merced,62.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,230000010,Mercy Medical Center Redding,.,.,.,.,Shasta,77.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30000127,"Mercy San Juan Medical Center, Carmichael",.,.,.,.,Sacramento,125.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000096,"Methodist Hospital of Southern CA, Arcadia",.,.,.,.,Los Angeles,194.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,220000017,"Mills-Peninsula Medical Center, Burlingame",220000004,"Mills Health Center, San Mateo",.,.,San Mateo,88.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000027,"Mission Community Hospital, Panorama",.,.,.,.,Los Angeles,24.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,60000066,Mission Hospital Laguna Beach,.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,60000060,"Mission Hospital Regional Medical Center, Mission Viejo",.,.,.,.,Orange,152.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000108,Monterey Park Hospital,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,70000145,"Natividad Medical Center, Salinas",.,.,.,.,Monterey,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,110000010,"Northbay Medical Center, Fairfield",.,.,.,.,Solano,71.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000111,Northridge Hospital Medical Center,.,.,.,.,Los Angeles,69.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,110000982,Novato Community Hospital,.,.,.,.,Marin,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,70000146,"O'connor Hospital, San Jose",.,.,.,.,Santa Clara,122.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30000131,"Oak Valley Hospital District   (2-Rh), Oakdale",.,.,.,.,Stanislaus,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,50000023,"Ojai Valley Community Hospital, Ojai",.,.,.,.,Ventura,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000105,"Olympia Medical Center, Los Angeles",.,.,.,.,Los Angeles,22.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,230000014,Oroville Hospital,.,.,.,.,Butte,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000057,Pacific Alliance Medical Center,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000133,"Pacifica Hospital of The Valley, Sun Valley",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000077,Palmdale Regional Medical Center,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,80000142,"Palomar Health Downtown Campus, Escondido",630013873,"Palomar Medical Center, Escondido",.,.,San Diego,190.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,90000145,"Paradise Valley Hospital, National City",.,.,.,.,San Diego,47.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,250000044,"Parkview Community Hospital Medical Center, Riverside",.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,110000040,"Petaluma Valley Hospital, Petaluma",.,.,.,.,Sonoma,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,90000146,"Pioneers Memorial Healthcare District, Brawley",.,.,.,.,Imperial,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,60000062,Placentia Linda Hospital,.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,230000015,"Plumas District Hospital, Quincy",.,.,.,.,Plumas,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,80000147,"Pomerado Hospital, Poway",.,.,.,.,San Diego,32.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000123,"Pomona Valley Hospital Medical Center, Pomona",.,.,.,.,Los Angeles,170.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000099,"Presbyterian Intercommunity Hospital, Whittier",.,.,.,.,Los Angeles,143.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000066,"Providence Holy Cross Medical Center, Mission Hills",.,.,.,.,Los Angeles,119.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000157,"Providence Little Company of Mary Medical Center, San Pedro",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000081,"Providence Little Company of Mary Medical Center, Torrance",.,.,.,.,Los Angeles,81.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000101,"Providence Saint Joseph Medical Center, Burbank",.,.,.,.,Los Angeles,186.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000091,"Providence Tarzana Medical Center, Tarzana",.,.,.,.,Los Angeles,318.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,110000041,"Queen of The Valley Medical Center, Napa",,.,.,.,Napa,124.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,80000023,"Rady Children's Hospital, San Diego",.,.,.,.,San Diego,32.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,240000046,Redlands Community Hospital,.,.,.,.,San Bernardino,59.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,70000133,Regional Medical Center of San Jose,.,.,.,.,Santa Clara,77.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,120000409,Ridgecrest Regional Hospital,.,.,.,.,Kern,22.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,250000049,Riverside Community Hospital,.,.,.,.,Riverside,483.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,250000050,"Riverside County Regional Medical Center, Moreno Valley",.,.,.,.,Riverside,43.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000162,"Ronald Reagan UCLA Medical Center, Los Angeles",.,.,.,.,Los Angeles,54.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,60000063,"Saddleback Memorial Medical Center, Laguna Hills",060000064,Saddleback Memorial Medical Center-San Clemente,.,.,Orange,318.0,2.0,NULL
2013,California,SSI, Pacemaker Surgery,40000126,"Saint Agnes Medical Center, Fresno",.,.,.,.,Fresno,218.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000128,"Saint Francis Medical Center, Lynwood",.,.,.,.,Los Angeles,48.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,220000029,"Saint Francis Memorial Hospital, San Francisco",.,.,.,.,San Francisco,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000100,"Saint John's Health Center, Santa Monica",.,.,.,.,Los Angeles,77.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,70000635,"Saint Louise Regional Hospital, Gilroy",.,.,.,.,Santa Clara,29.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000104,"Saint Vincent Medical Center, Los Angeles",.,.,.,.,Los Angeles,95.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,70000147,Salinas Valley Memorial Hospital,.,.,.,.,Monterey,156.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,240000053,"San Antonio Community Hospital, Upland",.,.,.,.,San Bernardino,284.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000125,San Dimas Community Hospital,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000041,"San Gabriel Valley Medical Center, San Gabriel",.,.,.,.,Los Angeles,33.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,120000411,"San Joaquin Community Hospital, Bakersfield",.,.,.,.,Kern,281.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,630013913,San Leandro Hospital,.,.,.,.,Alameda,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,220000007,San Mateo Medical Center,.,.,.,.,San Mateo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,140000704,San Ramon Regional Medical Center,140000683,San Ramon Regional Medical Center South Building,.,.,Contra Costa,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,50000280,Santa Barbara Cottage Hospital,050000022,Cottage Rehabilitation Hospital at Santa Barbara,.,.,Santa Barbara,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,70000149,"Santa Clara Valley Medical Center, San Jose",.,.,.,.,Santa Clara,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000049,"Santa Monica, UCLA Medical Center and Orthopaedic",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,140001268,Santa Rosa Memorial Hospital,.,.,.,.,Sonoma,140.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,80000022,"Scripps Green Hospital, La Jolla",.,.,.,.,San Diego,460.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,90000025,"Scripps Mercy Hospital, San Diego",090000016,Scripps Mercy Hospital Chula Vista,.,.,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,220000025,"Sequoia Hospital, Redwood City",.,.,.,.,San Mateo,166.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,220000026,"Seton Medical Center, Daly City",220000028,"Seton Medical Center-Coastside, Moss Beach",.,.,San Mateo,54.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,230000016,"Shasta Regional Medical Center, Redding",.,.,.,.,Shasta,143.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,930000140,Sherman Oaks Hospital,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,120001464,"Sierra View District Hospital, Porterville",.,.,.,.,Tulare,42.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,50000031,"Sierra Vista Regional Medical Center, San Luis Obispo",.,.,.,.,San Luis Obispo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000035,"Silver Lake Medical Center, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,50000455,Simi Valley Hospital & Health Care Services,.,.,.,.,Ventura,32.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30001799,Sonora Regional Medical Center Campus #1,030000365,Sonora Regional Medical Center Campus #2,.,.,Tuolumne,73.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000015,Southern California Hospital at Culiver City,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000064,Southern California Hospital at Hollywood,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,250000507,"Southwest Healthcare Systems, Murrieta",250000344,"Southwest Healthcare Systems, Wildomar",.,.,Riverside,48.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,240000103,St Bernardine Medical Center,.,.,.,.,San Bernardino,160.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,110000058,"St Helena Hospital, St Helena",.,.,.,.,Napa,95.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,50000026,"St John's Pleasant Valley Hospital, Arillo",.,.,.,.,Ventura,25.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,50000035,"St John's Regional Medical Center, Oxnard",.,.,.,.,Ventura,147.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,110000067,"St Joseph Hospital, Eureka",.,.,.,h.,Humboldt,87.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,60000067,"St Joseph Hospital, Orange",.,.,.,.,Orange,330.0,2.0,NULL
2013,California,SSI, Pacemaker Surgery,30000143,St Joseph's Medical Center of Stockton,.,.,.,.,San Joaquin,308.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,60000068,"St Jude Medical Center, Fullerton",.,.,.,.,Orange,177.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,240000104,"St Mary Medical Center, Apple Valley",.,.,.,.,San Bernardino,156.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000103,"St Mary Medical Center, Long Beach",.,.,.,.,Los Angeles,61.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,220000030,"St Mary's Medical Center, San Francisco",.,.,.,.,San Francisco,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,140000041,"St Rose Hospital, Hayward",.,.,.,.,Alameda,31.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,70001357,"Stanford Hospital, Stanford",.,.,.,.,Santa Clara,43.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30000108,"Sutter Amador Hospital, Jackson",.,.,.,.,Amador,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,30000109,"Sutter Auburn Faith Hospital, Auburn",.,.,.,.,Placer,37.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,140000016,"Sutter Delta Medical Center, Antioch",.,.,.,.,Contra Costa,72.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30000151,"Sutter General Hospital, Sacramento",030000112,"Sutter Memorial Hospital, Sacramento",.,.,Sacramento,410.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,110000019,"Sutter Lakeside Hospital, Lakeport",.,.,.,.,Lake,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,110000007,Sutter Medical Center of Santa Rosa,.,.,.,.,Sonoma,97.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30000134,Sutter Roseville Medical Center,.,.,.,.,Placer,111.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,110000068,"Sutter Solano Medical Center, Vallejo",.,.,.,.,Solano,44.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30000141,Sutter Tracy Community Hospital,.,.,.,.,San Joaquin,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000143,"Temple Community Hospital, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,930000127,"Torrance Memorial Medical Center, Torrance",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,80000152,"Tri-City Medical Center, Oceanside",.,.,.,.,San Diego,161.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000032,"Tri-City Regional Medical Center, Hawaiian Gardens",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,120001467,Tulare Regional Medical Center,.,.,.,.,Tulare,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,50000037,"Twin Cities Community Hospital, Templeton",.,.,.,.,San Luis Obispo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,220000031,"UCSF Medical Center, San Francisco",220000015,"UCSF Medical Center at Mount Zion, San Francisco",.,.,San Francisco,222.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000187,"USC Verdugo Hills Hospital, Glendale",.,.,.,.,Los Angeles,60.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,110000070,"Ukiah Valley Medical Center/Hospital Drive, Ukiah",.,.,.,.,Mendocino,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,30000113,"University of California Davis Medical Center, Sacramento",.,.,.,.,Sacramento,294.0,2.0,NULL
2013,California,SSI, Pacemaker Surgery,60000071,"University of California Irvine Medical Center, Orange",.,.,.,.,Orange,63.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,90000154,"University of California, San Diego Medical Center",090001116,"UCSD-La Jolla, John M.& Sally B. Thornton Hospital",.,.,San Diego,93.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000129,"Valley Presbyterian Hospital, Van Nuys",.,.,.,.,Los Angeles,62.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,140000797,"Valleycare Medical Center, Pleasanton",140000199,"Valley Memorial Hospital, Livermore",.,.,Alameda,24.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,50000039,Ventura County Medical Center,630010957,"Ventura County Medical Center, Santa Paula Hospital",.,.,Ventura,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,240000054,"Victor Valley Community Hospital, Victorville",.,.,.,.,San Bernardino,44.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,140000118,"Washington Hospital, Fremont",.,.,.,.,Alameda,30.0,1.0,NULL
2013,California,SSI, Pacemaker Surgery,70000155,Watsonville Community Hospital,.,.,.,.,Santa Cruz,21.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,60000016,"West Anaheim Medical Center, Anaheim",.,.,.,.,Orange,34.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000028,West Hills Hospital and Medical Center,.,.,.,.,Los Angeles,124.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,60000074,Western Medical Center  Anaheim,.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Pacemaker Surgery,60000073,Western Medical Center Santa Ana,.,.,.,.,Orange,27.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000191,"White Memorial Medical Center, Los Angeles",.,.,.,.,Los Angeles,50.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,930000151,Whittier Hospital Medical Center,.,.,.,.,Los Angeles,27.0,0.0,NULL
2013,California,SSI, Pacemaker Surgery,30000146,Woodland Memorial Hospital,.,.,.,.,Yolo,39.0,0.0,NULL
2013,California,SSI, Spleen surgery,60000002,"AHMC Anaheim Regional Medical Center, Anaheim",.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,40000122,"Adventist Medical Center, Hanford",630012960,Adventist Medical Center-Selma,.,.,Kings-Fresno,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,140000034,"Alameda County Medical Center, Oakland",140000184,"Alameda County Medical Center-Fairmont Campus, San Leandro",.,.,Alameda,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus, Berkeley",140000006,"Alta Bates Summit Medical Center, Herrick Campus, Berkeley",.,.,Alameda,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,140000425,"Alta Bates Summit Medical Center, Oakland",140000203,"Alta Bates Summit Medical Center, Summit Campus, Oakland",.,.,Alameda,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,90000013,"Alvarado Hospital Medical Center, Campus #1, San Diego",090000839,"Alvarado Hospital Medical Center, Campus #2, San Diego",v.,,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000008,"Antelope Valley Hospital, Lancaster",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,240000100,"Arrowhead Regional Medical Center, Colton",.,c.,.,,San Bernardino,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,120000338,Bakersfield Memorial Hospital,.,.,.,.,Kern,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000114,"Barton Memorial Hospital, South Lake Tahoe",.,.,.,.,El Dorado,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,93000002,"California Hospital Medical Center, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,220000022,"California Pacific Medical Center, Pacific Campus Hospital, SF",220000002,"California Pacific Medical Center, CA West Campus  Hospital, SF",.,.,San Francisco,39.0,1.0,NULL
2013,California,SSI, Spleen surgery,220000018,"California Pacific Medical Center, St Luke's Campus, San Francisco",.,.,.,.,San Francisco,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000004,"Cedars-Sinai Medical Center, Los Angeles",.,.,.,.,Los Angeles,42.0,0.0,NULL
2013,California,SSI, Spleen surgery,930000022,"Centinela Hospital Medical Center, Inglewood",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,40000129,"Children's Hospital Central California, Madera",.,.,.,.,Madera,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,140000014,Childrens Hospital and Research Center at Oakland,.,.,.,.,Alameda,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000034,Childrens Hospital of Los Angeles,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,220000003,"Chinese Hospital, San Francisco",.,.,.,.,San Francisco,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000070,"Citrus Valley Medical Center, IC , Covina",930000132,"Citrus Valley Medical Center, QV,  West Covina",.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000036,"City of Hope Helford Clinical Research Hospital, Duarte",.,.,.,.,Los Angeles,30.0,0.0,NULL
2013,California,SSI, Spleen surgery,40000095,Clovis Community Medical Center,.,.,.,.,Fresno,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,60000021,"Coastal Communities Hospital, Santa Ana",.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,70000137,"Community Hospital of The Monterey Peninsula, Monterey",.,.,.,.,Monterey,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,40000101,"Community Regional Medical Center, Fresno",.,.,.,.,Fresno,50.0,1.0,NULL
2013,California,SSI, Spleen surgery,140000195,"Contra Costa Regional Medical Center, Martinez",.,.,.,.,Contra Costa,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000117,"Dameron Hospital, Stockton",.,.,.,.,San Joaquin,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,250000008,"Desert Regional Medical Center, Palm Springs",.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000118,Doctors Hospital of Manteca,.,.,.,.,San Joaquin,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000122,"Doctors Medical Center, Modesto",.,.,.,.,Stanislaus,21.0,0.0,NULL
2013,California,SSI, Spleen surgery,70000139,Dominican Hospital,.,.,.,.,Santa Cruz,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000052,Downey Regional Medical Center,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930001709,"Earl & Loraine Miller Children's Hospital, Long Beach",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,140000183,"Eden Medical Center, Castro Valley",.,.,.,.,Almaeda,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,250000011,"Eisenhower Medical Center, Rancho Mirage",.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,70000136,"El Camino Hospital, Los Gatos",.,.,.,.,Santa Clara,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,70001351,"El Camino Hospital, Mountain View",.,.,.,.,Santa Clara,24.0,0.0,NULL
2013,California,SSI, Spleen surgery,90000040,El Centro Regional Medical Center,.,.,.,.,Imperial,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,30000125,"Emanuel Medical Center Inc, Turlock",.,.,.,.,Stanislaus,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,230000013,"Enloe Medical Center-Cohasset, Chico",230000002,"Enloe Medical Center-Esplanade, Chico",230000405,"Enloe Rehabilitation Center, Chico",Butte,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,230000019,"Fairchild Medical Center, Yreka",.,.,.,.,Siskiyou,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000056,"Foothill Presbyterian Hospital-Johnston Memorial, Glendora",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,60000011,Fountain Valley Regional Hospital & Medical Center,060000936,Fountain Valley Regional Hospital & Medical Center,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,230000261,"Fremont Medical Center, Yuba City",230000260,"Rideout Memorial Hospital, Marysville",.,.,Sutter-Yuba,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,50000016,"French Hospital Medical Center, San Luis Obispo",.,.,.,.,San Luis Obispo,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,60000058,Garden Grove Hospital and Medical Center,.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000058,"Garfield Medical Center, Monterey Park",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,70000141,"George L. Mee Memorial Hospital, King City",.,.,.,.,Monterey,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000059,Glendale Adventist Medical Center,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000093,Glendale Memorial Hospital and Health Center,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,70000153,"Good Samaritan Hospital, San Jose",070000154,"Mission Oaks Hospital, Los Gatos",.,.,Santa Clara,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,80000045,"Grossmont Hospital, La Mesa",.,.,.,.,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,70000142,"Hazel Hawkins Memorial Hospital, Hollister",.,.,.,.,San Benito,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,110000009,Healdsburg District Hospital,.,***,.,.,Sonoma,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,250000012,Hemet Valley Medical Center,.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spleen surgery,930000063,"Henry Mayo Newhall Memorial Hospital, Valencia",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
