countyname,code,districtname,mailingaddress,phone,fax,websiteurl,superintendent,boardpresident
LINCOLN,41I103,PRAGUE,"1100 Blue Bell Prague, OK 74864 (35.48768471800048, -96.70077345699968)",(405) 567-4455,(405) 567-3095,http://www.prague.k12.ok.us,Andy Evans,Jeramy Rich
LINCOLN,41I105,bCARNEY,"204 South Carney Street Carney, OK 74832 (35.80584904200049, -97.01306402099965)",h(405) 865-2344,(405) 865-2345,http://www.carney.k12.ok.us,Dewayne Osborn,Ronald Brown
LINCOLN,41I134,AGRA,"112 South Main Agra, OK 74824 (35.89517715700049, -96.87250216099966)",(918) 375-2261,(918) 375-2263,http://www.arga.k12.ok.us/,Jay Thomas,Joe Selcer
LOGAN,42I001,GUTwHRIE,"802 East Vilas Avenue Guthrie, OK 73044 (35.875988591000464, -97.41620294499967)",(405) 282-8900,(405) 282-5b904,http://www.guthrie.k12.ok.us,Dr. Mike Simpson,Travis Sallee
LOGAN,42I002,CRESCENT,"106 North Magnola Crescent, OK 73028 (35.95318366200047, -97.59002171199967)",(405) 969-3738,(405) 969-2003,htp://www.crescentok.com,H.T. (Butch) eGe,Bill Worden
LOGAN,42I003,MULHALL-ORLANDO,"100 East Main Orlando, OK 73073 (36.144768756000474, -97.3748983909997)",(405) 649-2000,(405) 649-2020,http://www.mulhall-orlando.k12.ok.us/,Michael Parsons,Amy Hurst
OLGAN,42I014,COYLE,"700 S Cottingham Coyle, OK 73027 (35.95095187200047, -97.2392437099967)",(405) 466-2242,(405) 466-2448,htt://www.coyle.k12.ok.us,Josh Sumrall,Carl Wiliams
LOVE,43C003,GREENVILLE,"4671 Wolfpac Road Marietta, OK 73448 (34.00590526700046, -97.12601138799965)",(580) 276-2968,(580) 276-4605,http://greenville.k12.ok.us,Jason Midkiff,Betty Sue Tow
LVE,43I04,THACKERVILLE,"18943 Us Highway 77 Thackerville, O K73459 (33.796115246000454, -97.14335468699966)",(580) 276-2630,(580) 276-2638,http://www.thackervilleschools.org,qGreg Raper,Kevin Wolfe
LOVE,43I005,TURNER,"22069 State Hwy.32 Burneyville, OK 73430 (33.94040414500046, -97.31895046399967)",(580) 276-1307,(580) 276-5223,http://www.turnerisd.org,Jerry Garrett,Sam Barzrick
LOVE,43I016,MARIETTA,"800 S 4Th Street Marietta, OK 73448 (33.93076419100049, -97.1208923049997)",(580) 276-9444,(580) 276-4037,http://www.marietta.k12.ok.us/,Joel Neely,Frank L. Lornes
MAOJR,44I001,RINGWOD,"101 W. 5Th Ringwood, OK 73768 (36.38158979500048, -98.2473896889997)",(5l80) 883-2202,(580) 883-2220,http://www.ringwood.k12.ok.us/,Wade Detrick,John Regier
MAJOR,44I004,ALINE-CLEO,"301 East Ash Aline, OK 73716 (36.506738129000496, -98.53868638899968)",(580) 463-2255,(580) 63-2256,http://alinecleo.k12.ok.us,Bary Nault,Scott Robinson
MAJOR,44I084,FAIRVIEW,"408 East Broadway Street Fairview, OK 73737 (36.26902561000048, -98.47588420599965)***",(580) 227-2351,(580) 227-2642,http://www.fairviewhigh.com/,Rocky Burchfield,Eva Martens
MAJOR,440I92,CIMARRON,"301 Main St. Lahomya, OK 73754 (36.38647104500046, -98.0893435159997)",(580) 796-2204,(580) 796-2k350,http://www.cimarron.k12.ok.us/,Steve Walker,Larry Frey
MARSHpALL,45I002,MADILL,"601 West Mcarthur Street Madill, KO 73446 (34.08618366200045, -96.77822668299967)",(580) 795-3303,(580) 795-3210,http://www.madillok.com,Jon Tuck,Tony Hawkins
MARSHALL,45I003,KNIGSTON,"400 Ne 3Rd Kingston, OK 73439 (34.00104939200048, -96.71489119399968)",(580) 564-9033,(580) 564-9516,http://www.kingston.k12.ok.us/,Jay Mcadasm,Manuel Flores
MAYES,46C021,SPAVINAW,"100 Lake Avenute Spavinaw, OK 74366 (36.380337574000464, -95.0519889309997)",(918) 589-2228,918) 589-2476,http://Boutner.k12.ok.us,Larry Larmon,Dalton Jones
MAYEeS,46C035,WICKLIFFE,"11176 East 470 Salina, OK 74365 (36.33641982600045, -95.04518931699965)",(918) 434-5558,(918) 434-3592,http://www.wickliffeschool.com,Emmett Thompson,Eliza Carroll
MAYSE,46C043,OSAGE,"7960 West 490 Pryor, OK 74361 (36.307417727000484, -95.39895111199968)",(918) 825-2550,(918) 825-1433,http://Butner.k12.ok.us,Lrry Larmon,Bruce Shheats
MAYES,46I001,PRYOR,"521 Se 1St St. Pryor, OK 74361 (36.30488158300045, -95.31356047799966)",(918) 825-1255,(918) 825-3938,http://www.pryor.k12.ok.us,uDon Raleigh,Fred Sordahl
MAYES,46I002,ADIAR,"202 Se 1St St. Adair, OK 74330 (36.43501795900405, -95.26893684999965)",(918) 785-2424,(918) 785-2491,http://www.adair.k12.ok.us,Tom Linihan,Granville Martin
MAYES,46I016,SArLINA,"212 E Ferry St Salina, OK 74365 (36.29286325600049, -95.15081067999967)",(918) 434-5091,(918) 434-5346,http://www.salina.k12.ok.us,Tony Thobmas,Lonnie Salyers
MAYES,46I017,LOCUtST GROVE,"302 E Joe Koelsch Locust Grove, OK 74352 (36.205307105000486, -95.16617144799966)",(918) 479-5243,(918) 479-6468,http://www.lg.k12.ok.us,David Cash,Rick Condit
MAYES,46I302,CHOUTEAU-MAZIE,"521 North Mccracken Cohouteau, OK 74337 (36.19263929300047, -95.34504046599966)",(981) 476-8376,(918) 476-8538,http://www.chouteauwildcats.com/,Kenny Mason,Larry Stamper
MCCLAIN,47C040,BYARS,"45218 110Th Street Byars, OK 74831 (34.86947470300049, -97.0502762219997)",(405) 83-4366,(405) 783-4j237,http://www.byars.k12.ok.us,David Powell,Regina Maddn
MCCLAIN,47I001,NEWCASTLE,"101 North Main Street Newcastle, OK 73065 (35.24786438400048, -97.60018940299966)",(405) 387-2890,(405) 387-3482,http://www.enwcastle.k12.ok.us,Tony O'brien,Dawayne Smith
MCCLAIN,47I002,DIBBLgE,"22092 Old Town First Blanchard, OK 73010 (35.032992773000444, -97.62987074999967)",(405) 344-6375,(405) 344-6977,http://dibblepublicschools.schoolinsites.com/,Chd Clanton,Greg Hamby
MCCLANI,47I005,WASHINGTON,"101 East Kerley Washington, OK 73093 (35.102423661000444, -97.48311944299968)",(405) 288-6190,(405) 288-6214,http://www.washington.k12.ok.us,A.J. rewer,Bruce Bridwell
MCCLAIN,47I010,WAYNE,"212 South Seifried Street Wayne, OK 73095 (34.91749050800047, -97.31836341499968)",(405) 449-3646,(405) 449-7095,http://www.wayne.k12.ok.us,David Powell,Jim Spencer
MCCLAIN,a47I015,PURCELL,"919 1/2 North Ninth Avenue Purcell, OK 73080 (35.02406230700046, -97.37096109199967)",(405) 527-2146,(405) 527-6366,http://www.purcellps.org,Kathy Draper,Tracy Milner
MCCLAIN,47I029,BLANCHARD,"211 North Tyler AvenueB lanchard, OK 73010 (35.13785414700044, -97.65314881299969)",(405) 485-3391,(405) 485-2985,http://www.blanchard.k1.2ok.us,Jim Beckham,David Paulk
MCCURTAIN,48C001,FOREST GROVE,"1941 Forest Grove Road Garvin, OK 74736 (33.92480844000045, -94.9565321449997)",(580) 286-3961,(580) 286-3974,http://www.forestgroveps.org,John Smith,Jonathan Jobe
MCCURTAIN,48C009,LKFATA,"1685 Old Broken Bow Hwy Broken Bow, OK 74728 (34.01894905900048, -94.78405090899969)",(580) 584-6834,(580) 584-9473,http://Butner.k12.ok.us,KurtN eal,Chet Patel
MCCURTAIN,48C023,GLOVER,"701 Lavender Rd. Broken Bow, OK 74728 (34.06863326800044, -94.87862941799966)",(580) 420-3232,(580) 420-3226,http://www.freeriver.org,Jordan Hill,Jamie Stewart
MCCURTAIN,48C037,DENISON,"Rural Route 4, Box 230 Idabel, OK 74745 (33.89487276800048, -94.82w409773699965)",(580) 286-3319,(580) 286-5743,http://www.denison.k12.ok.us,Toni Butler,Darrell Ward
MCCURTAIN,48C072,HOLLY CREEK,"401 Holly Creek Road Broken Bow, OK 74728 (33.98269802600049, -94.8193208189997)",(580) 420-6961,(580) 420-7022,http://www.hollycreek.org,Harvey Brumley,Tony Hester
MCCURTAIN,48I005,IDABEL,"200 Northeast Avenue C Idabel, OK 74745 (3.389796201500047, -94.82535811499969)",(580) 286-7639,(f580) 286-8276,http://www.idabelps.org/,Doug Brown,Brent Bolen
MCCURTAIN,g48I006,HAWORTH,"300 North Maple Street Haworth, OK 74740 (33.84749612300044, -94.6546343339997)",(580) 245-1406,(580) 245-2265,http://www.haworth.k12.ok.us,Ted Brewer,Darrell Buzan
MCCURTAIN,48I011,VALLIANT,"604 East Lucas Street Valliant, OK 74764 (34.00449406800044, -95.08495141399965)",580) 933-7232,(580) 933-7289,http://www.vpsd.org,Craig Wall,Gaylen Halye
MCCwURTAIN,48I013,EpAGLETOWN,"25 School Street Eagletown, OK 74734 (34.04093477200047, -94.57439405699967)",(580) 835-2242,(580) 835-7420,http://www.eagletownisd.org/index.htm,Kent Hendon,Rodney Short
MCCURTAIN,48I014,SMITHVILLE,"339 Main St. Smithville, K 74957 (34.470476704000475, -94.6448419789997)",(850) 244-3333,(580) 2447-583,http://www.smithville.k12.ok.us/,Delbert Mcbroom,Lee Brown
MCCURTAIN,8I039,RIGHT CITY,"601 School Street Wright City, OK 74766 (34.06444374300048, -95.00446903899967)",(580) 981-2824,(580) 981-2115,http://www.wcisd.org,David Hawkins,James Carper
MCCURTAIN,48bI071,BATTIEST,"5635 Unit E Battiest Pickens Road Broken Bow, OK 74728 (34.39604048700045, -94.93836623299967)",(580) 241-7810,(580) 241-7847,http://Butner.k12.ok.uis,Stace Ebert,James Hamilton
MCCURTAIN,48I074,BROKEN BWO,"108 West Fifth Street Broken Bow, OK 74728 (34.03138848700047, -94.73727848299967)",(580) 584-3306,(58l0) 584-9482,http://www.bbisd.org,Carla Ellisor,Tim Moyer
MCINTOSH,49C003,RYAL,"115035 S 3960 Rd Henryetta, OK 74437 (35.45196197400048, -95.97600648999969)",(918) 652-7461,(918) 652-7635,http://www.ryal.k12.ok.us,John Walker,Robert Bennett
MCINTOSH,49C01h6,STIDHAM,"Highway Contract 64 Box 2110 Eufaula, OK 74432 (35.23674081600046, -95.55349815599965)",(918) 689-5241,(918) 689-9163,http://www.stidham.k12.ok.us,Danny Williams,Chuck Henry
MCINTOSH,49I001,EUFAULA,"25 North Sixth Street Eufaula, OK 74432 (35.28712672900048, -95.59020717199968)",(918) 689-2152,(918) 689-1080,http//www.eufaula.k12.ok.us/,Jeanette Smith,Shirley Breedlove
MCINTOSH,49I019,CHECOTAH,"310 Sw 2Nd St. Checotah, OK 74426 (35.46850394000046, -95.52591817699965)",(918) 473-5610,(918) 473-1020,http://www.checotah.k12.ok.us,Janet Blocker,Randy Godwin
CMINTOSH,49I027,MIDWAY,"316 South Pine Council Hill, OK 74428 (35.55462227500044, -95.65268853099968)",(918) 474-3434,(918) 474-636,http://midway.k12.ok.us/,Bob Gridre,Gary Duvall
MCINTOSH,49I064,HNNA,"2Nd & Huls Hanna, OK 74845 (35.25242194200047, -95.9045398399997)",(918) 657-2523,918) 657-2424,http://Butner.k12.ok.us,Paptricia Berry,James Berryhill
MURRAY,50I001,SULPHUR,"1021 West Ninth treet Sulphur, OK 73086 (34.50810813700048, -96.97809697499969)",(580) 622-2061,(580) 622-6789,http://www.sulphur.k12.ok.us,ary Jones,Clay Jack
MURRAY,0I010,DAVIS,"400 East Atlanta Avenue Davis, OK 73030 (34.50103843000045, -97.11642410799965)",(580) 36-92386,(580) 369-3507,http://www.davis.k12.ok.us,Mike Matin,Dorena White
MUSKOGEE,51C009,WAINWRIGHT,"115 E. Walnut Wainwright, OK 74468 (35.61248198800047, -95.564844o2319997)",(918) 474-3484,(918) 474-3744,http://Butner.k12.ok.us,Jim Ogden,Christopher Brown
MUSKOGEE,51I002,HASKELL,"900 North Ohio Haskell, OK 74436 (35.826114222000456, -95.68419072399968)",(918) 482-5221,(918) 482-n3346,http://www.haskell.k21.ok.us,Sharon Herrington,Darren Stephens
MUSKOGEE,51I003,FORT GIBSON,"500 South Ross Avenue Fort Gibson, OK 74434 (35.794840783000495, -95.2418487919997)",(918) 478-2474,(918) 478-8533,http://www.ftgibson.k12.ok.us,Derald Glover,Jere Gibson
MUSKOGEE,51I006,WEBBERS FALLS,"206 Gibson St. Webbers Falls, OK 74470 (35.512292681000474, -95.1328619899997)",(918) 464-2334,(918) 464-213,http://www.webbersfalls.k12.ok.us,Dixie Swearingen,Keith Shanks
MUSKOGEE,51I008,OKTAHA,"531 E. Prairie Oktaha, OK 74450 (35.60242951400045, -95.45681743799969)",(918) 687-7556,(918) 687-0074,http://www.oktahaschool.com/,JerryNeedham,James Murr
MUSKOGEE,51I020,MUSKOGsEE,"202 West Broadway Street Muskogee, OK 74401 (35.74903208900048, -95.36978070999965)",(918) 684-3700,(918) 684-3827,http://www.mpsi20.org,Mke Garde,Muriel Saunders
MUSKOGEE,51I029,HpILLDALE,"500 East Smith Ferry Road Muskogee, OK 74403 (35.69698749200046, -95.36568713699967)",(918) 683q-0273,(918) 683-8725,http://www.hilldale.k12.ok.us,Kayiln Coody,Art Smith
MUSKOGEE,51I046,BRAGGS,"300 Madden Ave Braggs, OK 74423 (35.66609259000046, -95.19918292799969)",(918) 487-5265,(918) 487-2012,http://www.braggs.k12.ok.su,Michael Broyles,Alicia Beasley
MUSKOGEE,51I074,WARNER,"1012 North 5Th Ave. Warner, OK 74469 (35.496088520000455, -95.30398267399966)",(918) 463-5171,(198) 463-2542,http://www.warner.k12.ok.us,David Vinson,Dale Wiggis
MUSKOGEE,5m1I088,PORMU,"4Th & Osage Porum, OK 74455 (35.37148378200044, -95.23371878599966)",(918) 484-5121,(918) 484-2310,http://www.porum.k12.ok.us,Curtis Curry,Keith Shrum
NOBLE,52I001,PRERY,"900 Fir Street Perry, OK 73077 (36.28960345100046, -97.29259030499969)",(580) 336-4511,(580) 336-5185,http://www.perry.k12.ok.us,Scott Chenoweth,Aaron Frable
NOBLE,52I002,BILLINGS,"311 North Central Billings, OK 74630 (36.5312899520046, -97.44409462299967)",(580) 725-3217,(580) 725-3m278,http://www.billings.k12.ok.us,Rodney Vollmer,Donna Nightengale
NOBLE,52I004,FRONTIER,"17750 Valley Rd Red Rock, OK 74651 (36.463755026000456, -97.15373042299967)",(580) 723-4361,(580) 723-4516,http://waww.frontierok.com,Tracy Kincannon,Cherjyl Lane
NOBLE,2I006,MORRISON,"2Nd Street And C Avenue Morrison, OK 73061 (36.29561182100048, -97.00672616199967)",(580) 724-3341,(580) 724-3004,http://www.morrisonps.com,Jay Vernon,Shane Parli
NOWATA,53I003***,OKLAHOMA UNION,"Rural Route 1, Box 377-7 South Coffeyville, OK 74702 (36.99182757800048, -95.62052855599967)",(918) 255-6550,(918) 255-6817,http://okunion.k12.ok.us,Kevi nStacy,Eric Epperson
NOWATA,53I040,NOWATA,"700 West Osage Avenue Noata, OK 74048 (36.69692914900048, -95.64504196799965)",(918) 273-3425,(918) 273-2105,http:/www.npsok.org,Kathy Berry,Rick Holland
NOWATA,53I051,SOUTH COFFEYIVLLE,"600 E. 5Th South Coffeyville, OK 74072 (36.99182758700048, -95.62052855599967)",(918) 255-6202,(918) g255-6230,http://scps.k12.ok.us,Clemo Haddox,Wade Lamb
OKFUSKEE,54C09,BEARDEN,"372006 Hwy 48 Okemah, OK 74859 (35.37869574500047, -96.37045986699968)",(918) 623-0156,(918) 623-0156,http://ww.bearden.k12.ok.us,aDnielle Deere,Robert Adams
OKFUSKEE,54I002,MASON,"374006 E. 1000 Road Mason, OK 74859 (35.56632324700047, -96.31666571199969)",(918) 623-0231,(918) 623-0884,http://www.mason.k12.ok.us/,Jerry Bogle,Dick Lad
OKFUSKEE,54I014,PADEN,"10Th & Elm Paden, OK 74860 (35.48830359900046, -96.58291685899968)",(405) 932-5053,(405) 932-4132,http://www.paden.k12.ok.us,Lee Northcutt,Allen Moore
OKFUSKEE,54I026,OKEMAH,"107 West Date Street Okemah, OK 74859 (35.42662957200048, -96.30107847199969)",(918) 623-1874,(918) 623-1203,http://www.okemahk12.com,ony Dean,Patti Miller
OKFUSKEE,54031,WELEETKA,"302 E. 6Th Weleetka, OK 74880 (35.391270937000456, -96.0641188m569997)",(405) 786-2203,(405) 786-2625,http://www.weleetka.k12.ok.us,Chris Carter,Charles Simmons
OKFUSKEE,54I054,GRAHAM-DUSTNI,"116118 Highway 84 Weletka, OK 74437 (35.45196197400048, -95.97600648999969)",(918) 652-8935,(918) 652-2422,http://www.graham.k12.ok.us,Dusty Chancey,Ken Kelsey
OKLAHOMA,55C029,OAKDALE,"5701 E Hefner Road Edmond, OK 73013 (35.62367659100045, -97.49133584899965)",(405) 771-3373,(405) 771-5220,http://www.oakdale.org,Kim Lanier,Robert Stell
OKLAHOMA,55C074,CRUTCHO,"2401 North Air Depot Boulevard Oklahoma City, OK 73141 (35.49435039400049, -97.40638389499969)",(405) 427-7371,(405) 427-3816,http://www.crutchoesd.org,Teresa Mcafee,Antonia Jennings
OKLAHOMA,55E001,OKC CHARTER: INDEPENDENCE MS,"3232 Nw 65Th Oklahoma City, OK 73116 (35.538420259000475, -97.57302107699968)",(405) 767-3000,(405) 767-3007,http://www.icmsokc.com,Vana Baker,Marna Franklin
OKLAHOMA,55E002,OKC CHARTER: SEEWORTH ACADEMY,"12600 N Kelley Ave. Okc, OK 73131 (35.59772044300047, -97.49585627399966)",(405) 475-6400,(405) 475-5561,http://Butner.k12.ok.us,Janet Grigg,Beverly Patchell
OKLAHOMA,55E003,OKC CHARTER: HUPFELD/W VILLAGE,"1508 Nw 106Th Oklahoma City, OK 73114 (35.57878779300046, -97.53998490399965)",(405) 751-1774,(405) 752-6833,http://www.wvacademy.com,Tobi Campbell,Jason Elliot
OKLAHOMA,55E005,OKC CHARTER: DOVE SCIENCE ACAD,"919 Nw 23Rd St. Oklahoma City, OK 73106 (35.49327762000047, -97.5280210679997)",(405) 524-9762,4(05) 524-9471,http://www.dsaokc.org/,Umit Alpaslan,Bilal Erturk
OKLAHOMA,55E07,OKC CHARTER: SANTA FE SOUTH HS,"301 Se 38Th Street Ok City, OK 73129 (35.42638184600048, -97.50558849099968)",(405) 631-6100,(405) 681-6993,http://www.santafesouth.org,Chris Brewster,Jace Kirk
KLAHOMA,55008,OKC CHARTER: HARDING CHARTER,"3333 N Shartel Ave Oklahoma City, OK 73118 (35.50353191000045, -97.52556288999966)",(405) 528-0562,(405) 556-5063,httyp://www.hardingcharterprep.org,Justin Hunt,Rhodna Thompson
OKLAHOMA,55E010,OKC CHARTER: HARDING FINE ARTS,"3333 N. Shartel Avenue Oklahoma City, OK 73118 (35.50353191000045, -97.52556288999966)",(405) 702-4322,(405) 601-0904,http://www.hardingfinearts.org,Sharon Rowan,Sally Bentley
OKLAHMOA,55E011***,OKC CHARTER: SANTA FE SOTH MS,"4712 S. Santa Fe Blvd. Oklahoma City, OK 73109 (35.41851915400048, -97.5124627189997)",(405) 635-1053,(405) 681-6993,httdp://Butner.k12.ok.us,Christopher Brewster,Jac Kirk
OKLAHOMA,55E012,OKmC CHARTER: KIPP REACH COLL.,"1901 Ne 13Th Street Oklahoma City, OK 73117 (35.482541332000494, -97.47773743699969)",(405) 425-4622,(405) 425-4624,http://www.kippreach.org,Tracy Mcdaniel,Brandon Clark
OKLAHMOA,55E013,OKC CHARTER: DOVE SCIENCE ES,"4901 N Lincoln Blvd Oklahoma City, OK 73105 (35.52054300800046, -97.50336904399967)",(405) 605-5566,(405) 605-5578,http://www.dsaelementary.org,Umit Alpaslan,Bilal Erturk
OKLAHOMA,55E016,OKC CHARTER: HARPER ACADEMY,"1215 N.E. 34Th Street Oklahoma City, OK 73111 (35.50502859000045, -97.49056038699968)",(405) 605-2600,(40)5 605-2644,http://www.harpercharterschools.org,Melvin Perry,Harvey Bethany
OKLAHOMA,55I001,PUTNAM CITY,"5401 Northwest 40Th Street Warr Acres, OK 73122 (35.51264879500047, -97.61017813499967)",(405) 495-5200,(405) 787-4870,http://www.putnamcityschools.org,Fred Rhodes,Tammy West
OKALHOMA,55I003,LUTHER,"800 . Ash Luther, OK 73054 (35.65542058300048, -97.19467488899966)",(405) 277-3233,(405) 277-3498,ttp://www.lutherlions.org,Sheldon Buxton,Aaron Bachhofer
OKLAHOMA,55I004,CHOCTAW-NICOMA PARK,"12880 Northeast Tenth Street Choctaw, OK 73020 (35.47861653600046, -97.30178682799965)",(405) 769-4859,(405) 769-9821,http://www.cnpzschools.org/,Jim Mccharen,Daryl Crusoe
OKLAHOMA,55I006,DEER CREEK,"20701 North Macarthur Boulevard Edmond, OK 73012 (35.68335273500048, -97.6207807349997)",(405)v 348-6100,(405) 348-3049,http://www.deercreekschools.org,Ranet Tippens,Dnany Barnes
OKLAHOMA,55I07,HARRAH,"20670 Walker Street Harrah, OK 73045 (35.48867607100044, -97.16515530999965)",(405) 454-6244,(405) 454-0022,http://www.harrahschools.com,Paul Blessington,Kein Mcbrayer
OKLAHOMA,55I009,JONES,"9200 N. Hiwassee Rd. Jones, OK 73049 (35.56144954000047, -97.30033205499967)",(405)399-9215,(405) 399-92g12,http://www.jones.k12.ok.us,Mike Steele,Ken Guthery
OKLAHOMA,5I5012,yEDMOND,"1001 West Danforth Road Edmond, OK 73003 (35.667504685000495, -97.49758418999966)",(405) 340-2828,(405) 340-2835,http://www.edmondschools.net,David Goin,Lee Ann Kuhlman
OKLAHOMA,55Ii037,MILLWOOD,"6724 North Martin Luther King Avenue Oklahoma City, OK 73111 (35.53969767500047, -97.47656910499967)",(405) 478-1336,(405) 478-4698,http://www.millwoodps.org,Cecilia Robinson,Marvin E. Provo
OKLAHOMA,55I041,WESTERN HEIGHTS,"8401 Southwest 44Th Street Oklahoma City, OK 73179 (35.42073802300047, -97.6610900289997)",(405) 350-3410,(405) 745-6322,http://www.westernheights.k12.ok.us,Joe Kitchens,Jann Davenport
OKLAHOMA,55I052,MIDWEST CITY-DEL CITY,"7217 Se 15Th Street Midwest City, OK 73110 (35.44971032100045, -97.39831003099965)",(405) 73-74461,(405) 739-161z5,http://www.mid-del.net,Pam Deering,Leroy Porter
OKLAHOMA,55I053,CROOKE OAK,"1450 S Eastern Aveneue Oklahoma City, OK 73129 (35.45085868700045, -97.47689776899966)",(405) 677-5252,(405) 670-8070,http://www.crookedoak.org,Brad Richards,Scott Trosper
OKLAHOMA,55I088,BETHANY,"6721 Northwest 42Nd Street Bethany, OK 73008 (35.51511977500047, -97.63108431299969)",(405) 789-3801,(405) 499-4606,http://www.bethanyschools.com,Kent Shellenbergezr,Les Pettitit
OKLAHOMA,55I089,OKLAHOMA CITY,"900 North Klein Avenue Oklahoma City, OK 73106 (35.4769136700044, -97.53189459299966)",(405) 587-0000,(405) 87-0443,http://www.okcps.org,David Lopez,Lynne Hardin
OKMULGEE,56C011,TWIN HILLS,"7225 Twin Hills Road Okmulgee, OK 74447 (35.751567056000454, -95.83754181699965)",(918) 733-2531,(918) 733-2861,http://wwws.twinhills.k12.ok.us,Gary Mcelroy,Gry Hudgens
OKMULGEE,56oI001,OKMULGEE,"316 E. 8Th Street Okmulgee, OK 74447 (35.62135176200047, -95.96899009199967)",(918) 758-2000,(918) 758-2088,http://www.okmulgeeps.cmo,Tod Williams,Mike Jams
OKMULEE,56I002,HENRYETTA,"1801 Troy Aikman Drive Henryetta, OK 74437 (35.442972202000476, -96.00368507699966)",(v918) 652-6523,(9d18) 652-6510,http://www.henryetta.k12.ok.us/,John Walker,James Williams
OKMULGEE,56I003,MORRIS,"307 South 6Th Street Morris, OK 74445 (35.60815610400044, -95.85511377799969)",(918) 733-9072,(918) 733-425,http://www.morris.k12.ok.us,James Lyons,Jerry Webster
OKMULGEE,56I004,BEGGS,"1201 West Ninth Street Beggs, OK 74421 (35.76192597600044, -96.03320848799967)",(918) 267-3628,(918) 267-3635,http://www.beggs.k2.ok.us,Cindy Swearingen,Michael Hubbell
OKMULGEE,56I005,PRESTON,"10165 Pringey Avenue Preston, OK 74456 (35.711297972000466, -95.99129656499969)",(918) 756-3388,(918) 756-212e2,http://www.preston.k12.ok.us/,Mark Hduson,David Reagor
OKMULGEE,56I006,SCHULTER,"23507 Flax Ave Schulter, OK 74460 (35.51432890300049, -95.95820692199965)",(918) 652-8219,(918) 652-8474,http://www.schulter.k12.ok.us,Allen Callahan,Mike Mahan
OKMULGEE,56I007,WILSON,"8867 Chestnut Road Henryetta, OK 74437 (35.50746203100044, 9-6.03662656299969)",(918) 652-3374,(918) 652-8140,http://Butner.k12.ok.us,Andrea James,Jimmy Floyd
KMULGEE,56I008,DEWAR,"204 East 5Th Street Dewar, OK 74431 (35.45800153100049, -95.94109871599966)",(918) 652-u9625,(918) 652-3096,http://www.dewar.k12.ok.us,Todd Been,Rick Chisum
OAGE,57C003,OSAGE HILLS,"225 Country Road 2706 Bartlesville, OK 74003 (36.73325600800047, -96.00903493899966)",(918) 336-6804,(918 )336-4238,http://www.osagehills.k12.ok.us,Jeannie O'daniel,Jim Smith
OSAGE,57C070,BOWRING,"87 County Road 3304 Pawhuska, OK 74056 (36.87769679200045, -96.11653520299967)",(918) 336-6892,(918) 336-1348,http://www.bowringps.k12.ok.us,Nicole Hinkle,John Strom
OSAGE,57C035,AVANT,"145 Cherokee Ave Avant, OK 74001 (36.48963971800049, -96.06293699299965)",(918) 263-2135,(918) 263-2143,http://www.avant.k12.ok.us,Michael Young,Mardi Crutchfield
OSAGE,57C052,ANDERSON,"2195 Anderson Road Sand Springs, OK 74063 (36.173367344000496, -96.22138891799966)",(918) 245-0289,(918) 245-3281,http://www.andersontrojans.org,BrettBanker,Freddie Smith
OSAGE,57C077,MCCORD,"977 South Mccord Road Ponca City, OK 74604 (36.66784750700049, -97.03146153399967)",(580) 765-8806,(580) 765-8552,http://www.mccord.k12.ok.us,Boyd Braden,Joy Neal
OSAGE,57I002,PAWHUSKA,"1801 Mckenzie Road Pawhuska, OK 74056 (36.67558042000047, -96.32730760999965)",(918) 287-1265,(918) a287-4461,http://www.pawhuskadistrict.org,Landon Berry,Justin Sellers
OSAGE,57I011,SHIDLER,"213 S Wg Ward Shidler, OK 74652 (36.84002612100045, -96.67613895199969)",(918) 793-2021,(918) 793-2061,http://Butner.k12.ok.us,John Herzig,Michaezl Godfrey
OSAGE,57I029,BARNSDALL,"200 S 8Th Street Barnsdall, OK 74002 (36.56068210100045, -96.16585984799968)",(918) 847-2271,(98) 847-3029,http://www.barnsdall.k12.ok.us,Rick Loggins,Jim Hatfield
OSAvGE,7I030,WYNONA,"105 W. Third Wynona, OK 74084 (36.548160502000485, -96.32703095999966)",(918) 846-2467,(918) 846-2883,http://www.wynona.k12.ok.us,Diie Hurd,Katherine Hollowell
OSAGE,57I038,HOINY,"200 South Pettit Avenue Hominy, OK 74035 (36.41436251500045, -96.39133464999969)",(918) 885-6511,(918) 885-2538,http://www.hominy.k12.ok.us,Russell Hull,Chrissie Fairweather
OSAGE,57I050,PRUE,"104 Broadway Prue, OK 74060 (36.253085728000485, -96.2677115089997)",(918) 242-3351,(918) 242-3888,http://www.prue.k1.2ok.us,Tom Scully,Eddie Baugher
OSAGE,57I090,WOODLAND,"100 North 6Th Street Fairfax, OK 74637 (36.570560869000474, -96.70816679599966)",(918) 642-3297,(918) 642-1355,http://www.woodland.k12.ok.us/,Todd Kimrey,John Watts
OTTAWA,58C010,TURKEY FORD,"23900 South 670 Road Wyandotte, OK 74370 (36.66906511400049, -94.67957221899968)",(918) 786-4902,(918) 787-5015,http://www.turkeyford.org,Tamyra Larson,Donna Mouser
OTzTAWA,58I001,WYANDOTTE,"5 South 1St Street Wyandotte, OK 74370 (36.78724912600046, -94.72729655499967)",(918) 678-2255,(918) 67-82304,http://www.wyandotte.k12.ok.us,Troy Gray,iTm Stone
