psapid,psap_name,county,city,state,typeof_changefulltext,date_last_modified,geocode_city_level
3242,Bangor P D,Penobscot,Bangor,ME,"PSAP Name, State, County or City text has been modified since the original posting.",05/03/2013,"Bangor, ME
(44.801602, -68.771334)"
206,Headland Police Department,Henry,Headland,AL,"PSAP Name, State, County or City text has been modified since the original posting.",06/19/2014,"Headland, AL
(31.35144, -85.34126)"
2659,Scott County Emergency Communications,Scott,Scottsburg,IN,No Changes have been made.,NULL,"Scottsburg, IN
(38.685625, -85.778448)"
8440,Community Fire,Harris,Houston,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/08/2017,"Houston, TX
(29.760803, -95.369506)"
6223,Chattanooga Police Department,Hamilton,Chattanooga,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/24/2017,"Chattanooga, TN
(35.045756, -85.308287)"
2580,Huntington Police Department,Huntington,Huntington,IN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/12/2013,"Huntington, IN
(40.882786, -85.49732)"
2011,Sheldon Police Department,O'brien,Sheldon,IA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/05/2005,"Sheldon, IA
(43.186006, -95.844999)"
4026,Jefferson County Sheriffs Department,Jefferson,Fayette,MS,No Changes have been made.,NULL,"Fayette, MS
(31.709994, -91.062143)"
6731,Liberty Police Department,Liberty,Liberty,TX,No Changes have been made.,NULL,"Liberty, TX
(30.058753, -94.795874)"
4669,Grafton County Sheriffs Department,Grafton,North Haverhill,NH,No Changes have been made.,NULL,"North Haverhill, NH
(44.090302, -72.026901)"
4352,Morehead City Police Communications,Carteret,Morehead City,NC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/12/2007,"Morehead City, NC
(34.722767, -76.729721)"
7085,Augusta County Emergency Operations Center,Augusta,Verona,VA,No Changes have been made.,NULL,"Verona, VA
(38.202065, -79.005897)"
8451,Mobile Backup,Harris,Houston,TX,PSAP was added since the original posting of the FCC Registry.,07/29/2014,"Houston, TX
(29.760803, -95.369506)"
5227,Westchester County Fire Control,Westchester,NULL,NY,No Changes have been made.,NULL,"NY
(42.826892, -75.544286)"
3449,Luce County Sheriffs Department,Luce,Newberry,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/06/2004,"Newberry, MI
(46.354916, -85.509801)"
2872,Berea Police Department,Madison,Berea,KY,No Changes have been made.,NULL,"Berea, KY
(37.568457, -84.296789)"
6417,Austin Police Department,Travis,Austin,TX,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Austin, TX
(30.264979, -97.746598)"
7332,Port Of Seattle Police Department,King,Seattle,WA,No Changes have been made.,NULL,"Seattle, WA
(47.603229, -122.33028)"
6427,Beaumont Fire Department,Jefferson,Beavumont,TX,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/30/2004,"Beaumont, TX
(30.08617, -94.102012)"
5361,Heath Police Department,Licking,Heath,OH,No Changes have been made.,NULL,"Heath, OH
(40.025265, -82.44443)"
3244,Bath Police Department,Sagadahoc,Bath,ME,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/14/2004,"Bath, ME
(43.909598, -69.824042)"
6832,Plainview Police Department,Hale,Plainview,TX,No Changes have been made.,NULL,"Plainview, TX
(34.192454, -101.723218)"
1806,Madison County Public Safety Communications/ 9-1-1 & Addressing,Madison,Danielsville,GA,"PSAP Name, State, County or City text has been modified since the original posting.",07/25/2017,"Danielsville, GA
(34.124268, -83.221433)"
7244,Asotin County Dispatch Center,Asotin,Clarkston,WA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/12/2005,"Clarkston, WA
(46.414496, -117.045553)"
3604,Bloomington Police Department,Hennepin,Bloomington,MN,No Changes have been made.,NULL,"Bloomington, MN
(44.826255, -93.303856)"
8246,St. Petersburg Police Department,Pinellas,St. Petersburg,FL,PSAP was added since the original posting of the FCC Registry.,03/04/2010,"St. Petersburg, FL
(27.772069, -82.638488)"
1059,Air Force Academy Fire Department,El Paso,United States Air Force Academy,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"United States Air Force Academy, CO"
6776,Mills County Sheriffs Office,Mills,Goldthwaite,TX,No Changes have been made.,NULL,"Goldthwaite, TX
(31.449127, -98.566632)"
5408,Maple Heights Police Department,Cuyahoga,Maple Heights,OH,No Changes have been made.,NULL,"Maple Heights, OH
(41.416993, -81.553019)"
1130,Eads Police Department,Bent,Eads,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Eads, CO
(38.477939, -102.78176)"
421,Cottonwood Police Department,Yavapai,Cottonwood,AZ,No Changes have been made.,NULL,"Cottonwood, AZ
(34.732323, -112.027798)"
3331,Berkley Department Of Public Safety,Oakland,Berkley,MI,No Changes have been made.,NULL,"Berkley, MI
(42.503209, -83.185)"
836,Morgan Hill Police Communications,Santa Clara,Morgan Hill,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/15/2010,"Morgan Hill, CA
(37.129272, -121.656409)"
424,Douglas Police Department,Cochise,Douglas,AZ,No Changes have been made.,NULL,"Douglas, AZ
(31.344475, -109.545532)"
4315,Kernersville Police Communications,Forsyth,Kernersville,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Kernersville, NC
(36.120257, -80.074659)"
5067,Dunkirk Police Department,Chautauqua,Dunkirk,NY,No Changes have been made.,NULL,"Dunkirk, NY
(42.481338, -79.333958)"
2760,Johnson County Sheriffs Office,Johnson,Olathe,KS,No Changes have been made.,NULL,"Olathe, KS
(38.883525, -94.818236)"
3698,Pine County Psap,Pine,Pine City,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Pine City, MN
(45.826625, -92.968837)"
2638,Ohio County Communications,Ohio,Rising Sun,IN,No Changes have been made.,NULL,"Rising Sun, IN
(38.949838, -84.855266)"
7634,Kemmerer 9-1-1-lincoln County Sheriff,Lincoln,Kemmerer,WY,No Changes have been made.,NULL,"Kemmerer, WY
(41.794841, -110.538338)"
2246,Gurnee Police Department,Lake,Gurnee,IL,No Changes have been made.,NULL,"Gurnee, IL
(42.375508, -87.924192)"
3099,Natchitoches Parish Communication And Sheriff,Natchitoches,Natchitoches,LA,No Changes have been made.,NULL,"Natchitoches, LA
(31.753482, -93.087377)"
3660,Maplewood Police Department,Ramsey,Maplewood,MN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/04/2007,"Maplewood, MN
(45.006411, -93.025193)"
4269,Forest City Police Communications,Rutherford,Forest City,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Forest City, NC
(35.333004, -81.861918)"
223,Lee County Sheriffs Office,Lee,Opelika,AL,No Changes have been made.,NULL,"Opelika, AL
(32.650881, -85.37797)"
6288,Lake City Police Department,Anderson,Lake City,TN,No Changes have been made.,NULL,"Lake City, TN
(36.22735, -84.157276)"
4886,West Windsor Township,Mercer,Princeton Junction,NJ,No Changes have been made.,NULL,"Princeton Junction, NJ
(40.31741, -74.618775)"
3870,Monroe County 9-1-1,Monroe,Paris,MO,No Changes have been made.,NULL,"Paris, MO
(39.476881, -92.000316)"
7800,Newton Police,Middlesex,Newton,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Newton, MA
(42.338028, -71.211578)"
4193,Bladen County Sheriffs Department,Bladen,Elizabethtown,NC,No Changes have been made.,NULL,"Elizabethtown, NC
(34.629372, -78.607439)"
2692,White County Communications,White,Monticello,IN,No Changes have been made.,NULL,"Monticello, IN
(40.746145, -86.761952)"
3755,Bollinger County Sheriffs Office,Bollinger,Marble Hill,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/30/2004,"Marble Hill, MO
(37.300169, -89.981536)"
6047,Dillon County E9-1-1,Dillon,Dillon,SC,No Changes have been made.,NULL,"Dillon, SC
(34.422241, -79.370253)"
5593,Bixby Police Department,Tulsa,Bixby,OK,No Changes have been made.,NULL,"Bixby, OK
(35.942372, -95.883173)"
4394,Pembroke State College Police Communications Center,Robeson,Pembroke,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Pembroke, NC
(34.680993, -79.195647)"
7021,Brigham Young University Police Dispatch,Utah,Provo,UT,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,08/19/2016,"Provo, UT
(40.233677, -111.663926)"
5641,Ft Oakland Police Department,Kay,Tonkawa,OK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/25/2017,"Tonkawa, OK
(36.678431, -97.3098)"
5660,Jenks Police Department Duplicate,Creek,Jenks,OK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/22/2016,"Jenks, OK
(36.022588, -95.969569)"
5382,Kent Police Department,Portage,Kent,OH,No Changes have been made.,NULL,"Kent, OH
(41.149028, -81.360799)"
6517,Crockett County Sheriff's Office,Crockett,Ozona,TX,"PSAP Name, State, County or City text has been modified since the original posting.",07/28/2017,"Ozona, TX
(30.710218, -101.207369)"
6981,Waxahachie Police Department,Ellis,Waxahachie,TX,No Changes have been made.,NULL,"Waxahachie, TX
(32.39361, -96.846992)"
8415,Miami-dade Communications Center,Dade,Miami,FL,PSAP was added since the original posting of the FCC Registry.,12/19/2013,"Miami, FL
(25.775084, -80.194702)"
6945,Texas Women`s University,Denton,Denton,TX,No Changes have been made.,NULL,"Denton, TX
(33.215533, -97.13245)"
6772,Mexia Police Department,Limestone,Mexia,TX,"PSAP Name, State, County or City text has been modified since the original posting.",08/30/2017,"Mexia, TX
(31.683884, -96.483015)"
2812,Prairie Village Police Department,Johnson,Prairie Village,KS,No Changes have been made.,NULL,"Prairie Village, KS
(38.985989, -94.63037)"
1949,Grundy County Sheriffs Office,Grundy,Grundy Center,IA,No Changes have been made.,NULL,"Grundy Center, IA
(42.361475, -92.768301)"
3854,Madison County 9-1-1,Madison,Fredericktown,MO,No Changes have been made.,NULL,"Fredericktown, MO
(37.559665, -90.292839)"
5886,Elk County Courthouse Annex Location,Elk,NULL,PA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/18/2013,"PA
(40.789676, -77.858055)"
3151,Barnstable County Sheriffs Department,Barnstable,Otis Angb Falmouth,MA,"PSAP Name, State, County or City text has been modified since the original posting.",01/09/2008,"Otis Angb Falmouth, MA"
6504,Conroe Isd Police,Montgomery,Conroe,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/04/2007,"Conroe, TX
(30.313044, -95.458141)"
5838,Union County Communications,Union,La Grande,OR,No Changes have been made.,NULL,"La Grande, OR
(45.324565, -118.087985)"
2725,Doniphan County Sheriff,Doniphan,Troy,KS,No Changes have been made.,NULL,"Troy, KS
(39.789898, -95.089646)"
3757,Brentwood Police Department,St. Louis,Brentwood,MO,No Changes have been made.,NULL,"Brentwood, MO
(38.618876, -90.348476)"
3195,Springfield Fire Department,Hampden,Springfield,MA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/03/2006,"Springfield, MA
(42.102051, -72.585757)"
3105,Ouachita Parish Sheriff,Ouachita,Monroe,LA,No Changes have been made.,NULL,"Monroe, LA
(32.500759, -92.111225)"
7690,Beverly Police,Essex,Beverly,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Beverly, MA
(42.552163, -70.882679)"
7490,Portage County Sheriffs Department,Portage,Stevens Point,WI,No Changes have been made.,NULL,"Stevens Point, WI
(44.523544, -89.569496)"
6362,Springfield Police Department,Robertson,Springfield,TN,No Changes have been made.,NULL,"Springfield, TN
(36.498423, -86.880535)"
4939,Mora County Sheriff,Mora,Mora,NM,No Changes have been made.,NULL,"Mora, NM
(35.974245, -105.329922)"
744,Grass Valley Police Department,Nevada,Grass Valley,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/12/2015,"Grass Valley, CA
(39.219102, -121.062951)"
6478,Cass County Sheriffs Office,Cass,Linden,TX,No Changes have been made.,NULL,"Linden, TX
(33.01156, -94.36546)"
7636,Laramie County 9-1-1 Emergency Center,Laramie,Cheyenne,WY,No Changes have been made.,NULL,"Cheyenne, WY
(41.14024, -104.818802)"
443,Hayden-winkelman Police Department,Gila,Hayden,AZ,No Changes have been made.,NULL,"Hayden, AZ
(32.997656, -110.785979)"
3621,Dakota Communications Center Zone 3,Dakota,Rosemont,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/12/2007,"Rosemont, MN
(44.740679, -93.112232)"
4957,San Juan Pueblo Tribal Police Department,Rio Arriba,San Juan Pueblo,NM,No Changes have been made.,NULL,"San Juan Pueblo, NM
(36.045533, -106.061593)"
4259,Elkin Police-fire Communications,Surry,Elkin,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Elkin, NC
(36.248106, -80.851666)"
3475,Michigan State Police-niles,Berrien,Niles,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/06/2004,"Niles, MI
(41.829642, -86.252537)"
4896,Albuquerque Police Department,Bernalillo,Albuquerque,NM,No Changes have been made.,NULL,"Albuquerque, NM
(35.084248, -106.649241)"
3413,Houghton County Central Dispatch,Houghton,Laurium,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/08/2008,"Laurium, MI
(47.239077, -88.442798)"
1336,East Lyme Emergency Communication Center,New London,East Lyme,CT,No Changes have been made.,NULL,"East Lyme, CT
(41.36677, -72.229584)"
8299,Georgia State Patrol - Jekyll Island,Glynn,Jekyll Island,GA,PSAP was added since the original posting of the FCC Registry.,05/05/2011,"Jekyll Island, GA
(31.047363, -81.411506)"
3201,Wareham Police Department,Plymouth,Wareham,MA,No Changes have been made.,NULL,"Wareham, MA
(41.758841, -70.727434)"
5038,Bedford Township Police Department,Westchester,Bedford Hills,NY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/27/2004,"Bedford Hills, NY
(41.236187, -73.700831)"
1583,Miami Beach Fire-rescue Department,Dade,Miami,FL,No Changes have been made.,NULL,"Miami, FL
(25.775084, -80.194702)"
5057,Colonie,Albany,Latham,NY,No Changes have been made.,NULL,"Latham, NY
(42.746899, -73.759399)"
5524,Tallmadge Police Department,Summit,Tallmadge,OH,No Changes have been made.,NULL,"Tallmadge, OH
(41.10611, -81.383381)"
642,Chp San Luis Obispo (san Luis Obispo),San Luis Obispo,San Luis Obispo,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"San Luis Obispo, CA
(35.282619, -120.660014)"
2972,Lincoln County 9-1-1,Lincoln,Stanford,KY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/07/2015,"Stanford, KY
(37.529543, -84.660091)"
3954,Warren County 9-1-1,Warren,Warrenton,MO,No Changes have been made.,NULL,"Warrenton, MO
(38.813951, -91.141967)"
8391,Texas County Sheriff's Office,Texas,Guymon,OK,PSAP was added since the original posting of the FCC Registry.,10/11/2012,"Guymon, OK
(36.682891, -101.481583)"
3220,"Frederick County, Md P S A P - L E C",Frederick,Frederick,MD,"PSAP Name, State, County or City text has been modified since the original posting.",07/31/2017,"Frederick, MD
(39.414181, -77.410935)"
6963,Uvalde Police Department,Uvalde,Uvalde,TX,No Changes have been made.,NULL,"Uvalde, TX
(29.210991, -99.786769)"
6064,Greer Police Department,Greenville,Greer,SC,No Changes have been made.,NULL,"Greer, SC
(34.939311, -82.229195)"
3626,Edina Police Department,Hennepin,Edina,MN,No Changes have been made.,NULL,"Edina, MN
(44.910489, -93.348666)"
2197,Douglas County Sheriffs Department,Douglas,Tuscola,IL,No Changes have been made.,NULL,"Tuscola, IL
(39.798292, -88.282751)"
1397,Stonington Police Department,New London,Pawcatuck,CT,No Changes have been made.,NULL,"Pawcatuck, CT
(41.37642, -71.841613)"
8159,Murphy Police Department,Collin,Murphy,TX,PSAP was added since the original posting of the FCC Registry.,10/13/2006,"Murphy, TX
(33.017381, -96.607324)"
606,Cal-fire San Andreas (tuolumne/calaveras Unit),Calaveras,San Andreas,CA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/27/2010,"San Andreas, CA
(38.196211, -120.68092)"
8457,Dinwiddie County Fire And Ems,Dinwiddie,Dinwiddie,VA,PSAP was added since the original posting of the FCC Registry.,08/14/2014,"Dinwiddie, VA
(37.0819, -77.582317)"
2923,Hart County Dispatch,Hart,Munfordville,KY,No Changes have been made.,NULL,"Munfordville, KY
(37.271888, -85.890925)"
4995,Churchill County Sheriffs Office,Churchill,Fallon,NV,"PSAP Name, State, County or City text has been modified since the original posting.",09/11/2013,"Fallon, NV
(39.473939, -118.781518)"
2443,Steger Police Department,Cook,Steger,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/18/2017,"Steger, IL
(41.475208, -87.636888)"
4895,Albuquerque Fire Department,Bernalillo,Albuquerque,NM,No Changes have been made.,NULL,"Albuquerque, NM
(35.084248, -106.649241)"
6312,Memphis Fire Communications,Shelby,Memphis,TN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,05/05/2008,"Memphis, TN
(35.143378, -90.052136)"
4148,Mineral County Sheriffs Department,Mineral,Superior,MT,No Changes have been made.,NULL,"Superior, MT
(47.191603, -114.891232)"
5599,Caddo County Sheriffs Office,Caddo,Anadarko,OK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/31/2013,"Anadarko, OK
(35.07491, -98.243698)"
3494,Mt Clemens Police Department,Macomb,Mt Clemens,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/08/2008,"Mt Clemens, MI
(42.596795, -82.878335)"
5890,Franklin County Emergency Services,Franklin,Chambersburg,PA,No Changes have been made.,NULL,"Chambersburg, PA
(39.937306, -77.659708)"
3953,Vernon County Sheriff,Vernon,Nevada,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/05/2005,"Nevada, MO
(37.837233, -94.359373)"
5790,Lake Oswego Communications,Clackamas,Lake Oswego,OR,No Changes have been made.,NULL,"Lake Oswego, OR
(45.421092, -122.667696)"
2726,Douglas County Emergency Communication Center,Douglas,Lawrence,KS,No Changes have been made.,NULL,"Lawrence, KS
(38.973037, -95.235957)"
4883,West Caldwell Police Department,Essex,West Caldwell,NJ,No Changes have been made.,NULL,"West Caldwell, NJ
(40.849066, -74.29164)"
4343,Mecklenberg Ems Agency,Mecklenburg,Charlotte,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Charlotte, NC
(35.222936, -80.840161)"
4244,Davidson College Public Safety Communications,Mecklenburg,Davidson,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Davidson, NC
(35.49925, -80.848485)"
2883,Campbell County Police,Campbell,Alexandria,KY,No Changes have been made.,NULL,"Alexandria, KY
(38.959443, -84.387938)"
5828,Siletz Tribal Police Department,Lincoln,Siletz,OR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/08/2017,"Siletz, OR
(44.722376, -123.915926)"
5774,Deschutes County 9-1-1,Deschutes,Bend,OR,"PSAP Name, State, County or City text has been modified since the original posting.",04/08/2017,"Bend, OR
(44.058088, -121.31515)"
1300,Bethel Volunteer Fire Department,Fairfield,Bethel,CT,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/26/2004,"Bethel, CT
(41.371727, -73.407448)"
151,Choctaw County E911 Telecommunications District,Choctaw,Butler,LA,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Butler, AL
(32.089833, -88.220095)"
3086,Jefferson Parish,Jefferson,Marrero,LA,No Changes have been made.,NULL,"Marrero, LA
(29.889449, -90.113961)"
6915,Texas State University Police Department,Hays,San Marcos,TX,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"San Marcos, TX
(29.882083, -97.939985)"
3368,Detroit Tcru,Wayne,Detroit,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/03/2004,"Detroit, MI
(42.332916, -83.047853)"
215,Jefferson County 911 Emergency Communications District,Jefferson,Birmingham,AL,"PSAP Name, State, County or City text has been modified since the original posting.",01/05/2017,"Birmingham, AL
(33.522859, -86.807705)"
2545,Dyer Police,Lake,Dyer,IN,No Changes have been made.,NULL,"Dyer, IN
(41.493685, -87.517108)"
5153,Niagara Falls Police Department,Niagara,Niagara Falls,NY,No Changes have been made.,NULL,"Niagara Falls, NY
(43.094464, -79.056432)"
2668,St John Police,Lake,St John,IN,No Changes have been made.,NULL,"St John, IN
(41.449963, -87.470184)"
3052,Beauregard Parish Sheriffs Office,Beauregard,Deridder,LA,No Changes have been made.,NULL,"Deridder, LA
(30.847861, -93.285518)"
2803,Ottawa County Sheriff's Office,Ottawa,Minneapolis,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Minneapolis, KS
(39.121451, -97.705926)"
3356,Clay Township Police Department,St. Clair,Algonac,MI,No Changes have been made.,NULL,"Algonac, MI
(42.620293, -82.52935)"
5310,Crestline Police Department,Crawford,Crestline,OH,No Changes have been made.,NULL,"Crestline, OH
(40.787338, -82.738032)"
357,Drew County,Drew,Monticello,AR,"PSAP Name, State, County or City text has been modified since the original posting.",07/22/2015,"Monticello, AR
(33.628965, -91.79085)"
6618,Greenville Police Department,Hunt,Greenville,TX,No Changes have been made.,NULL,"Greenville, TX
(33.139083, -96.107237)"
4621,Lincoln County Sheriffs Office,Lincoln,North Platte,NE,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/21/2005,"North Platte, NE
(41.132507, -100.763969)"
1041,Watsonville Police Department,Santa Cruz,Watsonville,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/11/2005,"Watsonville, CA
(36.910233, -121.756873)"
6765,Meadows Police Department,Fort Bend,Stafford,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/09/2011,"Stafford, TX
(29.616014, -95.556901)"
5170,Orleans County Sheriffs Office,Orleans,Albion,NY,No Changes have been made.,NULL,"Albion, NY
(43.24625, -78.193757)"
4359,New Bern Police Department,Craven,New Bern,NC,No Changes have been made.,NULL,"New Bern, NC
(35.108318, -77.04612)"
5797,Malheur County Sheriffs Office-vale,Malheur,Vale,OR,No Changes have been made.,NULL,"Vale, OR
(43.982637, -117.241111)"
3441,Lathrup Village Police Department,Oakland,Lathrup Village,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/06/2004,"Lathrup Village, MI
(42.495906, -83.22956)"
1458,Boca Raton Communications Center,Palm Beach,Boca Raton,FL,No Changes have been made.,NULL,"Boca Raton, FL
(26.35052, -80.089831)"
2822,Russell Police Department,Russell,Russell,KS,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/12/2013,"Russell, KS
(38.887309, -98.856166)"
446,Huachuca City Police Department,Cochise,Huachuca City,AZ,No Changes have been made.,NULL,"Huachuca City, AZ
(31.62745, -110.334248)"
7913,Chattahoochee Center,Gadsden,Chattahoochee,FL,PSAP was added since the original posting of the FCC Registry.,04/20/2004,"Chattahoochee, FL
(30.704449, -84.840144)"
3536,Rochester Hills Fire Department,Oakland,Rochester Hills,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/07/2015,"Rochester Hills, MI
(42.652398, -83.132561)"
1631,Plant City Police Department,Hillsborough,Plant City,FL,No Changes have been made.,NULL,"Plant City, FL
(27.998304, -82.12042)"
6411,Armstrong County Sheriff's Office,Armstrong,Claude,TX,"PSAP Name, State, County or City text has been modified since the original posting.",07/28/2017,"Claude, TX
(35.104536, -101.362416)"
4546,Traill/ Steele 911,Traill,Hillsboro,ND,"PSAP Name, State, County or City text has been modified since the original posting.",07/26/2017,"Hillsboro, ND
(47.403495, -97.059731)"
3091,Lafourche Fire District #1,Lafourche,Raceland,LA,No Changes have been made.,NULL,"Raceland, LA
(29.730335, -90.604174)"
7220,Warren County Sheriffs Office,Warren,Front Royal,VA,No Changes have been made.,NULL,"Front Royal, VA
(38.926519, -78.185095)"
1839,Riverdale 9-1-1,Clayton,Riverdale,GA,No Changes have been made.,NULL,"Riverdale, GA
(33.572628, -84.412534)"
8527,Metro North Regional Emergency Communications Center,Suffolk,Revere,MA,PSAP was added since the original posting of the FCC Registry.,09/09/2016,"Revere, MA
(42.409968, -71.0124)"
4567,Butler County Sheriff's Office,Butler,David City,NE,"PSAP Name, State, County or City text has been modified since the original posting.",12/17/2015,"David City, NE
(41.253946, -97.130133)"
7847,Sturbridge Police,Worcester,Sturbridge,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Sturbridge, MA
(42.108255, -72.079639)"
7252,Chelan County Sheriffs Office,Chelan,Wenatchee,WA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,09/19/2005,"Wenatchee, WA
(47.429826, -120.324699)"
2941,Kentucky State Police Post 13-hazard,Perry,Hazard,KY,No Changes have been made.,NULL,"Hazard, KY
(37.252046, -83.195258)"
3318,Auburn Hills Police Department,Oakland,Auburn Hills,MI,No Changes have been made.,NULL,"Auburn Hills, MI
(42.672504, -83.225448)"
2969,Grayson County E911,Grayson,Leitchfield,KY,"PSAP Name, State, County or City text has been modified since the original posting.",03/07/2011,"Leitchfield, KY
(37.477419, -86.29414)"
7521,Trempeleau County Emergency Government 9-1-1,Trempealeau,Whitehall,WI,No Changes have been made.,NULL,"Whitehall, WI
(44.367378, -91.316717)"
1849,Spalding County-griffin E9-1-1,Spalding,Griffin,GA,No Changes have been made.,NULL,"Griffin, GA
(33.244437, -84.263911)"
1293,Woodland Park Police Department,Teller,Woodland Park,CO,No Changes have been made.,NULL,"Woodland Park, CO
(38.994594, -105.051713)"
948,Santa Ana Police Department,Orange,Santa Ana,CA,No Changes have been made.,NULL,"Santa Ana, CA
(33.749738, -117.869781)"
3376,Emmet County Sheriffs Department,Emmet,Petoskey,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/06/2004,"Petoskey, MI
(45.373985, -84.955578)"
7995,Ozark Police Department,Dale,NULL,AL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/19/2014,"AL
(32.839182, -86.631125)"
5745,Wewoka Agency-bia,Seminole,Seminole,OK,No Changes have been made.,NULL,"Seminole, OK
(35.224433, -96.668538)"
960,Santa Monica Police Department,Los Angeles,Santa Monica,CA,No Changes have been made.,NULL,"Santa Monica, CA
(34.010932, -118.491512)"
1874,Warren County Sheriffs Department,Warren,Warrenton,GA,No Changes have been made.,NULL,"Warrenton, GA
(33.407003, -82.661993)"
8417,Kingfisher County 911 Center,Kingfisher,Kingfisher,OK,PSAP was added since the original posting of the FCC Registry.,02/04/2014,"Kingfisher, OK
(35.842204, -97.932578)"
5047,Camden,Oneida,Camden,NY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/18/2014,"Camden, NY
(43.335864, -75.748164)"
858,Orange County Sheriff (silverado),Orange,Santa Ana,CA,"PSAP Name, State, County or City text has been modified since the original posting.",10/01/2012,"Santa Ana, CA
(33.749738, -117.869781)"
3109,Plaquemines Parish Communications District,Plaquemines,Braithwaite,LA,No Changes have been made.,NULL,"Braithwaite, LA"
7120,Emporia Police Department,Emporia City,Emporia,VA,No Changes have been made.,NULL,"Emporia, VA
(36.686008, -77.542769)"
