yearvalue,statevalue,hai,operativeprocedure,facidone,facilitynameone,facidtwo,facilitynametwo,facidthree,facilitynamethree,county,procedurecount,infectioncount,notes
2013,California,SSI,Pacemaker Surgery,930000076.0,"Kaiser Foundation Hospital, West LA, Los Angeles",.,.,.,.,Los Angeles,56.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000290.0,"Kaiser Foundation Hospital, Woodland Hills",.,.,.,.,Los Angeles,81.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,120001444.0,"Kaweah Delta Medical Center, Visalia",.,.,.,.,Tulare,413.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000912.0,"Keck Hospital of USC, Los Angeles",.,.,.,.,Los Angeles,109.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000040.0,"LAC+USC Medical Center, Los Angeles",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000027.0,"LAC/Harbor-UCLA Medical Center, Torrance",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000028.0,"LAC/Rancho Los Amigos National Rehab Center, Downey",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000024.0,La Palma Intercommunity Hospital,.,.,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000047.0,Lakewood Regional Medical Center,.,.,.,.,Los Angeles,35.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000139.0,Lodi Memorial Hospital,030000136,Lodi Memorial Hospital-West,.,.,San Joaquin,92.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,240000027.0,"Loma Linda UNIV Medical Center, Loma Linda",240000025,"Loma Linda UNIV Heart & Surgical Hospital, Redlands",630012294,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",San Bernardino,27.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,630012971.0,Loma Linda University Medical Center - Murrieta,.,.,.,.,Riverside,93.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000095.0,"Long Beach Memorial Medical Center, Long Beach",.,.,.,.,Los Angeles,188.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000025.0,Los Alamitos Medical Center,.,.,.,.,Orange,61.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000038.0,"Los Angeles Co Olive View-UCLA Medical Center, Sylmar",.,.,.,.,Los Angeles,41.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000085.0,Los Angeles Community Hospital,930000112,Norwalk Community Hospital,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,50000020.0,"Los Robles Hospital & Medical Center, Thousand Oaks",050000553,"Los Robles Hospital & Medical Center, E , Thousand Oaks",050001468,Thousand Oaks Surgical Hospital,Ventura,196.0,2.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70001349.0,"Lucile Salter Packard Children's Hospital at Stanford, Palo Alto",.,.,.,.,Santa Clara,32.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,40000111.0,Madera Community Hospital,.,.,.,.,Madera,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,50000021.0,Marian Regional Medical Center,.,.,.,.,Santa Barbara,183.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,50000009.0,"Marian Regional Medical Center, Arroyo Grande",.,.,.,.,San Luis Obispo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110000953.0,"Marin General Hospital, Greenbrae",.,.,.,.,Marin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000044.0,Marina Del Rey Hospital,.,.,.,.,Los Angeles,27.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000121.0,"Marshall Medical Center (1-Rh), Placerville",.,.,.,.,El Dorado,65.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,40000110.0,Memorial Hospital Los Banos,.,.,.,.,Merced,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000092.0,Memorial Hospital of Gardena,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000123.0,"Memorial Medical Center, Modesto",.,.,.,.,Stanislaus,121.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,250000727.0,"Menifee Valley Medical Center, Sun City",.,.,.,.,Riverside,20.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000124.0,"Mercy General Hospital, Sacramento",.,.,.,.,Sacramento,452.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000901.0,Mercy Hospital of Folsom,.,.,.,.,Sacramento,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,40000113.0,Mercy Medical Center Merced,.,.,.,.,Merced,62.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,230000010.0,Mercy Medical Center Redding,.,.,.,.,Shasta,77.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000127.0,"Mercy San Juan Medical Center, Carmichael",.,.,.,.,Sacramento,125.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000096.0,"Methodist Hospital of Southern CA, Arcadia",.,.,.,.,Los Angeles,194.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,220000017.0,"Mills-Peninsula Medical Center, Burlingame",220000004,"Mills Health Center, San Mateo",.,.,San Mateo,88.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000027.0,"Mission Community Hospital, Panorama",.,.,.,.,Los Angeles,24.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000066.0,Mission Hospital Laguna Beach,.,.,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000060.0,"Mission Hospital Regional Medical Center, Mission Viejo",.,.,.,.,Orange,152.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000108.0,Monterey Park Hospital,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70000145.0,"Natividad Medical Center, Salinas",.,.,.,.,Monterey,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110000010.0,"Northbay Medical Center, Fairfield",.,.,.,.,Solano,71.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000111.0,Northridge Hospital Medical Center,.,.,.,.,Los Angeles,69.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110000982.0,Novato Community Hospital,.,.,.,.,Marin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70000146.0,"O'connor Hospital, San Jose",.,.,.,.,Santa Clara,122.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000131.0,"Oak Valley Hospital District (2-Rh), Oakdale",.,.,.,.,Stanislaus,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,50000023.0,"Ojai Valley Community Hospital, Ojai",.,.,.,.,Ventura,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000105.0,"Olympia Medical Center, Los Angeles",.,.,.,.,Los Angeles,22.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,230000014.0,Oroville Hospital,.,.,.,.,Butte,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000057.0,Pacific Alliance Medical Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000133.0,"Pacifica Hospital of The Valley, Sun Valley",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000077.0,Palmdale Regional Medical Center,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,80000142.0,"Palomar Health Downtown Campus, Escondido",630013873,"Palomar Medical Center, Escondido",.,.,San Diego,190.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,90000145.0,"Paradise Valley Hospital, National City",.,.,.,.,San Diego,47.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,250000044.0,"Parkview Community Hospital Medical Center, Riverside",.,.,.,.,Riverside,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110000040.0,"Petaluma Valley Hospital, Petaluma",.,.,.,.,Sonoma,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,90000146.0,"Pioneers Memorial Healthcare District, Brawley",.,.,.,.,Imperial,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000062.0,Placentia Linda Hospital,.,.,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,230000015.0,"Plumas District Hospital, Quincy",.,.,.,.,Plumas,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,80000147.0,"Pomerado Hospital, Poway",.,.,.,.,San Diego,32.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000123.0,"Pomona Valley Hospital Medical Center, Pomona",.,.,.,.,Los Angeles,170.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000099.0,"Presbyterian Intercommunity Hospital, Whittier",.,.,.,.,Los Angeles,143.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000066.0,"Providence Holy Cross Medical Center, Mission Hills",.,.,.,.,Los Angeles,119.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000157.0,"Providence Little Company of Mary Medical Center, San Pedro",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000081.0,"Providence Little Company of Mary Medical Center, Torrance",.,.,.,.,Los Angeles,81.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000101.0,"Providence Saint Joseph Medical Center, Burbank",.,.,.,.,Los Angeles,186.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000091.0,"Providence Tarzana Medical Center, Tarzana",.,.,.,.,Los Angeles,318.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110000041.0,"Queen of The Valley Medical Center, Napa",.,.,.,.,Napa,124.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,80000023.0,"Rady Children's Hospital, San Diego",.,.,.,.,San Diego,32.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,240000046.0,Redlands Community Hospital,.,.,.,.,San Bernardino,59.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70000133.0,Regional Medical Center of San Jose,.,.,.,.,Santa Clara,77.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,120000409.0,Ridgecrest Regional Hospital,.,.,.,.,Kern,22.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,250000049.0,Riverside Community Hospital,.,.,.,.,Riverside,483.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,250000050.0,"Riverside County Regional Medical Center, Moreno Valley",.,.,.,.,Riverside,43.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000162.0,"Ronald Reagan UCLA Medical Center, Los Angeles",.,.,.,.,Los Angeles,54.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000063.0,"Saddleback Memorial Medical Center, Laguna Hills",060000064,Saddleback Memorial Medical Center-San Clemente,.,.,Orange,318.0,2.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,40000126.0,"Saint Agnes Medical Center, Fresno",.,.,.,.,Fresno,218.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000128.0,"Saint Francis Medical Center, Lynwood",.,.,.,.,Los Angeles,48.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,220000029.0,"Saint Francis Memorial Hospital, San Francisco",.,.,.,.,San Francisco,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000100.0,"Saint John's Health Center, Santa Monica",.,.,.,.,Los Angeles,77.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70000635.0,"Saint Louise Regional Hospital, Gilroy",.,.,.,.,Santa Clara,29.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000104.0,"Saint Vincent Medical Center, Los Angeles",.,.,.,.,Los Angeles,95.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70000147.0,Salinas Valley Memorial Hospital,.,.,.,.,Monterey,156.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,240000053.0,"San Antonio Community Hospital, Upland",.,.,.,.,San Bernardino,284.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000125.0,San Dimas Community Hospital,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000041.0,"San Gabriel Valley Medical Center, San Gabriel",.,.,.,.,Los Angeles,33.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,120000411.0,"San Joaquin Community Hospital, Bakersfield",.,.,.,.,Kern,281.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,630013913.0,San Leandro Hospital,.,.,.,.,Alameda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,220000007.0,San Mateo Medical Center,.,.,.,.,San Mateo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000704.0,San Ramon Regional Medical Center,140000683,San Ramon Regional Medical Center South Building,.,.,Contra Costa,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,50000280.0,Santa Barbara Cottage Hospital,050000022,Cottage Rehabilitation Hospital at Santa Barbara,.,.,Santa Barbara,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70000149.0,"Santa Clara Valley Medical Center, San Jose",.,.,.,.,Santa Clara,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000049.0,"Santa Monica, UCLA Medical Center and Orthopaedic",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140001268.0,Santa Rosa Memorial Hospital,.,.,.,.,Sonoma,140.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,80000022.0,"Scripps Green Hospital, La Jolla",.,.,.,.,San Diego,460.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,90000025.0,"Scripps Mercy Hospital, San Diego",090000016,Scripps Mercy Hospital Chula Vista,.,.,San Diego,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,220000025.0,"Sequoia Hospital, Redwood City",.,.,.,.,San Mateo,166.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,220000026.0,"Seton Medical Center, Daly City",220000028,"Seton Medical Center-Coastside, Moss Beach",.,.,San Mateo,54.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,230000016.0,"Shasta Regional Medical Center, Redding",.,.,.,.,Shasta,143.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000140.0,Sherman Oaks Hospital,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,120001464.0,"Sierra View District Hospital, Porterville",.,.,.,.,Tulare,42.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,50000031.0,"Sierra Vista Regional Medical Center, San Luis Obispo",.,.,.,.,San Luis Obispo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000035.0,"Silver Lake Medical Center, Los Angeles",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,50000455.0,Simi Valley Hospital & Health Care Services,.,.,.,.,Ventura,32.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30001799.0,Sonora Regional Medical Center Campus #1,030000365,Sonora Regional Medical Center Campus #2,.,.,Tuolumne,73.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000015.0,Southern California Hospital at Culiver City,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000064.0,Southern California Hospital at Hollywood,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,250000507.0,"Southwest Healthcare Systems, Murrieta",250000344,"Southwest Healthcare Systems, Wildomar",.,.,Riverside,48.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,240000103.0,St Bernardine Medical Center,.,.,.,.,San Bernardino,160.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110000058.0,"St Helena Hospital, St Helena",.,.,.,.,Napa,95.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,50000026.0,"St John's Pleasant Valley Hospital, Arillo",.,.,.,.,Ventura,25.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,50000035.0,"St John's Regional Medical Center, Oxnard",.,.,.,.,Ventura,147.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110000067.0,"St Joseph Hospital, Eureka",.,.,.,.,Humboldt,87.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000067.0,"St Joseph Hospital, Orange",.,.,.,.,Orange,330.0,2.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000143.0,St Joseph's Medical Center of Stockton,.,.,.,.,San Joaquin,308.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000068.0,"St Jude Medical Center, Fullerton",.,.,.,.,Orange,177.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,240000104.0,"St Mary Medical Center, Apple Valley",.,.,.,.,San Bernardino,156.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000103.0,"St Mary Medical Center, Long Beach",.,.,.,.,Los Angeles,61.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,220000030.0,"St Mary's Medical Center, San Francisco",.,.,.,.,San Francisco,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000041.0,"St Rose Hospital, Hayward",.,.,.,.,Alameda,31.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70001357.0,"Stanford Hospital, Stanford",.,.,.,.,Santa Clara,43.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000108.0,"Sutter Amador Hospital, Jackson",.,.,.,.,Amador,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000109.0,"Sutter Auburn Faith Hospital, Auburn",.,.,.,.,Placer,37.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000016.0,"Sutter Delta Medical Center, Antioch",.,.,.,.,Contra Costa,72.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000151.0,"Sutter General Hospital, Sacramento",030000112,"Sutter Memorial Hospital, Sacramento",.,.,Sacramento,410.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110000019.0,"Sutter Lakeside Hospital, Lakeport",.,.,.,.,Lake,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110000007.0,Sutter Medical Center of Santa Rosa,.,.,.,.,Sonoma,97.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000134.0,Sutter Roseville Medical Center,.,.,.,.,Placer,111.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110000068.0,"Sutter Solano Medical Center, Vallejo",.,.,.,.,Solano,44.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000141.0,Sutter Tracy Community Hospital,.,.,.,.,San Joaquin,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000143.0,"Temple Community Hospital, Los Angeles",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000127.0,"Torrance Memorial Medical Center, Torrance",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,80000152.0,"Tri-City Medical Center, Oceanside",.,.,.,.,San Diego,161.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000032.0,"Tri-City Regional Medical Center, Hawaiian Gardens",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,120001467.0,Tulare Regional Medical Center,.,.,.,.,Tulare,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,50000037.0,"Twin Cities Community Hospital, Templeton",.,.,.,.,San Luis Obispo,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,220000031.0,"UCSF Medical Center, San Francisco",220000015,"UCSF Medical Center at Mount Zion, San Francisco",.,.,San Francisco,222.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000187.0,"USC Verdugo Hills Hospital, Glendale",.,.,.,.,Los Angeles,60.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,110000070.0,"Ukiah Valley Medical Center/Hospital Drive, Ukiah",.,.,.,.,Mendocino,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000113.0,"University of California Davis Medical Center, Sacramento",.,.,.,.,Sacramento,294.0,2.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000071.0,"University of California Irvine Medical Center, Orange",.,.,.,.,Orange,63.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,90000154.0,"University of California, San Diego Medical Center",090001116,"UCSD-La Jolla, John M.& Sally B. Thornton Hospital",.,.,San Diego,93.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000129.0,"Valley Presbyterian Hospital, Van Nuys",.,.,.,.,Los Angeles,62.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000797.0,"Valleycare Medical Center, Pleasanton",140000199,"Valley Memorial Hospital, Livermore",.,.,Alameda,24.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,50000039.0,Ventura County Medical Center,630010957,"Ventura County Medical Center, Santa Paula Hospital",.,.,Ventura,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,240000054.0,"Victor Valley Community Hospital, Victorville",.,.,.,.,San Bernardino,44.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,140000118.0,"Washington Hospital, Fremont",.,.,.,.,Alameda,30.0,1.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,70000155.0,Watsonville Community Hospital,.,.,.,.,Santa Cruz,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000016.0,"West Anaheim Medical Center, Anaheim",.,.,.,.,Orange,34.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000028.0,West Hills Hospital and Medical Center,.,.,.,.,Los Angeles,124.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000074.0,Western Medical Center Anaheim,.,.,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,60000073.0,Western Medical Center Santa Ana,.,.,.,.,Orange,27.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000191.0,"White Memorial Medical Center, Los Angeles",.,.,.,.,Los Angeles,50.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,930000151.0,Whittier Hospital Medical Center,.,.,.,.,Los Angeles,27.0,0.0,~ See Data Dictionary
2013,California,SSI,Pacemaker Surgery,30000146.0,Woodland Memorial Hospital,.,.,.,.,Yolo,39.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,60000002.0,"AHMC Anaheim Regional Medical Center, Anaheim",.,.,.,.,Orange,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,40000122.0,"Adventist Medical Center, Hanford",630012960,Adventist Medical Center-Selma,.,.,Kings-Fresno,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,140000034.0,"Alameda County Medical Center, Oakland",140000184,"Alameda County Medical Center-Fairmont Campus, San Leandro",.,.,Alameda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,140000012.0,"Alta Bates Summit Medical Center, Alta Bates Campus, Berkeley",140000006,"Alta Bates Summit Medical Center, Herrick Campus, Berkeley",.,.,Alameda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,140000425.0,"Alta Bates Summit Medical Center, Oakland",140000203,"Alta Bates Summit Medical Center, Summit Campus, Oakland",.,.,Alameda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,90000013.0,"Alvarado Hospital Medical Center, Campus #1, San Diego",090000839,"Alvarado Hospital Medical Center, Campus #2, San Diego",.,.,San Diego,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,930000008.0,"Antelope Valley Hospital, Lancaster",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,240000100.0,"Arrowhead Regional Medical Center, Colton",.,.,.,.,San Bernardino,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,120000338.0,Bakersfield Memorial Hospital,.,.,.,.,Kern,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,30000114.0,"Barton Memorial Hospital, South Lake Tahoe",.,.,.,.,El Dorado,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,930000002.0,"California Hospital Medical Center, Los Angeles",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,220000022.0,"California Pacific Medical Center, Pacific Campus Hospital, SF",220000002,"California Pacific Medical Center, CA West Campus Hospital, SF",.,.,San Francisco,39.0,1.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,220000018.0,"California Pacific Medical Center, St Luke's Campus, San Francisco",.,.,.,.,San Francisco,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,930000004.0,"Cedars-Sinai Medical Center, Los Angeles",.,.,.,.,Los Angeles,42.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,930000022.0,"Centinela Hospital Medical Center, Inglewood",.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,40000129.0,"Children's Hospital Central California, Madera",.,.,.,.,Madera,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,140000014.0,Childrens Hospital and Research Center at Oakland,.,.,.,.,Alameda,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,930000034.0,Childrens Hospital of Los Angeles,.,.,.,.,Los Angeles,21.0,0.0,~ See Data Dictionary
2013,California,SSI,Spleen surgery,220000003.0,"Chinese Hospital, San Francisco",.,.,.,.,San Francisco,21.0,0.0,~ See Data Dictionary
