objectid(long),routeid(long),beginpoint(double precision),endpoint(double precision),routedirection,roadnumber(long),roadsuffix,nedesc,assumedownership,assmowndesc,assumedroadtype,assmrdtypdesc,townnumber(long),townname,yearvalue(long),global_id,shape_length(double precision)
5983,13556423,0.0,0.13,L,1,W,CVS PLAZA (Coventry),PRI,Private Entity,M,Mainline,32,COVENTRY,2022,7bd223bc-9423-49ec-94b9-d2a05756b427,690.405278200578
5984,13556432,0.0,0.05,L,1,W,CAMPBELL RD (Private),PRI,Private Entity,M,Mainline,58,GROTON,2022,fb4bd607-118f-4b76-9464-b24369f9bbf9,302.964086307071
5985,13556445,0.0,0.09,L,1,W,CATHY AVE (Private),PRI,Private Entity,M,Mainline,101,NORTH STONINGTON,2878,fd538303-5227-4421-897d-bfa4c846d5a1,512.345181798289
5986,13879706,0.0,0.05,L,1,W,RIDGEFIELD SHOPPING CENTER (Ridgefield),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,117,RIDGEFIELD,2022,9b9000fb-e248-4681-9417-38e7c6b969db,253.383213961635
5987,13879869,0.0,0.03,L,1,W,COMMERCE PLAZA (Danbury),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,34,DANBURY,1520,0c4e88d3-318f-44db-9f11-39a5ec4bba33,136.627150370126
5988,13880197,0.0,0.08,L,1,W,BEVIN CT (Private),PRI,Private Entity,M,Mainline,41,EAST HAMPTON,2022,4432320b-63e3-4196-86bf-5938709a5bfe,447.233439763183
5989,13880226,0.0,0.02,L,1,W,SIKORSKY PARKING (Stratford),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,138,STRATFORD,2022,f624f24c-1434-47a1-aca0-57392059fc36,81.494300901396
5990,13880275,0.0,0.06,L,1,W,TURNER RD (Private),PRI,Private Entity,M,Mainline,126,SHELTON,2022,2b0e46db-0b4b-4ecc-bf68-4e4f0606f1e7,299.600283414212
5991,13880314,0.0,0.04,L,1,W,WHITE HILLS SHOPPING CENTER (Shelton),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,126,SHELTON,1734,2d5f13be-633b-443d-9d74-c700383ad458,188.790250389357
5992,13881145,0.0,0.08,L,1,W,FALL BROOK PARK (Killingly),PRI,Private Entity,M,Mainline,68,KILLINGLY,2022,86b55edd-6e60-49ab-b8e1-24e08aa45223,451.231070923763
5993,13889196,0.0,0.1,L,1,W,WILTON CORPORATE PARK CENTER (Wilton),PRI,Private Entity,M,Mainline,161,WILTON,2022,613a8d38-5f42-4c81-94f6-2be04fc982c8,578.259843940262
5994,13889226,0.0,0.19,L,1,W,MILLTOWN LA (Private),PRI,Private Entity,M,Mainline,90,NEW FAIRFIELD,2022,8e023bf3-8211-499f-a273-60cb95eb48d2,999.938783307949
5995,13889243,0.0,0.07,L,1,W,HOLLYHOCK RD (Private),PRI,Private Entity,M,Mainline,161,WILTON,2022,652c5c80-ec5a-4239-b7f0-c0253097fa11,381.197644860413
5996,13889327,0.0,0.36,L,1,W,PONDS EDGE MEDICAL PARK (Ridgefield),PRI,Private Entity,M,Mainline,117,RIDGEFIELD,2390,23ea755f-a7ec-4a0f-bd09-98a96b56ee8d,1911.04004178818
5997,13889377,0.0,0.13,L,1,W,WOODCREST LA (Private),PRI,Private Entity,M,Mainline,121,SALISBURY,2022,3d7a93e2-0f8e-467b-82f0-403c5a3fb445,704.658659572148
5998,13889670,0.0,0.02,L,1,W,JUDDYS PLACE (Danbury),PRI,Private Entity,M,Mainline,34,DANBURY,2022,0aa95e78-8bba-4b5e-9bf9-506f4132d25f,138.552590964354
5999,13889678,0.0,0.04,L,1,W,MAPLEWOOD INDUSTRIAL PARK (New Milford),PRI,Private Entity,M,Mainline,95,NEW MILFORD,2174,b98f72ab-d5f2-4303-a02b-56c6dc69363b,218.102070122175
6000,13889710,0.0,0.4,L,1,W,CEDAR KNOLLS DR (Private),PRI,Private Entity,M,Mainline,95,NEW MILFORD,2022,4db03efd-83b1-4eac-a029-c6538bbd05ee,2148.28434233108
6001,13889730,0.0,0.15,L,1,W,MOUNTAIN GREENERY LA (Private),PRI,Private Entity,M,Mainline,121,SALISBURY,2022,33e9452a-53b3-4eda-a0f0-6dbc57718a40,814.474389843254
6002,15896874,0.0,0.13,L,1,W,BEACON HILL APARTMENTS (Beacon Falls),PRI,Private Entity,M,Mainline,6,BEACON FALLS,2022,a43d9599-af41-4c2c-b735-ce10ba0d7f4a,681.699222082249
6003,15896965,0.0,0.05,L,1,W,WINTERBERRY PL (Private),PRI,Private Entity,M,Mainline,7,BERLIN,2022,792ca122-f0e0-408e-9dff-dc4f4f420f9e,287.877364147252
6004,15897053,0.0,0.08,L,1,W,LANCASTER DR (Private),PRI,Private Entity,M,Mainline,6,BEACON FALLS,2022,a1c46a18-6584-411d-b154-1ee46035bd21,417.73965885937
6005,15897059,0.0,0.55,L,1,W,LAKE DR (Private),PRI,Private Entity,M,Mainline,10,BETHLEHEM,2022,62616afc-3911-4865-a224-d8270052187b,2875.51072029602
6006,15897157,0.0,0.05,L,1,W,MORNINGSIDE CT (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,84c19776-536f-4924-a76e-31cf07ec98a8,271.442110062622
6007,15897274,0.0,0.22,L,1,W,SUNNINGDALE LA (Private),PRI,Private Entity,M,Mainline,12,BOLTON,2022,24281120-2f82-48db-84bf-568f40e8d44c,1184.36477433057
6008,15897331,0.0,0.4,L,1,W,ROSEWOOD LN (Private),PRI,Private Entity,M,Mainline,7,BERLIN,2022,b8d9562b-fa02-4920-8ec3-20cfdd1f2b91,2111.86411595675
6009,15897339,0.0,0.09,L,1,W,MEAD LA (Private),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,856fbcf8-e39b-41f8-92c6-a6ae009244f2,483.862540124397
6010,15897359,0.0,0.06,L,1,W,CHAMBORD PARK (Bloomfield),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,5f66732c-a65e-4a44-a674-4fa2db7f583f,335.450350397517
6011,15897404,0.0,0.1,L,1,W,ORCHARD LA (Private),PRI,Private Entity,M,Mainline,12,BOLTON,2022,0c4f6a58-6adb-44c6-9693-b10e06b1f7a7,547.954280022023
6012,13556508,0.0,0.9,L,1,W,CROMWELL HILLS (Cromwell),PRI,Private Entity,M,Mainline,33,CROMWELL,1460,678f3984-b5b0-48ad-85bb-31dfb4416da3,4810.61902717486
6013,13561220,0.0,0.04,L,1,W,CUMBERLAND FARMS (Southington),PRI,Private Entity,M,Mainline,131,SOUTHINGTON,2022,93b38203-2837-4200-b72b-f7a34d00fa3c,210.933108156119
6014,13561227,0.0,0.03,L,1,W,ESPN HEADQUARTERS (Southington),PRI,Private Entity,M,Mainline,131,SOUTHINGTON,2228,2bce833e-2dc5-49d0-98b2-a587fb695caf,175.469966283158
6015,13561273,0.0,0.03,L,1,W,BACKUS HOSPITAL (Norwich),PRI,Private Entity,M,Mainline,103,NORWICH,2022,964707b7-531e-412d-8176-7653d38985cb,195.071518833465
6016,13561289,0.0,0.36,L,1,W,WESTMOUNT RD (Private),PRI,Private Entity,M,Mainline,121,SALISBURY,2022,a91d46fb-b474-449d-8241-967b6b10146e,1869.21720911495
6017,13561359,0.0,0.29,L,1,W,WINDY RIDGE RD (Private),PRI,Private Entity,M,Mainline,125,SHARON,2022,c48be648-0a73-41bc-8de9-ceda63e9ba10,1552.05927477009
6018,13561477,0.0,0.19,L,1,W,MARSHFIELD APTS (North Branford),PRI,Private Entity,M,Mainline,98,NORTH BRANFORD,2022,0e8d20ec-c2b9-4825-84be-fe04c6123666,992.883232233343
6019,13561516,0.0,0.14,L,1,W,CT SPORTSPLEX (North Branford),PRI,Private Entity,M,Mainline,98,NORTH BRANFORD,2022,9b2e7e75-4b33-47ed-aaed-2ca04b79fed4,749.130273155386
6020,13556452,0.0,0.16,L,1,W,FITCH HIGH SCHOOL (Groton),PRI,Private Entity,M,Mainline,58,GROTON,2022,bf334f8b-8410-4e0b-b8af-862cf49a14c5,832.691272760486
6021,13556494,0.0,0.17,L,1,W,PEQUOT TRAIL (Private),PRI,Private Entity,M,Mainline,71,LEDYARD,2022,37664ff4-0832-4fe0-85b4-c25042f91024,903.141906414505
6022,13561155,0.0,0.04,L,1,W,STOP AND SHOP (Cromwell),PRI,Private Entity,M,Mainline,33,CROMWELL,2445,41dc9f87-73aa-411b-8ce1-c12222cba4e1,192.461882624274
6023,13561174,0.0,0.05,L,1,W,PIERSON PARK (Cromwell),PRI,Private Entity,M,Mainline,33,CROMWELL,2022,ded3cd11-51de-468b-87f4-9af829b00ec6,300.315072049627
6024,13561267,0.0,0.04,L,1,W,INDIAN RIDGE APTS (Griswold),PRI,Private Entity,M,Mainline,57,GRISWOLD,2022,16190763-4d8e-4e30-afc6-6e79bb04f421,220.221132113415
6025,13561335,0.0,0.1,L,1,W,HAMMOND AV (Private),PRI,Private Entity,M,Mainline,103,NORWICH,2022,761a0ddd-9394-4c67-94a9-e865e39be06c,556.308880333408
6026,13561456,0.0,0.42,L,1,W,COMMUNITY SCHOOL (Sterling),PRI,Private Entity,M,Mainline,136,STERLING,2022,4e2728be-0633-4d08-a479-91efc16f2374,2221.37927367649
6027,13561490,0.0,0.07,L,1,W,BIG Y PLAZA (North Branford),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,98,NORTH BRANFORD,2022,3fa9d93b-60b6-4df5-a4c0-25cbef21b081,410.005138791632
6028,13561517,0.0,0.19,L,1,W,HEBRON AVENUE SCHOOL (Glastonbury),PRI,Private Entity,M,Mainline,53,GLASTONBURY,2022,6812ffc5-62fe-44c9-8432-b54d3b42b0e7,1025.09429762493
6029,13561525,0.0,0.11,L,1,W,SHAW RD (Private),PRI,Private Entity,M,Mainline,98,NORTH BRANFORD,2022,7dbfec9e-2f14-46cc-9e7f-99a2cf14e91a,588.135201663221
6030,13561538,0.0,0.09,L,1,W,POSTAL RD (Private),PRI,Private Entity,M,Mainline,165,WINDSOR LOCKS,2022,7e07cb98-d933-4e41-8f6f-7b8d84ce1c4f,488.768968128384
6031,13561550,0.0,0.05,L,1,W,CVS PLAZA (East Haven),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,43,EAST HAVEN,2022,f80bf273-74e2-446b-b59b-f2b9344b61d5,273.403584433965
6032,13889744,0.0,0.18,L,1,W,HARRISON ST (Private),PRI,Private Entity,M,Mainline,121,SALISBURY,2022,b2bfcf09-093b-4a84-9414-c561788a15af,911.370215978527
6033,13889776,0.0,0.04,L,1,W,HOME DEPOT (New Milford),PRI,Private Entity,M,Mainline,95,NEW MILFORD,1175,60859b01-1b7a-4bd9-812a-15ef6bb99107,245.273374542516
6034,13890153,0.0,0.27,L,1,W,FIDDLEHEAD DR (Private),PRI,Private Entity,M,Mainline,95,NEW MILFORD,2022,96426391-cfaf-4ef7-b50e-02ca5fdacb34,1456.95320562249
6035,13890197,0.0,0.37,L,1,W,HAMDEN FARMS (Hamden),PRI,Private Entity,M,Mainline,61,HAMDEN,2022,c6f791fa-311a-4fd8-a615-25acc08e423e,1987.61786957627
6036,13890206,0.0,0.11,L,1,W,APT FOUNDATION (North Haven),PRI,Private Entity,M,Mainline,100,NORTH HAVEN,2022,ad9d26ec-69f8-4c45-9750-df91ade5a8e9,629.038001650442
6037,13890229,0.0,0.02,L,1,W,WASHINGTON COMMONS (North Haven),PRI,Private Entity,M,Mainline,100,NORTH HAVEN,2022,fd11e92b-8f68-47f2-9e71-d0bd28c3dcbb,123.092982550244
6038,13890302,0.0,0.27,L,1,W,VALLEY VIEW (Private),PRI,Private Entity,M,Mainline,67,KENT,2022,00507252-2e74-4284-b2f7-fcfa46b6b34a,1447.4998017931
6039,13890332,0.0,0.11,L,1,W,GREENWARD WAY (Private),PRI,Private Entity,M,Mainline,67,KENT,2022,d5375471-1126-49f2-84cf-93e732888690,640.526631841527
6040,13890354,0.0,0.05,L,1,W,RTE 5 SONIC (Wallingford),PRI,Private Entity,M,Mainline,148,WALLINGFORD,2962,202accad-0438-44de-a167-f25a96e49640,288.188751814583
6041,13890379,0.0,0.02,L,1,W,HILL VIEW DR (Private),PRI,Private Entity,M,Mainline,90,NEW FAIRFIELD,1134,aa4ec5ae-de37-460f-85e7-535c09eeaab4,83.9980961761249
6042,13890401,0.0,0.2,L,1,W,STOP AND SHOP (North Canaan),PRI,Private Entity,M,Mainline,99,NORTH CANAAN,2022,126c2a4b-1932-4e64-a14c-ef70ab1108fd,1050.2219874782
6043,13890444,0.0,0.03,L,1,W,WRIGHT ST (Private),PRI,Private Entity,M,Mainline,151,WATERBURY,2022,823c967c-6149-44b5-9f9a-660a100f92a4,149.53814736417
6044,13890459,0.0,0.09,L,1,W,EAST LINE CONDOS (Waterbury),PRI,Private Entity,M,Mainline,151,WATERBURY,2134,c1a7da73-0bb4-48c1-91de-f53bb117541c,467.031713937328
6045,15897428,0.0,0.05,L,1,W,SILVER ISLAND WAY (Private),PRI,Private Entity,M,Mainline,79,MERIDEN,2022,05e156db-7eb0-405c-b262-036cce135a7b,238.754091641439
6046,15897454,0.0,0.04,L,1,W,THYME CIR (Private),PRI,Private Entity,M,Mainline,7,BERLIN,2022,26d8bc67-5b1b-4062-98dc-96bbee7ff75f,231.231377667734
6047,15897462,0.0,0.39,L,1,W,DUNCASTER LA (Private),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,9acda599-0b24-433b-a04c-7bd3ab514cf5,2032.92629512297
6048,15897470,0.0,0.18,L,1,W,DUNCASTER HOLLOW (Private),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,aa2a0f09-4850-449b-8cb9-a4f91bb6d42b,965.094608292954
6049,15897480,0.0,0.18,L,1,W,BOLTON HIGH SCHOOL (Bolton),PRI,Private Entity,M,Mainline,12,BOLTON,2022,f46e9a88-178d-4f8a-8760-d9b128798aed,948.867473699984
6050,15897491,0.0,0.04,L,2,W,BRIGHTON PARK WAY (Private),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,92054e02-2253-4bee-9e35-e23c5eeffad3,190.92152738875
6051,15897505,0.0,0.37,L,1,W,INDIAN NOTCH PARK (Bolton),PRI,Private Entity,M,Mainline,12,BOLTON,2022,1fef546f-210c-4627-9708-4989872970e4,1943.14683983825
6052,15897552,0.0,0.08,L,1,W,CLOVER CT (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,db84f979-cb4c-4d3f-91cd-cbf958add7d6,423.248897436246
6053,15897578,0.0,0.18,L,1,W,ARROWWOOD LA (Private),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,9384bebb-ce4a-4f8a-9a2f-ec6f3dad722a,919.829148059591
6054,15897658,0.0,0.14,L,1,W,EDGEWATER CIR (Private),PRI,Private Entity,M,Mainline,7,BERLIN,2022,80641a10-8289-4bfb-b830-f89a81046e14,745.895730129762
6055,13574025,0.0,0.27,L,1,W,SOUTH SHORE DR (Private),PRI,Private Entity,M,Mainline,43,EAST HAVEN,2022,cbc94383-2347-4878-a65e-2d13a4ab6dbb,1425.34598894765
6056,13574056,0.0,0.65,L,1,W,RAYNHAM HILL DR (Private),PRI,Private Entity,M,Mainline,92,NEW HAVEN,2022,884d56e8-1762-405a-b64f-a4efe1e64916,3453.00981742729
6057,13574351,0.0,0.06,L,1,W,KOHLS (Rocky Hill),PRI,Private Entity,M,Mainline,118,ROCKY HILL,2022,f582349d-5b07-42ef-948f-a0276d55e59b,338.97202229605
6058,13574376,0.0,0.04,L,1,W,OCEAN STATE JOB LOT (Wethersfield),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,159,WETHERSFIELD,2022,da043886-5887-48db-af86-29549c63d2e2,219.536035379619
6059,13574411,0.0,0.49,L,1,W,SUNRISE PARK (Suffield),PRI,Private Entity,M,Mainline,139,SUFFIELD,1067,0c00fea7-5aea-4a28-a844-65915744a245,2639.71228654692
6060,13580276,0.0,0.03,L,1,W,FARMINGTON WOODS (Farmington),PRI,Private Entity,M,Mainline,51,FARMINGTON,2022,3fc86f4d-4d9a-47a3-831f-1759ccfdda1d,148.773063343161
6061,13581099,0.0,0.03,L,1,W,EAGLES NEST RD (Private),PRI,Private Entity,M,Mainline,138,STRATFORD,2022,b442db8b-2584-46c9-8b62-66dbe30cad65,174.201430257882
6062,13581105,0.0,0.1,L,1,W,FEDEX GROUND (Stratford),PRI,Private Entity,M,Mainline,138,STRATFORD,2022,d8d4dd8e-696e-453b-a5cb-abc6d45732a5,559.831609320146
6063,13581941,0.0,0.09,L,1,W,STRATFORD TRAIN STATION E (Stratford),PRI,Private Entity,M,Mainline,138,STRATFORD,2022,5bdbc0de-6216-466c-88a2-195bbe2fb7c4,483.663781343578
6064,13581979,0.0,0.37,L,1,W,VICTORIA LA (Private),PRI,Private Entity,M,Mainline,84,MONROE,2022,8cb0a11a-d595-4442-8876-1a81c048412c,1966.12367077821
6065,13561583,0.0,0.13,L,1,W,ELM ST (Private),PRI,Private Entity,M,Mainline,46,EAST WINDSOR,2022,8719b957-e8e9-4d21-83d4-d3a36fb6af71,704.204138599055
6066,13561663,0.0,0.03,L,1,W,CROSSROADS PLAZA (Cromwell),PRI,Private Entity,M,Mainline,33,CROMWELL,2022,51b69c84-e90f-44c9-b395-9c164b3156c2,206.343545994263
6067,13561822,0.0,0.06,L,1,W,CORBINS CORNER NORTH (West Hartford),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,155,WEST HARTFORD,2022,8cd32bad-fe49-4fb9-b9cb-84da1c6a2268,357.230718498795
6068,13561828,0.0,0.25,L,1,W,KNIGHT LN (Private),PRI,Private Entity,M,Mainline,100,NORTH HAVEN,2022,b3e07568-1d32-4921-a41c-797aee313def,1339.35258431534
6069,13561832,0.0,0.09,L,1,W,WEST FARMS MALL SOUTH (Farmington),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,51,FARMINGTON,2022,8f76b3d8-dbf3-4e56-8c06-05f394230578,493.968045941547
6070,13561892,0.0,0.04,L,1,W,ADAMS PLAZA (Portland),PRI,Private Entity,M,Mainline,112,PORTLAND,1795,e428e529-9963-4c46-9c0e-92d31be55745,217.31663853011
6071,13564824,0.0,0.16,L,1,W,CROSS BROOK LA (Private),PRI,Private Entity,M,Mainline,158,WESTPORT,2022,257061e3-a7e6-468f-be7d-6af8009b060a,834.964163996224
6072,13573179,0.0,0.06,L,1,W,CENTRAL PLAZA (North Branford),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,98,NORTH BRANFORD,2022,b71a3b11-d645-43ad-99bb-280b5c59afb9,331.597520832038
6073,13573224,0.0,0.08,L,1,W,ADAMS MID SCHOOL (Guilford),PRI,Private Entity,M,Mainline,59,GUILFORD,2022,91b79471-543e-4e4d-91e3-01a9cbe532a8,442.36257236795
6074,13573251,0.0,0.48,L,1,W,ARBOR RIDGE (Private),PRI,Private Entity,M,Mainline,143,TORRINGTON,2022,578b15ce-d790-4db0-9b8c-5c7c2a867307,2541.24648884043
6075,13573313,0.0,0.15,L,1,W,POND VIEW LA (Private),PRI,Private Entity,M,Mainline,75,MADISON,2022,639da6c7-d339-4052-be9b-9ad6c097121f,805.747047495985
6076,13573380,0.0,0.1,L,1,W,GROTON PUBLIC LIBRARY (Groton),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,58,GROTON,2103,afb30249-d954-4d2f-9f95-73b053558c63,550.574891675625
6077,13573396,0.0,0.26,L,1,W,VICTORIA MANOR (Clinton),PRI,Private Entity,M,Mainline,27,CLINTON,2022,b11cf454-d72e-4f38-8ad6-1b1e048ba7b9,1389.99674561623
6078,13573417,0.0,0.04,L,1,W,DOT MAINTENANCE Westbrook),DOT,Department of Transportation,M,Mainline,154,WESTBROOK,2022,82877a59-a67f-4dbb-84aa-ca14d7f844e2,203.345030877168
6079,13573424,0.0,0.15,L,1,W,FIELDSTONE LA (Private),PRI,Private Entity,M,Mainline,71,LEDYARD,2637,ce7aa47c-f568-433d-acb1-6f70f90024fe,799.55853740245
6080,13573430,0.0,0.22,L,1,W,CHESTER AIRPORT S (Chester),PRI,Private Entity,M,Mainline,26,CHESTER,2755,ddb3f445-9229-4609-83c6-c7e58ca8e59b,1180.32691629577
6081,13890462,0.0,0.09,L,1,W,OVERLOOK POINT (Private),PRI,Private Entity,M,Mainline,79,MERIDEN,2022,de746633-09e4-4110-9ac4-6aa700770e6e,500.356843235475
6082,13890489,0.0,0.05,L,1,W,FALLS VILLAGE FIRE DEPARTMENT (Canaan),PRI,Private Entity,M,Mainline,21,CANAAN,1301,9f4bd69e-a975-4565-b468-f5bd86b7cb63,293.247692937846
6083,13890533,0.0,0.46,L,1,W,CANYON DR (Private),PRI,Private Entity,M,Mainline,79,MERIDEN,2022,c277abdb-0f34-4b5b-a222-dfe13423e12d,2448.98957669342
6084,13890540,0.0,0.14,L,1,W,LEDGEBROOK PLAZA (Winchester),PRI,Private Entity,M,Mainline,162,WINCHESTER,2022,650069c7-61ed-4480-b275-76dec292ed70,761.436170906571
6085,13890573,0.0,0.48,L,1,W,HAWTHORNE DR (Berlin),PRI,Private Entity,M,Mainline,7,BERLIN,2022,915590e2-9349-406f-a742-b70e8a95b3b8,2582.71894156356
6086,13890863,0.0,0.29,L,1,W,SURANNA DR (Private),PRI,Private Entity,M,Mainline,7,BERLIN,2022,fc74efc9-ccb2-4bd9-bdf8-453fa9008a68,1574.75672294626
6087,13890896,0.0,0.05,L,1,W,PC RICHARD (Newington),PRI,Private Entity,M,Mainline,93,NEWINGTON,2022,288a7a75-0925-4347-8f45-d5503c5a076a,298.111055413441
6088,13890918,0.0,0.53,L,1,W,CTDOT HEADQUARTERS (Newington),DOT,Department of Transportation,M,Mainline,93,NEWINGTON,2022,8e535a3e-832b-4025-9919-6c12db27097c,2814.50032555498
6089,15897681,0.0,0.16,L,1,W,WINGED FOOT BLVD (Private),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2487,6fb71855-b4ce-4b54-b05d-ef648fd46385,848.592073413538
6090,15897758,0.1,0.16,R,1,W,PEACHTREE VILLAGE (Avon),PRI,Private Entity,M,Mainline,4,AVON,2486,1b1fe895-d074-4ddf-a4bb-6af8bd15e6ae,307.539243926876
6091,15897762,0.0,0.16,L,3,W,PEACHTREE VILLAGE (Avon),PRI,Private Entity,M,Mainline,4,AVON,2022,a4816173-6fc9-432e-852e-57cc20c26833,851.041472921899
6092,15897874,0.0,0.27,L,1,W,AUSTIN RYE LA (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,1603,135494cb-3308-49bd-a84e-04558a8d7a47,1426.23494553158
6093,15897962,0.0,0.69,L,1,W,CIGNA CAMPUS WAY (Private),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,1174,4a41e33c-5aac-4be9-995d-8593a2488587,3725.10039584959
6094,15898048,0.0,0.06,L,1,W,FRESH MEADOW RD (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,bad97532-7640-4b5f-99bb-ee080d167a62,311.320253575809
6095,15898084,0.0,0.14,L,1,W,LIBERTY SQUARE (Bloomfield),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,d5d20241-c554-441d-8251-ccd443b3fbea,758.061443600952
6096,15898103,0.0,0.03,L,1,W,STONINGTON CT (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,8acab0d1-170e-4f77-b9ed-a3635cf9298a,129.346816323564
6097,15898260,0.0,0.13,L,1,W,HAMPTON PARK EAST (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,f8efbb63-c108-4fc3-9c69-c07c555b4cbb,683.304413072694
6098,15898275,0.0,0.1,L,1,W,CANTERBURY LA (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,e8948639-88c3-49e9-b8a5-2839534ffbae,517.353052091679
6099,13604896,0.0,0.57,L,1,W,FAIRMOUNT DR (Private),PRI,Private Entity,M,Mainline,84,MONROE,2022,3beb8fe3-293e-4e8d-8aa2-ad62a49dc05e,3039.31410350214
6100,13604922,0.0,1.02,L,1,W,NORTHBROOK DR (Private),PRI,Private Entity,M,Mainline,84,MONROE,3025,ec2a9416-69cf-4b30-ac00-9804b7e61fcf,5401.32595995725
6101,13604961,0.0,0.08,L,1,W,COMMONS AT DERBY (Derby),PRI,Private Entity,M,Mainline,36,DERBY,2022,e12496ef-8271-40cc-bdfa-00c1e1982f81,426.932356278816
6102,13606020,0.0,0.04,L,1,W,VILLAGE PARKING (East Haddam),PRI,Private Entity,M,Mainline,40,EAST HADDAM,2022,8ac2e003-086e-4e7d-9d62-b2e41204c9a4,199.435248655664
6103,13606042,0.0,0.01,L,1,W,BIRCH HILL RD (Private),PRI,Private Entity,M,Mainline,40,EAST HADDAM,2022,14ba903f-ab9b-4686-8ae7-46ffac0950a1,48.0528888896929
6104,13606341,0.0,0.09,L,1,W,HAMDEN MEMORIAL LIBRARY (Hamden),PRI,Private Entity,M,Mainline,61,HAMDEN,2022,802321e9-93ee-438d-bacd-ed2547433260,455.356563627482
6105,13606369,0.0,0.22,L,1,W,WHITNEY RIDGE (Hamden),PRI,Private Entity,M,Mainline,61,HAMDEN,2022,7650f507-6080-43e7-aa9d-fc53f0bc652b,1144.87051736069
6106,13606378,0.0,0.11,L,1,W,BRITTANY KNOLL (Private),PRI,Private Entity,M,Mainline,103,NORWICH,2022,e4182b0b-b30c-4760-8f0f-d677104f090b,589.090766615979
6107,13606731,0.0,0.02,L,1,W,GOODWILL (Norwich),PRI,Private Entity,M,Mainline,103,NORWICH,2022,f4d4b4e6-8de1-4854-bb18-28b78524de5a,144.248697650361
6108,13607116,0.0,0.07,L,1,W,DEANAROSE PL (Private),PRI,Private Entity,M,Mainline,25,CHESHIRE,2022,45349444-02a2-4ebc-a31e-3d782bcf42fd,361.071379769249
6109,13607121,0.0,0.03,L,1,W,SALEM PLAZA (Norwich),PRI,Private Entity,M,Mainline,103,NORWICH,2022,d09c0ce3-8528-42b3-b1a8-d3176f9dc94d,171.77251923484
6110,13573441,0.0,0.04,L,1,W,NEW GUIDAS (Middlefield),PRI,Private Entity,M,Mainline,81,MIDDLEFIELD,2022,36a8bcb9-ca60-4e33-a8d4-b8d34579a80b,249.792536919346
6111,13573463,0.0,0.1,L,1,W,HEMINGWAY PL (Private),PRI,Private Entity,M,Mainline,43,EAST HAVEN,2592,8eb51985-0ac0-4850-af8f-5e59663b0a72,577.760147095761
6112,13573475,0.0,0.06,L,1,W,HARBOUR VILLAGE (Branford),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,fa57b858-212a-4f73-a28c-dd3c0608133e,304.951340525487
6113,13573761,0.0,0.32,L,1,W,LYMAN HIGH SCHOOL (Lebanon),PRI,Private Entity,M,Mainline,70,LEBANON,2022,a3aadd14-e89d-4a41-9f07-e71167deb56c,1717.02077526491
6114,13573773,0.0,0.14,L,1,W,MIDDLETOWN PLAZA (Middletown),PRI,Private Entity,M,Mainline,82,MIDDLETOWN,2022,04235f96-49e6-42eb-809d-af5106fb90a8,798.40262275975
6115,13573804,0.0,0.05,L,1,W,PUBLIC WORKS (East Hampton),PRI,Private Entity,M,Mainline,41,EAST HAMPTON,2022,d991ce12-5518-4e0c-aeef-20c07aa3a852,285.293788232341
6116,13573878,0.0,0.62,L,1,W,LAUREL RIDGE (Private),PRI,Private Entity,M,Mainline,41,EAST HAMPTON,2022,e3479fb0-1d59-4ba0-b3ea-5d771ef35465,3313.62605451502
6117,13573896,0.0,0.22,L,1,W,MILL LANDING (Private),PRI,Private Entity,M,Mainline,66,HEBRON,2022,3159e6ce-1a4d-4df7-9dc0-2a46358cdc84,1167.52974911913
6118,13573939,0.0,0.2,L,1,W,BRIMFIELD WAY (Private),PRI,Private Entity,M,Mainline,118,ROCKY HILL,2022,5d27c005-0100-4b8b-a056-9b885bf5a88d,1072.04883297395
