OBJECTID,GNLCCCODE,NORWEST,PATCH_ID,MINTEMPC,SLOPE,BT_0BRK,BT_25BRK,BT_50BRK,BT_75BRK,BT_100BRK,LENGTH_KM,NHDVERSION,SHAPELEN
81064,SP_1268,SpoKoot,1268,8.48,14.75,0.105212,0.105212,0.105212,0.105212,0.105212,3.97,1,0.0459043621703335
81065,SP_1269,SpoKoot,1269,7.2,11.48,0.382745,0.382745,0.382745,0.382745,0.382745,8.9,1,0.0880891917558044
81066,SP_1270,SpoKoot,1270,6.88,9.93,0.554546,0.483027,0.412196,0.344823,0.283158,12.69,1,0.137137609806761
81067,SP_1271,SpoKoot,1271,9.1,13.13,0.098304,0.098304,0.098304,0.098304,0.098304,4.71,1,0.054035239834431
81068,SP_1276,SpoKoot,1276,8.26,6.18,0.566076,0.475958,0.387379,0.305669,0.234595,17.38,1,0.190399621844643
81069,SP_1277,SpoKoot,1277,8.2,14.51,0.120913,0.120913,0.120913,0.120913,0.120913,3.02,1,0.0359563783796157
81070,SP_1283,SpoKoot,1283,7.83,7.35,0.929799,0.838873,0.671754,0.445812,0.240244,53.11,1,0.58932558685262
81071,SP_1284,SpoKoot,1284,7.91,4.52,0.552562,0.497455,0.442409,0.388743,0.337645,8.58,1,0.087810784267187
81072,SP_1286,SpoKoot,1286,8.49,8.97,0.254386,0.222547,0.193658,0.16771,0.144616,5.72,1,0.0719963164336095
81073,SP_1288,SpoKoot,1288,9.02,14.13,0.085304,0.085304,0.085304,0.085304,0.085304,4.07,1,0.0416192983732226
81074,SP_1291,SpoKoot,1291,9.35,8.36,0.160305,0.142344,0.126092,0.111456,0.098326,3.5,1,0.0424677316503052
81075,SP_1294,SpoKoot,1294,8.1,8.48,0.323726,0.285985,0.251011,0.219002,0.190039,5.89,1,0.075075139254647
81076,SP_1295,SpoKoot,1295,7.45,7.75,0.931304,0.847032,0.693413,0.480195,0.273955,50.71,1,0.557516301578099
81077,SP_1296,SpoKoot,1296,8.37,6.35,0.404601,0.352734,0.304119,0.259519,0.219397,8.54,1,0.10074540441881
81078,SP_1298,SpoKoot,1298,9.11,11.13,0.122841,0.122841,0.122841,0.122841,0.122841,3.5,1,0.0352143935271218
81079,SP_1300,SpoKoot,1300,8.27,10.53,0.231236,0.231236,0.231236,0.231236,0.231236,5.64,1,0.0613843045137288
81080,SP_1301,SpoKoot,1301,8.87,12.39,0.120364,0.120364,0.120364,0.120364,0.120364,4.06,1,0.0440514612898105
81081,SP_1303,SpoKoot,1303,9.77,4.98,0.204456,0.182624,0.162646,0.144467,0.12801,3.5,1,0.0351072317326157
81082,SP_1308,SpoKoot,1308,8.79,10.3,0.175339,0.175339,0.175339,0.175339,0.175339,4.73,1,0.0578350163861221
81083,SP_1311,SpoKoot,1311,8.46,11.15,0.172427,0.172427,0.172427,0.172427,0.172427,3.35,1,0.0338727936283903
81084,SP_1312,SpoKoot,1312,7.89,6.52,0.461724,0.410125,0.360432,0.313558,0.270205,7.88,1,0.100229875163973
81085,SP_1316,SpoKoot,1316,8.45,14.08,0.115106,0.115106,0.115106,0.115106,0.115106,3.5,1,0.0436354826133016
81086,SP_1317,SpoKoot,1317,7.72,7.59,0.592199,0.502644,0.412918,0.328627,0.254095,17.41,1,0.195587783362585
81087,SP_1319,SpoKoot,1319,9.04,7.8,0.213341,0.18833,0.165633,0.145182,0.126872,4.5,1,0.0508192564592461
81088,SP_1328,SpoKoot,1328,9.69,10.57,0.096215,0.096215,0.096215,0.096215,0.096215,3.5,1,0.0426048060994757
81089,SP_1329,SpoKoot,1329,6.63,7.93,0.763941,0.683308,0.589919,0.489562,0.390039,20.09,1,0.216093261043213
81090,SP_1330,SpoKoot,1330,8.16,11,0.218116,0.218116,0.218116,0.218116,0.218116,4.58,1,0.0539370148977395
81091,SP_1331,SpoKoot,1331,7.97,9.15,0.3031,0.270124,0.239502,0.211347,0.185693,4.84,1,0.0548200174408726
81092,SP_1335,SpoKoot,1335,8.21,8.06,0.37547,0.321931,0.272692,0.228448,0.189511,9.51,1,0.115292183123335
81093,SP_1338,SpoKoot,1338,7.5,7.1,0.45892,0.417431,0.377079,0.338362,0.301696,5.29,1,0.039737225279626
81094,SP_1339,SpoKoot,1339,8.38,11.25,0.213371,0.213371,0.213371,0.213371,0.213371,6.99,1,0.0791976622829303
81095,SP_1340,SpoKoot,1340,9.09,13.44,0.089626,0.089626,0.089626,0.089626,0.089626,3.82,1,0.0394310583009837
81096,SP_1344,SpoKoot,1344,8.97,8.05,0.203486,0.181734,0.161834,0.14373,0.127344,3.5,1,0.0452348670683955
81097,SP_1346,SpoKoot,1346,7.56,12.74,0.243411,0.243411,0.243411,0.243411,0.243411,5.41,1,0.0539157503677593
81098,SP_1348,SpoKoot,1348,7.61,8.33,0.399944,0.358237,0.31857,0.28137,0.246939,5.83,1,0.0580853938912204
81099,SP_1351,SpoKoot,1351,7.41,6.48,0.568812,0.50909,0.449108,0.39057,0.335022,9.79,1,0.10652274359419
81100,SP_1354,SpoKoot,1354,7.46,6.14,0.772822,0.678807,0.567653,0.449242,0.336317,24.5,1,0.286383850993753
81101,SP_1356,SpoKoot,1356,8,8.99,0.29279,0.263354,0.235891,0.210473,0.187123,3.92,1,0.0432771492944455
81102,SP_1358,SpoKoot,1358,9.02,5.02,0.400014,0.338628,0.282231,0.231932,0.188247,11.25,1,0.130962761594571
81103,SP_1362,SpoKoot,1362,7.06,10.48,0.478704,0.478704,0.478704,0.478704,0.478704,11.11,1,0.13057894361665
81104,SP_1368,SpoKoot,1368,7.69,9.63,0.446635,0.375526,0.309407,0.250265,0.199167,13.14,1,0.15657774063819
81105,SP_1370,SpoKoot,1370,8.71,12.03,0.13288,0.13288,0.13288,0.13288,0.13288,3.31,1,0.0375022803890307
81106,SP_1371,SpoKoot,1371,7.61,10.75,0.442352,0.442352,0.442352,0.442352,0.442352,15.04,1,0.172159819869804
81107,SP_1378,SpoKoot,1378,9.08,10.38,0.146842,0.146842,0.146842,0.146842,0.146842,4.5,1,0.0524547831060761
81108,SP_1384,SpoKoot,1384,7.59,7.36,0.484039,0.429507,0.376633,0.326543,0.28012,8.5,1,0.0967390202362506
81109,SP_1395,SpoKoot,1395,7.59,11.04,0.342427,0.342427,0.342427,0.342427,0.342427,8.9,1,0.0953264730781152
81110,SP_1397,SpoKoot,1397,8.88,11.44,0.133211,0.133211,0.133211,0.133211,0.133211,3.5,1,0.0383365450940974
81111,SP_1402,SpoKoot,1402,9.64,8.2,0.14022,0.124177,0.109734,0.096786,0.085219,3.5,1,0.0392415706153917
81112,SP_1405,SpoKoot,1405,9.88,5.27,0.185959,0.16569,0.147231,0.130507,0.115425,3.5,1,0.0404032134458879
81113,SP_1406,SpoKoot,1406,8.03,12.57,0.179253,0.179253,0.179253,0.179253,0.179253,3.53,1,0.043684050248922
81114,SP_1407,SpoKoot,1407,9.07,8.17,0.200185,0.17637,0.15484,0.135505,0.118247,4.5,1,0.0557158274156003
81115,SP_1410,SpoKoot,1410,9.17,10.53,0.13686,0.13686,0.13686,0.13686,0.13686,4.5,1,0.0462986498845466
81116,SP_1412,SpoKoot,1412,7.48,6.96,0.527454,0.470135,0.413592,0.35924,0.308275,9.1,1,0.0984545756706217
81117,SP_1414,SpoKoot,1414,9.34,6.9,0.206687,0.182274,0.160163,0.140274,0.122495,4.5,1,0.0564263469997878
81118,SP_1419,SpoKoot,1419,7.93,8.27,0.346478,0.30953,0.274866,0.242719,0.213226,5.23,1,0.0586921281531007
81119,SP_1422,SpoKoot,1422,9.52,4.43,0.247739,0.222617,0.199367,0.17799,0.158451,3.49,1,0.0431696225517315
81120,SP_1423,SpoKoot,1423,8.59,7.75,0.254644,0.228994,0.205218,0.183322,0.163283,3.5,1,0.0356537561976417
81121,SP_1426,SpoKoot,1426,8.88,12.68,0.114651,0.114651,0.114651,0.114651,0.114651,4.05,1,0.04869205201013
81122,SP_1430,SpoKoot,1430,8.89,8.1,0.210474,0.188151,0.167693,0.14905,0.132151,3.5,1,0.0446632650723843
81123,SP_1431,SpoKoot,1431,7.76,5.79,0.494618,0.446964,0.400265,0.355311,0.312772,6.71,1,0.0656939426146918
81124,SP_1432,SpoKoot,1432,8.95,8.05,0.213344,0.188911,0.166684,0.146599,0.128561,4.26,1,0.0548915675569714
81125,SP_1433,SpoKoot,1433,8.95,10.81,0.148235,0.148235,0.148235,0.148235,0.148235,4.5,1,0.0505694124191548
81126,SP_1434,SpoKoot,1434,7.67,10.68,0.366298,0.366298,0.366298,0.366298,0.366298,10.4,1,0.107465849756515
81127,SP_1435,SpoKoot,1435,6.61,7.47,0.654846,0.597258,0.536858,0.475356,0.414593,10.15,1,0.119971666061446
81128,SP_1436,SpoKoot,1436,9.38,9.04,0.148245,0.130266,0.114175,0.099843,0.087133,4.14,1,0.0484466136690511
81129,SP_1437,SpoKoot,1437,8.7,8.74,0.239619,0.208502,0.180466,0.15546,0.133355,5.95,1,0.0739736085995794
81130,SP_1440,SpoKoot,1440,9.35,8,0.168445,0.149734,0.13277,0.117462,0.103708,3.5,1,0.0339225163881986
81131,SP_1442,SpoKoot,1442,8.11,9.44,0.328884,0.280909,0.237456,0.198866,0.165189,8.92,1,0.0970707309311352
81132,SP_1444,SpoKoot,1444,8.73,10.32,0.194342,0.194342,0.194342,0.194342,0.194342,6.21,1,0.0747009656320676
81133,SP_1445,SpoKoot,1445,7.12,13.65,0.314452,0.314452,0.314452,0.314452,0.314452,9.05,1,0.092989675474697
81134,SP_1447,SpoKoot,1447,7.28,12.12,0.312931,0.312931,0.312931,0.312931,0.312931,6.5,1,0.0727024023348233
81135,SP_1449,SpoKoot,1449,8.6,9.6,0.219761,0.191797,0.166632,0.144179,0.124301,5.46,1,0.0636404533387892
81136,SP_1450,SpoKoot,1450,9.17,10.21,0.144004,0.144004,0.144004,0.144004,0.144004,4.6,1,0.0570893134279962
81137,SP_1452,SpoKoot,1452,8.07,11.8,0.2176,0.2176,0.2176,0.2176,0.2176,5.73,1,0.0634707588899659
81138,SP_1453,SpoKoot,1453,8.41,14.09,0.124101,0.124101,0.124101,0.124101,0.124101,4.49,1,0.0520646980408361
81139,SP_1456,SpoKoot,1456,8.08,9.91,0.288368,0.250402,0.215917,0.185009,0.157637,6.82,1,0.0789511058292472
81140,SP_1460,SpoKoot,1460,9.36,7.97,0.168376,0.149672,0.132713,0.117411,0.103662,3.5,1,0.0361838188162033
81141,SP_1462,SpoKoot,1462,9.52,6.81,0.211247,0.18158,0.155259,0.132137,0.112002,6.52,1,0.058934879840189
81142,SP_1466,SpoKoot,1466,7.23,9.83,0.538953,0.458337,0.379844,0.307171,0.242955,14.95,1,0.149973640572116
81143,SP_1468,SpoKoot,1468,8.95,11.87,0.127231,0.127231,0.127231,0.127231,0.127231,4.5,1,0.0449018115662342
81144,SP_1471,SpoKoot,1471,8.71,14.64,0.091369,0.091369,0.091369,0.091369,0.091369,3.51,1,0.0346493962130881
81145,SP_1474,SpoKoot,1474,9.28,10.18,0.126122,0.126122,0.126122,0.126122,0.126122,3.18,1,0.0362305502833336
81146,SP_1479,SpoKoot,1479,8.72,12.28,0.131024,0.131024,0.131024,0.131024,0.131024,3.8,1,0.036993089323467
81147,SP_1482,SpoKoot,1482,8.47,13.26,0.131068,0.131068,0.131068,0.131068,0.131068,3.89,1,0.0391442791457316
81148,SP_1484,SpoKoot,1484,7.49,9.35,0.413621,0.36242,0.314162,0.269612,0.229268,8.24,1,0.081338337884487
81149,SP_1485,SpoKoot,1485,9.18,10.56,0.128706,0.128706,0.128706,0.128706,0.128706,3.54,1,0.0453325730792126
81150,SP_1488,SpoKoot,1488,9.11,11.17,0.122019,0.122019,0.122019,0.122019,0.122019,3.5,1,0.0350730388003111
81151,SP_1489,SpoKoot,1489,10.02,8.71,0.115638,0.099672,0.085697,0.073521,0.062956,5.15,1,0.0547382067969445
81152,SP_1491,SpoKoot,1491,7.62,11.12,0.294114,0.294114,0.294114,0.294114,0.294114,5.86,1,0.0666486133092386
81153,SP_1492,SpoKoot,1492,8.48,3.62,0.451458,0.409453,0.368728,0.329792,0.293059,5.47,1,0.0594704332164932
81154,SP_1494,SpoKoot,1494,7.96,11.2,0.244968,0.244968,0.244968,0.244968,0.244968,5.5,1,0.0652899943478182
81155,SP_1498,SpoKoot,1498,7.2,7.45,0.581373,0.516785,0.451632,0.388095,0.328148,11.08,1,0.135230296224242
81156,SP_1499,SpoKoot,1499,7.61,8.66,0.395814,0.3521,0.310731,0.27218,0.236769,6.43,1,0.0610777804609308
81157,SP_1501,SpoKoot,1501,7.39,11.12,0.306887,0.306887,0.306887,0.306887,0.306887,4.5,1,0.0546902324056019
81158,SP_1502,SpoKoot,1502,7.83,9.71,0.314634,0.277896,0.24392,0.212874,0.184814,5.77,1,0.0577461407733123
81159,SP_1503,SpoKoot,1503,8.45,7,0.334791,0.295021,0.258142,0.224405,0.193925,6.28,1,0.0756064134824624
81160,SP_1507,SpoKoot,1507,8.06,9.14,0.308576,0.271191,0.236785,0.205514,0.177412,6.11,1,0.0705801480450005
81161,SP_1508,SpoKoot,1508,7.22,10.9,0.366281,0.366281,0.366281,0.366281,0.366281,6.46,1,0.0724554923273264
81162,SP_1511,SpoKoot,1511,7.73,9.03,0.388059,0.338726,0.292664,0.250493,0.212573,8.09,1,0.0809272574902422
81163,SP_1513,SpoKoot,1513,8.41,10.08,0.21648,0.21648,0.21648,0.21648,0.21648,4.5,1,0.0509899887354808
81164,SP_1517,SpoKoot,1517,8.95,13.55,0.094015,0.094015,0.094015,0.094015,0.094015,3.53,1,0.0335492115799937
81165,SP_1523,SpoKoot,1523,9.11,12.57,0.098323,0.098323,0.098323,0.098323,0.098323,3.33,1,0.033001932099853
81166,SP_1524,SpoKoot,1524,6.81,12.52,0.350818,0.350818,0.350818,0.350818,0.350818,5.56,1,0.0662735017597643
81167,SP_1527,SpoKoot,1527,8.14,13.28,0.157169,0.157169,0.157169,0.157169,0.157169,4,1,0.045308592420704
81168,SP_1528,SpoKoot,1528,8.46,12.55,0.150823,0.150823,0.150823,0.150823,0.150823,4.5,1,0.0488083834829241
81169,SP_1534,SpoKoot,1534,8.81,7.62,0.244183,0.216551,0.191254,0.168278,0.147558,4.5,1,0.051262843594818
81170,SP_1539,SpoKoot,1539,7.63,11.12,0.275665,0.275665,0.275665,0.275665,0.275665,4.5,1,0.0519228382364775
81171,SP_1541,SpoKoot,1541,8.22,14.5,0.129689,0.129689,0.129689,0.129689,0.129689,4.46,1,0.0535541324470479
81172,SP_1543,SpoKoot,1543,7.35,7.75,0.442954,0.404907,0.36797,0.332519,0.298868,4.49,1,0.0519624639570026
81173,SP_1545,SpoKoot,1545,8.45,12.54,0.167727,0.167727,0.167727,0.167727,0.167727,6.41,1,0.0804069266173413
81174,SP_1548,SpoKoot,1548,8.52,12.66,0.137916,0.137916,0.137916,0.137916,0.137916,3.74,1,0.0472792429674672
81175,SP_1549,SpoKoot,1549,7.45,7.09,0.449504,0.41259,0.376634,0.341988,0.308948,4.16,1,0.0488173165805751
81176,SP_1554,SpoKoot,1554,9.44,12.28,0.085826,0.085826,0.085826,0.085826,0.085826,3.5,1,0.041249379375184
81177,SP_1555,SpoKoot,1555,8.76,12.51,0.121836,0.121836,0.121836,0.121836,0.121836,3.5,1,0.0352095463302009
81178,SP_1562,SpoKoot,1562,8.21,7.08,0.329058,0.298345,0.269347,0.242195,0.216967,3.67,1,0.0390901579886475
81179,SP_1565,SpoKoot,1565,7.83,13.59,0.193524,0.193524,0.193524,0.193524,0.193524,5.71,1,0.0591193221826399
81180,SP_1566,SpoKoot,1566,7.53,8.16,0.47025,0.413508,0.358974,0.307856,0.261053,9.15,1,0.108499712306238
81181,SP_1572,SpoKoot,1572,7.61,12.31,0.233474,0.233474,0.233474,0.233474,0.233474,3.9,1,0.0431323139118808
81182,SP_1574,SpoKoot,1574,8.06,12.48,0.197505,0.197505,0.197505,0.197505,0.197505,5.5,1,0.0705421324844769
81183,SP_1581,SpoKoot,1581,6.82,6.67,0.928146,0.860888,0.747783,0.58685,0.404944,40.74,1,0.443210097781218
81184,SP_1584,SpoKoot,1584,6.75,10.16,0.568942,0.568942,0.568942,0.568942,0.568942,12.91,1,0.148383487822061
81185,SP_1589,SpoKoot,1589,7.15,12.32,0.31018,0.31018,0.31018,0.31018,0.31018,5.5,1,0.067244979003349
81186,SP_1590,SpoKoot,1590,6.13,14.97,0.35271,0.35271,0.35271,0.35271,0.35271,5.32,1,0.0658809966424636
81187,SP_1591,SpoKoot,1591,6.35,8.48,0.773797,0.696784,0.606872,0.509083,0.410594,19.62,1,0.218227448220777
81188,SP_1592,SpoKoot,1592,7.69,10.18,0.292444,0.292444,0.292444,0.292444,0.292444,3.93,1,0.0461115109199426
81189,SP_1593,SpoKoot,1593,8.73,10.89,0.164823,0.164823,0.164823,0.164823,0.164823,4.5,1,0.0532197319863422
81190,SP_1597,SpoKoot,1597,8.28,7.79,0.317242,0.281575,0.248459,0.218055,0.190429,5.39,1,0.0707625344550017
81191,SP_1598,SpoKoot,1598,8.86,14.92,0.079548,0.079548,0.079548,0.079548,0.079548,3.35,1,0.0390656838571063
81192,SP_1602,SpoKoot,1602,8.67,11.8,0.141925,0.141925,0.141925,0.141925,0.141925,3.5,1,0.0421444471902108
81193,SP_1603,SpoKoot,1603,7.54,9.39,0.387417,0.341633,0.298623,0.258898,0.222779,7.12,1,0.0892853622410138
81194,SP_1605,SpoKoot,1605,9.37,10.63,0.116269,0.116269,0.116269,0.116269,0.116269,3.81,1,0.0479874617103108
81195,SP_1612,SpoKoot,1612,7.28,8.87,0.569411,0.48936,0.409852,0.334792,0.267254,14.88,1,0.16603960579877
81196,SP_1613,SpoKoot,1613,8.64,9.83,0.195156,0.172822,0.15256,0.134287,0.117899,4.06,1,0.0500399502681386
81197,SP_1615,SpoKoot,1615,8.26,7.94,0.302071,0.270384,0.240873,0.21364,0.188721,4.45,1,0.0562446439205465
81198,SP_1617,SpoKoot,1617,6.12,7.91,0.717271,0.66168,0.601235,0.537539,0.472593,11.01,1,0.123497181378668
81199,SP_1621,SpoKoot,1621,7.61,5.73,0.753122,0.65934,0.551164,0.437921,0.330796,23.19,1,0.256694753925631
81200,SP_1623,SpoKoot,1623,6.86,12.64,0.352619,0.352619,0.352619,0.352619,0.352619,6.5,1,0.0843027327941885
81201,SP_1630,SpoKoot,1630,6.4,10.91,0.607886,0.607886,0.607886,0.607886,0.607886,13.95,1,0.17204520103411
81202,SP_1632,SpoKoot,1632,8.54,12.48,0.142908,0.142908,0.142908,0.142908,0.142908,4.14,1,0.0524689191856719
81203,SP_1634,SpoKoot,1634,6.69,8.1,0.97776,0.93675,0.833034,0.626973,0.361518,62.75,1,0.699918990950154
81204,SP_1637,SpoKoot,1637,7.29,10.99,0.344156,0.344156,0.344156,0.344156,0.344156,5.86,1,0.0740714227353749
81205,SP_1639,SpoKoot,1639,6.8,9.8,0.524502,0.465168,0.406803,0.350957,0.298914,9.6,1,0.103596570715303
81206,SP_1640,SpoKoot,1640,6.81,10.96,0.525933,0.525933,0.525933,0.525933,0.525933,12.89,1,0.1444518830806
81207,SP_1645,SpoKoot,1645,7.18,11.57,0.444023,0.444023,0.444023,0.444023,0.444023,12.97,1,0.132135986945411
81208,SP_1647,SpoKoot,1647,8.36,11.8,0.182042,0.182042,0.182042,0.182042,0.182042,5.12,1,0.0648253681550682
81209,SP_1658,SpoKoot,1658,8.14,9.41,0.280757,0.247366,0.21675,0.188971,0.164007,5.5,1,0.0681423088605885
81210,SP_1659,SpoKoot,1659,6.85,8.43,0.647829,0.572333,0.49331,0.414621,0.340059,14.63,1,0.178860940057503
81211,SP_1663,SpoKoot,1663,5.96,4.88,0.796913,0.759521,0.717684,0.671714,0.622198,8.32,1,0.0921432811024
81212,SP_1664,SpoKoot,1664,7.32,8.7,0.58649,0.502609,0.418582,0.339027,0.267632,15.94,1,0.17116360599662
81213,SP_1665,SpoKoot,1665,8.47,10.65,0.182152,0.182152,0.182152,0.182152,0.182152,3.17,1,0.0396588207529561
81214,SP_1666,SpoKoot,1666,7.43,9.23,0.416658,0.36806,0.322001,0.27916,0.240001,7.5,1,0.0819528812640747
81215,SP_1668,SpoKoot,1668,8.47,7,0.312935,0.279124,0.24765,0.218648,0.192176,4.9,1,0.0474086084593819
81216,SP_1670,SpoKoot,1670,6.17,7.58,0.798776,0.733042,0.655107,0.567833,0.476135,17.78,1,0.205465860203628
81217,SP_1673,SpoKoot,1673,9.04,9.5,0.17395,0.151701,0.131843,0.114235,0.098711,4.96,1,0.0612142863790566
81218,SP_1675,SpoKoot,1675,7.01,12.17,0.348961,0.348961,0.348961,0.348961,0.348961,6.5,1,0.0830262168169588
81219,SP_1681,SpoKoot,1681,8.04,11.38,0.249406,0.249406,0.249406,0.249406,0.249406,7.16,1,0.0817444253275161
81220,SP_1684,SpoKoot,1684,8.57,5.83,0.320966,0.291624,0.263922,0.237968,0.213824,3.39,1,0.03632266467577
81221,SP_1690,SpoKoot,1690,8.31,8.86,0.295643,0.256777,0.221414,0.189678,0.161547,6.92,1,0.0878333758505191
81222,SP_1694,SpoKoot,1694,7.7,6.79,0.667853,0.572044,0.47051,0.371359,0.281976,20.27,1,0.21885982527253
81223,SP_1696,SpoKoot,1696,8.7,8.97,0.222249,0.195194,0.170709,0.148728,0.129137,5,1,0.059764090954488
81224,SP_1697,SpoKoot,1697,9.23,4.25,0.372703,0.319395,0.270425,0.226464,0.187811,9.49,1,0.106199213476169
81225,SP_1701,SpoKoot,1701,6.94,14.52,0.262276,0.262276,0.262276,0.262276,0.262276,5.5,1,0.0720583880616199
81226,SP_1702,SpoKoot,1702,8.96,6.1,0.303192,0.264284,0.228731,0.196681,0.168144,6.73,1,0.0849566139958895
81227,SP_1704,SpoKoot,1704,9.79,8.14,0.129601,0.114765,0.101428,0.089485,0.078825,3.41,1,0.0409855509649416
81228,SP_1711,SpoKoot,1711,7.82,13.95,0.18491,0.18491,0.18491,0.18491,0.18491,5.7,1,0.0673637261389743
81229,SP_1718,SpoKoot,1718,7.37,7.19,0.637573,0.556552,0.472406,0.3898,0.313067,15.85,1,0.17623428503674
81230,SP_1721,SpoKoot,1721,7.83,9.51,0.372286,0.319573,0.271101,0.227523,0.189132,9.33,1,0.108935635274884
81231,SP_1723,SpoKoot,1723,7.27,8.98,0.45218,0.402149,0.354076,0.308781,0.266887,7.54,1,0.0832436953123736
81232,SP_1725,SpoKoot,1725,8.15,10.5,0.234771,0.234771,0.234771,0.234771,0.234771,4.66,1,0.0483767443965752
81233,SP_1727,SpoKoot,1727,8.18,12.14,0.182158,0.182158,0.182158,0.182158,0.182158,4.21,1,0.0432948375138006
81234,SP_1728,SpoKoot,1728,9.56,6.72,0.179908,0.160169,0.14222,0.125981,0.111355,3.5,1,0.0441217358715924
81235,SP_1732,SpoKoot,1732,7.3,5.87,0.674862,0.602926,0.526248,0.448311,0.372833,14.29,1,0.150323291097706
81236,SP_1733,SpoKoot,1733,7.21,10.99,0.436771,0.436771,0.436771,0.436771,0.436771,11.28,1,0.120929485484261
81237,SP_1738,SpoKoot,1738,7.37,11.05,0.361461,0.361461,0.361461,0.361461,0.361461,8.02,1,0.103127775739038
81238,SP_1742,SpoKoot,1742,7.83,14.93,0.15101,0.15101,0.15101,0.15101,0.15101,4.5,1,0.058622285958952
81239,SP_1744,SpoKoot,1744,9.15,8.22,0.189685,0.167125,0.146763,0.128499,0.112208,4.38,1,0.0555000470347147
81240,SP_1747,SpoKoot,1747,9.16,11.96,0.107352,0.107352,0.107352,0.107352,0.107352,3.79,1,0.0472432529610685
81241,SP_1749,SpoKoot,1749,7.51,13.58,0.214082,0.214082,0.214082,0.214082,0.214082,4.5,1,0.0588967110362223
81242,SP_1751,SpoKoot,1751,7.54,8.37,0.498633,0.431591,0.366966,0.306794,0.252553,11.62,1,0.140739124120225
81243,SP_1753,SpoKoot,1753,9.19,13.16,0.091802,0.091802,0.091802,0.091802,0.091802,4.5,1,0.0467455600518829
81244,SP_1754,SpoKoot,1754,10.07,8.4,0.107265,0.094577,0.08325,0.07317,0.064224,3.5,1,0.0348318305119316
81245,SP_1757,SpoKoot,1757,8.45,8.79,0.378601,0.308995,0.247098,0.194116,0.150228,14.08,1,0.156178165170716
81246,SP_1758,SpoKoot,1758,9.69,8.84,0.124394,0.10993,0.096961,0.085375,0.075059,3.5,1,0.0361601290387608
81247,SP_1759,SpoKoot,1759,9.41,9.77,0.126688,0.112027,0.09887,0.087107,0.076624,3.48,1,0.0440840881241752
81248,SP_1761,SpoKoot,1761,10.81,9.68,0.060545,0.052305,0.045132,0.038902,0.033502,4.44,1,0.0411945986676549
81249,SP_1762,SpoKoot,1762,10.1,9.81,0.092914,0.079981,0.068712,0.058929,0.050464,5,1,0.0260725327877219
81250,SP_1763,SpoKoot,1763,8.22,10.88,0.217984,0.217984,0.217984,0.217984,0.217984,4.85,1,0.0594308504325941
81251,SP_1765,SpoKoot,1765,8.34,9.44,0.243241,0.215685,0.190465,0.167564,0.146917,4.5,1,0.0573195675828145
81252,SP_1766,SpoKoot,1766,8.98,7.26,0.27953,0.238404,0.201636,0.169278,0.141194,8.17,1,0.100515300264317
81253,SP_1771,SpoKoot,1771,9.7,3.91,0.24314,0.21824,0.195232,0.174109,0.154832,3.53,1,0.038425053134958
81254,SP_1775,SpoKoot,1775,8.76,12.96,0.114145,0.114145,0.114145,0.114145,0.114145,3.5,1,0.0430963524122371
81255,SP_1776,SpoKoot,1776,7.39,4.68,0.642342,0.585602,0.526495,0.466636,0.407722,9.73,1,0.0996735124509502
81256,SP_1777,SpoKoot,1777,8.43,10.89,0.18247,0.18247,0.18247,0.18247,0.18247,3.45,1,0.0421253383794044
81257,SP_1779,SpoKoot,1779,8.74,11.62,0.140095,0.140095,0.140095,0.140095,0.140095,3.5,1,0.037132760376022
81258,SP_1780,SpoKoot,1780,8.4,12.75,0.144547,0.144547,0.144547,0.144547,0.144547,3.64,1,0.0392912555237699
81259,SP_1782,SpoKoot,1782,9.03,13.06,0.102634,0.102634,0.102634,0.102634,0.102634,4.59,1,0.0509571086351205
81260,SP_1785,SpoKoot,1785,9.17,5.01,0.411009,0.340869,0.277068,0.221201,0.173889,13.48,1,0.158250908218835
81261,SP_1786,SpoKoot,1786,8.22,11.91,0.189953,0.189953,0.189953,0.189953,0.189953,4.83,1,0.0491707233079016
81262,SP_1789,SpoKoot,1789,8.77,12.36,0.130811,0.130811,0.130811,0.130811,0.130811,4.5,1,0.0571805429083406
81263,SP_1792,SpoKoot,1792,9.14,12.4,0.100747,0.100747,0.100747,0.100747,0.100747,3.61,1,0.036170424733692
81264,SP_1794,SpoKoot,1794,8.37,11.91,0.160877,0.160877,0.160877,0.160877,0.160877,3.13,1,0.0294383174593303
81265,SP_1795,SpoKoot,1795,8.39,12.06,0.174882,0.174882,0.174882,0.174882,0.174882,5.32,1,0.0583263861933776
81266,SP_1798,SpoKoot,1798,7.88,7.95,0.339734,0.309351,0.280531,0.253411,0.228081,3.42,1,0.0410277738031981
81267,SP_1799,SpoKoot,1799,8.8,14.24,0.092192,0.092192,0.092192,0.092192,0.092192,3.5,1,0.0389066546038306
81268,SP_1802,SpoKoot,1802,9.25,10.49,0.124747,0.124747,0.124747,0.124747,0.124747,3.5,1,0.0372271782955459
81269,SP_1805,SpoKoot,1805,7.25,6.74,0.706501,0.622259,0.529926,0.435498,0.345528,18.46,1,0.189918744460033
81270,SP_1806,SpoKoot,1806,9.66,5.23,0.222442,0.195956,0.171926,0.150293,0.130951,4.77,1,0.0586134166937516
81271,SP_1811,SpoKoot,1811,10.03,5.21,0.173387,0.154229,0.136837,0.121126,0.106995,3.5,1,0.0430538195572404
