reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc,object_id(long)
712682.0,2020/12/15 05:00:00+00,TACO TICO,5925 TERRY RD,40258.0,2020/12/15 05:00:00+00,4,SURVEY,1689.0
712699.0,2020/12/15 05:00:00+00,TOKYO JAPANESE RESTAURANT & SUSHI BAR,2415 LIME KILN LN,40222.0,2020/12/15 05:00:00+00,4,SURVEY,1690.0
712700.0,2020/12/15 05:00:00+00,IMPELLIZZERI'S,4933 OLD BROWNSBORO RD,40222.0,2020/12/15 05:00:00+00,4,SURVEY,1691.0
712702.0,2020/12/15 05:00:00+00,MOJITO TAPAS RESTAURANT,2231 HOLIDAY MANOR CENTER,40222.0,2020/12/15 05:00:00+00,4,SURVEY,1692.0
712703.0,2020/12/15 05:00:00+00,GRASSA GRAMMA,2210 HOLIDAY MANOR CENTER,40222.0,2020/12/15 05:00:00+00,4,SURVEY,1693.0
712705.0,2020/12/15 05:00:00+00,ALDI,10620 WESTPORT RD,40241.0,2020/12/15 05:00:00+00,4,SURVEY,1694.0
712714.0,2020/12/15 05:00:00+00,BRENDON'S CATCH 23,505 S 4TH ST,40202.0,2020/12/15 05:00:00+00,4,SURVEY,1695.0
712717.0,2020/12/15 05:00:00+00,GOLDEN STAR,3458 TAYLOR BLVD,40215.0,2020/12/15 05:00:00+00,4,SURVEY,1696.0
712719.0,2020/12/15 05:00:00+00,WYANDOTTE TAVERN,3700 TAYLOR BLVD,40215.0,2020/12/15 05:00:00+00,4,SURVEY,1697.0
712749.0,2020/12/15 05:00:00+00,ADVANCE AUTO PARTS,9501 TAYLORSVILLE RD,40299.0,2020/12/15 05:00:00+00,4,SURVEY,1698.0
712751.0,2020/12/15 05:00:00+00,CRICKET,9501 TAYLORSVILLE RD,40299.0,2020/12/15 05:00:00+00,4,SURVEY,1699.0
712755.0,2020/12/15 05:00:00+00,EYEMART VISION,9501 TAYLORSVILLE RD # 106,40299.0,2020/12/15 05:00:00+00,4,SURVEY,1700.0
712756.0,2020/12/15 05:00:00+00,DOUBLE DRAGON,9501 TAYLOSVILLE RD #109,40299.0,2020/12/15 05:00:00+00,4,SURVEY,1701.0
712757.0,2020/12/15 05:00:00+00,TWIN NAILS,9501 TAYLORSVILLE RD #110,40299.0,2020/12/15 05:00:00+00,4,SURVEY,1702.0
712758.0,2020/12/15 05:00:00+00,AMONG FRIENDS QUILTS,9537 TAYLORSVILLE RD,40299.0,2020/12/15 05:00:00+00,4,SURVEY,1703.0
712759.0,2020/12/15 05:00:00+00,PRIME BEAUTY,9513 TAYLORVILLE RD,40299.0,2020/12/15 05:00:00+00,4,SURVEY,1704.0
712880.0,2020/12/16 05:00:00+00,BLAZE PIZZA,4600 SHELBYVILLE RD,40207.0,2020/12/16 05:00:00+00,4,SURVEY,1705.0
712457.0,2020/12/10 05:00:00+00,KROGER L-356,12501 SHELBYVILLE RD,40243.0,2020/12/10 05:00:00+00,4,SURVEY,1706.0
712546.0,2020/12/14 05:00:00+00,LIQUOR BARN,13401 SHELBYVILLE RD,40222.0,2020/12/14 05:00:00+00,4,SURVEY,1707.0
712398.0,2020/12/11 05:00:00+i00,CAS SOUTHERN KITCHEN & BAR,9980 LINNu STATION RD,40269.0,2020/12/11 05:00:00+00,4,SURVEY,1708.0
712232.0,2020/12/12 05:00:00+00,JOCKS SPORTS BAR,3423 BRECKENRIDGE LN,40220.0,2020/12/14 05:00:00+00,4,SURVEY,1709.0
712403.0,2020/12/11 05:00:00+00,WALGREENS #5436,4025 TAYLORSVILLE RD,40220.0,2020/12/11 05:00:00+00,4,SURVEY,1710.0
712881.0,2020/12/16 05:00:00+00,PENN STATION,4600 SHELBYVILLE RD,40207.0,2020/12/16 05:00:00+00,4,SURVEY,1711.0
712254.0,2020/12/12 05:00:00+00,OSTRA,1758 FRANKFORT AVE,40206.0,2020/12/12 05:00:00+00,4,SURVEY,1712.0
712406.0,2020/12/11 05:00:00+00,THORNTONS #94,1804 BLANKENBAKER PKWY,40299.0,2020/12/11 05:00:00+00,4,SURVEY,1713.0
712882.0,2020/12/16 05:00:00+00,NORDSTROM RACK,4600 SHELBYVILLE ROAD,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1714.0
712260.0,2020/12/12 05:00:00+00,THE CHAMPAGNERY,1764 FRANKFORT AVE,40206.0,2020/12/12 05:00:00+00,4,SURVEY,1715.0
712414.0,2020/12/11 05:00:00+00,DOO WOP SHOP,1587 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1716.0
712884.0,2020/12/16 05:00:00+00,KIRKLANDS,4600 SHELBYVILLE ROAD,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1717.0
712265.0,2020/12/12 05:00:00+00,HILLTOP TAVERN,1800 FRANKFORT AVE,40204.0,2020/12/12 05:00:00+00,4,SURVEY,1718.0
712417.0,2020/12/11 05:00:00+00,DUNDEE SWEETS AND CANDY SHOP,1583 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1719.0
712885.0,2020/12/16 05:00:00+00,NIKE OUTLET,4600 SHLEBYVILLE ROAD,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1720.0
712271.0,2020/12/12 05:00:00+00,SILVER DOLLAR,1761 FRANKFORT AVE,40206.0,2020/12/12 05:00:00+00,4,SURVEY,1721.0
712418.0,2020/12/11 05:00:00+00,NATURAL MYSTIC,1581 BARDSTOWN RD.,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1722.0
712886.0,2020/12/16 05:00:00+00,CARTERS,4600 SHELBYVILLE ROAD,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1723.0
712278.0,2020/12/12 05:00:00+00,MANHATTAN PROJECT,2101 FRANKFORT AVE,40206.0,2020/12/12 05:00:00+00,4,SURVEY,1724.0
712549.0,2020/12/14 05:00:00+00,VIET HOA FOOD MARKET,7100 PRESTON HWY,40219.0,2020/12/14 05:00:00+00,4,SURVEY,1725.0
712419.0,2020/12/11 05:00:00+00,A1 VACUUM,1523 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1726.0
712888.0,2020/12/16 05:00:00+00,WORLD MARKET,4600 SHELBYVILLE ROAD,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1727.0
712280.0,2020/12/12 05:00:00+00,VARANESE,2106 FRANKFORT AVE,40206.0,2020/12/12 05:00:00+00,4,SURVEY,1728.0
712551.0,2020/12/14 05:00:00+00,ACADEMY SPORTS,13401 SHELBYVILLE RD,40223.0,2020/12/14 05:00:00+00,4,SURVEY,1729.0
712551.0,2020/12/1 05:00:00+00,CADEMY SPORTS,13401 SHELBYpVILLE RD,40273.0,2020/12/14 05:00:00+00,4,SURVEY,1730.0
712552.0,2020/12/14 05:00:00+00,HOBBY LOBBY,13401 SHELBYVILLE RD,40223.0,2020/12/14 05:00:00+00,4,SURVEY,1731.0
712554.0,2020/12/14 05:00:00+00,RACK ROOM SHOES,13401 SHELBYVILLE RD,40223.0,2020/12/14 05:00:00+00,4,SURVEY,1732.0
712556.0,2020/12/14 05:00:00+00,KIRKLAND'S,13401 SHELBYVILLE RD,40223.0,2020/12/14 05:00:00+00,4,SURVEY,1733.0
712557.0,2020/12/14 05:00:00+00,ROSS,13401 SHELBYVILLE RD,40223.0,2020/12/14 05:00:00+00,4,SURVEY,1734.0
712559.0,2020/12/14 05:00:00+00,SPEEDWAY #9662,4300 CRITTENDEN DR,40209.0,2020/12/14 05:00:00+00,4,SURVEY,1735.0
712560.0,2020/12/14 05:00:00+00,AIRPORT SHELL,4309 CRITTENDEN DR,40209.0,2020/12/14 05:00:00+00,4,SURVEY,1736.0
712561.0,2020/12/14 05:00:00+00,ARBY'S #7349,2804 CRITTENDEN DR,40209.0,2020/12/14 05:00:00+00,4,SURVEY,1737.0
712562.0,2020/12/14 05:00:00+00,CHIPOTLE,13303 SHELBYVILLE RD,40223.0,2020/12/14 05:00:00+00,4,SURVEY,1738.0
712564.0,2020/12/14 05:00:00+00,FIVE GUYS,13303 SHELBYVILLE RD,40223.0,2020/12/14 05:00:00+00,4,SURVEY,1739.0
712565.0,2020/12/14 05:00:00+00,CRACKER BARREL #417,2701 CRITTENDEN DR,40209.0,2020/12/14 05:00:00+00,4,SURVEY,1740.0
712567.0,2020/12/14 05:00:00+00,BURGER KING #889,2700 CRITTENDEN DR,40209.0,2020/12/14 05:00:00+00,4,SURVEY,1741.0
712568.0,2020/12/14 05:00:00+00,DERBY CITY PIZZA,2500 CRITTENDEN DR,40217.0,2020/12/14 05:00:00+00,4,SURVEY,1742.0
712586.0,2020/12/14 05:00:00+00,AMAZING CHILDCARE LEARNING CENTER,517 W BRECKINRIDGE ST,40203.0,2020/12/14 05:00:00+00,4,SURVEY,1743.0
712617.0,2020/12/14 05:00:00+00,HOME CENTER DEPARTMENT STORE,1148 S 4TH ST,40203.0,2020/12/14 05:00:00+00,4,SURVEY,1744.0
712618.0,2020/12/14 05:00:00+00,CC'S LOW CARB KITCHEN,800 S 4TH ST,40203.0,2020/12/14 05:00:00+00,4,SURVEY,1745.0
712632.0,2020/12/14 05:00:00+00,FOXY LADY,1715 BERRY BLVD,40215.0,2020/12/14 05:00:00+00,4,SURVEY,1746.0
712636.0,2020/12/14 05:00:00+00,RALLY'S,3455 TAYLOR BLVD,40215.0,2020/12/14 05:00:00+00,4,SURVEY,1747.0
712656.0,2020/12/14 05:00:00+00,SUDS BUCKET EXPRESS,4700 SOUTH 3RD ST,40202.0,2020/12/14 05:00:00+00,4,SURVEY,1748.0
712664.0,2020/12/14 05:00:00+00,LOGAN'S ROADHOUSE,5229 DIXIE HWY,40216.0,2020/12/14 05:00:00+00,4,SURVEY,1749.0
712665.0,2020/12/14 05:00:00+00,DOLLAR TREE,6801 DIXIE HWY,40258.0,2020/12/14 05:00:00+00,4,SURVEY,1750.0
712667.0,2020/12/14 05:00:00+00,BONNIE & CLYDE'S PIZZA,7611 DIXIE HWY,40258.0,2020/12/14 05:00:00+00,4,SURVEY,1751.0
712668.0,2020/12/14 05:00:00+00,BJ'S SPORTS PUB,8238 DIXIE HWY,40258.0,2020/12/14 05:00:00+00,4,SURVEY,1752.0
712669.0,2020/12/14 05:00:00+00,THE LOCKER ROOM PUB,12812 DIXIE HWY,40272.0,2020/12/14 05:00:00+00,4,SURVEY,1753.0
712908.0,2020/12/14 05:00:00+00,ANNIE'S CAFE,308 W WOODLAWN AVE,40215.0,2020/12/14 05:00:00+00,4,SURVEY,1754.0
712909.0,2020/12/14 05:00:00+00,LA CHANDELEUR,304 W WOODLAWN AVE,40214.0,2020/12/14 05:00:00+00,4,SURVEY,1755.0
712910.0,2020/12/14 05:00:00+00,BUDDY'S HOME FURNISHING,5338- D SOUTH 3RD ST,40202.0,2020/12/14 05:00:00+00,4,SURVEY,1756.0
712911.0,2020/12/14 05:00:00+00,DELTA DIRECT STAFFING,5338 SOUTH 3RD ST,40202.0,2020/12/14 05:00:00+00,4,SURVEY,1757.0
712912.0,2020/12/14 05:00:00+00,RAINBOW,5332 SOUTH 3RD ST,40202.0,2020/12/14 05:00:00+00,4,SURVEY,1758.0
712913.0,2020/12/14 05:00:00+00,H & R BLOCK,5338 #100 SOUTH 3RD ST,40202.0,2020/12/14 05:00:00+00,4,SURVEY,1759.0
712914.0,2020/12/14 05:00:00+00,SUBWAY #382,5338 S 3RD ST,40214.0,2020/12/14 05:00:00+00,4,SURVEY,1760.0
712915.0,2020/12/14 05:00:00+00,IROQUOIS MANOR COIN LAUNDRY,5337 MITSCHER AVE,40202.0,2020/12/14 05:00:00+00,4,SURVEY,1761.0
712916.0,2020/12/14 05:00:00+00,ARBY'S #194,5022 S 3RD ST,40214.0,2020/12/14 05:00:00+00,4,SURVEY,1762.0
712917.0,2020/12/14 05:00:00+00,METRO BY MOBILE,5113 SOUTH 3RD ST,40202.0,2020/12/14 05:00:00+00,4,SURVEY,1763.0
712918.0,2020/12/14 05:00:00+00,ANA HAIR SALON,5111 SOUTH 3RD ST,40202.0,2020/12/14 05:00:00+00,4,SURVEY,1764.0
712933.0,2020/12/14 05:00:00+00,THORNTONS #56,8400 DIXIE HWY,40258.0,2020/12/14 05:00:00+00,4,SURVEY,1765.0
712937.0,2020/12/14 05:00:00+00,SOUTH END BBQ,8610 DIXIE HWY,40258.0,2020/12/14 05:00:00+00,4,SURVEY,1766.0
712941.0,2020/12/14 05:00:00+00,SPORTS CLIP HAIRCUT,8800-A DIXIE HWY,40202.0,2020/12/14 05:00:00+00,4,SURVEY,1767.0
712943.0,2020/12/14 05:00:00+00,GAME STOP,8800-C DIXIE HWY,40202.0,2020/12/14 05:00:00+00,4,SURVEY,1768.0
712951.0,2020/12/14 05:00:00+00,CRICKET MOBILE,8800-D DIXIE HWY,40202.0,2020/12/14 05:00:00+00,4,SURVEY,1769.0
713002.0,2020/12/14 05:00:00+00,OLLIE'S BARGAIN OUTLET,9070 DIXIE HWY,40202.0,2020/12/14 05:00:00+00,4,SURVEY,1770.0
713004.0,2020/12/14 05:00:00+00,SHOE CARNIVAL,9070 DIXIE HWY,40202.0,2020/12/14 05:00:00+00,4,SURVEY,1771.0
712578.0,2020/12/15 05:00:00+00,WENDYS,5101 PRESTON HWY,40213.0,2020/12/15 05:00:00+00,4,SURVEY,1772.0
712580.0,2020/12/15 05:00:00+00,SUPERMERCADO LA ROSITA,5059 PRESTON HWY,40213.0,2020/12/15 05:00:00+00,4,SURVEY,1773.0
712581.0,2020/12/15 05:00:00+00,POPEYE'S,5003 PRESTON HWY,40213.0,2020/12/15 05:00:00+00,4,SURVEY,1774.0
712582.0,2020/12/15 05:00:00+00,WAFFLE HOUSE #353,4706 PRESTON HWY,40213.0,2020/12/15 05:00:00+00,4,SURVEY,1775.0
712574.0,2020/12/10 05:00:00+00,ADVANCED AUTO PARTS,5617 OUTER LOOP,40219.0,2020/12/10 05:00:00+00,4,SURVEY,1776.0
712889.0,2020/12/16 05:00:00+00,FEEDERS SUPPLY,4600 SHELBYVILLE ROAD,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1777.0
712890.0,2020/12/16 05:00:00+00,TASTE OF KENTUCKY,4600 SHELBYVILLE RD,40207.0,2020/12/16 05:00:00+00,4,SURVEY,1778.0
712891.0,2020/12/16 05:00:00+00,PHO PHI,4600 SHELBYVILLE RD,40207.0,2020/12/16 05:00:00+00,4,SURVEY,1779.0
712892.0,2020/12/16 05:00:00+00,BUFFALO WILD WINGS,4600 SHELBYVILLE RD,40207.0,2020/12/16 05:00:00+00,4,SURVEY,1780.0
712894.0,2020/12/16 05:00:00+00,JASON'S DELI,4600 SHELBYVILLE RD,40207.0,2020/12/16 05:00:00+00,4,SURVEY,1781.0
712895.0,2020/12/16 05:00:00+00,LITTLE GREEK,4600 SHELBYVILLE RD STE 402,40207.0,2020/12/16 05:00:00+00,4,SURVEY,1782.0
713011.0,2020/12/16 05:00:00+00,CVS,340 WEST JEFFERSON ST.,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1783.0
713012.0,2020/12/16 05:00:00+00,BRENDON'S CATCH 23,505 S 4TH ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1784.0
713013.0,2020/12/16 05:00:00+00,MI CASITA ON 4TH,520 S 4TH ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1785.0
713070.0,2020/12/16 05:00:00+00,T-MOBILE,3622 S. HURSTBOURNE PARKWAY,40299.0,2020/12/16 05:00:00+00,4,SURVEY,1786.0
713071.0,2020/12/16 05:00:00+00,ALLSTATE,3624 B S. HURSTBOURNE PARKWAY,40299.0,2020/12/16 05:00:00+00,4,SURVEY,1787.0
713072.0,2020/12/16 05:00:00+00,SUN TAN CITY,3626 S. HURSTBOURNE PARKWAY,40299.0,2020/12/16 05:00:00+00,4,SURVEY,1788.0
713073.0,2020/12/16 05:00:00+00,FANTASTIC SAM'S,3628 S. HURSTBOURNE PARKWAY,40299.0,2020/12/16 05:00:00+00,4,SURVEY,1789.0
713074.0,2020/12/16 05:00:00+00,JAMIE'S NAIL,3630 S. HURSTBOURNE PARKWAY,40299.0,2020/12/16 05:00:00+00,4,SURVEY,1790.0
713075.0,2020/12/16 05:00:00+00,MUSIC GO ROUND,3640 S. HURSTBOURNE PARKWAY,40299.0,2020/12/16 05:00:00+00,4,SURVEY,1791.0
713545.0,2020/12/16 05:00:00+00,TRADER JOE'S,4600 SHELBYVILLE RD,40206.0,2020/12/16 05:00:00+00,4,SURVEY,1792.0
713546.0,2020/12/16 05:00:00+00,SAKURA BLUE,4600 SHELBYVILLE RD,40207.0,2020/12/16 05:00:00+00,4,SURVEY,1793.0
713547.0,2020/12/16 05:00:00+00,HONEY BAKED HAM,4600 SHELBYVILLE RD,40207.0,2020/12/16 05:00:00+00,4,SURVEY,1794.0
713548.0,2020/12/16 05:00:00+00,QUEST,4600 SHELBYVILLE RD,40206.0,2020/12/16 05:00:00+00,4,SURVEY,1795.0
713549.0,2020/12/16 05:00:00+00,OFF BROADWAY,4600 SHELBYVILLE RD.,40206.0,2020/12/16 05:00:00+00,4,SURVEY,1796.0
713550.0,2020/12/16 05:00:00+00,MASSAGE ENVY,4600 SHELBYVILLE RD.,40206.0,2020/12/16 05:00:00+00,4,SURVEY,1797.0
713551.0,2020/12/16 05:00:00+00,LANE BRYANT,4600 SHELBYVILLE RD.,40206.0,2020/12/16 05:00:00+00,4,SURVEY,1798.0
713552.0,2020/12/16 05:00:00+00,CARTER'S,4600 SHELBYVILLE RD.,40206.0,2020/12/16 05:00:00+00,4,SURVEY,1799.0
713553.0,2020/12/16 05:00:00+00,NOVA SALON,4600 SHELBYVILLE RD.,40206.0,2020/12/16 05:00:00+00,4,SURVEY,1800.0
713554.0,2020/12/16 05:00:00+00,MAGESTIC NAILS,4600 SHELBYVILLE RD.,40206.0,2020/12/16 05:00:00+00,4,SURVEY,1801.0
713555.0,2020/12/16 05:00:00+00,DAVITA,4600 SHELBYVILLE RD.,40206.0,2020/12/16 05:00:00+00,4,SURVEY,1802.0
713556.0,2020/12/16 05:00:00+00,IDEAL IMAGE,4600 SHELBYVILLE RD.,40206.0,2020/12/16 05:00:00+00,4,SURVEY,1803.0
713557.0,2020/12/16 05:00:00+00,GUITAR CENTER,4600 SHELBYVILLE RD.,40206.0,2020/12/16 05:00:00+00,4,SURVEY,1804.0
713558.0,2020/12/16 05:00:00+00,BUFF CITY SOAP,4600 SHELBYVILLE RD.,40206.0,2020/12/16 05:00:00+00,4,SURVEY,1805.0
713559.0,2020/12/16 05:00:00+00,VITAMIN SHOPPE,4600 SHELBYVILLE RD.,40206.0,2020/12/16 05:00:00+00,4,SURVEY,1806.0
713648.0,2020/12/16 05:00:00+00,MICASITA ON 4TH,520 SOUTH 4TH ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1807.0
713649.0,2020/12/16 05:00:00+00,WALGREENS,532 SOUTH 4TH ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1808.0
713650.0,2020/12/16 05:00:00+00,DERBY CITY TABACCO & LIQUOR,207 SOUTH 5TH ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1809.0
713651.0,2020/12/16 05:00:00+00,440 MARKET,440 WEST MARKET ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1810.0
713652.0,2020/12/16 05:00:00+00,DISH ON MARKET,434 WEST MARKET ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1811.0
713653.0,2020/12/16 05:00:00+00,FED X OFFICE,315 WEST MARKET ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1812.0
713654.0,2020/12/16 05:00:00+00,OSAKA JAPANESE RESTAURANT,426 W MARKET ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1813.0
713655.0,2020/12/16 05:00:00+00,MEX A TACO,305 WEST MARKET ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1814.0
713656.0,2020/12/16 05:00:00+00,THE SAUCE 502,301 WEST MARKET ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1815.0
713657.0,2020/12/16 05:00:00+00,WALMART #5417,175 OUTER LOOP,40214.0,2020/12/16 05:00:00+00,4,SURVEY,1816.0
712871.0,2020/12/17 05:00:00+00,SUSHI WITH GUSTO,1805 RUDY LN,40207.0,2020/12/17 05:00:00+00,4,SURVEY,1817.0
712872.0,2020/12/17 05:00:00+00,FRESH MARKET #97,1805 RUDY LN,40207.0,2020/12/17 05:00:00+00,4,SURVEY,1818.0
712576.0,2020/12/10 05:00:00+00,ACADEMY SPORTS,4901 OUTER LOOP 33 #144,40219.0,2020/12/10 05:00:00+00,4,SURVEY,1819.0
712420.0,2020/12/11 05:00:00+00,SMOOTHIE KING,1504 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1820.0
712284.0,2020/12/12 05:00:00+00,GALLANT FOX BREWING,2132 NEW MAIN ST,40206.0,2020/12/12 05:00:00+00,4,SURVEY,1821.0
712421.0,2020/12/11 05:00:00+00,QDOBA #2029,1500 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1822.0
712026.0,2020/12/11 05:00:00+00,ART EATABLES PRODUCTION,629 S 4TH ST,40202.0,2020/12/10 05:00:00+00,4,SURVEY,1823.0
712286.0,2020/12/12 05:00:00+00,IRISH ROVER CLUB,2319 FRANKFORT AVE,40206.0,2020/12/12 05:00:00+00,4,SURVEY,1824.0
712422.0,2020/12/11 05:00:00+00,SEVICHE A LATIN RESTAURANT,1538 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1825.0
712170.0,2020/12/11 05:00:00+00,JIMMY JOHN'S,9156 TAYLORSVILLE RD,40299.0,2020/12/11 05:00:00+00,4,SURVEY,1826.0
712234.0,2020/12/13 05:00:00+00,MAPLE INN,9416 TAYLORSVILLE RD,40299.0,2020/12/13 05:00:00+00,4,SURVEY,1827.0
712423.0,2020/12/11 05:00:00+00,LA PERLA NAILS AND SPA,1556 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1828.0
712171.0,2020/12/11 05:00:00+00,PIZZA HUT #036956,9160 TAYLORSVILLE RD,40299.0,2020/12/11 05:00:00+00,4,SURVEY,1829.0
712236.0,2020/12/13 05:00:00+00,JTOWN BEACH,10315 WATTERSON TRAIL,40299.0,2020/12/13 05:00:00+00,4,SURVEY,1830.0
712424.0,2020/12/11 05:00:00+00,OK TIGER CLOTHING STORE,1572 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1831.0
712177.0,2020/12/11 05:00:00+00,ASPEN CREEK GRILL,302 BULLITT LN,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1832.0
712392.0,2020/12/14 05:00:00+00,BROWNIES THE SHED GRILL & BAR,9900 LINN STATION RD,40223.0,2020/12/14 05:00:00+00,4,SURVEY,1833.0
712426.0,2020/12/11 05:00:00+00,PURRFECT DAY CAFE,1741 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1834.0
712200.0,2020/12/11 05:00:00+00,DOUBLE DRAGON II,5222 DIXIE HWY,40216.0,2020/12/11 05:00:00+00,4,SURVEY,1835.0
712393.0,2020/12/14 05:00:00+00,KROGER L-379,9080 TAYLORSVILLE RD,40299.0,2020/12/14 05:00:00+00,4,SURVEY,1836.0
712427.0,2020/12/11 05:00:00+00,FUN TEA,1613 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1837.0
712201.0,2020/12/11 05:00:00+00,PINA FIESTA MEXICAN GRILL,7895 DIXIE HWY,40258.0,2020/12/11 05:00:00+00,4,SURVEY,1838.0
712394.0,2020/12/14 05:00:00+00,SUPER MERCADO PUEBLA,10119 TAYLORSVILLE RD,40299.0,2020/12/14 05:00:00+00,4,SURVEY,1839.0
712428.0,2020/12/11 05:00:00+00,VALLARTA MEXICAN SEAFOOD & GRILL,9874 LINN STATION RD,40223.0,2020/12/11 05:00:00+00,4,SURVEY,1840.0
712429.0,2020/12/11 05:00:00+00,DERBY CITY PIZZA,9910 LINN STATION RD,40223.0,2020/12/11 05:00:00+00,4,SURVEY,1841.0
712446.0,2020/12/11 05:00:00+00,JAK'S,1915 S HURSTBOURNE PKWY,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1842.0
712447.0,2020/12/11 05:00:00+00,THORNTONS #157,1335 S HURSTBOURNE PKWY,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1843.0
712448.0,2020/12/11 05:00:00+00,PIZZA PLACE,2931 RICHLAND AVE,40220.0,2020/12/11 05:00:00+00,4,SURVEY,1844.0
712449.0,2020/12/11 05:00:00+00,XSCAPE BLANKENBAKER 14,12450 SYCAMORE STATION PL,40299.0,2020/12/11 05:00:00+00,4,SURVEY,1845.0
712450.0,2020/12/11 05:00:00+00,VALLARTA MEXICAN SEAFOOD & GRILL,9874 LINN STATION RD,40223.0,2020/12/11 05:00:00+00,4,SURVEY,1846.0
712451.0,2020/12/11 05:00:00+00,OLIVE GARDEN #1327,1320 S HURSTBOURNE PKWY,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1847.0
712452.0,2020/12/11 05:00:00+00,BILLY GOAT TAVERN KY AKA THE GOAT,700 LANDIS RIDGE DR,40245.0,2020/12/11 05:00:00+00,4,SURVEY,1848.0
712453.0,2020/12/11 05:00:00+00,OPTHAMOLOGY ASSOCIATES,3810 SPRINGHURST BLVD.,40241.0,2020/12/11 05:00:00+00,4,SURVEY,1849.0
712454.0,2020/12/11 05:00:00+00,VISIONWORKS,3571 SPRINGHURST BLVD.,40241.0,2020/12/11 05:00:00+00,4,SURVEY,1850.0
712475.0,2020/12/11 05:00:00+00,CHUY'S #22,104 OXMOOR CT,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1851.0
712477.0,2020/12/11 05:00:00+00,AUNTIE ANNE'S,7900 SHELBYVILLE RD,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1852.0
712478.0,2020/12/11 05:00:00+00,STARBUCKS #2466,7900 SHELBYVILLE RD,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1853.0
712479.0,2020/12/11 05:00:00+00,CALIFORNIA PIZZA KITCHEN,7900 SHELBYVILLE RD,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1854.0
712480.0,2020/12/11 05:00:00+00,COOKIE PLACE,7900 SHELBYVILLE RD,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1855.0
712481.0,2020/12/11 05:00:00+00,KING GYROS,7900 SHELBYVILLE RD,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1856.0
712483.0,2020/12/11 05:00:00+00,BRAVO CUCINA ITALIANA,206 BULLITT LN,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1857.0
712505.0,2020/12/11 05:00:00+00,TEXAS ROADHOUSE,4406 DIXIE HWY,40216.0,2020/12/11 05:00:00+00,4,SURVEY,1858.0
712508.0,2020/12/11 05:00:00+00,ROOSTERS,4420 DIXIE HWY,40216.0,2020/12/11 05:00:00+00,4,SURVEY,1859.0
712509.0,2020/12/11 05:00:00+00,LOGANS ROADHOUSE,5229 DIXIE HWY,40216.0,2020/12/11 05:00:00+00,4,SURVEY,1860.0
712511.0,2020/12/11 05:00:00+00,HOOTERS,4948 DIXIE HY,40220.0,2020/12/11 05:00:00+00,4,SURVEY,1861.0
712511.0,2020/12/1 05:00:00+00,HOTERS,4948 DIXIE HWY,40303.0,2020/12/11 05:00:00+00,4,SURVEY,1862.0
712511.0,2020/12/11 05:0000+00,HOTERS,4948 IDXIE HWY,40216.0,2020/12/11 05:00:00+00,4,SURVEY,1863.0
