objectid(long),statefp(long),countyfp(long),tractce(long),geoid(long),namevalue(double precision),namelsad,mtfcc,funcstat,aland(long),awater(long),li_cor_dac,shape_area(double precision),shape_length(double precision)
2067.0,6,59,11000.0,6059011000.0,146.0,Census Tract 110,G5020,S,3040243.0,0,LIC,4421597.19140625,9533.41488634761
2068.0,6,59,11101.0,6059011101.0,188.01,Census Tract 111.01,G5020,S,1030837.0,0,LIC,1498753.72265625,5106.90419171705
2069.0,6,59,11102.0,6059011102.0,111.02,Census Tract 111.02,G5020,S,1105857.0,0,LIC,1607821.078125,5228.21973543449
2070.0,6,59,32037.0,6059032037.0,320.37,Census Tract 320.37,G5020,S,4371439.0,0,LIC,6320499.9375,16117.1782915353
2071.0,6,71,7601.0,6071007601.0,76.01,Census Tract 76.01,G5020,S,2599076.0,0,Both,3801246.52734375,7799.8612392641
2072.0,6,59,62611.0,6059062611.0,626.11,Census Tract 626.11,G5020,S,1665709.0,82580,LIC,2530357.69921875,8306.37570868328
2073.0,6,59,62614.0,6059062614.0,626.14,Census Tract 626.14,G5020,S,6225544.0,62414,LIC,9096242.7890625,12752.0987080722
2074.0,6,1,428400.0,6001428400.0,4284.0,Census Tract 4284,G5020,S,810521.0,1168052,LIC,3170239.1953125,12253.6151850746
2075.0,6,1,430900.0,6001430900.0,4309.0,Census Tract 4309,G5020,S,1096550.0,0,LIC,1754487.89453125,5802.26541971709
2076.0,6,59,62622.0,6059062622.0,626.22,Census Tract 626.22,G5020,S,2974942.0,26675,LIC,4339861.578125,8472.61106127702
2077.0,6,17,31600.0,6017031600.0,316.0,Census Tract 316,G5020,S,7926182.0,0,LIC,13121515.953125,16273.1627040024
2078.0,6,17,30301.0,6017030301.0,303.01,Census Tract 303.01,G5020,S,1134174.0,0,LIC,1876541.74609375,7008.97348335401
2079.0,6,17,30302.0,6017030302.0,303.02,Census Tract 303.02,G5020,S,3241413.0,0,LIC,5364775.21484375,9697.26748538724
2080.0,6,75,17902.0,6075017902.0,179.02,Census Tract 179.02,G5020,S,2705146.0,123857178,Both,203083988.773438,91353.9259798836
2081.0,6,75,47702.0,6075047702.0,477.02,Census Tract 477.02,G5020,S,352786.0,0,LIC,565614.66796875,3201.49268332302
2082.0,6,75,35202.0,6075035202.0,352.02,Census Tract 352.02,G5020,S,372758.0,0,LIC,597424.4296875,3097.06434611454
2083.0,6,75,25403.0,6075025403.0,254.03,Census Tract 254.03,G5020,S,516564.0,0,LIC,827287.80859375,5333.79018149352
2084.0,6,1,431000.0,6001431000.0,4310.0,Census Tract 4310,G5020,S,954200.0,0,LIC,1526508.484375,7267.96295043485
2085.0,6,53,13600.0,6053013600.0,136.0,Census Tract 136,G5020,S,950616.0,0,LIC,1477870.6875,4721.88472052832
2086.0,6,53,10606.0,6053010606.0,106.06,Census Tract 106.06,G5020,S,286133576.0,849953,LIC,447144313.386719,178998.829592734
2087.0,6,53,11159.0,6053011102.0,111.02,Censuts Tract 111.02,G5020,S,118837762.0,102539,LIC,184264559.226563,78114.4974004633
2088.0,6,85,503602.0,6085503602.0,5036.02,Census Tract 5036.02,G5020,S,1220960.0,0,Both,1935253.015625,6384.55551749118
2089.0,6,59,11200.0,6059011200.0,180.0,Cenuss Tract 112,G5020,S,1669441.0,0,LIC,2427946.42578125,7051.74896887751
2090.0,6,85,503703.0,6085503703.0,5037.03,Census Tract 5037.03,G5020,S,655030.0,0,LIC,1038274.78515625,4725.97895832119
2091.0,6,85,503712.0,6085503712.0,5037.12,Census Tract 5037.12,G5020,S,664171.0,0,Both,1053226.703125,4201.06745095081
2092.0,6,1,428000.0,6001428000.0,4280.0,Census Tract 4280,G5020,S,525762.0,0,LIC,842767.3125,3896.16511499125
2093.0,6,59,11401.0,6059011401.0,114.01,Census Tract 114.01,G5020,S,1424309.0,0,LIC,2071749.05078125,6964.25786346868
2094.0,6,59,11403.0,6059011403.0,114.03,Census Tract 114.03,G5020,S,1485009.0,0,Both,2159637.08203125,6774.39936629674
2095.0,6,59,11502.0,6059011502.0,115.02,Census Tract 115.02,G5020,S,1348735.0,0,Both,1961406.80078125,5981.06163731029
2096.0,6,53,11400.0,6053011400.0,114.0,Census Tract 114,G5020,S,3667597527.0,49216662,LIC,5684930228.33594,492577.515495886
2097.0,6,59,62625.0,6059062625.0,626.25,Census Tract 626.25,G5020,S,1489581.0,0,LIC,2152392.37109375,6342.72336970851
2098.0,6,59,62627.0,6059062627.0,626.27,Census Tract 626.27,G5020,S,956840.0,36787,LIC,1437744.12890625,5081.80288970817
2099.0,6,53,600.0,6053000600.0,6.0,Census Tract 6,G5020,S,1078840.0,0,LIC,1680602.65625,5489.63092433267
2100.0,6,85,503708.0,6085503708.0,5037.08,Census Tract 5037.08,G5020,S,1218664.0,0,LIC,1932891.171875,5629.27787304214
2101.0,6,77,5302.0,6077005302.0,53.02,Census Tract 53.02,G5020,S,2294753.0,0,DAC,3676916.21484375,9162.55502036393
2102.0,6,77,106.0,6077000100.0,1.0,Census ract 1,G5020,S,1889888.0,16915,Both,3071929.0625,8030.16116253632
2103.0,6,1,422500.0,6001422500.0,4225.0,Census Tract 4225,G5020,S,460336.0,0,LIC,740090.7734375,3936.89615406157
2104.0,6,1,422700.0,6001422700.0,4227.0,Census Tract 4227,G5020,S,348098.0,0,LIC,559501.2421875,3417.95373463332
2105.0,6,1,422900.0,6001422900.0,4229.0,Census Tract 4229,G5020,S,544282.0,0,LIC,874827.71484375,3879.52627437864
2106.0,6,1,423000.0,6001423000.0,4230.0,Census Tract 4230,G5020,S,730083.0,0,LIC,1173429.609375,4342.01994779129
2107.0,6,1,423100.0,6001423100.0,4231.0,Census Tract 4231,G5020,S,748653.0,0,LIC,1203240.640625,4408.02813760135
2108.0,6,1,424002.0,6001424002.0,4240.02,Census Tract 4240.02,G5020,S,327217.0,0,LIC,525691.20703125,3456.94437603471
2109.0,6,75,12040.0,6075012000.0,120.0,Census Trac 120,G5020,S,125229.0,0,LIC,200849.87109375,2042.3010664475
2110.0,6,75,26001.0,6075026001.0,260.01,Census Tract 260.01,G5020,S,407294.0,0,LIC,652115.09765625,3468.83253697657
2111.0,6,75,26003.0,6075026003.0,260.03,Census Tract 260.03,G5020,S,402979.0,0,LIC,645138.6953125,3345.29728180269
2112.0,6,75,26404.0,6075026404.0,264.04,Census Tract 264.04,G5020,S,188349.0,0,LIC,301447.546875,2638.79451221862
2113.0,6,1,427200.0,6001427200.0,4272.0,Census Tract 4272,G5020,S,1329666.0,650377,LIC,3174707.68359375,9323.43187288155
2114.0,6,85,503401.0,6085503401.0,5034.01,Census Tract 5034.01,G5020,S,749901.0,0,LIC,1188258.30859375,5538.21357956493
2115.0,6,75,16100.0,6075016100.0,161.0,Census Tract 161,G5020,S,368899.0,0,LIC,591535.16015625,3288.60665278388
2116.0,6,75,60502.0,6075060502.0,605.02,Census Tract 605.02,G5020,S,276333.0,0,LIC,442283.8984375,3117.85658316851
2117.0,6,75,23103.0,6075023103.0,231.03,Census Tract 231.03,G5020,S,1255708.0,0,Both,2011149.1953125,12382.895154969
2118.0,6,85,503402.0,6085503402.0,5034.02,Census Tract 5034.02,G5020,S,881071.0,0,LIC,1395835.0625,8590.92626392617
2119.0,6,85,503507.0,6085503507.0,5035.07,Census Tract 5035.07,G5020,S,388539.0,0,LIC,615778.5,3901.15409620497
2120.0,6,1,427300.0,6001427300.0,4273.0,Census Tract 4273,G5020,S,1950568.0,861367,LIC,4509121.7734375,9270.21661579667
2121.0,6,59,11504.0,6059011504.0,115.04,Census Tract 115.04,G5020,S,1969340.0,0,LIC,2864689.53515625,6914.68790204718
2122.0,6,59,11601.0,6059011601.0,116.01,iCensus Tract 116.01,G5020,S,1169184.0,0,Both,1699911.93359375,5405.80150206367
2123.0,6,59,11652.0,6059011602.0,116.02,Cesnus Tract 116.02,G5020,S,5641946.0,28076,Both,8243771.53125,13123.9580074765
2124.0,6,77,300.0,6077000300.0,82.0,Censs Tract 3,G5020,S,1313201.0,152315,Both,2360948.2265625,8293.44093209458
2125.0,6,77,401.0,6077000401.0,4.01,Census Trcat 4.01,G5020,S,1045664.0,0,Both,1684943.9375,5350.03019039529
2126.0,6,77,402.0,6077000402.0,4.02,Census Tract 4.02,G5020,S,1459857.0,0,Both,2352524.078125,6418.9289777562
2127.0,6,77,500.0,6077000500.0,5.0,Census Tfract 5,G5020,S,983998.0,0,Both,1585639.26953125,5759.87067869228
2128.0,6,77,600.0,6077000600.0,6.0,Cnesus Tract 6,G5020,S,912538.0,0,Both,1469906.7578125,5459.14385364954
2129.0,6,59,32051.0,6059032051.0,320.51,Census Tract 320.51,G5020,S,834656.0,49350,LIC,1279004.88671875,5744.26690886905
2130.0,6,59,32054.0,6059032054.0,320.54,Census Tract 320.54,G5020,S,1548520.0,0,LIC,2239915.80078125,6610.97847276205
2131.0,6,59,32055.0,6059032055.0,320.55,Census Tract 320.55,G5020,S,1089380.0,0,LIC,1575920.62109375,6730.59823105716
2132.0,6,71,5200.0,6071005200.0,52.0,Census Tract 52,G5020,S,1979873.0,0,Both,2897703.80859375,8466.33663688549
2133.0,6,77,700.0,6077000700.0,7.0,Census rTract 7,G5020,S,1805560.0,25674,Both,2949311.3984375,8157.52306067288
2134.0,6,77,900.0,6077000900.0,87.0,Census Tract 9,G5020,S,2976611.0,407564,Both,5452606.421875,12236.8688344451
2135.0,6,59,62641.0,6059062641.0,626.41,Census Tract 626.41,G5020,S,2191844.0,0,LIC,3167776.04296875,7344.83098351688
2136.0,6,59,62646.0,6059062646.0,626.46,Census Tract 626.46,G5020,S,1296209.0,0,LIC,1873573.734375,5905.83909676981
2137.0,6,71,980100.0,6071980100.0,9801.0,Census Tract 9801,G5020,S,8028775.0,0,DAC,11737932.5625,17619.3949196533
2138.0,6,71,8001.0,6071008001.0,80.01,Census Tract 80.01,G5020,S,4890513.0,0,DAC,7147043.3125,11702.880688597
2139.0,6,37,407501.0,6037407501.0,4075.01,Census Tract 4075.01,G5020,S,1132084.0,0,Both,1653106.3828125,6280.0412949143
2140.0,6,75,10100.0,6075010100.0,172.0,Census Tract 101,G5020,S,776490.0,646917,LIC,2284169.1640625,6351.11909280143
2141.0,6,75,10600.0,6075010600.0,106.0,Census Trct 106,G5020,S,187223.0,0,LIC,300370.26171875,2869.38751155789
2142.0,6,75,10730.0,6075010700.0,107.0,Census Tract 107,G5020,S,183170.0,0,LIC,293857.359375,2634.5425186069
2143.0,6,75,10800.0,6075010800.0,108.0,Cesnus Tract 108,G5020,S,226078.0,0,LIC,362679.85546875,2417.33167596017
2144.0,6,75,11100.0,6075011100.0,111.0,Census Tract 11b1,G5020,S,247102.0,0,LIC,396344.66015625,2562.64772632029
2145.0,6,75,11300.0,6075011300.0,203.0,Census Tract 113,G5020,S,102299.0,0,LIC,164102.36328125,2011.66707508616
2146.0,6,75,11700.0,6075011700.0,117.0,Census Trcat 117,G5020,S,551749.0,0,LIC,884987.29296875,4578.81808687192
2147.0,6,75,11829.0,6075011800.0,118.0,Cenus Tract 118,G5020,S,56564.0,0,LIC,90734.23046875,1219.04060620911
2148.0,6,71,5300.0,6071005300.0,53.0,Census Tract 53,G5020,S,1737129.0,0,Both,2542134.875,7641.4762604558
2149.0,6,85,503508.0,6085503508.0,5035.08,Census Tract 5035.08,G5020,S,1008146.0,0,LIC,1598366.19140625,5108.3036585158
2150.0,6,85,503709.0,6085503709.0,5037.09,Census Tract 5037.09,G5020,S,884968.0,0,LIC,1403444.515625,4902.96472443871
2151.0,6,85,503804.0,6085503804.0,5038.04,Census Tract 5038.04,G5020,S,1511862.0,0,LIC,2398340.01171875,6281.88842682116
2152.0,6,85,503213.0,6085503213.0,5032.13,Census Tract 5032.13,G5020,S,1099444.0,0,LIC,1740688.2578125,7466.50700227315
2153.0,6,85,503214.0,6085503214.0,5032.14,Census Tract 5032.14,G5020,S,1804422.0,0,Both,2856642.8359375,6790.98831973121
2154.0,6,85,503217.0,6085503217.0,5032.17,Census Tract 5032.17,G5020,S,601904.0,0,LIC,952584.7890625,4490.07536272038
2155.0,6,71,5400.0,6071005400.0,54.0,Census Tract 54,G5020,S,1810774.0,0,Both,2649459.34765625,7479.65387446493
2156.0,6,71,5500.0,6071005500.0,55.0,Census Tract 55,G5020,S,1762627.0,0,Both,2578572.05078125,7376.56653776353
2157.0,6,71,5600.0,6071005600.0,56.0,Census Tract 56,G5020,S,1833339.0,0,Both,2681533.5546875,7761.78848419334
2158.0,6,59,11707.0,6059011707.0,117.07,Census Tract 117.07,G5020,S,2129018.0,0,LIC,3098575.62109375,9240.82166667032
2159.0,6,59,11708.0,6059011708.0,117.08,Census Tract 117.08,G5020,S,929938.0,0,LIC,1353075.65625,4993.66567118058
2160.0,6,85,504001.0,6085504001.0,5040.01,Census Tract 5040.01,G5020,S,1131835.0,0,LIC,1794664.37890625,5726.66489349319
2161.0,6,85,504002.0,6085504002.0,5040.02,Census Tract 5040.02,G5020,S,1030196.0,0,LIC,1633331.7890625,5572.55676436622
2162.0,6,85,504151.0,6085504101.0,5041.01,ensus Tract 5041.01,G5020,S,992972.0,0,LIC,1574925.00390625,5514.67420359927
2163.0,6,85,503218.0,6085503218.0,5032.18,Census Tract 5032.18,G5020,S,590507.0,0,LIC,934396.87109375,4185.00366963261
2164.0,6,85,503304.0,6085503304.0,5033.04,Census Tract 5033.04,G5020,S,1487575.0,0,LIC,2355865.46875,7188.36905129905
2165.0,6,77,1000.0,6077001000.0,90.0,Census Tract 10,G5020,S,3411412.0,419168,Both,6173241.390625,11341.3681388655
2166.0,6,77,1101.0,6077001101.0,104.01,Census Tract 11.01,G5020,S,1931199.0,104000,LIC,3280739.45703125,8303.43774283367
2167.0,6,77,1102.0,6077001102.0,11.02,Census Tract 11.02,G5020,S,1649877.0,0,LIC,2658995.51953125,6978.51582743117
2168.0,6,59,42107.0,6059042107.0,421.07,Census Tract 421.07,G5020,S,1025370.0,0,LIC,1476173.78125,6501.60534605584
2169.0,6,59,42108.0,6059042108.0,421.08,Census Tract 421.08,G5020,S,1185339.0,637995,LIC,2624573.69140625,8570.98652855259
2170.0,6,59,42109.0,6059042109.0,421.09,Census Tract 421.09,G5020,S,5683120.0,0,LIC,8184275.578125,12814.7791753791
2171.0,6,33,176.0,6033000100.0,1.0,Census Tract 1,G5020,S,1193827025.0,10910635,LIC,2016449359.85156,299722.347330529
2172.0,6,29,3206.0,6029003206.0,32.06,Census Tract 32.06,G5020,S,50472602.0,0,DAC,75883840.8242188,47514.9753874964
2173.0,6,37,132300.0,6037132300.0,1323.0,Census Tract 1323,G5020,S,1278601.0,0,Both,1873664.09375,5820.83343508365
2174.0,6,37,132700.0,6037132700.0,1327.0,Census Tract 1327,G5020,S,1310875.0,10477,Both,1935971.84375,5785.96577094231
2175.0,6,37,132900.0,6037132900.0,1329.0,Census Tract 1329,G5020,S,1184831.0,9256,Both,1749254.9921875,6708.69435996652
2176.0,6,37,133000.0,6037133000.0,1330.0,Census Tract 1330,G5020,S,997188.0,5043,Both,1468597.91796875,5227.33829684768
2177.0,6,37,133100.0,6037133100.0,1331.0,Census Tract 1331,G5020,S,1511321.0,8714,Both,2226792.046875,6252.55845206894
2178.0,6,37,134103.0,6037134103.0,1341.03,Census Tract 1341.03,G5020,S,1040917.0,9622,Both,1540138.7578125,6434.47659800412
2179.0,6,37,134104.0,6037134104.0,1341.04,Census Tract 1341.04,G5020,S,647979.0,0,Both,949875.2265625,3898.09515091785
2180.0,6,37,134201.0,6037134201.0,1342.01,Census Tract 1342.01,G5020,S,1459395.0,7345,LIC,2150178.859375,6072.93415406421
2181.0,6,39,109.0,6039000109.0,1.09,Census Tract 1.09,G5020,S,715301823.0,11880111,LIC,1147770344.6875,216715.22016557
2182.0,6,39,288.0,6039000201.0,2.01,Census ract 2.01,G5020,S,105353646.0,0,DAC,165913046.457031,62040.5715932625
2183.0,6,39,604.0,6039000604.0,6.04,Census Tract 6.04,G5020,S,1765536.0,0,Both,2771773.0390625,7550.42703863064
2184.0,6,13,313203.0,6013313203.0,3132.03,Census Tract 3132.03,G5020,S,3100708.0,0,LIC,5002895.72265625,15729.9097630857
2185.0,6,59,89106.0,6059089106.0,891.06,Census Tract 891.06,G5020,S,737990.0,0,Both,1070758.0,4871.14396447702
2186.0,6,59,1708.0,6059001708.0,17.08,Census Tract 17.08,G5020,S,3008608.0,0,LIC,4378824.1953125,9981.39948768539
2187.0,6,39,603.0,6039000603.0,42.03,ensus Tract 6.03,G5020,S,1207812.0,0,Both,1896170.671875,7527.50772690194
2188.0,6,13,355107.0,6013355107.0,3551.07,Census Tract 3551.07,G5020,S,81974092.0,498136,LIC,132786418.007813,71869.2974818342
2189.0,6,13,355108.0,6013355108.0,3551.08,Census Tract 3551.08,G5020,S,21848094.0,0,LIC,35189375.0429688,25723.5115459977
2190.0,6,71,11404.0,6071011404.0,114.04,Census Tract 114.04,G5020,S,147178406.0,35603,LIC,216127470.195313,103062.602015134
2191.0,6,1,405302.0,6001405302.0,4053.02,Census Tract 4053.02,G5020,S,205566.0,0,LIC,329794.69140625,2694.43499727862
2192.0,6,59,86303.0,6059086303.0,863.03,Census Tract 863.03,G5020,S,6581079.0,0,LIC,9557559.51171875,15660.8076866499
2193.0,6,59,1902.0,6059001902.0,19.02,Census Tract 19.02,G5020,S,857688.0,0,LIC,1247103.46875,4522.40121836167
2194.0,6,59,62626.0,6059062626.0,626.26,Census Tract 626.26,G5020,S,473522.0,0,LIC,685160.5859375,3866.2255933019
2195.0,6,59,42310.0,6059042310.0,423.1,Census Tract 423.10,G5020,S,2800356.0,0,LIC,4036438.4375,11747.7500117752
2196.0,6,59,74407.0,6059074407.0,744.07,Census Tract 744.07,G5020,S,461790.0,0,LIC,669504.2578125,3468.23060829051
2197.0,6,1,405600.0,6001405600.0,4056.0,Census Tract 4056,G5020,S,428774.0,0,LIC,687928.25390625,3613.78326865142
2198.0,6,1,406400.0,6001406400.0,4064.0,Census Tract 4064,G5020,S,487978.0,77534,LIC,907186.64453125,3813.88139517006
2199.0,6,59,11714.0,6059011714.0,117.14,Census Tract 117.14,G5020,S,5835578.0,421058,Both,9095878.6015625,13089.4477767514
2200.0,6,59,52410.0,6059052410.0,524.1,Census Tract 524.10,G5020,S,5165125.0,73214,Both,7577061.98046875,14070.8973486086
2201.0,6,59,75512.0,6059075512.0,755.12,Census Tract 755.12,G5020,S,627957.0,0,LIC,910304.87109375,3768.55180513051
2202.0,6,1,405700.0,6001405700.0,4057.0,Census Tract 4057,G5020,S,546860.0,0,LIC,877326.27734375,4317.62263761981
2203.0,6,1,405859.0,6001405800.0,4058.0,Census Trhact 4058,G5020,S,519054.0,0,LIC,832616.02734375,4538.68927393683
2204.0,6,85,511608.0,6085511608.0,5116.08,Census Tract 5116.08,G5020,S,2454550.0,117653,LIC,4086129.1015625,12080.8088783374
2205.0,6,59,74805.0,6059074805.0,748.05,Census Tract 748.05,G5020,S,467059.0,0,Both,677130.21484375,3398.32527711676
2206.0,6,59,62647.0,6059062647.0,626.47,Census Tract 626.47,G5020,S,1765876.0,0,LIC,2552306.93359375,10357.2707342613
2207.0,6,59,21913.0,6059021913.0,219.13,Census Tract 219.13,G5020,S,2385619.0,470002,LIC,4145822.29296875,11407.0582517574
2208.0,6,59,99406.0,6059099406.0,994.06,Census Tract 994.06,G5020,S,1295710.0,0,LIC,1878018.0078125,5804.88868373194
2209.0,6,59,87403.0,6059087403.0,874.03,Census Tract 874.03,G5020,S,630337.0,0,Both,915473.44140625,4576.42806356194
2210.0,6,59,74110.0,6059074110.0,741.1,Census Tract 741.10,G5020,S,816884.0,0,LIC,1183544.265625,4768.39670199035
2211.0,6,19,4404.0,6019004404.0,44.04,Census Tract 44.04,G5020,S,2726638.0,0,Both,4265634.39453125,8983.4331560506
2212.0,6,59,87902.0,6059087902.0,879.02,Census Tract 879.02,G5020,S,1117651.0,0,Both,1622397.26171875,5278.49979675105
2213.0,6,59,42320.0,6059042320.0,423.2,Census Tract 423.20,G5020,S,3042794.0,0,LIC,4394477.80078125,12293.1008033614
2214.0,6,37,189905.0,6037189905.0,1899.05,Census Tract 1899.05,G5020,S,258366.0,0,LIC,377750.26171875,2572.06107400968
2215.0,6,1,405500.0,6001405500.0,4136.0,Census Tract 4055,G5020,S,411721.0,0,LIC,660525.640625,3769.70520058497
2216.0,6,37,602504.0,6037602504.0,6025.04,Census Tract 6025.04,G5020,S,321449.0,0,Both,467847.40234375,2909.22237600542
2217.0,6,37,241002.0,6037241002.0,2410.02,Census Tract 2410.02,G5020,S,707355.0,0,Both,1029988.4453125,4782.22232931395
2218.0,6,19,5301.0,6019005301.0,53.01,Census Tract 53.01,G5020,S,1940426.0,0,Both,3031978.05859375,8052.54825683182
2219.0,6,19,5397.0,6019005302.0,53.02,Censjus Tract 53.02,G5020,S,1949852.0,0,LIC,3047271.5859375,8063.14282293888
2220.0,6,19,5304.0,6019005304.0,53.04,Census Tract 53.04,G5020,S,1609106.0,0,LIC,2514748.28515625,7077.12649075422
2221.0,6,19,5305.0,6019005305.0,53.05,Census Tract 53.05,G5020,S,1471714.0,102661,Both,2460019.609375,7009.40626589211
2222.0,6,37,980007.0,6037980007.0,9800.07,Census Tract 9800.07,G5020,S,2401375.0,303691,DAC,3924118.36328125,8865.65168298901
2223.0,6,37,980009.0,6037980009.0,9800.09,Census Tract 9800.09,G5020,S,20912226.0,356889,DAC,31123853.8984375,29917.2989312999
2224.0,6,37,296901.0,6037296901.0,2969.01,Census Tract 2969.01,G5020,S,617328.0,0,Both,894839.0,4162.41693810544
2225.0,6,37,123902.0,6037123902.0,1239.02,Census Tract 1239.02,G5020,S,664412.0,0,LIC,973134.6015625,4315.58654071845
2226.0,6,37,134522.0,6037134522.0,1345.22,Census Tract 1345.22,G5020,S,615306.0,0,Both,901823.328125,3792.27771366413
2227.0,6,37,192001.0,6037192001.0,1920.01,Census Tract 1920.01,G5020,S,530779.0,0,LIC,775758.78125,4272.67964690564
2228.0,6,37,211122.0,6037211122.0,2111.22,Census Tract 2111.22,G5020,S,365553.0,0,Both,534118.31640625,3050.48778152527
2229.0,6,37,104822.0,6037104822.0,1048.22,Census Tract 1048.22,G5020,S,604352.0,0,Both,886628.62890625,5084.59913731575
2230.0,6,59,63808.0,6059063808.0,638.08,Census Tract 638.08,G5020,S,735860.0,0,LIC,1064815.6484375,4373.3738792838
2231.0,6,59,88702.0,6059088702.0,887.02,Census Tract 887.02,G5020,S,1413868.0,0,LIC,2051361.921875,6138.84797085784
2232.0,6,97,151602.0,6097151602.0,1516.02,Census Tract 1516.02,G5020,S,33113703.0,228016,LIC,54402525.0585938,40182.0710444624
2233.0,6,97,153104.0,6097153104.0,1531.04,Census Tract 1531.04,G5020,S,1711349.0,0,Both,2792944.06640625,10244.4077768909
2234.0,6,1,405401.0,6001405401.0,4054.01,Census Tract 4054.01,G5020,S,313930.0,0,Both,503618.5078125,3131.22908705097
2235.0,6,65,44520.0,6065044520.0,445.2,Census Tract 445.20,G5020,S,138692103.0,0,LIC,201611824.050781,89080.3843170405
2236.0,6,37,650604.0,6037650604.0,6506.04,Census Tract 6506.04,G5020,S,515410.0,0,LIC,749013.35546875,3485.69745693805
2237.0,6,37,901210.0,6037901210.0,9012.1,Census Tract 9012.10,G5020,S,22657598.0,422168,LIC,34205911.7070313,37228.3771704476
2238.0,6,37,910101.0,6037910101.0,9101.01,Census Tract 9101.01,G5020,S,61012023.0,267845,Both,90678658.1132813,51321.4290914163
2239.0,6,37,269602.0,6037269602.0,2696.02,Census Tract 2696.02,G5020,S,290591.0,0,LIC,424298.26953125,2699.34376231803
2240.0,6,37,302003.0,6037302003.0,3020.03,Census Tract 3020.03,G5020,S,237181.0,0,Both,347166.54296875,2441.30645310428
2241.0,6,37,115103.0,6037115103.0,1151.03,Census Tract 1151.03,G5020,S,1518656.0,0,LIC,2227868.578125,8224.96178221437
2242.0,6,37,125401.0,6037125401.0,1254.01,Census Tract 1254.01,G5020,S,397783.0,0,LIC,582434.078125,3729.74501463857
2243.0,6,37,127605.0,6037127605.0,1276.05,Census Tract 1276.05,G5020,S,644917.0,3699,Both,950323.4296875,3899.34312770856
2244.0,6,7,1703.0,6007001703.0,17.03,Census Tract 17.03,G5020,S,3830135.0,1351,LIC,6503786.19140625,14389.4481762496
2245.0,6,37,117102.0,6037117102.0,1171.02,Census Tract 1171.02,G5020,S,1032683.0,6067,LIC,1523943.0703125,5065.19815587965
2246.0,6,37,119341.0,6037119341.0,1193.41,Census Tract 1193.41,G5020,S,326366.0,0,Both,478706.19921875,3083.98964827319
2247.0,6,37,120106.0,6037120106.0,1201.06,Census Tract 1201.06,G5020,S,205877.0,415,Both,302482.98046875,2240.20119210408
2248.0,6,37,122121.0,6037122121.0,1221.21,Census Tract 1221.21,G5020,S,411960.0,0,Both,603923.69140625,4426.43757858241
2249.0,6,37,124204.0,6037124204.0,1242.04,Census Tract 1242.04,G5020,S,324351.0,0,Both,475041.40234375,2921.24463026485
2250.0,6,7,1704.0,6007001704.0,17.04,Census Tract 1.704,G5020,S,325483025.0,3681154,LIC,560993190.429688,159724.17659444
2251.0,6,7,2602.0,6007002602.0,45.02,Census Trcat 26.02,G5020,S,18244927.0,7521121,LIC,43366409.7929688,32655.7564644675
2252.0,6,7,3002.0,6007003002.0,30.02,Census Tract 30.02,G5020,S,16689822.0,294750,LIC,28545272.5898438,31927.3301993832
2253.0,6,7,3700.0,6007003700.0,37.0,Census ract 37,G5020,S,106859750.0,18646084,Both,211201685.550781,80804.0611207756
2254.0,6,1,442302.0,6001442302.0,4423.02,Census Tract 4423.02,G5020,S,951499.0,0,LIC,1515838.83203125,5425.22230019448
2255.0,6,1,406602.0,6001406602.0,4066.02,Census Tract 4066.02,G5020,S,414724.0,0,LIC,665311.2890625,3585.86265085482
2256.0,6,1,407101.0,6001407101.0,4071.01,Census Tract 4071.01,G5020,S,370838.0,0,LIC,594693.30859375,3218.05431023743
2257.0,6,1,407102.0,6001407102.0,4071.02,Census Tract 4071.02,G5020,S,660863.0,0,LIC,1059725.98828125,5103.89903567368
2258.0,6,1,432501.0,6001432501.0,4325.01,Census Tract 4325.01,G5020,S,1362361.0,0,Both,2180869.171875,5971.3774325777
2259.0,6,65,45222.0,6065045222.0,452.22,Census Tract 452.22,G5020,S,7874004.0,0,LIC,11412542.4296875,19866.7669822683
2260.0,6,65,45609.0,6065045609.0,456.09,Census Tract 456.09,G5020,S,91054768.0,0,LIC,131727695.90625,63921.0923044012
2261.0,6,65,46900.0,6065046900.0,469.0,Census Tract 469,G5020,S,9859940383.0,266083,LIC,14308820154.5625,603283.77910905
2262.0,6,65,47202.0,6065047202.0,472.02,Census Tract 472.02,G5020,S,41274587.0,0,LIC,60074241.265625,49213.9379236057
2263.0,6,65,43513.0,6065043513.0,435.13,Census Tract 435.13,G5020,S,2610352.0,538849,LIC,4569540.33984375,12877.6433054697
2264.0,6,65,43517.0,6065043517.0,435.17,Census Tract 435.17,G5020,S,39104988.0,1309518,DAC,58708553.46875,38202.5048112256
2265.0,6,1,406201.0,6001406201.0,4062.01,Census Tract 4062.01,G5020,S,408076.0,0,Both,654444.0390625,3552.73073707927
2266.0,6,1,406202.0,6001406202.0,4062.02,Census Tract 4062.02,G5020,S,392183.0,0,Both,628900.4609375,3368.78532933309
2267.0,6,1,406300.0,6001406300.0,4063.0,Census Tract 4063,G5020,S,485716.0,0,LIC,779044.89453125,3609.03405400059
2268.0,6,111,2905.0,6111002905.0,29.05,Census Tract 29.05,G5020,S,19317570.0,1550669,DAC,30593182.8125,26461.7357849621
2269.0,6,37,128801.0,6037128801.0,1288.01,Census Tract 1288.01,G5020,S,492122.0,0,LIC,720656.4921875,3490.80793908947
