168.shape_area,731936.73828125,692286.4296875
561.geoid,6.0371833E9,6001432502
4427.namelsad,Census Tract 801,Census Tract 8.01
394.namelsad,Census Tract 1393.02,Census Tract 90.06
474.shape_area,1533835.921875,2882413.88671875
535.objectid,9.0,535
3501.namelsad,Census Tract 011.01,Census Tract 101.01
44.tractce,3501.0,602004
414.aland,1047548.0,463880714
409.tractce,201401.0,224410
414.shape_area,2836120.875,7.57124139535156E8
450.shape_length,7916.89652075906,8970.26385313481
217.shape_area,553778.4921875,829231.59375
4307.namelsad,Ceensus Tract 30.01,Census Tract 30.01
164.shape_length,5182.11921080899,12830.3617850645
4346.namelsad,Census Tract b26,Census Tract 26
543.shape_area,4111521.1875,2208458.69140625
4443.namelsad,Census Tnract 25.02,Census Tract 25.02
456.tractce,139502.0,3112
4351.tractce,2268,2206
203.geoid,6.107002901E9,6037209403
191.shape_area,1137301.79296875,1.87712658125E7
242.shape_area,714900.203125,1385401.16796875
541.shape_length,12812.3431953214,5118.35398945786
382.geoid,6.0371432E9,6067009503
578.shape_length,2938.53692242629,7783.67409050572
2986.namelsad,Census Trac 33.03,Census Tract 33.03
324.aland,3.84722819E8,1280671
2334.namelsad,Census Tact 44.02,Census Tract 44.02
200.aland,4.4063925E7,186272
2917.namelsad,Census Tract 112.30,Census Tract 112.03
474.objectid,22.0,474
344.namelsad,Census Tract 2.02,Census Tract 1974.20
595.namelsad,Census Tract 1090.02,Census Tract 9806
91.shape_length,4730.13109828776,8713.74303226728
418.tractce,442500.0,219500
380.shape_area,2290793.09765625,7336622.2734375
349.aland,2.40575292E8,4496378
64.objectid,14.0,64
200.geoid,6.037201401E9,6037211320
3511.tractce,9127,9107
248.shape_area,4289438.50390625,5.11179209726563E7
74.geoid,6.037201402E9,6077005122
546.tractce,201401.0,3405
393.aland,948156.0,15678756
4483.tractce,2129,2100
241.shape_length,6256.07826386147,6195.50783991129
403.shape_area,731936.73828125,763911.38671875
281.objectid,6.0,281
3925.awater,49,0
348.aland,1279500.0,1500954
349.namevalue,2014.01,4.05
438.geoid,6.03720442E9,6037532800
525.namelsad,Census Tract 37,Census Tract 4340
354.shape_length,5706.54437597325,5734.67137338194
97.shape_area,3122277.35546875,6787221.0703125
373.shape_length,7559.59202807264,3882.45951063149
577.objectid,116.0,577
567.objectid,1.0,567
343.geoid,6.0371816E9,6031000300
507.shape_length,5170.05380973649,2243.47467336254
210.namelsad,Census Tract 1432,Census Tract 35.05
356.shape_area,1038251.31640625,4963922.30859375
274.aland,2327921.0,4957619
429.shape_area,1828892.28515625,1066371.828125
3773.tractce,4890,4801
452.shape_length,6256.07826386147,24654.2517919241
2940.tractce,10452,10400
518.shape_area,1.94781953054688E8,4118892.9453125
3028.namelsad,Cenus Tract 21,Census Tract 21
252.objectid,11.0,252
241.objectid,30.0,241
470.tractce,183300.0,1400
531.namelsad,Census Tract 31.10,Census Tract 4362
197.tractce,442500.0,530301
681.namelsad,CensusT ract 34.04,Census Tract 34.04
2898.namevalue,29.07,5.07
175.namevalue,626.49,6019.02
66.aland,3960101.0,154022502
3509.namelsad,Cenfsus Tract 49,Census Tract 49
537.geoid,6.03718351E9,6001437000
474.namelsad,Census Tract 2014.02,Census Tract 64.02
8.tractce,201401.0,336201
272.namelsad,Censu Tract 7.01,Census Tract 7.01
581.geoid,6.0290003E9,6025010300
568.shape_length,7003.34503482317,6492.3478633905
425.objectid,10.0,425
4050.namelsad,Census Traqct 2,Census Tract 2
183.objectid,231.0,183
370.shape_length,7003.34503482317,3453.44503208679
122.shape_length,2938.53692242629,8098.67400856122
353.aland,3369926.0,1954146
54.shape_length,12812.3431953214,4100.72890378819
2089.namelsad,Cenuss Tract 112,Census Tract 112
1891.namevalue,46.01,3.01
592.shape_area,1911762.359375,2843907.32421875
25.tractce,201301.0,300
3101.namelsad,Census Tzract 54.03,Census Tract 54.03
100.shape_length,4907.77012789812,113155.981249082
611.shape_area,1.17676762695313E7,560083.21484375
377.namevalue,20.02,2133.1
3505.tractce,4445,4400
180.geoid,6.037601502E9,6037407302
336.namelsad,Census Tract 2013.01,Census Tract 1973
3493.tractce,407199,407102
4419.tractce,2712,2705
290.tractce,139502.0,4901
553.shape_length,7211.37944676736,5656.58113404522
3465.namelsad,Census Tract .01,Census Tract 4.01
4427.tractce,809,801
49.geoid,6.077003406E9,6037530801
3272.tractce,12410,12401
1347.namelsad,Census rTact 1216,Census Tract 1216
513.shape_length,5706.54437597325,9799.94889631094
3907.namevalue,142.01,44.01
47.geoid,6.037139502E9,6037530700
1894.namevalue,3.02,2.02
474.shape_length,5182.11921080899,6846.51996748807
4159.namelsad,ensus Tract 33.01,Census Tract 33.01
3105.namelsad,Cnesus Tract 24.02,Census Tract 24.02
101.namelsad,Cesus Tract 25,Census Tract 25
423.geoid,6.0377002E9,6037221210
528.geoid,6.0371816E9,6001435900
357.namevalue,3362.01,10.03
115.aland,1941232.0,37232768
515.shape_area,1533835.921875,1973755.9375
232.objectid,31.0,232
110.tractce,201301.0,610900
34.shape_area,2024724.8671875,1.06737179140625E7
3463.namevalue,47.02,2.02
263.shape_length,5182.11921080899,5176.59113934042
2945.namelsad,Census Tlract 15,Census Tract 15
505.geoid,6.0371432E9,6059063201
3868.namelsad,Census Tract 5.03,Census Tract 15.03
564.namelsad,Census Tract 31.10,Census Tract 4077.02
417.namevalue,6108.0,305.03
3306.namevalue,81.02,26.02
302.shape_length,3784.33595472837,14029.7292939303
357.tractce,143200.0,1003
547.objectid,16.0,547
4472.namevalue,420.0,401.0
63.namevalue,34.01,470.0
356.tractce,139302.0,1002
579.geoid,6.037601802E9,6025012400
583.objectid,70.0,583
546.objectid,16.0,546
468.namevalue,3.03,5033.06
213.shape_length,5170.05380973649,5368.68665452466
679.namevalue,137.0,37.0
208.aland,957093.0,423724135
405.tractce,201301.0,218900
425.namevalue,6020.02,2323.0
519.tractce,181600.0,440307
57.objectid,12.0,57
4281.tractce,602727,602700
4573.namelsad,Census Tract 602r2,Census Tract 6022
42.geoid,6.037183101E9,6037602002
451.shape_area,1137301.79296875,5875696.7578125
1888.namevalue,19.0,4.0
613.shape_area,731936.73828125,674762.57421875
485.tractce,201401.0,7108
674.namelsad,Census Tract 93,Census Tract 39
363.shape_length,5182.11921080899,35033.0423411647
3589.namelsad,Censuss Tract 103,Census Tract 103
521.shape_length,4907.77012789812,7060.10192281975
303.namevalue,626.49,200.29
517.shape_length,3784.33595472837,14079.9237197184
262.shape_length,4720.0809947014,225323.970670499
73.tractce,139502.0,3110
338.shape_length,7003.34503482317,51971.8454446383
600.shape_area,2001540.3046875,3334040.43359375
544.shape_length,12713.7689952093,8550.11372370684
286.objectid,8.0,286
47.tractce,143200.0,530700
147.shape_area,2001540.3046875,6.44154234609375E7
2693.namelsad,Census Tract 9.10,Census Tract 9.01
158.shape_length,5170.05380973649,8439.95934029467
2966.tractce,2366,2302
280.objectid,6.0,280
467.geoid,6.037601502E9,6085503305
398.shape_length,12072.6473196653,4697.30749574398
1523.namevalue,85.0,6.0
3484.namelsad,Census Trat 14,Census Tract 14
1822.namelsad,Census Trac t39,Census Tract 39
595.geoid,6.073015601E9,6075980600
4737.namevalue,119.02,24.02
2128.namelsad,Cnesus Tract 6,Census Tract 6
2880.namevalue,81.02,3.02
439.aland,427707.0,10252142
298.namevalue,26.01,13.01
113.shape_length,7003.34503482317,4255.93057916119
2124.namevalue,82.0,3.0
131.shape_length,4907.77012789812,7013.75656304216
275.namelsad,Census Tract 1833,Census Tract 5417
584.shape_length,3784.33595472837,28623.4611944802
3358.tractce,3160,3108
368.tractce,1502.0,134306
72.tractce,3900.0,4902
153.tractce,201402.0,8343
485.shape_length,7916.89652075906,10520.3536640803
603.shape_area,2836120.875,1048836.49609375
339.geoid,6.037531102E9,6031000200
286.namevalue,5313.01,15.01
4257.namevalue,17.0,7.0
88.shape_area,5.50723497617188E7,1520365.1875
472.aland,1279500.0,2636570
4454.namelsad,Census Tract 2f.02,Census Tract 2.02
225.shape_length,6256.07826386147,25785.2100684242
2835.namelsad,Census Tract3 ,Census Tract 3
397.shape_length,4907.77012789812,5523.17062883183
279.geoid,6.03718361E9,6047000802
127.objectid,4.0,127
423.shape_length,5170.05380973649,3102.61455323216
251.tractce,201301.0,11200
218.shape_length,3382.65553130786,3017.47829012622
2335.namelsad,CensusTract 46.01,Census Tract 46.01
18.tractce,139302.0,185202
321.shape_area,4289438.50390625,9242538.60546875
307.shape_length,5706.54437597325,8662.77382671942
207.geoid,6.03718352E9,6071001906
342.shape_length,67772.938908177,112698.840739787
3469.namevalue,77.02,1.02
4358.namelsad,Census Tract 66.40,Census Tract 66.04
247.shape_length,5182.11921080899,521179.794508749
18.namevalue,1836.1,1852.02
162.tractce,502.0,275500
349.tractce,139502.0,405
359.namevalue,6017.0,15.0
218.namelsad,Census Tract 1831.01,Census Tract 1175.10
206.shape_length,2938.53692242629,4143.34634546831
293.shape_length,43066.2005863693,3526.78529338098
2861.namevalue,76.02,2.02
421.aland,535234.0,979760
387.aland,948156.0,1844942090
208.tractce,1502.0,9202
3815.namelsad,Census Trct 22.01,Census Tract 22.01
132.namevalue,93.03,34.03
576.objectid,77.0,576
95.shape_length,6256.07826386147,11316.6969369111
3597.namelsad,Census Trct 104.02,Census Tract 104.02
278.shape_area,1533835.921875,2827597.90625
115.geoid,6.107002008E9,6077005119
87.geoid,6.041130202E9,6073013307
19.objectid,12.0,19
4690.namevalue,90.00999999999999,32.01
2965.namelsad,Censuys Tract 23.01,Census Tract 23.01
4320.namevalue,57.019999999999996,25.02
222.tractce,102.0,11206
493.shape_area,1400949.5234375,3353779.06640625
462.namevalue,61.0,6.0
3565.namevalue,169.13,100.13
630.shape_area,4111521.1875,2042467.94921875
373.shape_area,782907.875,942188.7734375
176.objectid,84.0,176
386.aland,2327921.0,1879868
2908.namelsad,Census Tact 7,Census Tract 7
92.shape_length,3617.14066767908,5029.32069654955
419.shape_area,9890641.5625,651201.75390625
548.objectid,2.0,548
54.objectid,7.0,54
4252.namevalue,42.0,2.0
3029.namelsad,Cesus Tract 41,Census Tract 41
4255.namevalue,41.0,6.0
56.shape_area,1533835.921875,1289587.6171875
370.namelsad,Census Tract 5310,Census Tract 1193.20
2087.tractce,11159,11102
463.aland,1941232.0,146141710
89.tractce,602002.0,2901
3467.namelsad,Census ract 21,Census Tract 21
90.geoid,6.037183101E9,6073013308
4404.namelsad,Census Tract 1,Census Tract 61
266.aland,1279500.0,14229144
342.namelsad,Census Tractd 12,Census Tract 12
261.shape_area,615533.94140625,2.1761532365625E8
4386.namelsad,Census Trct 24.02,Census Tract 24.02
336.objectid,23.0,336
245.objectid,231.0,245
30.shape_area,2836120.875,4883088.1171875
4391.namelsad,Census Tract 29.3,Census Tract 29.03
377.geoid,6.037201402E9,6037213310
4419.namelsad,Census Tracgt 27.05,Census Tract 27.05
3509.namevalue,145.0,49.0
3889.namelsad,Census Trkact 10.02,Census Tract 10.02
60.shape_area,714900.203125,3991890.85546875
472.shape_length,4907.77012789812,10457.3198087444
372.aland,839429.0,484078
471.objectid,419.0,471
145.namelsad,Census Tract 35.01,Census Tract 4.01
559.geoid,6.059062649E9,6001432300
302.objectid,12.0,302
614.tractce,181600.0,231500
80.geoid,6.0371392E9,6077003308
510.geoid,6.0371833E9,6075015600
323.namevalue,5310.0,137.0
438.shape_length,7916.89652075906,3694.54512248972
119.shape_area,2836120.875,3088227.77734375
377.aland,323251.0,312089
279.shape_area,553778.4921875,3636812.61328125
3504.namelsad,Census Trac 43,Census Tract 43
187.shape_length,6256.07826386147,4504.14743784027
492.namevalue,1432.0,21.0
131.shape_area,4289438.50390625,3130474.90625
173.namelsad,Census Tract 1432,Census Tract 3020.07
3938.namevalue,60.0,2.0
190.aland,1.00900703E8,1082739
254.shape_length,7003.34503482317,3877.42435066754
54.shape_area,625490.94921875,810637.84375
139.geoid,6.0371833E9,6107001301
125.objectid,3.0,125
243.shape_length,5182.11921080899,4525.56752177562
200.namevalue,5530.0,2113.2
464.shape_length,5170.05380973649,26647.0111770247
4304.namevalue,45.04,25.04
509.shape_length,7877.4605034406,4626.85789196383
2894.namevalue,122.03999999999999,45.04
377.tractce,143200.0,213310
413.shape_area,2024724.8671875,6.89570387734375E7
472.objectid,7.0,472
100.namelsad,Census Tract32,Census Tract 32
205.shape_length,6256.07826386147,1659.21587216841
580.objectid,5.0,580
458.shape_length,5706.54437597325,6798.36316889556
3239.namelsad,Census Tract 2.501,Census Tract 25.01
234.objectid,42.0,234
478.shape_length,2938.53692242629,2018.64051675504
180.namevalue,5307.0,4073.02
355.shape_length,7632.58889119395,10475.4485600094
188.geoid,6.037183101E9,6037575300
610.objectid,11.0,610
370.tractce,1401.0,119320
309.shape_length,43066.2005863693,5585.18079875342
225.objectid,11.0,225
4511.namelsad,Census Tract 05,Census Tract 50
35.shape_area,1533835.921875,1432651.4453125
368.shape_length,3617.14066767908,3815.39134254456
179.geoid,6.037139502E9,6037403303
2145.namevalue,203.0,113.0
51.shape_length,5170.05380973649,3226.18144287536
96.shape_length,5182.11921080899,577121.76465967
4557.namelsad,CensusT ract 38.03,Census Tract 38.03
158.namelsad,Census Tract 2014.02,Census Tract 134.01
353.shape_length,2938.53692242629,14151.6632217369
3127.namelsad,Census Trac 13,Census Tract 13
620.shape_area,5.50723497617188E7,5370356.71875
99.shape_area,9890641.5625,1.98301523320313E7
337.shape_length,2938.53692242629,229170.115186152
188.tractce,139200.0,575300
165.tractce,201401.0,355109
172.shape_area,1687319.19140625,3.7586564375E7
64.aland,3.4601272E7,2593783
187.tractce,201301.0,296600
2844.tractce,1165,1102
287.geoid,6.03718361E9,6047001601
108.objectid,42.0,108
401.namevalue,1831.01,2183.0
2828.namevalue,56.0,10.0
3165.namelsad,Census Tract 55.20,Census Tract 55.02
4361.namelsad,Census Trakct 20,Census Tract 20
39.shape_length,5182.11921080899,3876.01926666735
61.objectid,5.0,61
191.tractce,442500.0,920312
152.shape_length,3802.01654083384,6287.12800755678
80.aland,2327921.0,517517
261.aland,866188.0,102210642
379.tractce,181600.0,8911
589.geoid,6.037183101E9,6037402403
588.geoid,6.0377002E9,6025011900
499.namevalue,2013.01,42.01
232.namelsad,Census Tract 1833,Census Tract 46.03
409.objectid,16.0,409
2424.namevalue,386.0,302.0
112.namelsad,Census Tract 2014.01,Census Tract 2507.01
594.geoid,6.077004902E9,6037400304
217.geoid,6.0014425E9,6037120010
255.shape_area,1828892.28515625,917899.76171875
212.shape_length,2938.53692242629,16902.4157832
598.tractce,181600.0,402501
722.namevalue,51.0,6.0
346.shape_length,6256.07826386147,3836.16166692685
506.shape_length,2938.53692242629,3083.44620413417
4273.namelsad,Census ract 18,Census Tract 18
3210.tractce,6807,6802
3163.namevalue,48.0,8.0
270.shape_length,7003.34503482317,6350.45367444901
469.namevalue,54.0,13.0
376.tractce,442500.0,8910
3505.namelsad,Census Trac 44,Census Tract 44
185.geoid,6.107003501E9,6037191203
234.shape_area,1687319.19140625,1.45648069453125E7
449.tractce,442500.0,42007
529.objectid,4.0,529
4482.namelsad,Censwus Tract 20,Census Tract 20
361.shape_area,3122277.35546875,491789.90234375
520.objectid,371.0,520
680.namelsad,Census Tract 38.c02,Census Tract 38.02
392.tractce,30200.0,213402
204.namelsad,Census Tract 1432,Census Tract 2089.02
4051.tractce,176,100
296.shape_length,6101.62882049654,9931.16535356361
523.shape_area,782907.875,3335692.6640625
365.geoid,6.071003401E9,6037213201
401.shape_area,1.6680748484375E7,1315251.29296875
739.namelsad,Census Tract 16,Census Tract 116
223.tractce,201402.0,10424
448.geoid,6.0371392E9,6065045604
3395.namevalue,65.0,4.0
445.aland,2.40575292E8,1656672
412.tractce,181600.0,209401
234.tractce,139502.0,11403
87.shape_area,4111521.1875,1848434.90234375
100.tractce,3012.0,3200
2614.namelsad,Census Tract 53k.05,Census Tract 53.05
200.tractce,1206.0,211320
220.objectid,9.0,220
132.shape_length,7211.37944676736,7788.22541773782
322.tractce,139200.0,13500
2023.namelsad,Census ract 22.04,Census Tract 22.04
536.objectid,16.0,536
454.aland,957093.0,6433666
4556.namelsad,Cemnsus Tract 35,Census Tract 35
37.shape_area,5.50723497617188E7,1328909.95703125
209.shape_area,1192884.72265625,1098084.734375
210.aland,6.10964651E8,1306694
593.objectid,16.0,593
3368.namelsad,Census Tract3 0.01,Census Tract 30.01
444.tractce,3803.0,121600
2340.namelsad,Cnesus Tract 19,Census Tract 19
367.shape_area,1828892.28515625,1009157.18359375
3315.namelsad,Census nTract 101,Census Tract 101
19.namevalue,2014.02,1853.1
95.aland,3960101.0,4550195
530.geoid,6.0290002E9,6001436100
189.shape_length,5170.05380973649,6905.46877337127
3599.namelsad,Censu Tract 105.02,Census Tract 105.02
2962.namelsad,Census Tract 190.1,Census Tract 19.01
2618.namelsad,Census Tracto 65,Census Tract 65
4366.namelsad,Census Tracpt 27,Census Tract 27
392.shape_length,113296.394471338,3058.65747319351
3545.tractce,11541,11502
612.tractce,143200.0,192420
150.shape_length,3382.65553130786,81024.162872986
248.tractce,302.0,10502
190.shape_length,2938.53692242629,5924.94502212191
391.objectid,5.0,391
229.tractce,201402.0,10420
562.shape_length,6256.07826386147,6330.70624639021
139.aland,3.84722819E8,21976832
163.shape_length,7211.37944676736,3989.13995295985
489.objectid,1.0,489
98.aland,6.2964205E8,11177780
128.namelsad,Census Tarct 3.03,Census Tract 3.03
2872.namevalue,66.0,9.0
289.shape_length,7003.34503482317,14461.4341262068
318.aland,1279500.0,2039646
3239.namevalue,35.010000000000005,25.01
2482.namelsad,CensusT ract 30.02,Census Tract 30.02
2320.tractce,4231,4203
2341.namelsad,eCnsus Tract 20.02,Census Tract 20.02
4179.tractce,3882,3804
289.aland,839429.0,4682528
346.geoid,6.081601902E9,6037197600
748.namevalue,120.0,104.0
80.shape_length,6256.07826386147,4353.05122416977
452.tractce,303.0,122500
34.geoid,6.013336201E9,6041112202
3314.namelsad,Census ract 32.02,Census Tract 32.02
630.geoid,6.037201401E9,6019002501
226.geoid,6.0371392E9,6071012103
437.geoid,6.041109002E9,6037532400
524.tractce,139200.0,433900
500.objectid,9.0,500
601.shape_length,7211.37944676736,6779.31708384501
181.shape_length,15615.0475380211,4344.737160138
2809.namevalue,17.06,5.06
69.aland,1117289.0,11515177
293.geoid,6.0371392E9,6073020028
75.shape_length,7211.37944676736,30362.5558769049
561.shape_length,6596.00454545123,5344.15721496489
4555.namevalue,66.01,27.01
58.shape_length,4907.77012789812,5880.35297150086
327.namevalue,2013.01,1.02
115.shape_length,43066.2005863693,54581.0719955168
2962.namevalue,115.01,19.01
87.shape_length,3382.65553130786,5869.34945207312
354.namevalue,6014.02,1872.0
509.geoid,6.107002602E9,6075015500
655.namevalue,50.0,4.0
198.shape_length,3853.19170418149,2820.81788646677
487.shape_length,4907.77012789812,11289.4596435645
394.shape_length,13306.9793857642,13101.4656231824
2123.namelsad,Cesnus Tract 116.02,Census Tract 116.02
422.objectid,236.0,422
426.tractce,139302.0,232400
415.namevalue,102.0,3.0
136.shape_area,625490.94921875,1.07299776953125E7
143.namevalue,12.06,24.0
345.tractce,181600.0,197500
497.namevalue,1835.1,4234.0
471.namevalue,2014.01,62.01
612.shape_area,1911762.359375,474805.33203125
426.namevalue,1836.1,2324.0
556.objectid,77.0,556
750.namelsad,Censusq Tract 113,Census Tract 113
353.geoid,6.037602004E9,6037187102
580.shape_length,5170.05380973649,98114.6239322087
96.namevalue,3362.01,27.0
3049.namevalue,32.02,1.02
2973.tractce,5293,5201
522.objectid,9.0,522
589.shape_length,5706.54437597325,11747.6708039854
80.namevalue,38.01,33.08
369.tractce,139502.0,900900
1857.tractce,3920,3901
59.tractce,201301.0,2009
344.geoid,6.037201301E9,6037197420
563.shape_length,7877.4605034406,5705.71196092043
37.namevalue,3.03,6016.0
488.objectid,32.0,488
173.aland,948156.0,4327203
150.aland,839429.0,122717441
606.shape_length,5182.11921080899,14099.6601264278
3391.tractce,12259,12200
325.shape_area,1828892.28515625,1541245.73046875
4347.tractce,2597,2500
4553.namelsad,Censu sTract 26.02,Census Tract 26.02
171.tractce,1206.0,239601
3729.tractce,3553,3502
185.namelsad,Census Tract 1833,Census Tract 1912.03
115.namevalue,4425.0,51.19
355.geoid,6.107003501E9,6031000900
598.shape_length,3382.65553130786,5894.15127028157
282.aland,2.39480449E8,1600638
185.shape_length,7916.89652075906,2206.30484317259
33.shape_area,1266062.875,603073.29296875
379.aland,2327921.0,547162
362.shape_length,3784.33595472837,43058.6340965853
4640.tractce,477,402
2282.tractce,119222,119201
338.objectid,1.0,338
398.geoid,6.03718352E9,6037218110
194.namelsad,Census Tract 4425,Census Tract 4084.02
324.objectid,46.0,324
585.geoid,6.0371392E9,6025011000
435.namelsad,Census Tract 1838.20,Census Tract 5341.02
499.shape_length,4323.69951326916,9974.46431840758
600.objectid,195.0,600
4554.namelsad,Cesus Tract 28,Census Tract 28
332.shape_area,3912121.93359375,1534191.7578125
387.objectid,10.0,387
3301.namelsad,Census Tract 3.01,Census Tract 34.01
517.tractce,201402.0,2701
476.tractce,139200.0,503315
141.shape_area,1687319.19140625,8.98927277304688E7
625.tractce,143200.0,3303
4362.tractce,2399,2300
231.shape_area,812399.6796875,9.56732478242188E7
4094.tractce,1198,1101
612.geoid,6.0210103E9,6037192420
2694.namelsad,Census Tarct 8,Census Tract 8
4661.namelsad,Cejnsus Tract 10.04,Census Tract 10.04
353.shape_area,3122277.35546875,3203210.4765625
626.shape_area,3.42230017441406E9,1964560.3359375
397.namelsad,Census Tract 1432,Census Tract 2172
536.namelsad,Census Tract 51.06,Census Tract 4369
4481.namevalue,90.0,19.0
3823.namelsad,Chensus Tract 5.03,Census Tract 5.03
461.objectid,27.0,461
477.tractce,11602.0,7408
4662.namelsad,Census Trac t46,Census Tract 46
608.tractce,201301.0,403722
231.shape_length,3784.33595472837,51630.6202122619
395.shape_area,791809.5078125,1598428.2265625
180.tractce,143200.0,407302
3030.tractce,1189,1100
237.namevalue,626.49,124.0
4255.namelsad,Cesus Tract 6,Census Tract 6
4297.tractce,4545,4502
67.shape_area,615533.94140625,5575567.51953125
163.tractce,201301.0,462001
316.tractce,181600.0,2915
601.shape_area,495484.296875,2191925.9453125
126.aland,957093.0,357428908
4350.namelsad,Census Tract 450.1,Census Tract 45.01
497.tractce,442500.0,423400
465.aland,866188.0,371885966
157.shape_length,7877.4605034406,9791.60491526379
335.namelsad,Census Tract 6020.02,Census Tract 1972
333.tractce,139502.0,404600
4186.tractce,5325,5301
148.aland,859112.0,174123148
591.shape_area,2.22673421289063E7,2904048.0546875
537.tractce,139302.0,437000
60.aland,3.3781272E7,2592916
232.shape_area,731936.73828125,6245394.15234375
3823.tractce,596,503
194.shape_length,3617.14066767908,23006.2627980984
321.tractce,442500.0,13300
379.shape_length,2938.53692242629,4672.95785596484
261.objectid,1.0,261
2109.namelsad,Census Trac 120,Census Tract 120
117.shape_length,2938.53692242629,40223.0765154521
358.shape_length,4907.77012789812,18862.6695128055
254.objectid,9.0,254
1469.namelsad,Census Trcat 7.02,Census Tract 7.02
245.namelsad,Censu Tract 111,Census Tract 111
110.geoid,6.03720442E9,6081610900
2171.tractce,176,100
598.objectid,110.0,598
241.shape_area,1911762.359375,2104122.265625
4307.namevalue,58.010000000000005,30.01
423.objectid,9.0,423
538.geoid,6.03718352E9,6001437200
2885.namevalue,65.0,7.0
159.objectid,3.0,159
468.shape_area,1266062.875,2642463.5
1857.namelsad,Cnsus Tract 39.01,Census Tract 39.01
65.geoid,6.013336201E9,6065940100
94.shape_area,5.50723497617188E7,4417838.828125
566.shape_area,1156865.6171875,4412584.43359375
194.shape_area,615533.94140625,1.6889012109375E7
553.objectid,5.0,553
212.namevalue,1392.0,45.1
3787.namevalue,209.01,121.01
165.geoid,6.0371392E9,6013355109
4686.namevalue,52.0,12.0
546.shape_length,7211.37944676736,5738.55922125995
146.tractce,139502.0,3902
160.geoid,6.1070043E9,6073015701
481.tractce,201301.0,6500
445.tractce,139502.0,701
328.shape_length,11842.9225481281,5115.76035995793
3390.namelsad,Census Tract 11e9.02,Census Tract 119.02
2860.namevalue,35.0,31.0
2593.namevalue,111.04,70.04
182.tractce,201301.0,221110
1523.namelsad,Census Trcat 6,Census Tract 6
196.namevalue,2014.01,2193.0
78.shape_length,7211.37944676736,13613.5138886535
375.shape_area,782907.875,2013892.89453125
465.namevalue,105.0,12.0
134.shape_length,5706.54437597325,5190.01990414557
4189.namelsad,Census Tract 5093.02,Census Tract 5039.02
1998.namelsad,Census Tarct 4,Census Tract 4
3864.namevalue,102.01,19.01
128.objectid,14.0,128
392.namelsad,Census Tract 5311.02,Census Tract 2134.02
279.namevalue,1835.1,8.02
493.tractce,181600.0,2300
180.shape_length,8638.71078094456,4525.92290028984
3553.namelsad,Censous Tract 120.02,Census Tract 120.02
3468.namelsad,Cesnus Tract 67,Census Tract 67
437.aland,1264078.0,12497802
467.objectid,195.0,467
334.shape_length,5182.11921080899,6595.2395308491
240.geoid,6.037201301E9,6001406100
384.geoid,6.037183101E9,6065030300
277.aland,1047548.0,5188935
13.tractce,201402.0,183510
202.shape_length,5182.11921080899,3273.97977762481
345.shape_area,1828892.28515625,935815.39453125
411.namelsad,Census Tract 1836.10,Census Tract 2188
4169.namelsad,CensusTract 33.02,Census Tract 33.02
11.namevalue,1838.2,1832.2
183.shape_area,1911762.359375,227347.32421875
3493.namelsad,Cesnus Tract 4071.02,Census Tract 4071.02
1839.namelsad,Census Trcat 10,Census Tract 10
4481.namelsad,Census Tratc 19,Census Tract 19
490.geoid,6.037201402E9,6077001900
522.shape_length,7003.34503482317,8490.913145554
228.namelsad,Census Tract 1836.10,Census Tract 104.22
47.shape_length,3802.01654083384,6579.99166350478
118.objectid,41.0,118
519.geoid,6.03718351E9,6001440307
433.tractce,442500.0,540201
176.shape_area,1400949.5234375,751387.07421875
434.objectid,389.0,434
496.objectid,42.0,496
38.geoid,6.0770039E9,6037601700
142.shape_length,5170.05380973649,47622.6506568388
425.tractce,139200.0,232300
402.objectid,9.0,402
133.shape_length,7003.34503482317,5841.28071250548
36.objectid,14.0,36
146.shape_length,5182.11921080899,62488.95998747
3651.tractce,3122,3109
590.objectid,287.0,590
417.aland,1.00900703E8,557216
523.shape_length,7003.34503482317,10034.441483039
2068.namevalue,188.01,111.01
278.tractce,602002.0,4402
326.tractce,143200.0,101
2809.namelsad,Censsu Tract 5.06,Census Tract 5.06
413.shape_length,4907.77012789812,39308.9394321602
374.tractce,201301.0,599100
156.namelsad,Census Tract 24.2,Census Tract 24.02
547.shape_length,7211.37944676736,6779.16907800845
3071.tractce,407173,407101
109.objectid,6.0,109
41.aland,948156.0,2052294
479.shape_area,1266062.875,278841.875
319.namelsad,Census Tract 3362.01,Census Tract 31.05
335.aland,866188.0,744116
409.namelsad,Census Tract 451.20,Census Tract 2244.10
480.namevalue,6020.03,152.0
449.objectid,32.0,449
156.tractce,181600.0,2402
3464.tractce,279,201
276.aland,948156.0,806971
464.objectid,77.0,464
206.shape_area,2.22673421289063E7,1053020.23046875
572.shape_area,4.96458412070313E7,1.42526693283594E9
4120.namevalue,82.00999999999999,41.01
257.aland,3.3781272E7,510043
185.objectid,27.0,185
208.shape_area,731936.73828125,6.22246508125E8
4273.namevalue,76.0,18.0
2203.namelsad,Census Trhact 4058,Census Tract 4058
143.shape_area,2290793.09765625,2.66916470628906E8
3438.tractce,11525,11500
4713.namevalue,39.0,6.0
4261.namelsad,Census Teract 10,Census Tract 10
2563.namevalue,120.0,63.0
193.shape_length,3617.14066767908,4951.38365301058
121.tractce,3700.0,3406
191.shape_length,5951.00416851176,21452.2176237911
596.shape_area,615533.94140625,1435904.3125
4511.tractce,5072,5000
