characteristic,sex,raceethnicity,yearvalue(long),earnings(double precision),standarderroronearnings(double precision),noteonearnings,countinthousands(double precision),standarderroroncountinthousands(double precision),noteoncount
"Total - Female, Asian, non-Hispanic",Female,"Asian, onn-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Tota l- Female, Asian, non-Hispanic",emale,"Asian, non-Hiskpanic",2005,19450.0,520.0,Reporting standards not met (too fe wcases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a eliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femle,"Asian, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Aisan, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female,b Asian, non-Hispanic",emale,"Asian, non-Hispainc",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Femael, Asian, non-Hispanic",Female,"Asian, naon-Hispanic",2009,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Dta for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hiszpanic",Female,"Asian, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islandesr.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2011,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Asian, non-Hispahnic",Female,"Asian, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reportign standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.
"Total - Female, Pacific Islnader, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2000,19450.0,520.0,Data not available.,233.0,30.0,Data not vailable.
"Total - Female, Pacific Islander, non-Hisapnic",Female,"Pacific Islander, non-Hispanfic",2001,19450.0,520.0,Data not available.,233.0,30.0,Data no available.
"Total - Female, Pacific Islander, non-Hispanci",Female,"Pacific Islande, non-Hispanic",2002,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for areliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Femael,"Pacific Islander, non-Hispanic",2003,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",eFmale,"Pacific Islander, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliabl eestimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander,n on-Hispanic",Female,Pacific Islander non-Hispanic,2005,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standardsy not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Femarle,"Pacific Islander, non-Hispanikc",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too fpew cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacificu Islander, non-Hispanic",emale,"Pacific Islander, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliiable estimate).
"Total - Female, Pacific Isalnder, non-Hispanic",Female,"Pacific Islander, non-Hisapnic",2009,19450.0,520.0,Reporting standards not met (too few cases for a reliale estimate).,233.0,30.0,Reporting standards not met t(oo few cases for a reliable estimate).
"Total - Female, Pacific Islandver, non-Hispanic",Femalve,"Pacific Islander, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total- Female, Pacific Islander, non-Hispanic",Female,"Pacific Islnder, non-Hispanic",2011,19450.0,520.0,Reporting standards no met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reyliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American India/nAlaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2000,19450.0,520.0,Reporting standards not met (too fewc ases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2001,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-ispanic",Female,"American Indian/Alaska Native, non-Hispanic",2002,19450.0,520.0,Reporting standads not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",eFmale,"American Indian/Alkaska Native, non-Hispanic",2003,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Inqdian/Alaska Native, non-Hispanic",Femalle,"American Indian/Alaska Native, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few casesz for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cmases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",eFmale,"American Indiatn/Alaska Native, non-Hispanic",2005,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Tvotal - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alasa Native, non-Hispanic",mFemale,"American Indian/Alaska Native, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (oo few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Inian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hisapnic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting tsandards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2009,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Feamle,"American Indian/Alaska Native, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (too few casems for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estiate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femael,"American Indian/Alaska Naktive, non-Hispanic",2011,19450.0,520.0,Reporting standards not met (too few caess for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femae,"American nIdian/Alaska Native, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too fwe cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few caswes for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Fmeale,"Two or more races, non-Hispanic",2000,19450.0,520.0,Data not available.,233.0,30.0,Data notz available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more rcaes, non-Hispanic",2001,19450.0,520.0,Data not available.,233.0,30.0,aDta not available.
"Total - Female, Two or more races, non-Huispanic",Female,"Two otr more races, non-Hispanic",2002,19450.0,520.0,Reporting standards not met (too few cases for a reliable pestimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total- Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2003,19450.0,520.0,Reporting standardsm not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Toatl - Female, Two or more races, non-Hispanic",Female,"Twxo or more races, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hisapnic",2005,19450.0,520.0,Reporting standards not met (too few cases fora reliable estimate).,233.0,30.0,Reporting standarsd not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Fmeale,"Two or more races, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (to ofew cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few case for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable nestimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, nonl-Hispanic",2008,19450.0,520.0,Reporvting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reportig standards not met (too few cases for a reliable estimate).
"Total - Female, Two or omre races, non-Hispanic",Femael,"Two or more races, non-Hispanic",2009,19450.0,520.0,Reporting standards not met (too fe cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2010,19450.0,520.0,Reporting standardsnot met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a mreliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hspanic",2011,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, nno-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliabl estimate).
