OBJECTID,SLRU_ID,ADMIN_ST,ADM_OFC_CD,ADM_UNIT_CD,SLRU_NR,ADMIN_FO_NM,SLRU_EVAL,SLRU_ORIG_DT,SLRU_MOD_DT,SL_OVRL_RT,SL_OVRL_TX,SLRU_NRTV,GlobalID,created_date,last_edited_date,SHAPE_Length,SHAPE_Area
609,SLCOF02000046,CO,F02000,COF02000,046,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Low,Largely a working landscape with small population densities and limited recreation. Change to landscapes are tolerated if seen as improvements to lifestyle.,Comprised of spread out small communities where ranching and agriculture play large roles in lifestyles and economies. The landscapes are typically working and beneficial changes are seen as positive.,{F7ADD15D-8E64-4CFC-B88B-840E64243842},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,396398.203365333,6129273456.04857
610,SLCOF02000026,CO,F02000,COF02000,026,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Moderate,Willingness to accept visual change as a working landscape but interested in retaining agricultural lands as part of ranching heritage.,Agriculture lands play an important role in the heritage of the area. There is interest in land preservation as it pertains to agricultural land. It is largely seen as a working landscape.,{501EA186-EC26-43AE-B986-D19E9E4E3437},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,227445.047554057,1415814976.43707
611,SLCOF02000025,CO,F02000,COF02000,025,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Low,Urban area that demonstrates less importance on open space and open vistas as other Front Range communities.,"When compared with other similarly situated communities, Pueblo appears to rely less upon adjacent scenery in regards to quality of life, tourism visitation or economic development.",{45975C26-EADC-4D74-8B37-C98152139F82},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,78574.4359776111,410264929.053823
612,SLCOF02000027,CO,F02000,COF02000,027,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,Given the interest in ranching/agriculture heritage combined with the Santa Fe Trail there is interest in allowing for certain types of change but retention of basic character of the area.,The viewshed of the historic Spanish Trail which is important for local heritage and increasingly heritage tourism. Intact landscapes play an important role in interpreting the historic values of resources such as the Spanish Trail.,{C6EE1C1F-0E04-4A5B-B4C6-A793D94B4912},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,601073.766288235,4464635476.59441
613,SLCOF02000020,CO,F02000,COF02000,020,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,While not as iconic as other mountain ranges this unit's landscape integrity is important for residences in the southern Front Range both as a backdrop and a recreation/tourism destination.,The backdrop for communities and a recreation destination for front range residents. Some tourism associated with through travel but at lesser levels than other areas. There are some ranches and rural residences in this area but this is also limited.,{6E317D72-CF28-4C83-8F3B-7B93F5137F50},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,174321.645828342,747445460.224953
614,SLCOF02000033,CO,F02000,COF02000,033,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,Landscape integrity is important for retaining the context of the historic site.,"Focused on the Sand Creek massacre, site intact landscapes are important for the historical context. This is important for heritage tourism, both the participants and the local economies that benefit from these visitors.",{88C43D40-F2F9-4756-9E04-087C931A1A22},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,43447.4934613815,138988227.976131
615,SLCOF02000019,CO,F02000,COF02000,019,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,Due to the high volume of rural residences and ranches along with the recreation/tourism that are all dependent upon intact landscapes overall sensitivity to change is high.,Home to iconic Colorado landscapes where conservation efforts have retained viewsheds. Ranching heritage is important to quality of life and related tourism. Also a recreation destination for those looking to connect with nature.,{91BB13C0-15DA-41D3-96CC-DC9201597700},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,359419.113247033,3830072550.73793
616,SLCOF02000015,CO,F02000,COF02000,015,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,The high volume of recreation use dependent upon the existing landscape and rural residences/ranches where viewsheds play an important role in the quality of life the overall sensitivity to changes is high.,River corridor has high recreation volume dependent upon intact landscapes and natural scenery. Scenic quality is important for rural residences quality of life. It is a travel corridor for residents and tourists,{11D0CD93-C8BD-4343-BC9B-8A7BDC0458EB},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,119457.715229303,503989949.312006
617,SLCOF02000021,CO,F02000,COF02000,021,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Moderate,Serving as the backdrop for Southern Front Range urban communities the area is not as visually prominent or publicly valued as other similar units along the Front Range.,The fore-ground of the foothills there is some sensitivity to change but less than other similar units. Viewshed is less prominent and the terrain is not as dramatic giving it less scenic sensitivity. Generally seen as a working landscape.,{548DF087-7D33-47B2-A175-512D29B89B4C},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,211598.658821066,1908606397.07801
618,SLCOF02000017,CO,F02000,COF02000,017,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Moderate,The limited residences and ranches in this area and lower volumes of recreation use result in a lower overall sensitivity when compared to other units in the region.,"No major travel corridors, low recreation use and overall fewer residences when compared to other units. Natural landscapes are important to quality of life and achieving recreation outcomes to people who live and/or recreate within the unit.",{F487F8B5-0270-450B-97D5-E8C938BA384C},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,131463.32030947,1022216198.70613
619,SLCOF02000013,CO,F02000,COF02000,013,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,"Home to the Gold Belt Byway with rural ranches and residences spread throughout, the intact landscape and views are incredibly important to people.",Centered on the gold belt backcountry byway the natural scenery and intact landscapes are valued by tourists and local residents. The area serves as a recreation destination both heritage and active playing an important role in local economies.,{CBA66AC6-B69E-4620-8C9C-E5EFEF57296A},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,196356.848101599,2150458882.52856
620,SLCOF02000011,CO,F02000,COF02000,011,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Moderate,"Dominated by cities, towns and rural residences. Viewsheds and open space are important for quality of life.","The unit is highly developed with residential, commercial and industrial. The limited open space and views play an important role in the quality of life of residents who also rely on the tourism trade focused on Colorado landscapes.",{556F38EC-49D0-40B8-B3FF-E9DFB6738332},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,115564.744653058,947090319.582038
621,SLCOF02000018,CO,F02000,COF02000,018,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,"This is an area where people live, work, and play where retention of heritage landscapes and iconic Colorado vistas all play an important role.",Scenic byways are evidence of the importance of the viewshed. Several major recreation destinations within unit. This is where people live and recreate and businesses are dependent upon the landscapes within this unit.,{2F068076-8763-4C88-8311-B4C986BDC2DE},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,383559.836812384,3616437167.18916
622,SLCOF02000010,CO,F02000,COF02000,010,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,This is publically valued scenery important to the quality of life for local residents but also travelers and commuters.,Deliberate landscape conservation efforts have retained the open space in this area which is important to residents of the area and travelers. Residents of the communities place high value on the open space and landscape.,{ED76019E-F1A0-437E-B5AC-1BFCB049B510},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,175599.414133845,1422869722.61747
623,SLCOF02000009,CO,F02000,COF02000,009,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,Sensitive viewers include tourists/recreation who are dependent upon intact landscapes as well as residents working to preserve the heritage of the area and live here for the open vistas and iconic landscapes.,Home to the South Park National Heritage Area which focuses landscape and heritage preservation for quality of life and tourism. Viewsheds and slow pace of life are important to local residents.,{3174EE19-2F82-420A-8258-A2F0E6414B8A},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,272963.85589193,3997495447.88039
624,SLCOF02000012,CO,F02000,COF02000,012,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,"Being the backyard to the Front Range, home to residents where open space and viewsheds play an important role in the quality of life, and a major tourism draw for out of state visitors there is a high sensitivity to contrasts in this landscape.",Unit is an important viewshed for residents located along the I-25 corridor. Also a recreation destination valued for natural scenery and intact landscapes. Small communities rely on these same attributes along with ranching and mining heritage.,{8E80DA14-1472-40F6-A9EF-E914B5133C34},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,317428.356589083,3711771187.94792
625,SLCOF02000032,CO,F02000,COF02000,032,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,Being a major entrance into the state and having a local recreation destination landscape integrity is important. Change is tolerated in context with the working landscape.,Gateway to state important for tourism and associated economics. Bonny Reservoir is a recreation destination where visitors want to see the area preserved. Working ranch landscapes are important to local culture.,{5FE87900-0686-416E-ABF9-4D4F2EFA000A},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,132418.780672199,621846041.740462
626,SLCOF02000007,CO,F02000,COF02000,007,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,Important landscape for residents who desire to live in rural areas as well as urban residents seeking recreation and escape from the developed environment. Tourist industry highly dependent upon intact iconic Colorado landscapes.,The scenic byways are a recreation travel artery. Small communities located within this unit are dependent upon the landscapes and views. The unit is a recreation/leisure destination and plays an important role in the economy of the state and region.,{576EA3F4-FDB0-4C63-825E-605363C9BF7F},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,195059.798374485,1476784389.90058
627,SLCOF02000030,CO,F02000,COF02000,030,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,Landscape integrity of the historic site is important to the local residents and history tourism.,The Beecher Island Massacre site where the scenic integrity plays an important role of understanding the historical event.  Associated landscapes are important for heritage tourism which can also contribute to small town economies.,{4A193C76-2EDB-4256-8C88-3E2EDA518B04},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,79380.6373560427,352654888.831891
628,SLCOF02000029,CO,F02000,COF02000,029,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,"Proximity to the town of Wray and desire to protect ranching heritage, prominent landmarks and landscape integrity for birdwatching.",Ranching heritage and surrounding prominent landmarks are important for the culture and quality of life for its residents. Bird watching and hunting also play a role in the desire to retain landscapes in their natural setting.,{6CE761D0-4B63-4917-9EED-660955229FD8},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,49108.4663941282,148730022.993304
629,SLCOF02000031,CO,F02000,COF02000,031,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Moderate,Tourism associated with greater prairie chicken is dependent upon intact landscapes and habitat. Change is tolerated but at levels associated with ranching heritage. Sensitivity to large scale landscape change.,Intact landscapes were identified as important for ranching heritage and culture but increasingly tourism associated with wildlife viewing. This is playing in increased economic role in the adjacent communities who depend upon tourism spending.,{7FFA1199-3892-4F7E-96E2-8324899DA319},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,154835.404128045,650035934.977858
630,SLCOF02000006,CO,F02000,COF02000,006,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Moderate,"Dominated by cities, towns and rural residences. Viewsheds and open space are important for quality of life.",The landscape plays an important role in the agricultural heritage of the area as well as urban residents who live and recreate within the region. Viewsheds and open space play an important role in quality of life and business environment.,{96BECA12-A979-47B5-9420-AB917D434F1C},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,270209.141028675,4703655708.97624
631,SLCOF02000008,CO,F02000,COF02000,008,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,Important landscape for residents who desire to live in rural areas as well as urban residents seeking recreation and escape from the developed environment. Tourist industry highly dependent upon intact iconic Colorado landscapes.,Unit is backdrop to urban areas and a major recreation destination and travel corridor highlighted by scenic byways. Small communities are dependent upon landscapes and views. The unit plays an important role in the economy of the state and region.,{5D8BC20E-4316-42BA-9B91-51DE809B0F88},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,382896.398413728,3744384985.45655
632,SLCOF02000039,CO,F02000,COF02000,039,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Moderate,Interest in the area for recreation and scenic driving. Concern that oil and gas development is changing nature of the landscape.,"Largely comprised of working ranches and rural residents with limited recreation, there has been an increased concern in landscape integrity as oil and gas development has occurred.",{022E2B33-28EA-45FC-9B58-3906971AC9F7},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,201442.855366937,1870280931.66121
633,SLCOF02000002,CO,F02000,COF02000,002,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,Unit is along a scenic byway traveled by residents and tourists important for recreation and economy.,Based on the viewshed of the Cache La Poudre-North Park Scenic Byway connecting Fort Collins and Walden. The scenery is important for recreation/leisure tourism visitors and the culture and traditions of the area.,{D3560942-8816-4532-A952-59F0D438448B},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,148276.833771583,1002561023.78152
634,SLCOF02000005,CO,F02000,COF02000,005,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Moderate,"Dominated by towns, rural residences and agriculture. Viewshed and open space is important for quality of life and retention of local heritage.",The landscape plays an important role in the agricultural heritage of the area and for urban residents who live and recreate within the region. Viewsheds and open space play an important role in quality of life.,{9E155E45-2465-42AC-8BEC-3C266AD65993},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,315312.327892822,3127382785.91977
635,SLCOF02000003,CO,F02000,COF02000,003,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,Important landscape in this area for residents and tourists. High volumes of traffic and important for wildlife viewing.,Pawnee Pioneer Trails Scenic Byway and Pawnee National Grasslands are working landscapes important for local heritage and cultural tourism. Wildlife viewing is dependent upon intact landscapes. Oil and gas development has led to increased concerns,{E23E8DE3-3B05-4581-B8C6-64B2C8F0F9D5},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,459234.465603843,3640734554.03355
636,SLCOF02000004,CO,F02000,COF02000,004,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,"Landscape integrity of the Pawnee National Grasslands is important to the residents and visitors for this area; considered public valued scenery and open space which is becoming scarce in this region. Also valued for hunting, wildlife viewing and birding.",Pawnee National Grasslands are important for local recreation including wildlife viewing and hunting along with local heritage and tourism. Recent increases in oil and gas activity in the region has increased awareness of development and open space.,{C05AAD0C-C7C8-4DFF-9699-DCB2D03A2734},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,106765.40850174,752217938.322208
637,SLCOF02000043,CO,F02000,COF02000,043,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Low,Largely a working landscape with small population densities and limited recreation. Change to landscapes are tolerated if seen as improvements to lifestyle.,Spread out small communities where ranching and agriculture play large roles in lifestyles and economies. Seen as working landscapes. Wildlife viewing and hunting are important to local residents,{EAF755A3-0D15-4A78-ADAC-E203B6988479},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,1308732.78835032,52315830779.2325
638,SLCOF02000041,CO,F02000,COF02000,041,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Moderate,"Intact landscapes are important for recreation, scenic driving and rural residences, less interest than other similar areas along Front Range.",Part of the viewshed of the Front Range and travel corridors with less exposure than adjacent units. Some recreation with rural residences and ranches where working landscapes are expected but within context and are important to quality of life.,{4643D6D4-BD8B-4471-AFDC-C8C5406B648B},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,162803.105368173,1172062464.6636
639,SLCOF02000001,CO,F02000,COF02000,001,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,This is a major travel corridor and entrance to Colorado. Landscape integrity is important to visitors/tourism industry and residents.,This units is the view corridor of I-25 as it enters the state of Colorado from the north. High volumes of tourists and residents travel through the unit which is characterized by wide open vistas and classic Colorado scenery.,{56390640-1E64-480F-A9ED-8094281D0DDF},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,48773.897267322,163449287.352212
640,SLCOF02000037,CO,F02000,COF02000,037,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Moderate,Interest in the area for recreation and scenic driving. Concern that oil and gas development is changing nature of the landscape.,The grasslands and landscapes are important for local recreation including wildlife viewing and hunting. Landscapes are part of local heritage and related tourism.  Oil and gas activity has increased awareness of development and open space.,{EF443E91-8376-46E1-A3A9-320D35F9C9E7},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,352506.540289415,2206159242.76928
641,SLCOF02000028,CO,F02000,COF02000,028,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,High,Scenic byway combined with major state entrance and ranching heritage places high value of retention of landscape characteristics.,The scenic byway highlights this unit which also serves as a major gateway into Colorado for travelers. The unit is seen as more of a working landscape where agriculture play an important role in local culture and heritage tourism.,{B5349455-2564-4925-831F-DC8269FA9DA4},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,77565.5221392667,389320422.741634
642,SLCOF02000038,CO,F02000,COF02000,038,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Moderate,"A major travel corridor for visitors and residents along with recreation along the South Platte River; some level of development is expected but there is a desire to retain the character of the landscape.",This unit is largely scene as a working landscape with a desire to retain the ranching culture. Viewers traveling along the interstate corridor expect intact landscapes associated with Colorado and the ranching culture of the region.,{8F53F481-49A9-4EDA-9392-C7EB8BA8929B},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,623461.920488765,5467841420.19946
643,SLCOF02000042,CO,F02000,COF02000,042,Royal Gorge,J. Lenard,2014/12/18 00:00:00+00,,Low,Limited information provided about concerns with changes to the landscape in this area. No major travel corridors and limited ranches and rural residences.,Away from major travel corridors and iconic Colorado landscapes this area has little recreation attractions and rural residences. Changes to the landscape are expected especially when they are seen as a net benefit to quality of life.,{9F39B1FE-B06E-45EF-BAEE-5BD35706C234},2016/06/23 19:21:05+00,2016/06/23 19:21:05+00,142428.854599897,767743567.504054
1162,SLCOF03000002,CO,F03000,COF03000,002,San Luis Valley,"C. Davey, H. Salaz",2014/12/03 00:00:00+00,,High,"This unit is a major travel and recreational access corridor. Highway 160 is the western gateway to the San Luis Valley, a visitor’s first impression of the Valley is formed along this corridor. Changes to scenic quality may impact this experience.","Major travel and recreation access corridor along western edge of the Field Office. Western gateway to the San Luis Valley, a visitor’s first impression of the Valley is formed along this corridor. Changes to scenic quality may impact this experience.",{F1C963AE-7EA6-495E-84C0-621263F7412D},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,99290.0723936652,245174174.545119
1163,SLCOF03000001,CO,F03000,COF03000,001,San Luis Valley,"C. Davey, H. Salaz",2014/12/02 00:00:00+00,,Moderate,"Even though eyes are drawn more at adjacent scenery than into this unit, which already has development, local residents and travelers to the Forest would be sensitive to drastic scenic changes.","Partially developed area including multiple residential dwellings, center-pivot sprinkler quarters and a municipal airport",{11D60228-EDFF-4554-85A3-04272097F278},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,57451.3694603753,111199369.345503
1164,SLCOF03000003,CO,F03000,COF03000,003,San Luis Valley,"C. Davey, H. Salaz",2014/12/03 00:00:00+00,,Moderate,This unit is the “backyard” for the communities of Monte Vista and Del Norte. Drastic changes in scenic quality may affect the surrounding view shed.,Drastic changes in scenic quality may affect the surrounding viewshed,{8E940018-4DEA-4B3D-A4AA-CD465181CC8C},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,66689.4986780322,174630332.54189
1165,SLCOF03000004,CO,F03000,COF03000,004,San Luis Valley,"C. Davey, H. Salaz",2014/12/03 00:00:00+00,,High,This unit is primarily used for recreation and National Forest access. Residents of Monte Vista and Del Norte consider this area their “backyard”. Significant changes in scenic quality could affect the view shed of adjacent lands.,Used for recreation and provides access to the National Forest. Significant changes in scenic quality could affect the viewshed of the prominent peaks to the south and west of this unit,{86F49BEA-4796-4F79-A9FB-A169BBD6EE33},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,44245.4816354185,56234696.9847056
1166,SLCOF03000005,CO,F03000,COF03000,005,San Luis Valley,"C. Davey, H. Salaz",2014/12/02 00:00:00+00,,High,"This unit is a recreational destination in and of itself. It is also a well-used travel corridor to the National Forest. Since there is heavy recreation use and its close proximity to Monte Vista, users would be sensitive to changes in scenic quality.",Besides being a recreation destination the area also serves as a travel corridor to National Forest. Users would be sensitive to changes in scenic quality.,{B3B8A9C1-E57A-45A5-8F77-3D1DD31CDF97},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,21761.6070653266,20841058.6142004
1167,SLCOF05000016,CO,F05000,COF05000,016,Saguache Field Office,"CBrandt,JMcGrew",2009/11/11 00:00:00+00,,High,A popular and heavily used recreational area. Users would be highly sensitive to changes in scenic quality.,,{A87A5BD8-331C-4280-BC3B-63749FC49CC9},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,8298.84269944535,505593.859173021
1168,SLCOF05000024,CO,F05000,COF05000,024,Saguache Field Office,JMcGrew,2010/03/09 00:00:00+00,,High,"A viewshed analysis was conducted from the park boundary up to 5 miles (foreground/middleground). Ideally this viewshed would be  defined by observation points within the park, defined by park staff.*",,{716AEF18-BFA6-400E-BCEA-CAE557BF93CA},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,17175.9660806518,7638818.10335056
1169,SLCOF05000017,CO,F05000,COF05000,017,Saguache Field Office,"CBrandt,GLong,JMcGrew",2009/11/14 00:00:00+00,,Moderate,The main road is a primary travel route to recreational areas and the National Forest. The main source of concern for scenic value would be from local residents.,,{A02E37F9-FDF7-4FDA-8D9F-02E62EE01CF9},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,12919.2650209454,4484964.32325132
1170,SLCOF05000015,CO,F05000,COF05000,015,Saguache Field Office,"CBrandt,JMcGrew",2009/11/11 00:00:00+00,,High,"Access to Penitente Canyon and National Forest;  traveling through the area would be part of the experience.",,{24E7726D-E2C1-40D4-85DE-D1A0EBF59CE3},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,6369.30319386241,571563.227751396
1171,SLCOF05000012,CO,F05000,COF05000,012,Saguache Field Office,"CBrandt,GLong,JMcGrew",2009/11/14 00:00:00+00,,Low,This area is mostly used for livestock gazing. Recreationists mostly pass through the area on their way to the rugged public lands to the immediate west.,,{1D6FD708-49A8-45B6-BA65-33A668886D6D},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,20996.7999803079,6979161.11090499
1172,SLCOF05000014,CO,F05000,COF05000,014,Saguache Field Office,"CBrandt,JMcGrew",2009/11/11 00:00:00+00,,High,Major forest access route adjacent to Penitente Special Recreation Management Area. Residences indicate that people were drawn to the area for its scenic quality and would be highly sensitive to chan*,,{DDAC0DBC-1672-4245-882B-9D0A96A27619},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,65933.4372890481,15762787.5279755
1173,SLCOF05000025,CO,F05000,COF05000,025,Saguache Field Office,JMcGrew,2010/03/09 00:00:00+00,,High,Major travel and recreation access corridor along the western margin of the Field Office.,,{366AA23A-AAB8-4944-9D4D-671BD96C3D07},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,442852.883854679,413291195.896296
1174,SLCOF05000008,CO,F05000,COF05000,008,Saguache Field Office,"CBrandt,GLong,JMcGrew,LMontoya,KOrtiz",2009/11/16 00:00:00+00,,Moderate,"This area would be more on the radar of local commuters if any changes were made to scenic quality. Traversed by the Old Spanish Trail and close to Crestone; in the viewshed of National Forest and de*",,{1065F5F9-232A-4D4D-93F3-017778B67937},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,117768.428737448,107976511.894631
1175,SLCOF05000007,CO,F05000,COF05000,007,Saguache Field Office,"CBrandt,KSchwarzler,LMontoya",2009/09/30 00:00:00+00,,Low,None.,,{7801809C-C8F4-49B3-8F58-DFD122146117},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,29539.8333011393,36254836.137604
1176,SLCOF05000013,CO,F05000,COF05000,013,Saguache Field Office,"CBrandt,GLong,JMcGrew",2009/11/14 00:00:00+00,,Moderate,None.,,{EC8FDB39-8B75-4A79-8253-338C02F6BE9A},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,137981.642697533,141652523.701636
1177,SLCOF05000010,CO,F05000,COF05000,010,Saguache Field Office,"CBrandt,GLong,JMcGrew",2009/11/15 00:00:00+00,,Moderate,Near the Trickle Mountain Area of Critical Environmental Concern/OHV area. Portions can be seen from the Highway 114 view corridor. The area may be a spillover from Trickle Mountain.,,{E7941DFA-2CCA-4EB3-9B6F-40A8F0A6C46C},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,41279.5463482284,18684825.7302956
1178,SLCOF05000020,CO,F05000,COF05000,020,Saguache Field Office,"CBrandt,GLong,JMcGrew",2009/11/15 00:00:00+00,,Low,"The area contains a mix of heavily developed agriculture, rural residences, infrastructure of roads and power lines, and numerous industrial/commercial enterprises. No evidence that preserving scenic*",,{E44D3F9A-23E6-413C-A35E-6CC5C2538022},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,195865.749302201,663599039.309587
1179,SLCOF05000011,CO,F05000,COF05000,011,Saguache Field Office,"CBrandt,GLong,JMcGrew",2009/11/15 00:00:00+00,,High,A scenic travel corridor and gateway to the National Forests. High scenic values.,,{F7CC2FB9-03BD-44B1-840F-7B43343CA1A6},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,13114.5543946905,2311150.18021543
1180,SLCOF05000006,CO,F05000,COF05000,006,Saguache Field Office,"CBrandt,GLong,JMcGrew",2009/11/15 00:00:00+00,,Moderate,This area is a backdrop to the community of Saguache and within the view corridor of Highway 114.,,{4BC0786F-7CAD-4A82-934F-A1C2F395C98E},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,60514.854783022,19499272.6161629
1181,SLCOF05000003,CO,F05000,COF05000,003,Saguache Field Office,"CBrandt,GLong,JMcGrew",2009/11/18 00:00:00+00,,Moderate,A scenic creek valley that is traveled to reach Bonanza (historic mining area).,,{8706497C-E5A0-494B-A287-2D484AD49E6F},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,3383.52516281298,163348.962020335
1182,SLCOF05000002,CO,F05000,COF05000,002,Saguache Field Office,"CBrandt,GLong,JMcGrew",2009/11/18 00:00:00+00,,High,"Scenic backdrop for residents and setting for recreationists and residents; mining history.",,{443F239B-4819-43F3-A71E-F0519E5C75B8},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,16343.3297936429,2222907.92889987
1183,SLCOF05000009,CO,F05000,COF05000,009,Saguache Field Office,"CBrandt,GLong,JMcGrew,LMontoya,KOrtiz",2009/11/16 00:00:00+00,,High,People are attracted to the area to live because of adjacent scenery (Greater San Luis Valley and Sangre de Cristos). They would be highly sensitive to changes in scenic quality.,,{FFE124E5-21D0-4141-AC47-58F566D105C6},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,112915.673177186,69250379.760469
1184,SLCOF05000005,CO,F05000,COF05000,005,Saguache Field Office,"CBrandt,GLong,JMcGrew",2009/11/14 00:00:00+00,,High,"Obviously a heavily used area, regulated for recreation; well signed to show type and season of use. Also notable for wildlife. Preserving scenic quality is a priority.",,{F9835A9E-D5DD-4C5E-8C7F-069BA21C8F27},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,139135.372092,111138891.937471
1185,SLCOF05000001,CO,F05000,COF05000,001,Saguache Field Office,"CBrandt,GLong,JMcGrew",2009/11/18 00:00:00+00,,High,None.,,{B43FE6FA-C725-4FB2-9149-A3314CEC2138},2017/09/29 20:45:31+00,2018/03/29 16:24:22+00,18941.8557168487,4123353.26534485
1186,SLCOF05000023,CO,F05000,COF05000,023,Saguache Field Office,JMcGrew,2010/03/09 00:00:00+00,,High,A visitor's first impression of the San Luis Valley and Sangre de Cristo Mountains are formed along this corridor. Any changes to scenic quality may impact this experience.,,{CAF8F0AB-63B0-4B65-BF7C-B4D18D11A02B},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,296259.188968343,1214131060.29973
1187,SLCOF04000010,CO,F04000,COF04000,010,La Jara,"CBrandt,KSchwarzler,LMontoya",2009/09/29 00:00:00+00,,Moderate,None.,,{C3C40587-AEE3-4CED-8325-83CE3A4DD92B},2017/09/29 20:45:31+00,2017/09/29 20:45:31+00,95505.0481205936,52008289.2720191
