X,Y,OBJECTID,EvaluationID,PlotID,SiteName,VisitType,SamplingApproach,PlotLayout,CowardinAttribute,HGMClass,WetlandType,EcotypeAlaska,AdminState,StateCode,SpeciesState,WetlandIndicatorRegion,FieldEvalDate,LatitudeWGS84,LongitudeWGS84,Elevation_m,ProtocolVersion,SppInv_Richness_Cnt,SppInv_CValue_Avg,SppInv_Native_Pct,SppInv_Nonnative_Pct,SppInv_Noxious_Cnt,SppInv_Hydrophyte_Pct,SppInv_HydroFAC_Pct,SppInv_Forb_Pct,SppInv_Graminoid_Pct,SppInv_Shrub_Pct,SppInv_Tree_Pct,SppInv_Annual_Pct,SppInv_Perennial_Pct,NumSpp_PreferredForb,Spp_PreferredForb,TotalFoliarCover,AH_BasalCover,AH_NativeCover,AH_NonnativeCover,AH_NoxiousCover,AH_HydrophyteCover,AH_HydroFACCover,AH_ForbCover,AH_GraminoidCover,AH_ShrubCover,AH_TreeCover,AH_AnnualCover,AH_PerennialCover,AH_AnnualGraminoidCover,AH_PreferredForbCover,AH_TotalLitterThatchCover,AH_MossCover,AH_AlgaeCover,AH_LichenCover,AH_RockCover,AH_SaltCrustCover,AH_WaterCover,FH_TotalLitterThatchCover,FH_MossCover,FH_AlgaeCover,FH_LichenCover,FH_RockCover,FH_SaltCrustCover,FH_WaterCover,BareSoilCover,BareOrganicMaterialCover,Hgt_Herbaceous_Avg,Hgt_Herbaceous_Cnt,Hgt_Woody_Avg,Hgt_Woody_Cnt,Hgt_Water_Avg,Hgt_Water_Cnt,Hgt_AllLitterThatch_Avg,Hgt_AllLitterThatch_Cnt,Hgt_HerbLitter_Avg,Hgt_HerbLitter_Cnt,Hgt_WoodyLitter_Avg,Hgt_WoodyLitter_Cnt,Hgt_DecidLitter_Avg,Hgt_DecidLitter_Cnt,WS_HgtClass1_PctQdrts,WS_HgtClass2_PctQdrts,WS_HgtClass3_PctQdrts,WS_HgtClass4_PctQdrts,WS_HgtClass5_PctQdrts,WS_HgtClass6_PctQdrts,WS_WoodySpp_PctQdrts,WS_DominantHgtClass,WS_WoodyHgtClass_Cnt,WS_Rhizomatous_Cnt,WS_Seedling_Cnt,WS_Young_Cnt,WS_Mature_Cnt,WS_Rhizomatous_PctQdrts,WS_Seedling_Pct,WS_Young_Pct,WS_Mature_Pct,H_Hummock_Cnt,H_Hummock_Pct,H_HummockHgt_Avg,H_HummockWidth_Avg,H_HummockTroughWidth_Avg,H_HummockSlope_Avg,H_HummockVegCover_Avg,WQ_SampleCnt,GapCover_25_50,GapCover_51_100,GapCover_101_200,GapCover_201_plus,GapCover_25_plus,SoilStability_All,SoilStability_Protected,SoilStability_Unprotected,GlobalID
-146.147897182,65.717853742,198,AK-EIFO-RW-22078_2022-07-04,AK-EIFO-RW-22078,AK-EIFO-RW-22078,AK Full Sample Visit,Random,Spoke,,,,"Upland Moist Bluejoint-Shrub Meadow, post-disturbance",AK,AK,AK,Alaska,2022/07/04 12:00:00+00,65.71785374,-146.14789718,651,March 2022 Draft,26,,100,0,0,23.08,69.23,23.08,26.92,46.15,3.85,0,100,1,MEPA,66,28,66,0,0,7.33,47.33,14.67,42.67,10,4.67,0,60,0,2.67,14,24.67,0,0,0,0,0,4.67,6,0,0,0,0,0,0,29.33,47.07,30,178.07,14,,0,6.73,30,4.57,14,8.6,15,9,1,86.67,40,40,20,26.67,0,100,Height Class 1 (0.0 - 0.5 m),53,23,2,13,1,86.67,12.5,81.25,6.25,,,,,,,,0,0,0,0,0,0,6,6,,{54B51DE2-98AB-4E3E-AF7F-97CDECAFDE81}
-145.628256667,65.7041401000001,199,AK-EIFO-RW-22106_2022-07-05,AK-EIFO-RW-22106,AK-EIFO-RW-22106,AK Full Sample Visit,Random,Spoke,,,,"Upland Moist Birch-Willow Tall Shrub, post-disturbance",AK,AK,AK,Alaska,2022/07/05 12:00:00+00,65.7041401,-145.62825667,420,March 2022 Draft,31,,100,0,0,29.03,74.19,29.03,16.13,45.16,9.68,0,100,2,"MEPA; STLO2",93.33,52,93.33,0,0,22,82,5.33,52,52,13.33,0,83.33,0,0,57.33,46.67,0,6.67,0,0,0,6,9.33,0,0.67,0,0,0,0,0.67,46.47,30,93.23,30,,0,10.87,30,9.57,14,18.5,4,9.83,12,100,66.67,80,33.33,6.67,0,100,Height Class 1 (0.0 - 0.5 m),132,74,31,5,0,100,86.11,13.89,0,,,,,,,,0,0,0,0,0,0,6,6,,{4D909062-A380-4FE8-B020-2A5752E5CD0D}
-144.401093848,65.2055686670001,200,AK-EIFO-RW-22104_2022-07-06,AK-EIFO-RW-22104,AK-EIFO-RW-22104,AK Full Sample Visit,Random,Spoke,,,,Upland Dry White Spruce Woodland,AK,AK,AK,Alaska,2022/07/06 12:00:00+00,65.20556867,-144.40109385,897,March 2022 Draft,51,,100,0,0,13.73,56.86,58.82,9.8,27.45,3.92,0,100,7,"ANMU; ANCH; MOUN2; PAPA8; POVI3; SIAC; ZIEL2",96,72,96.67,0,0,13.33,56.67,12,22,52.67,19.33,0,80.67,0,0,34.67,71.33,0,9.33,0,0,0,2,12.67,0,3.33,0,0,0,1.33,0.67,33.13,30,254,30,,0,11.8,30,15.4,5,11.71,14,10.27,11,100,46.67,46.67,13.33,33.33,13.33,100,Height Class 1 (0.0 - 0.5 m),117,105,0,0,3,100,0,0,100,,,,,,,,0,,,,,,,,,{14DB028B-9AE0-4BD2-B319-C1448E8C6ADF}
-144.4622135,65.7887470000001,201,AK-EIFO-RW-22042_2022-07-07,AK-EIFO-RW-22042,AK-EIFO-RW-22042,AK Full Sample Visit,Random,Spoke,,,,Upland Post-fire Scrub,AK,AK,AK,Alaska,2022/07/07 12:00:00+00,65.788747,-144.4622135,277,March 2022 Draft,38,,100,0,0,18.42,57.89,34.21,10.53,42.11,13.16,0,100,5,"ASAL7; PAPA8; SOSIN; MEPA; SOMU",78,33.33,78.67,0,0,7.33,46.67,25.33,5.33,39.33,11.33,0,64,0,4,66,20,0,12.67,0,0,0,13.33,9.33,0,5.33,0,0,0,0,8.67,33.97,29,116.17,30,,0,11.03,30,5,7,15.65,17,5,6,100,66.67,86.67,13.33,0,6.67,100,Height Class 1 (0.0 - 0.5 m),118,18,54,20,9,66.67,65.06,24.1,10.84,,,,,,,,0,0,0,0,0,0,6,6,,{1640D84E-65AD-4A26-AD6C-42AFD24C8EE5}
-144.545539068,65.5122579150001,202,AK-EIFO-RW-22058_2022-07-07,AK-EIFO-RW-22058,AK-EIFO-RW-22058,AK Full Sample Visit,Random,Transverse,,,,Upland Moist Spruce-Birch Forest,AK,AK,AK,Alaska,2022/07/07 12:00:00+00,65.51225792,-144.54553907,240,March 2022 Draft,25,,100,0,0,36,68,32,12,52,4,0,100,0,,88.67,25.33,91.33,0,0,11.33,28.67,2,19.33,56,37.33,0,80,0,0,78.67,30.67,0.67,0.67,0,0,3.33,10,8.67,0,0,0,0,0,0,1.33,28.62,16,630.6,30,1,1,12.43,30,10,2,17.29,14,7.93,14,66.67,53.33,46.67,60,66.67,66.67,100,Height Class 1 (0.0 - 0.5 m),89,13,4,12,8,60,16.67,50,33.33,,,,,,,,0,0,0,0,0,0,6,6,,{0758FEE5-A553-41D1-A06C-7A6839B6D278}
-145.442278833,65.807756167,203,AK-EIFO-RW-22244_2022-07-08,AK-EIFO-RW-22244,AK-EIFO-RW-22244,AK Full Sample Visit,Random,Spoke,PSSF,Slope,Fen or Bog,Lowland Wet Willow Low and Tall Shrub,AK,AK,AK,Alaska,2022/07/08 12:00:00+00,65.80775617,-145.44227883,278,March 2022 Draft,39,,100,0,0,53.85,79.49,25.64,23.08,43.59,7.69,0,100,2,"MEPA; MOUN2",96.67,36,96.67,0,0,57.33,81.33,14,46.67,62.67,19.33,0,92,0,0,38.67,36,0,2,0,0,8,0.67,4.67,0,1.33,0,0,1.33,0,1.33,59.2,30,217.07,30,6.25,4,20.8,30,20.94,16,29,5,16,9,80,86.67,73.33,26.67,20,6.67,100,Height Class 1 (0.0 - 0.5 m),105,56,8,15,9,86.67,25,46.88,28.12,,,,,,,,2,,,,,,,,,{AC24E7C1-E90F-4825-90DA-274AA4C5F97B}
-145.7084835,65.365783433,204,AK-EIFO-RW-22118_2022-07-09,AK-EIFO-RW-22118,AK-EIFO-RW-22118,AK Full Sample Visit,Random,Spoke,PSSB,Slope,Black Spruce Wet Forest,Upland Moist Black Spruce Forest,AK,AK,AK,Alaska,2022/07/09 12:00:00+00,65.36578343,-145.7084835,731,March 2022 Draft,21,,100,0,0,40,100,23.81,14.29,57.14,4.76,0,100,2,"PEDIC; STLO2",98.67,66.67,99.33,0,0,23.33,71.33,3.33,37.33,48,10,0,71.33,0,0,19.33,57.33,0,56.67,0,0,0,1.33,11.33,0,18,0,0,0,0,0,33.63,30,59.1,30,,0,13.8,30,12.78,9,17.75,8,12.08,13,100,73.33,46.67,26.67,0,0,100,Height Class 1 (0.0 - 0.5 m),129,82,10,13,3,100,38.46,50,11.54,,,,,,,,0,,,,,,,,,{F93C82B2-89CD-4369-BC55-67D883BBAF4C}
-145.388920485,65.647207273,205,AK-EIFO-RW-22122_2022-07-09,AK-EIFO-RW-22122,AK-EIFO-RW-22122,AK Full Sample Visit,Random,Spoke,PSSB,Slope,Riparian Shrubland,Lowland Post-fire Scrub,AK,AK,AK,Alaska,2022/07/09 12:00:00+00,65.64720727,-145.38892048,491,March 2022 Draft,20,,100,0,0,35,85,25,15,50,10,0,100,0,,94,50,95.33,0,0,44.67,88,4.67,53.33,52.67,11.33,0,88,0,0,42.67,47.33,0,6,0,0,0,3.33,4,0,2,0,0,0,0,2.67,47.33,30,117.21,29,,0,14.17,30,17.33,9,13.93,14,10.57,7,93.75,81.25,62.5,12.5,18.75,0,93.75,Height Class 1 (0.0 - 0.5 m),118,67,20,17,4,93.75,48.78,41.46,9.76,,,,,,,,0,,,,,,,,,{C30FDC15-9EC5-47B4-949C-4E77B832A332}
-144.2804486,65.274535117,206,AK-EIFO-RW-22136_2022-07-10,AK-EIFO-RW-22136,AK-EIFO-RW-22136,AK Full Sample Visit,Random,Spoke,,,,Upland Moist Birch-Ericaceous Low Shrub,AK,AK,AK,Alaska,2022/07/10 12:00:00+00,65.27453512,-144.2804486,957,March 2022 Draft,37,,100,0,0,22.22,61.11,32.43,18.92,45.95,2.7,0,100,3,"ANMU; PEDIC; STLO2",95.33,56.67,96,0,0,15.33,76,3.33,13.33,73.33,0,0,78.67,0,0,32,54.67,0,30.67,4.67,0,0,1.33,6.67,0,12,0,0,0,0,3.33,30.52,27,38.73,30,,0,9.3,30,11.5,4,9.4,5,8.86,21,100,46.67,13.33,0,0,0,100,Height Class 1 (0.0 - 0.5 m),90,86,0,1,0,100,0,100,0,,,,,,,,0,0.95,0,1.53,0,2.48,6,6,,{F9A4B1BB-DF57-478C-A25B-587D494B1A44}
-145.78816325,65.7891358960001,207,AK-EIFO-RW-22130_2022-07-11,AK-EIFO-RW-22130,AK-EIFO-RW-22130,AK Full Sample Visit,Random,Spoke,,,,Upland Post-fire Scrub,AK,AK,AK,Alaska,2022/07/11 12:00:00+00,65.7891359,-145.78816325,578,March 2022 Draft,25,,100,0,0,32,64,40,12,44,4,0,100,1,MEPA,76,20,77.33,0,0,24,68,18.67,42,21.33,12.67,0,73.33,0,0.67,55.33,21.33,0,0.67,0,0,0,14,3.33,0,0,0,0,0,0,10,64.8,30,177.3,23,,0,13.83,30,9.88,8,17.23,13,12.44,9,100,33.33,60,53.33,26.67,0,100,Height Class 1 (0.0 - 0.5 m),76,34,2,15,4,86.67,9.52,71.43,19.05,,,,,,,,1,,,,,,,,,{D9E0E147-2FCC-4D0A-B789-9E2E596A4750}
-150.3351603,66.0052792170001,208,AK-CYFO-RW-22468_2022-07-13,AK-CYFO-RW-22468,AK-CYFO-RW-22468,AK Full Sample Visit,Random,Spoke,PSSB,Slope,Riparian Shrubland,Upland Moist Dwarf Birch-Tussock Shrub,AK,AK,AK,Alaska,2022/07/13 12:00:00+00,66.00527922,-150.3351603,141,March 2022 Draft,44,,100,0,0,34.09,77.27,31.82,13.64,45.45,9.09,0,100,2,"PAPA8; STLO2",98.67,57.33,99.33,0,0,60,94.67,4,54.67,60.67,26.67,0,96.67,0,0,50,36,0,12,0,0,0,1.33,2,0,0.67,0,0,0,0,0,43.62,29,179.47,30,,0,14.17,30,12.5,2,23.67,6,11.73,22,88.89,72.22,77.78,50,11.11,0,94.44,Height Class 1 (0.0 - 0.5 m),159,60,24,38,3,88.89,36.92,58.46,4.62,,,,,,,,1,,,,,,,,,{99295E3C-DB60-4180-ADE0-7D0A57C0DDBD}
-150.489014967,66.5210574170001,209,AK-CYFO-RW-22473_2022-07-14,AK-CYFO-RW-22473,AK-CYFO-RW-22473,AK Full Sample Visit,Random,Spoke,PSSB,Slope,Riparian Shrubland,Alpine Moist Dwarf Birch-Ericaceous Low Scrub,AK,AK,AK,Alaska,2022/07/14 12:00:00+00,66.52105742,-150.48901497,770,March 2022 Draft,25,,100,0,0,40,64,20,24,56,0,0,100,0,,98,94.67,98.67,0,0,18.67,61.33,0.67,30.67,38,0,0,62,0,0,12.67,44.67,0,59.33,0,0,0,2,13.33,0,26.67,0,0,0,0,0,21.43,30,13.13,30,,0,7,29,7.71,7,4,1,6.9,21,100,0,0,0,0,0,100,Height Class 1 (0.0 - 0.5 m),79,79,0,0,0,100,,,,,,,,,,,2,,,,,,,,,{4F92F40D-B397-4523-A005-046163CFD16A}
-150.996139458,65.8650783750001,210,AK-CYFO-RW-22479_2022-07-15,AK-CYFO-RW-22479,AK-CYFO-RW-22479,AK Full Sample Visit,Random,Spoke,,,,"Upland Moist Ericaceous Low Shrub, post-disturbance",AK,AK,AK,Alaska,2022/07/15 12:00:00+00,65.86507838,-150.99613946,627,March 2022 Draft,23,,100,0,0,30.43,69.57,34.78,8.7,47.83,8.7,0,100,0,,95.33,31.33,95.33,0,0,28,93.33,17.33,65.33,68.67,1.33,0,93.33,0,0,70.67,23.33,0,0,0,0,0,2.67,2.67,0,0,0,0,0,0,2,44.53,30,41.23,30,,0,9.97,30,,0,8,1,10.03,29,100,46.67,20,0,0,0,100,Height Class 1 (0.0 - 0.5 m),74,62,1,5,3,100,11.11,55.56,33.33,,,,,,,,0,0.57,0,0,0,0.57,6,6,,{E252C3FD-188C-432E-9B5B-0207579915FB}
-150.708519867,65.7754092170001,211,AK-CYFO-RW-22495_2022-07-16,AK-CYFO-RW-22495,AK-CYFO-RW-22495,AK Full Sample Visit,Random,Spoke,,,,Alpine Moist Dwarf Birch-Ericaceous Low Scrub,AK,AK,AK,Alaska,2022/07/16 12:00:00+00,65.77540922,-150.70851987,853,March 2022 Draft,45,,100,0,0,22.22,62.22,42.22,20,33.33,4.44,0,100,3,"ANMU; SIPR; STLO2",100,97.33,100,0,0,16.67,66.67,4,45.33,44,0,0,73.33,0,0.67,10,41.33,0,72,0,0,0,0,2.67,0,27.33,0,0,0,0,0,33.75,28,24.47,30,,0,10.38,29,11.29,7,,0,10.09,22,83.33,11.11,0,0,0,0,83.33,Height Class 1 (0.0 - 0.5 m),94,91,1,0,0,83.33,100,0,0,,,,,,,,0,0,0,0,0,0,6,6,,{631C9148-2766-4A88-BE40-8846D6EDFDC8}
-145.748252833,65.2114925000001,212,AK-EIFO-RW-22082_2022-07-03,AK-EIFO-RW-22082,Creekbed LZ plot,AK Full Sample Visit,Random,Spoke,PSSB,Slope,Black Spruce Wet Forest,Upland Moist Black Spruce Forest,AK,AK,AK,Alaska,2022/07/03 12:00:00+00,65.2114925,-145.74825283,700,March 2022 Draft,21,,100,0,0,28.57,76.19,28.57,9.52,57.14,4.76,0,100,0,,97.33,43.33,98,0,0,41.33,86.67,9.33,27.33,70.67,18,0,86.67,0,0,45.33,62,0,11.33,0,0,0,2,8.67,0,2.67,0,0,0,0,0.67,30.57,30,102.47,30,,0,9.53,30,13.4,5,19,1,8.33,24,100,86.67,53.33,40,6.67,0,100,Height Class 1 (0.0 - 0.5 m),171,84,31,12,1,100,70.45,27.27,2.27,,,,,,,,0,0,0,0,0,0,,,,{00E569A5-1A82-418C-A1F1-7D917A33D61C}
-146.265953283,65.5056788000001,213,AK-EIFO-RW-22098_2022-07-05,AK-EIFO-RW-22098,"American Creek watershed, Steese North NCA",AK Full Sample Visit,Random,Spoke,PFOB,Slope,Black Spruce Wet Forest,Upland Moist Black Spruce Forest,AK,AK,AK,Alaska,2022/07/05 12:00:00+00,65.5056788,-146.26595328,885,March 2022 Draft,20,,100,0,0,40,90,30,15,50,5,0,100,0,,90.67,58.67,92.67,0,0,50,71.33,19.33,10.67,45.33,22.67,0,71.33,0,0,34,69.33,0,8.67,0,0,0,4,16.67,0,3.33,0,0,0,0.67,4.67,21.37,30,85.4,30,,0,11.93,30,10.75,20,,0,14.3,10,100,73.33,66.67,33.33,0,0,100,Height Class 1 (0.0 - 0.5 m),149,62,6,15,0,93.33,28.57,71.43,0,,,,,,,,1,0,0,0,0,0,,,,{F7ECAF68-BE4F-48FE-950A-C4FFC57B47A6}
-145.273683333,65.0988303330001,214,AK-EIFO-RW-22087_2022-07-02,AK-EIFO-RW-22087,inaugural plot,AK Full Sample Visit,Random,Spoke,,,,Alpine Moist Dwarf Birch-Ericaceous Low Scrub,AK,AK,AK,Alaska,2022/07/02 12:00:00+00,65.09883033,-145.27368333,1061,March 2022 Draft,37,,100,0,0,8.11,45.95,35.14,18.92,43.24,2.7,0,100,1,ANAL4,92.67,49.33,92.67,0,0,2.67,39.33,6.67,26.67,52.67,0,0,70.67,0,0,14.67,61.33,0,35.33,20.67,0,0,0,14,0,12.67,7.33,0,0,0,0,30.61,28,17.04,27,,0,5.64,25,10.75,4,5.4,10,4,11,98.04,1.96,0,0,0,0,98.04,Height Class 1 (0.0 - 0.5 m),209,191,2,5,3,96.08,20,50,30,,,,,,,,0,2.91,2.69,0,3.4,9,,,,{B7BC8516-D165-4B8A-9AAA-7D0D5DF37641}
-144.318376333,65.3450520000001,215,AK-EIFO-RW-22076_2022-07-06,AK-EIFO-RW-22076,22706 NW of Birch Creek,AK Full Sample Visit,Random,Spoke,,,,Upland Moist Black Spruce Forest,AK,AK,AK,Alaska,2022/07/06 12:00:00+00,65.345052,-144.31837633,341,March 2022 Draft,19,,100,0,0,31.58,73.68,31.58,15.79,47.37,5.26,0,100,1,STLO2,96,50.67,99.33,0,0,55.33,83.33,6,22.67,53.33,39.33,0,84,0,0,36.67,66,0,30,0,0,0,4,7.33,0,6,0,0,0,0,0,34.28,29,186.1,30,,0,10.03,29,7.8,15,18.17,6,8.12,8,100,46.67,53.33,60,13.33,6.67,100,Height Class 1 (0.0 - 0.5 m),124,46,26,12,2,100,65,30,5,,,,,,,,0,0,0,0,0,0,6,6,,{B50BA9F5-9D41-4BAF-823C-E3BFD389C01F}
-144.75788475,65.194274933,216,AK-EIFO-RW-22120_2022-07-07,AK-EIFO-RW-22120,22120 near Big Windy Creek,AK Full Sample Visit,Random,Spoke,,,,Alpine Moist Dwarf Birch-Ericaceous Low Scrub,AK,AK,AK,Alaska,2022/07/07 12:00:00+00,65.19427493,-144.75788475,1090,March 2022 Draft,45,,100,0,0,13.33,48.89,40,13.33,42.22,4.44,0,100,2,"ANAL4; STLO2",96.67,26.67,96.67,0,0,15.33,78,6,16,80,2.67,0,86.67,0,0,50,40.67,0,34.67,4,0,0,1.33,3.33,0,8,0,0,0,0,2,33.74,27,36.93,29,,0,6.9,30,5.29,7,8,2,7.33,21,100,6.67,13.33,6.67,0,0,100,Height Class 1 (0.0 - 0.5 m),73,69,1,0,0,100,100,0,0,,,,,,,,0,0,0,0,0,0,6,6,6,{9D5DCFAB-4E4E-4987-9051-B7CD2D66C1EF}
-145.189946883,65.5759609,217,AK-EIFO-RW-22102_2022-07-08,AK-EIFO-RW-22102,22102 Deception Pup,AK Full Sample Visit,Random,Spoke,PSSB,Slope,Other,"Upland Moist Ericaceous Low Shrub, post-disturbance",AK,AK,AK,Alaska,2022/07/08 12:00:00+00,65.5759609,-145.18994688,763,March 2022 Draft,25,,100,0,0,36,84,20,12,60,8,0,100,0,,92.67,22,94.67,0,0,50.67,86,1.33,66,54.67,0,0,86.67,0,0,64,28.67,0,0.67,0,0,0,7.33,7.33,0,0,0,0,0,0,0,44.43,30,48.8,30,,0,13.73,30,15.73,15,,0,11.73,15,88.89,33.33,0,0,0,0,88.89,Height Class 1 (0.0 - 0.5 m),76,59,6,5,0,88.89,54.55,45.45,0,,,,,,,,0,0,0,0,0,0,6,6,,{C8C134D5-FDAC-4456-AC2C-22D5F76A046F}
-145.551343217,65.169360683,218,AK-EIFO-RW-22135_2022-07-09,AK-EIFO-RW-22135,"22135, unnamed tributary of Birch Creek",AK Full Sample Visit,Random,Spoke,,,,"Upland Moist Birch-Willow Tall Shrub, post-disturbance",AK,AK,AK,Alaska,2022/07/09 12:00:00+00,65.16936068,-145.55134322,720,March 2022 Draft,23,,100,0,0,30.43,82.61,21.74,17.39,56.52,4.35,0,100,0,,86.67,5.33,88,0,0,32.67,77.33,12,4,78.67,4.67,0,84,0,0,72.67,8.67,0,6,0,0,0,9.33,1.33,0,1.33,0,0,0,0,4,24.88,26,87.6,30,,0,12.43,30,13.88,8,15.83,6,10.44,16,94.12,35.29,64.71,11.76,5.88,0,94.12,Height Class 1 (0.0 - 0.5 m),73,45,2,13,5,94.12,10,65,25,,,,,,,,0,1.29,0,0,0,1.29,6,6,,{5D6C9151-13B7-4139-A3E6-5189B2D5B9B7}
-144.954268121,65.321579682,219,AK-EIFO-RW-22103_2022-07-10,AK-EIFO-RW-22103,22103 south facing burn near Birch Creek,AK Full Sample Visit,Random,Spoke,,,,"Upland Moist Birch-Willow Tall Shrub, post-disturbance",AK,AK,AK,Alaska,2022/07/10 12:00:00+00,65.32157968,-144.95426812,510,March 2022 Draft,45,,100,0,0,35.56,77.78,26.67,26.67,42.22,4.44,0,100,3,"MOUN2; PAPA8; STLOL7",87.33,22.67,93.33,0,0,37.33,76,31.33,12.67,43.33,28,0,81.33,0,0,64,41.33,0,4,0,0,0,12,7.33,0,1.33,0,0,0,0,0.67,37.4,30,161.87,30,,0,13.8,30,13.4,10,17.31,13,7.86,7,87.5,62.5,75,62.5,12.5,0,87.5,Height Class 1 (0.0 - 0.5 m),116,45,12,11,3,81.25,46.15,42.31,11.54,,,,,,,,0,0,0,0,0,0,6,6,,{5F10EB90-995E-427D-9C72-02CF45E2510F}
-149.903853533,66.194095383,220,AK-CYFO-RW-22625_2022-07-13,AK-CYFO-RW-22625,"22625 upland burn, Dall River watershed",AK Full Sample Visit,Random,Spoke,,,,Upland Dry Aspen Forest,AK,AK,AK,Alaska,2022/07/13 12:00:00+00,66.19409538,-149.90385353,212,March 2022 Draft,16,,100,0,0,18.75,62.5,18.75,6.25,56.25,18.75,0,100,0,,78.67,46.67,80.67,0,0,3.33,5.33,0.67,0,10,21.33,0,31.33,0,0,45.33,52,0,16,1.33,0,0,15.33,38.67,0,8.67,0,0,0,0.67,5.33,15.2,5,148.92,24,,0,8.6,30,5.71,7,16.57,7,6.38,16,93.33,73.33,60,40,13.33,0,100,Height Class 1 (0.0 - 0.5 m),86,17,32,14,0,86.67,69.57,30.43,0,,,,,,,,0,0,0,0,0,0,6,6,,{32212DC9-A625-4E00-8AD0-C24237EDF6E3}
-150.685580533,66.154038917,221,AK-CYFO-RW-22481_2022-07-13,AK-CYFO-RW-22481,22481 very near Corky (?) 2022 fire scar,AK Full Sample Visit,Random,Spoke,PSSB,Slope,Fen or Bog,Upland Moist Birch-Ericaceous Low Shrub,AK,AK,AK,Alaska,2022/07/13 12:00:00+00,66.15403892,-150.68558053,617,March 2022 Draft,18,,100,0,0,44.44,83.33,27.78,5.56,55.56,11.11,0,100,0,,96.67,66.67,96.67,0,0,45.33,78,10,12,72.67,0,0,78,0,0,28,75.33,0,14,0,0,0,3.33,14,0,5.33,0,0,0,0,0,34.63,30,26.1,30,,0,9.17,30,9.71,14,12,1,8.47,15,100,13.33,6.67,0,0,0,100,Height Class 1 (0.0 - 0.5 m),101,95,2,2,1,100,40,40,20,,,,,,,,1,,,,,,,,,{C466DAF9-FC49-4C65-B944-B6862122F712}
-150.995454333,66.484096467,222,AK-CYFO-RW-22485_2022-07-14,AK-CYFO-RW-22485,22485 Kanuti River trib south of Fish Creek,AK Full Sample Visit,Random,Spoke,PSSB,Slope,Black Spruce Wet Forest,Upland Moist Black Spruce Forest,AK,AK,AK,Alaska,2022/07/14 12:00:00+00,66.48409647,-150.99545433,316,March 2022 Draft,18,,100,0,0,66.67,94.44,27.78,16.67,50,5.56,0,100,0,,95.33,34.67,96,0,0,66,76.67,14,14,62.67,17.33,0,76.67,0,0,52.67,52,0,15.33,0,0,0,4,14,0,5.33,0,0,0,0,0.67,38.37,30,50.23,30,,0,14.23,30,14.23,22,24,1,12.86,7,100,66.67,33.33,26.67,0,0,100,Height Class 1 (0.0 - 0.5 m),183,61,85,10,0,100,89.47,10.53,0,,,,,,,,0,,,,,,,,,{2D331484-C46C-43CB-8245-DA968C4ACF45}
-150.650137983,66.415489333,223,AK-CYFO-RW-22489_2022-07-14,AK-CYFO-RW-22489,22489 near Caribou Mountain,AK Full Sample Visit,Random,Spoke,,,,Upland Moist White Spruce Forest,AK,AK,AK,Alaska,2022/07/14 12:00:00+00,66.41548933,-150.65013798,563,March 2022 Draft,31,,100,0,0,19.35,74.19,35.48,22.58,35.48,6.45,0,100,1,MOUN2,96.67,46.67,97.33,0,0,2,84,4,30,80,6.67,0,90,0,0,62,40.67,0,12,0,0,0,3.33,3.33,0,4.67,0,0,0,0,0,39.15,27,152.27,30,,0,15.37,30,22,2,18.17,12,12.44,16,93.33,60,80,40,6.67,6.67,93.33,Height Class 1 (0.0 - 0.5 m),91,68,3,3,9,93.33,20,20,60,,,,,,,,0,0,0,0,0,0,6,6,,{F1E58439-8269-4946-AA82-BC9038701D14}
-151.057335,65.922561333,224,AK-CYFO-RW-22477_2022-07-15,AK-CYFO-RW-22477,22477 upper Ray River tributary,AK Full Sample Visit,Random,Spoke,PSSB,Riverine,Riparian Shrubland,Lowland Moist Willow Tall Scrub,AK,AK,AK,Alaska,2022/07/15 12:00:00+00,65.92256133,-151.057335,358,March 2022 Draft,28,,100,0,0,35.71,75,39.29,14.29,35.71,10.71,0,100,2,"STCR; MOUN2",89.33,11.33,89.33,0,0,18,77.33,26.67,50,41.33,14.67,0,83.33,0,0,74,21.33,0,0.67,0,0,12.67,8.67,6.67,0,0,0,0,1.33,0,0.67,79.47,30,147.9,30,10,2,15.04,28,15.25,8,23,7,10.62,13,66.67,40,66.67,46.67,0,0,100,Height Class 1 (0.0 - 0.5 m),85,14,39,8,8,73.33,70.91,14.55,14.55,,,,,,,,3,,,,,,,,,{C5672EE0-93A1-4E2B-A357-7BACCCD9CD96}
-145.788142167,65.7041805000001,225,AK-EIFO-RW-22090_2022-07-04,AK-EIFO-RW-22090,AK-EIFO-RW-2290,AK Full Sample Visit,Random,Spoke,PSSB,Slope,Riparian Shrubland,Upland Moist Spruce Forest,AK,AK,AK,Alaska,2022/07/04 12:00:00+00,65.7041805,-145.78814217,409,March 2022 Draft,33,,100,0,0,30.3,78.79,30.3,12.12,48.48,9.09,0,100,1,STLO2,92,34,95.33,0,0,52,83.33,4,57.33,48,8,0,85.33,0,0,42,22.67,0,20.67,0,0,0,6.67,5.33,0,3.33,0,0,0,0,1.33,50.47,30,50.4,30,,0,12.77,30,11.83,12,25,2,11.94,16,81.25,62.5,37.5,18.75,0,0,81.25,Height Class 1 (0.0 - 0.5 m),162,64,82,6,0,81.25,93.18,6.82,0,,,,,,,,1,0,0,0,0,0,,,,{7496667C-16F9-4567-B879-1140CE61050E}
