Paketti,Tilanne,Tiedosto,Kääntäjä,Ryhmä
xfce4-appfinder,100% (70t;0f;0u),po/ru.po,asvl,Russian (http://www dot transifex dot com/projects/p/xfce/language/ru/)
caja,100% (1484t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
gnome-desktop,100% (61t;0f;0u),po/ru.po,Yuri Myasoedov,debian-l10n-russian at lists dot debian dot org
maint-guide,100% (1180t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
mate-settings-daemon,100% (242t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
xfce4-notifyd,100% (29t;0f;0u),po/ru.po,Sergey Alyoshin,xfce-i18n at xfce dot org
dctrl-tools,100% (100t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
deluge,100% (877t;0f;0u),deluge/i18n/ru.po,Maxim S.,ru at li dot org
console-common,100% (13t;0f;0u),po/ru.po,Nikolai Prokoschenko,debian-russian at lists dot debian dot org
muffin,100% (272t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
wdiff,100% (119t;0f;0u),po/ru.po,Yuri Kozlov,gnu at mx dot ru
wdiff,100% (31t;0f;0u),lib/po/ru.po,Yuri Kozlov,gnu at mx dot ru
digikam,100% (18t;0f;0u),po/ru/kipiplugin_imageviewer.po,Yuri Efremov,kde-russian at lists dot kde dot ru
digikam,100% (31t;0f;0u),po/ru/kipiplugin_kioexportimport.po,Yuri Efremov,kde-russian at lists dot kde dot ru
digikam,100% (94t;0f;0u),po/ru/kipiplugin_facebook.po,Alexander Potashev,kde-russian at lists dot kde dot ru
digikam,100% (65t;0f;0u),po/ru/kipiplugin_sendimages.po,Yuri Efremov,kde-russian at lists dot kde dot ru
digikam,100% (43t;0f;0u),po/ru/kipiplugin_dngconverter.po,Alexander Potashev,kde-russian at lists dot kde dot ru
digikam,100% (72t;0f;0u),po/ru/kipiplugin_removeredeyes.po,Yuri Efremov,kde-russian at lists dot kde dot ru
digikam,100% (15t;0f;0u),po/ru/libkipi.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
digikam,100% (50t;0f;0u),po/ru/kipiplugin_piwigoexport.po,Alexander Potashev,kde-russian at lists dot kde dot ru
digikam,100% (131t;0f;0u),po/ru/kipiplugin_advancedslideshow.po,Yuri Efremov,kde-russian at lists dot kde dot ru
digikam,100% (49t;0f;0u),po/ru/kipiplugin_galleryexport.po,Alexander Potashev,kde-russian at lists dot kde dot ru
digikam,100% (112t;0f;0u),po/ru/kipiplugin_printimages.po,Yuri Efremov,kde-russian at lists dot kde dot ru
digikam,100% (49t;0f;0u),po/ru/kipiplugin_rawconverter.po,Yuri Efremov,kde-russian at lists dot kde dot ru
digikam,100% (21t;0f;0u),po/ru/kipiplugin_acquireimages.po,Yuri Efremov,kde-russian at lists dot kde dot ru
digikam,100% (42t;0f;0u),po/ru/kipiplugin_ipodexport.po,Yuri Efremov,kde-russian at lists dot kde dot ru
digikam,100% (44t;0f;0u),po/ru/kipiplugin_jpeglossless.po,Yuri Efremov,kde-russian at lists dot kde dot ru
digikam,100% (52t;0f;0u),po/ru/kipiplugin_shwup.po,Alexander Potashev,kde-russian at lists dot kde dot ru
digikam,100% (129t;0f;0u),po/ru/kipiplugin_picasawebexport.po,Alexander Potashev,kde-russian at lists dot kde dot ru
digikam,100% (51t;0f;0u),po/ru/kipiplugin_calendar.po,Yuri Efremov,kde-russian at lists dot kde dot ru
digikam,100% (83t;0f;0u),po/ru/kipiplugin_htmlexport.po,Yuri Efremov,kde-russian at lists dot kde dot ru
mate-media,100% (229t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
khelpcenter,100% (29t;0f;0u),po/ru/kcmhtmlsearch.po,Alexander Potashev,kde-russian at lists dot kde dot ru
khelpcenter,100% (11t;0f;0u),po/ru/htmlsearch.po,Andrey Cherepanov,kde-russian at lists dot kde dot ru
khelpcenter,100% (132t;0f;0u),po/ru/khelpcenter.po,Alexander Potashev,kde-russian at lists dot kde dot ru
mate-utils,100% (688t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
sysstat,100% (75t;0f;0u),nls/ru.po,Yuri Kozlov,gnu at mx dot ru
liferea,100% (497t;0f;0u),po/ru.po,Leonid Selivanov,
apper,100% (10t;0f;0u),po/ru/plasma_applet_org.packagekit.updater.po,Yuri Efremov,kde-russian at lists dot kde dot ru
xarchiver,100% (277t;0f;0u),po/ru.po,Nikita Belobrov,ru at li dot org
xfce4-terminal,100% (282t;0f;0u),po/ru.po,Sergey Alyoshin,xfce-i18n at xfce dot org
polkit-kde-agent-1,100% (30t;0f;0u),po/ru/polkit-kde-authentication-agent-1.po,Alexander Potashev,kde-russian at lists dot kde dot ru
systemsettings,100% (43t;0f;0u),po/ru/systemsettings.po,Alexander Potashev,kde-russian at lists dot kde dot ru
xfce4-screenshooter,100% (81t;0f;0u),po/ru.po,Kyrill Detinov,Russian (http://www dot transifex dot com/projects/p/xfce-apps/language/ru/)
libxfcegui4,100% (44t;0f;0u),po/ru.po,Denis Koryavov,Russian
xfburn,100% (303t;0f;0u),po/ru.po,asvl,Russian (http://www dot transifex dot com/projects/p/xfce/language/ru/)
thunar-archive-plugin,100% (13t;0f;0u),po/ru.po,Nikita Belobrov,ru at li dot org
mousepad,100% (306t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/xfce-apps/language/ru/)
xfce4-datetime-plugin,100% (19t;0f;0u),po/ru.po,Dima Smirnov,xfce-i18n-ru at xfce dot org
thunar-media-tags-plugin,100% (58t;0f;0u),po/ru.po,Andrey Fedoseev,xfce-i18n at xfce dot org
xfce4-weather-plugin,100% (330t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/xfce-panel-plugins/language/ru/)
kmenuedit,100% (61t;0f;0u),po/ru/kmenuedit.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kinfocenter,100% (25t;0f;0u),po/ru/kinfocenter.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kinfocenter,100% (17t;0f;0u),po/ru/kcmview1394.po,Styopa Semenukha,kde-russian at lists dot kde dot ru
kinfocenter,100% (26t;0f;0u),po/ru/kcmnic.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kinfocenter,100% (17t;0f;0u),po/ru/kcm-about-distro.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kinfocenter,100% (92t;0f;0u),po/ru/kcmdevinfo.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kinfocenter,100% (78t;0f;0u),po/ru/kcmopengl.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kinfocenter,100% (52t;0f;0u),po/ru/kcm_energyinfo.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kinfocenter,100% (116t;0f;0u),po/ru/kcminfo.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kinfocenter,100% (35t;0f;0u),po/ru/kcm_memory.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kinfocenter,100% (78t;0f;0u),po/ru/kcmusb.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kinfocenter,100% (66t;0f;0u),po/ru/kcmsamba.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kinfocenter,100% (395t;0f;0u),po/ru/kcm_pci.po,Yuri Efremov,kde-russian at lists dot kde dot ru
appstream,100% (56t;0f;0u),po/ru.po,Serge Vylekzhanin,
xfce4-taskmanager,100% (74t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/xfce-apps/language/ru/)
ristretto,100% (188t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/xfce-apps/language/ru/)
xfce4-mailwatch-plugin,100% (111t;0f;0u),po/ru.po,asvl,Russian (http://www dot transifex dot com/projects/p/xfce/language/ru/)
xfce4-sensors-plugin,100% (74t;0f;0u),po/ru.po,asvl,
xfce4-xkb-plugin,100% (17t;0f;0u),po/ru.po,Sergey Alyoshin,xfce-i18n-ru at xfce dot org
fpc,100% (4t;0f;0u),fpcsrc/packages/fcl-base/examples/intl/restest.ru.po,Maxim Ganetsky,
fpc,100% (4t;0f;0u),install/debian/po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
xfce4-systemload-plugin,100% (24t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/xfce-panel-plugins/language/ru/)
xfce4-cpugraph-plugin,100% (36t;0f;0u),po/ru.po,Urmas,kovtunos at yandex dot ru
xfce4-mount-plugin,100% (54t;0f;0u),po/ru.po,Sergey Alyoshin,xfce-i18n at xfce dot org
xfce4-netload-plugin,100% (35t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/xfce-panel-plugins/language/ru/)
xfce4-cpufreq-plugin,100% (39t;0f;0u),po/ru.po,asvl,Russian (http://www dot transifex dot com/projects/p/xfce/language/ru/)
xfce4-places-plugin,100% (45t;0f;0u),po/ru.po,Velisarus,Russian (http://www dot transifex dot com/projects/p/xfce/language/ru/)
xfce4-diskperf-plugin,100% (38t;0f;0u),po/ru.po,Dima Smirnov,translation-team-lv at lists dot sourceforge dot net
xfce4-fsguard-plugin,100% (19t;0f;0u),po/ru.po,Urmas,-
gnome-system-tools,100% (53t;0f;0u),doc/time/ru/ru.po,Pavel Shylenok,gnome-cyr at gnome dot org
gnome-system-tools,100% (60t;0f;0u),doc/users/ru/ru.po,Pavel Shylenok,gnome-cyr at gnome dot org
gnome-system-tools,100% (476t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
xfce4-genmon-plugin,100% (19t;0f;0u),po/ru.po,Andriy Kovtun,xfce4-dev at xfce dot org
xfce4-dict,100% (111t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/xfce-apps/language/ru/)
xfce4-verve-plugin,100% (10t;0f;0u),po/ru.po,Nikita Belobrov,ru at li dot org
xfce4-wavelan-plugin,100% (12t;0f;0u),po/ru.po,Sergey Alyoshin,Russian (http://www dot transifex dot com/projects/p/xfce-panel-plugins/language/ru/)
xfce4-smartbookmark-plugin,100% (9t;0f;0u),po/ru.po,Andriy Kovtun,xfce-i18n at xfce dot org
avogadro,100% (249t;0f;0u),i18n/avogadro-ru.po,Konstantin Tokarev,ru at li dot org
cinnamon-desktop,100% (31t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
mate-menus,100% (37t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
qapt,100% (3t;0f;0u),po/ru/plasma-runner-installer.po,Yuri Efremov,kde-russian at lists dot kde dot ru
qapt,100% (58t;0f;0u),po/ru/qaptbatch.po,Yuri Efremov,kde-russian at lists dot kde dot ru
qapt,100% (53t;0f;0u),po/ru/qapt-gst-helper.po,Alexander Potashev,kde-russian at lists dot kde dot ru
geda-gaf,100% (187t;0f;0u),libgeda/po/ru.po,Vladimir Zhbanov,geda-dev at seul dot org
geda-gaf,100% (2t;0f;0u),gattrib/po/ru.po,Vladimir Zhbanov,geda-dev at seul dot org
geda-gaf,100% (583t;0f;0u),gschem/po/ru.po,Vladimir Zhbanov,geda-dev at seul dot org
lxpanel,100% (424t;0f;0u),po/ru.po,Andriy Grytsenko,hsh at runtu dot org
amarok,100% (21t;0f;0u),po/ru/amarokpkg.po,Alexander Potashev,kde-russian at lists dot kde dot ru
goobox,100% (164t;0f;0u),po/ru.po,Valek Filippov,gnome-cyr at gnome dot org
cinnamon-control-center,100% (756t;0f;0u),panels/datetime/po-timezones/ru.po,Yulia,Russian
mate-polkit,100% (48t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
mate-terminal,100% (337t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
kdeclarative,100% (14t;0f;0u),po/ru/kdeclarative5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
libmateweather,100% (4374t;0f;0u),po-locations/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
libmateweather,100% (181t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
libmatekbd,100% (62t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
engrampa,100% (307t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
mate-power-manager,100% (443t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
deborphan,100% (68t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
pluma,100% (1109t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
eom,100% (318t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
mate-screensaver,100% (132t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
mate-applets,100% (542t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
mate-system-monitor,100% (244t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
audacious-plugins,100% (813t;0f;0u),po/ru.po,Radioactiveman,
wesnoth-1.12,100% (112t;0f;0u),po/wesnoth-anl/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (180t;0f;0u),po/wesnoth-aoi/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (679t;0f;0u),po/wesnoth-dm/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (463t;0f;0u),po/wesnoth-dw/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (101t;0f;0u),po/wesnoth-editor/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (548t;0f;0u),po/wesnoth-ei/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (1142t;0f;0u),po/wesnoth-httt/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (357t;0f;0u),po/wesnoth-l/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (721t;0f;0u),po/wesnoth-low/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (240t;0f;0u),po/wesnoth-manpages/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (568t;0f;0u),po/wesnoth-manual/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (237t;0f;0u),po/wesnoth-multiplayer/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (516t;0f;0u),po/wesnoth-sof/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (640t;0f;0u),po/wesnoth-sotbe/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (199t;0f;0u),po/wesnoth-tb/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (1t;0f;0u),po/wesnoth-test/ru.po,Fedor Khod'kov,bugs dot wesnoth dot org
wesnoth-1.12,100% (353t;0f;0u),po/wesnoth-thot/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (1005t;0f;0u),po/wesnoth-trow/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (521t;0f;0u),po/wesnoth-tsg/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (256t;0f;0u),po/wesnoth-tutorial/ru.po,Fedor Khod'kov,
wesnoth-1.12,100% (1913t;0f;0u),po/wesnoth-utbs/ru.po,Fedor Khod'kov,
gthumb,100% (1199t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
module-assistant,100% (100t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
kscreen,100% (9t;0f;0u),po/ru/plasma_applet_org.kde.plasma.kscreen.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kscreen,100% (1t;0f;0u),po/ru/kscreen.po,Yuri Efremov,kde-russian at lists dot kde dot ru
dasher,100% (244t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gftp,100% (634t;0f;0u),po/ru.po,Alexander Orlov,none
bluefish,100% (14t;0f;0u),src/plugin_zencoding/po/ru.po,Fr. Br. George,gnome-cyr at lists dot gnome dot org
bluefish,100% (17t;0f;0u),src/plugin_about/po/ru.po,Fr. Br. George,Russian
bluefish,100% (537t;0f;0u),src/plugin_htmlbar/po/ru.po,Fr. Br. George,Russian
bluefish,100% (27t;0f;0u),src/plugin_infbrowser/po/ru.po,Eugene Rupakov,ru at li dot org
bluefish,100% (2t;0f;0u),src/plugin_charmap/po/ru.po,,
bluefish,100% (60t;0f;0u),src/plugin_snippets/po/ru.po,Fr. Br. George,Russian
bluefish,100% (24t;0f;0u),src/plugin_entities/po/ru.po,Fr. Br. George,Russian
gconf-editor,100% (139t;0f;0u),docs/ru/ru.po,Nikita Belobrov,gnome-cyr at gnome dot org
gconf-editor,100% (98t;0f;0u),po/ru.po,Nickolay V. Shmyrev,gnome-cyr at gnome dot org
kconfig,100% (94t;0f;0u),po/ru/kconfig5_qt.po,Alexander Potashev,kde-russian at lists dot kde dot ru
libcryptui,100% (654t;0f;0u),po/ru.po,Yuri Myaseodov,gnome-cyr at gnome dot org
libqapt,100% (3t;0f;0u),po/ru/plasma_runner_installer.po,Yuri Efremov,kde-russian at lists dot kde dot ru
lxmenu-data,100% (37t;0f;0u),po/ru.po,Max,gnome-cyr at gnome dot org
gtkhtml3.14,100% (309t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
pcmanfm,100% (296t;0f;0u),po/ru.po,Andriy Grytsenko,
libksysguard,100% (149t;0f;0u),po/ru/ksgrd.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
libksysguard,100% (6t;0f;0u),po/ru/ksysguardlsofwidgets.po,Andrey Cherepanov,kde-russian at lists dot kde dot ru
libksysguard,100% (23t;0f;0u),po/ru/processcore.po,Alexander Potashev,kde-russian at lists dot kde dot ru
libksysguard,100% (201t;0f;0u),po/ru/processui.po,Alexander Potashev,kde-russian at lists dot kde dot ru
mate-icon-theme,100% (38t;0f;0u),po/ru.po,Nickolay V. Shmyrev,mate-cyr at gnome dot org
lxappearance,100% (80t;0f;0u),po/ru.po,Andriy Grytsenko,info at edumandriva dot ru
gnome-doc-utils,100% (101t;0f;0u),po/ru.po,Leonid Kanter,ru at li dot org
gpicview,100% (52t;0f;0u),po/ru.po,Alexander,ru at li dot org
debconf-kde0,100% (14t;0f;0u),po/ru/libdebconf-kde.po,Yuri Efremov,kde-russian at lists dot kde dot ru
caja-extensions,100% (113t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
audacious,100% (244t;0f;0u),po/ru.po,arinov,
lxterminal,100% (87t;0f;0u),po/ru.po,Alexander,gnu at mx dot ru
ekiga,100% (235t;0f;0u),help/ru/ru.po,Vasiliy Faronov,gnome-cyr at gnome dot org
ekiga,100% (748t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnome-search-tool,100% (158t;0f;0u),help/ru/ru.po,Yuri Kozlov,gnome-cyr at gnome dot org
gnome-search-tool,100% (186t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
lxrandr,100% (40t;0f;0u),po/ru.po,Andriy Grytsenko,Russian
mate-themes,100% (30t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
sonnet,100% (72t;0f;0u),po/ru/sonnet5_qt.po,Alexander Potashev,kde-russian at lists dot kde dot ru
devhelp,100% (107t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
kglobalaccel,100% (9t;0f;0u),po/ru/kglobalaccel5_qt.po,Alexander Potashev,kde-russian at lists dot kde dot ru
lxde-common,100% (5t;0f;0u),po/ru.po,Andriy Grytsenko,
asterisk,100% (52t;0f;0u),contrib/unistimLang/ru.po,Igor Goncharovsky,
gnome-codec-install,100% (30t;0f;0u),po/ru.po,Sergey Sedov,ru at li dot org
lxinput,100% (26t;0f;0u),po/ru.po,Andriy Grytsenko,
gimp-help,100% (30t;0f;0u),po/ru/filters.po,Vitaly Lomov,gnome-cyr at gnome dot org
gimp-help,100% (31t;0f;0u),po/ru/filters/animation.po,Vitaly Lomov,gnome-cyr at gnome dot org
gimp-help,100% (378t;0f;0u),po/ru/filters/artistic.po,Alexandre Prokoudine,gnome-cyr at gnome dot org
gimp-help,100% (107t;0f;0u),po/ru/filters/blur.po,Alexandre Prokoudine,gnome-cyr at gnome dot org
gimp-help,100% (86t;0f;0u),po/ru/filters/combine.po,Alexandre Prokoudine,gnome-cyr at gnome dot org
gimp-help,100% (438t;0f;0u),po/ru/filters/distort.po,Alexandre Prokoudine,gnome-cyr at gnome dot org
gimp-help,100% (142t;0f;0u),po/ru/filters/enhance.po,Alexandre Prokoudine,gnome-cyr at gnome dot org
gimp-help,100% (66t;0f;0u),po/ru/filters/generic.po,Alexandre Prokoudine,gnome-cyr at gnome dot org
gimp-help,100% (367t;0f;0u),po/ru/filters/light-and-shadow.po,Alexandre Prokoudine,gnome-cyr at gnome dot org
gimp-help,100% (78t;0f;0u),po/ru/filters/noise.po,Vitaly Lomov,gnome-cyr at gnome dot org
gimp-help,100% (121t;0f;0u),po/ru/filters/web.po,Alexandre Prokoudine,gnome-cyr at gnome dot org
gimp-help,100% (307t;0f;0u),po/ru/gimp.po,Александр Прокудин,gnome-cyr at lists dot gnome dot org
gimp-help,100% (281t;0f;0u),po/ru/glossary.po,Alexandre Prokoudine,gnome-cyr at gnome dot org
gimp-help,100% (69t;0f;0u),po/ru/introduction.po,Alexandre Prokoudine,gnome-cyr at gnome dot org
gimp-help,100% (81t;0f;0u),po/ru/preface.po,Alexandre Prokoudine,gnome-cyr at gnome dot org
gimp-help,100% (333t;0f;0u),po/ru/toolbox/color.po,Александр Прокудин,gnome-cyr at lists dot gnome dot org
gimp-help,100% (320t;0f;0u),po/ru/toolbox/transform.po,Александр Прокудин,gnome-cyr at lists dot gnome dot org
gimp-help,100% (122t;0f;0u),po/ru/tutorial.po,Vitaly Lomov,gnome-cyr at gnome dot org
gimp-help,100% (352t;0f;0u),po/ru/using/preferences.po,Alexandre Prokoudine,gnome-cyr at gnome dot org
kio,100% (1272t;0f;0u),po/ru/kio5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kservice,100% (28t;0f;0u),po/ru/kservice5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kdbusaddons,100% (6t;0f;0u),po/ru/kdbusaddons5_qt.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kiconthemes,100% (20t;0f;0u),po/ru/kiconthemes5.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
lxmusic,100% (89t;0f;0u),po/ru.po,Max,
kwallet-kf5,100% (24t;0f;0u),po/ru/kwallet-query.po,Alexander Potashev,kde-russian at lists dot kde dot ru
kwallet-kf5,100% (108t;0f;0u),po/ru/kwalletd5.po,Alexander Potashev,kde-russian at lists dot kde dot ru
anjuta,100% (2060t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
dos2unix,100% (61t;0f;0u),po/ru.po,root,Russian
lxtask,100% (50t;0f;0u),po/ru.po,Alexander,ru at li dot org
mate-session-manager,100% (104t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
mate-backgrounds,100% (21t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
lazarus,100% (371t;0f;0u),lcl/languages/lclstrconsts.ru.po,Maxim Ganetsky,
lazarus,100% (627t;0f;0u),components/turbopower_ipro/languages/ipconst.ru.po,Maxim Ganetsky,
lazarus,100% (2t;0f;0u),components/turbopower_ipro/languages/iputils.ru.po,Maxim Ganetsky,
lazarus,100% (7t;0f;0u),components/turbopower_ipro/languages/iphtmlpv.ru.po,Maxim Ganetsky,
lazarus,100% (630t;0f;0u),components/lazreport/source/languages/lr_const.ru.po,Maxim Ganetsky,
lazarus,100% (5t;0f;0u),components/lazreport/source/addons/ZeosDB/languages/lrdbzeosconst.ru.po,,
lazarus,100% (49t;0f;0u),components/lazreport/samples/editor/languages/calleditorwithpkg.ru.po,Maxim Ganetsky,
lazarus,100% (1t;0f;0u),components/compilers/c/languages/lazcstrconsts.ru.po,Maxim Ganetsky,
lazarus,100% (9t;0f;0u),components/memds/languages/frmselectdataset.ru.po,Maxim Ganetsky,
lazarus,100% (7t;0f;0u),components/fpcunit/ide/languages/strtestcaseopts.ru.po,Maxim Ganetsky,
lazarus,100% (7t;0f;0u),components/fpcunit/ide/languages/fpcunitlazideintf.ru.po,Maxim Ganetsky,
lazarus,100% (34t;0f;0u),components/fpcunit/languages/guitestrunner.ru.po,Maxim Ganetsky,
lazarus,100% (50t;0f;0u),components/education/languages/eduoptions.ru.po,Maxim Ganetsky,
lazarus,100% (1t;0f;0u),components/tdbf/languages/registerdbf.ru.po,Maxim Ganetsky,
lazarus,100% (153t;0f;0u),components/h2pas/languages/h2passtrconsts.ru.po,Maxim Ganetsky,
lazarus,100% (34t;0f;0u),components/lazdebuggergdbmi/languages/gdbmistringconstants.ru.po,Maxim Ganetsky,
lazarus,100% (1t;0f;0u),components/lazdebuggergdbmi/languages/gdbmiserverdebugger.ru.po,Maxim Ganetsky,
lazarus,100% (41t;0f;0u),components/chmhelp/lhelp/languages/lhelp.ru.po,Maxim Ganetsky,
lazarus,100% (5t;0f;0u),components/chmhelp/packages/idehelp/languages/lazchmhelp.ru.po,Maxim Ganetsky,
lazarus,100% (7t;0f;0u),components/printers/design/languages/ideprinting.ru.po,Maxim Ganetsky,
lazarus,100% (8t;0f;0u),components/activex/languages/activexstrconsts.ru.po,Maxim Ganetsky,
lazarus,100% (21t;0f;0u),components/todolist/languages/todoliststrconsts.ru.po,Maxim Ganetsky,
lazarus,100% (25t;0f;0u),components/messagecomposer/languages/messagecomposer.ru.po,Maxim Ganetsky,
lazarus,100% (18t;0f;0u),components/leakview/languages/heaptrcview.ru.po,Maxim Ganetsky,
lazarus,100% (3t;0f;0u),components/leakview/languages/leakinfo.ru.po,Maxim Ganetsky,
lazarus,100% (16t;0f;0u),components/sqldb/languages/sqlstringspropertyeditordlg.ru.po,Maxim Ganetsky,
lazarus,100% (7t;0f;0u),components/sqldb/languages/registersqldb.ru.po,Maxim Ganetsky,
lazarus,100% (89t;0f;0u),components/pochecker/languages/pocheckerconsts.ru.po,Maxim Ganetsky,
lazarus,100% (4t;0f;0u),components/synedit/languages/synmacrorecorder.ru.po,Maxim Ganetsky,
lazarus,100% (7t;0f;0u),components/synedit/languages/syndesignstringconstants.ru.po,Maxim Ganetsky,
lazarus,100% (192t;0f;0u),components/synedit/languages/syneditstrconst.ru.po,Maxim Ganetsky,
lazarus,100% (1t;0f;0u),components/synedit/languages/synhighlighterunixshellscript.ru.po,Maxim Ganetsky,
lazarus,100% (3t;0f;0u),components/IdeLazLogger/languages/idelogger.ru.po,Maxim Ganetsky,
lazarus,100% (366t;0f;0u),components/ideintf/languages/objinspstrconsts.ru.po,Maxim Ganetsky,
lazarus,100% (71t;0f;0u),components/anchordocking/languages/anchordockstr.ru.po,Maxim Ganetsky,
