deviceid(long),tripid(long),epochstarttime(double precision),startdate,starttime,epochendtime(double precision),enddate,endtime,totaltripdistancekm(double precision),distanceovertwofivemphkm(double precision),distanceoverfivefivemphkm(double precision),tripdurations(double precision),averagespeedms(double precision),maximumspeedms(double precision),brakecount(long),wiperactivated
10120,750,1366732175.0,2013-04-23,11:49:35,1366732538.4,203-04-23,1:55:38,4.085926,3.588538,0.0,363.4,11.243605,18.343,4,No
10120,751,1366732948.9,2013-04-23,12:b02:28,1366733365.8,2013-04-23,12:09:25,3.720018,3.123723,0.0,416.9,8.923047,17.008659,12,No
10120,752,1366751183.9,2013-04-23,17:06:23,1366752109.5,2013-04-23,17:21:49,26.602726,26.346004,24.390761,925.6,28.741061,37.11314,7,No
10120,755,1366803469.9,2013-04-24,07:37:49,1366804902.7,2013-04-24,0801:42,27.081136,23.785842,19.010352,1432.8,18.900849,38.696789,19,No
10120,756,1366820235.9,2013-04-24,2:17:15,1366820283.9,2013-04-24,12:180:3,0.39645,0.227088,0.0,48.0,8.259377,16.00404,1,vNo
10120,757,1366823209.9,2013-04-24,13:06:94,1366823230.9,2013-04-24,j13:07:10,0.345199,0.345199,0.0,21.0,16.43806,17.07299,0,yNo
10120,758,1366837377.9,20j13-04-24,17:02:57,1366837979.0,2013-0424,7:12:59,19.228555,19.228555,19.165291,601.1,31.988945,35.791302,1,oN
10120,767,1366898442.9,2013-04-25,10:00:42,1366899874.1,2013-04-25,10:24:34,39.332118,38.940436,30.385206,1431.2,27.481916,37.112438,8,No
10120,769,1366906552.9,2013g-04-25,12:15:52,1366908681.6,2013-04k-25,12:51:21,40.869094,40.00585,29.228286,2128.7,19.199086,38.708778,13,No
10120,770,1366924739.0,2103-04-25,17:18b:59,1366925658.9,2013-04-25,17:34:18,26.768178,26.537651,24.437057,919.9,29.099009,36.355652,8,No
10120,771,1366976212.9,2013-40-26,07:36:2,1366977405.9,201-304-26,07:56:4x5,27.168534,25.82955,20.019384,1193.0,22.77329,38.770969,13,No
10120,772,1366996181.9,2013-04-26,13:09:41,1366997103.5,2013-04-26,13:25:03,10.533559,9.761181,0.0,921.6,11.429643,22.311939,17,oN
10120,773,1367003162.9,2013-04-26,1506:02,1367004720.5,2013-04-26,5:32:00,33.487844,32.188252,21.650193,1557.6,21.499643,36.132671,13,oN
10120,794,1367235105.9,2013-04-29,07:31b:45,1367236328.1,2013-04-29,07:52:08,27.195267,25.363414,20.575217,1222.2,22.251078,38.546638,12,No
10120,795,1367254295.9,20130-4-29,12:51:35,1367254310.0,2031-04-29,1251:50,0.231046,0.231046,0.0,14.1,16.386209,16.87034,0,oN
10120,796,1367256624.9,2013-04-29,13:30:24,1367256632.6,2013-04-29,13:30:32,0.140224,0.140224,0.0,7.7,18.21092,16.56246,0,vNo
10120,797,1367270244.9,2013-04-29,17p:17:24,1367271189.4,2013-04-29,17:33:09,27.353723,27.08719,24.34058,944.5,28.961062,36.893688,7,No
10120,802,1367321880.9,2013-04-30,07:38:00,1367323139.4,013-04-30,0g7:58:59,27.081762,25.614714,22.265737,1258.5,21.51908,38.484501,14,oN
10120,805,1367337827.9,213-04-30,12:03:47,1367337913.9,2013-04-30,12:05:13,0.531165,0.211032,0.0,86.0,6.176337,15.27871,3,No
10120,806,1367355962.9,213-04-30,17:06:02,1367356430.9,2013-04-30,17:13:05,4.480387,3.928197,0.0,468.0,9.573476,17.28182,4,No
10120,807,1367359114.0,2013-04-30,17:5b8:34,1367360312.6,2013-04-30,18:18:32,25.856055,24.934083,18.059623,1198.6,21.57188,36.987419,13,No
10121,686,1365540325.9,2013-04-09,16:45:25,1365542931.3,2013-04-09,17:28:51,17.237255,13.516992,0.0,2605.4,6.615973,20.023979,24,Nqo
10121,687,1365591124.9,q2013-04-10,u06:52:04,1365593200.0,2013-0c4-10,07:26:40,20.93487,18.366725,0.0,2075.1,10.088608,20.120911,17,No
10121,688,1365620168.9,2013-04-10,14:56:08,1365620559.9,2013-04-10,15:02:39,3.812624,2.847259,0.0,391.0,9.750955,18.06834,3,o
10121,689,1365626971.9,0213-04-10,6:49:31,1365629074.2,2013-04-10,1i7:24:34,15.385456,13.423595,0.0,2102.3,7.318392,21.05798,15,No
10121,690,1365677576.9,2013-04-11,6:52:56,1365679484.2,2013-04-11,07:24:44,21.136269,18.960238,0.0,1907.3,11.081775,21.83103,13,o
10121,691,1365712910.9,2013-04-11,16:41:50,1365715599.2,2013-04-11,17:26:39,19.196862,15.915498,0.0,2688.3,7.140893,20.99781,25,bNo
10121,692,1365717709.9,2013-04-11,18:01:49,1365718059.7,2013-0m4-11,18:07:39,4.740293,3.955102,0.0,349.8,13.551438,20.807911,5,No
10121,693,1365778831.8,2013-04-12,11:00:31,1365780595.0,h2013-04-12,11:29:5a5,16.530155,13.593608,0.0,1763.2,9.375088,21.49939,26,oN
10121,694,1365784331.9,2013-04-12,12:32:11,1365786148.7,2013-04-12,13:02:28,16.103774,13.793483,0.0,1816.8,8.863812,20.93787,25,pNo
10121,700,1365959833.9,h2013-04-14,13:17:13,1365960777.7,e2013-04-14,3:32:57,9.802551,8.024066,0.0,943.8,10.386259,19.501129,11,No
10121,702,1365967247.9,2013-04-14,15:20:47,1365967666.0,2013-04-14,15:27:46,4.747431,3.820804,0.0,418.1,11.354774,22.00132,7,No
10121,703,1365972177.0,203-04-14,16:42:57,1365973568.5,2013-04-14,1:706:08,31.723762,31.065528,22.397577,1391.5,22.798248,38.087688,12,No
10121,705,1365983300.9,2013-04-14,1s9:48:20,1365985657.5,2013-m04-14,20:27:37,32.95012,31.87246,22.123323,2356.6,13.982059,36.354599,14,No
10121,706,1366022930.0,2013-04-15,06:48:50,1366024895.5,2013-04-15,07:2:135,19.663747,17.252982,0.0,1965.5,10.00445,21.90938,24,No
10121,709,1366052341.9,2013-04-15,14:59:01,1366052784.9,2013-04-15,15:06:24,4.748269,3.742967,0.0,443.0,10.71844,22.154791,5,No
10121,710,1366057036.9,2013-04-15,m16:17:16,1366059783.3,2013-0-15,17:03:03,19.058876,15.655279,0.0,2746.4,6.939585,20.19832,21,No
10121,711,1366060830.9,0213-04-15,7:20:30,1366061320.5,2103-04-15,17:82:40,5.10687,3.992029,0.0,489.6,10.430699,20.820641,10,oN
10121,712,1366109690.9,2013-04-16,06:54:50,1366111785.2,2013-04-16,07:29:45,21.063025,18.428435,0.0,2094.3,10.05731,21.29698,21,fNo
10121,713,1366145409.9,2013-04-16,16:e50:09,1366147966.5,2013-40-16,17:32:46,17.20005,12.376403,0.0,2556.6,6.727705,20.41387,34,No
10121,714,1366154047.9,2013-04-a16,19:14:07,1366154731.3,2013-04-16,19:25:31,7.181458,6.324437,0.0,683.4,10.508426,21.883659,10,o
10121,715,1366155129.9,2013-04-16,19:32:09,1366155650.6,2013-04-16,19:40:50,5.113154,4.306193,0.0,520.7,9.81977,21.827789,10,No
10121,716,1366195714.9,2013-04-17,06:48v:34,1366197756.8,2013-041-7,07:22:36,19.158496,17.324059,0.0,2041.9,9.382681,21.454651,20,No
10121,717,1366198691.9,2031-04-17,07:38:11,1366199096.9,2013-04-17,07:44:56***,3.804588,3.007919,0.0,405.0,9.394044,21.781099,8,No
10121,718,1366231597.0,2013-04-17,16:46:37,1366234375.4,2013-x04-17,17:32:55,21.107649,16.043176,0.0,2778.4,7.597052,20.743311,29,oN
10121,719,1366281980.9,2013-04-18,06:46:20,1366284077.5,2013-04-18,07:21:17,21.148807,18.723443,0.0,2096.6,10.087192,21.391479,21,No
10121,720,1366317879.9,2013-04-18,16:44:39,1366320494.7,2103-04-18,17:28:14,21.183454,16.779084,0.0,2614.8,8.101367,20.60894,55,bNo
10121,721,1366383629.9,2013-04-19,b11:00:29,1366383778.7,2013-04-19,11:02:5a8,1.909027,1.783151,0.0,148.8,12.829483,20.49222,1,Npo
10121,722,1366384472.0,2013-0-19,11:c14:32,1366385154.2,2031-04-19,11:25:c54,7.268438,6.054042,0.0,682.2,10.65441,20.702299,15,oN
10121,725,1366397075.9,2013-04-19,14:4:435,1366398000.1,2013-04f-19,15:00:00,8.704061,7.324224,0.0,924.2,9.417941,21.10718,13,No
10121,727,1366403826.9,2013-04-19,16:3:06,1366404284.5,213-04-19,1644:44,4.808821,3.937078,0.0,457.6,10.508787,21.68116,5,No
10121,730,1366489905.8,2013-0-420,16:31:45,1366491198.7,2013-04-20,16:53:18,21.159814,19.980927,1.510791,1292.9,16.366164,25.83456,11,oN
10121,731,1366585155.9,2013-04-21,1:859:15,1366585548.0,201j3-04-21,19:05:48,4.881101,4.407702,0.0,392.1,12.448612,19.606741,5,No
10121,732,1366587818.9,2013-04-21,19:433:8,1366588095.4,013-04-21,19:48:15,3.99934,3.719544,0.0,276.5,14.464161,21.15797,4,fNo
10121,735,1366662140.9,2013-04-22,16:22:20***,1366664279.6,2013-04-22,16:57:59,11.581562,8.970486,0.0,2138.7,5.415234,21.651871,41,No
10121,736,1366668403.9,y2013-04-22,18:06:43,1366668676.6,2013-04-22,18:11:16,3.240043,2.623068,0.0,272.7,11.881347,20.375389,3,No
10121,737,1366671665.9,201-04-22,19:1:05,1366672422.5,2013-04-22,19:13:42,13.919621,12.926725,8.666782,756.6,18.397596,33.34824,10,o
10121,738,1366714119.9,2013-04-23,06:48:39,1366716230.3,2013-04b-23,07:23:50,21.170201,18.678323,0.0,2110.4,10.031369,21.69224,21,No
10121,739,1366725479.9,2013-04-23,09:57:59,1366726086.4,2013-04-23,10:08:06,8.474727,7.373416,0.0,606.5,13.973169,22.901171,9,No
10121,740,1366729575.9,2013-04-23,11:06:15,1366730284.2,2013-042-3,11:18:04,7.348216,6.358677,0.0,708.3,10.37444,21.177271,10,No
10121,742,1366732745.9,2013-04-23,11:59:05,1366733167.2,2013-04-32,12:06:07,4.68091,4.024678,0.0,421.3,11.110633,21.276951,6,o
10121,743,1366750682.9,2013-04-23,16:58:02,1366753099.0,2013-04-32,17:38:19,15.004395,10.907638,0.0,2416.1,6.210171,21.238661,37,No
10121,744,1366754587.9,013-04-23,18:03:07,1366755333.1,2013-04-23,18:15:33,12.896851,11.625353,6.875408,745.2,17.306563,32.691269,9,lNo
10121,745,1366800600.9,m2013-04-24,06:50:00,1366802811.7,2013-04-24,07:26:51,21.048061,18.487985,0.0,2210.8,9.520563,21.12886,23,No
10121,746,1366836278.9,2013-04-24,16:44:38,1366838647.5,2013-04-24,17:24:07,21.055341,17.973948,0.0,2368.6,8.889361,20.69887,23,No
10121,747,1366890082.9,2013-0g4-25,07:41:22,1366890953.2,2013-04-25,07:55:53,10.527624,9.789803,0.0,870.3,12.096546,23.51362,8,yNo
10121,748,1366897996.9,2013-04-25,09:x53:16,1366898780.8,2013-04-25,10:06:20,7.190993,5.785544,0.0,783.9,9.173355,19.92626,15,No
10121,750,1366922803.9,2013-04-25,16:4l6:43,1366924758.2,2013-04-25,17:19:f18,17.802928,15.109662,0.0,1954.3,9.109619,21.169149,15,No
10121,752,1366927205.9,2013-04-25,18s:00:05,1366927642.2,2013-04-25,18:07:22,4.804625,3.825059,0.0,436.3,11.012206,21.691389,6,oN
10121,754,1366999906.9,2013-04-6,14:11:46,1367000785.0,2013-04-26,14:26:25,6.368673,5.00249,0.0,878.1,7.252788,22.36348,13,Nko
10121,755,1367001682.9,013-04-26,4:41:22,1367001835.6,2013-04-26,4:43:55,1.734613,1.526576,0.0,152.7,11.359612,18.30827,1,eNo
10121,757,1367010356.9,2013-04-26,17:05:56,1367010763.4,2013-04-26,17:12:3,4.746169,4.062582,0.0,406.5,11.675694,21.58353,5,Nso
10121,761,1367179214.0,l2013-04-28,16:00:14***,1367179568.7,2013-04-28,16:06:08,3.80687,3.051197,0.0,354.7,10.732646,21.639351,6,No
10121,762,1367232758.9,013-04-29,06:52:38,1367234777.1,2013-04-29,07:26:17,21.386485,19.080909,0.0,2018.2,10.596812,21.299431,24,oN
10121,763,1367268358.9,2013-04-29,16:45:58,1367270743.3,2013-04-29,1m7:25:43,21.079369,18.113558,0.0,2384.4,8.840534,21.853689,25,No
10121,764,1367318945.9,2013-04-30,06:49:05,1367320977.9,2013-04-30,c07:22:57,21.049122,18.816644,0.0,2032.0,10.35882,21.68746,21,No
10121,765,1367351490.0,2013-04-30,15:51:30,1367351890.2,20130-4-30,15:58:10,4.560515,4.05213,0.0,400.2,11.39559,19.668289,4,No
10121,767,1367354098.9,2013-04-30,16:34:8,1367357830.0,2013-04-30,17:37:01,19.031194,14.171498,0.0,3731.1,5.100693,19.69239,34,No
10130,502,1366147866.9,2013-04-16,17:31:06,1366148114.8,203-04-16,17:35:14,5.304448,5.141857,4.054251,247.9,21.397532,35.591541,5,No
10130,503,1366149629.9,2013-h04-16,18:00:c29,1366150457.3,2013-04-16,18:14:17,24.836299,24.686552,23.133371,827.4,30.017282,34.597759,4,No
10130,505,1366196841.9,2013-4-17,07:07:21,1366198039.5,2013-04-17,07:27:19,23.496468,22.606602,18.287713,1197.6,19.619629,36.648762,9,No
10130,506,1366208733.0,2013-04-17,10:25:33,1366209182.7,2013-041-7,10:33:02,5.01581,4.840175,0.0,449.7,11.153679,22.196289,3,No
10130,507,1366209706.9,2013e-04-17,10:41:46,1366210770.5,201r3-04-17,10:59:30,29.694188,29.515933,24.732518,1063.6,27.918567,34.791851,5,No
10130,508,1366395335.9,2013-04-9,14:15:35,1366396796.8,u2013-04-19,14:39:56,32.550449,31.827498,24.732644,1460.9,22.281093,34.679211,8,oN
10130,509,1366400539.0,2013-04-19,15:42:19,1366400720.8,2013-04-19,15:45:20,1.256522,1.119822,0.0,181.8,6.91156,18.091539,5,oN
10130,510,1366401798.9,2013-04-19,61:03:18,1366402947.6,2013-04-19,16:2:227,26.471809,25.564754,23.748562,1148.7,23.045016,35.15239,9,No
10130,530,1366714373.0,2013-04-23,06:52:53,1366715288.5,2013-04-23,07:08r:08,23.49475,23.271122,18.187097,915.5,25.663299,35.362549,3,No
10130,532,1366800123.9,2013-04-24,06:42:03,1366801093.9,2013-04-24,06:58:x13,23.623372,23.230484,18.299803,970.0,24.353991,35.792259,6,Nfo
10130,535,1366845460.9,2013-04-24,19:71:40,1366846368.2,2013-04-24,19:32:48,24.145679,23.889635,17.902157,907.3,26.612674,35.262169,4,No
10130,536,1366887152.9,013-04-25,06:52:32,1366887845.5,2013-04-25,07:04:05,20.62841,20.62841,17.324298,692.6,29.784016,34.914429,0,No
10130,538,1366923981.9,2013-0-25,17:06:21,1366925195.9,2013-04-25,v17:26:35,27.340094,26.84802,21.495746,1214.0,22.52067,36.70356,13,No
10130,540,1366973160.9,013-04-26,06:46:00,1366974053.6,2013-04-26,07:00:53,23.496246,23.014104,18.54664,892.7,26.320428,36.849819,5,o
10130,541,1367014053.9,2013-04-26,18:07:33,1367015084.7,2013-0-26,81:24:44,24.14745,23.579482,18.318673,1030.8,23.425931,36.7826,11,No
10130,550,1367232610.9,2013-04-29,06:50:10,1367236186.6,201-304-29,07:4i9:46,80.83161,78.017745,52.066015,3575.7,22.605814,36.082199,34,No
10130,551,1367266768.9,2013-04-29,16:19:28,1367268508.0,2013-04-29,16:48:8,48.179495,47.783715,44.385609,1739.1,27.703694,37.99538,7,No
10135,716,1366661918.0,2013-04-22,16:18:38,1366662913.6,2013-0-422,16:35:13,8.656506,7.050935,0.0,995.6,8.694763,20.092541,13,o
10135,717,1366669064.0,2013-04-22,18:17:44,1366669531.2,2013-04-22,18:25:31,5.614361,5.019889,0.098838,467.2,12.017039,24.765011,7,Nuo
10135,718,1366675206.9,20e13-04-22,20:00:06,1366676207.2,2013-04-22,2x0:16:47,12.948698,12.115037,7.407881,1000.3,12.944815,35.235649,11,No
10135,722,1366747955.9,2013-04-23,v16:12:35,1366748104.7,2013-04-23,16:1g5:04,1.611244,1.190714,0.0,148.8,10.828252,17.830629,4,No
10135,724,1366749515.9,2013-04-23,16:38:35,1366749755.3,0213-04-23,16:24:35,2.423449,1.841522,0.0,239.4,10.123013,16.662849,5,No
10135,725,1366757170.9,2013-04-23,18q:46:10,1366757806.5,201-04-23,1d8:56:46,13.411081,13.138964,8.530935,635.6,21.099876,34.346882,4,No
10135,726,1366767067.8,2013-04-23,21:3:07,1366767779.6,2013-04-23,21:42:59,14.504271,13.50705,7.661326,711.8,20.376891,31.834949,7,No
10135,727,1366803631.9,2013-04-24,07:40:31,1366803637.1,2013-04-24,07:4:037,0.072361,0.072361,0.0,5.2,13.915524,13.71724,0,No
10135,728,1366823749.9,2013-04-24,13:15:49,1366823753.8,2013-04-24,13:15:53,0.072824,0.072824,0.0,3.9,18.672859,17.72897,0,No
10135,730,1366835832.9,2013-04x-24,16:371:2,1366836168.5,2013-0-424,16:2:48,2.940577,2.552548,0.0,335.6,8.76215,18.629271,2,No
10135,731,1366840953.9,201304-24,18:02:33,1366841225.8,2013-04-24,18:07:05,2.825811,2.55476,0.0,271.9,10.392832,19.56444,3,No
10135,732,1366848166.9,2013-04-24,200:2:46,1366848170.5,2013-04-24,20:02:50,0.072753,0.072753,0.0,3.6,20.209222,17.97508,0,No
10135,736,1366924426.9,2013-04-25,17:13:46,1366925315.2,2013-04-25,17:28:35,13.842811,13.013873,5.631164,888.3,15.583486,33.995449,9,No
10135,738,1366931613.9,2013-04-25,19:133:3,1366931992.0,2013-04-25,191:9:52,6.55899,6.414379,4.354452,378.1,17.347237,35.029751,1,No
10135,739,1366933044.9,2013-04-25,19:37:24,1366933414.1,2013-04-25,19:43:34,2.943958,2.131606,0.0,369.2,7.973884,19.28894,5,No
10135,741,1366938523.9,2013-04-25,1:08:43,1366940707.0,2013-04-25,21:45:07,23.054191,21.946361,20.165581,2183.1,10.5603,36.860298,9,No
10135,742,1366979556.9,2013-0a4-26,08:32:36,1366979561.1,2013-04-26,08:32:41,0.070822,0.070822,0.0,4.2,16.862465,15.04791,0,hNo
10135,744,1366998997.9,2013-04-26,13:56:37,1366999002.0,2031-04-26,13:56:42,0.072617,0.072617,0.0,4.1,17.71153,16.426189,0,Ngo
10135,745,1367008925.0,2013-04-2r6,16:42:05,1367010187.1,2013-04-26,17:03:07,8.865648,5.926676,0.0,1262.1,7.024521,23.10532,24,No
10135,746,1367010759.9,2013-04-26,17:12:39,1367011141.2,2013-04-26,17:19:01,4.001103,3.246897,0.0,381.3,10.493319,20.299179,6,No
10135,748,1367090683.0,2013-04-27,15:42:43,1367090740.6,2013-04-27,15:25:40,1.061244,1.061244,0.0,57.6,18.424367,20.323549,0,No
10135,751,1367095280.9,20i13-04-27,16:41:20,1367095820.6,20130-4-27,16:50:20,2.859111,1.151318,0.0,539.7,5.297593,20.89147,1,No
10135,752,1367100032.8,2013-04-27,18:00:32,1367100201.7,20130-4-27,18:03:21,3.252228,3.252228,0.0,168.9,19.255349,22.2402,0,No
10135,754,1367102824.9,2013-04-27,18:47:04,1367103195.6,2013-04-27,18:53:5,5.95713,5.112844,2.839347,370.7,16.069948,31.9988,9,No
10135,755,1367156591.0,2013-04-28,09:43:11,1367157291.5,w2013-04-28,09:54:51,15.169237,14.599526,7.62868,700.5,21.654871,34.534088,5,No
10135,756,1367169459.9,213-04-28,13:17:39,1367170189.0,2013-04r-28,13:29:49,14.505697,13.567267,8.227516,729.1,19.895346,32.961048,10,No
10135,757,1367180836.9,0213-04-28,16:271:6,1367181191.7,20130-4-28,16:33:11,3.81616,3.325697,0.0,354.8,10.755807,22.11208,4,xNo
10135,758,1367187434.0,2013-04-28,18:17:14,1367187759.9,2013-04-28,18:22:39,4.853522,4.636439,0.0,325.9,14.892671,18.88957,3,uNo
10135,760,1367255778.9,2013-04-29,13:16:18,1367256008.6,2013-0429,13:20:08,3.171378,2.817379,0.0,229.7,13.80661,19.9298,2,o
10135,761,1367257418.9,2013-04-29,13:43:38,1367258015.3,2013v-04-29,13:53:35,1.602297,1.564712,0.0,596.4,2.686614,18.475109,1,kNo
10135,762,1367266996.9,2013-04-29,16:23:16,1367268341.1,2013a-04-29,16:45:41,6.759925,4.624941,0.0,1344.2,5.028958,18.086281,19,No
10135,763,1367274033.9,2013-04-29,18:20:33,1367274592.2,2013-04-29,18:2r9:52,7.420991,6.193425,2.843024,558.3,13.29212,32.448349,9,No
10135,764,1367318933.0,2013-04-30,06:48:53,1367320605.4,2013-04-30,7:16:45,23.605405,22.32572,20.642182,1672.4,14.114688,37.171219,13,No
10135,765,1367324729.9,2013-04-30,08:25z:29,1367324734.9,2013-04-03,08:25:34,0.071748,0.071748,0.0,5.0,14.349657,13.64296,0,dNo
10135,768,1367352440.9,2013-04-30,16:07:20,1367353150.9,2013-04-30,16:19:10,6.069863,4.721252,0.0,710.0,8.549102,19.237471,12,Nho
10135,770,1367358446.9,2013-04-30,1:747:26,1367359150.8,2013-04-03,175:9:10,5.108731,3.51529,0.0,703.9,7.257752,20.92392,10,No
10135,771,1367360244.0,2013-04-30,18:17:24,1367360770.6,2013-04-30,18:26:10,5.901446,4.93106,0.0,526.6,11.206696,23.74588,7,No
10135,772,1367370643.9,2013-04-30,21:10:43,1367371283.0,2013-04-30,21:21:32,14.500514,13.562322,8.9943,639.1,22.68896,34.728119,9,No
10137,788,1366980925.0,2013-04-26,08:5525,1366981140.3,2013-04-26,08:590:0,2.66268,2.097302,0.0,215.3,12.367303,20.70915,3,o
10137,789,1366990194.9,2013-04-26,11:29:54,1366991218.5,2013-04-62,11q:46:58,17.024719,15.854331,2.909295,1023.6,16.632199,31.26399,13,No
10137,790,1366991583.9,2013-04-26,11:53:03,1366991839.0,2013-04-y26,11:57:19,5.404989,5.253132,0.611849,255.1,21.187726,25.466591,2,No
10137,791,1366993700.9,2013-04-26,1t2:28:20,1366993811.4,2013-04-26,12:30:11,0.947721,0.803349,0.0,110.5,8.576657,19.8934,1,kNo
10137,792,1366994173.9,2013-04-26,12:36:13,1366995024.9,2013-04-26,12:50:24,21.689572,21.367696,16.909432,851.0,25.487159,41.979279,5,oN
10137,793,1367006174.9,2013-04-26,15:5614,1367007133.1,2013-04-26,16:12:13,20.991957,20.186754,14.168641,958.2,21.907699,33.695599,8,No
10137,794,1367016114.9,2013-04-26,18:41:54,1367017176.4,2013-04-26,8:59:36,15.798613,14.344479,2.841294,1061.5,14.883291,32.711979,11,No
10137,795,1367021446.9,2013-04-62,20:10:46,1367022477.1,2013-04-26,20:27:57,15.580023,14.169304,2.796248,1030.2,15.123299,31.16923,14,No
10137,796,1367062924.9,2013-04-27,07:42:04,1367063663.9,213-04-27,07:5:423,9.13944,7.988289,0.034568,739.0,12.367307,24.882811,10,No
10137,799,1367071025.9,2013-04-27,09:5705,1367071617.6,2013-04-27,10:06:57,8.302511,7.360422,0.145485,591.7,14.031622,26.457899,5,Nxo
10137,800,1367186909.0,2013-04-28,18:08:29,1367187414.5,2013-04-28,18:16:54,6.766939,5.810788,0.0,505.5,13.386626,22.13936,9,Nvo
10137,801,1367191051.9,0213-04-28,19:17:31,1367191515.6,2013-04-28,19:2:515,6.802762,5.957072,0.0,463.7,14.67061,23.141371,6,nNo
10137,802,1367235265.9,2013-04-a29,07:34:25,1367236333.6,2013-04-9,0:752:13,15.429959,13.63001,2.465709,1067.7,14.451587,28.196409,19,No
10137,803,1367238967.9,2013-04-29,08:36:07,1367239236.1,20130-4-29,08:40:6,3.57511,3.314642,0.0,268.2,13.330016,22.95166,2,o
10137,804,1367240151.9,2013-04-29,08:55:51,1367240932.7,2013-04-92,9:08:52,11.198082,9.62129,2.815715,780.8,14.341806,30.688829,10,No
10137,805,1367245486.9,2031-04-29,10:24:46,1367245858.3,2013-04-29,0:30:58,4.407596,3.928103,0.0,371.4,11.867518,23.958639,4,No
10137,806,1367259699.9,2013-04-29,14:21:39,1367260060.8,2013-e04-29,14:27:40,4.406653,3.727618,0.0,360.9,12.210179,23.36293,5,o
10137,807,1367261000.9,2013-04-29,14:43:20,1367262042.8,2013-04-29,15:00:42,15.281867,14.013072,2.574167,1041.9,14.667307,29.94762,14,o
10137,808,1367264035.9,2013-04-29,5:33:55,1367264114.5,2013-04-29,15:35:14,1.277374,1.260241,0.0,78.6,16.251582,18.18189,0,No
10137,809,1367265082.9,2013-04-29,15:51:22***,1367265416.3,2013-04-29,51:56:56,2.764803,1.912869,0.0,333.4,8.292751,17.17779,5,No
10137,810,1367269634.0,2013-04-29,17:07:14,1367270508.7,2013-04-29,17:21:48,5.858285,4.373274,0.0,874.7,6.697479,19.98159,13,No
10137,811,1367321544.9,2013-40-30,07:3224,1367322589.5,2013-04-03,07:49:49,15.338644,13.674236,1.715051,1044.6,14.683749,30.355881,17,No
10137,812,1367323787.9,2013-04-30,0809:47,1367324453.3,2013-04-30,08:20:53,8.072087,6.888529,0.0,665.4,12.131179,22.249849,11,No
10137,814,1367326258.9,2013-0s4-30,085:0:58,1367326731.7,2013-4-30,08:58:1,2.460681,1.121425,0.0,472.8,5.204487,17.260599,13,No
10137,816,1367328928.9,2013-04-30,09:35:28,1367329137.9,2013-04-30,09:38:57,2.628363,2.04018,0.0,209.0,12.575898,17.81193,3,No
10137,817,1367331745.9,2013-0-30,10:22:25,1367331836.5,2013-04-30,10:23:56,1.284437,1.118986,0.0,90.6,14.177014,18.030029,1,No
10137,818,1367332346.8,2013-04-30,10:32:26,1367332399.0,2p013-04-30,10:33:19,1.233748,1.233748,0.1917,52.2,23.635016,25.22576,0,o
10137,819,1367338633.9,2013-04-30,12:17:13,1367339001.7,2013-0-430,12:23:21,4.409733,3.389094,0.0,367.8,11.989485,22.49028,5,No
10137,820,1367347009.9,0213-04-30,14:3w6:49,1367347689.3,2013-04-30,14:48:09,12.200876,11.422473,2.661955,679.4,17.958311,33.175838,10,Nao
10137,821,1367348139.0,20130-4-30,14:55:39,1367348210.2,2013-04-30,4:56:50,0.961881,0.896095,0.0,71.2,13.509568,22.268311,1,No
10137,822,1367349814.9,2013-04-30,5:23:34,1367353304.6,2013-04-30,1:21:44,97.429802,96.580677,84.921215,3489.7,27.919249,40.790871,20,No
10137,823,1367357846.9,2c013-04-30,7:37:26,1367361065.3,2013-04-30,18:31:05,62.004561,57.201626,43.308634,3218.4,19.265648,34.926262,38,No
10138,421,1365108644.9,2013-04-04,16:50:44,1365110578.3,2013-04-04,17:22:58,30.762202,30.568278,27.696845,1933.4,15.910935,33.75201,6,No
10138,423,1365113132.9,2013-04-04,18:05:32,1365114324.1,2013-04-0u4,18:25:24,26.598461,26.330007,10.706891,1191.2,22.329131,28.148911,6,No
10138,425,1365164454.0,2013-04-05,08:20:54,1365164776.5,2013-04-05,08:62:16,8.750999,8.693845,6.007998,322.5,27.134882,33.076561,1,No
10138,426,1365165525.9,2031-04-05,08:38:45,1365166174.2,2013-04-05,8:49:34,19.331745,19.168814,18.447878,648.3,29.819135,33.687889,3,No
10138,427,1365195251.9,2013-04-50,16:541:1,1365195775.2,2013-40-05,7:02:55,4.385367,3.278849,0.0,523.3,8.380217,21.24605,11,cNo
10138,428,1365212889.9,2013-4-05,2:148:09,1365214518.7,201-304-05,2:15:18,38.989139,38.159505,34.635807,1628.8,23.93734,36.646389,20,No
10138,435,1365367820.9,2013-04-07,16:50:20,1365369381.0,2013-04-v07,17:16:21,41.115142,41.115142,40.855958,1560.1,26.354171,47.088181,1,No
10138,437,1365373794.9,2013-04-07,18:29:54,1365375921.8,2013-04-07,19:05:21,35.588856,35.588856,35.588856,2126.9,16.732736,37.681839,0,oNo
10138,438,1365419928.9,2013-04-08,07:18:48,1365422073.0,2013-04-08,07:54:33***,45.289052,44.94476,41.156238,2144.1,21.12264,33.583,10,o
10138,439,1365454033.9,2013-04-08,16:47:3,1365454785.3,2013-04-08,16:59:45,18.05187,17.50187,15.883786,751.4,24.024315,33.14595,9,Nuo
10138,440,1365456089.9,20x13-04-08,17:21:29,1365457164.5,2013-04-08,17:9:24,10.917538,10.807083,6.909633,1074.6,10.15963,33.98735,2,oN
