Avg_3Day_Confirmed_RatePer100K,Avg_3Day_Confirmed_RatePer100K_,Avg_3Day_Deceased_RatePer100K,Avg_3Day_Deceased_RatePer100K_D,CONFIRMED,Confirmed_RatePer100K,DECEASED,Deceased_RatePer100K,LOADED,RECOVERED,reported,TOTAL_CONFIRMED,TOTAL_DECEASED,Total_Population,TOTAL_RECOVERED,WEEKBEGINNINGDATE,WEEKENDINGDATE,YEAR_WEEK,ObjectId
90.0855,6.167867,1.129333,0.1303,755,98.3817,14,1.8243,2021/02/25 11:17:00+00,190,2021/01/09 05:00:00+00,57201,715,767419,29603,2021/01/03 05:00:00+00,2021/01/09 05:00:00+00,202102,246
77.098233,-12.987267,0.9556,-0.173733,550,71.6688,0,0,2021/02/25 11:17:00+00,106,2021/01/10 05:00:00+00,57745,715,767419,29711,2021/01/10 05:00:00+00,2021/01/16 05:00:00+00,202103,247
80.051866,2.953633,0.825266,-0.130334,538,70.1051,5,0.6515,2021/02/25 11:17:00+00,46,2021/01/11 05:00:00+00,58281,719,767419,29757,2021/01/10 05:00:00+00,2021/01/16 05:00:00+00,202103,248
65.4575,-14.594366,0.5212,-0.304066,419,54.5986,7,0.9121,2021/02/25 11:17:00+00,178,2021/01/12 05:00:00+00,58666,726,767419,29931,2021/01/10 05:00:00+00,2021/01/16 05:00:00+00,202103,249
67.1515,1.694,0.6515,0.1303,589,76.7508,3,0.3909,2021/02/25 11:17:00+00,185,2021/01/13 05:00:00+00,59234,729,767419,30111,2021/01/10 05:00:00+00,2021/01/16 05:00:00+00,202103,250
67.6293,0.4778,0.564633,-0.086867,549,71.5385,3,0.3909,2021/02/25 11:17:00+00,177,2021/01/14 05:00:00+00,59780,732,767419,30285,2021/01/10 05:00:00+00,2021/01/16 05:00:00+00,202103,251
79.356933,11.727633,0.6081,0.043467,689,89.7815,8,1.0425,2021/02/25 11:17:00+00,151,2021/01/15 05:00:00+00,60457,740,767419,30432,2021/01/10 05:00:00+00,2021/01/16 05:00:00+00,202103,252
81.1378,1.780867,0.7384,0.1303,630,82.0934,6,0.7818,2021/02/25 11:17:00+00,161,2021/01/16 05:00:00+00,61065,745,767419,30587,2021/01/10 05:00:00+00,2021/01/16 05:00:00+00,202103,253
73.058766,-8.079034,0.651533,-0.086867,363,47.3014,1,0.1303,2021/02/25 11:17:00+00,41,2021/01/17 05:00:00+00,61424,746,767419,30628,2021/01/17 05:00:00+00,2021/01/23 05:00:00+00,202104,254
58.551266,-14.5075,0.304033,-0.3475,355,46.259,0,0,2021/02/25 11:17:00+00,48,2021/01/18 05:00:00+00,61778,746,767419,30676,2021/01/17 05:00:00+00,2021/01/23 05:00:00+00,202104,255
45.911466,-12.6398,0.086866,-0.217167,339,44.174,1,0.1303,2021/02/25 11:17:00+00,181,2021/01/19 05:00:00+00,62115,747,767419,30855,2021/01/17 05:00:00+00,2021/01/23 05:00:00+00,202104,256
49.560066,3.6486,0.2606,0.173734,447,58.2472,5,0.6515,2021/02/25 11:17:00+00,233,2021/01/20 05:00:00+00,62534,752,767419,31087,2021/01/17 05:00:00+00,2021/01/23 05:00:00+00,202104,257
63.937233,14.377167,0.347466,0.086866,686,89.3905,2,0.2606,2021/02/25 11:17:00+00,211,2021/01/21 05:00:00+00,63192,754,767419,31294,2021/01/17 05:00:00+00,2021/01/23 05:00:00+00,202104,258
74.3618,10.424567,0.477766,0.1303,579,75.4477,4,0.5212,2021/02/25 11:17:00+00,144,2021/01/22 05:00:00+00,63750,758,767419,31434,2021/01/17 05:00:00+00,2021/01/23 05:00:00+00,202104,259
80.138733,5.776933,0.825266,0.3475,580,75.578,13,1.694,2021/02/25 11:17:00+00,167,2021/01/23 05:00:00+00,64311,770,767419,31599,2021/01/17 05:00:00+00,2021/01/23 05:00:00+00,202104,260
53.9905,-26.148233,0.912133,0.086867,84,10.9458,4,0.5212,2021/02/25 11:17:00+00,62,2021/01/24 05:00:00+00,64386,773,767419,31661,2021/01/24 05:00:00+00,2021/01/30 05:00:00+00,202105,261
55.119833,1.129333,0.7384,-0.173733,605,78.8357,0,0,2021/02/25 11:17:00+00,94,2021/01/25 05:00:00+00,65226,773,767419,31755,2021/01/24 05:00:00+00,2021/01/30 05:00:00+00,202105,262
48.4742,-6.645633,0.781833,0.043433,427,55.6411,14,1.8243,2021/02/25 11:17:00+00,221,2021/01/26 05:00:00+00,65633,787,767419,31971,2021/01/24 05:00:00+00,2021/01/30 05:00:00+00,202105,263
65.718133,17.243933,0.651533,-0.1303,481,62.6776,1,0.1303,2021/02/25 11:17:00+00,185,2021/01/27 05:00:00+00,66104,788,767419,32150,2021/01/24 05:00:00+00,2021/01/30 05:00:00+00,202105,264
59.810866,-5.907267,0.8687,0.217167,469,61.1139,5,0.6515,2021/02/25 11:17:00+00,256,2021/01/28 05:00:00+00,66549,793,767419,32380,2021/01/24 05:00:00+00,2021/01/30 05:00:00+00,202105,265
46.432666,-13.3782,0.304033,-0.564667,119,15.5065,1,0.1303,2021/02/25 11:17:00+00,166,2021/01/29 05:00:00+00,66657,794,767419,32541,2021/01/24 05:00:00+00,2021/01/30 05:00:00+00,202105,266
51.775266,5.3426,0.8687,0.564667,604,78.7054,14,1.8243,2021/02/25 11:17:00+00,155,2021/01/30 05:00:00+00,67244,808,767419,32692,2021/01/24 05:00:00+00,2021/01/30 05:00:00+00,202105,267
46.041766,-5.7335,0.651533,-0.217167,337,43.9134,0,0,2021/02/25 11:17:00+00,60,2021/01/31 05:00:00+00,67578,808,767419,32752,2021/01/31 05:00:00+00,2021/02/06 05:00:00+00,202106,268
52.339933,6.298167,0.6081,-0.043433,264,34.401,0,0,2021/02/25 11:17:00+00,72,2021/02/01 05:00:00+00,67838,808,767419,32823,2021/01/31 05:00:00+00,2021/02/06 05:00:00+00,202106,269
42.045666,-10.294267,0.304033,-0.304067,367,47.8226,7,0.9121,2021/02/25 11:17:00+00,196,2021/02/02 05:00:00+00,68205,815,767419,33016,2021/01/31 05:00:00+00,2021/02/06 05:00:00+00,202106,270
27.407866,-14.6378,0.5212,0.217167,0,0,5,0.6515,2021/02/25 11:17:00+00,189,2021/02/03 05:00:00+00,68193,820,767419,33197,2021/01/31 05:00:00+00,2021/02/06 05:00:00+00,202106,271
39.482966,12.0751,0.7818,0.2606,542,70.6263,6,0.7818,2021/02/25 11:17:00+00,493,2021/02/04 05:00:00+00,68861,825,767419,33687,2021/01/31 05:00:00+00,2021/02/06 05:00:00+00,202106,272
48.561033,9.078067,0.608066,-0.173734,576,75.0568,3,0.3909,2021/02/25 11:17:00+00,412,2021/02/05 05:00:00+00,69399,828,767419,34094,2021/01/31 05:00:00+00,2021/02/06 05:00:00+00,202106,273
66.499966,17.938933,1.085866,0.4778,413,53.8168,16,2.0849,2021/02/25 11:17:00+00,131,2021/02/06 05:00:00+00,69691,844,767419,34222,2021/01/31 05:00:00+00,2021/02/06 05:00:00+00,202106,274
27.494766,1.911166,0.608066,0.173733,196,25.5402,5,0.6515,2021/02/25 11:17:00+00,416,2021/02/18 05:00:00+00,72316,882,767419,36723,2021/02/14 05:00:00+00,2021/02/20 05:00:00+00,202108,275
6.6022,0.825267,0.304033,0.173733,43,5.6032,5,0.6515,2021/02/25 11:17:00+00,43,2020/04/29 04:00:00+00,1226,94,767419,606,2020/04/26 04:00:00+00,2020/05/02 04:00:00+00,202018,276
5.386033,0.999033,0.304033,0.086867,40,5.2123,2,0.2606,2021/02/25 11:17:00+00,57,2020/06/25 04:00:00+00,3618,201,767419,2776,2020/06/21 04:00:00+00,2020/06/27 04:00:00+00,202026,277
12.987266,3.0405,1.998033,0.912133,117,15.2459,21,2.7364,2021/04/08 10:29:00+00,44,2021/04/08 04:00:00+00,78510,1046,767419,40985,2021/04/04 04:00:00+00,2021/04/10 04:00:00+00,202115,278
34.270733,6.775967,0.5212,-0.086866,408,53.1652,1,0.1303,2021/02/25 11:17:00+00,295,2021/02/19 05:00:00+00,72692,883,767419,37015,2021/02/14 05:00:00+00,2021/02/20 05:00:00+00,202108,279
7.470933,0.868733,0.347466,0.043433,55,7.1669,2,0.2606,2021/02/25 11:17:00+00,56,2020/04/30 04:00:00+00,1275,96,767419,662,2020/04/26 04:00:00+00,2020/05/02 04:00:00+00,202018,280
6.254733,0.8687,0.2606,-0.043433,75,9.773,2,0.2606,2021/02/25 11:17:00+00,66,2020/06/26 04:00:00+00,3698,203,767419,2838,2020/06/21 04:00:00+00,2020/06/27 04:00:00+00,202026,281
15.028733,2.041467,2.171766,0.173733,149,19.4157,5,0.6515,2021/04/09 10:35:00+00,45,2021/04/09 04:00:00+00,78660,1051,767419,41029,2021/04/04 04:00:00+00,2021/04/10 04:00:00+00,202115,282
36.746566,2.475833,0.304033,-0.217167,242,31.5343,1,0.1303,2021/02/25 11:17:00+00,192,2021/02/20 05:00:00+00,72916,884,767419,37207,2021/02/14 05:00:00+00,2021/02/20 05:00:00+00,202108,283
8.252766,0.781833,0.5212,0.173734,92,11.9882,5,0.6515,2021/02/25 11:17:00+00,37,2020/05/01 04:00:00+00,1365,101,767419,698,2020/04/26 04:00:00+00,2020/05/02 04:00:00+00,202018,284
7.470933,1.2162,0.173733,-0.086867,57,7.4275,0,0,2021/02/25 11:17:00+00,37,2020/06/27 04:00:00+00,3729,203,767419,2874,2020/06/21 04:00:00+00,2020/06/27 04:00:00+00,202026,285
13.2913,-1.737433,1.346466,-0.8253,40,5.2123,5,0.6515,2021/04/11 10:33:00+00,55,2021/04/11 04:00:00+00,78868,1056,767419,41082,2021/04/11 04:00:00+00,2021/04/17 04:00:00+00,202116,286
35.052566,-1.694,0.217166,-0.086867,157,20.4582,3,0.3909,2021/02/25 11:17:00+00,48,2021/02/21 05:00:00+00,73060,886,767419,37255,2021/02/21 05:00:00+00,2021/02/27 05:00:00+00,202109,287
8.513366,0.2606,0.304033,-0.217167,49,6.385,0,0,2021/02/25 11:17:00+00,20,2020/05/02 04:00:00+00,1413,101,767419,719,2020/04/26 04:00:00+00,2020/05/02 04:00:00+00,202018,288
5.9941,-1.476833,0.086866,-0.086867,6,0.7818,0,0,2021/02/25 11:17:00+00,5,2020/06/28 04:00:00+00,3733,203,767419,2879,2020/06/28 04:00:00+00,2020/07/04 04:00:00+00,202027,289
11.293266,-1.998034,0.434333,-0.912133,71,9.2518,0,0,2021/04/12 10:31:00+00,43,2021/04/12 04:00:00+00,78937,1056,767419,41125,2021/04/11 04:00:00+00,2021/04/17 04:00:00+00,202116,290
10.8155,-0.477766,0.304033,-0.1303,138,17.9824,2,0.2606,2021/04/13 10:30:00+00,76,2021/04/13 04:00:00+00,79152,1058,767419,41200,2021/04/11 04:00:00+00,2021/04/17 04:00:00+00,202116,291
14.203466,3.387966,0.1303,-0.173733,118,15.3762,1,0.1303,2021/04/14 12:28:00+00,49,2021/04/14 04:00:00+00,79259,1059,767419,41247,2021/04/11 04:00:00+00,2021/04/17 04:00:00+00,202116,292
17.591433,3.387967,0.1303,0,149,19.4157,0,0,2021/04/15 10:31:00+00,37,2021/04/15 04:00:00+00,79401,1059,767419,41281,2021/04/11 04:00:00+00,2021/04/17 04:00:00+00,202116,293
17.2005,-0.390933,0.217166,0.086866,129,16.8096,4,0.5212,2021/04/16 12:21:00+00,25,2021/04/16 04:00:00+00,79525,1062,767419,41304,2021/04/11 04:00:00+00,2021/04/17 04:00:00+00,202116,294
16.766133,-0.434367,0.173733,-0.043433,108,14.0731,0,0,2021/04/17 10:44:00+00,40,2021/04/17 04:00:00+00,79629,1062,767419,41343,2021/04/11 04:00:00+00,2021/04/17 04:00:00+00,202116,295
12.900366,-3.865767,0.173733,0,60,7.8184,0,0,2021/04/18 10:33:00+00,22,2021/04/18 04:00:00+00,79683,1062,767419,41365,2021/04/18 04:00:00+00,2021/04/24 04:00:00+00,202117,296
9.1649,-3.735466,0,-0.173733,43,5.6032,0,0,2021/04/19 10:31:00+00,31,2021/04/19 04:00:00+00,79723,1062,767419,41396,2021/04/18 04:00:00+00,2021/04/24 04:00:00+00,202117,297
8.860866,-0.304034,0.043433,0.043433,101,13.161,1,0.1303,2021/04/20 10:30:00+00,101,2021/04/20 04:00:00+00,79829,1063,767419,41497,2021/04/18 04:00:00+00,2021/04/24 04:00:00+00,202117,298
10.424566,1.5637,0.1303,0.086867,96,12.5095,2,0.2606,2021/04/21 10:31:00+00,64,2021/04/21 04:00:00+00,79906,1065,767419,41555,2021/04/18 04:00:00+00,2021/04/24 04:00:00+00,202117,299
13.6388,3.214234,0.1303,0,117,15.2459,0,0,2021/04/22 10:31:00+00,46,2021/04/22 04:00:00+00,79997,1065,767419,41596,2021/04/18 04:00:00+00,2021/04/24 04:00:00+00,202117,300
13.8994,0.2606,0.304033,0.173733,107,13.9428,5,0.6515,2021/04/23 10:34:00+00,49,2021/04/23 04:00:00+00,80093,1070,767419,41642,2021/04/18 04:00:00+00,2021/04/24 04:00:00+00,202117,301
13.6822,-0.2172,0.5212,0.217167,91,11.8579,7,0.9121,2021/04/24 10:51:00+00,67,2021/04/24 04:00:00+00,80176,1077,767419,41708,2021/04/18 04:00:00+00,2021/04/24 04:00:00+00,202117,302
11.5973,-2.0849,0.608066,0.086866,69,8.9912,2,0.2606,2021/04/25 10:37:00+00,74,2021/04/25 04:00:00+00,80241,1079,767419,41781,2021/04/25 04:00:00+00,2021/05/01 04:00:00+00,202118,303
10.337666,-1.259634,0.3909,-0.217166,78,10.1639,0,0,2021/04/26 10:35:00+00,50,2021/04/26 04:00:00+00,80316,1079,767419,41830,2021/04/25 04:00:00+00,2021/05/01 04:00:00+00,202118,304
11.162966,0.8253,0.173733,-0.217167,110,14.3338,2,0.2606,2021/04/27 10:36:00+00,53,2021/04/27 04:00:00+00,80421,1081,767419,41880,2021/04/25 04:00:00+00,2021/05/01 04:00:00+00,202118,305
13.378166,2.2152,0.1303,-0.043433,120,15.6368,1,0.1303,2021/04/28 10:35:00+00,53,2021/04/28 04:00:00+00,80526,1081,767419,41929,2021/04/25 04:00:00+00,2021/05/01 04:00:00+00,202118,306
20.327866,6.9497,0.2606,0.1303,238,31.013,3,0.3909,2021/04/29 12:15:00+00,34,2021/04/29 04:00:00+00,80733,1078,767419,41961,2021/04/25 04:00:00+00,2021/05/01 04:00:00+00,202118,307
21.891533,1.563667,0.173733,-0.086867,146,19.0248,0,0,2021/04/30 10:39:00+00,74,2021/04/30 04:00:00+00,80858,1078,767419,42034,2021/04/25 04:00:00+00,2021/05/01 04:00:00+00,202118,308
21.500633,-0.3909,0.173733,0,111,14.4641,1,0.1303,2021/05/01 11:00:00+00,59,2021/05/01 04:00:00+00,80963,1079,767419,42091,2021/04/25 04:00:00+00,2021/05/01 04:00:00+00,202118,309
14.5075,-6.993133,0.043433,-0.1303,77,10.0336,0,0,2021/05/02 10:42:00+00,31,2021/05/02 04:00:00+00,81037,1079,767419,42122,2021/05/02 04:00:00+00,2021/05/08 04:00:00+00,202119,310
11.727633,-2.779867,0.043433,0,82,10.6852,0,0,2021/05/03 10:48:00+00,28,2021/05/03 04:00:00+00,81112,1079,767419,42151,2021/05/02 04:00:00+00,2021/05/08 04:00:00+00,202119,311
12.0751,0.347467,0,-0.043433,119,15.5065,0,0,2021/05/04 10:30:00+00,85,2021/05/04 04:00:00+00,81209,1079,767419,42236,2021/05/02 04:00:00+00,2021/05/08 04:00:00+00,202119,312
13.725666,1.650566,0,0,115,14.9853,0,0,2021/05/05 10:28:00+00,64,2021/05/05 04:00:00+00,81305,1079,767419,42298,2021/05/02 04:00:00+00,2021/05/08 04:00:00+00,202119,313
15.463066,1.7374,0,0,122,15.8974,0,0,2021/05/06 10:27:00+00,58,2021/05/06 04:00:00+00,81414,1079,767419,42355,2021/05/02 04:00:00+00,2021/05/08 04:00:00+00,202119,314
16.5924,1.129334,0.043433,0.043433,145,18.8945,1,0.1303,2021/05/07 10:33:00+00,51,2021/05/07 04:00:00+00,81534,1080,767419,42403,2021/05/02 04:00:00+00,2021/05/08 04:00:00+00,202119,315
14.377166,-2.215234,0.043433,0,64,8.3396,0,0,2021/05/08 10:38:00+00,69,2021/05/08 04:00:00+00,81577,1080,767419,42471,2021/05/02 04:00:00+00,2021/05/08 04:00:00+00,202119,316
11.553866,-2.8233,0.043433,0,57,7.4275,0,0,2021/05/09 10:28:00+00,44,2021/05/09 04:00:00+00,81630,1080,767419,42515,2021/05/09 04:00:00+00,2021/05/15 04:00:00+00,202120,317
6.558766,-4.9951,0,-0.043433,30,3.9092,0,0,2021/05/10 10:25:00+00,37,2021/05/10 04:00:00+00,81644,1080,767419,42552,2021/05/09 04:00:00+00,2021/05/15 04:00:00+00,202120,318
6.385033,-0.173733,0.043433,0.043433,60,7.8184,1,0.1303,2021/05/11 10:25:00+00,49,2021/05/11 04:00:00+00,81685,1081,767419,42597,2021/05/09 04:00:00+00,2021/05/15 04:00:00+00,202120,319
7.861833,1.4768,0.173733,0.1303,91,11.8579,3,0.3909,2021/05/12 10:25:00+00,66,2021/05/12 04:00:00+00,81762,1084,767419,42660,2021/05/09 04:00:00+00,2021/05/15 04:00:00+00,202120,320
10.554833,2.693,0.217166,0.043433,92,11.9882,1,0.1303,2021/05/13 10:25:00+00,42,2021/05/13 04:00:00+00,81845,1085,767419,42702,2021/05/09 04:00:00+00,2021/05/15 04:00:00+00,202120,321
12.379133,1.8243,1.7374,1.520234,102,13.2913,36,4.691,2021/05/14 10:25:00+00,57,2021/05/14 04:00:00+00,81937,1123,767419,42747,2021/05/09 04:00:00+00,2021/05/15 04:00:00+00,202120,322
12.8135,0.434367,7.4709,5.7335,101,13.161,135,17.5914,2021/05/15 10:46:00+00,50,2021/05/15 04:00:00+00,82029,1266,767419,42737,2021/05/09 04:00:00+00,2021/05/15 04:00:00+00,202120,323
12.118533,-0.694967,7.557766,0.086866,76,9.9033,3,0.3909,2021/05/16 10:26:00+00,33,2021/05/16 04:00:00+00,82107,1269,767419,42769,2021/05/16 04:00:00+00,2021/05/22 04:00:00+00,202121,324
10.3811,-1.737433,5.9941,-1.563666,62,8.079,0,0,2021/05/17 10:26:00+00,41,2021/05/17 04:00:00+00,82159,1269,767419,42805,2021/05/16 04:00:00+00,2021/05/22 04:00:00+00,202121,325
9.686133,-0.694967,1.9546,-4.0395,85,11.0761,42,5.4729,2021/05/18 10:25:00+00,44,2021/05/18 04:00:00+00,82228,1182,767419,42839,2021/05/16 04:00:00+00,2021/05/22 04:00:00+00,202121,326
6.167833,-2.345533,0.304033,0,1,0.1303,2,0.2606,2021/02/25 11:17:00+00,11,2020/05/03 04:00:00+00,1412,103,767419,730,2020/05/03 04:00:00+00,2020/05/09 04:00:00+00,202019,327
22.847166,-12.2054,0.2606,0.043434,127,16.549,2,0.2606,2021/02/25 11:17:00+00,71,2021/02/22 05:00:00+00,73173,888,767419,37326,2021/02/21 05:00:00+00,2021/02/27 05:00:00+00,202109,328
4.3001,-1.694,0,-0.086866,36,4.691,0,0,2021/02/25 11:17:00+00,8,2020/06/29 04:00:00+00,3768,203,767419,2887,2020/06/28 04:00:00+00,2020/07/04 04:00:00+00,202027,329
2.9536,-3.214233,0.2606,-0.043433,18,2.3455,4,0.5212,2021/02/25 11:17:00+00,37,2020/05/04 04:00:00+00,1421,107,767419,767,2020/05/03 04:00:00+00,2020/05/09 04:00:00+00,202019,330
21.0663,-1.780866,0.564666,0.304066,201,26.1917,8,1.0425,2021/02/25 11:17:00+00,241,2021/02/23 05:00:00+00,73334,895,767419,37566,2021/02/21 05:00:00+00,2021/02/27 05:00:00+00,202109,331
4.473833,0.173733,0.086866,0.086866,61,7.9487,2,0.2606,2021/02/25 11:17:00+00,40,2020/06/30 04:00:00+00,3800,205,767419,2924,2020/06/28 04:00:00+00,2020/07/04 04:00:00+00,202027,332
3.518266,0.564666,0.5212,0.2606,62,8.079,6,0.7818,2021/02/25 11:17:00+00,67,2020/05/05 04:00:00+00,1476,113,767419,831,2020/05/03 04:00:00+00,2020/05/09 04:00:00+00,202019,333
22.195633,1.129333,0.781866,0.2172,183,23.8462,8,1.0425,2021/02/25 11:17:00+00,177,2021/02/24 05:00:00+00,73488,902,767419,37740,2021/02/21 05:00:00+00,2021/02/27 05:00:00+00,202109,334
6.341566,1.867733,0.2606,0.173734,49,6.385,4,0.5212,2021/02/25 11:17:00+00,40,2020/07/01 04:00:00+00,3813,209,767419,2960,2020/06/28 04:00:00+00,2020/07/04 04:00:00+00,202027,335
5.2557,1.737434,0.434333,-0.086867,41,5.3426,0,0,2021/02/25 11:17:00+00,31,2020/05/06 04:00:00+00,1513,113,767419,863,2020/05/03 04:00:00+00,2020/05/09 04:00:00+00,202019,336
26.886666,4.691033,0.999033,0.217167,235,30.6221,7,0.9121,2021/02/25 11:17:00+00,124,2021/02/25 05:00:00+00,73700,909,767419,37859,2021/02/21 05:00:00+00,2021/02/27 05:00:00+00,202109,337
7.557766,1.2162,0.347466,0.086866,64,8.3396,2,0.2606,2021/02/25 11:17:00+00,23,2020/07/02 04:00:00+00,3880,211,767419,2985,2020/06/28 04:00:00+00,2020/07/04 04:00:00+00,202027,338
6.428466,1.172766,0.5212,0.086867,45,5.8638,6,0.7818,2021/02/25 11:17:00+00,43,2020/05/07 04:00:00+00,1553,119,767419,906,2020/05/03 04:00:00+00,2020/05/09 04:00:00+00,202019,339
27.147266,0.2606,0.999033,0,207,26.9735,8,1.0425,2021/02/26 12:33:00+00,136,2021/02/26 05:00:00+00,73885,916,767419,37995,2021/02/21 05:00:00+00,2021/02/27 05:00:00+00,202109,340
6.906233,-0.651533,0.3909,0.043434,46,5.9941,3,0.3909,2021/02/25 11:17:00+00,40,2020/07/03 04:00:00+00,3956,214,767419,3024,2020/06/28 04:00:00+00,2020/07/04 04:00:00+00,202027,341
5.516333,-0.912133,0.304033,-0.217167,41,5.3426,1,0.1303,2021/02/25 11:17:00+00,43,2020/05/08 04:00:00+00,1592,120,767419,949,2020/05/03 04:00:00+00,2020/05/09 04:00:00+00,202019,342
26.278533,-0.868733,0.7384,-0.260633,163,21.24,2,0.2606,2021/02/27 11:52:00+00,147,2021/02/27 05:00:00+00,74015,918,767419,38142,2021/02/21 05:00:00+00,2021/02/27 05:00:00+00,202109,343
6.4719,-0.434333,0.2606,-0.1303,39,5.082,1,0.1303,2021/02/25 11:17:00+00,12,2020/07/04 04:00:00+00,3992,215,767419,3036,2020/06/28 04:00:00+00,2020/07/04 04:00:00+00,202027,344
5.559766,0.043433,0.3909,0.086867,42,5.4729,2,0.2606,2021/02/25 11:17:00+00,42,2020/05/09 04:00:00+00,1631,122,767419,991,2020/05/03 04:00:00+00,2020/05/09 04:00:00+00,202019,345
24.801733,-1.4768,0.434366,-0.304034,201,26.1917,0,0,2021/02/28 11:33:00+00,84,2021/02/28 05:00:00+00,74241,918,767419,38226,2021/02/28 05:00:00+00,2021/03/06 05:00:00+00,202110,346
19.459166,-5.342567,0.086866,-0.3475,84,10.9458,0,0,2021/03/01 12:19:00+00,55,2021/03/01 05:00:00+00,74287,918,767419,38281,2021/02/28 05:00:00+00,2021/03/06 05:00:00+00,202110,347
18.1561,-1.303066,0.304033,0.217167,133,17.3308,7,0.9121,2021/03/02 11:31:00+00,201,2021/03/02 05:00:00+00,74391,924,767419,38480,2021/02/28 05:00:00+00,2021/03/06 05:00:00+00,202110,348
17.504566,-0.651534,0.477766,0.173733,186,24.2371,4,0.5212,2021/03/03 11:29:00+00,111,2021/03/03 05:00:00+00,74543,928,767419,38588,2021/02/28 05:00:00+00,2021/03/06 05:00:00+00,202110,349
21.761266,4.2567,0.955566,0.4778,182,23.7159,11,1.4334,2021/03/04 11:29:00+00,123,2021/03/04 05:00:00+00,74714,939,767419,38708,2021/02/28 05:00:00+00,2021/03/06 05:00:00+00,202110,350
23.194633,1.433367,0.825266,-0.1303,166,21.6309,4,0.5212,2021/03/05 15:49:00+00,93,2021/03/05 05:00:00+00,74857,943,767419,38798,2021/02/28 05:00:00+00,2021/03/06 05:00:00+00,202110,351
23.064333,-0.1303,0.651533,-0.173733,183,23.8462,0,0,2021/03/06 11:37:00+00,90,2021/03/06 05:00:00+00,75030,942,767419,38886,2021/02/28 05:00:00+00,2021/03/06 05:00:00+00,202110,352
20.3713,-2.693033,0.347466,-0.304067,120,15.6368,4,0.5212,2021/03/07 11:27:00+00,41,2021/03/07 05:00:00+00,75148,946,767419,38923,2021/03/07 05:00:00+00,2021/03/13 05:00:00+00,202111,353
15.897433,-4.473867,0.173733,-0.173733,63,8.2093,0,0,2021/03/08 11:27:00+00,39,2021/03/08 05:00:00+00,75200,946,767419,38962,2021/03/07 05:00:00+00,2021/03/13 05:00:00+00,202111,354
15.549933,-0.3475,0.477766,0.304033,175,22.8037,7,0.9121,2021/03/09 11:27:00+00,157,2021/03/09 05:00:00+00,75367,953,767419,39115,2021/03/07 05:00:00+00,2021/03/13 05:00:00+00,202111,355
16.1146,0.564667,0.304033,-0.173733,133,17.3308,0,0,2021/03/10 11:29:00+00,73,2021/03/10 05:00:00+00,75480,953,767419,39185,2021/03/07 05:00:00+00,2021/03/13 05:00:00+00,202111,356
19.328833,3.214233,0.434333,0.1303,137,17.852,3,0.3909,2021/03/11 11:27:00+00,104,2021/03/11 05:00:00+00,75604,956,767419,39284,2021/03/07 05:00:00+00,2021/03/13 05:00:00+00,202111,357
20.3713,1.042467,0.304033,-0.1303,199,25.9311,4,0.5212,2021/03/12 11:27:00+00,68,2021/03/12 05:00:00+00,75778,960,767419,39351,2021/03/07 05:00:00+00,2021/03/13 05:00:00+00,202111,358
19.6329,-0.7384,0.477766,0.173733,116,15.1156,4,0.5212,2021/03/13 11:36:00+00,80,2021/03/13 05:00:00+00,75873,964,767419,39430,2021/03/07 05:00:00+00,2021/03/13 05:00:00+00,202111,359
16.722733,-2.910167,0.434333,-0.043433,70,9.1215,2,0.2606,2021/03/14 10:27:00+00,52,2021/03/14 05:00:00+00,75938,966,767419,39482,2021/03/14 05:00:00+00,2021/03/20 04:00:00+00,202112,360
10.7286,-5.994133,0.2606,-0.173733,61,7.9487,0,0,2021/03/15 10:26:00+00,103,2021/03/15 04:00:00+00,75992,966,767419,39586,2021/03/14 05:00:00+00,2021/03/20 04:00:00+00,202112,361
11.8145,1.0859,0.173733,-0.086867,141,18.3733,2,0.2606,2021/03/16 10:26:00+00,89,2021/03/16 04:00:00+00,76113,968,767419,39672,2021/03/14 05:00:00+00,2021/03/20 04:00:00+00,202112,362
15.159033,3.344533,0.1303,-0.043433,147,19.1551,1,0.1303,2021/03/17 10:27:00+00,74,2021/03/17 04:00:00+00,76252,969,767419,39747,2021/03/14 05:00:00+00,2021/03/20 04:00:00+00,202112,363
19.459166,4.300133,0.1303,0,160,20.8491,0,0,2021/03/18 10:26:00+00,74,2021/03/18 04:00:00+00,76402,969,767419,39820,2021/03/14 05:00:00+00,2021/03/20 04:00:00+00,202112,364
19.068233,-0.390933,0.1303,0,132,17.2005,2,0.2606,2021/03/19 10:26:00+00,84,2021/03/19 04:00:00+00,76675,973,767419,39944,2021/03/14 05:00:00+00,2021/03/20 04:00:00+00,202112,365
17.548,-1.520233,0.086866,-0.043434,112,14.5944,0,0,2021/03/20 10:35:00+00,72,2021/03/20 04:00:00+00,76775,973,767419,40012,2021/03/14 05:00:00+00,2021/03/20 04:00:00+00,202112,366
13.378166,-4.169834,0.086866,0,64,8.3396,0,0,2021/03/21 10:27:00+00,38,2021/03/21 04:00:00+00,76835,973,767419,40048,2021/03/21 04:00:00+00,2021/03/27 04:00:00+00,202113,367
12.118533,-1.259633,0,-0.086866,103,13.4216,0,0,2021/03/22 10:26:00+00,58,2021/03/22 04:00:00+00,76931,973,767419,40106,2021/03/21 04:00:00+00,2021/03/27 04:00:00+00,202113,368
