330.fips,8123.0,12009
907.countytwo,Clak ,Clark 
2642.county,Camerton ,Cameron 
63.statefips,2.0,1
2434.fipstwo,f45509,f45059
335.statecounty,AK_Aleutians West Census Area,FL_Clay
223.fipstwo,f01017,f06063
2309.county,pSnyder ,Snyder 
1385.statecounty,MN_Renvcille,MN_Renville
345.statecounty,AK_Matanuska-Susitna Borough,FL_Gilchrist
101.statefips,2.0,5
3176.countytwo,Jeffeson ,Jefferson 
1126.countytwo,Bienviglle ,Bienville 
1477.county,ontgomery ,Montgomery 
2434.statevalue,C,SC
460.statefips,71,13
160.statecounty,AK_Yakutat City and Borough,AR_Searcy
1174.county,Terrebonne rParish,Terrebonne Parish
1204.countytwo,arroll ,Carroll 
191.fipstwo,f02100,f04027
955.countytwo,iami ,Miami 
3210.statevalue,kWV,WV
2488.statevalue,D,SD
191.county,Aleutians East Borough,Yuma 
1995.statevalue,aNY,NY
951.county,Mario ,Marion 
3076.statevalue,AW,WA
83.statefips,2.0,1
2737.statevalue,X,TX
2379.statevalue,RP,PR
1584.statevalue,S,MS
206.fips,2070.0,6029
1083.county,Merer ,Mercer 
870.statevalue,IeN,IN
2053.county,aYtes ,Yates 
688.countytwo,Linocln ,Lincoln 
1261.fipstwo,f26y047,f26047
551.county,Wortht ,Worth 
240.county,Aleutians East Borough,Sonoma 
393.statecounty,AK_Aleutians East Borough,GA_Appling
673.countytwo,Clar k,Clark 
204.fips,2070.0,6025
2361.statecounty,R_Juncos Municipio,PR_Juncos Municipio
3077.countytwo,Snhoomish ,Snohomish 
1167.statecounty,LA_St. Johny the Baptist,LA_St. John the Baptist
81.statefips,2.0,1
2279.countytwo,sErie ,Erie 
1400.statevalue,N,MN
2743.statevalue,TxX,TX
2198.countytwo,Osaeg ,Osage 
3148.statevalue,I,WI
304.fips,2110.0,8107
301.fips,2060.0,8101
486.county,Mackon ,Macon 
1951.countytwo,Gran t,Grant 
748.countytwo,Kno ,Knox 
141.statefips,2.0,5
1261.county,Emmt ,Emmet 
2535.fipstwo,47037,f47037
493.statefips,75,13
450.statefips,27,13
2789.statevalue,XT,TX
2210.statevalue,KO,OK
751.fipstwo,f17011,f17101
242.fips,5063.0,6101
308.fipstwo,f02050,f08115
2169.county,zGreer ,Greer 
910.county,Cofey ,Coffey 
263.fips,2105.0,8025
138.fipstwo,f01017,f05083
347.fips,8123.0,12045
176.county,Aleutians West Census Area,Western District
316.fipstwo,f02150,f09005
726.countytwo,Faette ,Fayette 
163.county,Kenai Peninsula Borough,Sharp 
48.county,Matanuska-Susitna Borough,Coosa 
429.fipstwo,f1375,f13075
2278.statecounty,PxA_Elk,PA_Elk
505.statevalue,cGA,GA
2490.statecounty,D_Lawrence,SD_Lawrence
79.statevalue,L,AL
375.statecounty,AK_Hoonah-Angoon Census Area,FL_Palm Beach
55.statefips,2.0,1
3207.statecounty,WjV_Wayne,WV_Wayne
3131.statevalue,I,WI
2845.countytwo,Vn Zandt ,Van Zandt 
1900.fipstwo,f13165,f31165
50.statecounty,CO_Weld,AL_Crenshaw
385.statevalue,L,FL
358.statevalue,LF,FL
1603.countytwo,Wayn e,Wayne 
989.statevalue,S,KS
880.statecounty,IN_Siwtzerland,IN_Switzerland
836.countytwo,Howadr ,Howard 
2701.statecounty,vTX_Gray,TX_Gray
462.countytwo,Hanccok ,Hancock 
2849.county,Wrd ,Ward 
157.county,Anchorage Municipality,Randolph 
128.county,Aleutians West Census Area,Independence 
332.county,Bethel Census Area,Calhoun 
1660.fipstwo,f30013,f30103
573.statefips,71,19
595.statefips,57,19
1798.fipstwo,f3806w7,f38067
208.fips,2130.0,6033
313.county,Matanuska-Susitna Borough,Yuma 
340.fipstwo,f02016,f12031
2753.statevalue,X,TX
305.fipstwo,f02164,f08109
1605.county,Wilknson ,Wilkinson 
820.countytwo,Delawrae ,Delaware 
113.county,Bristol Bay Borough,Crawford 
1604.fipstwo,xf28155,f28155
354.fips,2060.0,12059
35.fipstwo,f02185,f01011
34.county,Bristol Bay Borough,Blount 
96.fips,2070.0,1133
71.fips,2100.0,1083
817.countytwo,Dearbornl ,Dearborn 
562.statefips,53,19
90.statevalue,LA,AL
2615.county,rAansas ,Aransas 
943.county,Kiodwa ,Kiowa 
279.statecounty,AK_Prince of Wales-Hyder Census Area,CO_Jackson
706.statecounty,IL_Bzureau,IL_Bureau
2233.statevalue,R,OR
2283.statecounty,PA_Fuvlton,PA_Fulton
1287.countytwo,Macmob ,Macomb 
79.fips,2068.0,1099
1789.fipstwo,f38v049,f38049
136.county,Hoonah-Angoon Census Area,Lincoln 
1819.statevalue,NcE,NE
1582.county,Perry ***,Perry 
231.county,San Luis Obisrpo ,San Luis Obispo 
730.statecounty,LI_Gallatin,IL_Gallatin
1231.statevalue,EM,ME
1385.statevalue,NM,MN
3125.countytwo,Meominee ,Menominee 
1937.countytwo,Sale m,Salem 
2024.statevalue,mNY,NY
86.fips,2016.0,1113
3054.statevalue,hWA,WA
93.statevalue,ApL,AL
217.fipstwo,f01029,f06051
470.statevalue,GfA,GA
2465.countytwo,Corso n,Corson 
2427.county,Grdeenville ,Greenville 
2790.county,chiltree ,Ochiltree 
2676.fipstwo,f4129,f48129
357.fips,2020.0,12065
232.county,Anchorage Municipality,San Mateo 
1141.county,Grant arish,Grant Parish
103.statefips,2.0,5
2820.statecounty,TX_Shapckelford,TX_Shackelford
1126.statevalue,A,LA
353.statevalue,L,FL
129.fips,2016.0,5065
114.statecounty,AK_Haines Borough,AR_Crittenden
654.statecounty,IA_Woodbury***,IA_Woodbury
254.statecounty,AL_Chilton,CO_Baca
1470.statevalue,O,MO
3040.statecounty,TV_Lamoille,VT_Lamoille
1871.fipstwo,f13107,f31107
3132.statevalue,fWI,WI
111.countytwo,Cnoway ,Conway 
890.fipstwo,f18157,f18175
2988.statecounty,V_Page,VA_Page
2343.county,Coaom Municipio,Coamo Municipio
3006.fipstwo,f5115,f51165
2338.fipstwo,f720u33,f72033
140.statevalue,AhR,AR
647.countytwo,Wapelo ,Wapello 
2151.statevalue,OdK,OK
262.fipstwo,f02050,f08023
1364.fipstwo,f27098,f27089
1339.statevalue,N,MN
461.statefips,26,13
32.county,Bristol Bay Borough,Barbour 
1066.countytwo,Letche r,Letcher 
119.fips,2050.0,5045
2304.statevalue,A,PA
2451.county,Aurra ,Aurora 
1266.countytwo,Grabtiot ,Gratiot 
562.countytwo,Auduobn ,Audubon 
316.county,Aleutians West Census Area,Litchfield 
77.statevalue,L,AL
3085.county,Yaikima ,Yakima 
1574.statecounty,MS_Moroe,MS_Monroe
344.fips,2090.0,12039
2648.countytwo,herokee ,Cherokee 
44.statefips,2.0,1
2725.statecounty,TX_Howadr,TX_Howard
284.statecounty,AK_Aleutians West Census Area,CO_Lake
22.statecounty,AK_Juneau City and Borough,AK_Sitka City and Borough
1981.statevalue,V,NV
1556.statecounty,S_Jackson,MS_Jackson
2799.fipstwo,f4837o5,f48375
222.county,Anchorage Municipality,Placer 
353.fips,2020.0,12057
1389.county,Scot ,Scott 
2689.county,Foar d,Foard 
252.fipstwo,f02170,f08005
122.statefips,2.0,5
2076.countytwo,Fairfiled ,Fairfield 
2140.countytwo,Wxood ,Wood 
1311.statecounty,MI_Sanilca,MI_Sanilac
3042.statecounty,VT_Orlens,VT_Orleans
1843.fipstwo,nf31051,f31051
224.fipstwo,f01061,f06065
2744.fipstwo,f48r265,f48265
949.countytwo,Logagn ,Logan 
494.statefips,21,13
94.county,Juneau City and Borough,Washington 
64.statefips,2.0,1
1438.countytwo,Daivess ,Daviess 
3013.fipstwo,f51177***,f51177
1138.county,Ebast Feliciana Parish,East Feliciana Parish
1667.statecounty,NC_Allebghany,NC_Alleghany
2376.fipstwo,72107,f72107
2805.statecounty,TX_Re River,TX_Red River
1158.countytwo,Pointe Coupe ,Pointe Coupee 
268.statecounty,AK_Aleutians East Borough,CO_Douglas
3209.statecounty,WV_Weztel,WV_Wetzel
291.county,Mofsfat ,Moffat 
374.county,Osecola ,Osceola 
2706.countytwo,Hlae ,Hale 
665.statecounty,IDB_onner,ID_Bonner
905.countytwo,Cherookee ,Cherokee 
144.statecounty,AL_Blount,AR_Monroe
1671.county,Beauforqt ,Beaufort 
275.county,Matanuska-Susitna Borough,Grand 
2934.statecounty,VA_Frairfax,VA_Fairfax
124.fips,2100.0,5055
1188.fipstwo,f250a09,f25009
261.fipstwo,f02020,f08021
1488.countytwo,Phelp s,Phelps 
2911.statevalue,dVA,VA
1135.countytwo,yDe Soto ,De Soto 
472.statefips,70,13
102.statefips,2.0,5
2147.countytwo,Blaien ,Blaine 
2092.fipstwo,f3077,f39077
236.fipstwo,f02198,f06089
440.countytwo,Dogulas ,Douglas 
2546.fipstwo,47059,f47059
1876.fipstwo,f31119***,f31119
45.statefips,2.0,1
2611.fipstwo,fm47189,f47189
226.fips,5063.0,6069
2578.statevalue,NT,TN
3159.statevalue,WwV,WV
1268.statecounty,MI_Huoghton,MI_Houghton
561.statefips,65,19
1734.fipstwo,f7139,f37139
1977.countytwo,Clak ,Clark 
350.countytwo,Hendryx ,Hendry 
2362.county,ajas Municipio,Lajas Municipio
237.fipstwo,f02185,f06091
1688.countytwo,Columbu s,Columbus 
82.statecounty,AK_Denali Borough,AL_Perry
1571.county,Madiso n,Madison 
1040.countytwo,Granwt ,Grant 
3052.countytwo,Calrk ,Clark 
3045.fipstwo,f5025,f50025
67.statevalue,L,AL
1025.countytwo,zClay ,Clay 
238.fips,2068.0,6093
500.fipstwo,f13291,f13219
217.county,Denali Borough,Mono 
1206.statecounty,MD_Charls,MD_Charles
122.county,Haines Borough,Garland 
318.fips,5001.0,9009
309.statefips,28,8
1127.fipstwo,fj22015,f22015
1486.countytwo,Perrvy ,Perry 
253.fips,1001.0,8007
1495.countytwo,aRndolph ,Randolph 
397.statevalue,AG,GA
330.county,Bristol Bay Borough,Brevard 
856.statecounty,IN_Montgomevry,IN_Montgomery
586.fipstwo,f1907,f19057
334.fipstwo,f05069,f12017
2298.statevalue,qPA,PA
493.countytwo,Mitcherll ,Mitchell 
2480.county,Hnason ,Hanson 
378.statevalue,LF,FL
1455.countytwo,Jackosn ,Jackson 
1992.county,Albay ,Albany 
372.fipstwo,f06077,f12093
220.statefips,2.0,6
2958.countytwo,opewell city,Hopewell city
662.statecounty,ID_Bignham,ID_Bingham
1055.countytwo,Jeffreson ,Jefferson 
434.fipstwo,f13p085,f13085
1700.fipstwo,f3771,f37071
1863.countytwo,Hokoer ,Hooker 
3163.statevalue,V,WV
3222.countytwo,Jhonson ,Johnson 
420.statevalue,A,GA
1727.fipstwo,f37215,f37125
1860.countytwo,Hamyes ,Hayes 
131.statefips,2.0,5
2538.county,Dckson ,Dickson 
1741.fipstwo,f371k53,f37153
111.statecounty,AK_Anchorage Municipality,AR_Conway
1401.county,Wasec a,Waseca 
1361.county,Licoln ,Lincoln 
1929.statevalue,JN,NJ
2725.countytwo,Howiard ,Howard 
183.statecounty,AK_Bethel Census Area,AZ_La Paz
2830.statecounty,sTX_Swisher,TX_Swisher
3188.countytwo,kMonongalia ,Monongalia 
3161.countytwo,aBraxton ,Braxton 
201.statefips,2.0,6
684.statecounty,ID_Kootenia,ID_Kootenai
384.statecounty,AK_Aleutians West Census Area,FL_St. Lucie
1857.statecounty,NE_Hlal,NE_Hall
210.statefips,2.0,6
834.countytwo,Henricks ,Hendricks 
3092.statecounty,WI_Burntet,WI_Burnett
286.statecounty,AK_Haines Borough,CO_Las Animas
402.countytwo,Boerrien ,Berrien 
2455.county,Brokoings ,Brookings 
3206.fipstwo,f540c97,f54097
730.statevalue,LI,IL
590.countytwo,Fayett e,Fayette 
1593.countytwo,Snuflower ,Sunflower 
2949.countytwo,Greene ***,Greene 
2492.countytwo,Lymacn ,Lyman 
1252.county,harlevoix ,Charlevoix 
1556.county,ackson ,Jackson 
375.statevalue,L,FL
151.statecounty,AL_Limestone,AR_Pike
2653.statecounty,TX_Colemabn,TX_Coleman
3013.statevalue,uVA,VA
134.county,Kenai Peninsula Borough,Lawrence 
1248.county,Berrzien ,Berrien 
2713.statecounty,TX_aHrrison,TX_Harrison
583.statefips,74,19
2325.county,Aguas Buenas Muicipio,Aguas Buenas Municipio
324.fipstwo,f02068,f10003
303.county,Aleutians East Borough,Rio Grande 
41.county,Denali Borough,Choctaw 
18.fips,2150.0,2185
1000.statevalue,eKY,KY
1780.countytwo,oFster ,Foster 
1034.fipstwo,fs21069,f21069
112.statefips,2.0,5
1853.countytwo,Grfield ,Garfield 
304.county,outt ,Routt 
2340.statecounty,PR_Cebia Municipio,PR_Ceiba Municipio
2386.fipstwo,f27127,f72127
70.statevalue,LA,AL
1546.statevalue,S,MS
23.statevalue,KA,AK
2661.statevalue,TwX,TX
2635.fipstwo,yf48047,f48047
572.statefips,34,19
978.statecounty,KS_Russlel,KS_Russell
936.fipstwo,f200i83,f20083
3015.statevalue,VwA,VA
2792.statecounty,T_Orange,TX_Orange
1031.countytwo,Elljiott ,Elliott 
92.fips,2105.0,1125
141.fips,2020.0,5089
2342.fipstwo,f7201,f72041
145.statevalue,cAR,AR
1879.countytwo,orrill ,Morrill 
2738.fipstwo,bf48253,f48253
684.fipstwo,1f6055,f16055
2070.countytwo,Crawfrd ,Crawford 
35.statefips,2.0,1
2020.statecounty,NY_Montgomrey,NY_Montgomery
1299.statecounty,MId_Newaygo,MI_Newaygo
117.fips,2170.0,5041
300.fips,2110.0,8099
3197.statecounty,WV_Putnm,WV_Putnam
69.fips,2068.0,1079
182.fipstwo,f02122,f04011
1400.countytwo,Waden a,Wadena 
159.statecounty,CA_San Joaquin,AR_Scott
2428.countytwo,Greenwod ,Greenwood 
1260.statecounty,dMI_Eaton,MI_Eaton
709.countytwo,ass ,Cass 
150.statefips,2.0,5
860.statecounty,INh_Ohio,IN_Ohio
233.fipstwo,f02013,f06083
165.county,Dillingham Census Area,Stone 
153.fips,1023.0,5113
458.countytwo,Grene ,Greene 
1634.countytwo,Librety ,Liberty 
249.fips,2105.0,6115
1718.county,Lenior ,Lenoir 
2915.fipstwo,hf51031,f51031
241.fips,2016.0,6099
63.county,Denali Borough,Henry 
2061.statecounty,OHBrown,OH_Brown
154.fipstwo,f02070,f05115
266.statevalue,CrO,CO
196.fips,2050.0,6009
265.fips,1023.0,8029
285.fips,2013.0,8069
837.countytwo,Huntinton ,Huntington 
1393.fipstwo,fv27145,f27145
2319.fipstwo,fu42129,f42129
2673.statecounty,TX_Deitt,TX_DeWitt
326.fips,8097.0,12001
1802.countytwo,eRnville ,Renville 
133.fips,2060.0,5073
64.county,Bethel Census Area,Houston 
661.statevalue,IoD,ID
437.statefips,38,13
3170.county,lGreenbrier ,Greenbrier 
36.statecounty,AK_Kodiak Island Borough,AL_Butler
1011.county,racken ,Bracken 
302.fips,2020.0,8103
1609.county,Bheaverhead ,Beaverhead 
371.statecounty,AK_Fairbanks North Star Borough,FL_Okaloosa
1476.statecounty,MO_Monxroe,MO_Monroe
550.county,Wiliknson ,Wilkinson 
442.statefips,51,13
321.fipstwo,f02180,f09015
996.countytwo,Wichtia ,Wichita 
3065.statecounty,WA_Ktititas,WA_Kittitas
1718.countytwo,Leoir ,Lenoir 
94.fipstwo,f02060,f01129
1762.fipstwo,f31795,f37195
175.fips,2100.0,60040
1692.county,Dajre ,Dare 
221.statecounty,AL_Etowah,CA_Orange
2130.statecounty,OH_Sumimt,OH_Summit
247.fipstwo,f02060,f06111
2605.county,arren ,Warren 
1238.statecounty,MI_lAcona,MI_Alcona
2802.fipstwo,48381,f48381
1716.fipstwo,f31703,f37103
1275.statevalue,IM,MI
975.statevalue,S,KS
2185.county,Majorr ,Major 
3201.statevalue,VW,WV
1101.statevalue,Y,KY
1506.statecounty,MO_St. Clkair,MO_St. Clair
322.county,Bristol Bay Borough,District of Columbia
180.fipstwo,f02105,f04007
798.fipstwo,f1719x5,f17195
627.county,rMuscatine ,Muscatine 
1015.countytwo,Buter ,Butler 
958.statecounty,KS_Mlorris,KS_Morris
1264.county,Gogebci ,Gogebic 
190.fips,1085.0,4025
309.fips,1005.0,8117
618.statecounty,IA_Madisno,IA_Madison
1001.statecounty,KYA_llen,KY_Allen
79.county,Dillingham Census Area,Monroe 
84.fipstwo,f01101,f01109
2336.county,Canovanhas Municipio,Canovanas Municipio
349.statevalue,LF,FL
213.fips,2070.0,6043
2606.statevalue,N,TN
396.statefips,101,13
1301.statecounty,I_Oceana,MI_Oceana
266.fips,2020.0,8031
529.countytwo,Tiftl ,Tift 
308.statefips,77,8
46.statefips,2.0,1
1703.countytwo,Granvlle ,Granville 
3126.statecounty,I_Milwaukee,WI_Milwaukee
463.statefips,90,13
483.statefips,109,13
2686.statevalue,X,TX
2942.county,Frwederick ,Frederick 
1540.statevalue,MpS,MS
225.statefips,2.0,6
1040.statecounty,Y_Grant,KY_Grant
3091.statevalue,IW,WI
392.statecounty,AK_Aleutians West Census Area,FL_Washington
450.fipstwo,f13p117,f13117
3071.fipstwo,f53409,f53049
144.fips,2100.0,5095
1640.countytwo,Msisoula ,Missoula 
1586.county,Quitmna ,Quitman 
1586.statevalue,SM,MS
245.fipstwo,f02290,f06107
2476.fipstwo,f4653,f46053
519.statefips,22,13
386.fipstwo,f02180,f12121
2898.statecounty,VA_Alevxandria city,VA_Alexandria city
1405.countytwo,Winobna ,Winona 
1370.countytwo,Modwer ,Mower 
1764.countytwo,Yance ,Yancey 
77.county,Kenai Peninsula Borough,Marshall 
2699.countytwo,Goliand ,Goliad 
1251.countytwo,Cass ***,Cass 
720.fipstwo,f10737,f17037
1680.statecounty,CN_Carteret,NC_Carteret
529.statecounty,GA_Titf,GA_Tift
119.statefips,2.0,5
362.statecounty,AK_Hoonah-Angoon Census Area,FL_Levy
259.statefips,2.0,8
2437.countytwo,Maron ,Marion 
1821.statecounty,NE_aBnner,NE_Banner
2899.countytwo,Alleghny ,Alleghany 
2727.statevalue,TmX,TX
631.countytwo,Palo lAto ,Palo Alto 
291.statecounty,AK_Kodiak Island Borough,CO_Moffat
1568.fipstwo,f2883,f28083
337.fips,2090.0,12023
1365.statecounty,MNf_Martin,MN_Martin
2362.countytwo,LajasM unicipio,Lajas Municipio
1793.fipstwo,f8057,f38057
317.statecounty,AK_Lake and Peninsula Borough,CT_Middlesex
3189.statecounty,W_Monroe,WV_Monroe
1065.fipstwo,f21113,f21131
210.fips,2105.0,6037
2928.countytwo,Cumbevrland ,Cumberland 
1857.county,Hlal ,Hall 
32.fipstwo,f02150,f01005
1588.countytwo,Scot t,Scott 
1199.county,Anne Aruvndel ,Anne Arundel 
524.statefips,29,13
1868.county,eith ,Keith 
1699.countytwo,Franjklin ,Franklin 
1997.county,Cayga ,Cayuga 
1143.statevalue,LgA,LA
1051.statevalue,Y,KY
2281.statevalue,AP,PA
2343.statecounty,PR_Coamo Mnuicipio,PR_Coamo Municipio
1608.fipstwo,f21863,f28163
2487.statevalue,SxD,SD
2474.statevalue,SoD,SD
681.fipstwo,f6049,f16049
1585.statecounty,S_Prentiss,MS_Prentiss
1909.statecounty,NE_Wheeelr,NE_Wheeler
337.statecounty,AK_Dillingham Census Area,FL_Columbia
3046.countytwo,Windsorg ,Windsor 
311.statecounty,AK_Haines Borough,CO_Washington
329.fips,2013.0,12007
3105.countytwo,Fonddu Lac ,Fond du Lac 
2218.statevalue,oOK,OK
132.fips,1045.0,5071
310.statecounty,AL_Montgomery,CO_Teller
1488.fipstwo,29161,f29161
83.fips,2170.0,1107
555.fipstwo,f1z5005,f15005
982.county,Sewrd ,Seward 
374.fipstwo,f08101,f12097
3168.countytwo,ilmer ,Gilmer 
2141.fipstwo,fn39175,f39175
1374.countytwo,Nrman ,Norman 
2946.county,Gloucestmer ,Gloucester 
278.fipstwo,f02016,f08055
329.statevalue,FzL,FL
91.statevalue,hAL,AL
2693.statecounty,TX_Fio,TX_Frio
297.county,Juneau City and Borough,Park 
641.statecounty,IA_Siowux,IA_Sioux
414.countytwo,Carrogll ,Carroll 
680.statecounty,ID_Goodign,ID_Gooding
243.statecounty,AK_Hoonah-Angoon Census Area,CA_Tehama
307.fips,2170.0,8113
24.county,Southeast Faijrbanks Census Area,Southeast Fairbanks Census Area
121.fipstwo,f01003,f05049
1149.countytwo,afourche ,Lafourche 
1279.statecounty,MI_Keweensaw,MI_Keweenaw
2283.countytwo,uFlton ,Fulton 
568.statefips,99,19
416.statefips,16,13
346.fips,1023.0,12043
2959.statecounty,VA_Isleof Wight,VA_Isle of Wight
2960.statecounty,VA_Jamse City,VA_James City
427.statevalue,A,GA
332.statevalue,zFL,FL
694.statecounty,ID_Paytete,ID_Payette
1481.fipstwo,f2147,f29147
397.statecounty,AK_Matanuska-Susitna Borough,GA_Baldwin
191.fips,2020.0,4027
152.fipstwo,f02282,f05111
75.fips,2105.0,1091
73.county,Dillingham Census Area,Macon 
1324.statevalue,N,MN
841.statevalue,N,IN
2051.countytwo,Westchesterr ,Westchester 
118.county,Drwe ,Drew 
358.fipstwo,f01029,f12067
1898.statecounty,E_Sheridan,NE_Sheridan
1220.countytwo,Wicomikco ,Wicomico 
315.fipstwo,f02188,f09003
3152.countytwo,Washingtn ,Washington 
1920.fipstwo,f3019,f33019
1057.county,Johnosn ,Johnson 
2109.fipstwo,f3111,f39111
1435.countytwo,Craford ,Crawford 
869.countytwo,Putnm ,Putnam 
2074.statevalue,HO,OH
2512.countytwo,Turneri ,Turner 
212.county,Mafrin ,Marin 
1214.statevalue,DM,MD
312.fipstwo,f02016,f08123
253.fipstwo,f02013,f08007
251.county,Almaosa ,Alamosa 
2335.fipstwo,f27027,f72027
293.fips,2100.0,8085
46.fipstwo,f02130,f01033
147.fips,2060.0,5101
74.fipstwo,f02020,f01089
74.county,Aleutians West Census Area,Madison 
1599.county,Unionk ,Union 
187.county,oPima ,Pima 
378.statecounty,AK_Bethel Census Area,FL_Polk
1840.fipstwo,f3104w5,f31045
1295.statecounty,MI_Monore,MI_Monroe
238.county,Bristol Bay Borough,Siskiyou 
756.county,Macopin ,Macoupin 
1035.statevalue,KxY,KY
2722.statevalue,XT,TX
213.county,Anchorage Municipality,Mariposa 
258.fips,2070.0,8015
2887.county,evier ,Sevier 
1529.statevalue,SM,MS
338.statecounty,AK_Anchorage Municipality,FL_DeSoto
3120.statevalue,hWI,WI
2541.statevalue,NT,TN
2275.countytwo,Cumbherland ,Cumberland 
1009.countytwo,Bod ,Boyd 
850.statecounty,IN_gMadison,IN_Madison
630.statefips,94,19
1309.statevalue,aMI,MI
350.statevalue,L,FL
135.fipstwo,f01099,f05077
1131.statecounty,AL_Cameron,LA_Cameron
24.countytwo,Southeast airbanks Census Area,Southeast Fairbanks Census Area
1588.county,Sott ,Scott 
119.statecounty,AK_Prince of Wales-Hyder Census Area,AR_Faulkner
425.statecounty,GA_Cbb,GA_Cobb
2979.statevalue,A,VA
571.countytwo,Carrollf ,Carroll 
1760.fipstwo,f3711,f37191
1969.fipstwo,f30551,f35051
1441.countytwo,Dougldas ,Douglas 
522.statefips,65,13
2027.fipstwo,f36017,f36071
1598.county,Tuinca ,Tunica 
2708.statevalue,X,TX
2608.statevalue,N,TN
2543.statecounty,TjN_Gibson,TN_Gibson
2098.countytwo,Lcking ,Licking 
58.fips,2016.0,1057
298.statecounty,AK_Kenai Peninsula Borough,CO_Phillips
248.statefips,2.0,6
678.statecounty,ID_rFemont,ID_Fremont
862.fipstwo,f18119***,f18119
2396.county,Vieques uMunicipio,Vieques Municipio
2301.statevalue,A,PA
1761.statecounty,N_CWilkes,NC_Wilkes
2064.countytwo,Champaig ,Champaign 
2464.fipstwo,f4029,f46029
2401.statecounty,RI_Kecnt,RI_Kent
2521.fipstwo,f40709,f47009
939.statecounty,KyS_Jewell,KS_Jewell
2389.fipstwo,f72m133,f72133
785.county,cott ,Scott 
123.statefips,2.0,5
302.county,Denali Borough,Rio Blanco 
84.statefips,2.0,1
1218.countytwo,Talbto ,Talbot 
2265.countytwo,Cmabria ,Cambria 
2076.county,Fiarfield ,Fairfield 
214.county,Menodcino ,Mendocino 
263.statefips,2.0,8
133.statecounty,AK_Dillingham Census Area,AR_Lafayette
377.statecounty,AK_Aleutians East Borough,FL_Pinellas
621.fipstwo,f9127,f19127
616.statecounty,IA_Lucsa,IA_Lucas
101.county,Juneau City and Borough,Boone 
62.statecounty,AK_North Slope Borough,AL_Hale
2631.statecounty,TX_Brazorai,TX_Brazoria
580.statevalue,A,IA
430.fipstwo,f1k3077,f13077
311.fips,2110.0,8121
1966.countytwo,San Miuel ,San Miguel 
1371.countytwo,urray ,Murray 
660.fipstwo,fb16007,f16007
1185.county,eBrkshire ,Berkshire 
3001.statecounty,VA_Ridchmond,VA_Richmond
244.statefips,2.0,6
156.fips,1041.0,5119
2397.statevalue,R,PR
132.statevalue,R,AR
152.fips,2070.0,5111
1785.statecounty,qND_Hettinger,ND_Hettinger
2214.county,Wagooner ,Wagoner 
2718.fipstwo,f48h213,f48213
1279.statevalue,IM,MI
1771.statevalue,D,ND
240.fipstwo,f01025,f06097
3071.county,Paific ,Pacific 
930.statecounty,yKS_Greeley,KS_Greeley
1389.countytwo,cott ,Scott 
1310.statevalue,IM,MI
1529.fipstwo,f2805,f28005
444.statefips,64,13
1305.statevalue,MvI,MI
77.fips,2050.0,1095
2682.statecounty,TXEllis,TX_Ellis
969.countytwo,Pottakwatomie ,Pottawatomie 
248.fips,2013.0,6113
24.statevalue,K,AK
491.statefips,36,13
1381.statecounty,M_Pope,MN_Pope
3139.countytwo,Roc k,Rock 
2466.countytwo,uster ,Custer 
2026.countytwo,Ontairo ,Ontario 
532.statefips,108,13
2012.fipstwo,f6041,f36041
2619.fipstwo,f4801r5,f48015
226.county,Haines Borough,San Benito 
430.statecounty,tGA_Coweta,GA_Coweta
350.fips,2020.0,12051
658.countytwo,mAdams ,Adams 
474.statevalue,A,GA
2295.statecounty,PA_Lycloming,PA_Lycoming
3087.county,shland ,Ashland 
3099.statevalue,WnI,WI
1493.countytwo,Putknam ,Putnam 
1729.statecounty,NC_Nw Hanover,NC_New Hanover
2738.statecounty,TX_Joens,TX_Jones
2620.countytwo,Baliey ,Bailey 
1048.statevalue,KlY,KY
302.statecounty,AK_Hoonah-Angoon Census Area,CO_Rio Blanco
1666.countytwo,Aelxander ,Alexander 
157.statecounty,AK_Anchorage Municipality,AR_Randolph
1785.statevalue,DN,ND
283.fips,2016.0,8067
2984.statevalue,A,VA
2418.fipstwo,45027,f45027
2630.county,Bowieg ,Bowie 
318.fipstwo,f02110,f09009
161.statefips,2.0,5
104.statefips,2.0,5
492.countytwo,Mileler ,Miller 
538.statefips,35,13
2976.countytwo,Mecklenfburg ,Mecklenburg 
266.county,Denxver ,Denver 
168.fipstwo,f02016,f05143
1228.statevalue,E,ME
2642.statecounty,TX_Camron,TX_Cameron
105.fips,2013.0,5017
2683.countytwo,Ertah ,Erath 
282.statefips,2.0,8
2487.countytwo,oJnes ,Jones 
2185.statevalue,KO,OK
2048.county,Warern ,Warren 
2483.countytwo,Hutchison ,Hutchinson 
61.fips,2122.0,1063
1835.countytwo,Cla y,Clay 
483.county,ong ,Long 
148.county,Aleutians West Census Area,Ouachita 
411.statevalue,A,GA
2869.statevalue,T,UT
1957.statevalue,MN,NM
713.county,Caly ,Clay 
176.statecounty,CA_San Joaquin,AS_Western District
2270.county,Clrion ,Clarion 
1190.fipstwo,sf25013,f25013
2158.countytwo,eCotton ,Cotton 
2854.countytwo,Wchita ,Wichita 
1525.fipstwo,69110,f69110
1700.county,Gasto n,Gaston 
186.statecounty,AK_Lake and Peninsula Borough,AZ_Navajo
697.countytwo,Tweton ,Teton 
26.statevalue,zAK,AK
2029.countytwo,Osewego ,Oswego 
359.statevalue,L,FL
3115.fipstwo,fj55059,f55059
669.county,Catmas ,Camas 
