OBJECTID,MTRS,MIN_YEAROBS,MAX_YEAROBS,LAST_COUNTY,Shape__Area,Shape__Length
697,M 40N 08W 34,2018,2018,Siskiyou,4476170.25390625,8467.83700005083
698,H 10N 02E 24,2016,2021,Humboldt,3858962.21875,7881.00057401803
699,M 40N 03W 25,2021,2021,Siskiyou,4533495.4296875,8519.87525282839
700,H 10N 03E 19,2016,2019,Humboldt,4585247.28125,8567.55562052432
701,M 40N 02W 29,2012,2013,Siskiyou,4563144.00390625,8550.91936034501
702,H 10N 03E 21,2014,2020,Humboldt,4710058.8671875,8691.56985667239
703,H 10N 03E 22,2015,2020,Humboldt,4744206.58984375,8885.89675985646
704,H 10N 03E 23,2014,2022,Humboldt,4897173.19140625,8857.92213995645
705,H 10N 05E 24,1992,1992,Humboldt,4609874.88671875,8613.69164685168
706,H 10N 06E 19,2017,2018,Humboldt,4615564.97265625,8603.2678836447
707,H 10N 05E 23,2017,2021,Humboldt,5334540.75,9241.00929377115
708,H 10N 05E 22,2010,2018,Humboldt,4860772.69921875,8876.81802423194
709,M 39N 12W 13,2018,2018,Siskiyou,4461653.953125,8451.12878391294
710,M 39N 11W 11,2011,2011,Siskiyou,4597134.48046875,8577.11067926859
711,H 10N 02E 29,2018,2022,Humboldt,4829428.4453125,8794.95750873932
712,H 10N 02E 28,2019,2019,Humboldt,4301516.6171875,8423.63626408084
713,M 40N 04W 33,2022,2022,Siskiyou,4552214.69921875,8534.85383318444
714,H 10N 01E 29,2015,2015,Humboldt,4818296.9609375,8783.34866428075
715,H 10N 02E 27,2017,2017,Humboldt,5166733.76171875,9118.62160337026
716,H 10N 01E 28,2013,2019,Humboldt,4479504.484375,8474.65171913147
717,H 10N 01E 27,2019,2019,Humboldt,4068414.140625,8180.34570476805
718,H 10N 02E 26,2018,2021,Humboldt,4638120.6953125,8620.38400298138
719,H 10N 02E 25,2017,2021,Humboldt,4044768.74609375,8070.13908942967
720,H 10N 03E 30,2015,2022,Humboldt,4582041.87109375,8565.53706584965
721,H 10N 03E 29,2013,2020,Humboldt,4600064.26953125,8588.0216192178
722,H 10N 01E 25,1999,2001,Humboldt,3240376.1875,7236.43530337312
723,H 10N 03E 28,2016,2022,Humboldt,4721673.82421875,8705.44604623539
724,M 40N 02W 34,2017,2017,Siskiyou,4853765.33984375,8812.47539178547
725,H 10N 03E 27,2013,2021,Humboldt,4645685.21484375,8624.15642175796
726,H 10N 03E 25,2012,2020,Humboldt,4560339.12109375,8592.03462449111
727,H 10N 03E 26,2012,2021,Humboldt,4749960,8727.24972355474
728,H 10N 05E 25,2018,2021,Humboldt,4637660.5546875,8652.90492768883
729,H 10N 05E 26,2017,2021,Humboldt,5011244.421875,8994.90193548242
730,M 39N 11W 18,2015,2022,Siskiyou,2238615.91796875,6264.48886081546
731,H 10N 06E 29,1991,1991,Humboldt,4359071.66015625,8362.71597478485
732,H 10N 05E 28,2018,2021,Humboldt,4702180.390625,8675.57568636979
733,M 39N 12W 24,2012,2022,Siskiyou,4838296.68359375,8804.80850263933
734,H 10N 05E 27,2018,2021,Humboldt,4710772.59765625,8682.01589712247
735,M 40N 10E 26,2007,2013,Modoc,4651477.7265625,8627.92495599879
736,H 10N 02E 31,2021,2021,Humboldt,4092160.33203125,8132.82319190137
737,H 10N 02E 33,2018,2018,Humboldt,4573974.5078125,8531.17326370587
738,H 10N 02E 34,2018,2020,Humboldt,4811505.07421875,8767.04278660132
739,H 10N 01E 33,2013,2022,Humboldt,4441861.59765625,8455.69562360074
740,H 10N 02E 35,2015,2019,Humboldt,4418052.2421875,8412.24506811188
741,H 10N 02E 36,2014,2022,Humboldt,4315536.22265625,8303.47362092969
742,H 10N 03E 31,2016,2021,Humboldt,4432129.203125,8426.3365685992
743,H 10N 03E 32,2016,2019,Humboldt,4402128.9609375,8399.44108162929
744,H 10N 03E 33,2018,2021,Humboldt,4355798.73046875,8304.63045319058
745,H 10N 03E 34,2014,2021,Humboldt,4043150.05859375,8070.1723803325
746,M 39N 01E 05,2011,2021,Siskiyou,7406094.8515625,11207.3665411258
747,H 10N 03E 35,2019,2021,Humboldt,4440467.0859375,8485.23188757279
748,M 39N 01E 01,2012,2012,Siskiyou,7388519.6484375,11170.7656307676
749,H 09N 01E 01,2002,2002,Humboldt,4480494.30078125,8481.76200946404
750,H 09N 02E 06,2000,2002,Humboldt,4749723.22265625,8728.54804676388
751,H 09N 02E 05,2000,2000,Humboldt,4230010.66796875,8253.49534044767
752,H 09N 01E 05,2016,2022,Humboldt,4669617.7890625,8651.34904031787
753,H 09N 02E 03,2015,2018,Humboldt,4519143.8046875,8508.30265684103
754,H 09N 01E 04,2014,2021,Humboldt,4519351.3984375,8503.8302518137
755,H 09N 02E 02,2015,2019,Humboldt,4433794.0625,8432.07435413719
756,H 09N 02E 01,2014,2022,Humboldt,4237179.4296875,8256.86170091086
757,H 09N 03E 06,2016,2021,Humboldt,3724421.484375,7745.37702178349
758,H 09N 03E 05,2013,2020,Humboldt,3652711.11328125,7688.92552735147
759,H 09N 03E 04,2016,2022,Humboldt,3824678.4140625,8012.8741444546
760,H 09N 03E 03,2013,2014,Humboldt,4574858.140625,8614.84520554164
761,M 39N 01W 11,2021,2021,Siskiyou,4600126.79296875,8580.34414826014
762,H 09N 04E 05,2021,2022,Humboldt,4827739.6484375,8959.99819077714
763,H 09N 04E 04,2021,2021,Humboldt,4598036.1171875,8577.42469747079
764,H 09N 04E 03,2022,2022,Humboldt,4531055.70703125,8518.65760870421
765,M 39N 11W 27,2003,2022,Siskiyou,4585087.3671875,8565.87731556639
766,H 09N 04E 01,2004,2004,Humboldt,6378635.1875,11021.3324962061
767,H 09N 05E 02,2017,2021,Humboldt,6760230.7109375,10469.1747881667
768,M 39N 11W 25,2020,2020,Siskiyou,4511271.1171875,8496.68855429686
769,H 09N 02E 07,1997,1997,Humboldt,5769566.62109375,9655.51769422531
770,H 09N 01E 07,2017,2018,Humboldt,4159472.92578125,8206.08383784106
771,H 09N 01E 08,2015,2015,Humboldt,4580130.64453125,8560.6780743445
772,H 09N 02E 11,2015,2015,Humboldt,4558790.53515625,8543.16769440735
773,H 09N 03E 07,2013,2021,Humboldt,4154943.7421875,8202.51870895538
774,H 09N 03E 08,2016,2016,Humboldt,4814123.359375,8823.70808803962
775,H 09N 03E 09,2016,2020,Humboldt,4748217.68359375,8878.974485194
776,M 39N 01E 09,2011,2011,Siskiyou,4553444.12109375,8536.76842071605
777,H 09N 02E 12,2019,2021,Humboldt,4546785.65234375,8534.14558809254
778,M 39N 03W 16,2016,2016,Siskiyou,4667732.40625,8643.77096569713
779,M 39N 03W 15,2014,2015,Siskiyou,4666227.2421875,8640.69765506015
780,H 09N 03E 10,2013,2017,Humboldt,3831985.93359375,7945.85868029837
781,H 09N 04E 08,2022,2022,Humboldt,4846244.65234375,8947.86200257665
782,H 09N 04E 09,2021,2022,Humboldt,6310968.1328125,11013.7422102458
783,M 39N 11W 32,2014,2022,Siskiyou,2689557.23828125,6758.15403229213
784,M 39N 11W 33,2014,2022,Siskiyou,4595631.9765625,8575.39694775438
785,H 09N 03E 11,2018,2019,Humboldt,4651931.6484375,8630.50288087458
786,M 39N 11W 34,2003,2015,Siskiyou,4619643.125,8597.87627737869
787,M 39N 06W 26,2010,2010,Siskiyou,4102777.265625,8428.74156971147
788,H 09N 01E 15,2020,2020,Humboldt,5110753.88671875,9113.72483391587
789,H 09N 05E 11,2020,2020,Humboldt,5492740.37109375,10770.77258097
790,H 09N 02E 14,2017,2021,Humboldt,4251150.359375,8310.67432817344
791,H 09N 02E 13,2001,2021,Humboldt,4566246.44921875,8549.3659217764
792,M 39N 01E 15,2013,2013,Siskiyou,4677446.71875,8652.09234352759
793,H 09N 03E 18,2015,2021,Humboldt,4393596.921875,8407.08106400567
794,H 09N 03E 16,2018,2018,Humboldt,4399978.5390625,8824.1930956422
795,M 39N 01E 14,2004,2012,Siskiyou,4649241.04296875,8625.74409596833
796,M 39N 02E 17,2014,2014,Siskiyou,4596527.25390625,8576.05561691694
797,M 38N 12W 10,2019,2020,Siskiyou,4598721.07421875,8579.44181329387
798,H 09N 03E 15,2019,2019,Humboldt,2835342.8671875,8201.23759962847
799,M 38N 11W 05,2022,2022,Siskiyou,2702707.375,6803.73046585536
800,M 38N 11W 04,2018,2018,Siskiyou,4593170.35546875,8573.45981806297
801,H 09N 05E 14,2020,2020,Humboldt,5716217.9296875,10472.6389672012
802,H 09N 01E 20,2021,2021,Humboldt,4642716.578125,8619.80668841665
803,H 09N 05E 18,1992,1992,Humboldt,4505765.359375,8490.94131707834
804,M 39N 01E 23,2011,2013,Siskiyou,4702523.61328125,8675.08753657
805,M 39N 01E 24,2004,2005,Siskiyou,4595200.4453125,8574.8958954909
806,H 09N 01E 23,2016,2018,Humboldt,4521843.15625,8441.20613186104
807,M 39N 03W 26,2017,2017,Siskiyou,4461531.67578125,8449.70732874408
808,M 38N 12W 13,2011,2022,Siskiyou,4562244.28125,8538.43162237623
809,H 09N 07E 15,2011,2011,Siskiyou,4552798.0625,8535.30450846669
810,M 38N 11W 08,2022,2022,Siskiyou,1368837.05859375,4708.26655915971
811,M 39N 01E 25,2018,2018,Siskiyou,4593200.87890625,8573.71822096978
812,M 38N 12W 23,2021,2021,Siskiyou,4558864.046875,8541.97511288776
813,M 38N 12W 24,2015,2017,Siskiyou,4430833.37890625,8422.34345989984
814,H 09N 01W 36,2017,2017,Humboldt,4476942.5859375,8468.46839234266
815,H 09N 01E 31,2017,2017,Humboldt,4519033.19921875,8499.19467810754
816,H 09N 03E 31,2018,2021,Humboldt,4806870.2734375,8771.33528791376
817,M 38N 03W 04,2015,2015,Shasta,4279093.8125,8297.7546836533
818,M 38N 03W 03,2013,2015,Shasta,4444576.546875,8437.04710561549
819,M 39N 02E 35,2022,2022,Shasta,4603458.15234375,8583.39301433265
820,M 39N 03E 32,2019,2019,Shasta,4571444.875,8553.98292039869
821,H 09N 01E 36,2016,2016,Humboldt,4308974.27734375,8312.46265220852
822,H 08N 01W 03,2021,2021,Humboldt,1188547.953125,6113.39322817927
823,H 08N 02E 02,2019,2019,Humboldt,4652850.078125,8649.05157898353
824,H 08N 02E 01,2018,2021,Humboldt,4583414.390625,8571.66020668054
825,M 38N 03W 10,2013,2021,Shasta,4488036.83984375,8475.89374660219
826,H 08N 03E 06,2020,2021,Humboldt,4550783.8515625,8594.66200794237
827,H 08N 02E 05,2018,2018,Humboldt,4794182.1953125,8799.17596583073
828,H 09N 06E 31,2020,2020,Humboldt,5229454.8125,9165.20541489587
829,H 08N 03E 05,2020,2020,Humboldt,4652199.54296875,8628.08165069844
830,H 08N 01E 01,2017,2019,Humboldt,4678827.22265625,8654.87516406302
831,H 09N 06E 32,2015,2020,Humboldt,5090189.65234375,9039.08548057724
832,M 38N 03E 06,2021,2021,Shasta,4553815.86328125,8536.97052053613
833,M 38N 11W 33,2011,2011,Siskiyou,4154662.5078125,8166.43171219674
834,M 38N 11W 32,2015,2019,Siskiyou,4111491.203125,8118.66203761364
835,M 38N 04W 19,2019,2019,Shasta,4499802.92578125,8492.37964611139
836,H 08N 02E 10,2016,2018,Humboldt,4393796.7734375,8406.11711494827
837,H 08N 02E 11,2015,2021,Humboldt,4613698.7265625,8596.28343202162
838,M 38N 04W 24,2019,2019,Shasta,3929781.1953125,7929.67079642831
839,H 08N 01E 10,2005,2019,Humboldt,4748723.89453125,8716.87906666744
840,H 08N 02E 12,2013,2021,Humboldt,4510965.12109375,8498.97842732329
841,M 38N 03W 15,2013,2014,Shasta,4471051.80859375,8457.55566194039
842,H 08N 01E 11,2018,2021,Humboldt,4681783.21875,8655.43568256106
843,M 38N 03W 13,2015,2022,Shasta,4506692.08984375,8494.28902866866
844,H 08N 01E 12,2014,2022,Humboldt,4730903.3671875,8705.19896506705
845,M 38N 02W 19,2015,2017,Shasta,2871177.85546875,6993.76031302856
846,M 38N 02E 12,2021,2021,Shasta,4657436.9140625,8632.87421626825
847,H 08N 06E 06,2020,2020,Humboldt,4735278.5078125,8701.56638245571
848,M 38N 03E 11,2020,2020,Shasta,4583717.6640625,8564.46133146805
849,M 37N 11W 05,2016,2017,Siskiyou,4574065.8671875,8568.54415271823
850,M 37N 11W 04,2021,2021,Siskiyou,4575351.48046875,8553.27734302493
851,M 38N 04W 25,2016,2016,Shasta,4424011.828125,8442.26622837138
852,H 08N 04E 12,1991,1991,Humboldt,4449028.3515625,8432.44393310347
853,H 08N 05E 07,1991,1991,Humboldt,4458547.7421875,8454.93966840055
854,H 08N 02E 14,2021,2021,Humboldt,4668456.78125,8646.05113734995
855,H 08N 02E 15,2022,2022,Humboldt,4525090.80078125,8534.36483380023
856,H 08N 01E 15,2021,2021,Humboldt,4987268.78515625,8935.23603134299
857,M 38N 03W 22,2015,2021,Shasta,4487611.55859375,8474.84625951829
858,H 08N 02E 13,2014,2022,Humboldt,4578143.20703125,8562.68337470032
859,H 08N 05E 08,1992,1992,Humboldt,4397833.78515625,8389.08961216503
860,H 08N 03E 18,2013,2021,Humboldt,4715452.6953125,8686.68741075318
861,H 08N 01E 14,2005,2021,Humboldt,4842871.59765625,8803.77936950915
862,H 08N 01E 13,2014,2015,Humboldt,4789804.73046875,8760.91513297094
863,H 08N 06E 07,2015,2021,Humboldt,4424595.0703125,8417.55303757943
864,M 38N 03E 14,2020,2020,Shasta,4535725.3203125,8519.6283966808
865,M 37N 11W 08,2011,2011,Siskiyou,4335264.47265625,8330.34200880492
866,M 37N 11W 09,2015,2015,Siskiyou,4493583.71484375,8481.29672463733
867,M 38N 04W 36,2019,2019,Shasta,4548368.80859375,8532.51407550517
868,M 38N 03W 26,2016,2016,Shasta,4517344.41015625,8502.20207941546
869,H 08N 02E 24,2012,2019,Humboldt,4622920.53515625,8605.86907423647
870,M 38N 03W 25,2017,2017,Shasta,4655379.48046875,8630.61564734074
871,H 08N 02E 21,2016,2016,Humboldt,4669675.71875,8664.23713987246
872,H 08N 03E 19,2013,2021,Humboldt,4759159.9765625,8727.45497144287
873,M 38N 01W 32,2017,2017,Shasta,4700670.5390625,8690.2231809937
874,H 08N 01E 29,2014,2022,Humboldt,4552549.52734375,8537.21925963627
875,H 08N 01E 28,2015,2015,Humboldt,4685362.27734375,8606.18229683656
876,H 08N 02E 25,2016,2016,Humboldt,4601823.80078125,8582.03786024273
877,H 08N 03E 30,2002,2022,Humboldt,4532208.1640625,8517.27453858426
878,H 08N 01E 25,2020,2020,Humboldt,4645395.24609375,8622.46437185382
879,H 08N 02E 28,2018,2018,Humboldt,4542494.14453125,8536.4486454034
880,M 38N 02E 26,2021,2021,Shasta,4552324.14453125,8537.58587053347
881,M 37N 02W 04,2011,2011,Shasta,4823986.98828125,8787.1941489312
882,M 37N 11W 23,2011,2011,Siskiyou,4546801.4375,8531.66677119628
883,M 37N 01E 04,2019,2019,Shasta,4322914.328125,8300.41477329007
884,M 37N 01E 02,2019,2019,Shasta,4098102.69921875,8101.68296341425
885,H 08N 01E 32,2020,2020,Humboldt,4555627.28125,8537.79957494499
886,H 08N 01E 33,2015,2020,Humboldt,4657315.58203125,8634.85312809943
887,H 08N 01E 34,2013,2020,Humboldt,4623220.48828125,8601.89419585948
888,H 08N 02E 35,2013,2020,Humboldt,4865997.67578125,8828.85702750947
889,H 08N 02E 36,2014,2021,Humboldt,4612323.12890625,8592.11158870273
890,H 08N 01E 36,2021,2021,Humboldt,4729357.46484375,8715.88588724438
891,H 08N 03E 31,2015,2022,Humboldt,4573957.6875,8562.59639658937
892,H 08N 02E 31,2021,2021,Humboldt,4512158.27734375,8516.71295890112
893,H 08N 06E 30,2020,2020,Humboldt,4595068.26171875,8726.86761993266
894,M 37N 01E 08,2019,2019,Shasta,4438771.00390625,8428.92886702904
895,M 37N 01E 11,2019,2019,Shasta,4221853.15625,8228.46379527689
896,H 07N 01E 04,2019,2020,Humboldt,4574025.03515625,8555.01822361394
897,H 07N 01E 03,2020,2021,Humboldt,4546156.15625,8529.66811552571
898,M 37N 02E 08,2021,2021,Shasta,1857131.21484375,5993.64912604228
899,H 07N 02E 02,2014,2014,Humboldt,5168366.98046875,9105.95785278694
900,H 07N 02E 01,2018,2020,Humboldt,4913603.8359375,8921.44681388075
901,H 07N 03E 06,2012,2022,Humboldt,4593432.6171875,8574.70051994112
902,M 37N 02E 11,2017,2017,Shasta,1907834.9140625,6060.503383084
903,H 08N 06E 31,2010,2020,Humboldt,4619398.5390625,8599.39017341103
904,M 37N 02E 12,2012,2012,Shasta,1886848.98046875,6010.3414203064
905,H 07N 03E 05,2021,2021,Humboldt,4663683.234375,8639.89073648162
906,H 08N 06E 32,2020,2020,Humboldt,4590355.30078125,8575.29991199462
907,M 37N 08W 23,2020,2020,Trinity,4701907.4453125,8677.86933268931
908,M 37N 01E 18,2019,2019,Shasta,4642789.15625,8623.24333511793
909,M 37N 01W 14,2017,2017,Shasta,4421706.22265625,8429.09292113895
910,M 37N 01E 17,2015,2015,Shasta,4423300.0546875,8413.71971553882
911,M 37N 01W 15,2017,2017,Shasta,4410473.609375,8402.07702508579
912,M 37N 02E 14,2014,2021,Shasta,4608557.34765625,8587.62432949304
913,M 37N 04W 21,2017,2020,Shasta,4790163.16796875,8755.96745816513
914,H 07N 01E 08,2021,2021,Humboldt,4463057.63671875,8470.69827456947
915,H 07N 01E 09,2019,2019,Humboldt,4595685.33203125,8550.99212841492
916,H 07N 05E 05,1991,1991,Humboldt,10654518.7109375,13261.355776178
917,H 07N 05E 04,2020,2020,Humboldt,7798280.66015625,11826.8400867343
918,H 07N 01E 10,2019,2019,Humboldt,4442795.5390625,8433.8303565288
919,H 07N 05E 03,2020,2020,Humboldt,8598256.7421875,12183.0169121088
920,H 07N 01E 11,2014,2016,Humboldt,4404968.75,8403.75360205661
921,H 07N 05E 02,2006,2006,Humboldt,7960173.0078125,11807.0249994279
922,H 07N 03E 07,2014,2021,Humboldt,4590833.69140625,8568.96982754123
923,H 07N 02E 12,2020,2020,Humboldt,4699414.296875,8788.97202798328
924,H 07N 03E 08,2012,2022,Humboldt,4565719.66015625,8547.15106682602
925,H 07N 06E 05,2020,2020,Humboldt,7879399.28515625,11609.0080318956
926,M 37N 07W 27,2003,2010,Trinity,4502050.1640625,8489.37806068399
927,H 07N 01E 16,2000,2021,Humboldt,4584344.4140625,8565.28018850235
928,H 07N 01E 15,2004,2020,Humboldt,4661598.74609375,8637.9513309603
929,H 07N 01E 14,2014,2022,Humboldt,4692362.1875,8666.22771585027
930,H 07N 03E 18,2014,2020,Humboldt,4748264.296875,8724.09022364106
931,H 07N 02E 17,2018,2019,Humboldt,4696816.95703125,8699.22721089166
932,H 07N 03E 17,2014,2021,Humboldt,4697435.9375,8664.36402424785
933,H 07N 02E 16,2018,2019,Humboldt,4747572.75,8697.11526083962
934,H 07N 03E 16,2013,2019,Humboldt,4825914.60546875,8785.96349304809
935,M 37N 08W 34,2014,2014,Trinity,4490744.2578125,8478.79866317378
936,M 37N 07W 34,2010,2019,Trinity,4476639.1328125,8464.7422216112
937,H 07N 05E 08,2012,2012,Humboldt,5367598.5546875,9521.41866976094
938,H 07N 04E 13,1989,1989,Humboldt,4176603.83984375,9580.81346496236
939,H 07N 05E 09,2013,2013,Humboldt,4220813.65234375,8561.43408449627
940,H 07N 05E 10,2007,2018,Humboldt,4442552.9609375,8721.06284830427
941,H 07N 06E 08,2020,2020,Humboldt,4607452.65625,8984.43709349619
942,H 07N 01E 22,2018,2019,Humboldt,4515322.546875,8500.14073100607
943,H 07N 01E 23,2018,2018,Humboldt,4622083.140625,8574.8413673227
944,H 07N 03E 19,2013,2019,Humboldt,4854995.4296875,8818.41458139102
945,H 07N 02E 21,2005,2019,Humboldt,4616501.70703125,8645.96962943027
946,H 07N 03E 20,2007,2021,Humboldt,4541856.70703125,8526.25339559867
947,H 07N 03E 21,2012,2021,Humboldt,4600809.90625,8582.02398041384
948,H 07N 02E 22,2019,2019,Humboldt,4615345.97265625,8605.98852091467
949,M 37N 01W 33,1991,1991,Shasta,4306344.44140625,8304.01862159121
950,H 07N 05E 18,1989,1990,Humboldt,4238683.10546875,8236.35178122218
951,H 07N 05E 16,1985,2013,Humboldt,4614978.7890625,8581.01025067351
952,H 07N 05E 15,1993,2017,Humboldt,4663457.03125,8640.33738384549
953,H 07N 04E 24,1989,1990,Humboldt,4044270.13671875,9330.78042511566
954,H 07N 01E 29,2021,2021,Humboldt,4538976.6328125,8521.98534494991
955,H 07N 06E 17,2013,2013,Humboldt,4817699.5546875,8792.62568085627
956,H 07N 01E 28,2015,2019,Humboldt,4540680.78125,8523.76018626524
957,H 07N 01E 27,2014,2017,Humboldt,4513314.4765625,8498.20768049739
958,H 07N 02E 29,2018,2018,Humboldt,4570375.9765625,8552.09119418986
959,H 07N 02E 25,2016,2018,Humboldt,4213983.640625,8288.21862146687
960,H 07N 03E 30,2018,2018,Humboldt,4890745.15234375,8852.16039102085
961,H 07N 02E 28,2018,2020,Humboldt,4470208.22265625,8459.62673674153
962,H 07N 03E 29,2007,2022,Humboldt,4632911.4140625,8611.37651369176
963,H 07N 03E 28,2006,2021,Humboldt,4570755.5234375,8561.52794695574
964,H 07N 02E 27,2018,2019,Humboldt,4530853.53515625,8542.43509303219
965,H 07N 02E 26,2012,2017,Humboldt,4203326.58203125,8223.61689759255
966,M 36N 01E 03,2017,2017,Shasta,4035046.64453125,8040.27037529475
967,H 07N 05E 19,1990,2016,Humboldt,4291660.2421875,8329.68534323925
968,H 07N 05E 23,2013,2013,Humboldt,4634369.76953125,8615.70889037252
969,H 07N 05E 24,2018,2020,Humboldt,4605697.42578125,8588.47009987726
970,H 07N 01E 33,2013,2018,Humboldt,4567569.02734375,8548.9981671632
971,H 07N 06E 21,2007,2007,Humboldt,4426625.86328125,8416.98805067031
972,H 07N 01E 34,2016,2018,Humboldt,4545888.1953125,8528.5289274029
973,H 07N 01E 35,2013,2013,Humboldt,4452676.39453125,8441.373550763
974,H 07N 02E 32,2016,2016,Humboldt,4676534.625,8650.48295045244
975,H 07N 02E 36,2016,2020,Humboldt,4573756.3515625,8580.02450391625
976,H 07N 03E 31,2018,2021,Humboldt,4823109.2421875,8785.31370518395
977,H 07N 02E 33,2016,2021,Humboldt,4375364.61328125,8369.85065987156
978,H 07N 02E 35,2016,2020,Humboldt,4265598.21875,8287.44656506928
979,H 07N 03E 32,2013,2013,Humboldt,4788234.609375,8758.40859994743
980,H 07N 02E 34,2016,2018,Humboldt,4143519.80078125,8150.67287490618
981,H 07N 03E 33,2013,2021,Humboldt,4651859.5703125,8630.02988763821
982,M 36N 02E 11,2020,2020,Shasta,4513993.66015625,8500.59946003195
983,H 07N 05E 30,2014,2015,Humboldt,4013509.3828125,8123.65899663332
984,M 36N 03E 07,2020,2020,Shasta,4667790.875,8642.62514459428
985,H 07N 05E 28,1984,1984,Humboldt,4529032.234375,8538.75992051666
986,H 07N 05E 25,2011,2021,Trinity,4514570.58203125,8504.39730667372
987,H 06N 01E 05,2019,2019,Humboldt,4585039.33203125,8565.64822248634
988,H 07N 04E 35,1992,1992,Humboldt,5592423.75390625,9587.02886080759
989,H 06N 01E 04,2013,2013,Humboldt,4555041.51171875,8538.00721910314
990,H 06N 01E 03,2017,2017,Humboldt,4508983.66015625,8494.54557196575
991,H 06N 01E 02,2015,2015,Humboldt,4568288.5,8549.55634856347
992,M 36N 01W 18,2015,2015,Shasta,4825422.91796875,8855.72958933551
993,H 06N 02E 04,2015,2020,Humboldt,4631818.94140625,8619.10534439148
994,H 06N 02E 02,2016,2022,Humboldt,4826062.20703125,8793.29077278062
995,H 06N 03E 06,2017,2021,Humboldt,4501591.15625,8496.10489197274
996,H 06N 02E 03,2015,2021,Humboldt,4398396.90625,8403.2790972481
997,H 06N 03E 05,2011,2017,Humboldt,4711863.29296875,8684.66672317382
998,H 06N 03E 04,2013,2022,Humboldt,4639872.8984375,8622.44440337083
999,H 07N 05E 31,2012,2022,Humboldt,3763097.75390625,7860.51885436548
1000,H 06N 04E 04,1995,1995,Humboldt,4172672.85546875,8201.50649110196
1001,H 07N 05E 36,2021,2021,Trinity,4746888.28125,8720.85784905811
1002,H 07N 06E 31,2018,2018,Trinity,4737456.9140625,8709.08073887357
1003,H 06N 04E 03,1995,1999,Humboldt,3570709.3984375,7617.26892688186
1004,M 36N 01W 19,2019,2019,Shasta,4951049.0625,8945.63609213653
1005,H 06N 02E 12,2015,2019,Humboldt,4757306.5703125,8760.09157064491
1006,H 06N 03E 07,2014,2022,Humboldt,4686128.76953125,8671.75081116242
1007,H 06N 02E 10,2020,2021,Humboldt,4387641.6953125,8382.6357950269
1008,H 06N 02E 11,2018,2021,Humboldt,4674205.59765625,8664.17725129386
1009,H 06N 03E 08,2007,2020,Humboldt,4618320.35546875,8599.3011185177
1010,H 06N 03E 09,2006,2021,Humboldt,4796120.91015625,8765.06984675541
1011,M 36N 07W 27,2019,2019,Trinity,4547294.15625,8570.70598043021
1012,H 06N 05E 06,2016,2020,Humboldt,3888260.3046875,7940.91999651943
1013,M 36N 07W 25,2014,2014,Trinity,4705679.47265625,8684.40570705912
1014,M 36N 06W 30,2020,2020,Shasta,4961760.59375,8911.70751034413
1015,H 06N 05E 05,2012,2022,Humboldt,3949925.16796875,8036.94927403365
1016,H 06N 05E 04,2013,2013,Humboldt,4147314.72265625,8085.1528349466
1017,H 06N 05E 02,1981,2012,Trinity,4539239.28515625,8523.55182462426
1018,H 06N 04E 11,1991,1995,Humboldt,4296585.078125,8294.33635757499
1019,H 06N 06E 06,2010,2012,Trinity,3716457.44921875,7777.93898386762
1020,H 06N 06E 05,2011,2018,Trinity,3674355.71875,7718.1928706242
1021,H 06N 01E 14,2016,2016,Humboldt,4615835.5703125,8593.96706044017
1022,M 36N 02W 27,2015,2015,Shasta,4709320.80078125,8682.79119551268
1023,H 06N 02E 18,2020,2020,Humboldt,4605847.2109375,8578.4904952706
1024,M 36N 08W 32,2008,2008,Trinity,4326851.14453125,8337.34086035972
1025,H 06N 02E 16,2021,2021,Humboldt,4592769.765625,8573.78507279668
1026,H 06N 02E 15,2005,2022,Humboldt,4497510.5390625,8485.86952299141
1027,M 36N 08W 36,2008,2019,Trinity,4543056.1015625,8484.20328950907
1028,H 06N 02E 14,2020,2021,Humboldt,4460967.28515625,8452.92465903522
1029,H 06N 02E 13,2015,2021,Humboldt,4633761.30078125,8612.73272857103
1030,H 06N 03E 18,2019,2019,Humboldt,4640413.48828125,8617.26861064322
1031,H 06N 03E 17,2004,2020,Humboldt,4571698.94921875,8555.8395670536
1032,H 06N 05E 07,2019,2021,Humboldt,3827648.359375,7871.68556040082
1033,H 06N 03E 16,2006,2022,Humboldt,4700957.52734375,8672.94127993267
1034,M 36N 07W 36,2014,2014,Trinity,4852661.234375,8818.40658024084
1035,H 06N 03E 15,2017,2017,Humboldt,4463435.02734375,8455.02670553023
1036,H 06N 03E 14,2013,2019,Humboldt,5061811.21484375,9004.49881909917
1037,M 36N 06W 31,2020,2020,Shasta,4916642.9375,8875.83872851335
1038,H 06N 05E 08,2013,2022,Humboldt,3997838.9375,8049.14458553285
1039,H 06N 06E 07,1999,2010,Trinity,4955367.5625,8904.81386617925
1040,H 06N 05E 09,2014,2019,Humboldt,4197070.48046875,8216.35009976791
1041,H 06N 06E 09,2009,2012,Trinity,4691832.2578125,8666.96233891615
1042,H 06N 05E 11,1984,1984,Trinity,4482997.07421875,8471.20638228858
1043,H 06N 04E 15,2005,2022,Humboldt,4360836.80078125,8354.04183082444
1044,H 06N 04E 14,2004,2022,Humboldt,4279076.2421875,8277.44870292181
1045,H 06N 01E 20,2020,2021,Humboldt,4601247.703125,8580.22166056268
1046,H 06N 04E 13,2005,2022,Humboldt,3837815.3828125,8070.13486592382
