station(long),datevalue,latitude(double precision),longitude(double precision),elevation(double precision),namevalue,tempvalue(double precision),tempattributes(long),dewp(double precision),dewpattributes(long),slp(double precision),slpattributes(long),stp(double precision),stpattributes(long),visib(double precision),visibattributes(long),wdsp(double precision),wdspattributes(long),mxspd(double precision),gust(double precision),maxvalue(double precision),maxattributes,minvalue(double precision),minattributes,prcp(double precision),prcpattributes,sndp(double precision),frshtt(long)
72565003017,2018-08-11,39.8328,-104.6575,1837.1106138197736,"DENVER INTERNATIONAL AIRPORT, CO US",75.5,24,43.5,24,1052.586762234651,24,838.8,24,10.0,24,10.2,24,15.9,22.0,91.9,,59.0,,0.0,G,999.9,0
72565003017,2018-08-12,39.8328,-88.71299768788039,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",75.6,24,42.4,24,1012.6,24,836.5,24,10.0,14,13.9,24,18.1,28.0,91.9,,59.0,,0.0,G,999.9,0
72565003017,2018-08-13,25.674925877950244,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",71.3,24,44.0,24,1010.2,24,834.0,24,9.7,21,9.3,24,18.1,24.1,90.0,,53.1,,0.0,G,999.9,0
72565003017,2018-08-14,39.8328,-104.6575,828.7258256415465,"DENVER INTERNATIONAL AIRPORT, CO US",70.4,24,51.4,24,1011.2,22,834.6,24,8.5,28,7.7,32,20.0,27.0,89.1,,53.1,,0.0,G,999.9,100000
72565003017,2018-08-15,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",71.4,26,51.4,24,1011.2,24,834.5,13,9.7,24,11.1,24,33.0,46.0,88.0,,57.9,,0.38,G,999.9,10010
72565003017,2018-08-16,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",72.4,21,49.7,24,525.0883661302286,24,836.4,24,10.0,24,5.2,24,12.0,999.9,89.1,,59.0,,0.0,G,999.9,0
70311456543,2018-08-17,39.8328,-57.694891651028016,1247.80053203647,"DENVER INTERNATIONAL AIRPORT, CO US",73.6,15,51.0,24,1015.9,23,838.7,24,10.0,24,8.0,24,21.0,28.0,89.1,,59.0,,0.0,G,999.9,10
72565003017,2018-08-18,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",68.8,24,54.8,24,1351.7349096170756,24,837.3,16,10.0,24,11.5,24,21.0,29.9,89.1,,57.0,,0.0,G,999.9,10000
90580850941,2018-08-19,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",62.4,27,50.9,24,1016.1,23,837.4,24,10.0,24,10.2,16,22.9,34.0,79.0,,51.1,,0.07,G,999.9,10010
72565003017,2018-08-20,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",60.4,24,46.5,24,1019.5,24,839.7,17,5.5,24,6.3,24,20.0,22.0,75.9,,46.0,,0.01,G,999.9,0
72565003017,2018-08-21,39.8328,-129.39426496882254,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",63.4,24,43.0,24,1214.516916996557,24,838.9,26,6.7,23,10.2,24,19.0,28.9,80.1,,46.0,,0.0,G,999.9,10000
72565003017,2018-08-22,32.663772095506864,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",63.9,35,53.4,24,986.13040639411,21,839.8,24,6.4,24,7.4,24,22.9,32.1,81.0,,53.1,,0.0,G,999.9,110000
72565003017,2018-08-23,39.8328,-104.6575,1688.0141024594373,"DENVER INTERNATIONAL AIRPORT, CO US",73.6,35,47.0,24,1011.6,24,834.8,24,9.9,24,11.3,24,20.0,31.1,89.1,,55.9,,0.0,G,999.9,0
72565003017,2018-08-24,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",76.2,24,38.0,24,1008.3,24,832.9,16,8.7,24,9.3,24,17.1,21.0,90.0,,57.9,,0.0,G,999.9,0
72565003017,2018-08-25,24.7974921874826,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",76.8,17,39.9,24,1008.9,24,833.5,24,9.3,24,6.9,24,21.0,28.9,91.9,,61.0,,0.0,G,999.9,0
72565003017,2018-08-26,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",77.2,24,43.9,24,1006.6,23,831.6,24,10.0,24,9.6,24,24.1,36.9,93.9,,60.1,,0.0,G,999.9,10010
72565003017,2018-08-27,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",77.5,24,39.9,24,1002.7,23,828.5,19,10.0,24,12.6,24,31.1,52.1,93.9,,60.1,,0.01,G,999.9,0
72565003017,2018-08-28,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",67.1,24,41.0,24,1009.5,24,833.1,24,10.0,24,8.1,24,15.0,21.0,93.0,,50.0,,0.0,G,999.9,0
76249939396,2018-08-29,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",67.2,24,44.3,24,1014.4,24,836.2,24,10.0,24,7.2,24,13.0,17.1,91.0,,50.0,,0.0,G,999.9,0
72565003017,2018-08-30,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",75.3,24,42.2,24,728.3163111735803,24,834.2,24,10.0,24,9.4,24,18.1,27.0,91.9,,54.0,,0.0,G,999.9,0
72565003017,2018-08-31,55.8119420854473,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",75.7,24,34.9,24,758.9608361527177,23,832.2,24,10.0,24,6.5,24,29.9,47.0,91.9,,60.1,,0.0,G,999.9,10010
101245061402,2018-09-01,44.93708491247051,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",69.9,24,42.1,24,1008.3,24,832.1,14,10.0,24,7.2,24,15.0,999.9,90.0,,53.1,,0.0,G,999.9,10000
95061864380,2018-09-02,28.610198956171143,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",67.8,24,44.8,24,1010.5,24,833.6,24,10.0,24,7.1,30,12.0,22.9,88.0,,53.1,,0.0,G,999.9,0
72565003017,2018-09-03,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",69.2,24,43.9,24,1012.3,24,835.0,24,10.0,15,6.3,28,11.1,18.1,82.0,,57.0,,0.0,G,999.9,0
72565003017,2018-09-04,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",68.5,24,45.8,24,832.2273306034465,24,834.2,24,10.0,24,7.9,18,12.0,17.1,82.9,,55.9,,0.0,G,999.9,0
72565003017,2018-09-05,21.31555136278019,-104.6575,2044.947367365275,"DENVER INTERNATIONAL AIRPORT, CO US",63.8,24,51.7,24,1018.7,16,840.0,24,9.3,24,8.6,24,17.1,25.1,82.9,,54.0,,0.07,G,999.9,10010
72565003017,2018-09-06,32.08134997052008,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",61.6,24,50.8,19,1023.0,24,842.5,24,10.0,24,7.8,32,22.9,29.9,78.1,,51.1,,0.0,I,999.9,0
72565003017,2018-09-07,39.8328,-104.6575,2467.251697128122,"DENVER INTERNATIONAL AIRPORT, CO US",60.6,14,52.6,24,1021.0,17,841.1,24,6.2,24,6.2,31,12.0,999.9,78.1,,51.1,,0.0,G,999.9,110000
72565003017,2018-09-08,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",65.2,24,46.7,24,1016.4,24,837.7,24,10.0,24,6.2,24,9.9,17.1,84.9,*,51.8,*,0.01,G,999.9,0
72565003017,2018-09-09,39.8328,-52.55916456857752,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",72.4,24,42.2,24,1009.9,24,833.4,33,10.0,24,9.4,24,21.0,28.9,88.0,,52.0,,0.0,G,999.9,10000
72565003017,2018-09-10,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",73.4,24,35.3,24,1009.1,24,833.1,24,10.0,13,6.9,24,14.0,20.0,93.0,,55.0,,0.0,G,999.9,0
72565003017,2018-09-11,39.8328,-104.6575,1155.0087787014772,"DENVER INTERNATIONAL AIRPORT, CO US",76.5,24,34.2,29,1006.1,24,831.0,24,10.0,24,10.9,24,15.9,26.0,93.0,,55.0,,0.0,G,999.9,0
72565003017,2018-09-12,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",75.5,24,33.1,26,1004.8,24,829.9,34,10.0,24,8.8,24,14.0,19.0,93.0,,60.1,,0.0,G,999.9,0
72565003017,2018-09-13,35.81711744592221,-104.6575,1188.8445315465888,"DENVER INTERNATIONAL AIRPORT, CO US",78.7,24,24.5,24,1004.2,24,829.9,24,10.0,24,12.3,12,18.1,26.0,96.1,,62.1,,0.0,G,999.9,0
72565003017,2018-09-14,31.643879748559584,-104.6575,2393.885639500393,"DENVER INTERNATIONAL AIRPORT, CO US",76.0,24,21.7,24,1008.4,24,833.1,24,10.0,19,9.9,24,17.1,22.0,96.1,,60.1,,0.0,G,999.9,0
72565003017,2018-09-15,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",74.0,24,30.7,24,641.4244172439454,24,834.6,24,10.0,24,8.3,22,17.1,25.1,93.9,,57.9,,0.0,G,999.9,0
72565003017,2018-09-16,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",77.4,22,41.8,19,1008.3,24,833.0,24,10.0,22,10.7,24,21.0,29.9,93.9,,57.9,,0.0,G,999.9,0
72565003017,2018-09-17,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",77.0,18,37.7,24,1122.4945159672775,24,833.2,24,10.0,24,7.4,26,14.0,999.9,93.0,,60.1,,0.0,G,999.9,0
72565003017,2018-09-18,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",75.0,29,42.0,24,1008.2,24,832.7,22,10.0,24,7.0,22,15.9,22.9,91.9,,59.0,,0.0,G,999.9,10000
39807685349,2018-09-19,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",74.7,24,43.5,24,1004.8,24,829.8,24,10.0,24,10.1,24,21.0,29.9,91.0,,59.0,,0.0,G,999.9,10010
72565003017,2018-09-20,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",66.1,24,51.1,24,1005.5,22,829.4,24,9.6,24,8.7,24,32.1,42.9,84.0,,59.0,,0.09,G,999.9,10000
72565003017,2018-09-21,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",61.2,24,39.3,24,1017.5,24,838.4,24,10.0,24,10.4,24,20.0,26.0,84.0,,44.1,,0.01,G,999.9,0
72565003017,2018-09-22,20.887644481997608,-115.3372824252661,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",67.1,24,34.6,24,1015.9,24,837.4,17,10.0,34,10.1,24,21.0,28.9,86.0,,44.1,,0.0,G,999.9,0
72565003017,2018-09-23,26.595972531259388,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",70.2,24,25.0,24,1010.1,24,833.3,24,10.0,17,9.0,24,13.0,15.9,88.0,,48.9,,0.0,G,999.9,0
72565003017,2018-09-24,31.92529078095112,-142.6259702323939,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",67.1,24,33.4,24,1005.8,24,829.8,24,10.0,24,10.9,31,31.1,999.9,78.1,*,55.0,*,0.0,G,999.9,10000
72565003017,2018-09-25,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",55.8,25,34.2,16,1014.8,24,835.5,24,10.0,24,8.4,24,25.1,32.1,80.1,,36.0,,0.01,G,999.9,0
72565003017,2018-09-26,39.8328,-104.6575,2231.157331036254,"DENVER INTERNATIONAL AIRPORT, CO US",53.4,24,25.9,24,1020.9,24,839.1,34,9.9,24,6.8,16,11.1,999.9,73.0,,36.0,,0.0,G,999.9,0
72565003017,2018-09-27,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",61.8,24,21.5,24,1012.9,24,834.0,22,10.0,24,5.8,17,11.1,999.9,80.1,,41.0,,0.0,G,999.9,0
72565003017,2018-09-28,20.38257900673608,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",50.1,24,32.6,24,1016.8,22,836.2,24,10.0,24,10.0,24,17.1,999.9,80.1,,37.0,,0.0,G,999.9,0
72565003017,2018-09-29,41.70846987912242,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",53.9,24,30.3,24,1014.2,24,833.1,24,10.0,24,7.5,24,15.9,22.9,82.9,*,37.0,*,0.0,G,999.9,0
72565003017,2018-09-30,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",52.7,24,38.7,24,1014.4,21,834.7,24,8.7,24,7.5,24,15.0,22.0,81.0,*,39.9,*,0.0,G,999.9,0
72493826928,2018-10-01,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",50.4,24,43.1,24,704.4823673546038,19,835.0,24,6.2,24,4.9,24,11.1,999.9,71.1,,39.9,,0.0,G,999.9,100000
72565003017,2018-10-02,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",63.1,24,44.0,24,1012.3,24,833.7,20,10.0,24,6.1,27,14.0,19.0,81.0,,43.0,,0.0,G,999.9,10000
72565003017,2018-10-03,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",71.1,24,42.3,24,1004.3,24,828.5,24,10.0,24,11.6,24,21.0,31.1,86.0,,52.0,,0.0,G,999.9,0
72565003017,2018-10-04,39.8328,-139.1733682705232,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",56.9,29,38.3,24,1012.6,24,834.1,24,9.9,24,11.8,24,26.0,36.9,86.0,,46.9,,0.0,G,999.9,10000
57648164483,2018-10-05,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",55.4,24,35.3,24,1008.0,24,829.1,24,10.0,24,9.5,24,29.9,38.1,75.0,,42.1,,0.0,G,999.9,10000
64963690714,2018-10-06,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",44.5,28,36.5,24,1014.9,17,834.3,24,9.2,24,10.3,24,22.9,28.9,59.0,*,33.1,*,0.24,G,999.9,11000
72565003017,2018-10-07,39.8328,-135.06817308562452,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",43.5,24,37.4,24,1010.4,18,829.3,24,9.1,24,7.5,34,15.9,999.9,61.0,,33.1,,0.16,G,999.9,10000
72565003017,2018-10-08,34.17172233898608,-156.3267340073156,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",39.6,24,38.9,24,1012.8,13,830.4,15,2.6,24,9.3,24,13.0,999.9,46.9,,36.0,,0.36,G,999.9,11000
72565003017,2018-10-09,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",36.5,24,35.0,23,1014.5,14,831.1,24,6.8,24,7.2,24,12.0,999.9,41.0,,34.0,,0.02,G,999.9,111000
88526853702,2018-10-10,39.8328,-144.46603914604765,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",34.0,24,30.0,30,776.3400097737392,20,831.0,24,9.9,24,6.5,24,11.1,999.9,36.0,*,30.2,*,0.03,G,999.9,0
72565003017,2018-10-11,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",37.5,24,32.6,24,1016.8,22,833.0,24,10.0,24,6.5,24,11.1,999.9,48.0,,30.9,,0.0,G,999.9,0
72565003017,2018-10-12,39.8328,-106.14266509583273,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",43.5,24,32.1,24,1013.9,23,831.6,35,8.5,24,5.3,24,12.0,14.0,64.0,,32.0,,0.01,G,999.9,0
72565003017,2018-10-13,39.8328,-92.88003611969766,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",50.8,24,32.4,19,1006.9,24,827.2,24,9.9,18,9.1,24,15.9,24.1,64.0,,32.0,,0.0,G,999.9,0
72565003017,2018-10-14,29.416753039734797,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",28.4,24,22.9,31,1018.4,10,834.9,24,5.2,24,11.9,24,24.1,33.0,57.9,*,19.4,*,0.03,G,999.9,111000
102894855674,2018-10-15,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",28.0,23,14.4,21,1029.8,24,840.9,24,10.0,19,7.1,24,11.1,999.9,48.0,,18.0,,0.08,G,1.2,0
37148367323,2018-10-16,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",39.9,24,18.4,24,1318.4581780421183,24,842.2,16,10.0,24,7.4,23,12.0,999.9,55.9,,18.0,,0.0,G,999.9,0
83493595659,2018-10-17,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",47.0,24,29.5,24,1029.1,24,844.7,35,10.0,27,8.4,15,22.9,27.0,61.0,,28.9,,0.0,G,999.9,0
72565003017,2018-10-18,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",52.0,24,32.0,24,1021.4,24,839.3,24,10.0,24,15.1,24,22.9,33.0,69.1,,36.0,,0.0,G,999.9,0
72565003017,2018-10-19,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",54.8,33,30.5,24,1019.7,24,838.6,24,10.0,31,9.2,24,15.0,27.0,69.1,,39.9,,0.0,G,999.9,10000
90705132586,2018-10-20,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",51.6,26,23.4,24,1025.6,24,843.1,24,10.0,24,7.1,24,9.9,15.0,70.0,,37.9,,0.0,G,999.9,0
72565003017,2018-10-21,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",55.1,24,22.9,24,762.258574072011,24,838.2,24,10.0,24,7.6,19,14.0,999.9,73.9,,37.9,,0.0,G,999.9,0
67320729726,2018-10-22,39.8328,-104.6575,2179.5342428131,"DENVER INTERNATIONAL AIRPORT, CO US",57.5,24,26.6,18,1016.2,24,836.3,24,10.0,24,8.5,24,20.0,25.1,73.9,,41.0,,0.0,G,999.9,0
72565003017,2018-10-23,28.725090232229125,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",54.6,24,35.5,24,714.5025844455438,24,837.5,24,10.0,24,9.2,24,21.0,28.0,73.9,,44.1,,0.0,G,999.9,0
72565003017,2018-10-24,39.8328,-104.6575,1794.424672388496,"DENVER INTERNATIONAL AIRPORT, CO US",53.7,24,41.6,24,1014.0,24,833.9,24,9.9,24,8.2,24,19.0,28.0,70.0,,44.1,,0.0,G,999.9,10000
51428616793,2018-10-25,39.8328,-72.10539903343602,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",52.2,24,32.2,24,1012.4,24,832.1,33,10.0,24,6.7,24,12.0,20.0,66.0,,42.1,,0.0,G,999.9,0
72565003017,2018-10-26,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",54.4,17,26.8,29,1014.1,24,834.1,33,10.0,24,6.3,29,9.9,21.0,69.1,,37.0,,0.0,G,999.9,0
72565003017,2018-10-27,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",57.9,18,27.0,24,1013.4,24,833.7,33,10.0,24,12.5,24,24.1,34.0,73.0,,37.0,,0.0,G,999.9,0
72565003017,2018-10-28,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",53.6,24,32.6,24,1017.6,24,837.0,24,10.0,24,7.7,24,14.0,22.9,77.0,,34.0,,0.0,G,999.9,0
72565003017,2018-10-29,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",60.5,24,21.8,24,1009.3,24,830.9,24,10.0,24,8.0,24,12.0,999.9,79.0,,34.0,,0.0,G,999.9,0
72565003017,2018-10-30,39.8328,-79.20902763123989,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",44.1,24,28.6,24,1013.5,23,832.7,24,9.4,24,8.0,24,26.0,42.9,71.1,*,33.1,*,0.0,G,999.9,11000
72565003017,2018-10-31,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",36.5,24,31.9,24,1019.5,21,835.4,24,4.2,24,6.6,24,12.0,15.9,46.0,,33.1,,0.22,G,999.9,101000
72565003017,2018-11-01,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",40.7,24,26.5,24,1013.5,24,830.6,24,10.0,28,7.7,25,17.1,22.9,55.0,,30.0,,0.0,G,999.9,0
72565003017,2018-11-02,34.74679660087119,-134.8556187281814,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",45.5,24,27.7,24,1012.4,24,830.6,22,10.0,24,10.4,16,22.0,32.1,64.9,,28.9,,0.0,G,999.9,0
72565003017,2018-11-03,39.8328,-65.99862145980313,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",48.0,24,30.0,24,1008.6,24,828.3,24,10.0,24,15.1,15,28.0,42.9,64.9,,28.9,,0.01,G,999.9,10000
72565003017,2018-11-04,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",39.2,24,27.2,24,1013.4,24,830.7,24,9.9,24,8.1,24,15.0,999.9,55.9,,26.1,,0.02,G,999.9,11000
72565003017,2018-11-05,24.913729648549168,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",45.3,24,25.0,24,1004.4,24,824.2,24,10.0,24,7.7,24,21.0,28.9,55.9,,26.1,,0.0,G,999.9,0
72565003017,2018-11-06,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",39.0,24,17.6,34,1012.2,24,829.7,24,10.0,24,7.9,24,24.1,32.1,55.9,,26.1,,0.0,G,999.9,0
72565003017,2018-11-07,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",34.9,24,23.9,24,1019.2,24,834.8,21,10.0,28,6.5,24,13.0,20.0,51.1,,26.1,,0.0,G,999.9,0
72565003017,2018-11-08,39.8328,-79.69565051079014,1246.0283926853583,"DENVER INTERNATIONAL AIRPORT, CO US",31.4,26,26.4,34,1021.6,19,835.6,32,7.1,19,6.2,24,12.0,999.9,44.1,,27.0,,0.0,G,999.9,1000
72565003017,2018-11-09,39.8328,-110.73913492870555,1492.9938059942165,"DENVER INTERNATIONAL AIRPORT, CO US",28.4,24,15.4,24,1026.4,24,838.9,29,10.0,35,7.9,24,15.0,999.9,48.9,,15.1,,0.0,G,999.9,0
80716984839,2018-11-10,39.8328,-83.29674375428267,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",40.7,24,7.2,24,1014.7,24,830.9,24,10.0,24,8.1,24,21.0,28.9,57.9,,15.1,,0.0,G,999.9,0
72565003017,2018-11-11,50.33359306354622,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",30.1,24,20.1,24,1448.849831095873,15,835.6,24,5.8,24,10.3,24,15.9,999.9,42.1,*,24.1,*,0.0,G,999.9,101000
72565003017,2018-11-12,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",21.9,15,16.8,24,1079.104627468932,17,843.0,24,6.2,24,8.2,24,13.0,999.9,34.0,,18.0,,0.19,G,999.9,1000
72565003017,2018-11-13,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",27.7,24,13.0,24,1033.7,24,843.9,24,10.0,24,6.7,24,11.1,999.9,48.0,,10.0,,0.01,G,1.2,0
72565003017,2018-11-14,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",42.3,24,21.9,24,1027.3,24,841.9,24,10.0,27,7.9,24,14.0,999.9,62.1,*,30.9,*,0.0,G,1.2,0
72565003017,2018-11-15,39.8328,-153.72091190206956,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",47.2,20,18.9,24,1018.2,24,836.0,24,10.0,24,8.1,24,14.0,999.9,63.0,,33.1,,0.0,G,999.9,0
72565003017,2018-11-16,31.828521400381803,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",41.5,24,20.5,12,1015.0,24,832.5,24,10.0,24,8.8,24,14.0,999.9,59.0,,30.9,,0.0,G,999.9,0
72565003017,2018-11-17,58.327990177556416,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",31.6,24,25.4,24,1019.7,18,835.8,31,5.9,24,10.5,24,18.1,999.9,52.0,*,21.0,*,0.0,G,999.9,11000
72565003017,2018-11-18,20.606834103886214,-104.6575,1171.5198317041068,"DENVER INTERNATIONAL AIRPORT, CO US",28.3,24,20.4,24,1023.9,23,836.3,24,8.9,24,4.1,33,11.1,999.9,48.0,*,19.9,*,0.04,G,999.9,1000
72565003017,2018-11-19,39.8328,-104.6575,1579.2928690414055,"DENVER INTERNATIONAL AIRPORT, CO US",33.8,24,15.9,24,1020.8,24,835.2,24,10.0,24,7.4,24,12.0,999.9,48.9,,19.0,,0.0,G,999.9,0
72565003017,2018-11-20,39.8328,-128.50192757591864,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",36.3,24,17.2,24,1022.8,24,837.2,22,10.0,24,6.9,24,11.1,999.9,57.0,*,23.0,*,0.0,G,999.9,0
72565003017,2018-11-21,39.8328,-104.6575,1960.3668211515733,"DENVER INTERNATIONAL AIRPORT, CO US",42.6,24,14.9,24,1020.1,24,836.4,24,10.0,24,7.9,24,12.0,999.9,61.0,*,33.1,*,0.0,G,999.9,0
71021450646,2018-11-22,39.8328,-104.6575,1769.0495018126358,"DENVER INTERNATIONAL AIRPORT, CO US",45.6,24,10.8,24,960.866235427037,24,831.5,24,10.0,24,9.1,24,15.0,999.9,60.1,*,37.0,*,0.0,G,999.9,0
72565003017,2018-11-23,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",45.6,24,18.0,24,1180.9841741386908,24,824.9,17,10.0,24,13.1,24,26.0,35.9,61.0,,34.0,,0.0,G,999.9,0
72565003017,2018-11-24,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",39.4,24,21.3,13,1001.0,23,820.7,24,9.5,24,9.4,24,28.9,36.9,59.0,,28.9,,0.0,G,999.9,11000
84240291463,2018-11-25,58.29131453646286,-101.05844718363647,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",31.3,13,18.3,24,1017.3,21,831.4,20,8.9,12,12.3,27,40.0,54.0,41.0,*,21.0,*,0.03,G,999.9,101000
72565003017,2018-11-26,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",30.2,24,11.2,24,1023.1,24,836.2,24,10.0,24,7.2,24,9.9,999.9,51.1,,17.1,,0.0,G,999.9,0
72565003017,2018-11-27,24.009169836775754,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",40.9,12,14.5,33,1015.0,24,831.8,24,10.0,24,6.8,24,17.1,999.9,55.0,,19.9,,0.0,G,999.9,0
72565003017,2018-11-28,39.8328,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",49.0,24,19.3,13,1004.7,24,825.1,24,10.0,24,9.9,24,17.1,40.0,57.9,,24.1,,0.0,G,999.9,0
72565003017,2018-11-29,25.624072742136043,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",40.5,33,27.4,24,1004.9,24,824.3,21,10.0,24,7.3,24,13.0,999.9,57.9,,28.9,,0.0,G,999.9,0
48750976232,2018-11-30,26.8404549235299,-104.6575,1650.2,"DENVER INTERNATIONAL AIRPORT, CO US",31.7,24,28.1,24,1003.8,17,821.3,28,6.0,24,7.8,24,13.0,17.1,48.9,,26.1,,0.0,G,999.9,101000
