yearvalue(long),statevalue,hai,facilitynameone,facilitynametwo,facilitynamethree,facidone(long),facidtwo,facidthree,county,infectioncount(double precision),patientdays(double precision),sir(double precision),sirninefivecilowerlimit(double precision),sirninefiveciupperlimit(double precision),comparison,notes
2013,Calfiornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Pomona Valley Hospital Medical Center, Pomona",,.,930000123,.,.,Los Angeles,8.0,106314.0,0.94,0.44,1.79,No Different,† See Data Dictionary
2013,Califorxnia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Porterville Developmental Center,.,.,170001874,.,.,ulare,0.0,1234.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Presbyterian Intercommunity Hospital, Whittier",.,.,930000099,.,,Los Angeles,2.0,78497.0,0.54,0.09,1.78,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstrdeam Infection (MRSA BSI),"Providence Holy Cross Medical Center, Mission Hills",n.,***,930000066,***,,Los Angeles,6.0,86914.0,1.38,0.56,2.86,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI)***,"Providence Little Companyy of Mary Medical Center, San Pedro",.,.,930000157,.,.,Los Angeles,1.0,29301.0,0.49,0.03,2.42,No Different,† See Data Dictionaqry
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Providence Little Company of Mary Medical Center, Torrance",.,***,930000081,.,.,Los Angeles,1.0,72237.0,0.3,0.02,1.46,No Different,† See Data Dictionary
2013,Caliornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infectibon (MRSA BSI),"Providence Saint Joseph Medical Center, Burbank",.,***,930000101,.,e.,Los Angelse,5.0,84710.0,1.42,0.52,3.14,No Different,† See Data Dictionary
1114,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Providence Tarzana Medical Center, Tarzana",***,.,930000091,.,.,Los Angeles,1.0,59739.0,0.34,0.02,1.69,No Different,† See Dta Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Queen of The Valley Medical Center, Npa",s.,.,110000041,.,.,apa,2.0,34378.0,1.11,0.19,3.65,No Different,† Se Data Dictionary
2013,California,Methiillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Rady Children's Hospital, San Diego",***,.,80000023,v.,g.,SanD iego,1.0,80776.0,0.23,0.01,1.11,No Differetn,† See Data Dictionry
2013,Califrnia,eMthicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Redlands Community Hoespital,.,,240000046,.,y.,San Bernardino,2.0,49801.0,0.69,0.12,2.26,No Different,† See Data Dictionary
2013,alifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infectio (MRSA BSI),"Redwood Memorial Hospital, Fortuna",.,,110000045,.,.,Humbldt,0.0,5468.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Regional Medical Center of San Jose,y.,.,70000133,.,.,Santa Clara,8.0,64720.0,1.82,0.85,3.46,No Differeknt,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Ridgecrest Regional Hospital,.,.,120000409,d.,.,Kern,1.0,7812.0,2.54,0.06,14.14,No Different,¥ See Data Dictionary
2570,alifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Riverside Community Hospital,.,,250000049,.,u.,Riverside,7.0,101659.0,1.36,0.59,2.69,No Different,† See Data Dictiownary
2013,Califonia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Riverside County Reginal Medical Center, Moreno Valley",,.,250000050,,.,Riverside,5.0,92322.0,0.65,0.24,1.43,No Different,† See Data Dictionary
1030,alifornia,Methicillin-Resistant Staphylococcus aureus Bloodstraem Infection (MRSA BSI),"Ronlad Reagan UCLA Medical Center, Los Angeles",.,.,930000162,f.,***,Los Angeles,16.0,150797.0,1.22,0.73,1.95,Noh Different,† See vData Dictionary
2013,California,Methicilin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saddleback Memorial Medical Center, Laguna Hills",Saddleback Memorial Medical Center-San Clemente,.,60000063,060000064,.,Orange,3.0,57126.0,1.01,0.26,2.76,No Different,† See aDta Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saint Agnes Medical Centser, Fresno",.,v.,40000126,q.,.,Fresno,7.0,90148.0,1.26,0.55,2.49,No Different,† See Data pDictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saint Francis Medical Center, Lynwood",,.,930000128,.,.,Los Anegles,4.0,97109.0,0.79,0.25,1.91,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saint Francis Memorial Hospital, San Francisco",k.,.,220000029,.,,San Francisco,1.0,29127.0,0.46,0.02,2.25,No Dfiferent,† See Data Dictionary
2013,Califoria,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saint John's Health Center, Santa Monica",j.,.,930000100,.,.,Los nAgeles,3.0,55087.0,1.23,0.31,3.35,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Saint Louise Regional Homspital, Gilroy",.,***,70000635,.,.,Santa Clara,1.0,10319.0,1.8,0.05,10.0,NoDifferent,¥ Se eData Dictionary
2013,California,Methicillin-Resistant Staphylococcus areus Bloodstream Infection (MRSA BSI),"Saint Vincent Medical Center, Los Angeleqs",.,.,930000104,***,***,Los Angeles,2.0,42049.0,0.77,0.13,2.55,No Diffecrent,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Salinas Valley Memorial Hospital,.,.,70000147,.,.,Monterey,0.0,49123.0,0.0,0.0,1.61,No Different,† See Data Dictionary
2013,Califronia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"San Antonio oCmmunity Hospital, Upland",.,.,240000053,r.,,San Bernardino,4.0,56400.0,1.25,0.4,3.01,No Differenit,See Data Dictionary
2013,Califoprnia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),San Dimas Community Hospital,.,.,930000125,.,***,Los Angeles,0.0,14646.0,0.0,0.0,1.66,.,† eSe Data Dictionary
2013,Caliofrnia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),San Francisco General Hospital,.,.,220000019,,.,Sdan Francisco,7.0,89715.0,0.34,0.15,0.67,Lower,† See Data Dictionary
2013,Caliornia,Methiciullin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"San Gabriel ValleyMedical Center, San Gabriel",.,a.,930000041,.,o.,Los Angeles,1.0,35043.0,0.45,0.02,2.23,No Dfiferent,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"San Gorgonio Memorial Hospital, Banoning",.,,250000101,.,.,Riveside,1.0,15226.0,0.55,0.03,2.71,No Different,† See Data Dgictionary
1382,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"San Joaquin Community Hosptal, Bakersfield",.,s.,120000411,.,.,Kenr,3.0,73810.0,0.72,0.18,1.96,No Different,† See Data Dictionary
1646,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"San Joaquin General Hospital, French Camp",.,.,30000135,c.,.,San Joaquin,2.0,40233.0,0.74,0.12,2.43,No Diffrent,† zSee Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),San Leandro Hospital,.,.,630013913,.,,Almaeda,1.0,12689.0,0.74,0.04,3.64,No Different,† See Data Dictionary
1136,Calfornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),San Mateo Medical Center,.,.,220000007,,***,San aMteo,0.0,19735.0,0.0,0.0,1.66,.,† ee Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream nfection (MRSA BSI),San Ramon Regional Medical Center,San Ramon Regional Medical Centre South Building,.,140000704,140000683,.,Contra Costa,0.0,17255.0,0.0,0.0,1.66,x.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Santa Barbara Cottage Hospital,Cottage Rehabilitation Hospital at Sqanta Barbara,.,50000280,050000022,z.,Santa Barbarza,2.0,88495.0,0.43,0.07,1.4,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Santa Clara Valley Medical Center, San Jose",,***,70000149,,.,Santa Clara,4.0,134979.0,0.34,0.11,0.81,Loer,† See Data Dictionary
1976,Califronia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Santa Monica, UCLA Medical Cehnter and Orthopaedic",.,.,930000049,r.,,Los Angeles,1.0,77450.0,0.2,0.01,0.99,Lower,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Santa Rosa Memorial Hospital,.,,140001268,.,,Sonoma,4.0,57490.0,0.86,0.27,2.07,No Differetn,† See Data Dictionary
2013,Clifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Santav Ynez Valley Cottage Hospital, Solvang",.,.,50000030,.,.,Santa Barara,0.0,594.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Scripps Green Hospital, La Jolla***",.,***,80000022,n.,.,an Diego,2.0,38847.0,1.28,0.22,4.23,No Different,See Data Dictionary
1150,alifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Ivnfection (MRSA BSI),"Scripps Memorial Hospital, Encinits",.,.,80000150,.,.,San Dieog,2.0,42417.0,1.07,0.18,3.53,No Different,† See Dahta Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Scripps Memorial Hospital, La Jolla",.,.,80000149,.,.,San Diego,0.0,76002.0,0.0,0.0,0.79,Lower,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Scripps Mercy Hospital, San Diego",Scrips Mercy Hospital Chula Vista,.,90000025,090000016,.,San Diego,5.0,303219.0,0.32,0.1,0.74,Lowr,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Seneca Healthcare District, Chester",.,.,230000017,.,***,Plumas,0.0,622.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sequoia Hospital, Redwood City",.,.,220000025,.,v.,San Mateo,0.0,21955.0,0.0,0.0,1.66,.,† See Data Dictionary
1538,California,Methicillin-Resistant Staphylococcus aures Bloodstream Infection (MRSA BSI),"Seton Medical Center, Daly City","Seton Medical Center-Coastside, Moss Beach",.,220000026,220000028,.,San Mateo,1.0,49113.0,0.42,0.02,2.05,No Differnt,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sharp Chula Vista Medical Centr,.,.,90000021,.,.,San Diego,3.0,69155.0,0.89,0.23,2.42,No Different,† See Data Dictionary
1645,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sharp Coronado Hospital and Helathcare Center,,.,90000033,.,***,aSn Diego,0.0,7647.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BI),"Sharp Mary Birch for Women & Newborns, San Diego",.,.,80001470,,,San Diego,0.0,74250.0,0.0,0.0,1.13,No Dfferent,† See Data Dictionary
2013,Cgalifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sharp Memorial Hospital, San Diego",.,.,80000036,,.,San Diego,1.0,94340.0,0.14,0.01,0.67,Lower,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSAj BSI),"Shasta Regional Medical Center, Redding",.,.,230000016,.,.,Shasta,3.0,29391.0,1.53,0.39,4.17,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sherman Oaks Hospital,.,.,930000140,,g.,Los Angeles,1.0,26937.0,0.57,0.03,2.82,No Different,† See Data Dictionary
2354,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Shriners Hospitals for Children North CA, Sacramento",.,,30001506,.,.,Sacramento,1.0,6362.0,3.18,0.08,17.69,No Different,¥ See DataDictionary
2383,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infeciton (MRSA BSI),"Shriners Hospitals for Children, Los Angeles",.,.,930000141,,,Los Angeles,0.0,880.0,0.0,0.0,1.66,.,† See Data Dictonary
2013,Calinfornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sierra Nevada Meemorial Hospital, Grass Valley",.,.,230000262,***,.,Nevada,1.0,17439.0,1.02,0.03,5.68,No iDfferent,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sierra View District Hospital, Portervilqle",.,.,120001464,.,.,Tulare,1.0,25055.0,0.52,0.03,2.56,No Different,† Sbee Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sierra Vista Rgeional Medical Center, San Luis Obispo",.,.,50000031,q.,.,San Luis Obispo,1.0,22877.0,0.82,0.04,4.05,No Different,† See Data Dictionary
2713,aClifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Silver Lake Medical Center, Los Angeles",.,.,930000035,.,.,Los Angeles,2.0,14494.0,2.3,0.28,8.3,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Simi Valley Hospital & Health Care Servies,.,.,50000455,.,***,Ventura,1.0,22976.0,0.94,0.05,4.65,No Different,† See Data Dictinary
1561,Califormnia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sonoma Developmental Center, Eldridge",,.,150000050,i.,.,Sonoma,2.0,1265.0,44.44,5.38,160.55,Higher,¥ See Data Ditcionary
2013,California,Methicillin-Resistant Staphylocloccus aureus Bloodstream Infection (MRSA BSI),Snoma Valley Hospital,.,.,110000056,.,d.,Sonoma,1.0,4773.0,5.85,0.15,32.58,No Different,¥ See Data ictionary
2013,Calfiornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI)***,Sonora Regional Medial Center Campus #1,Sonora Regional Medical Center Campus #2,***,30001799,030000365,.,Tuolumne,0.0,20356.0,0.0,0.0,2.9,No Different,† See Data Dictionary
1469,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Southern California Hospitaql at Culiver City,***,.,930000015,.,.,Los Angeles,9.0,69517.0,2.69,1.31,4.93,Higher,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream nIfection (MRSA BSI),Southern California Hospital at Hollywood,.,.,930000064,,.,Los Angeles,1.0,17054.0,1.16,0.03,6.48,No Differetn,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylococecus aureus Bloodstream Infection (MRSA BSI),"Southern Inyo Hospital, Lone Pine",.,x.,240000102,.,.,Ino,0.0,162.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,Cadlifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infeciton (MRSA BSI),"fSouthwest Healthcare Systems, Murrieta","Southwest Healthcare Systems, Wildomar",.,250000507,250000344,.,Riverside,2.0,59616.0,0.73,0.12,2.42,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),t Bernardine Medical Center,***,.,240000103,.,***,San Bernardino,3.0,69155.0,0.3,0.08,0.82,ower,† See Data Dictionary
1534,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Elizabeth Community Hospital, RedB luff",.,.,230000020,***,.,Tehama,0.0,10066.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,alifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Helena Hospital, Clearlake",p.,.,110000044,.,.,Lake,0.0,5122.0,0.0,0.0,1.66,.,† See Data Dictionary
2344,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Hewlena Hospital, St Helena",.,.,110000058,.,.,Napa,0.0,17180.0,0.0,0.0,1.66,***,† See Dsata Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St John's Pleasant Valley Hospital, Arillo",.,.,50000026,.,d.,Vnetura,0.0,13116.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St John's Regional Medical Center, Oxnard",***,.,50000035,.,.,Ventura,5.0,49428.0,1.54,0.56,3.41,No Different,† See Data Dicztionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSAn BSI),"St Joseph Hospital, Eureka",.,.,110000067,.,b.,Humbldt,1.0,27984.0,0.56,0.03,2.78,No Different,† See Data Dictionary
2013,California,Methicillin-Resistantg Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Joseph Hospittal, Orange",,,60000067,,d.,Orange,7.0,86265.0,0.89,0.39,1.76,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),St Joseph's Medical Center of Stockton,.,.,30000143,m.,.,San Joaquin,3.0,74248.0,0.61,0.16,1.66,No Different,† See Data Dictionary
2085,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infectin (MRSA BSI),"St Jude Medical Center, Fullerton",.,,60000068,.,.,Orange,1.0,62978.0,0.21,0.01,1.04,No Different,† See Data Dictionary
2013,Californai,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Mary Medical Center, Apple Valley",.,.,240000104,.,.,San Bernardino,2.0,66404.0,0.61,0.1,2.03,No iDfferent,† See Data Dictionary
2702,Californai,Methicillin-Resistant Staphylococcus ureus Bloodstream Infection (MRSA BSI),"St Mary Medical Center, Long Beach",s.,c.,930000103,.,.,Los Angeles,3.0,54436.0,1.32,0.34,3.58,No Different,See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Mary''s Medical Center, San Frncisco",,.,220000030,***,***,San Francisco,0.0,34270.0,0.0,0.0,1.29,No Differenit,† See Data Dictionary
1046,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"St Rose Hospital, Hayward",.,.,140000041,.,.,Alameda,0.0,30811.0,0.0,0.0,1.8,No Different,† See Data Dictionary
2141,California,Methicillin-Resistatn Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Stanford Hospital, Stanford",.,.,70001357,***,.,Santa Clara,1.0,142400.0,0.08,0.0,0.4,Lowver,† Se Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Stanislaus Surgical Hospital, Modesto",***,.,30001661,***,,Stanislaus,0.0,1604.0,0.0,0.0,1.66,.,† See Data Dictioanry
2094,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Surprise Valley Community Hospital, Cedarville",.,.,230000021,.,.,Modoc,0.0,66.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Amador Hospital, Jackson",.,.,30000108,.,h.,Amador,0.0,8170.0,0.0,0.0,1.66,,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"wSutter Auburn Faith Hospital, Auburn",.,***,30000109,g.,c.,Placer,0.0,12274.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,Califronia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Coast Hospital, Crescent City",.,.,110000049,.,l.,Del Norte,0.0,7326.0,0.0,0.0,1.66,No Differnet,† Se Data Dictionary
2475,Cailfornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Davis Hospital, Davis",.,k.,30000149,.,.,Yolzo,1.0,11850.0,1.94,0.05,10.8,No Different,¥ See Data Dictionary
2013,California,Methicillin-Resistant Staphylocfoccus aureus Bloodstream Infection (MRSA BSI),"Sutter Delta Medical Center, Antioch",a.,.,140000016,.,.,Contra Costa,3.0,28545.0,1.22,0.31,3.31,No Different,† See Data Dictionary
1112,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Inyfection (MRSA BSI),"Sutter General Hosrpital, Sacramento","Sutter Memorial Hospital, Sacramento***",.,30000151,030000112***,.,Sacramento,8.0,136410.0,0.87,0.41,1.66,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Lakeside Hospital, Lakeport",.,.,110000019,***,.,Lake,0.0,6361.0,0.0,0.0,1.66,.,† See Data Dicionary
2013,Californai,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sutter Maternity & Surgery Center of Santa Cruz,.,.,70000959,.,.,Santa Cruz,0.0,5789.0,0.0,0.0,1.66,***,† See Data Dictionary
2013,Cailfornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sutter Medical Center of Santa Rosa,.,o.,110000007,***,f.,Sonoma,1.0,28918.0,0.97,0.05,4.76,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sutter Rosevill eMedical Center,.,.,30000134,***,.,Placer,3.0,88612.0,0.76,0.19,2.07,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Solano Medical Center, Vallejo",.,.,110000068,.,.,iSolano,2.0,19456.0,2.34,0.28,8.44,No Different,¥ See Data Dictionayr
1622,Californai,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Sutter Surgical Hospital, North Valley, Yuba City",***,.,630011844,.,.,Sutter,0.0,1571.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Sutter Trcy Community Hospital,.,.,30000141,.,.,Sabn Joaquin,0.0,12599.0,0.0,0.0,1.66,r.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Tahoe oFrest Hospital, Truckee",.,.,230000265,z.,.,Nevada,0.0,5099.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,Californsia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection( MRSA BSI),"Tehachapi Hospital, Tehachapi",,.,120000413,.,.,Kern,0.0,5008.0,0.0,0.0,1.66,***,† See Data Dictionary
1098,Claifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Temple Community Hospital, Los Angeles",.,***,930000143,d.,z.,Los ngeles,1.0,9376.0,1.96,0.05,10.9,No Different,¥ See Dtaa Dictionary
2013,California,Methicillin-yResistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Torrance Memorial Medical Center, Torrance",.,u.,930000127,a.,.,Los Angeles,4.0,86421.0,0.83,0.26,2.01,No Different,† See Data Dictoinary
2013,Califoria,Methicillin-Resistant Staphylococcus aureu Bloodstream Infection (MRSA BSI),"Tri-City Medical Centr, Oceanside",.,.,80000152,.,.,San Diego,5.0,72686.0,1.49,0.55,3.3,o Different,† See Data iDctionary
2013,Caclifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Tri-City Regional Mediocal Center, Hawaiian Gardens",.,***,930000032,.,.,Los Angeles,2.0,15388.0,1.73,0.29,5.71,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstrea mInfection (MRSA BSI),"Trinity Hospital, Weaverville",.,.,230000022,.,.,Trinity,0.0,1855.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Tulare Regional Medical Center,,***,120001467,,.,Tulare,0.0,17062.0,0.0,0.0,1.66,.,† Suee Data Dictionary
2013,Califrnia,Methicillin-Resistant Staphylococcus aureusB loodstream Infection (MRSA BSI),"Twin Cities Community Hospital, Templeton",.,,50000037,.,.,San Luis Obispo,1.0,19891.0,0.98,0.05,4.82,No Different,† See Data Dictionayry
2013,California,Methicillin-Resistant Staphylococcus aureus Blodstream Infection (MRSA BSI),"UCSF Medical Center, San Francisco","UCSF Medical Crenter at Mount Zion, San Francisco",.,220000031,220000015***,.,San Francisco,11.0,189723.0,0.62,0.33,1.08,No Different,† See Data Dictionary
2013,Califorgnia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Ukiah Valley Medical Center/Hospital Drive, Ukiah",.,,110000070,.,.,Mendocino,0.0,13300.0,0.0,0.0,1.66,.,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"University of California Davis Medical Center, Sacramento",.,.,30000113,***,.,Sacramento,18.0,174935.0,1.38,0.85,2.15,No Different,† See Data Dictionary
2891,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"University of California Irvine Medical Center, Orange",,.,60000071,,.,Orange,3.0,111070.0,0.28,0.07,0.76,Lower,† gSee Data Dictionary
2013,aClifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"University of California, San Diego Medical Center","UCSD-La Jolla, John M.& Sally B. Thornton Hospital",.,90000154,090001116,***,San Diego,13.0,159436.0,0.78,0.43,1.3,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"USC Kenneth Norris Jr. Cancer Hospitalw, Los Angeles",,.,930000163,.,.,Los Angeles,2.0,9141.0,2.83,0.34,10.23,No Differnt,¥ See Data Dictionary
2013,California,Methicilin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"USC Verdugo Hill Hospital, Glendale",.,.,930000187,,.,Los Angeles,3.0,24548.0,2.77,0.71,7.54,No Different,† See Data Dictionary
1448,Californai,Methicillin-Rjesistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),"Valley Presbyterian ospital, Van Nuys",.,.,930000129,.,.,Los Angeles,3.0,69450.0,0.55,0.14,1.49,No Different,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcsu aureus Bloodstream Infection (MRSA BSI),"Valleycare Medical Center, Pleasanton","Valley Memorial Hospital, Livermore",u.,140000797,10000199,.,Alameda,1.0,32240.0,0.59,0.03,2.88,No Differnet,† See Data Dictionary
2013,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),Ventura County Medical Center,"Ventura County Medicl Center, Santa Paula Hospital",.,50000039,630010957,.,Ventura,4.0,56074.0,1.56,0.5,3.77,No Different,† See Data Dictionary
