object_id(long),reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc
2313,709004,2020/11/16 05:00:00+00,CIRCLE K #4703221,9602 TAYLORSVILLE RD,40299.0,2020/11/17 05:00:00+00,7,FIELD
2314,709028,2020/11/16 05:00:00+00,SUBWAY,3020 S 3RD ST,40208.0,2020/11/18 05:00:00+00,7,FIELD
2315,709341,2020/11/18 05:00:00+00,EXELA TECHNOLOGIES OFFICE,"6716 GRADE LN BLDG 9, STE 910",40213.0,2020/12/04 05:00:00+00,7,FIELD
2316,709488,2020/11/17 05:00:00+00,CITY BARBEQUE & CATERING,9429 VIKING CENTER DR,40222.0,2020/11/19 05:00:00+00,7,FIELD
2317,709712,2020/11/20 05:00:00+00,LOUISVILLE RACQUET CLUB,8609 WESTPORT RD,40242.0,2020/11/20 05:00:00+00,7,FIELD
2318,709831,2020/11/13 05:00:00+00,BAXTER AVENUE THEATRES,1250 BARDSTOWN ROAD,40204.0,2020/11/13 05:00:00+00,7,FIELD
2319,710113,2020/11/19 05:00:00+00,GARAGE BAR,700 E MARKET ST,40202.0,2020/11/19 05:00:00+00,7,FIELD
2320,710171,2020/11/24 05:00:00+00,UNITED STATES POSTAL SERVICE,3131 CRUMS LN,40216.0,2020/11/24 05:00:00+00,7,FIELD
2321,708997,2020/11/10 05:00:00+00,SERGIO'S,1605 STORY AVE,40206.0,2020/11/10 05:00:00+00,6,FIELD
2322,709010,2020/11/10 05:00:00+00,BEARNO'S BY THE BRIDGE,133 W MAIN ST,40202.0,2020/11/10 05:00:00+00,7,FIELD
2323,709038,2020/11/16 05:00:00+00,KROGER L-753,1265 GOSS AVE,40217.0,2020/11/17 05:00:00+00,7,FIELD
2324,702152,2020/07/24 03:59:59+00,SILVIO'S,104 FAIRFAX AVE,40207.0,2020/07/28 03:59:59+00,7,FIELD
2325,702185,2020/07/25 03:59:59+00,MANHATTAN PROJECT,2101 FRANKFORT AVE,40206.0,2020/07/25 03:59:59+00,7,FIELD
2326,702447,2020/07/29 03:59:59+00,JEFFERSON CROSSING,5105 GEMMA WAY UNIT 101,40219.0,2020/09/08 03:59:59+00,7,FIELD
2327,702484,2020/07/29 03:59:59+00,KROGER L-753,1265 GOSS AVE,40217.0,2020/08/03 03:59:59+00,7,FIELD
2328,702709,2020/07/31 03:59:59+00,CVS #6208,2222 BARDSTOWN RD,40205.0,2020/08/01 03:59:59+00,7,FIELD
2329,702818,2020/08/01 03:59:59+00,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,40258.0,2020/08/01 03:59:59+00,7,FIELD
2330,702878,2020/08/04 03:59:59+00,ECONOMY COIN LAUNDRY,2339 ROCKFORD LN,40216.0,2020/08/10 03:59:59+00,7,FIELD
2331,702981,2020/08/03 03:59:59+00,BARNES AUTO SERVICE,3730 BISHOP LN,40218.0,2020/09/15 03:59:59+00,7,FIELD
2332,703144,2020/07/25 03:59:59+00,UPTOWN CAFE,1624 BARDSTOWN RD,40205.0,2020/07/25 03:59:59+00,7,FIELD
2333,703258,2020/08/06 03:59:59+00,CYCLE BAR,12951 SHELBYVILLE RD STE #101,40243.0,2020/08/08 03:59:59+00,7,FIELD
2334,703280,2020/08/06 03:59:59+00,SUBWAY,3935 S 7TH ST,40216.0,2020/08/10 03:59:59+00,7,FIELD
2335,703289,2020/08/06 03:59:59+00,MELLWOOD ART CENTER,1860 MELLWOOD AVE,40206.0,2020/08/07 03:59:59+00,7,FIELD
2336,703537,2020/08/11 03:59:59+00,INDI'S RESTAURANT,1033 W BROADWAY,40203.0,2020/08/12 03:59:59+00,7,FIELD
2337,703563,2020/08/12 03:59:59+00,CAR KEYS EXPRESS,829 E JEFFERSON ST,40206.0,2020/08/27 03:59:59+00,7,FIELD
2338,701758,2020/07/20 03:59:59+00,SCOTT'S FOOD MART,1810 BERRY BLVD,40215.0,2020/07/21 03:59:59+00,7,FIELD
2339,701885,2020/07/22 03:59:59+00,BONEFISH GRILL #7801,657 S HURSTBOURNE PKWY,40222.0,2020/07/22 03:59:59+00,9,FIELD
2340,702032,2020/07/23 03:59:59+00,LAUNDRY CONNECTION,1300 SOUTHGATE AVE,40215.0,2020/08/31 03:59:59+00,7,FIELD
2341,702035,2020/07/23 03:59:59+00,ELKS LOUISVILLE LODGE #8,2824 KLONDIKE LN,40218.0,2020/07/28 03:59:59+00,7,FIELD
2342,702280,2020/07/25 03:59:59+00,CIRCLE K #4703237,4700 BARDSTOWN RD,40218.0,2020/07/28 03:59:59+00,7,FIELD
2343,702468,2020/07/29 03:59:59+00,FAMILY DOLLAR #28426,5107 DIXIE HWY,40216.0,2020/07/30 03:59:59+00,8,FIELD
2344,702475,2020/07/29 03:59:59+00,MEIJER #164,4100 TOWNE CENTER DR,40241.0,2020/07/31 03:59:59+00,7,FIELD
2345,702570,2020/07/30 03:59:59+00,CAVALIER ALTERATIONS,106 VIEUX CARRE DR,40223.0,2020/09/01 03:59:59+00,4,FIELD
2346,702833,2020/08/01 03:59:59+00,SPEEDWAY #9391,2210 ARTHUR ST,40208.0,2020/08/04 03:59:59+00,7,FIELD
2347,702835,2020/08/02 03:59:59+00,AMVETS POST 61,9405 SMYRNA PKWY,40229.0,2020/09/01 03:59:59+00,7,FIELD
2348,702847,2020/08/02 03:59:59+00,WEST POINT PIZZA,9100 DIXIE HWY STE A,40258.0,2020/08/04 03:59:59+00,7,FIELD
2349,702903,2020/08/03 03:59:59+00,WAFFLE HOUSE #1887,10563 DIXIE HWY,40272.0,2020/08/05 03:59:59+00,7,FIELD
2350,702926,2020/08/04 03:59:59+00,DOLLAR GENERAL #9448,5501 CLEARWATER FARM BLVD,40219.0,2020/08/27 03:59:59+00,7,FIELD
2351,703093,2020/08/05 03:59:59+00,FRONTIER DINER CAFE,7299 DIXIE HWY,40258.0,2020/08/10 03:59:59+00,7,FIELD
2352,703151,2020/07/25 03:59:59+00,MOLLY MALONES,933 BAXTER AVE,40204.0,2020/07/25 03:59:59+00,7,FIELD
2353,703382,2020/08/10 03:59:59+00,FIESTA TIME AMIGOS,135 S ENGLISH STATION RD,40245.0,2020/08/11 03:59:59+00,7,FIELD
2354,703446,2020/08/07 03:59:59+00,WRIGHT PLACE,501 N 33RD ST,40212.0,2020/08/18 03:59:59+00,7,FIELD
2355,703512,2020/08/10 03:59:59+00,STRIKE AND SPARE FAMILY FUN CENTER,6220 OLD SHEPHERDSVILLE RD,40228.0,2020/08/27 03:59:59+00,7,FIELD
2356,703523,2020/08/11 03:59:59+00,RESIDENT,134 E WOODLAWN AVE,40214.0,2020/09/02 03:59:59+00,7,FIELD
2357,703591,2020/08/12 03:59:59+00,THORNTONS #60,3320 PRESTON HWY,40213.0,2020/08/13 03:59:59+00,5,FIELD
2358,703717,2020/08/14 03:59:59+00,GRAB & GO,10501 DIXIE HWY,40272.0,2020/08/17 03:59:59+00,7,FIELD
2359,703918,2020/08/19 03:59:59+00,YORK TOWERS APARTMENT,201 YORK ST,40203.0,2020/09/01 03:59:59+00,7,FIELD
2360,701935,2020/07/20 03:59:59+00,TIRE DISCOUNTERS,4401 BARDSTOWN ROAD,40218.0,2020/07/23 03:59:59+00,7,FIELD
2361,701970,2020/07/21 03:59:59+00,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,40258.0,2020/07/28 03:59:59+00,7,FIELD
2362,701979,2020/07/22 03:59:59+00,PIC PAC,3110 TAYLOR BLVD,40215.0,2020/07/23 03:59:59+00,7,FIELD
2363,702017,2020/07/23 03:59:59+00,NEIGHBORHOOD PLACE,4255 HAZELWOOD AVE,40215.0,2020/09/03 03:59:59+00,7,FIELD
2364,702209,2020/07/27 03:59:59+00,CROWNE PLAZA,830 PHILLIPS LN,40209.0,2020/07/27 03:59:59+00,7,FIELD
2365,702304,2020/07/27 03:59:59+00,FIVE STAR FOOD MART,9501 CANE RUN RD,40272.0,2020/07/28 03:59:59+00,7,FIELD
2366,702382,2020/07/28 03:59:59+00,MCALISTER'S,980 BRECKENRIDGE LN,40207.0,2020/07/29 03:59:59+00,7,FIELD
2367,702507,2020/07/29 03:59:59+00,SUBWAY #28497,4835 POPLAR LEVEL RD,40213.0,2020/07/31 03:59:59+00,7,FIELD
2368,702571,2020/07/30 03:59:59+00,LEE'S FAMOUS RECIPE,2925 BROWNSBORO RD,40206.0,2020/08/02 03:59:59+00,7,FIELD
2369,702792,2020/08/03 03:59:59+00,MARATHON,6000 MANSLICK RD,40214.0,2020/08/04 03:59:59+00,7,FIELD
2370,702887,2020/08/04 03:59:59+00,COIN LAUNDRY,2337 ROCKFORD LN,40216.0,2020/08/10 03:59:59+00,7,FIELD
2371,702924,2020/08/04 03:59:59+00,FAMILY DOLLAR #20957,4936 POPLAR LEVEL RD,40219.0,2020/08/05 03:59:59+00,7,FIELD
2372,702925,2020/08/04 03:59:59+00,JAY'S FOOD MART,5370 RANGELAND RD,40219.0,2020/08/05 03:59:59+00,7,FIELD
2373,703129,2020/07/25 03:59:59+00,RIVER CITY DRAFTHOUSE,1574 BARDSTOWN RD,40205.0,2020/07/25 03:59:59+00,7,FIELD
2374,703147,2020/07/25 03:59:59+00,DRAGON KINGS DAUGHTER,1126 BARDSTOWN RD,40204.0,2020/07/25 03:59:59+00,7,FIELD
2375,703308,2020/08/06 03:59:59+00,CHURCHILL DOWNS BACKSIDE,700 CENTRAL AVE,40208.0,2020/08/14 03:59:59+00,7,FIELD
2376,703331,2020/08/05 03:59:59+00,THE RETREAT,1000 MANOR PARK DR,40208.0,2020/08/05 03:59:59+00,7,FIELD
2377,703500,2020/08/08 03:59:59+00,LONG JOHN SILVER'S,5447 NEW CUT RD,40214.0,2020/08/12 03:59:59+00,7,FIELD
2378,703515,2020/08/10 03:59:59+00,DINO'S II,2601 W BROADWAY,40211.0,2020/08/18 03:59:59+00,7,FIELD
2379,703587,2020/08/12 03:59:59+00,ANNIE'S PIZZA,2520 PORTLAND AVE,40212.0,2020/08/24 03:59:59+00,7,FIELD
2380,703720,2020/08/14 03:59:59+00,KENTUCKY KINGDOM,937 PHILLIPS LN,40209.0,2020/08/14 03:59:59+00,7,FIELD
2381,703755,2020/08/17 03:59:59+00,HOME STORE,11501 BLUEGRASS PKY,40229.0,2020/09/09 03:59:59+00,7,FIELD
2382,703811,2020/08/15 03:59:59+00,LONGHORN STEAKHOUSE,2535 HURSTBOURNE GEM LN,40220.0,2020/08/15 03:59:59+00,7,FIELD
2383,703820,2020/08/15 03:59:59+00,STARBUCKS #16953,1831 BLANKENBAKER PKWY,40299.0,2020/08/15 03:59:59+00,7,FIELD
2384,704464,2020/08/31 03:59:59+00,DOUBLE DRAGON,1255 GOSS AVE,40217.0,2020/09/03 03:59:59+00,4,FIELD
2385,705249,2020/09/14 03:59:59+00,SMYRMA INN,8201 SMYRNA PKWY,40228.0,2020/09/25 03:59:59+00,7,FIELD
2386,705867,2020/09/25 03:59:59+00,ST. JOSEPH CHILD DEV. CTR,2823 FRANKFORT AVE,40206.0,2020/09/28 03:59:59+00,7,FIELD
2387,706160,2020/09/30 03:59:59+00,GREEN DISTRICT SALADS,225 S 5TH ST,40202.0,2020/10/02 03:59:59+00,7,FIELD
2388,706245,2020/10/02 03:59:59+00,HAWTHORNE ELEMENTARY SCHOOL,2301 CLAREDON AVE,40205.0,2020/10/02 03:59:59+00,7,FIELD
2389,706691,2020/10/09 03:59:59+00,CREATION KINGDOM,9990 LINN STATION RD,40223.0,2020/10/12 03:59:59+00,7,FIELD
2390,706754,2020/10/12 03:59:59+00,SUBWAY,5469 NEW CUT RD,40214.0,2020/10/14 03:59:59+00,7,FIELD
2391,706757,2020/10/12 03:59:59+00,T&L MART,3320 W MARKET ST,40212.0,2020/10/12 03:59:59+00,7,FIELD
2392,706821,2020/10/10 03:59:59+00,CIRCLE K #4703224,1255 W ASHLAND AVE,40215.0,2020/10/10 03:59:59+00,7,FIELD
2393,706921,2020/10/14 03:59:59+00,K&K SERVICES,1015 REEVES RD,40219.0,2020/10/21 03:59:59+00,7,FIELD
2394,706930,2020/10/13 03:59:59+00,FARIS,10231 BLUE LICK RD,40229.0,2020/10/15 03:59:59+00,7,FIELD
2395,707047,2020/10/14 03:59:59+00,RAISING CANE'S,10490 WESTPORT RD,40241.0,2020/10/18 03:59:59+00,7,FIELD
2396,707147,2020/10/19 03:59:59+00,TREASURE INK TATTOO,2707 S 7TH ST RD,40215.0,2020/10/19 03:59:59+00,7,FIELD
2397,707610,2020/10/27 03:59:59+00,GUESS INCORPORATED,10610 FREEPORT DR,40258.0,2020/10/28 03:59:59+00,7,FIELD
2398,707617,2020/10/27 03:59:59+00,AFRICAN AMERICAN HERITAGE CENTER,1701 W MUHAMMAD ALI,40203.0,2020/10/28 03:59:59+00,8,FIELD
2399,707809,2020/10/28 03:59:59+00,DOLLAR GENERAL #12016,3430 TAYLOR BLVD,40208.0,2020/10/29 03:59:59+00,8,FIELD
2400,708293,2020/11/04 05:00:00+00,CIRCLE K #4700117,9619 WHIPPS MILL RD,40222.0,2020/11/05 05:00:00+00,7,FIELD
2401,709967,2020/11/20 05:00:00+00,MICHAELIS EVENTS,13040 EASTGATE PKWY,40243.0,2020/11/24 05:00:00+00,7,FIELD
2402,701219,2020/07/14 03:59:59+00,KROGER L-292,7509 TERRY RD,40258.0,2020/07/14 03:59:59+00,7,FIELD
2403,701223,2020/07/14 03:59:59+00,WALGREENS #17160,4149 TAYLOR BLVD,40215.0,2020/07/17 03:59:59+00,7,FIELD
2404,706129,2020/09/30 03:59:59+00,LOWE'S,6651 DIXIE HWY,40258.0,2020/10/02 03:59:59+00,7,FIELD
2405,701242,2020/07/14 03:59:59+00,WALMART #1170,10445 DIXIE HWY,40272.0,2020/07/15 03:59:59+00,7,FIELD
2406,701250,2020/07/14 03:59:59+00,SONIC DRIVE-IN,7010 RAGGARD RD,40216.0,2020/07/15 03:59:59+00,7,FIELD
2407,707100,2020/10/16 03:59:59+00,CABELLA'S,5100 NORTON HEALTHCARE BLVD,40241.0,2020/10/17 03:59:59+00,7,FIELD
2408,704601,2020/09/01 03:59:59+00,HAZELNUT FARM,816 EASTWOOD FISHERVILLE RD,40023.0,2020/09/11 03:59:59+00,7,FIELD
2409,707233,2020/10/19 03:59:59+00,PIER 17 CAJUN SEAFOOD & BAR,1975 S HURSTBOURNE PKWY,40220.0,2020/10/20 03:59:59+00,7,FIELD
2410,706043,2020/09/29 03:59:59+00,CRACKER BARREL #153,1401 KENTUCKY MILLS DR,40299.0,2020/10/08 03:59:59+00,7,FIELD
2411,709040,2020/11/16 05:00:00+00,KROGER L-366,5001 MUD LN,40229.0,2020/11/17 05:00:00+00,7,FIELD
2412,701278,2020/07/03 03:59:59+00,DOUBLE DRAGON,1255 GOSS AVE,40217.0,2020/07/03 03:59:59+00,7,FIELD
2413,707102,2020/10/16 03:59:59+00,BIG O TIRES,4413 CANE RUN RD,40216.0,2020/10/26 03:59:59+00,7,FIELD
2414,704883,2020/09/04 03:59:59+00,DOSKER MANOR,415 E MUHAMMAD ALI BLVD UNIT 1,40202.0,2020/09/08 03:59:59+00,7,FIELD
2415,707304,2020/10/20 03:59:59+00,AA MEETING,134 E WOODLAWN AVE,40214.0,2020/11/02 05:00:00+00,7,FIELD
2416,709048,2020/11/11 05:00:00+00,PATRICK O'SHEAS,123 W MAIN ST,40202.0,2020/11/12 05:00:00+00,7,FIELD
2417,701479,2020/07/16 03:59:59+00,BEN'S BARGAIN CENTER,10713 DIXIE HWY,40272.0,2020/08/28 03:59:59+00,7,FIELD
2418,710239,2020/11/24 05:00:00+00,GODFATHER II,5000 PRESTON HWY,40213.0,2020/12/03 05:00:00+00,7,FIELD
2419,706199,2020/10/01 03:59:59+00,BRUEGGERS BAKERY CAFE,119 BRECKENRIDGE LN,40207.0,2020/10/02 03:59:59+00,7,FIELD
2420,701746,2020/07/20 03:59:59+00,CHECKS,1101 E BURNETT AVE,40217.0,2020/07/21 03:59:59+00,7,FIELD
2421,709403,2020/11/18 05:00:00+00,CARBIDE INDUSTRIES,4400 BELLS LANE,40211.0,2020/11/19 05:00:00+00,6,FIELD
2422,710593,2020/11/30 05:00:00+00,UNIVERSITY OF LOUISVILLE PHYSICIANS,300 E MARKET ST,40202.0,2020/12/01 05:00:00+00,10,FIELD
2423,707125,2020/10/17 03:59:59+00,SHACK IN THE BACK BBQ,406 MT HOLLY RD,40118.0,2020/10/20 03:59:59+00,7,FIELD
2424,701350,2020/07/15 03:59:59+00,KROGER L-350,5533 NEW CUT RD,40214.0,2020/07/31 03:59:59+00,7,FIELD
2425,707343,2020/10/20 03:59:59+00,PIZZA HUT #036970,3803 S 7TH ST,40216.0,2020/10/21 03:59:59+00,7,FIELD
2426,704949,2020/09/08 03:59:59+00,TACO BELL,11206 PRESTON HWY,40229.0,2020/09/11 03:59:59+00,7,FIELD
2427,710612,2020/11/30 05:00:00+00,COLE'S PLACE,2928 W KENTUCKY ST,40211.0,2020/12/01 05:00:00+00,6,FIELD
2428,701414,2020/07/16 03:59:59+00,EN VOGUE SALON,9902 OLD THIRD ST RD,40272.0,2020/08/24 03:59:59+00,7,FIELD
2429,707475,2020/10/22 03:59:59+00,CIRCLE K #4703234,4347 S 3RD ST,40214.0,2020/10/23 03:59:59+00,7,FIELD
2430,707438,2020/10/22 03:59:59+00,ASPEN CREEK,8000 BARDSTOWN RD,40291.0,2020/10/23 03:59:59+00,4,FIELD
2431,707034,2020/10/14 03:59:59+00,CIRCLE K #4700075,1630 ARTHUR ST,40217.0,2020/10/16 03:59:59+00,7,FIELD
2432,709434,2020/11/16 05:00:00+00,TORO,10602 SHELBYVILLE RD,40223.0,2020/11/23 05:00:00+00,7,FIELD
2433,701813,2020/07/20 03:59:59+00,J-TOWN BINGO HALL,9125 GALENE DR,40299.0,2020/08/13 03:59:59+00,7,FIELD
2434,705267,2020/09/14 03:59:59+00,KROGER L-376,4501 OUTER LOOP,40219.0,2020/09/17 03:59:59+00,7,FIELD
2435,711560,2020/12/08 05:00:00+00,LOUISVILLE ATHLETIC CLUB,9451 WESTPORT RD,40241.0,2020/12/08 05:00:00+00,7,FIELD
2436,701500,2020/07/16 03:59:59+00,PAPA JOHN'S #7,4673 OUTER LOOP,40219.0,2020/08/11 03:59:59+00,7,FIELD
2437,707967,2020/10/30 03:59:59+00,DECO PAPER PRODUCTS WAREHOUSE,4004 COLLINS LN,40245.0,2020/11/09 05:00:00+00,7,FIELD
2438,707483,2020/10/22 03:59:59+00,HUNTING CREEK COUNTRY CLUB,6807 FOXCROFT RD,40059.0,2020/10/28 03:59:59+00,7,FIELD
2439,707160,2020/10/16 03:59:59+00,ALDI,10620 WESTPORT RD,40241.0,2020/10/20 03:59:59+00,7,FIELD
2440,709531,2020/11/18 05:00:00+00,SIGNATURE HEALTHCARE AT ROCKFORD,4700 QUINN DR,40216.0,2020/11/19 05:00:00+00,7,FIELD
2441,701884,2020/07/22 03:59:59+00,CHEER CENTRAL ATHLETICS,7901 3RD ST RD,40214.0,2020/08/13 03:59:59+00,7,FIELD
2442,705551,2020/09/18 03:59:59+00,WALMART #1170,10445 DIXIE HWY,40272.0,2020/09/21 03:59:59+00,7,FIELD
2443,711604,2020/11/19 05:00:00+00,OSKAR'S SLIDER BAR,3799 POPLAR LEVEL RD,40217.0,2020/11/19 05:00:00+00,7,FIELD
2444,701720,2020/07/18 03:59:59+00,KROGER L-780,10645 DIXIE HWY,40272.0,2020/07/21 03:59:59+00,7,FIELD
2445,708099,2020/10/30 03:59:59+00,DINO'S II,2601 W BROADWAY,40211.0,2020/11/03 05:00:00+00,7,FIELD
2446,707608,2020/10/27 03:59:59+00,QUANTUM INK,4651 MELTON AVE,40213.0,2020/10/27 03:59:59+00,7,FIELD
2447,707535,2020/10/24 03:59:59+00,WAFFLE HOUSE #1398,12020 STANDIFORD PLAZA DR,40220.0,2020/10/27 03:59:59+00,6,FIELD
2448,709710,2020/11/20 05:00:00+00,ST RAPHAEL THE ARCHANGEL CHURCH,2141 LANCASHIRE AVE,40205.0,2020/11/20 05:00:00+00,7,FIELD
2449,701975,2020/07/21 03:59:59+00,FAMILY DOLLAR #21031,3201 KRISTIN WAY,40216.0,2020/07/23 03:59:59+00,7,FIELD
2450,705697,2020/09/22 03:59:59+00,RUE GULITE,10100 LINN STATION RD,40223.0,2020/10/06 03:59:59+00,7,FIELD
2451,711880,2020/12/10 05:00:00+00,UPS WORLDPORT,911 GRADE LN,40213.0,2020/12/09 05:00:00+00,8,FIELD
2452,701829,2020/07/21 03:59:59+00,MAPCO MART,6514 PRESTON HWY,40213.0,2020/07/24 03:59:59+00,7,FIELD
2453,708100,2020/10/30 03:59:59+00,WALGREENS #6171,5900 TIMBER RIDGE DR,40059.0,2020/11/04 05:00:00+00,7,FIELD
2454,708000,2020/10/29 03:59:59+00,DOLLAR TREE #2410,9206 WESTPORT RD,40242.0,2020/11/04 05:00:00+00,7,FIELD
2455,707623,2020/10/27 03:59:59+00,ADVANCED VISION,4414 SHELBYVILLE RD UNIT 204,40207.0,2020/10/27 03:59:59+00,7,FIELD
2456,709714,2020/11/20 05:00:00+00,LOUISVILLE TENNIS CLUB,2011 HERR LANE,40222.0,2020/11/20 05:00:00+00,7,FIELD
2457,702195,2020/07/27 03:59:59+00,BURLINGTON,9070 DIXIE HWY,40258.0,2020/08/28 03:59:59+00,7,FIELD
2458,705738,2020/09/23 03:59:59+00,THE BOMBSHELL BOUTIQUE,11613 MAIN ST,40243.0,2020/10/12 03:59:59+00,7,FIELD
2459,712046,2020/12/10 05:00:00+00,CYCLE BAR,4600 SHELBYVILLE RD,40207.0,2020/12/10 05:00:00+00,7,FIELD
2460,701864,2020/07/22 03:59:59+00,VISION FIRST,4000 POPLAR LEVEL RD,40213.0,2020/07/24 03:59:59+00,6,FIELD
2461,708135,2020/11/03 05:00:00+00,J'TOWN BINGO HALL,9125 GALENE DR,40299.0,2020/11/04 05:00:00+00,7,FIELD
2462,708003,2020/10/29 03:59:59+00,DERBY CITY GAMING,4520 POPLAR LEVEL RD,40213.0,2020/11/03 05:00:00+00,7,FIELD
2463,707710,2020/10/27 03:59:59+00,4TH & CENTRAL FOOD MART,3004 S 4TH ST,40208.0,2020/11/02 05:00:00+00,7,FIELD
2464,710181,2020/11/24 05:00:00+00,GOODWILL INDUSTRIES,4840 DIXIE HWY,40216.0,2020/11/24 05:00:00+00,4,FIELD
2465,702239,2020/07/27 03:59:59+00,CHECKS,1101 E BURNETT AVE,40217.0,2020/07/28 03:59:59+00,7,FIELD
2466,705871,2020/09/25 03:59:59+00,SPEEDWAY #9783,4900 OUTER LOOP,40219.0,2020/09/28 03:59:59+00,7,FIELD
2467,712723,2020/12/16 05:00:00+00,ZAXBY'S,4949 DIXIE HWY,40216.0,2020/12/17 05:00:00+00,7,FIELD
2468,701961,2020/07/21 03:59:59+00,AMERICAN LEGION PORTLAND POST 278,507 N 27TH ST,40212.0,2020/07/23 03:59:59+00,7,FIELD
2469,708153,2020/11/03 05:00:00+00,LOWE'S,2100 BASHFORD MANOR LN,40218.0,2020/11/04 05:00:00+00,7,FIELD
2470,708126,2020/11/02 05:00:00+00,KFC,6600 BARDSTOWN RD,40291.0,2020/11/03 05:00:00+00,7,FIELD
2471,708093,2020/11/02 05:00:00+00,BURLINGTON COAT FACTORY,3560 BARDSTOWN RD,40218.0,2020/11/04 05:00:00+00,7,FIELD
2472,708101,2020/10/30 03:59:59+00,SPEEDWAY #9636,12201 DIXIE HWY,40272.0,2020/11/03 05:00:00+00,7,FIELD
2473,708467,2020/11/06 05:00:00+00,MCDONALD'S,998 BRECKENRIDGE LN,40207.0,2020/11/10 05:00:00+00,7,FIELD
2474,708829,2020/11/13 05:00:00+00,AMERICAN LEGION DIXIE POST #1,2107 CRUMS LN,40216.0,2020/11/16 05:00:00+00,7,FIELD
2475,709058,2020/11/12 05:00:00+00,QDOBA #2632,312 S 4TH ST,40202.0,2020/11/12 05:00:00+00,7,FIELD
2476,709754,2020/11/19 05:00:00+00,BEARNO'S,10212 TAYLORSVILLE RD,40299.0,2020/11/19 05:00:00+00,4,FIELD
2477,710037,2020/11/19 05:00:00+00,SLEEP OUTFITTERS,6801 DIXIE HWY (SLEEP OUTFITTERS),40219.0,2020/11/19 05:00:00+00,7,FIELD
2478,710081,2020/11/17 05:00:00+00,AKASHA BREWING COMPANY,909 E MARKET ST,40206.0,2020/11/17 05:00:00+00,7,FIELD
2479,710395,2020/11/25 05:00:00+00,SENIOR CARE EXPERTS,145 THIERMAN LANE,40207.0,2020/12/02 05:00:00+00,7,FIELD
2480,710478,2020/11/28 05:00:00+00,IROQUOIS FOOD MART,5105 NEW CUT RD,40214.0,2020/12/01 05:00:00+00,9,FIELD
2481,710540,2020/11/25 05:00:00+00,DRAKE'S BHG LOUISVILLE #2,3921 SUMMIT PLAZA DR,40241.0,2020/11/25 05:00:00+00,7,FIELD
2482,710576,2020/11/30 05:00:00+00,LUEBERRY,808 E MARKET ST,40206.0,2020/12/15 05:00:00+00,7,FIELD
2483,710587,2020/11/30 05:00:00+00,KING PIN LANES,9525 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,7,FIELD
2484,710689,2020/12/01 05:00:00+00,WALMART #6931,4840 OUTER LOOP,40219.0,2020/12/04 05:00:00+00,7,FIELD
2485,710693,2020/12/01 05:00:00+00,KROGER L-332,4211 S 3RD ST,40214.0,2020/12/02 05:00:00+00,7,FIELD
2486,710780,2020/12/02 05:00:00+00,AMERICAN RED CROSS BLOOD DONATION CENTER,291 N HUBBARDS LN UNIT 170,40207.0,2020/12/02 05:00:00+00,7,FIELD
2487,710818,2020/12/02 05:00:00+00,FAMILY DOLLAR #22087,1419 W JEFFERSON ST,40203.0,2020/12/04 05:00:00+00,4,FIELD
2488,702476,2020/07/29 03:59:59+00,SPEEDWAY #9685,5510 BARDSTOWN RD,40291.0,2020/08/04 03:59:59+00,6,FIELD
2489,702516,2020/07/29 03:59:59+00,FORD LOUISVILLE PLANT,2000 FERN VALLEY RD,40213.0,2020/08/27 03:59:59+00,7,FIELD
2490,702642,2020/07/30 03:59:59+00,WALMART #5417,175 OUTER LOOP,40214.0,2020/07/31 03:59:59+00,7,FIELD
2491,702806,2020/08/03 03:59:59+00,LAUNDRY CONNECTION,2600 W BROADWAY,40211.0,2020/08/10 03:59:59+00,7,FIELD
2492,702872,2020/08/02 03:59:59+00,HONG KONG FAST FOOD,5312 S 3RD ST,40214.0,2020/08/05 03:59:59+00,7,FIELD
2493,702888,2020/08/02 03:59:59+00,DAIRY QUEEN,9080 DIXIE HWY,40258.0,2020/08/05 03:59:59+00,7,FIELD
2494,702902,2020/08/03 03:59:59+00,MEIJER #160,4500 S HURSTBOURNE PKWY,40299.0,2020/08/05 03:59:59+00,7,FIELD
2495,702942,2020/08/04 03:59:59+00,NORTON AUDUBON HOSPITAL WOUND CARE CENTER,1 AUDUBON PLAZA DRIVE,40217.0,2020/08/24 03:59:59+00,5,FIELD
2496,702971,2020/08/04 03:59:59+00,HARRODS CREEK TAVERN,6313 RIVER RD,40059.0,2020/08/10 03:59:59+00,7,FIELD
2497,703136,2020/07/25 03:59:59+00,FUN TEA,1613 BARDSTOWN RD,40205.0,2020/07/25 03:59:59+00,8,FIELD
2498,703162,2020/08/05 03:59:59+00,KROGER L-780,10645 DIXIE HWY,40272.0,2020/08/10 03:59:59+00,7,FIELD
2499,703286,2020/08/06 03:59:59+00,SICILIAN PIZZA & PASTA,627 S 4TH ST,40202.0,2020/08/11 03:59:59+00,7,FIELD
2500,703323,2020/08/07 03:59:59+00,QUAIL GOLF COURT,7001 COOPER CHAPEL RD,40229.0,2020/09/01 03:59:59+00,7,FIELD
