rxdevice(long),fileid(long),txdevice(long),starttime(long),endtime(long),valuevalue(long)
302,24872.0,22502,278111676173899,276387576062486.0,255
334,24874.0,-31314,278118576171238,276207865949104.0,255
291,24875.0,-3883,278166276138266,277106076056089.0,255
341,24875.0,9486,278165676185824,277698565927368.0,255
300,24875.0,26911,278165976138286,276266676055141.0,255
321,24877.0,-28584,278201376184312,277189765955931.0,255
332,24878.0,8507,278252376165259,277080865966239.0,255
291,24879.0,-8944,278254776155986,276902676073996.0,255
384,24879.0,-8739,278255076156045,277422576021761.0,255
381,24881.0,-12409,278285976103867,277693765956247.0,255
299,24882.0,27912,278338776137592,276466176086601.0,255
309,24884.0,7139,278375976156003,278376276055805.0,255
376,24884.0,22671,278376276155808,278376383355959.0,255
387,24888.0,26087,278439276189189,276466176086601.0,255
291,24891.0,-7748,278509476115473,276902676073996.0,255
360,24891.0,21068,278509776115155,276871476076359.0,255
330,24892.0,-23242,278529276108982,276387576062486.0,255
385,24892.0,17992,278528976175120,276387576062486.0,255
390,24893.0,-7510,278600376103933,276524376016804.0,255
388,24893.0,-5799,278600076104027,276905376089894.0,255
343,24894.0,-17793,278629176152752,277564776055062.0,255
391,24894.0,-14867,278629476153033,277046376011948.0,255
302,24894.0,16003,278629776153488,278285965953540.0,255
316,24896.0,-5019,278684676164027,277129176056224.0,255
368,24896.0,27777,278684376164152,276466176086601.0,255
301,24897.0,-22824,278686176199918,276807876097228.0,255
295,24897.0,-22763,278685276199324,276524376016804.0,255
330,24897.0,-7201,278685876199732,278686176099886.0,255
372,24897.0,7201,278685576199348,278285965953540.0,255
315,24899.0,-11115,278717376168391,276524376016804.0,255
348,24899.0,25902,278717676168440,277762176055058.0,255
382,24900.0,23617,278719776129445,277564776055062.0,255
339,24901.0,30606,278770476190056,277762176055058.0,255
291,24902.0,3575,278774076122370,276807876097228.0,255
374,24902.0,6329,278774376137719,276902676073996.0,255
367,24903.0,-24283,278796876146496,277088076019619.0,255
356,24903.0,-11142,278797176146211,277106076056089.0,255
1064,866286.0,-8713,276550766128551,276807876097228.0,255
1064,24855.0,-15462,277251266060337,277251565936918.0,255
1064,24848.0,-7409,277251566060340,277762176055058.0,255
1064,24840.0,-32375,277257866100095,276209965914102.0,255
1064,866293.0,-12833,277257566099942,277257865976298.0,255
1107,866299.0,-28162,277341266037436,277046376011948.0,255
1064,24849.0,-5412,277340666037444,276266676055141.0,255
1064,24846.0,3873,277340966037546,278653165960165.0,255
1064,24854.0,14934,277341566037809,277341865914144.0,255
1064,24849.0,28679,277341866037720,276871476076359.0,255
1064,866306.0,-21238,277413566099815,277129176056224.0,255
1145,866309.0,28947,277423466086779,276297576073022.0,255
1064,24832.0,-4225,277472366106602,277189765955931.0,255
1064,24817.0,1533,277597166107390,276905376089894.0,255
1064,24850.0,2628,277596866107593,277175965960291.0,255
1145,866330.0,-16487,277602266078245,277077876031133.0,255
1064,24814.0,-5248,277601966078331,277175965960291.0,255
1064,24846.0,12475,277603166078277,277603190554923.0,255
1092,866331.0,18123,277653566074380,276297576073022.0,255
1064,24842.0,31201,277653266074553,276297576073022.0,255
1075,866338.0,-26876,277733666117502,277733965993486.0,255
1064,24840.0,-25894,277734266117436,277323276041700.0,255
1064,24842.0,-9685,277734866117326,277189765955931.0,255
1140,866338.0,28809,277733966117257,277734265993498.0,255
1064,24814.0,-25478,277740266085585,277762176055058.0,255
1064,24841.0,6723,277740566085630,277740865962257.0,255
1064,866339.0,12036,277740866085786,277077876031133.0,255
1107,866339.0,31012,277739966085788,277129176056224.0,255
1064,24846.0,16435,277743866034481,276807876097228.0,255
1108,866345.0,-32270,277763966084035,276207865949104.0,255
1064,24837.0,-6053,277764266084085,276387576062486.0,255
1064,866347.0,2341,277780466057651,277564776055062.0,255
1064,24825.0,8974,277779866057781,276297576073022.0,255
1129,866347.0,27712,277780166057538,276871476076359.0,255
1111,24850.0,11297,276175176157090,276387576062486.0,255
1111,24832.0,22316,276174876157102,277046376011948.0,255
1111,24817.0,29062,276175476157367,278802565926701.0,255
1111,24836.0,-17609,276209676163340,276807876097228.0,255
1111,68618.0,-9147,276209976163181,278255665966919.0,255
1111,24846.0,-4365,276210276163548,276266676055141.0,255
1121,68619.0,-1658,276261576159581,276261876059776.0,255
1111,24841.0,11152,276261876159784,276261965659509.0,255
1122,68619.0,17901,276261276159935,276261576059582.0,255
1111,24817.0,-9184,276298476174493,276298776074568.0,255
1199,68621.0,6434,276298176174603,277564776055062.0,255
1111,24825.0,23035,276298776174571,278335165928660.0,255
1196,68622.0,-2867,276299676173835,277698565927368.0,255
1111,24832.0,26349,276299976173898,276736165973384.0,255
1111,24845.0,24976,276347976160352,276387576062486.0,255
1145,68623.0,29033,276348276160589,276297576073022.0,255
1111,24814.0,-26558,276383376198104,276266676055141.0,255
1111,24817.0,-10336,276384276198170,278653165960165.0,255
1111,24812.0,-4950,276383676198617,277698565927368.0,255
1119,68624.0,7878,276383976198339,276384276098170.0,255
1111,68627.0,-24984,276434676155638,277323276041700.0,255
1140,68627.0,-3890,276434376139976,276524376016804.0,255
1111,68628.0,-17741,276473676139252,276266676055141.0,255
1155,68628.0,-13729,276473976155004,277106076056089.0,255
1111,24848.0,-31844,276479376176746,277323276041700.0,255
1111,24825.0,-28058,276478176176829,276478476077093.0,255
1111,24817.0,-26323,276479976176715,277564776055062.0,255
1111,24832.0,-23125,276475776182646,277564776055062.0,255
1111,24814.0,-21325,276476676199656,276297576073022.0,255
1111,24840.0,-21028,276482376176794,276871476076359.0,255
1186,68629.0,-18701,276481176176773,276466176086601.0,255
1111,24855.0,-17393,276480876176684,276807876097228.0,255
1111,24842.0,-15176,276478476177104,277189765955931.0,255
1111,24850.0,-10416,276480576176693,276524376016804.0,255
1111,24855.0,-6816,276477276116234,276466176086601.0,255
1112,68629.0,677,276478776176973,276807876097228.0,255
1179,68629.0,2350,276477576146770,276466176086601.0,255
1111,24851.0,2522,276476376199659,276387576062486.0,255
1206,68629.0,3069,276482076176736,277693765956247.0,255
1173,68629.0,3399,276476076182671,276476376099695.0,255
1112,68629.0,10626,276481776177320,276266676055141.0,255
1111,24837.0,18599,276477876176754,276478176076852.0,255
1197,68629.0,19165,276481476177251,276481776077268.0,255
1151,68629.0,19484,276479076176811,276871476076359.0,255
1111,24837.0,19837,276476976200307,276266676055141.0,255
1179,68629.0,30805,276480276176942,277077876031133.0,255
1209,68629.0,30891,276479676176725,277762176055058.0,255
1111,24850.0,-6941,276815376186030,276902676073996.0,255
1111,24849.0,441,276814776186109,277077876031133.0,255
1111,24814.0,-26022,276832776181379,277509265925291.0,255
1141,68665.0,-23960,276832476180342,276297576073022.0,255
1111,24836.0,17185,276833076180277,277081165966235.0,255
1111,24840.0,-29319,276866676116343,276297576073022.0,255
1111,24817.0,-5544,276867276115909,276266676055141.0,255
1201,68666.0,17687,276866976116034,277698565927368.0,255
1127,68667.0,-31440,276902076196327,278801965926737.0,255
1153,68667.0,-21572,276901476196655,276901776097086.0,255
1206,68667.0,7615,276901176196667,278653165960165.0,255
1111,24854.0,28050,276901776196744,278639365921994.0,255
1111,24812.0,-1895,276907476115545,277106076056089.0,255
1111,68668.0,25549,276907176115243,276907476015546.0,255
1111,24848.0,31900,276907776115676,276807876097228.0,255
1111,24832.0,-31843,276952176172096,276871476076359.0,255
1211,68669.0,1590,276951876155641,277564776055062.0,255
1111,24850.0,24394,276952476105964,276807876097228.0,255
1111,24824.0,-7605,276989976176983,277564776055062.0,255
1111,24814.0,379,276990576109694,277693765956247.0,255
1111,24812.0,5994,276990276109732,276387576062486.0,255
1111,24812.0,-32419,277038876150565,277928065976672.0,255
1180,68671.0,-9059,277038576150665,276524376016804.0,255
1111,24812.0,-5162,277070976196947,276387576062486.0,255
1111,24814.0,-2876,277070676196903,277070976096978.0,255
1111,24850.0,2182,277070376196764,277046376011948.0,255
1111,24812.0,12267,277070076196540,277070376096765.0,255
1111,24812.0,-24523,277082976196958,277564776055062.0,255
1111,24845.0,4150,277082376197031,276387576062486.0,255
1111,24824.0,8035,277082076196575,276209965914102.0,255
1111,24832.0,8564,277082676197050,277082976096965.0,255
1111,24824.0,9409,277081776196672,277762176055058.0,255
1111,24841.0,-16401,277125876133722,276209965914102.0,255
1111,24837.0,1807,277125276117857,276524376016804.0,255
1111,24837.0,9518,277125576117953,277125876033753.0,255
1111,24825.0,7485,277160976163360,277422576021761.0,255
1163,68676.0,12855,277160676163065,276807876097228.0,255
1163,68677.0,-21644,277166376160511,276524376016804.0,255
1111,24849.0,-2916,277644276185014,276466176086601.0,255
1111,68685.0,14180,277644576181626,277644876081833.0,255
1192,68685.0,16880,277644876181858,277106076056089.0,255
1111,24849.0,-8006,277686276120471,277564776055062.0,255
1163,68686.0,30560,277685976120586,277081165966235.0,255
1158,68688.0,-32353,277730676179399,277730976079508.0,255
1111,24840.0,-3297,277731276179496,276297576073022.0,255
1120,68688.0,23884,277730976179475,277731276079514.0,255
1111,24842.0,3289,277763676143539,276902676073996.0,255
1111,24849.0,23767,277763376143699,277088076019619.0,255
1111,68690.0,7687,277766376140779,278285965953540.0,255
1111,68691.0,-16529,277932876172438,277933176003946.0,255
1111,24832.0,-10767,277932576153783,276807876097228.0,255
1185,68691.0,-3806,277933176103940,277106076056089.0,255
1189,68692.0,1289,277941576136802,276466176086601.0,255
1111,68692.0,2522,277941276136657,277941576036799.0,255
1158,68692.0,18294,277940976136618,276871476076359.0,255
1111,24840.0,29026,277941876136542,276905376089894.0,255
1111,24850.0,-12104,278023476151227,277046376011948.0,255
1111,24836.0,-116,278023776151315,276871476076359.0,255
1111,24848.0,17108,278024076151303,278802565926701.0,255
1129,68695.0,-12651,278076876159670,277189765955931.0,255
1111,24812.0,8437,278076276159457,278076576059701.0,255
1206,68695.0,14333,278076576159701,277509265925291.0,255
1210,68696.0,3742,278110476187345,276297576073022.0,255
1179,68696.0,13668,278110776187375,277080865966239.0,255
1111,24832.0,2433,278163576165578,276297576073022.0,255
1200,68698.0,9345,278162976165754,276905376089894.0,255
1111,24837.0,29453,278163276165387,278163576065577.0,255
1133,68699.0,-12050,278198976163927,278198997364075.0,255
1136,68699.0,15607,278198376164207,277422576021761.0,255
1111,24854.0,-1444,278246976179896,278247276080009.0,255
1111,24817.0,-1045,278247276180035,277422576021761.0,255
1149,68700.0,32203,278247576179860,277046376011948.0,255
1111,24841.0,-10327,278276976136966,278277276037230.0,255
1111,68701.0,-9715,278277576152647,277081165966235.0,255
1131,68701.0,9284,278277276137265,277509265925291.0,255
1111,24840.0,10327,278278176168601,277928065976672.0,255
1111,24842.0,-14815,278279676182520,276524376016804.0,255
1111,24832.0,-10629,278280576182366,278255665966919.0,255
1111,24846.0,24717,278280276182736,277046376011948.0,255
1157,68702.0,27366,278279976182699,276807876097228.0,255
1148,68703.0,-16038,278286576143817,277106076056089.0,255
1145,68703.0,-15505,278286876144032,276736165973384.0,255
1175,68703.0,-1606,278287176143728,276524376016804.0,255
1111,24824.0,-203,278287476143834,276266676055141.0,255
1152,68704.0,-16672,278291076181676,276266676055141.0,255
1181,68704.0,10125,278291676182132,277129176056224.0,255
1111,24824.0,18507,278290776181809,277081165966235.0,255
1111,24825.0,19036,278291376182317,278291676082142.0,255
1160,68705.0,-30474,278334276132978,276871476076359.0,255
1111,24841.0,32186,278334576133378,277564776055062.0,255
1111,24824.0,-31896,278368776188416,276466176086601.0,255
1111,24848.0,-9134,278368476172927,276207865949104.0,255
1111,24817.0,18084,278368176173066,276266676055141.0,255
1111,68710.0,-30165,278380476185471,278380776085870.0,255
1133,68710.0,-24573,278379876185523,277762176055058.0,255
1111,24812.0,-5424,278379276185585,278379576085663.0,255
1111,68710.0,-5312,278378676185390,277189765955931.0,255
1111,24845.0,-2587,278380776185425,278380856185406.0,255
1162,68710.0,1506,278380176185379,277088076019619.0,255
1122,68710.0,20501,278379576185687,276466176086601.0,255
1125,68710.0,23616,278378976185702,278379276085560.0,255
1182,68710.0,27626,278378376185563,278378676085394.0,255
1159,68721.0,-21321,278545176161881,277077876031133.0,255
1111,24814.0,-8029,278544876146568,277698565927368.0,255
1111,24832.0,-7297,278545476162147,276466176086601.0,255
1111,24837.0,-2425,278545776177436,276871476076359.0,255
1116,68721.0,2387,278546076177405,276297576073022.0,255
1111,24824.0,8739,278546376193887,278546676041361.0,255
1111,24840.0,14313,278544276146790,276807876097228.0,255
1111,24817.0,17142,278546676141363,278546743641270.0,255
1111,24842.0,32205,278544576146568,276871476076359.0,255
1111,24855.0,-229,278595876149429,276905376089894.0,255
1111,24848.0,19255,278596176149206,277077876031133.0,255
1111,24836.0,26016,278595576133234,278595876049441.0,255
1111,24824.0,-27053,278630376156580,276387576062486.0,255
1111,24846.0,15995,278629776156120,277928065976672.0,255
1111,24848.0,20263,278630076155938,276266676055141.0,255
1111,24814.0,-2870,278681676134126,277129176056224.0,255
1125,68725.0,1111,278681376134184,277564776055062.0,255
1111,24842.0,30314,278681076176320,278681376034186.0,255
1111,68728.0,-31363,278716476194954,276871476076359.0,255
1142,68728.0,-16879,278716176194939,276266676055141.0,255
1111,24855.0,-15353,278716776194907,276871476076359.0,255
1111,24848.0,-3316,278768076129284,278175865951196.0,255
1111,24840.0,13434,278767476112451,277323276041700.0,255
1199,68729.0,30869,278767776129181,276227965946228.0,255
1111,68731.0,4739,278798976113313,276297576073022.0,255
1112,24846.0,-32748,276173976121220,277323276041700.0,255
1162,53964.0,-29031,276174276121240,276174576021114.0,255
1112,24848.0,-23005,276174576121177,276174876021024.0,255
1112,24812.0,-5706,276174876120999,276175176021093.0,255
1112,24832.0,-2699,276175476121513,278335165928660.0,255
1112,24837.0,10479,276175176121161,276466176086601.0,255
1112,24845.0,-32525,276260676155659,276260976055621.0,255
1117,53968.0,-28962,276261876155443,277189765955931.0,255
1122,53968.0,-17359,276261576155659,276261876055439.0,255
1112,24855.0,-4310,276262176155718,277762176055058.0,255
1112,24848.0,10566,276261276155497,276736165973384.0,255
1112,24817.0,32121,276260976155614,276261276055490.0,255
1198,53969.0,-27108,276296076190923,277046376011948.0,255
1112,24825.0,865,276295776190322,276466176086601.0,255
1112,24841.0,-30967,276302976178090,276871476076359.0,255
1130,53971.0,-28888,276302376161338,276807876097228.0,255
1178,53971.0,-22062,276303276178005,277046376011948.0,255
1112,53971.0,-16894,276302076161493,276302376061340.0,255
1114,53971.0,-4272,276302676161433,276302976078091.0,255
1115,53972.0,-28275,276347076173813,276347376073443.0,255
1112,24824.0,-11922,276348276173881,276871476076359.0,255
1112,24825.0,10670,276347376173451,277323276041700.0,255
1112,24850.0,21972,276347976173521,277762176055058.0,255
1128,53972.0,25999,276347676173542,277081165966235.0,255
1112,24845.0,-16345,276373776133130,276902676073996.0,255
1113,53973.0,-8198,276372876132897,276373176032673.0,255
1112,24842.0,535,276372576133136,276466176086601.0,255
1203,53973.0,12346,276373476132654,276227965946228.0,255
1147,53973.0,24890,276373176132654,276373476032644.0,255
1112,24848.0,-31107,276434376147197,278276965988058.0,255
1112,24824.0,-13478,276435876146953,276524376016804.0,255
1112,24849.0,5352,276435276147219,277175965960291.0,255
1112,24855.0,10543,276433476147276,276902676073996.0,255
1112,53977.0,11961,276432876147317,277323276041700.0,255
1131,53977.0,23334,276434076146961,276902676073996.0,255
1121,53977.0,25760,276433176147077,276433476047273.0,255
1145,53977.0,29377,276435576147025,276435876046922.0,255
1112,24845.0,31078,276433776147222,277698565927368.0,255
1112,24837.0,-17076,276446976189253,276447276089724.0,255
1112,24845.0,4892,276447276189731,278801965926737.0,255
1143,53978.0,24639,276446676189701,276446976089301.0,255
1142,53985.0,-20273,276564276118879,276387576062486.0,255
1136,53985.0,-17221,276564576118784,277129176056224.0,255
1112,24850.0,-10323,276564876118733,276524376016804.0,255
1112,24851.0,-10262,276565176119188,276209965914102.0,255
1112,24841.0,-14631,276780576143820,276387576062486.0,255
1112,24836.0,-6957,276779376111605,276779676027964.0,255
1112,24817.0,395,276779976127470,276780276043563.0,255
1152,53997.0,5736,276780276143571,277422576021761.0,255
1112,24845.0,17593,276779676127747,277088076019619.0,255
1112,24837.0,30244,276779076111607,277077876031133.0,255
1161,53998.0,-20934,276809376164625,276387576062486.0,255
1112,24841.0,-9169,276809676164283,277088076019619.0,255
1112,24825.0,-26404,276814776136985,276905376089894.0,255
1112,24851.0,-14328,276814476120852,277762176055058.0,255
1112,24812.0,-11480,276814176120700,276466176086601.0,255
1112,24812.0,-8627,276815976152146,276524376016804.0,255
1112,24840.0,-4407,276815076137086,277080865966239.0,255
1112,53999.0,1912,276815676152291,278336065944695.0,255
1162,53999.0,22204,276815376137448,276815676052296.0,255
1112,24851.0,-19968,276866376152254,278653165960165.0,255
1112,24824.0,-6824,276865776116274,276905376089894.0,255
1112,24848.0,-5698,276866076152291,276807876097228.0,255
1112,24850.0,3992,276866676152103,277046376011948.0,255
1156,54001.0,22483,276866976152373,277564776055062.0,255
1112,24825.0,-27592,276951276178774,277387465933130.0,255
1175,54002.0,1411,276952176195152,276387576062486.0,255
1112,24824.0,7099,276952476111087,276524376016804.0,255
1115,54002.0,24381,276951876194505,276905376089894.0,255
1112,24812.0,26793,276952776158698,276524376016804.0,255
1112,24836.0,1679,277039476159189,278768366007073.0,255
1112,24812.0,5705,277038576159148,277323276041700.0,255
1112,24845.0,7281,277039776159089,277088076019619.0,255
1174,54005.0,12569,277039176159059,277039476059189.0,255
1112,24814.0,24120,277040076159557,277046376011948.0,255
1112,24855.0,26850,277038876159076,278653165960165.0,255
1146,54006.0,-26643,277073376155422,276387576062486.0,255
1112,24825.0,-26467,277073076155443,276807876097228.0,255
1112,24837.0,17252,277072776155626,277046376011948.0,255
1112,24812.0,-31287,277079976149100,276807876097228.0,255
1112,24825.0,13447,277081176149176,276871476076359.0,255
1112,24854.0,29109,277080276149041,276387576062486.0,255
1112,24824.0,30830,277080576149257,276466176086601.0,255
1112,24842.0,31184,277080876148941,277323276041700.0,255
1138,54010.0,-3033,277131576142867,276387576062486.0,255
1112,24850.0,16284,277135776158340,276736165973384.0,255
1148,54015.0,-20198,277138176110148,277138476009792.0,255
1155,54015.0,25903,277138476109790,277138776009674.0,255
1112,24836.0,30547,277138776109685,277088076019619.0,255
1129,54034.0,383,277384176105023,277088076019619.0,255
1112,24854.0,16920,277385076105304,278335465928666.0,255
1116,54034.0,21901,277384476105592,276227965946228.0,255
1112,24824.0,31855,277383876105924,276905376089894.0,255
1133,54034.0,32749,277384776105722,277077876031133.0,255
1112,24817.0,-27251,277426776141439,278335465928666.0,255
1112,24855.0,5924,277425576141210,276266676055141.0,255
1112,54036.0,17571,277426176141414,277426476041247.0,255
1120,54036.0,20676,277425876141718,276871476076359.0,255
1167,54036.0,23947,277426476141239,278653165960165.0,255
1112,24854.0,-14080,277471476169530,276807876097228.0,255
1112,24836.0,-12738,277470576169435,276524376016804.0,255
1123,54037.0,-7402,277470876169546,276736165973384.0,255
1139,54037.0,2943,277471176169482,277471476069534.0,255
1179,54037.0,4988,277470276169762,277129176056224.0,255
1112,24841.0,9510,277471776169704,277762176055058.0,255
1112,24824.0,-28952,277513476184657,277175965960291.0,255
1112,24817.0,-1211,277512876184570,276297576073022.0,255
1112,24814.0,4736,277512276184705,277512576084586.0,255
1114,54039.0,15349,277512576184591,276871476076359.0,255
1112,24832.0,30366,277513176184387,276905376089894.0,255
1112,24846.0,-12640,277557576120578,276807876097228.0,255
1112,54040.0,-5089,277557876120812,277080865966239.0,255
1112,24825.0,-4680,277556976104978,277557276020228.0,255
1195,54040.0,20232,277556676104425,277556976005282.0,255
1112,24825.0,29481,277557276120230,277077876031133.0,255
1189,54041.0,9679,277590876161025,277591176061138.0,255
1198,54041.0,28218,277591176161148,277591366261326.0,255
1112,24840.0,-27206,277643076117760,277643376017786.0,255
1139,54042.0,-24946,277642776118048,277323276041700.0,255
1112,24850.0,-14180,277643376117802,276297576073022.0,255
1127,54042.0,-6870,277644276117754,278767766007058.0,255
1187,54042.0,23354,277643676118050,276466176086601.0,255
1112,24825.0,24363,277643976117898,278802565926701.0,255
1112,24845.0,-30336,277729176117162,276871476076359.0,255
1112,24850.0,-26666,277729776134222,277189765955931.0,255
1112,24817.0,-18454,277730076183070,276524376016804.0,255
1144,54044.0,-11381,277730376182840,277088076019619.0,255
1198,54044.0,15675,277730676183405,278653165960165.0,255
1112,24814.0,18494,277729476116903,276297576073022.0,255
1160,54045.0,-10570,277764876112873,277564776055062.0,255
1112,24840.0,20,277764576112654,276387576062486.0,255
1155,54045.0,9055,277763676164798,277323276041700.0,255
1180,54045.0,13689,277764276181191,276297576073022.0,255
1157,54045.0,25649,277763976180807,276807876097228.0,255
1199,54058.0,-29443,277989276140546,276297576073022.0,255
1112,24850.0,-15847,277988376140422,276871765932395.0,255
1112,24837.0,-12719,277989576140480,277989876040847.0,255
1112,24812.0,4220,277988976140562,277088076019619.0,255
1112,24850.0,7857,277988676140645,276902676073996.0,255
1138,54058.0,19212,277989876140820,278768066007059.0,255
1209,54060.0,2063,278005776122693,277106076056089.0,255
1145,54060.0,19573,278006076123047,276466176086601.0,255
1112,24850.0,-28418,278023476167307,278023776067178.0,255
1112,54061.0,-21022,278023776167213,276211165914003.0,255
1169,54061.0,-12417,278023176167432,277088076019619.0,255
1210,54063.0,-770,278030676146479,276387576062486.0,255
1112,24845.0,8150,278030976146409,276387576062486.0,255
1173,54063.0,14677,278031876146611,276807876097228.0,255
1112,24840.0,16295,278031276146377,276387576062486.0,255
1142,54063.0,21322,278031576146331,276871476076359.0,255
1130,54064.0,-3010,278075676104354,278075976004442.0,255
1130,54064.0,-1130,278074776186849,276807876097228.0,255
1112,24842.0,-985,278076276119306,278336065944695.0,255
1112,24812.0,14756,278075376187383,278075676004367.0,255
1212,54064.0,20515,278075976104142,276807876097228.0,255
1180,54065.0,-21787,278108076120168,278108376020238.0,255
1165,54065.0,25665,278108376120244,276905376089894.0,255
1142,54066.0,-29967,278111376198216,277129176056224.0,255
1112,24812.0,-27280,278111076198458,278639365921994.0,255
1112,24840.0,-3003,278111676198883,276902676073996.0,255
1157,54066.0,-583,278112276198670,278802265926771.0,255
1112,24825.0,11940,278111976198506,277088076019619.0,255
1183,54066.0,23430,278110776198512,276266676055141.0,255
1112,24817.0,-24435,278161776113041,277422576021761.0,255
1112,24848.0,-11672,278161476112985,276297576073022.0,255
1123,54071.0,10673,278162676113135,278801965926737.0,255
1112,24837.0,20982,278162376113470,276266676055141.0,255
1176,54071.0,26023,278162076112921,277509265925291.0,255
1112,24848.0,-31835,278196576170179,278196876070332.0,255
1112,24842.0,-29839,278195976170088,278196276070159.0,255
1112,24842.0,-4627,278197176170116,276905376089894.0,255
1191,54072.0,748,278196276170182,276387576062486.0,255
1112,24817.0,27324,278195676170798,276466176086601.0,255
1112,24846.0,29905,278196876170336,276387576062486.0,255
1112,24846.0,-28797,278248476117187,278248776017765.0,255
1112,24812.0,-16322,278248776117530,276905376089894.0,255
1112,24814.0,-2051,278247576143124,278247876058873.0,255
1121,54076.0,10541,278248176117009,276902676073996.0,255
1112,24841.0,19176,278247876158889,276209965914102.0,255
1112,24841.0,-16435,278264376139058,276524376016804.0,255
1112,24814.0,16526,278264076139192,276266676055141.0,255
1112,54079.0,-30759,278267076172287,276227965946228.0,255
1208,54079.0,-10910,278266776172155,276902676073996.0,255
1112,24837.0,-9801,278282676151529,277509265925291.0,255
1143,54080.0,8460,278283276169046,276807876097228.0,255
1112,24845.0,18574,278283576185880,277129176056224.0,255
1112,24849.0,19863,278282976168804,278283276069046.0,255
1112,24814.0,31475,278282376151610,276902676073996.0,255
1112,24832.0,-31412,278334276197554,277189765955931.0,255
1190,54081.0,-13351,278334876113932,276871476076359.0,255
1184,54081.0,-12509,278333676196814,276466176086601.0,255
1123,54081.0,-2189,278335176113220,276266676055141.0,255
1112,24848.0,10935,278333976197897,276297576073022.0,255
1112,24812.0,11348,278334576112810,278334876013651.0,255
1112,54082.0,26816,278350476166629,276266676055141.0,255
1112,24812.0,-29578,278351076186227,277422576021761.0,255
1145,54083.0,21821,278351376186990,277106076056089.0,255
1208,54084.0,-11292,278364576191755,278768366007073.0,255
1112,24812.0,-150,278363976191652,277189765955931.0,255
1208,54084.0,12665,278364276191913,276905376089894.0,255
1112,24837.0,-23180,278369976118819,278370276038362.0,255
1150,54087.0,5141,278369676102678,277422576021761.0,255
1112,24837.0,13586,278370276138370,276871476076359.0,255
1112,24836.0,17653,278369376102505,277080865966239.0,255
1123,54087.0,25788,278370576154890,276266676055141.0,255
1210,54106.0,-16841,278603676161569,277088076019619.0,255
1182,54106.0,-9133,278603976161880,276297576073022.0,255
1112,54109.0,-21002,278680476171184,276297576073022.0,255
1160,54109.0,-15959,278681076187072,276905376089894.0,255
1112,24842.0,3901,278680176155918,276807876097228.0,255
1172,54109.0,16928,278681376186876,278803165926784.0,255
1112,24840.0,26605,278681676104611,278768666007070.0,255
1137,54109.0,27106,278679876156215,278680176055916.0,255
1112,24846.0,29660,278680776171266,276387576062486.0,255
1174,54110.0,-22188,278714976192291,278715276037902.0,255
1112,24842.0,-20605,278715576137975,278715876037837.0,255
1112,24832.0,-7880,278715276137907,276266676055141.0,255
1112,24842.0,-4533,278714376177360,278714676092167.0,255
1112,24846.0,-898,278714676192168,276871476076359.0,255
1144,54110.0,12399,278715876137840,277129176056224.0,255
1112,24845.0,-29815,278767476176339,278767776076099.0,255
1169,54112.0,-16265,278768076176575,276902676073996.0,255
1112,24824.0,-13422,278766876176096,278767176076230.0,255
1112,24845.0,5508,278767176176194,276387576062486.0,255
1112,24849.0,12169,278766576176449,277422576021761.0,255
1112,24812.0,25180,278767776176128,278801965926737.0,255
1169,54113.0,-27415,278801076157439,277509265925291.0,255
1175,54113.0,-18409,278801676157576,276266676055141.0,255
1112,24825.0,-16948,278801976157710,276902676073996.0,255
1112,24840.0,22040,278800476157466,276905376089894.0,255
1112,24836.0,32277,278800776157660,277762176055058.0,255
1196,58653.0,-19255,276274476156925,276274776056494.0,255
1187,58653.0,25615,276274776156499,278639365921994.0,255
1113,24832.0,21175,276289776178227,277323276041700.0,255
1113,58668.0,2377,276366876123156,277077876031133.0,255
1113,58672.0,19880,276372576106026,277129176056224.0,255
1113,24854.0,24,276445176158172,277323276041700.0,255
1113,24850.0,26701,276445476128542,277088076019619.0,255
1113,58682.0,-23259,276449376193004,276387576062486.0,255
1113,24848.0,5830,276541476199326,278768066007059.0,255
1113,24849.0,8106,276542076135760,276266676055141.0,255
1113,24812.0,474,276548976155447,276902676073996.0,255
1113,58710.0,-14622,276791076112064,276266676055141.0,255
1113,24824.0,9505,276895176159627,278335165928660.0,255
1113,24848.0,-17261,276963876113612,276524376016804.0,255
1113,58729.0,-30679,276967476110171,277422576021761.0,255
1113,24825.0,6712,276973476143004,277129176056224.0,255
1192,58737.0,-22235,276982776172771,277077876031133.0,255
1196,58737.0,-15747,276982476172610,277422576021761.0,255
1113,24842.0,31658,277054176107265,278653165960165.0,255
1113,58746.0,-15226,277060776168530,277762176055058.0,255
1134,58746.0,23677,277060476168743,277060776068585.0,255
1168,58750.0,-32736,277069176164136,277564776055062.0,255
1113,24842.0,31728,277136976174136,276466176086601.0,255
1113,24817.0,3876,277138476111159,277129176056224.0,255
1113,24825.0,19736,277138176111075,276266676055141.0,255
1113,24837.0,-18664,277145376153327,276524376016804.0,255
1113,24846.0,11283,277396776191149,277397048491013.0,255
1168,58783.0,4565,277493076127005,278768366007073.0,255
1113,58784.0,2228,277494276178561,276902676073996.0,255
1124,58787.0,-20257,277499376115573,277323276041700.0,255
1113,24855.0,30316,277501476136518,276871476076359.0,255
1121,58792.0,-22773,277570476184942,278639365921994.0,255
1141,58793.0,26373,277571076200621,276266676055141.0,255
1113,24814.0,6319,277575577049464,278768666007070.0,255
