OBJECTID,CYCLE,ID305B,WATER_NAME,LOCATION,WATER_SIZE,SIZE_UNIT,WATER_TYPE,LIS_BASIN,LIS_ZONE,ISLAND,BEACH,CLASS_ID,CLASS_NAME,Aquatic_Life_Attainment_Code,Aquatic_Life_Attainment,Recreation_Attainment_Code,Recreation_Attainment,Fish_Consumptin_Attainment_Code,Fish_Consumption_Attainment,Shellfish_Description,Shellfish_Attainment_Code,Shellfish_Attainment,Impaired,SHAPE_Length,SHAPE_Area
102,2018,CT-E2_002,"LIS EB Shore - Stonington Point, Stonington","See Map for Boundaries.  Eastern portion of LIS from Stonington Point to RR crossing on west side of Wequetequock Cove, out approximately 1000 ft offshore.",0.668,SQUARE MILES,ESTUARY,Eastern,Shore,True,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,43631.7253247157,18627636.1365471
103,2018,CT-C3_013-SB,"LIS CB Midshore - New Haven Harbor, East Haven","See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (South End, Morgan Point), out to extent of SB water at SA/SB water quality line for outer New Haven Harbor, East Haven.",6.051,SQUARE MILES,ESTUARY,Central,Midshore,False,False,52,Coastal and Marine Surface Waters Class SB,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,F,FULLY SUPPORTING,Yes,54179.7350316777,168704132.153548
104,2018,CT-C3_014-SB,"LIS CB Midshore - New Haven Harbor, West Haven","See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (Morningside to West Shore), out to extent of SB water at SA/SB water quality line for outer New Haven Harbor, Milford/West Haven.",7.961,SQUARE MILES,ESTUARY,Central,Midshore,False,False,52,Coastal and Marine Surface Waters Class SB,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,F,FULLY SUPPORTING,Yes,69000.5834547377,221950797.418209
105,2018,CT-E3_004,"LIS EB Midshore - Groton, Thames River","See Map for Boundaries.  Eastern portion of LIS from SB/SA water quality boundary out to 50 ft contour offshore of Goshen Point, Waterford, to approximately 1000 ft offshore, Groton Long Point, out to CT/NY State line.",6.738,SQUARE MILES,ESTUARY,Eastern,Midshore,False,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,81868.1818406597,187854525.838048
106,2018,CT-E3_002,LIS EB Midshore - Stonington Harbor,"See Map for Boundaries.  Eastern portion of LIS from approximately 1000 ft offshore, Enders Island to Stonington Point, out to CT/NY State line.",4.414,SQUARE MILES,ESTUARY,Eastern,Midshore,True,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,F,FULLY SUPPORTING,No,54984.1387003132,123057373.223753
107,2018,CT-E1_003,"LIS EB Inner - Inner Wequetequock Cove, Stonington","See Map for Boundaries.  Eastern portion of LIS, Inner Estuary, Inner Wequetequock Cove from RR crossing US to Saltwater limit, in two lopes adjacent to Route 1, Stonington.",0.094,SQUARE MILES,ESTUARY,Eastern,Inner Estuary,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,19178.115042433,2631438.84704397
108,2018,CT-E1_007-SB,"LIS EB Inner - Mystic River (Mouth), Stonington","See Map for Boundaries.  Eastern portion of LIS, Inner Estuary, Mouth of Mystic River Estuary from RR crossing, US to Saltwater limit, above Route 95 crossing, adjacent to Mill Street, Stonington (Old Mystic).",0.453,SQUARE MILES,ESTUARY,Eastern,Inner Estuary,False,False,52,Coastal and Marine Surface Waters Class SB,F,FULLY SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,N,NOT SUPPORTING,Yes,46973.1376835794,12632234.0170407
109,2018,CT-E1_008-SB,"LIS EB Inner - Mystic Harbor, Groton/Stonington","See Map for Boundaries.  Eastern portion of LIS, Inner Estuary, Mystic Harbor Morgan Point to RR crossing mouth of Mystic River near Murphy Point and RR crossing mouth Pequotsepos Cove on Northeast of Mason Island, Groton/Stonington.",0.954,SQUARE MILES,ESTUARY,Eastern,Inner Estuary,True,True,52,Coastal and Marine Surface Waters Class SB,F,FULLY SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,F,FULLY SUPPORTING,No,57194.8888637775,26598243.9123062
110,2018,CT-C2_013,"LIS CB Shore - Indian Neck, Branford","See Map for Boundaries.  Central portion of LIS from Clam Island to Brown Point area (includes Haycock Point), out approximately 1000 ft offshore, Branford.",0.567,SQUARE MILES,ESTUARY,Central,Shore,True,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,36936.9040296934,15818044.8647062
111,2018,CT-C3_010,"LIS CB Midshore - Indian Neck, Branford","See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (Indian Neck, Little Point), out to 50 ft contour, Branford.",8.554,SQUARE MILES,ESTUARY,Central,Midshore,True,False,51,Coastal and Marine Surface Waters Class SA,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,69642.302086243,238458705.48073
112,2018,CT-W3_003,"LIS WB Midshore - Bridgeport Hbr, West, Bridgeport","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Grover Hill, Fayerweather Island, Seaside Beach area), out to 50 ft contour, Bridgeport. Odd shape due to 50 ft contour.",6.059,SQUARE MILES,ESTUARY,Western,Midshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,64565.8310752551,168911527.666804
113,2018,CT-C2_006,"LIS CB Shore - Madison Beaches (East), Madison","See Map for Boundaries.  Central portion of LIS from West Warf to Webster Point area (includes West Warf and East Warf Beaches, Tuxis Island, and tidal Fence Creek ), out approximately 1000 ft offshore, Madison.",0.399,SQUARE MILES,ESTUARY,Central,Shore,True,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,36611.9739566144,11113917.5848109
114,2018,CT-W3_008-I,"LIS WB Midshore - Norwalk Islands, Norwalk","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Norton Point to Seymour Point, includes all Norwalk Islands area), out to line just beyond Sheffield Island to Cockenoe Island, Norwalk.",5.94,SQUARE MILES,ESTUARY,Western,Midshore,True,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,144644.657657696,165604705.084903
115,2018,CT-E1_028-SB,"LIS EB Inner - Lieutenant River, Old Lyme","See Map for Boundaries.  Eastern portion of LIS, Inner Estuary, Leiutenant River from Route 156 crossing, US to saltwater limit adjacent to Longacre Lane, Old Lyme.",0.105,SQUARE MILES,ESTUARY,Eastern,Inner Estuary,False,False,52,Coastal and Marine Surface Waters Class SB,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,X,UNASSESSED,Yes,34788.936712656,2917641.93921078
116,2018,CT-W2_004,"LIS WB Shore - Outer Bridgeport Harbor, Fairfield","See Map for Boundaries.  Western portion of LIS from Shoal Point to tip of Fayerweather Island (includes Penfield Beach, Jennings Beach, Ash Creek outlet) out approximately 1000 ft offshore, Fairfield.",0.407,SQUARE MILES,ESTUARY,Western,Shore,False,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,25131.538482968,11360144.726116
117,2018,CT-W2_005,"LIS WB Shore - Pine Creek Point, Fairfield","See Map for Boundaries.  Western portion of LIS from Pine Creek Point area to Shoal Point (includes South Pine Creek Beach, Pine Creek outlet) out approximately 1000 ft offshore, Fairfield.",0.37,SQUARE MILES,ESTUARY,Western,Shore,False,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,22728.2139088946,10308710.2253424
118,2018,CT-W2_016,"LIS WB Shore - Scott Cove, Darien","See Map for Boundaries.  Western portion of LIS from Long Neck Point to Fish Islands (includes Hay Island, Great Island) out approximately 1000 ft offshore, Darien.",0.718,SQUARE MILES,ESTUARY,Western,Shore,True,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,67235.5811465755,20014992.8312509
119,2018,CT-W3_009,"LIS WB Midshore - Outer Fivemile R Estuary, Darien","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (outer Scott Cove near Fish Islands to Norton Point area), out to 50 ft contour, Darien.",2.453,SQUARE MILES,ESTUARY,Western,Midshore,True,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,37578.6496338355,68390926.9491361
120,2018,CT-W2_025,"LIS WB Shore - Byram Harbor (West), Greenwich","See Map for Boundaries.  Western portion of LIS from NY/CT border at Byram River to just west of Shore Island (includes mouth of Byram River, Byram Point) out approximately 1000 ft offshore, Greenwich.",0.244,SQUARE MILES,ESTUARY,Western,Shore,False,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,15988.2271262258,6798537.85640908
121,2018,CT-E2_009-SB,"LIS EB Shore - Thames River Mouth (East), Groton","See Map for Boundaries.  Eastern portion of LIS from Eastern Point in mouth of Thames River to SB/SA water quality boundary at Bushy Point Beach, out approximately 1000 ft offshore.",0.4,SQUARE MILES,ESTUARY,Eastern,Shore,False,True,52,Coastal and Marine Surface Waters Class SB,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,F,FULLY SUPPORTING,Yes,25880.6998058798,11140365.3201878
122,2018,CT-C2_018-SB,"LIS CB Shore - New Haven Harbor (West), West Haven","See Map for Boundaries.  Central portion of LIS from Oyster River Point to Sandy Point area (includes West Haven West Beach, West Haven East Beach, West Shore, Sandy Point), out approximately 1000 ft offshore, West Haven.",0.789,SQUARE MILES,ESTUARY,Central,Shore,False,True,52,Coastal and Marine Surface Waters Class SB,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,N,NOT SUPPORTING,Yes,49849.2761494906,21992464.7755598
123,2018,CT-C2_016-SB,"LIS CB Shore - New Haven Harbor (East), East Haven","See Map for Boundaries.  Central portion of LIS from Morgan Point to Mansfield Point area (includes East Haven Beach, South End Point, Momauguin), out approximately 1000 ft offshore, East Haven.",0.371,SQUARE MILES,ESTUARY,Central,Shore,False,True,52,Coastal and Marine Surface Waters Class SB,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,F,FULLY SUPPORTING,No,27060.3126977167,10347314.3491744
124,2018,CT-E2_003,"LIS EB Shore - Outer Quiambaug Cove, Stonington","See Map for Boundaries.  Eastern portion of LIS from Mouth of inner Quiambaug Cove at RR crossing to SB/SA water quality boundary at mouth of Stonington Harbor, out approximately 1000 ft offshore.",0.388,SQUARE MILES,ESTUARY,Eastern,Shore,False,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,26208.4311734603,10821502.4891779
125,2018,CT-E2_008,"LIS EB Shore - Bluff Point, Groton","See Map for Boundaries.  Eastern portion of LIS from SB/SA water quality boundary at Bushy Point Beach to Mumford Point, out approximately 1000 ft offshore.",0.235,SQUARE MILES,ESTUARY,Eastern,Shore,False,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,15609.5219742024,6538221.73176757
126,2018,CT-E2_006,"LIS EB Shore - West Cove (Groton Long Pt), Groton","See Map for Boundaries.  Eastern portion of LIS from tip of Groton Long Point to Morgan Point at SB/SA water quality boundary for Mystic River mouth, out approximately 1000 ft offshore.",0.422,SQUARE MILES,ESTUARY,Eastern,Shore,True,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,29119.2075346326,11768503.7606854
127,2018,CT-E2_012,"LIS EB Shore - Outer Jordan Cove, Waterford","See Map for Boundaries.  Eastern portion of LIS from Millstone Point to SB/SA water quality boundary at Magonk Point, out approximately 1000 ft offshore.  Waters adjacent to Millstone Power Plant.",0.465,SQUARE MILES,ESTUARY,Eastern,Shore,False,True,51,Coastal and Marine Surface Waters Class SA,F,FULLY SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,29096.1986270915,12960706.4631773
128,2018,CT-E2_015,"LIS EB Shore - Niantic Bay (Black Pt), East Lyme","See Map for Boundaries.  Eastern portion of LIS from Point East of Griswald Island, past Black Point to Pond Point in Niantic Bay, out approximately 1000 ft offshore.",0.554,SQUARE MILES,ESTUARY,Eastern,Shore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,34211.0484188985,15452756.6046889
129,2018,CT-C2_008,"LIS CB Shore - Guilford Harbor, Guilford","See Map for Boundaries.  Central portion of LIS from Mulberry Point to Hogshead Point area (includes Jacobs Beach, Guilford Point), out approximately 1000 ft offshore, Guilford.",0.481,SQUARE MILES,ESTUARY,Central,Shore,True,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,30583.7935870412,13396719.3609791
130,2018,CT-C2_009,"LIS CB Shore - Indian Cove, Guilford","See Map for Boundaries.  Central portion of LIS from Sachem Head to Mulberry Point area (includes Vineyard Point), out approximately 1000 ft offshore, Guilford.",0.431,SQUARE MILES,ESTUARY,Central,Shore,False,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,27051.9571774708,12027134.5781372
131,2018,CT-W3_013,"LIS WB Midshore - Outer Cos Cob Harbor, Greenwich","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Bush Island to Greenwich Point area), out to 50 ft contour, Greenwich.",2.378,SQUARE MILES,ESTUARY,Western,Midshore,True,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,51319.5460962566,66295443.8295408
132,2018,CT-C2_020-SB,"LIS CB Shore - New Haven Harbor (SWest), Milford","See Map for Boundaries.  Central portion of LIS from SA/SB water quality line at Pond Point to Merwin Point area (includes Anchor Beach #1, Anchor Beach #2, Morningside), out approximately 1000 ft offshore, Milford.",0.385,SQUARE MILES,ESTUARY,Central,Shore,False,True,52,Coastal and Marine Surface Waters Class SB,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,F,FULLY SUPPORTING,No,25682.702531667,10741497.6852812
133,2018,CT-C2_023,"LIS CB Shore - Walnut Beach, Milford","See Map for Boundaries.  Central portion of LIS from SA/SB WQ line at Milford Point to SA/SB WQ line at Silver Sands State Park Beach area (includes Walnut Beach, all SA, Housatonic River mouth to The Gulf), out approximately 1000 ft offshore, Milford.",0.577,SQUARE MILES,ESTUARY,Central,Shore,False,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,34758.0261511459,16085441.7086971
134,2018,CT-W2_022,"LIS WB Shore - Cos Cob Harbor, Greenwich","See Map for Boundaries.  Western portion of LIS from Tweed Island to Todd Point (includes Horse Island, Goose Island, Cos Cob Cove) out approximately 1000 ft offshore, Greenwich.",0.704,SQUARE MILES,ESTUARY,Western,Shore,True,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,51878.610272398,19617399.8734771
135,2018,CT-E2_007,"LIS EB Shore - Outer Mumford Cove, Groton","See Map for Boundaries.  Eastern portion of LIS from Mumford Point to eastern most tip of Groton Long Point (includes outer Mumford cove and all of Venetian Harbor), out approximately 1000 ft offshore.",0.555,SQUARE MILES,ESTUARY,Eastern,Shore,False,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,42387.1175579381,15466669.715972
136,2018,CT-C2_014-SB,"LIS CB Shore - Branford Harbor, Branford","See Map for Boundaries.  Central portion of LIS from Johnson Point to Clam Island area (includes Branford Point Beach, Lovers Island, Indian Neck Point, Linden Point), out approximately 1000 ft offshore, Branford.",0.648,SQUARE MILES,ESTUARY,Central,Shore,True,True,52,Coastal and Marine Surface Waters Class SB,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,F,FULLY SUPPORTING,No,39633.5932930351,18071382.6259057
137,2018,CT-E2_014,"LIS EB Shore - Niantic Bay (West), East Lyme","See Map for Boundaries.  Eastern portion of LIS from Pond Point to Smith Avenue at junction with Route 156, out approximately 1000 ft offshore.  Waters adjacent to Millstone Power Plant.",0.302,SQUARE MILES,ESTUARY,Eastern,Shore,False,True,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,19211.1902304137,8425765.35875651
138,2018,CT-E2_019-SB,"LIS EB Shore - CT River Mouth (East), Old Lyme","See Map for Boundaries.  Eastern portion of LIS from Griswold Point to SB/SA water quality boundary at Hawks Nest Beach area (Includes White Sands Beach), out approximately 1000 ft offshore. (SB water)",0.423,SQUARE MILES,ESTUARY,Eastern,Shore,False,True,52,Coastal and Marine Surface Waters Class SB,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,X,UNASSESSED,No,25957.4308062695,11805198.7569257
139,2018,CT-W3_004,"LIS WB Midshore - Shoal Point, Fairfield","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Shoal Point and outer Black Rock Harbor area), out to 50 ft contour, Fairfield.",4.155,SQUARE MILES,ESTUARY,Western,Midshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,47630.0906239215,115825404.328531
140,2018,CT-W3_005,"LIS WB Midshore - Southport Harbor, Fairfield","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Frost Point to Pine creek Point area), out to 50 ft contour, Fairfield.",5.275,SQUARE MILES,ESTUARY,Western,Midshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,49068.2849829861,147055583.904747
141,2018,CT-W2_020,"LIS WB Shore - Stamford Harbor (West), Greenwich","See Map for Boundaries.  Western portion of LIS from Greenwich Point to Peck Point (includes Greenwich Point Beach, western potion of Stamford Harbor) out approximately 1000 ft offshore, Greenwich.",0.54,SQUARE MILES,ESTUARY,Western,Shore,False,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,41204.5776274016,15057898.790391
142,2018,CT-W1_016-SB,"LIS WB Inner - Holly Pond, Stamford","See Map for Boundaries.  Western portion of LIS, Inner Estuary, from Holly Pond outlet at Brush Island (flows into Cove Harbor), US to saltwater limit at Route 1 crossing (just DS of I95 crossing), Stamford/Darien.",0.31,SQUARE MILES,ESTUARY,Western,Inner Estuary,True,False,52,Coastal and Marine Surface Waters Class SB,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,N,NOT SUPPORTING,Yes,24183.8112001606,8636172.14401663
143,2018,CT-C3_008,LIS CB Midshore - Branford,"See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (Haycock Point to Smith Island), out to 50 ft contour, Branford.",8.379,SQUARE MILES,ESTUARY,Central,Midshore,False,False,51,Coastal and Marine Surface Waters Class SA,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,F,FULLY SUPPORTING,No,74542.1105805723,233581056.629101
144,2018,CT-W3_002,"LIS WB Midshore - Bridgeport Hbr, East, Bridgeport","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Inner Bridgeport Harbor, Lewis Gut, Pleasure Beach area), out to 50 ft contour, Bridgeport.",8.083,SQUARE MILES,ESTUARY,Western,Midshore,False,False,51,Coastal and Marine Surface Waters Class SA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,64536.0880007159,225347723.977011
145,2018,CT-W2_007,"LIS WB Shore - Southport Harbor (West), Fairfield","See Map for Boundaries.  Western portion of LIS from Beachside Lane area to inner Southport Harbor outlet area (includes Southport Beach, Sasco Brook outlet) out approximately 1000 ft offshore, Fairfield.",0.188,SQUARE MILES,ESTUARY,Western,Shore,False,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,13135.9202597682,5232367.32101178
146,2018,CT-W2_015,"LIS WB Shore - Fivemile River Estuary, Darien","See Map for Boundaries.  Western portion of LIS from Fish Islands to Norton Point (includes Bell Island Beach, Fish Islands, Contentment Island, Butlers Island, Fivemile River mouth, Roton Point) out approximately 1000 ft offshore, Darien.",0.342,SQUARE MILES,ESTUARY,Western,Shore,True,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,28735.9965860973,9541387.1097162
147,2018,CT-W2_002,"LIS WB Shore - Long Beach, Stratford","See Map for Boundaries.  Western portion of LIS from SA/SB WQ line at Pleasure Beach to Point No Point area (includes Long Beach (Proper), SB water is Bridgeport Harbor) out approximately 1000 ft offshore, Stratford.",0.458,SQUARE MILES,ESTUARY,Western,Shore,False,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,28274.5769365464,12763318.7768585
148,2018,CT-W2_001,"LIS WB Shore - Lordship, Stratford","See Map for Boundaries.  Western portion of LIS from Point No Point area to SA/SB WQ line at Stratford Point (includes Long Beach (Marnick's), SB water is at mouth of Housatonic River) out approximately 1000 ft offshore, Stratford.",0.409,SQUARE MILES,ESTUARY,Western,Shore,False,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,24865.6685676807,11399688.1549483
149,2018,CT-C2_021,"LIS CB Shore - Bayview, Milford","See Map for Boundaries.  Central portion of LIS from SA/SB water quality line at Welches Point to SA/SB water quality line at Pond Point area (includes only SA water between New Haven Harbor and Gulf), out approximately 1000 ft offshore, Milford.",0.331,SQUARE MILES,ESTUARY,Central,Shore,False,False,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,F,FULLY SUPPORTING,No,21119.7716114179,9233692.73149634
150,2018,CT-E3_009-SB,"LIS EB Midshore - Old Saybrook, CT River","See Map for Boundaries.  Eastern portion of LIS from SB/SA water quality boundary, Lynde Point in CT river mouth Old Saybrook, to approximately 1000 ft offshore East of White Sands Beach, Old Lyme (Mouth of Connecticut River).",2.89,SQUARE MILES,ESTUARY,Eastern,Midshore,False,False,52,Coastal and Marine Surface Waters Class SB,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Commercial Shellfish Harvesting Where Authorized,X,UNASSESSED,No,40344.9720344878,80565918.5522197
151,2018,CT-C2_001,"LIS CB Shore - Westbrook Harbor (East), Westbrook","See Map for Boundaries.  Central portion of LIS from Fiske Lane to Old Saltworks Road (includes Middle Beach), out approximately 1000 ft offshore, Westbrook.",0.244,SQUARE MILES,ESTUARY,Central,Shore,False,True,51,Coastal and Marine Surface Waters Class SA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,17052.081222719,6789121.2939572
152,2018,CT-C3_002,"LIS CB Midshore - Duck Island area, Clinton","See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (Clinton Beach, includes Duck Island and Menunketesuck Island areas), out to 50 ft contour, Clinton.",3.619,SQUARE MILES,ESTUARY,Central,Midshore,True,False,51,Coastal and Marine Surface Waters Class SA,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,Shellfish Harvesting for Direct Consumption Where Authorized,N,NOT SUPPORTING,Yes,62265.2461081424,100894596.084832
