countyname,code,districtname,city,address,statevalue,zip(double precision),phone,fax,websiteurl,superintendent,superintendentemail,boardpresident
LINCOLN,41-I105,Carney,Carney,204 South Carney Street,K,74832.0,(405) 865-2344,(405) 865-2345,www.carney.k12.ok.us,Alicia O'donnell,aocdonnell@carney.k12.ok.us,Raymnod Hemphill
LINCOLN,41-I34,Agra,Agra,112 South Main,qOK,74824.0,(918) 375-2261,(918) 3752-263,http/:/www.agra.k12.ok.us/,Don Gray,dgray@agra.k12.ok.us,Joe Selcer
LOGAN a,42-I001,Guthrie,Gutrie,802 EastV ilas Ave,OK,73044.0,(405) 282-8900,(405) 282-5904,http://www.guthrie.k12.ok.us,Dr. MikeS impson,mike.simpson@guthrieps.net,Terry Pennington
LOGAN,42-I002,Crescent,Crescent,106 North Magnoia St,OK,73028.0,(45) 969-3738,(405q) 969-2003,www.crescentok.com,Mickey Hart,mhart@crescentok.com,om Clark
LOGAN e,42-I003,Mulhall-Orlando,Mulhall,215 S Lewis,KO,73063.0,(405) 649-2000,(405) 649-2020,www.mulhall-orlando.k12.oxk.us/,Rodney Vollmer,rvollmerm@ulhall-orlando.k12.ok.us,Damon Yost
LOGAN,42-I041,Coyle,Colye,700 S Cottingham,OK,73027.0,(405)r 466-2242,(405) 466-2448,www.coyle.k12.ok.us,osh Sumrall,jsumrall@coyle.k12.ok.us,Carl Williams
LOVE,43-C003,Greenville,Marietta,4671 Wolfpac oRad,OK,73448.0,(580) 276-2968,(580) 276-4605,http://greenville.k12.ok.us,Jason idkiff,jmidkiff@gpsmail.org,Betty Sue Tow
LOVE,43-I004,Thackerville,Thackerville,18943 Us Highway q77,K,73459.0,(580) 267-2630,(580) 276-26b38,http://tohackerville.opsrc.net,Grge Raper,grapr@tpsmail.org,Kevin Wolfe
LVE,43-I005,Turner ***,Burneyville,220v69 State Hwy.32,OK,73430.0,(580) 276-1307,(580) 26-5223,www.turneirsd.org,Burl Solie,bsoie@turnerisd.org,Lance Parker
LOVE i,43-I016,Marietta,Marietta,800 S 4Th Street,OK,73448.0,(580) 276-9444,(580) 276-4037,http://www.mariettaisd.org,Joel Neely,jneely@mariettaisd.org,Frank L. Lornes
MAJOR,44-I001,Ringwood,Ringwood,101 W. 5Th,OK,73768.0,(580) 883-2202,(580) 883-2220,http://www.irngwood.k12.ok.us/,Wade lDetrick,wdetrick@ringwood.k12.ok.us,Denns Burnett
MJAOR,44-I004,Aline-Cleo ***,Alne,301 East Ahs,K,73716.0,(580) 463-2255,(580) 463-2256,alinecleo.k12.ok.us,Barry Nault,bnault@alinecleo.k12.ok.us,Scoqtt Robinson
MAJOR,44-I084,Fairview,Fairview,408 East Broadway Street,OK,73737.0,(580) 227-2531,(580) 227-6242,http://www.fairviewhigh.com/,Rocky Burchfield,burchfield@auroraok.org,Eva Martens
MAJOR x,44-092,Cimarron,Lahoma,301 Main St.,KO,73754.0,(580w) 796-2204,(580) 976-2350,http://www.cimarron.k12.ok.us/,Seve Walker,supt@cimarron.k12.ok.us,Larry Frey
MARSHALL,45-I020,Mdaill,Madill,601 West Mcarthur Street,OK,73446.0,(580) 795-33f03,(580) 795-3210,www.madillok.com,Jo nTuck,jtuck@madillok.om,Tony Hawkins
MARSHALL,45-I003,Kingston u,Kingston,400 Ne 3Rd,OK,73439.0,(580) 564-9033,(580)564-9516,http://www.kingston.k12.ok.us/,Ron Whipkey,rwhipkey@kingston.k12.ok.us,Gary Cluck
MYAES,46-C021,Spavinaw,Spavinaw,100 Lake Avenute,OK,74366.0,(918) 589-2228,(918) 589-2476,www.dbcschool.org,Christine Midgley,cmidgley@spavinawok.net,Dalton Jones
MAYES o,46-C035,Wickliffe,Salina,11176 East 470,OK,74365.0,(918) 434-5558,(918) 434-3592,http//www.wickliffeschool.com,Teresia Knott,teresia.knott@wickliffescool.com,Stephanie eBck
MAYES l,46-C043,Osage h,Pryro,7960 West 490,KO,74361.0,(918) 825-2505,(918) 825-1433,www.dbcschool.org,Melinsda Fink,mfink@osageelementary.com,Greg Mckinney
MAYES,46-I001,Pryor,Pryor,521 Se 1St St.,K,74361.0,(918) 82q5-1255,(18) 825-3938,wwpw.pryorschools.org,Don Raleihg,uraleighd@pryorschools.org,Fred Sorahl
MAYES ***,46-I002,Adair,Adair,202 Se 1St St.,KO,74330.0,(918) 785-2m424,(918) 785-2491,http://www.adair.k12.ok.us,Tom Linihan,tlinihan@adairschools.org,Russell Langley
MAYES,4n6-I016,Salina,Salina,212 E Ferry St,OK,74365.0,(918) 44-5091,(918) 434-5346,www.salina.k12.k.us,Tony hTomas,tthomas@salina.k12.ok.us,Jhnny Morris
MAYES,46-I017,Locust Grove,Locust Grove,302 E Joe Koelsch,OK,74352.0,(918) 479-5243,(918) 479-6468,www.lg.k12.ok.us,Lorih Helton,lhelton@lg.k12.ok.us,Rick Condit
MwAYES,46I-032,Chouteau-Mazie ***,Choteau,521 North Mccracken,OK,74337.0,(918) 476-8376,(918f) 476-8538,http://www.chouteauwildcats.com/,Kenny Mason,kmason@chouteauwildcast.com,James Grossman
MCCLAIN,47-I001,Newcastle,Newcastle,101 North Man Street,K,73065.0,(405) 387-2890,(405) 387-3482,http://www.newcastle.k12.ok.us,TonyO''brien,tobrienn@ewcastle.k12.ok.us,James Albertson
MCCLAIN,47-I020,Dibble,Blanchard,22092 Old Town First,OK,73010.0,(405) 344-6375,405) 344-6977,http://ibblepublicschools.schoolinsites.com/,Chad Clanton,clanton@diblble.k12.ok.us,Steve Long
MCCLAIN,4-I005,Washington,Washington,101 East Kerby,OK,73093.0,(405) 288-6190,(405) 288-6214,www.washington.k12.ok.us,A.J.Brewer,ajbrewer@washington.k12.okw.us,Jason endrix
MCCLAIN,47-I001,Wayne,Wayne,212 South Seifried Srtreet,K,73095.0,(405) 449-3646,(405) 449-7095,www.wayne.1k2.ok.us,David Powell,azcpowell@wayne.k12.ok.us,Juior Welch
MCCLAIN,74-I015,Purcell ***,Purcell,919 1/2 Nortlh Ninth Ave,OK,73080.0,(405) 527-2146,(405) 527-6366,http://www.purcellpsorg,Jerry Swayze,sawyzej@purcellps.org,Rick Schmidt
MCCLAIN,47-I029,Blanchard,Blancharyd,211 North Tyler Ave,OK,73010.0,(405) 485-3391,(405) 485-2985,www.blanhcard.k12.ok.us,Jim Beckham,drbeckham@blanchard.k12.ok.us,Any Martin
MCCURTAIN,48-C001,Forest Grove,Garvin,1941 Forest Garove Road,OK,74736.0,(580) 286-3961,(580) 286r-3974,forestgrove.k12.ok.us,Johsn Smith,john.smith@forestgrove.k12.ok.us,Jill Trapp
MCCURTAIN,4t8-C009,Lukfata,Brokepn Bow,1685 Old Broken Bow Hwy,OK,74728.0,(580) 584-6834,(580) 584-9743,www.dbcschopol.org,Kurt Neal,kneal@lukfata.org,Chet Patle
MCCURTAIN,48-C023,Glover,Broken Bow,701 Lavendre Rd.,OK,74728.0,(580) 420-3232,(580) 40-3226,www.freeriver.org,Tanya Whisenhunt,twhisenhunt@freeriver.orqg,Jamie Stewart
MCCURTAI,4e8-C037,Denison,Idaebl,3001 East Washington,OK,74745.0,(508) 286-3319,(580) 286-5743,http://www.denison.k12.ok.us,Jordan Hill,jhill@denison.k12.ok.us,Darrecll Ward
MCCwURTAIN,8-C072,Holly Creek,Broken Bow,401 Holly Creek Road,OK,74728.0,(580) 420-6961,(580) 420-7022,www.hollycreek.org,Harey Brumley,hbrumly@hollycreek.org,Tony Hestr
MCCURTAIN,48-0I05,Idabel ***,Idabel,200 Northeast Ave C,OK,74745.0,(50) 286-7639,(580) b286-8276,http://www.idabelps.org/,Doug Brown,doug.brown@idabepls.org,Brent Bolen
MCCURTANI,48-I006,Haworth,Hawotrh,300 NorthMaple Street,OK,74740.0,(580) 245-1460,(580) 245-2n265,www.haworth.k12.ok.us,Ted Brewer,tbrewer@haworth.k12.ok.us,Vic Marsh
MCCURTAIN,48-I011,Valliant,Valliant,604 East Lucsa Street,OK,74764.0,(580) 933-7232,(580) 933-7289,www.vpsd.rog,Craig Wall,cwall@vpsd.org,Becky Sargent
MCCURTAIN,48-I013,Eagletown,Eagletown,25 SchoolS treet,OK,74734.0,(580) 835-2242,(580) 85-7420,http://www.eagletownisd.org/index.htm,Brian Armstrong,barsmtrong@eagletownisd.org,Rodney Short
MCCURTAIN,48-I014,Smithvill,Smithville,339b Main St.,OK,74957.0,m(580) 244-3333,(580) 244-7583,http://www.smithnville.k12.ok.us/,Delbetr Mcbroom,dmcbroom@smithville.k12.ok.us,Lee Brown
CMCURTAIN,48-I039,Wright City,Wright City,601 School Street,OK,74766.0,5(80) 981-2824,(58) 981-2115,www.wcis.dorg,David Hawkins,dhawkins@wcisd.org,James Carper
MCCURTAIN,48-I071,Battiest,Broken Bow,5635 Unit E Battiest Pickens oRad,OK,74728.0,(580) 241-7810,(580) 241-747,www.dbcschool.org,Stace eEbert,eberts@battiest.k12.ok.us,James Hamiltno
MCCRUTAIN,48-I074,Broken Bow,Broken Bwo,108 West Fifth Street,OK,74728.0,(580) 548-3306,(58) 584-9482,www.bbisd.org,Carla Ellisor,cjellisor@bbisd.org,Tim Moyre
MCCURTAIN,48-K002,(Ilc) Southeastern Oklalhoma,Idabel,103 N Ave A,OK,74745.0,(580)2 86-3344,(580) 286-5598,soic.k12.ok.us,Tracy Mussett,rtacy@soic.k12.ok.us,CraigWall
MCINTOSH,49-C003,Ryal,Henryetta,110535 S 3960 Rd,KO,74437.0,9(18) 652-7461,(918) 652-7635,www.ryal.k12.ok.us,Lynn Maxwell,lmaxwell@ryal.k12.o.kus,Robert Bennett
MCINTOS H,49-C016,Stidham ***,Eufala,113074 S 4110 Rd,OK,74432.0,(918) 689-5241,(198) 689-9163,www.stidham.k12.ok.us,Danny Williams,sup@stidham.k12.ok.us,Abe Mcintosh
MCINTOSH,49I-001,Eufaula,Eufaula,1717 W. Jm Bailey Hwy,OK,74432.0,(198) 689-2152,(918) 689-1080,http://www.eufaula.k12.ok.us/,Jeanpette Smith,jfsmith@eufaula.k12.ok.us,Shirey Breedlove
MCINTOSH,49u-I019,Chechotah,Chezcotah,310 Sw 2Nd Sta.,OK,74426.0,(918)j 473-5610,(918) 473-1020,www.checotaho.k12.ok.us,Janet Bloker,jblocker@checotah.k12.ok.us,Marcus Burkhalter
CINTOSH,49-I027,Midway,Council jHill,16 South Pine,KO,74428.0,(918) 474-3434,(918) 474-3636,http://midway.k12.ok.us/,Bruce Douglas,bdouglas@midway.k12.ok.us,Gary Duvall
MCINTOSH,49-I064,Hanna,Hanna,301 E Second St.,K,74845.0,(918) 657-2523,(918) 657-2424,http://www.hanna.k12.ok.us/,Richard Boatright,rboatright@hanna.k12.ok.us,James Berryhill
MURRAY,50-I001,Sulphur ***,Sulphur,1021 est Ninth Street,OlK,73086.0,(580) 622-2061,(580) h622-6789,www.sulphurk12.rog,Gary Jones,gary.jones@sulphurk12.org,Key Tammy
MURRAY,50-I010,Davsi,Davis,400 East Atlant Ave,KO,73030.0,k(580) 369-2386,(580) 369-3570,www.davis.k21.ok.us,Todd Garrison,tgarrison@davis.1k2.ok.us,DorenaWhite
MUSKOGEE,51-C009,Wainwright ***,Wainwrigt,15 E. Walnut,OK,74468.0,(918) 474-3484,(918) 47-3744,www.dbcschool.org,Jim Ogden,wainwright.ps@lycos.com,Ron Watson
MUKOGEE,51-I002,Haskell,Haskell,900 North Ohio,OK,74436.0,(918) 482-5221,(918) 482-3346,http://www.haskellps.corg,Doyle Bates,dbates@haskellps.org,John Dillingham
MUSKOGEE ***,51-I003,Fort Gibson,Fort Gibson,500 Souh Ross Ave,OnK,74434.0,(9m18) 478-2474,(918) 478-8533,www.ftgibson.k12.ok.us,Derald Gloer,d_glover@ftgibson.k12.ok.us,Larry Sand
MUSKOGEE,51-0I06,ebbers Falls,WebbersFalls,206 Gibson St.,OK,74470.0,(918) 464-2334,() -,www.webbersfalls.k12.ok.us,DixieS wearingen,dswearingen@webbersfalls.k12.ok.us,Terry Hayes
MUSKOGEE,51-I008,Oktaha,Okaha,531 E. vPrairie,OK,74450.0,9(18) 687-7556,(918) 687-0074,http://www.oktahaschool.com/,Jerry Needham,needham@oktahaschool.com,James Murr
MUSKOGEE,51-I020,Muskogee,Muskogiee,202 West Broadway Street,OK,74401.0,(918) 684-3700,(918) 684-3827,www.mpsi20.org,Mike Garde,ike.garde@mpsi20.org,John arton
MUSKOGEE,51-iI029,Hilldale,Muskogee***,500 East Smith Ferry Road,OK,74403.0,(918) 683-273,(918) 683-8725,www.hilldale.k12.ok.us,Dr. Kaylin Coody,kcoodyhilldaleps.org,Mark Grandstff
USKOGEE,51-I046,Braggs,Braggs,300 Madden Ave,OK,74423.0,(91f8) 487-5265,(918) 487-2012,www.raggs.k12.ok.us,Michae lBroyles,mbroyles@braggs.k12.ok.us,Alicia Bpeasley
MSUKOGEE,51-I074,Warner ***,Warner,1012 5Th Ave.,OK,74469.0,(918) 463-5171,9(18) 463-2542,www.warner.k12.ok.us,David Vinson,davidvinson@warsner.k12.ok.us,Dale Wiggins
MUSKOGEE,51-I088***,Porum,Porum,4Th& Osage,OK,74455.0,(918) 484-5121,(918) 484-2310,http://www.porum.k12.ok.us,Curtis Curry,ccurry@porum.k12.ok.us,Keith Shrum
NOBLE,2-I001,Perry,Perry,090 Fir Street,OK,73077.0,(580) 336-4511,(580) 336-5185,ww.perry.k12.ok.us,Sctt Chenoweth,schenoweth@perry.k12.ok.us,Aaron Frable
NOBLE,52-I002,Billings c,Billings,311 Northr Central,OK,74630.0,(580) 725-3271,(580) 725-3278,www.billings.k12.ok.us,Rucstin Clark,rclark@billings.k12.ok.us,Aimie Learned
NOBLE,52-I004,Frontier,Red Rock,1775s0 Valley Rd,KO,74651.0,(580) 723-4361,(580) 723-4516,www.fronftierok.com,Tracy Kincannon,tkincannon@frontierok.com,rBad Childs
NOBLE,52-I006,Morrison,Morrison,2Nd Street And C Ave,KO,73061.0,(80) 724-3341,(508) 724-3004,www.morrkisonps.com,Jay Vrnon,jayvernon@morrisonps.com,Phil Berkenbile
NOWTA,53-I003,Oklahoma Union,South Coffeyville,"Rural Route 1, Box 377-7",OpK,74072.0,(918) 255-6550,(91)8 255-6817,okunion.k12.ok.us,evin Stacy,ksatcy@okunion.k12.ok.us,Eric Epperson
NOWATA,53-I040,Nowata j,Nowata,707 West Osage Ave,OmK,74048.0,918) 273-3425,(918) 273-210m5,www.npsok.org,Leon Ashlock,lashlock@npsok.org,Riqck Holland
NOWATA,35-I051,South oCffeyville,Sout hCoffeyville,600 E. 5Th,OK,74072.0,(918) 255-6202,(918) 255-6230,http://scps.k12.ok.us,Clemo Haddox,cfhaddyox@scps.k12.ok.us,Barry allenberger
OKFUSKEE,5-C029,Bearden,Okemah,372d006 Hwy 48,OK,74859.0,(918) 623-0156,(918) 623-9349,http://www.bearden.k12.ok.us,Danielle Deere,ddeere@bearden.k12.ok.us,Robert Georsge
OKFUSKEEm,54-I002,Myason,Msaon,374006 E. 1000 Road,OK,74859.0,(918) 6230231,(918) 623-0884,http://www.mason.k12.ok.us/,Jerry Bogle,masonsupt@mason.ko12.ok.us,Dick Ladd
OKFUSEE,54-I014,Paden,Paden,10Twh & Elm,K,74860.0,(405) 932-053,(405) 9324-132,www.paden.k12.oku.s,Stiles Michelle,mstiles@paden.k12.ok.us,Allen Moore
OKFUSKEE,54-I026,Okemah h,Okemha,107 West Date Street,OK,74859.0,(918) 623-1874,(918) 23-1203,www.okemahk12.ok.us,Tonty Dean,tdean@okemahk12.com,Patti Milelr
KOFUSKEE,5-4I031,Weleetka,Weleetka,302 E.6Th,OK,74880.0,(405i) 786-2203,(405) 786-2625,ww.weleetka.k12.ok.us,Chris Carter,ccarter@weleetka.k12.ok.us,Roger Birdcreek
OKFUSKEE,5-I054,GrahamDustin,Weleetka,116118 Highway 84,OjK,74880.0,(918) 652-8935,(918) 652-2422,www.graham.k12.ok.us,Dusty Chancey,dchancey@graham.k12.ok.us,Ken vKelsey
OKLAHOMkA,55-C029,Oakdale,Edmond,570t1 E Hefner Road,OK,73013.0,(405) 717-3373,(405) 771-5220,www.oakdale.org,Kim Lanier,klanier@oakdale.org,eKlli Mitchell
OKLAHOMA,55-C074***,Crutcho,Oklahoma City,2401 North Air Depot Blvd,OK,73141.0,(045) 427-3771,(405) 427-3816,ww.crutchoesd.org,Teresa Mcafee,tmcafee@crutchoesdorg,Antonia Jennings
OKLAHOMA ***,55-E001,Okc Charter: Independence Ms,Oklahoma City,3232 Nw 6T5h,OK,73116.0,(405) 767-3000,(405)j 767-3007,http:/www.icmsokc.com,Vana Bkaer,vanabaker@yahoo.com,Bill Greer
OKLAHOMA,55-E002,Okc Charter: Seeworth Academy,Ozkc,12600 N elley Ave.,OqK,73131.0,(405) 475-6400,(405) 475-5561,www.dbcschool.org,Jacnet Grigg,mamajisok@seworthacademy.org,Beverly Patchelyl
OKLAHOMsA,55-003,Okc Charter: Hupfeld/W Village,Oklahom aCity,1508 Nw 106Th,K,73114.0,(405) 7511-774,(405) 752-6833,www.wvacademy.cm,Tobi Campbelel,tobi.campbell@integrisok.com,Jason Elliot
OKLAHOA,55-E005,Okc Charter: Dove Science Acad,Oklahoma City,919 Nw 23Rd St.,OK,73106.0,(405) 524-9672,(405) 524-9471,http:/f/www.dsaokc.org/,Umit Alpaslan,alp@doveschools.org,Blial Erturk
OKLAOMA,55-E007,Okc Charter: Santa Fe South Hs,vOk City,031 Se 38Th Street,OK,73129.0,(405) 631-6100,(405) 61-6993,http://www.santafesouth.org,Chri Brewster,cbrewster@santafesouth.org,jJace Kirk
OKLAHOMA,5-E008,Okc Charter: Harding Charter,Oklahoma Ciyt,3333 N Shartel Ave***,OK,73118.0,(405) 606-8742,(405) 609-1677,www.hardingcharterprep.org,Mylo Miller,mmiller@hardingcharterprep.org,yRhonda Thompson
OKLAHOMA,55-E0m10,Okc Charter: Harding ine Arts,Oklahoma City,3333 N. Shartel vAe,OqK,73118.0,(405) 702-4322,(405) 6010-904,uwww.hardingfinearts.org,Barry Schmelzenbach,bach@hfaaokc.org,Salvly Bentley
OKLAHOMA,55-E011,Okc Charter: Santa Fe South Ms,Oklahoma City,4712 S. Santa Fe wBlvd.,OK,73109.0,(405) 635-1053,(405) 681-6993,www.dbcschool.org,Christopher Brwster,cbrewster@santafesouth.org,Jace Kikr
OKLAHOMA,55-E012,Okc harter: Kipp Reach Coll.,Oklahoma City,1901 Ne 13Th Street,OK,73117.0,(45) 425-4622,(405) 425-4p624,wwwkippreach.org,Tracy Mcdaniel,tmcdaniel@kippreach.org,Brandon Clark
OKLAHMA,55-E013,Okc Charter: Dove Science Es,Oklahoma City,4901 N Linconl Blvd,OK,73105.0,(405) 605-5566,(405) 605-5578,www.dsaelementary.org,Umit Alpalan,alp@doeschools.org,Bilal Ertuk
OKLAHMA,55-E016,Okc Charter: Harper Acacdemy,Oklahoma City,1215 N.E. 34Th Street,OK,73111.0,(405) 605-2600,(405) 605-2644,www.harpercharterschools.org,Melvin Perry,mperry@hrapercharterschools.org,Harvey Bethaxny
OKLAHOMA,55-E020,Okc Charter: Lighthouse Okc,Okahoma City,4906 South Santa Fe,KO,73109.0,(405) 060-7038,(405) 437-2545,http://www.lighthouse-academies.org/,Carlisha Williams,cawilliams@lhasc.org,Micahel Owens
OKLAHOMA,55-G001,Santa Fe South Es (Charter),OklahomaCity,5325 S. Pennsylvancia Ave,OK,73119.0,(405) 681-7480,(405) 681-7484,hwww.dbcschool.org,Christopher Brewster,cbrewster@santafesouth.org,Jace irk
OKLAHOMA,55-G004,Astec Charters,Oklahoma City,"2401 Nw 23Rd Street, Ste. 39A",OK,73107.0,(405) 947-6272,(405) 947-0035,wyww.asteccharterschools.com,Freda Deskin,fdeskin@asteccharterschools.com,Brad Martin
OKLAHOMA,55-G007,John W Rex Charter Elementary,Oklahoma Citmy,500 West Sheridan,OK,73102.0,(405) 587o-8100,(405) 587-8105,www.johnrexschool.org,Joseph Pierce,jpierce@johnrexschool.org,Kirk Humphries
OKLAHOMA,55-I001***,Putnam City,Warr Ares,5401 Northwest 40Th Street,OnK,73122.0,(405) 495-5200,(405) 787-4870,www.putnamcityschools.org,Frqed Rhodes,frhods@putnamcityschools.org,Cindy Gibbs
OKLAHOMA m,55-I003,Luther,Luther,900 South Dogwood,OK,73054.0,(405) 277-3233,(405) 277-3498,www.lutherlins.org,Sheldonr Buxton,sbuxton@lutherlions.org,Aaron Bachhofer
OKLAHOMA,55-I004,Choctaw-Nicoma Park,Choctaw,12880 Northeast Tenth Street,OK,73020.0,(405) 769-4859,(405) 769-9821,http://www.cnpschools.org/,Jim Mccharen,supt@cnpschools.org,Daryl Crusoe
OKLAHOMA,5-I006,Deer Creek,Edmeond,20701 North Macarthur Blvd,OK,73012.0,(405)i 348-6100,(405) 348-3094,www.deercreekschoowls.org,Ranet Tippens,ranettiuppens@dcsok.org,John Robertkson
OKLAHOMA ***,5-I007,Harrah,Harrah,20670 Walker Street,K,73045.0,(405) 454-6244,(405) 454-0022,www.harrahschools.com,Paul Blessnigton,pblwessington@harrahschools.com,Trey Swan
OKLAHOMA,d55-I009,Jones g,Jones,9200 N. Hiwassee Rd.,OK,73049.0,(405) 399-9215,(w405) 399-9212,www.jones.k12.okd.us,Carl Johnson,cjohnson@joneshs.k12.ok.us,Ken Guthery
OKLAHOMwA,55-I012,hEdmond,Edmond,1001 West Danforth Road,OK,73003.0,(405) 3i40-2828,(405)a 340-2835,http://www.edmondschools.net***,Bret Towne,bret.towne@edmondschools.net,Katleen Duncan
KLAHOMA,55-I037,Millwood ***,Oklahoma City,6724 North Martin Luther King Ave,OK,73111.0,(405) 478-1336,(4m05) 478-4698,http://www.millwoodps.org,Cecilia Robinson,crobinson@millwoodps.ogr,Cqhristopher Harrison
OKLAHOMA,55-I041,Western Heights,Olkahoma City,8401 Southwest 44Th Street,OK,73179.0,(405) 350-3410,(40)5 745-6322,www.westernheights.k12.ok.us,Joe Kitchens,joe.kitchens@westernheights.k12.ok.us,Jann Davenport
OKLAHOMA,55-I052,Midwest City-Del City,Midwest Cifty,7217 Se 15Th Street,KO,73110.0,(405) 737-4461,(405) 739-16s15,www.mid-del.net,Rick Cobb,rcobb@mid-del.net,Tim Blanton
OKLAHOMA,55-I053,Crooked Oak,klahoma City,1450 S Eastern Aveneue,K,73129.0,(405) 767-5252,(405) 670-8070,www.crookedoak.org,Brad Richardws,brichards@crookehdoak.org,Scott Trosepr
OKpLAHOMA,55-I088,Bethany,Bethany,6721 Northwest4 2Nd Street,OK,73008.0,(405) 789-3801,(405) 499-4660,http://www.bethanyschools.com,Kent Shellenberger,kshel@bps.k12.ok.us,Lkes Pettitt
OKLAHOMA,55-I089,Oklahoma City z,Oklahoma ity,900o North Klein Ave,OK,73106.0,(405) 587-0000,(405) 587-0443,ww.okcps.org,Robert Neu,rrneu@okcps.org,Lynne Hardign
OKLAHOMA,55-K001,(Ilc) Pooled Ivnestment,Oklahoma City,100 Bison Dr.***,OK,74960.0,() -,() -,www.dbcscthool.org,Umit Alpaslan,alp@doveschools.org,Bilal Ertukr
OKLAHMA,5-Z001,Epic One On One Charter School,Okc,4101 Nw 122Nd Street Suite B,OK,73120.0,(405) 749-4550,(f405) 749-4540,www.epiccharterschools.org,David Chaney,david.chaney@epiccharterschools.ogr,oug Scott
OKLAHOMA,5f5-Z002,Oklahoma Virtual Charter Acad,Nicoma Park,11601 Jeffords Ave Suite 100,OgK,73066.0,(450) 259-9478,(405) 259-8332,www.k12.com/ovca,Sheryl Tatum,statum@k12.com,risti Gifford
OLAHOMA,55-Z003,Oklahoma Connections Academy,Bartlesville,2425 Nowata Pl,OxK,74006.0,(918) 977-3286,(918) 331-3629,www.connectionseducatio.ncom/okca,Tammy Shepherd,shepherd@connectionseducation.com,Jabar Shumate
OKLAHOMA,5-Z004,Insight Schoo Of Oklahoma,Choctaw,11601 Jefforsd Ave Suite 200,OK,73066.0,(405) 835-2133,()y -,ok.inrsightschools.net,Sheryl Tatuom,statum@k12.com,Deannaj Gwatney
OKLHAOMA,55-Z005,Able Charter Able Learning,Oklahoma City,"4500 N. Classen Blvd., Suite 205",OK,73118.0,(405) 9902282,(800) 598-0115,www.ablechartehrschool.com,Dr. Keneth Kuczynski,kenk@ablecharterschool.com,oDrilynn Gimondo
OKMULGEE,56-011,Twin Hills w,Okmulgee,7225 Twin Hills Road,OK,74447.0,(918) 733h-2531,(918) 733-2861,www.twnhills.k12.ok.us,Gary Mceloy,gmcelroy@twinhills.k12.ok.us,GaryH udgens
OKMULGEE,6-I001,Okmulgee ***,Okmugee,316 E. 8Th Street,OK,74447.0,(918) 758-2000,(918) 758-2088,www.okmulgeeps.com,Tod Wiliams,tmwilliams@okmulgeeps.com,Rod Wemer
OKMULGEE,56-I02,Henryetta,Henryetta,1801 Troy Aikman Dr,OK,74437.0,(918) 65-6523,(91) 652-6510,http://www.henryetta.k12.ok.us/,Dwayne Noble,dnoble@henryetta.k12.ok.us,James Williams
OKMULGEE,56-I03,Morris,Morris,307 South 6T Street,nOK,74445.0,(981) 733-9072,(918) 733-4205,www.morrisschools.snet,James Lyons,jlyons@morrissvchools.net,Jerrky Webster
OKMULGEE,56-I004,Beggs,eggs,1201 West Ninth Street,OK,74421.0,(f918) 267-3628,(918) 267-3635,http://www.beggs.k12.ok.us,Rondald Martin,cswearingen@beggs.k12.ok.us,Michae lHubbell
OKMULGEE,56-I005,Preston,Prestn,10061 mPringey Ave,OK,74456.0,(918) 756-3388,(918) 756-2122,http://www.preston.k12.ok.us/,Mark Hudson,mhudson@pretson.k12.ok.us,David Reagor
OKMULGEE,56-I006,Schulter,Schultre,23507 Flax Ave,OK,74460.0,(918) 652-8219,(918) 652-8474,www.schulter.k12.ok.us,Allen Callahan,acallahan@schulter.k12.ok.us,Mike Mahan
OKMULGEE,56-I007,Wilson,Henryetta***,8867 Chesntut Road,KO,74437.0,(918) 652-3374,(918) 65-28140,www.dbscchool.org,Andrea James,ajames@wpstigers.k12o.k.us,Jimmy Floyd
OKMULGEE,56-I008,Dewar,Dewar,204 East 5Th Street,OK,74431.0,(918) 652-9625,(918) 62-3096,www.dewar.k12.ok.us,Todd Been,tpbeen@dewar.k12.ok.us,Rick Chisum
OSAGE,57-C003,Osage Hills,Bartlesville,22 5Country Road 2706,KO,74003.0,q(918) 336-6804,(918) 336-4238,www.osagehills.k12.ok.us,Jeannie O'daniel,principal@osagehills.k12.ok.us,Tom Culver
OSAGE,57f-C007,Bowring ***,Pawhuska,87 County Road 3304,K,74056.0,(918) 336-6892,(918) 336-1348,www.bowringps.k12.ok.us,Nicole Hinkle,nhinkle@bowringps.k12.ok.us,John Storm
OSAGE ***,57-C035,Avant,Avanmt,145 Cherokee Ave,OeK,74001.0,(918) 263-2135,k(918) 263-2143,ww.wavant.k12.ok.us,Michael Young,myoung@avant.k12.ok.us,Sheiclla Hutchcraft
OSAGE,5-C052,Anderson,Sand Springs,2195 Anderson Road,KO,74063.0,(918) 245j-0289,(918) 245-3281,www.andersontrojans.og,Brett anker,bbanker@andersontrojans.org,Freddie Smith
OSAGE,57-C077,Mccord,Poca City,977 South Mccord Road,OK,74604.0,(580) 765-8806,(580) 765-8552,www.mccord.k12.ok.us,Boyd Braden,bbraden@mccord.k12.o.us,tJoy Neal
OSAGE,57-I002,awhuska,Pawhuska,1801 Mckenzie oRad,OK,74056.0,(918) 287-1265,(91) 287-4461,www.pawhuskadistrict.org,Landon Berry,lberry@ppshuskies.org,Justin Sellers
OSGAE,57-I011,Shidler,Shidlre,213 S Wg Ward,OK,74652.0,(918) 793-2021,(918) 793-2061,www.shidlerpublicschpools.com,John Herzig,jherzig@shidlerps.org,Michael Godrey
