code,category,description,sizevalue,totalinventory,price,saleprice,saleenddate
427217,AUSTRALIA,Bodega Alvear Che Gaucho Estate Bottled Malbec,1.5L,0,11.99,10.99,11/30/2022
60449,OTHER WINE,Inspiration Vineyards Rose Pinot Noir,750ML,0,21.99,10.99,11/30/2022
335407,AMERICAN RED,SOLA P/NOIR,750ML,0,10.69,10.99,11/30/2022
355925,AMERICAN RED,Artisan Vintners Guild Merlot,750ML,0,10.79,10.99,11/30/2022
429158,CHAMPAGNE/SPARKLING,Christian Audigier Ed Hardy Moscato Puglia IGT Muscat,750ML,0,7.69,10.99,11/30/2022
348117,FRANCE,Chateau Vieux Moulin Lussac Saint Emilion Bordeaux Blend,750ML,0,12.39,10.99,11/30/2022
38792,RUM,Mount Gay Eclipse Rum,750ML,324,21.99,10.99,11/30/2022
83998,AMERICAN WHITE,Chateau Ste. Michelle Riesling,1.5L,25,21.99,10.99,11/30/2022
69662,IMPORTED BOTTLE,ALLENDE IPA 4/6 NR - 6 Pack,12.0Z,0,14.99,10.99,11/30/2022
311327,AMERICAN WHITE,Black Box Pinot Grigio,500ML,314,5.99,10.99,11/30/2022
41693,KOSHER,Segal's Special Reserve Cabernet Sauvignon,750ML,0,22.99,10.99,11/30/2022
351046,BOURBON/RYE,Uncle Nearest 1856 Premium Whiskey,750ML,316,58.99,10.99,11/30/2022
41688,NEW ZEALAND,Matua Valley Pinot Noir,750ML,282,13.99,10.99,11/30/2022
76406,ITALY,Cavit Collection Trentino DOC Merlot,1.5L,11,17.99,10.99,11/30/2022
26421,IMPORTED BOTTLE,961 Lebanese Pale Ale - 4 Pack,11.0Z,0,10.99,10.99,11/30/2022
172642,ITALY,ROCCA DELLE MACIE CHN,375ML,0,11.99,10.99,11/30/2022
325539,CHILE,Mamita Semi Sweet Red Wine Cabernet Sauvignon,750ML,0,10.99,10.99,11/30/2022
12142,AMERICAN BLUSH/ROSE,Sutter Home Winery Pink Moscato Muscat - 4 Pack,187ML,696,9.99,10.99,11/30/2022
329939,OTHER WINE,Domaine des Ouled Thaleb Sauvignon Blanc,750ML,0,19.49,10.99,11/30/2022
303611,OTHER WINE,KUROMATSU HAKUSHIKA JUNMAI,900ML,0,16.99,10.99,11/30/2022
159824,AMERICAN RED,Dante Cabernet Sauvignon,750ML,0,14.99,10.99,11/30/2022
29604,DOMESTIC BOTTLE,4 Hands Cuvee Ange,16.9Z,0,15.99,10.99,11/30/2022
83267,AMERICAN RED,Bonterra Vineyards Cabernet Sauvignon,750ML,293,13.99,10.99,11/30/2022
240704,AMERICAN WHITE,Menage a Trois Limelight Pinot Grigio - 3 Pack,187ML,51,9.57,10.99,11/30/2022
44887,RUM,Don Q Limon Rum,1L,0,16.99,10.99,11/30/2022
50750,GIN,Hendrick's Gin,750ML,291,36.99,10.99,11/30/2022
38202,TEQUILA,Montezuma White Tequila,1L,267,13.99,10.99,11/30/2022
319274,ITALY,Porta Palo Terre Siciliane IGT Merlot,750ML,0,7.49,10.99,11/30/2022
334603,BOURBON/RYE,Triple Eight Nor'Easter Bourbon Whiskey,750ML,0,45.99,10.99,11/30/2022
185515,ITALY,Famiglia Cielo dal 1908 Delle Venezie IGT Pinot Grigio,750ML,0,13.99,10.99,11/30/2022
81772,AMERICAN WHITE,Barefoot Cellars Pinot Grigio,187ML,699,1.79,10.99,11/30/2022
29394,CANADIAN/BLENDED WHISKEY,Canadian Club 1858 Original Canadian Whisky,1L,0,16.99,10.99,11/30/2022
18637,DOMESTIC CAN,SILVER BRANCH HEAVENLY HELL 4/6 CANS - 6 Pack,12.0Z,150,12.99,10.99,11/30/2022
243482,BOURBON/RYE,BARRELL ARMIDA BOURB WHISKEY 113.5P LIMIT REL 750ML,750ML,0,89.99,10.99,11/30/2022
81739,AMERICAN WHITE,Barefoot Cellars Deliciously Sweet Moscato Muscat,1.5L,255,12.99,10.99,11/30/2022
434477,AUSTRALIA,St. Kilda Shiraz,750ML,0,10.99,10.99,11/30/2022
22192,DOMESTIC BOTTLE,Flying Fish Grand Cru Winter Reserve - 6 Pack,12.0Z,0,10.99,10.99,11/30/2022
86190,FRANCE,Domaine Jean Descombes (Georges Dub�uf) Jean Ernest Descombes Morgon Gamay,750ML,0,21.99,10.99,11/30/2022
81032,CHAMPAGNE/SPARKLING,Stellina di Notte Prosecco Glera,750ML,0,16.49,10.99,11/30/2022
28118,AMERICAN WHITE,Estrella River Winery Proprietor's Reserve Chardonnay,1.5L,0,11.99,10.99,11/30/2022
36776,IMPORTED CAN,Corona Refresca Mas Mango Citrus,24.0Z,0,3.99,10.99,11/30/2022
69108,CORDIALS,Ricard Pastis De Marselle,750ML,245,31.99,10.99,11/30/2022
249252,VODKA,Popov Vodka 375ML,375ML,90,3.99,10.99,11/30/2022
356204,AMERICAN RED,Long Shadows Wineries Pedestal Vintners Collection Merlot,750ML,0,79.99,10.99,11/30/2022
44960,ITALY,Maso Poli Trentino DOC Pinot Grigio,750ML,0,23.99,10.99,11/30/2022
14851,DOMESTIC CAN,OMMEGANG SLEEVELESS 6/4 16OZ CANS,16.0Z,0,3.99,10.99,11/30/2022
88462,CHAMPAGNE/SPARKLING,La Marca Prosecco DOC Glera,375ML,374,10.99,10.99,11/30/2022
22993,RUM,Rhum Barbancourt Estate Reserve 15 Year Old Rum,750ML,30,59.99,10.99,11/30/2022
79715,PORT/SHERRY/DESSERT/VERMOUTH,Stock Extra Dry Vermouth Recipe Originale White Blend,750ML,0,7.99,10.99,11/30/2022
308244,ITALY,Gaetano D'Aquino Dolce Rosso Rare Red Blend,750ML,0,7.99,10.99,11/30/2022
336011,ITALY,Casa Contini Verso Rosso Salento IGT Rare Red Blend,750ML,0,14.49,10.99,11/30/2022
241712,GIN,Indoggo Gin 50ML,50ML,1128,1.99,10.99,11/30/2022
81663,AMERICAN RED,Robert Mondavi Winery Private Selection Cabernet Sauvignon,1.5L,206,19.99,10.99,11/30/2022
50105,CORDIALS,Campari Aperitivo,750ML,588,31.99,10.99,11/30/2022
335835,FRANCE,Chateau du Cedre Cedre Heritage Cahors Malbec,750ML,0,17.99,10.99,11/30/2022
82682,VODKA,Stoli Blueberi Vodka,750ML,272,19.99,10.99,11/30/2022
71365,TEQUILA,Suerte Anejo Tequila,750ML,0,59.99,10.99,11/30/2022
68471,DOMESTIC CAN,EPIC CHASING GHOST 6/4 16OZ CANS - 6 Pack,12.0Z,0,29.99,10.99,11/30/2022
46091,AMERICAN RED,CHYSALIS VYDS NORTON,750ML,0,32.99,10.99,11/30/2022
324207,CHAMPAGNE/SPARKLING,Casa Vinicola Botter Di Maria Extra Dry Quality Aromatic Prosecco Glera,750ML,1,19.99,10.99,11/30/2022
14413,LIQ BASED RTD,BUTTERFLY VODKA SODA RTD 6/4 CANS,355ML,1100,4.99,13.99,11/30/2022
12085,DOMESTIC CAN,BITBURGER RADLER 6/4 16OZ CANS - 4 Pack,16.0Z,0,9.99,10.99,11/30/2022
15246,DOMESTIC CAN,LONE OAK PEACH HARD SELTZER 6/4 16OZ CANS - 4 Pack,16.0Z,575,13.99,10.99,11/30/2022
89206,AMERICAN RED,Mirassou Vineyards Cabernet Sauvignon,750ML,123,10.99,10.99,11/30/2022
305511,SPAIN/PORTUGAL,Carmim Terras d'el Rei Portuguese Red Blend,750ML,0,8.99,10.99,11/30/2022
71145,CORDIALS,LICOR 43 Cuarenta Y Tres Liqueur,750ML,198,26.99,10.99,11/30/2022
316112,SPAIN/PORTUGAL,Rare Wine Co. (Vinhos Barbeito) Historic Series Baltimore Rainwater Medium Dry Verdelho,750ML,0,56.99,10.99,11/30/2022
18720,DOMESTIC CAN,LONE OAK OAKTOBERFEST 6/4 16OZ CANS - 4 Pack,16.0Z,318,16.99,10.99,11/30/2022
43181,BRANDY/COGNAC/GRAPPA,R. Jelinek Pear Williams Kosher Brandy,750ML,0,38.99,10.99,11/30/2022
11843,BOURBON/RYE,Kentucky Gentleman Kentucky Bourbon Whiskey,750ML,339,7.69,10.99,11/30/2022
37966,SCOTCH,Ardbeg Ten Years Old Islay Single Malt Scotch Whisky,750ML,137,63.99,10.99,11/30/2022
41382,SPAIN/PORTUGAL,Anecoop Flare Sparkling Moscato Muscat,750ML,0,10.79,10.99,11/30/2022
167829,VODKA,PLUSH PLUM VODKA 50ML,50ML,0,3.29,10.99,11/30/2022
101664,SPAIN/PORTUGAL,Ramon Cardova Tempranillo,750ML,0,18.99,10.99,11/30/2022
80632,AMERICAN WHITE,Elk Run Cold Friday Vineyard Chardonnay,750ML,0,11.49,10.99,11/30/2022
314592,GREECE,Avantis Estate Syrah,750ML,0,19.39,10.99,11/30/2022
70465,BOURBON/RYE,Tap 357 Canadian Maple Rye Whisky,750ML,0,25.99,10.99,11/30/2022
166728,AMERICAN RED,ORIN SWIFT MERCURY HEAD CAB,750ML,0,150.99,10.99,11/30/2022
323303,ITALY,Farnese Fantini Montepulciano d'Abruzzo,1.5L,0,29.99,10.99,11/30/2022
434795,AMERICAN WHITE,Foodies Vineyards Chardonnay,750ML,0,9.99,10.99,11/30/2022
347396,AMERICAN WHITE,Freemark Abbey Sauvignon Blanc,750ML,32,30.99,10.99,11/30/2022
2704,COOLERS,Verdi Spumante,25.4Z,0,7.99,10.99,11/30/2022
339120,FRANCE,Domaine Chiroulet Java Bordeaux Blend,750ML,0,11.99,10.99,11/30/2022
243294,VODKA,Frankly Organic Strawberry Vodka,750ML,108,24.99,10.99,11/30/2022
82189,FRANCE,Chateau Lamouroux Graves Bordeaux Blend,750ML,0,18.49,10.99,11/30/2022
431087,AMERICAN RED,J. Lohr Vineyard Series Fog's Reach Pinot Noir,750ML,0,29.99,10.99,11/30/2022
244162,MIXERS,Spice 94 Aromatic,700ML,0,31.99,10.99,11/30/2022
94994,BEER,Clausthaler Dry Hopped Unfiltered Non Alcoholic - 6 Pack,12.0Z,0,12.99,10.99,11/30/2022
55604,CORDIALS,Baileys Deliciously Light Liqueur,750ML,3,28.99,10.99,11/30/2022
18821,SCOTCH,Buchanan's De Luxe 12 Year Old Blended Scotch Whisky,750ML,819,41.99,10.99,11/30/2022
37090,DOMESTIC CAN,HOP VALLEY CRYO HOP IPA VP 2/12 CN - 12 Pack,12.0Z,0,18.99,10.99,11/30/2022
71265,RUM,Smith & Cross Traditional Jamaica Rum,750ML,0,34.99,10.99,11/30/2022
347698,ITALY,Castello dei Rampolla Chianti Classico DOCG Sangiovese,750ML,0,24.99,10.99,11/30/2022
24582,IMPORTED BOTTLE,Alvinne Morpheus Extra R.A.,11.2Z,0,5.99,10.99,11/30/2022
21300,ITALY,Travaglini Estate Bottled Gattinara DOCG Nebbiolo,750ML,0,51.99,10.99,11/30/2022
23671,VODKA,Stoli Vanil Vodka,750ML,203,19.99,10.99,11/30/2022
309708,ITALY,Castello di Bolgheri Varvara Bolgheri Bordeaux Blend,750ML,0,43.99,10.99,11/30/2022
320554,AMERICAN RED,Kenwood Yulupa Pinot Noir,750ML,0,12.69,10.99,11/30/2022
46582,AUSTRALIA,Hope Estate The Ripper Shiraz,750ML,0,22.99,10.99,11/30/2022
323126,SPAIN/PORTUGAL,Quinta do Pinto Vinhas do Lasso Colheita Seleccionada Tinto Portuguese Red Blend,750ML,0,13.99,10.99,11/30/2022
69060,IMPORTED BOTTLE,Coronita Extra - 24 Pack,7.0Z,2,21.99,10.99,11/30/2022
235804,AMERICAN TABLE,Robert Mondavi Winery Private Selection Aged in Rum Barrels Merlot,750ML,179,14.99,10.99,11/30/2022
44659,SPAIN/PORTUGAL,PONTE DE LIMA VINHO VERDE,750ML,0,8.99,10.99,11/30/2022
41808,CORDIALS,Jagermeister Herbal Liqueur,50ML,397,1.99,10.99,11/30/2022
40774,VODKA,Van Gogh Double Espresso Vodka,750ML,0,26.99,10.99,11/30/2022
112526,KOSHER,Barkan Special Reserve,750ML,0,16.99,10.99,11/30/2022
86282,AMERICAN RED,Fetzer Anthony's Hill Cabernet Sauvignon,1.5L,27,14.99,10.99,11/30/2022
335431,AMERICAN BLUSH/ROSE,Renegade Wine Co. Rose Syrah,750ML,0,18.99,10.99,11/30/2022
238555,MIXERS,UPTOWN WINE COCKTAILS LIME MARGARITA RTD KOS 1.5L,1.5L,0,21.99,10.99,11/30/2022
327191,SOUTH AFRICA,Iona Sophie Te'blanche Sauvignon Blanc,750ML,0,12.99,10.99,11/30/2022
328501,ITALY,Montasolo Veneto IGT Pinot Grigio,750ML,0,10.99,10.99,11/30/2022
90751,DOMESTIC BOTTLE,Allagash White - 4 Pack,12.0Z,36,9.99,10.99,11/30/2022
147648,ITALY,Pieropan Soave Classico Soave Blend,750ML,0,21.99,10.99,11/30/2022
47410,AMERICAN RED,J Vineyards & Winery Pinot Noir,750ML,0,40.99,10.99,11/30/2022
327539,SPAIN/PORTUGAL,Dominio de Punctum Lobetia Chardonnay,750ML,0,13.99,10.99,11/30/2022
365844,MISCELLANEOUS IMPORTED,Chum Chumrum Soonhari Apple Mango Soju 375ML,375ML,81,7.99,10.99,11/30/2022
241220,MIXERS,Ceder's Wild Non Alcoholic Gin,500ML,6,18.45,10.99,11/30/2022
163740,OTHER WINE,"Chateau Ksara Blanc de Blancs Rare White Blend, Sauvignon Blanc, Semillon, Chardonnay",750ML,0,12.99,10.99,11/30/2022
72091,SPAIN/PORTUGAL,San Pedro Apostol Campellares Tempranillo,750ML,0,10.79,10.99,11/30/2022
382957,OTHER WINE,Vampire Vineyards Dracula's Blood Pinot Noir,750ML,0,9.79,10.99,11/30/2022
48918,DOMESTIC CAN,New Belgium Citradelic Tangerine IPA Can - 6 Pack,12.0Z,6,11.99,10.99,11/30/2022
85183,AMERICAN TABLE,Daily's Hurricane Frozen Cocktail,10.0Z,0,2.99,10.99,11/30/2022
303036,AMERICAN RED,Bodegas y Vinedos De Aguirre Sweet Minita Cabernet Sauvignon,750ML,0,10.79,10.99,11/30/2022
241650,FRANCE,Chateau La Hourcade Medoc Bordeaux Blend,750ML,0,16.69,10.99,11/30/2022
88603,CORDIALS,RumChata Horchata Con Ron Cream Liqueur,750ML,717,23.99,10.99,11/30/2022
70637,BRANDY/COGNAC/GRAPPA,Metaxa 7 Star Brandy,750ML,251,31.99,10.99,11/30/2022
68432,DOMESTIC CAN,BELLS LAGER OF THE LAKES 4/6 CANS - 6 Pack,12.0Z,0,11.99,10.99,11/30/2022
26282,DOMESTIC BOTTLE,NB VARIETY PACK 12PK NR - 12 Pack,12.0Z,0,22.99,10.99,11/30/2022
353556,NEW ZEALAND,Giesen Chardonnay,750ML,0,13.99,10.99,11/30/2022
166291,RUM,Cruzan Black Strap Rum,750ML,0,18.99,10.99,11/30/2022
50776,CORDIALS,Frangelico Hazelnut Liqueur,750ML,268,27.99,10.99,11/30/2022
345229,ITALY,Monte Degli Angeli Collezione del Barone Piemonte DOC Pinot Noir,750ML,1,13.99,10.99,11/30/2022
16063,SCOTCH,Mcclellands Speyside Single Malt Scotch Whisky,750ML,0,24.99,10.99,11/30/2022
30302,BOURBON/RYE,SAGAMORE RYE CLYDES BARREL SELECT 2022,750ML,0,57.99,10.99,11/30/2022
312407,CHILE,Casa Mateo Cabernet Sauvignon,1.5L,0,11.99,10.99,11/30/2022
12867,DOMESTIC CAN,SIERRA NEVADA LIQ HOPPINESS 4/6CN - 6 Pack,12.0Z,-48,9.99,10.99,11/30/2022
315660,AMERICAN BLUSH/ROSE,Adler Fels Electric Reindeer Moscato Muscat,750ML,0,6.99,10.99,11/30/2022
24857,IMPORTED BOTTLE,Takara Can Chu Hi JPop Grapefruit - 6 Pack,12.0Z,0,17.99,10.99,11/30/2022
29122,SCOTCH,Inver House Green Plaid Very Rare Blended Scotch Whisky,1L,0,13.99,10.99,11/30/2022
47502,AMERICAN RED,Fiore Dry Red Maryland Merlot,750ML,0,29.99,10.99,11/30/2022
40925,CANADIAN/BLENDED WHISKEY,Forty Creek Premium Barrel Select Canadian Whisky,750ML,0,19.99,10.99,11/30/2022
237111,IRISH WHISKEY,Teeling Single Malt Irish Whiskey,750ML,38,58.99,10.99,11/30/2022
73259,TEQUILA,Maestro Dobel Humito Smoked Silver Tequila,750ML,0,46.99,10.99,11/30/2022
47536,FRANCE,DOM LES COLOMBELLES MINVEROIS,750ML,0,10.79,10.99,11/30/2022
354224,CHAMPAGNE/SPARKLING,POEMA ROSE,750ML,0,13.99,10.99,11/30/2022
78786,SCOTCH,Speyburn 10 Year Old Speyside Single Malt Scotch Whisky,750ML,0,27.99,10.99,11/30/2022
41669,AMERICAN RED,Duckhorn Vineyards Decoy Bordeaux Blend,750ML,398,21.99,16.99,11/30/2022
358448,CORDIALS,Lost Ark Caramel Creams Liqueur,750ML,14,37.99,10.99,11/30/2022
68507,DOMESTIC CAN,OMMEGANG DRY CIDER 6/4 CANS - 4 Pack,12.0Z,0,11.99,10.99,11/30/2022
94331,COOLERS,Smirnoff Ice Original - 12 Pack,11.2Z,-29,17.99,10.99,11/30/2022
242185,AUSTRALIA,Cape Mentelle Rose Grenache,750ML,0,16.39,10.99,11/30/2022
46600,FRANCE,Remy Pannier Sauvignon Blanc,750ML,0,17.99,10.99,11/30/2022
166243,CANADIAN/BLENDED WHISKEY,Masterson's 10 Year Old French Oak Barrel Finished Straight Rye Whiskey,750ML,11,67.99,10.99,11/30/2022
43028,SOUTH AFRICA,Fairview Goats do Roam Rose Shiraz,750ML,1,14.99,10.99,11/30/2022
238182,ITALY,Fattoria Colsanto Rosso di Montefalco DOC Sangiovese,750ML,0,18.99,10.99,11/30/2022
331539,ITALY,Corbera Vini Grillo,750ML,0,9.99,10.99,11/30/2022
309180,AMERICAN RED,OBSIDIAN RIDGE CAB,750ML,0,41.99,10.99,11/30/2022
405817,AMERICAN WHITE,Canyon Road Pinot Grigio,750ML,0,7.59,10.99,11/30/2022
332439,CHILE,AVES DEL SUR CHARD,750ML,0,6.49,10.99,11/30/2022
38695,RUM,Castillo Spiced Rum,1.75L,0,15.99,10.99,11/30/2022
44501,ITALY,Layer Cake One Hundred Percent Pure Puglia IGT Primitivo,750ML,116,14.99,10.99,11/30/2022
68334,AMERICAN TABLE,Bota Box Nighthawk Black Pinot Noir,3L,105,19.99,10.99,11/30/2022
78298,ARGENTINA,Terrazas de Los Andes Reserva Malbec,750ML,236,19.99,10.99,11/30/2022
60046,DOMESTIC CAN,Troegs Perpetual IPA Can - 12 Pack,12.0Z,0,22.99,10.99,11/30/2022
327142,FRANCE,Chateau Haut Laborie Merlot,750ML,0,10.79,10.99,11/30/2022
16560,SPAIN/PORTUGAL,Martin Cendoya Reserva Rioja Red Blend,750ML,12,28.99,10.99,11/30/2022
11842,BRANDY/COGNAC/GRAPPA,Paul Masson Pineapple Grande Amber Brandy,750ML,-1,11.99,10.99,11/30/2022
30104,GIN,Bowman's Gin,1L,107,7.99,10.99,11/30/2022
332348,CHAMPAGNE/SPARKLING,Veuve Clicquot Ponsardin Brut Rose Champagne,750ML,0,79.99,10.99,11/30/2022
232662,FRANCE,Domaine Berthet Rayne Cotes du Rhone Red Southern Rhone Blend,750ML,0,16.99,10.99,11/30/2022
10243,BOURBON/RYE,Old Grand Dad Bonded Kentucky Straight Bourbon Whiskey,750ML,261,22.99,10.99,11/30/2022
72085,VODKA,Tito's Handmade Vodka 50ML,50ML,2745,1.99,10.99,11/30/2022
304583,NEW ZEALAND,Tom Eddy Tenz Sauvignon Blanc,750ML,0,17.49,10.99,11/30/2022
118516,FRANCE,Societe Cooperative Castelmaure Col des Vents Corbieres Red Southern Rhone Blend,750ML,4,13.99,10.99,11/30/2022
31003,AMERICAN WHITE,Hogue Cellars Gewurztraminer,750ML,0,12.69,10.99,11/30/2022
83712,AMERICAN RED,Chateau Ste. Michelle Cabernet Sauvignon,750ML,307,14.99,10.99,11/30/2022
97306,IMPORTED BOTTLE,Orval Trappist Ale,11.2Z,0,6.99,10.99,11/30/2022
233678,ITALY,Azienda Santa Barbara Stefano Antonucci Rosso Piceno Montepulciano,750ML,6,28.99,10.99,11/30/2022
29050,CANADIAN/BLENDED WHISKEY,Black Velvet Blended Canadian Whisky,750ML,288,7.99,10.99,11/30/2022
13889,DOMESTIC CAN,1623 PEANUT BUTTER HONEY MILK STOUT 6/4 16OZ CAN - 4 Pack,16.0Z,0,11.99,10.99,11/30/2022
74664,SCOTCH,Amrut Fusion Single Malt Whisky,750ML,124,84.99,10.99,11/30/2022
340532,FRANCE,Michel Lynch Grand Vin de Bordeaux Sauvignon Blanc,750ML,0,15.49,10.99,11/30/2022
81686,AMERICAN RED,Duckhorn Vineyards Decoy Zinfandel,750ML,74,21.99,16.99,11/30/2022
11967,BRANDY/COGNAC/GRAPPA,Domaine Labiette Castille Bas Armagnac Brandy,750ML,0,41.99,10.99,11/30/2022
71874,CORDIALS,Hiram Walker Creme de Cacao Brown Cocktail Mixers,1L,0,15.99,10.99,11/30/2022
136018,FRANCE,Vignobles Vergnes Le Berceau Domaine de Martinolles Blanquette de Limoux Mauzac,750ML,0,10.79,10.99,11/30/2022
244013,MIXERS,The Real Lime Juice Margarita,100ML,397,4.99,10.99,11/30/2022
302060,SPAIN/PORTUGAL,Anecoop Casa l'Angel Ecologic Organic Syrah,750ML,0,12.99,10.99,11/30/2022
69921,ITALY,Cantine Pellegrino Terre Siciliane IGT Moscato,750ML,0,11.99,10.99,11/30/2022
75388,CHAMPAGNE/SPARKLING,Mumm Napa Brut Rose Methode Traditionelle Champagne,750ML,365,25.99,10.99,11/30/2022
45454,AMERICAN RED,Edmeades Winery Zinfandel,750ML,195,17.99,10.99,11/30/2022
335051,ARGENTINA,Bodegas Diamandes Perlita Chardonnay,750ML,0,12.69,10.99,11/30/2022
326583,ITALY,Cantina Novelli Nero Cube Umbria IGT Sangiovese,750ML,0,4.99,10.99,11/30/2022
89336,AMERICAN RED,Chaddsford Winery Proprietors Reserve Red Rare Red Blend,750ML,0,13.49,10.99,11/30/2022
77183,VODKA,Smirnoff Twist Of Lime Vodka,750ML,222,14.99,10.99,11/30/2022
242118,RUM,Mount Gay Black Barrel Rum,750ML,39,46.99,10.99,11/30/2022
76937,AUSTRALIA,Fisheye Merlot,1.5L,0,12.99,10.99,11/30/2022
66036,ITALY,Bella Sera Veneto IGT Pinot Grigio,1.5L,322,14.99,10.99,11/30/2022
73395,CORDIALS,Arak Touma King of Arak,750ML,0,29.99,10.99,11/30/2022
243632,FRANCE,BOUCHARD PERE & FILS BEAUNE DU,750ML,0,49.99,10.99,11/30/2022
86525,FRANCE,Domaine Paul Autard Chateauneuf du pape Red Southern Rhone Blend,750ML,0,41.99,10.99,11/30/2022
29384,IMPORTED BOTTLE,Baladin Al Iksir,25.4Z,0,21.99,10.99,11/30/2022
244015,MIXERS,The Lemongrass Vodka Gimlet,100ML,570,4.99,10.99,11/30/2022
300904,SOUTH AFRICA,Riebeek Cellars Cabernet Sauvignon,750ML,0,10.99,10.99,11/30/2022
436062,SPAIN/PORTUGAL,Casa Santos Lima LAB Portuguese Red Blend,750ML,342,8.99,10.99,11/30/2022
49280,RUM,Ron Zacapa 23 Sistema Solera Gran Reserva Rum,750ML,215,48.99,10.99,11/30/2022
232602,FRANCE,Clos Triguedina Le du Clos Cahors Malbec,750ML,0,16.49,10.99,11/30/2022
74777,TEQUILA,Lunazul Reposado Tequila,750ML,304,22.99,10.99,11/30/2022
56817,BOURBON/RYE,CLYDES MAY STRAIT BOURBON,750ML,134,37.99,10.99,11/30/2022
97918,IMPORTED BOTTLE,Stella Artois - 12 Pack,11.2Z,11,18.99,10.99,11/30/2022
89583,PORT/SHERRY/DESSERT/VERMOUTH,Tribuno Sweet Vermouth Red Blend,1L,0,6.99,10.99,11/30/2022
11622,OTHER WINE,"Vampire Vineyards Merlot, Cabernet Sauvignon, Zinfandel",750ML,0,9.79,10.99,11/30/2022
238634,AMERICAN RED,Barrel Bomb Proprietary Red Zinfandel,750ML,0,23.99,10.99,11/30/2022
66487,DOMESTIC BOTTLE,FLYING DOG SUPER HOOK SOUR 4/6 NR - 6 Pack,12.0Z,0,15.99,10.99,11/30/2022
11339,CORDIALS,Joseph Cartron Curacao Triple Sec Liqueur,750ML,0,22.99,10.99,11/30/2022
308684,FRANCE,Moulin des Vrilleres (Lauverjat) Sancerre Sauvignon Blanc,750ML,18,24.99,10.99,11/30/2022
336775,FRANCE,Boutinot Le Petit Chat Malin Red Southern Rhone Blend,750ML,0,9.49,10.99,11/30/2022
44250,ARGENTINA,Alma Negra M Blend Bonarda,750ML,0,21.99,10.99,11/30/2022
24752,DOMESTIC BOTTLE,Leavenworth Whistling Pig Hefeweizen - 6 Pack,12.0Z,0,13.99,10.99,11/30/2022
340878,VODKA,Stoli Gluten Free Vodka,750ML,0,19.99,10.99,11/30/2022
29281,IMPORTED CAN,Evil Twin Falco,16.0Z,0,4.99,10.99,11/30/2022
324498,KOSHER,Tishbi Chenin Blanc,750ML,16,14.99,10.99,11/30/2022
338704,CHILE,Vina San Esteban Rio Alto Reserva Estate Bottled Cabernet Sauvignon,750ML,0,8.49,10.99,11/30/2022
337437,AMERICAN RED,Alias Pinot Noir,750ML,0,14.99,10.99,11/30/2022
70363,VODKA,Me Oko Ginger Vodka,750ML,0,26.99,10.99,11/30/2022
348891,ITALY,CONTI ZECCA PRIMITIVO,750ML,0,17.69,10.99,11/30/2022
29262,AMERICAN RED,Patz & Hall Alder Springs Vineyard Pinot Noir,750ML,4,58.99,10.99,11/30/2022
48589,ITALY,Corte Zardini Amarone della Valpolicella Classico DOCG Valpolicella Blend,750ML,0,43.99,10.99,11/30/2022
337099,OTHER WINE,Bulgariana Pinot Noir,750ML,0,15.99,10.99,11/30/2022
121347,ITALY,Tenuta Caparzo Brunello di Montalcino DOCG Sangiovese,750ML,0,64.99,10.99,11/30/2022
82843,ITALY,PICCINI P/GRIG,750ML,0,13.99,10.99,11/30/2022
333307,AMERICAN RED,Napa Cellars Pinot Noir,750ML,0,27.99,10.99,11/30/2022
313045,ITALY,Cantina Aldeno Alto Adige Sudtirol Pinot Grigio,750ML,0,11.99,10.99,11/30/2022
70686,SCOTCH,The Glendronach Original 12 Year Old Highland Single Malt Scotch Whisky,750ML,11,66.99,10.99,11/30/2022
340934,AMERICAN RED,ANGELINE CAB CAL,750ML,0,13.99,10.99,11/30/2022
76056,CORDIALS,Galliano L'Autentico Liqueur,750ML,2,30.99,10.99,11/30/2022
40260,AMERICAN RED,McManis Family Vineyards Cabernet Sauvignon,750ML,0,14.99,10.99,11/30/2022
71009,LIQ BASED SELTZER,HIGH NOON VARIETY PACK 355ML 12PK - 12 Pack,355ML,1500,24.99,10.99,11/30/2022
236220,SPECIALTY,Ole Smoky Apple Pie Moonshine 70 Proof,50ML,562,3.79,10.99,11/30/2022
322563,AMERICAN RED,Sycamore Lane Vineyards Cabernet Sauvignon,1.5L,0,12.99,10.99,11/30/2022
30107,DOMESTIC CAN,4 Hands Incarnation - 6 Pack,12.0Z,0,13.99,10.99,11/30/2022
324234,AMERICAN TABLE,Myx Fusions Moscato Muscat,187ML,0,2.99,10.99,11/30/2022
306706,SPAIN/PORTUGAL,DFJ Vinhos Portuguese Red Blend,750ML,0,10.99,10.99,11/30/2022
70302,VODKA,Wave Vodka,1.75L,0,12.99,10.99,11/30/2022
312321,SPAIN/PORTUGAL,Vega Murillo Tinta de Toro,750ML,0,10.99,10.99,11/30/2022
439010,AMERICAN RED,Liberty Creek Sweet Red Winemaker's Selection Heritage Blend Red Blend,1.5L,0,9.99,10.99,11/30/2022
97780,IMPORTED BOTTLE,Blacksheep Monty Python's Holy Grail,16.9Z,0,5.99,10.99,11/30/2022
51091,MALT BASED SELTZER,White Claw Raspberry Hard Seltzer - 6 Pack,12.0Z,0,10.99,10.99,11/30/2022
89869,AMERICAN WHITE,Vendange Wine Cellars Sauvignon Blanc,1.5L,5,12.99,10.99,11/30/2022
