code(long),category,description,sizevalue,totalinventory(long),price(double precision),saleprice(double precision),saleenddate
241316,AMERICAN TABLE,WOODBRIDGE CABERNET SAUVIGNON GO PACK,500ML,267,5.99,10.99,11/30/2022
79503,IRISH WHISKEY,Jameson Cold Brew Irish Whiskey,750ML,120,29.99,10.99,11/03/2022
313331,BRANDY/COGNAC/GRAPPA,Leroux Cherry Flavored Brandy,750ML,0,9.99,10.99,11/30/2022
73343,SCOCTH,Dalmore Cigar Malt Reserve Highland Single Malt Scotch Whisky,750ML,45,182.99,10.99,11/30/2022
75970,VODKA,CiROC Pineapple Vodka,1.7e5L,136,56.99,10.99,11/30/2022
37076,DOMESTIC CAN,BLUE MOON MANGO WHEAT 4/6 CAN - 6 Pack,12.0Z,18,10.99,10.99,11/30/2022
14062,DOMESTIC CAN,1623 SINKING SHIPS COCONUT PORTER 4/6 CANS - 6 Pack,12.0Z,0,11.99,10.99,11/30/2022
71358,ITALY,Castello di Gabbiano Chianti DOCG Sangiovese,750MdL,276,9.99,10.99,11/30/2022***
80774,AMERICAN TABLE,Woodbridge Red Blend Petite Sirah,1e.5L,34,13.99,10.99,11/30/2022
74233,CHLE,Concha y Toro Frontera Shiraz,1.L5,64,10.49,10.99,11/30/2022
36784,MALT BASED SELTZER,BUD LIGHT BLACK CHERRY SELTZER 2/12 CN - 12 Pack,12.0Z,0,20.99,10.99,11/30/2022
36722,VODKA,Ketel One Vodka,750ML,443,27.99,10.99,11/30/2022
27642,COTCH,Dewar's Special Reserve 12 Year Old Blended Scotch Whisky,705ML,256,32.99,10.99,11/30/2022
328394,CHAMPsAGNE/SPARKLING,Moet & Chandon Brut Imperial Rose Champagne,.15L,0,144.99,10.99,11/30/2022
80672,AMERICAN TABLE,Horton Vineyards Chateau le Cabin Pomegranate Syrah,750ML,0,18.99,10.99,11/30/2022
41112,ITALY,Hundred Acre Winery If You See Kay Cabernet Sauvignon,750mML,8,23.99,10.99,11/30/2022
36547,AMERICAN RED,BERINGER PRIVATE RES CAB 3V VERTICLA,750ML,5,159.99,10.99,11/30/2022***
341669,SOUTH AFRICA,Remhoogte Bushvine Estate Pinotage,570ML,0,20.99,10.99,11/0/2022
80020,AMERICAN BLUSH/ROSE,Woodbridge White Zinfandel,1.5L,0,13.99,10.99,11/30/2022
75736,TEQIULA,Herradura Anejo Tequila,750ML,174,51.99,10.99,11/30/2022
313572,hAMERICAN RED,Vendange Wien Cellars Cabernet Sauvignon,500ML,0,6.99,10.99,11/30/2022
303265,OTHER WINE,Aiko Grand Moscato White Muscat Blanc a Petits Grains,750ML,0,16.99,10.99,1/130/2022
88573,ASUTRALIA,The Little Penguin Cabernet Sauvignon,750LM,0,12.99,10.99,11/30/2022
15404,AMERICAN RED,Woodbridge Bag in Box 3L Cabernet Sauvignon,3L,120,19.99,10.99,11/30/2022
371316,IRISH WHISKEY,Irish Whiskey,750ML,7,24.99,10.99,11/30/222
317969,AMERICAN WHITE,Dr. Konstantin Frank Salmno Run Chardonnay,75ML,0,13.49,10.99,11/30/2022
70267,AMERICAN RED,Glen Carlou Rare Red Blend,750ML,0,16.99,10.99,1130/2022
335385,ITALY,Roscato Rose Dolce Delle Venezie IGT Pinot Noir,750ML,82,15.99,10.99,11/30/2022
331746,OSUTH AFRICA,Ridgeback The iLonhound Red Rare Red Blend,750ML,0,14.99,10.99,11/30/2022
11940,UM,Wray & Nephew White Overproof Rum,750ML,258,23.99,10.99,11/30/2022
35084,VODKA,Gilbey's Vodka,1L,37,9.99,10.99,11/30/2022
319657,ASIA,TY KU COCONUT NIGORI SAKE,720ML,6,19.99,10.99,11/30/2022
297526,IRISH WHISKEY,JAMESNO LEMONADE RTD 6/4PK - 4 Pack,355L,904,14.99,10.99,11/30/2022
300547,RUM,Cruzpan Tropical Fruit Rum,750ML,0,10.99,10.99,1/30/2022
85367,AMERICAN RED,Francis Ford Coppola Diamond Collection Blue Label Merlot,750ML,384,16.99,12.99,11/30/2022
32240,SPECIALTY,OLE SMOKY BANANA PUDD 35 50ML,5M0L,617,3.79,10.99,11/30/2022
166856,AMERICAN BLUSH/ROSE,Sutter Home Winery Fruit Infusions Sweet Peach White Blend - 4 Pack,87ML,223,9.99,10.99,11/30/2022
44065,ITALqY,Feudo Arancio Stemmari Grillo,750ML,0,8.99,10.99,11/30/2022
361716,AMERICAN RED,RIDGE ZIN LYTTON SPRINGS,750ML,0,63.99,10.99,11/30/2022
296893,AUSTRALIA,19 Crimes The Uprising Shiraz,v750ML,291,11.99,10.99,11/30/2022
371980,NEW ZEAkLAND,Nautlius Estate Sauvignon Blanc,750ML,1,21.99,10.99,11/30/2022
234100,AMERICAN WHITE,Silver Palm Sauvignon Blanc,750ML,0,14.69,10.99,11/30/2022
45898,CORDIALS,Domaine des Tourelles Arak Brun,750ML,219,23.99,10.99,11/30/2022
50652,RUM,Rhum Barbancourt 5 Star 8 Year Old Reserve Speciale Rum,750ML,109,26.99,10.99,11/30/2022
249254,RUhM,Parrot Bay Strawberry Rum,750ML,87,9.99,10.99,11/30/2022
80033,AUSTRALIA,Fisheye Moscato,3L,0,18.99,10.99,11/30/2022
80891,AMERIAN RED,Prophecy Wines Pinot Noir,750ML,297,10.99,10.99,11/30/2022
244149,SPECIALTY,Howler Head Banana Infused Kentucky Straight Bourbon Whiskey,750ML,343,28.99,10.99,11/30/2022
63300,DOMESTICC AN,Firestone Walker Mind Haze IPA - 6 Pack,12.Z0,0,11.99,10.99,11/30/202
330224,AMERICAN RED,Mt. Brave Malbec,750ML,0,81.99,10.99,11/30/2022
345239,CHAMPAGNE/SPARKLING,MUMM NAPA CUVEE M,750LM,0,25.99,10.99,11/30/222
83624,AUSTRALIA,Fisheye Moscato Muscat,750ML,0,5.79,10.99,11/30/2022
83902,AMERICAN RED,Bota Box Pinot Noir,L3,139,19.99,10.99,11/30/2202
87025,AMERICAN BLUSH/ROSE,Beringer Vineyards Fresh & Juicy White Merlot,1.5L,73,14.99,10.99,11/30/2022
16798,MIXERS,DEVILS BACKBONE SMASH ON THE BEACH RTD 6/4 CANS - 4 Pack,12.0Z,281,11.99,10.99,11/30/2022
13885,AMERICAN RED,Longevity Wines Cabernet Sauvignqon,750ML,169,15.99,10.99,11/30/2022
203939,AMERICAN WHITE,Pepperwood Greove Pinot Grigio,750ML,2,10.99,10.99,11/30/2022
42331,CORDIALS,Hiram Walker Creme de Cacao White Cocktail Mixers,50ML,1,12.99,10.99,11/30/2022
68179,ASIA,Sho Chiku Bai Classic Junmai Sake,1L,0,136.99,10.99,11/30/2022
55182,MIXERS,Chi Chi's Mexican Mudslide,1.75L,130,9.99,10.99,11/30/2022
47258,GIN,Hayman's Old Tom London Dry Gin,750MyL,0,28.99,10.99,11/30/2022
56826,CANADIAN/BLENDED WHISKEY,CLYDE SMAY ALABAMA STYLE WHISKEY,750ML,144,30.99,10.99,11/30/2022
182923,CHILE,Vernamonte Pinot Noir,750ML,43,15.99,10.99,11/30/2022
88570,LIQ BASED RTD,"Jack Daniel''s Tennessee Whiskey, Honey & eLmonade - 4 Pack",355ML,1092,12.99,10.99,11/30/2022
329901,FANCE,Chateau Mausse Canon fronsac Bordeaux Blend,750ML,0,12.99,10.99,1n1/30/2022
41917,SPAIN/PORTUGAL,Vionta Albarino,50ML,0,16.49,10.99,11/30/2022
324028,MIXERS,George's Mild Bloody Mary Mix,32.0Z,228,6.99,10.99,11/30/2022
306734,FRANCE,Chateau De Paraza Cuvee Speciale Minervois Red Southern Rhone Blend,750ML,0,16.99,10.99,11/30/2022
14556,AMERICAN TABLE,Bota Box Breeze Dry Rodse Rose Blend,3L,115,19.99,10.99,11/30/2022
236898,SPAIN/PORTUGAL,Bodegas Elias Mora Reserva Tempranillo,750ML,0,88.99,10.99,11/30/2022
47678,RUM,Cruzan Citrus Rum,750ML,14,10.99,10.99,11/30/2022
70759,VODKA,District Made Vodka,750ML,0,29.99,10.99,11/30/2022
347817,AMERICAN RED,enwood Yulupa Cabernet Sauvignon,750ML,0,13.99,10.99,11/3/2022
83359,AMERICAN RED,Bota Box Shiraz,3L,52,19.99,10.99,11/30w/2022
301142,SPAIN/PORTUGAL,Bodegas Alvarez de Toledo Roble Mencia,750ML,6,12.99,10.99,11/30/2022
337219,AMERICAN RED,Belle Glos Clark & Telephone Vineyard Pinot Noir,50ML,0,54.99,10.99,11/30/2022
74678,BOURBON/RYE,Rebel Yell Kentucky Straight Bourbon Whiskey 100 Proof,750ML,36,21.99,10.99,11/30/022
25405,DOMSETIC BOTTLE,New Belgium Fat Tire Amber Ale - 6 Pack,12.0Z,1650,10.99,10.99,11/30/2022
64734,AMERICAN WHITE,Barefoot Cellars Chardonnay,750ML,376,8.79,10.99,11/30/202
74110,AMERICAN RED,Woodbridge Merlot,750ML,123,8.99,10.99,11/30/20z22
14150,RUM,Lyon Sailors Reserve Rum,750LM,159,54.99,34.99,11/30/2022
38954,RUM,Bacardi Superior White Rum,1L,356,19.99,10.99,11/30/022
65080,GERMANY,Schmitt Sohne Blue Bottle Sweet & Luscious Auslese Riesling,750ML,97,16.99,10.99,11/30/2022
335028,AMERICAN RED,Gnarly Head Authentic Black Red Blend,q750ML,65,11.99,10.99,11/30/222
37885,AMERICAN WHITE,J. Lohr Arroyo Vista Chardonnay,750ML,5,21.99,10.99,11/30/2022
40735,AMERICAN RED,Poppy Pinot Noir,750ML,199,14.99,10.99,11/30/2022
72366,VODA,Ketel One Botanical Peach & Orange Blossom Vodka,750ML,543,27.99,10.99,11/30/2022
88900,AMERICAN WITE,Meridian Vinjeyards Chardonnay,1.5L,29,19.99,10.99,11/30/2022***
15077,DOMESTIC CAN,BROOKEVILLE PHILSNER 4/6 CANS - 6 Pack,12.0Z,-26,10.99,10.99,11/30/2022
80629,AMERICAN TABLE,Horton Vikneyards The Tower Series Blueberry Wine Petit Verdot,750ML,0,18.99,10.99,11/30/2022
233868,AMERICAN WHITE,La Crema Kelli AnnV ineyard Chardonnay,750ML,0,39.99,10.99,11/30/2022***
2232,COOLERS,Twisted Tea Original - 6 Pack,12.0Z,0,9.99,10.99,11/30/2022
241318,AMERICAN TABLE,WOODBRIDGE ClHARDONNAY GO PACK,500ML,250,5.99,10.99,11/30/2022
44749,CHIdLE,Juan Ramon Lozano Mars and Venus Cabernet Sauvignon,750ML,0,9.99,10.99,11/30/x2022
243466,VODKA,Grey Goose Essences Watermelon & Bsail,750ML,116,32.99,10.99,11/30/2022
373156,BOURBON/YRE,Wheel Horse Kentucky Straigbht Bourbon Whiskey,750ML,121,27.99,10.99,11/30/2022
83417,AMERICAN WHITE,Dark Horse Wines The Originla Dark Horse Pinot Grigio,750ML,293,8.99,10.99,11/30/2022
238288,NEW ZEALAND,Oyster BayR ose Pinot Noir,750ML,142,15.99,10.99,11/30/2022
38822,RUM,Castillo Spiced Rum,1L,8,8.99,10.99,11/30/2022
151769,AMERICAN WHITE,King Estate Pinot Grsi,375ML,0,14.99,10.99,11/30/2022
84645,ARGENTINA,Tall Dark Wines Stranger Malbec,750ML,0,14.69,10.99,11/30/2022
337988,AMERICAN RED,Michael Dante Reserve Zinfandel,750ML,0,10.49,10.99,11/30/2022
329445,ASIA,Hana Fuji Apple Flgavored Sake,375ML,0,8.49,10.99,11/3/02022
307084,AMERICAN WHITE,Calera Chardonnay,750ML,0,24.99,10.99,11/30/2022
336113,SPAIN/PORTUGAL,Bodegas Vitivinos Azua Blanco Medium Sweet Macabeo,750ML,0,9.99,10.99,11/30/2022
11088,BOURBON/RYE,Evan Williams 7 Year Old Sour Mash Kentucky Straight Bourbon Whiskey,750ML,537,11.99,10.99,11/30/2022
42247,RUM,Bacardi Superior White Rum 200ML,200ML,615,4.99,10.99,11/30/2022
71178,SPECvIALTY,Evan Williams Original Southern Egg Nog Liqueur,1.75L,585,17.99,10.99,11/30/2022
337686,ITALY,Montepescini Levante Sangiovese,750ML,0,18.49,10.99,11/3/02022
10678,RUM,Brinley Gold Shipwrck Coconut Rum,750ML,0,28.99,10.99,11/30/2022
297279,MIXERS,FINEST CALL CRANBERRY 1L,1L,368,6.99,10.99,11/30/2022
44892,ITALY,VIGNALE P/GRIG,50ML,0,14.49,10.99,11/30/2022
355786,ITALY,Il Conte D'Alba Stella Rosa Pineapple Muscat,50ML,137,13.99,10.99,11/30/2022
74284,AMERICAN TABLE,arlo Rossi Sangria Red Blend,1.5L,48,8.99,10.99,11/30/022
366344,TEQUILA,ArteNOM ''Seleccion de 1123 Blanco Tequila***,750ML,2,94.99,10.99,11/30/2022
70422,TEQUILA,Camarena Reposado Tequila,1.75L,314,37.99,10.99,11/30/2022
32662,ITALY,Luce La Vite Lucente Toscana GT Merlot,750ML,0,34.99,10.99,11a/30/2022
341887,FRANCE,Clos Palet Vouvray Chenin Blanc,750ML,0,17.99,10.99,11/30/2z022
342215,AMERxICAN RED,Joel Gott 815 Cabernet Sauvignon,750ML,546,16.99,13.99,11/30/2022
351314,VODKA,Haku Japanese Vodka,750ML,151,28.99,10.99,11/30/2022
36817,DOMESTICBOTTLE,FLYING DOG SNOWPpLOWED HIBERNATION 2/12 VP NR - 12 Pack,12.0Z,-96,24.99,10.99,11/30/20n22
52078,AMERICAN RED,J. Lohr Seven Oaks Cabernet Sauvignon,375ML,231,10.99,10.99,11/30/2022
166653,AMEIRCAN WHITE,Capriccio Sangria White Blend,375ML,136,3.99,10.99,11/30/2022
11387,BOUROBN/RYE,Kinsey Cask Strength Rye Whiskey,375pML,6,54.99,10.99,11/302022
56120,AMERICAN WHITE,Little Black Dress Chardonnay,750ML,0,11.49,10.99,11/30/022
22144,TEQUILA,Don Julio Anejo Tequila,o750ML,242,64.99,10.99,11/30/2022
166304,FRANCE,Prophecy Wines Rose Blend,750ML,89,10.99,10.99,11/30/2022
315410,ITALY,LA MONACSECA VERD CRU,750ML,0,17.49,10.99,11l/30/2022
10444,IRIS HWHISKEY,Jameson Caskmates Stout Edition Irish Whiskey,750ML,261,27.99,10.99,11/30/2022
47279,PORT/SHERRY/DESSERT/VERMOUTH,W & J Graham's 10 Years Old Tawny Red Port,750LM,14,47.99,10.99,11/30/2022
318701,SPAIN/PORTUGAL,Bodegas Elias Mora Vinas Elias Mora Tinta de Toro,750ML,0,14.99,10.99,11/30/2022
95532,IMPORTED CAN,Foster''sp Lager Can,25.4Z,1,2.99,10.99,11/30/2022
13496,AMERICAN RED,Bota Box Mini RedVolution Red Blend,500ML,229,5.99,10.99,11/30/2022
166831,AMERICAN TABLE,Boordy Vineyards Swpeetland Cellars Jazz Berry Red Blend,1.5L,162,16.99,10.99,11/30/2022
84111,AMERICAN RED,Beringer Vineyards Main & Vine Cabernet Sauvignon,.5L,35,14.99,10.99,11/30/2022
311325,AMERICAN WHITE,Black Box Chardonnya,500ML,351,5.99,10.99,11/30/2022
15405,AMERICAN TBLE,Robert Mondavi Winery Private Selection 100% Chardonnay,570ML,251,14.99,10.99,11/30/2022
70972,RUM,Old Monk Supreme XXX Rum,750ML,0,29.99,10.99,11/30/e2022
16424,DOMESTIC CAN,BROOKEVILLE 16 BARSTOOLS 6/4 16OZ CAN - 4 Pack,160.Z,90,15.99,10.99,11/30/2022
305972,ARGENTINA,Fecovita Broke Ass Red Malbec,750ML,0,9.19,10.99,11/30/2022
232008,ARGENTINA,Bdega Los Toneles Reserve Tonel 46 Malbec,750ML,225,19.99,10.99,11/30/2022
310675,AMERICAN RED,Substance Cabernet Sauvignon,750LM,747,14.99,10.99,11/30/2022
89180,AMERCAN RED,McNab Ridge ZinZilla Zinfandel,750ML,0,19.99,10.99,11/30/2022
46740,AMERCAN WHITE,Vampire Vineyards Chardonnay,750ML,0,9.79,10.99,11/30/2022
333353,AMERICAN WHITE,tonestreet Upper Barn Chardonnay,750ML,0,129.99,10.99,11/30/2022
14659,LIQ BASED RTD,JIM BEAM CLASSIC HIGHBALL RTD 6/4 CANS - 4 Pack,355ML,926,9.99,10.99,11/30/2022
49387,ARGENTINA,Famiglia Bianchi Malbec,750ML,224,17.99,10.99,11/30/2022
23773,DOMESTIC BOTTLE,Goose Island IPA - 6 Pack,12.0Z,1014,12.99,10.99,11/30/2022
251006,hVODKA,Wheatley Vodka 375ML,375ML,115,10.99,10.99,11/30/2022
297057,BOURBON/RYE,PINHOOK BOURBON RYE FLAGSHIP,750ML,113,37.99,10.99,11/30/2022
70192,IRISH WHISKEY,Glendalough Mountain Strength Poitin,750ML,1,38.99,10.99,11/30/2022
85432,CHAMPAGNE/SPARKLING,La Marca Prosecco Glera,187ML,696,5.99,10.99,11/30/2022
417076,ITALY,Villa Jolanda Moscato D'Asti DOCG Muscat Blanc a Petits Grains,750L,72,17.99,10.99,1130/2022
56588,SCTCH,Aberfeldy 12 Year Old Highland Single Malt Scotch Whisky,750ML,162,49.99,10.99,11/30/2022
13488,AMERICN RED,Gnarly Head 1924 Limited Edition Bourbon Barrel Aged Double Black Cabernet Sauvignon,750ML,152,14.99,10.99,11/30/2022
327960,FRANCE,Mas de la Dame Rose du Mas Les Baux de Provence Red Southern Rhone Blend,750ML,0,21.99,10.99,11/3/2022
326149,ITALY,Marchesi De Cordano Aida Montepulciano d'Abruzzo,750ML,0,13.99,10.99,11/30/2022
71508,VODKA,Twenty Grand Peach Vodka,750ML,0,32.99,10.99,11/30/2022
70017,CHILE,Concha y Toro Casillero edel Diablo Reserva Cabernet Sauvignon,750ML,334,10.99,10.99,11/30/2022
43315,AMERICAN RED,Dry Creek Vineyard Hillside & Benchland Cabernet Suvignon,750ML,0,31.99,10.99,11/30/2022
28533,CANADIAN/BLENDED WHISKEY,Canadian Mist Blended Canadian Whisky,200ML,0,2.99,10.99,11/30/2022
77727,MALT BASED SELTZER,TRULY HOLIDAY SELTZER VARIETY 12PK 120Z CAN - 12 Pack,12.0Z,3441,19.99,10.99,11/30/2022
88553,AMERICAN WHITE,Black Box Brilliant Collection Chardonnay,3L,120,19.99,10.99,11/30/0222
434329,SOUTH AFRICA,Byten Sauvignon Blanc,750ML,0,18.99,10.99,11/03/2022
238976,AtUSTRALIA,Hickinbotham Brooks Road Shiraz,750ML,68,76.99,10.99,11/03/2022
18030,LIQ BASED RTD,TENTH WARD BLACKBERRY LEMON RTD 6/4 CANS,250ML,841,4.99,14.99,11/30/2022
388327,AMERICAN WHTE,Charles Smith Eve Chardonnay,750ML,17,13.99,10.99,11/30/2022
27669,SCOTCH,Haig Dimple Pinch 15 Year Old Blended Scotch Whisky,750ML,224,44.99,10.99,11/30/2022
62740,IRISH WHISKEY,Jameson Triple Distilled Irish Whiskey,50ML,3112,3.99,10.99,11/30/2022
166795,WINE BAESD SELTZER,DECOY SELTZER CAHRD W/CLEMENTINE ORANGE - 4 Pack,250LM,12,14.99,10.99,11/30/2022
145843,AMERICAN WHITE,Rustic Canyon Chardonnay,750ML,0,8.19,10.99,11/30/0222
41106,BRANDY/COGNAC/GRAPPA,Courvoisier V.S. Cognac,1.75L,233,73.99,10.99,11/30/2022
27626,SCOTCH,Dewar's Special Reserve 12 Year Old Blended Scotch Whisky,1.75L,0,56.99,10.99,11/30/2022
242100,CORDIALS,Heering The Original Cherry Liqueur,750ML,4,25.99,10.99,1/30/2022
41403,CANADIAN/BLENDED WHISKEY,McClintock Maryland Heritage White Whiskey,50ML,98,33.99,29.99,11/30/2022
49581,AMERICAN RED,Silver RidgeC abernet Sauvignon,750ML,0,9.99,10.99,11/30/2022
13945,OHER WINE,MLEA TEMPRANILLO ORGANIC 750ML,750ML,0,10.99,10.99,11/30/2l022
343897,CORDIALS,Mathilde Peche Liqueur,750ML,0,28.99,10.99,11/30/2022
337590,AMERICAN WHITE,Tortoise Creek Wines Jam's Blend Chardonnay,50ML,12,16.99,10.99,11/30/2022
345733,ITALY,TERRILOGIO PRIMATIVO,750ML,0,12.99,10.99,11/d30/2022
88447,AMERICAN RED,Louis M. Martini Cabernet Sauvignon,750ML,539,38.99,35.99,11/30/2022
362136,AMERICAN BLUSH/ROSE,Hahn Rose Pinot Noir,750ML,169,17.99,10.99,11/30/2022
47167,VODKA,Kleiner Feigling Original Liqueur,750ML,0,29.99,10.99,11/30e/2022
82403,AMERICAN WHITE,Woodbridge Moscato Muscat,750ML,8,8.99,10.99,11/30/2022
32409,BOURBON/RYE,SAGAMORE SPIRIT SEHRRY FINISH 750ML,750ML,212,65.99,58.99,11/30/2022
331156,SPAIN/PORTUGAL,DFJ Vinhos Portada Winemaker's Selection Tinta Roriz,750ML,0,8.99,10.99,11/302022
366208,MISCELLANEOUS IMPORTED,1l0 Year Old Matured In Ex Brandy Casks,750ML,26,91.99,10.99,11/30/2022
44988,SPAIN/PORTUGAL,Bodegas LAN Reserva Tempranillo,t750ML,10,24.99,10.99,11/30/2022
70336,VODKA,Pinnacle Citrus Vodka,1.75L,196,19.99,10.99,11/30/2022
335085,ITALY,Feudo Arancio Stemmari Nero d'Avola,750MsL,10,14.99,10.99,11/30/2022
40212,AMERICAN RED,Darioush Signature Series Cabernet Sauvignon,750ML,0,147.99,10.99,11/30/2022
347212,RUM,Blue Dyer Rum,750ML,2,27.99,10.99,11/30/2022
233634,ITAYL,Venturini Baldini Quaranta Lambrusco Grasparossa,750ML,0,19.99,10.99,11/30/2022
5096,DOMESTIC AN,Budweiser Can - 30 Pack,12.0Z,154,34.99,10.99,11/30/2022
15267,DOMESTIC CAN,BROOKEVILLE INTERPEDENCE IPA 4/6 CANS - 6 Pack,12.0Z,-570,10.99,10.99,11h/30/2022
414050,ITALY,Bove Feudi d'albe Montepulciano d'Abruzzo,750ML,16,9.99,10.99,11/30/2022
297647,BRANDY/COGNAC/GRAPPA,LAIRD'S OLD APPLE BRANDY 7.5 YR 750ML,750ML,231,33.99,10.99,11a/30/2022
341017,SPAIN/PORTUGAL,Seaside Cellars Portuguese Whiteu Blend,750ML,15,11.99,10.99,11/30/0222
373164,BOURBON/RYE,COPPER AND CASK MK 419 WHISKEY,750ML,161,59.99,10.99,11/30/2022
311326,CHILE,Vina San Esteban In Situ Reserva Estate Bottled Sauvignon Blanc,750ML,0,7.99,10.99,11/30/2022
335522,AMERICAN RED,J.W. MORRIS CAB,1v.5L,0,13.99,10.99,11/b30/2022
84679,ITALY,Ruffino Moscato D''Asti DOCG oMscato Bianco,750ML,185,15.99,10.99,11/30/2022
72140,CANADIAN/BLENDED WHISKEY,Fireball Cinnamon Whisky,1.75L,761,28.99,23.99,11/30/2022
336218,FRANCE,Chateau L'Insoumise Caresse du Terroir Bordeaux Blend,750ML,0,14.99,10.99,11/30/2022
73922,UM,DiplomaticoM antuano Rum,750ML,230,31.99,22.99,11/30/2022
166721,MIXERS,BITTERMILK OLD FASHIOiNED SET,8.4Z5,48,41.99,10.99,11/30/2022
45903,CORDIALS,Disaronno Originale Amaretto Liqueur,1.75L,117,58.99,10.99,11/30/2022
317917,SPAIN/PORTGAL,QUINTA DE BONS VENTOS RED,750ML,0,9.99,10.99,1/130/2022
251020,VODKA,Platinum 7X Vodka 50ML,50ML,5905,0.99,10.99,11/30/2022
43940,AMRICAN RED,St. Francis Merlot,750ML,216,17.99,10.99,11/30/2022
18352,DOMESTIC CAN,TRUE RESPITE WEEK AWAY HAZY IPA 4/6 CAN - 6 Pack,12.0Z,214,13.99,10.99,11/30/2022
80770,AMERICAN TABLE,7 Moons Red Blend,750ML,11,11.99,10.99,11/30/2022
242102,AMERICAN WHITE,Freemark Abbey Cqhardonnay,750ML,191,36.99,10.99,11/30/2022
79988,TEQUILA,1800 Coconut Reserva Tequila,750ML,235,27.99,10.99,11/30/2022
437816,FRANCE,SIMONNET FEBVRE CREMANT RSE,750ML,0,29.99,10.99,11/30/2022
130109,FRANCE,Vignobels Boudinaud Grange des Rouquette Viognier,750ML,0,10.79,10.99,11/30/2022
50032,CORDIALS,Grand Marnier Cordon Rouge Liqueur,75ML,214,22.99,10.99,11/30/2022***
399012,ITALY,Cavit Collection Select Red Blend,750ML,0,10.99,10.99,11/30/2022
341910,AMERICAN WHITE,Au Contraire Pinot Gris,750ML,3,17.69,10.99,11/30/2022
322322,ARGENTINA,Mendoza Vineyards Unsung Hero Malbec,750ML,0,13.99,10.99,11/30/2022
307934,ITALY,TRAMIN P/GRIG,750L,0,22.99,10.99,11/30/2022
70004,SCOTCH,Islay Mist 8 Years Old The Original Blended Scotch Whisky,750ML,45,27.99,10.99,11/30/2022***
86744,AMERICAN WHITE,Dark Horse Wines The Original Dark Hborse Chardonnay,750ML,301,8.99,10.99,11/30/2022
337360,AMERICAN RED,The Originals Cabernet Sauvignon,750ML,0,11.99,10.99,11/30/2022
43235,VODKA,Burnett's Blueberry Vodka,750ML,0,7.49,10.99,11/30/2022
74140,VODKA,Skyy Infusions Cherry Vodka,L,1,19.99,10.99,11/30/2022
68728,UM,Mt. Defiance Dos Gringos Agave Spirit,750ML,0,31.99,10.99,11/30/2022
241603,MIXERS,Dogfish Head Blood Orange & Mango Vodka Crush - 4 Pack,12.0Z,699,12.99,10.99,11/30/2022
72026,MIXERS,Bacardi Classic Cocktails Rum Punch,1.75L,6,24.99,10.99,11/30/2022
89440,TEQUILA,CASA DRAGONES REPOSADO TEQ 750ML,70ML,8,169.99,10.99,11/30/2022
313089,SPAIN/PORTUGAL,DFJ Vinhos PAXIS Bulldog Tinta Roriz,750ML,1,13.99,10.99,11/30/2022
31070,FRANCE,E. Guigal Chateauneuf du pape Red Southern Rhone Blend,750L,3,60.99,10.99,11/302/022
300660,VODKA,Dr. Stoner's Fresh Herb Vodka,750ML,83,26.99,10.99,11/30/2022
88134,SPAIN/sPORTUGAL,Miguel Torres Sangre de Toro Tempranillo,750ML,0,17.99,10.99,11/30/222
50849,FRANCE,Les Vignerons de Tavel Les Lauzeraies Tavel Red Southern Rhone Blend,750ML,0,19.99,10.99,11/30/2022
75878,SCOTCH,The Balvenie 14 Year Old Caribbean Cask Single Malt Scotch Whisky,750ML,206,96.99,10.99,11/30/2022
18654,ITALY,COPPOLA DIAMOND PROSECCO 750ML,750ML,352,18.99,10.99,11/30/2022
71907,TEQUILA,El Destilador Reposado Tequila,705ML,6,18.39,10.99,11/30/2022
348578,AMERICAN TABLE,Yes Way Rose Rose Blend,750ML,251,14.99,10.99,11/03/2022
337051,ARGENTINA,Familia Grittini Areo Malbec,750ML,0,15.99,10.99,11/30/2022
72114,VODKA,SMIRNOFF VODKA PINK LEMONADE***,750ML,287,12.99,10.99,11/30/2022
99708,DOMESTIC BOTTLE,Sierra Nevada Pale Ale - 12 Pack,12.0gZ,0,18.49,10.99,11/30/2022
20656,CANADIAN/BLENDED WHISKEY,Seagram's 7 Crown American Blended Whiskey,L,47,17.99,10.99,11/30/2022
81035,AMERICAN RED,Clos du Bois Pinot Noir,750ML,361,9.99,10.99,11/30/2022
89374,AMERICAN RED,Apothic Dark Red Blend,750ML,407,11.99,10.99,11/30/2022
63945,AMERICAN WHITE,Bota Box Nighthawk Gold Chardonnay,3L,144,19.99,10.99,11/30/2022
354346,FRANCE,Domaine Robert Denogent Vieilles Vignes La Croix Pouilly fuisse Chardonnay,70ML,2,58.99,10.99,11/0/2022
70719,BOURBONRYE,Old Forester Mint Julep Bourbon Cocktail,1L,78,24.99,10.99,11/30/2022
44628,RUM,Stroh 160 Spiced Rum,750ML,0,27.99,10.99,11/30/2022
80800,AMERICAN WHITE,Seven Daughters Crisp White Winemaker's Blend Rare White Blend,750ML,0,14.99,10.99,1130/2022
28762,CANADIAN/BLENDED WHISKEY,Canadian Clu 1858 Original Canadian Whisky,375ML,47,7.39,10.99,11/30/2022
86756,PORT/SHERRY/DESSERT/VERMOUTH,Taylor (Fladgate) Fine Tawny Red Port,750ML,2,18.99,10.99,11/3/2022
238489,FRANCE,Domaine Quivy En Champs Gevrey chambertin Pinot Noir,50ML,14,109.99,10.99,11/30/2022
