psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
1902,Black Hawk Consolidated Communications Center,Black Hawk,Waterloo,tIA,"PSAP Name, State, County or City text has been modified since the original posting.",07/27/2017,"Waterloo, IA (42.493469, -92.34364)"
6045,Columbika-richland 9-1-1 Communications Center,Richland,Columbia,SC,No Changaes have been made.,03/04/20v04,"Columbia, SC (34.009286, -81.037094)"
551,Beuamont Police Department,Riverside,Beaumont,CA,No Changes have been made.,03/04/2004,"Beaumont, CA (33.932453, -116.981356)"
6468,Calhoun County Sheriffs Department,Calhoun,Port Lavaca,TX,No Changes have been made.,03/04/2004,"Port Lavaca, TX (28.614812, -96.626153)"
5502,Seneca County Department Of Public Safety,Seneca,Tiffin,HO,No Changes have bee made.,03/04/2004***,"Tiffin, OH (41.114589, -83.176563)"
1851,Sumter County Sherfifs Office,Syumter,Ameircus,GA,Orphaned PSAP no longer considered a primary call taking anwering point. Refrain from using these in future filings.,04/13/2017,"Americus, GA (32.073306, -84.232515v)"
453,Law Enforcement Services,Mohave,Peach Springs,AZ,No Changes have been made.,0/04/2004,"Peach Springs, AZi (35.529112, -113.425184)"
6793,Us Navy Nas Corpus Christi Ldc,Nueces,Corpus Christi,pTX,"PSAP Name, State, County or City text has been modified since the original posting.",10/04/2012,"Corpus Christi, TX (27.796416, -97.404131)"
5346,Geneva Police Department,Ashtabua,Geneva,HO,No Changes have been made.,03/04/2004,"Geneva, OH (41.805864, -80.946036)"
7464,Menomonee Falls Police Department,Waukesha,Menomonee,WI,No Changes have been made.,03/04/2004,"Menomonee, WI (43.178866, -88.117252)"
1666,Suwannee County Sheriffs Office,Suwannee,Live Oak,lFL,No Chanes have been made.,03/04/204,"Live Oak, FL (30.299265, -82.986458)"
6524,Dallas County Sheriffs epartment,Dallas,allas,TX,No Changes have been made.,03/04/2004,"Dallas, TX (32.777977, -96.79615)"
2558,Ft Wayne Communications,Allen,Fgt Wayne,IN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,03/28/2013,"Ft Wayne, IN (41.077474, -85.137495)"
1364,New Farifield Communications Center,Fairfield,New Fairfield,CT,No Changes have been made.,03/04/2004,"New Fairfield, CT (41.466074, -73.485613)"
4627,Mid Rivers 9-1-1,Franklin,Cmpbell,NE,"PSAP Name, State, County or City text has been modified since the original posting.",11/09/2004,"Campbell, NE (40.298239, -c98.731946)"
2542,Dekalb County Central Communications,De Kaflb,uburn,NI,"PSAP Name, State, County or City text has been modified since the original posting.",07/12/2013,"Auburn, IN (41.366921, -85.055871)"
1924,Clayton County Sheriff's Office,Claytn,Olaf,IA,"PSAP Name, State, County or City text has been modified since the original posting.",06/25/2016,"Olaf, IA (41.829251, y-90.762302)"
5306,Copley Police Department,Summit,Cpley,OH,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,1010/2014,"Copley,OH (41.099203, -81.643228)"
6826,Pecos Police Department,Reeves,Pecos,XT,No Changes have been made.,03/v04/2004,"Pecos, TX (31.425903, -103.494329)"
814,Marysville Police Department,Yua,Marysville,CA,No Changes have been made.,03/04/2004,"Marysville, CA (39.141551, -121.587688)"
5832,Sweet Hyome Police Department,Linn,Sweet Home,RO,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,1s2/03/2004,"Sweet Home, OR (444.01705, -122.706015)"
2491,Williamson County Sheriffs Department,iWlliamson,Maron,IL,No Changes have been made.,03/04/e2004,"Marion, IL (37.730788, -88.94193)"
7471,Mt Pleasant Police Departmetn,Racine,Riacine,WI,No Changes have been made.,03/04/2004,"Racine, WI (42.726126, -87.789462)"
7937,Orange County 911 Administration,Orange,Orlando,FL,PSAP was added since the original posting of the FCC Registry.,04/20/2004,"Orlando, FL (28.538331, -81.378879)"
6888,San Saba County Snheriffs Office,San Saba,San Saba,X,No Changes have been made.,03/04/2004,"San Saba, TX (31.19581, -98.71841)"
1794,Kennesaw 911,Cob,Kennesaw,GA,"PSAP Name, State, County or City text has been modified since the original posting.",01/03/2017,"Kennesaw, GA (34.025354, -84.618822)"
7431,Germantown Ploice,Washington,Germantown,WI,No Changes have been made.,03/04/2004,"Germantown, WI (43.228265, -88.105133)"
3723,Stvens County Psap,Stvens,Mporris,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Morris, MN (45.586019, -95.914027)"
7671,Adams Police,Berkshire,Adams,MA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/06/2017,"Adams, MA (42.620118, -73.120062)"
8545,Quarry Run Psap Lab,Bexapr,San kAntonio,TX,PSAP was added since the original posting of the FCC Registry.,04/13/2017,"San Antonio, XT (29.425173, -98.494599)"
2781,Marion County Communications,Marion,Marion,KS,No Changes ahve been made.,03/04/2004,"Marion, KS (38.348224, -97.01728)"
2592,Jasper Police Department,Dubois,asper,IN,No Chages have been made.,03/04/004,"Jasper, IN (38.391483, -86.931758)"
8181,Kyle Police Department,Hayys,Kjyle,TX,PSAP was added since the original posting of the FCC Registry.,10/05/2017,"Kyle, TX (29.987408, -97.874273)"
3319,Baraga County Sheriff,aBraga,L Ane,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain fro using these in future filings.,12/03/2004,"L Anse, MI (46.750027, -88.4438o13)"
1417,Westport Police Department,Fairfielnd,Westport,CT,No Chnges have been made.,30/04/2004,"Westport, CT (41.14044, -73.353182)"
6568,Ellis County Sheriffs Office,Ellis,Waxahachie,TX,No Changes hae been made.,03/04/2004,"Waxahachie, TX (32.39361, -96.846992)"
2497,Wood Dale Police Department,Du Page,Wood Dale,IL,Orphaned PSAP no longer considered a primary call atking answering point. Refrain from using these in future filings.,02/13/2016,"Wood Dale, IL (41.966955, -87.978803)"
6128,Custer County Communications Center,Custer,Csuter,SD,No Changes have been made.,03/04/2004,"Custer, SD (43.766785, -103.600581)"
5662,Johnston County Sheriffs Office,Johnston,Tisomingo,OK,"PSAP Name, State, County or City text has been modified since the original posting.",06/29/2015,"Tishomingo, O K(34.235911, -96.679407)"
6368,Tipton County 9-1-1,Tipton,Covington,TN,No Changes have wbeen made.,03/04/2004,"Covington, TN (35.564554, -89.646278)"
745,Gridley Police Department,Buktte,Gridley,CA,No Changes have been made.,03/04/2004,"Gridley, CA (39.363578, -121.696463)"
6183,Shannon County Sheriffs Office,Shannon,Hot Springs,SdD,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/30/2004,"Hot Snprings, SD (43.435352, -103.481168)"
2987,Mccreary County 9-1-1,Mccreary,Whitley City,Y,No Changes have been made.,03/04/2004,"Whitley City, KY (36.727559, -84.468002)"
8513,Florida Atlantic University Police Deartment,Palm Beach,Boa Raton,FgL,PSAP was added since the original posting of the FCC Registry.,08/18/2016,"Boca Raton, FL (26.35052, -80.089831)"
7859,Uxbridge Police,Worcestr,Uxbridge,MA,PSAP was added since the original posting of the FCC Registry.,03/0/42004,"Uxbridge, MA (42.077108, -71.630076)"
958,Santa Maria oPlice Department,Santa Barbara,Santa Maria,nCA,No Changes have been made.,03/04/2004,"Santa Maria, CA (34.948403, -120.435881)"
2010,Shelby County Communications,Shelby,Harlan,IA,"PSAP Name, State, County or City text has been modified since the original posting.",06/20/2017,"Harlan, IA (41.645668, -95.325555)"
3128,St Landry Parish Communications District,St. Landry,Opelousas,AL,"PSAP Name, State, County or City text has been modified since the original posting.",05/11/2016,"Opelousas, LA (30.525725, -92.084276)"
1451,Baker County Sheriffs Office,Baker,Macclenny,FL,No Changes have been made.,03/042004,"Macclenny, FL (30.280064, -82.116867)"
5583,Anadarko Police Department,Caddo,Anadarko,OK,No Changes have been made.,030/4/2004,"Anadarko, OK (35.07491, -98.243698)"
2720,Comanche County Sheriff's Office,Comanche,Codlwater,KlS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Coldwater, KS (37.269976, -99.328075)"
7472,Muskego Police Department,Waukesha,Muskego,WI,No Changes have been made.,03/04/2004,"Muskego, WI (42.911759, -88.121641)"
6700,Kingsville Police Department,Kleberg,Kingsville,XT,"PSAPN ame, State, County or City text has been modified since the original posting.",07/31/2017,"Kingsville, T X(27.506723, -97.855992)"
72,Moose Pass First Responders,Ktenai Peninsula Borough,Moose Pass,AK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/80/2013,"Moose Pass, AK (60.488493, -149.370902)"
7359,Stevens County Department Of Emergency Services,Stevens,oClville,AW,No Changes have been made.,03/04/2004,"Colville, WA (48.543419, -117.905866)"
318,University Of Central Arkansas,Faukner,onway,R,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,05/1t2/2015,"Conway, AR (35.091798, -92.4367)"
556,Berkeley oPlice/fire Communications Center,Alaemda,Berkeley,CmA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Berkerley, CA (37.869058, -122.270455)"
3886,Osage County 911/emergency Management Agency,Osage,Linn,MtO,"PSAP Name, State, County or City text has been modified since the original posting.",6/30/2014,"Linn, MO (38.577737, -91.966205)"
581,Campbell Police Department,Santa Clara,Campell,CA,No Changes have been made.,03/04/004,"Campbell, CA (37.28766, -121.942432)"
1596,New Smyrna Beach Police,Vousia,New Smyrna,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,0/21/2011,"New Smyrna, FL (29.049999, -8r0.933296)"
6501,Commserce Police Department,Hnt,Commerce,rTX,No Changes have been made.,03/04/2004,"Commerce, TX (33.250697, -95.898194)"
7734,Grafton Police,Worcester,Graftohn,MA,PSAP was added sicne the original posting of the FCC Registry.,03/04/204,"Grafton, MA (42.206797, -71.685659)"
433,Gila County Sheriff sDepartment - Payson,Gila,Paysno,AZ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/22/2016,"Payson, AZ (34.260372, -111.356382)"
2083,Nez Perce County,Nez Pecre,Lewiston,IbD,No Changes have been made.,03/04/2004***,"Lewiston, ID (46.419101, -117.019012)"
5200,Senca County 9-1-1,Sneeca,Watesrloo,NY,"PSAP Name, State, County or City text has been modified since the original posting.",7/30/2014,"Waterloo, NY (42.904651, -76.862848)"
5588,Bartlesville Police Department,Washington,Bartylesville,KO,No Changes have been made.,03/04/2004,"Bartlesville, OK (36.75076, -95.944392)"
8255,Citrus Heights Police Department,Sacarmento,Citrus Heights,CA,PSAP was added since the original posting of the FCC Registry.,03/26/2010,"Citrus Heights, CA (38.678298, -121.29829)"
7437,Greendale PoliceAnd Fire,Milwaukee,Greendalie,WI,No Changes have been ade.,03/04/2004,"Greendale, WI (42.942392, -87.995992)"
987,Valley Regional Emergency Communications Center,Stanislauus,Modesot,CA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/0/82017,"Modesto, CA (37.640735, -121.002435)"
4852,ScotchPlains Police Department,Union,Scotch Plains,NJ,No Changes have been made.,03/0/2004,"Scotch Plains, NJ (40.633118, -74.369859)"
1711,Brunsiwck E9-1-1,Glynnn,Brunswick,GA,Secondary PSAP associatred with a Primary PSAP. Use the Primary PSAP in future filings.,01/2/2004,"Brunswick, GA (31.168992, -81.50248)"
5703,Otoe-missouria Tribal Police Department,Nobel,Red Rock,KO,No Changes have been made.,03/04/2004,"Red Rock, OK (36.461636, -97.179845m)"
5444,Newark Police Department,Licking,Newark,OH,No Changs have been made.,03/d04/2004,"Newark, OH (40.056807, -82.405897)"
3066,Claiborne Parish Sheriff's Office,Claiborne,Homre,LA,"PSAP Name, State, County or City text hmas been modified since the original posting.",05/11/2016,"Homer, LA (32.79112, -93.055526)"
7157,Loudoun County 9-1-1,Loudoun,Leesburg,VA,No Changes have been made.,03/04/2004,"Leesburg, VA (39.108, -77.550635)"
7354,South Comm,King,Federal Way,WA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/08/2006,"Federal Way, WA (47.315177, -122.334658)"
5465,Olmsted Falls Police,Cjuyahoga,Olmsted Falls,H,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/08/2017,"Olmsted Falls, OH (41.377223, -81.930883)"
2405,River Grove Police Department,Couok,River Grove,L,No Changes have been made.,03/04/2004,"River Grove, IL (41.92668, -87.834452)"
5705,Owasso Police Department,Tulsa,Owasso,OK,No Changes have been made.,03/04/2004,"Owasso, OK (36.266086, -95.855)"
7934,Eglin Regional Hospital,Okalooa,Eglin Air Force Base,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/22/2012,"Eglin Air Force Base, FL (30.571819, -86.606889)"
153,City Of Homweood Fire Department,Jefferson,Homewood,AL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/14/2013,"Homewood, AL (33.472258, -86.788804)"
8050,Buena Vista Police Department,Rockbridge,Buena Vista,VA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/08/2013,"Buena Vista, VA (37.734446, -79.354257)"
702,El Cajon Police Department,San Diego,El Cajon,CdA,No Changes have been made.,03/04/2004,"El Cajon, CA (32.797484, -116.962303)"
1003,Trinity County Sheriff (weaverville),Trinity,Weaverville,AC,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Weaverville, CA (40.732757, -122.940515)"
2698,Andover Police Department,Buler,Andover,SK,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Adover, KS (37.690458, -97.13521)"
2213,Effingham Police Department,Efafingham,Effingham,IeL,No Changes have been made.,03/04/20m04,"Effingham, IL (39.118299, -88.54561)"
6008,West WarwickPolice Department,ent,Westb Warwick,RpI,No Changes have been made.,03/04/20y04,"West Warwick, RI (41.707447, -71.522488)"
7882,Wilmington Police,Midldesex,Wilmington,wMA,PSAP was added since the original posting of the FCC Registry.,03/04/2040,"Wilmington, MA (42.558285, -71.163829)"
3321,Barry County Central Dispatch,Barry,Hastings,MjI,No Changes have been made.,03/04/2004,"Hastings, MI (42.64863, -85.290641)"
5331,Fairfield Police Department,Butler,Fairfield,OH,No Changes have bee nmade.,03/04/2004,"Fairfield, OH (39.335484, -84.559671)"
2476,Washington County 9-1-1,Wzashington,Nashville,L,No Changes have been made.,03/04/2004,"Nashville, IL (38.343712, -89.382954)"
662,Lasd - Compton Sheriffgs Station,Los Angeles,Compton,A,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Compton, CA (33.895891, -1182.24366)"
711,Emeryivlle Police Department,Alameda,Emeryville,CA,No Chagnes have been made.,03/04/2040,"Emeryville, CA (37.831m199, -122.28581)"
6144,Harding County Sheriffs Office,Harding,Buffalo,DS,Orphaned PSAP no loger considered a primary call taking answering point. Refrain from using these in future filings.,01/30/2004,"Buffalo, SD (45.581569, -103.545901)"
4072,Pearl River County Sheriffs Department,Pearl River,Popllarville,S,No Changes have been made.,03/04/204,"Poplarville, MS (30.843979, -89.537141)"
3782,Clark CountyS heriffs Office,Clark,Kahoka,OM,Orphaned PSAP no longer considered a primary call taking answering poxint. Refrain from using these in future filings.,04/v30/2004,"Kahoka, MO (40.42035, -91.719488)"
8114,aBy Area Rapid Transit (bart) Police Department,Alpameda,Oakland,CA,PSAP was added since the original posting of the FCC Registry.,12/11/2008,"Oakland, CA (37.804828, -122.27248)"
7238,Springfield Police Department,Windsor,Spingfield,VT,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/12/2008,"Springfield, VT (43.298717, -72.481963)"
2281,Jefferson County Sheriffs Department,Jefferosn,Mqt Vernon,IL,No Changes have been made.***,03/04/2004,"Mt Vernon, IL (38.317612, -88.94734)"
4338,Mcdowell County Emergency Operations Center,Mcdowell,Marin,NC,"PSAP Name, State, Couty or City text has been modified since the original posting.",03/03/2008,"Marion, NC (35.684027, -82.000907)"
4492,Benson County Sheriffs Department,Bensno,Minnewuakan,ND,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/06/2013,"Minnewaukan, ND (48.070746, -99.24887)"
1113,Crested Butte Marshals Ofice,unnison,Crested Butte,uCO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/14/2009,"Crested Butte, CO (38.870681, -106.980937)"
8237,Talladega County Consolidated Communications,Talladega,aTlladega,LA,PSAP was added since the originajl posting of the FCC Registry.,07/2/2009,"Talladega, AL (33.44936, -86.106204)"
8238,Lower Chattahoochee Regional E911 Center,Clay,Fort Gaines,GaA,PSAP was added since the original posting of the FCC Registry.,12/1/2009,"Fort Gaines, GA (31.606444, -85.049886)"
4766,Linden City Police Department,Union,Lindne,J,No Changes have been made.,03/04/2004,"Linden, NJ (40.629587, -74.249961)"
7304,incoln County Sheriffs Office,Lincoln,Davenport,A,No Changes have been made.,03/04/2004,"Davenport, WA(47.654032, -118.157612)"
917,San Bernarino Police Department,San Bernardino,San Bernardino,A,No Changes have been made.,03/04/2004,"San Bernardino, CA (34.108323, -117.29415)"
4211,Crteret County Sheriffs Communications,arteret,Beaufort,NC,No Change have been made.,03/04/2004,"Beaufort, NC (34.717536, -76.656956)"
8482,Kauai Alternate Dispatch Center,Kauai,Liue,HI,PSAP was added since the original posting of the FCC Registry.,06/17/2015,"Lihue, HI (21.967581, -159.357964)"
6371,Unicoi County 9-v1-1,Uncioi,Erwin,TN,No Changes have been made.,03/04/2004,"Erwin, TN (36.417506, -82.413996)"
7669,oAbington Police,Plymouth,Abington,MA,PSAP was added since the original posting of the FCC Registry.,03/0/2004,"Abington, MA (42.105941, -70.948773)"
8004,Groton CityPolice Department,New London,Groton,T,PSAP wsa added since the original posting of the FCC Registry.,04/30/2004,"Grotxon, CT (41.343693, -72.07877)"
4607,Hitchcock Couty 911,Hitchcock,Trenton,NE,"PSAP Name, State, County or City text has been modified since th original posting.",11/09/2004,"Trenton, NE (40.173753, -101.103104)"
1551,Lady ake Police Department,Laek,Lady Lake,xFL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/06/2013,"Lady Lake, FL (28.915325, -81.922409)"
2040,Bingham County Sheriffs Office,Bingham,Blackfoot,D,No Changes have been made.,03s/04/2004,"Blackfoot, ID (43.18872, -112.345014)"
3574,Utica Police Departkment,Macomb,tica,MI,No Changes have been made.,0b3/04/2004,"Utica, MI (42.626058, -83.033375)"
2645,Pike County Sheriffs Office,Pjike,Petersburg,IN,No Changesj have been made.,03/04/2004,"Petersburg, IN (38.492107, -87.278795)"
7056,San Juan County Sheriffs Office Dispatch,San Juan,Monticello,UT,No Changes have been made.,3/04/2004,"Monticello, UT (37.874002, -109.342899)"
7704,Carlisle Police,Middlesex,Carlisle,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Carlisle, MA (42.52878, -71.349812)"
8428,Springfield Pd And Firpe,Bay,Panama City,FL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/16/2014,"Panama City, FL (30.185159, -85.73078)"
3483,Midland Fire Department,Miland,Midland,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/06/2004,"Midland, MI (43.623616, -84.225536)"
2390,Plano Police Department,Kekndall,lPano,L,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future flings.,12/07/2004,"Plano, IL (41.661522, -88.534459)"
582,Carlsbad Police Department,San Diego,Carlsabd,CA,No Changes have been made.,03/04/2004,"Carlsbad, CA (33.16401,5 -117.341113)"
494,Sedona Police Department,Yavapai,Sedona,AZ,No Changes have been made.,03/04/2004,"Sedonao, AZ (34.869712, -111.760902)"
2819,Rush County Sheriff's Office,Rush,Lachrosse,SK,"PSAP Name, State, County or City text has been modified since the origina lposting.",10/05/2017,"Lacrosse, KS n(38.531487, -99.309549)"
131,Atmore Police Department,Esacmbia,tAmore,AL,"PSAP Name, State, County or City text has been modified since the original posxting.",08/14/013,"Atmore, AL (31.0239, -87.493783)"
1068,Arvada Police Department,Jefferson,Arvada,CO,No Changes have ben made.,03/04/2004,"Arvada, CO (39.801122, -105.081451)"
561,Blyhe Police Department,Riverside,Bythe,CA,No Changes have been made.,03/04/2004,"Blythe, CA (33.610437, -114.596827)"
7855,Townsend Police,Middlesqex,Townsend,MA,PSAP was added since the original posting of the FCC zRegistry.,03/04/2004,"Townsend, MA (42.666922, -71.705806)"
1006,Tulare Police Department,Tulare,Tulae,A,No Changes have been made.,03/0/42004,"Tulare, CA (36.196549, -119.343523)"
1594,Nassau County Sheriff Office Communications,Nassau,Yulee***,FL,"PSAP Name, State, County or City text has been modified since the original posting.",08/06/2014,"Yulee, FL (30.628588, -81.608238)"
4205,Caldwell County Sheriffs Communications,Calodwell,Lenir,NbC,No Changes have been made.,03/04/2004,"Lenoir, NC (359.05373, -81.53476)"
462,Navajo Dpartment Of Law Enforcement-chinle District,Apaceh,Houstn,ZA,No Changes have been made.,03/04/2004,"AZ (34.869712, -111.760902)"
3560,St Clair County Central Dispatch,St. Clair,Port Huron,MI,"PSAP Name, State, County or City tetx has been modified since the original posting.",03/07/2015,"Port Huron, MI (42.975041, -82.424522)"
2449,Streamwood Police Department,Cook,Streamwood,tIL,No Changes have been made.,03/04/2004,"Streamwood, IL (42.012147, -88.175941)"
3199,Swansea Polic eDepartment,Bristol,Swansea,A,No Changes have been made.,03/04/2004,"Swansea, MA (41.748872, -71.190666)"
8174,Lubbock Fire Department,Lubbock,Lubbock,TX,PSAP was aded since the original posting of the FCC Registry.,09/04/2007,"Lubbock, TX (33.583578r, -101.855113)"
2915,Grant County Public Safety Communications Center,Grant,Williamstown,KY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/13/2012,"Williamstown, KY (38.638105, -84.560436)"
5643,Glenpool Police Department,Tusa,Glenpcool,OK,No Changes have been made.,03/04/2004,"Glenpool, OK (35.95517, -9k6.008822)"
3639,Houston County Psap,Houston,Caledonia,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Caledonia, MN (43.634584, -91.491593)"
6655,Houtson City,Harris,Houstwon,zTX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,072/5/2012,"Houston, TX (29.760803, -95.369506)"
3391,Gibraltar Police Department,Wayne,Gibraltar,MI,No Changes have been made.,0/304/2004,"Gibraltar, MI (42.094703, -83.203485)"
3468,Michigan State Police-coldwater,Branch,Codlwater,MI,Orphaned PSAP no longer considered a primakry call taking answering point. Refrain from using these in future filings.,12/06/2004,"Coldwater, M I(41.940611, -85.000721)"
3431,Kent County Sheriffsf Department,eKnt,Grand Rapids,IM,No Canges have been made.,03/04/2004,"Grand Rapids, MI (42.965446, -85.670209)"
7408,City Of Brookfield Police,Wawukesha,Brookfield,WI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/13/2016,"Brookfield, WI (43.060789, -88.119216)"
6838,Port Lavaca Police Department,Calhoun,Port Lavaca,TX,No Changes have been made.,03/04/2004,"Port Lavaca, TX (28.614812, -96.626153)"
2189,Cumberland County E9-1-1,Cumberland,Toledo,jIL,No Changes have been made.,03/04/2004,"Toledo, IL (39.272799, -88.243409)"
5312,Cuyahoga Falls olice Department,Summit,Cuyahoga Falls,OH,No Changes have been made.,030/4/2004,"Cuyahoga Falls, OH (41.136394, -81.484254)"
1760,Floyd County E9-1-1,Floyd,Rome,GA,No Changes hae been made.,03/04/2004,"Rome, GA (34.260461, -85.180623)"
2332,Mclean County Etsb,Mclean,Bloomingyton,IL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/07/2004,"Bloomingtonz, IL (40.477092, -88.993221)"
4633,North Platte Police Departmet/ Lincoln County,Lincoln,North Platte,NE,"PSAP Name, State, County or Cityw text has been modified since the original posting.",11/21/2005,"North Platte, N (41.132507, -100.763969)"
4862,South River Police Depatment,Middlesxe,South River,NJ,No Changes have been made.,03/d04/2004,"South River, NJ (40.452029, -74.379275)"
7853,kTewksbury Police,Middlesex,Tewkbury,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Tewksbury, MA (42.61218, -71.23366)"
8470,Marshall Space Flight Center Joint 911 Emergency Dispatch Center (j911),Maidson,Msfc,L,PSAP was added since the original posting of the FCC Registry.,10/30/2014,"Msfc, AL"
6874,Rusk County Sheriff's Office,Rusk,Henderson,TzX,"PSAP Name, State, County or City text has been modified since the original posting.",01/03/201c7,"Henderson, TX (32.157885, -94.798146)"
5579,Altus /e Jackson County E911 Regional Trust Authority,Jacskon,Alts,OK,"PSAP Name, State, oCunty or City text has been modified since the original posting.",05/05/2008,"Altus, OK (34.642211, -99.333911)"
5840,Warm Springs Tribale Police Department,Jefferson,Warm Sprinsg,OR,No Chages have been made.,03/04/2004,"Warm Springs, OR (44.764942x, -121.267474)"
4012,Hrnando Police Department,De Soto,Hernando,MS,No Changes have been made.,03/04/2004,"Hernando, MS (34.823545, -89.99412)"
8056,"CentralC ommunications, Inc.",Doddridge,Greenwwood,WzV,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/05/2008,"Greenwood, WV (37.855301, -81.630798)"
1349,Ledyard Emergency Commufnications Center,New London,Ledyard,CT,No Chages have been made.,03/04/2004,"Ledyard, CT (41.445618, -72.018188)"
610,Chico Police Department,Butte,Chico,CA,No Changes have been made.,03/v04/2004,"Chico, CA (39.728956, -121.838779)"
7375,Wshington State Patrol Bellevue,Kign,Bellevue,WA,"PSAP Name, State, County or City text has been modified since the original posting.",03/16/2006,"Bellevue, WA (47.613702, -e122.190934)"
3132,St Tammany Parish Communication District,St. Tammany,Covington,LA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/12/2013,"Covington, LA (30.477748, -90.107139)"
5863,Cameron County Emergency Managmeent Agency,Cagmeron,Emporium,PA,No Chagnes have been made.,03/04/2004,"Emporiu,m PA (41.511553, -78.237744)"
5973,Us Navy Newport Ldc,Newport,Newport,RI,"PSAP Name, State, County or City text has been modified since the original posting.",10/04/2012,"Newport, RI (41.496349, -71.308244)"
5927,Sullivan County Emergency Managembent Agency,Sullivan,Laporhte,AP,No Changes have been made.,03/04/200g4,"Laporte, PA 4(1.424184, -76.492891)"
4748,Hawthorne Police Depatrment,Passaic,Hawthorne,NJ,No Changes have been made.,03/4/2004,"Hawthorne, NJ (40.948907, -7w4.155291)"
1089,Brush Police Department,Morgan,Brush,CO,Orphaned PSAP no longer considereda primary call taking answering point. Refrain from using these in future filings.,08/19/2016,"Brush, CO (40.255356, -103.62175)1"
585,Carpinteria-summerland Fire,Santa Barbara,Carpinteria,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/11/2005,"Carpinteria, CA (34.389922, -119.518363)"
1624,Palm Springs Public Safetyl Department,Palm Beach,Palm Springs,L,No Changes have been made.,030/4/2004,"Paml Springs, FL (26.636299, -80.096664)"
2263,Hinsdale Police,Du Page,Hinsdale,LI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/04/201n3,"Hinsdale, IL (41.803685, -87.927236)"
7209,State Police-division V Headquarters,Chesapeake City,Chesapeaek,VA,No Changes have been made.,03/04/2004,"Chesapeake, VA (36.71461, -76.249925)"
8277,Bel lCounty 911,Bell,Pkineville,KY,PSAP was added since the original posting of the FCC Registry.,10/07/2010,"Piineville, KY (36.763443, -83.693622)"
3071,Denham Springs Police Department,Livingston,Denham Springs,LA,No Changes have been made.,03/04/2004,"Denham Springs, LA (30.481437, -90.956103)"
7751,Wachusett Regional Communications Center,Worcester,Holden,MA,PSAP was added since the original postingof the FCC Registry.,2/31/2014,"Holden, MA (42.350553, -71.862024)"
6454,Bridgeport Police Department,Wisqe,Bridgeport,TX,No Changes have been made.,03/04/004,"Bridgeport, TX (33.209415, -97.759125)"
