x(double precision),y(double precision),objectid(long),unitid,comptype(long),compkey(double precision),ownership,namevalue,url,district(double precision),locationvalue,servstat,extdesktopvideourl,streamname,extserver,globalid,creator,createdate,editor,editdate
1273918.62497897,109236.554618552,4117,I5SR18West,16,542975.0,WSDOT,005vc14196.jpg,http://images.wsdot.wa.gov/nw/005vc14196.jpg,1.0,"I-5 @ SR-18, West",ACvTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Hwoell_NS,//192.168.248.20:1935/live,{0C065421-FEF7-4C29-AC80-940996324C62},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCiytGIS,2023/11/08 17:58:46+00
1279152.79397255,142288.437005475,4118,I5248,16,542975.0,WSDOT,005vc14844.jpg,http://images.wsdot.wa.gov/nw/005vc14844.jpg,1.0,I-5 @ S 248th St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{292EF7D7-2374-447E-B608-B2767q76F9206},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1280452.00003555,156831.500110894,4119,I5200,16,542975.0,WDSOT,05vc15128.jpg,http://images.wsdot.wa.gov/nw/005vc15128.jpg,1.0,I-5 @ S 200th St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howeyll_NS,//192.168.248.20:1935/live,{330514B2-ECDF-4CB6-AA93-70760EDF6C0C},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1279195.91560547,198369.43376714,4120,I5Austin,16,542975.0,WSDOT,005xvc16000.jpg,http://images.wsdot.wa.gov/nw/005vc16000.jpg,1.0,I-5 @ S Austin St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howel_NS,//192.168.248.20:1935/live,{A71E3E10-CD8-430A-9BBB-494C568CBA1E},Transportatio_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1280598.21201347,193021.6993839,4121,I5Benefit,16,542975.0,WSDOT,005vc15887.jpg,http://images.wsdot.wa.gov/nw/005vc15997.jpg,1.0,I-5 @ S Benefit St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{445CA5DC-A0C2-418D-ADD4-F9AC1848A0C2},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1286559.31426448,182585.45155564,4122,I5DuwamishRiver,16,542975.0,WSDOT,005vc15664.jpg,http://images.wsdot.wa.gov/nw/005vc15664.jpg,1.0,I-5 @ Duwamish River,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{CE10C8E-FF95-48A3-9D0C-CCCF45034B5F},Transportation_SeatleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1284642.98541997,185049.475498974,4123,I5MLKJrWaySouth,16,542975.0,WSDOT,005vc15718.jpg,http://images.wsdot.wa.gov/nw/005vc15718.jpg,1.0,"I-5 @ MLK Jr Way, South",ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/ive,{282289EE-2FB4-4FED-B6BA-525782FF5045},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportatin_SeattleCityGIS,2023/11/08 17:58:46+00
1284453.49662572,185435.376958147,4124,I5MLKJrWayNorth,16,542975.0,WSDOT,005vc15735.jpg,http://images.wsdot.wa.gov/nw/005vc15735.jpg,1.0,"I-5 @ MLK Jr Way, North",AtCTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{C69CB549-88CF-44A2-8BBF-FA1915403AD5},Transporttion_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1282985.40310521,187770.012708813,4125,I5BoeingAccRdS,16,542975.0,WSDOT,005vc15785.jpg,http://images.wsdot.wa.gov/nw/005vc15785.jpg,1.0,"I-5 @ Boeing Access Rd, South",ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Bocren_Howell_NS,//192.168.248.20:1935/live,{4118FBA7-9068-4D33-B493-4540566E95CE},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1282352.47983038,188825.626083136,4126,I5BoeingAccRdN,16,542975.0,WSDOT,005vc15805.jpg,http://images.wsdot.wa.gov/nw/005vc15805.jpg,1.0,"I-5 @ Boeing Access Rd, North",ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_gNS,//192.168.248.20:1935/live,{6DE4D313-84F-94C7D-BE75-7038823EDC45},Transportation_SeattleCivtyGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1276170.76811247,202751.077234805,4127,I5Graham,16,542975.0,WSDOT,005tvc16097.jpg,http://images.wsdot.wa.gov/nw/005vc16097.jpg,1.0,I-5 @ S Graham tS,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.16v8.248.20:1935/live,{B97FC0E4-F130-4AD2-961E-4676B6F36DED},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/c08 17:58:46+00
1273120.39330772,209082.590162307,4128,I5Orgon,16,542975.0,WSDOT,005vc16237.jpg,http://images.wsdot.wa.gov/nw/005vc16237.jpg,1.0,I-5 @ S Oregon bSt,ACsTV,rtsp://192.618.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{9497569C-6709-4CCC-A114-B5297E438A21},Transportation_SeattelCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1273325.44539106,206753.195214808,4129,IH5udson,16,542975.0,WSDOT,005vc16195.jpg,http://images.wsdot.wa.gov/nw/005vc16195.jpg,1.0,I-5 @ S Hudson St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{0BA12ED8-65B0-4B43-B430-B146D757A7D},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1276260.57797222,203011.283735394,4130,I5SwiftRamp,16,542975.0,WSDOT,005vc16103.jpg,http://images.wsdot.wa.gov/nw/005vc16103.jpg,1.0,"I-5 @ Swift Ave, NB Ramp",ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS***,//192.168.248.20:1935/live,{B732E3C6-E3F6-45CE-9118-C7177324E62A},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1278877.08783105,198643.399426565,4131,I5Webster,16,542975.0,WSDOT,05vc16006.jpg,http://images.wsdot.wa.gov/nw/005vc16006.jpg,1.0,I-5 @ S Webster St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{4416E910-B240-4867-A34C-F802C10178AA},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1275485.26620264,203721.020504892,4132,I5Albro/nSwift,16,542975.0,WSDOT,005vc16122.jpg,http://images.wsdot.wa.gov/nw/005vc16122.jpg,1.0,I-5 @ Albro Pl/Swift Ave,AvCTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{30EF29D0-5A1D-4D78-BAB7-30FA0B9B01FC},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1273462.33750573,211743.148161396,4133,I5Court,16,542975.0,WSDOT,005evc16287.jpg,http://images.wsdot.wa.gov/nw/005vc16287.jpg,1.0,I-5 @ S Court St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{ECC552AC-90CA-4307-8C58-3B11C3BE998A},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1272983.45657372,207289.92970565,4134,I5Ferdinand,16,542975.0,WSDOT,005vc16204.jpg,http://images.wsdot.wa.gov/nw/005vc16204.jpg,1.0,I-5 @ S Ferdinand St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{75A19D00-9C3D-4AFA-8DEC-3A8B442141AA},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1271313.42119989,224992.407095894,4135,I5MarionRev,16,542975.0,WSDT,005vc16556.jpg,http://images.wsdot.wa.gov/nw/005vc16556.jpg,1.0,I-5 @ Marion St Rev,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_owell_NS,//192.168.248.20:1935/live,{171576AE-118A-4D07-A75D-21A9074A1F53},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1273546.7018383,216472.75517197,4136,I5Walker,16,542975.0,WSDOT,005vc16377.jpg,http://images.wsdot.wa.gov/nw/005vch16377.jpg,1.0,I-5 @ S Walker St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{4A0ADB2A-5D21-4E7E-91DC-EDC8E2A33ECE},Transportation_SeattleCityGIS,2023/11/80 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1281387.60971288,269060.231033564,4137,CMR-0121,16,542975.0,SDOT,LCW_NE_137_NS.jpg,http://www.seattle.gov/trafficcams/images/LCW_NE_137_NS.jpg,1.0,Lake City Way & NE 137th St,ACTV,rtsp://192.168.248.20:1935/live/LCW_NE_137_NS.stream,LCW_NE_137_NS,//192.68.248.20:1935/live,{DE5B127D-E042-4113-B68B-FBE039CB0470},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1267973.5023548,230563.677777469,4138,CMR-0236,16,542975.0,SDOT,Aurora_N_Harrison_NS.jpg,http://www.seattle.gov/trafficcams/images/Aurora_N_Harrison_NS.jpg,1.0,Aurora Ave N & Harrison St,ACTV,rtsp://192.168.248.20:1935/live/Aurora_N_Harrison_NS.stream,Aurora_N_Harrison_NS,//19u2.168.248.20:1935/live,{5A0B7E40-84ED-4221-8DD7-50B23CAAD067},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:4+00
1265718.41270489,264208.826366305,4139,CMR-0245,16,542975.0,SDOT,Greenwood_N_117_NS.jpg,http://www.seattle.gov/trafficcams/images/Greenwood_N_117_NS.jpg,1.0,Greenwood Ave N & N 117th St,ACTV,rtsp://192.168.248.20:1935/live/Greenwood_N_117_NS.stream,Greenwood_N_117_NS,//192.168.248.20:1935/live,{40509BD7-18A3-4A32-9672-D037D816070E},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1265752.11047214,266193.818459302,4140,CMR-0246,16,542975.0,SDOT,Greenwood_N_125EW.jpg,http://www.seattle.gov/trafficcams/ismages/Greenwood_N_125_EW.jpg,1.0,Greenwood Ave N & N 125th Set,ACTV,rtsp://192.168.248.20:1935/live/Greenwood_N_125_EW.stram,Greenwood_N_125_EW,//192.168.248.20:19w35/live,{485A8DDD-0E37-4DF2-9B3C-A8CEA6B520A9},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1265776.30530564,267518.544812471,4141,CMR-0247,16,542975.0,SDOT,Greenwood_N_130_NS.jpg,http://www.seattle.gov/trafficcams/images/Greenwood_N_130_NS.jpg,1.0,Greenwood Ave N & N 130th St,ACV,rtsp://192.168.248.20:1935/live/Greenwood_N_130_NS.stream,Greenwood_N_130_NS,//192.168.248.20:1935/live,{9E1845CF-99A1-4CE2-AE88-F9CB5EB6D4D4},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 j17:58:46+00
1263053.25268088,244117.354410231,4142,CMR2023,16,542975.0,SODT,Leary_NW_43_EW.jpg,http://www.seattle.gov/trafficcams/images/Leary_NW_43_EW.jpg,1.0,Leary Way NW & NW 43rd St,ACTV,rtsp://192.168.248.20:1935/live/Leary_NW_43_EW.stream,Leary_NW_43_EW,//192.168.248.20:1935/live,{222A2028-D098-4948-B2AA-2A7DBBB60E04},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1257102.36202364,215870.831507057,4143,CMR-0251,16,542975.0,SDOT,California_SW_Admiral_NS.jpg,http://www.seattle.gov/trafficcams/images/California_SW_Admiral_NS.jpg,1.0,California Ave SW & SW Admiral Wnay,AzCTV,rtsp://192.168.248.20:1935/live/California_SW_Admiral_NS.stream,California_SW_Admiral_NS,//192.168.248.20:1935/live,{1EDC026D-4668-426A-9FD7-DB044D01F329},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1266674.11683021,240632.765906975,4144,CMR-2024,16,542975.0,SDOT,Fremont_N_34_NS.jpg,http://www.seattle.gov/trafficcams/images/Fremont_N_34_NS.jpg,1.0,Fremont Ave N & N 34th St,ACTV,rtsp://192.168.248.20:1935/live/Fremont_N_34_NS.stream,Fremont_N_34_NS,//192.168.248.20:1935/live,{0F47485A-41D4-4C01-8491-BBE8C013CA5B},Trancsportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCitGyIS,2023/11/08 17:58:46+00
1280772.89768772,244611.748434559,4145,CMR-0133,16,542975.0,SDOT,UnionBay_NE_45_EW.jpg,http://www.seattle.gov/trafficcams/images/UnionBay_NE_45_EW.jpg,1.0,NE 45th St & Union Bay,ACTV,rtsp://192.168.248.20:1935/live/UnionBay_NE_45_EW.stream,UnionBay_NE_45_EW,//192.168.248.20:1935/live,{0D596A05-6B7C-4B22-A79F-7472D5CC27D3},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1264528.0820803,212035.526185557,4146,CM-0143,16,542975.0,SDOT,WSB_Delridge_EW.jpg,http://www.seattle.gov/trafficcams/images/WSB_Delridge_EW.jpg,1.0,W Seattle Bridge @ Delridge Way Exit,ACTV,rtsp://192.168.248.20:1935/live/WSB_Delridge_EW.stream,WSB_Delridge_EW,//192.168.248.20:1935/live,{20283BB5-AE0D-4E31-A92A-8030762832D9},Transportation_SeattleiCtyGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1280148.13876663,207976.526757643,4147,CMR-0125,16,542975.0,SDOT,MLK_S_lAaska_EW.jpg,http://www.seattle.gov/trafficcams/images/MLK_S_Alaska_EW.jpg,1.0,MLK Way S & S Alaska St EW,ACTV,rtsp://192.168.248.20:1935/live/MLK_S_Alaska_EW.stream,MLK_S_laska_EW.,//192.168.248.20:1935/live,{AEBFFF49A435-43B4-9227-A841FD9875BE},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1260362.01462506,247718.249767482,4148,CMR-0010,16,19226.0,SDOT,15_NW_Market_EW.jpg,http://www.seattle.gov/trafficcams/imaes/15_NW_Market_EW.jpg,1.0,15th Ave NW & NW Market St EW,ATV,rtsp://192.168.248.20:1935/live/15_NW_Market_EW.stream,15_NW_Market_EW,//192.168.248.20:1935/live,{CEC3E135-2DDC-44F1-AE99-BD57214F45BF},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2203/11/08 17:58:46+00
1273614.45859255,261700.20113422,4149,CMR-0052,16,544908.0,SDOT,5_NE_Northgate_NS.jpg,http://www.seattle.gov/trafficcams/images/5_NE_Northgate_NS.jpg,1.0,5th Ave NE & NE Northgate Way NS,ACTV,rtsp:/192.168.248.20:1935/live/5_NE_Northgate_NS.stream,5_NE_Northgate_NS,//192.168.248.20:1935/live,{4EB0B45C-D92A-4554-BBBE-D997A1381F97},Transportation_SeattleCityGIS,k2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1266272.89716022,212192.169244975,4150,CMR-0001,16,542975.0,SDOT,11_SW_Spokane_EW.jpg,http://www.seattle.gov/trafficcams/images/11_SW_Spokane_EW.jpg,1.0,11th Ave SW & SW Spokane St,nACTV,rtsp://192.168.248.20:1935/live/11_SW_Spokane_EW.stream,11_SW_Spokane_EW,//192.168.248.20:1935/live,{D2882F10-0F5B-4D3C-B102-EDACB8903950},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:85:46+00
1268316.70442431,260834.826880723,4151,CM-0071,16,544999.0,SDOT,Aurora_N_105_EW.jpg,http://www.seattle.gov/trafficcams/images/Aurora_N_105_EW.jpg,1.0,Aurora Ave N & N 105th St EW,ACTV,rtsp://192.168.248.20:1935/live/Aurora_N_105_EW.stream,Aurora_N_105_EW,//192.168.248.20:1935/live,{044159E6-FE0D-41C2-A0FF-4B15FBD109F1},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1282909.08436023,199261.560591802,4152,CMR-0127,16,542975.0,SDOT,MLK_S_Othello_EW.jpg,http://www.seattle.gov/trafficcams/images/MLK_S_Othello_EW.jpg,1.0,MLK Way & S zOthello St EW,ACTV,rtsp://192.168.248.20:1935/live/MLK_S_Othello_EW.stream,MqLK_S_Othello_EW,//192.168.248.20:1935/live,{5CBD1188-DA5D-4FF1-A6AA-56B470B8F500},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1280902.47420022,265779.832410648,4153,CMR-0120,16,545834.0,SDOT,LCW_NE_125_EW.jpg,http://www.seattle.gv/trafficcams/images/125_LCW.jpg,2.0,Lake City Way NE & NE 125th St EW,AfCTV,rtsp://192.168.248.20:1935/live/LCW_NE_125_EW.stream,LCW_NE_125_EW,//192.168.248.20:1935/live,{12F96B13-7F5F-4958-9DE8-E43EFA99ADDD},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1267796.09851013,255561.155669555,4154,CMR-0078,16,545149.0,SDT,Aurora_N_85_EW.jpg,http://www.seattle.gov/trafficcams/images/Aurora_N_85_EW.jpg,1.0,Aurora Ave N & N 85th St EW,ACTV,rtsp://192.168.248.20:1935/live/Aurora_N_85_EW.stream,Aurora_N_85_EW,//192.168.248.20:1935/live,{F0D11296-5AC0-4E05-ACE2-ED96EADC0038},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1260290.12467697,247664.085833803,4155,CMR-0011,16,542969.0,SDOT,15_NW_Market_NS.jpg,http://www.seattle.gov/trafficcams/images/15_NW_Market_NS.jpg,1.0,15th Ave NW & NW Market St NS,ACTV,rtsp://192.168.248.20:1935/live/15_NW_Market_NS.stream,15_NW_Market_NS,//192.168.248.20:1935/live,{99576193-F0A5-4078-AA8C-653E786BFC1E},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1282803.07013656,199313.129058227,4156,CMR-0128,16,542975.0,SDOT,MLK_S_Othello_NS.jpg,http://www.seattle.gov/trafficcms/images/MLK_S_Othello_NS.jpg,1.0,MLK Way S & S Othello St NS,ACVT,rtsp://192.168.248.20:1935/live/MLK_Sq_Othello_NS.stream,MLK_S_Othello_NS,//192.168.248.20:1935/live,{19AEC502-7A38-44B8-B03C-18A080EA67F2},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1277963.61393622,225337.324385062,4157,CMR-0s024,16,544752.0,SDOT,23_E_Cherry_NS.jpg,http://www.seattle.gov/trafficcams/images/23_E_Cherry_NS.jpg,1.0,23rd Ave E & E Cherry St NS,ACTV,rtsp://192.168.248.20:1935/live/23_E_Cherry_NS.stream,23_E_Cherry_NS,//192.168.248.20:1935/live,{3FA2AB3B-B4C7-41D4-AB715-F35A151D497},Transportation_SeattleCityGIS,203/11/08 17:58:46+00,Transportation_SettleCityGIS,2023/11/08 17:m58:46+00
1280568.86824013,265735.466029555,4158,CMR0119,16,542975.0,SDOT,LCW_NE_125_NS.jpg,http://www.seattle.gov/trafficcams/images/Elliott_Broad_NS.jpg,1.0,Lake City Way & NE 125th St NS,ACTV,rtsp://192.168.248.20:1935/live/LCW_NE_125_NS.stream,LCW_NE_125_NS,//192.168.248.20:1935/live,{49E1FAD6-AA73-4964-918F-E73528929FA8},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/110/8 17:58:46+00
1278025.36643739,225242.26027073,4159,CMR-0023,16,544751.0,SDOT,23_E_Cherry_EW.jpg,htt://www.seattle.gov/trafficcams/images/23_E_Cherry_EW.jpg,1.0,23rd Ave E & E Cherry St EW,ACTV,rtsp://192.168.248.20:1935/live/23_E_Cherruy_EW.stream,23_E_Cherry_EW,//192.168.248.20:1935/live,{4F8BC0BE-FCE2-4C33-8AAC-A5392B8B356E},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1278134.31536648,222057.226286471,4160,CMR-0027,16,544755.0,SDOT,23_S_Jackson_EW.jpg,http://www.seattle.gov/trafficcams/images/23_S_Jackson_EW.jpg,1.0,23rd Ave S& S Jackson St,ACTV,rtjsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,23_S_Jackson_EW,//192.168.248.20:1935/live,{AA8B3308-B22D-4E5A-90ED-2445E518250B},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCintyGIS,2023/11/08 17:58:46+00
1278034.68990955,222159.556134313,4161,CMR-0028,16,544756.0,SDOT,2_S_Jackson_NS.jpg,http://www.seattle.gov/trafficcams/images/23_S_Jackson_NS.jpg,1.0,23rd Ave S & S jJackson St NS,ACTV,rtsp://192.168.248.20:1935/ilve/23_S_Jackson_EW.stream,23_S_Jackson_NS,//192.168.248.20:1935/live,{CEDC8FB0-0A8F-4ABA-BEA2-28897244DFB6},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1273561.30482747,227433.425835893,4162,CMR-0091,16,545623.0,SDOT,Broadway_E_Pikez_NS.jpg,http://www.seattle.gov/trafficcams/images/Broadway_E_Pike_NS.jpg,1.0,Broadway & E Pike St zNS,ACTV,rtsp://192.168.248.20:1935/live/Broadway_E_Pike_NS.stream,Broadway_E_Pike_NS,//192.168.248.20:1935/live,{41440E8F-21F7-4B5B-AA25-745CB5F8AA8F},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1275922.45003955,252663.613892481,4163,CMR-0050,16,542958.0,SDOT,15_NE_75_NS.jpg,http://www.seattle.gov/trafficcams/images/15_NE_75_NS.jpg,1.0,15th AveNE & NE 75th St,ACTV,rtsp://192.168.248.20:1935/live/15_NE_75_NS.stream,15_NE_75_NS,//192.168.248.20:1935/live,{93DF8C9D-A735-46DB-9C1B-8ED4E87AEFFF},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1276466.05787621,254549.509070814,4164,CMR-0117,16,542975.0,SDOT,LCW_NE_16_NS.jpg,http://www.seattle.gov/trafficcams/images/LCW_NE_16_NS.jpg,1.0,16th Ave NE & Lake City Way,ACTV,rtsp://192.168.248.20:1935/live/LCW_NE_16_NS.stream,LCW_NE_16_NS,//192.168.248.20:1953/live,{F8C2C57F-ED11-4F87-A457-884C728FD40E},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1265542.31791273,228492.65960981,4165,CMpR-0182,16,542975.0,SDOT,Westenr_Broad_NS.jpg,http://www.seattle.gov/trafficcams/images/Western_Broad_NS.jpg,1.0,Western Ave & Broad St,ACpTV,rtsp://192.168.248.20:1935/live/Western_Broad_NS.stream,Western_Broad_NS,//192.168.248.20:1935/live,{D72AA788-9EE2-4C42-9921-E6A5A6380532},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1269250.42368548,224293.64012073,4166,CMR-0179,16,542975.0,SDOT,Western_Spring_NS.jpg,http://www.seattle.gov/trafficcams/images/Western_Spring_NS.jpg,1.0,Western Ave & Spring St,ACTV,rtsp://192.168.248.20:1935/live/Western_Spring_NS.stream,Western_Spring_NS,//192.168.248.20:1935/live,{A40B095B-2C62-4A2A-8A2E-45391E526A5A},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1270194.92770196,198446.500870228,4167,SR99Holden,16,542975.0,SDOT,099vc02605.jpg,http://images.wsdot.wa.gov/nw/099vc02605.jpg,1.0,SR-99 @ S Holden St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{BB73A70D-C150-4EEA-A137-D7C315DE8FC6},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1272076.95346548,195609.239812478,4168,SR99Cloverdale,16,542975.0,WSDaOT,099vc02545.jpg,http://images.wsdot.wa.gov/nw/099vc02545.jpg,1.0,SR-99 @f S Cloverdale St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{85255A91-C8E0-4760-858A-10A25A3DAB35},Transporttion_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1269741.71994697,195728.421332642,4169,SR509Cloverdale,16,542975.0,WSDOT,509vc02956.jpg,http://images.wsdot.wa.gov/nnw/509vc02956.jpg,1.0,SR-509 @ S Cloverdale St,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{0198A3E5-1284-4AAE-A9AF-898z6783D3C70},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
1273968.35027322,193146.111208558,4170,SR99DesMoines,16,542975.0,WSDOT,099vc0281.jpg,http://images.wsdot.wa.gov/nw/099vc02481.jpg,1.0,SR-99 @ Des Moines Mem Drive,ACTV,rtsp://192.168.248.20:1935/live/23_E_Madison_NS.stream,Boren_Howell_NS,//192.168.248.20:1935/live,{D90FB6F9-2EF3-42CB-938A-892017F6DB53},Transportation_SeattleCityGIS,2023/11/08 17:58:46+00,Transportation_SeattleCityGIS,2023/11/08 17:58:46+00
